Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31),C4H5(34)
1.6165215867498804e-06,0.11245142501458012,0.0,0.0,0.0,0.0,0.998083781958221,0.00034853170075019085,6.963870622935744e-05,0.0001369171137788567,4.5208015116635284e-05,0.0016036554692185866,0.0015478054726083426,1.2022794537303181e-09,6.580475766025588e-09,1.9105991900912846e-07,1.267016889845013e-13,2.204278591946997e-13,8.865924186810888e-16,2.3539661731796228e-15,1.802414842549335e-12,5.386874713402191e-12,8.677497797778533e-15,4.242340089252666e-18,2.7087092794921216e-14,1.5240870921206215e-13,9.798526824072719e-17
1.6400968113971908e-06,0.1124584994319215,0.0,0.0,0.0,0.0,0.9980186419602538,0.000351293139911708,7.106990431062632e-05,0.00014066744757016919,4.613339303412473e-05,0.0016640936142401715,0.0016066505976952774,1.2574581102464144e-09,6.957602890643105e-09,2.053666676869594e-07,1.361892711519425e-13,2.4204381352979516e-13,9.735348939900531e-16,2.584515362029119e-15,1.990327870149565e-12,6.03020049581891e-12,9.713902286275619e-15,4.749509549679105e-18,3.051267051285829e-14,1.6511571271360488e-13,1.1141349296029423e-16
1.6636720360445013e-06,0.11246570556515341,0.0,0.0,0.0,0.0,0.9979523086129957,0.00035399762527864054,7.249857948754326e-05,0.00014445933234164316,4.7056401981433185e-05,0.0017257345089693188,0.0016666792578378282,1.3140544985230076e-09,7.348846487691378e-09,2.204809027398929e-07,1.462123438272042e-13,2.6533928366203605e-13,1.0672326242027272e-15,2.832950893219019e-15,2.193946035690677e-12,6.7376629966152495e-12,1.0853642014772714e-14,5.307309235553975e-18,3.4304374992903197e-14,1.7862818089404935e-13,1.2639988855194662e-16
1.6872472606918117e-06,0.11247304297603385,0.0,0.0,0.0,0.0,0.9978847861515778,0.0003566458076649058,7.392427076709324e-05,0.00014829230872788062,4.797672419104605e-05,0.0017885742539310503,0.0017278877707634934,1.3720660485043607e-09,7.754387203832447e-09,2.3643204716818124e-07,1.5679041920248624e-13,2.904077351537064e-13,1.1680615413596753e-15,3.1002661585045478e-15,2.41423395152431e-12,7.514346170043636e-12,1.2104909024040053e-14,5.919760055069179e-18,3.8494010197684415e-14,1.9297942465925556e-13,1.4309120173131081e-16
1.7343977099864327e-06,0.11248810965526454,0.0,0.0,0.0,0.0,0.9977461928114719,0.0003617759034906719,7.676492109419625e-05,0.00015607967925883814,4.980808247913823e-05,0.0019178326384057098,0.0018538275897579729,1.49231980734294e-09,8.609036460493377e-09,2.7096437970909907e-07,1.7969070352141045e-13,3.462509754607147e-13,1.3926710883402167e-15,3.695652476992147e-15,2.908848018138315e-12,9.297171476360319e-12,1.4977147773371598e-14,7.325858117391317e-18,4.820483143456643e-14,2.2433360036814934e-13,1.8222768359520296e-16
1.7815481592810537e-06,0.11250369509224878,0.0,0.0,0.0,0.0,0.9976029035916664,0.00036668877381883046,7.958842203779428e-05,0.00016402580864255888,5.1625107095873356e-05,0.002051829508333593,0.0019844326195686012,1.6181809716463418e-09,9.52280940451267e-09,3.092052509935294e-07,2.0505033443840703e-13,4.1037466599459945e-13,1.650585802245755e-15,4.379186310198831e-15,3.4825665730517245e-12,1.1425316482957781e-11,1.8405773549252547e-14,9.004707775140877e-18,5.994295756540536e-14,2.5945272559012297e-13,2.3021145364343774e-16
1.8286986085756747e-06,0.11251979425730066,0.0,0.0,0.0,0.0,0.9974549659542036,0.0003713898601293523,8.239154551831839e-05,0.00017212689318535612,5.342558341975485e-05,0.002190519563874473,0.0021196594489244786,1.749597667884629e-09,1.0496811851895028e-08,3.5140049249369074e-07,2.330323379869848e-13,4.836207262222526e-13,1.94519200539101e-15,5.159810991963377e-15,4.144320325878829e-12,1.3950486507667944e-11,2.2474104623680497e-14,1.0997235329474047e-17,7.404389451465372e-14,2.98616579148396e-13,2.8861717541822754e-16
1.8758490578702957e-06,0.11253640151304631,0.0,0.0,0.0,0.0,0.9973024327828097,0.0003758846829989245,8.517126885216678e-05,0.00018037908334849555,5.520744324105619e-05,0.0023338518580932307,0.0022594590787512656,1.886505397660086e-09,1.1531994357896254e-08,3.9779948807812177e-07,2.638020960730706e-13,5.668696880472296e-13,2.2800313249731766e-15,6.046877926211284e-15,4.903560640643261e-12,1.692971693251035e-11,2.7274049437167466e-14,1.3348602021513342e-17,9.088369663019191e-14,3.421091596509869e-13,3.5921923647602816e-16
1.9229995071649165e-06,0.11255351065459371,0.0,0.0,0.0,0.0,0.9971453619950423,0.0003801788263845702,8.792477396052975e-05,0.0001887784913305095,5.6968764246676896e-05,0.0024817701903663307,0.002403777310252101,2.0288279085172414e-09,1.2629151115725624e-08,4.4865447585843636e-07,2.9752688348575066e-13,6.610381942337677e-13,2.658790631373748e-15,7.050119914543905e-15,5.770241900461232e-12,2.042562397809488e-11,3.2906510892133355e-14,1.6108405881808006e-17,1.10881849454013e-13,3.9021759891640153e-13,4.4400491998506935e-16
1.9701499564595373e-06,0.11257111495491051,0.0,0.0,0.0,0.0,0.9969838161573886,0.00038427792223997875,9.064944568414476e-05,0.00019732119879709871,5.870776884441167e-05,0.002634213497492419,0.002552555130506977,2.1764780924761018e-09,1.3788920002434566e-08,5.042198516176781e-07,3.3437540595646373e-13,7.670762374488691e-13,3.0852909331851666e-15,8.17962169433334e-15,6.754800215706074e-12,2.4506639621443097e-11,3.94817650987622e-14,1.9330871293235896e-17,1.3450414993694503e-13,4.4323107661262055e-13,5.451870418577437e-16
2.017300405754158e-06,0.11258920720562965,0.0,0.0,0.0,0.0,0.9968178621048807,0.0003881876355403965,9.334286927029111e-05,0.0002060032646868886,6.042282237037123e-05,0.0027911162408595443,0.002705729093999666,2.3293589011016023e-09,1.5011783771883575e-08,5.647514785690693e-07,3.745173424158788e-13,8.859641418530811e-13,3.563475236733715e-15,9.445787811310731e-15,7.868128664455711e-12,2.924722892197055e-11,4.7119811776027604e-14,2.307502488393365e-17,1.6226556919984427e-13,5.014397499846978e-13,6.652158855881551e-16
2.064450855048779e-06,0.11260777975923981,0.0,0.0,0.0,0.0,0.9966475705666024,0.000391913649784853,9.600282706804917e-05,0.00021482073303669743,6.211243070967853e-05,0.0029524087882575605,0.0028632316986999698,2.4873642687714608e-09,1.629807228689278e-08,6.305060075510304e-07,4.181228941713588e-13,1.018709343820484e-12,4.0973955976668814e-15,1.0859308351229527e-14,9.121549212884882e-12,3.4728087971228785e-11,5.5950693430748554e-14,2.7404856332425608e-17,1.9473308439642103e-13,5.651337035477784e-13,8.067903208385352e-16
2.1116013043433998e-06,0.11262682456964276,0.0,0.0,0.0,0.0,0.9964730157985443,0.00039546165304227905,9.862729449113667e-05,0.0002237696407627731,6.377523737708948e-05,0.0031180177888051356,0.003024991755217097,2.6503800357292213e-09,1.7647965672649638e-08,7.017402119202147e-07,4.653623438312859e-13,1.1663429990835961e-12,4.691199474398624e-15,1.2431122861107555e-14,1.0526781640032648e-11,4.103632086104005e-11,6.611478072619176e-14,3.2389462801464236e-17,2.3252846457909463e-13,6.346019306208105e-13,9.728679648793567e-16
2.1587517536380206e-06,0.11264633323190003,0.0,0.0,0.0,0.0,0.99629427522528,0.0003988373246010924,0.00010121443533559746,0.00023284602532939094,6.541002011913486e-05,0.0032878665394383776,0.0031909347475267556,2.818284862708777e-09,1.906149833202188e-08,7.787103413881113e-07,5.164056267917636e-13,1.3299164576046565e-12,5.349115549528613e-15,1.4172382888232296e-14,1.209590992060249e-11,4.8265594427679785e-11,7.776302203645733e-14,3.8103175995958205e-17,2.763309946234592e-13,7.101313547673965e-13,1.1666742875544796e-15
2.2059022029326414e-06,0.11266629702094477,0.0,0.0,0.0,0.0,0.9961114290917071,0.00040204632227038516,0.00010376259653856053,0.00024204593224402544,6.701568709990244e-05,0.003461875341629823,0.0033609831839904983,2.990951130228283e-09,2.0538563742879545e-08,8.616714985493069e-07,5.714219177713228e-13,1.510497651237673e-12,6.0754392004933064e-15,1.6094413607085253e-14,1.384134650896596e-11,5.651626988140898e-11,9.105715574960091e-14,4.462567111638225e-17,3.268801226513677e-13,7.920058980165727e-13,1.3917105685072196e-15
2.253052652227262e-06,0.11268670692907695,0.0,0.0,0.0,0.0,0.9959245601258411,0.00040509427037002487,0.00010627030244951168,0.00025136542233076745,6.859127272477058e-05,0.003639961847281402,0.0035350569376496363,3.1682458163731766e-09,2.207891992500323e-08,9.508770411742132e-07,6.305792344314422e-13,1.7091674203163408e-12,6.8745177245677704e-15,1.8208674824637443e-14,1.5775794892846576e-11,6.589551066436789e-11,1.0616988425949454e-13,5.20420571655024e-17,3.8497801841339773e-13,8.805056023168899e-13,1.6517606077057995e-15
2.300203101521883e-06,0.11270755370211202,0.0,0.0,0.0,0.0,0.9957337532134943,0.00040798674843896813,0.00010873624867918691,0.00026080057874160325,7.013593315113222e-05,0.0038220413929001516,0.0037130735749356767,3.35003134758972e-09,2.3682195480713438e-08,1.0465780128165774e-06,6.940440597741954e-13,1.927015819879926e-12,7.750735481967232e-15,2.0526721790853005e-14,1.7912210771055447e-11,7.651736606551519e-11,1.2328500888555078e-13,6.044294821319168e-17,4.514920312887731e-13,9.759058092550137e-13,1.9508961380604294e-15
2.3473535508165038e-06,0.1127288278741212,0.0,0.0,0.0,0.0,0.9955390950855767,0.00041072928068434055,0.00011115929559355469,0.000270347513668802,7.164894153570864e-05,0.004008027321252517,0.0038949486720247267,3.5361664178118624e-09,2.5347896129647078e-08,1.1490226039483324e-06,7.619809847843388e-13,2.165138448038897e-12,8.708499127997824e-15,2.3060166257032592e-14,2.0263762265362394e-11,8.850283035555644e-11,1.4259752533690462e-13,6.992451540720735e-17,5.273570371965488e-13,1.0784764020127968e-12,2.2934809059710552e-15
2.3945040001111246e-06,0.11275051980072368,0.0,0.0,0.0,0.0,0.9953406740186584,0.000413327326186636,0.00011353846152146293,0.00028000237472563936,7.312968306943391e-05,0.004197831289800558,0.004080596118168007,3.726506771969751e-09,2.707541164831079e-08,1.2584556455068108e-06,8.34552372565953e-13,2.4246328218127167e-12,9.752223036147053e-15,2.58206380573746e-14,2.284378959382131e-11,1.0197987747076966e-10,1.6431367976650404e-13,8.05885197263415e-17,6.135776646564017e-13,1.1884811126042735e-12,2.684173378008733e-15
2.4416544494057454e-06,0.112772619690877,0.0,0.0,0.0,0.0,0.9951385795492786,0.0004157862698688377,0.00011587291574082347,0.00028976135096878976,7.457764984869391e-05,0.004391363565375195,0.004269928405477771,3.92090595064867e-09,2.8864023120780364e-08,1.3751181363185722e-06,9.119180449447054e-13,2.706594828315544e-12,1.08863150242338e-14,2.8819747510322575e-14,2.5665764584683208e-11,1.1708347151357392e-10,1.8865098584571907e-13,9.254232566117034e-17,7.112303916486038e-13,1.3061768964328384e-12,3.127928059965494e-15
2.488804898700366e-06,0.11279511763711253,0.0,0.0,0.0,0.0,0.9949329022023425,0.0004181114142303645,0.00011816197130262664,0.0002996206785422997,7.599243562724192e-05,0.004588533304694571,0.004462856904796134,4.119215993371178e-09,3.071291041865562e-08,1.4992468054169063e-06,9.94234992210241e-13,3.012115285259067e-12,1.2115162520247435e-14,3.206904899216806e-14,2.874325037234072e-11,1.3395555354087025e-10,2.1583820361756179e-13,1.0589889616883848e-16,8.214655063752978e-13,1.4318133752752279e-12,3.629995445143625e-15
2.535955347994987e-06,0.11281800364418403,0.0,0.0,0.0,0.0,0.9947237332338346,0.0004203079718408706,0.00012040507774747007,0.0003095766459284544,7.737373048950717e-05,0.004789248820457626,0.004659292127392434,4.321288098617342e-09,3.2621159837118856e-08,1.6310737098908586e-06,1.0816571064217284e-12,3.3422766349979934e-12,1.3443119265314861e-14,3.558000593929472e-14,3.208986161177997e-11,1.5274500529475994e-10,2.4611528118262887e-13,1.2077676939380968e-16,9.455089262674764e-13,1.565632348949827e-12,4.195920612679182e-15
2.583105797289608e-06,0.11284126765611961,0.0,0.0,0.0,0.0,0.9945111643879689,0.00042238105858378154,0.00012260181376580985,0.00031962559879518306,7.872131548365548e-05,0.004993417832842726,0.004859143972331083,4.526973239288027e-09,3.458777181493347e-08,1.7708258685912617e-06,1.1743349384924299e-12,3.698149789556779e-12,1.4874492623935753e-14,3.9363957466897515e-14,3.5719225532499916e-11,1.7360759069911103e-10,2.797332605441738e-13,1.3730001778034325e-16,1.0846638707197284e-12,1.7078673751422617e-12,4.8315405050401076e-15
2.6302562465842286e-06,0.11286489958167933,0.0,0.0,0.0,0.0,0.9942952876688244,0.00042433568763473216,0.0001247518798496418,0.0003297639444337385,8.003505725022262e-05,0.005200947706338325,0.005062321959445913,4.7361227328638944e-09,3.661166866966933e-08,1.9187249317226566e-06,1.2724154790724775e-12,4.080791146460284e-12,1.6413531581215734e-14,4.343208681128925e-14,3.9644944116438624e-11,1.9670587609948125e-10,3.1695414918701813e-13,1.555981903248754e-16,1.2403123842098699e-12,1.858743416156114e-12,5.542979936067142e-15
2.6774066958788494e-06,0.11288888931822344,0.0,0.0,0.0,0.0,0.994076195126394,0.0004261767641557951,0.00012685509097911044,0.0003399881557845138,8.131490267884728e-05,0.005411745671931431,0.005268735447952793,4.948588766013832e-09,3.8691702287398866e-08,2.0749868860550242e-06,1.3760419630534224e-12,4.491239793090944e-12,1.806441549838064e-14,4.779539177969644e-14,4.388055765043995e-11,2.222091303607626e-10,3.580507591856912e-13,1.758062388256736e-16,1.413916707659159e-12,2.018476550748179e-12,6.3366463947770995e-15
2.7245571451734702e-06,0.11291322677400402,0.0,0.0,0.0,0.0,0.9938539786569119,0.0004279090806827016,0.00012891136938293965,0.0003502947750527259,8.256087362213214e-05,0.00562571903477059,0.005478293840820033,5.1642248738553e-09,4.0826661713220615e-08,2.2398217952200656e-06,1.485353697339609e-12,4.9305149106841905e-12,1.983124367126475e-14,5.2464657325192837e-14,4.8439509876318983e-11,2.5029320604990337e-10,4.033065158194302e-13,1.98064429077678e-16,1.6070204970259798e-12,2.1872737486855494e-12,7.219223714498755e-15
2.771707594468091e-06,0.11293790188890211,0.0,0.0,0.0,0.0,0.99362872981724,0.0004295373131792153,0.00013092073740721033,0.00036068041691900593,8.37730616924431e-05,0.005842775367497129,0.005690906775090675,5.382886374464451e-09,4.3015280594074977e-08,2.413433574328629e-06,1.6004859113801342e-12,5.399613386156634e-12,2.171802572473259e-14,5.745043033344355e-14,5.333511493066649e-11,2.811404030185017e-10,4.530152378127071e-13,2.225182380309269e-16,1.8212498891621844e-12,2.3653327052113594e-12,8.197664685235684e-15
2.818858043762712e-06,0.11296290465364195,0.0,0.0,0.0,0.0,0.9934005396530299,0.0004310660177303279,0.00013288331052304189,0.000371141771352736,8.495162316448619e-05,0.00606282268950413,0.005906484298414046,5.6044307595778375e-09,4.525624443076615e-08,2.5960197979520175e-06,1.7215696298265761e-12,5.899507639136002e-12,2.372867287267344e-14,6.276299669703833e-14,5.858052623322329e-11,3.1493931576807215e-10,5.074808914296288e-13,2.4931823798616235e-16,2.0583144159113325e-12,2.5528417322335333e-12,9.279182697699678e-15
2.8660084930573327e-06,0.1129882251275194,0.0,0.0,0.0,0.0,0.9931694985403361,0.0004324996278439355,0.00013479929049994163,0.0003816756060384117,8.60967740035983e-05,0.006285769632441192,0.006124937032100592,5.828718042723314e-09,4.7548197602273046e-08,2.7877715403399257e-06,1.848731566568962e-12,6.4311436685996845e-12,2.5866990061293732e-14,6.841236072211591e-14,6.418870745226614e-11,3.518846660331449e-10,5.670173207350448e-13,2.7861996894411676e-16,2.3200077683124175e-12,2.7499797027636175e-12,1.0471242512605507e-14
2.9131589423519535e-06,0.11301385345468704,0.0,0.0,0.0,0.0,0.9929356960402882,0.000433842452329096,0.00013666895876780153,0.0003922787684274779,8.720878503682271e-05,0.0065115255923355285,0.006346176321064739,6.05561106626741e-09,4.988975013122145e-08,2.988873246600569e-06,1.9820940393048184e-12,6.995439320029333e-12,2.813666899935714e-14,7.440822687605722e-14,7.017240564662537e-11,3.9217712205189707e-10,6.319479563909651e-13,3.1058380025391477e-16,2.6082084135895113e-12,2.9569160449218385e-12,1.1781550250651324e-14
2.9603093916465743e-06,0.11303977987904058,0.0,0.0,0.0,0.0,0.9926992207664053,0.0004350986737178333,0.00013849266998686518,0.00040294818742990686,8.828797728108615e-05,0.006740000868744784,0.006570114371063653,6.2849757690717635e-09,5.227948416460548e-08,3.1995026334474733e-06,2.121774903715853e-12,7.593282771994128e-12,3.0541282070998754e-14,8.075998386371507e-14,7.654412665472865e-11,4.3602310600933595e-10,7.026055053816652e-13,3.453747827198371e-16,2.9248800683413823e-12,3.173810781677694e-12,1.3218042701291935e-14
3.007459840941195e-06,0.1130659947577572,0.0,0.0,0.0,0.0,0.9924601602640902,0.0004362723471967522,0.00014027084584158184,0.0004136808747612731,8.933471744022527e-05,0.00697110679139333,0.006796664373674869,6.516681416614708e-09,5.4715960148869196e-08,3.419830618022725e-06,2.267887506264024e-12,8.225531239516813e-12,3.308427712047127e-14,8.747669100270008e-14,8.331611277344464e-11,4.83634591136702e-10,7.793316240587476e-13,3.831624923263611e-16,3.2720720319871677e-12,3.4008146124080276e-12,1.478887605040963e-14
3.054610290235816e-06,0.11309248857353879,0.0,0.0,0.0,0.0,0.9922186009018257,0.00043736740001438016,0.00014200396907114608,0.000424473925962223,9.03494135802438e-05,0.007204755834772686,0.0070257406194835954,6.750600795559118e-09,5.719772268325126e-08,3.650021273235309e-06,2.4205406545715644e-12,8.893009889574045e-12,3.576897309012637e-14,9.456706684727683e-14,9.050032274498591e-11,5.35228889935832e-10,8.624765768734472e-13,4.2412086673130324e-16,3.651919385079622e-12,3.638069032324488e-12,1.6502414126327674e-14
3.1017607395304367e-06,0.11311925194561522,0.0,0.0,0.0,0.0,0.9919746277735632,0.0004383876313301309,0.00014369257774662453,0.0004353245211081063,9.133251098999396e-05,0.007440861721209651,0.007257258599972473,6.986610374837661e-09,5.972330603964523e-08,3.890231808002369e-06,2.5798386043158218e-12,9.596510962282028e-12,3.859855648569242e-14,1.0203947999165325e-13,9.810841404770932e-11,5.91028434970007e-10,9.523988831196606e-13,4.684280356570825e-16,4.066643057574629e-12,3.885706485843515e-12,1.8367216261541454e-14
3.1489111888250575e-06,0.11314627563956475,0.0,0.0,0.0,0.0,0.9917283246117898,0.00043933671247105066,0.0001453372598018908,0.0004462299252271679,9.228448823245185e-05,0.007679339512922985,0.007491135098623149,7.2245904353851234e-09,6.229123934118882e-08,4.140612570748752e-06,2.7458810615482744e-12,1.033679309006346e-11,4.157607863786196e-14,1.0990194197014383e-13,1.0615172746565701e-10,6.51260553624028e-10,1.0494649539487416e-12,5.162661462811564e-16,4.518549772547408e-12,4.14385055003627e-12,2.0392024865164834e-14
3.1960616381196783e-06,0.11317355057600965,0.0,0.0,0.0,0.0,0.9914797737107435,0.00044021818756301826,0.00014693864782313367,0.0004571874884460884,9.320585338990326e-05,0.007920105693601347,0.007727288271750462,7.464425170677496e-09,6.490005139545461e-08,4.401307074505235e-06,2.9187631993371123e-12,1.1114580806051046e-11,4.470445372501642e-14,1.1816210216065685e-13,1.1464127389287e-10,7.161572381873481e-10,1.1540487218383034e-12,5.678211846896548e-16,5.010031871171791e-12,4.412616144396868e-12,2.2585752797910155e-14
3.243212087414299e-06,0.11320106783824507,0.0,0.0,0.0,0.0,0.9912290558592404,0.000441035474503808,0.00014849741409949012,0.0004681946458818443,9.409714050468733e-05,0.008163078240042044,0.007965637719596325,7.706002760242655e-09,6.754827518141488e-08,4.67245204194685e-06,3.0985756876334934e-12,1.193056423198075e-11,4.798645751788488e-14,1.268272445875076e-13,1.2358772331234355e-10,7.859549125567963e-10,1.2665312646049822e-12,6.232827944145475e-16,5.543567025031688e-12,4.692109763299369e-12,2.4957470637016644e-14
3.29036253670892e-06,0.11322881867886045,0.0,0.0,0.0,0.0,0.9909762502825861,0.00044179186624634546,0.00015001426593538015,0.00047924891729884733,9.49589062156571e-05,0.008408176684392255,0.008206104548212531,7.94921541829026e-09,7.023445199223775e-08,4.954177468727788e-06,3.2854047352715347e-12,1.2785398935050657e-11,5.142472680380732e-14,1.3590428651146142e-13,1.3300139587559988e-10,8.60894196791329e-10,1.387300425947834e-12,6.828440930255067e-16,6.1217178420192074e-12,4.9824297276718964e-12,2.751639391350387e-14
3.3375129860035407e-06,0.11325679452541139,0.0,0.0,0.0,0.0,0.9907214345930316,0.0004424905323615587,0.0001514899412233616,0.000490347906550147,9.579172658919954e-05,0.008655322167532866,0.008448611422659945,8.193959419572657e-09,7.295713523849675e-08,5.246606703496311e-06,3.479332143030003e-12,1.3679705942723148e-11,5.50217594462689e-14,1.453997786896742e-13,1.4289225499693385e-10,9.412196706817078e-10,1.5167504343969917e-12,7.467014876941169e-16,6.7471313721981165e-12,5.283666452594638e-12,3.027187039884685e-14
3.3846634352981615e-06,0.11328498698520036,0.0,0.0,0.0,0.0,0.9904646847482563,0.00044313452085142734,0.00015292520427477626,0.0005014893008211712,9.659619414249647e-05,0.008904437484140002,0.008693082612046552,8.440135104536657e-09,7.571489391858882e-08,5.549856543010303e-06,3.680435366708295e-12,1.4614071904101905e-11,5.877991503398004e-14,1.553199071845956e-13,1.5326990236653938e-10,1.027179637424297e-09,1.6552815224234413e-12,8.150544905911587e-16,7.42253852007897e-12,5.595902727722408e-12,3.3233367512486706e-14
3.4318138845927823e-06,0.11331338784922235,0.0,0.0,0.0,0.0,0.9902060750173548,0.00044372676018412775,0.0001543208419041072,0.0005126708696940371,9.737291505569813e-05,0.009155447119951225,0.008939444026918979,8.687646865760926e-09,7.850631576505504e-08,5.864037340820061e-06,3.8887875891998536e-12,1.5589049386270048e-11,6.270141607278968e-14,1.656704965984183e-13,1.6414357477893905e-10,1.1190258884114564e-09,1.8032995473421442e-12,8.881055349183271e-16,8.150753369767997e-12,5.919214007637297e-12,3.6410459915470656e-14
3.478964333887403e-06,0.11334198909533184,0.0,0.0,0.0,0.0,0.9899456779538293,0.00044427006152454623,0.00015567765976181035,0.0005238904640499384,9.812250656881835e-05,0.009408277281752793,0.009187623249511558,8.936403117597626e-09,8.133001007708121e-08,6.1892531280384345e-06,4.10445780058155e-12,1.6605157293890648e-11,6.678834967337828e-14,1.7645701460884722e-13,1.7552214266718916e-10,1.2170134700723802e-09,1.961215615514019e-12,9.660597923147484e-16,8.934672429420398e-12,6.253668709448608e-12,3.981281734926812e-14
3.526114783182024e-06,0.11337078289068452,0.0,0.0,0.0,0.0,0.9896835643750883,0.000444767121134853,0.00015699647890939468,0.0005351460148264892,9.884559455843281e-05,0.00966285592059127,0.009437549557344405,9.186316250852381e-09,8.418461025075723e-08,6.525601744777963e-06,4.327510885277167e-12,1.7662881400448606e-11,7.104266968798845e-14,1.8768457768283065e-13,1.8741411022907005e-10,1.3214004536187211e-09,2.129445711224158e-12,1.0491249923168964e-15,9.77727380135575e-12,6.599328515172638e-12,4.3450192772615366e-14
3.5732652324766447e-06,0.11339976159350634,0.0,0.0,0.0,0.0,0.9894198033479827,0.00044522052292128903,0.00015827813262971272,0.0005464355316462081,9.954281128865694e-05,0.009919112748698153,0.009689153940647559,9.437302574245504e-09,8.706877601970186e-08,6.873174980898752e-06,4.558007715395486e-12,1.8762674979676506e-11,7.546619925011072e-14,1.9935795784669807e-13,1.9982761702879815e-10,1.4324477084699438e-09,2.3084103314856857e-12,1.1375112444886996e-15,1.0681616284083575e-11,6.956248676640246e-12,4.7332410842997975e-14
3.6204156817712656e-06,0.11342891775424158,0.0,0.0,0.0,0.0,0.989154462179916,0.0004456327411047911,0.000159523463464748,0.0005577571013316025,0.00010021479333039266,0.01017697925059977,0.009942369114072386,9.689282244301662e-09,8.998119541947326e-08,7.232058724778589e-06,4.796005249388558e-12,1.9904959525950863e-11,8.006063367202101e-14,2.1148159039380722e-13,2.1277044095654388e-10,1.5504186800547554e-09,2.498534127892002e-12,1.2314308637774027e-15,1.1650838412345917e-11,7.324478320893594e-12,5.146935678318856e-14
3.6675661310658864e-06,0.11345824411612698,0.0,0.0,0.0,0.0,0.988887606415083,0.00044600614299454756,0.00016073332047265713,0.0005691088863215222,0.00010086217964244637,0.010436388688867322,0.010197129523134396,9.94217918521648e-09,9.29205864897789e-08,7.60233311888685e-06,5.041556635222077e-12,2.1090125552808115e-11,8.482754365652737e-14,2.2405958241467835e-13,2.2625000242807616e-10,1.675579172607931e-09,2.700245556515972e-12,1.3310981995906114e-15,1.2688157441115225e-11,7.704060754241871e-12,5.5870965667354884e-14
3.714716580360507e-06,0.11348773361524045,0.0,0.0,0.0,0.0,0.9886192998354217,0.00044634299184504426,0.00016190855669541253,0.0005804891230026482,0.00010148560980783023,0.0106972761049435,0.010453371345813667,1.0195921000148383e-08,9.588569872888244e-08,7.984072721015689e-06,5.29471131729753e-12,2.2318533459112443e-11,8.976837878082253e-14,2.3709572203872746e-13,2.4027336970799176e-10,1.808197137506928e-09,2.913976536733894e-12,1.436729469031423e-15,1.379686827929434e-11,8.095033763348106e-12,6.054721215538854e-14
3.761867029655128e-06,0.11351737938006791,0.0,0.0,0.0,0.0,0.9883496044658646,0.0004466454497785877,0.00016305002682810065,0.0005918961199691678,0.00010208572241835484,0.010959578315462912,0.010711032489720608,1.0450438875283154e-08,9.887531431482792e-08,8.377346670094284e-06,5.555515146413764e-12,2.359051445287752e-11,9.488447121222883e-14,2.505934882817172e-13,2.5484726524207696e-10,1.94854246762034e-09,3.140162119735433e-12,1.548542594671941e-15,1.498034237865499e-11,8.49742991191289e-12,6.550810069863947e-14
3.8090174789497488e-06,0.11354717473063115,0.0,0.0,0.0,0.0,0.9880785805835095,0.00044691558075669977,0.00016415858508073126,0.0006033282562228524,0.00010266315360049057,0.011223233904464181,0.010970052585215563,1.0705667477919269e-08,1.0188824910817817e-07,8.782218855584663e-06,5.824010492103771e-12,2.4906371523265214e-11,1.0017703961771816e-13,2.6455606139858567e-13,2.6997807288731753e-10,2.0968867980709983e-09,3.3792401673691257e-12,1.66675704719125e-15,1.6242026583325713e-11,8.911276831706006e-12,7.07636562350912e-14
3.85616792824437e-06,0.1135771131772179,0.0,0.0,0.0,0.0,0.9878062867303423,0.00044715535358513315,0.0001652350832233095,0.0006147839793249418,0.00010321853567541459,0.011488183211871651,0.011230372974851747,1.0961544849723596e-08,1.0492335345088726e-07,9.198748089529204e-06,6.1002363567300806e-12,2.6266380451805528e-11,1.0564719323118554e-13,2.7898633364688493e-13,2.856718459317639e-10,2.253503313750597e-09,3.6316510418667636e-12,1.791593693152216e-15,1.7585441944902953e-11,9.336597506871337e-12,7.632391538707157e-14
3.903318377538991e-06,0.1136071884187505,0.0,0.0,0.0,0.0,0.9875327797291643,0.0004473666449385725,0.00016628036880489522,0.0006262618035104106,0.00010375249594615618,0.011754368318604859,0.011491936699491478,1.1218012296211945e-08,1.0797951277576002e-07,9.62698828039084e-06,6.384228490769024e-12,2.7670790854420633e-11,1.1129593604462136e-13,2.9388692037181084e-13,3.019343158006651e-10,2.4186665638604373e-09,3.897837306889566e-12,1.923274648142603e-15,1.9014182508013546e-11,9.77341055059462e-12,8.219891816998152e-14
3.9504688268336125e-06,0.11363739434083196,0.0,0.0,0.0,0.0,0.9872581147023995,0.0004475512423923426,0.00016729528353741244,0.0006377603077744053,0.00010426565560480184,0.012021733028654105,0.011754688481426516,1.1475014273415834e-08,1.1105564804066217e-07,1.00669886078958e-05,6.6760195087599204e-12,2.9119827246461684e-11,1.1712417109184459e-13,3.092601713304037e-13,3.187709013499995e-10,2.592652283694293e-09,4.178243440244628e-12,2.0620231354599187e-15,2.0531914070905556e-11,1.0221730473375977e-11,8.839870021656347e-14
