Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31),C4H5(34)
1.2956204642106249e-05,0.11954013256612389,0.0,0.0,0.0,0.0,0.9338378750952707,0.0004398610583626796,0.00021657411472852036,0.0028259212255957646,0.00011072010087516512,0.06401793129817858,0.06324634235263604,5.712171078191029e-08,7.496603902518545e-07,0.00029286374339441377,1.9421621521179416e-10,1.0826545621567018e-09,4.35459439078939e-12,1.14545035686908e-11,1.5641360873842413e-08,4.884681706564731e-07,7.874284504254263e-10,4.0022379342944e-13,8.313730731110974e-09,2.7797264278164906e-10,1.6604121785323177e-11
1.3032588369963534e-05,0.11958707420884854,0.0,0.0,0.0,0.0,0.9334143879704393,0.00043983854481797986,0.00021677590491968186,0.0028439763731871025,0.00011067390605872718,0.06442830536394376,0.06365558859168348,5.746242076932781e-08,7.551623341726842e-07,0.00029673150320275274,1.967811694059026e-10,1.097752024440121e-09,4.415318584739951e-12,1.161401613131877e-11,1.5881611474085497e-08,4.985815097894245e-07,8.037324451693601e-10,4.085835282292563e-13,8.513750031107923e-09,2.815190260884619e-10,1.6940071000922724e-11
1.3108972097820819e-05,0.11963395938666696,0.0,0.0,0.0,0.0,0.9329914298164999,0.0004398159466288227,0.0002169771223647955,0.0028620236220752177,0.00011062786933074804,0.06483813315447949,0.06406433573882786,5.780235491800307e-08,7.606655948949733e-07,0.0003006208556269065,1.9936044302720548e-10,1.112947509119762e-09,4.476437039049985e-12,1.1774559898454911e-11,1.6123815519967996e-08,5.088273081391218e-07,8.202500001242647e-10,4.17054397241483e-13,8.717013295804148e-09,2.8508280952446345e-10,1.7280245354027463e-11
1.3185355825678104e-05,0.11968078826698891,0.0,0.0,0.0,0.0,0.9325689990508348,0.0004397932594378458,0.00021717777050384975,0.0028800629872594097,0.00011058198972680873,0.06524741630549662,0.06447258530004367,5.814151541672149e-08,7.6617017020758e-07,0.00030453173735704817,2.0195399409095309e-10,1.128240746956527e-09,4.5379486708194976e-12,1.1936132069699345e-11,1.636797441073418e-08,5.192062652413889e-07,8.36982243377721e-10,4.2563701005781223e-13,8.923546275348458e-09,2.8866390982366056e-10,1.7624661022510385e-11
1.326173955353539e-05,0.11972756101837158,0.0,0.0,0.0,0.0,0.9321470940966586,0.00043977047918188213,0.00021737785189730657,0.0028980944835067094,0.00011053626705717154,0.06565615644747234,0.06488033877587582,5.847990430084796e-08,7.716760277594826e-07,0.00030846408536655675,2.0456178080020903e-10,1.1436317414141908e-09,4.59985349396895e-12,1.2098732493690639e-11,1.6614089878560815e-08,5.297190781800475e-07,8.539302990593278e-10,4.343319742224073e-13,9.133374664411156e-09,2.922622432656049e-10,1.79733409593437e-11
1.3338123281392675e-05,0.11977427781050315,0.0,0.0,0.0,0.0,0.9317257133861406,0.0004397476021114995,0.0002175773700013373,0.002916118125325754,0.00011049070006467778,0.06606435520066117,0.06528759765843407,5.881752363994514e-08,7.771831732888268e-07,0.00031241783694417564,2.0718376156717047e-10,1.159120189192583e-09,4.662150288590933e-12,1.2262358043275916e-11,1.6862163306928316e-08,5.403664409760746e-07,8.710952863660739e-10,4.4313989475931656e-13,9.346524100643783e-09,2.9587772680617825e-10,1.832630027033005e-11
1.341450700924996e-05,0.11982093880862542,0.0,0.0,0.0,0.0,0.931304855357634,0.0004397246247394303,0.0002177763271563241,0.0029341339270124106,0.00011044528853848751,0.06647201417997942,0.06569436343402539,5.915437554249457e-08,7.826915728083096e-07,0.00031639292966627574,2.0981989499478344e-10,1.174706118692968e-09,4.72483916890934e-12,1.2427008807363351e-11,1.7112196367921192e-08,5.511490452223547e-07,8.884783205747541e-10,4.520613746603936e-13,9.563020165036587e-09,2.995102779937907e-10,1.868356238325255e-11
1.3490890737107245e-05,0.11986754418114919,0.0,0.0,0.0,0.0,0.9308845184591115,0.000439701543864511,0.00021797472674916645,0.0029521419026197816,0.00011040003106651732,0.06687913498930191,0.06610063757985156,5.9490462097195165e-08,7.882012357557422e-07,0.00032038930142817585,2.1247013989750314e-10,1.1903891928420265e-09,4.787918779176929e-12,1.2592681331470707e-11,1.7364190290076283e-08,5.620675793489974e-07,9.060805118694548e-10,4.610970143166579e-13,9.78288838022459e-09,3.0315981474024726e-10,1.9045141292352794e-11
1.356727446496453e-05,0.11991409409132137,0.0,0.0,0.0,0.0,0.9304647011444295,0.0004396783565106247,0.00021817257082167615,0.0029701420660140725,0.0001103549275438527,0.0672857192277208,0.06650642156757426,5.982578543649262e-08,7.937121222556366e-07,0.00032440689040229997,2.1513445527355716e-10,1.2061694830239142e-09,4.851389406499327e-12,1.2759376121274539e-11,1.761814670475784e-08,5.731227294446787e-07,9.239029666523826e-10,4.70247412150671e-13,1.0006154211052058e-08,3.068262555947694e-10,1.9411061370852e-11
1.3643658192821815e-05,0.11996058870636074,0.0,0.0,0.0,0.0,0.9300454018774745,0.00043965505996159396,0.00021836986275399357,0.0029881344308344162,0.00011030997637837258,0.06769176848258338,0.06691171685933518,6.016034766202275e-08,7.992242468912474e-07,0.00032844563507575285,2.1781280032985092e-10,1.22204660748008e-09,4.91524951540111e-12,1.2927089288528372e-11,1.7874066738022305e-08,5.843151783623829e-07,9.419467861169247e-10,4.795131639246866e-13,1.0232843062658972e-08,3.105095194050177e-10,1.9781335188612647e-11
1.37200419206791e-05,0.12000702818730548,0.0,0.0,0.0,0.0,0.9296266191275235,0.0004396316516914518,0.00021856660429330965,0.0030061190105581856,0.00011026517760322694,0.06809728433726324,0.06731652491218844,6.049415092760636e-08,8.047375631734132e-07,0.00033250547420056757,2.2050513444898846e-10,1.2380206915310021e-09,4.97949960992488e-12,1.3095821862061336e-11,1.8131952040388296e-08,5.956456067560094e-07,9.602130679022877e-10,4.888948635396128e-13,1.0462980281456246e-08,3.142095256967042e-10,2.0155988363895032e-11
1.3796425648536386e-05,0.12005341270030782,0.0,0.0,0.0,0.0,0.9292083513744985,0.0004396081294144515,0.00021876279889779086,0.003024095818446263,0.00011022052939082497,0.06850226836239191,0.06772084717305989,6.082719734406284e-08,8.102520934087231e-07,0.00033658634684379933,2.232114172224761e-10,1.2540912897870102e-09,5.044137898664841e-12,1.3265569336074348e-11,1.8391803624241124e-08,6.071146919362505e-07,9.787029042675516e-10,4.983931021502434e-13,1.0696591152883859e-08,3.179261942324337e-10,2.0535031523810386e-11
1.3865171003607943e-05,0.12009511189498571,0.0,0.0,0.0,0.0,0.9288323494671468,0.0004395868601292664,0.00021893890773507323,0.003040268311472419,0.00011018047477474954,0.06886630056590144,0.0680843230474604,6.112629382695306e-08,8.152161687992178e-07,0.0003402770657307777,2.2565896456033362e-10,1.2686374754664106e-09,5.102644777810419e-12,1.3419210887037626e-11,1.8627352448800687e-08,6.175559782098001e-07,9.955357961029583e-10,5.070416448593293e-13,1.0909831762491603e-08,3.2128537651485567e-10,2.087994557995999e-11
1.39339163586795e-05,0.12013676681525029,0.0,0.0,0.0,0.0,0.9284567623829127,0.0004395654953772704,0.0002191145769876344,0.003056434529365458,0.00011014054113233524,0.06922990439100349,0.06844740764292463,6.142478054033164e-08,8.201811925452336e-07,0.00034398472860374063,2.2811774852532152e-10,1.2832617121652579e-09,5.161465589543221e-12,1.3573673002686562e-11,1.8864496101988592e-08,6.281106133287261e-07,1.012551439204703e-09,5.15785489296027e-13,1.1125924809469013e-08,3.246579328139989e-10,2.122844620636838e-11
1.4002661713751058e-05,0.12017837757503286,0.0,0.0,0.0,0.0,0.9280815890280222,0.00043954403384999376,0.00021928980822382872,0.003072594481468501,0.00011010072800063537,0.06959308096874815,0.06881010200062032,6.172265909492297e-08,8.251471476645115e-07,0.00034770929159855154,2.3058774002835786e-10,1.2979639483629367e-09,5.220600126635872e-12,1.3728955047674866e-11,1.910323565921089e-08,6.387790858897762e-07,1.0297506215010877e-09,5.246250620812959e-13,1.134488860148769e-08,3.280438058972988e-10,2.1580548107472004e-11
1.4071407068822616e-05,0.12021994429295832,0.0,0.0,0.0,0.0,0.9277068283154649,0.00043952247436582784,0.00021946460340214886,0.0030887481770039216,0.0001100610344776327,0.069955831422804,0.06917240715525047,6.201993106254539e-08,8.301140337780349e-07,0.00035145071106352523,2.330689101212472e-10,1.3127440300023119e-09,5.280047769445388e-12,1.3885055393464694e-11,1.9343571835154134e-08,6.495618823610528e-07,1.0471341274906857e-09,5.335607880791567e-13,1.1566741404814892e-08,3.3144293862137246e-10,2.1936263297669537e-11
1.4140152423894173e-05,0.12026146708333847,0.0,0.0,0.0,0.0,0.9273324791622954,0.0004395008158320268,0.00021963896398257692,0.003104895625109746,0.00011002146015217705,0.0703181568731277,0.06953432413765291,6.231659801071002e-08,8.350818316880145e-07,0.0003552089435125478,2.3556122996559943e-10,1.3276019116664326e-09,5.33980833529941e-12,1.404197346263164e-11,1.9585505592011585e-08,6.604594876965368e-07,1.064702739228872e-09,5.425930908732411e-13,1.1791501445088841e-08,3.3485527407693495e-10,2.2295606445027283e-11
1.4208897778965731e-05,0.12030294606306403,0.0,0.0,0.0,0.0,0.9269585404917433,0.00043947905726436295,0.00021981289180246654,0.003121036834817874,0.00010998200419222493,0.0706800584329138,0.0698958539727649,6.261266150880386e-08,8.400505380318517e-07,0.0003589839456558072,2.380646708532021e-10,1.3425374288717742e-09,5.399881162623596e-12,1.4199707524449107e-11,1.9829037682059768e-08,6.714723848218634e-07,1.0824572355029519e-09,5.517223923661976e-13,1.2019186905920017e-08,3.382807556829869e-10,2.265858903196967e-11
1.4277643134037288e-05,0.12034438134571475,0.0,0.0,0.0,0.0,0.9265850112311174,0.00043945719775695966,0.00021998638832310444,0.003137171815082788,0.00010994266613341819,0.07104153721150977,0.07025699768164045,6.290812314537346e-08,8.45020135480555e-07,0.00036277567436448057,2.4057920418260647e-10,1.3575505312659507e-09,5.46026604889029e-12,1.4358256954809619e-11,2.007416906575251e-08,6.826010551466779e-07,1.1003983926538615e-09,5.609491131774778e-13,1.2249815929798177e-08,3.4171932721492977e-10,2.3025225532757196e-11
1.4346388489108846e-05,0.12038577304680827,0.0,0.0,0.0,0.0,0.9262118903137121,0.00043943523650007214,0.00022015945532621214,0.003153300574761942,0.00010990344515480963,0.07140259431175701,0.0706177562796102,6.32029844900118e-08,8.499906202864457e-07,0.00036658408670066595,2.4310480147897365e-10,1.3726410686901673e-09,5.520962390140544e-12,1.4517620161648003e-11,2.032090050239631e-08,6.93845978122256e-07,1.1185269838670063e-09,5.702736722993437e-13,1.2483406617034546e-08,3.451709326388493e-10,2.3395527672920586e-11
1.4415133844180403e-05,0.12042712127904148,0.0,0.0,0.0,0.0,0.925839176677074,0.0004394131727549264,0.00022033209426508234,0.003169423122639621,0.00010986434075815465,0.07176323083242658,0.07097813077794803,6.349724712622858e-08,8.549619764227678e-07,0.0003704091398891082,2.456414343753282e-10,1.3878089775229522e-09,5.581969930478928e-12,1.467779639188279e-11,2.0569232907272622e-08,7.0520763166378e-07,1.1368437798495142e-09,5.796964874243192e-13,1.2719977026399034e-08,3.486355162631466e-10,2.3769509411803922e-11
1.4483879199251961e-05,0.12046842615665995,0.0,0.0,0.0,0.0,0.9254668692645964,0.00043939100586833584,0.00022050430686099397,0.0031855394674107067,0.00010982535214750915,0.07212344786598286,0.0713381221823339,6.379091262911947e-08,8.599341992700452e-07,0.0003742507913418298,2.4818907462888843e-10,1.4030541119528511e-09,5.643288083431218e-12,1.483878409594565e-11,2.081916701158945e-08,7.16686491763232e-07,1.1553495482093287e-09,5.892179746438111e-13,1.2959545174090973e-08,3.5211302264576764e-10,2.414718245410075e-11
1.4552624554323518e-05,0.12050968779144411,0.0,0.0,0.0,0.0,0.9250949670239978,0.00043936873525061564,0.00022067609455030948,0.003201649617701625,0.00010978647880792866,0.07248324650070333,0.07169773149431616,6.408398258283464e-08,8.649072735439624e-07,0.0003781089986330468,2.5074769410443524e-10,1.4183764052451522e-09,5.704916580579537e-12,1.5000582490833676e-11,2.107070368019542e-08,7.282830328551953e-07,1.1740450540419105e-09,5.988385487316423e-13,1.3202129034221163e-08,3.5560339665553434e-10,2.4528560568767483e-11
1.4621369909395076e-05,0.12055090629641853,0.0,0.0,0.0,0.0,0.9247234689086891,0.00043934636038798743,0.00022084745900417062,0.0032177535820565113,0.00010974771996475061,0.0728426278187528,0.07205695970999382,6.437645856118866e-08,8.698811939982644e-07,0.00038198371952006394,2.5331726478816564e-10,1.4337757167100855e-09,5.766854856050303e-12,1.5163190076499888e-11,2.1323843621260245e-08,7.399977274833697e-07,1.1929310593954667e-09,6.085586228843297e-13,1.3447746537890208e-08,3.5910658339637814e-10,2.49136554492416e-11
1.4690115264466633e-05,0.12059208178241204,0.0,0.0,0.0,0.0,0.9243523738764385,0.00043932388082316997,0.0002210184016438001,0.0032338513689556163,0.00010970907509087395,0.07320159289804326,0.07241580782130007,6.466834214722796e-08,8.748559460075841e-07,0.00038587491192134846,2.5589775877315515e-10,1.4492519744385877e-09,5.829102620613817e-12,1.532660601995221e-11,2.1578587661663646e-08,7.518310466242185e-07,1.212008323790016e-09,6.183786089719185e-13,1.3696415573610785e-08,3.6262252828764595e-10,2.5302480595155093e-11
1.4758860619538191e-05,0.12063321436127095,0.0,0.0,0.0,0.0,0.923981680890577,0.00043930129616629533,0.00022118892409924565,0.003249942986803133,0.00010967054342936367,0.07356014281053584,0.07277427681484099,6.495963491459018e-08,8.79831523903088e-07,0.0003897825339349022,2.5848914827153874e-10,1.4648050415190329e-09,5.891659323592355e-12,1.549082885794005e-11,2.1834936487578316e-08,7.637834593915347e-07,1.231277603743627e-09,6.282989173079004e-13,1.3948153986484722e-08,3.661511769837756e-10,2.569504766591777e-11
1.4827605974609749e-05,0.12067430414285432,0.0,0.0,0.0,0.0,0.9236113889188037,0.0004392786060776018,0.00022135902777663992,0.0032660284439436204,0.00010963212444628887,0.07391827862390282,0.07313236767304296,6.525033844375629e-08,8.848079135857964e-07,0.0003937065438187404,2.610914056015676e-10,1.4804348430118863e-09,5.954524663567394e-12,1.5655857728219193e-11,2.2092890889817183e-08,7.758554333273765e-07,1.2507396532390433e-09,6.383199568746789e-13,1.4202979578576336e-08,3.696924754408935e-10,2.6091369954061196e-11
1.4896351329681306e-05,0.12071535123786808,0.0,0.0,0.0,0.0,0.9232414969342654,0.0004392558102772406,0.00022152871427112003,0.0032821077486510936,0.00010959381740089893,0.07427600140000504,0.07349008137311307,6.55404543062884e-08,8.897851090839016e-07,0.00039764690000726694,2.6370450319846643e-10,1.4961412446809298e-09,6.0176981006221e-12,1.5821691193573095e-11,2.2352451530758126e-08,7.880474341354689e-07,1.2703952232961699e-09,6.48442135115911e-13,1.4460910108159312e-08,3.732463698505109e-10,2.6491459051200692e-11
1.4965096684752864e-05,0.12075635575519135,0.0,0.0,0.0,0.0,0.9228720039144688,0.0004392329085296032,0.00022169798497385452,0.003298180909143922,0.00010955562175676945,0.07463331219640486,0.07384741888808478,6.582998407968265e-08,8.947630967157707e-07,0.00040160356109354434,2.6632841360267737e-10,1.5119241690736184e-09,6.0811793232302525e-12,1.5988328367600236e-11,2.2613619167097486e-08,8.003599259469695e-07,1.290245062398323e-09,6.586658581424585e-13,1.4721963290052661e-08,3.768128067003908e-10,2.6895328056523048e-11
1.5033842039824421e-05,0.12079731780442189,0.0,0.0,0.0,0.0,0.9225029088422643,0.000439209900652347,0.00022186684145034688,0.003314247933574837,0.00010951753678788723,0.07499021206497637,0.07420438118587042,6.611892933251962e-08,8.997418703095333e-07,0.00040557648584416107,2.689631094697176e-10,1.527783484108827e-09,6.144967800143052e-12,1.61557678341168e-11,2.2876394436473476e-08,8.127933710754232e-07,1.3102899160992852e-09,6.689915305415055e-13,1.4986156794922302e-08,3.803917327101615e-10,2.730298848421808e-11
1.5102587394895979e-05,0.12083823749345396,0.0,0.0,0.0,0.0,0.9221342107048374,0.0004391867865020083,0.00022203528507716528,0.0033303088300446434,0.000109479561958635,0.07534670205330615,0.07456096923023016,6.64072916382902e-08,9.04721416519783e-07,0.00040956563318286386,2.7160856355932706e-10,1.5437191105414307e-09,6.209063212624342e-12,1.6324008689530174e-11,2.3140778063359074e-08,8.253482302639901e-07,1.3305305274198248e-09,6.794195555681388e-13,1.525350824959278e-08,3.83983094889399e-10,2.7714453259189877e-11
1.5171332749967536e-05,0.12087911493080572,0.0,0.0,0.0,0.0,0.9217659084946229,0.000439163565982506,0.00022220331739455405,0.003346363606592868,0.000109441696556505,0.07570278320340193,0.0749171839798926,6.669507256170258e-08,9.09701729060191e-07,0.00041357096220431307,2.7426474874458835e-10,1.5597309177931379e-09,6.273465035469886e-12,1.6493049532389138e-11,2.3406770660174516e-08,8.380249624562192e-07,1.3509676364801244e-09,6.899503349667851e-13,1.5524035236391975e-08,3.875868404774148e-10,2.8129733800961057e-11
1.5240078105039094e-05,0.12091995022338572,0.0,0.0,0.0,0.0,0.921398001208354,0.00043914023903174825,0.00022237093976477438,0.003362412271210572,0.00010940394004939358,0.07605845655301137,0.07527302638946794,6.698227367158832e-08,9.146827948529256e-07,0.0004175924321587226,2.769316380017423e-10,1.5758188253720248e-09,6.3381729449287434e-12,1.6662889447230208e-11,2.367437292078703e-08,8.50824025029947e-07,1.3716019808749197e-09,7.005842691524726e-13,1.5797755293448855e-08,3.912029169978373e-10,2.8548842876129867e-11
1.530882346011065e-05,0.12096074347865857,0.0,0.0,0.0,0.0,0.9210304878479258,0.00043911680562982286,0.00022253815370644204,0.0033784548318314136,0.00010936629173722571,0.07641372313440083,0.07562849740861692,6.726889652791961e-08,9.196646075682303e-07,0.0004216300024648193,2.796092044187804e-10,1.5919827037536103e-09,6.40318642003524e-12,1.683352704299233e-11,2.3943585431963072e-08,8.637458735790851e-07,1.392434295323592e-09,7.113217570408493e-13,1.6074685914071127e-08,3.948312722007472e-10,2.897179179864139e-11
1.5377568815182207e-05,0.12100149480254932,0.0,0.0,0.0,0.0,0.9206633674194861,0.00043909326578635277,0.0002227049605677054,0.0033944912963438005,0.00010932875109365138,0.07676858397561785,0.07598359798292569,6.755494269419313e-08,9.246471543364698e-07,0.0004256836326951925,2.822974211857313e-10,1.6082224716654249e-09,6.468505133898988e-12,1.7004961396874793e-11,2.421440885838303e-08,8.767909621386421e-07,1.413465312031074e-09,7.221631962225834e-13,1.6354844547037587e-08,3.984718541158365e-10,2.939859319008539e-11
1.5446314170253764e-05,0.12104220430149322,0.0,0.0,0.0,0.0,0.9202966389342639,0.00043906961954854744,0.00022287136184863228,0.0034105216725821784,0.00010929131743000598,0.07712304009931563,0.07633832905310646,6.78404137249257e-08,9.296304288466254e-07,0.0004297532825887279,2.8499626160290406e-10,1.6245380002093808e-09,6.534128568073737e-12,1.7177191124081192e-11,2.4486843760847407e-08,8.899597429733625e-07,1.4346957603489293e-09,7.331089827987313e-13,1.663824859599979e-08,4.0212461099579137e-10,2.9829258248036776e-11
1.5515059525325322e-05,0.12108287208043583,0.0,0.0,0.0,0.0,0.9199303014076866,0.0004390458669890919,0.00022303735888332276,0.003426545968338731,0.0001092539902275872,0.07747709252398147,0.07669269155584912,6.812531117768549e-08,9.346144183838348e-07,0.0004338389120364113,2.8770569907147586e-10,1.6409292077604331e-09,6.600056394251008e-12,1.7350215298639102e-11,2.47608907761486e-08,9.032526667977747e-07,1.4561263671282793e-09,7.441595115513048e-13,1.692491541977655e-08,4.0578949136860254e-10,3.0263799461997513e-11
1.558380488039688e-05,0.12112349824480638,0.0,0.0,0.0,0.0,0.91956435386019,0.00043902200821421524,0.00022320295315595687,0.0034425641913547263,0.00010921676880811285,0.07783074226278548,0.0770466864230388,6.840963660086312e-08,9.395991167123161e-07,0.0004379404810934723,2.904257071015438e-10,1.6573959656649798e-09,6.666288094967895e-12,1.7524032538325064e-11,2.503655043886468e-08,9.166701825679471e-07,1.4777578563858865e-09,7.553151757810876e-13,1.7214862331771574e-08,4.094664439814624e-10,3.070222790333033e-11
1.5652550235468437e-05,0.12116408289857616,0.0,0.0,0.0,0.0,0.9191987953163449,0.0004389980433519187,0.00022336814598648708,0.003458576349331954,0.00010917965266218606,0.07818399032479506,0.07740031458259777,6.869339154557284e-08,9.445845112214235e-07,0.00044205794996541453,2.931562593028619e-10,1.6739381923399514e-09,6.732823342084753e-12,1.769864191783732e-11,2.5313823359127127e-08,9.302127377001638e-07,1.4995909496548745e-09,7.665763674771648e-13,1.750810660027715e-08,4.13155417853195e-10,3.11445559415788e-11
1.5721295590539995e-05,0.1212046261461906,0.0,0.0,0.0,0.0,0.9188336248056648,0.00043897397256020506,0.00022353293884555886,0.00347458244992398,0.00010914264112082591,0.07853683771382795,0.07775357695770656,6.89765775534859e-08,9.495705958043083e-07,0.0004461912790200861,2.958973293928439e-10,1.6905557590078024e-09,6.799661617640165e-12,1.7874042053963934e-11,2.5592710045056276e-08,9.438807778622774e-07,1.5216263656501707e-09,7.779434771544548e-13,1.780466544790012e-08,4.168563622176862e-10,3.159079451221791e-11
1.5790040945611552e-05,0.12124512809065292,0.0,0.0,0.0,0.0,0.9184688413617296,0.0004389497960154622,0.00022369733303868926,0.0034905825007474855,0.00010910573368545316,0.07888928542967184,0.07810647446764901,6.925919616879364e-08,9.545573579042932e-07,0.0004503404287737208,2.9864889118730896e-10,1.707248584517534e-09,6.8668025952323204e-12,1.8050232025872348e-11,2.5873211081312235e-08,9.576747471944827e-07,1.5438648206225891e-09,7.894168940248952e-13,1.8104556051881486e-08,4.205692265773125e-10,3.2040955877158156e-11
1.585878630068311e-05,0.12128558883544655,0.0,0.0,0.0,0.0,0.918104444023002,0.00043892551392099387,0.00022386133002513637,0.0035065765093732883,0.00010906892969520806,0.07924133446692282,0.07845900802702356,6.954124892591313e-08,9.595447915970083e-07,0.0004545053599031438,3.0141091860857314e-10,1.7240165395955396e-09,6.9342457549045944e-12,1.8227210445762252e-11,2.6155326949308225e-08,9.7159508809679e-07,1.5663070280180483e-09,8.009970058319846e-13,1.8407795543523155e-08,4.242939606450545e-10,3.2495050825894634e-11
1.5927531655754667e-05,0.12132600848261284,0.0,0.0,0.0,0.0,0.9177404318319352,0.0004389011264953787,0.00022402493109547928,0.003522564483337765,0.00010903222866377855,0.07959298581622869,0.07881117854660472,6.982273736170529e-08,9.645328843273775e-07,0.0004586860332316132,3.0418338567606264e-10,1.7408595439230907e-09,7.001990773602666e-12,1.8404976401167936e-11,2.6439058209422677e-08,9.856422414554136e-07,1.5889536988406639e-09,8.126841990263627e-13,1.871440100853047e-08,4.280305143998153e-10,3.2953091525607803e-11
1.5996277010826225e-05,0.12136638713469518,0.0,0.0,0.0,0.0,0.9173768038358145,0.00043887663398144795,0.00022418813769962327,0.0035385464301334727,0.0001089956299371011,0.07994424046309324,0.07916298693253081,7.010366300285085e-08,9.695216304094946e-07,0.00046288240974137133,3.0696626651463505e-10,1.7577774673368602e-09,7.070037127791351e-12,1.8583528495889478e-11,2.6724405316064357e-08,9.998166464227556e-07,1.6118055412999522e-09,8.244788585945515e-13,1.9024389486431683e-08,4.317788380262627e-10,3.341508860882033e-11
1.6065022365897782e-05,0.12140672489277911,0.0,0.0,0.0,0.0,0.9170135590858323,0.00043885203663443414,0.0002243509511124603,0.003554522357220838,0.00010895913304259948,0.08029509938916361,0.07951443408719552,7.038402737852796e-08,9.745110172328765e-07,0.00046709445055906785,3.0975953534491485e-10,1.7747702307808116e-09,7.138384499495025e-12,1.87628658300193e-11,2.701136880655508e-08,1.0141187406531477e-06,1.6348632611889234e-09,8.363813682418338e-13,1.933777797095102e-08,4.355388819730318e-10,3.3881054162072494e-11
1.613376772096934e-05,0.12144702185848986,0.0,0.0,0.0,0.0,0.9166506966379699,0.0004388273347315543,0.00022451337277655737,0.0035704922720182215,0.0001089227373314843,0.0806455635709791,0.07986552090839784,7.066383200724559e-08,9.795010394112597e-07,0.00047132211696888096,3.1256316649199233e-10,1.7918377027666271e-09,7.207032359849239e-12,1.8942986994740592e-11,2.7299949107918486e-08,1.0285489600714228e-06,1.6581275615129855e-09,8.483921102121484e-13,1.9654583409412252e-08,4.3931059688925433e-10,3.4350998648381546e-11
1.6202513076040897e-05,0.12148727813196268,0.0,0.0,0.0,0.0,0.9162882155520262,0.00043880252855974796,0.00022467540395008115,0.003586456181914063,0.00010888644234648732,0.08099563398132434,0.0802162482902783,7.094307841020111e-08,9.844916842143116e-07,0.0004755653703972849,3.1537713437532463e-10,1.808979805982215e-09,7.275980397892724e-12,1.9123891107389503e-11,2.7590146735719634e-08,1.0431077391221564e-06,1.681599142889683e-09,8.605114654814839e-13,1.997482270315064e-08,4.4309393368674425e-10,3.4824934089575577e-11
1.6271258431112455e-05,0.12152749381392725,0.0,0.0,0.0,0.0,0.9159261148925552,0.00043877761842604725,0.00022483704607035158,0.0036024140942561953,0.00010885024744231177,0.08134531158789968,0.08056661712241546,7.122176809733513e-08,9.894829466249038e-07,0.000479824172426989,3.18201413517977e-10,1.8261964071152106e-09,7.345228077424499e-12,1.9305576741693352e-11,2.7881962089092685e-08,1.0577955105223998e-06,1.7052787031522055e-09,8.72739813565488e-13,2.0298512706890885e-08,4.468888434720278e-10,3.530287076439106e-11
1.6340003786184012e-05,0.12156766900357269,0.0,0.0,0.0,0.0,0.9155643937278293,0.0004387526046446805,0.00022499830037742683,0.003618366016364676,0.00010881415217876715,0.08169459735476457,0.08091662829082379,7.14999025816197e-08,9.94474813717694e-07,0.0004840984847807831,3.2103597853591223e-10,1.8434874311541162e-09,7.414775096736558e-12,1.94880430376506e-11,2.8175395663265595e-08,1.072612705529174e-06,1.7291669377783932e-09,8.850775327270719e-13,2.0625670229207823e-08,4.5069527761379747e-10,3.5784820648496994e-11
1.640874914125557e-05,0.12160780380075688,0.0,0.0,0.0,0.0,0.9152030511308544,0.0004387274875484397,0.00022515916830565395,0.0036343119555201316,0.00010877815591192835,0.08204349224090278,0.08126628267697779,7.177748336406164e-08,9.99467280926235e-07,0.0004883882693365787,3.238808041479626e-10,1.8608527423727213e-09,7.484620909919152e-12,1.967128854581016e-11,2.8470447828807276e-08,1.087559753671213e-06,1.7532645394605868e-09,8.97524999767727e-13,2.0956312031867268e-08,4.54513187669031e-10,3.6270793818450006e-11
1.6477494496327127e-05,0.12164789830372559,0.0,0.0,0.0,0.0,0.9148420861782465,0.00043870226747489414,0.00022531965107517752,0.0036502519189775227,0.00010874225822076114,0.08239199720178522,0.08161558115889181,7.205451194921611e-08,1.0044603350402056e-06,0.0004926934881100236,3.267358651643038e-10,1.878292268722197e-09,7.554765227180486e-12,1.9855312435276447e-11,2.8767119062202814e-08,1.1026370830403323e-06,1.7775721985729209e-09,9.100825902537089e-13,2.1290454830347315e-08,4.5834252545726143e-10,3.676080222592801e-11
1.6546239851398685e-05,0.12168795261148962,0.0,0.0,0.0,0.0,0.9144814979513437,0.0004386769447790089,0.00022547975011995514,0.0036661859139532627,0.00010870645846014834,0.08274011318779802,0.08196452461005009,7.233098982881519e-08,1.00945397204215e-06,0.0004970141032709786,3.296011364973782e-10,1.8958058713481604e-09,7.625207490028927e-12,2.004011322648536e-11,2.906540970454839e-08,1.1178451199959951e-06,1.8020906026975887e-09,9.227506782862523e-13,2.1628115293128375e-08,4.6218324297907816e-10,3.7254855723162274e-11
