Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31)
3.401442851196911e-06,0.11329507052741067,0.0,0.0,0.0,0.0,0.9903728627311096,0.00044335106339751985,0.00015342636981557296,0.0005054639909435925,9.687575405085833e-05,0.008993550975692311,0.008780542339264452,8.528068748579828e-09,7.670448550580696e-08,5.660405218140524e-06,3.7537468533707525e-12,1.4956382508491185e-11,6.015673800004329e-14,1.5895400514095728e-13,1.570835799632887e-10,1.059400463971144e-09,1.7072079593330762e-12,8.406765690284786e-16,7.676067964651629e-12,5.709685980610382e-12
3.471043718428392e-06,0.11333717082036057,0.0,0.0,0.0,0.0,0.9899895428620514,0.00044418209777628083,0.0001554524118726176,0.0005220031610736412,9.799845530064294e-05,0.009365681239731803,0.009145808632840017,8.894532378337817e-09,8.085346641410334e-08,6.133845570539561e-06,4.0677137044840536e-12,1.6431603371039405e-11,6.609029058466152e-14,1.746146608872568e-13,1.7357671986330587e-10,1.2003764944972877e-09,1.9344034470462e-12,9.528191466444852e-16,8.799670199722337e-12,6.196703104086184e-12
3.540644585659873e-06,0.11337969356629488,0.0,0.0,0.0,0.0,0.9896024566758663,0.0004449113775846003,0.00015739535498220754,0.0005386214424367579,9.906317667707161e-05,0.009741647917090559,0.009514907818560006,9.263549171536343e-09,8.507029319245519e-08,6.631508194119477e-06,4.3977438535155245e-12,1.7997327099919086e-11,7.238785888033357e-14,1.9123446863164233e-13,1.9118546883918857e-10,1.3552083476379622e-09,2.183930587213582e-12,1.0760271406152584e-15,1.0050077906339603e-11,6.708113151577048e-12
3.610245452891354e-06,0.11342261420609606,0.0,0.0,0.0,0.0,0.9892118259227218,0.00044554719011303856,0.00015925788025105908,0.0005553124499194769,0.00010007195197468403,0.010121225334394532,0.009887618323079711,9.634850752447738e-09,8.935066185428121e-08,7.153687047349459e-06,4.744032244353656e-12,1.965500485691281e-11,7.905527967265409e-14,2.08828707284117e-13,2.0993593230274658e-10,1.5247362244688492e-09,2.4571437054272502e-12,1.2109772863358295e-15,1.1437150476245539e-11,7.2440927015887074e-12
3.679846320122835e-06,0.1134659091397356,0.0,0.0,0.0,0.0,0.9888178639987649,0.0004460973060752408,0.00016104270892479218,0.0005720701625134656,0.00010102683276095616,0.010504196235988262,0.01026372676459057,1.0008186927087402e-08,9.369040516819187e-08,7.700648304468112e-06,5.106755395355505e-12,2.140593813857475e-11,8.60977877720045e-14,2.2741106680035665e-13,2.2985250620277275e-10,1.7098122784761715e-09,2.7554164043492695e-12,1.3583565713710064e-15,1.2971124645723633e-11,7.804789465666236e-12
3.749447187354316e-06,0.11350955564543704,0.0,0.0,0.0,0.0,0.9884207759358286,0.00044656899929464307,0.0001627525839155632,0.00058888891194553,0.00010192987547248755,0.010890351807423478,0.010643027981437512,1.038332507085834e-08,9.808550386899887e-08,8.27263146359048e-06,5.486072134199166e-12,2.3251284586351548e-11,9.352003938248108e-14,2.4699371387127003e-13,2.509579101315454e-10,1.9112991154945954e-09,3.080139145808095e-12,1.5188610543414069e-15,1.4662607223157332e-11,8.390324644129794e-12
3.819048054585796e-06,0.1135535319361402,0.0,0.0,0.0,0.0,0.9880207584372691,0.00044696906713204246,0.0001643902534517357,0.0006057633705170378,0.0001027831301056802,0.011279491650677372,0.011025325013223761,1.0760049384140373e-08,1.0253209486137804e-07,8.869850506422022e-06,5.8821243669610065e-12,2.519206449215523e-11,1.0132613826799623e-13,2.6758736442095483e-13,2.732732313116434e-10,2.1300683550983705e-09,3.4327169319019387e-12,1.693194730126288e-15,1.6522567330870895e-11,9.000795289168247e-12
3.888648921817277e-06,0.11359781711782586,0.0,0.0,0.0,0.0,0.9876179999531586,0.0004473038513748275,0.0001659584566902526,0.00062268853836098,0.00010358863032041199,0.011671423718076957,0.011410429041252704,1.1138160254592154e-08,1.0702647761168964e-07,9.492495091621242e-06,6.295037869508113e-12,2.7229167658280106e-11,1.0951966334438829e-13,2.8920134912386663e-13,2.9681797771326614e-10,2.3669992581393604e-09,3.8145670926863436e-12,1.8820684452661326e-15,1.8562328254446997e-11,9.636275757992008e-12
3.9582497890487575e-06,0.1136423911947183,0.0,0.0,0.0,0.0,0.9872126807910349,0.0004475792594210505,0.00016745991120209857,0.0006396597302414838,0.00010434838490188032,0.01206596420885445,0.011798159292131216,1.1517473486532006e-08,1.1156511867027267e-07,1.0140731771619384e-05,6.7249230944473706e-12,2.936336083521582e-11,1.1810369859518843e-13,3.118436957846171e-13,3.2161013926311586e-10,2.6229774259579454e-09,4.2271171893465465e-12,2.0861988679945295e-15,2.0793558956346884e-11,1.0296819825014517e-11
4.027850656280238e-06,0.11368723504812475,0.0,0.0,0.0,0.0,0.9868049732559584,0.00044780078551886896,0.00016889730213073717,0.0006566725620796551,0.00010506437046363791,0.012462937434823938,0.012188342910863473,1.1897819394098184e-08,1.1614465408514973e-07,1.0814705219192594e-05,7.171875984542519e-12,3.1595295169545314e-11,1.2708086302770677e-13,3.3552121450443847e-13,3.4766625460206054e-10,2.8988935745097416e-09,4.671803038094612e-12,2.306307515639017e-15,2.3228265339237345e-11,1.0982463035165717e-11
4.097451523511719e-06,0.11373233042189738,0.0,0.0,0.0,0.0,0.9863950418149562,0.00044797353188067644,0.0001702732728968143,0.0006737229373473307,0.00010573852526908952,0.012862175660257316,0.01258081480841808,1.2279042081704163e-08,1.2076189027265856e-07,1.151453945205934e-05,7.635978784822204e-12,3.3925513620840164e-11,1.3645334050554957e-13,3.602395667131276e-13,3.750014818717534e-10,3.1956423858706123e-09,5.150066858769823e-12,2.543119841476024e-15,2.587878132620562e-11,1.169322377808704e-11
4.167052390743199e-06,0.11377765990124468,0.0,0.0,0.0,0.0,0.9859830432815273,0.000448102229523668,0.0001715904173149006,0.0006908070334490279,0.00010637274405651935,0.013263518920440106,0.012975417488160189,1.2660998664049402e-08,1.2541380376808001e-07,1.2240339045664485e-05,8.117300846854419e-12,3.635445889970077e-11,1.4622291167643537e-13,3.860033517439388e-13,4.0362967287569186e-10,3.5141214380985463e-09,5.663355549708527e-12,2.797364381952311e-15,2.875775981708262e-11,1.2429104990293278e-11
4.23665325797468e-06,0.11382320689180768,0.0,0.0,0.0,0.0,0.9855691270168067,0.00044819125872951244,0.00017285127298584052,0.0007079212881829969,0.00010696887379426089,0.013666814822467148,0.013372000854617237,1.3043558308450999e-08,1.300975396187908e-07,1.2992190327262806e-05,8.615899420619596e-12,3.888248110971851e-11,1.5639098470858385e-13,4.1281619756007506e-13,4.3356344974625373e-10,3.855230213624649e-09,6.213119089172857e-12,3.069771964539431e-15,3.187816357042587e-11,1.3190096468309235e-11
4.30625412520616e-06,0.11386895559634064,0.0,0.0,0.0,0.0,0.9851534351441629,0.00044824466902889054,0.0001740583158482316,0.0007250623863631748,0.00010752871027216887,0.01407191833162457,0.013770422007860873,1.3426601523885837e-08,1.34810408652083e-07,1.37701625450542e-05,9.131820429839288e-12,4.150984474956424e-11,1.6695862345500717e-13,4.4068082286232076e-13,4.6481428240782377e-10,4.219869185122953e-09,6.800809061661679e-12,3.3610749755320578e-15,3.5253256057741394e-11,1.397617552287074e-11
4.375854992437641e-06,0.11391489099059951,0.0,0.0,0.0,0.0,0.9847361027741822,0.00044826619862918857,0.00017521395578368887,0.0007422272466754978,0.00010805399543113138,0.0144786915465286,0.014170545026623845,1.3810019468947331e-08,1.395498840441421e-07,1.4574309006466294e-05,9.665099226845066e-12,4.423673630322753e-11,1.7792657798254785e-13,4.695991178557456e-13,4.973925659134054e-10,4.608938977508393e-09,7.427877306906476e-12,3.672006686852388e-15,3.8896592332307636e-11,1.478730814112176e-11
4.445455859669121e-06,0.11396099879810474,0.0,0.0,0.0,0.0,0.9843172582372285,0.0004482592932169143,0.00017632053315570756,0.0007594130088323861,0.00010854641535492518,0.014887003465950469,0.014572240743017717,1.4193713012528707e-08,1.4431359717125497e-07,1.540466818104217e-05,1.0215761323974703e-11,4.7063271600791184e-11,1.89295314176935e-13,4.995722368360005e-13,5.313076974663157e-10,5.023339604320074e-09,8.095774688751598e-12,4.0033006406125506e-15,4.2822009950461715e-11,1.5623451313735178e-11
4.515056726900602e-06,0.11400726546434524,0.0,0.0,0.0,0.0,0.9838970233211716,0.00044822712408322947,0.000177380316174968,0.000776617021076115,0.00010900759885186775,0.015296729749852427,0.014975386511327246,1.4577592071507844e-08,1.4909933277006822e-07,1.626126476446774e-05,1.0783823099197789e-11,4.9989501939413935e-11,2.0106503836334554e-13,5.306006483896646e-13,5.665681523106218e-10,5.46396977597346e-09,8.805949979889602e-12,4.355690089576336e-15,4.704361997862347e-11,1.6484553323613004e-11
4.5846575941320825e-06,0.11405367813056477,0.0,0.0,0.0,0.0,0.9834755135122183,0.00044817260553745383,0.00017839549900480487,0.0007938368280698756,0.00010943911654861208,0.01570775247678244,0.01537986597299983,1.4961575069105526e-08,1.5390502368804066e-07,1.7144110700864508e-05,1.1369292474065056e-11,5.3015420671930936e-11,2.1323572380694218e-13,5.626842019383957e-13,6.031815572890463e-10,5.93172627663524e-09,9.559848857192787e-12,4.729907491075129e-15,5.1575798113904647e-11,1.7370554255761163e-11
4.654258461363563e-06,0.11410022460740347,0.0,0.0,0.0,0.0,0.9830528382370771,0.0004480984115857429,0.00017936820051972168,0.000811070159206008,0.00010984248043358287,0.01611995989948891,0.01578556881966015,1.534558805533726e-08,1.5872874532111892e-07,1.8053206161375455e-05,1.197216956267256e-11,5.6140969994647635e-11,2.258071380128253e-13,5.958222207885391e-13,6.411547621585485e-10,6.427503406769267e-09,1.0358913002881076e-11,5.126684052153647e-15,5.64331759415081e-11,1.8281388420968974e-11
4.723859328595044e-06,0.11414689334852256,0.0,0.0,0.0,0.0,0.9826291011048897,0.00044800699185974823,0.00018030046363239294,0.0008283149173539567,0.00011021914379633264,0.016533246200396215,0.01619239055576222,1.5729564096805668e-08,1.6356870973609596e-07,1.8988540477885102e-05,1.2592447290872452e-11,5.93660460972144e-11,2.387788634408571e-13,6.300135397377393e-13,6.804939087804724e-10,6.952192488252381e-09,1.120457930656754e-11,5.546749323600525e-15,6.163063234918905e-11,1.921698440682327e-11
4.793460195826524e-06,0.11419367342436063,0.0,0.0,0.0,0.0,0.9822044001475607,0.00044790058678808074,0.0001811942551188136,0.0008455691680644618,0.00011057050150572138,0.016947511248380877,0.01660023226230233,1.611344291970591e-08,1.684232596092868e-07,1.995009303103651e-05,1.3230111985175882e-11,6.269050438848654e-11,2.5215031852547436e-13,6.652565512149777e-13,7.212044969356871e-10,7.506681428088335e-09,1.2098279161753189e-11,5.99083083982973e-15,6.718328511614122e-11,2.0177264813008368e-11
4.863061063058005e-06,0.11424055449615891,0.0,0.0,0.0,0.0,0.9817788280573114,0.00044778124201127654,0.00018205146587636352,0.0008628311292405386,0.00011089789057623905,0.01736266035808555,0.017009000362816308,1.649717011632854e-08,1.7329086208996423e-07,2.0937834092139317e-05,1.3885143931077584e-11,6.611416547804178e-11,2.659207817320138e-13,7.015492984024546e-13,7.632914465446826e-10,8.091854337034797e-09,1.304143785081199e-11,6.459653801792846e-15,7.310648268979429e-11,2.1162148853498615e-11
4.932661930289485e-06,0.11428752679036853,0.0,0.0,0.0,0.0,0.9813524724204712,0.0004476508220463099,0.00018287391155138888,0.0008800991612801757,0.00011120259098156697,0.01777860405280455,0.017418606392681973,1.6880696564475263e-08,1.7817010261349759e-07,2.1951725619156724e-05,1.4557517900927035e-11,6.963681947345971e-11,2.8008940884241946e-13,7.388895024908797e-13,8.067591572564706e-10,8.70859120001662e-09,1.4035474013477716e-11,6.95394080053172e-15,7.941579616108107e-11,2.217155237271131e-11
5.002262797520966e-06,0.11433458107353324,0.0,0.0,0.0,0.0,0.9809254159467101,0.0004475110232124835,0.0001836633334821788,0.000897371757691048,0.0001114858266758366,0.018195257831796527,0.017828966772576255,1.7263978269305643e-08,1.8305967871426728e-07,2.2991722007302483e-05,1.524720365169956e-11,7.325822976000874e-11,2.946552481590207e-13,7.772745840455384e-13,8.516115645886255e-10,9.357767594351763e-09,1.508179919240864e-11,7.47441157831481e-15,8.612701144685378e-11,2.32053866614748e-11
5.0718636647524465e-06,0.11438170862772704,0.0,0.0,0.0,0.0,0.9804977366930344,0.0004473633858357017,0.00018442139991022065,0.0009146475361738897,0.000111748766785634,0.018612541942735233,0.018240002586795416,1.7646975678559458e-08,1.8795839389964255e-07,2.405777079499075e-05,1.5954166393158452e-11,7.697813800427124e-11,3.0961726062677254e-13,8.167017566243477e-13,8.978521918386669e-10,1.0040254451820967e-08,1.618181744939311e-11,8.021782824297242e-15,9.325612168560476e-11,2.4263561283869302e-11
5.141464531983927e-06,0.11442890122660594,0.0,0.0,0.0,0.0,0.9800695082820008,0.0004472093057497153,0.00018514970741485511,0.0009319252301681826,0.00011199252694230658,0.019030381159880594,0.01865163936701898,1.8029653091218598e-08,1.9286515162465786e-07,2.5149813326165937e-05,1.6678367227089262e-11,8.079626778396139e-11,3.249743344343363e-13,8.571680478267618e-13,9.45484199056018e-10,1.0756917861677747e-08,1.7336925047574728e-11,8.596768002466997e-15,1.0081931985013071e-10,2.53459843409973e-11
5.211065399215408e-06,0.11447615111211912,0.0,0.0,0.0,0.0,0.9796408001137206,0.00044705004511556325,0.00018584978253141041,0.0009492036808512627,0.0001122181707273037,0.019448704568435324,0.01906380688198393,1.8411978695145755e-08,1.977789493972995e-07,2.626778537026085e-05,1.7419763558436092e-11,8.471232704130068e-11,3.407252948843014e-13,8.986702923250559e-13,9.945104289655136e-10,1.1508618911118262e-08,1.8548510194083154e-11,9.200077209188107e-15,1.0883299157958142e-10,2.6452560198404593e-11
5.280666266446888e-06,0.11452345097192239,0.0,0.0,0.0,0.0,0.9792116775713126,0.0004468867425842258,0.00018652308351878357,0.0009664818295798181,0.00011242671120503204,0.019867445355448543,0.019476438933433413,1.8793924019071207e-08,2.0269887303253154e-07,2.7411617701161504e-05,1.8178309479251805e-11,8.872601200682411e-11,3.5686892017118965e-13,9.412052269630564e-13,1.0449334486389156e-09,1.2296213559299584e-08,1.9817952836703933e-11,9.832417057313005e-15,1.1731370823200082e-10,2.758319251231558e-11
5.350267133678369e-06,0.11457079391752455,0.0,0.0,0.0,0.0,0.978782202219567,0.0004467204228273835,0.0001871710022456079,0.000983758710761006,0.00011261911252156847,0.020286540607533012,0.019889473158611858,1.9175463280282067e-08,2.0762409107960298e-07,2.8581236636681082e-05,1.8953956126458263e-11,9.283701034266016e-11,3.7340395402532396e-13,9.847695114672644e-13,1.096755588094465e-09,1.3120552542288997e-08,2.1146624510429008e-11,1.049449058483281e-14,1.262782201564493e-10,2.8737785114619173e-11
5.419868000909849e-06,0.11461817346318211,0.0,0.0,0.0,0.0,0.9783524319966499,0.00044655200546173205,0.00018779486616729167,0.0010010334451390616,0.00011279629155079588,0.02070593111558077,0.02030285083949799,1.9556573598080214e-08,2.1255384945118353e-07,2.9776564540141608e-05,1.9746652014479712e-11,9.70450025057366e-11,3.903291111998035e-13,1.0293596893136694e-12,1.1499789764315205e-09,1.39824813061859e-08,2.2535888229459254e-11,1.1186997185925245e-14,1.357434501828444e-10,2.991623847035181e-11
5.48946886814133e-06,0.11466558350555978,0.0,0.0,0.0,0.0,0.9779224213987512,0.00044638231339529804,0.00018839594037022093,0.0010183052334823291,0.00011295911957125717,0.02112556118659561,0.020716516718900006,1.9937234622230615e-08,2.1748746625590175e-07,3.09975202857254e-05,2.0556343343848706e-11,1.013496645501814e-10,4.0764308873685325e-13,1.0749722852459764e-12,1.204605574096295e-09,1.4882839964826954e-08,2.398709841878935e-11,1.1910632561616257e-14,1.4572648732719537e-10,3.1118452765308165e-11
5.55906973537281e-06,0.11471301830416163,0.0,0.0,0.0,0.0,0.9774922216576281,0.0004462120806228195,0.00018897542966239607,0.0010355733506549564,0.00011310842395921665,0.021545378462700167,0.021130418823478953,2.0317427766962158e-08,2.2242432683504124e-07,3.2244019689304554e-05,2.138297428691672e-11,1.0575067093667416e-10,4.2534457726782137e-13,1.121603833681374e-12,1.2606372020797937e-09,1.5822463279740595e-08,2.5501600881669464e-11,1.2666088688232614e-14,1.5624458070853523e-10,3.2344329888180536e-11
5.628670602604291e-06,0.11476047246253085,0.0,0.0,0.0,0.0,0.9770618809110505,0.00044604195949595783,0.0001895344806920922,0.0010528371400570374,0.00011324498988578024,0.02196533374732213,0.021544508293715108,2.0697136560685608e-08,2.2736387902491008e-07,3.351597590645551e-05,2.2226487251805493e-11,1.1024769510293257e-10,4.4343226331394255e-13,1.1692508026369778e-12,1.3180755692617003e-09,1.6802180660366885e-08,2.7080732799790667e-11,1.3454053802096405e-14,1.673151336730399e-10,3.359376845295748e-11
5.6982714698357715e-06,0.1148079409102176,0.0,0.0,0.0,0.0,0.9766314443661985,0.00044587252749699085,0.00019007418407873325,0.0010700960084166961,0.00011336956200756369,0.022385380838522786,0.021958739220787445,2.1076346505968167e-08,2.3230562864771798e-07,3.48132997993631e-05,2.308682312572637e-11,1.1484041113702269e-10,4.619048360100793e-13,1.2179096935276025e-12,1.3769222964945762e-09,1.7822816181424287e-08,2.87258227610626e-11,1.4275212398042938e-14,1.7895569812086921e-10,3.4866666649609614e-11
5.767872337067252e-06,0.11485541888550811,0.0,0.0,0.0,0.0,0.9762009544560883,0.0004457042935429206,0.00019059557654251523,0.0010873494209175676,0.00011348284614184945,0.022805476369392085,0.02237306849030013,2.14550441529345e-08,2.372491352172693e-07,3.613590027433918e-05,2.3963921498809835e-11,1.195284963555737e-10,4.807609974735368e-13,1.2675770881163855e-12,1.4371789377025187e-09,1.8885188615323323e-08,3.043819081164292e-11,1.5130245240113168e-14,1.911839690304632e-10,3.616292590825706e-11
5.837473204298733e-06,0.11490290191889824,0.0,0.0,0.0,0.0,0.9757704509891442,0.0004455377038439386,0.00019109964302115314,0.0011045968966451553,0.00011358551091871062,0.02322557965540107,0.02278745563275812,2.1833217521536063e-08,2.421940078660883e-07,3.7483684591635144e-05,2.4857720869564317e-11,1.243116314195669e-10,4.999994632789812e-13,1.3182495296123008e-12,1.4988469996946375e-09,1.9990111478386574e-08,3.2219148530297864e-11,1.601982938343826e-14,2.0401777917433155e-10,3.7482444385507006e-11
5.907074071530213e-06,0.11495038581730245,0.0,0.0,0.0,0.0,0.975339971292052,0.0004453731473432063,0.0001915873187638435,0.0011218380043357642,0.0001136781894038614,0.023645652548580115,0.02320186268066851,2.2210856264044108e-08,2.47139901500308e-07,3.885655864916176e-05,2.576815883303109e-11,1.2918950089603912e-10,5.196189647100397e-13,1.3699236222950983e-12,1.5619279594561945e-09,2.1138393088316287e-08,3.4069999120845586e-11,1.6944638205337032e-14,2.1747509402072378e-10,3.8825119065204777e-11
5.976674938761694e-06,0.11499786664898264,0.0,0.0,0.0,0.0,0.974909550346051,0.0004452109607635241,0.00019205949139415753,0.0011390723584120074,0.00011376148068703305,0.024065659298369676,0.023616254032123005,2.2587950546443974e-08,2.5208651316758836e-07,4.025442724173057e-05,2.6695172252702385e-11,1.3416179562736613e-10,5.396182582851351e-13,1.42259611141643e-12,1.6264232785463202e-09,2.2330836630952934e-08,3.599203751955225e-11,1.7905341444085888e-14,2.3157400681520167e-10,4.019085179279179e-11
6.046275805993174e-06,0.11504534072917275,0.0,0.0,0.0,0.0,0.9744792209168346,0.0004450514332817996,0.0001925170029349714,0.0011562996152892423,0.00011383595143166584,0.024485566418969602,0.02403059632069977,2.2964491449856284e-08,2.570335786305585e-07,4.16771942973843e-05,2.763869741724932e-11,1.3922821275428221e-10,5.59996125863197e-13,1.4762637146520706e-12,1.6923344166661566e-09,2.3568240235731073e-08,3.798655051664357e-11,1.8902605244867668e-14,2.463327338355063e-10,4.157954126013119e-11
6.115876673224655e-06,0.11509280460638345,0.0,0.0,0.0,0.0,0.9740490136782481,0.00044489481085544495,0.00019296065178972885,0.0011735194699377363,0.00011390213738259218,0.024905342563003467,0.024444858291509164,2.3340471519447885e-08,2.6198086914988555e-07,4.3124763092274586e-05,2.8598670183023722e-11,1.443884552279151e-10,5.807513726727109e-13,1.5309232153346122e-12,1.7596628435385454e-09,2.4851397057905796e-08,4.005481688868651e-11,1.993709221141902e-14,2.617696098136498e-10,4.2991083569733594e-11
6.1854775404561355e-06,0.11514025504936948,0.0,0.0,0.0,0.0,0.9736189573299764,0.0004447413002245224,0.000193391194675409,0.00119073165268586,0.00011396054482912619,0.025324958401304706,0.02485901068319748,2.371588344967558e-08,2.6692818846817466e-07,4.459703644552352e-05,2.957502610328108e-11,1.4964223388713552e-10,6.018828356591618e-13,1.5865715941876911e-12,1.8284100479839676e-09,2.6181095365635968e-08,4.219810753874944e-11,2.1009461461872727e-14,2.779030835191707e-10,4.442538140403823e-11
6.255078407687616e-06,0.11518768903473116,0.0,0.0,0.0,0.0,0.9731890787094254,0.00044459107260706043,0.00019380934850354804,0.0012079359262501235,0.00011401165202163183,0.025744386508618704,0.025273026115714914,2.409072033649939e-08,2.718753699802738e-07,4.609391689547776e-05,3.0567700545067454e-11,1.5498926774181914e-10,6.233893846423551e-13,1.6432058039176803e-12,1.8985775464248666e-09,2.7558118631817412e-08,4.4417685644334757e-11,2.2120368688661628e-14,2.947517134968252e-10,4.588233477746999e-11
6.324679274919097e-06,0.11523510373512934,0.0,0.0,0.0,0.0,0.9727594028979996,0.00044444426710817727,0.00019421579220650016,0.0012251320829784176,0.00011405591054020941,0.026163601255013737,0.02568687898364898,2.4464976702056826e-08,2.768222740871444e-07,4.761530685863204e-05,3.157662879461554e-11,1.6042928257714224e-10,6.452699166947624e-13,1.7008228441465176e-12,1.9701668906002966e-09,2.8983245629445778e-08,4.671480681096752e-11,2.327046622156104e-14,3.1233416395260637e-10,4.736183894576168e-11
6.394280142150577e-06,0.11528249650809891,0.0,0.0,0.0,0.0,0.9723299533219878,0.00044430099386512156,0.00019461116850680955,0.0012423199422934121,0.0001140937466146283,0.026582578702793434,0.026100545354920745,2.483864702078417e-08,2.817687857301708e-07,4.916110877245678e-05,3.260174615205972e-11,1.6596201255061325e-10,6.675233625507266e-13,1.7594199695122637e-12,2.043179672616933e-09,3.0457250528573255e-08,4.9090719228268985e-11,2.4460403092361322e-14,3.306692007823686e-10,4.886379749242063e-11
6.463881009382058e-06,0.11532986488542883,0.0,0.0,0.0,0.0,0.9719007518482655,0.00044416133694223815,0.0001949960856282164,0.0012594993483236458,0.00011412556239507008,0.027001296508694844,0.026514002874640098,2.521172565569536e-08,2.867148120921808e-07,5.073122522335888e-05,3.364298801629561e-11,1.7158720102899124e-10,6.90148689996443e-13,1.8189944009014865e-12,2.1176175294265867e-09,3.1980902995013675e-08,5.154666382898502e-11,2.5690825101217694e-14,3.4977568773659493e-10,5.0388112480032415e-11
6.533481876613538e-06,0.11537720656308656,0.0,0.0,0.0,0.0,0.9714718188750232,0.0004440253569925435,0.00019537111894739648,0.001276670167710388,0.0001141517371736043,0.02741973383115986,0.02692723067391607,2.55842084408492e-08,2.916602804550563e-07,5.2325559060868574e-05,3.470028996071005e-11,1.7730459853671022e-10,7.131448956123814e-13,1.879543361759014e-12,2.1934821474076052e-09,3.355496829034252e-08,5.40838744500847e-11,2.696237488435473e-14,3.6967258271536123e-10,5.1934678206431214e-11
6.603082743845019e-06,0.11542451939167446,0.0,0.0,0.0,0.0,0.9710431734177264,0.00044389309370663766,0.0001957368125859626,0.0012938322875789812,0.00011417262855660924,0.027837871242474724,0.027340209283419,2.595609114222889e-08,2.9660513621267456e-07,5.3944013499083345e-05,3.577358780045093e-11,1.8311396360939096e-10,7.365110081828309e-13,1.941064394031335e-12,2.2707752645595017e-09,3.5180207371243554e-08,5.670357799267978e-11,2.8275691981632118e-14,3.903789341883554e-10,5.350339890337322e-11
6.672683611076499e-06,0.115471801367386,0.0,0.0,0.0,0.0,0.9706148331905153,0.0004437645680599952,0.0001960936809426566,0.0013109856136639345,0.00011418857358863003,0.02825569064556564,0.027752920551494257,2.632736887339145e-08,3.015493410304765e-07,5.55864922064208e-05,3.686281765194728e-11,1.8901506436265222e-10,7.602460950360503e-13,2.003555002427292e-12,2.349498671857284e-09,3.6857376988354774e-08,5.940699458129421e-11,2.963141290398955e-14,4.11913877734038e-10,5.5094179442622106e-11
6.74228447830798e-06,0.11551905062343781,0.0,0.0,0.0,0.0,0.9701868146832422,0.0004436397843710022,0.00019644221016605759,0.0013281300685775836,0.00011419988982838788,0.028673175195244347,0.02816534756662973,2.6698038291523704e-08,3.0649287113721465e-07,5.725289938459753e-05,3.79679159852928e-11,1.9500767615509542e-10,7.843492526434919e-13,2.0670126195750995e-12,2.429654215489812e-09,3.858722978493406e-08,6.219533772285244e-11,3.1030171201047597e-14,4.342966326922579e-10,5.6706913037566923e-11
6.8118853455394605e-06,0.11556626542196911,0.0,0.0,0.0,0.0,0.9697591332343446,0.000443518732189466,0.0001967828595683809,0.0013452655902126914,0.00011420687637780421,0.029090309223710146,0.028577474584083485,2.7068096160183584e-08,3.1143571574593814e-07,5.894313983767187e-05,3.9088819670027374e-11,2.0109158141487585e-10,8.088196058862364e-13,2.1314350692548413e-12,2.5112437971993832e-09,4.037051439348726e-08,6.50698144622043e-11,3.247259752747915e-14,4.5754649892582414e-10,5.834150399605313e-11
6.881486212770941e-06,0.11561344414637846,0.0,0.0,0.0,0.0,0.9693318030997454,0.0004434013880244431,0.00019711606298116342,0.0013623921302699457,0.00011420981486507105,0.029507078170109075,0.028989286956482247,2.743753800819347e-08,3.163778756012441e-07,6.0657119032039534e-05,4.022546601492135e-11,2.072665719575693e-10,8.336563174143479e-13,2.1968201467669262e-12,2.594269373311433e-09,4.2207975530246376e-08,6.803162553436255e-11,3.3959319707934244e-14,4.816828536858844e-10,5.99978608483574e-11
6.951087080002422e-06,0.11566058529407075,0.0,0.0,0.0,0.0,0.9689048375179689,0.00044328771691909196,0.00019744223005390197,0.0013795096529017473,0.00011420897038293013,0.029923468513956247,0.029400771068206526,2.7806360943225314e-08,3.213193616376344e-07,6.239474314814224e-05,4.1377792802276985e-11,2.1353244683488576e-10,8.588585790022705e-13,2.263165463252363e-12,2.6787329551945458e-09,4.4100354088518395e-08,7.108196551496917e-11,3.5490962801324276e-14,5.067251485757392e-10,6.167587571245321e-11
7.020687947233902e-06,0.11570768746961092,0.0,0.0,0.0,0.0,0.9684782487716506,0.00044317767389155205,0.00019776174749684718,0.0013966181334642291,0.00011420459238338377,0.03033946771224484,0.02981191427338309,2.8174562571852776e-08,3.262601937428093e-07,6.415591912454664e-05,4.254573831715453e-11,2.1988901089661083e-10,8.844256057119407e-13,2.330469103770437e-12,2.7646366085497527e-09,4.6048387229318584e-08,7.422202296613784e-11,3.706814916334291e-14,5.326929066091706e-10,6.337545204673257e-11
7.090288814465383e-06,0.1157547493782588,0.0,0.0,0.0,0.0,0.9680520482456173,0.0004430712052495791,0.00019807498026923608,0.0014137175573699582,0.00011419691553014307,0.030755064140060455,0.030222704837311497,2.854213864944622e-08,3.3120039962729134e-07,6.594055469514051e-05,4.37292413720334e-11,2.2633607768790053e-10,9.103566475879937e-13,2.3987291596290194e-12,2.851982450834895e-09,4.805280846870125e-08,7.74529805771705e-11,3.8691498506610814e-14,5.596057193590318e-10,6.509650298434384e-11
