Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31)
2.2851156657956595e-05,0.12520243573235998,0.0,0.0,0.0,0.0,0.8829015518459569,0.00043597342670253353,0.0002386910049626381,0.005103065987088204,0.00010578165503855257,0.11312797672975058,0.11256318893221655,9.553010360105756e-08,1.4688733370874805e-06,0.0009541047829061231,6.327266998522885e-10,3.804634342426396e-09,1.5302793880711514e-11,4.015485331454252e-11,6.339697200932886e-08,3.128844690613273e-06,5.044327186155393e-09,2.607081990904256e-12,6.977268253693818e-08,8.570454251191869e-10
2.2959015866027172e-05,0.12526000682235858,0.0,0.0,0.0,0.0,0.8823852338226216,0.0004359215437237967,0.000238894166510549,0.0051272396131995706,0.00010573694838626213,0.11362313352179045,0.11306412453093885,9.589275368386878e-08,1.4767426503838833e-06,0.0009628982084556931,6.385581733716333e-10,3.842246136035111e-09,1.545407399809526e-11,4.055073790879551e-11,6.410313634174076e-08,3.174547323628731e-06,5.118012947795453e-09,2.645508997969873e-12,7.092320873135746e-08,8.644441721580137e-10
2.306687507409775e-05,0.1253174977982667,0.0,0.0,0.0,0.0,0.8818696670607281,0.0004358694993632103,0.0002390966350999126,0.005151399988793572,0.00010569239690075566,0.11411751513015264,0.11356435336553557,9.625434311698114e-08,1.484611840592751e-06,0.000971722108776509,6.444098566356271e-10,3.880017280807097e-09,1.560599504909561e-11,4.094828320098946e-11,6.481329285164861e-08,3.2206571019830987e-06,5.192355196778788e-09,2.684283106929695e-12,7.208579810214501e-08,8.718618225584181e-10
2.3174734282168328e-05,0.1253749089192064,0.0,0.0,0.0,0.0,0.8813548491394277,0.00043581729484139204,0.00023929841416486157,0.005175547134852636,0.00010564799946682068,0.11461112406302941,0.11406387773101354,9.661487600590996e-08,1.492480893281971e-06,0.0009805763795766914,6.502816804817345e-10,3.917947372829939e-09,1.5758555409118848e-11,4.134748483077052e-11,6.552744004669901e-08,3.267175188498092e-06,5.267355808429115e-09,2.723405344310574e-12,7.326049847839791e-08,8.792982530251901e-10
2.3282593490238906e-05,0.12543224044179843,0.0,0.0,0.0,0.0,0.8808407776510724,0.00043576493136217114,0.00023949950692954593,0.0051996810722833835,0.00010560375517433149,0.115103962815167,0.11456269990977924,9.697435644072483e-08,1.5003497835755893e-06,0.00098946091709019,6.561735760961311e-10,3.956036083928784e-09,1.5911753758196865e-11,4.1748339182118826e-11,6.624557650592545e-08,3.3141027392433073e-06,5.343016647179449e-09,2.762876730725404e-12,7.444735742951503e-08,8.867533411231844e-10
2.3390452698309484e-05,0.1254894926223028,0.0,0.0,0.0,0.0,0.8803274502022161,0.00043571241012548267,0.0002396999167963567,0.005223801821904294,0.00010555966291026963,0.11559603386644719,0.11506082217067112,9.733278848119035e-08,1.5082184982766818e-06,0.0009983756180846,6.620854750188867e-10,3.994283005073552e-09,1.606558845115212e-11,4.215084184685692e-11,6.696770065744967e-08,3.361440903060428e-06,5.419339565809065e-09,2.802698280504547e-12,7.564642226463997e-08,8.942269650926616e-10
2.3498311906380062e-05,0.12554666571433742,0.0,0.0,0.0,0.0,0.8798148644122857,0.0004356597323135579,0.00023989964692427157,0.005247909404460319,0.00010551572180207655,0.11608733968367772,0.11555824677024291,9.769017617329462e-08,1.5160870117631964e-06,0.0010073203798443384,6.68017309132808e-10,4.032687816881413e-09,1.6220058203379105e-11,4.255498929770996e-11,6.7693811020836e-08,3.409190822154693e-06,5.496326406392672e-09,2.842871002158769e-12,7.685774003507842e-08,9.017190040384659e-10
2.360617111445064e-05,0.12560375997137452,0.0,0.0,0.0,0.0,0.8793030179147993,0.00043560689910628346,0.0002400987006899647,0.0052720038406080276,0.0001054719307330044,0.11657788271887669,0.11605497595158583,9.804652353150797e-08,1.523955312371421e-06,0.0010162951001807844,6.739690106701635e-10,4.0712501030740646e-09,1.6375161340547083e-11,4.296077705775503e-11,6.842390594325898e-08,3.457353631515708e-06,5.573978999371467e-09,2.8833958979301127e-12,7.808135753345776e-08,9.092293377095986e-10
2.3714030322521217e-05,0.12566077564404857,0.0,0.0,0.0,0.0,0.8787919083557914,0.00043555391166454223,0.00024029708118204386,0.005296085150933091,0.00010542828887394924,0.11706766541139989,0.1165510119458491,9.840183455863246e-08,1.5318233733720512e-06,0.0010252996774129438,6.799405121998616e-10,4.109969555557236e-09,1.653089662345453e-11,4.3368201712976894e-11,6.915798388973538e-08,3.505930459627691e-06,5.652299164692885e-09,2.924273964347444e-12,7.931732129649684e-08,9.167578467300103e-10
2.3821889530591795e-05,0.1257177129831257,0.0,0.0,0.0,0.0,0.8782815333953212,0.00043550077114886467,0.00024049479175935202,0.005320153355932094,0.00010538479509656054,0.11755669018583038,0.11704635697078242,9.875611322421482e-08,1.539691185043998e-06,0.0010343340103806636,6.859317466362131e-10,4.148845747895282e-09,1.6687262336916692e-11,4.377725868913709e-11,6.989604312398302e-08,3.554922427751857e-06,5.731288710659556e-09,2.9655061916694598e-12,8.056567760377935e-08,9.243044123302299e-10
2.3929748738662373e-05,0.12577457223626495,0.0,0.0,0.0,0.0,0.8777718907055676,0.0004354474786989513,0.00024069183543268152,0.005344208476033852,0.00010534144862345065,0.11804495945455765,0.11754101323257542,9.910936348884558e-08,1.547558719056522e-06,0.0010433979984219054,6.919426472238604e-10,4.187878386710411e-09,1.684425730092354e-11,4.418794471914296e-11,7.06380820626211e-08,3.6043306507965934e-06,5.810949435325648e-09,3.0070935645649117e-12,8.182647248099428e-08,9.318689166340687e-10
2.403760794673295e-05,0.12583135365161904,0.0,0.0,0.0,0.0,0.8772629779727252,0.00043539403545675393,0.00024088821555360326,0.00536825053157674,0.00010529824830398457,0.11853247561513698,0.11803498292402488,9.946158927739944e-08,1.5554259682006781e-06,0.001052491541390061,6.97973147549259e-10,4.227067031381769e-09,1.7001879743235712e-11,4.460025509188018e-11,7.138409888185929e-08,3.654156236412918e-06,5.8912831250459e-09,3.049037061409944e-12,8.309975169818135e-08,9.394512423254475e-10
2.414546715480353e-05,0.12588805747386397,0.0,0.0,0.0,0.0,0.8767547928946534,0.00043534044254083735,0.0002410839350444107,0.005392279542835219,0.00010525519342416577,0.11901924105348033,0.11852826822680577,9.981279450934773e-08,1.5632929018578202e-06,0.0010616145396266186,7.040231815225544e-10,4.266411408020791e-09,1.7160128562231236e-11,4.501418673405179e-11,7.213409195785106e-08,3.7044002860819594e-06,5.972291556220627e-09,3.091337655137722e-12,8.438556077360738e-08,9.470512730109271e-10
2.4253326362874107e-05,0.12594468394864872,0.0,0.0,0.0,0.0,0.8762473331832995,0.0004352867010754785,0.00024127899726383796,0.005416295529991064,0.00010521228279631736,0.11950525814049687,0.11902087130912972,1.0016298306497794e-07,1.5711595161329954e-06,0.0010707668939840124,7.100926833927302e-10,4.305911056170851e-09,1.7319001905888938e-11,4.542973474216582e-11,7.288805937303244e-08,3.7550638939554286e-06,6.053976493435631e-09,3.13399631233704e-12,8.568394497128508e-08,9.546688927981125e-10
2.4361185570944685e-05,0.12600123331763582,0.0,0.0,0.0,0.0,0.8757405965617349,0.0004352328121579812,0.00024147340503028912,0.00544029851316699,0.00010516951578646644,0.11999052923611922,0.11951279432860658,1.005121588239124e-07,1.5790257771526068e-06,0.0010799485057919808,7.161815877253028e-10,4.345565728166172e-09,1.747849877805809e-11,4.5846896302856846e-11,7.364599947362649e-08,3.8061481482414264e-06,6.136339691685875e-09,3.1770139943345094e-12,8.699494930572024e-08,9.623039867621126e-10
2.4469044779015262e-05,0.12605770582410475,0.0,0.0,0.0,0.0,0.8752345807673013,0.0004351787768960392,0.00024166716172976938,0.005464288512389533,0.00010512689114916719,0.12047505668495921,0.12000403942920532,1.0086032562169609e-07,1.586891685478049e-06,0.0010891592768879717,7.222898294224804e-10,4.3853749356864126e-09,1.7638617214646305e-11,4.626566624139644e-11,7.440791023881378e-08,3.857654129693185e-06,6.219382893951017e-09,3.2203916560190144e-12,8.83186185384203e-08,9.69956440401964e-10
2.457690398708584e-05,0.1261141017066428,0.0,0.0,0.0,0.0,0.8747292835478029,0.0004351245963653214,0.00024186027005448815,0.005488265547632491,0.00010508440835438363,0.12095884282148739,0.12049460874493127,1.0120748729963926e-07,1.5947572026001577e-06,0.0010983991095747736,7.284173436950717e-10,4.4253384669100684e-09,1.7799356363672912e-11,4.6686042098859055e-11,7.517378999925563e-08,3.909582913409101e-06,6.303107834083738e-09,3.264130247246816e-12,8.965499718385094e-08,9.77626140251197e-10
2.4684763195156418e-05,0.1261704212063304,0.0,0.0,0.0,0.0,0.8742247026656533,0.000435070271658312,0.0002420527334462183,0.005512229638768188,0.00010504206606934279,0.1214418899643231,0.12098450439581997,1.0155364764803997e-07,1.6026223351834944e-06,0.0011076679066613657,7.345640660895673e-10,4.4654557941056014e-09,1.7960714102528944e-11,4.7108018315840964e-11,7.594363661666843e-08,3.961935566830494e-06,6.387516233597456e-09,3.308230711283291e-12,9.100412950452467e-08,9.853129731640194e-10
2.4792622403226996e-05,0.1262266645585711,0.0,0.0,0.0,0.0,0.8737208358928868,0.0004350158038283046,0.0002422445544384014,0.005536180805624643,0.00010499986390266909,0.12192420042302497,0.12147372849275448,1.0189881047183586e-07,1.6104870380864692e-06,0.001116965571408354,7.407299324519658e-10,4.5057267552164356e-09,1.812268977939433e-11,4.7531592924605335e-11,7.671744842621837e-08,4.014713152123728e-06,6.472609805488654e-09,3.3526939866618154e-12,9.236605951865931e-08,9.930168271281248e-10
2.4900481611297574e-05,0.1262828320024715,0.0,0.0,0.0,0.0,0.873217681016713,0.00043496119395437506,0.00024243573656961137,0.005560119067920513,0.00010495780039150271,0.12240577649046432,0.12196228313210081,1.0224297951505601e-07,1.6183513264791929e-06,0.0011262920075834353,7.469148789645447e-10,4.546150766284379e-09,1.828528104550972e-11,4.7956759815871934e-11,7.749522315091846e-08,4.067916723484042e-06,6.558390249911134e-09,3.3975210050845504e-12,9.374083099324835e-08,1.000737590310369e-09
2.5008340819368152e-05,0.12633892377007408,0.0,0.0,0.0,0.0,0.8727152358328564,0.00043490644306615303,0.00024262628216653213,0.00558404444534169,0.00010491587533408361,0.12288662045189255,0.12245017040213875,1.0258615854881693e-07,1.6262151456625515e-06,0.0011356471193895985,7.531188420982558e-10,4.586727735409432e-09,1.8448487531233346e-11,4.8383517713425616e-11,7.827695915906038e-08,4.121547330345889e-06,6.644859259327289e-09,3.4427126939270232e-12,9.51284874541463e-08,1.0084751521569974e-09
2.511620002743873e-05,0.1263949400988191,0.0,0.0,0.0,0.0,0.8722134981531116,0.0004348515522317599,0.00024281619492451547,0.005607956957453013,0.00010487408707475664,0.12336673457459031,0.12293739237576509,1.0292835126907898e-07,1.6340785228588808e-06,0.0011450308115413118,7.593417586632401e-10,4.627456997618614e-09,1.861230656195458e-11,4.8811859714565e-11,7.906265400313725e-08,4.175606013693422e-06,6.7320185125884254e-09,3.488269973364494e-12,9.65290721762355e-08,1.0162294020952313e-09
2.5224059235509307e-05,0.12645088121710746,0.0,0.0,0.0,0.0,0.8717124657962908,0.00043479652245504395,0.00024300547689208793,0.00563185662380268,0.00010483243567698082,0.12384612112019454,0.12342395111923574,1.0326956141662604e-07,1.6419413894725519e-06,0.0011544429891680507,7.655835657448627e-10,4.668338561408783e-09,1.8776738171840022e-11,4.9241785531709435e-11,7.985230612616176e-08,4.2300938104644635e-06,6.819869682001366e-09,3.534193759807145e-12,9.794262819701869e-08,1.0240002310472654e-09
2.5331918443579885e-05,0.12650674736114567,0.0,0.0,0.0,0.0,0.8712121365986607,0.0004347413547966303,0.00024319413201029643,0.005655743463800493,0.00010479091919911685,0.12432478233042457,0.12390984868208554,1.0360979263636536e-07,1.6498037900774242e-06,0.0011638835579202765,7.718442007739788e-10,4.709371643801831e-09,1.8941779211648135e-11,4.9673287105278655e-11,8.064591286219193e-08,4.28501174842034e-06,6.908414425097044e-09,3.5804849619032536e-12,9.93691983025556e-08,1.0317875296331522e-09
2.5439777651650463e-05,0.12656253875525633,0.0,0.0,0.0,0.0,0.8707125084014167,0.00043468605023119767,0.00024338216194215982,0.00567961749686264,0.00010474953808330358,0.1248027204441357,0.12439508710922409,1.0394904864368482e-07,1.6576656356643322e-06,0.0011733524238372066,7.781236014392633e-10,4.750556399090927e-09,1.9107430301956026e-11,5.0106365582415514e-11,8.14434727904488e-08,4.340360852292725e-06,6.997654394493794e-09,3.62714448533325e-12,1.0080882504619326e-07,1.0395911902883225e-09
2.553685093891398e-05,0.1266126872916817,0.0,0.0,0.0,0.0,0.8702634406079349,0.0004346361599175267,0.00024355085772808356,0.005701093192631652,0.00010471240904968423,0.1252322483339681,0.1248312398103267,1.0425354821645068e-07,1.6647408683965981e-06,0.0011818985199380306,7.837910553942698e-10,4.7877516301109755e-09,1.925703494401292e-11,5.049747699704076e-11,8.216465458266764e-08,4.390544532773036e-06,7.078566140378175e-09,3.669453713959545e-12,1.0211568752747503e-07,1.0466283848970965e-09
2.56339242261775e-05,0.126662775636256,0.0,0.0,0.0,0.0,0.8698149373349758,0.00043458616026730284,0.0002437190518996427,0.005722558544426398,0.0001046753879648541,0.12566119392528843,0.12526686172742807,1.0455726344349616e-07,1.6718156498722675e-06,0.0011904673932246325,7.894736143389603e-10,4.825069027145848e-09,1.9407130955592278e-11,5.088985837483666e-11,8.288903484745126e-08,4.441079017300485e-06,7.160043534900562e-09,3.712062661784039e-12,1.0343319082409679e-07,1.0536786675017804e-09
2.5730997513441018e-05,0.12671280395140427,0.0,0.0,0.0,0.0,0.8693669970374385,0.00043453605203145056,0.00024388674684155593,0.005744013566196973,0.0001046384738963895,0.12608955881942374,0.12570195432384776,1.0486019696606327e-07,1.6788899874073495e-06,0.0011990589762028822,7.951712335137111e-10,4.862508212032248e-09,1.9557716815669194e-11,5.128350573446725e-11,8.361661165211826e-08,4.491965037461118e-06,7.242087757930071e-09,3.7549719757673975e-12,1.0476136545451782e-07,1.0607419606728652e-09
2.5828070800704537e-05,0.12676277240133865,0.0,0.0,0.0,0.0,0.8689196181733124,0.0004344858359030189,0.00024405394421678269,0.005765458271899163,0.00010460166665244303,0.12651734461518352,0.12613651906002468,1.0516235141115466e-07,1.685963845287515e-06,0.001207673201598215,8.008838683045132e-10,4.9000690411862075e-09,1.9708791946732405e-11,5.1678417395395907e-11,8.434738385552642e-08,4.543203322843296e-06,7.3246999861057634e-09,3.79818230091465e-12,1.0610024178291833e-07,1.0678181873534033e-09
2.5925144087968055e-05,0.1268126811524734,0.0,0.0,0.0,0.0,0.8684727992115566,0.00043443551261113686,0.00024422064643181543,0.005786892675401294,0.00010456496525497717,0.12694455289931275,0.12657055738588158,1.0546372935386861e-07,1.6930372342055002e-06,0.0012163100024814761,8.066114743264126e-10,4.937751120581031e-09,1.9860354763947883e-11,5.207458922767113e-11,8.508134958594522e-08,4.594794597167197e-06,7.4078813866112715e-09,3.841694277265041e-12,1.0744985001283061e-07,1.0749072704792616e-09
2.6022217375231573e-05,0.1268625303640195,0.0,0.0,0.0,0.0,0.8680265386251941,0.0004343850828425173,0.0002443868552134144,0.005808316790563741,0.00010452836942731055,0.12737118525500254,0.12700407074751138,1.0576433342092816e-07,1.700110124941554e-06,0.0012249693121614545,8.123540073522549e-10,4.975554336966436e-09,2.0012404811802077e-11,5.247201985372418e-11,8.581850748181502e-08,4.646739581828889e-06,7.491633122873667e-09,3.885508542658489e-12,1.0881022019700827e-07,1.0820091341927934e-09
2.6119290662495092e-05,0.1269123202015029,0.0,0.0,0.0,0.0,0.8675808348978723,0.0004343345473164709,0.000244552572866624,0.005829730631163095,0.00010449187828265427,0.12779724325390032,0.1274370605808226,1.0606416618030425e-07,1.7071825236296269e-06,0.0012336510642920269,8.18111423383733e-10,5.013478313504896e-09,2.016494057460373e-11,5.287070530872896e-11,8.655885559541446e-08,4.6990389924807075e-06,7.575956349065896e-09,3.9296257300654045e-12,1.1018138222738721e-07,1.0891237024522578e-09
2.621636394975861e-05,0.12696205082287737,0.0,0.0,0.0,0.0,0.8671356865175807,0.00043428390671471843,0.00024471780112477517,0.005851134210964014,0.00010445549152280172,0.1282227284637062,0.1278695283176231,1.0636323021242452e-07,1.7142544025602276e-06,0.001242355192765874,8.23883678580909e-10,5.051522892196887e-09,2.0317961416854933e-11,5.327064377877931e-11,8.730239245743665e-08,4.7516935422362665e-06,7.660852215259544e-09,3.9740464700934764e-12,1.1156336584612687e-07,1.0962508999396058e-09
2.631343723702213e-05,0.12701172239164768,0.0,0.0,0.0,0.0,0.8666910919821986,0.00043423316174438537,0.0002448825422228757,0.00587252754365527,0.0001044192083177923,0.12864764244140744,0.12830147538024733,1.0666152806180604e-07,1.7213257653603646e-06,0.0012510816318040171,8.296707293215852e-10,5.089687728150054e-09,2.0471465951347745e-11,5.367183161693234e-11,8.804911613218954e-08,4.804703938773516e-06,7.746321862766535e-09,4.018771388724138e-12,1.1295620063658731e-07,1.103390651472667e-09
2.6410510524285647e-05,0.12706133506469744,0.0,0.0,0.0,0.0,0.8662470497941976,0.00043418231307905305,0.0002450467979084811,0.005893910642910219,0.00010438302833802447,0.12907198673970416,0.1287329031866866,1.06959062292873e-07,1.7283965869043205e-06,0.0012598303158674992,8.354725321427396e-10,5.12797266330864e-09,2.0625453542358e-11,5.407426700825981e-11,8.879902510608357e-08,4.858070887098547e-06,7.832366428584003e-09,4.063801109475378e-12,1.1435991603306711e-07,1.1105428826561468e-09
2.6507583811549165e-05,0.1271108890035524,0.0,0.0,0.0,0.0,0.8658035584654595,0.0004341313614135826,0.00024521057036307447,0.00591528352233117,0.00010434695079303075,0.1294957629011434,0.12916381314592204,1.0725583542598478e-07,1.7354668691844329e-06,0.001268601179735793,8.41289043792519e-10,5.166377355157072e-09,2.077992281224022e-11,5.447794632936906e-11,8.955211745800202e-08,4.911795087024195e-06,7.918987041340019e-09,4.1091362514313955e-12,1.1577454131291687e-07,1.1177075190952046e-09
2.6604657098812684e-05,0.12716038436397686,0.0,0.0,0.0,0.0,0.8653606165126918,0.0004340803074131323,0.0002453738613383511,0.0059366461955016915,0.00010431097533285826,0.12991897246368891,0.1295942066623646,1.0755184999549788e-07,1.7425365888335484e-06,0.001277394158430643,8.471202211797393e-10,5.204901631392494e-09,2.09348730679656e-11,5.488286762891862e-11,9.030839161543714e-08,4.965877235565455e-06,8.00618482514511e-09,4.1547774311170934e-12,1.1720010560505653e-07,1.1248844871251945e-09
2.6701730386076202e-05,0.12720982130565198,0.0,0.0,0.0,0.0,0.8649182224616395,0.00043402915176116717,0.00024553667296812077,0.005957998675937935,0.00010427510120074302,0.13034161695558538,0.13002408513177408,1.0784710850222154e-07,1.7496057465919365e-06,0.0012862091872840617,8.529660214189705e-10,5.243545166074002e-09,2.10903029985529e-11,5.5289027447786254e-11,9.106784564062663e-08,5.02031802471591e-06,8.093960896017058e-09,4.200725260760662e-12,1.1863663788302454e-07,1.1320737132099637e-09
2.679880367333972e-05,0.12725919998315272,0.0,0.0,0.0,0.0,0.8644763748430233,0.0004339778951142923,0.0002456990070012005,0.005979340977134997,0.00010423932803390244,0.13076369790029702,0.13045344994519503,1.0814161345713217e-07,1.7566743204711831e-06,0.0012950462018710659,8.588264017859381e-10,5.282307780478379e-09,2.124621188515078e-11,5.569642377212561e-11,9.183047790764233e-08,5.075118143583025e-06,8.182316365314489e-09,4.246980349964619e-12,1.2008416697260802e-07,1.139275124476723e-09
2.689587696060324e-05,0.12730852055441835,0.0,0.0,0.0,0.0,0.8640350721962937,0.00043392653814514314,0.00024586086553029894,0.006000673112523451,0.00010420365510268937,0.1311852168119234,0.13088230248531763,1.0843536733693337e-07,1.7637423102892957e-06,0.001303905138069903,8.64701319757456e-10,5.321189153181633e-09,2.1402598434946034e-11,5.610505318889376e-11,9.259628646466357e-08,5.130278276391826e-06,8.271252336526955e-09,4.2935433041460285e-12,1.2154272154565308e-07,1.1464886481636098e-09
2.6992950247866757e-05,0.1273577831727796,0.0,0.0,0.0,0.0,0.8635943130659642,0.00043387508150163185,0.000246022250296803,0.006021995095511215,0.00010416808203646762,0.1316061751996603,0.1313106441300305,1.0872837262821403e-07,1.770809695119778e-06,0.0013127859320015219,8.705907329712908e-10,5.360189100901707e-09,2.1559461910750363e-11,5.6514913641676746e-11,9.336526963858297e-08,5.185799104421899e-06,8.36076990838947e-09,4.3404147260525275e-12,1.2301233012704911e-07,1.1537142121714619e-09
2.7090023535130276e-05,0.12740698799451805,0.0,0.0,0.0,0.0,0.8631540960050271,0.0004338235258460225,0.000246183163357386,0.006043306939443972,0.00010413260812762528,0.13202657456362657,0.13173847624911114,1.0902063178644409e-07,1.7778764741556151e-06,0.001321688520084001,8.76494599262253e-10,5.399307309782585e-09,2.1716801050190006e-11,5.692600179284332e-11,9.413742545814941e-08,5.241681304182217e-06,8.450870171947965e-09,4.387595214336415e-12,1.2449302108910456e-07,1.1609517445396558e-09
2.7187096822393794e-05,0.1274561351716836,0.0,0.0,0.0,0.0,0.8627144195715796,0.0004337718718174637,0.00024634360644217946,0.006064608657643666,0.00010409723300187776,0.13244641639896923,0.1321658002074933,1.093121472743078e-07,1.7849426272843003e-06,0.0013306128389770947,8.824128766254251e-10,5.438543592455666e-09,2.187461509964042e-11,5.733831554723889e-11,9.491275220843248e-08,5.297925549203185e-06,8.541554213440782e-09,4.435085364957313e-12,1.2598482265805028e-07,1.1682011739280431e-09
2.7284170109657312e-05,0.12750522485897062,0.0,0.0,0.0,0.0,0.8622752823319902,0.0004337201200682561,0.0002465035815759101,0.006085900263371796,0.00010406195596961566,0.13286570219199303,0.13259261736219982,1.0960292152463337e-07,1.792008153287535e-06,0.001339558825632369,8.883455232494068e-10,5.477897639036007e-09,2.2032902812699926e-11,5.7751851607946405e-11,9.569124789661041e-08,5.354532508334314e-06,8.632823111561561e-09,4.4828857698522835e-12,1.2748776290882283e-07,1.175462429145214e-09
2.738124339692083e-05,0.12755425720712313,0.0,0.0,0.0,0.0,0.8618366828577377,0.0004336682712287545,0.00024666309047439305,0.006107181769865484,0.00010402677665631795,0.1332844334240081,0.13301892906540325,1.0989295697720317e-07,1.7990730326563271e-06,0.0013485264172414435,8.942924974819946e-10,5.517369260532542e-09,2.219166342921804e-11,5.8166607865512676e-11,9.647291076877058e-08,5.411502847432113e-06,8.724677940173267e-09,4.530997018257087e-12,1.290018697712251e-07,1.1827354396127098e-09
2.747831668418435e-05,0.12760323236930823,0.0,0.0,0.0,0.0,0.8613986197284011,0.0004336163259416563,0.00024682213513390017,0.0061284531903027855,0.00010399169438694821,0.13370261156767246,0.13344473666153037,1.1018225604288431e-07,1.8061372639522255e-06,0.0013575155512830614,9.002537578613921e-10,5.5569581505488125e-09,2.235089571682436e-11,5.858258105857451e-11,9.725773880799316e-08,5.468837227743505e-06,8.817119765709008e-09,4.579419695443339e-12,1.305271710249887e-07,1.1900201349023948e-09
2.7575389971447867e-05,0.12765215049494705,0.0,0.0,0.0,0.0,0.8609610915286449,0.0004335642848285216,0.0002469807172533769,0.006149714537837099,0.00010395670878962792,0.1341202380906641,0.1338700414901807,1.1047082113856483e-07,1.8132008280909185e-06,0.0013665261654739293,9.062292630836141e-10,5.596664118886904e-09,2.2510598910514382e-11,5.899976906743142e-11,9.804573022501601e-08,5.526536307524794e-06,8.910149649775194e-09,4.628154383985848e-12,1.3206369430570924e-07,1.1973164451821352e-09
2.7672463258711386e-05,0.1277010117357319,0.0,0.0,0.0,0.0,0.8605240968510939,0.00043351214852277605,0.00024713883880372016,0.006170965825563791,0.00010392181920089368,0.13453731445216133,0.13429484488334203,1.1075865465310075e-07,1.8202637235768912e-06,0.0013755581978137329,9.122189720323353e-10,5.636486861366271e-09,2.2670771786830326e-11,5.941816865402098e-11,9.883688297709088e-08,5.584600740477805e-06,9.003768646637133e-09,4.677201662541007e-12,1.3361146710007918e-07,1.2046243007741906e-09
2.7769536545974904e-05,0.12774981623974951,0.0,0.0,0.0,0.0,0.8600876342934081,0.00043345991763719943,0.0002472965014647619,0.006192207066553605,0.00010388702525406353,0.1349538421064091,0.13471914816822406,1.1104575898120675e-07,1.8273259315895218e-06,0.001384611586537624,9.182228437473833e-10,5.676426188027939e-09,2.2831413581728736e-11,5.983777770251745e-11,9.963119524223976e-08,5.643031177330516e-06,9.097977805760528e-09,4.726562107084164e-12,1.3517051675170006e-07,1.2119436325892047e-09
2.7866609833238423e-05,0.12779856415726512,0.0,0.0,0.0,0.0,0.8596517024610952,0.00043340759279625796,0.00024745370718485046,0.006213438273819966,0.00010385232629450478,0.1353698224992712,0.1351429526645316,1.1133213648984057e-07,1.834387450727633e-06,0.0013936862701600776,9.242408374538218e-10,5.716481795889416e-09,2.299252307657062e-11,6.025859298804846e-11,1.0042866495035837e-07,5.701828264297168e-06,9.19277816933568e-09,4.776236289706748e-12,1.3674087045638836e-07,1.2192743716871772e-09
2.796368312050194e-05,0.12784725563502258,0.0,0.0,0.0,0.0,0.8592162999646233,0.0004333551746039734,0.0002476104576226271,0.006234659460352002,0.00010381772196311125,0.13578525707175446,0.1355662596872631,1.1161778955181735e-07,1.8414482622823794e-06,0.0014027821874281763,9.302729125309727e-10,5.756653496013822e-09,2.3154099511423523e-11,6.068061240641707e-11,1.0122929024948804e-07,5.760992644648395e-06,9.28817077480203e-09,4.826224779845426e-12,1.383225552679582e-07,1.226616449711817e-09
2.806075640776546e-05,0.1278958908219044,0.0,0.0,0.0,0.0,0.858781425422223,0.0004333026636761529,0.0002477667547066075,0.006255870639081946,0.00010378321161145043,0.1362001472565711,0.135989070543994,1.1190272051237409e-07,1.8485083650925226e-06,0.0014118992773651197,9.363190285412674e-10,5.7969409857081115e-09,2.331614166881265e-11,6.110383273705305e-11,1.0203306904071275e-07,5.820524957167994e-06,9.384156652367023e-09,4.876528143076599e-12,1.3991559809350806e-07,1.2339697984505707e-09
2.8157829695028978e-05,0.12794446986330518,0.0,0.0,0.0,0.0,0.8583470774569874,0.00043325006060808267,0.0002479226000722002,0.006277071822918336,0.00010374879489033111,0.13661449448168092,0.13641138653768728,1.1218693172289526e-07,1.8555677404105424e-06,0.001421037479223521,9.42379145199277e-10,5.837344078103913e-09,2.3478648797125358e-11,6.152825189760838e-11,1.0283999944459327e-07,5.880425837739488e-06,9.480736827557062e-09,4.927146942358432e-12,1.415200256992654e-07,1.2413343502731971e-09
2.8254902982292496e-05,0.12799299290676736,0.0,0.0,0.0,0.0,0.8579132546997128,0.0004331973660072072,0.0002480779956308152,0.006298263024712947,0.00010371447115487322,0.13702830016680423,0.13683320896393947,1.1247042550697293e-07,1.8626263874636204e-06,0.0014301967325293385,9.48453222400843e-10,5.8778624697652174e-09,2.36416196758986e-11,6.195386666166336e-11,1.0365007933203153e-07,5.940695917772695e-06,9.577912318687836e-09,4.978081736801719e-12,1.4313586470576246e-07,1.2487100376824245e-09
2.8351976269556014e-05,0.12804146009633022,0.0,0.0,0.0,0.0,0.857479955785936,0.0004331445804600927,0.00024823294299250155,0.006319444257294732,0.00010368024006822703,0.1374415657270423,0.13725453911385102,1.1275320419495591e-07,1.8696842873087057e-06,0.0014393769770344135,9.545412201916072e-10,5.918495976875857e-09,2.3805053565796108e-11,6.238067497840577e-11,1.0446330679866582e-07,6.001335825833949e-06,9.675684139485422e-09,5.02933308294604e-12,1.4476314159383483e-07,1.2560967937666145e-09
