Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28)
2.727357179821274e-08,0.11224587143191635,0.0,0.0,0.0,0.0,0.9999955057932967,8.609643460245136e-06,1.1543566020141247e-07,4.485058193855061e-08,7.080394429841888e-08,5.152402010826403e-08,5.1414589136832904e-08,8.205785701443116e-16,4.88873369227625e-16,2.46229189190909e-16,1.6312684567290206e-22,3.506565278881478e-25
2.818377700885812e-08,0.11224588834939198,0.0,0.0,0.0,0.0,0.9999953523883144,8.89541662380169e-06,1.2048059121718997e-07,4.78889009655842e-08,7.351461373068697e-08,5.547832966239266e-08,5.501687025128466e-08,9.17167232165511e-16,5.55331809596035e-16,2.89133612374271e-16,1.9155727424869546e-22,4.400827046604604e-25
2.90939822195035e-08,0.11224590528587806,0.0,0.0,0.0,0.0,0.999995198748799,9.181088989520553e-06,1.2559062111335874e-07,5.1026440348810806e-08,7.625926696417447e-08,5.960286223582536e-08,5.875532177538955e-08,1.0214869118592658e-15,6.282369430241224e-16,3.3776732559123015e-16,2.237850050290864e-22,5.482770661054249e-25
3.000418743014888e-08,0.11224592224161564,0.0,0.0,0.0,0.0,0.9999950448731018,9.466660540913798e-06,1.3076524899369537e-07,5.42631678304969e-08,7.903836693376561e-08,6.389979183622117e-08,6.263165193214595e-08,1.1338873436866295e-15,7.079781889876912e-16,3.926765711743696e-16,2.601721526721041e-22,6.783840484167719e-25
3.0914392640794256e-08,0.1122459392168438,0.0,0.0,0.0,0.0,0.9999948907595517,9.752131261502658e-06,1.3600401224107065e-07,5.7599051195492966e-08,8.185233823727991e-08,6.837127632749408e-08,6.664759108767949e-08,1.2547231117419083e-15,7.949551213473946e-16,4.544400464793344e-16,3.0110235004269004e-22,8.339497982298021e-25
3.182459785143963e-08,0.1122459562118001,0.0,0.0,0.0,0.0,0.9999947364064576,1.0037501134817406e-05,1.4130648344037268e-07,6.10340582713311e-08,8.470157021240133e-08,7.301945866587635e-08,7.080488991025645e-08,1.3843536172831256e-15,8.895774235553198e-16,5.236697299722203e-16,3.4698131053277657e-22,1.018958087121524e-24
3.273480306208501e-08,0.11224597322672036,0.0,0.0,0.0,0.0,0.9999945818121099,1.0322770144397152e-05,1.4667226754454983e-07,6.456815692843158e-08,8.758641977038401e-08,7.784646803613637e-08,7.510531767256811e-08,1.5231430498726652e-15,9.92264858761768e-16,6.010117194232579e-16,3.982373634654055e-22,1.2378686511218446e-24
3.3645008272730385e-08,0.11224599026183918,0.0,0.0,0.0,0.0,0.9999944269747809,1.0607938273789764e-05,1.5210099929461287e-07,6.820131508014006e-08,9.050721397596343e-08,8.285442088790246e-08,7.955066070808338e-08,1.6714603614581582e-15,1.1034472368620948e-15,6.871470520477893e-16,4.553219862033439e-22,1.4956571682560895e-24
3.455521348337576e-08,0.11224600731738958,0.0,0.0,0.0,0.0,0.9999942718927286,1.089300550655175e-05,1.5759234083282533e-07,7.193350068286978e-08,9.346425243397968e-08,8.804542189238102e-08,8.414272098098094e-08,1.829679241533839e-15,1.2235643942136507e-15,7.827925371175543e-16,5.187104038928922e-22,1.7978576473048202e-24
3.546541869402114e-08,0.11224602439360366,0.0,0.0,0.0,0.0,0.9999941165641962,1.1177971826248198e-05,1.631459795140022e-07,7.576468173610065e-08,9.645780947803138e-08,9.342156482136202e-08,8.88833147764788e-08,1.9981780942969088e-15,1.3530661712573723e-15,8.887015727357339e-16,5.889021172705184e-22,2.150606595985055e-24
3.6375623904666515e-08,0.11224604149071221,0.0,0.0,0.0,0.0,0.9999939609874134,1.1462837216452732e-05,1.6876162587566642e-07,7.969482628247709e-08,9.948813620017758e-08,9.898493336059311e-08,9.377427148438895e-08,2.1773400174927078e-15,1.4924124007665707e-15,1.0056649751279899e-15,6.664213733199824e-22,2.560689604847807e-24
3.728582911531189e-08,0.11224605860894489,0.0,0.0,0.0,0.0,0.9999938051605983,1.174760166074747e-05,1.7443901178109448e-07,8.3723902407779e-08,1.0255546230787407e-07,1.0473760185540146e-07,9.881743248780943e-08,2.3675527836181266e-15,1.6420728946791053e-15,1.1345117936101561e-15,7.518177920747321e-22,3.035589867104425e-24
3.819603432595727e-08,0.11224607574853054,0.0,0.0,0.0,0.0,0.9999936490819576,1.2032265142722996e-05,1.8017788870387837e-07,8.785187824098084e-08,1.0565999783930917e-07,1.1068163599784973e-07,1.0401465013486592e-07,2.569208822425755e-15,1.8025274398914237e-15,1.276110137635711e-15,8.456669992571556e-22,3.583539151503858e-24
4.001644474724803e-08,0.11224611009267146,0.0,0.0,0.0,0.0,0.9999933361619786,1.2601289154121169e-05,1.9183921051829345e-07,9.640440176263667e-08,1.1198144800901698e-07,1.2315202435165843e-07,1.1487871417257366e-07,3.0084436291857924e-15,2.1577876879558507e-15,1.6012340302782404e-15,1.0611585363168883e-21,4.935579766363765e-24
4.165481412640971e-08,0.11224614107770305,0.0,0.0,0.0,0.0,0.9999930536545739,1.3113065308802203e-05,2.025425548840961e-07,1.0443959108630052e-07,1.1779976661613737e-07,1.350504114326629e-07,1.2520202114358623e-07,3.4469226052428957e-15,2.5194549611500403e-15,1.9469932790322005e-15,1.2903323204733613e-21,6.502080717829499e-24
4.32931835055714e-08,0.11224617213543889,0.0,0.0,0.0,0.0,0.9999927703029599,1.3624514090757593e-05,2.1344200728434008e-07,1.1279472177688359e-07,1.237411653527059e-07,1.4760061514276796e-07,1.3605368823383767e-07,3.928792118828934e-15,2.9240124981445722e-15,2.3494401726923256e-15,1.557085089552966e-21,8.473349101589052e-24
4.4931552884733084e-08,0.11224620326718583,0.0,0.0,0.0,0.0,0.9999924860963909,1.4135635404595634e-05,2.2453664702548718e-07,1.214696095205849e-07,1.2980633831531333e-07,1.608144420253444e-07,1.47444806768895e-07,4.4565073354671745e-15,3.374619427696867e-15,2.8151579167384725e-15,1.8657810553282936e-21,1.0932010697831346e-23
4.656992226389477e-08,0.11224623447424512,0.0,0.0,0.0,0.0,0.9999922010240624,1.464642915501584e-05,2.35825664037065e-07,1.3046407045361577e-07,1.359958683585529e-07,1.7470364595720801e-07,1.5938652611645268e-07,5.032571241602912e-15,3.874540187957567e-15,3.3512052444270605e-15,2.2211017509348052e-21,1.3973453940962964e-23
4.8208291643056456e-08,0.11224626575791288,0.0,0.0,0.0,0.0,0.999991915075122,1.515689524680976e-05,2.473083423470942e-07,1.3977792116147206e-07,1.423102436195276e-07,1.892799347580406e-07,1.7189004377160923e-07,5.659534472280177e-15,4.427144876967322e-15,3.965132092360704e-15,2.6280486224428955e-21,1.7707192584183382e-23
4.984666102221814e-08,0.11224629711948077,0.0,0.0,0.0,0.0,0.9999916282386775,1.566703358486173e-05,2.5898404534392006e-07,1.494109786781542e-07,1.4874987225600125e-07,2.0455497608521725e-07,1.849665965139561e-07,6.339995198815105e-15,5.035909670669969e-15,4.664995303095428e-15,3.091974104584473e-21,2.2258307221655323e-23
5.148503040137983e-08,0.11224632856023607,0.0,0.0,0.0,0.0,0.9999913405038038,1.6176844074150082e-05,2.7085220515555837e-07,1.5936306048453496e-07,1.5531509306787956e-07,2.2054040168363938e-07,1.9862745403719232e-07,7.076598956626921e-15,5.704417326540847e-15,5.459374312240517e-15,3.618539266764706e-21,2.776901488541498e-23
5.312339978054151e-08,0.11224636008146234,0.0,0.0,0.0,0.0,0.9999910518595476,1.668632661974896e-05,2.829123150206665e-07,1.696339845061761e-07,1.6200618312763201e-07,2.3724781043426371e-07,2.128839143690504e-07,7.872038403972094e-15,6.436357741257304e-15,6.357386912922455e-15,4.2138601960447795e-21,3.4400366871116245e-23
5.47617691597032e-08,0.11224639168443994,0.0,0.0,0.0,0.0,0.9999907622949314,1.71954811268298e-05,2.951639209724765e-07,1.8022356911178875e-07,1.688233660971362e-07,2.5468877166827967e-07,2.2774729886982182e-07,8.72905317994914e-15,7.235528527800747e-15,7.36870520252344e-15,4.88416740450161e-21,4.233402210879652e-23
5.6400138538864884e-08,0.11224642337044659,0.0,0.0,0.0,0.0,0.9999904717989605,1.770430750066217e-05,3.0760661220916555e-07,1.9113163311266212e-07,1.7576682185711891e-07,2.728748290036364e-07,2.432289464396667e-07,9.650429897563414e-15,8.105835635680775e-15,8.50357166157983e-15,5.636722469555256e-21,5.1774078392491775e-23
5.803850791802657e-08,0.11224645514075716,0.0,0.0,0.0,0.0,0.9999901803606267,1.821280564661447e-05,3.202400138291607e-07,2.0235799576178837e-07,1.828366937719462e-07,2.9181750324099117e-07,2.593402091502909e-07,1.063900204052303e-14,9.051294041800148e-15,9.772815240293348e-15,6.477491481349798e-21,6.294902041109387e-23
5.967687729718825e-08,0.11224648699664386,0.0,0.0,0.0,0.0,0.9999898879689101,1.8720975470155626e-05,3.3306378387745716e-07,2.1390247675159574e-07,1.9003309164478753e-07,3.115282935383145e-07,2.7609245046629373e-07,1.1697649663956119e-14,1.0076028463742732e-14,1.1187867448896377e-14,7.417186095047627e-21,7.611383511502726e-23
6.131524667634993e-08,0.11224651893937646,0.0,0.0,0.0,0.0,0.9999895946127807,1.9228816876857352e-05,3.4607761096002015e-07,2.257648962113063e-07,1.9735609410510745e-07,3.320186783511989e-07,2.9349704380028683e-07,1.2829299183424738e-14,1.1184274041504749e-14,1.276077863886875e-14,8.455715319627317e-21,9.155225226177383e-23
6.295361605551161e-08,0.11224655097022322,0.0,0.0,0.0,0.0,0.9999893002812021,1.973632977239558e-05,3.592812084033937e-07,2.3794507470584376e-07,2.0480575444942594e-07,3.533001177462069e-07,3.115653689862464e-07,1.4036923448892238e-14,1.2380377046696724e-14,1.450423446431705e-14,9.62233983127324e-21,1.0957903920076286e-22
6.459198543467329e-08,0.11224658309045055,0.0,0.0,0.0,0.0,0.9999890049631354,2.0243514062550444e-05,3.726743074894211e-07,2.504428332360572e-07,2.123821074056257e-07,3.7538405608600075e-07,3.3030880819977247e-07,1.532354178361565e-14,1.3668795705962592e-14,1.6431572583324332e-14,1.0872109732042505e-20,1.3054237515214854e-22
6.623035481383497e-08,0.11224661530132282,0.0,0.0,0.0,0.0,0.9999887086475397,2.0750369653206875e-05,3.862566553387647e-07,2.6325799323771124e-07,2.2008517124966414e-07,3.9828192286413907e-07,3.4973874467682803e-07,1.669221965376723e-14,1.5054101060747048e-14,1.8556798956362216e-14,1.2353103309874337e-20,1.5482640384869065e-22
6.786872419299664e-08,0.11224664760410222,0.0,0.0,0.0,0.0,0.9999884113233731,2.12568964503571e-05,4.000280166423584e-07,2.763903765781982e-07,2.2791494607665336e-07,4.2200513200167694e-07,3.6986656374220356e-07,1.814606828067994e-14,1.6540977701084733e-14,2.0894605171648362e-14,1.3716968021196675e-20,1.8285398175452966e-22
6.950709357215832e-08,0.11224668000004978,0.0,0.0,0.0,0.0,0.9999881129795911,2.176309436010351e-05,4.139881722877709e-07,2.89839805553657e-07,2.3587141517668179e-07,4.465650823748718e-07,3.907036519639687e-07,1.968824469534981e-14,1.813422443303897e-14,2.3460383559631494e-14,1.5897822217924914e-20,2.1508951946762067e-22
7.114546295132e-08,0.11224671249042556,0.0,0.0,0.0,0.0,0.9999878136051527,2.2268963288658937e-05,4.2813691285496794e-07,3.0360610288920566e-07,2.439545515381185e-07,4.7197316038779205e-07,4.122613932222302e-07,2.1321951993221403e-14,1.983875513752252e-14,2.6270248906795917e-14,1.652257964547038e-20,2.5204185994069694e-22
7.278383233048168e-08,0.11224674507648802,0.0,0.0,0.0,0.0,0.9999875131890212,2.2774503142345474e-05,4.4247403417424303e-07,3.1768909174028114e-07,2.521643222875822e-07,4.982407417278579e-07,4.345511660230182e-07,2.3050439112510965e-14,2.16595998223122e-14,2.9341043761104e-14,2.1752738035748122e-20,2.9426729568033224e-22
7.442220170964336e-08,0.11224677775949365,0.0,0.0,0.0,0.0,0.999987211720164,2.3279713827595586e-05,4.569993401890433e-07,3.320885956906367e-07,2.6050068582834325e-07,5.25379190210659e-07,4.575843452063537e-07,2.4877000225594817e-14,2.3601905489857205e-14,3.269038609714528e-14,1.5731611641903693e-20,3.4237283828245046e-22
7.606057108880504e-08,0.11224681054069739,0.0,0.0,0.0,0.0,0.9999869091875497,2.3784595250956383e-05,4.717126468186828e-07,3.4680443874729573e-07,2.689635879819579e-07,5.533998562209548e-07,4.813723042503443e-07,2.6804974576099326e-14,2.5670936669155426e-14,3.633660775648685e-14,3.941307564389048e-20,3.9701967331071387e-22
7.769894046796672e-08,0.11224684342135376,0.0,0.0,0.0,0.0,0.99998660558015,2.4289147319092337e-05,4.866137780559069e-07,3.6183644533824216e-07,2.775529658923695e-07,5.823140782447571e-07,5.059264129011922e-07,2.883774691536054e-14,2.7872076085448063e-14,4.029897539965898e-14,-1.2823167581602345e-20,4.589266474522218e-22
7.93373098471284e-08,0.11224687640271638,0.0,0.0,0.0,0.0,0.9999863008869448,2.479336993878322e-05,5.017025580068689e-07,3.771844403153194e-07,2.862687559823258e-07,6.121331860209564e-07,5.31258032365186e-07,3.097874761221245e-14,3.021082586871943e-14,4.459718349303969e-14,1.315781319152252e-19,5.288738107041105e-22
8.097567922629008e-08,0.11224690948603719,0.0,0.0,0.0,0.0,0.9999859950969238,2.52972630169217e-05,5.169788105833237e-07,3.9284824895626555e-07,2.9511089425835295e-07,6.428685006467057e-07,5.573785151067154e-07,3.3231451954108223e-14,3.26928087988326e-14,4.925272592378545e-14,-2.305504953473046e-19,6.077062071999084e-22
8.281662805516211e-08,0.11224694678321116,0.0,0.0,0.0,0.0,0.9999856501745822,2.5863067663339486e-05,5.343673962258827e-07,4.10825425889586e-07,3.0519699123535387e-07,6.785113323008746e-07,5.87684021113108e-07,3.590034566294367e-14,3.565971519280357e-14,5.493588865245854e-14,3.2204286365752795e-20,7.080262906731339e-22
8.465757688403415e-08,0.11224698421246665,0.0,0.0,0.0,0.0,0.9999853038379123,2.6428455987193173e-05,5.519922414865424e-07,4.2920087693349093e-07,3.1544240700847125e-07,7.153412561199459e-07,6.190159541049888e-07,3.871978039178201e-14,3.882305272317545e-14,6.112915235141853e-14,4.338886046534176e-20,8.22129142537275e-22
8.649852571290619e-08,0.1122470217755751,0.0,0.0,0.0,0.0,0.9999849560713172,2.6993427856933016e-05,5.698531185931671e-07,4.479743560984675e-07,3.25847026016914e-07,7.533742849307128e-07,6.513903938829329e-07,4.169488863881011e-14,4.21913491689316e-14,6.786566245406399e-14,4.389427471166675e-20,9.515462128106687e-22
8.833947454177823e-08,0.11224705947430455,0.0,0.0,0.0,0.0,0.9999846068592133,2.755798314120272e-05,5.879498021383518e-07,4.671456180586697e-07,3.3641072937233353e-07,7.926264165758835e-07,6.848234077809788e-07,4.4830873745628277e-14,4.577332978550994e-14,7.51802251705753e-14,4.998351889913079e-20,1.0979416067794519e-21
9.20213721995223e-08,0.1122471352856944,0.0,0.0,0.0,0.0,0.9999839040362024,2.8685843428888353e-05,6.248497001983607e-07,5.06680512362018e-07,3.580148954805692e-07,8.748519039267982e-07,7.549293655133506e-07,5.160664028780344e-14,5.361424392999401e-14,9.169026636222614e-14,6.161336343005361e-20,1.4490541354101549e-21
9.570326985726638e-08,0.11224721166075366,0.0,0.0,0.0,0.0,0.9999831952444518,2.9812035803340434e-05,6.626901793652944e-07,5.478036104251777e-07,3.802538880499232e-07,9.621453999026708e-07,8.29462115003138e-07,5.9090115542838e-14,6.241960367085098e-14,1.1096784893460022e-13,7.359979853533447e-20,1.8917593482870973e-21
9.938516751501045e-08,0.11224728861357289,0.0,0.0,0.0,0.0,0.9999824803597378,3.093655922086385e-05,7.014695093278662e-07,5.90512973309816e-07,4.031266484648314e-07,1.0546343488089693e-06,9.08549735004106e-07,6.732545521272765e-14,7.226647118327577e-14,1.3334659120104093e-13,8.840203355105085e-20,2.4450322014953803e-21
9.999999999999998e-08,0.1122473661582147,0.0,0.0,0.0,0.0,0.9999823603802084,3.112417837316193e-05,7.080365468615949e-07,5.977993457346075e-07,4.0700779940242774e-07,1.070594070489701e-06,9.222092259774115e-07,6.877708630190087e-14,7.401786793815169e-14,1.37410677109656e-13,9.11574887945961e-20,2.5496990409972525e-21
1.0306706517275453e-07,0.1122473661582147,0.0,0.0,0.0,0.0,0.999981759258051,3.2059412641041236e-05,7.411859743403275e-07,6.348066724853935e-07,4.2663208823413934e-07,1.1524459607744262e-06,9.923200871683954e-07,7.635792753052235e-14,8.323521306970698e-14,1.5918630305331e-13,1.0554009963719364e-19,3.1308651890693475e-21
1.067489628304986e-07,0.11224744430871586,0.0,0.0,0.0,0.0,0.9999810318155989,3.318059502679322e-05,7.818378651592068e-07,6.806827897599504e-07,4.507690970848877e-07,1.25570721367491e-06,1.0809008099288154e-06,8.623390583137663e-14,9.540954943842475e-14,1.8887411545219938e-13,1.252222273763814e-19,3.9746223881287166e-21
1.1043086048824268e-07,0.11224752307908589,0.0,0.0,0.0,0.0,0.9999802979088135,3.4300105344436164e-05,8.234234745315796e-07,7.281394172135481e-07,4.755365475036034e-07,1.3645448536737186e-06,1.1744193145482005e-06,9.70008612172143e-14,1.0887660087913685e-13,2.2282559875588805e-13,1.4773328813529933e-19,5.005411120183822e-21
1.1411275814598676e-07,0.11224760248330756,0.0,0.0,0.0,0.0,0.9999795574143513,3.541794256373414e-05,8.659410947135477e-07,7.77174657138e-07,5.009332972450117e-07,1.4790853950682823e-06,1.2730027825032446e-06,1.0870735537238001e-13,1.2372693131692728e-13,2.6148578980480844e-13,1.7336526392155566e-19,6.25644892291028e-21
1.1779465580373083e-07,0.11224768253533726,0.0,0.0,0.0,0.0,0.9999788102090975,3.653410565796619e-05,9.093890148995618e-07,8.277866219591204e-07,5.269581919383123e-07,1.599455119842344e-06,1.3767781624898284e-06,1.2140303210703727e-13,1.4005460230904083e-13,3.0533053023990294e-13,2.0243304505232941e-19,7.765558395497338e-21
1.2515845111921897e-07,0.1122478446385118,0.0,0.0,0.0,0.0,0.9999772951749114,3.8761405382238456e-05,9.99068888746666e-07,9.337332262983344e-07,5.808877462484655e-07,1.8581860821149739e-06,1.6004112777603996e-06,1.4996587780252435e-13,1.7753595393675242e-13,4.1063755496707423e-13,2.7226025636419524e-19,1.1734971957789976e-20
1.317858669031583e-07,0.11224799288633208,0.0,0.0,0.0,0.0,0.9999759074629029,4.076023940021532e-05,1.0829451261206296e-06,1.034458838420616e-06,6.315608226349479e-07,2.1122418362263683e-06,1.8207061315221413e-06,1.7957537238137934e-13,2.1733847802589412e-13,5.28589704248903e-13,3.504687481038771e-19,1.6680222675614436e-20
1.3841328268709764e-07,0.11224814344886941,0.0,0.0,0.0,0.0,0.9999744961039062,4.2753633451949154e-05,1.1698086545001154e-06,1.1402641399939088e-06,6.84250719540776e-07,2.387137387316044e-06,2.0597862378828215e-06,2.1321056953794298e-13,2.6355498805256273e-13,6.722700305475712e-13,4.45728378743486e-19,2.3311165242560463e-20
1.4504069847103698e-07,0.11224829640653765,0.0,0.0,0.0,0.0,0.9999730603884268,4.474158168407393e-05,1.2596492479728184e-06,1.2511384805262497e-06,7.389504081254727e-07,2.6836007032369585e-06,2.318383300841859e-06,2.5119914541787833e-13,3.1686638033379637e-13,8.457222171928551e-13,5.60748298090348e-19,3.208211996303844e-20
1.5829553003891565e-07,0.11224860982748353,0.0,0.0,0.0,0.0,0.9999701130627218,4.870111748401161e-05,1.448220289431175e-06,1.4880521809728897e-06,8.543506984480148e-07,3.3441298956726047e-06,2.897042214311117e-06,3.4160078649771496e-13,4.4769947918291216e-13,1.300240751014502e-12,8.621219533901845e-19,5.834698054138787e-20
1.6912540890609174e-07,0.11224887370246778,0.0,0.0,0.0,0.0,0.9999676266062807,5.19200425140072e-05,1.611043252474566e-06,1.6965847967297383e-06,9.545450271573062e-07,3.954033779831311e-06,3.4339954028775826e-06,4.31372731815628e-13,5.821818015844184e-13,1.802052228669671e-12,1.1948510970741948e-18,9.182766119010849e-20
1.7995528777326782e-07,0.11224914495796065,0.0,0.0,0.0,0.0,0.9999650664216495,5.5124354688348654e-05,1.7816861308777412e-06,1.9185249413307194e-06,1.0600167901570149e-06,4.630448403840592e-06,4.03202715752487e-06,5.371969764708817e-13,7.454887258281573e-13,2.4492778037955e-12,1.624078079225239e-18,1.4061615856823752e-19
1.907851666404439e-07,0.11224942393718763,0.0,0.0,0.0,0.0,0.9999624294802809,5.831402960991215e-05,1.9601019451213784e-06,2.153828685393895e-06,1.1707336463327687e-06,5.376483420967816e-06,4.694261845163699e-06,6.607733008610246e-13,9.416881183505347e-13,3.2720940903881637e-12,2.1696440397633333e-18,2.1018391811967145e-19
2.0161504550762e-07,0.11224971098121261,0.0,0.0,0.0,0.0,0.9999597127727503,6.148904322400132e-05,2.14624307235969e-06,2.402452764575379e-06,1.2866628109801072e-06,6.195229496868986e-06,5.423804421535036e-06,8.038717083078789e-13,1.1751690820517583e-12,4.30481606933099e-12,2.8543201462963554e-18,3.074878417204209e-19
2.1244492437479607e-07,0.11225000642889217,0.0,0.0,0.0,0.0,0.9999569133090279,6.464937183056715e-05,2.340061245717971e-06,2.6643545648977005e-06,1.407771065537171e-06,7.089758039030064e-06,6.223740163414965e-06,9.683307277398379e-13,1.4506501622297003e-12,5.58621443427976e-12,3.7041191487108326e-18,4.412600372727073e-19
2.2327480324197216e-07,0.11225031061685309,0.0,0.0,0.0,0.0,0.9999540281187446,6.779499209631289e-05,2.5415075588279843e-06,2.9394921081118204e-06,1.53402476249419e-06,8.063120926907406e-06,7.097134406551231e-06,1.1560556930072711e-12,1.7731872105160778e-12,7.159842639821345e-12,4.747657380587279e-18,6.223366937675168e-19
2.3410468210914824e-07,0.1122506238794636,0.0,0.0,0.0,0.0,0.9999510542514555,7.09258810667656e-05,2.7505324745115253e-06,3.2278240370322246e-06,1.6653898264507894e-06,9.118350241577156e-06,8.047032287134096e-06,1.369017022173505e-12,2.1481809025719856e-12,9.074370055804614e-12,6.0169132134045246e-18,8.640278851542128e-19
2.4493456097632436e-07,0.11225094654880349,0.0,0.0,0.0,0.0,0.9999479887768992,7.40420161782221e-05,2.967085833451446e-06,3.5293096009203067e-06,1.8018317555703161e-06,1.0258457998461512e-05,9.076458486131096e-06,1.6092485152531067e-12,2.5813839403043114e-12,1.138392334593482e-11,7.548479178819852e-18,1.182530442715972e-18
2.665943187106765e-07,0.11225162142438601,0.0,0.0,0.0,0.0,0.9999415713874047,8.022993659427152e-05,3.422574166081509e-06,4.171581575161093e-06,2.089806100436142e-06,1.2805254992892246e-05,1.1385890756978246e-05,2.1799637454019696e-12,3.6472296245302044e-12,1.7434003612454538e-11,1.156124195288387e-17,2.13205256066036e-18
2.860881006715935e-07,0.11225226426701647,0.0,0.0,0.0,0.0,0.9999354534659823,8.574838883091849e-05,3.857745216392733e-06,4.794214872085174e-06,2.365991201904127e-06,1.5417452968576014e-05,1.3766282448872222e-05,2.8085111493147834e-12,4.8707225053411936e-12,2.4897228924160688e-11,1.6508658905621075e-17,3.488109170931948e-18
3.055818826325105e-07,0.11225294264441724,0.0,0.0,0.0,0.0,0.9999289941152584,9.12187067614681e-05,4.31650055854497e-06,5.458858364448472e-06,2.658069773718886e-06,1.8350555121975486e-05,1.64504240134551e-05,3.5597578958492244e-12,6.3890644051580474e-12,3.476893818597258e-11,2.3056852982765237e-17,5.5304170003305054e-18
3.2507566459342746e-07,0.11225365840689025,0.0,0.0,0.0,0.0,0.9999221770093615,9.664077446906043e-05,4.798526013176068e-06,6.1652943990057325e-06,2.9658257917150962e-06,2.162136766053456e-05,1.945518261226786e-05,4.447629330435223e-12,8.249363855407257e-12,4.760937305864343e-11,3.1562721592124006e-17,8.530352146743225e-18
3.4456944655434444e-07,0.11225441337852553,0.0,0.0,0.0,0.0,0.9999149860542678,0.00010201448106040031,5.303501437880168e-06,6.913310527951671e-06,3.2890391147105963e-06,2.524646570152542e-05,2.2797190971068995e-05,5.486578394631273e-12,1.0502885294529516e-11,6.406545559629701e-11,4.2500163228225354e-17,1.2840612737744254e-17
3.640632285152614e-07,0.1122552093567155,0.0,0.0,0.0,0.0,0.9999074053922941,0.00010733972087488867,5.831100878770976e-06,7.702699236852063e-06,3.627485578722502e-06,2.9242188650066677e-05,2.6492842937336495e-05,6.691552926187827e-12,1.3205131155375227e-11,8.487813110323007e-11,5.623444855049766e-17,1.8912130591052798e-17
3.835570104761784e-07,0.11225604811167468,0.0,0.0,0.0,0.0,0.9998994194065262,0.00011261639369044977,6.380992710852116e-06,8.533257673943873e-06,3.980937109477697e-06,3.362463565763252e-05,3.0558289102949264e-05,8.077963170498395e-12,1.6415909118443857e-11,1.1088977950036436e-10,7.367231505661934e-17,2.7313832318460913e-17
4.030507924370954e-07,0.11225693138597571,0.0,0.0,0.0,0.0,0.9998910127251002,0.00011784440492383453,6.952839802715527e-06,9.404787381261747e-06,4.349161825497398e-06,3.8409661200319056e-05,3.500943256296685e-05,9.661649109810016e-12,2.0199386299306842e-11,1.4305182761448615e-10,9.447004899618463e-17,3.875534653612069e-17
4.2254457439801236e-07,0.11225786089410253,0.0,0.0,0.0,0.0,0.9998821702253142,0.00012302366582439013,7.546299705696131e-06,1.0317094028018795e-05,4.7319241338396465e-06,4.3612870808258484e-05,3.986192484073308e-05,1.1458848476919702e-11,2.46241351065205e-11,1.824325626103095e-10,1.2206335829023778e-16,5.4111849104888966e-17
4.4203835635892934e-07,0.11225883832200756,0.0,0.0,0.0,0.0,0.9998728770376261,0.00012815409366299582,8.161024830300946e-06,1.1269987146377981e-05,5.128984846574611e-06,4.924961692078896e-05,4.513116192083241e-05,1.3486163811872351e-11,2.97631689547417e-11,2.3022498333888922e-10,1.4962132550740309e-16,7.445117724163593e-17
4.615321383198463e-07,0.1122598653266735,0.0,0.0,0.0,0.0,0.9998631185495919,0.00013323561191774498,8.796662608266088e-06,1.2263279869654715e-05,5.540101311582648e-06,5.533499481606138e-05,5.0832280340643464e-05,1.5760531819808177e-11,3.569396317395255e-11,2.8775446990701396e-10,1.9933017399328948e-16,1.0106433389729901e-16
4.810259202807633e-07,0.11226094353569768,0.0,0.0,0.0,0.0,0.9998528804096943,0.00013826815045475395,9.45285567660082e-06,1.3296788673120713e-05,5.965027527927611e-06,6.188383863035967e-05,5.6980153388968885e-05,1.829918875954266e-11,4.249846305228289e-11,3.5648659284068684e-10,2.1259376988392378e-16,1.3549948705567787e-16
5.005197022416802e-07,0.1122620745469125,0.0,0.0,0.0,0.0,0.9998421485309723,0.00014325164570097346,1.0129242085970945e-05,1.437033311776475e-05,6.4035142562236716e-06,6.891071755406025e-05,6.358938749489218e-05,2.1119644294297726e-11,5.026308383870998e-11,4.3803470379492436e-10,3.570085482668816e-16,1.7959845825538015e-16
5.200134842025971e-07,0.11226325992804001,0.0,0.0,0.0,0.0,0.9998309090944135,0.0001481860408073363,1.0825455499776124e-05,1.5483735598193967e-05,6.855309158413279e-06,7.642993227574713e-05,7.067431884362627e-05,2.4239641552818366e-11,5.907870053278227e-11,5.341686170137901e-10,3.897545376108284e-16,2.3553592731352514e-16
5.375578879674224e-07,0.11226437452840708,0.0,0.0,0.0,0.0,0.9998203484367664,0.00015258497434507314,1.1468693493330154e-05,1.6519731746129624e-05,7.273092117539074e-06,8.36297729710011e-05,7.746910659968252e-05,2.7318582249756647e-11,6.799004131012316e-11,6.347543316478761e-10,3.989774344592194e-16,2.981005164351445e-16
5.551022917322477e-07,0.11226553551311078,0.0,0.0,0.0,0.0,0.9998093559940088,0.00015694406466092744,1.2127418371236371e-05,1.7587745141549157e-05,7.70125987323364e-06,9.124980856688613e-05,8.467066326044197e-05,3.066790528669914e-11,7.790236556296584e-11,7.502459579333999e-10,5.117165051545882e-16,3.744637225611269e-16
