Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28)
5.803025176381379e-16,0.11224537200001052,0.0,0.0,0.0,0.0,0.9999999999999064,1.8414771068370658e-13,1.5043670038205129e-15,2.717368264031497e-23,1.504366955665875e-15,2.1444935315407614e-23,3.193541298226321e-23,1.955025810953243e-45,2.1191495910582353e-40,5.931742368277984e-48,2.114552905255949e-58,4.605232054174412e-72
1.1611092077503318e-15,0.11224537200002103,0.0,0.0,0.0,0.0,0.9999999999998127,3.68455410635918e-13,3.0100410917260053e-15,1.087655472088011e-22,3.0100408989819637e-15,8.58356302188075e-23,1.2782487725281283e-22,3.131680942693248e-44,1.6966106736226278e-39,9.498529649091455e-47,6.771914106265676e-57,2.952539598162282e-70
2.322722587974719e-15,0.11224537200004203,0.0,0.0,0.0,0.0,0.9999999999996254,7.370708103770173e-13,6.021389493815886e-15,4.3520386241556435e-22,6.0213887225887015e-15,3.434543417086789e-22,5.114660025071754e-22,5.013601620056069e-43,1.357808122380511e-38,1.520387611655182e-45,2.1677006000974636e-55,1.891291884284233e-68
4.6459493484234944e-15,0.1122453720000841,0.0,0.0,0.0,0.0,0.9999999999992508,1.4743016092059214e-12,1.2044087203111128e-14,1.741098836553582e-21,1.2044084117700533e-14,1.3740411288701945e-21,2.046197007743766e-21,8.024088202505501e-42,1.086459115812213e-37,2.4331288699328896e-44,6.93667119040951e-54,1.2109651585797145e-66
9.292402869321045e-15,0.1122453720001682,0.0,0.0,0.0,0.0,0.9999999999985015,2.9487632042505507e-12,2.4089486242162642e-14,6.964962155290197e-21,2.4089473899518484e-14,5.496612779516064e-21,8.185453780127137e-21,1.28403864208735e-40,8.692599333242898e-37,3.893446069944519e-43,2.219053882423798e-52,7.751961548176426e-65
1.8585309911116143e-14,0.1122453720003364,0.0,0.0,0.0,0.0,0.999999999997003,5.8976863838870985e-12,4.8180298802102737e-14,2.7860982239106694e-20,4.818024942953855e-14,2.1987353342862702e-20,3.2743144316528027e-20,2.054604504282446e-39,6.954571402025289e-36,6.229970836206283e-42,7.095501526871373e-51,4.961905078671915e-63
3.7171123994706346e-14,0.11224537200067282,0.0,0.0,0.0,0.0,0.9999999999940058,1.1795532701349339e-11,9.636198184927481e-14,1.114461959081202e-19,9.636178435517143e-14,8.795126317184535e-20,1.309752169078707e-19,3.287465484587858e-38,5.564048067394473e-35,9.968655691892843e-41,2.2668892124789264e-49,3.175927730300026e-61
7.434275216188675e-14,0.11224537200134563,0.0,0.0,0.0,0.0,0.9999999999880116,2.3591225169030418e-11,1.9272557965233533e-13,4.457893149797294e-19,1.9272478966925692e-13,3.518091148709085e-19,5.239059965816687e-19,5.259972620850287e-37,4.4517055015751225e-34,1.5951488261784575e-39,7.230381958423753e-48,2.0328211908482235e-59
1.4868600849624754e-13,0.11224537200269129,0.0,0.0,0.0,0.0,0.9999999999760232,4.718260943541897e-11,3.8545370208971223e-13,1.7831663018817545e-18,3.854505421522964e-13,1.407247484279067e-18,2.095633041243945e-18,8.41581594485142e-36,3.562048289337735e-33,2.5527139797338314e-38,2.298682899189886e-46,1.7194237486654507e-57
2.9737252116496916e-13,0.11224537200538258,0.0,0.0,0.0,0.0,0.9999999999520464,9.436537529230162e-11,7.709136542606145e-13,7.132683125316845e-18,7.709010145665668e-13,5.629035189742505e-18,8.382540650863263e-18,1.346467337796878e-34,2.850707494059909e-32,4.085826171693341e-37,7.261351698061648e-45,1.1050259229293839e-55
5.947455465024123e-13,0.11224537201076515,0.0,0.0,0.0,0.0,0.9999999999040926,1.8873089630248881e-10,1.5418483875560136e-12,2.853076700747734e-17,1.5417978294176028e-12,2.2516416885583785e-17,3.3530102587316295e-17,2.154130818365545e-33,2.2822660227000505e-31,6.542038873259665e-36,2.2654968175080523e-43,7.077823066119638e-54
1e-12,0.11224537202153033,0.0,0.0,0.0,0.0,0.9999999998387421,3.1733045212049856e-10,2.5925043853350246e-12,8.685260839288222e-17,2.5923504813933773e-12,6.854523911074644e-17,1.0207090573780253e-16,2.4166394532579413e-32,1.3186576865394492e-30,7.350999073903209e-35,4.776916998171987e-42,3.1136782703357766e-52
1.1894915971772988e-12,0.11224537202153033,0.0,0.0,0.0,0.0,0.9999999998081851,3.7746189550854984e-10,3.0837771681133102e-12,1.14123126407084e-16,3.0835749410473947e-12,9.006770472305327e-17,1.3411967447731196e-16,3.4459036532426346e-32,1.8285287712040886e-30,1.0482331511885466e-34,6.904608287163982e-42,4.536497892902206e-52
1.784237647852185e-12,0.11224537203229551,0.0,0.0,0.0,0.0,0.9999999997122775,5.661928519002925e-10,4.625765260789308e-12,2.425116682702964e-16,4.625335536442414e-12,1.9139681627583265e-16,2.850031555878157e-16,1.3136259450112634e-31,5.233629106307141e-30,3.861247346894419e-34,3.0918710688644303e-41,2.2520633620108304e-51
2.3789836985270714e-12,0.11224537204306065,0.0,0.0,0.0,0.0,0.9999999996163698,7.54923765477712e-10,6.16781266373631e-12,4.13696383425423e-16,6.167079617440067e-12,3.2650505077297153e-16,4.861800071821845e-16,3.534131268399346e-31,1.1051292059393791e-29,9.801186985118722e-34,9.058407454993119e-41,9.534667729613041e-51
3.568475799876844e-12,0.11224537206459097,0.0,0.0,0.0,0.0,0.999999999424554,1.1323854921499289e-09,9.25204666147384e-12,8.5650578426510345e-16,9.250529026854728e-12,6.760030833236924e-16,1.0065675007468522e-15,1.4292702073747654e-30,3.025784468489409e-29,3.433840381002821e-33,3.8529068682463806e-40,8.611343747072737e-50
4.7579679012266165e-12,0.11224537208612137,0.0,0.0,0.0,0.0,0.9999999992327381,1.5098470613785447e-09,1.233649874888365e-11,1.4566919025357587e-15,1.2333917722201501e-11,1.149729790756496e-15,1.7118971805623983e-15,3.871077213372124e-30,6.344875308413973e-29,8.594144152107536e-33,1.098360982195356e-39,3.4015118691939705e-49
7.136952103926162e-12,0.11224537212918215,0.0,0.0,0.0,0.0,0.999999998849105,2.26476968284582e-09,1.8506118977491787e-11,3.173833889804349e-15,1.850049582515596e-11,2.505160523383788e-15,3.729819746395988e-15,1.9404159149826867e-29,2.014873946365805e-28,4.0011378638140097e-32,6.992470831752718e-39,4.099870631495067e-48
9.515936306625707e-12,0.11224537217224301,0.0,0.0,0.0,0.0,0.9999999984654704,3.019691622815197e-09,2.4676683032913065e-11,5.5721829050482625e-15,2.466681130339902e-11,4.3984426015581116e-15,6.548215906057703e-15,5.819661093422e-29,4.605159164495119e-28,1.1648962029496756e-31,2.4080535554607887e-38,1.965469341059184e-47
1e-11,0.11224537225836484,0.0,0.0,0.0,0.0,0.99999999838741,3.173299243511178e-09,2.5932354318321572e-11,6.143976941039043e-15,2.5921469762434334e-11,4.849852556826189e-15,7.220142029926132e-15,7.282525873648873e-29,5.367247233316445e-28,1.4546239198068778e-31,3.1874800368480497e-38,3.080793514895985e-47
1.4273904712024797e-11,0.11224537225836484,0.0,0.0,0.0,0.0,0.9999999976981966,4.529533448839886e-09,3.702065506298143e-11,1.2421913752655741e-14,3.6998651358262494e-11,9.806420186968907e-15,1.4597315670112758e-14,3.0081184602144676e-28,1.5544455142064301e-27,5.980526666855987e-31,1.640388718105507e-37,2.4649259606759036e-46
2.3789841522822978e-11,0.1122453724306093,0.0,0.0,0.0,0.0,0.9999999961636312,7.549208883129574e-09,6.171997378670038e-11,3.433557943487559e-14,6.165917094515362e-11,2.7112433410667827e-14,4.0346064466618365e-14,2.4532232295331683e-27,7.47447834440026e-27,5.058320032273746e-30,1.8836853057672257e-36,6.169466161018595e-45
4.282171514441934e-11,0.11224537277510112,0.0,0.0,0.0,0.0,0.9999999930944292,1.3588526871749074e-08,1.1116409052851893e-10,1.1102840306902444e-13,1.1096759604464623e-10,8.771391033054945e-14,1.3044695073246956e-13,2.706608129055092e-26,4.66799001522398e-26,6.000264214016363e-29,2.8372778379654984e-35,2.44321604706284e-43
6.18535887660157e-11,0.11224537311959683,0.0,0.0,0.0,0.0,0.9999999900251321,1.9627801019847936e-08,1.6066880589623657e-10,2.3154214330287e-13,1.602592430470141e-10,1.8299728558451385e-13,2.720076385446138e-13,1.0710728463598536e-25,1.4026821847404542e-25,2.39154725526717e-28,1.2153589105812026e-34,1.708203158679831e-42
8.088546238761206e-11,0.1122453734640964,0.0,0.0,0.0,0.0,0.9999999869557393,2.566703132613685e-08,2.1023406411833292e-10,3.9587765054308656e-13,2.095341685393626e-10,3.1300386444773684e-13,4.65012828662092e-13,2.939532079424619e-25,3.15170271914956e-25,6.602592785519862e-28,3.50765765881472e-34,7.54427809472053e-42
9.991733600920842e-11,0.11224537380859989,0.0,0.0,0.0,0.0,0.9999999838862514,3.17062177900794e-08,2.5985980652991493e-10,6.040350078747436e-13,2.587924312336934e-10,4.77775680831262e-13,7.094458250061743e-13,6.572755674611147e-25,6.0195180340953425e-25,1.4908501422560857e-27,8.172483494209243e-34,2.541214994484525e-41
9.999999999999999e-11,0.11224537449761864,0.0,0.0,0.0,0.0,0.9999999838729192,3.173244859867985e-08,2.6007548530490006e-10,6.050347109892185e-13,2.5900634576809916e-10,4.785672438003996e-13,7.106196567078437e-13,6.593686084352324e-25,6.034887248718943e-25,1.4956851751681904e-27,8.199982629731154e-34,2.5545223097395913e-41
1.3798108325240115e-10,0.11224537449761864,0.0,0.0,0.0,0.0,0.9999999777469902,4.378445919012361e-08,3.592925252867535e-10,1.1518143941998641e-12,3.572591858511718e-10,9.117697315748846e-13,1.3525322522705589e-12,2.2703078884951098e-24,1.6409128156079366e-24,5.297960853800087e-27,3.0281952879207725e-33,1.7745309191402592e-40
1.7604483049559387e-10,0.11224537518665297,0.0,0.0,0.0,0.0,0.9999999716073481,5.5862525218211185e-08,4.589664898320313e-10,1.8748784368672715e-12,4.556599770805039e-10,1.4853138878299555e-12,2.201131045171228e-12,5.8129110118361824e-24,3.553914855734894e-24,1.399032019327514e-26,8.202661280565832e-33,7.284486555456004e-40
2.141085777387866e-10,0.11224537587570306,0.0,0.0,0.0,0.0,0.9999999654673255,6.794041587278693e-08,5.588812040172291e-10,2.7732248646262562e-12,5.539952984957132e-10,2.1987593919279324e-12,3.255099720395318e-12,1.2454534326376534e-23,6.697463322322501e-24,3.1043938089281593e-26,1.852898709893064e-32,2.320327825253601e-39
2.9023607222517204e-10,0.11224537725385042,0.0,0.0,0.0,0.0,0.9999999531861389,9.20956710569257e-08,7.594309626576891e-10,5.0957544611650025e-12,7.504714389410485e-10,4.046714422489779e-12,5.978599050297462e-12,4.193540922967855e-23,1.8481502835423294e-23,1.1565405670822977e-25,7.09003736829466e-32,1.7689853565463736e-38
3.663635667115575e-10,0.11224537863206106,0.0,0.0,0.0,0.0,0.9999999409034315,1.162502247322586e-07,9.609379909924942e-10,8.119383826953869e-12,9.46691395702045e-10,6.4583400035649684e-12,9.52194573548003e-12,1.0543781432420684e-22,4.0780318344154326e-23,3.178497763070988e-25,1.978373763516874e-31,7.662877243396187e-38
4.424910611979429e-10,0.11224538001033525,0.0,0.0,0.0,0.0,0.9999999286192046,1.404040768886126e-07,1.1633985295991324e-09,1.1844093691706665e-11,1.1426589066060248e-09,9.43631320615769e-12,1.3884077857198305e-11,2.2161900529183876e-22,7.811774391885751e-23,7.242841844507373e-25,4.553121134286138e-31,2.4942175852465146e-37
5.186185556843284e-10,0.11224538138867325,0.0,0.0,0.0,0.0,0.9999999163334591,1.6455722751581047e-07,1.366808848613758e-09,1.6269864813134305e-11,1.3383776799551698e-09,1.2983298376109267e-11,1.906395029945598e-11,4.131233871385691e-22,1.3580314930740342e-22,1.455782252361917e-24,9.216956908109166e-31,6.790696311570467e-37
6.708735446570993e-10,0.112245384145542,0.0,0.0,0.0,0.0,0.9999998917574167,2.1286142414191634e-07,1.7764640671042442e-09,2.7224513849693152e-11,1.7290836885119776e-09,2.179490355741637e-11,3.187283593035753e-11,1.1372755599445918e-21,3.386936357749975e-22,4.663554775481588e-24,2.9827768788770998e-30,3.8075107659037996e-36
8.231285336298701e-10,0.11224538690266966,0.0,0.0,0.0,0.0,0.9999998671753125,2.611628145289752e-07,2.189874276961697e-09,4.098317694177458e-11,2.118838618372654e-09,3.2914292753258895e-11,4.7940533580505494e-11,2.527941537610784e-21,7.070430123080255e-22,1.1804529371892898e-23,7.597697311652487e-30,1.4393013031903962e-35
9.75383522602641e-10,0.11224538966005855,0.0,0.0,0.0,0.0,0.9999998425871548,3.0946139859540197e-07,2.6070104974246466e-09,5.7545700046669967e-11,2.507671277796818e-09,4.6362449349820814e-11,6.725920914730281e-11,4.885661487434447e-21,1.3104320341185043e-21,2.5600725163410147e-23,1.6548496004508926e-29,4.3197873575542245e-35
9.999999999999999e-10,0.11224539241771106,0.0,0.0,0.0,0.0,0.9999998386111912,3.172700154740383e-07,2.674800757518419e-09,6.048681622999276e-11,2.5704527748720732e-09,4.875684041724147e-11,7.068742363301023e-11,5.3812839777114804e-21,1.4356123221604211e-21,2.8711602115772985e-23,1.857031448426442e-29,5.098828203618806e-35
1.127638511575412e-09,0.11224539241771106,0.0,0.0,0.0,0.0,0.9999998179929516,3.577571762596741e-07,3.0278441553803262e-09,7.691192908314384e-11,2.8956100674091886e-09,6.216019310850636e-11,8.98212725645088e-11,8.559380018965955e-21,2.230912887648195e-21,4.982540926736556e-23,3.2310192597403033e-29,1.1124078689875048e-34
1.279893500548183e-09,0.1122453951756294,0.0,0.0,0.0,0.0,0.9999997933927102,4.060501474403449e-07,3.45234708014667e-09,9.908170993776562e-11,3.282682985422678e-09,8.032818146678027e-11,1.1561937387935854e-10,1.3941821370282066e-20,3.562914336114992e-21,8.94734208373134e-23,5.816377166819726e-29,2.5583332699146316e-34
1.5844034784937248e-09,0.11224540069227282,0.0,0.0,0.0,0.0,0.9999997441741426,5.026276700254466e-07,4.312249892321894e-09,1.518313105146671e-10,4.054341354653817e-09,1.2385677696414037e-10,1.768953905847554e-10,3.158095443510591e-20,7.89698735064405e-21,2.420589080970002e-22,1.5791995114216026e-28,1.0675893787956996e-33
1.8584624586447126e-09,0.11224540565818397,0.0,0.0,0.0,0.0,0.9999996998568536,5.895378413625208e-07,5.098436546882639e-09,2.0889255161452837e-10,4.746145645133486e-09,1.713428212904888e-10,2.4304199643841e-10,5.798550306308457e-20,1.4398475388348083e-20,5.128440907225863e-22,3.353416060151274e-28,3.108021674348796e-33
2.1325214387957e-09,0.11224541062499162,0.0,0.0,0.0,0.0,0.9999996555201097,6.764389184293238e-07,5.896091014594762e-09,2.7503490257257073e-10,5.435562441484308e-09,2.2682266187160138e-10,3.1956949727653287e-10,9.763770190660053e-20,2.425474920476631e-20,9.84393593748431e-22,6.44787881521012e-28,7.851394572932878e-33
2.4065804189466876e-09,0.11224541559270858,0.0,0.0,0.0,0.0,0.999999611163947,7.633309007533547e-07,6.705062632915919e-09,3.50257463648967e-10,6.12274140096359e-09,2.9041127483038183e-10,4.0644315919721926e-10,1.5397254441028519e-19,3.8453620443250576e-20,1.751764816181164e-21,1.1489680700653775e-27,1.7789405474389989e-32
2.680639399097675e-09,0.11224542056134752,0.0,0.0,0.0,0.0,0.9999995667884,8.502137878627676e-07,7.525204424711093e-09,4.3455933487766576e-10,6.807828495529936e-09,3.6222214975759594e-10,5.03630447233032e-10,2.3065733252546403e-19,5.810682654430103e-20,2.9359914562665735e-21,1.927776566822931e-27,3.700238003995669e-32
2.9546983792486627e-09,0.11224542553092087,0.0,0.0,0.0,0.0,0.9999995223935002,9.370875792863564e-07,8.356373030835695e-09,5.279396160837527e-10,7.490966079241424e-09,4.4236731674209213e-10,6.111009849649705e-10,3.315676957414164e-19,8.44501173125353e-20,4.6871623086769655e-21,3.0803345849240756e-27,7.182244319907062e-32
3.2287573593996503e-09,0.11224543050144108,0.0,0.0,0.0,0.0,0.9999994779792779,1.0239522745535385e-06,9.198428633688074e-09,6.303974069019732e-10,8.172292964684691e-09,5.309573770266379e-10,7.28826508730748e-10,4.607661203020031e-19,1.1884303663238087e-19,7.187533450194134e-21,4.727054114639097e-27,1.3166940595813436e-31
3.776875319701625e-09,0.11224544044537026,0.0,0.0,0.0,0.0,0.9999993890929751,1.197654374739368e-06,1.0914658780432324e-08,8.625419150673029e-10,9.530052670104664e-09,7.33907633626687e-10,9.949397324354086e-10,8.211086120049977e-19,2.1783143808058903e-19,1.5343181333352614e-20,1.0102648940355017e-26,3.859351132710789e-31
4.3249932800036e-09,0.11224545039323075,0.0,0.0,0.0,0.0,0.9999993001296903,1.3713200846673907e-06,1.26728439875216e-08,1.13098565333024e-09,1.088215044984818e-08,9.71930424778493e-10,1.3017843689091879e-09,1.3472645568078987e-18,3.6840180951862923e-19,2.9618563815208914e-20,1.9519436074510833e-26,9.801105064132358e-31
4.8731112403055755e-09,0.1122454603451158,0.0,0.0,0.0,0.0,0.9999992110895918,1.544949400593554e-06,1.4471984587070309e-08,1.435721413765174e-09,1.2229577932433413e-08,1.2458625854652712e-09,1.649205208962547e-09,2.076800473185232e-18,5.858232284359954e-19,5.2940926850632214e-20,3.4913560625667506e-26,2.230163782760997e-30
5.4212292006075506e-09,0.11224547030111649,0.0,0.0,0.0,0.0,0.9999991219728186,1.7185423187820828e-06,1.631112957051987e-08,1.776741987075472e-09,1.357327808653969e-08,1.556521305367874e-09,2.037076058378278e-09,3.049043970429342e-18,8.87279351472419e-19,8.904284599516631e-20,5.875459260282005e-26,4.656301249360156e-30
5.969347160909526e-09,0.11224548026132175,0.0,0.0,0.0,0.0,0.9999990327794829,1.8920988355050258e-06,1.8189374361719853e-08,2.1540401630392696e-09,1.4914147447481684e-08,1.9047050236294546e-09,2.465298405756729e-09,4.304950809938297e-18,1.2918468456672393e-18,1.4255096954267364e-19,9.410438530598631e-26,9.070731705040808e-30
6.517465121211501e-09,0.11224549022581846,0.0,0.0,0.0,0.0,0.9999989435096692,2.06561894704182e-06,2.010585866407587e-08,2.5676087309575016e-09,1.625303826961486e-08,2.291194293234423e-09,2.9338001340419485e-09,5.886895918607364e-18,1.8204776287608397e-18,2.190788720178718e-19,1.4467865820937324e-25,1.6683660210082322e-29
7.065583081513476e-09,0.11224550019469177,0.0,0.0,0.0,0.0,0.9999988541634379,2.239102649678826e-06,2.2059764138282977e-08,3.0174404801341666e-09,1.7590760848124112e-08,2.7167527134387524e-09,3.4425341306841595e-09,7.838435958392249e-18,2.49597916657572e-18,3.253269023172155e-19,2.1491321929749157e-25,2.923061071805533e-29
7.613701041815451e-09,0.11224551016802499,0.0,0.0,0.0,0.0,0.9999987647408262,2.4125499397088554e-06,2.405031207227595e-08,3.5035282003237114e-09,1.8928085848626825e-08,3.182127866171787e-09,3.991476893991589e-09,1.0204257901051153e-17,3.3429884268712845e-18,4.691789528858351e-19,3.10028147030935e-25,4.9127751294944896e-29
8.196708838219563e-09,0.11224552078118559,0.0,0.0,0.0,0.0,0.9999986695423044,2.596997855885087e-06,2.620695178395677e-08,4.060340382920071e-09,2.0350921083690636e-08,3.721645545024097e-09,4.619490724964244e-09,1.3226938513369184e-17,4.461808934093568e-18,6.737324902403732e-19,4.453073625829798e-25,8.207047272552559e-29
8.779716634623675e-09,0.11224553139958014,0.0,0.0,0.0,0.0,0.9999985742573744,2.7814045676757704e-06,2.8403362916881133e-08,4.658154274799937e-09,2.177497209560101e-08,4.307901607633297e-09,5.293019908346267e-09,1.6827167118021836e-17,5.838635843508419e-18,9.438786764630228e-19,6.2399908711828125e-25,1.3238301028383406e-28
9.362724431027787e-09,0.1122455420233028,0.0,0.0,0.0,0.0,0.9999984788859999,2.9657700706412756e-06,3.0638742660233586e-08,5.2969612034604806e-09,2.3201032001145305e-08,4.941741371110239e-09,6.012116133840088e-09,2.106298531280584e-17,7.509767827768637e-18,1.2941552229283344e-18,8.557320698418462e-25,2.070918886825978e-28
9.945732227431899e-09,0.11224555265244571,0.0,0.0,0.0,0.0,0.9999983834281204,3.1500943603484854e-06,3.291232967287207e-08,5.976752498698526e-09,2.462985244272698e-08,5.6239933674638895e-09,6.7768557769336075e-09,2.599368169237754e-17,9.513737238150847e-18,1.741073711751335e-18,1.1514433114351608e-24,3.153371953022925e-28
9.999999999999999e-09,0.11224556618209701,0.0,0.0,0.0,0.0,0.9999983745382671,3.167249613219852e-06,3.3125878437403125e-08,6.042113818245928e-09,2.4763016524570942e-08,5.689990890228062e-09,6.850364982165739e-09,2.649013342185659e-17,9.718632408669017e-18,1.788233296898744e-18,1.1826494426583095e-24,3.275116773928997e-28
1.0687395246613684e-08,0.11224556618209701,0.0,0.0,0.0,0.0,0.9999982618679193,3.3845196640808994e-06,3.5858717016832155e-08,6.900754952074136e-09,2.645260947490494e-08,6.5631540979141384e-09,7.81583045007723e-09,3.3366087727818625e-17,1.2608523283962394e-17,2.4788382428679437e-18,1.6396688563874377e-24,5.202798426803538e-28
1.142905826579547e-08,0.11224557972084859,0.0,0.0,0.0,0.0,0.999998140167363,3.6188782552898693e-06,3.886437062843519e-08,7.89105138098412e-09,2.8282363582297675e-08,7.583613053552842e-09,8.929090959707444e-09,4.20888603603288e-17,1.639700029438426e-17,3.4467702152036786e-18,2.280301343925456e-24,8.301389238025048e-28
1.2170721284977254e-08,0.11224559326887824,0.0,0.0,0.0,0.0,0.9999980183261726,3.853170124888777e-06,4.192798168576457e-08,8.947623957681317e-09,3.0120403581131525e-08,8.686971196437074e-09,1.0116948363055413e-08,5.229286024148478e-17,2.0973731028124953e-17,4.694503386737818e-18,3.1062244591392253e-24,1.286232336759101e-27
1.291238430415904e-08,0.11224560682636037,0.0,0.0,0.0,0.0,0.9999978963440187,4.087395263804006e-06,4.50483267578149e-08,1.0070454864449276e-08,3.1967932880331755e-08,9.874794855228217e-09,1.1379764478071675e-08,6.411189347510724e-17,2.6438820426521075e-17,6.278194868652841e-18,4.154646080873699e-24,1.941945059863552e-27
1.3654047323340825e-08,0.11224562039346536,0.0,0.0,0.0,0.0,0.9999977742205253,4.321553662973886e-06,4.8224261840336896e-08,1.1259526294582443e-08,3.382607544468194e-08,1.1148618122322003e-08,1.2717948316409505e-08,7.768270892624467e-17,3.289782550534713e-17,8.260895532480416e-18,5.4673439521990545e-24,2.8651144061735507e-27
1.439571034252261e-08,0.11224563397036048,0.0,0.0,0.0,0.0,0.9999976519552705,4.5556453133479565e-06,5.1454717402800826e-08,1.2514820453177923e-08,3.569588074705328e-08,1.2509944841920985e-08,1.413195311846905e-08,9.314488816767989e-17,4.046168935057691e-17,1.0712913808773868e-17,7.090906962477339e-24,4.140790263090886e-27
1.5137373361704395e-08,0.11224564755720981,0.0,0.0,0.0,0.0,0.9999975295477929,4.789670205886223e-06,5.4738693673590924e-08,1.3836319557830843e-08,3.757832848249733e-08,1.3960250504347125e-08,1.562227353291369e-08,1.1064084069261758e-16,4.924666654230676e-17,1.3712169643047453e-17,9.076969900620702e-24,5.8745137796576076e-27
1.587903638088618e-08,0.11224566115417416,0.0,0.0,0.0,0.0,0.9999974069975909,5.023628331558373e-06,5.807525568356971e-08,1.52240058394335e-08,3.9474333523866204e-08,1.5500984236675788e-08,1.7189442650877006e-08,1.3031571609144953e-16,5.937425199023301e-17,1.734455448694169e-17,1.1482452208034681e-23,8.19535100266242e-27
1.6620699400067965e-08,0.11224567476141195,0.0,0.0,0.0,0.0,0.9999972843041286,5.257519681343164e-06,6.146352922048405e-08,1.6677861542703615e-08,4.138474996685889e-08,1.713357042895186e-08,1.8834029586595232e-08,1.5231736155925791e-16,7.0971110238178e-17,2.1704271749125084e-17,1.4369783783530262e-23,1.125998999512904e-26
1.736236241924975e-08,0.1122456883790787,0.0,0.0,0.0,0.0,0.999997161466835,5.491344246227745e-06,6.490269640028407e-08,1.8197868926930157e-08,4.331037555794136e-08,1.8859410511409825e-08,2.0556636825954267e-08,1.7679621949483717e-16,8.416901753038502e-17,2.6894194678319764e-17,1.7807142344237326e-23,1.5256235446950324e-26
1.8104025438431535e-08,0.1122457020073278,0.0,0.0,0.0,0.0,0.9999970384851088,5.725102017207314e-06,6.839199265799137e-08,1.9784010266218128e-08,4.5251954703211225e-08,2.0679884164956338e-08,2.2357898427852265e-08,2.039053046432932e-16,9.910479964123814e-17,3.3026186846188205e-17,2.1868665958772608e-23,2.0408318073097767e-26
1.884568845761332e-08,0.11224571564630995,0.0,0.0,0.0,0.0,0.9999969153583194,5.958792985284424e-06,7.19307024252472e-08,2.1436267850320732e-08,4.72101827900049e-08,2.259635105386383e-08,2.4238477434448177e-08,2.338001389109984e-16,1.1592028393208326e-16,4.022146820402115e-17,2.663469580813164e-23,2.698057286231672e-26
1.9587351476795105e-08,0.11224572929617434,0.0,0.0,0.0,0.0,0.9999967920858082,6.19241714146876e-06,7.551815665929504e-08,2.3154623984721776e-08,4.91857086578088e-08,2.4610151821069315e-08,2.6199064395455565e-08,2.666387408333732e-16,1.3476223999456912e-16,4.8610921772955606e-17,3.2191979660278175e-23,3.52836666865462e-26
2.032901449597689e-08,0.11224574295706763,0.0,0.0,0.0,0.0,0.9999966686668913,6.425974476776738e-06,7.915372973378103e-08,2.493906099104868e-08,5.1179137707028015e-08,2.672260933661327e-08,2.8240375507391467e-08,3.0258158231846037e-16,1.5578233141729527e-16,5.833542520556759e-17,3.8633891721187136e-23,4.5680289091321277e-26
2.1070677515158676e-08,0.1122457566291349,0.0,0.0,0.0,0.0,0.9999965451008612,6.659464982231101e-06,8.283683640763669e-08,2.678956120745769e-08,5.3191034929699955e-08,2.8935029914901346e-08,3.036315079973049e-08,3.4179154510822935e-16,1.791370661801189e-16,6.954618086247865e-17,4.6060651428522166e-23,5.85907974444072e-26
2.181234053434046e-08,0.11224577031251928,0.0,0.0,0.0,0.0,0.9999964213869877,6.892888648860512e-06,8.656692884487192e-08,2.8706106989121268e-08,5.522192788919882e-08,3.124870450977799e-08,3.256815234977967e-08,3.84433876889684e-16,2.0498775905158235e-16,8.240505298435613e-17,5.457954722030714e-23,7.449947304888184e-26
2.272254574498584e-08,0.11224578712111455,0.0,0.0,0.0,0.0,0.9999962693560968,7.1792662526491195e-06,9.120814525426321e-08,3.1148424115284994e-08,5.7741021856974425e-08,3.422841831739576e-08,3.538776896204243e-08,4.4170422711785264e-16,2.403687713419825e-16,1.0069361227604189e-16,6.66960280235855e-23,9.894351600485053e-26
2.363275095563122e-08,0.11224580394722711,0.0,0.0,0.0,0.0,0.9999961170999754,7.465543157735845e-06,9.591847817273282e-08,3.369015602306892e-08,6.029030856587575e-08,3.7364888441114306e-08,3.833389640197075e-08,5.047113181744144e-16,2.8007617419242224e-16,1.2206829261835822e-16,8.085766510667349e-23,1.2993380711784527e-25
2.45429561662766e-08,0.11224582079111224,0.0,0.0,0.0,0.0,0.9999959646171556,7.751719347571489e-06,1.0069711595995199e-07,3.633127020526794e-08,6.28705620356623e-08,4.066041829169814e-08,4.140806150543679e-08,5.737748971619339e-16,3.244372766461081e-16,1.468983645718779e-16,9.730923505035665e-23,1.6885985339481832e-25
2.545316137692198e-08,0.11224583765302266,0.0,0.0,0.0,0.0,0.9999958119061332,8.03779480561804e-06,1.0554331021116622e-07,3.907173419532783e-08,6.548249299477794e-08,4.411728511726411e-08,4.4611828188860244e-08,6.492198378828168e-16,3.7378992183155e-16,1.7558045878980084e-16,1.1631365646967439e-22,2.1733504227253967e-25
2.636336658756736e-08,0.11224585453320828,0.0,0.0,0.0,0.0,0.9999956589653701,8.323769515348252e-06,1.1045637060454115e-07,4.1911515567740707e-08,6.812675403255635e-08,4.773774207335183e-08,4.7946794366652716e-08,7.313760786528979e-16,4.284823972251939e-16,2.0853942322757587e-16,1.381525571067277e-22,2.7722132946476486e-25
