Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31),C4H5(34),C4H5(183)
2.2794244392171684e-05,0.12517202752885764,0.0,0.0,0.0,0.0,0.8831742943912119,0.00043600074241133664,0.0002385834996809288,0.005090305341165714,0.00010580529409327107,0.11286638995321385,0.11229858999734994,9.533831893534373e-08,1.4647480401420482e-06,0.0009494947220263503,6.296694785397044e-10,3.783649347814161e-09,1.521838917304573e-11,3.993525313417141e-11,6.295927547596051e-08,3.0964534570014137e-06,4.9921049525140026e-09,2.5800046688297013e-12,6.901705128052804e-08,8.531648350956353e-10,1.0029634812176663e-10,3.284513881365645e-15
2.3270113450795364e-05,0.12542561276867262,0.0,0.0,0.0,0.0,0.8809002232409887,0.0004357710033573711,0.00023947624649900444,0.005196889282667408,0.00010560885264359022,0.11504697481299223,0.11450502635104753,9.693281329670864e-08,1.499468192674369e-06,0.0009884504061718159,6.555034427400797e-10,3.950318308244791e-09,1.588875603089461e-11,4.168955449822954e-11,6.609005669145546e-08,3.299481707024791e-06,5.319445124961352e-09,2.7507451120866405e-12,7.414075769551567e-08,8.859068418502615e-10,1.066621307132781e-10,3.492981106735142e-15
2.3745982509419045e-05,0.12567765297914663,0.0,0.0,0.0,0.0,0.8786406408073546,0.00043553819050552023,0.0002403556912929061,0.005303216470659728,0.00010541537409946799,0.11721261017109225,0.11669783317436802,9.850689075444344e-08,1.5341849950100424e-06,0.0010279935709965123,6.817270024654372e-10,4.120062746043022e-09,1.6571492907217273e-11,4.347590317353456e-11,6.929815979092761e-08,3.510456619129211e-06,5.65959864302377e-09,2.9282628136638685e-12,7.95008725222476e-08,9.190100295298923e-10,1.1326143314780196e-10,3.709095661139589e-15
2.4221851568042726e-05,0.12592816980096516,0.0,0.0,0.0,0.0,0.8763953444789394,0.00043530240433241693,0.00024122211209646287,0.005409288675542024,0.00010522477437072376,0.1193635059748815,0.11887720251211413,1.0006089510907389e-07,1.5688968336657569e-06,0.0010681154687332349,7.083343565186194e-10,4.292851200994646e-09,1.726647326444382e-11,4.5293956891904324e-11,7.258343951163583e-08,3.729473960074462e-06,6.012719953713763e-09,3.112642377360021e-12,8.510135837349524e-08,9.524641114968743e-10,1.200962807948815e-10,3.9329238715653904e-15
2.4697720626666407e-05,0.12617718434402184,0.0,0.0,0.0,0.0,0.8741641365842296,0.00043506374152933345,0.00024207577841066632,0.005515107637949233,0.00010503697267177402,0.12149986707036875,0.12104332169299162,1.015951623764191e-07,1.603602150881488e-06,0.001108807543753073,7.353198311215214e-10,4.468652473550398e-09,1.7973571613437136e-11,4.7143376417780863e-11,7.59457380277437e-08,3.956626923032748e-06,6.3789593537720105e-09,3.30396615863014e-12,9.09460809737692e-08,9.862590837447586e-10,1.271686161889469e-10,4.164529352307146e-15
2.5173589685290087e-05,0.12642471720658285,0.0,0.0,0.0,0.0,0.8719468242159147,0.0004348222951940967,0.00024291695153222823,0.005620675069604252,0.00010485189134661992,0.1236218933830744,0.12319637349811655,1.031100207814568e-07,1.6382994439450237e-06,0.0011500614263859846,7.626778758171388e-10,4.647435596933911e-09,1.8692663401307764e-11,4.902382523994904e-11,7.938488559535104e-08,4.192006182563027e-06,6.758463078307217e-09,3.5023143111808403e-12,9.703881068475541e-08,1.020385217718273e-09,1.3448029920333793e-10,4.403973010667002e-15
2.5649458743913768e-05,0.1266707884933206,0.0,0.0,0.0,0.0,0.8697432190637416,0.00043457815501213927,0.0002437458848772253,0.005725992654134794,0.00010466945570854323,0.12572978009015512,0.1253365363213144,1.046057902280953e-07,1.6729872624344562e-06,0.0011918689270095546,7.904030595494355e-10,4.829169895903316e-09,1.942362524775879e-11,5.0934970160703116e-11,8.290070123728392e-08,4.435699948327846e-06,7.151373387408839e-09,3.7077648326537e-12,1.0338322405437398e-07,1.0548330365181144e-09,1.4203311332272357e-10,4.65131325236341e-15
2.612532780253745e-05,0.1269154178324905,0.0,0.0,0.0,0.0,0.8675531372551525,0.0004343314074155133,0.0002445628242951299,0.0058310620478640275,0.00010448959389509522,0.12782371778453125,0.12746398432191805,1.0608278362379234e-07,1.7076642045493194e-06,0.0012342220303880095,8.184900669091789e-10,5.013824957917886e-09,2.016633482911599e-11,5.2876481041162705e-11,8.649299310238627e-08,4.687794017396034e-06,7.557828650482415e-09,3.920393609256419e-12,1.0998290538205548e-07,1.0895933179683696e-09,1.4982876619730505e-10,4.9066059996807245e-15
2.660119686116113e-05,0.1271586243924038,0.0,0.0,0.0,0.0,0.8653763992031764,0.00043408213572993307,0.0002453680083680488,0.00593588488057293,0.0001043122367303709,0.12990389263156238,0.12957888757058555,1.0754130700522671e-07,1.7423289171276178e-06,0.0012771128902448077,8.469336945347044e-10,5.201370595565012e-09,2.0920670727205066e-11,5.484803038178705e-11,9.016155897910157e-08,4.948371825325827e-06,7.977963428619609e-09,4.1402744594741194e-12,1.1684134829376128e-07,1.124657092921254e-09,1.5786888900245253e-10,5.169904670499319e-15
2.707706591978481e-05,0.12740042689695005,0.0,0.0,0.0,0.0,0.8632128294610815,0.0004338304203172837,0.0002461616686940074,0.006040462756231713,0.00010413731759684652,0.13197048651877502,0.131681412188618,1.0898165854841386e-07,1.7769800935884454e-06,0.0013205338240612789,8.757288476625494e-10,5.39177693280306e-09,2.168651277622876e-11,5.684929417224539e-11,9.390618700515442e-08,5.2175144962116605e-06,8.411908555296505e-09,4.367479176992219e-12,1.2396195732234076e-07,1.1600156166520372e-09,1.6615504448844884e-10,5.4412604419077926e-15
2.755293497840849e-05,0.1276408436406701,0.0,0.0,0.0,0.0,0.8610622565835719,0.00043357633871210244,0.0002469440301620259,0.006144797253699901,0.00010396477231165091,0.1340236771988541,0.13377172048098232,1.1040413008949714e-07,1.8116164701384877e-06,0.0013644773080939646,9.048705368231196e-10,5.585014354543573e-09,2.2463741859981723e-11,5.887995145049375e-11,9.772665593393037e-08,5.4953008913361066e-06,8.859791214825905e-09,4.602077572541644e-12,1.3134804948861785e-07,1.1956603734190729e-09,1.7468872574670077e-10,5.72072220979938e-15
2.802880403703217e-05,0.12787989250292126,0.0,0.0,0.0,0.0,0.8589245129940911,0.0004333199657510656,0.0002477153112071486,0.006248889927400133,0.0001037945390147626,0.13606363842637004,0.13584997106346428,1.1180900752747948e-07,1.8462368259219476e-06,0.0014089359725897206,9.343538746675557e-10,5.78105345159906e-09,2.325223969042538e-11,6.093968369566462e-11,1.016227354954517e-07,5.7818076567325845e-06,9.321735019054002e-09,4.844137514889773e-12,1.3900285587903673e-07,1.2315830823634106e-09,1.8347135424932173e-10,6.008336524673355e-15
2.8504673095655852e-05,0.1281175909617404,0.0,0.0,0.0,0.0,0.8567994348580066,0.0004330613736960152,0.00024847572406012984,0.00635274230796717,0.00010362655805953737,0.13809054008845204,0.1379163189841609,1.1319656924078914e-07,1.8808399821965096e-06,0.0014539025971958754,9.641740729239033e-10,5.9798651519422495e-09,2.405188933562508e-11,6.302817609914376e-11,1.055941871369835e-07,6.077109269786803e-06,9.797860082505174e-09,5.09372497106779e-12,1.4692952321582465e-07,1.2677756626796465e-09,1.9250429108822758e-10,6.3041479596916485e-15
2.8980542154279533e-05,0.12835395610669992,0.0,0.0,0.0,0.0,0.8546868619611194,0.00043280063234413317,0.0002492254749826876,0.006456355902875375,0.00010346077191648031,0.1401045483299874,0.13997091583985802,1.1456708777267503e-07,1.915424797653531e-06,0.0014993701065548878,9.943264394756253e-10,6.1814206469039764e-09,2.4862574922910885e-11,6.514511693159037e-11,1.0964076425994539e-07,6.381278084655793e-06,1.028828309562355e-08,5.350904045659076e-12,1.5513111541792956e-07,1.3042302379838525e-09,2.017888337044031e-10,6.60819900356941e-15
2.9456411212903213e-05,0.12858900465170806,0.0,0.0,0.0,0.0,0.8525866375934826,0.0004325378091344388,0.0002499647644973617,0.006559732197041529,0.00010329712507156691,0.14210582567335747,0.14201390988730409,1.1592083071942814e-07,1.9499901692568418e-06,0.0015453315660717431,1.0248063755547369e-09,6.3856912918964566e-09,2.5684181239576866e-11,6.729019648963592e-11,1.137622123733113e-07,6.694384376448765e-06,1.07931173960193e-08,5.6157370190914525e-12,1.6361061514874502e-07,1.340939152807332e-09,2.1132621051342046e-10,6.920529884573087e-15
2.9932280271526894e-05,0.12882275294661588,0.0,0.0,0.0,0.0,0.8504986084378747,0.00043227296925049365,0.0002506937875901209,0.006662872653407673,0.00010313556394543424,0.1440945311334042,0.14404544615001616,1.1725805840486698e-07,1.9845350316855558e-06,0.00159178017784069,1.0556093730405572e-09,6.5926488189311405e-09,2.6516594587648876e-11,6.946310912626766e-11,1.1795826989073249e-07,7.016496384853447e-06,1.1312473038816498e-08,5.888284385463559e-12,1.7237092534964204e-07,1.3778949303615438e-09,2.2111759846406332e-10,7.241179145528416e-15
3.0408149330150575e-05,0.12905521698925296,0.0,0.0,0.0,0.0,0.848422624463293,0.00043200617571775076,0.00025141273393272895,0.006765778713498712,0.00010297603679383801,0.14607082032720145,0.1460656665202576,1.185790256268728e-07,2.0190583535802335e-06,0.0016387092767434113,1.0867310118721188e-09,6.802265229738742e-09,2.7359702354002482e-11,7.166355234298306e-11,1.222286683731784e-07,7.347680356312867e-06,1.184645686466858e-08,6.168604889204968e-12,1.8141487075614808e-07,1.4150902737382685e-09,2.311641166190783e-10,7.570183433603382e-15
3.088401838877425e-05,0.1292864124356594,0.0,0.0,0.0,0.0,0.8463585388222927,0.0004317374894892906,0.0002521217880545686,0.006868451797966747,0.0001028184936499267,0.14803484557991112,0.14807470985732687,1.1988398332424266e-07,2.053559135978e-06,0.0016861123266803874,1.1181669575489937e-09,7.014512630427214e-09,2.8213392345341177e-11,7.389122508781888e-11,1.265731324976536e-07,7.688000585506746e-06,1.2395172566653461e-08,6.456755561151505e-12,1.9074519939819992e-07,1.4525180969749907e-09,2.414668157433105e-10,7.907577159342811e-15
3.135988744739793e-05,0.12951635461184144,0.0,0.0,0.0,0.0,0.8443062077533923,0.00043146696954078845,0.00025282112956185395,0.0069708933071067365,0.00010266288621155415,0.14998675602537967,0.15007271208097264,1.211731753500392e-07,2.0880364164532534e-06,0.0017339829169605659,1.1499129587370627e-09,7.229363534995476e-09,2.907755400895794e-11,7.614583061382328e-11,1.309913807986639e-07,8.037519455548555e-06,1.2958720755092418e-08,6.752791753566711e-12,2.0036458407710592e-07,1.4901714746234553e-09,2.520267030425811e-10,8.253393306814278e-15
3.1835756506021613e-05,0.12974505852207893,0.0,0.0,0.0,0.0,0.8422654904859898,0.00043119467294125055,0.00025351093325920335,0.0070731046213699245,0.00010250916782950254,0.15192669770422673,0.1520598062624109,1.2244684010127702e-07,2.1224892595007313e-06,0.0017823147588036524,1.181964844948892e-09,7.44679078381793e-09,2.995207810487375e-11,7.842707588243047e-11,1.3548312612562748e-07,8.3962974782858e-06,1.3537199022538756e-08,7.0567671752073735e-12,2.1027562382773235e-07,1.5280436356102237e-09,2.628447376634965e-10,8.607663286236794e-15
3.2311625564645294e-05,0.12997253886153473,0.0,0.0,0.0,0.0,0.840236249151448,0.0004309206549431133,0.00025419136942095955,0.007175087101833402,0.00010235729333723811,0.1538548136554443,0.15403612270939507,1.2370521332049113e-07,2.1569167635863784e-06,0.0018311016820192834,1.2143185243415462e-09,7.666767180605776e-09,3.0836855245656836e-11,8.073466794042687e-11,1.4004807521004211e-07,8.76439333150438e-06,1.4130702003781632e-08,7.368733923906687e-12,2.204808453509563e-07,1.5661280132892927e-09,2.739218032080294e-10,8.9704160338912e-15
3.2787494623268975e-05,0.1301988100209409,0.0,0.0,0.0,0.0,0.8382183486936985,0.00043064496903355375,0.0002548626037750086,0.007276842090697904,0.00010220721916021849,0.15577124400875383,0.15600178905179263,1.249485238781557e-07,2.1913180508790433e-06,0.0018803376317176705,1.2469699815352305e-09,7.889266043378313e-09,3.173177811248668e-11,8.306831911320574e-11,1.4468592961980086e-07,9.141863898934586e-06,1.4739321440350853e-08,7.688742521308983e-12,2.3098270443840804e-07,1.6044181878393167e-09,2.8525875484306305e-10,9.341679554859768e-15
3.3263363681892656e-05,0.13042388610330682,0.0,0.0,0.0,0.0,0.836211656790284,0.00043036766705048426,0.00025552479796421324,0.0073783709116913825,0.00010205890294993,0.15767612606576692,0.15795693031706048,1.2617699489195186e-07,2.2256922851884644e-06,0.0019300166652953764,1.2799152756142689e-09,8.11426098877422e-09,3.263674058762965e-11,8.5427745149282e-11,1.4939638597238807e-07,9.52876430367086e-06,1.5363146234419115e-08,8.016841942382786e-12,2.417835873482275e-07,1.6429078651364486e-09,2.9685640036520136e-10,9.721480302936939e-15
3.3739232740516336e-05,0.1306477809194424,0.0,0.0,0.0,0.0,0.8342160437642666,0.0004300887991612957,0.00025617810915864325,0.007479674870595554,0.00010191230406686314,0.15956959439132656,0.15990166901463093,1.2739084825810842e-07,2.2600386288591547e-06,0.001980132949271048,1.31315053802875e-09,8.341725635725234e-09,3.355163656259339e-11,8.781266232605017e-11,1.5417913604721662e-07,9.92514795053656e-06,1.6002262517114727e-08,8.353079651912399e-12,2.528858122060934e-07,1.6815909534358215e-09,3.0871548250649754e-10,1.0109842601183772e-14
3.421510179914002e-05,0.13087050801890027,0.0,0.0,0.0,0.0,0.8322313825214113,0.0004298084140811895,0.00025682269116475995,0.007580755255510487,0.00010176738254478531,0.16145178087745118,0.16183612519578391,1.2859029917840093e-07,2.294356322586441e-06,0.0020306807566858346,1.346671970870626e-09,8.571633802003704e-09,3.447636072863763e-11,9.022278899770315e-11,1.5903386623720785e-07,1.0331066549545083e-05,1.6656753686374215e-08,8.697501626070649e-12,2.6429163029602973e-07,1.7204614971371518e-09,3.2083668835264695e-10,1.050678895034487e-14
3.46909708577637e-05,0.13109208065806408,0.0,0.0,0.0,0.0,0.8302575484498195,0.00042952655885842856,0.0002574586927729679,0.007681613337556502,0.00010162410084120338,0.1633228148484669,0.16376041655002166,1.2977555661622427e-07,2.3286445408320314e-06,0.0020816544637664186,1.3804758446606336e-09,8.803960392788879e-09,3.541081215071998e-11,9.265785468754271e-11,1.6396026044592604e-07,1.0746570172821527e-05,1.732670049868831e-08,9.050152400259802e-12,2.760032274860317e-07,1.7595136381000353e-09,3.3322074060689135e-10,1.0912343017566609e-14
3.516683991638738e-05,0.13131251187031168,0.0,0.0,0.0,0.0,0.8282944193773635,0.0004292432792503903,0.0002580862607293787,0.0077822503709331645,0.00010148242086655378,0.16518282310229304,0.1656746584453493,1.309468298688826e-07,2.3629026134307577e-06,0.0021330485477732935,1.4145584969214137e-09,9.038679086265888e-09,3.635488495868538e-11,9.511757740214566e-11,1.6895799662060382e-07,1.1171707264252696e-05,1.801218108474313e-08,9.411075079778232e-12,2.8802272543941136e-07,1.7987417213405528e-09,3.458681769752226e-10,1.132652241170306e-14
3.559512206914869e-05,0.1315099345857152,0.0,0.0,0.0,0.0,0.8265366569253177,0.0004289871465672553,0.0002586439783600812,0.00787263572762367,0.00010135624911550784,0.16684750636124476,0.16738897739422345,1.3198918592181673e-07,2.393708477927466e-06,0.0021796581606994326,1.4454682652937395e-09,9.251950624758114e-09,3.7212694182282946e-11,9.735218860380368e-11,1.7351668696406715e-07,1.1562606011014948e-05,1.8642457483895615e-08,9.743012464376338e-12,2.9910523152402656e-07,1.8341928351594638e-09,3.5747657470920195e-10,1.1706675274360823e-14
3.598057600663387e-05,0.13168684091031876,0.0,0.0,0.0,0.0,0.8249619305676544,0.00042875569748923635,0.00025914026540419226,0.007953831055580358,0.0001012437583376135,0.1683382451730199,0.16892504999213281,1.3291788074474873e-07,2.4214119275928324e-06,0.002221890972179151,1.4734755011565792e-09,9.445519467194617e-09,3.799125628966387e-11,9.938006871676386e-11,1.776684931316423e-07,1.1921146363717707e-05,1.922056064023979e-08,1.0047538080706297e-11,3.092953559901081e-07,1.8662135663143635e-09,3.681072982964831e-10,1.205481117534681e-14
3.636602994411905e-05,0.13186302066531294,0.0,0.0,0.0,0.0,0.8233940181529553,0.0004285233907444802,0.00025963126657778233,0.00803488353047176,0.00010113225646776099,0.16982196757874454,0.17045472702067785,1.338377547636893e-07,2.4490943328981554e-06,0.0022643900911974877,1.501659342355205e-09,9.64061332609381e-09,3.877595223566621e-11,1.0142364900874745e-10,1.8186652364319104e-07,1.2286088223897069e-05,1.9808986125822752e-08,1.0357563013943004e-11,3.196910624230583e-07,1.8983400665273266e-09,3.789117990001265e-10,1.2408637945142037e-14
3.6751483881604227e-05,0.13203848028947685,0.0,0.0,0.0,0.0,0.8218328591229762,0.0004282902481092847,0.00026011705269564736,0.008115793788275098,0.00010102172595182034,0.17129873644231713,0.1719780656356964,1.347489096166375e-07,2.476755342648854e-06,0.002307152765341521,1.5300179635908267e-09,9.837219223472756e-09,3.956672982092504e-11,1.0348279005850794e-10,1.861105996996619e-07,1.2657454372661406e-05,2.0407770682518098e-08,1.0673107566383609e-11,3.302933606035903e-07,1.930569567449583e-09,3.8989033816623726e-10,1.2768164142320443e-14
3.7136937819089406e-05,0.13221322613413258,0.0,0.0,0.0,0.0,0.820278393844076,0.00042805629090008783,0.00026059769327450833,0.008196562458394124,0.00010091214961042234,0.1727686136704091,0.17349512211379214,1.3565144424624216e-07,2.5043946173918526e-06,0.002350176280960806,1.5585495652704901e-09,1.0035324552637509e-08,4.036353833946751e-11,1.0555735619906531e-10,1.904005421561939e-07,1.3035266951412488e-05,2.1016950020553022e-08,1.0994191478414297e-11,3.411032350677852e-07,1.9628993375815074e-09,4.0104318194139325e-10,1.3133398482671056e-14
3.7522391756574586e-05,0.13238726445474194,0.0,0.0,0.0,0.0,0.8187305635783013,0.0004278215398658267,0.00026107325648619303,0.00827719016388972,0.00010080351067339389,0.1742316602423184,0.17500595188011028,1.3654545995490715e-07,2.532011814395312e-06,0.0023934579621920455,1.5872523728602083e-09,1.023491594293186e-08,4.116632401262955e-11,1.0764720484817382e-10,1.9473617176073346e-07,1.3419547477896161e-05,2.1636558844398882e-08,1.1320833942063633e-11,3.521216455335226e-07,1.9953267222775527e-09,4.123705013178548e-10,1.3504346565894556e-14
3.7907845694059766e-05,0.13256060141105724,0.0,0.0,0.0,0.0,0.8171893104710151,0.0004275860152806296,0.0002615438091617318,0.008357677521512823,0.00010069579281360002,0.17568793622283346,0.17651060952004147,1.3743105625440764e-07,2.5596066099203383e-06,0.0024369951703713468,1.6161246364953445e-09,1.0435980021642384e-08,4.197503305339561e-11,1.097521933610609e-10,1.991173061423152e-07,1.3810316853226482e-05,2.2266630864080215e-08,1.1653053607414889e-11,3.633495272783944e-07,2.0278491355175075e-09,4.238724457759006e-10,1.388101328717512e-14
3.8293299631544945e-05,0.13273324306290074,0.0,0.0,0.0,0.0,0.8156545775225613,0.0004273497369259719,0.00026200941687695993,0.008438025141884893,0.00010058898004385929,0.17713750079137416,0.17800914880641272,1.3830832214705043e-07,2.587178705088546e-06,0.0024807853030230985,1.6451646303101111e-09,1.0638505790760108e-08,4.2789621226049594e-11,1.1187220167970799e-10,2.0354376212718745e-07,1.4207595380079722e-05,2.2907198824497945e-08,1.1990868597985466e-11,3.747877916189667e-07,2.0604639632792215e-09,4.3554935466516745e-10,1.426340975951412e-14
3.864020817528161e-05,0.13288803101053046,0.0,0.0,0.0,0.0,0.8142788461756555,0.00042713645790894313,0.0002624242890715798,0.008510219024638504,0.00010049360953271713,0.17843641885229752,0.17935264676775123,1.3909082119624742e-07,2.6119739130469496e-06,0.002520410550747709,1.6714426267577162e-09,1.0822017381362214e-08,4.3527731600421926e-11,1.1379293098313541e-10,2.0756617120521134e-07,1.4570727679391862e-05,2.349271030849663e-08,1.2299700649981308e-11,3.852628407612813e-07,2.0898942644040267e-09,4.462082199789759e-10,1.4612467248462462e-14
3.8952425864644604e-05,0.13302686632496658,0.0,0.0,0.0,0.0,0.8130451312288745,0.00042694400955444384,0.0002627943320645759,0.008575097523705959,0.00010040838293127736,0.17960087215726106,0.18055762583558255,1.3978942683629293e-07,2.6342734713875675e-06,0.0025562451317415386,1.6952067934736843e-09,1.0988172792923322e-08,4.41960328921186e-11,1.1553180544660316e-10,2.1121748838779948e-07,1.4902079862275497e-05,2.4026980252525818e-08,1.2581547049797384e-11,3.948372222457006e-07,2.1164423317215076e-09,4.559224839486727e-10,1.493059084686507e-14
3.92646435540076e-05,0.13316525594609846,0.0,0.0,0.0,0.0,0.8118155955439523,0.0004267511003588831,0.0002631612432467438,0.008639885407112599,0.00010032372302079693,0.18076102449769652,0.18175868366425346,1.4048273418605686e-07,2.656557594420088e-06,0.002592241145035397,1.7190780161355463e-09,1.1155264565572911e-08,4.486810036462542e-11,1.1728029249480786e-10,2.1489821254202006e-07,1.5237736863914026e-05,2.4568191685251547e-08,1.2867095066250676e-11,4.0455117927427604e-07,2.1430466409232182e-09,4.657517845003191e-10,1.525248167369288e-14
3.9576861243370594e-05,0.13330320293421608,0.0,0.0,0.0,0.0,0.8105902104060625,0.0004265577399900853,0.00026352505515811627,0.008704582987938842,0.00010023962202795124,0.18191690569069469,0.1829558473321296,1.411707918978775e-07,2.6788261267565493e-06,0.0026283972744980595,1.7430554219335438e-09,1.13232861928247e-08,4.5543907847960125e-11,1.1903832259512893e-10,2.1860824480853867e-07,1.5577708353152488e-05,2.5116360201115586e-08,1.3156353345663142e-11,4.1440515164815046e-07,2.1697059163798742e-09,4.756961948280049e-10,1.5578142125939733e-14
3.988907893273359e-05,0.13344071030347515,0.0,0.0,0.0,0.0,0.8093689474333232,0.00042636393793413235,0.00026388579985881704,0.008769190576826973,0.00010015607232236807,0.18306854520847707,0.18414914360129256,1.4185364934184505e-07,2.701078914600267e-06,0.0026647122182105313,1.7671381474829568e-09,1.1492230653469167e-08,4.6223427101828005e-11,1.2080582134435426e-10,2.2234748569138361e-07,1.5922003759879182e-05,2.5671501009196944e-08,1.3449330324167035e-11,4.2439956963145765e-07,2.1964189174928924e-09,4.857557310256253e-10,1.590757273066469e-14
4.0201296622096585e-05,0.1335777810438044,0.0,0.0,0.0,0.0,0.8081517785776374,0.0004261697035028083,0.00026424350891863043,0.008833708481974758,0.00010007306641728219,0.18421597217754593,0.18533859891672982,1.4253135235685252e-07,2.723315815622232e-06,0.002701184688481711,1.7913253388345873e-09,1.1662091492451932e-08,4.6906632162959095e-11,1.2258271952843914e-10,2.2611583497782782e-07,1.627063227405351e-05,2.623362893162753e-08,1.374603422690826e-11,4.345348539368776e-07,2.2231844132119255e-09,4.959304548321984e-10,1.6240775509653478e-14
4.051351431145958e-05,0.13371441809918716,0.0,0.0,0.0,0.0,0.8069386761113174,0.0004259750458404549,0.00026459821343849166,0.008898137009214066,9.999059696886418e-05,0.18535921539249392,0.18652423941911064,1.4320394487578416e-07,2.7455366906323733e-06,0.0027378134113382425,1.8156161511362963e-09,1.1832863081102918e-08,4.759350039198818e-11,1.2436895600766695e-10,2.299131924733829e-07,1.6623602853169152e-05,2.6802758415641986e-08,1.4046473074635142e-11,4.4481141601983537e-07,2.2500011672791853e-09,5.062204949680082e-10,1.657775467823633e-14
4.0825732000822576e-05,0.133850624391042,0.0,0.0,0.0,0.0,0.8057296126294625,0.00042577997391717704,0.0002649499440732414,0.00896247646199627,9.990865677073511e-05,0.18649830331352188,0.18770609094250904,1.43871476683358e-07,2.7677413883515225e-06,0.00277459712663032,1.840009748703012e-09,1.2004538432422437e-08,4.828400368640367e-11,1.261644572855752e-10,2.3373945771563004e-07,1.6980924220301846e-05,2.737890353046071e-08,1.435065468205838e-11,4.552296580290514e-07,2.276867990279145e-09,5.166258377556508e-10,1.691850978861109e-14
4.113794969018557e-05,0.13398640278692595,0.0,0.0,0.0,0.0,0.8045245610748138,0.0004255844965304761,0.00026529873098801385,0.009026727141193031,9.982723874197383e-05,0.18763326404068084,0.1888841789908452,1.4453399189154343e-07,2.7899297759481177e-06,0.0028115345891008155,1.8645053057262347e-09,1.2177110949671502e-08,4.897811551299479e-11,1.2796915288284359e-10,2.3759452942498106e-07,1.734260484481494e-05,2.7962077936110023e-08,1.4658586640784017e-11,4.657899720289833e-07,2.303783715563793e-09,5.271465042810706e-10,1.7263041531219696e-14
4.145016737954857e-05,0.13412175618600244,0.0,0.0,0.0,0.0,0.8033234946974188,0.0004253886223253978,0.0002656446038913355,0.009090889345381485,9.974633595595731e-05,0.1887641253556494,0.19005852877623755,1.4519153411322136e-07,2.8121017207467337e-06,0.00284862456670848,1.8891020051616424e-09,1.235057464659962e-08,4.967581179416382e-11,1.2978297848869726e-10,2.414783056576063e-07,1.770865297112533e-05,2.8552294929852485e-08,1.497027634462487e-11,4.764927411197824e-07,2.3307471757106838e-09,5.377825623379716e-10,1.7611352126165377e-14
4.176238506891156e-05,0.13425668731560542,0.0,0.0,0.0,0.0,0.8021263869738974,0.0004251923598266125,0.0002659875921807227,0.009154963371451285,9.966594156805057e-05,0.18989091480535764,0.19122916529565373,1.4584414802829016e-07,2.8342570901023823e-06,0.0028858658371463067,1.9137990364202183e-09,1.2524923467202611e-08,5.037706817187036e-11,1.3160586939937512e-10,2.453906855768481e-07,1.8079076676635318e-05,2.9149567539618857e-08,1.5285731040648464e-11,4.873383417891427e-07,2.357757214916486e-09,5.48534060628278e-10,1.796344316838948e-14
4.207460275827456e-05,0.1343911990293819,0.0,0.0,0.0,0.0,0.8009332117128939,0.00042499571738018293,0.0002663277247385349,0.009218949513809414,9.958604891574452e-05,0.19101365959274968,0.19239611323084166,1.4649187794210278e-07,2.8563957518918484e-06,0.002923257192427117,1.9385955984093993e-09,1.2700150906870188e-08,5.108185848362082e-11,1.334377565341781e-10,2.493315674386163e-07,1.8453883794578497e-05,2.9753908399563457e-08,1.560495776112439e-11,4.983271407756226e-07,2.384812712771958e-09,5.59400996518938e-10,1.8319314571662322e-14
4.238682044763755e-05,0.1345252940464495,0.0,0.0,0.0,0.0,0.7997439430088276,0.0004247987031927586,0.0002666650300780657,0.009282848064716761,9.950665141622484e-05,0.19213238662463794,0.19355939699222055,1.4713476651324852e-07,2.8785175819281327e-06,0.002960797436865047,1.9634908981944547e-09,1.2876250656693839e-08,5.179015735398841e-11,1.352785725909442e-10,2.533008491899822e-07,1.88330819474678e-05,3.036532980400475e-08,1.5927963353053743e-11,5.094594964404218e-07,2.4119125632606716e-09,5.70383379588023e-10,1.8678966649608883e-14
4.269903813700055e-05,0.13465897511257555,0.0,0.0,0.0,0.0,0.798558555261295,0.0004246013253056342,0.0002669995362584909,0.009346659314138027,9.942774263180178e-05,0.19324712249160989,0.19471904070053583,1.4777285589701246e-07,2.90062245563989e-06,0.00299848538797919,1.988484151597629e-09,1.3053216836180343e-08,5.2501941130785736e-11,1.3712825460377674e-10,2.572984283156121e-07,1.9216678531721567e-05,3.098384368264386e-08,1.625475446457451e-11,5.207357581149736e-07,2.439055664744317e-09,5.814812516974731e-10,1.9042400773135727e-14
4.3011255826363544e-05,0.13479224488753935,0.0,0.0,0.0,0.0,0.7973770230903657,0.00042440359165027625,0.0002673312710281894,0.00941038355037181,9.934931621582543e-05,0.194357893555794,0.19587506826724435,1.484061888225808e-07,2.9227102504437107e-06,0.0030363198728127734,2.0135745807571745e-09,1.3231043399104307e-08,5.3217185495287396e-11,1.3898673818547483e-10,2.613242027272872e-07,1.960468077925993e-05,3.160946169990508e-08,1.658533759927875e-11,5.321562686170159e-07,2.4662409312519897e-09,5.926946262337197e-10,1.9409617380660553e-14
