Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69),C3H5(31),C4H5(34),C4H5(183)
1.5874602979857627e-06,0.11244288618265996,0.0,0.0,0.0,0.0,0.9981624324996666,0.0003450483334614475,6.7871693178269e-05,0.00013235191413870913,4.406452268763926e-05,0.0015308133389319695,0.0014769003086311091,1.1362137920635678e-09,6.13473349902599e-09,1.744920547973743e-07,1.1571464134156002e-13,1.9595874241713962e-13,7.881741150828546e-16,2.0929539573270307e-15,1.59100915233047e-12,4.675005027694221e-12,7.530680246120284e-15,3.681209743015298e-18,2.3324167602747422e-14,1.3780448754437704e-13,8.337433155586496e-17,2.7303485648387315e-21
1.6230295397823009e-06,0.11245336472572064,0.0,0.0,0.0,0.0,0.9980659195027665,0.0003492997256378231,7.003401424038227e-05,0.00013794821721364883,4.546368422612123e-05,0.0016202190563168396,0.001563931238012877,1.2173697715189533e-09,6.683182050278263e-09,1.9493029530748752e-07,1.2926834550892527e-13,2.2623238816880158e-13,9.099390684405625e-16,2.4158780083406513e-15,1.8527727751712704e-12,5.558335291263688e-12,8.953721622775846e-15,4.3775059088507464e-18,2.79978752790432e-14,1.5583789622186163e-13,1.0154441454682566e-16,3.3253837927488523e-21
1.658598781578839e-06,0.11246414374439716,0.0,0.0,0.0,0.0,0.9979666837398619,0.0003534204122289426,7.219137294767162e-05,0.00014363985460109634,4.685799174327166e-05,0.00171236836046316,0.0016536616647329426,1.3017556718397496e-09,7.263451817669461e-09,2.171587458242867e-07,1.44009240383804e-13,2.6017974888182055e-13,1.0464802334152604e-15,2.7779290980491394e-15,2.148754061635379e-12,6.579752073536664e-12,1.0599242705490392e-14,5.1827983742139614e-18,3.34559288057066e-14,1.7565069179873158e-13,1.2303603870250677e-16,4.029193107571464e-21
1.6941680233753772e-06,0.11247522180857546,0.0,0.0,0.0,0.0,0.9978647390914637,0.0003574126155321501,7.434216573988494e-05,0.00014942525538833295,4.8246339439361146e-05,0.0018072485475778487,0.0017460796235504138,1.389364177649932e-09,7.876177763876544e-09,2.4127789146408514e-07,1.6000396379044989e-13,2.9811737250650746e-13,1.1990708117601676e-15,3.182471716539455e-15,2.4822105966356453e-12,7.756262993695745e-12,1.249464866098588e-14,6.1105374455519114e-18,3.980433528807623e-14,1.9735653359357074e-13,1.4833727625162841e-16,4.8577599380170195e-21
1.7297372651719154e-06,0.11248659725387475,0.0,0.0,0.0,0.0,0.9977601015208146,0.0003612785970041938,7.648485466667338e-05,0.00015530282787055391,4.962766820686348e-05,0.0019048447546640365,0.0018411710132604443,1.4801832155745988e-09,8.521947390238721e-09,2.673899452808376e-07,1.7732029947432596e-13,3.4037592528990265e-13,1.369040791083149e-15,3.633019778271705e-15,2.856577134751455e-12,9.106370937895228e-12,1.4669754396638417e-14,7.175359772315144e-18,4.71598392354901e-14,2.210713365726338e-13,1.7798928227309564e-16,5.828806074465997e-21
1.7653065069684536e-06,0.11249826819328569,0.0,0.0,0.0,0.0,0.9976527889798845,0.0003650206533245975,7.861796790172574e-05,0.00016127096118197983,5.100096602452732e-05,0.00200514005433262,0.0019389196904210514,1.5741961335598817e-09,9.20129961916325e-09,2.955986843104499e-07,1.96027068373095e-13,3.872998091037334e-13,1.5577754056853774e-15,4.133232526014807e-15,3.275464123088276e-12,1.065014324814061e-11,1.7156896094167434e-14,8.393143739526533e-18,5.5650605702642927e-14,2.469130235733526e-13,2.1258968467556784e-16,6.961902684330035e-21
1.8008757487649918e-06,0.11251023252709123,0.0,0.0,0.0,0.0,0.9975428213147358,0.0003686411124649259,8.074010005049018e-05,0.00016732802700573576,5.236526820067079e-05,0.002108115550403558,0.002039307563796893,1.671381892200776e-09,9.914723908102101e-09,3.260092826413132e-07,2.161940179154259e-13,4.3924670967005795e-13,1.766713319459521e-15,4.686909692753834e-15,3.742655417746781e-12,1.2409279196978587e-11,1.9991039982789962e-14,9.781063556904094e-18,6.541691245373261e-14,2.7500126727484057e-13,2.5279595293112794e-16,8.278580631658498e-21
1.83644499056153e-06,0.11252248795362949,0.0,0.0,0.0,0.0,0.9974302201706151,0.0003721423297808986,8.284991226334956e-05,0.00017347238134715533,5.371965747275129e-05,0.002213750473939679,0.002142314689174737,1.771715269887781e-09,1.0662659610385142e-08,3.587281424551832e-07,2.378917099737182e-13,4.965870760943017e-13,1.9973445324975393e-15,5.297985921180324e-15,4.262105223653481e-12,1.4407175393041601e-11,2.3209887779665934e-14,1.135764176271021e-17,7.661184853977873e-14,3.0545722466928826e-13,2.9932874943213266e-16,9.802440227668972e-21
1.8720142323580681e-06,0.11253503197972652,0.0,0.0,0.0,0.0,0.9973150088970627,0.00037552668414178966,8.494613216236891e-05,0.00017970236635800771,5.506326396916913e-05,0.002322022279403137,0.002247919364249735,1.8751670700152534e-09,1.1445495573667893e-08,3.9386272386233686e-07,2.6119140801715917e-13,5.597035487956432e-13,2.251208080144162e-15,5.970524669466553e-15,4.8379342772658725e-12,1.666898878383908e-11,2.685397825963715e-14,1.3142799877715877e-17,8.940201696081488e-14,3.384032764890703e-13,3.5297520195597716e-16,1.1559258397735095e-20
1.907583474154606e-06,0.11254786193124844,0.0,0.0,0.0,0.0,0.9971972124533204,0.00037879657411069674,8.702755359055352e-05,0.00018601631219937955,5.639526504048572e-05,0.0024329067406465375,0.002356098223303122,1.9817043337154016e-09,1.2263569954667564e-08,4.315213743456276e-07,2.8616496400533604e-13,6.289903325241621e-13,2.5298895111806194e-15,6.708711526024447e-15,5.474425298428783e-12,1.9221696949547928e-11,3.09667844606594e-14,1.5157906965921412e-17,1.0396823907750669e-13,3.7396276221960474e-13,4.1459207653978294e-16,1.3577092586998185e-20
1.9431527159511443e-06,0.11256097496351879,0.0,0.0,0.0,0.0,0.9970768573142837,0.0003819544141874541,8.909303619215905e-05,0.00019241253893259445,5.7714884965912566e-05,0.002546378046483969,0.002466826331424629,2.0912905638891478e-09,1.3117170246770736e-08,4.718131585179103e-07,3.1288470548958496e-13,7.048525113749932e-13,2.8350181327138156e-15,7.516846883735795e-15,6.1760177429735976e-12,2.2094155408996555e-11,3.5594806075543935e-14,1.7425825880306118e-17,1.205062585814149e-13,4.1225970989496085e-13,4.851088701398992e-16,1.588638203904636e-20
1.9787219577476825e-06,0.11257436807167742,0.0,0.0,0.0,0.0,0.9969539713772345,0.0003850026311254313,9.114150483366101e-05,0.0001988893584275896,5.902139454159867e-05,0.0026624088955937387,0.002580077278039623,2.203885947559899e-09,1.400653351872846e-08,5.148476888804152e-07,3.4142332337806697e-13,7.877053240813387e-13,3.168264095299504e-15,8.399338238901014e-15,6.947301890032065e-12,2.5317151673840035e-11,4.078765660414656e-14,1.9970956983149195e-17,1.3922744279148328e-13,4.534185771920102e-13,5.655307765511459e-16,1.8520044924129536e-20
2.0142911995442207e-06,0.11258803810091476,0.0,0.0,0.0,0.0,0.9968285838695832,0.00038794366033276137,9.317194887507233e-05,0.0002054450762784418,6.031411055808973e-05,0.002780970590511384,0.0026958232695071644,2.319447577108343e-09,1.4931846849173692e-08,5.607349582600656e-07,3.718537608141862e-13,8.779734023458055e-13,3.5313353293992323e-15,9.360692094038451e-15,7.793012308868145e-12,2.8923455808404475e-11,4.659814487500957e-14,2.281927914715904e-17,1.6035947904105806e-13,4.975639943430938e-13,6.569414841990819e-16,2.1513569961559154e-20
2.049860441340759e-06,0.11260198175657904,0.0,0.0,0.0,0.0,0.9967007252578464,0.00039077994236779855,9.518342130183577e-05,0.00021207799371606722,6.159239517468375e-05,0.002902033130482634,0.002814035220566196,2.4379296804805343e-09,1.589324794109903e-08,6.09585174576342e-07,4.042491035998053e-13,9.760899650716144e-13,3.925974304463535e-15,1.0405505349699071e-14,8.718020755704137e-12,3.2947867276733426e-11,5.308235058435934e-14,2.599838786237605e-17,1.8414706394479493e-13,5.448205027086326e-13,7.605058281844407e-16,2.4905103269075076e-20
2.085429683137297e-06,0.11261619561412319,0.0,0.0,0.0,0.0,0.9965704271580524,0.0003935139195375708,9.717503772778095e-05,0.00021878640950885437,6.285565519812651e-05,0.0030255653029645137,0.0029346828444253596,2.5592838475339995e-09,1.6890825908300434e-08,6.615085985315319e-07,4.3868247255709773e-13,1.0824959846926457e-12,4.353954675789784e-15,1.1538456460811294e-14,9.727328544651916e-12,3.742725788074257e-11,6.029969353604395e-14,2.953753029126912e-17,2.1085258341895714e-13,5.953123098330039e-13,8.774722750253726e-16,2.8735529733431077e-20
2.120998924933835e-06,0.11263067612887495,0.0,0.0,0.0,0.0,0.9964377222477648,0.00039614803260693807,9.914597527948842e-05,0.0002255686218427357,6.4103341273154e-05,0.0031515347735819594,0.003057734741310534,2.6834592487738718e-09,1.792462222368637e-08,7.166153847693048e-07,4.75226918190403e-13,1.19763933639309e-12,4.817077862557507e-15,1.2764296417373718e-14,1.0826058443147491e-11,4.240061062293029e-11,6.831299631374684e-14,3.346763713760883e-17,2.407567814201028e-13,6.491630529904591e-13,1.0091751891543654e-15,3.3048547233915553e-20
2.1565681667303734e-06,0.1126454196456092,0.0,0.0,0.0,0.0,0.996302644179883,0.0003986847176251715,0.00010109547137217001,0.0002324229301728824,6.533494699254675e-05,0.0032799081743639428,0.0031831584853002407,2.8104028607380023e-09,1.8994631813858208e-08,7.750154270049758e-07,5.139553179819004e-13,1.3219739209306287e-12,5.317169519698918e-15,1.4087839374493815e-14,1.201944615154629e-11,4.79090543574785e-11,7.718854016606628e-14,3.782135121854151e-17,2.741594154580115e-13,7.064955578063386e-13,1.1570368959241369e-15,3.7890734201821123e-20
2.1921374085269116e-06,0.11266042240790762,0.0,0.0,0.0,0.0,0.996165227498378,0.0004011264028758258,0.00010302282238724973,0.00023934763703978922,6.655000793428305e-05,0.0034106511900975707,0.00331092070929316,2.940059687138523e-09,2.0100804286091287e-08,8.368182075862247e-07,5.549402766253654e-13,1.455958770210292e-12,5.8560759403866935e-15,1.551395317439071e-14,1.3312831419177769e-11,5.399589411510077e-11,8.69961139193834e-14,4.2633052646108454e-17,3.113798970301581e-13,7.67431616714507e-13,1.322569544113572e-15,4.331161061396497e-20
2.2277066503234498e-06,0.11267568056729022,0.0,0.0,0.0,0.0,0.9960255075560949,0.0004034755059549242,0.00010492738226184947,0.0002463410498431079,6.774810063323051e-05,0.003543728642653213,0.003440987187966341,3.0723729664425646e-09,2.124304527679939e-08,9.021326518966832e-07,5.982540294714944e-13,1.600057153014084e-12,6.435660459143947e-15,1.7047549897507603e-14,1.4711648848225326e-11,6.070663701216156e-11,9.780905577398829e-14,4.793888054421569e-17,3.5275791522437156e-13,8.320917831099492e-13,1.5073767200146525e-15,4.936369085106385e-20
2.263275892119988e-06,0.11269119019210566,0.0,0.0,0.0,0.0,0.9958835204347467,0.00040573443098157843,0.00010680856100013399,0.0002534014825672274,6.892884149477129e-05,0.0036791045731493135,0.003573322918597735,3.2072843834364947e-09,2.242121790881698e-08,9.710669879711848e-07,6.43968349429362e-13,1.7547356747060847e-12,7.057799830731205e-15,1.8693576240631966e-14,1.62214184478614e-11,6.80890136866556e-11,1.0970428789097859e-13,5.3776751252275335e-17,3.986540418482303e-13,9.005951586468965e-13,1.7131548160392451e-15,5.610252851695325e-20
2.298845133916526e-06,0.11270694727616856,0.0,0.0,0.0,0.0,0.9957393028672071,0.0004079055659443305,0.00010866582311615547,0.0002605272574532559,7.009188565762446e-05,0.003816742321841455,0.0037078921996421587,3.3447342780034717e-09,2.3635144343293873e-08,1.0437286116467827e-06,6.921544575389774e-13,1.920463370835326e-12,7.724380584486269e-15,2.0457003913860392e-14,1.784773599614583e-11,7.619299522779399e-11,1.227623437161263e-13,6.01863729857122e-17,4.4945031656936657e-13,9.73059201271147e-13,1.941694175530067e-15,6.358675392893772e-20
2.3344143757130643e-06,0.11272294774713328,0.0,0.0,0.0,0.0,0.9955928921621916,0.00040999128018568836,0.00011049868601759924,0.00026771670661270605,7.123692581286107e-05,0.0039566046056356136,0.003844658706964645,3.484661835366157e-09,2.4884607413628844e-08,1.120223957526768e-06,7.428829373987856e-13,2.097710813226173e-12,8.437295428882428e-15,2.2342820235844485e-14,1.959626325804737e-11,8.507080558704904e-11,1.3706738802078403e-13,6.72092569401959e-17,5.055508106788593e-13,1.049599556878438e-12,2.1948799778385616e-15,7.187810310255248e-20
2.3699836175096025e-06,0.11273918747459533,0.0,0.0,0.0,0.0,0.9954443261314042,0.0004119939220265256,0.0001123067183395375,0.0002749681735787895,7.23636909858549e-05,0.004098653593139869,0.003983585567649172,3.627005276932159e-09,2.6169352330010158e-08,1.2006583759905122e-06,7.962236536024912e-13,2.2869492293238007e-12,9.198439709412237e-15,2.4356018713555922e-14,2.1472718116115242e-11,9.477692948720212e-11,1.527072296865129e-13,7.488872484909514e-17,5.673821682149103e-13,1.1303298813116181e-12,2.4746928548564213e-15,8.104143794175599e-20
2.4055528593061407e-06,0.11275566227791425,0.0,0.0,0.0,0.0,0.9952936430192173,0.00041391581653131316,0.00011408953823691651,0.0002822800147918132,7.347194528770638e-05,0.004242850977182645,0.00412463543131406,3.771702051472011e-09,2.748908844245112e-08,1.2851360164412089e-06,8.522456743126246e-13,2.4886496279955995e-12,1.0009707892436784e-14,2.6501589770698833e-14,2.3482864671664306e-11,1.0536811587051676e-10,1.6977332729957578e-13,8.326991302297923e-17,6.353941233137116e-13,1.2153616808943502e-12,2.7832092724162883e-15,9.114475872900336e-20
2.441122101102679e-06,0.11277236793375094,0.0,0.0,0.0,0.0,0.9951408814349312,0.0004157592634144941,0.00011584681164412385,0.0002896506010157317,7.456148664240893e-05,0.0043891580447389476,0.004267770538878254,3.918689004278327e-09,2.8843491050254286e-08,1.3737597169435691e-06,9.110171980716886e-13,2.7032819459133773e-12,1.087299013180031e-14,2.878451181842582e-14,2.5632503361957114e-11,1.1690337694404284e-10,1.883607876484626e-13,9.239977291339952e-17,7.100599927888779e-13,1.3048041853667556e-12,3.122601658151661e-15,1.0225920831260898e-19
2.476691342899217e-06,0.11278930018331688,0.0,0.0,0.0,0.0,0.9949860802876581,0.000417526535087626,0.00011757825050960669,0.0002970783186834642,7.563214549570242e-05,0.004537535744218886,0.0044129527887352485,4.0679025424875035e-09,3.023220324704545e-08,1.4666309003637218e-06,9.726054849252819e-13,2.931314222194955e-12,1.1790168949122595e-14,3.120974241734347e-14,2.792746113986938e-11,1.2944398290234182e-10,2.085683572538579e-13,1.0232706826086723e-16,7.918771430721738e-13,1.398764208265187e-12,3.4951382570337747e-15,1.1445906737583469e-19
2.5122605846957552e-06,0.11280645473933035,0.0,0.0,0.0,0.0,0.9948292787238525,0.000419219874846329,0.00011928361101309044,0.000304561571169105,7.668378351124586e-05,0.004687944750085159,0.004560143800303343,4.219278805083704e-09,3.1654837791184755e-08,1.5638494770860094e-06,1.0370767919067904e-12,3.1732117923889248e-12,1.2763115991895173e-14,3.378220970354978e-14,3.037358176765859e-11,1.4305345243087977e-10,2.304984070973606e-13,1.1310236890501797e-16,8.813674307784169e-13,1.4973460199261434e-12,3.903182752006552e-15,1.2782174201326636e-19
2.5478298264922934e-06,0.112823827292679,0.0,0.0,0.0,0.0,0.9946705160675059,0.00042084149519556536,0.00012096269177249615,0.0003120987799856552,7.771629225943528e-05,0.0048403455247777605,0.0047093049749321,4.372753809445088e-09,3.3110978991444075e-08,1.6655137543467252e-06,1.1044963129102108e-12,3.4294365085481628e-12,1.3793688896489745e-14,3.6506804296587746e-14,3.2976716266073174e-11,1.577975391072077e-10,2.542569107374419e-13,1.2477804134603145e-16,9.790776162891122e-13,1.6006512624816802e-12,4.349193652085744e-15,1.4242774369246837e-19
2.5833990682888316e-06,0.1128414135187878,0.0,0.0,0.0,0.0,0.9945098317630139,0.00042239357631122896,0.00012261533204721908,0.00031968838590736487,7.872959190386297e-05,0.004994698377934953,0.0048603975541553915,4.528263588337355e-09,3.460018459841237e-08,1.771720352192048e-06,1.174928122955848e-12,3.700445997162885e-12,1.4883728303459407e-14,3.938837134600231e-14,3.574271355460558e-11,1.7374421383188774e-10,2.799534160253581e-13,1.3740823615828202e-16,1.0855797498763457e-12,1.7087788504504203e-12,4.835723423052452e-15,1.5836066078587354e-19
2.6189683100853698e-06,0.1128592090836925,0.0,0.0,0.0,0.0,0.9943472653207072,0.00042387826463557017,0.00012424140994399819,0.00032732885001620927,7.972362989006923e-05,0.005150963522909792,0.0050133826752912294,4.685744336486555e-09,3.6121987693005654e-08,1.8825641260363054e-06,1.2484351268331327e-12,3.986692947836063e-12,1.6035054996499547e-14,4.243170291622799e-14,3.867741132406155e-11,1.9096364343970812e-10,3.077010106635734e-13,1.510488723718441e-16,1.2014715300097715e-12,1.8218248737572524e-12,5.365417393696544e-15,1.7570712275210567e-19
2.654537551881908e-06,0.11287720964982005,0.0,0.0,0.0,0.0,0.9941828562650371,0.00042529767160361885,0.00012584084063115507,0.00033501865467242583,8.069837964090825e-05,0.005309101130590864,0.005168221424397741,4.845132534848183e-09,3.7675898564056e-08,1.998138095768195e-06,1.325079012085846e-12,4.288624432055512e-12,1.724946716243291e-14,4.564153100462613e-14,4.178662717639484e-11,2.0952816565297738e-10,3.376162818671902e-13,1.6575761894649144e-16,1.3273766336096557e-12,1.9398825528147307e-12,5.941012460621263e-15,1.9455675772108164e-19
2.690106793678446e-06,0.1128954108814789,0.0,0.0,0.0,0.0,0.9940166440853939,0.00042665387249736725,0.00012741357456653172,0.0003427563044094134,8.165383926251933e-05,0.005469071380544795,0.005324874886603138,5.0063650583368e-09,3.926140656739512e-08,2.118533381326667e-06,1.4049202062877306e-12,4.606681264398723e-12,1.8528737821881848e-14,4.902252069485475e-14,4.507615005752968e-11,2.2951226054689822e-10,3.6981927040250377e-13,1.8159387346960703e-16,1.4639450181246416e-12,2.0630421798628156e-12,6.565335567106785e-15,2.1500214267978313e-19
2.7256760354749843e-06,0.11291380845006135,0.0,0.0,0.0,0.0,0.9938486681895268,0.00042794890542413106,0.00012895959574401867,0.00035054032675363754,8.2590030264562e-05,0.0056308345095060445,0.005483304193835364,5.169379297661307e-09,4.0877981959523986e-08,2.2438391446440755e-06,1.4880178385406703e-12,4.941297403043218e-12,1.9874612418052423e-14,5.257926365663337e-14,4.855173201209613e-11,2.5099251870976046e-10,4.0443341929713987e-13,1.9861873821946532e-16,1.611853195420593e-12,2.191391047830682e-12,7.241301977336268e-15,2.371387469560952e-19
2.7612452772715225e-06,0.11293239803896225,0.0,0.0,0.0,0.0,0.9936789678595321,0.0004291847704152901,0.00013047891996313698,0.00035836927297049607,8.350699629804256e-05,0.005794350857246981,0.0056434705699841495,5.33411326306373e-09,4.252507769970277e-08,2.3741425378323597e-06,1.5744297051130827e-12,5.292899383347866e-12,2.1288806538495863e-14,5.631627245162173e-14,5.221908028701876e-11,2.740476062891915e-10,4.415855175297004e-13,2.168949937421828e-16,1.7718044775703922e-12,2.3250134410348432e-12,7.97191338505842e-15,2.6106487028141945e-19
2.7968145190680607e-06,0.11295117534821895,0.0,0.0,0.0,0.0,0.9935075822103657,0.00043036342864134785,0.00013197159312571314,0.00036624171873738434,8.440480191374595e-05,0.005959580909867901,0.005805335373534796,5.500505663569093e-09,4.420213121487378e-08,2.5095286574687505e-06,1.6642122391232377e-12,5.661905794379194e-12,2.2773003809615185e-14,6.023797493981555e-14,5.60838498006647e-11,2.987582271185598e-10,4.814056390119883e-13,2.364870700932755e-16,1.944529194733383e-12,2.4639906170652104e-12,8.76025584000903e-15,2.868815748851374e-19
2.832383760864599e-06,0.11297013609887725,0.0,0.0,0.0,0.0,0.9933345501508353,0.00043148680173900523,0.00013343768956327486,0.0003741562647454463,8.528353134397708e-05,0.006126485340552595,0.005968860137718684,5.668496003400834e-09,4.5908566122365144e-08,2.650080504820293e-06,1.7574204841609967e-12,6.048726799780459e-12,2.4328853969558517e-14,6.434870895173115e-14,6.015163599427987e-11,3.2520708212408404e-10,5.240270771870275e-13,2.57461015899862e-16,2.130784885403499e-12,2.6084007564240435e-12,9.60949749826644e-15,3.1469261182253443e-19
2.867953002661137e-06,0.11298927603708922,0.0,0.0,0.0,0.0,0.993159910347014,0.0004325567712458486,0.0001348773103984016,0.0003821115372317255,8.614328731001636e-05,0.006295025047840599,0.006134006608230806,5.838024667825396e-09,4.764379390594913e-08,2.7958789518311995e-06,1.8541080717313528e-12,6.4537636938325566e-12,2.5957971082609003e-14,6.865271796750496e-14,6.442796808374319e-11,3.5347882621876093e-10,5.69586275574668e-13,2.798844654040081e-16,2.3313564593891727e-12,2.7583189821150588e-12,1.0522886243491495e-14,3.4460434307525577e-19
2.9035222444576752e-06,0.11300859093794946,0.0,0.0,0.0,0.0,0.9929837011880243,0.0004335751781381259,0.00013629058194288248,0.00039010618844362256,8.698418985740396e-05,0.006465161191471923,0.006300736778569196,6.009032976270831e-09,4.940721554143783e-08,2.9470027126840757e-06,1.954327202394296e-12,6.877408498134383e-12,2.7661931916959997e-14,7.315414685789371e-14,6.891830272068302e-11,3.836600228882495e-10,6.182227545957747e-13,3.038266036474257e-16,2.5470563339676324e-12,2.913817381571159e-12,1.1503747176122778e-14,3.7672565932761167e-19
2.9390914862542134e-06,0.11302807660907577,0.0,0.0,0.0,0.0,0.9928059607541266,0.00043454382246691284,0.00013767765413517046,0.00039813889703773964,8.780637522089333e-05,0.006636855225864267,0.006469012923055087,6.1814632530246336e-09,5.119822306851188e-08,3.1035283207349928e-06,2.0581286304684032e-12,7.320043603949173e-12,2.9442274506218896e-14,7.785703770014786e-14,7.362801806873353e-11,4.1583909667438715e-10,6.700790350065922e-13,3.293581299581722e-16,2.7787245437274905e-12,3.074964972024836e-12,1.2555479962633753e-14,4.1116789315911746e-19
2.9746607280507516e-06,0.11304772889394207,0.0,0.0,0.0,0.0,0.9926267267870515,0.00043546446308798125,0.000139038699019271,0.0004062083684153307,8.860999472065259e-05,0.006810068931286309,0.006638797627596199,6.355258898152754e-09,5.301620110598018e-08,3.2655301106129644e-06,2.165561652159436e-12,7.782041450946175e-12,3.1300496857236247e-14,8.276532683001368e-14,7.856240830382861e-11,4.5010628376443965e-10,7.253005582780814e-13,3.565512199018933e-16,3.027228824677311e-12,3.2418277402090416e-12,1.3681556090205136e-14,4.480447291405188e-19
3.045799211643828e-06,0.11308751687557078,0.0,0.0,0.0,0.0,0.9922639273700798,0.0004371685618634352,0.00014168349685731002,0.0004224525562907681,9.016221051968618e-05,0.00716090427154596,0.006982744782377935,6.7067254687819666e-09,5.6730578734728546e-08,3.606248519915233e-06,2.3915123303173927e-12,8.765563715926029e-12,3.525636608840256e-14,9.32132991015599e-14,8.912594102712983e-11,5.252746888630404e-10,8.464352001340884e-13,4.1621793321144955e-16,3.5783553193471877e-12,3.592947897909783e-12,1.617096637439732e-14,5.295681475574528e-19
3.1098238468775966e-06,0.11312385501826024,0.0,0.0,0.0,0.0,0.9919326707797129,0.0004385548749164635,0.00014397692882498899,0.00043718562267576537,9.149749927023354e-05,0.0074814775790364805,0.00729708850162261,7.027170487182656e-09,6.015948261960208e-08,3.93232398452092e-06,2.607752442268544e-12,9.720477661500815e-12,3.909716853964527e-14,1.0335616153409998e-13,9.945272976747555e-11,6.010081041056365e-10,9.684814142197502e-13,4.763533931351011e-16,4.141222368686951e-12,3.9291031793815916e-12,1.8701884683624245e-14,6.124508749090795e-19
3.1738484821113653e-06,0.11316067029692033,0.0,0.0,0.0,0.0,0.9915971439431106,0.0004398111163912531,0.0001461895669437588,0.0004520189121525348,9.27755678566948e-05,0.007806397951875877,0.0076157551301195775,7.3512122373111915e-09,6.366600895118843e-08,4.277196960589664e-06,2.8364583474463283e-12,1.074343837015935e-11,4.321166497574085e-14,1.1422062258124568e-13,1.1058546982966518e-10,6.849876133033403e-10,1.1038174723749867e-12,5.430579778918444e-16,4.773403089997542e-12,4.2846671556317305e-12,2.153063947973729e-14,7.050871774093483e-19
3.237873117345134e-06,0.11319794010088938,0.0,0.0,0.0,0.0,0.9912575515788983,0.00044094604894036424,0.00014832302982374407,0.0004669458648067987,9.399771113148733e-05,0.008135457600972543,0.007938541023364644,7.678564246943051e-09,6.724647782084712e-08,4.6412208024841365e-06,3.077864378728638e-12,1.1836229733352886e-11,4.760703046934826e-14,1.2582551485721263e-13,1.225514302110252e-10,7.77797949044462e-10,1.2533858670443542e-12,6.168005538452518e-16,5.480962029606023e-12,4.659920243381129e-12,2.4679684307828276e-14,8.0821236576617625e-19
3.3018977525789025e-06,0.11323564242618453,0.0,0.0,0.0,0.0,0.9909140931863695,0.00044196800851616373,0.00015037906268526075,0.00048196020896149326,9.516530619569808e-05,0.008468453922083194,0.008265247553922519,8.0089537059547e-09,7.089723093355095e-08,5.024725899975221e-06,3.3321896397084357e-12,1.3000518393935088e-11,5.228996850229019e-14,1.381884250211991e-13,1.3537670555552993e-10,8.800384841342892e-10,1.41815269624655e-12,6.980620897200672e-16,6.270253090806967e-12,5.05511452679372e-12,2.8171985961802368e-14,9.22578558607317e-19
3.365922387812671e-06,0.11327375582721819,0.0,0.0,0.0,0.0,0.9905669628036765,0.0004428849111371403,0.00015235951654521862,0.0004970559589355575,9.62797974846585e-05,0.008805189755813753,0.008595681370308946,8.342121609010838e-09,7.46146497365924e-08,5.428020021353239e-06,3.5996382322266242e-12,1.4237853570640991e-11,5.726671025945416e-14,1.5132569396904987e-13,1.490861811355888e-10,9.923221431594231e-10,1.5991059093684647e-12,7.873348079202324e-16,7.147917406719199e-12,5.470475117140678e-12,3.2030966065938176e-14,1.048952769390127e-18
3.42994702304644e-06,0.11331225949350493,0.0,0.0,0.0,0.0,0.9902163488174766,0.00044370426127541553,0.0001542663290329217,0.0005122274115301291,9.734268308695663e-05,0.009145473594267055,0.00892965460354603,8.677822710940939e-09,7.839517115943183e-08,5.851388754494029e-06,3.880399548865718e-12,1.554966791815042e-11,6.254301808794385e-14,1.6525242752232566e-13,1.6370351000227763e-10,1.115274313414206e-09,1.7972535518871474e-12,8.851213337589964e-16,8.12088061072177e-12,5.906201627690636e-12,3.628044249467353e-14,1.1881149880141538e-18
3.4939716582802085e-06,0.11335113323456775,0.0,0.0,0.0,0.0,0.9898624338184694,0.00044443316158275433,0.0001561015067830539,0.0005274691414259424,9.835550222155132e-05,0.009489119740015112,0.009266985026956581,9.015825502779502e-09,8.223530156399575e-08,6.29509602944722e-06,4.174648619506384e-12,1.6937279056023655e-11,6.81241916469613e-14,1.7998251004271158e-13,1.7925110155259106e-10,1.2495317641797957e-09,2.0136220235196795e-12,9.919338497548976e-16,9.196349575747881e-12,6.3624691780413565e-12,4.094457255954721e-14,1.34085632029634e-18
3.557996293513977e-06,0.11339035750734729,0.0,0.0,0.0,0.0,0.9895053945001604,0.0004450783237995088,0.00015786710938477488,0.0005427759955942831,9.931982386428487e-05,0.00983594842012239,0.009607496171849207,9.355912028008638e-09,8.613162884541844e-08,6.759384714072594e-06,4.482546506327849e-12,1.840189194334285e-11,7.401507745884618e-14,1.9552863145419564e-13,1.9575012074025178e-10,1.3957415809918834e-09,2.2492543604903934e-12,1.1082932602271023e-15,1.0381808658450089e-11,6.8394298897205995e-12,4.604779884275292e-14,1.5079772141249743e-18
