Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69)
2.0392341191109634e-05,0.12386768290156878,0.0,0.0,0.0,0.0,0.8948812152989805,0.00043710958631246313,0.00023386383580268873,0.00454834932205632,0.00010684532781353593,0.10162402449236635,0.10094655216253692,8.69657141960508e-08,1.2894943525533397e-06,0.0007621537265663118,5.054318842069004e-10,2.991269187339413e-09,1.203132064675595e-11,3.1589568706092015e-11,4.838441435101113e-08,2.194706859530872e-06,3.5382418510280397e-09,1.8228358508377877e-12,4.670564368049117e-08
2.0483834823058267e-05,0.12391813593288542,0.0,0.0,0.0,0.0,0.8944280741637595,0.0004370690107762033,0.00023405043836374274,0.004569117175982988,0.00010680413867188169,0.1020597004998656,0.10138575113473275,8.72949150451372e-08,1.2961671424041772e-06,0.0007689964291980625,5.099697105268388e-10,3.019996299850274e-09,1.214686528132636e-11,3.1892225632066113e-11,4.8905716028142984e-08,2.2258587706755396e-06,3.5884667850653603e-09,1.8489476775831804e-12,4.7459136927110825e-08
2.05753284550069e-05,0.12396852673447052,0.0,0.0,0.0,0.0,0.8939755165060167,0.0004370282967259088,0.00023423648211048196,0.0045898751316304715,0.00010676308003117907,0.10249477427806905,0.10182440085659136,8.762328007213207e-08,1.3028402058045122e-06,0.0007758628946040062,5.14523295442575e-10,3.0488442492874667e-09,1.2262895939634835e-11,3.219614491129787e-11,4.942990630246647e-08,2.257283003005548e-06,3.639130807510774e-09,1.8752910576220368e-12,4.822046776385294e-08
2.0666822086955535e-05,0.12401885548455908,0.0,0.0,0.0,0.0,0.8935235406323708,0.0004369874450604482,0.0002344219693133601,0.004610623203078109,0.00010672215125661716,0.10292924758080695,0.10226250293509632,8.795081214718391e-08,1.309513521429745e-06,0.0007827530508959533,5.19092591280509e-10,3.0778128428643465e-09,1.2379411846266977e-11,3.250132438881593e-11,4.99569850530083e-08,2.2889803710990606e-06,3.6902352320479146e-09,1.9018667086948367e-12,4.898966917885901e-08
2.075831571890417e-05,0.12406912236546033,0.0,0.0,0.0,0.0,0.893072144860155,0.0004369464566942852,0.00023460690249703159,0.004631361404331948,0.00010668135144339257,0.10336312215059601,0.10270005896696158,8.827751409492244e-08,1.3161870810408944e-06,0.0007896668265566301,5.236775506130158e-10,3.106901800536947e-09,1.2496411874846134e-11,3.2807761061219205e-11,5.048695179524769e-08,2.3209516847241344e-06,3.741781364606307e-09,1.9286753444317282e-12,4.976677401386022e-08
2.0849809350852803e-05,0.12411932755419137,0.0,0.0,0.0,0.0,0.8926213275135841,0.00043690533251590535,0.00023479128393113404,0.004652089749367948,0.00010664067994082755,0.10379639972308115,0.10313707054234532,8.860338875358546e-08,1.3228608648988898e-06,0.0007966041503599062,5.282781262055481e-10,3.136110929330235e-09,1.2613895249196656e-11,3.311545277506669e-11,5.101980630307038e-08,2.3531977502748968e-06,3.793770505672209e-09,1.955717675477444e-12,5.0551814969432506e-08
2.0941302982801437e-05,0.12416947123067332,0.0,0.0,0.0,0.0,0.8921710869270112,0.0004368640734245151,0.00023497511608469113,0.004672808252094521,0.00010660013588445301,0.10422908202324109,0.10357353924169443,8.892843893423338e-08,1.3295348637773224e-06,0.0008035649514367141,5.328942710603476e-10,3.1654399673543487e-09,1.2731860915959628e-11,3.3424396704745736e-11,5.1555548072777756e-08,2.385719369525623e-06,3.846203948284098e-09,1.9829944085166002e-12,5.1344824600835156e-08
2.103279661475007e-05,0.12421955357053893,0.0,0.0,0.0,0.0,0.891721421441902,0.0004368226802973544,0.00023515840122033402,0.004693516926386574,0.00010655971861394471,0.1046611707688975,0.10400946663867496,8.925266744375182e-08,1.3362090591984701e-06,0.0008105491592123474,5.375259383748674e-10,3.1948887083964344e-09,1.2850308045717728e-11,3.373459056777017e-11,5.209417681114538e-08,2.4185173407751266e-06,3.899082979874218e-09,2.010506247169991e-12,5.21458353222007e-08
2.1124290246698705e-05,0.12426957475150219,0.0,0.0,0.0,0.0,0.8912723294094159,0.00043678115401896454,0.00023534114175953054,0.004714215786055716,0.00010651942729688958,0.10509266766770238,0.104444854297671,8.957607706081954e-08,1.3428834412309618e-06,0.0008175567034583005,5.421730815761467e-10,3.224456892892802e-09,1.2969235594467864e-11,3.404603156312734e-11,5.26356919950475e-08,2.451592457852425e-06,3.952408880668477e-09,2.0382538912169045e-12,5.2954879403325416e-08
2.121578387864734e-05,0.1243195349477114,0.0,0.0,0.0,0.0,0.8908238091879617,0.00043673949545487494,0.0002355233399520494,0.00473490484487771,0.0001064792612693084,0.10552357441997667,0.10487970377615266,8.989867056711485e-08,1.3495579923753557e-06,0.0008245875142416039,5.468356542872144e-10,3.2541443152236307e-09,1.3088642735176226e-11,3.435871741617498e-11,5.318009326395171e-08,2.4849455110442263e-06,4.0061829251788915e-09,2.0662380373217397e-12,5.377198897310844e-08
2.1307277510595972e-05,0.12436943433481072,0.0,0.0,0.0,0.0,0.8903758591452876,0.00043669770547547046,0.00023570499817683873,0.004755584116568246,0.00010643921972564138,0.10595389271626564,0.10531401662265069,9.022045071900477e-08,1.3562327022521885e-06,0.0008316415219664961,5.515136103547225e-10,3.2839507222600335e-09,1.3208528449722149e-11,3.4672645389188313e-11,5.3727380066386066e-08,2.5185772862874083e-06,4.060406380904426e-09,2.094459378402628e-12,5.4597196017001836e-08
2.1398771142544606e-05,0.12441927308540193,0.0,0.0,0.0,0.0,0.8899284776564579,0.0004366557849343233,0.00023588611866690455,0.004776253614805616,0.00010639930200229978,0.10638362423968904,0.10574779437871554,9.054142026761473e-08,1.3629075541219816e-06,0.0008387186573325367,5.562069038211704e-10,3.3138759020724626e-09,1.3328891885694232e-11,3.4987813146997386e-11,5.4277551984122666e-08,2.5524885659381267e-06,4.1150805095685085e-09,2.122918604233997e-12,5.5430532379904817e-08
2.149026477449324e-05,0.12446905137316146,0.0,0.0,0.0,0.0,0.889481663105585,0.0004366137346880884,0.0002360667037626298,0.0047969133532105804,0.00010635950731655997,0.10681277066391279,0.10618103857724011,9.086158194225613e-08,1.3695825373083518e-06,0.0008458188513688242,5.609154889475942e-10,3.3439196052134965e-09,1.3449732039778363e-11,3.530421798960942e-11,5.4830608433906475e-08,2.5866801280973373e-06,4.170206566033795e-09,2.151616400919407e-12,5.62720297640983e-08
2.1581758406441874e-05,0.12451876936910894,0.0,0.0,0.0,0.0,0.8890354138841173,0.0004365715555782518,0.00023624675567761685,0.004817563345365479,0.0001063198350079734,0.10724133365513872,0.10661375074411722,9.118093846910436e-08,1.3762576356913902e-06,0.0008529420353985562,5.656393201900663e-10,3.374081619590038e-09,1.3571048058904894e-11,3.562185758163864e-11,5.5386548942028215e-08,2.6211527472638726e-06,4.225785799353049e-09,2.180553451403355e-12,5.712171973174153e-08
2.176474567033914e-05,0.12461802516960056,0.0,0.0,0.0,0.0,0.8881446050470342,0.00043648681411958737,0.00023660526902520226,0.004858834144938934,0.00010624085461786415,0.10809671594961687,0.1074775850369295,9.181724688361385e-08,1.3896081281549925e-06,0.0008672571006722608,5.751325401347235e-10,3.434759643282929e-09,1.3815103916429065e-11,3.6260830795494387e-11,5.6507079736334125e-08,2.690944229805094e-06,4.3383087527601285e-09,2.239148024038653e-12,5.884580279545628e-08
2.1947732934236403e-05,0.124717041849496,0.0,0.0,0.0,0.0,0.8872560384263705,0.00043640156721144643,0.00023696167667089114,0.004900066121291728,0.00010616235513282957,0.10894978429786636,0.10833930932132547,9.24503670128209e-08,1.4029589303626144e-06,0.0008816633093932801,5.846862030532786e-10,3.495908086200827e-09,1.4061051868679647e-11,3.690471226056219e-11,5.7639139654083877e-08,2.7618691374565757e-06,4.452659245955147e-09,2.298707723089682e-12,6.06030314974012e-08
2.2130720198133667e-05,0.12481582074274794,0.0,0.0,0.0,0.0,0.8863697014492483,0.00043631582138589696,0.00023731599626965484,0.004941259381336679,0.00010608433101721907,0.10980055172401688,0.10919893552202499,9.308032019433173e-08,1.4163099369891974e-06,0.0008961601233996173,5.942999520565043e-10,3.557525157937874e-09,1.4308884714380622e-11,3.7553482406897274e-11,5.878272365396341e-08,2.833933523053692e-06,4.568847040510842e-09,2.359237887638948e-12,6.239365316947485e-08
2.231370746203093e-05,0.12491436319795111,0.0,0.0,0.0,0.0,0.8854855816387317,0.00043622958309614174,0.0002376682450230631,0.004982414031424397,0.00010600677710015948,0.11064903115345123,0.11005647547208533,9.370712748019782e-08,1.4296610362875642e-06,0.0009107470082141015,6.03973432698816e-10,3.619609054071637e-09,1.4558595195882446e-11,3.8207121530772165e-11,5.993782643186865e-08,2.9071433923161677e-06,4.686881822020392e-09,2.420743815745651e-12,6.42179134223155e-08
2.2496694725928196e-05,0.12501267050619463,0.0,0.0,0.0,0.0,0.8846036666899608,0.00043614285866908325,0.0002380184404400605,0.005023530176888072,0.00010592968770784352,0.11149523533331113,0.11091194084017274,9.4330809860128e-08,1.4430121375628732e-06,0.000925423435944254,6.137062949013516e-10,3.682157935386751e-09,1.481017591559217e-11,3.886560960916583e-11,6.110444223934495e-08,2.981504666321706e-06,4.8067731395844115e-09,2.4832307317750863e-12,6.607605477523846e-08
2.267968198982546e-05,0.12511074398835476,0.0,0.0,0.0,0.0,0.8837239443938032,0.00043605565436255316,0.00023836659961295914,0.005064607922492285,0.0001058530574911349,0.11233917691217118,0.11176534320350216,9.495138795094182e-08,1.4563631487457203e-06,0.000940188882374513,6.234981910236471e-10,3.74516990848525e-09,1.5063619257989735e-11,3.95289260899789e-11,6.228256491811805e-08,3.0570232186180125e-06,4.928530465655953e-09,2.5467038186791682e-12,6.796831799997724e-08
2.2862669253722725e-05,0.12520858494100012,0.0,0.0,0.0,0.0,0.8828464026486629,0.000435967976340467,0.00023871273889958426,0.005105647372368959,0.00010577688175361843,0.11318086842813245,0.11261669403657668,9.55688822536544e-08,1.4697139500393998e-06,0.0009550428274637329,6.333487761935608e-10,3.808643279067852e-09,1.5318918408353498e-11,4.0197052389315365e-11,6.347218819440042e-08,3.133704868724261e-06,5.052163185556193e-09,2.6111682122943065e-12,6.989494186709768e-08
2.304565651761999e-05,0.1253061946363467,0.0,0.0,0.0,0.0,0.8819710294755368,0.0004358798306596361,0.000239056874957485,0.005146648629927833,0.00010570115534222046,0.11402032229219856,0.11346600469683477,9.618331315110969e-08,1.4830644446073017e-06,0.0009699847558970403,6.432577086732392e-10,3.872576279385582e-09,1.5576066256538457e-11,4.086996919952778e-11,6.467330561100156e-08,3.2115553743198528e-06,5.177680584884528e-09,2.6766289945255918e-12,7.185616285423827e-08
2.3228643781517254e-05,0.12540357434276345,0.0,0.0,0.0,0.0,0.8810978130177718,0.0004357912232889741,0.0002393990247016959,0.005187611797847404,0.00010562587269053701,0.1148575507885794,0.11431328642486535,9.679470067946426e-08,1.4964145645158592e-06,0.000985014157056682,6.532246498397822e-10,3.936966873935152e-09,1.5835054615461187e-11,4.154765462051256e-11,6.588591007632638e-08,3.290580431524014e-06,5.305091849971499e-09,2.7430911936020557e-12,7.385221516040552e-08
2.3411631045414518e-05,0.1255007253143191,0.0,0.0,0.0,0.0,0.8802267415328235,0.0004357021601212841,0.00023973920386611392,0.005228536978118685,0.00010555102935801487,0.11569256608466896,0.11515855035225603,9.740306490739762e-08,1.5097641900750751e-06,0.0010001305247657483,6.632492640152995e-10,4.0018135588694e-09,1.609587743641508e-11,4.223009194045616e-11,6.710999427203443e-08,3.3707856784837286e-06,5.434406073651142e-09,2.810559787187211e-12,7.58833308340652e-08
2.3594618309311782e-05,0.12559764879373717,0.0,0.0,0.0,0.0,0.8793578033886279,0.0004356126469625555,0.00024007742870221403,0.005269424272072835,0.00010547662022584612,0.1165253802330632,0.11600180750511224,9.800842546298286e-08,1.5231132422093186e-06,0.001015333357100337,6.733312183423378e-10,4.06711431713342e-09,1.635852660652781e-11,4.291725946794048e-11,6.834555071648335e-08,3.4521766966926264e-06,5.565632257404741e-09,2.879039703510229e-12,7.794973981197918e-08
2.3777605573209047e-05,0.12569434601296117,0.0,0.0,0.0,0.0,0.8784909870701774,0.0004355226895185018,0.00024041371483778424,0.005310273780343744,0.00010540264069767149,0.1173560051659043,0.11684306879777612,9.861080195390614e-08,1.536461620283213e-06,0.001030622156704208,6.83470182992548e-10,4.132867489744794e-09,1.6622995453118463e-11,4.360913900683198e-11,6.959257161431434e-08,3.534759007207504e-06,5.698779305245028e-09,2.948535818020415e-12,8.005166976394293e-08
2.396059283710631e-05,0.12579081819448135,0.0,0.0,0.0,0.0,0.8776262811426822,0.00043543229343004684,0.00024074807780477875,0.005351085603084259,0.00010532908618278281,0.11818445273244894,0.11768234506800633,9.921021377201883e-08,1.5498092282639615e-06,0.001045996429339209,6.936658302053858e-10,4.19907132744865e-09,1.6889276940431194e-11,4.430571148312105e-11,7.085104899047462e-08,3.61853808944126e-06,5.833856054029988e-09,3.019052969794611e-12,8.218934679494114e-08
2.4143580101003575e-05,0.12588706652837175,0.0,0.0,0.0,0.0,0.8767636743203056,0.0004353414642273369,0.00024108053324107192,0.005391859839547947,0.00010525595181106218,0.1190107346277647,0.11851964701135986,9.980668016711319e-08,1.5631559854550376e-06,0.0010614556865495839,7.039178360549743e-10,4.26572402236388e-09,1.715736379690273e-11,4.5006957272496354e-11,7.212097447123275e-08,3.7035193454134922e-06,5.9708712158116414e-09,3.090595930312171e-12,8.43629941017617e-08
2.432656736490084e-05,0.12598309223402562,0.0,0.0,0.0,0.0,0.8759031553899668,0.00043525020738620227,0.00024141109636884226,0.005432596588547683,0.0001051832330595043,0.11983486247207467,0.11935498525393473,1.0040022005931432e-07,1.5765018057124396e-06,0.0010769994427169013,7.142258784970513e-10,4.332823737674768e-09,1.7427248634600564e-11,4.57128564696765e-11,7.340233935611827e-08,3.7897081389738435e-06,6.109833441087603e-09,3.163169437702701e-12,8.657283344283713e-08
2.4509554628798104e-05,0.1260788964860412,0.0,0.0,0.0,0.0,0.8750447132481323,0.00043515852830794985,0.00024173978244894362,0.005473295948228315,0.00010511092525076872,0.12065684777224031,0.12018837031725124,1.0099085254262347e-07,1.5898466047417663e-06,0.001092627216487933,7.245896383158738e-10,4.400368828789979e-09,1.7698924838723036e-11,4.642339105261765e-11,7.469513475516292e-08,3.877109776349323e-06,6.250751287429033e-09,3.23677817976669e-12,8.881908441192362e-08
2.469254189269537e-05,0.1261744804410643,0.0,0.0,0.0,0.0,0.8741883369270493,0.0004350664322927812,0.00024206660611732659,0.0055139580159099,0.00010503902420077568,0.12147670189528437,0.12101981259321579,1.0157859601630981e-07,1.6031902903454508e-06,0.0011083385318140509,7.350087998135252e-10,4.468357413038986e-09,1.7972384836916063e-11,4.7138540707744083e-11,7.599935150355142e-08,3.965729491914662e-06,6.393633196536904e-09,3.311426781505373e-12,9.110196388687379e-08
2.4875529156592633e-05,0.1262698452856208,0.0,0.0,0.0,0.0,0.8733340155475794,0.00043497392456223397,0.00024239158187948915,0.005554582888377784,0.00010496752576078852,0.12229443611666929,0.12184932238917706,1.0216346907584674e-07,1.6165327671068895e-06,0.0011241329161320718,7.454830496035016e-10,4.536787859907708e-09,1.8247622071003296e-11,4.785828758244404e-11,7.731498023283229e-08,4.055572472526196e-06,6.538487533478191e-09,3.387119826341632e-12,9.342168693232081e-08
2.5058516420489897e-05,0.12636499216445896,0.0,0.0,0.0,0.0,0.8724817383154203,0.00043488101028570536,0.00024271472499762093,0.005595170661893242,0.000104896424887358,0.12311006162332057,0.12267690993152289,1.0274549011241833e-07,1.6298739859303986e-06,0.0011400099001602584,7.560120764754291e-10,4.605658258021316e-09,1.8524628853158792e-11,4.858261106516247e-11,7.864201108223086e-08,4.1466438595454284e-06,6.685322589960051e-09,3.46386185794636e-12,9.577846689680124e-08
2.5241503684387162e-05,0.1264599222174863,0.0,0.0,0.0,0.0,0.8716314945311385,0.00043478769454718816,0.00024303604882483358,0.005635721432142415,0.00010482571843846928,0.12392358950592605,0.12350258535609841,1.0332467741473238e-07,1.6432138108440437e-06,0.001155969018417394,7.665955717393068e-10,4.674967286065334e-09,1.8803399868841583e-11,4.9311496363902025e-11,7.998043443463733e-08,4.238948743038734e-06,6.834146574953453e-09,3.5416573750580805e-12,9.817251515392131e-08
2.5424490948284426e-05,0.12655463657593857,0.0,0.0,0.0,0.0,0.8707832736001315,0.00043469398235878855,0.00024335556842492362,0.005676235294165908,0.00010475540133986864,0.12473503074497318,0.12432635869874042,1.0390104882552551e-07,1.6565522054024352e-06,0.001172009809461578,7.772332293838596e-10,4.744712753093944e-09,1.908392630578326e-11,5.004492015823613e-11,8.133024020946374e-08,4.332492156508219e-06,6.984967606230427e-09,3.6205108269567353e-12,1.0060404092897734e-07
2.5589179485791967e-05,0.1266396960057198,0.0,0.0,0.0,0.0,0.8700215956274885,0.000434609306514805,0.00024364160490549598,0.0057126662914959445,0.0001046924456136089,0.12546355277125595,0.12506613664326563,1.0441739032506272e-07,1.6685554635321772e-06,0.0011865159735025411,7.868531793363912e-10,4.807855550965596e-09,1.9337895844745383e-11,5.070886795736841e-11,8.255478860354475e-08,4.417744287455615e-06,7.12242064652578e-09,3.692387106325385e-12,1.0282462863974075e-07
2.5753868023299508e-05,0.1267245824398253,0.0,0.0,0.0,0.0,0.8692615400823975,0.00043452431711238804,0.00024392620118150415,0.005749067538059784,0.0001046297992802481,0.12619040128803888,0.12580438913518033,1.0493147838225442e-07,1.680557425322868e-06,0.0012010875910916348,7.965165356683964e-10,4.871349373289576e-09,1.9593277255247666e-11,5.137646471171925e-11,8.37885404382674e-08,4.5040072537857335e-06,7.261503593287617e-09,3.765127054951203e-12,1.050758905569055e-07
2.591855656080705e-05,0.12680929668147317,0.0,0.0,0.0,0.0,0.8685030994429287,0.00043443901767026565,0.0002442093675642517,0.00578543910189306,0.00010456745912021583,0.12691558409224044,0.1265411232982921,1.0544332578504342e-07,1.6925580491024578e-06,0.0012157243337663536,8.062230805556341e-10,4.9351928724705684e-09,1.9850065117060855e-11,5.204769589816262e-11,8.503148776081572e-08,4.591284614719576e-06,7.4022221866490845e-09,3.838733819964779e-12,1.0735797501219879e-07
2.608324509831459e-05,0.12689383952712566,0.0,0.0,0.0,0.0,0.867746266246418,0.0004343534116544426,0.0002444911136312124,0.005821781050668013,0.00010450542261839933,0.1276391089201821,0.12727634619987088,1.0595294524141501e-07,1.704557260323552e-06,0.0012304258754382838,8.159725977482798e-10,4.999384919686608e-09,2.0108254889905714e-11,5.2722549128334976e-11,8.628362266633659e-08,4.679579896620609e-06,7.544582113750782e-09,3.9132105196910736e-12,1.0967102906267381e-07
2.624793363582213e-05,0.12697821176597673,0.0,0.0,0.0,0.0,0.8669910330895954,0.00043426750247440226,0.00024477144901226673,0.005858093451694017,0.00010444368712908343,0.1283609834466527,0.12801006485054872,1.06460349366877e-07,1.7165549931022133e-06,0.00124519189237514,8.257648725590031e-10,5.06392434729142e-09,2.0367841877329204e-11,5.340101165489419e-11,8.754493724684538e-08,4.768896592744371e-06,7.688589008341097e-09,3.988560243423947e-12,1.1201519847825238e-07
2.6412622173329672e-05,0.12706241418292527,0.0,0.0,0.0,0.0,0.8662373926299319,0.00043418129350733504,0.00024505038396726865,0.00589437637189674,0.00010438224927145022,0.12908121528294864,0.12874228620301595,1.0696555062929237e-07,1.7285512214907504e-06,0.0012600220632063496,8.355996918666718e-10,5.128809714801518e-09,2.0628820285501525e-11,5.408306805856507e-11,8.881542306570066e-08,4.859238162749031e-06,7.834248449994224e-09,4.064786051060318e-12,1.1439062774569315e-07
2.6577310710837213e-05,0.12714644755505358,0.0,0.0,0.0,0.0,0.8654853375855955,0.00043409478810856863,0.0002453279281848528,0.0059306298778129835,0.00010432110620776695,0.1297998119781452,0.1294730171520272,1.0746856142519662e-07,1.740545895405458e-06,0.0012749160689564543,8.454768441385069e-10,5.194039785690946e-09,2.0891185140934675e-11,5.4768704925390755e-11,9.00950712788149e-08,4.950608032575668e-06,7.98156596390665e-09,4.14189097302763e-12,1.1679746007784471e-07
2.6741999248344754e-05,0.1272303126520008,0.0,0.0,0.0,0.0,0.8647348607313085,0.0004340079895745352,0.00024560409049095155,0.005966854035634215,0.00010426025594269833,0.13051678102364309,0.13020226453840672,1.0796939409013155e-07,1.7525389232997677e-06,0.0012898735929424586,8.55396119362013e-10,5.259613562826544e-09,2.1154932433010264e-11,5.545791119095289e-11,9.138387356953422e-08,5.04300959584713e-06,8.130547023150171e-09,4.219878011404696e-12,1.1923583742812406e-07
2.6906687785852295e-05,0.12731401024014455,0.0,0.0,0.0,0.0,0.8639859548987385,0.00043392090115517914,0.0002458788807955877,0.00600304891119757,0.00010419969526148431,0.13123212985079652,0.1309300351486974,1.0846806079419607e-07,1.7645302779476514e-06,0.0013048943207026444,8.65357308997758e-10,5.325529620304291e-09,2.142005642654114e-11,5.61506715952589e-11,9.268182139332893e-08,5.136446213927743e-06,8.281197048783833e-09,4.2987501399944e-12,1.2170590049830726e-07
2.7071376323359836e-05,0.12739754107749646,0.0,0.0,0.0,0.0,0.8632386129763594,0.0004338335260605149,0.00024615230823139524,0.006039214569982733,0.00010413942170643979,0.13194586583295076,0.1316563357152555,1.0896457365803128e-07,1.776519896980228e-06,0.0013199779400570222,8.75360206019468e-10,5.39178685469386e-09,2.1686552683361018e-11,5.684697405134437e-11,9.398890587131763e-08,5.2309212161528455e-06,8.43352141020726e-09,4.378510304512329e-12,1.2420778874510237e-07
2.7236064860867377e-05,0.12748090591722908,0.0,0.0,0.0,0.0,0.8624928279093157,0.00043374586746750134,0.0002464243821639445,0.006075351077109144,0.00010407943251001678,0.13265799628455968,0.13238117291639054,1.0945894468199526e-07,1.7885077353166566e-06,0.0013351241410600354,8.854046048826657e-10,5.4583839623529415e-09,2.195441596003783e-11,5.754680450888401e-11,9.530511792110076e-08,5.326437899640085e-06,8.587525424868955e-09,4.459161422460865e-12,1.267416403860408e-07
2.7400753398374918e-05,0.12756410550633407,0.0,0.0,0.0,0.0,0.8617485926987689,0.0004336579285199575,0.0002466951118459428,0.0061114584973397165,0.00010401972496067146,0.13336852846221234,0.13310455337698637,1.0995118577827002e-07,1.8004937479182816e-06,0.0013503326159889889,8.954903015169897e-10,5.525319710509503e-09,2.2223641298177114e-11,5.825014962660624e-11,9.663044827500115e-08,5.422999529422256e-06,8.743214358473508e-09,4.540706383247498e-12,1.2930759240639856e-07
2.756544193588246e-05,0.12764714058514104,0.0,0.0,0.0,0.0,0.8610059004009039,0.00043356971232571054,0.0002469645061888016,0.006147536895088159,0.00010396029664655129,0.1340774695658877,0.13382648366945088,1.1044130877971598e-07,1.8124778761337785e-06,0.0013656030593207596,9.056170933107638e-10,5.592592899238598e-09,2.2494223871518407e-11,5.895699637559638e-11,9.796488774475698e-08,5.520609338815802e-06,8.900593425577686e-09,4.623148048494083e-12,1.3190578056784825e-07
2.773013047339e-05,0.12773001188899233,0.0,0.0,0.0,0.0,0.8602647441265441,0.00043348122195946843,0.0002472325743184966,0.006183586334419786,0.00010390114486591497,0.1347848267387915,0.13454697031409302,1.1092932541489801e-07,1.8244600793773646e-06,0.0013809351676923615,9.157847790848157e-10,5.66020232938992e-09,2.2766158856877138e-11,5.9667331777447e-11,9.930842689485606e-08,5.6192705295219e-06,9.059667789751717e-09,4.706489252134075e-12,1.3453633941630946e-07
2.789481901089754e-05,0.12781272014761735,0.0,0.0,0.0,0.0,0.8595251170433373,0.0004333924604336021,0.00024749932473686406,0.006219606879048893,0.00010384226750451203,0.1354906070659144,0.13526601977706634,1.1141524732445326e-07,1.8364402879134418e-06,0.001396328640059131,9.259931591974275e-10,5.728146865071937e-09,2.303944168556375e-11,6.038114342306249e-11,1.0066105645014504e-07,5.71898627013496e-06,9.220442561175993e-09,4.790732798989282e-12,1.3719940217884615e-07
2.8059507548405082e-05,0.1278952660823333,0.0,0.0,0.0,0.0,0.8587870123654284,0.00043330343072861907,0.00024776476624163577,0.006255598592393333,0.00010378366207871917,0.13619481758381036,0.13598363848020437,1.1189908605880821e-07,1.8484184534391424e-06,0.0014117831772207895,9.362420352299878e-10,5.796425323077391e-09,2.331406759853005e-11,6.109841849312565e-11,1.0202276690630315e-07,5.819759702177313e-06,9.382922806371219e-09,4.875881470139985e-12,1.3989510102942375e-07
2.8224196085912623e-05,0.12797765041357587,0.0,0.0,0.0,0.0,0.8580504233592199,0.00043321413580113175,0.00024802890790291373,0.006291561537531753,0.00010372532575908598,0.1368974652746649,0.1366998327955124,1.1238085306566718e-07,1.8603945481118618e-06,0.0014272984820406357,9.465312101323767e-10,5.8650363772292744e-09,2.3590031261695658e-11,6.181914276292276e-11,1.033935483956951e-07,5.921593936806204e-06,9.547113542893658e-09,4.9619380200721335e-12,1.426235669728265e-07
2.8388884623420164e-05,0.12805987385345763,0.0,0.0,0.0,0.0,0.8573153433448624,0.000433124578579234,0.00024829175833643974,0.006327495777195255,0.00010366725613941955,0.13759855706548507,0.1374146090437395,1.1286055971863406e-07,1.8723685244747935e-06,0.0014428742595394433,9.568604882852375e-10,5.93397883250869e-09,2.3867327868527768e-11,6.254330328692808e-11,1.0477339091668392e-07,6.024492053690006e-06,9.713019737516385e-09,5.048905175684744e-12,1.45384929799043e-07
2.8553573160927705e-05,0.12814193710852775,0.0,0.0,0.0,0.0,0.8565817656942158,0.00043303476194858794,0.00024855332574359805,0.006363401373786847,0.00010360945119083479,0.1382980998301552,0.13812797349634737,1.1333821731510491e-07,1.8843403171232756e-06,0.001458510216832653,9.672296754583198e-10,6.003251623681197e-09,2.414595313449425e-11,6.327088840716389e-11,1.0616228460235948e-07,6.12845710181711e-06,9.880646307531824e-09,5.136785636954166e-12,1.4817931809806422e-07
2.8761710407190368e-05,0.12824542252132448,0.0,0.0,0.0,0.0,0.8556567919589069,0.0004329208829156614,0.0002488820785699498,0.006408738832713459,0.00010353677084080675,0.13917999310315737,0.1390275303262365,1.1393897838265789e-07,1.8994673569004415e-06,0.001478356944043805,9.803912891431973e-10,6.091270884822476e-09,2.4499979435895778e-11,6.419530630045425e-11,1.0793053359875458e-07,6.261381557307902e-06,1.0094965346373372e-08,5.249161708832425e-12,1.517583741943381e-07
2.896984765345303e-05,0.1283486546059343,0.0,0.0,0.0,0.0,0.8547341942062215,0.0004328065997611799,0.0002492088129306374,0.006454030765221757,0.00010346450427901745,0.14005943673873847,0.13992485455772746,1.1453650685425673e-07,1.9145907688563764e-06,0.0014982987463436725,9.936159531204994e-10,6.179813284555873e-09,2.485610987700918e-11,6.51251457450039e-11,1.0971320309480142e-07,6.396021015867148e-06,1.0312049748696105e-08,5.3630061651047445e-12,1.5539063824860377e-07
2.9177984899715693e-05,0.1284516347454269,0.0,0.0,0.0,0.0,0.8538139593955111,0.0004326919180761573,0.0002495335452919233,0.0064992772950977825,0.00010339264710561393,0.1409364442616866,0.14081995852738677,1.1513082493615746e-07,1.9297104514088317e-06,0.0015183350461243038,1.0069032843419069e-09,6.268876549901129e-09,2.5214335315575615e-11,6.606038204157106e-11,1.1151027213180753e-07,6.532381430669934e-06,1.0531909115575049e-08,5.4783242791317264e-12,1.590763619545493e-07
2.9386122145978356e-05,0.12855436432988737,0.0,0.0,0.0,0.0,0.852896074622499,0.00043257684337297486,0.0002498562914886619,0.006544478545239572,0.00010332119543966209,0.14181102905623005,0.1417128544417917,1.1572195462669035e-07,1.9448262809705317e-06,0.0015384652712729522,1.0202529034033192e-09,6.358458577270688e-09,2.557464729064439e-11,6.700099218154753e-11,1.1332171947249989e-07,6.6704686731222e-06,1.0754552916214034e-08,5.595121252572728e-12,1.628157938271276e-07
