Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42),C4H6(69)
3.7571335834380795e-07,0.11225570536906752,0.0,0.0,0.0,0.0,0.9999026824258959,0.00011049908091495728,6.157075630747586e-06,8.194131279241206e-06,3.8369305777061255e-06,3.181376633114739e-05,2.8877002784784188e-05,7.497297973223941e-12,1.505883467711079e-11,9.9740416771019e-11,6.613912319582542e-17,8.998055411041348e-18,3.6191382892438164e-20,9.741622197012407e-20,3.4382959671907025e-17,3.720126637391307e-17,5.980656324190294e-20,2.90245676924676e-23,9.575826506912572e-20
3.946398643698805e-07,0.1122565447111289,0.0,0.0,0.0,0.0,0.9998946925069099,0.00011559466364931044,6.703435529526543e-06,9.023738237409576e-06,4.188488010217012e-06,3.6294696340142e-05,3.304059438368261e-05,8.953111867506664e-12,1.8492386036399876e-11,1.28355202757385e-10,8.511424359248642e-17,1.2664186934610917e-17,5.093706142699942e-20,1.370369585654881e-19,4.9974173449807206e-17,5.5394640133662966e-17,8.906547417698797e-20,4.3231934423605244e-23,1.4643919011909843e-19
4.135663703959531e-07,0.11225742694141641,0.0,0.0,0.0,0.0,0.9998862978859441,0.00012064432745462065,7.270308575385492e-06,9.89186197898277e-06,4.553845504329172e-06,4.116350903061654e-05,3.7576180585234606e-05,1.0603543402384154e-11,2.2502007044464223e-11,1.6332567177789275e-10,1.0830402544649799e-16,1.7552496873796128e-17,7.059850963399292e-20,1.8984030149888645e-19,7.139166428415209e-17,8.102848590105036e-17,1.3029432100841777e-19,6.325538476793915e-23,2.1962895496165155e-19
4.324928764220257e-07,0.11225835361463213,0.0,0.0,0.0,0.0,0.9998774848503633,0.0001256479941357463,7.857378721784959e-06,1.0798326639646269e-05,4.9327856089102274e-06,4.643435898676155e-05,4.249795680061668e-05,1.2463642484995747e-11,2.7152704313603446e-11,2.0569180297161615e-10,1.3639812275265876e-16,2.3988470115505988e-17,9.648487306053236e-20,2.593292129208971e-19,1.0039198235314794e-16,1.1660864541834392e-16,1.8752570594847903e-19,9.105586194986242e-23,3.236010010111412e-19
4.5141938244809825e-07,0.1122593262599158,0.0,0.0,0.0,0.0,0.9998682399144111,0.000130605590938534,8.464325431228795e-06,1.1742959661728185e-05,5.325087737730585e-06,5.212117391245885e-05,4.781988946459377e-05,1.4548768216348248e-11,3.251344096600831e-11,2.5660802589099506e-10,1.7016208746921725e-16,3.236426279280166e-17,1.3017345840568083e-19,3.4972231629285757e-19,1.3914506143910596e-16,1.6532032863496905e-16,2.658858679840082e-19,1.2912662863689634e-22,4.690950936236078e-19
4.7034588847417083e-07,0.11226034638048304,0.0,0.0,0.0,0.0,0.9998585498225194,0.00013551705070658055,9.090823833067023e-06,1.2725591569534702e-05,5.730528273087865e-06,5.8237651189646515e-05,5.355571274680679e-05,1.6874561342632038e-11,3.8657150319414444e-11,3.1734997422837443e-10,2.1044184833569956e-16,4.3148518900337017e-17,1.735492173491507e-19,4.660589215259777e-19,1.9030598021872422e-16,2.311711990273768e-16,3.7182509098034624e-19,1.8060555578634762e-22,6.698954582409422e-19
4.892723945002434e-07,0.11226141545327646,0.0,0.0,0.0,0.0,0.9998484015525099,0.00014038231203319435,9.736544886446857e-06,1.3746055747102662e-05,6.148880671806781e-06,6.479725454513174e-05,5.9718925371693226e-05,1.945691690036844e-11,4.566073994489151e-11,3.893212503504661e-10,2.581681968614413e-16,5.689707594860431e-17,2.288478062227542e-19,6.143135149645123e-19,2.570948793880984e-16,3.191564464136596e-16,5.133835293282504e-19,2.494047023467895e-22,9.435101203437836e-19
5.08198900526316e-07,0.11226253492862985,0.0,0.0,0.0,0.0,0.9998377823186744,0.00014520131940835206,1.0401155547299615e-05,1.4804188218568096e-05,6.579915574417722e-06,7.181321083003629e-05,6.63227875501356e-05,2.23119570814209e-11,5.3605086261282635e-11,4.740601839878466e-10,3.1436126944119185e-16,7.426458382140166e-17,2.9870231871766985e-19,8.015199652136175e-19,3.4338543651728405e-16,4.354479913554191e-16,7.004959061589092e-19,3.403588776979111e-22,1.311963370172582e-18
5.271254065523886e-07,0.11226370622994475,0.0,0.0,0.0,0.0,0.9998266795747419,0.00014997402336044914,1.1084318938533686e-05,1.5899827431352565e-05,7.023400918023069e-06,7.92985069158492e-05,7.338031802600933e-05,2.5456004343083956e-11,6.257501981027841e-11,5.732465688089886e-10,3.8013501480774933e-16,9.601705572269872e-17,3.8619376759067454e-19,1.0359056411544396e-18,4.538022777789893e-16,5.876100420492125e-16,9.45338663054607e-19,4.593949400753198e-22,1.8027139724156024e-18
5.460519125784611e-07,0.11226493075338125,0.0,0.0,0.0,0.0,0.9998150810167191,0.00015470038059266399,1.1785694523729785e-05,1.7032814042352158e-05,7.479102052230254e-06,8.726588671044927e-05,8.090429124132684e-05,2.8905554788995893e-11,7.265930127521634e-11,6.887083606788927e-10,4.56701636078409e-16,1.2304536530383487e-16,4.949053720451677e-19,1.3270355881928638e-18,5.938276741717559e-16,7.848432895895899e-16,1.2627232450244432e-18,6.137236363666632e-22,2.4497124163453433e-18
5.649784186045337e-07,0.11226620986756189,0.0,0.0,0.0,0.0,0.9998029745856087,0.00015938035411376948,1.250493828459478e-05,1.8202990707305377e-05,7.946781857557457e-06,9.572784829729873e-05,8.890723462348388e-05,3.267725184706675e-11,8.39505883507962e-11,8.224283214193733e-10,5.453759966632593e-16,1.563797012773933e-16,6.289806962628587e-19,1.6859668774630488e-18,7.699178349278127e-16,1.0382600816812162e-15,1.6705392919554016e-18,8.120558323581711e-22,3.294611143142641e-18
5.839049246306063e-07,0.1122675449132904,0.0,0.0,0.0,0.0,0.9997903484699956,0.00016401391336322586,1.3241702901723174e-05,1.9410201873522516e-05,8.426200866402596e-06,0.00010469664120113123,9.740142599753812e-05,3.678786026994267e-11,9.654539366590681e-11,9.765505921180028e-10,6.475799794558212e-16,1.9720498698078927e-16,7.931856691037918e-19,2.125413201224616e-18,9.896290768317822e-16,1.3611929608810243e-15,2.1902515819977527e-18,1.0648450197709163e-21,4.388142294359157e-18
6.028314306566789e-07,0.1122689372032849,0.0,0.0,0.0,0.0,0.9997771911085057,0.00016860103433038784,1.39956379381388e-05,2.0654293576161014e-05,8.91711738672906e-06,0.00011418426378333428,0.00010639889112625591,4.1254240482664635e-11,1.1054403396372075e-10,1.1533871804413825e-09,7.6484678899753625e-16,2.4687726653453535e-16,9.92974491591167e-19,2.659919727201611e-18,1.2617541127027139e-15,1.769538990509155e-15,2.8474546322003087e-18,1.3845580166784581e-21,5.791678100262352e-18
6.217579366827514e-07,0.1122703880219253,0.0,0.0,0.0,0.0,0.9997634911921278,0.00017314169966767593,1.4766390025504207e-05,2.193511323822113e-05,9.419287628203855e-06,0.00012420246076989572,0.00011591140138075597,4.609332330199977e-11,1.2605057070022186e-10,1.355424346788053e-09,8.988251865593906e-16,3.069410542269247e-16,1.2345594186334131e-18,3.306048171570713e-18,1.596468661886211e-15,2.282142317031027e-15,3.672488903200261e-18,1.785975799227974e-21,7.57898956497421e-18
6.40684442708824e-07,0.1122718986250166,0.0,0.0,0.0,0.0,0.9997492376664003,0.00017763589879757469,1.555360305297793e-05,2.3252509474426714e-05,9.932465830425612e-06,0.0001347627209145684,0.0001259504715444639,5.1322085051837786e-11,1.431727422465919e-10,1.5853288744044912e-09,1.0512836482750317e-15,3.791476402441457e-16,1.524984387307323e-18,4.082572011593984e-18,2.0054885419168007e-15,2.921217431516768e-15,4.7011225771329505e-18,2.2865264146109442e-21,9.838219598877078e-18
6.596109487348966e-07,0.11227347023956691,0.0,0.0,0.0,0.0,0.9997344197334588,0.00018208362801332628,1.6356918358450074e-05,2.4606331899154635e-05,1.0456404393115698e-05,0.00014587627479982455,0.00013652735775276643,5.695752309840632e-11,1.6202188794339552e-10,1.8459542089071883e-09,1.2241144366716271e-15,4.654743414647469e-16,1.8722024463283298e-18,5.010681711871129e-18,2.5022373565812945e-15,3.712815595571953e-15,5.975302882543059e-18,2.9066519285917336e-21,1.267408719240879e-17
6.785374547609692e-07,0.11227510406358114,0.0,0.0,0.0,0.0,0.9997190268539422,0.00018648489057319478,1.7175974921790603e-05,2.59964309385745e-05,1.0990854008230085e-05,0.0001575540927780223,0.0001476530555705181,6.301663182821711e-11,1.8271286426790936e-10,2.1403464530839837e-09,1.4193375762299826e-15,5.681446802222745e-16,2.285156917944779e-18,6.114199777630474e-18,3.1020248507710245e-15,4.68733688852507e-15,7.543980926344927e-18,3.6702113553064355e-21,1.621033961751928e-17
6.974639607870418e-07,0.11227680126587085,0.0,0.0,0.0,0.0,0.9997030487487567,0.00019083969678818652,1.8010409559878747e-05,2.7422657647153114e-05,1.1535563793810886e-05,0.00016980688305496573,0.00015933829820945274,6.951637909107094e-11,2.0536395335520154e-10,2.471750203324285e-09,1.6391047239214324e-15,6.896494688357785e-16,2.7738662029634492e-18,7.419805394548771e-18,3.822235954885804e-15,5.880090311570912e-15,9.464013959030462e-18,4.604921501642116e-21,2.0592469981762187e-17
7.163904668131143e-07,0.1122785629858796,0.0,0.0,0.0,0.0,0.9996864754006941,0.00019514806410312642,1.8859857123253365e-05,2.888486352866908e-05,1.2090281429322425e-05,0.0001826450899178196,0.00017159355488740837,7.647368312993351e-11,2.3009676412585543e-10,2.843614214481007e-09,1.8857029259695173e-15,8.327687738585387e-16,3.3495121241309875e-18,8.957268372694592e-18,4.682530492186878e-15,7.33190435108448e-15,1.1801148945477361e-17,5.742837633346721e-21,2.5990717741261853e-17
7.353169728391869e-07,0.11228039033352458,0.0,0.0,0.0,0.0,0.9996692970559056,0.00019941001717099826,1.9723950694146522e-05,3.038290036187738e-05,1.2654753292287535e-05,0.00019607889210917421,0.00018442902933104067,8.390539001873322e-11,2.570361263131523e-10,3.25959688042543e-09,2.161558252388473e-15,1.000594729616781e-15,4.024531685484675e-18,1.0759692065500325e-17,5.705053473393896e-15,9.089790358105324e-15,1.4631091240964705e-17,7.120875835614945e-21,3.2603369999022163e-17
7.542434788652595e-07,0.11228228438905459,0.0,0.0,0.0,0.0,0.9996515042252252,0.00020362558792046673,2.0602321785605733e-05,3.191662003095907e-05,1.3228724596090724e-05,0.00021011820134887773,0.00019785465842346982,9.182825162822252e-11,2.86309977699124e-10,3.723571518068564e-09,2.469239301190304e-15,1.1965551652148612e-15,4.8127121035852855e-18,1.286376487841542e-17,6.914655853561633e-15,1.1207661043765295e-14,1.8040662079908152e-17,8.781378897023161e-21,4.066038157235247e-17
7.731699848913321e-07,0.11228424620292451,0.0,0.0,0.0,0.0,0.9996330876853462,0.00020779481561650906,2.1494600541446742e-05,3.3485874360883794e-05,1.3811939528774917e-05,0.0002247726610050388,0.00021188011099813404,1.0025890413920314e-10,3.180492448611778e-10,4.2396314431746435e-09,2.8114605645183243e-15,1.4244380043400513e-15,5.729288947064057e-18,1.5310019930911114e-17,8.33912557563256e-15,1.3747106320534458e-14,2.212904847230432e-17,1.0772727491828605e-20,5.04273319058927e-17
7.920964909174046e-07,0.112286276795686,0.0,0.0,0.0,0.0,0.9996140384798488,0.0002119177469140969,2.2400415936816614e-05,3.5090514957804234e-05,1.4404141392620046e-05,0.00024005164491538203,0.00022651478677994716,1.0921384712160419e-10,3.523877177367838e-10,4.812094826846876e-09,3.1910856493327755e-15,1.6884163934518958e-15,6.7910472058402105e-18,1.8143102395102426e-17,1.0009428673919348e-14,1.6778228636938165e-14,2.7009148970475773e-17,1.3149998372065177e-20,6.220973693248452e-17
8.110229969434772e-07,0.11228837715789505,0.0,0.0,0.0,0.0,0.9995943479200737,0.00021599443590487982,2.331939597912833e-05,3.673039305459431e-05,1.50050727443091e-05,0.0002559642563599422,0.0002417678154746472,1.1870942319698035e-10,3.894619183375653e-10,5.445509322126578e-09,3.611130345646147e-15,1.9930745100150576e-15,8.016425095574294e-18,2.141204399244607e-17,1.1959960160758702e-14,2.038053985971483e-14,3.280901861783657e-17,1.5975671208226656e-20,7.635773394121064e-17
8.299495029695498e-07,0.11229054825003613,0.0,0.0,0.0,0.0,0.9995740075858491,0.00022002494415683234,2.4251167909101992e-05,3.840535936163554e-05,1.561447553551209e-05,0.00027251932718588715,0.00025764805600700743,1.2876179830098362e-10,4.2941096395859003e-10,6.144656450738122e-09,4.0747655356979626e-15,2.3434339978326267e-15,9.425620384412923e-18,2.517054408197183e-17,1.4228804370501206e-14,2.4643921652348337e-14,3.967341622223556e-17,1.9320385635712154e-20,9.327115739974116e-17
8.488760089956224e-07,0.11229279100246319,0.0,0.0,0.0,0.0,0.9995530093260626,0.0002240093407468365,2.5195358401656123e-05,4.011526392294833e-05,1.6232091253710114e-05,0.0002897254170850515,0.000274164095908384,1.3938694256134746e-10,4.723764252272589e-10,6.9145557406299446e-09,4.585319937868494e-15,2.74498097234971e-15,1.104069901223913e-17,2.947725672961754e-17,1.6858004385902222e-14,2.9669651182230796e-14,4.7765456908502537e-17,2.3263749973390133e-20,1.1340502349615848e-16
8.678025150216949e-07,0.11229510631535654,0.0,0.0,0.0,0.0,0.9995313452590827,0.00022794770228618547,2.6151593766410938e-05,4.185995597775633e-05,1.685766106306602e-05,0.00030759081302454325,0.0002913242508538824,1.5060061180591217e-10,5.185021793384083e-10,7.760468605586725e-09,5.146282679545257e-15,3.2036935355569275e-15,1.2885705759609929e-17,3.439608311359998e-17,1.9893840123433448e-14,3.557149386083704e-14,5.726837269883037e-17,2.789520298095668e-20,1.3727544091271016e-16
8.867290210477675e-07,0.11229749505869786,0.0,0.0,0.0,0.0,0.9995090077730298,0.00023184011293900274,2.7119500147564595e-05,4.363928382756312e-05,1.7490925945151418e-05,0.00032612352883058945,0.00030913656434922545,1.624183297141624e-10,5.679342588348605e-10,8.687901958817066e-09,5.76130569357343e-15,3.726069736988589e-15,1.4986776710954016e-17,3.999646858745079e-17,2.338711460739219e-14,4.2476864683193014e-14,6.838738364715134e-17,3.3314929913974825e-20,1.6546596502009144e-16
9.056555270738401e-07,0.11229995807226062,0.0,0.0,0.0,0.0,0.999485989525894,0.0002356866644335848,2.8098703722894954e-05,4.54530947088127e-05,1.8131626839351282e-05,0.0003453313049255752,0.0003276088075671955,1.7485537062463857e-10,6.208206963023653e-10,9.70261155306657e-09,6.434205933349407e-15,4.319155913803189e-15,1.737225324249619e-17,4.635370368581802e-17,2.7393447918021488e-14,5.052805958509093e-14,8.135168181550787e-17,3.963483401997076e-20,1.986344122866284e-16
9.245820330999127e-07,0.11230249616561769,0.0,0.0,0.0,0.0,0.9994622834455036,0.0002394874560666835,2.9088830901642673e-05,4.7301234671196185e-05,1.8779504782768954e-05,0.0003652216082180316,0.00034674847933332734,1.8792674300945315e-10,6.773113653480999e-10,1.081060504046798e-08,7.168967402055614e-15,4.990575339749859e-15,2.007279725256855e-17,5.3549228324953344e-17,3.19735782554525e-14,5.988355807904744e-14,9.641653012673751e-17,4.697956449580999e-20,2.375201512330548e-16
9.435085391259852e-07,0.11230511011816549,0.0,0.0,0.0,0.0,0.9994378827293433,0.0002432425947007579,3.0089508521040892e-05,4.918354846165905e-05,1.9434301049449655e-05,0.00038580163214512066,0.0003665628062603356,2.0164717362601805e-10,7.375578182315232e-10,1.2018144746006133e-08,7.969742991976387e-15,5.7485571104384025e-15,2.3121507342371706e-17,6.167093842452508e-17,3.719366951941079e-14,7.071939826346915e-14,1.138654778594717e-16,5.548760179621035e-20,2.8295188573103587e-16
9.62435045152058e-07,0.1123078006791644,0.0,0.0,0.0,0.0,0.9994127808442222,0.0002469521947542351,3.1100364041261644e-05,5.1099879414153125e-05,2.0095757288742643e-05,0.00040707829686696244,0.00038705874303056266,2.1603109235493978e-10,8.017131205211592e-10,1.3331750149142454e-08,8.840856130277045e-15,6.6019651902393975e-15,2.655403564683832e-17,7.081349415529013e-17,4.312562476530277e-14,8.323062512488892e-14,1.3401269427011408e-16,6.531240104645073e-20,3.358559458431388e-16
9.813615511781306e-07,0.11231056856779548,0.0,0.0,0.0,0.0,0.9993869715257929,0.0002506163781848303,3.212102573854953e-05,5.305006934517012e-05,2.076361566262845e-05,0.00042905824961195416,0.0004082429728255436,2.310926177318661e-10,8.699316831551571e-10,1.4758200068815613e-08,9.78680222807389e-15,7.560327543932117e-15,3.0408705006367337e-17,8.107862899429331e-17,4.9847404860763346e-14,9.76328128712334e-14,1.5720542153335766e-16,7.662359416970592e-20,3.9726510073546783e-16
9.999999999999997e-07,0.11231341447323373,0.0,0.0,0.0,0.0,0.9993608578234661,0.000254180534386308,3.313537617087131e-05,5.5003512359543296e-05,2.1427316023228538e-05,0.00045139718541812603,0.00042978367842519676,2.4660053862114765e-10,9.412342194893389e-10,1.6280065381805532e-08,1.0796023262295393e-14,8.616609810398736e-15,3.465722223631698e-17,9.23906799349963e-17,5.732074922191062e-14,1.1389484858415962e-13,1.8339364978776606e-16,8.939709082115502e-20,4.671678517444881e-16
1.0002880572042033e-06,0.11231341447323373,0.0,0.0,0.0,0.0,0.9993604487779266,0.00025423527446598727,3.315112289631695e-05,5.503395845508351e-05,2.143761898184178e-05,0.0004517478651720348,0.0004301219079015912,2.468455431798842e-10,9.423690922824275e-10,1.630453454771347e-08,1.0812249930072771e-14,8.633865274283581e-15,3.472662616241689e-17,9.25754587493471e-17,5.744335163252669e-14,1.1416366184530912e-13,1.838265478886146e-16,8.960825119131813e-20,4.683279074639079e-16
1.019214563230276e-06,0.11231633905473713,0.0,0.0,0.0,0.0,0.9993332068719388,0.0002578090205565111,3.41902859939824e-05,5.7051385235317394e-05,2.2117510840621996e-05,0.0004751532465466547,0.00045270169031012055,2.633033239478919e-10,1.019181937258277e-09,1.79780564323893e-08,1.1922042162503442e-14,9.83352168546558e-15,3.955181465480943e-17,1.0542078970123598e-16,6.600451476163021e-14,1.3308467037271916e-13,2.1429730156553516e-16,1.0447220102922512e-19,5.503186086429066e-16
1.0381410692563487e-06,0.1123193429417514,0.0,0.0,0.0,0.0,0.9993052403456735,0.0002613377608634736,3.523814689334038e-05,5.910218638135166e-05,2.2803035749925852e-05,0.0004992802257340229,0.000475988192761252,2.804790647591808e-10,1.1005276371675586e-09,1.978633264646908e-08,1.3121196977523714e-14,1.1170991191331833e-14,4.493130709504452e-17,1.197394250028907e-16,7.562898165615137e-14,1.5468288169824955e-13,2.490800657392126e-16,1.2144141192249076e-19,6.44647591154192e-16
1.0570675752824213e-06,0.1123224267340305,0.0,0.0,0.0,0.0,0.9992765440024437,0.00026482164719848517,3.629433902225575e-05,6.118619671156415e-05,2.349393926894279e-05,0.0005241343646680188,0.0004999870196290521,2.9838550817328054e-10,1.1865642662475327e-09,2.1737195154866727e-08,1.4414908192711883e-14,1.265874798675985e-14,5.09152764866261e-17,1.3566446846659408e-16,8.64222095051906e-14,1.7927270596031056e-13,2.8868131443617976e-16,1.4076343148914016e-19,7.528724171446545e-16
1.075994081308494e-06,0.11232559100177321,0.0,0.0,0.0,0.0,0.9992471129098331,0.00026826083872743216,3.7358497555481466e-05,6.33032490919018e-05,2.418996813475811e-05,0.0005497209562989739,0.0005247035080965993,3.1703502366293077e-10,1.2774503785789008e-09,2.383874161759165e-08,1.580854582470845e-14,1.4310074399704266e-14,5.75571462611676e-17,1.533376248649297e-16,9.849735869537018e-14,2.0719781694494246e-13,3.3365466897696895e-16,1.6270888624081216e-19,8.76709437601105e-16
1.0949205873345667e-06,0.11232883628577363,0.0,0.0,0.0,0.0,0.9992169423983571,0.00027165550191379177,3.843025959240582e-05,6.545317436636382e-05,2.4890870390013485e-05,0.0005760450258163611,0.0005501427294388907,3.364395974068792e-10,1.3733448324079531e-09,2.6099335732393948e-08,1.7307656316506558e-14,1.6139088841578505e-14,6.49137026989179e-17,1.7290949587121404e-16,1.1197562675164496e-13,2.38833123149957e-13,3.846040742010489e-16,1.8757304021569856e-19,1.018045997777972e-15
1.1138470933606394e-06,0.11233216309758795,0.0,0.0,0.0,0.0,0.9991860280599908,0.0002750058104556444,3.950926433154312e-05,6.763580129327208e-05,2.5596395508418554e-05,0.0006031113320112475,0.0005763094904414483,3.566108227980356e-10,1.4744066144575387e-09,2.8527607266143952e-08,1.8917962558322548e-14,1.8160773273966784e-14,7.304520540389994e-17,1.9453987076949957e-16,1.2698658194809706e-13,2.7458681247695115e-13,4.421870933769225e-16,2.156774122236016e-19,1.1789532426955156e-15
1.132773599386712e-06,0.11233557191971516,0.0,0.0,0.0,0.0,0.9991543657465614,0.0002783119452165115,4.059515324158882e-05,6.985095648729441e-05,2.6306294517973532e-05,0.0006309243687762136,0.0006032083349523189,3.775598916653659e-10,1.5807946645794193e-09,3.1132451775483385e-08,2.064536370240274e-14,2.0391000110232784e-14,8.201549550612454e-17,2.1839801107065205e-16,1.4366849572184038e-13,3.149024696551592e-13,5.071183203556272e-16,2.4737145102846206e-19,1.3616995298245093e-15
1.1517001054127848e-06,0.11233906320579233,0.0,0.0,0.0,0.0,0.9991219515680104,0.000281574094150155,4.168757022886754e-05,7.209846436717964e-05,2.7020320121768004e-05,0.0006594883667402767,0.0006308435455650133,3.992975862067785e-10,1.6926677010937849e-09,3.3923030017916085e-08,2.2495934772540896e-14,2.284655847140901e-14,9.189210126662935e-17,2.4466292818018036e-16,1.6216867301403012e-13,3.6026126528718976e-13,5.80172907181087e-16,2.830342676250105e-19,1.5687644549325996e-15
1.1706266114388574e-06,0.11234263738080408,0.0,0.0,0.0,0.0,0.9990887818905274,0.00028479245221948616,4.2786161801010375e-05,7.437814710915359e-05,2.773822681622722e-05,0.0006888072950362074,0.0006592191454297886,4.218342716291444e-10,1.8101840471534946e-09,3.69087670551236e-08,2.4475926069490263e-14,2.5545179716978873e-14,1.027463407660334e-16,2.7352365327690975e-16,1.8264377965611828e-13,4.111842151933971e-13,6.621902050269667e-16,3.2307642359788234e-19,1.8028534958917302e-15
1.1895531174649301e-06,0.11234629484130565,0.0,0.0,0.0,0.0,0.999054853334559,0.00028796722130973375,4.3890577226706817e-05,7.668982460591907e-05,2.8459771006682533e-05,0.00071888486319748,0.0006883389001905265,4.451798894904984e-10,1.9335014584621e-09,4.009935105089402e-08,2.6591762373853784e-14,2.8505562172781844e-14,1.146534213638064e-16,3.051794985790489e-16,2.0526016591707227e-13,4.682345085198805e-13,7.540775159883499e-16,3.6794177438433184e-19,2.0669132780391652e-15
1.2084796234910028e-06,0.11235003595565983,0.0,0.0,0.0,0.0,0.9990201627726945,0.00029109861013603197,4.500046869138432e-05,7.903331443119348e-05,2.9184711120149105e-05,0.0007497245231819587,0.0007182063200443403,4.69343951738411e-10,2.0627769526660387e-09,4.3504731766638795e-08,2.885004194842526e-14,3.174739498011431e-14,1.276925356228613e-16,3.3984030919411376e-16,2.30194185328417e-13,5.320199028657953e-13,8.568139529191715e-16,4.1810936609629857e-19,2.364147463450949e-15
1.2274061295170755e-06,0.11235386106428638,0.0,0.0,0.0,0.0,0.998984707327434,0.0002941868341455963,4.611549144867788e-05,8.140843180971212e-05,2.9912807715200446e-05,0.0007813294715192942,0.0007488246619209089,4.943355354374871e-10,2.1981666407318116e-09,4.71351187580423e-08,3.1257535342332084e-14,3.529138099216937e-14,1.419469534024079e-16,3.7772670477156277e-16,2.5763250790854415e-13,6.03195184479595e-13,9.714544041741688e-16,4.740953843946515e-19,2.698033265230649e-15
1.2463326355431482e-06,0.112357770479925,0.0,0.0,0.0,0.0,0.9989484843688384,0.0002972321154146594,4.723530396756015e-05,8.381498959261625e-05,3.06438235888356e-05,0.0008137026515788687,0.0007801969317784191,5.201632781779352e-10,2.3398255606083746e-09,5.1000979276940815e-08,3.382118399969611e-14,3.915925864635061e-14,1.575041098316243e-16,4.1907031020272637e-16,2.8777242691559347e-13,6.824646913717441e-13,1.0991335997883497e-15,5.364551537485418e-19,3.0723385866422763e-15
1.2652591415692209e-06,0.11236176448790984,0.0,0.0,0.0,0.0,0.9989114915120676,0.0003002346825403469,4.8359568075011906e-05,8.625279823813943e-05,3.1377523880241665e-05,0.0008468467559550227,0.0008123258870128844,5.468353741561895e-10,2.4879075134639444e-09,5.51130358830602e-08,3.654809867588263e-14,4.337382274370546e-14,1.7445568888760694e-16,4.641139746416568e-16,3.208221582693427e-13,7.705848969941674e-13,1.2410702753089678e-15,6.05785185256584e-19,3.4911397836288653e-15
1.2841856475952935e-06,0.11236584334645675,0.0,0.0,0.0,0.0,0.9988737266148113,0.00030319477052767645,4.9487949094121825e-05,8.87216657974985e-05,3.211367617136049e-05,0.0008807642289661755,0.0008452140389775054,5.74359570917621e-10,2.6425649027751417e-09,5.948226377075311e-08,3.9445557664746563e-14,4.7958944069658493e-14,1.9289770231286135e-16,5.131119781519526e-16,3.570011317969792e-13,8.683670519450007e-13,1.3985714291859388e-15,6.82725271054675e-19,3.958840047961774e-15
1.3031121536213662e-06,0.11237000728696166,0.0,0.0,0.0,0.0,0.9988351877746099,0.0003061126206718717,5.06201159775136e-05,9.122139790588921e-05,3.285205058417585e-05,0.0009154572692643559,0.0008788636556086358,6.027431667504856e-10,2.8039485765345817e-09,6.411988781636697e-08,4.252100484061007e-14,5.2939587793336345e-14,2.1293056362011325e-16,5.663302253179667e-16,3.965402734752272e-13,9.766798809718342e-13,1.573036669327781e-15,7.679606231882205e-19,4.480188406964766e-15
1.322038659647439e-06,0.11237425651431036,0.0,0.0,0.0,0.0,0.9987958733260788,0.0003089884804361858,5.175574143600725e-05,9.375179777848054e-05,3.359241987464377e-05,0.0009509278325515561,0.0009132767641548297,6.319930087193895e-10,2.9722076728306606e-09,6.903737935234312e-08,4.57820475190172e-14,5.834183058614138e-14,2.346591569457527e-16,6.240464251947834e-16,4.3968227786190664e-13,1.0964523323682137e-12,1.7659626441425002e-15,8.622240546848923e-19,5.060299334456064e-15
1.3409651656735116e-06,0.11237859120719933,0.0,0.0,0.0,0.0,0.9987557818380294,0.00031182260332543064,5.289450206243142e-05,9.631266621129615e-05,3.433455952319578e-05,0.0009871776343992437,0.0009484551540053621,6.62115491325733e-10,3.147489469040391e-09,7.424645267459161e-08,4.923645414060547e-14,6.419287640381738e-14,2.5819290052765055e-16,6.865502570096489e-16,4.866818699334869e-13,1.2286763766873694e-12,1.9789475531074537e-15,9.66298200428305e-19,5.704672966254977e-15
1.3598916716995843e-06,0.11238301151846647,0.0,0.0,0.0,0.0,0.9987149121104983,0.00031461524875541755,5.4036078450511945e-05,9.890380158686562e-05,3.507824782175181e-05,0.0010242081531672761,0.0009844003796145397,6.931165557818229e-10,3.329939234863174e-09,7.975906129010944e-08,5.289215178271521e-14,7.052107088000431e-14,2.836458045981829e-16,7.54143521067587e-16,5.378060555714922e-13,1.374409851534575e-12,2.2136957316501345e-15,1.0810177753036696e-18,6.419215912311965e-15
1.378818177725657e-06,0.11238751757543212,0.0,0.0,0.0,0.0,0.9986732631716858,0.0003173666819185132,5.5180155308771876e-05,0.00010152499988452376,3.582326595718596e-05,0.001062020633018397,0.0010211137635180506,7.250016898846019e-10,3.519700089410139e-09,8.55873939122057e-08,5.6757223503619433e-14,7.735591428320541e-14,3.11136523499092e-16,8.271402743558008e-16,5.933343599695957e-13,1.5347793490458426e-12,2.472022304873948e-15,1.2072718669640336e-18,7.210262656246283e-15
1.3977446837517296e-06,0.11239210948024975,0.0,0.0,0.0,0.0,0.9986308342748056,0.00032007717364551967,5.632642156938678e-05,0.0001041760546952306,3.656939809119615e-05,0.0011006160870244226,0.0010585963994375362,7.57775928474257e-10,3.7169128625500126e-09,9.174387021107052e-08,6.083990552450553e-14,8.47280729931127e-14,3.4078840184099295e-16,9.058669503843755e-16,6.535590532646889e-13,1.7109831425162406e-12,2.7558579044302276e-15,1.346006260450537e-18,8.08459753181787e-15
