Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32)
8.853349720507961e-08,0.11224706345544955,0.0,0.0,0.0,0.0,0.9999845699699494,2.761745890469059e-05,5.898707907691634e-07,4.691892910419373e-07,3.375333261637563e-07,7.968349722256656e-07,6.884093253964525e-07,4.517096991271758e-14,4.61636538714139e-14,7.59862487969961e-14,5.0375845823141953e-20,1.1459306863848034e-21,4.609043408144861e-24,1.1732698322283566e-23
9.2719338812572e-08,0.11224714972016366,0.0,0.0,0.0,0.0,0.9999837701348927,2.889946059028952e-05,6.319508147529224e-07,5.14354158495291e-07,3.621819400717434e-07,8.910066886941707e-07,7.687143728116712e-07,5.2969568378911106e-14,5.5207058790322436e-14,9.512213498277685e-14,6.306303602110386e-20,1.5666773685847074e-21,6.30133053478478e-24,1.6020509368894587e-23
9.690518042006439e-08,0.11224723671686122,0.0,0.0,0.0,0.0,0.9999829625549376,3.0179306283767503e-05,6.752460925400983e-07,5.615712638620422e-07,3.876507928125851e-07,9.917599203835298e-07,8.547723341132964e-07,6.169360565230828e-14,6.551564171662406e-14,1.1791490056827884e-13,7.817491060582063e-20,2.1125510998339142e-21,8.496892713708478e-24,2.1577830478716023e-23
9.999999999999998e-08,0.11224732446623426,0.0,0.0,0.0,0.0,0.9999823603802037,3.1124178373123017e-05,7.080365545244696e-07,5.977993457779691e-07,4.0700779174104766e-07,1.0705940681052517e-06,9.222092312323249e-07,6.877708680567919e-14,7.401785125923731e-14,1.3741014704072385e-13,9.110059604240084e-20,2.6136616168192226e-21,1.0512413201898068e-23,2.667531471730995e-23
1.0109102202755678e-07,0.11224732446623426,0.0,0.0,0.0,0.0,0.999982147047635,3.145699445278435e-05,7.197540858694557e-07,6.108377620579902e-07,4.139383188581864e-07,1.0992818428165321e-06,9.467713222368725e-07,7.140838537532489e-14,7.72038875364146e-14,1.4486464254514354e-13,9.604307714585677e-20,2.8129380532768423e-21,1.131392465217968e-23,2.8701546571548323e-23
1.0527686363504916e-07,0.11224741298893244,0.0,0.0,0.0,0.0,0.999981323430894,3.273252357050677e-05,7.65472277015406e-07,6.62150825348939e-07,4.4104290658489694e-07,1.2137592411424885e-06,1.0448990844839516e-06,8.21810657925589e-14,9.039182667243207e-14,1.7651581448021273e-13,1.1702855699648532e-19,3.7024836818869864e-21,1.489177454685724e-23,3.7741460493868987e-23
1.0946270524254155e-07,0.11224750230555919,0.0,0.0,0.0,0.0,0.9999804915229914,3.400589211571995e-05,8.123981572172765e-07,7.155076432221918e-07,4.6896290990143306e-07,1.3353785123539244e-06,1.1493429932080636e-06,9.408064558776828e-14,1.0520512598289401e-13,2.134593419200374e-13,1.415231881273435e-19,4.821771999155085e-21,1.939367624097393e-23,4.910710153916294e-23
1.1364854685003394e-07,0.11224759243667387,0.0,0.0,0.0,0.0,0.9999796511425791,3.527709857293818e-05,8.605292184225036e-07,7.709054222588212e-07,4.976966565631599e-07,1.4643256661757217e-06,1.2602900384865987e-06,1.0717794967178717e-13,1.2177517886975165e-13,2.5633477116324507e-13,1.699510500786836e-19,6.218061875927923e-21,2.500971070831272e-23,6.327510312579753e-23
1.1783438845752633e-07,0.11224768340279112,0.0,0.0,0.0,0.0,0.9999788021086898,3.6546141432514685e-05,9.098629480691245e-07,8.283413860065895e-07,5.272424534475154e-07,1.600786324737215e-06,1.3779268226144609e-06,1.2154561491849351e-13,1.4023919452636238e-13,3.0583245204514093e-13,2.027699114735687e-19,7.946084666046694e-21,3.19600142101465e-23,8.079719269305196e-23
1.2202023006501872e-07,0.11224777522438074,0.0,0.0,0.0,0.0,0.9999779442407407,3.7813019190750794e-05,9.603968259396858e-07,8.878127748532725e-07,5.575985897587286e-07,1.7449457214161896e-06,1.5024395558405532e-06,1.3725807584088951e-13,1.6074028624945947e-13,3.626957547969095e-13,2.4047270012739737e-19,1.0068906288554881e-20,4.049824570551105e-23,1.0230882450025124e-22
1.262060716725111e-07,0.11224786792186792,0.0,0.0,0.0,0.0,0.9999770773585382,3.907773035000472e-05,1.0121283219807241e-06,9.493168459002228e-07,5.887633392678293e-07,1.8969886992990981e-06,1.634014052685562e-06,1.5439155023417847e-13,1.8342755880627252e-13,4.2772332030060187e-13,2.8358899530459546e-19,1.2658855856500234e-20,5.09153219211432e-23,1.2853847633069712e-22
1.303919132800035e-07,0.11224796151563267,0.0,0.0,0.0,0.0,0.9999762012822806,4.034027341879995e-05,1.0650548946001623e-06,1.0128508728360933e-06,6.207349620756791e-07,2.0570997094534573e-06,1.7728357285493612e-06,1.7302402479048332e-13,2.084561948500879e-13,5.017713430289634e-13,3.3268654165100604e-19,1.579852323703039e-20,6.354342967266315e-23,1.6031763410627866e-22
1.3876359649498827e-07,0.11224815147328818,0.0,0.0,0.0,0.0,0.9999744208303714,4.2858849350582794e-05,1.1744830397750747e-06,1.1459979713085543e-06,6.870918057507292e-07,2.402261658629321e-06,2.0729602656892655e-06,2.1510667899312462e-13,2.6618918695308113e-13,6.806553135437786e-13,4.512964824539297e-19,2.4115314851519514e-20,9.699454518755268e-23,2.444318327533373e-22
1.4713527970997304e-07,0.11224834525947798,0.0,0.0,0.0,0.0,0.9999726014545544,4.53687351816955e-05,1.288660662730742e-06,1.2872325867315273e-06,7.56654965775836e-07,2.7818992598986778e-06,2.404288397008913e-06,2.641647610539448e-13,3.3530550251069646e-13,9.074371186995178e-13,6.016666915524752e-19,3.5927791499468575e-20,1.4450573638895692e-22,3.637894466940847e-22
1.5550696292495782e-07,0.11224854303559757,0.0,0.0,0.0,0.0,0.9999707417308239,4.786991921327329e-05,1.4075669381728119e-06,1.436533492891287e-06,8.294101144043691e-07,3.1974737951579333e-06,2.768288789950534e-06,3.208843700203701e-13,4.1727399365949257e-13,1.1912784750144394e-12,7.898723896029039e-19,5.238502186810342e-20,2.1069870470176193e-22,5.299407980367866e-22
1.638786461399426e-07,0.11224874496229643,0.0,0.0,0.0,0.0,0.9999688402417057,5.036238985541821e-05,1.5311808109606303e-06,1.5938797168637746e-06,9.053427565632308e-07,3.650440062205046e-06,3.1664234724397036e-06,3.8597851594386817e-13,5.136687112150226e-13,1.5424920134728476e-12,1.0227520060117452e-18,7.492266385908129e-20,3.0134785138270836e-22,7.573086560383233e-22
1.7225032935492737e-07,0.11224895119947587,0.0,0.0,0.0,0.0,0.9999668955763346,5.2846135630614014e-05,1.6594809941894803e-06,1.7592505349780143e-06,9.844382339716198e-07,4.142246299477671e-06,3.600147756788065e-06,4.60186653608053e-13,6.261714280238481e-13,1.9726218963584565e-12,1.3079606401956206e-18,1.0531476248085816e-19,4.235886157403873e-22,1.063705808896991e-21
1.8899369578489692e-07,0.11224937724106532,0.0,0.0,0.0,0.0,0.9999628711068758,5.778740725238126e-05,1.9300539783807943e-06,2.1139842809742824e-06,1.1520582664344152e-06,5.2481383915762575e-06,4.580152351203009e-06,6.390321383382404e-13,9.067811583881496e-13,3.122466091343568e-12,2.070401009287675e-18,1.9881371528716323e-19,7.996530678245168e-22,2.0054146501458696e-21
2.0573706221486647e-07,0.11224982242421758,0.0,0.0,0.0,0.0,0.9999586571705908,6.269364463507685e-05,2.2191109412816616e-06,2.50057377307424e-06,1.3321497887001743e-06,6.526601932266446e-06,5.719807920029807e-06,8.638475530450808e-13,1.2748036755646193e-12,4.76097472772411e-12,3.1568763500393442e-18,3.5620457246871057e-19,1.432698998095386e-21,3.5889714653045096e-21
2.2248042864483603e-07,0.11225028800023182,0.0,0.0,0.0,0.0,0.9999542427261721,6.756476034980722e-05,2.5264732555268256e-06,2.9188617829479004e-06,1.5245898890881571e-06,7.988979012743934e-06,7.030507634617706e-06,1.1414526891169467e-12,1.7478136601985047e-12,7.0334721663467295e-12,4.66375453045218e-18,6.106334302146379e-19,2.456044403593387e-21,6.146555951359944e-21
2.392237950748056e-07,0.11225077520761093,0.0,0.0,0.0,0.0,0.9999496168451963,7.240066908921262e-05,2.85195867874347e-06,3.3686946824110198e-06,1.7292531880007794e-06,9.646499562194416e-06,8.523530190081713e-06,1.4790452873838606e-12,2.3453288817959954e-12,1.0113333443346792e-11,6.706004939712459e-18,1.0079953058936672e-18,4.054285178275609e-21,1.0137814488402564e-20
2.5596716150477516e-07,0.11225128527179103,0.0,0.0,0.0,0.0,0.9999447687144423,7.720128777336552e-05,3.195381406385602e-06,3.849922314148084e-06,1.9460118734984012e-06,1.1510278987719404e-05,1.021003752456434e-05,1.884185873589423e-12,3.088874841648136e-12,1.4204977160147694e-11,9.419183240620919e-18,1.6104063446066832e-18,6.477260811880178e-21,1.6184486335181e-20
2.727105279347447e-07,0.11225181940490636,0.0,0.0,0.0,0.0,0.9999396876381792,8.196653565455212e-05,3.5565521218900057e-06,4.362397862592199e-06,2.1747357441056057e-06,1.3591315844647698e-05,1.2101072564024122e-05,2.364782555847166e-12,4.002045166645418e-12,1.9546948876600453e-11,1.2961476141796314e-17,2.5002682073876616e-18,1.0056401926817998e-20,2.5110940443415317e-20
2.8945389436471426e-07,0.1122523788055314,0.0,0.0,0.0,0.0,0.9999343630404165,8.669633442085251e-05,3.935278058306213e-06,4.9059777250253175e-06,2.4152922446674694e-06,1.590048953343354e-05,1.4207557002874559e-05,2.9290757884593618e-12,5.110557457832253e-12,2.6415088849236785e-11,1.7515802105976033e-17,3.7849960152937834e-18,1.522374673154176e-20,3.799130197098725e-20
3.061972607946838e-07,0.1122529646584432,0.0,0.0,0.0,0.0,0.9999287844671184,9.139060829841352e-05,4.331363067452043e-06,5.480521382959087e-06,2.6675464993015595e-06,1.8448558027243138e-05,1.654028912054097e-05,3.5856231156730305e-12,6.442304470421344e-12,3.51257807615805e-11,2.329196577083584e-17,5.602473268032981e-18,2.2533881470082088e-20,5.620381020144559e-20
3.2294062722465336e-07,0.11225357813438448,0.0,0.0,0.0,0.0,0.9999229415883824,9.604928415228674e-05,4.7446076868560255e-06,6.085891273893778e-06,2.9313613511602816e-06,2.1246155636414112e-05,1.910994163033309e-05,4.343283907528439e-12,8.027400754181368e-12,4.603927564651146e-11,3.052886223593722e-17,8.127277573572853e-18,3.2688981183797944e-20,8.149283834336679e-20
3.396839936546229e-07,0.11225422038982771,0.0,0.0,0.0,0.0,0.9999168242005809,0.00010067229158572844,5.174809205314364e-06,6.72195266354921e-06,3.206597408049336e-06,2.4303790811273204e-05,2.1927059562946083e-05,5.2112040939204545e-12,9.898224788088236e-12,5.956308267381995e-11,3.949672569372571e-17,1.1577720888939366e-17,4.656712655358805e-20,1.1603901159327763e-19
3.5642736008459247e-07,0.11225489256674445,0.0,0.0,0.0,0.0,0.999910422228463,0.00010525956303789044,5.621761733178403e-06,7.388573518631938e-06,3.493113087680741e-06,2.763184398257196e-05,2.5002058189969704e-05,6.198800907549638e-12,1.2089456474101088e-11,7.615541856664281e-11,5.04994169426117e-17,1.6223758147939492e-17,6.525411351891636e-20,1.6253795749030182e-19
3.73170726514562e-07,0.11225559579238092,0.0,0.0,0.0,0.0,0.9999037257272108,0.00010981103387981572,6.0852562778121594e-06,8.085624380210234e-06,3.790764662050612e-06,3.124056544123426e-05,2.8345220989524254e-05,7.315747649295962e-12,1.4638109927696655e-11,9.632870863002644e-11,6.387674512890364e-17,2.2395818431366568e-17,9.007897349552944e-20,2.2428822250227555e-19
3.8991409294453157e-07,0.11225633117903872,0.0,0.0,0.0,0.0,0.9998967248844511,0.00011432664250862363,6.565080820469696e-06,8.812978237795537e-06,4.099406304610152e-06,3.5140073260876206e-05,3.196669765371214e-05,8.571958486138846e-12,1.7583561634229532e-11,1.2065313283076785e-10,8.000681936665974e-17,3.049460448994004e-17,1.2265338844739135e-19,3.0528880835475694e-19
4.066574593745011e-07,0.11225709982385963,0.0,0.0,0.0,0.0,0.9998894100222251,0.00011880633043977685,7.061020393638783e-06,9.570510404224377e-06,4.41889014108557e-06,3.934035126536079e-05,3.5876502139181994e-05,9.977573290611606e-12,2.0967573998222898e-11,1.4976020996890598e-10,9.930842562008259e-17,4.100190137957977e-17,1.6491516475385065e-19,4.103467327848222e-19
4.234008258044707e-07,0.11225790280861525,0.0,0.0,0.0,0.0,0.9998817715989072,0.00012325004239735257,7.57285716091366e-06,1.0358098391411709e-05,4.749066301787012e-06,4.3851247042329096e-05,4.008451076380819e-05,1.1542942533145867e-11,2.4834314227041625e-11,1.8434641256251607e-10,1.2224342395543046e-16,5.449243528933154e-17,2.191759311031736e-19,5.45195021546886e-19
4.401441922344402e-07,0.11225874119950309,0.0,0.0,0.0,0.0,0.9998738002110761,0.00012765772640223878,8.10037050022366e-06,1.1175621787047615e-05,5.089782974475317e-06,4.868247000409698e-05,4.460046035170279e-05,1.3278612239530629e-11,2.923036853541316e-11,2.2517680505970192e-10,1.493191612642595e-16,7.164682320611001e-17,2.881732238893846e-19,7.166215329677298e-19
4.568875586644098e-07,0.11225961604694781,0.0,0.0,0.0,0.0,0.9998654865953309,0.000132029333858159,8.643337089187484e-06,1.2022962132328059e-05,5.4408864588950255e-06,5.38435894981205e-05,4.943394642753438e-05,1.519530902439691e-11,3.420475173742625e-11,2.7308869822001106e-10,1.8109089471120365e-16,9.326564987880746e-17,3.7512710677025613e-19,9.326089750405723e-19
4.7363092509437933e-07,0.11226052838540918,0.0,0.0,0.0,0.0,0.999856821630061,0.00013636481963542934,9.201530991784866e-06,1.2900002800812173e-05,5.802221223656022e-06,5.9344032969035975e-05,5.4594421461354504e-05,1.7303925210982317e-11,3.9808912271558433e-11,3.289953126576596e-10,2.181642212590882e-16,1.202847030932484e-16,4.838014491192742e-19,1.202486421739729e-18
5.071176579543184e-07,0.11226246959230146,0.0,0.0,0.0,0.0,0.9998384018835098,0.00014492726344806183,1.0362684464330192e-05,1.4742727048300816e-05,6.5549536693706535e-06,7.139988159367871e-05,6.593342299036595e-05,2.2141225108422893e-11,5.312452033328401e-11,4.688471180104413e-10,3.1090431743505076e-16,1.9504378018192084e-16,7.844927564071528e-19,1.9489644510847157e-18
5.406043908142575e-07,0.11226457276958351,0.0,0.0,0.0,0.0,0.999818470897848,0.00015334476916284515,1.1581974577674243e-05,1.67028936424236e-05,7.346701695474529e-06,8.492253101788965e-05,7.869016036636088e-05,2.788040574947192e-11,6.96373601247212e-11,6.536952463003747e-10,4.33483243062345e-16,3.067680686197714e-16,1.2338632933502878e-18,3.064114982725016e-18
5.740911236741966e-07,0.11226684559969502,0.0,0.0,0.0,0.0,0.999796960971867,0.00016161710852435397,1.2857509041456062e-05,1.877962347527813e-05,8.176161268433187e-06,9.998211737416011e-05,9.29349368091156e-05,3.461307840067102e-11,8.984610044700598e-11,8.939507389253845e-10,5.928050494310037e-16,4.696426026739347e-16,1.888967264726465e-18,4.6892484556853395e-18
6.042291832481419e-07,0.11226904233158673,0.0,0.0,0.0,0.0,0.9997761980379767,0.0001689379585264003,1.4051988470366497e-05,2.074762998927546e-05,8.953821621428112e-06,0.00011490583784232033,0.00010708365016165771,4.1598661403533935e-11,1.1163664664581535e-10,1.1674163076492668e-09,7.74150022359008e-16,6.749344925442319e-16,2.7146798044001856e-18,6.73700873160191e-18
6.343672428220871e-07,0.11227138769945577,0.0,0.0,0.0,0.0,0.9997540573640148,0.00017614101283761361,1.528904274955016e-05,2.280873777014966e-05,9.7599710042801e-06,0.00013117700103442006,0.00012254043411511127,4.95324782292606e-11,1.3727177859414712e-10,1.505324286338096e-09,9.982295350043304e-16,9.529724908971963e-16,3.832987404521604e-18,9.509684335320205e-18
6.614914964386377e-07,0.1122736297745805,0.0,0.0,0.0,0.0,0.9997329161824714,0.00018252301870091503,1.643760192493415e-05,2.474283221693551e-05,1.0509041425961218e-05,0.00014701116619034881,0.0001376080811613593,5.754032490462171e-11,1.63994015888718e-10,1.8736464539742477e-09,1.2424782508547209e-15,1.282085350862743e-15,5.156725314425783e-18,1.2790953275791634e-17
6.886157500551883e-07,0.11227599985595756,0.0,0.0,0.0,0.0,0.9997105920561214,0.00018880959044417054,1.7618417412629597e-05,2.675140407202739e-05,1.1279648927228035e-05,0.0001640064230450254,0.0001538050874703078,6.642180023312007e-11,1.9452363400827685e-10,2.3120019788166983e-09,1.5331692288371032e-15,1.7041934602005471e-15,6.854503218127327e-18,1.6998546780331843e-17
7.15740003671739e-07,0.11227850135697423,0.0,0.0,0.0,0.0,0.9996870549721432,0.0001950007650528514,1.883041837551609e-05,2.883401532437759e-05,1.2071053713383725e-05,0.00018219404560311224,0.00017116280058923603,7.622680086302283e-11,2.292118935008428e-10,2.8301315865367837e-09,1.8767620411060774e-15,2.2401112185410623e-15,9.01003958695378e-18,2.2339602121714227e-17
7.428642572882896e-07,0.11228113756648937,0.0,0.0,0.0,0.0,0.9996622760257213,0.0002010966097709614,2.0072526126811873e-05,3.099022946797752e-05,1.2882510228545066e-05,0.00020160419094376148,0.0001897114511106279,8.700496430612071e-11,2.6842385020961824e-10,3.43864951711556e-09,2.280295537685184e-15,2.9141416194092723e-15,1.1721084516437917e-17,2.905593893380715e-17
7.699885109048403e-07,0.1122839116482043,0.0,0.0,0.0,0.0,0.9996362274284011,0.00020709722252477167,2.1343655329572243e-05,3.321961046639915e-05,1.3713267985424596e-05,0.00022226588994182103,0.00020948014415952948,9.880553371120389e-11,3.1253768375029213e-10,4.149075877285148e-09,2.751409301644782e-15,3.754464298954984e-15,1.5100980514734906e-17,3.7427910101513375e-17
7.971127645213909e-07,0.11228682663993797,0.0,0.0,0.0,0.0,0.9996088825149845,0.0002130027322794131,2.2642715207225774e-05,3.552172176454902e-05,1.4562572405535125e-05,0.00024420703944681975,0.00023049685231138966,1.1167722907963806e-10,3.6194397119125485e-10,4.973867032522513e-09,3.2983638042027743e-15,4.793541326299918e-15,1.928029464982139e-17,4.777843256715834e-17
8.215245927762865e-07,0.11228957301942652,0.0,0.0,0.0,0.0,0.9995831426134939,0.00021823650983267056,2.3834844873577653e-05,3.7655444360714204e-05,1.5342177493388886e-05,0.0002650701418942425,0.00025050114461075656,1.242173150929425e-10,4.1126686678120654e-10,5.825033202719787e-09,3.8628092717018265e-15,5.929259174716727e-15,2.3848311969142418e-17,5.909005689075337e-17
8.45936421031182e-07,0.11229243793037157,0.0,0.0,0.0,0.0,0.9995563141656345,0.0002233935221114023,2.504791109336318e-05,3.984740281387176e-05,1.6135637432638798e-05,0.00028700999857697487,0.00027155685030639523,1.376984801806902e-10,4.655029927965723e-10,6.790162773737027e-09,4.5028294153868865e-15,7.286646513681943e-15,2.930791544036482e-17,7.260780112335527e-17
8.703482492860776e-07,0.1122954233238242,0.0,0.0,0.0,0.0,0.9995283800852822,0.0002284739286494986,2.6281112227678175e-05,4.209727414889446e-05,1.6942397015107596e-05,0.00031004456748653665,0.0002936819884252241,1.5215467211788903e-10,5.249596179858447e-10,7.880389868711432e-09,5.225807872162466e-15,8.899981218971624e-15,3.5796975577789423e-17,8.867253242229808e-17
8.947600775409732e-07,0.11229853106728417,0.0,0.0,0.0,0.0,0.9994993240328145,0.00023347790987815256,2.7533646093181928e-05,4.440473285175086e-05,1.7761900466184095e-05,0.00033419105079453303,0.0003168938248190837,1.6761920397452802e-10,5.899500450681185e-10,9.107526590015206e-09,6.039577887779303e-15,1.08074494970185e-14,4.3469082764237434e-17,1.0766394776289461e-16
9.191719057958687e-07,0.1123017629446227,0.0,0.0,0.0,0.0,0.99946913041556,0.00023840566716746515,2.8804710672567487e-05,4.676945041405012e-05,1.8593591946201294e-05,0.00035946589388874335,0.00034120887155615767,1.841246926687777e-10,6.607930545884891e-10,1.048407499600867e-08,6.952430259567778e-15,1.3051421937565883e-14,5.249465757500945e-17,1.3000331291896069e-16
9.435837340507643e-07,0.1123051206561502,0.0,0.0,0.0,0.0,0.9994377843874709,0.00024325742283178687,3.0093504820155057e-05,4.919109490634291e-05,1.9436916049683823e-05,0.0003858847851961201,0.0003666428870806937,2.0170300057071974e-10,7.378123326124373e-10,1.2023237659370802e-08,7.97312033853146e-15,1.5678732797822555e-14,6.306207409935662e-17,1.5615623368242117e-16
9.6799556230566e-07,0.11230860581866378,0.0,0.0,0.0,0.0,0.9994052718480112,0.0002480334200983423,3.1399228959095954e-05,5.166933058160611e-05,2.0291318299762096e-05,0.00041346265680260223,0.0003932108771495605,2.20385180021549e-10,8.213358866263172e-10,1.3738926677588237e-08,9.110874004973332e-15,1.8740960856110378e-14,7.537878957479329e-17,1.8663544218020828e-16
9.924073905605555e-07,0.11231221996606318,0.0,0.0,0.0,0.0,0.9993715794408413,0.00025273392306639057,3.272108577430631e-05,5.420381748725771e-05,2.1156245640514425e-05,0.00044221368528238054,0.0004209270959720094,2.40201422768166e-10,9.11695449023843e-10,1.564577224935296e-08,1.0375393356252774e-14,2.229471084185471e-14,8.967247633958523e-17,2.220035870048287e-16
9.999999999999997e-07,0.11231596454880599,0.0,0.0,0.0,0.0,0.9993608578191129,0.0002541805342499271,3.313537623603994e-05,5.5003512447953336e-05,2.1427316066379967e-05,0.00045139718989059443,0.0004297836827157109,2.466005402402866e-10,9.412454667969469e-10,1.628020716720293e-08,1.0796117284784074e-14,2.350979003865676e-14,9.455969738919177e-17,2.340957667493118e-16
1.016819218815451e-06,0.11231596454880599,0.0,0.0,0.0,0.0,0.9993366945514566,0.0002573592166172898,3.40582808932114e-05,5.679421111771199e-05,2.203114692211327e-05,0.0004721512935912457,0.00044980504838655345,2.611810104180724e-10,1.0092258669415301e-09,1.775912916137185e-08,1.1776861008809847e-14,2.6401895498726374e-14,1.061921563317271e-16,2.628760339965773e-16
1.0412310470703467e-06,0.11231984093489045,0.0,0.0,0.0,0.0,0.9993006053039551,0.0002619096062838385,3.541002355315293e-05,5.9440162101802515e-05,2.2915473377559312e-05,0.0005032881538485427,0.0004798574929029029,2.8335226596096226e-10,1.1142644861873647e-09,2.009508145229035e-08,1.3325943191320757e-14,3.1130016464912946e-14,1.2520933083050728e-16,3.0992365141208873e-16
1.0656428753252422e-06,0.11232385041012663,0.0,0.0,0.0,0.0,0.9992633005573192,0.0002663854180969723,3.6775527257747384e-05,6.214131591079312e-05,2.3808679092447145e-05,0.0005356361906201246,0.0005110964452303672,3.0674251480232994e-10,1.2271505303770454e-09,2.2670445976263543e-08,1.5033792108141485e-14,3.6552441069441824e-14,1.470190937718301e-16,3.638755522034029e-16
1.0900547035801378e-06,0.11232799417876649,0.0,0.0,0.0,0.0,0.9992247699014578,0.00027078699842175995,3.8154010427852864e-05,6.489731257619331e-05,2.4710221471494365e-05,0.0005692065844451165,0.0005435331820430465,3.313780504184395e-10,1.3482244756300905e-09,2.5502775447013996e-08,1.6912047958230984e-14,4.274867412073427e-14,1.7194122492151454e-16,4.2552178818037762e-16
1.1144665318350334e-06,0.11233227336350092,0.0,0.0,0.0,0.0,0.999185003652178,0.000275114713742961,3.954469702971267e-05,6.770778645264176e-05,2.561956169006109e-05,0.0006040097764622495,0.00057717824581332,3.5728408955060606e-10,1.477827422025651e-09,2.8610359072744643e-08,1.897283935641997e-14,4.980462571929958e-14,2.00321267057026e-16,4.957160136955791e-16
1.138878360089929e-06,0.11233668900695876,0.0,0.0,0.0,0.0,0.9991439928457839,0.0002793689504342265,4.0946817194201e-05,7.057236599625812e-05,2.6536165139717928e-05,0.0006400554734185668,0.0006120414500168549,3.844847363442725e-10,1.6163004682409108e-09,3.2012222363660454e-08,2.122878320598233e-14,5.781287182119302e-14,2.325315739919778e-16,5.753780643098977e-16
1.1632901883448245e-06,0.11234124207131696,0.0,0.0,0.0,0.0,0.9991017292326222,0.0002835501144770494,4.235960780968079e-05,7.349067358878209e-05,2.7459501856235855e-05,0.0006773526537631426,0.0006481318853904118,4.1300297212816327e-10,1.7639840877651794e-09,3.572812446468348e-08,2.369298293000521e-14,6.687290615167771e-14,2.6897232381014535e-16,6.654964417884988e-16
1.18770201659972e-06,0.11234593344029757,0.0,0.0,0.0,0.0,0.9990582052705553,0.00028765863117870884,4.378231310914552e-05,7.646232536511961e-05,2.8389046943572157e-05,0.0007159095738175148,0.0006854579262634009,4.428606260044622e-10,1.92121751071935e-09,3.977855529369653e-08,2.637902657379236e-14,7.709138131941074e-14,3.100724886618582e-16,7.671307184887749e-16
1.2121138448546156e-06,0.11235076391862722,0.0,0.0,0.0,0.0,0.9990134141173922,0.00029169494483959697,4.5214185227150523e-05,7.948693108784833e-05,2.9324280977412848e-05,0.0007557337750227155,0.0007240272379325386,4.740783180943847e-10,2.0883381105516975e-09,4.418473012124151e-08,2.930098321053287e-14,8.858234068287912e-14,3.562907673644442e-16,8.814138562589729e-16
1.2365256731095112e-06,0.11235573423444997,0.0,0.0,0.0,0.0,0.9989673496233692,0.00029565951842697597,4.665448475263724e-05,8.256409401968993e-05,3.0264690405511644e-05,0.0007968320911385809,0.0007638467839896306,5.066754668210545e-10,2.2656808019120204e-09,4.896858425112811e-08,3.247339941388172e-14,1.0146743746170592e-13,4.0811646670110243e-16,1.0095543284146637e-15
1.2609375013644068e-06,0.11236084503853781,0.0,0.0,0.0,0.0,0.9989200063224182,0.00029955283318824314,4.8102481244445994e-05,8.569341085191063e-05,3.1209767922692895e-05,0.0008392106566992588,0.0008049228348655397,5.406703217550171e-10,2.453577446585446e-09,5.41527646537467e-08,3.5911293709686706e-14,1.1587614130135318e-13,4.660703322551027e-16,1.1528381570468995e-15
1.2853493296193023e-06,0.11236609690720861,0.0,0.0,0.0,0.0,0.9988713794236277,0.00030337538828039453,4.955745374568231e-05,8.887447162356114e-05,3.215901284448054e-05,0.0008828749152695551,0.0008472609761805789,5.760798726239084e-10,2.6523562733070655e-09,5.976062209366786e-08,3.9630151355508676e-14,1.319459285391152e-13,5.307053136855076e-16,1.3126309040391907e-15
1.3097611578741979e-06,0.11237149034121997,0.0,0.0,0.0,0.0,0.9988214648013818,0.0003071277003308527,5.101869125367369e-05,9.21068597039871e-05,3.311193145036243e-05,0.0009278296290791713,0.0008908661184272765,6.129197890222102e-10,2.8623413090060467e-09,6.5816199805033e-08,4.3645916830750674e-14,1.498224593575986e-13,6.026072772650968e-16,1.4903793860478385e-15
1.3341729861290935e-06,0.11237702576928832,0.0,0.0,0.0,0.0,0.9987702589859485,0.00031081030303032253,5.248549319489507e-05,9.53901517536117e-05,3.406803732958469e-05,0.000974078888190875,0.0009357425062017696,6.512045900521891e-10,3.0838518282429682e-09,7.234422334420305e-08,4.797498710748634e-14,1.6965973699646858e-13,6.823956462582775e-16,1.687613037493505e-15
1.358584814383989e-06,0.11238270354654425,0.0,0.0,0.0,0.0,0.9987177591526016,0.0003144237466462128,5.395716984667485e-05,9.872391775747652e-05,3.502685169050758e-05,0.001021626121199234,0.0009818937289129042,6.909476342209231e-10,3.3172018166999037e-09,7.937008647733014e-08,5.263420229181863e-14,1.9162025122536426e-13,7.707239779868211e-16,1.905945562303409e-15
1.3829966426388846e-06,0.1123885239587484,0.0,0.0,0.0,0.0,0.9986639631114641,0.0003179685975872378,5.543304277220503e-05,0.00010210772102265386,3.598790367799278e-05,0.0010704741051840551,0.0010293227307703779,7.321607865892301e-10,3.5626994547986418e-09,8.691983903336991e-08,5.764083756863641e-14,2.1587510079246943e-13,8.682804563287615e-16,2.147076448540895e-15
1.4074084708937801e-06,0.11239448722016476,0.0,0.0,0.0,0.0,0.9986088692956623,0.00032144543787090025,5.691244519055374e-05,0.000105541118262524,3.6950730646182523e-05,0.0011206249774272882,0.001078031822473848,7.748546168979782e-10,3.820646618491724e-09,9.502017004232616e-08,6.301259201964877e-14,2.426041012637071e-13,9.757883254767587e-16,2.4127913559717532e-15
