Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11)
5.4396456334491093e-08,0.11224638463066834,0.0,0.0,0.0,0.0,0.9999908269404351,1.7081981645769386e-05,2.924155760916946e-07,1.7783476713133998e-07,1.6729237398099562e-07,2.507357824566141e-07,2.2437999994629353e-07
5.610073781792224e-08,0.11224641757378935,0.0,0.0,0.0,0.0,0.9999905249551427,1.7611347513717623e-05,3.053185482404317e-07,1.89114473671985e-07,1.7448850879658452e-07,2.694953153412165e-07,2.4035309822714763e-07
5.780501930135338e-08,0.11224645060788178,0.0,0.0,0.0,0.0,0.9999902219523168,1.8140358232075743e-05,3.1842795560590714e-07,2.0073864007498232e-07,1.818214101411613e-07,2.890712913537769e-07,2.570052440486586e-07
5.9509300784784526e-08,0.1122464837343782,0.0,0.0,0.0,0.0,0.9999899179195548,1.8669013694435543e-05,3.317434090307414e-07,2.127070632912525e-07,1.8929120596542235e-07,3.094766573466729e-07,2.743492272337061e-07
6.121358226821567e-08,0.11224651695470853,0.0,0.0,0.0,0.0,0.9999896128444427,1.9197313794508724e-05,3.452645529016733e-07,2.2501954078414304e-07,1.9689798995677041e-07,3.30724336825328e-07,2.92397847905708e-07
6.291786375164681e-08,0.11224655027030038,0.0,0.0,0.0,0.0,0.9999893067145595,1.9725258426128528e-05,3.589910602250026e-07,2.3767587052764358e-07,2.04641826464724e-07,3.528272318989316e-07,3.111639135152492e-07
6.462214523507796e-08,0.11224658368257888,0.0,0.0,0.0,0.0,0.9999889995174794,2.02528474832513e-05,3.729226284147439e-07,2.5067585100462094e-07,2.125227547136014e-07,3.7579822494485936e-07,3.306602362931202e-07
6.632642671850911e-08,0.11224661719296732,0.0,0.0,0.0,0.0,0.9999886912407737,2.0780080859958063e-05,3.8705897569899336e-07,2.6401928120507334e-07,2.2054079239697822e-07,3.9965018002475827e-07,3.5089963107322916e-07
6.803070820194026e-08,0.1122466508028868,0.0,0.0,0.0,0.0,0.9999883818720123,2.1306958450456068e-05,4.0139983805208816e-07,2.7770596062440894e-07,2.286959387463342e-07,4.243959440894242e-07,3.7189491343009666e-07
6.973498968537141e-08,0.11224668451375677,0.0,0.0,0.0,0.0,0.9999880713987663,2.1833480149080305e-05,4.159449665691472e-07,2.917356892617445e-07,2.3698817715730202e-07,4.5004834800597997e-07,3.936588980810303e-07
7.143927116880256e-08,0.11224671832699482,0.0,0.0,0.0,0.0,0.9999877598086082,2.2359645850295005e-05,4.306941252166392e-07,3.0610826761822965e-07,2.4541747743987135e-07,4.766202074340113e-07,4.162043975132806e-07
7.314355265223371e-08,0.11224675224401688,0.0,0.0,0.0,0.0,0.9999874470891147,2.288545544869513e-05,4.45647088906842e-07,3.208234966953926e-07,2.5398379774468284e-07,5.041243235716047e-07,4.3954422080498796e-07
7.484783413566486e-08,0.11224678626623755,0.0,0.0,0.0,0.0,0.9999871332278658,2.34109088390078e-05,4.6080364185201596e-07,3.358811779935068e-07,2.6268708620959316e-07,5.325734837890337e-07,4.636911726134915e-07
7.825639710252715e-08,0.11224685463192408,0.0,0.0,0.0,0.0,0.9999865020304487,2.446074657494867e-05,4.917266911268673e-07,3.670231057377764e-07,2.805043178408958e-07,5.9235801974577e-07,5.144576535198674e-07
8.166496006938944e-08,0.11224692343534005,0.0,0.0,0.0,0.0,0.9999858661171139,2.5509158218632066e-05,5.2346168416034e-07,3.995324727673153e-07,2.988686057866848e-07,6.560758561821236e-07,5.686061589852934e-07
8.507352303625173e-08,0.11224699268774899,0.0,0.0,0.0,0.0,0.99998522538873,2.6556142932776964e-05,5.560071090453493e-07,4.334077088770559e-07,3.1777929516611043e-07,7.238288398291579e-07,6.262388923302492e-07
8.848208600311402e-08,0.11224706240039177,0.0,0.0,0.0,0.0,0.9999845797462928,2.7601699882350217e-05,5.89361508831369e-07,4.686472516914238e-07,3.372356648031943e-07,7.957186312394913e-07,6.874579274078666e-07
9.18906489699763e-08,0.11224713258449025,0.0,0.0,0.0,0.0,0.9999839290909335,2.8645828234608993e-05,6.235234654493862e-07,5.052495466160582e-07,3.5723694332273153e-07,8.718467103696589e-07,7.523651981249569e-07
9.529921193683859e-08,0.11224720325124485,0.0,0.0,0.0,0.0,0.9999832733239288,2.968852715914266e-05,6.584915873911646e-07,5.432130467900852e-07,3.7778232149163893e-07,9.523143806553193e-07,8.210624902100396e-07
9.870777490370088e-08,0.11224727441183639,0.0,0.0,0.0,0.0,0.999982612346707,3.072979582791398e-05,6.942645004267806e-07,5.825362130389358e-07,3.988709615217958e-07,1.0372227718669517e-06,8.936514347999762e-07
9.999999999999998e-08,0.11224734607742581,0.0,0.0,0.0,0.0,0.9999823603802487,3.112417858972942e-05,7.080365241039213e-07,5.977991978732666e-07,4.070077464666259e-07,1.0705943332033085e-06,9.222091230853228e-07
1.0211633787056317e-07,0.11224734607742581,0.0,0.0,0.0,0.0,0.9999819460608523,3.176963341529986e-05,7.308408410344239e-07,6.2321751382765e-07,4.205020036604536e-07,1.1266728418770463e-06,9.702335036502063e-07
1.0552490083742546e-07,0.11224741825915437,0.0,0.0,0.0,0.0,0.9999812743681087,3.280803909813164e-05,7.682192518496314e-07,6.65255425214531e-07,4.426745707611829e-07,1.2207653776171375e-06,1.0509100055540963e-06
1.0893346380428775e-07,0.11224749096814372,0.0,0.0,0.0,0.0,0.9999805971703827,3.3845012055735125e-05,8.063983783314568e-07,7.086484308050555e-07,4.653877716379526e-07,1.3196009955470674e-06,1.1357820834912909e-06
1.1234202677115003e-07,0.11224756421549584,0.0,0.0,0.0,0.0,0.999979914369746,3.4880551469970334e-05,8.453768661919614e-07,7.53395021705977e-07,4.8864070365601e-07,1.4232801418187082e-06,1.2249507122336952e-06
1.1575058973801232e-07,0.11224763801229326,0.0,0.0,0.0,0.0,0.9999792258684375,3.591465652527101e-05,8.851533594731727e-07,7.994936964795815e-07,5.124324546754664e-07,1.5319030921807214e-06,1.3185166963397836e-06
1.1915915270487461e-07,0.11224771236959864,0.0,0.0,0.0,0.0,0.9999785315688643,3.694732640868405e-05,9.257264992001097e-07,8.469429610980538e-07,5.367621044190225e-07,1.6455699516530407e-06,1.4165806684945568e-06
1.2597627863859917e-07,0.11224786280988606,0.0,0.0,0.0,0.0,0.9999771251854056,3.9008357421335594e-05,1.0092572623547679e-06,9.458873205347268e-07,5.870313830605692e-07,1.8884349610450212e-06,1.6266042404247573e-06
1.3279340457232375e-07,0.11224801562446522,0.0,0.0,0.0,0.0,0.9999756944420557,4.106363805805101e-05,1.0959581930299956e-06,1.050216294262201e-06,6.394410459047327e-07,2.152672574972075e-06,1.855823001403605e-06
1.3961053050604833e-07,0.11224817090112568,0.0,0.0,0.0,0.0,0.9999742385642795,4.3113161913266085e-05,1.1858182400441923e-06,1.1599181921759328e-06,6.939835107311931e-07,2.4390774276712376e-06,2.1050356962397705e-06
1.464276564397729e-07,0.11224832872733331,0.0,0.0,0.0,0.0,0.9999727567803528,4.515692262696851e-05,1.2788262568695823e-06,1.2749814383682906e-06,7.50651114279693e-07,2.748441357854362e-06,2.375038209965162e-06
1.5324478237349748e-07,0.11224848919023332,0.0,0.0,0.0,0.0,0.9999712483213914,4.719491388593506e-05,1.3749709978716715e-06,1.3953945696770888e-06,8.094361167451134e-07,3.0815533827933255e-06,2.6666235385180594e-06
1.6006190830722206e-07,0.1122486523766421,0.0,0.0,0.0,0.0,0.9999697124213827,4.922712942496564e-05,1.4742411156779306e-06,1.5211462342336165e-06,8.703307051644955e-07,3.439199672039229e-06,2.980581760179138e-06
1.6687903424094663e-07,0.11224881837304718,0.0,0.0,0.0,0.0,0.9999681483172103,5.1253563028113436e-05,1.5766251599129876e-06,1.6522251900105322e-06,9.333269954585039e-07,3.8221635206839455e-06,3.31770000790592e-06
1.736961601746712e-07,0.11224898726560308,0.0,0.0,0.0,0.0,0.999966555248684,5.327420852991151e-05,1.6821115772721927e-06,1.7886203033695331e-06,9.984170331562408e-07,4.231225322180993e-06,3.678762442554201e-06
1.805132861083958e-07,0.11224915914012903,0.0,0.0,0.0,0.0,0.9999649324585648,5.528905981659539e-05,1.790688712074173e-06,1.930320547608649e-06,1.0655927936632874e-06,4.667162541075686e-06,4.064550226476803e-06
1.9414753797584494e-07,0.11224951217667256,0.0,0.0,0.0,0.0,0.9999615946995145,5.930135555537479e-05,2.0170680012272195e-06,2.229592847882168e-06,1.206169037415077e-06,5.622758282698173e-06,4.913411340663159e-06
2.077817898432941e-07,0.11224987816240962,0.0,0.0,0.0,0.0,0.9999581290422069,6.32904024146e-05,2.25566774830763e-06,2.5499559607225293e-06,1.3549901461653103e-06,6.695110857248306e-06,5.8704716779582e-06
2.2141604171074325e-07,0.1122502577715166,0.0,0.0,0.0,0.0,0.9999545295377255,6.725615346925766e-05,2.506391062901353e-06,2.8913253739961812e-06,1.5119894468606392e-06,7.890331790154632e-06,6.941869911176898e-06
2.350502935781924e-07,0.11225065167252612,0.0,0.0,0.0,0.0,0.9999507902869279,7.119856273756087e-05,2.7691394624588823e-06,3.2536181470496666e-06,1.677099184860149e-06,9.214483167353315e-06,8.13369423262785e-06
2.4868454544564155e-07,0.11225106052822982,0.0,0.0,0.0,0.0,0.9999469054412755,7.511758521902517e-05,3.0438128932506075e-06,3.6367528642407524e-06,1.8502505345266737e-06,1.0673576789654935e-05,9.45198153689652e-06
2.7595304918053986e-07,0.11225192572567315,0.0,0.0,0.0,0.0,0.9999386758291579,8.288529495126314e-05,3.6285269012588327e-06,4.465229815207188e-06,2.220397489925102e-06,1.402038155762271e-05,1.2491831355685976e-05
3.004947025419483e-07,0.11225276207694122,0.0,0.0,0.0,0.0,0.9999307136361836,8.979582087258177e-05,4.194517944226472e-06,5.28135134216297e-06,2.580320131193386e-06,1.75532597648545e-05,1.571968300028956e-05
3.250363559033568e-07,0.11225365691750781,0.0,0.0,0.0,0.0,0.9999221911579939,9.662992255929111e-05,4.797520480746603e-06,6.163799393624719e-06,2.9651796500984664e-06,2.1614460548930698e-05,1.9448731267442407e-05
3.4957800926476526e-07,0.11225461389382005,0.0,0.0,0.0,0.0,0.9999130762215079,0.00010338737793670414,5.4368970643126466e-06,7.1121481973451035e-06,3.374537700065144e-06,2.6237118360672523e-05,2.3712223944123725e-05
3.741196626261737e-07,0.11225563658502737,0.0,0.0,0.0,0.0,0.9999033372475805,0.00011006797813545339,6.111995604063556e-06,8.125984313548171e-06,3.8079458241214516e-06,3.145377559090837e-05,2.8542808324105345e-05
3.986613159875822e-07,0.11225672850181906,0.0,0.0,0.0,0.0,0.9998929432648476,0.00011667152813846395,6.8221498658882684e-06,9.204905777781859e-06,4.264945772343753e-06,3.7296368328434826e-05,3.397251748631616e-05
4.2320296934899065e-07,0.1122578930846962,0.0,0.0,0.0,0.0,0.9998818639231184,0.00012319784740900784,7.566679996263152e-06,1.0348521251510598e-05,4.745069838619784e-06,4.379621255516086e-05,4.0032757008227254e-05
4.477446227103991e-07,0.11225913370271048,0.0,0.0,0.0,0.0,0.9998700695062946,0.0001296467704987493,8.344893071278649e-06,1.1556449181620722e-05,5.247841211812081e-06,5.0983990793764764e-05,4.675429213268769e-05
4.722862760718076e-07,0.1122604536520331,0.0,0.0,0.0,0.0,0.999857530944788,0.00013601814763427905,9.156083668110912e-06,1.2828316970016345e-05,5.772774343608878e-06,5.8889739241641376e-05,5.4167235418884235e-05
4.968279294332161e-07,0.11226185615468581,0.0,0.0,0.0,0.0,0.9998442198274142,0.0001423118452809876,9.999534454975961e-06,1.4163760154527097e-05,6.319375334573261e-06,6.754283541308639e-05,6.230103489602418e-05
5.213695827946246e-07,0.11226334435728494,0.0,0.0,0.0,0.0,0.9998301084127437,0.00014852774668306002,1.0874516799901779e-05,1.5562421602320015e-05,6.8871423361601925e-06,7.697198631379826e-05,7.118446274450907e-05
5.45911236156033e-07,0.11226492132987116,0.0,0.0,0.0,0.0,0.9998151696398849,0.00015466575237845902,1.1780291398661471e-05,1.7023950716981956e-05,7.4755659662605995e-06,8.720521716881676e-05,8.084560452652623e-05
5.704528895174415e-07,0.11226659006479331,0.0,0.0,0.0,0.0,0.9997993771386794,0.00016072578068776255,1.2716108919887539e-05,1.8548002660420294e-05,8.084129738344968e-06,9.826986072650025e-05,9.131184898706142e-05
5.9499454287885e-07,0.11226835347566459,0.0,0.0,0.0,0.0,0.9997827052392921,0.00016670776817579258,1.368121066512942e-05,2.0134237590715664e-05,8.712310504321747e-06,0.00011019254715936337,0.0001026098784444094
6.195361962402584e-07,0.11227021439638447,0.0,0.0,0.0,0.0,0.9997651289811751,0.00017261167008505423,1.4674829243044605e-05,2.1782319917020212e-05,9.359578909669559e-06,0.00012299919458082467,0.0001147656597890021
6.440778496016669e-07,0.11227217558023327,0.0,0.0,0.0,0.0,0.9997466241213916,0.00017843746074009087,1.569618925695612e-05,2.3491917572558352e-05,1.0025399859222188e-05,0.00013671500019525002,0.00012780443610783786
6.686195029630754e-07,0.1122742396990384,0.0,0.0,0.0,0.0,0.9997271671422838,0.00018418513392191502,1.6744508004059724e-05,2.526270130675752e-05,1.0709232992879342e-05,0.000151364432097753,0.00014175071894996448
6.931611563244838e-07,0.1122764093424153,0.0,0.0,0.0,0.0,0.9997067352584721,0.00018985470321174468,1.7818996184444744e-05,2.7094343997499365e-05,1.1410533170591347e-05,0.00016697122173883497,0.00015662828124701208
7.177028096858923e-07,0.11227868701708292,0.0,0.0,0.0,0.0,0.9996853064231701,0.00019544620230335625,1.8918858618637646e-05,2.898651998442914e-05,1.2128750965382576e-05,0.00018355835706728083,0.00017246015090169382
7.422444630473008e-07,0.112281075146256,0.0,0.0,0.0,0.0,0.9996628593338106,0.0002009596852834541,2.004329497242357e-05,3.09389044242076e-05,1.2863333163077457e-05,0.0002011480763631343,0.0001892686050557036
7.667861164087092e-07,0.11228357606911475,0.0,0.0,0.0,0.0,0.9996393734369675,0.00020639522687953724,2.119150048732797e-05,3.295117266854153e-05,1.3613723267712314e-05,0.00021976186277112398,0.0002070751650466611
7.913277697701177e-07,0.11228619204035281,0.0,0.0,0.0,0.0,0.9996148289325714,0.0002117529226748275,2.2362666715068455e-05,3.50229996657765e-05,1.4379362011654602e-05,0.00023942043954331741,0.0002259005920621362
8.158694231315261e-07,0.11228892522980399,0.0,0.0,0.0,0.0,0.9995892067774091,0.0002170328892899114,2.355598225449463e-05,3.715405938677385e-05,1.5159687869233746e-05,0.00026014376599807726,0.0002457648834973208
8.404110764929346e-07,0.11229177772214848,0.0,0.0,0.0,0.0,0.9995624886879064,0.00022223526453083852,2.477063348957472e-05,3.934402427573024e-05,1.595413757264454e-05,0.00028195103420074544,0.0002666872700213454
8.649527298543431e-07,0.11229475151669838,0.0,0.0,0.0,0.0,0.9995346571421881,0.00022736020750350585,2.6005805326863385e-05,4.159256472653613e-05,1.6762146629009037e-05,0.00030486066636988587,0.0002886862133555449
8.894943832157515e-07,0.11229784852726318,0.0,0.0,0.0,0.0,0.9995056953814181,0.000232407898694249,2.7260681930863997e-05,4.3899348585204905e-05,1.7583149837512533e-05,0.00032889031301126966,0.000311779404765343
9.1403603657716e-07,0.11230107058209476,0.0,0.0,0.0,0.0,0.9994755874104165,0.00023737854001664688,2.8534447455791632e-05,4.626404067883602e-05,1.8416581805458595e-05,0.00035405685178010435,0.00033598376426585295
9.385776899385685e-07,0.11230441942391137,0.0,0.0,0.0,0.0,0.9994443179975594,0.00024227235482464146,2.9826286772283748e-05,4.868630237150579e-05,1.926187746208028e-05,0.0003803763870703519,0.0003613154405397008
9.63119343299977e-07,0.11230789671000117,0.0,0.0,0.0,0.0,0.9994118726739644,0.0002470895878921586,3.113538618758473e-05,5.116579114740987e-05,2.0118472569006946e-05,0.00040786425032837974,0.00038778981156396386
9.876609966613856e-07,0.11231150401240333,0.0,0.0,0.0,0.0,0.9993782377319653,0.0002518305053595033,3.246093415774797e-05,5.370216022151183e-05,2.098580422631872e-05,0.00043653500108658595,0.0004154214859415449
9.999999999999997e-07,0.11231524281816688,0.0,0.0,0.0,0.0,0.9993608732962405,0.0002541853934564988,3.313334947272552e-05,5.499876856707951e-05,2.142575866005626e-05,0.00045140127327501425,0.00042975568439780924
1.0122026500227942e-06,0.11231524281816688,0.0,0.0,0.0,0.0,0.9993434002228863,0.0002564953946468894,3.3802121990463344e-05,5.629505817788029e-05,2.1863311373115843e-05,0.0004664024287110509,0.00044422430493078473
1.0367443033842028e-06,0.11231911452968621,0.0,0.0,0.0,0.0,0.9993073479541216,0.00026108456433554614,3.515814453716842e-05,5.894412863582558e-05,2.2750435281548186e-05,0.0004974795548557214,0.00047421134516561906
1.0612859567456113e-06,0.11232312046511181,0.0,0.0,0.0,0.0,0.9992700694855324,0.00026559834401692804,3.652820087312914e-05,6.164900994387646e-05,2.3646620043297637e-05,0.0005297786366141307,0.0005053949220571086
1.08582761010702e-06,0.1123272618588351,0.0,0.0,0.0,0.0,0.9992315541251715,0.0002700370841106291,3.7911494964219205e-05,6.440933490156686e-05,2.4551313047546082e-05,0.0005633111703581993,0.0005377865938657525
1.1103692634684285e-06,0.11233153986204619,0.0,0.0,0.0,0.0,0.9991917919243484,0.00027440115565168313,3.93072363191911e-05,6.722473050893383e-05,2.5463965449488794e-05,0.0005980878962522437,0.000571397166432628
1.134910916829837e-06,0.11233595554336262,0.0,0.0,0.0,0.0,0.9991507736720491,0.0002786909500479994,4.0714640626292286e-05,7.009481774355811e-05,2.6384032628489313e-05,0.0006341188034289586,0.0006062366985560812
1.1594525701912456e-06,0.11234050988952755,0.0,0.0,0.0,0.0,0.9991084908887272,0.0002829068788087586,4.213293037313494e-05,7.301921136491319e-05,2.7310974635020518e-05,0.0006714131358128389,0.0006423145079994396
1.1839942235526542e-06,0.11234520380617596,0.0,0.0,0.0,0.0,0.999064935819481,0.00028704937324465187,4.3561335448786944e-05,7.599751974572318e-05,2.824425662558467e-05,0.0007099793985752648,0.0006796391781140046
1.2330775302754711e-06,0.11235501357319745,0.0,0.0,0.0,0.0,0.9989739813802907,0.0002951158813379006,4.6445451582340024e-05,8.21142815828216e-05,3.012772920190542e-05,0.0007909580866667328,0.0007580598070655396
1.2772525063260064e-06,0.11236432715001458,0.0,0.0,0.0,0.0,0.9988877079315264,0.0003021293134215264,4.9068196492088644e-05,8.77996917089464e-05,3.1839290876999616e-05,0.0008682593694164205,0.000832973976369492
1.3214274823765416e-06,0.11237410340482895,0.0,0.0,0.0,0.0,0.9987972239473298,0.0003089123937575843,5.1712136088898094e-05,9.365339093655195e-05,3.356335271845286e-05,0.0009497810242343214,0.0009120287204512679
1.3656024584270769e-06,0.11238434481629167,0.0,0.0,0.0,0.0,0.9987025092957708,0.0003154683048103903,5.437311879544771e-05,9.96728516401035e-05,3.5297032456351427e-05,0.0010355470072086665,0.000995248624558163
1.4097774344776122e-06,0.11239505308240173,0.0,0.0,0.0,0.0,0.9986035507158456,0.00032180040436863814,5.70471116285383e-05,0.00010585547457401569,3.7037531173292794e-05,0.001125574233054551,0.0010826512859951661
1.4539524105281474e-06,0.11240622916521123,0.0,0.0,0.0,0.0,0.9985003416018846,0.00032791221604247235,5.97302079029852e-05,0.00011219858981865645,3.8782138952569214e-05,0.0012198727872819975,0.0011742475268478778
1.4981273865786827e-06,0.11241787330143257,0.0,0.0,0.0,0.0,0.9983928817745055,0.00033380741920092423,6.241863409939e-05,0.00011869945844050699,4.052823992728517e-05,0.0013184461525745537,0.0012700416204403525
1.542302362629218e-06,0.11242998503791471,0.0,0.0,0.0,0.0,0.9982811772399529,0.0003394898384499233,6.510875590142961e-05,0.0001253552747945867,4.2273316732778954e-05,0.0014212914475234572,0.0013700315297104897
1.5864773386797532e-06,0.11244256325540779,0.0,0.0,0.0,0.0,0.9981652399389213,0.00034496343270990263,6.779708338503614e-05,0.00013216316943459578,4.4014954347563326e-05,0.001528399676621621,0.0014742091564230596
1.6306523147302884e-06,0.11245560619917085,0.0,0.0,0.0,0.0,0.9980450874866964,0.0003502322839894089,7.048027537264141e-05,0.00013912021255955628,4.575084332812955e-05,0.001639755989656609,0.0015825605993990866
1.6748272907808237e-06,0.11246911150790476,0.0,0.0,0.0,0.0,0.9979207429062011,0.00035530058593628334,7.315514296162543e-05,0.00014622341793735878,4.7478782442422514e-05,0.0017553399489004544,0.0016950664201913763
1.719002266831359e-06,0.11248307624446105,0.0,0.0,0.0,0.0,0.9977922343554995,0.00036017263224766554,7.581865224519637e-05,0.00015346974724329696,4.9196680714248906e-05,0.0018751258025099108,0.0018117019146537358
1.7631772428818942e-06,0.11249749692642959,0.0,0.0,0.0,0.0,0.9976595948511624,0.0003648528050109623,7.846792624707983e-05,0.00016085611475750156,5.0902558892178124e-05,0.001999082762706415,0.001932437389005115
1.8073522189324295e-06,0.11251236955727247,0.0,0.0,0.0,0.0,0.9975228619888931,0.00036934556304708837,8.110024609814155e-05,0.00016837939236364344,5.25945503617047e-05,0.0021271752873035384,0.0020572384389899354
1.8515271949829647e-06,0.11252768965748783,0.0,0.0,0.0,0.0,0.9973820776627851,0.0003736554303246505,8.371305148707845e-05,0.00017603641479153534,5.427090152359943e-05,0.002259363363169745,0.002186066230755716
1.8957021710335e-06,0.11254345229584582,0.0,0.0,0.0,0.0,0.9972372877845485,0.00037778698451079306,8.63039404220312e-05,0.00018382398504688575,5.592997166473441e-05,0.0023956027902507318,0.002318877782105936
1.939877147084035e-06,0.11255965212046769,0.0,0.0,0.0,0.0,0.9970885420039514,0.0003817448457190909,8.887066834326752e-05,0.00019173887997427224,5.757023234972389e-05,0.002535845464858815,0.0024556262428684504
1.98405212313457e-06,0.11257628338965343,0.0,0.0,0.0,0.0,0.9969358934316371,0.00038553366550932806,9.141114662934403e-05,0.00019977785590251092,5.919026636403088e-05,0.0026800396610276275,0.0025962611732090277
2.028227099185105e-06,0.11259334000231878,0.0,0.0,0.0,0.0,0.9967793983653868,0.0003891581161886061,9.39234405409007e-05,0.00020793765432471114,6.07887662409643e-05,0.0028281303088158213,0.0027407288188034335
2.07240207523564e-06,0.1126108155279436,0.0,0.0,0.0,0.0,0.9966191160208169,0.0003926228804582466,9.640576664799911e-05,0.00021621500756820866,6.236453240607054e-05,0.0029800592685218755,0.002888972381858735
2.1165770512861752e-06,0.11262870323593008,0.0,0.0,0.0,0.0,0.9964551082674289,0.0003959326414458792,9.885648978790325e-05,0.0002246066444127191,6.391647097319836e-05,0.0031357655998538615,0.003040932287054853
2.1607520273367103e-06,0.11264699612428092,0.0,0.0,0.0,0.0,0.9962874393708251,0.00039909207315681837,0.00010127411960037773,0.00023310929561854595,6.54435912270636e-05,0.0032951858251868064,0.0031965464415641895
2.2049270033872453e-06,0.11266568694751593,0.0,0.0,0.0,0.0,0.996116175741828,0.0004021058313734444,0.00010365730668738224,0.0002417196993303977,6.694500282708459e-05,0.0034582541861327624,0.0033557504883977114
2.2491019794377804e-06,0.11268476824375459,0.0,0.0,0.0,0.0,0.9959413856931402,0.0004049785450260927,0.00010600483844351557,0.0002504346063260943,6.841991276677302e-05,0.0036249028927400444,0.0035184780524153674
2.2932769554883154e-06,0.11270423236090393,0.0,0.0,0.0,0.0,0.9957631392041026,0.0004077148080539917,0.00010831563460251703,0.0002592507850830887,6.986762212232863e-05,0.0037950623647262905,0.003684660978424839
2.3374519315388505e-06,0.11272407148189958,0.0,0.0,0.0,0.0,0.9955815076940162,0.00041031917177009107,0.00011058874254372564,0.0002681650266392958,7.128752262321059e-05,0.003968661464235212,0.0038542295608758204
2.3816269075893855e-06,0.11274427764895761,0.0,0.0,0.0,0.0,0.9953965638044253,0.00041279613773914886,0.00011282333240079312,0.0002771741492282161,7.267909307623139e-05,0.00414562771969004,0.004027112764738213
2.4258018836399206e-06,0.11276484278680146,0.0,0.0,0.0,0.0,0.9952083811906666,0.0004151501511742203,0.00011501869201306652,0.00028627500267175806,7.40418956733011e-05,0.004325887540397235,0.004203238437231238
2.4699768596904556e-06,0.11278575872483838,0.0,0.0,0.0,0.0,0.9950170343229259,0.00041738559485274577,0.00011717422175789587,0.00029546447251743165,7.53755722114308e-05,0.004509366421631067,0.004382533510145585
2.5141518357409907e-06,0.11280701721826585,0.0,0.0,0.0,0.0,0.994822598296968,0.0004195067835498292,0.00011928942929983359,0.00030473948390968787,7.667984025192724e-05,0.004695989140002282,0.004564924192571391
2.5583268117915257e-06,0.11282860996809724,0.0,0.0,0.0,0.0,0.9946251486546422,0.00042151795898301696,0.00012136392429032747,0.00031409700518807447,7.795448924390362e-05,0.004885679938981873,0.004750336153911048
2.6025017878420607e-06,0.11285052864010084,0.0,0.0,0.0,0.0,0.994424761214203,0.00042342328525995056,0.00012339741304903437,0.000323534051207575,7.919937663538728e-05,0.005078362704514079,0.004938694697117115
2.646676763892596e-06,0.11287276488265516,0.0,0.0,0.0,0.0,0.9942215119104352,0.0004252268448176413,0.00012538969325534644,0.0003330476863789914,8.041442399343675e-05,0.005273961130711121,0.005129924922152578
2.690851739943131e-06,0.11289531034352587,0.0,0.0,0.0,0.0,0.9940154766445133,0.0004269326348398244,0.00012734064867619654,0.0003426350274295063,8.15996131527727e-05,0.005472398875675661,0.005323951879722616
2.735026715993666e-06,0.11291815668557778,0.0,0.0,0.0,0.0,0.9938067311434892,0.0004285445641368617,0.00012925024395370603,0.0003522932458856239,8.275498241052809e-05,0.005673599707545553,0.005520700715374329
2.779201692044201e-06,0.11294129560143715,0.0,0.0,0.0,0.0,0.9935953508292502,0.0004300664504709934,0.00013111851947376105,0.00036201957028252665,8.388062278286551e-05,0.00587748764089906,0.005720096804103244
2.823376668094736e-06,0.11296471882712622,0.0,0.0,0.0,0.0,0.9933814106967613,0.00043150201830835684,0.0001329455863341928,0.00037181128810551063,8.497667433739889e-05,0.006083987063697414,0.005922065875643055
2.867551644145271e-06,0.11298841815469322,0.0,0.0,0.0,0.0,0.9931649852013706,0.00043285489697808516,0.00013473162142892044,0.0003816657474705802,8.604332261359712e-05,0.006293022854975779,0.00612653413064815
2.911726620195806e-06,0.11301238544386583,0.0,0.0,0.0,0.0,0.9929461481549291,0.0004341286192179493,0.000136476862662189,0.0003915803585524992,8.708079514166272e-05,0.006504520493523222,0.006333428348007235
2.955901596246341e-06,0.11303661263275712,0.0,0.0,0.0,0.0,0.9927249726304497,0.0004353266200854019,0.00013818160430491684,0.00040155259476962033,8.808935806878231e-05,0.006718406157817648,0.0065426759835509034
3.000076572296876e-06,0.11306109174765666,0.0,0.0,0.0,0.0,0.9925015308750197,0.0004364522362124862,0.0001398461925031687,0.00041157999373566203,8.906931290013535e-05,0.006934606817502877,0.006754205260436564
3.0442515483474112e-06,0.11308581491194034,0.0,0.0,0.0,0.0,0.9922758942306543,0.00043750870538289345,0.00014147102094690147,0.00042166015798927636,9.00209933606306e-05,0.007153050316712428,0.006967945251510925
3.0884265243979463e-06,0.11311077435413412,0.0,0.0,0.0,0.0,0.992048133062775,0.00043849916640943795,0.00014305652670538587,0.00043179075551276805,9.09447623820225e-05,0.007373665449558408,0.007183825953963704
3.1326015004484813e-06,0.11313596241516709,0.0,0.0,0.0,0.0,0.9918183166959802,0.0004394266592903779,0.00014460318623409966,0.0004419695200517016,9.18410092188461e-05,0.007596382028114382,0.007401778356596158
3.1767764764990164e-06,0.11316137155485258,0.0,0.0,0.0,0.0,0.9915865133567794,0.0004402941256233081,0.0001461115115564064,0.0004521942512473709,9.271014669549295e-05,0.007821130943228546,0.007621734500035318
3.2209514525495514e-06,0.11318699435763212,0.0,0.0,0.0,0.0,0.9913527901229444,0.0004411044092557661,0.0001475820466219912,0.0004624628145942327,9.355260858573393e-05,0.008047844218508154,0.007843627530229165
