Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40)
1.450926476153867e-07,0.11224829761517235,0.0,0.0,0.0,0.0,0.9999730490364609,4.475714273369984e-05,1.2603651976633573e-06,1.2520275661659432e-06,7.393870926836381e-07,2.686011649729144e-06,2.3204893410444547e-06,2.515150031499543e-13,3.1731416819337845e-13,8.472104814667301e-13,5.617326253934334e-19,3.210867571432506e-20,1.291447937108023e-22
1.533568355603035e-07,0.11224849185039584,0.0,0.0,0.0,0.0,0.999971223299202,4.722836286431904e-05,1.3765777271059997e-06,1.397419403463747e-06,8.104203398835927e-07,3.087229971491276e-06,2.6716020860476216e-06,3.0554663153277684e-13,3.9490977587721146e-13,1.1123820632893273e-12,7.375586808491316e-19,4.6893792346806296e-20,1.8861231203805965e-22
1.616210235052203e-07,0.11224869009015641,0.0,0.0,0.0,0.0,0.9999693572163733,4.969109482485032e-05,1.4973830273735316e-06,1.5506565010348038e-06,8.845536478142285e-07,3.5245224585892192e-06,3.055612875674482e-06,3.675581290016245e-13,4.861594169883117e-13,1.4405118398703763e-12,9.55131719543829e-19,6.717099103813131e-20,2.701696713994481e-22
1.6988521145013712e-07,0.11224889248846588,0.0,0.0,0.0,0.0,0.9999674494290809,5.214532754546203e-05,1.6227606802588074e-06,1.7117188605663085e-06,9.61772956247106e-07,3.999283943317343e-06,3.4739233870474475e-06,4.3825417808657933e-13,5.926533891559668e-13,1.8423852324231587e-12,1.2216037024489149e-18,9.455161040027111e-20,3.8029788437859284e-22
1.8641358733997073e-07,0.1122493103731645,0.0,0.0,0.0,0.0,0.999963503337251,5.702825153616333e-05,1.88715026316783e-06,2.0572405379405818e-06,1.1254125764360222e-06,5.066761760785559e-06,4.419018064653839e-06,6.086421617959282e-13,8.582577269137952e-13,2.916719798372599e-12,1.933973892916375e-18,1.7894719819297957e-19,7.197474359638935e-22
2.0294196322980434e-07,0.11224974672204348,0.0,0.0,0.0,0.0,0.999959374280426,6.187704851657744e-05,2.1695787047274804e-06,2.4338290588080365e-06,1.3012237138566036e-06,6.300695193004682e-06,5.517969686978e-06,8.228358908141701e-13,1.2065656337408473e-12,4.447625425264085e-12,2.9490974858872033e-18,3.213213471028806e-19,1.2923942195030866e-21
2.1947033911963796e-07,0.1122502027407718,0.0,0.0,0.0,0.0,0.9999550516199536,6.669163406424007e-05,2.4698747335023325e-06,2.8413326068989075e-06,1.489088514597442e-06,7.712012121379572e-06,6.781755637654429e-06,1.0873361403351931e-12,1.6541892637823564e-12,6.570820863840885e-12,4.356972585655786e-18,5.51912667921989e-19,2.219861932915765e-21
2.3599871500947157e-07,0.11225067962290747,0.0,0.0,0.0,0.0,0.9999505248240088,7.147192575445227e-05,2.787863637609402e-06,3.2796028052115035e-06,1.6888867751654698e-06,9.31153429254125e-06,8.221244955934966e-06,1.40900499335642e-12,2.2195753234392465e-12,9.448197350812678e-12,6.264953308261033e-18,9.126541435264194e-19,3.670810628824413e-21
2.525270908993052e-07,0.11225117854964353,0.0,0.0,0.0,0.0,0.9999457834697715,7.621784325972643e-05,3.123367313469212e-06,3.7484945948082764e-06,1.9004959758432687e-06,1.110997510159716e-05,9.847196193895054e-06,1.795051632583988e-12,2.9230663840021952e-12,1.3270608291627215e-11,8.799599775503806e-18,1.460379617033332e-18,5.873833656541165e-21
2.690554667891388e-07,0.11225170068958658,0.0,0.0,0.0,0.0,0.9999408172455773,8.092930844821456e-05,3.4762043110052973e-06,4.247866113745496e-06,2.1237913218175647e-06,1.3117937403599925e-05,1.167025529629408e-05,2.2530180954980377e-12,3.786958273262302e-12,1.826074380537773e-11,1.2108584387721265e-17,2.2705804196518374e-18,9.132567343565912e-21
2.855838426789724e-07,0.11225224719851412,0.0,0.0,0.0,0.0,0.9999356159530342,8.560624548104155e-05,3.846189890840824e-06,4.777578576193182e-06,2.3586457765061164e-06,1.534591134871431e-05,1.3700953514090392e-05,2.7907649963876297e-12,4.8355532700040074e-12,2.4676084525050283e-11,1.6362650657190763e-17,3.44177802184982e-18,1.3843278410487437e-20
3.02112218568806e-07,0.11225281921915138,0.0,0.0,0.0,0.0,0.9999301695091037,9.024858090845015e-05,4.233136089471024e-06,5.337496151797745e-06,2.6049300911982733e-06,1.7804272244999796e-05,1.5949705351427655e-05,3.4164572279305105e-12,6.095208983830667e-12,3.281193166612226e-11,2.1757622621344752e-17,5.100574351910507e-18,2.0515177061553363e-20
3.1864059445863963e-07,0.11225341788094838,0.0,0.0,0.0,0.0,0.9999244679481514,9.485624376463744e-05,4.636851781722926e-06,5.927485845378424e-06,2.862512841675346e-06,2.0503278455182567e-05,1.842680654173319e-05,4.138549653635926e-12,7.594383042065755e-12,4.300450810301262e-11,2.851646134718827e-17,7.407423055322075e-18,2.979362980256122e-20
3.3516897034847324e-07,0.1122540442998578,0.0,0.0,0.0,0.0,0.9999185014239644,9.942916566118724e-05,5.057142741178463e-06,6.54741737704512e-06,3.131260471017939e-06,2.345306932881018e-05,2.1142432054997077e-05,4.965772796309998e-12,9.363673615819146e-12,5.563412283845076e-11,3.689136347696782e-17,1.0563162480316589e-17,4.24864360302266e-20
3.5169734623830686e-07,0.11225469957811737,0.0,0.0,0.0,0.0,0.9999122602117303,0.00010396728087903557,5.493811705250094e-06,7.1971630627936796e-06,3.4110373318181877e-06,2.6663663168675453e-05,2.4106634141810768e-05,5.9071185321486996e-12,1.1435855654725756e-11,7.112839133026799e-11,4.716589681787436e-17,1.481636018630798e-17,5.959336868301429e-20
3.6822572212814047e-07,0.11225538480403842,0.0,0.0,0.0,0.0,0.999905734709975,0.00010847052645889256,5.946658445571276e-06,7.876597695641968e-06,3.7017057270740033e-06,3.014495523295928e-05,2.732934041626314e-05,6.971825803170845e-12,1.3845912769993544e-11,8.996550527208216e-11,5.965716872921823e-17,2.0471520873035547e-17,8.233918769424976e-20
3.847540980179741e-07,0.1122561010517994,0.0,0.0,0.0,0.0,0.9998989154424623,0.00011293884229001212,6.415479839648653e-06,8.585598427398906e-06,4.003125953743314e-06,3.390671577651384e-05,3.0820351977041845e-05,8.169366357242842e-12,1.6631064832931058e-11,1.1267754584965665e-10,7.47180233425211e-17,2.789820287054429e-17,1.1221030780776507e-19
4.012824739078077e-07,0.11225684938124227,0.0,0.0,0.0,0.0,0.9998917930600509,0.00011737217119721015,6.900069942630535e-06,9.32404465115437e-06,4.315156350013832e-06,3.795858813347177e-05,3.4589341567768404e-05,9.509430523589608e-12,1.9830791313775535e-11,1.3985383412539367e-10,9.273926340506396e-17,3.7541082713323345e-17,1.5099527972462612e-19
4.178108497976413e-07,0.11225763083767408,0.0,0.0,0.0,0.0,0.9998843583425073,0.00012177045902605947,7.400220061413426e-06,1.0091817884553272e-05,4.6376533439810805e-06,4.231008684191557e-05,3.864585177952085e-05,1.1001913034128818e-11,2.3486850299885602e-11,1.721443118101753e-10,1.1415189227667268e-16,4.9931006804044805e-17,2.008292414665863e-19
4.343392256874749e-07,0.11225844645167388,0.0,0.0,0.0,0.0,0.9998766022002745,0.00012613365472619208,7.915718832073792e-06,1.0888801653917539e-05,4.9704715026556995e-06,4.697059581179436e-05,4.2999293297718414e-05,1.2656898901981188e-11,2.7643293176701258e-11,2.102629456667334e-10,1.3942937159953807e-16,6.569706936619817e-17,2.6424249762168506e-19
4.5086760157730853e-07,0.11225929723890511,0.0,0.0,0.0,0.0,0.999868515676192,0.00013046171043261945,8.44635229933684e-06,1.1714881379299726e-05,5.313463582478057e-06,5.194936653817934e-05,4.7658943194171776e-05,1.4484649367138118e-11,3.234647503525122e-11,2.549911489968662e-10,1.6908989029887016e-16,8.557975289739305e-17,3.4421337212117605e-19
4.6739597746714215e-07,0.11226018419993322,0.0,0.0,0.0,0.0,0.9998600899471682,0.00013475458154497833,8.991903997171662e-06,1.256994426055463e-05,5.66648058213559e-06,5.7255516361773726e-05,5.2633943265305866e-05,1.649558791851799e-11,3.764506084843699e-11,3.071812138049209e-10,2.0369864066510185e-16,1.104451622210652e-16,4.442254596275567e-19
5.004527292468094e-07,0.11226207056911432,0.0,0.0,0.0,0.0,0.9998421862618354,0.00014323460836386973,1.012688416750173e-05,1.436657651613301e-05,6.401984878248838e-06,6.888574192667097e-05,6.356587523790535e-05,2.110945129313043e-11,5.023465629459465e-11,4.377311040516653e-10,2.9027029327230634e-16,1.7931137899471737e-16,7.212148620558772e-19
5.335094810264766e-07,0.11226411325516636,0.0,0.0,0.0,0.0,0.9998228233012314,0.00015157344654266413,1.1318880581124736e-05,1.627782735913407e-05,7.175759323166501e-06,8.193146523237016e-05,7.586545809716451e-05,2.6584596547409845e-11,6.584756839764117e-11,6.102789575174174e-10,4.0469243210686967e-16,2.8234862341090966e-16,1.1356448943546626e-18
5.665662328061438e-07,0.11226631970153222,0.0,0.0,0.0,0.0,0.9998019354659679,0.00015977086437750956,1.2566079763707146e-05,1.8302847107495178e-05,7.986554330625862e-06,9.6460629511109e-05,8.960079820742358e-05,3.300884904623579e-11,8.495593538650074e-11,8.345442882114905e-10,5.534105219055249e-16,4.3272247439783255e-16,1.7404693672470105e-18
5.99622984585811e-07,0.11226869709531437,0.0,0.0,0.0,0.0,0.9997794594444838,0.00016782668922733787,1.386663641157986e-05,2.0440804035171857e-05,8.833097720076183e-06,0.00011253888198891755,0.00010483769530903093,4.0471324395326416e-11,1.0806800608627838e-10,1.121707750670141e-09,7.438389897920146e-16,6.473742524848088e-16,2.6038286610869156e-18
6.293740611875115e-07,0.11227098863875512,0.0,0.0,0.0,0.0,0.9997578226746775,0.0001749557760539753,1.508120957703526e-05,2.246085097538706e-05,9.624483549311909e-06,0.00012838615282833473,0.00011988722648860139,4.8149595725644285e-11,1.32740594442565e-10,1.4444347016986995e-09,9.578513276721243e-16,9.131432607120017e-16,3.672788654351605e-18
6.591251377892119e-07,0.11227342912600137,0.0,0.0,0.0,0.0,0.9997348072270639,0.00018197004341999643,1.6336100304832732e-05,2.4571127387364474e-05,1.044282332266933e-05,0.00014558400163716437,0.00013624905324032807,5.680764628424528e-11,1.615161113688354e-10,1.8388591651879885e-09,1.219409434946417e-15,1.2675884850512709e-15,5.098416856239425e-18
6.859011067307424e-07,0.11227575679123654,0.0,0.0,0.0,0.0,0.9997128804297916,0.00018818471604175284,1.7498817197716158e-05,2.654704123872967e-05,1.1201576344909054e-05,0.00016225232013531606,0.00015213230178299402,6.549215986625466e-11,1.9128682966607348e-10,2.2647055051965177e-09,1.5018050374744154e-15,1.6815877318666774e-15,6.7635797646304765e-18
7.126770756722728e-07,0.11227821219533009,0.0,0.0,0.0,0.0,0.9996897745008729,0.00019430642067687093,1.8692028659199396e-05,2.859514794210928e-05,1.1980668420878958e-05,0.0001800795811684878,0.00016914363461218153,7.507177784082615e-11,2.2507517667593766e-10,2.7673009184934573e-09,1.8350964468083512e-15,2.2063941024995145e-15,8.874424554656341e-18
7.367754477196503e-07,0.11228053390385792,0.0,0.0,0.0,0.0,0.9996679479100269,0.00019973651750845344,1.9791134952453127e-05,3.0499821707398542e-05,1.2698648966670365e-05,0.00019713910584562787,0.0001854424985144057,8.449824711916021e-11,2.592086040191222e-10,3.2936035271196414e-09,2.184109477537003e-15,2.7928143262233278e-15,1.1233089019811557e-17
7.608738197670277e-07,0.11228296388913986,0.0,0.0,0.0,0.0,0.999645123974166,0.000205091424784151,2.0913341606137587e-05,3.2462325697722754e-05,1.3431997944664057e-05,0.00021518147152157924,0.00020269931741168407,9.472304847645598e-11,2.971431858831245e-10,3.8982282137450935e-09,2.5850615464549896e-15,3.5076907882531613e-15,1.4108422640354573e-17
7.849721918144052e-07,0.11228550430634249,0.0,0.0,0.0,0.0,0.9996212837721775,0.00021037122681048583,2.2057884646393384e-05,3.448235395780521e-05,1.4180186916356245e-05,0.00023422646523554866,0.0002209339310921129,1.0578046214789009e-10,3.3915045579029334e-10,4.589723618843548e-09,3.043621705587474e-15,4.373408195301774e-15,1.759045989558179e-17
8.090705638617826e-07,0.11228815723195355,0.0,0.0,0.0,0.0,0.9995964090852931,0.0002155760273639279,2.322399721120577e-05,3.655959981245656e-05,1.4942685242863632e-05,0.0002542931645934861,0.00024016547112804709,1.1770439042484103e-10,3.8550935599918586e-10,5.377233734694708e-09,3.565853819861225e-15,5.415265329350344e-15,2.1780956093748684e-17
8.3316893590916e-07,0.11229092466347834,0.0,0.0,0.0,0.0,0.9995704823997238,0.00022070594983337902,2.441091022392375e-05,3.8693755359602744e-05,1.5718960555704656e-05,0.0002753999346273582,0.0002604123581195975,1.3052829138372807e-10,4.365057867487791e-10,6.270512960904467e-09,4.1582265515262245e-15,6.661721868090242e-15,2.6794380119786843e-17
8.572673079565375e-07,0.11229380851925848,0.0,0.0,0.0,0.0,0.9995434869086294,0.0002257611373317721,2.5617853066912986e-05,4.088451098650995e-05,1.6508479228843866e-05,0.0002975644253238664,0.000281692299593239,1.442851133510666e-10,4.924321340756783e-10,7.279940089799285e-09,4.827622634916618e-15,8.1446516471274e-15,3.2758933092897665e-17
8.813656800039149e-07,0.1122968106382582,0.0,0.0,0.0,0.0,0.9995154065134075,0.00023074175277570418,2.6844054251907663e-05,4.313155491104335e-05,1.731070684945926e-05,0.00032080356984331564,0.0003040222885745534,1.5900723285943299e-10,5.53586780333034e-10,8.416531060275736e-09,5.581347334502906e-15,9.899601183538426e-15,3.981758818563061e-17
9.054640520512924e-07,0.11229993278034764,0.0,0.0,0.0,0.0,0.9994862258247313,0.000235647978953265,2.808874208825912e-05,4.543457273240476e-05,1.8125108688608498e-05,0.0003451335829930075,0.0003274186024088465,1.7472639780224632e-10,6.20273594997252e-10,9.6919512679459e-09,6.427136608702735e-15,1.1966053215184103e-14,4.8129150616943004e-17
9.295624240986698e-07,0.11230317662564267,0.0,0.0,0.0,0.0,0.9994559301626333,0.00024048001854730996,2.9351145346440532e-05,4.779324701669751e-05,1.895115017014886e-05,0.0003705699606640488,0.00035189680252280996,1.9147366969941298e-10,6.928014060404305e-10,1.1118526162451244e-08,7.373164137811128e-15,1.4387694819683835e-14,5.786933606654406e-17
9.536607961460473e-07,0.11230654377505184,0.0,0.0,0.0,0.0,0.9994245055557255,0.0002452380941181998,3.063049391567897e-05,5.020725691485676e-05,1.9788297336479878e-05,0.00039712748014685613,0.0003774717350441147,2.092793672580906e-10,7.714834590898033e-10,1.2709250235303088e-08,8.42804728459237e-15,1.7212688916693346e-14,6.92318626961578e-17
9.777591681934247e-07,0.11231003575036888,0.0,0.0,0.0,0.0,0.9993919387399292,0.0002499224480638331,3.192601945456526e-05,5.267627779983585e-05,2.0636017310371134e-05,0.0004248202009425424,0.00040415753190371035,2.2817301983643802e-10,8.566368640229783e-10,1.4477795015109137e-08,9.600852396611155e-15,2.0493946608454272e-14,8.242954654248559e-17
9.999999999999997e-07,0.11231365399461234,0.0,0.0,0.0,0.0,0.9993608578190507,0.00025418053424931434,3.313537623663011e-05,5.500351244791623e-05,2.1427316067319994e-05,0.0004513971899520953,0.00042978368277701775,2.4660053972811916e-10,9.41245816749776e-10,1.628020659219903e-08,1.0796116903480423e-14,2.3977142072951745e-14,9.643945311855107e-17
1.0018575402408022e-06,0.11231365399461234,0.0,0.0,0.0,0.0,0.9993582171570061,0.0002545333425702754,3.3236956037431436e-05,5.5199980912161506e-05,2.1493778754786693e-05,0.00045366146578220166,0.0004319676121398397,2.4818332449684753e-10,9.485820296705995e-10,1.643851662871271e-08,1.0901099820696467e-14,2.428939944486976e-14,9.769539660762746e-17
1.0259559122881796e-06,0.11231739987184336,0.0,0.0,0.0,0.0,0.9993233289521861,0.0002590710595201389,3.4562540789170876e-05,5.7778033040829846e-05,2.236105232566444e-05,0.0004836639025637262,0.0004609146840959796,2.693380899566412e-10,1.0476420894114952e-09,1.8606461534846642e-08,1.2338767705488263e-14,2.866227179307799e-14,1.1528371036963482e-16
1.050054284335557e-06,0.11232127466784744,0.0,0.0,0.0,0.0,0.9992872629708912,0.00026353590035852847,3.59020145065122e-05,6.041009624037775e-05,2.3237311116013602e-05,0.0005148394272125024,0.0004910107485183648,2.9166420022982846e-10,1.1541423220195618e-09,2.0997370363998567e-08,1.3924294548095824e-14,3.3681351953143515e-14,1.3547116424778116e-16
1.0741526563829345e-06,0.11232527959053758,0.0,0.0,0.0,0.0,0.9992500087549326,0.0002679281859345702,3.72546222681972e-05,6.309582756983555e-05,2.412203109302754e-05,0.0005471992470806648,0.000522267102176736,3.151875821825382e-10,1.268409567545653e-09,2.3627680592033154e-08,1.5668580967346877e-14,3.942125902158756e-14,1.5855788696785324e-16
1.098251028430312e-06,0.11232941577061731,0.0,0.0,0.0,0.0,0.9992115565386014,0.00027224825633835245,3.8619614040757433e-05,6.583487883667628e-05,2.501469153255836e-05,0.000580753864460153,0.0005546943415949606,3.399331655798112e-10,1.3907716401984162e-09,2.6514528942668484e-08,1.7582991297223387e-14,4.596270465222207e-14,1.8486851240456655e-16
