Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16)
2.5753215771628896e-13,0.11224537200466148,0.0,0.0,0.0,0.0,0.999999999958471,8.172281306870812e-11,6.676296616766674e-13,5.3495123885142865e-18,6.676201818884953e-13,4.221770175105283e-18,6.286908066872473e-18,7.573983263302253e-35
5.150647520587483e-13,0.11224537200932289,0.0,0.0,0.0,0.0,0.9999999999169418,1.6344575398865628e-10,1.3352752843286839e-12,2.1398075611821846e-17,1.3352373655837883e-12,1.6887262927272336e-17,2.5147597569176104e-17,1.2117320147171259e-33
1e-12,0.11224537201864578,0.0,0.0,0.0,0.0,0.9999999998387421,3.1733045713807777e-10,2.5924974342540325e-12,8.183715383639051e-17,2.5923524170547405e-12,6.458672330323786e-17,9.617674603141587e-17,1.8321231881555085e-32
1.030129940743667e-12,0.11224537201864578,0.0,0.0,0.0,0.0,0.9999999998338834,3.2689160371781774e-10,2.6706110154789333e-12,8.559234765502734e-17,2.6704593440508584e-12,6.755038065900681e-17,1.0058992086934737e-16,1.938427734861517e-32
1.5451951294285856e-12,0.11224537202796873,0.0,0.0,0.0,0.0,0.999999999750825,4.903374213362412e-10,4.005991231275195e-12,1.8188375933764379e-16,4.005668934787934e-12,1.435464745290182e-16,2.1375283849078874e-16,7.389647865800406e-32
2.5753255067984233e-12,0.11224537204661451,0.0,0.0,0.0,0.0,0.9999999995847079,8.172289281301298e-10,6.6769295918511e-12,5.028550929056915e-16,6.676038574890068e-12,3.9687731772479833e-16,5.909582517885856e-16,6.07494286725316e-31
3.502442846431277e-12,0.11224537206339578,0.0,0.0,0.0,0.0,0.9999999994352022,1.1114311804940072e-09,9.080917832721888e-12,8.954358783579355e-16,9.079331240484256e-12,7.067368541325916e-16,1.0523150337691214e-15,1.7715608894739425e-30
4.4295601860641304e-12,0.11224537208017704,0.0,0.0,0.0,0.0,0.9999999992856964,1.4056333230399602e-09,1.1485058186062074e-11,1.3977879199056662e-15,1.1482581564087464e-11,1.1032512771162749e-15,1.6426683044686653e-15,4.053034312004703e-30
5.356677525696984e-12,0.11224537209695828,0.0,0.0,0.0,0.0,0.9999999991361903,1.699835361851222e-09,1.3889342218911559e-11,2.0038305136968234e-15,1.3885791897994556e-11,1.5816252355788422e-15,2.354870437232831e-15,8.014114251889571e-30
7.210912204962691e-12,0.11224537213052088,0.0,0.0,0.0,0.0,0.9999999988371776,2.2882392029085777e-09,1.869823792333752e-11,3.45238000648374e-15,1.869212138968536e-11,2.7250662152416595e-15,4.0571430380792355e-15,2.241282947797667e-29
9.065146884228398e-12,0.11224537216408349,0.0,0.0,0.0,0.0,0.9999999985381641,2.876642660520037e-09,2.3507664668053907e-11,5.284211706739398e-15,2.3498303120518996e-11,4.171133914369547e-15,6.2098018284559915e-15,5.0177039654033376e-29
1e-11,0.11224537219764612,0.0,0.0,0.0,0.0,0.9999999983874096,3.173299024434827e-09,2.593265773295949e-11,6.3629605978267216e-15,2.592138532993405e-11,5.022746758767644e-15,7.477467972577977e-15,7.220626525431058e-29
1.0919381563494105e-11,0.11224537219764612,0.0,0.0,0.0,0.0,0.9999999982391498,3.465045708677204e-09,2.831765842495957e-11,7.525322539516878e-15,2.8304327115304284e-11,5.940388121493136e-15,8.84338167937958e-15,9.912189160102024e-29
1.462785092202552e-11,0.11224537226477146,0.0,0.0,0.0,0.0,0.9999999976411182,4.641850553555439e-09,3.793937862212128e-11,1.3258442627516516e-14,3.791589331061851e-11,1.0466881097489322e-14,1.5580315535119843e-14,3.161174215083157e-28
1.8336320280556936e-11,0.11224537233189703,0.0,0.0,0.0,0.0,0.9999999970430831,5.8186537350530965e-09,4.756340157169509e-11,2.0654226414610854e-14,4.752681940464482e-11,1.6306784280473557e-14,2.4270754598304085e-14,7.620403498251924e-28
2.5753258997619764e-11,0.11224537246614853,0.0,0.0,0.0,0.0,0.9999999958470018,8.172255104581688e-09,6.681835801538344e-11,4.0437091051405025e-14,6.674675230607128e-11,3.1931065332250505e-14,4.7515374462631614e-14,3.034381157989879e-27
4.058713643174542e-11,0.1122453727346533,0.0,0.0,0.0,0.0,0.9999999934547962,1.2879437868995196e-08,1.0535589929386189e-10,9.996867208242315e-14,1.0517895540400693e-10,7.896853267107303e-14,1.1745614155735574e-13,1.9867657063396175e-26
7.025489129999675e-11,0.11224537327166992,0.0,0.0,0.0,0.0,0.9999999886702111,2.2293723495816227e-08,1.8254138023326865e-10,2.9889775800029715e-13,1.820128284064428e-10,2.362857297058527e-13,3.5111276411880476e-13,1.893944280484068e-25
9.992264616824806e-11,0.11224537380869602,0.0,0.0,0.0,0.0,0.9999999838853946,3.170790258605257e-08,2.5987390403064496e-10,6.043141307996e-13,2.588061447636734e-10,4.780355069069237e-13,7.097580749936043e-13,7.146171983050271e-25
9.999999999999999e-11,0.11224537434573163,0.0,0.0,0.0,0.0,0.9999999838729187,3.173244838324466e-08,2.600757278854779e-10,6.05249639359525e-13,2.5900631808139584e-10,4.787763892282464e-13,7.108564715902147e-13,7.168592116848086e-25
1.2959040103649938e-10,0.11224537434573163,0.0,0.0,0.0,0.0,0.9999999791003467,4.1121975138726736e-08,3.373532546954848e-10,1.0162171071847757e-12,3.3555911965113506e-10,8.043709727918563e-13,1.1933299413762466e-12,1.9074264874822696e-24
1.592581559047507e-10,0.11224537488277672,0.0,0.0,0.0,0.0,0.9999999743150675,5.0535941153108955e-08,4.1497920910357113e-10,1.5346057002746942e-12,4.122719750700302e-10,1.2154499614605224e-12,1.801764128097841e-12,4.1855548618457385e-24
2.1859366564125332e-10,0.11224537595689557,0.0,0.0,0.0,0.0,0.9999999647438151,6.936355356471061e-08,5.706701043838027e-10,2.890835658947054e-12,5.655781476859246e-10,2.292422142228464e-12,3.3929826617081324e-12,1.411079550962088e-23
2.7792917537775595e-10,0.1122453770310526,0.0,0.0,0.0,0.0,0.9999999551716384,8.819073981589899e-08,7.269448090303389e-10,4.672995198680037e-12,7.187264335539637e-10,3.710213228884931e-12,5.482903367768177e-12,3.559515940460127e-23
3.372646851142586e-10,0.11224537810524805,0.0,0.0,0.0,0.0,0.9999999455985378,1.0701749990156357e-07,8.838014571333894e-10,6.881074937187638e-12,8.717186880551488e-10,5.470147236769371e-12,8.07099430737141e-12,7.545790927969521e-23
3.966001948507612e-10,0.112245379179482,0.0,0.0,0.0,0.0,0.9999999360245138,1.2584383381674122e-07,1.0412382101920154e-09,9.515065468133805e-12,1.024556739148927e-09,7.573532177761855e-12,1.1156734965381393e-11,1.422696327372113e-22
4.807056547065436e-10,0.11224538070222743,0.0,0.0,0.0,0.0,0.999999922452177,1.525285990283714e-07,1.2653883235765597e-09,1.397833351944061e-11,1.2409371181273463e-09,1.1145873615032882e-11,1.6382309580223347e-11,3.0423522502303603e-22
5.64811114562326e-10,0.11224538222505098,0.0,0.0,0.0,0.0,0.9999999088779874,1.7921250796312783e-07,1.490695436778797e-09,1.9297289191958376e-11,1.4570161610185785e-09,1.5414373540964546e-11,2.2605366825669658e-11,5.750039251650217e-22
7.330220342738907e-10,0.11224538527093399,0.0,0.0,0.0,0.0,0.9999998817240554,2.3257775694711116e-07,1.9447608515505166e-09,3.2502159749101015e-11,1.8882899335123865e-09,2.6054092450945902e-11,3.803847159706606e-11,1.605605280426291e-21
8.800666651106507e-10,0.11224538793380763,0.0,0.0,0.0,0.0,0.9999998579808945,2.7922515279548573e-07,2.345434313568976e-09,4.684900076095801e-11,2.2643552587872877e-09,3.767006420147632e-11,5.4785091215117116e-11,3.2757664221503512e-21
9.999999999999999e-10,0.11224539059692573,0.0,0.0,0.0,0.0,0.9999998386111907,3.172700152576083e-07,2.6748007791829896e-09,6.048703085453856e-11,2.5704529676871246e-09,4.875719464852627e-11,7.068758497456502e-11,5.3754688187825454e-21
1.0271112959474106e-09,0.11224539059692573,0.0,0.0,0.0,0.0,0.9999998342320903,3.258699310799863e-07,2.749573078320872e-09,6.38110283908383e-11,2.6395703497346367e-09,5.146544019759845e-11,7.456129030125621e-11,5.959276164556168e-21
1.1741559267841704e-09,0.11224539326029051,0.0,0.0,0.0,0.0,0.9999998104776495,3.725120917271957e-07,3.1571515431578317e-09,8.33881038165371e-11,3.0139606536160457e-09,6.745892089443826e-11,9.736031376704976e-11,9.986885288176481e-21
1.3212005576209303e-09,0.11224539592390385,0.0,0.0,0.0,0.0,0.9999997867175788,4.191516346637745e-07,3.568144472755919e-09,1.0558008818793127e-10,3.3875512503876387e-09,8.566905818860826e-11,1.2317562529451058e-10,1.5727982135868606e-20
1.4682451884576902e-09,0.11224539858776789,0.0,0.0,0.0,0.0,0.9999997629518851,4.657885598164476e-07,3.982526959960421e-09,1.30386842641146e-10,3.7603668918629165e-09,1.061142710384653e-10,1.5200088379022727e-10,2.3583005320636923e-20
1.61528981929445e-09,0.11224540125188469,0.0,0.0,0.0,0.0,0.9999997391805747,5.124228671119964e-07,4.4002744118322615e-09,1.5780822829467273e-10,4.132432015658672e-09,1.288128514997589e-10,1.838299354731976e-10,3.398014286086848e-20
1.90937908096797e-09,0.11224540658088461,0.0,0.0,0.0,0.0,0.9999996916211287,6.056836278391387e-07,5.2457674938865296e-09,2.2049433755018067e-10,4.874406804666839e-09,1.8104261630990667e-10,2.564757922089115e-10,6.425038737316087e-20
2.2034683426414897e-09,0.11224541191091955,0.0,0.0,0.0,0.0,0.9999996440392874,6.989339162606078e-07,6.104433457443146e-09,2.93637304445523e-10,5.613664636548894e-09,2.4250207576334836e-10,3.410678340981985e-10,1.1048622864153695e-19
2.4975576043150094e-09,0.11224541724200543,0.0,0.0,0.0,0.0,0.9999995964350957,7.921737317927164e-07,6.976087107980005e-09,3.7723601713164683e-10,6.3503894636487504e-09,3.133329097928472e-10,4.375637235696471e-10,1.769958443141245e-19
2.8403769105518554e-09,0.11224542345778953,0.0,0.0,0.0,0.0,0.9999995409148206,9.008499911766996e-07,8.008326306838503e-09,4.878834279901841e-10,7.206229100735815e-09,4.0791550854534295e-10,5.650223978878708e-10,2.8627475701300245e-19
3.1831962167887013e-09,0.11224542967504707,0.0,0.0,0.0,0.0,0.9999994853642915,1.0095120177386867e-06,9.05769167494659e-09,6.12735378231749e-10,8.059145281098782e-09,5.156401573833742e-10,7.085456656285478e-10,4.371440075961722e-19
3.526015523025547e-09,0.11224543589380193,0.0,0.0,0.0,0.0,0.9999994297835635,1.1181598105584425e-06,1.0123914367096123e-08,7.517901052997777e-10,8.909404882878551e-09,6.367213929131676e-10,8.680810830098598e-10,6.3779413848740485e-19
3.8688348292623935e-09,0.11224544211407778,0.0,0.0,0.0,0.0,0.9999993741726882,1.2267933687171728e-06,1.1206733809311308e-08,9.050458462578761e-10,9.757266513077854e-09,7.713704139431617e-10,1.0435811398277396e-09,8.967878028526982e-19
4.21165413549924e-09,0.11224544833589765,0.0,0.0,0.0,0.0,0.9999993185317111,1.3354126912974718e-06,1.2305897448431896e-08,1.0725008378414043e-09,1.0602980757922847e-08,9.197951821525953e-10,1.2350031097094391e-09,1.2230199067700902e-18
4.554473441736086e-09,0.11224545455928447,0.0,0.0,0.0,0.0,0.9999992628606734,1.4440177773832685e-06,1.342116050944918e-08,1.2541533165077813e-09,1.1446790425475849e-08,1.0822005195924513e-09,1.442308904950916e-09,1.625686139318751e-18
5.240112054209778e-09,0.11224546701084852,0.0,0.0,0.0,0.0,0.9999991514285596,1.6611852364134735e-06,1.569904330685045e-08,1.6600436798150977e-09,1.3129629750904511e-08,1.449757046907887e-09,1.904441987671777e-09,2.6984674101506742e-18
5.92575066668347e-09,0.11224547946894572,0.0,0.0,0.0,0.0,0.9999990398765892,1.8782957385041052e-06,1.803857062634427e-08,2.1227028241235908e-09,1.4807580326902226e-08,1.8756193700667755e-09,2.42976311191982e-09,4.193816281891989e-18
6.611389279157162e-09,0.11224549193374729,0.0,0.0,0.0,0.0,0.9999989282049403,2.0953492763698354e-06,2.043804063749082e-08,2.642116635938166e-09,1.648232824310885e-08,2.3613225364293153e-09,3.0181204218451717e-09,6.1939509569655264e-18
7.2970278916308535e-09,0.11224550440541943,0.0,0.0,0.0,0.0,0.9999988164137285,2.312345842742353e-06,2.2895854599328996e-08,3.21827100164579e-09,1.8155456495200365e-08,2.908359940108092e-09,3.669423500133807e-09,8.784293855478028e-18
7.982666504104545e-09,0.11224551688412414,0.0,0.0,0.0,0.0,0.9999987045030124,2.529285430369136e-06,2.541051062314925e-08,3.85115180872749e-09,1.982845122089933e-08,3.518185827654313e-09,4.383639636468771e-09,1.2053238657546977e-17
8.668305116578238e-09,0.11224552937001919,0.0,0.0,0.0,0.0,0.9999985924727959,2.7461680320123156e-06,2.7980597771695628e-08,4.540744946883744e-09,2.150270759964273e-08,4.192217668525583e-09,5.16079029720212e-09,1.6091957561954444e-17
9.35394372905193e-09,0.11224554186325855,0.0,0.0,0.0,0.0,0.9999984803230324,2.9629936404476184e-06,3.060479049214254e-08,5.2870363090771935e-09,2.317953541855988e-08,4.931838391398318e-09,6.000947794645301e-09,2.099424709697308e-17
9.999999999999999e-09,0.11224555436399253,0.0,0.0,0.0,0.0,0.9999983745382663,3.1672496130128285e-06,3.31258786855291e-08,6.042114023452103e-09,2.4763016490300793e-08,5.689991207022321e-09,6.850365319400585e-09,2.649015471759921e-17
1.0039582341525623e-08,0.11224555436399253,0.0,0.0,0.0,0.0,0.9999983680536277,3.179762248463395e-06,3.3281843400897146e-08,6.0900117924896954e-09,2.4860164286708885e-08,5.738398479128447e-09,6.904232166834151e-09,2.685641637961669e-17
1.0725220953999316e-08,0.11224556687236795,0.0,0.0,0.0,0.0,0.9999982556644422,3.39647384885974e-06,3.601058640559127e-08,6.949657299397678e-09,2.654574851220243e-08,6.613217928265644e-09,7.870808259038433e-09,3.377720221103301e-17
1.1410859566473009e-08,0.11224557938852851,0.0,0.0,0.0,0.0,0.9999981431552949,3.613128434447671e-06,3.87899201264827e-08,7.865958737975577e-09,2.823737167999393e-08,7.557588088282381e-09,8.900882984396676e-09,4.185769197904336e-17
1.2096498178946701e-08,0.11224559191261488,0.0,0.0,0.0,0.0,0.9999980305259647,3.829725998048379e-06,4.16188115880485e-08,8.838902023035639e-09,2.993605095953508e-08,8.572773392237003e-09,9.994702746177152e-09,5.1201249543629084e-17
1.2782136791420394e-08,0.11224560444476472,0.0,0.0,0.0,0.0,0.9999979177761937,4.046266532492546e-06,4.449629016837961e-08,9.868473076708268e-09,3.164274115469126e-08,9.660012983849897e-09,1.1152551014253394e-08,6.191344900109211e-17
1.3467775403894087e-08,0.11224561698511332,0.0,0.0,0.0,0.0,0.9999978049056893,4.262750030619701e-06,4.74214437978986e-08,1.0954657829065712e-08,3.3358338504389904e-08,1.0820522244409562e-08,1.2374746050733078e-08,7.410201824866804e-17
1.4153414016367779e-08,0.11224562953379327,0.0,0.0,0.0,0.0,0.9999976919141262,4.4791764852776425e-06,5.039341539310733e-08,1.2097442218693006e-08,3.5083684248290804e-08,1.20554942252554e-08,1.366163877619395e-08,8.787678861311772e-17
1.4839052628841472e-08,0.11224564209093477,0.0,0.0,0.0,0.0,0.9999975788011484,4.695545889321917e-06,5.341139950771515e-08,1.3296812193211026e-08,3.6819567975123366e-08,1.3366100992924963e-08,1.501361076596499e-08,1.0334964699377937e-16
1.5524691241315163e-08,0.11224565465666592,0.0,0.0,0.0,0.0,0.9999974655663709,4.9118582356153175e-06,5.647463918605969e-08,1.4552753709755605e-08,3.8566730768774624e-08,1.4753494893024138e-08,1.6431072367423368e-08,1.206344905661166e-16
1.6210329853788855e-08,0.1122456672311127,0.0,0.0,0.0,0.0,0.9999973522093819,5.128113517027448e-06,5.958242300743371e-08,1.5865252735416095e-08,4.0325868163511813e-08,1.6218809737395623e-08,1.7914460931495716e-08,1.3984718548088792e-16
1.6895968466262548e-08,0.11224567981439912,0.0,0.0,0.0,0.0,0.9999972387297446,5.3443117264343096e-06,6.27340823110223e-08,1.723429524763609e-08,4.20976329186323e-08,1.7763161918724125e-08,1.9464239152206618e-08,1.6110552958708948e-16
1.758160707873624e-08,0.11224569240664727,0.0,0.0,0.0,0.0,0.9999971251269975,5.56045285671793e-06,6.59289885905244e-08,1.8659867234579168e-08,4.388263762346359e-08,1.9387651456968745e-08,2.1080893507738797e-08,1.8452921799952793e-16
1.8267245691209933e-08,0.1122457050079777,0.0,0.0,0.0,0.0,0.9999970114006577,5.7765369007660245e-06,6.916655104747207e-08,2.014195469546263e-08,4.5681457143697876e-08,2.109336298203617e-08,2.2764932796431765e-08,2.102398107525229e-16
1.8952884303683626e-08,0.11224571761850928,0.0,0.0,0.0,0.0,0.9999968975502208,5.992563851471682e-06,7.244621429327033e-08,2.1680543640861648e-08,4.7494630919035146e-08,2.2881366656702562e-08,2.451688676175002e-08,2.38360702657838e-16
1.963852291615732e-08,0.11224573023835922,0.0,0.0,0.0,0.0,0.9999967835751631,6.208533701733083e-06,7.576745619110181e-08,2.32756200929863e-08,4.9322665120988797e-08,2.4752719043342355e-08,2.6337304800922817e-08,2.690170955937484e-16
2.032416152863101e-08,0.11224574286764338,0.0,0.0,0.0,0.0,0.9999966694749423,6.424446444453247e-06,7.91297858294191e-08,2.4927170085933293e-08,5.1166034679128935e-08,2.6708463917789972e-08,2.8226754752304385e-08,3.023359730201316e-16
2.1009800141104704e-08,0.1122457555064764,0.0,0.0,0.0,0.0,0.9999965552489984,6.640302072539789e-06,8.253274161900496e-08,2.663517966591464e-08,5.30251851837805e-08,2.8749633033556373e-08,3.0185821756657346e-08,3.38446076317932e-16
2.1695438753578397e-08,0.11224576815497135,0.0,0.0,0.0,0.0,0.9999964408967558,6.856100578904716e-06,8.597588950594804e-08,2.8399634891464943e-08,5.490053467282742e-08,3.087724683947525e-08,3.221510718778096e-08,3.7747788274221073e-16
2.238107736605209e-08,0.11224578081324038,0.0,0.0,0.0,0.0,0.9999963264176235,7.071841956464229e-06,8.945882129342208e-08,3.022052183362915e-08,5.679247530973318e-08,3.3092315153636094e-08,3.4315227648229526e-08,4.1956358497244075e-16
2.3066715978525782e-08,0.11224579348139443,0.0,0.0,0.0,0.0,0.9999962118109958,7.287526198138549e-06,9.298115306568296e-08,3.209782657613219e-08,5.8701374959361306e-08,3.539583779624983e-08,3.6486814026181624e-08,4.648370722186157e-16
2.3752354590999475e-08,0.11224580615954326,0.0,0.0,0.0,0.0,0.9999960970762538,7.503153296851761e-06,9.654252370810108e-08,3.4031535215531984e-08,6.062757866777713e-08,3.778880518393142e-08,3.8730510609761304e-08,5.134339127345184e-16
2.4437993203473167e-08,0.11224581884779589,0.0,0.0,0.0,0.0,0.9999959822127666,7.718723245531669e-06,1.0014259351737489e-07,3.602163386135742e-08,6.25714100518842e-08,4.0272198887751325e-08,4.104697425530928e-08,5.654913375759725e-16
2.512363181594686e-08,0.1122458315462602,0.0,0.0,0.0,0.0,0.9999958672198908,7.93423603710967e-06,1.0378104289640725e-07,3.8068108636231886e-08,6.45331726044113e-08,4.284699215727276e-08,4.343687360630301e-08,6.211482255075255e-16
2.5809270428420553e-08,0.11224584425504325,0.0,0.0,0.0,0.0,0.9999957520969721,8.149691664520649e-06,1.0745757112868e-07,4.0170945675984333e-08,6.651315091941478e-08,4.551415041265013e-08,4.590088835983563e-08,6.805450890012143e-16
2.6494909040894245e-08,0.11224585697425127,0.0,0.0,0.0,0.0,0.9999956368433458,8.365090120702845e-06,1.1117189522729166e-07,4.233013112974832e-08,6.851161184312935e-08,4.8274631706730746e-08,4.843970857776178e-08,7.438240612566648e-16
2.786618626584163e-08,0.11224588244436327,0.0,0.0,0.0,0.0,0.9999954059412639,8.795715491150261e-06,1.1871288147494032e-07,4.6817491942858006e-08,7.256496641102776e-08,5.4079361294631825e-08,5.374457373776396e-08,8.826048981456423e-16
2.9100335768294277e-08,0.11224590540416798,0.0,0.0,0.0,0.0,0.9999951976755131,9.183082728173094e-06,1.2562651826156143e-07,5.1048689573982565e-08,7.627854644383801e-08,5.963225782603146e-08,5.878189997014498e-08,1.0222431170790067e-15
3.033448527074692e-08,0.11224592839936894,0.0,0.0,0.0,0.0,0.9999949889755243,9.570264620735882e-06,1.326589154874822e-07,5.5462241274229337e-08,8.005545643519788e-08,6.550212706937553e-08,6.407273713514571e-08,1.1767427101158345e-15
3.1568634773199566e-08,0.11224595143056113,0.0,0.0,0.0,0.0,0.9999947798371231,9.957261127766521e-06,1.398089357611071e-07,6.005806675593014e-08,8.389673897496183e-08,7.169434141829731e-08,6.962140778039465e-08,1.3469897971956857e-15
3.280278427565221e-08,0.11224597449833486,0.0,0.0,0.0,0.0,0.9999945702560687,1.0344072208223299e-05,1.4707555734968847e-07,6.483608587584155e-08,8.780332079731267e-08,7.821422421069944e-08,7.543230108285326e-08,1.5338867494118065e-15
3.403693377810486e-08,0.11224599760327483,0.0,0.0,0.0,0.0,0.9999943602280607,1.0730697821094282e-05,1.5445786175002387e-07,6.979621863569567e-08,9.177602520929386e-08,8.506705471657514e-08,8.150986540744431e-08,1.7383520577283444e-15
3.5271083280557504e-08,0.11224602074596161,0.0,0.0,0.0,0.0,0.9999941497487463,1.1117137925396877e-05,1.6195502260204658e-07,7.493838518258982e-08,9.581558317661288e-08,9.225807258632378e-08,8.785860166906589e-08,1.961320218791478e-15
3.650523278301015e-08,0.11224604392697157,0.0,0.0,0.0,0.0,0.9999939388137258,1.1503392480177512e-05,1.6956629578530196e-07,8.026250580924215e-08,9.992264322669443e-08,9.979248182384421e-08,9.448305740226849e-08,2.2037416342365746e-15
3.7739382285462796e-08,0.11224606714687768,0.0,0.0,0.0,0.0,0.9999937274185583,1.188946144451147e-05,1.772910106163227e-07,8.57685009541275e-08,1.0409778025095707e-07,1.0767545431734601e-07,1.0138782148954762e-07,2.466582521092595e-15
3.897353178791544e-08,0.11224609040624947,0.0,0.0,0.0,0.0,0.9999935155587661,1.2275344777502777e-05,1.8512856199198944e-07,9.14562912015165e-08,1.0834150336120389e-07,1.1591213299011626e-07,1.0857751945557558e-07,2.750824830621083e-15
4.020768129036809e-08,0.11224611370565357,0.0,0.0,0.0,0.0,0.9999933032298394,1.2661042438284225e-05,1.9307840336631963e-07,9.732579728143583e-08,1.1265426291266518e-07,1.2450763461646228e-07,1.1605680926003777e-07,3.0574661750977015e-15
4.1441830792820734e-08,0.11224613704565398,0.0,0.0,0.0,0.0,0.9999930904272387,1.3046554386017396e-05,2.01140040467741e-07,1.0337694006956322e-07,1.1703645678662439e-07,1.334670523401717e-07,1.2383037753346814e-07,3.3875197617943492e-15
4.267598029527338e-08,0.11224616042681226,0.0,0.0,0.0,0.0,0.9999928771464003,1.3431880579892813e-05,2.093130256883909e-07,1.0960964058706852e-07,1.214884360010733e-07,1.4279545792299274e-07,1.3190293621513154e-07,3.7420143331714696e-15
4.391012979772603e-08,0.11224618384968779,0.0,0.0,0.0,0.0,0.9999926633827371,1.3817020979130076e-05,2.1759695307831934e-07,1.1602382000040846e-07,1.2601050971651205e-07,1.5249790375010137e-07,1.4027921955279489e-07,4.121994112025927e-15
4.514427930017867e-08,0.11224620731483796,0.0,0.0,0.0,0.0,0.9999924491316432,1.4201975542978084e-05,2.259914538786405e-07,1.2261939962108483e-07,1.3060294970283832e-07,1.6257942461905333e-07,1.4896398142493075e-07,4.5285187507633214e-15
4.637842880263132e-08,0.11224623082281845,0.0,0.0,0.0,0.0,0.9999922343884947,1.4586744230715245e-05,2.3449619253195654e-07,1.293963009053725e-07,1.3526599432899646e-07,1.73045039336999e-07,1.5796199294845608e-07,4.962663284273194e-15
4.7612578305083965e-08,0.11224625437418308,0.0,0.0,0.0,0.0,0.999992019148653,1.4971327001649736e-05,2.431108631175667e-07,1.363544454540241e-07,1.3999985212786574e-07,1.8389975214724823e-07,1.6727804034060472e-07,5.42551808596182e-15
4.884672780753661e-08,0.11224627796948441,0.0,0.0,0.0,0.0,0.9999918034074656,1.53557238151198e-05,2.518351861670925e-07,1.434937550119561e-07,1.4480470498075247e-07,1.9514855400301e-07,1.769169230083908e-07,5.918188826427621e-15
5.008087730998926e-08,0.11224630160927349,0.0,0.0,0.0,0.0,0.9999915871602697,1.5739934630494014e-05,2.606689058212867e-07,1.5081415146791983e-07,1.4968071096071502e-07,2.0679642370406858e-07,1.8688345184219087e-07,6.441796434302717e-15
5.1315026812441903e-08,0.11224632529410011,0.0,0.0,0.0,0.0,0.999991370402391,1.6123959407171592e-05,2.696117872918051e-07,1.5831555685416214e-07,1.5462800687093677e-07,2.188483289109474e-07,1.9718244769177758e-07,6.997477058899818e-15
5.254917631489455e-08,0.11224634902451298,0.0,0.0,0.0,0.0,0.999991153129148,1.6507798104582686e-05,2.786636145947432e-07,1.6599789334607724e-07,1.5964671051134512e-07,2.3130922704989882e-07,2.078187400049412e-07,7.586382034392137e-15
5.3783325817347196e-08,0.11224637280105967,0.0,0.0,0.0,0.0,0.9999909353358502,1.6891450682188744e-05,2.878241885263623e-07,1.738610832618534e-07,1.6473692270304657e-07,2.4418406612059927e-07,2.187971656110082e-07,8.209677845276755e-15
5.501747531979984e-08,0.11224639662428676,0.0,0.0,0.0,0.0,0.999990717017802,1.727491709948278e-05,2.970933248551043e-07,1.8190504906211587e-07,1.6989872909647862e-07,2.574777854169584e-07,2.3012256763375923e-07,8.86854609288475e-15
5.7485774324705134e-08,0.11224644441296414,0.0,0.0,0.0,0.0,0.9999902787886439,1.8041291291266768e-05,3.1595661355162965e-07,1.9853499886861033e-07,1.8043740032497413e-07,2.8534158195091265e-07,2.5383369942773683e-07,1.0297801690170008e-14
5.97072434291199e-08,0.11224648758788656,0.0,0.0,0.0,0.0,0.9999898825405462,1.8730390989897412e-05,3.333032616860283e-07,2.141194322479561e-07,1.9016765866748813e-07,3.119009632223791e-07,2.7640906032562276e-07,1.1717951646885483e-14
6.192871253353467e-08,0.11224653092251646,0.0,0.0,0.0,0.0,0.9999894845190265,1.9418886900630485e-05,3.5099931759929383e-07,2.3028838007281795e-07,2.0013067442384723e-07,3.398939955170885e-07,3.0018414034082283e-07,1.3272420095458379e-14
6.415018163794944e-08,0.11224657442001308,0.0,0.0,0.0,0.0,0.9999890846965737,2.010677878841387e-05,3.6904407128635254e-07,2.4704139523660446e-07,2.1032657551944446e-07,3.693492403654205e-07,3.251873055992128e-07,1.496864056952609e-14
6.637165074236421e-08,0.11224661808353098,0.0,0.0,0.0,0.0,0.9999886830456661,2.079406641855264e-05,3.8743687917941353e-07,2.6437803209957174e-07,2.207554213722342e-07,4.0029520391987807e-07,3.5144693358788457e-07,1.6814202816939564e-14
6.859311984677898e-08,0.11224666191621759,0.0,0.0,0.0,0.0,0.9999882795387763,2.1480749556714796e-05,4.061771515629428e-07,2.822978464822827e-07,2.3141721548084316e-07,4.3276034190711764e-07,3.7899140552387823e-07,1.8816852226656785e-14
7.081458895119374e-08,0.11224670592121587,0.0,0.0,0.0,0.0,0.9999878741483799,2.216682796893709e-05,4.2526434231381e-07,3.0080039565920535e-07,2.423119156873952e-07,4.667730636459803e-07,4.078491001140741e-07,2.0984489270695798e-14
7.303605805560851e-08,0.11224675010166342,0.0,0.0,0.0,0.0,0.9999874668469587,2.28523014216306e-05,4.4469794055448963e-07,3.1988523835241766e-07,2.5343944252720327e-07,5.023617352970837e-07,4.380483884596868e-07,2.332516894306464e-14
7.525752716002328e-08,0.11224679446069337,0.0,0.0,0.0,0.0,0.9999870576070061,2.3537169681586268e-05,4.644774639621053e-07,3.395519347254309e-07,2.647996859225245e-07,5.395546824473031e-07,4.696176299514779e-07,2.5847100193574204e-14
7.747899626443805e-08,0.11224683900143438,0.0,0.0,0.0,0.0,0.99998664640103,2.4221432515980283e-05,4.846024533240893e-07,3.598000463771051e-07,2.7639251062963204e-07,5.783801921935382e-07,5.025851689108594e-07,2.855864535761714e-14
