Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44)
8.140255100865806e-10,0.11224538673781914,0.0,0.0,0.0,0.0,0.9999998686451977,2.582750491392549e-07,2.1650522031397075e-09,4.0081784082085715e-11,2.0955622563497863e-09,3.21843003181492e-11,4.688838167550821e-11,2.4060353866929267e-21,6.75752149552562e-22,1.0994329780436549e-23,7.070693083129798e-30,1.3192649311137788e-35,5.299621003747768e-38,4.401943402832592e-37,1.767149451872114e-37
9.799415377321326e-10,0.11224538974260981,0.0,0.0,0.0,0.0,0.9999998418509728,3.109072565490343e-07,2.619555142423844e-09,5.8084770777878543e-11,2.5192979393409324e-09,4.6801261328119156e-11,6.788747748762392e-11,4.947529742382272e-21,1.3262833954399097e-21,2.5644235259602913e-23,1.6572169243946176e-29,4.4553799480099803e-35,1.7901250209938173e-37,1.3479715953217804e-36,7.044696702566922e-37
9.999999999999999e-10,0.11224539274771349,0.0,0.0,0.0,0.0,0.9999998386111911,3.1727001545498066e-07,2.674800550368592e-09,6.04868353296442e-11,2.5704530010930378e-09,4.8756947050289224e-11,7.06873040307946e-11,5.352055252272573e-21,1.4283698817223717e-21,2.8147444198275276e-23,1.819860732552444e-29,5.095197092582797e-35,2.0472379133557524e-37,1.5248147548329507e-36,8.21131061632899e-37
1.1458575653776847e-09,0.11224539274771349,0.0,0.0,0.0,0.0,0.9999998150495687,3.6353613135333215e-07,3.0784477828741183e-09,7.94171527914208e-11,2.9419731516566e-09,6.420909421976187e-11,9.273783344551843e-11,9.067753776545505e-21,2.3566531259726075e-21,5.2758332498185734e-23,3.4213784878853003e-29,1.2490085953866503e-34,5.0190903783917814e-37,3.487304074244211e-36,2.2666377446402083e-36
1.3117735930232368e-09,0.11224539575313328,0.0,0.0,0.0,0.0,0.9999997882409956,4.161616734467668e-07,3.541693715708226e-09,1.0407873068462262e-10,3.363624078893695e-09,8.443451232293297e-11,1.214299654091999e-10,1.5279626252107893e-20,3.890444697345398e-21,9.893287635387422e-23,6.432882484963671e-29,3.059642325928414e-34,1.22963670305475e-36,7.984598132616792e-36,6.2591876846528e-36
1.6436056483143409e-09,0.11224540176493278,0.0,0.0,0.0,0.0,0.9999997346023796,5.21402759080026e-07,4.4811025287429275e-09,1.633886761857221e-10,4.203995115325808e-09,1.334438648078045e-10,1.9030323347392939e-10,3.628329208442766e-20,9.047563432833009e-21,2.85571123486036e-22,1.863948946767012e-28,1.4100218125246383e-33,5.6676810304943536e-36,3.2643382149427984e-35,3.669451013210138e-35
1.975437703605445e-09,0.11224540777803162,0.0,0.0,0.0,0.0,0.9999996809351972,6.266305126077974e-07,5.437501100369281e-09,2.3601301102685163e-10,5.040689744831279e-09,1.9403866969794218e-10,2.744378420551294e-10,7.305792668856051e-20,1.81263304549101e-20,6.826424109209067e-22,4.467100213468102e-28,4.8679952691369316e-33,1.9569288439561426e-35,1.033853156476563e-34,1.5118138750456392e-34
2.307269758896549e-09,0.11224541379245281,0.0,0.0,0.0,0.0,0.9999996272395161,7.318449331905335e-07,6.410617327909543e-09,3.219501383874998e-10,5.873978285451594e-09,2.6642490018240315e-10,3.7376935240094957e-10,1.3137047411919905e-19,3.2726567491262576e-20,1.43077382179094e-21,9.379997683624549e-28,1.384211530482797e-32,5.564918344496626e-35,2.7497404129879045e-34,4.9559663827750745e-34
2.6391018141876533e-09,0.11224541980821896,0.0,0.0,0.0,0.0,0.9999995735153981,8.370460199901003e-07,7.400187228401069e-09,4.2119846092815524e-10,6.704122935774207e-09,3.508052559369914e-10,4.882381720914084e-10,2.175417906752832e-19,5.471774067874137e-20,2.7226096770199592e-21,1.7873954873249128e-27,3.427176558714836e-32,1.3778962950333825e-34,6.450762954209219e-34,1.3859404265366547e-33
2.9709338694787574e-09,0.11224542582535231,0.0,0.0,0.0,0.0,0.9999995197629016,9.422337721697564e-07,8.40595469143439e-09,5.337563808413194e-10,7.531378022039704e-09,4.473792611956789e-10,6.177894059497014e-10,3.383611466232584e-19,8.623725102787201e-20,4.811062567465862e-21,3.161906668270769e-27,7.641327421552995e-32,3.072328365322019e-34,1.3745476734909986e-33,3.4426800786410027e-33
3.3027659247698615e-09,0.1122454318438747,0.0,0.0,0.0,0.0,0.9999994659820796,1.0474081888941163e-06,9.427671245217634e-09,6.596222999033783e-10,8.355990232029883e-09,5.563433580596535e-10,7.623727154134313e-10,5.010239990869182e-19,1.2968872055776272e-19,8.017267192390721e-21,5.273696203694265e-27,1.5684209617524264e-31,6.3063305118042296e-34,2.713798231068338e-33,7.792412616706005e-33
3.966430035352069e-09,0.11224544388517271,0.0,0.0,0.0,0.0,0.9999993583356502,1.2577170126418573e-06,1.1517994635204536e-08,9.51271740781678e-10,9.998235877500613e-09,8.122127067073528e-10,1.0964562165848083e-09,9.82439906606898e-19,2.6332337048653043e-19,1.945417701429701e-20,1.2813769780783778e-26,5.470563985705061e-31,2.1997317185114394e-33,8.880591913245615e-33,3.244855319940685e-32
4.630094145934278e-09,0.11224545593228175,0.0,0.0,0.0,0.0,0.9999992505764498,1.4679724845754374e-06,1.366931394074392e-08,1.296133991281196e-09,1.163268905915258e-08,1.119926596221077e-09,1.4901720439046581e-09,1.725810289749341e-18,4.801107588743475e-19,4.1265362213476265e-20,2.720596525077018e-26,1.5757778120265253e-30,6.336501642482788e-33,2.4347176324319388e-32,1.0860570741321843e-31
5.293758256516486e-09,0.11224546798536554,0.0,0.0,0.0,0.0,0.999999142704754,1.6781745980555222e-06,1.5879893980934698e-08,1.6941962554316528e-09,1.3261070686882993e-08,1.4809546136588606e-09,1.9432681371397534e-09,2.799279358251903e-18,8.086898724361098e-19,7.927717008645838e-20,5.230454150056859e-26,3.941698416709556e-30,1.5850782846060827e-32,5.856510182749177e-32,3.0930433827135805e-31
5.957422367098694e-09,0.11224548004458322,0.0,0.0,0.0,0.0,0.999999034720777,1.8883233464599782e-06,1.814810149293589e-08,2.145445734874279e-09,1.4884999750867505e-08,1.896725194562078e-09,2.4555532046386465e-09,4.274514361200386e-18,1.2817935609059241e-18,1.411566307290178e-19,9.318306189464203e-26,8.851331655971877e-30,3.5594745396459843e-32,1.2738251087380754e-31,7.788510360420948e-31
6.621086477680902e-09,0.11224549211008969,0.0,0.0,0.0,0.0,0.9999989266246763,2.098418723182694e-06,2.0472399144654534e-08,2.6498696300678394e-09,1.6505999307667597e-08,2.3686280267805113e-09,3.0268931398439557e-09,6.226298973559351e-18,1.936191844938231e-18,2.3665474065007966e-19,1.5629574991351054e-25,1.825382043709549e-29,7.340726616828808e-32,2.558168796960658e-31,1.7802190112160183e-30
7.284750588263111e-09,0.11224550418203555,0.0,0.0,0.0,0.0,0.999998818416555,2.3084607216324665e-06,2.285133986576529e-08,3.2074551414152674e-09,1.812550214809402e-08,2.898016326631112e-09,3.6572076284659808e-09,8.732221312553818e-18,2.8126351596838077e-18,3.778471546438762e-19,2.4963712606639417e-25,3.513510049667939e-29,1.4129703561773078e-31,4.814604799101316e-31,3.762564007473989e-30
7.948414698845318e-09,0.11224551626056781,0.0,0.0,0.0,0.0,0.9999987100964669,2.518449335231939e-06,2.5283561499176155e-08,3.818189470307481e-09,1.974485614470189e-08,3.486208987760963e-09,4.346466948809238e-09,1.1872444076985007e-17,3.955798150111975e-18,5.793716825810397e-19,3.8289952576170986e-25,6.387648874178226e-29,2.568847859790245e-31,8.586021721476067e-31,7.453440105677572e-30
8.612078809427526e-09,0.11224552834582964,0.0,0.0,0.0,0.0,0.9999986016644168,2.7283845574166184e-06,2.7767781781052304e-08,4.482059820081935e-09,2.1365329270804628e-08,4.1344925984774854e-09,5.094688969128567e-09,1.5729552687928647e-17,5.414224291565331e-18,8.58662087903236e-19,5.67628164328597e-25,1.1068346830579183e-28,4.451278560162358e-31,1.4631098474567289e-30,1.3980848342140253e-29
9.275742920009735e-09,0.11224554043796087,0.0,0.0,0.0,0.0,0.9999984931203653,2.9382663816339697e-06,3.030279363066451e-08,5.199053396903164e-09,2.2988114309738456e-08,4.84412333405747e-09,5.901936329790123e-09,2.0388449859255118e-17,7.240271422806941e-18,1.2361783279449822e-18,8.173738420856496e-25,1.8408987003874285e-28,7.403480069506084e-31,2.398123102908208e-30,2.5030700143819447e-29
9.939407030591943e-09,0.11224555253709809,0.0,0.0,0.0,0.0,0.999998384464231,3.1480948013426092e-06,3.288746071788007e-08,5.969157410575758e-09,2.4614333286553547e-08,5.61632873703557e-09,6.768313791053581e-09,2.5936264047262776e-17,9.490058330994385e-18,1.7356336138702525e-18,1.1478435399448538e-24,2.955416424038214e-28,1.188579350443897e-30,3.800604476695148e-30,4.3045576902047114e-29
