Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26)
1.3027009594133087e-08,0.1122456089225468,0.0,0.0,0.0,0.0,0.9999978774788673,4.123589205730377e-06,4.553556941536139e-08,1.0249900923348022e-08,3.225439106877896e-08,1.0066009965945569e-08,1.1581648797822002e-08,6.609140694175107e-17,2.7369401223422686e-17,6.556860686064862e-18
1.3738512728413639e-08,0.11224562193919334,0.0,0.0,0.0,0.0,0.9999977603033239,4.348216909530302e-06,4.858943596596579e-08,1.1399146466891186e-08,3.403841332690009e-08,1.1299212011938918e-08,1.2875150244953897e-08,7.934557104763526e-17,3.370136262436495e-17,8.515063214769794e-18
1.4450015862694191e-08,0.11224563496486747,0.0,0.0,0.0,0.0,0.9999976429972682,4.572783181914727e-06,5.1693370853670824e-08,1.2609336461420823e-08,3.583327509785079e-08,1.2613101526158544e-08,1.4238481351132334e-08,9.435519561804737e-17,4.106206122578105e-17,1.091294839050099e-17
1.5161518996974745e-08,0.1122456479997134,0.0,0.0,0.0,0.0,0.9999975255602891,4.797288014902939e-06,5.484649656312993e-08,1.3880455208089653e-08,3.7639836169683786e-08,1.4008979107876434e-08,1.567208191377269e-08,1.1124624784218752e-16,4.955457033078283e-17,1.3819959032212126e-17
1.58730221312553e-08,0.1122456610438734,0.0,0.0,0.0,0.0,0.9999974079919427,5.021731400522493e-06,5.804799048690166e-08,1.521248701922982e-08,3.9458901405924566e-08,1.548812301877924e-08,1.7176424303354058e-08,1.3014700606770588e-16,5.928639766992039e-17,1.7312305478515743e-17
1.6584525265535852e-08,0.11224567409748702,0.0,0.0,0.0,0.0,0.9999972902917543,5.246113330808683e-06,6.129708150784858e-08,1.660541621887061e-08,4.1291224162640094e-08,1.7051790555707822e-08,1.875201141856538e-08,1.5118801196067154e-16,7.036943325249002e-17,2.147324841867963e-17
1.7296028399816406e-08,0.11224568716069187,0.0,0.0,0.0,0.0,0.9999971724592212,5.470433797804016e-06,6.459304653483056e-08,1.8059227143250115e-08,4.313750975221981e-08,1.8701219442099583e-08,2.039937461344849e-08,1.745020250366241e-16,8.29198960126557e-17,2.6393382375885654e-17
1.821151311569119e-08,0.11224570398332852,0.0,0.0,0.0,0.0,0.999997020649603,5.758974501862149e-06,6.890180490000917e-08,2.001937250768759e-08,4.553470960148074e-08,2.0951654497021596e-08,2.2625516320636737e-08,2.0806158215783603e-16,1.0142194691409023e-16,3.400013525370885e-17
1.9126997831565972e-08,0.11224572082235197,0.0,0.0,0.0,0.0,0.9999968686188121,6.047413418818328e-06,7.32857043667205e-08,2.2080252845919665e-08,4.795742080697674e-08,2.334864723531742e-08,2.4972663108871593e-08,2.459005167260654e-16,1.228203046635731e-16,4.3255593583642736e-17
2.0042482547440755e-08,0.11224573767804101,0.0,0.0,0.0,0.0,0.9999967163655978,6.33575053176715e-06,7.774350793339404e-08,2.4241834886850057e-08,5.040684236150709e-08,2.5894710361892496e-08,2.744212632263994e-08,2.883172333925404e-16,1.4739342160025473e-16,5.441082897586743e-17
2.095796726331554e-08,0.11224575455067028,0.0,0.0,0.0,0.0,0.9999965638886518,6.623985823818465e-06,8.227407647308894e-08,2.6504085397284695e-08,5.288407533015425e-08,2.8592316491632696e-08,3.003527509870089e-08,3.3561578166269247e-16,1.7543106999015278e-16,6.774041770767103e-17
2.187345197919032e-08,0.11224577144050998,0.0,0.0,0.0,0.0,0.9999964111866124,6.912119278096347e-06,8.687636080311524e-08,2.8866971182925325e-08,5.5390130779615276e-08,3.1443901334294356e-08,3.275353162062547e-08,3.8810575697716334e-16,2.0723421298580616e-16,8.35433732191786e-17
2.2788936695065104e-08,0.11224578834782664,0.0,0.0,0.0,0.0,0.9999962582580697,7.200150877738248e-06,9.154939437787684e-08,3.133045908919829e-08,5.7925937084477225e-08,3.445186662890153e-08,3.5598366746064836e-08,4.46102212987277e-16,2.4311488475375946e-16,1.0214406774989439e-16
2.3704421410939887e-08,0.11224580527288326,0.0,0.0,0.0,0.0,0.9999961051015683,7.488080605894211e-06,9.6292286563353e-08,3.389451600201696e-08,6.049234665192038e-08,3.761858284453202e-08,3.857129598204582e-08,5.099255810298748e-16,2.8339608052014347e-16,1.2389314522667613e-16
2.461990612681467e-08,0.11224582221593961,0.0,0.0,0.0,0.0,0.9999959517156132,7.775908445726253e-06,1.0110421654683986e-07,3.6559108848381574e-08,6.309014201132437e-08,4.0946391625793716e-08,4.167387584021658e-08,5.799015985900513e-16,3.284116560845954e-16,1.4916842336108835e-16
2.5535390842689454e-08,0.11224583917725237,0.0,0.0,0.0,0.0,0.99999579809867,8.063634380407807e-06,1.0598442774084819e-07,3.932420459691267e-08,6.572004140978445e-08,4.443760803980422e-08,4.490770048775188e-08,6.563612440014255e-16,3.785062363902093e-16,1.7837578805402445e-16
2.6450875558564237e-08,0.11224585615707558,0.0,0.0,0.0,0.0,0.9999956442491712,8.351258393123264e-06,1.1093222263127924e-07,4.218977025830296e-08,6.838270396343245e-08,4.809452264465844e-08,4.827439866402386e-08,7.396406778452189e-16,4.3403513267527344e-16,2.1195008043810658e-16
2.736636027443902e-08,0.11224587315566076,0.0,0.0,0.0,0.0,0.9999954901655165,8.638780467067533e-06,1.1594695800696452e-07,4.51557728857272e-08,7.107873442743514e-08,5.191940340471031e-08,5.1775630825450906e-08,8.300811892514518e-16,4.953642675216711e-16,2.503559781393669e-16
2.8281844990313803e-08,0.11224589017325699,0.0,0.0,0.0,0.0,0.9999953358460772,8.926200585445698e-06,1.21028040572764e-07,4.822217957518832e-08,7.380868758249953e-08,5.5914497451745617e-08,5.541308651979571e-08,9.280291474225222e-16,5.62870107575667e-16,2.940888705682475e-16
2.9197329706188586e-08,0.11224590721011116,0.0,0.0,0.0,0.0,0.9999951812891973,9.213518731472686e-06,1.2617492292132177e-07,5.138895746581248e-08,7.65730722627713e-08,6.008203270206798e-08,5.918848197503375e-08,1.0338359575739764e-15,6.369396034811962e-16,3.436757289516871e-16
3.011281442206337e-08,0.11224592426646839,0.0,0.0,0.0,0.0,0.9999950264931969,9.500734888373024e-06,1.3138709984120073e-07,5.465607374009033e-08,7.937235504740917e-08,6.442421933843288e-08,6.310355788944861e-08,1.1478580212561748e-15,7.179701368281316e-16,3.99675971424124e-16
3.102829913793815e-08,0.11224594134257171,0.0,0.0,0.0,0.0,0.999994871456373,9.787849039380617e-06,1.3666410492199258e-07,5.8023495624078574e-08,8.22069636552234e-08,6.894325117267523e-08,6.716007739939603e-08,1.2704567002327354e-15,8.063694736164187e-16,4.626823240327748e-16
3.194378385381293e-08,0.11224595843866257,0.0,0.0,0.0,0.0,0.999994716177003,1.0074861167738582e-05,1.420055074297057e-07,6.149119038756582e-08,8.507729006907332e-08,7.364130689975076e-08,7.13598242087592e-08,1.4019982835897792e-15,9.025557239150666e-16,5.333216781687298e-16
3.285926856968771e-08,0.11224597555498096,0.0,0.0,0.0,0.0,0.9999945606533445,1.0361771256699074e-05,1.4741090942941032e-07,6.505912534420805e-08,8.79836934130378e-08,7.85205512524453e-08,7.570460086632925e-08,1.542853957622356e-15,1.0069573072743337e-15,6.122559449941497e-16
3.377475328556249e-08,0.11224599269176504,0.0,0.0,0.0,0.0,0.9999944048836377,1.0648579289523198e-05,1.528799431398701e-07,6.872726785163547e-08,9.09265025976289e-08,8.358313606288186e-08,8.019622718196964e-08,1.6933997783910512e-15,1.1200129236247e-15,7.001829072267742e-16
3.469023800143727e-08,0.1122460098492521,0.0,0.0,0.0,0.0,0.9999942488661079,1.0935285249480885e-05,1.5841226850259951e-07,7.249558531153334e-08,9.390601875060533e-08,8.883120123788328e-08,8.48365387710617e-08,1.8540166466748147e-15,1.2421715293295202e-15,7.978370687195229e-16
3.560572271731205e-08,0.11224602702767789,0.0,0.0,0.0,0.0,0.9999940925989655,1.1221889119850854e-05,1.6400757094811915e-07,7.63640451696999e-08,9.692251745061229e-08,9.42668756551093e-08,8.96273857169225e-08,2.0250902850870448e-15,1.3738923181301313e-15,9.059905022319451e-16
3.652120743318683e-08,0.11224604422727714,0.0,0.0,0.0,0.0,0.9999939360804074,1.1508390883920532e-05,1.6966555934178218e-07,8.033261491608523e-08,9.997625078126909e-08,9.989227798705273e-08,9.457063134065226e-08,2.2070112170413043e-15,1.5156447066630115e-15,1.025453695821242e-15
3.7436692149061607e-08,0.11224606144828342,0.0,0.0,0.0,0.0,0.9999937793086187,1.179479052498603e-05,1.753859640943127e-07,8.440126208481246e-08,1.0306744922056241e-07,1.0570951745886275e-07,9.966815106952163e-08,2.400174747367625e-15,1.6679083242779917e-15,1.1570763982232524e-15
3.8352176864936386e-08,0.11224607869092926,0.0,0.0,0.0,0.0,0.9999936222817727,1.2081088026352158e-05,1.8116853542394336e-07,8.85699542541846e-08,1.0619632337865627e-07,1.1172069454526516e-07,1.0492183139605368e-07,2.604980944411452e-15,1.8311730068785724e-15,1.3017484635709252e-15
3.9267661580811166e-08,0.11224609595544661,0.0,0.0,0.0,0.0,0.9999934649980339,1.2367283371332366e-05,1.8701304175860718e-07,9.2838659046678e-08,1.093630655956601e-07,1.1792790161121608e-07,1.1033356892089476e-07,2.8218346234931363e-15,2.005938794549953e-15,1.46040069576048e-15
4.109863101256073e-08,0.11224613055101804,0.0,0.0,0.0,0.0,0.9999931496524861,1.293936752543229e-05,1.9888701579733755e-07,1.01675977211647e-07,1.1581084062237685e-07,1.3093873796224066e-07,1.2163884747241947e-07,3.2933273332543832e-15,2.392024884132913e-15,1.8235786918204726e-15
4.274650350113534e-08,0.11224616176414064,0.0,0.0,0.0,0.0,0.999992864944319,1.3453893722060999e-05,2.097834104553265e-07,1.0997128282341952e-07,1.217449517905423e-07,1.4333975757086921e-07,1.3237335784758917e-07,3.763030935440101e-15,2.7840615830004627e-15,2.208457168968624e-15
4.439437598970995e-08,0.11224619305169517,0.0,0.0,0.0,0.0,0.9999925793748841,1.39680886728883e-05,2.2087756209667862e-07,1.1859012781487925e-07,1.278040550067608e-07,1.5640814155214284e-07,1.4364984561048604e-07,4.278279510987749e-15,3.2216053390449963e-15,2.655068204277203e-15
4.6042248478284555e-08,0.112246224415007,0.0,0.0,0.0,0.0,0.9999922929332059,1.448195228091483e-05,2.3216861029616317e-07,1.2753232495311783e-07,1.339887797116663e-07,1.7015586680260837e-07,1.554796363626796e-07,4.841603788155392e-15,3.707942233461293e-15,3.17043233110312e-15
4.769012096685916e-08,0.11224625585539716,0.0,0.0,0.0,0.0,0.9999920056082584,1.4995484449234993e-05,2.436557959169884e-07,1.3679768746539474e-07,1.4029965342386205e-07,1.8459486109028335e-07,1.678741079535669e-07,5.455583335641076e-15,4.246466354523253e-15,3.762067507502474e-15
4.933799345543377e-08,0.11224628737418077,0.0,0.0,0.0,0.0,0.999991717388971,1.5508685081038083e-05,2.553384467819987e-07,1.4638602903784755e-07,1.4673711606919078e-07,1.9973700878753906e-07,1.8084468188489644e-07,6.122846377418404e-15,4.84068021741648e-15,4.438005232194626e-15
5.098586594400838e-08,0.11224631897266911,0.0,0.0,0.0,0.0,0.999991428264236,1.6021554079609503e-05,2.6721596536966287e-07,1.5629716381411796e-07,1.5330153228530333e-07,2.1559415579056372e-07,1.9440281592666038e-07,6.84606962688276e-15,5.4941952514197115e-15,5.2068067296345015e-15
5.2633738432582984e-08,0.11224635065216948,0.0,0.0,0.0,0.0,0.999991138222917,1.6534091348332044e-05,2.792878182355695e-07,1.6653090639391574e-07,1.5999320200079162e-07,2.3217811374564082e-07,2.085599977653068e-07,7.627978131506031e-15,6.210732342616189e-15,6.077579210827412e-15
5.428161092115759e-08,0.11224638241398567,0.0,0.0,0.0,0.0,0.9999908472538515,1.7046296790687166e-05,2.9155352698945785e-07,1.7708707183153764e-07,1.6681236945883432e-07,2.4950066365052927e-07,2.233277395825853e-07,8.47134512457721e-15,6.9941224290035934e-15,7.059992218585908e-15
5.59294834097322e-08,0.11224641425941834,0.0,0.0,0.0,0.0,0.9999905553458576,1.7558170310256414e-05,3.040126605459814e-07,1.8796547563435897e-07,1.737592309671459e-07,2.6757355894415644e-07,2.387175733964353e-07,9.378991881362223e-15,7.848307138504408e-15,8.164294064354539e-15
5.757735589830681e-08,0.11224644618976537,0.0,0.0,0.0,0.0,0.9999902624877374,1.806971181072273e-05,3.1666482844792994e-07,1.9916593376131509e-07,1.8083394157548113e-07,2.8640852816548503e-07,2.547410470435053e-07,1.0353787580770491e-14,8.777339464642135e-15,9.401328363361136e-15
5.9225228386881414e-08,0.11224647820632201,0.0,0.0,0.0,0.0,0.9999899686682806,1.8580921195871837e-05,3.2950967510642337e-07,2.1068826262138198e-07,1.880366208361748e-07,3.060172772440188e-07,2.7140972071027917e-07,1.1398649171444312e-14,9.785384474431055e-15,1.078255067303595e-14
6.087310087545602e-08,0.11224651031038126,0.0,0.0,0.0,0.0,0.9999896738762674,1.909179836959362e-05,3.425468748489564e-07,2.2253227907206313e-07,1.9536735775682852e-07,3.2641149146578445e-07,2.887351639475285e-07,1.2516541240615817e-14,1.0876720044964768e-14,1.2320045239074883e-14
6.252097336403064e-08,0.1122465425032339,0.0,0.0,0.0,0.0,0.9999893781004703,1.9602343235883424e-05,3.5577612767079224e-07,2.3469780041788743e-07,2.0282621504964397e-07,3.476028371567722e-07,3.067289531055686e-07,1.3710475884406902e-14,1.205573762494195e-14,1.402654185293662e-14
6.416884585260525e-08,0.11224657478616874,0.0,0.0,0.0,0.0,0.999989081329658,2.0112555698843444e-05,3.6919715558820906e-07,2.4718464440891975e-07,2.1041323277889305e-07,3.696029631246084e-07,3.254026691295992e-07,1.4983512579371636e-14,1.3326943017707395e-14,1.591543282433655e-14
6.581671834117986e-08,0.11224660716047269,0.0,0.0,0.0,0.0,0.9999887835525954,2.062243566268401e-05,3.8280969950174785e-07,2.599926292392893e-07,2.1812843149837564e-07,3.924235018953623e-07,3.4476789566017745e-07,1.6338758055121472e-14,1.4694957182477467e-14,1.80007900717783e-14
6.746459082975448e-08,0.11224663962743098,0.0,0.0,0.0,0.0,0.999988484758047,2.113198303172492e-05,3.9661351649548796e-07,2.7312157354573585e-07,2.2597181495283564e-07,4.160760707752013e-07,3.6483621739456586e-07,1.7779366167555686e-14,1.616451705095948e-14,2.029738233365964e-14
6.911246331832909e-08,0.11224667218832712,0.0,0.0,0.0,0.0,0.9999881849347769,2.1641197710396718e-05,4.1060837751344505e-07,2.8657129640617363e-07,2.3394337240223947e-07,4.405722727605624e-07,3.856192186737156e-07,1.9308537772198775e-14,1.774047635701586e-14,2.2820692502013093e-14
7.07603358069037e-08,0.11224670484444312,0.0,0.0,0.0,0.0,0.9999878840715507,2.2150079603241912e-05,4.247940653629301e-07,3.003416173382757e-07,2.4204308061908036e-07,4.659236973169871e-07,4.071284822648744e-07,2.0929520597472244e-14,1.9427806477385285e-14,2.558693508063063e-14
7.405608078405292e-08,0.11224677044745565,0.0,0.0,0.0,0.0,0.9999872791803057,2.3166844650190165e-05,4.5373710264811854e-07,3.288433336785992e-07,2.586268034656417e-07,5.192385080092089e-07,4.5237211379055793e-07,2.446014441963724e-14,2.3157058003307118e-14,3.1916839493999106e-14
7.702225126348721e-08,0.11224682982865093,0.0,0.0,0.0,0.0,0.9999867311088954,2.4080794109624348e-05,4.804364723408591e-07,3.5558952214595594e-07,2.739899966275638e-07,5.702627088385854e-07,4.956913312730685e-07,2.7985236640218592e-14,2.69465842771326e-14,3.862285017840313e-14
7.998018706944959e-08,0.11224688937200585,0.0,0.0,0.0,0.0,0.9999861810298314,2.499113105252393e-05,5.076744454246877e-07,3.8329309971392495e-07,2.8972324960522194e-07,6.240835219197884e-07,5.414127413332222e-07,3.1849172966145834e-14,3.116733774940618e-14,4.638024188266829e-14
8.293812287541197e-08,0.11224694924929342,0.0,0.0,0.0,0.0,0.9999856273615882,2.59003937287569e-05,5.355232849535542e-07,4.1202585585457537e-07,3.0586823383458926e-07,6.809051891978163e-07,5.897199873623944e-07,3.608172069224095e-14,3.586233610192433e-14,5.532857933740887e-14
8.589605868137435e-08,0.11224700946786778,0.0,0.0,0.0,0.0,0.9999850700394177,2.6808581591669262e-05,5.639820212647573e-07,4.417867667805294e-07,3.224244997699647e-07,7.407942139500102e-07,6.406798248082822e-07,4.070380322967166e-14,4.1065950479305265e-14,6.559920578392616e-14
8.885399448733673e-08,0.11224707003507157,0.0,0.0,0.0,0.0,0.9999845089986455,2.7715694095884858e-05,5.930497118764513e-07,4.725748131399041e-07,3.393915642633593e-07,8.038169952785786e-07,6.943589331384318e-07,4.573681806950763e-14,4.68138580669048e-14,7.73328271286093e-14
9.181193029329911e-08,0.1122471309582354,0.0,0.0,0.0,0.0,0.9999839441746761,2.862173069732605e-05,6.227254338510444e-07,5.043889799927391e-07,3.567689182114347e-07,8.700398307476507e-07,7.508239108480342e-07,5.120263435998214e-14,5.314305844385192e-14,9.067986316922886e-14
9.476986609926149e-08,0.11224719224467859,0.0,0.0,0.0,0.0,0.9999833755029968,2.952669085323406e-05,6.530082783205371e-07,5.372282567877446e-07,3.745560320403206e-07,9.395289181522953e-07,8.101412717615629e-07,5.712359045466446e-14,6.009188991914376e-14,1.058008033049966e-13
9.772780190522387e-08,0.11224725390170903,0.0,0.0,0.0,0.0,0.999982802919181,3.043057402218913e-05,6.838973464095808e-07,5.710916373392603e-07,3.927523597926382e-07,1.0123503567265027e-06,8.723774421710371e-07,6.352249143659694e-14,6.770004580737971e-14,1.2286656665143438e-13
9.999999999999998e-08,0.11224731593662336,0.0,0.0,0.0,0.0,0.9999823603802037,3.1124178372881504e-05,7.080365516618078e-07,5.977993460175407e-07,4.070077948425133e-07,1.0705940702083316e-06,9.222092302335314e-07,6.877708691890965e-14,7.401785258221945e-14,1.374102288398898e-13
1.0068573771118624e-07,0.11224731593662336,0.0,0.0,0.0,0.0,0.9999822263588901,3.1333379664130456e-05,7.153917459836885e-07,6.059781198043695e-07,4.113573423893465e-07,1.08857014802014e-06,9.375987584683515e-07,7.042260664058719e-14,7.600859062331399e-14,1.4205886645811038e-13
1.0364367351714862e-07,0.11224737835670714,0.0,0.0,0.0,0.0,0.9999816457578751,3.223510724037596e-05,7.474905890644174e-07,6.418867066601558e-07,4.30370410224611e-07,1.1682541965084256e-06,1.0058714651770395e-06,7.784766717277105e-14,8.505997618983934e-14,1.635705788047457e-13
1.06601609323111e-07,0.11224744116923466,0.0,0.0,0.0,0.0,0.9999810610519795,3.3135756213641925e-05,7.801929898966928e-07,6.788164046810874e-07,4.497909851085344e-07,1.2514683099398937e-06,1.0772617133746107e-06,8.582186341556729e-14,9.489805765357301e-14,1.8760611559204157e-13
1.0955954512907338e-07,0.11224750438146919,0.0,0.0,0.0,0.0,0.9999804721771388,3.403532604806252e-05,8.134980635491615e-07,7.167662249165045e-07,4.69618481676894e-07,1.3382781994707095e-06,1.151835559434201e-06,9.436984252081027e-14,1.0556810940068068e-13,2.1438180181946847e-13
1.1547541674099814e-07,0.11224763203405659,0.0,0.0,0.0,0.0,0.999979281664836,3.583122616410993e-05,8.819126882081066e-07,7.957222974680524e-07,5.104918680993986e-07,1.522947668139467e-06,1.310797791298004e-06,1.1328800669495097e-13,1.295924119879747e-13,2.770807924615715e-13
1.2139128835292289e-07,0.11224776137235276,0.0,0.0,0.0,0.0,0.9999780737103496,3.762280333068473e-05,9.527273648480314e-07,8.787470973556137e-07,5.529857786966697e-07,1.7227863578329036e-06,1.4832846806272893e-06,1.3480837679814099e-13,1.575240617187011e-13,3.536510213436145e-13
1.2730715996484764e-07,0.11224789245406314,0.0,0.0,0.0,0.0,0.999976847804605,3.9410053313874166e-05,1.0259349603084578e-06,9.658328645871255e-07,5.970953566890892e-07,1.9383164704247717e-06,1.669821176334948e-06,1.5914431709107059e-13,1.8977794453112366e-13,4.4629141053675757e-13
1.332230315767724e-07,0.1122480253367111,0.0,0.0,0.0,0.0,0.9999756034400895,4.119297190429829e-05,1.101528296697746e-06,1.0569719054251028e-06,6.428156894159542e-07,2.1700586446606142e-06,1.87093063715322e-06,1.8651625778072747e-13,2.2679314323123218e-13,5.574291446791879e-13
1.3913890318869716e-07,0.11224816007764254,0.0,0.0,0.0,0.0,0.99997434011087,4.297155491771932e-05,1.17950014573396e-06,1.152156591675313e-06,6.901418143415407e-07,2.418531944859823e-06,2.0871348148856104e-06,2.1715161377117148e-13,2.690334186786306e-13,6.89732746000164e-13
1.4505477480062192e-07,0.11224829673401887,0.0,0.0,0.0,0.0,0.9999730573126082,4.4745798195649367e-05,1.2598432247281837e-06,1.2513793599754994e-06,7.39068723427308e-07,2.684253848992652e-06,2.318953838672361e-06,2.5128470309689076e-13,3.1698768329712047e-13,8.461253967609815e-13
1.5097064641254668e-07,0.11224843536281884,0.0,0.0,0.0,0.0,0.9999717545425763,4.651569760595627e-05,1.3425501940815003e-06,1.3546327110843127e-06,7.895913659989408e-07,2.9677402361852353e-06,2.566906200193735e-06,2.891566651568313e-13,3.711704667942041e-13,1.0297985058887247e-12
1.5688651802447144e-07,0.11224857602083609,0.0,0.0,0.0,0.0,0.9999704312996704,4.828124904346787e-05,1.4276136563486446e-06,1.4619092091703264e-06,8.417046500556191e-07,3.2695053736334977e-06,2.831508739844833e-06,3.310153787693276e-13,4.321223737022525e-13,1.2442255232569136e-12
1.628023896363962e-07,0.11224871876467794,0.0,0.0,0.0,0.0,0.9999690870844253,5.00424484305745e-05,1.515026156133855e-06,1.5732014811008912e-06,8.954034427563799e-07,3.5900619032227478e-06,3.113276633444219e-06,3.771153800495837e-13,5.004105326807781e-13,1.4931760001485914e-12
1.746341328602457e-07,0.112249010735324,0.0,0.0,0.0,0.0,0.9999663337473221,5.355177488454853e-05,1.6968681565188984e-06,1.8078041631900228e-06,1.00753682131227e-06,4.289591499841731e-06,3.7303607836246394e-06,4.830901826922066e-13,6.613993674391259e-13,2.1112926864788947e-12
1.8646587608409523e-07,0.11224931172383383,0.0,0.0,0.0,0.0,0.9999634905688063,5.7043644921056055e-05,1.8880153908940324e-06,2.058382999228311e-06,1.125949639425864e-06,5.070397148443114e-06,4.42224626419491e-06,6.092473777557752e-13,8.592210499909503e-13,2.9207764567398143e-12
2.0263098456257316e-07,0.11224973833441024,0.0,0.0,0.0,0.0,0.9999594537218097,6.178613472489402e-05,2.1640993888744608e-06,2.4264577790068536e-06,1.2978042264604661e-06,6.275875708565289e-06,5.4958058449855554e-06,8.183624693169816e-13,1.1991506191620637e-12,4.413814148134205e-12
2.1879609304105107e-07,0.11225018373816552,0.0,0.0,0.0,0.0,0.9999552318779987,6.64959018909313e-05,2.4572773305392287e-06,2.8241062828418e-06,1.481190605808755e-06,7.650830865895004e-06,6.726837554232745e-06,1.0754755907920664e-12,1.633756914044517e-12,6.470641222118919e-12
2.3496120151952898e-07,0.11225064905201651,0.0,0.0,0.0,0.0,0.9999508151817961,7.117286925296902e-05,2.7673858663738292e-06,3.2511896099152295e-06,1.6759963929685711e-06,9.205389403082305e-06,8.125512476060224e-06,1.3869964343191812e-12,2.18024462400283e-12,9.241934766771209e-12
2.511263099980069e-07,0.11225113538158059,0.0,0.0,0.0,0.0,0.9999461938772797,7.581696156001014e-05,3.094258539497928e-06,3.707571899788679e-06,1.882107084749122e-06,1.0949579048729248e-05,9.701900681693323e-06,1.7596527908915513e-12,2.857550867547279e-12,1.2904752461723958e-11
2.672914184764848e-07,0.11225164382096824,0.0,0.0,0.0,0.0,0.9999413583101052,8.042810556433685e-05,3.437725831487961e-06,4.193120224029135e-06,2.0994060909714333e-06,1.2893326516600382e-05,1.1465969335145725e-05,2.2004778218769237e-12,3.686396669361544e-12,1.766511441219872e-11
2.834565269549627e-07,0.11225217545257457,0.0,0.0,0.0,0.0,0.9999362989294028,8.500623010872604e-05,3.797615211668541e-06,4.7077044780359195e-06,2.3277747655872897e-06,1.504645556668687e-05,1.3427580822771312e-05,2.7167972914419748e-12,4.689334870927676e-12,2.3760631090029766e-11
2.996216354334406e-07,0.1122527313468708,0.0,0.0,0.0,0.0,0.9999310062896424,8.955126621246575e-05,4.173751191996123e-06,5.251197273042396e-06,2.567092437111505e-06,1.741868509425827e-05,1.559649091405144e-05,3.316216735691512e-12,5.890794296180866e-12,3.146323194233894e-11
3.157867439119185e-07,0.1122533125622121,0.0,0.0,0.0,0.0,0.9999254710524741,9.406314715646645e-05,4.565955382469369e-06,5.823473828472513e-06,2.817236440510396e-06,2.0019627241748236e-05,1.7982346944593997e-05,4.006608663637297e-12,7.317120173465736e-12,4.1081906803022244e-11
3.319518523903964e-07,0.11225392014462783,0.0,0.0,0.0,0.0,0.9999196839885331,9.854180856692086e-05,4.974046547971375e-06,6.424411864554354e-06,3.078082153305459e-06,2.2858785546470158e-05,2.0594686033665067e-05,4.796099822262383e-12,8.996610877173503e-12,5.2965561496237613e-11
3.4811696086887433e-07,0.11225455512764305,0.0,0.0,0.0,0.0,0.9999136359792224,0.00010298718849802454,5.397840665432566e-06,7.053891495462006e-06,3.3495030322446158e-06,2.5945553110105727e-05,2.3442933323046215e-05,5.693058354598994e-12,1.0959550982798612e-11,6.750584634697629e-11
3.6428206934735224e-07,0.11225521853206548,0.0,0.0,0.0,0.0,0.9999073180184458,0.00010739922751290045,5.837150986158182e-06,7.71179512277084e-06,3.6313706518782326e-06,2.928921081240048e-05,2.6536400261859753e-05,6.7060808853207e-12,1.3238240535107023e-11,8.514013151577718e-11
3.8044717782583015e-07,0.11225591136583031,0.0,0.0,0.0,0.0,0.9999007212143265,0.00011177786876365072,6.291788097654675e-06,8.39800732966396e-06,3.92355474255249e-06,3.289892554150735e-05,2.9884282907519108e-05,7.843979891023639e-12,1.5867020552833074e-11,1.0635439096297973e-10
3.9661228630430806e-07,0.11225663462377436,0.0,0.0,0.0,0.0,0.9998938367908616,0.00011612305806917771,6.761559990311579e-06,9.112414775461973e-06,4.2259232328564825e-06,3.678374848324016e-05,3.3495660286030865e-05,9.115771146025029e-12,1.888229473317954e-11,1.3168629045642273e-10
4.1277739478278597e-07,0.11225738928751763,0.0,0.0,0.0,0.0,0.9998866560895758,0.00012043474399236456,7.246272121021147e-06,9.854906091201228e-06,4.538342290688981e-06,4.095261341457559e-05,3.7379492754785626e-05,1.053066068257675e-11,2.2322547465029787e-11,1.61728081343518e-10
4.2894250326126387e-07,0.11225817632520647,0.0,0.0,0.0,0.0,0.9998791705710854,0.00012471287791441098,7.745727484874481e-06,1.0625371775440829e-05,4.860676369494582e-06,4.5414335079252156e-05,4.1544620449399236e-05,1.2098031917328356e-11,2.622835797980512e-11,1.9712980433085535e-10
4.451076117397418e-07,0.11225899669145765,0.0,0.0,0.0,0.0,0.9998713718166907,0.00012895741410899288,8.259726681022556e-06,1.1423704091544815e-05,5.1927882503885925e-06,5.017760754193176e-05,4.59997617067976e-05,1.3827433844735113e-11,3.064241087962431e-11,2.386021355584983e-10
4.612727202182197e-07,0.11225985132703853,0.0,0.0,0.0,0.0,0.9998632515298327,0.00013316830981265548,8.788067990262334e-06,1.2249796964921119e-05,5.534539092615586e-06,5.525100266580817e-05,5.075351161445436e-05,1.5728568569887612e-11,3.560950272041161e-11,2.8691973037002494e-10
4.774378286966976e-07,0.11226074115891788,0.0,0.0,0.0,0.0,0.9998548015376326,0.0001373455252958909,9.330547440870424e-06,1.310354588240611e-05,5.88578847655902e-06,6.064296851971667e-05,5.581434048464575e-05,1.7811277314830058e-11,4.11765451951388e-11,3.4292394065782646e-10
4.936029371751755e-07,0.11226166709982395,0.0,0.0,0.0,0.0,0.9998460137922178,0.00014148902392904057,9.886958893265156e-06,1.3984847791007575e-05,6.246394459605246e-06,6.63618279814384e-05,6.119059252984632e-05,2.0085528525733998e-11,4.739256417063865e-11,4.075263534916864e-10
