Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88)
2.1559027362625364e-05,0.12450642337571326,0.0,0.0,0.0,0.0,0.8891462289926444,0.0004365821195992014,0.00023620209423570802,0.004812433697131636,0.0001063296863655248,0.10713491914634857,0.10650629550199656,9.110169036352407e-08,1.3746109731790725e-06,0.0008511749728088134,5.644674698689965e-10,3.3774627384250124e-09,1.3584647411125423e-11,3.564646291457648e-11,5.593101316762351e-08,2.6638755898353624e-06,4.295512996897107e-09
2.162822698584362e-05,0.12454399807811689,0.0,0.0,0.0,0.0,0.8888089847605343,0.0004365501576424545,0.00023633802061479785,0.004828047322188209,0.00010629973903238255,0.1074587781675358,0.10683331704384542,9.134284789593793e-08,1.3796597392837438e-06,0.0008565734571467563,5.680475442978555e-10,3.4004349169879082e-09,1.367704486240692e-11,3.5888275706604974e-11,5.635904479219192e-08,2.6906583508977654e-06,4.338700618115188e-09
2.1697426609061878e-05,0.1245815384394093,0.0,0.0,0.0,0.0,0.8884720625404513,0.000436518122699644,0.0002364736440082366,0.0048436553836547405,0.00010626986101966424,0.10778230487064681,0.10716003555038764,9.15835471824499e-08,1.384708563952889e-06,0.0008619850343673562,5.71636301443775e-10,3.4234751311555828e-09,1.3769715962812775e-11,3.613079794243073e-11,5.678875800683603e-08,2.7176066246565474e-06,4.382155133007012e-09
2.1766626232280135e-05,0.12461904453204058,0.0,0.0,0.0,0.0,0.8881354616443432,0.00043648601512369096,0.00023660896526940555,0.0048592578873638765,0.00010624005214147783,0.10810549996851346,0.1074864516742677,9.182378939367552e-08,1.389757436108923e-06,0.0008674096750704148,5.752337218096261e-10,3.446583318189423e-09,1.3862660459998633e-11,3.637402889493148e-11,5.722015268511371e-08,2.7447207524625923e-06,4.4258770920147895e-09
2.183582585549839e-05,0.12465651643026131,0.0,0.0,0.0,0.0,0.8877991813878954,0.0004364538352786599,0.0002367439854795188,0.004874854839119611,0.00010621031197234607,0.1084283641698843,0.10781256606454635,9.206357568216691e-08,1.3948063556853886e-06,0.0008728473499761589,5.788397859781404e-10,3.4697593417517652e-09,1.3955877805595069e-11,3.661796712007478e-11,5.7653228485727874e-08,2.7720010739551722e-06,4.4698670428223084e-09
2.1905025478716648e-05,0.12469395420588246,0.0,0.0,0.0,0.0,0.8874632210881789,0.0004364215835127744,0.00023687870547166618,0.0048904462447248815,0.00010618064034193633,0.10875089818231395,0.10813837936897353,9.230290721077958e-08,1.3998553111162423e-06,0.0008782980298815337,5.82454474582928e-10,3.4930031430020003e-09,1.4049367762935999e-11,3.686261192918292e-11,5.808798527738541e-08,2.7994479278886495e-06,4.514125531684695e-09
2.1974225101934905e-05,0.12473135793269458,0.0,0.0,0.0,0.0,0.887127580066085,0.000436389260186724,0.00023701312633078888,0.004906032109952792,0.00010615103681534711,0.10907310270916426,0.10846389223163465,9.254178512296856e-08,1.4049043030109258e-06,0.0008837616857049319,5.860777683381361e-10,3.516314581676792e-09,1.4143129767862427e-11,3.710796184036172e-11,5.8524422693576184e-08,2.8270616512725383e-06,4.5586531020452396e-09
2.2043424725153162e-05,0.12476872768185393,0.0,0.0,0.0,0.0,0.8867922576437376,0.0004363568656439241,0.00023714724886694243,0.004921612440577018,0.00010612150124068605,0.10939497845278878,0.10878910529545369,9.278021057406948e-08,1.4099533191766557e-06,0.0008892382884382274,5.897096480066446e-10,3.539693603757071e-09,1.423716360310116e-11,3.7354016212384125e-11,5.896254060079403e-08,2.8548425802859605e-06,4.6034502960062855e-09
2.211262434837142e-05,0.12480606352672144,0.0,0.0,0.0,0.0,0.8864572531471923,0.0004363244002419076,0.00023728107417203556,0.0049371872423398765,0.00010609203317028316,0.10971652611120335,0.10911401919958152,9.301818469833626e-08,1.4150023610507017e-06,0.0008947278091962868,5.933500944328947e-10,3.5631400640285578e-09,1.4331468684579845e-11,3.760077351549782e-11,5.940233860481337e-08,2.882791049319484e-06,4.648517652788079e-09
2.2181823971589675e-05,0.1248433655377778,0.0,0.0,0.0,0.0,0.8861225659035505,0.0004362918643191355,0.00023741460302967757,0.004952756520986261,0.00010606263247426632,0.11003774638163949,0.10943863458218671,9.325570864386791e-08,1.420051415642355e-06,0.0009002302191636687,5.969990885075481e-10,3.586653914439075e-09,1.4426044819024915e-11,3.784823316709742e-11,5.984381657311181e-08,2.9109073919993237e-06,4.6938557103761636e-09
2.2251023594807932e-05,0.12488063378799019,0.0,0.0,0.0,0.0,0.8857881952439944,0.00043625925823024506,0.0002375478365427531,0.004968320282227768,0.00010603329868805634,0.11035863995680219,0.10976295207752199,9.34927835355697e-08,1.425100485406391e-06,0.00090574548965011,6.006566112042764e-10,3.61023500354553e-09,1.452089139731092e-11,3.809639357710777e-11,6.028697408059842e-08,2.9391919401064646e-06,4.739465003782874e-09
2.232022321802619e-05,0.12491786834713708,0.0,0.0,0.0,0.0,0.8854541405005277,0.0004362265823085526,0.00023768077546413368,0.004983878531781016,0.00010600403170829958,0.11067920752888406,0.11008697231907419,9.372941051463293e-08,1.430149556339734e-06,0.0009112735920305633,6.043226435400039e-10,3.6338832906980104e-09,1.4616008255937174e-11,3.834525423554647e-11,6.073181099966711e-08,2.9676450247379745e-06,4.785346066915239e-09
2.2389422841244446e-05,0.12495506928783409,0.0,0.0,0.0,0.0,0.8851204010094257,0.0004361938369061147,0.00023781342091269784,0.004999431275326885,0.00010597483104831788,0.11099944978530799,0.11041069593622897,9.396559069640952e-08,1.4351986321540517e-06,0.0009168144978081408,6.079971666166418e-10,3.657598616612749e-09,1.4711394754242007e-11,3.859481347629392e-11,6.117832687036292e-08,2.996266975072744e-06,4.831499430589786e-09
2.2458622464462703e-05,0.12499223667912279,0.0,0.0,0.0,0.0,0.8847869761075131,0.00043616102235085095,0.000237945773605129,0.0050149785185542965,0.0001059456966369837,0.11131936741331658,0.11073412355786962,9.420132521557917e-08,1.4402476975623728e-06,0.0009223681785458296,6.116801615758115e-10,3.6813809498611758e-09,1.4807050765814198e-11,3.884507087973509e-11,6.162652157489726e-08,3.025058119704375e-06,4.8779256246763984e-09
2.252782208768096e-05,0.1250293705933191,0.0,0.0,0.0,0.0,0.8844538651361333,0.000436128138992626,0.0002380778346826504,0.0050305202671133325,0.00010591662795894429,0.11163896109507052,0.11105725580853881,9.443661517765817e-08,1.4452967578383449e-06,0.0009279346059387552,6.153716096467606e-10,3.7052301212660005e-09,1.4902975610199027e-11,3.909602468368025e-11,6.207639461333328e-08,3.0540187852147086e-06,4.924625175803992e-09
2.2597021710899216e-05,0.12506647109868185,0.0,0.0,0.0,0.0,0.8841210674368447,0.0004360951871536286,0.0002382096048187729,0.005046056526665878,0.00010588762498260493,0.11195823151295946,0.11138009331260038,9.467146171129648e-08,1.4503457960639533e-06,0.0009335137517354779,6.190714920941761e-10,3.729146110946752e-09,1.4999169207433218e-11,3.9347674581580756e-11,6.252794588388222e-08,3.083149297722131e-06,4.9715986098508e-09
2.2666221334117473e-05,0.12510353826729115,0.0,0.0,0.0,0.0,0.8837885823560423,0.00043606216718201544,0.00023834108518518252,0.0050615873028310296,0.00010585868715552403,0.11227717934389077,0.11170263668976967,9.490586591179218e-08,1.4553948194671383e-06,0.0009391055878219448,6.22779790273851e-10,3.753128737194074e-09,1.5095630826656464e-11,3.9600018689436095e-11,6.298117484002732e-08,3.112449981213281e-06,5.018846449261151e-09
2.273542095733573e-05,0.1251405721665633,0.0,0.0,0.0,0.0,0.883456409239922,0.00043602907939380197,0.0002384722764031941,0.005077112601244402,0.0001058298144950721,0.11259580526550898,0.1120248865599834,9.513982890236277e-08,1.4604438090510117e-06,0.0009447100861296876,6.264964855718123e-10,3.777177994678626e-09,1.5192360446432068e-11,3.9853056843061734e-11,6.343608140386244e-08,3.1419211593630524e-06,5.066369215972731e-09
2.2804620580553987e-05,0.12517757286842252,0.0,0.0,0.0,0.0,0.8831245474399257,0.00043599592413604634,0.0002386031796854313,0.005092632427493805,0.00010580100640085211,0.11291410994946277,0.11234684353813372,9.537335176757061e-08,1.4654927745066007e-06,0.0009503272187344978,6.30221559469751e-10,3.801293685738456e-09,1.528935727173627e-11,4.010678700327456e-11,6.389266497372433e-08,3.171563153560479e-06,5.1141674282414896e-09
2.2873820203772243e-05,0.125214540439364,0.0,0.0,0.0,0.0,0.8827929963067791,0.00043596270171800334,0.00023873379558926125,0.005108146787189478,0.00010577226295147454,0.11323209406877409,0.11266850823983415,9.560643562595174e-08,1.4705416941754241e-06,0.000955956957748078,6.339549934731772e-10,3.8254758235039796e-09,1.5386621355379925e-11,4.036120918638967e-11,6.435092550574278e-08,3.201376285073364e-06,5.162241604123159e-09
2.29430198269905e-05,0.12525147495125763,0.0,0.0,0.0,0.0,0.8824617551969819,0.0004359294124864125,0.00023886412538188145,0.005123655685887453,0.00010574358348442879,0.11354975828980865,0.11298988127514305,9.583908155063582e-08,1.4755905808769036e-06,0.0009615992754353692,6.376967691892178e-10,3.849724189889346e-09,1.548415182019169e-11,4.061632115441476e-11,6.481086233190684e-08,3.2313608726850777e-06,5.21059225767242e-09
2.3012219450208757e-05,0.12528837646957405,0.0,0.0,0.0,0.0,0.8821308234656657,0.000435896056742983,0.00023899416954128845,0.005139159129173705,0.00010571496815566546,0.11386710328110862,0.11331096325547,9.607129065643536e-08,1.4806394095264142e-06,0.0009672541440851708,6.414468682408281e-10,3.874038821614273e-09,1.5581948813861696e-11,4.087212315421545e-11,6.527247545558513e-08,3.261517235299083e-06,5.259219903131883e-09
2.3081419073427014e-05,0.12532524506625886,0.0,0.0,0.0,0.0,0.8818002004744186,0.000435862634835143,0.00023912392940715898,0.005154657122571759,0.00010568641622195732,0.11418412970370714,0.11363175478600923,9.630306400410793e-08,1.485688196948757e-06,0.0009729215361512459,6.452052723603543e-10,3.898419474276705e-09,1.568001135337138e-11,4.1128612691495e-11,6.573576412767033e-08,3.2918456890774087e-06,5.3081250503298106e-09
2.315061869664527e-05,0.12536208080562064,0.0,0.0,0.0,0.0,0.8814698855826324,0.00043582914705600777,0.00023925340535772268,0.005170149671644698,0.00010565792793787629,0.1145008382218371,0.11395225647410713,9.653440270598142e-08,1.4907369136218602e-06,0.0009786014240960393,6.489719632859072e-10,3.922866214971837e-09,1.577833970858501e-11,4.138579030988914e-11,6.620072841609487e-08,3.3223465506105723e-06,5.3573082097784e-09
2.3219818319863527e-05,0.12539888375985037,0.0,0.0,0.0,0.0,0.8811398781570424,0.00043579559375500957,0.00023938259882884286,0.005185636781882497,0.00010562950245483279,0.1148172294911156,0.11427246892003685,9.676530780917283e-08,1.4957855815410794e-06,0.0009842937805622988,6.527469228751605e-10,3.947378765154266e-09,1.5876932759155008e-11,4.1643653182416906e-11,6.66673674710971e-08,3.3530201334132627e-06,5.4067698870377575e-09
2.3289017943081784e-05,0.12543565399191184,0.0,0.0,0.0,0.0,0.8808101775611245,0.0004357619752152595,0.00023951151007180262,0.00520111845882707,0.00010560114015436841,0.11513330417167458,0.11459239272725173,9.69957804251463e-08,1.5008341653984685e-06,0.0009899985781821417,6.565301329787457e-10,3.971957231344159e-09,1.597579093351808e-11,4.1902202237794816e-11,6.713568144810703e-08,3.383866751826298e-06,5.456510588991456e-09
2.335821756630004e-05,0.12547239157446324,0.0,0.0,0.0,0.0,0.8804807831668561,0.0004357282917899328,0.00023964014065030125,0.00521659470793338,0.00010557284004961328,0.11544906291358556,0.11491202849101104,9.722582158566124e-08,1.5058826939202586e-06,0.0009957157897881239,6.603215755802102e-10,3.996601290373248e-09,1.60749129318476e-11,4.21614342140885e-11,6.760566937058656e-08,3.4148867166769113e-06,5.506530816866987e-09
2.3427417189518298e-05,0.1255090965688787,0.0,0.0,0.0,0.0,0.8801516943415784,0.00043569454375022993,0.0002397684906521791,0.005232065534724402,0.00010554460268713358,0.11576450637314034,0.11523137681108576,9.745543240346382e-08,1.5109311242003125e-06,0.0010014453881773363,6.641212326395905e-10,4.021311100350115e-09,1.6174299390075646e-11,4.24213505438016e-11,6.807733151208155e-08,3.4460803401358113e-06,5.556831074047359e-09
2.3496616812736554e-05,0.12554576904857856,0.0,0.0,0.0,0.0,0.8798229104626587,0.0004356607314553888,0.00023989656181156731,0.005247530944618004,0.00010551642689745797,0.11607963519467199,0.1155504382775792,9.768461389262053e-08,1.5159794938016688e-06,0.001007187346373866,6.679290862674489e-10,4.046086279341515e-09,1.6273948772015207e-11,4.2681947392024985e-11,6.855066673413219e-08,3.4774479302832164e-06,5.607411857331744e-09
2.356581643595481e-05,0.12558240907301738,0.0,0.0,0.0,0.0,0.8794944309010271,0.00043562685516211,0.0002400243540034794,0.005262990943121155,0.00010548831344365913,0.11639445003096573,0.11586921348684692,9.791336717003034e-08,1.5210277497648548e-06,0.0010129416373340712,6.717451185294445e-10,4.070927053523059e-09,1.6373861987372833e-11,4.294322685587904e-11,6.902567546962103e-08,3.508989797221993e-06,5.6582736667671145e-09
2.3635016059173068e-05,0.12561901671677145,0.0,0.0,0.0,0.0,0.8791662550396562,0.0004355929152388183,0.00024015186919027103,0.005278445535611738,0.00010546026091351093,0.11670895152033621,0.11618770302362659,9.814169322887589e-08,1.5260759413544587e-06,0.0010187082342765271,6.755693116651141e-10,4.095832962961209e-09,1.6474037186234102e-11,4.320518433973861e-11,6.95023563705293e-08,3.540706246198794e-06,5.7094169945851895e-09
2.3704215682391325e-05,0.12565559203692922,0.0,0.0,0.0,0.0,0.8788383822527083,0.00043555891192417274,0.0002402791069667899,0.005293894727584602,0.00010543227035678266,0.11702314031249683,0.11650590748120375,9.836959319408854e-08,1.5311240022052442e-06,0.001024487110309748,6.794016478410239e-10,4.120804324399739e-09,1.6574475642582614e-11,4.3467822824964294e-11,6.99807100850301e-08,3.572597585382606e-06,5.760842337712411e-09
2.3766495343287756e-05,0.12568848225039178,0.0,0.0,0.0,0.0,0.8785435553642041,0.0004355282550185227,0.00024039338544919468,0.00530779438736802,0.00010540713061458907,0.11730564339569387,0.11679204823258699,9.857433966266505e-08,1.5356671886081876e-06,0.0010296985752989085,6.828576980671454e-10,4.1433340963225395e-09,1.6665093669939743e-11,4.370477557835133e-11,7.041265782944135e-08,3.6014495731864625e-06,5.807366675035377e-09
2.3828775004184186e-05,0.12572134638667265,0.0,0.0,0.0,0.0,0.8782489730192162,0.00043549754726056604,0.0002405074409840683,0.005321689681024294,0.00010538204020520185,0.11758789417480398,0.11707795896708666,9.877874256455454e-08,1.5402102840284357e-06,0.00103491994536592,6.863203169756709e-10,4.165916596974685e-09,1.6755923779933256e-11,4.394227697394572e-11,7.084595942787642e-08,3.6304436893931143e-06,5.854120198360091e-09
2.3891054665080617e-05,0.12575418449373454,0.0,0.0,0.0,0.0,0.8779546347724378,0.0004354667888972502,0.00024062127439694492,0.005335580612455166,0.0001053569987261604,0.11786989311109444,0.11736364010668797,9.898280268855557e-08,1.5447532955932965e-06,0.0010401512012031843,6.897894917625097e-10,4.188551709215907e-09,1.6846965501405847e-11,4.418032579275087e-11,7.128061416800117e-08,3.6595801538678153e-06,5.901103262230187e-09
2.3953334325977048e-05,0.12578699661822645,0.0,0.0,0.0,0.0,0.8776605401756057,0.00043543598011838665,0.0002407348859933572,0.005349467185608216,0.00010533200630725099,0.11815164066936927,0.11764909207626655,9.91865208016572e-08,1.5492962044213334e-06,0.0010453923234716013,6.93265209602687e-10,4.211239416576715e-09,1.6938218768122218e-11,4.4418921789183836e-11,7.171662225503906e-08,3.6888591871988548e-06,5.948316222352454e-09
2.401561398687348e-05,0.12581978281041065,0.0,0.0,0.0,0.0,0.8773666887859504,0.0004354051211620017,0.00024084827664761944,0.00536334940437341,0.00010530706248957574,0.11843313730821642,0.1179343152953932,9.938989759939162e-08,1.5538390200598858e-06,0.0010506432929672461,6.967474577608659e-10,4.23397954834353e-09,1.7029682893449498e-11,4.4658063219400575e-11,7.215398312931716e-08,3.7182810076873764e-06,5.995759430749178e-09
2.407789364776991e-05,0.12585254311402672,0.0,0.0,0.0,0.0,0.8770730801581369,0.0004353742122184334,0.00024096144677070204,0.005377227272679163,0.00010528216728819476,0.11871438348930505,0.11821931018614812,9.959293387133507e-08,1.5583817297848343e-06,0.0010559040904586285,7.002362234834284e-10,4.256772132083301e-09,1.7121357988257612e-11,4.48977502781094e-11,7.259269679599712e-08,3.7478458344590787e-06,6.043433240767501e-09
2.414017330866634e-05,0.12588527758003004,0.0,0.0,0.0,0.0,0.8767797138523228,0.00043534325352360704,0.0002410743971526593,0.005391100794397642,0.00010525732032965726,0.11899537966828148,0.11850407716530656,9.97956303761476e-08,1.5629243395421695e-06,0.0010611746968578345,7.037314941119725e-10,4.279617052432275e-09,1.721324358853666e-11,4.513798176156086e-11,7.303276264174277e-08,3.777553884260713e-06,6.091338001922252e-09
2.420245296956277e-05,0.1259179862517842,0.0,0.0,0.0,0.0,0.8764865894265816,0.000435312245273199,0.00024118712823076262,0.005404969973432859,0.00010523252160044733,0.1192761263032679,0.11878861665168514,9.999798786427267e-08,1.5674668377734445e-06,0.0010664550930572308,7.072332569750216e-10,4.302514264747443e-09,1.730533951473311e-11,4.537875715149018e-11,7.34741805573924e-08,3.8074053745109967e-06,6.139474064810028e-09
2.4264732630459202e-05,0.12595066917956219,0.0,0.0,0.0,0.0,0.876193706443621,0.0004352811876976826,0.00024129964073860786,0.005418834813643188,0.00010520777078272551,0.11955662384732701,0.11907292905962882,1.0020000704458823e-07,1.5720092277167924e-06,0.0010717452600743258,7.107414994840846e-10,4.325463647617559e-09,1.7397645278512695e-11,4.562007518730332e-11,7.391694998450766e-08,3.837400520506242e-06,6.187841776606663e-09
2.4327012291355633e-05,0.1259833264069867,0.0,0.0,0.0,0.0,0.8759010644646913,0.00043525008099494397,0.0002414119351485483,0.005432695318911221,0.00010518306782368281,0.11983687275526268,0.11935701480491616,1.0040168868960898e-07,1.5765514999790816e-06,0.0010770451789185922,7.142562090453426e-10,4.348465191113839e-09,1.7490160839933428e-11,4.586193569789328e-11,7.436107074571861e-08,3.867539537955833e-06,6.236441485151343e-09
2.4389291952252063e-05,0.12601595798337417,0.0,0.0,0.0,0.0,0.875608663054948,0.0004352189253893206,0.000241524012158981,0.00544655149308244,0.00010515841243813461,0.12011687347763723,0.11964087429956091,1.0060303354306032e-07,1.5810936564535883e-06,0.001082354830708899,7.177773731375251e-10,4.371518797091113e-09,1.7582885804243024e-11,4.610433764651432e-11,7.480654233791376e-08,3.897822640745391e-06,6.285273535344782e-09
2.4451571613148494e-05,0.12604856395268996,0.0,0.0,0.0,0.0,0.8753165017787125,0.00043518772107990403,0.00024163587226654003,0.005460403340019189,0.00010513380454544796,0.12039662646605613,0.11992450795640612,1.0080404234097105e-07,1.5856356891151752e-06,0.0010876741965696291,7.213049792430189e-10,4.394624410779942e-09,1.7675819951156482e-11,4.6347280417955636e-11,7.525336455794569e-08,3.9282500429391274e-06,6.334338272374528e-09
2.4513851274044925e-05,0.12608114436335216,0.0,0.0,0.0,0.0,0.8750245802036355,0.0004351564682859656,0.0002417475161405856,0.0054742508635532445,0.00010510924388709062,0.12067613216852616,0.12020791618508743,1.0100471580012778e-07,1.590177598636345e-06,0.0010930032577218718,7.248390149083404e-10,4.417781934552287e-09,1.7768962887997415e-11,4.65907629847461e-11,7.570153693456009e-08,3.95882195700918e-06,6.383636038861717e-09
2.4576130934941356e-05,0.12611369925957844,0.0,0.0,0.0,0.0,0.8747328978970246,0.0004351251672070668,0.00024185894429333882,0.005488094067527533,0.00010508473036344798,0.12095539103355048,0.12049109939559458,1.0120505467560517e-07,1.594719378067691e-06,0.001098341995402693,7.283794676906031e-10,4.440991334531931e-09,1.7862314478505694e-11,4.6834784941655266e-11,7.615105921303043e-08,3.98953859539663e-06,6.433167177375866e-09
2.4638410595837787e-05,0.12614622868900782,0.0,0.0,0.0,0.0,0.8744414544290668,0.000435093818058177,0.00024197015737145508,0.005501932955759463,0.00010506026373609685,0.12123440350653261,0.12077405799514564,1.0140505969866911e-07,1.599261027262628e-06,0.0011036903909358168,7.319263252043883e-10,4.4642525223657235e-09,1.7955874367314926e-11,4.707934534749066e-11,7.660193094087682e-08,4.020400169142988e-06,6.482932028231197e-09
2.4700690256734217e-05,0.1261787326959916,0.0,0.0,0.0,0.0,0.8741502493699737,0.00043506242103876484,0.00024208115589791196,0.005515767532073322,0.00010503584389148302,0.12151317003296207,0.12105679239095583,1.0160473159494956e-07,1.6038025400382604e-06,0.0011090484256689461,7.3547957508018e-10,4.4875654390485686e-09,1.804964231710188e-11,4.732444354756262e-11,7.705415184229736e-08,4.051406889107792e-06,6.532930931447688e-09
2.4825249578527076e-05,0.1262436646278802,0.0,0.0,0.0,0.0,0.8735685527713618,0.00043499948422021415,0.0002423025116682058,0.005543423764150358,0.00010498714380194801,0.12206996701532094,0.12162159018857557,1.020030789013085e-07,1.6128851463362665e-06,0.001119793338538593,7.426052027133086e-10,4.5343461737133985e-09,1.8237801252288588e-11,4.781625024890306e-11,7.796263953306917e-08,4.113856604848462e-06,6.633632244914108e-09
2.4949808900319934e-05,0.12630849541932815,0.0,0.0,0.0,0.0,0.8729878046932853,0.00043493635838689614,0.00024252301632019633,0.005571062794138979,0.00010493862861205575,0.12262578551260328,0.12218549601707741,1.0240010240904393e-07,1.621967176491878e-06,0.001130576585887885,7.497562523597743e-10,4.581332947757095e-09,1.842678890790693e-11,4.8310198667055064e-11,7.88765192965952e-08,4.176889413211953e-06,6.735273811680435e-09
2.5074368222112792e-05,0.1263732254325238,0.0,0.0,0.0,0.0,0.8724080017473095,0.00043487304514667834,0.000242742674227421,0.005598684652306262,0.00010489029717309098,0.12318062903697603,0.12274851308651842,1.0279580783856663e-07,1.6310485951407239e-06,0.0011413980203826548,7.569326263129781e-10,4.628525304645959e-09,1.8616603447696992e-11,4.880628374854527e-11,7.979578818454654e-08,4.240506973800652e-06,6.837858307925113e-09
2.519892754390565e-05,0.12643785502254,0.0,0.0,0.0,0.0,0.8718291405742191,0.0004348095460953902,0.00024296149009998746,0.0056262893687356475,0.00010484214795064533,0.12373450107003942,0.12331064457906582,1.0319020096560185e-07,1.6401293856905162e-06,0.0011522574958114907,7.641342276109007e-10,4.6759225996658415e-09,1.8807242278547118e-11,4.9304498579119466e-11,8.07204430733806e-08,4.3047109299791275e-06,6.941388383648037e-09
2.5323486865698508e-05,0.12650238455184937,0.0,0.0,0.0,0.0,0.8712512178289646,0.000434745862818237,0.00024317946831952484,0.005653876973423663,0.00010479417973970695,0.12428740507906978,0.12387189366336442,1.0358328742021665e-07,1.6492095178096095e-06,0.001163154866528768,7.713609596667226e-10,4.7235243462222186e-09,1.8998703443284604e-11,4.980483781977584e-11,8.165048079494458e-08,4.369502917083533e-06,7.045866675897848e-09
2.5448046187491366e-05,0.12656681437243697,0.0,0.0,0.0,0.0,0.8706742301884683,0.0004346819968914754,0.00024339661354552672,0.0056814474962283016,0.00010474639102009205,0.12483934450833202,0.12443226348708884,1.0397507294159887e-07,1.6582889756334699e-06,0.0011740899877344699,7.786127264544104e-10,4.771329905206378e-09,1.9190984371350082e-11,5.0307294607388094e-11,8.258589811008221e-08,4.434884558116256e-06,7.1512958018400465e-09
2.5572605509284225e-05,0.12663114483365928,0.0,0.0,0.0,0.0,0.8700981743563853,0.0004346179498644648,0.0002436129298829245,0.005709000966846365,0.00010469878082305497,0.12539032277498544,0.12499175717240628,1.0436556303704886e-07,1.6673677192898934e-06,0.0011850627157046396,7.858894326615188e-10,4.8193388824082e-09,1.938408347713032e-11,5.0811864531511656e-11,8.352669180165465e-08,4.500857460797047e-06,7.257678353987575e-09
2.5697164831077083e-05,0.1266953762913616,0.0,0.0,0.0,0.0,0.8695230470492206,0.0004345537232764471,0.00024382842179944712,0.005736537414895527,0.00010465134778155133,0.12594034328252282,0.1255503778292317,1.0475476337314472e-07,1.6764457278899317e-06,0.0011960729072093307,7.931909833032319e-10,4.867550662747933e-09,1.9577998286722122e-11,5.1318540960266555e-11,8.44728586392137e-08,4.567423225515015e-06,7.3650169130407965e-09
2.582172415286994e-05,0.12675950909113487,0.0,0.0,0.0,0.0,0.8689488450032401,0.00043448931864395387,0.0002440430935061783,0.005764056869875036,0.00010460409077346676,0.12648940941424075,0.12610812854863435,1.0514267939100209e-07,1.6855229697571613e-06,0.0012071204198148586,8.005172839227587e-10,4.9159648147750814e-09,1.977272706471275e-11,5.1827319133870374e-11,8.542439534949309e-08,4.634583441266343e-06,7.473314041320364e-09
2.59462834746628e-05,0.12682354357613448,0.0,0.0,0.0,0.0,0.8683755649821855,0.0004344247374714698,0.0002442569496180825,0.005791559361110051,0.00010455700822089863,0.12703752452459938,0.12666501239546923,1.0552931675450084e-07,1.6945994355253049e-06,0.0012182051121472845,8.078682407661312e-10,4.964580615529588e-09,1.996826690333194e-11,5.2338191337178185e-11,8.638129849631491e-08,4.702339681496915e-06,7.582572276084033e-09
2.6070842796455657e-05,0.12688748009551873,0.0,0.0,0.0,0.0,0.867803203762619,0.00043435998125489786,0.00024446999428426346,0.005819044917845823,0.00010451009902232495,0.12758469195526348,0.12722103242235194,1.0591468080784114e-07,1.7036750949970143e-06,0.0012293268433527665,8.152437604242479e-10,5.013397635772224e-09,2.0164616076045968e-11,5.2851152849218704e-11,8.734356454846156e-08,4.770693512240118e-06,7.692794142623367e-09
2.6195402118248515e-05,0.12695131898838047,0.0,0.0,0.0,0.0,0.8672317581421365,0.00043429505148675,0.0002446822320304568,0.005846513569191336,0.00010446336165949394,0.12813091502575857,0.12777619166182383,1.0629877719618824e-07,1.7127499372825496e-06,0.0012404854733815399,8.226437500212918e-10,5.0624151683143786e-09,2.0361771738544917e-11,5.33661960895064e-11,8.83111899232457e-08,4.83964648754107e-06,7.80398214691276e-09
2.6319961440041374e-05,0.1270150605911511,0.0,0.0,0.0,0.0,0.8666612249437544,0.00043422994963176743,0.00024489366662576456,0.005873965344102029,0.00010441679538013549,0.12867619703006186,0.12833049312217631,1.0668161107872838e-07,1.721823916980908e-06,0.0012516808632231646,8.300681173706162e-10,5.111632940126302e-09,2.055973279251261e-11,5.38833179368443e-11,8.928417108749108e-08,4.909200146505518e-06,7.91613877081468e-09
2.6444520761834232e-05,0.12707870524528814,0.0,0.0,0.0,0.0,0.8660916010044792,0.00043416467713451617,0.00024510430213764943,0.005901400271450517,0.00010437039909737574,0.12922054124735907,0.12888393979837529,1.0706318796485944e-07,1.7308970044001622e-06,0.0012629128744218573,8.375167706534674e-10,5.161050396444509e-09,2.0758497006684385e-11,5.440251232919964e-11,9.026250464383017e-08,4.979356019975036e-06,8.029266482881793e-09
2.656908008362709e-05,0.12714225328563444,0.0,0.0,0.0,0.0,0.865522883179448,0.0004340992354316209,0.0002453141431235478,0.005928818379993625,0.00010432417118603273,0.1297639509375781,0.12943653466809787,1.074435132405481e-07,1.7399691967730568e-06,0.001274181369216451,8.44989618511719e-10,5.210666837367643e-09,2.095806156598685e-11,5.4923771824866467e-11,9.124618693057654e-08,5.0501156283428625e-06,8.143367734819682e-09
2.6693639405419948e-05,0.1272057050452944,0.0,0.0,0.0,0.0,0.8649550683424327,0.0004340336259568164,0.00024552319385940253,0.005956219698366734,0.00010427811030018372,0.13030642934165418,0.1299882806912288,1.0782259216013045e-07,1.74904047925581e-06,0.0012854862105811146,8.52486570074873e-10,5.260481712805985e-09,2.115842425783661e-11,5.5447090511280136e-11,9.223521406343164e-08,5.1214804812891184e-06,8.258444961052136e-09
