Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88)
1.5851008791790448e-06,0.11244220176654304,0.0,0.0,0.0,0.0,0.9981687379070493,0.0003447616492681928,6.772812440799099e-05,0.00013198410360240143,4.397156803823924e-05,0.0015249800859192194,0.0014712230057463865,1.1309447865119825e-09,6.099462379166028e-09,1.7319734931119298e-07,1.1485605219290366e-13,1.941512598507271e-13,7.809041604715877e-16,2.0735824488294945e-15,1.5816358974348677e-12,4.6359280805517104e-12,7.471250333856784e-15
1.6114686673280522e-06,0.11244992592200959,0.0,0.0,0.0,0.0,0.998097587853732,0.00034793236304638046,6.933167187158563e-05,0.00013611874930962914,4.5009400107872813e-05,0.001590858520170956,0.001535347437215319,1.1906375889014532e-09,6.501464548694335e-09,1.8809595379965144e-07,1.2473612295307576e-13,2.1609296972786318e-13,8.691568702049306e-16,2.307627363793595e-15,1.771832289952468e-12,5.274193961667966e-12,8.499971613459542e-15
1.6378364554770596e-06,0.11245781543263378,0.0,0.0,0.0,0.0,0.9980249392656512,0.0003510308562086047,7.093278511565256e-05,0.0001403060633544528,4.6044766746560586e-05,0.0016582467133027096,0.0016009572691460295,1.2521061873307226e-09,6.920835735103393e-09,2.0396057989619158e-07,1.35256817858572e-13,2.399994551902781e-13,9.653121907817193e-16,2.5625981365104416e-15,1.9803604585883183e-12,5.985747945068287e-12,9.646825838773164e-15
1.664204243626067e-06,0.11246586975999455,0.0,0.0,0.0,0.0,0.9979507974014558,0.0003540580263811022,7.25307988131578e-05,0.0001445454098070513,4.707720888809097e-05,0.0017271399002660676,0.0016680480329422616,1.3153485025619382e-09,7.357843252355119e-09,2.2083182511478027e-07,1.4644505959930943e-13,2.6599710304908616e-13,1.0698784682755006e-15,2.8398381300684885e-15,2.2085218623942213e-12,6.77728168932518e-12,1.0922600411454261e-14
1.6905720317750744e-06,0.1124740882933304,0.0,0.0,0.0,0.0,0.9978751681652599,0.0003570147837102749,7.41250673370315e-05,0.00014883614618003052,4.810628148050569e-05,0.0017975326473310654,0.0017366145985274418,1.380360987505575e-09,7.812740306299346e-09,2.387508373452956e-07,1.583281358591768e-13,2.9421662931325167e-13,1.1833814614333721e-15,3.140736483731411e-15,2.4576719950558392e-12,7.65592867082936e-12,1.2338795063963913e-14
1.7169398199240818e-06,0.11248247035186315,0.0,0.0,0.0,0.0,0.9977980580857143,0.00035990204998140454,7.571496490766419e-05,0.00015317762378059093,4.9131553598156955e-05,0.00186941887316952,0.001806651195196932,1.4471386652550318e-09,8.285765704942175e-09,2.577592786670187e-07,1.7093367531857693e-13,3.247930034506711e-13,1.3063640370315522e-15,3.466727383962026e-15,2.7292201847099756e-12,8.629280059592876e-12,1.3907647461389111e-14
1.7433076080730892e-06,0.11249101518713571,0.0,0.0,0.0,0.0,0.9977194742949366,0.0003627207577365923,7.729988570586032e-05,0.00015756918807703578,5.0152608528426065e-05,0.0019427918701035447,0.0018781514326225717,1.5156751705262451e-09,8.777143609439773e-09,2.7789928857623935e-07,1.842896232684086e-13,3.5786536137292266e-13,1.4393858198890969e-15,3.819289122737237e-15,3.024629259567346e-12,9.705400357870693e-12,1.564215842108392e-14
1.7696753962220966e-06,0.11249972198536223,0.0,0.0,0.0,0.0,0.9976394245073482,0.0003654718493938319,7.88792439520784e-05,0.0001620101790780561,5.116904383367739e-05,0.002017644325480457,0.0019511083219718552,1.585962792548941e-09,9.28708332542223e-09,2.992134467307865e-07,1.9842421690367094e-13,3.9357690742117936e-13,1.5830227986541444e-15,4.199942950922343e-15,3.3454150803866822e-12,1.0892842758507645e-11,1.7556116680638474e-14
1.796043184371104e-06,0.11250858986978352,0.0,0.0,0.0,0.0,0.9975579169984442,0.0003681562763690521,8.045247395285741e-05,0.0001664999317232505,5.218047138907678e-05,0.0020939683431361903,0.0020255142971049404,1.65799251831771e-09,9.815779134105984e-09,3.21744735312927e-07,2.1336596036398454e-13,4.320748055307869e-13,1.737866888037728e-15,4.610252017591629e-15,3.693145941414027e-12,1.2200664180920549e-11,1.9664123146384587e-14
1.8224109725201114e-06,0.11251761790302654,0.0,0.0,0.0,0.0,0.9974749605835386,0.0003707749982029008,8.201903011539121e-05,0.00017103777628336522,5.31865173969546e-05,0.0021717554649102844,0.0021013612358136867,1.731754078628397e-09,1.0363410162516008e-08,3.455365011103461e-07,2.2914359958713386e-13,4.735100603031206e-13,1.9045254504661326e-15,5.051820114706575e-15,4.069441842016155e-12,1.363843994385386e-11,2.198161455644732e-14
1.8487787606691188e-06,0.11252680508946239,0.0,0.0,0.0,0.0,0.9973905645965181,0.0003733289816939718,8.357838693127205e-05,0.00017562303876877055,5.4186822378439496e-05,0.0022509966921766184,0.002178640481067943,1.8072359955735682e-09,1.0930140292011473e-08,3.7063241741285694e-07,2.4578609704038253e-13,5.180373884623133e-13,2.083620779080629e-15,5.526290161998603e-15,4.475973631850513e-12,1.5216278035467285e-11,2.4524886494711085e-14
1.9015143369671338e-06,0.11254565266220148,0.0,0.0,0.0,0.0,0.9972174937075694,0.00037824663201150606,8.667350053151032e-05,0.00018493310276721133,5.616884268633914e-05,0.0024138028952320686,0.002337458716083964,1.9633092275929747e-09,1.2121476884978519e-08,4.2491279795372685e-07,2.81782447124027e-13,6.170048514365005e-13,2.4816821782317846e-15,6.5806951058223275e-15,5.386676282034188e-12,1.8835317817972235e-11,3.0358379661480964e-14
1.954249913265149e-06,0.11256512354710914,0.0,0.0,0.0,0.0,0.9970387885708112,0.00038291707451259724,8.97340098825539e-05,0.00019442466249781096,5.812394116069075e-05,0.0025823049694595336,0.0025018898537029826,2.126098041252149e-09,1.3390793859147643e-08,4.849403432592402e-07,3.21590079331564e-13,7.302837154672987e-13,2.9373061028740896e-15,7.787336794197593e-15,6.439597540444888e-12,2.3149813184033283e-11,3.731297056557679e-14
2.0069854895631636e-06,0.11258520792085519,0.0,0.0,0.0,0.0,0.9968545403757763,0.00038734821866792814,9.27564257198693e-05,0.00020409221557325864,6.00497517333454e-05,0.002756413652992274,0.0026718475375205244,2.2954720535857522e-09,1.473885246632476e-08,5.510723078487382e-07,3.65445911492566e-13,8.592302170294364e-13,3.4559475332935346e-15,9.160609465341519e-15,7.649820356337957e-12,2.8261150025258544e-11,4.5552112980902943e-14
2.0597210658611784e-06,0.1126058952500546,0.0,0.0,0.0,0.0,0.9966648466020576,0.00039154801050743956,9.573756907011634e-05,0.00021393023216178115,6.194412961133648e-05,0.002936033077707682,0.0028472388659407607,2.471286284871674e-09,1.6166173427014547e-08,6.236675355494581e-07,4.1358791549000595e-13,1.0052448188461945e-12,4.04323933426523e-15,1.0715373242011383e-14,9.033119561578135e-12,3.4280435525702324e-11,5.5254935339892326e-14
2.1124566421591932e-06,0.11262717436453029,0.0,0.0,0.0,0.0,0.9964698103730848,0.0003955244079463668,9.867456446021731e-05,0.00022393316865034624,6.380514637335941e-05,0.0031210614289096704,0.0030279650417500753,2.653382772891804e-09,1.7673042026518956e-08,7.030852876965715e-07,4.662543401636732e-13,1.169766326453849e-12,4.7049685910244115e-15,1.2466891603940471e-14,1.0605908454449341e-11,4.1328822318942445e-11,6.661676359731583e-14
2.165192218457208e-06,0.11264903352572703,0.0,0.0,0.0,0.0,0.9962695398268449,0.00039928535726331126,0.00010156483190000727,0.00023409548109008777,6.563108415731313e-05,0.0033113915887899503,0.003213922005494212,2.8415921775752405e-09,1.9259514860614577e-08,7.896841074469979e-07,5.236829581623385e-13,1.3542657778141971e-12,5.447052032396919e-15,1.4430766391787976e-14,1.2385180548519866e-11,4.953779020208499e-11,7.984957566120971e-14
2.217927794755223e-06,0.11267146049548159,0.0,0.0,0.0,0.0,0.9960641475058446,0.000402838770826532,0.00010440607779369125,0.0002444116383110434,6.742042904438536e-05,0.003506911761215674,0.003405001050302246,3.0357353549705662e-09,2.092542817735263e-08,8.838207274682185e-07,5.861103415600758e-13,1.5602401034918683e-12,6.275510531113576e-15,1.6622870509022205e-14,1.4388447140314127e-11,5.904938349431008e-11,9.51823843064733e-14
2.2706633710532376e-06,0.11269444260124983,0.0,0.0,0.0,0.0,0.9958537497684682,0.00040619250616370024,0.00010719628487893802,0.0002548761346133294,6.917186372098622e-05,0.0037075060755810694,0.003601089415962988,3.235624889548085e-09,2.267040754675386e-08,9.858490276160354e-07,6.537711706229517e-13,1.7892057067106877e-12,7.196443281857627e-15,1.9059279751796112e-14,1.6633671287390702e-11,7.001640182886998e-11,1.1286154500281952e-13
2.3233989473512524e-06,0.11271796679860734,0.0,0.0,0.0,0.0,0.9956384662237836,0.0004093543464501595,0.00010993370132762468,0.0002654835019418531,7.088425952388808e-05,0.003913055167543663,0.0038020708601467688,3.4410665731127756e-09,2.449387859386299e-08,1.0961190485817552e-06,7.268975796922186e-13,2.042691999028581e-12,8.216001800809654e-15,2.1756204238988193e-14,1.9139199076298944e-11,8.260254292946535e-11,1.3315098631879038e-13
2.3761345236492672e-06,0.1127420197314007,0.0,0.0,0.0,0.0,0.9954184191914957,0.00041233198246070247,0.00011261682918255828,0.0002762283214572775,7.255666799278374e-05,0.004123436734782765,0.004007826204988594,3.6518608190462175e-09,2.639507865623881e-08,1.2149760664311652e-06,8.05718543448391e-13,2.3222349849861213e-12,9.340364122165535e-15,2.4729920394447114e-14,2.1923689218308422e-11,9.698249707798147e-11,1.5633236242682986e-13
2.428870099947282e-06,0.11276658778891979,0.0,0.0,0.0,0.0,0.995193733188286,0.0004151329960069416,0.00011524441229353355,0.00028710523443402635,7.418831204958878e-05,0.0043385260664050565,0.004218233857721343,3.86780400442334e-09,2.8373069186846992e-08,1.3427597317810152e-06,8.904593060402911e-13,2.629370981228313e-12,1.0575709535527044e-14,2.7996704372292277e-14,2.5006041929858712e-11,1.1334199377317203e-10,1.8270512851266498e-13
2.481605676245297e-06,0.11279165716003954,0.0,0.0,0.0,0.0,0.9949645344413733,0.000417764844868807,0.00011781542388382214,0.0002981089524361721,7.577857690517702e-05,0.004558196545039486,0.004433170304446039,4.088689733739075e-09,3.042674867899492e-08,1.4798032762844432e-06,9.813408548507404e-13,2.965630499445234e-12,1.1928193982195275e-14,3.157276727089674e-14,2.840532784321567e-11,1.318778014072816e-10,2.125865404212072e-13
2.5343412525433117e-06,0.1128172138842618,0.0,0.0,0.0,0.0,0.9947309504299001,0.00042023484921719707,0.00012032905386208603,0.0003092342667358264,7.73270007803648e-05,0.0047823201209311345,0.004652510576383822,4.314310019279977e-09,3.255486593972788e-08,1.6264327881754006e-06,1.0785794400595344e-12,3.3325323669995167e-12,1.3403926407472811e-14,3.547419289742354e-14,3.214071761365537e-11,1.527976810636168e-10,2.463115803158594e-13
2.5870768288413265e-06,0.11284324389964571,0.0,0.0,0.0,0.0,0.9944931094545171,0.0004225501795111087,0.00012278469599313316,0.00032047605694786297,7.88332655247425e-05,0.005010767757557066,0.004876128688162397,4.5444563748938036e-09,3.475603357281108e-08,1.7829665578390757e-06,1.1823861406450249e-12,3.731578151344264e-12,1.5008946334855997e-14,3.971687876499555e-14,3.62314129639066e-11,1.763202960142084e-10,2.8423281089590464e-13
2.6398124051393413e-06,0.11286973308763004,0.0,0.0,0.0,0.0,0.9942511402353197,0.0004247178458386002,0.0001251819350370532,0.0003318292988642729,8.029718721526421e-05,0.005243409848534912,0.005103898047930111,4.778920821288426e-09,3.702874151956978e-08,1.949714493638499e-06,1.292966476977018e-12,4.1642469082570825e-12,1.6749202742662572e-14,4.4316480554039295e-14,4.069657987793378e-11,2.0267507900643172e-10,3.2672016153920976e-13
2.692547981437356e-06,0.1128966673147463,0.0,0.0,0.0,0.0,0.9940051715380144,0.000426744688659654,0.000127520533954933,0.0003432890714822588,8.171870680871073e-05,0.005480116605862897,0.005335691839350099,5.017496802225857e-09,3.937137051025355e-08,2.126977607482636e-06,1.4105200696597048e-12,4.631990286805307e-12,1.8630534375482957e-14,4.9288360383847356e-14,4.5555284496055264e-11,2.3210205978571977e-10,3.7416065031526756e-13
2.745283557735371e-06,0.11292403247124386,0.0,0.0,0.0,0.0,0.9937553318279928,0.00042863737090070804,0.00012980042126565686,0.00035485056323029946,8.309788091110313e-05,0.00572075841976302,0.005571383375752237,5.259980012079585e-09,4.178220530893604e-08,2.31504756893768e-06,1.5352403438300146e-12,5.1362280335472806e-12,2.0658651661417195e-14,5.464753932575397e-14,5.082643215990086e-11,2.648516555379214e-10,4.269580461948633e-13
2.7980191340333857e-06,0.11295181450668064,0.0,0.0,0.0,0.0,0.9935017489518054,0.0004304023713438947,0.00013202167862687625,0.00036650907740443247,8.44348727183301e-05,0.005965206190577933,0.005810846426893141,5.5061691361562e-09,4.425944765475825e-08,2.514206326134504e-06,1.6673142777528471e-12,5.678343911079873e-12,2.283912029587301e-14,6.040865432022503e-14,5.6528710025538816e-11,3.011844271291384e-10,4.855324760963226e-13
2.8507547103314005e-06,0.11297999946255541,0.0,0.0,0.0,0.0,0.9932445498454021,0.0004320459792480635,0.00013418452870435837,0.00037826003683334627,8.57299431759996e-05,0.006213331633319516,0.0060539555189164755,5.755866506004879e-09,4.6801228808571534e-08,2.724725791284449e-06,1.8069221942623281e-12,6.259682035243106e-12,2.517734650926342e-14,6.658591954911967e-14,6.26805335990215e-11,3.4137080418721243e-10,5.503199816767416e-13
2.9034902866294153e-06,0.11300857350207123,0.0,0.0,0.0,0.0,0.992983860268373,0.0004335742901337412,0.00013628932338557068,0.00039009898779644167,8.698344240029495e-05,0.006465007555604088,0.006300586208238237,6.008878672643438e-09,4.940562162519723e-08,2.94686758822432e-06,1.9542375933387414e-12,6.8815436423730085e-12,2.767856406442086e-14,7.319309237531599e-14,6.929999745046707e-11,3.856907821952694e-10,6.21772030980217e-13
2.95622586292743e-06,0.11303752293712276,0.0,0.0,0.0,0.0,0.9927198045633036,0.0004349932026607499,0.00013833653238433193,0.00040202160322404316,8.819580139454505e-05,0.006720108109834453,0.006550615330202714,6.265016901194135e-09,5.207065208875498e-08,3.1808828590663643e-06,2.1094270238819116e-12,7.545184291080626e-12,3.03478230017391e-14,8.024344389014962e-14,7.640483028652937e-11,4.344335948424493e-10,7.003549901757619e-13
3.008961439225445e-06,0.11306683425261146,0.0,0.0,0.0,0.0,0.9924525054392713,0.0004363084165251293,0.0001403267322742248,0.00041402368521308583,8.936752408926995e-05,0.006978509020591028,0.006803921223453277,6.524097590858531e-09,5.4794310262840074e-08,3.4270121267595147e-06,2.272649992563097e-12,8.251811490414291e-12,3.3189980099290886e-14,8.77497339834308e-14,8.401235450303535e-11,4.878973648931326e-10,7.865495606439312e-13
3.0616970155234597e-06,0.11309649412820282,0.0,0.0,0.0,0.0,0.9921820837784356,0.0004375254313009917,0.00014226059598028036,0.0004261011668947083,9.049917972739093e-05,0.007240087788270222,0.007060383931035021,6.785942624493902e-09,5.757456061772581e-08,3.6854852101795676e-06,2.444058907512378e-12,9.002582743553448e-12,3.620969100427415e-14,9.572419082032744e-14,9.213945027609906e-11,5.463887368037227e-10,8.808501866192823e-13
3.1144325918214745e-06,0.1131264894576466,0.0,0.0,0.0,0.0,0.9919086584646262,0.0004386495461526908,0.00014413888275140513,0.0004382501136923883,9.159139561099895e-05,0.007504723870064498,0.007319885379300365,7.050379652295228e-09,6.040935170687422e-08,3.956521188238042e-06,2.623799054513668e-12,9.798603995707325e-12,3.941140399022925e-14,1.0417849460078153e-13,1.0080252418793542e-10,6.102224942539758e-10,9.83764438495805e-13
3.1671681681194893e-06,0.11315680736578725,0.0,0.0,0.0,0.0,0.9916323462327993,0.0004396858603432209,0.00014596242862965507,0.0004504667240107891,9.264485022121967e-05,0.007772298839421111,0.007582309535729633,7.31724231424035e-09,6.329662517535001e-08,4.2403284094166664e-06,2.812008603324571e-12,1.0640928470084825e-11,4.279935527513546e-14,1.131237654278088e-13,1.1001748233351455e-10,6.797211656735402e-10,1.095812376763356e-12
3.219903744417504e-06,0.11318743522338812,0.0,0.0,0.0,0.0,0.9913532615382011,0.0004406392744660183,0.0001477321374264802,0.00046274732939645044,9.366026671818508e-05,0.008042696525146486,0.007847542546807251,7.586370406027663e-09,6.623432409186294e-08,4.537104543095241e-06,3.0088186417123217e-12,1.153055587149263e-11,4.6377565818162074e-14,1.225705550672657e-13,1.1979970781103765e-10,7.552146207290633e-10,1.2175259013573184e-12
3.272639320715519e-06,0.11321836065990044,0.0,0.0,0.0,0.0,0.9910715164440719,0.0004415144923292227,0.00014944897221060824,0.0004750883942118659,9.463840682402946e-05,0.00831580313133923,0.008115472857109497,7.85760999323743e-09,6.922040060393758e-08,4.847036669046335e-06,3.2143532348008064e-12,1.2468431935703454e-11,5.014983950715766e-14,1.3252884236617205e-13,1.3016404245853326e-10,8.370396605942599e-10,1.3494480909732304e-12
3.3253748970135337e-06,0.11324957157430227,0.0,0.0,0.0,0.0,0.9907872205267191,0.0004423160234238298,0.0001511139473074897,0.0004874865148643592,9.558006508825769e-05,0.008591507339337523,0.008385991310761905,8.130813478393584e-09,7.225282292257495e-08,5.170301401516101e-06,3.4287295073540733e-12,1.3455448301674392e-11,5.411976264468978e-14,1.4300803208500958e-13,1.4112477266419115e-10,9.255396046634027e-10,1.4921325366370607e-12
3.3781104733115485e-06,0.11328105614413735,0.0,0.0,0.0,0.0,0.9905004807968064,0.00044304818590991396,0.00015272812080616334,0.0004999384186306006,9.648606353178098e-05,0.00886970039285862,0.008658991236416485,8.405839625500244e-09,7.532958164869485e-08,5.507065044387811e-06,3.652057746672978e-12,1.4492442682127308e-11,5.829070463414073e-14,1.5401695688339196e-13,1.526956190514618e-10,1.0210638761949678e-09,1.6461426735417113e-12
3.4308460496095634e-06,0.1133128028328782,0.0,0.0,0.0,0.0,0.9902114016357147,0.0004437151100581483,0.00015429258756589673,0.0005124409621166698,9.735724666329643e-05,0.009150276167491936,0.008934368516882894,8.682553546484163e-09,7.844869545859642e-08,5.857483774027139e-06,3.8844415238496055e-12,1.5580199307055322e-11,6.266581976355199e-14,1.6556388218890192e-13,1.648897298190738e-10,1.1239675891893316e-09,1.8120511148655326e-12
3.483581625907578e-06,0.1133448003957364,0.0,0.0,0.0,0.0,0.9899200847458645,0.0004443207420871409,0.0001558084727119396,0.0005249911293923587,9.819447685943807e-05,0.009433131225683697,0.009212021644524513,8.960826653797563e-09,8.160821616979537e-08,6.221703846531581e-06,4.125977831205804e-12,1.6719449614637727e-11,6.7248049984582e-14,1.7765651367801076e-13,1.7771967749937844e-10,1.2346111386143218e-09,1.9904389909821206e-12
3.536317202205593e-06,0.11337703788403898,0.0,0.0,0.0,0.0,0.989626629113917,0.0004448688483405634,0.00015727692560718926,0.0005375860298369422,9.899863009824173e-05,0.009718164858321027,0.009491851763501204,9.24053658323348e-09,8.480623321202272e-08,6.59986182624766e-06,4.376757233835967e-12,1.7910873164142773e-11,7.204012858433158e-14,1.903020070991753e-13,1.9119745888635023e-10,1.3533597958982677e-09,2.1818952971575735e-12
3.5890527785036078e-06,0.11340950464828561,0.0,0.0,0.0,0.0,0.9893311309858072,0.0004453630197516065,0.00015869911428449663,0.0005502228957319861,9.977059203393806e-05,0.01000527911398783,0.009773762699905741,9.521567090785094e-09,8.804087753085681e-08,6.99208483257547e-06,4.636864033277494e-12,1.9155098745672842e-11,7.704458464889872e-14,2.0350698017136527e-13,2.0533449787740964e-10,1.4805833114154778e-09,2.3870162525174316e-12
3.6417883548016226e-06,0.11344219033999872,0.0,0.0,0.0,0.0,0.9890336838526047,0.0004458066765458964,0.00016007622032269747,0.000562899079634953,0.00010051125439988775,0.010294378816924856,0.010057660980801927,9.803807927146516e-09,9.131032495339785e-08,7.3984908022457665e-06,4.906376441442261e-12,2.045270566219737e-11,8.226374821989972e-14,2.172775262977212e-13,2.201416509701657e-10,1.6166555254965717e-09,2.6064046727550376e-12
3.6945239310996374e-06,0.11347508491247145,0.0,0.0,0.0,0.0,0.9887343784462409,0.0004462030731376095,0.00016140943414818534,0.0005756120515654474,0.00010122151172555895,0.010585371574683342,0.010343455843130662,1.0087154693211136e-08,9.461279904675992e-08,7.819188764427198e-06,5.185366763056759e-12,2.180422516022103e-11,8.769975604882389e-14,2.316192298436648e-13,2.356292151553991e-10,1.7619539893078824e-09,2.84066935874961e-12
3.747259507397652e-06,0.11350817862051525,0.0,0.0,0.0,0.0,0.9884333027441845,0.0004465553031770767,0.00016269995074290168,0.0005883593960339686,0.0001019022583527805,0.010878167776416163,0.010631059233405864,1.0371508679677305e-08,9.794657350104021e-08,8.254279126196946e-06,5.473901584975009e-12,2.321014198650231e-11,9.335455785838084e-14,2.465371827401742e-13,2.5180693795087644e-10,1.91685959676187e-09,3.0904245029683254e-12
3.799995083695667e-06,0.11354146201930299,0.0,0.0,0.0,0.0,0.9881305419821964,0.0004468663047116631,0.0001639489657389765,0.0006011388089410259,0.00010255438573605973,0.01117268058270341,0.010920385799076445,1.0656776693625727e-08,1.0130997406886237e-07,8.7038539660856e-06,5.772041970846181e-12,2.4670896049337948e-11,9.9229923024428e-14,2.6203600218477067e-13,2.6868402932647445e-10,2.081756228445581e-09,3.3562891152446385e-12
3.852730659993682e-06,0.11357492596239813,0.0,0.0,0.0,0.0,0.9878261786743424,0.000447138865425091,0.0001651576718798722,0.000613948094372446,0.00010317878001151379,0.011468825907761122,0.011211352872383609,1.0942870874690461e-08,1.0470138009361418e-07,9.167997333583912e-06,6.0798436597360444e-12,2.6186884164196124e-11,1.0532744759716058e-13,2.7811984922626997e-13,2.862691752790884e-10,2.2570304083877038e-09,3.63888646925661e-12
3.905466236291697e-06,0.11360856159905652,0.0,0.0,0.0,0.0,0.9875202926394905,0.00044737562792363715,0.00016632725582773567,0.0006267851613147018,0.00010377631981889468,0.011766522394833277,0.011503880447495497,1.122970850320834e-08,1.0811922565815937e-07,9.646785552673727e-06,6.39735726741724e-12,2.77584618648599e-11,1.1164856158579404e-13,2.9479244803399883e-13,3.045705528255789e-10,2.4430709743278527e-09,3.938843570775893e-12
3.958201812589712e-06,0.11364236037087978,0.0,0.0,0.0,0.0,0.9872129610335625,0.00044757909504075926,0.00016745889529671198,0.000639648020312119,0.00010434787436126997,0.012065691385518664,0.011797891151653962,1.151721180250314e-08,1.1156200038520094e-07,1.014028752761545e-05,6.7246284891561066e-12,2.938594526262237e-11,1.1819453643651767e-13,3.120571056668568e-13,3.235958461932377e-10,2.640268762004933e-09,4.256790648521335e-12
4.010937388887727e-06,0.11367631400789677,0.0,0.0,0.0,0.0,0.9869042583868654,0.0004477516351346727,0.00016855375649219302,0.0006525347800859063,0.00010489430168712608,0.01236625688373634,0.012093310211021613,1.1805307737241019e-08,1.1502824991962755e-07,1.0648565049389632e-05,7.0616983029334255e-12,3.106961293749506e-11,1.2496649263921003e-13,3.299167321726929e-13,3.433522639995998e-10,2.8490163038453147e-09,4.59336066823161e-12
4.0636729651857414e-06,0.11371041452414238,0.0,0.0,0.0,0.0,0.9865942566458681,0.0004478954873562101,0.00016961299183632875,0.0006654436441331001,0.00010541644717997112,0.01266814551498617,0.012390065411871405,1.2093927809585176e-08,1.1851657612216245e-07,1.1171673101348752e-05,7.408603172141473e-12,3.280970784677068e-11,1.319654074039567e-13,3.4837386086314105e-13,3.6384655722644724e-10,3.0697075423061055e-09,4.949188870368972e-12
4.116408541483756e-06,0.11374465421279979,0.0,0.0,0.0,0.0,0.9862830252188317,0.0004480127668669311,0.0001706377379606061,0.000678372907321745,0.00010591514224091263,0.012971286481515012,0.012688087057716338,1.2383007854680088e-08,1.2202563700243076e-07,1.1709660162787203e-05,7.765375246900588e-12,3.4606439237713326e-11,1.391921223541692e-13,3.6743066862422045e-13,3.8508503780637987e-10,3.3027375580142665e-09,5.324912331681461e-12
4.169144117781771e-06,0.1137790256409655,0.0,0.0,0.0,0.0,0.9859706310247536,0.0004481054699899236,0.0001716291139468716,0.0006913209524969421,0.00010639120315015129,0.013275611513954608,0.01298730792293336,1.2672487836811249e-08,1.2555414641827537e-07,1.226256850928152e-05,8.132042563233983e-12,3.645998455245552e-11,1.4664735118835864e-13,3.8708899613691316e-13,4.0707359765406406e-10,3.548502312738362e-09,5.7211695506832695e-12
4.221879694079786e-06,0.11381352164409425,0.0,0.0,0.0,0.0,0.98565713854512,0.00044817547927803207,0.00017258821979882066,0.000704286247110796,0.00010684543009385579,0.013581054819954148,0.013287663203393849,1.2962311647412994e-08,1.2910087356676213e-07,1.2830434508788993e-05,8.508629239429702e-12,3.8370491314566594e-11,1.5433168726818932e-13,4.073503678965378e-13,4.2981772798817184e-10,3.807398407136502e-09,6.138600056962543e-12
4.274615270377801e-06,0.11384813532017403,0.0,0.0,0.0,0.0,0.9853426098780025,0.0004482245684863798,0.00017351613512668086,0.0007172673398877817,0.00010727860634344576,0.013887553030289372,0.01358909046457279,1.3252426905937629e-08,1.3266464229089205e-07,1.3413288912620646e-05,8.895155669003534e-12,4.033807898794353e-11,1.6224561109520908e-13,4.282160119323892e-13,4.53322538803752e-10,4.079822853140828e-09,6.577844044091735e-12
4.3273508466758155e-06,0.11388286002367957,0.0,0.0,0.0,0.0,0.985027104794078,0.00044825440743801614,0.00017441391802856492,0.000730262857535649,0.00010769149757490344,0.01419504514289064,0.013891529587570527,1.3542784764451167e-08,1.3624433022455835e-07,1.4011157140523938e-05,9.291638709755759e-12,4.2362840799917684e-11,1.7038949764365088e-13,4.496868791422222e-13,4.775927783682072e-10,4.366172860765688e-09,7.039542025797509e-12
4.38008642297383e-06,0.11391768935934694,0.0,0.0,0.0,0.0,0.984710680794179,0.00044826656677331964,0.0001752826041527454,0.000743271501510654,0.00010808485131634735,0.014503472465194909,0.01419492271344431,1.3833339716685693e-08,1.398388677968246e-07,1.4624059559221766e-05,9.698091868488378e-12,4.444484552156245e-11,1.7876362352109026e-13,4.717636621677514e-13,5.026328526270573e-10,4.666845639062486e-09,7.524334514943698e-12
4.432821999271845e-06,0.11395261717580857,0.0,0.0,0.0,0.0,0.9843933931680252,0.0004482625225754398,0.00017612320592589852,0.0007562920448446979,0.00010845939651272395,0.014812778555191192,0.014499214186212504,1.4124049412155284e-08,1.4344723711512503e-07,1.5252011753857008e-05,1.0114525481017615e-11,4.658413919929104e-11,1.8736817393318502e-13,4.944468137489752e-13,5.284468444182618e-10,4.9822382108892e-09,8.032861724792186e-12
4.538293151867875e-06,0.1140227448259987,0.0,0.0,0.0,0.0,0.9837564374997387,0.0004482112816229107,0.0001777240868204861,0.0007823642612260158,0.00010915488249912532,0.015433812161089553,0.01511028021292612,1.4705778318107836e-08,1.5070165064588946e-07,1.6553105459823175e-05,1.0977360587827417e-11,5.103467402529357e-11,2.0526887255649408e-13,5.416329404699016e-13,5.82411409339554e-10,5.658768912384868e-09,9.123678075889362e-12
4.633217189204301e-06,0.11408613956878305,0.0,0.0,0.0,0.0,0.9831807353081624,0.0004481227766242716,0.00017907849346548066,0.0008058590002280906,0.00010972341741810814,0.015995225513830424,0.01566279668389856,1.5229497040622562e-08,1.5726872951238638e-07,1.7775627631393938e-05,1.1788090170320042e-11,5.5236138550612944e-11,2.2216777425369318e-13,5.861744825278607e-13,6.336613217136832e-10,6.321961576164906e-09,1.0192992695749616e-11
4.728141226540728e-06,0.11414976818347021,0.0,0.0,0.0,0.0,0.9826030001132802,0.00044800086693533704,0.00018035653916441397,0.000829376162763964,0.00011024147482550533,0.016558704764716232,0.016217452739312105,1.5753184303787266e-08,1.638670179640258e-07,1.9046961944122936e-05,1.2631190160577396e-11,5.962306801353147e-11,2.3981264297581254e-13,6.32678548970171e-13,6.874694163416208e-10,7.038995569680361e-09,1.1349123633428687e-11
