Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42)
9.999999999999997e-06,0.1177542727862613,0.0,0.0,0.0,0.0,0.9506511188552427,0.00044077172360037115,0.00020826600864201655,0.002120883261594117,0.0001126236289418886,0.047698319184368905,0.04700807307746038,4.332099503718723e-08,5.37850214102404e-07,0.0001604599654636796,1.064109702065025e-10,5.760314228120891e-10,2.3168822828647297e-12,6.0980079304218375e-12,7.894312477814119e-09,1.9398606389031913e-07,3.1279400101697456e-10,1.6744481564627374e-13
1.0118008858556751e-05,0.1177542727862613,0.0,0.0,0.0,0.0,0.9499635348246811,0.0004407272626054838,0.00020861997095883848,0.002149270832171938,0.00011254439495970214,0.048366736519001405,0.047671781024538895,4.389537164071425e-08,5.462613871179366e-07,0.00016507373894920194,1.0947065230287243e-10,5.934215192910413e-10,2.3868277853194047e-12,6.281888788894397e-12,8.15456365899329e-09,2.0275878417626237e-07,3.269398510237994e-10,1.7501733094848415e-13
1.0270882319512228e-05,0.11785260505043156,0.0,0.0,0.0,0.0,0.9490749046777488,0.0004406718725806589,0.0002090750342342455,0.0021860138758224676,0.00011244186546854926,0.04923046848768478,0.048529599600782,4.463650471604193e-08,5.571628960034765e-07,0.0001711367563825994,1.1349141885526075e-10,6.163165361732201e-10,2.4789148799500984e-12,6.52396601811951e-12,8.498434932379844e-09,2.1449949097577933e-07,3.4587153452414324e-10,1.8515178305778653e-13
1.0423755780467705e-05,0.11795068619128507,0.0,0.0,0.0,0.0,0.9481886279815194,0.00044061866130001815,0.00020952637938079612,0.002222721807530643,0.00011233955888393201,0.050091769658954385,0.04938519758795972,4.5374324457769835e-08,5.680705225474709e-07,0.00017729642498288988,1.1757628090172876e-10,6.396251214769695e-10,2.572665407081149e-12,6.770402245228111e-12,8.849926726591765e-09,2.2667099257160378e-07,3.6549787817960475e-10,1.9565809668399028e-13
1.0576629241423181e-05,0.11804851741635268,0.0,0.0,0.0,0.0,0.9473046931517553,0.00044056732169932717,0.00020997419880060573,0.002259394925384025,0.00011223756189518998,0.05095065203985041,0.05023858566872777,4.610883407396758e-08,5.789843465125124e-07,0.0001835521205343013,1.2172482448524515e-10,6.633463131641536e-10,2.6680754972561004e-12,7.021186783155457e-12,9.20906313904009e-09,2.3927996307646657e-07,3.858296442412403e-10,2.0654203298189535e-13
1.0729502702378658e-05,0.11814609999217643,0.0,0.0,0.0,0.0,0.9464230881015572,0.000440517576627405,0.00021041865983579012,0.0022960335098619793,0.00011213594653058569,0.05180712815018515,0.05108977505976874,4.684003833536677e-08,5.8990442281461e-07,0.0001899032277387123,1.2593664156264458e-10,6.87479132756928e-10,2.7651412148943914e-12,7.276308785821467e-12,9.575867634346096e-09,2.523330273979113e-07,4.0687751561521e-10,2.1780931063195952e-13
1.0882376163334134e-05,0.11824343523242886,0.0,0.0,0.0,0.0,0.9455438003456577,0.0004404691764930608,0.000210859908165998,0.002332637824902309,0.00011203477226039668,0.052661210915916745,0.05193877740444188,4.756794389983802e-08,6.008307839742498e-07,0.00019634913979443852,1.3021132972529313e-10,7.120226065718592e-10,2.8638586436977944e-12,7.535757454511825e-12,9.950363021614039e-09,2.6583676142837797e-07,4.286520961691293e-10,2.2946560600447243e-13
1.1035249624289611e-05,0.11834052448774615,0.0,0.0,0.0,0.0,0.9446668170891521,0.00044042189701458477,0.00021129807076640427,0.002369208118974994,0.00011193408781704986,0.05351291357843313,0.05278560468132729,4.8292557656502735e-08,6.117634428659578e-07,0.0002028892580088141,1.3454849194216893e-10,7.369757440846974e-10,2.964223799634957e-12,7.799521786258021e-12,1.0332571475169631e-08,2.7979769224214686e-07,4.511639110497549e-10,2.415165533294894e-13
1.1188123085245088e-05,0.11843736913713618,0.0,0.0,0.0,0.0,0.9437921253028146,0.0004403755370804198,0.00021173325848201037,0.002405744626144078,0.00011183393276812288,0.05436224961755127,0.05363026912648964,4.901388767386284e-08,6.227023942296861e-07,0.00020952299144363465,1.3894773632472982e-10,7.623375320406173e-10,3.0662326072477127e-12,8.067590557846354e-12,1.0722514543312095e-08,2.942222982791134e-07,4.744234069794631e-10,2.5396774485541984e-13
1.1340996546200564e-05,0.11853397058067107,0.0,0.0,0.0,0.0,0.9429197117868834,0.00044032991673246445,0.00021216556826390896,0.0024422475671030002,0.00011173433887483498,0.05520923268631001,0.05447278316754541,4.97319440375875e-08,6.336476164711159e-07,0.00021624975658980224,1.434086759111478e-10,7.881069623065554e-10,3.169881011675438e-12,8.339952608218368e-12,1.1120213125617742e-08,3.0911700950830305e-07,4.984409525197289e-10,2.6682473099034493e-13
1.149387000715604e-05,0.11863033023330664,0.0,0.0,0.0,0.0,0.9420495632249325,0.0004402848752791913,0.0002125950851091743,0.0024787171501727935,0.00011163533126402954,0.05605387655590037,0.055313159367882586,5.0446736680130336e-08,6.445990741606733e-07,0.00022306897706847833,1.479309284681289e-10,8.142830161452879e-10,3.2751649154103812e-12,8.616596624396781e-12,1.1525687495788256e-08,3.244882076097713e-07,5.23226838364435e-10,2.800930204589256e-13
1.1646743468111517e-05,0.11872644951967752,0.0,0.0,0.0,0.0,0.9411816662292328,0.00044024026953331255,0.00021302188374340856,0.0025151535722560564,0.00011153692943786026,0.05689619506929767,0.05615141037961031,5.1158276207507424e-08,6.555567193389007e-07,0.0002299800833584405,1.5251411631010218e-10,8.408646478582413e-10,3.3820801125018023e-12,8.897511029822689e-12,1.1938957328416539e-08,3.403422261596399e-07,5.48791277638478e-10,2.937780804619979e-13
1.1799616929066994e-05,0.11882232986970641,0.0,0.0,0.0,0.0,0.940316007378803,0.0004401959721746809,0.00021344603007783795,0.002551557019741998,0.00011143914814213635,0.05773620210236316,0.05698754890400704,5.186657547753532e-08,6.665204926166881e-07,0.00023698251254656357,1.571578661337453e-10,8.678508156169658e-10,3.4906224125600793e-12,9.182684315184465e-12,1.2360041677547024e-08,3.566853507960733e-07,5.751444061652468e-10,3.0788533682013155e-13
1.195249039002247e-05,0.11891797271493784,0.0,0.0,0.0,0.0,0.9394525732512069,0.0004401518702405465,0.0002138675824681484,0.00258792766935952,0.00011134199811231119,0.05857391153134866,0.05782158765839682,5.2571646885791284e-08,6.774903252770623e-07,0.000244075708098183,1.6186180886570428e-10,8.952404752883485e-10,3.6007876159315203e-12,9.472104891514228e-12,1.278895899238354e-08,3.7352381940527637e-07,6.022962827663858e-10,3.224201741340654e-13
1.2105363850977947e-05,0.1190133794854738,0.0,0.0,0.0,0.0,0.9385913504490035,0.0004401078637315463,0.00021428659280209216,0.002624265688976772,0.00011124548671359187,0.059409337205863486,0.05865353934852372,5.3273502844484666e-08,6.884661404909984e-07,0.00025125911964736356,1.6662557952350233e-10,9.230325541052748e-10,3.712571407793254e-12,9.765760883122586e-12,1.3225727158729535e-08,3.908638223246068e-07,6.302568895896165e-10,3.3738793595975654e-13
1.2258237311933424e-05,0.11910855160742675,0.0,0.0,0.0,0.0,0.9377323256216348,0.00044006386432929946,0.00021470310743826942,0.002660571238346913,0.00011114961848905736,0.060242492926502626,0.05948341664562285,5.3972158365542984e-08,6.994478538198826e-07,0.00025853220280514855,1.7144881708837452e-10,9.512259797679036e-10,3.825969475193813e-12,1.0063640471902145e-11,1.3670363482640344e-08,4.0871150252641563e-07,6.590361324051341e-10,3.527939249675039e-13
1.24111107728889e-05,0.119203490500829,0.0,0.0,0.0,0.0,0.9368754854834286,0.000440019794227729,0.00021511716801366577,0.002696844469800714,0.0001110543956282894,0.061073392426455,0.06031123216749694,5.466762783321954e-08,7.104353748185571e-07,0.00026589441898229404,1.763311643877194e-10,9.798196863392052e-10,3.9409775307805144e-12,1.0365731836672563e-11,1.4122884692994511e-08,4.2707295581627644e-07,6.886438409249138e-10,3.6864340311299733e-13
1.2563984233844377e-05,0.11929819757791196,0.0,0.0,0.0,0.0,0.9360208168282959,0.00043997558506304093,0.0002155288121381987,0.0027330855288874166,0.00011095981836759749,0.061902049356487,0.061136998463003474,5.535992479845682e-08,7.214286082451707e-07,0.0002733452352264551,1.8127226798712253e-10,1.0088125805256963e-09,4.057591177172654e-12,1.0672022867522897e-11,1.4583306992011756e-08,4.4595423105934195e-07,7.190897691680268e-10,3.849415918321911e-13
1.2716857694799853e-05,0.11939267424169832,0.0,0.0,0.0,0.0,0.9351683065416241,0.0004399311769347512,0.00021593807399219482,0.0027692945549657737,0.00011086588533095264,0.06272847727278848,0.061960727999440045,5.604906585696366e-08,7.324274541500102e-07,0.00028088412407318935,1.8627177809154108e-10,1.0382035641786523e-09,4.175805997449209e-12,1.0982501490478563e-11,1.5051646048996645e-08,4.6536133038904026e-07,7.503835957973124e-10,4.016936722220352e-13
1.286973115575533e-05,0.11948692188488357,0.0,0.0,0.0,0.0,0.9343179416097969,0.0004398865175229821,0.00021634498483785912,0.0028054716817474835,0.00011077259381976799,0.06355268962725498,0.06278243315238725,5.6735067039287886e-08,7.434318089224319e-07,0.00028851056340740007,1.9132934845342907e-10,1.067991552972515e-09,4.295617630294933e-12,1.12971556959924e-11,1.552791698747864e-08,4.853002094194922e-07,7.825349244613834e-10,4.189047852239322e-13
1.3022604616710807e-05,0.11958094188909736,0.0,0.0,0.0,0.0,0.9334697091284383,0.00043984156120800314,0.0002167495734985287,0.0028416170378436664,0.00011067994008345448,0.06437469975906945,0.06360212619684087,5.741794256420498e-08,7.544415665968816e-07,0.00029622403632234155,1.9644463627923002e-10,1.0981754362798129e-09,4.417021608611392e-12,1.161597318027248e-11,1.6012134439359108e-08,5.057767775132376e-07,8.155532842266241e-10,4.365800318539229e-13
1.3175478077666283e-05,0.11967473562386928,0.0,0.0,0.0,0.0,0.9326235963063434,0.00043979626850980586,0.00021715186662686232,0.002877730747115086,0.0001105879194797136,0.06519452089069672,0.06441981930290551,5.8097710094931914e-08,7.654566181140143e-07,0.0003040240310272035,2.0161730216808427e-10,1.1287541064797594e-09,4.540013477379646e-12,1.1938941757285751e-11,1.6504312540090277e-08,5.267968979754455e-07,8.494481298905607e-10,4.547244733714023e-13
1.332835153862176e-05,0.11976830444588023,0.0,0.0,0.0,0.0,0.9317795904708093,0.00043975060538256833,0.00021755188909567305,0.0029138129291186947,0.00011049652663340336,0.06601216612240877,0.06523552452997988,5.877438593028469e-08,7.764768537432165e-07,0.00031191004073114983,2.0684701003493621e-10,1.159726450222814e-09,4.664588758547044e-12,1.226604912753331e-11,1.700446492826015e-08,5.483663882840666e-07,8.842288423526605e-10,4.733431314772073e-13
1.3481224999577236e-05,0.11986164969931339,0.0,0.0,0.0,0.0,0.9309376790714876,0.00043970454255445776,0.00021794966425038532,0.002949863699526972,0.00011040575566542863,0.06682764842841374,0.06604925382246044,5.944798653749281e-08,7.875021613845543e-07,0.00031988156352957207,2.1213342703509747e-10,1.1910913554015118e-09,4.79074297905605e-12,1.2597283003962784e-11,1.751260478952868e-08,5.70491020391137e-07,9.199047291001705e-10,4.924409885737142e-13
1.3634098460532713e-05,0.11995477271555917,0.0,0.0,0.0,0.0,0.9300978496827107,0.0004396580549853752,0.00021834521419578494,0.002985883170477163,0.0001103156002633633,0.06764098065443315,0.06686101900706308,6.011852899591321e-08,7.985324290642653e-07,0.00032793810230713136,2.17476223499948e-10,1.2228476956067636e-09,4.91847160832444e-12,1.2932630970498428e-11,1.8028744825912432e-08,5.931765209405711e-07,9.564850245596613e-10,5.120229879530833e-13
1.378697192148819e-05,0.12004767481228251,0.0,0.0,0.0,0.0,0.9292600900043819,0.0004396111214049214,0.0002187385599172828,0.0030218714508745675,0.00011022605384115064,0.06845217551686365,0.06767083179162763,6.078603030731647e-08,8.095675426444237e-07,0.0003360791646461886,2.2287507287621108e-10,1.2549943539986289e-09,5.047770154259219e-12,1.3272080696215156e-11,1.8552897302167448e-08,6.164285715626124e-07,9.939788905713621e-10,5.320940340511725e-13
1.3939845382443666e-05,0.12014035729389856,0.0,0.0,0.0,0.0,0.9284243878627326,0.0004395637238992065,0.00021912972152374538,0.0030578286466637432,0.00011013710953005627,0.06926124560192358,0.06847870376410127,6.145050759761957e-08,8.20607389883985e-07,0.00034430426274669173,2.2832965167282448e-10,1.2875301970487834e-09,5.178634057644465e-12,1.3615619688895086e-11,1.9085074019790067e-08,6.40252809075982e-07,1.0323954167156253e-09,5.526589926222527e-13
1.4092718843399143e-05,0.12023282145087527,0.0,0.0,0.0,0.0,0.9275907312102492,0.0004395158475246929,0.00021951871828079485,0.0030937548610854965,0.00011004876035975125,0.07006820336584314,0.06928464639235518,6.211197812527854e-08,8.316518561594933e-07,0.00035261291334307633,2.338396394058327e-10,1.320454106699347e-09,5.311058821487972e-12,1.3963235607580065e-11,1.9625286388263512e-08,6.646548258289457e-07,1.0717436208623104e-09,5.737226910331714e-13
1.424559230435462e-05,0.1203250685607223,0.0,0.0,0.0,0.0,0.9267591081258152,0.0004394674799634525,0.00021990556886032693,0.0031296501949059584,0.00010996099918407379,0.07087306113459746,0.07008867102383114,6.277045917857802e-08,8.427008303001216e-07,0.0003610046376329974,2.3940471855112363e-10,1.3537649392836128e-09,5.445039845795909e-12,1.4314915861456913e-11,2.0173545354243098e-08,6.896401698752974e-07,1.1120324494553217e-09,5.952899184155826e-13
1.4398465765310096e-05,0.12041709988688588,0.0,0.0,0.0,0.0,0.9259295068136427,0.00043941861120624616,0.00022029029127065337,0.0031655147466322356,0.00010987381890795956,0.07167583110518012,0.07089078888639061,6.342596809652146e-08,8.537541974081114e-07,0.000369478961197804,2.450245744916913e-10,1.3874615800447173e-09,5.580572646853136e-12,1.4670648141799548e-11,2.0729861507652964e-08,7.152143453704028e-07,1.1532707781502391e-09,6.173654260073887e-13
1.4551339226265572e-05,0.12050891668028302,0.0,0.0,0.0,0.0,0.9251019156028939,0.000439369233282643,0.00022067290315950494,0.003201348612694433,0.00010978721229751207,0.07247652534577433,0.07169101108853337,6.407852223982121e-08,8.648118486314724e-07,0.0003780354139411887,2.506988954769488e-10,1.4215428732634161e-09,5.7176525761889544e-12,1.5030419742258417e-11,2.1294244965111968e-08,7.41382812683967e-07,1.1954674119974603e-09,6.399539272506402e-13
1.4704212687221049e-05,0.12060052017751292,0.0,0.0,0.0,0.0,0.9242763229457094,0.00043931934000675666,0.00022105342159466402,0.003237151887623799,0.00010970117231160352,0.07327515579807115,0.07248934862117945,6.472813897469147e-08,8.758736687265794e-07,0.0003866735300116804,2.5642737257133026e-10,1.45600771433724e-09,5.856275190930351e-12,1.539421845504792e-11,2.186670554832774e-08,7.681509888934746e-07,1.2386310862361636e-09,6.630600982167364e-13
1.4857086148176526e-05,0.12069191160345373,0.0,0.0,0.0,0.0,0.9234527174168665,0.000439268926770359,0.00022143186350276288,0.003272924664193134,0.00010961569172933711,0.07407173427723748,0.0732858123578998,6.53748356480552e-08,8.86939552944014e-07,0.00039539284775402464,2.622096996220458e-10,1.4908549280604857e-09,5.996435764229712e-12,1.5762031386848502e-11,2.2447252566982868e-08,7.955242477716968e-07,1.2827704662764565e-09,6.866885775966255e-13
1.5009959609132002e-05,0.12078309216818811,0.0,0.0,0.0,0.0,0.922631087710885,0.00043921799033224594,0.00022180824520459853,0.003308667033569863,0.000109530763703965,0.07486627247540502,0.07408041305762675,6.601862959148472e-08,8.980093845813129e-07,0.00040419290962801337,2.6804557320525527e-10,1.5260834326563434e-09,6.1381299450215075e-12,1.613384655550781e-11,2.3035895129877155e-08,8.235079204619773e-07,1.3278941487851988e-09,7.108439672823909e-13
1.5162833070087479e-05,0.12087406307146821,0.0,0.0,0.0,0.0,0.9218114226423125,0.00043916652866650576,0.0002221825831461288,0.003344379085417587,0.00010944638105757359,0.07565878196068287,0.07487316136431423,6.665953808195493e-08,9.090830656551282e-07,0.00041307326217689973,2.739346926051177e-10,1.561692017956012e-09,6.2813528658323384e-12,1.6509650731123e-11,2.3632641740084068e-08,8.521072952156679e-07,1.3740106612668188e-09,7.355308321424047e-13
1.5315706531042955e-05,0.12096482549712195,0.0,0.0,0.0,0.0,0.9209937111414243,0.0004391145407790567,0.0002225548929846121,0.003380060908036803,0.00010936253727908528,0.07644927418252428,0.07566406781103112,6.729757836623743e-08,9.201604750125755e-07,0.0004220334559324982,2.7987675975086365e-10,1.5976796496513063e-09,6.426100366521151e-12,1.6889432398152797e-11,2.4237500870520196e-08,8.813276184267167e-07,1.4211284637258262e-09,7.60753700911915e-13
1.5468579991998434e-05,0.12105538062105914,0.0,0.0,0.0,0.0,0.9201779422561048,0.00043906202661263255,0.00022292519091949222,0.0034157125884226418,0.00010927922517308216,0.0772377604684824,0.07645314281810538,6.793276760177837e-08,9.312415264785522e-07,0.00043107304541245903,2.8587147921497876e-10,1.6340450490894057e-09,6.5723673041636e-12,1.727317766453705e-11,2.485048018361187e-08,9.111740938598295e-07,1.469255947430237e-09,7.865170655302263e-13
1.5621453452953912e-05,0.12114572960077723,0.0,0.0,0.0,0.0,0.9193641051611455,0.0004390089869795871,0.0002232934920525482,0.0034513342122460874,0.00010919643858948402,0.07802425201626219,0.07724039668420508,6.856512290281586e-08,9.423260954853731e-07,0.00044019158953181127,2.919185584861344e-10,1.6707872298558518e-09,6.720149711252365e-12,1.766087548920152e-11,2.5471587419810687e-08,9.416518785378455e-07,1.5184014282696242e-09,8.128253775862846e-13
1.577432691390939e-05,0.12123587359494101,0.0,0.0,0.0,0.0,0.918552189118366,0.00043895542320159664,0.00022365981205586067,0.0034869258643302455,0.00010911417073081368,0.0788087599332054,0.07802583962455376,6.919466124592363e-08,9.534140910529632e-07,0.0004493886501729021,2.9801770702081504e-10,1.7079049472704483e-09,6.869442581506949e-12,1.8052512313005597e-11,2.6100829806057336e-08,9.72766097211216e-07,1.56857317009781e-09,8.396830608132175e-13
1.592720037486487e-05,0.12132581372748069,0.0,0.0,0.0,0.0,0.9177421835030384,0.00043890133721858693,0.0002240241658796393,0.0035224876284188694,0.00010903241549788487,0.07959129521032433,0.07880948174558709,6.982139966962882e-08,9.64505398164957e-07,0.00045866379315563497,3.0416863688675014e-10,1.7453971859425168e-09,7.020241830872055e-12,1.8448076817623758e-11,2.673821441309469e-08,1.0045218322348681e-06,1.6197793684003328e-09,8.670945023461995e-13
1.6080073835820347e-05,0.12141555112739999,0.0,0.0,0.0,0.0,0.916934077806458,0.0004388467315480468,0.00022438656909276508,0.003558019587192276,0.00010895116609860362,0.0803718687183131,0.07959133304247624,7.044535496031171e-08,9.755999387800644e-07,0.000468016588272144,3.1037106278590367e-10,1.7832626204894589e-09,7.17254212847429e-12,1.884755466500718e-11,2.7383747598780476e-08,1.036924122420074e-06,1.6720281484526614e-09,8.950640517356395e-13
1.6232947296775825e-05,0.12150508690930169,0.0,0.0,0.0,0.0,0.9161278616262508,0.00043879160913411864,0.00022474703593123007,0.003593521822415629,0.0001088704171029427,0.08115049121949966,0.08037140340842659,7.106654392225112e-08,9.866975825548366e-07,0.00047744660905924127,3.166247019035775e-10,1.8215003728127937e-09,7.326339942461366e-12,1.925093588275968e-11,2.8037435872015603e-08,1.0699779658970243e-06,1.7253275699223298e-09,9.235960234119788e-13
1.6385820757731303e-05,0.12159442216716215,0.0,0.0,0.0,0.0,0.9153235246721374,0.00043873597332743904,0.00022510558187666658,0.0036289944149245266,0.00010879016175073579,0.08192717335931202,0.08114970262915426,7.168498318467346e-08,9.977982627087832e-07,0.00048695343290125454,3.2292927397659986e-10,1.860109046652166e-09,7.48162965688453e-12,1.965820544865438e-11,2.8699285002244643e-08,1.1036883178723929e-06,1.7796856232707505e-09,9.526946947580276e-13
1.653869421868678e-05,0.12168355802264669,0.0,0.0,0.0,0.0,0.9145210567417339,0.0004386798277259923,0.0002254622210367754,0.003664437444865458,0.0001087103947011419,0.08270192569387377,0.08192624040608515,7.23006891914597e-08,1.008901858949179e-06,0.0004965366403069737,3.2928450081383117e-10,1.899087705152771e-09,7.638407503564333e-12,2.0069352823922926e-11,2.9369300693002546e-08,1.13806009918796e-06,1.8351102435360128e-09,9.82364313488542e-13
1.669156767964226e-05,0.12177249553045778,0.0,0.0,0.0,0.0,0.913720447741732,0.0004386231762357294,0.00022581696857567097,0.0036998509915364525,0.0001086311094905135,0.08347475866570915,0.08270102633605318,7.291367851306448e-08,1.0200083037687835e-06,0.0005061958155575982,3.356901067258525e-10,1.9384349977940067e-09,7.796668050523591e-12,2.0484363437501957e-11,3.004748802804176e-08,1.1730981880934904e-06,1.891609297083496e-09,1.0126090905563192e-12
1.6844441140597738e-05,0.12186123575248169,0.0,0.0,0.0,0.0,0.9129216876854124,0.00043856602298011053,0.00022616983810390116,0.0037352351334518042,0.00010855230126055738,0.08424568260891499,0.08347406991370071,7.35239674475079e-08,1.0311174676602733e-06,0.0005159305467554636,3.4214581855728606e-10,1.9781500750643582e-09,7.956407880887057e-12,2.0903227616154142e-11,3.0733852354270744e-08,1.2088074204321335e-06,1.949190581886138e-09,1.0434332003037346e-12
1.6997314601553216e-05,0.12194977977252042,0.0,0.0,0.0,0.0,0.9121247666756733,0.00043850837224186705,0.00022652084418133307,0.0037705899484841154,0.00010847396413259623,0.0850147077641433,0.08424538054778033,7.413157215917429e-08,1.0422292713936689e-06,0.0005257404251447519,3.4865136523631e-10,2.0182316669234247e-09,8.117621886379142e-12,2.1325931576558247e-11,3.1428398561996e-08,1.2451925962677109e-06,2.0078618382294444e-09,1.0748407861918067e-12
1.7150188062508695e-05,0.12203812863943594,0.0,0.0,0.0,0.0,0.9113296749063955,0.00043845022845092084,0.0002268700010818677,0.0038059155138644124,0.00010839609250936192,0.08578184427844866,0.0850149675598233,7.47365087443814e-08,1.0533436296870686e-06,0.0005356250451992219,3.5520647783283637e-10,2.058678626506196e-09,8.280305454136292e-12,2.1752462750005726e-11,3.213113098257657e-08,1.2822584790924175e-06,2.0676307474238226e-09,1.1068359601115506e-12
1.7303061523464173e-05,0.12212628337397408,0.0,0.0,0.0,0.0,0.9105364026741908,0.0004383915961765627,0.00022721732275895895,0.003841211906115875,0.0001083186811085291,0.086547102193188,0.08578284017288611,7.533879323345553e-08,1.0644604483622303e-06,0.0005455840050555817,3.6181088984591383e-10,2.0994898502373013e-09,8.444454145421033e-12,2.2182808989842956e-11,3.284205375602028e-08,1.320009790647206e-06,2.1285049234538383e-09,1.1394227979138747e-12
1.745593498441965e-05,0.12221424500091832,0.0,0.0,0.0,0.0,0.9097449403653992,0.00043833248008259926,0.00022756282313057434,0.0038764792011600317,0.00010824172465971915,0.08731049145714385,0.08654900752403392,7.593844148876643e-08,1.075579639009726e-06,0.0005556169060549284,3.68464336899623e-10,2.140664212021738e-09,8.610063430911122e-12,2.2616957938864147e-11,3.356117081418417e-08,1.358451215821997e-06,2.1904919208804203e-09,1.1726053436393597e-12
1.760880844537513e-05,0.12230201456302475,0.0,0.0,0.0,0.0,0.9089552784642964,0.00043827288490659426,0.0002279065158697593,0.003911717474278264,0.00010816521811618067,0.08807202191825386,0.0873134786564914,7.653546920120207e-08,1.086701110099584e-06,0.000565723353061336,3.751665569543546e-10,2.1822006053601365e-09,8.777128860106599e-12,2.3054897428820243e-11,3.4288485837849073e-08,1.3975873989091586e-06,2.2535992287990953e-09,1.2063876062844079e-12
1.7761681906330608e-05,0.12238959305451225,0.0,0.0,0.0,0.0,0.9081674075478328,0.00043821281544311093,0.00022824841472484283,0.003946926800154961,0.00010808915632045462,0.08883170332871386,0.08807626252469054,7.71298920067209e-08,1.0978247794486415e-06,0.0005759029542694345,3.8191729017920055e-10,2.224097879586334e-09,8.945645804860887e-12,2.349661486929994e-11,3.5024002137464676e-08,1.4374229455083855e-06,2.317834273913231e-09,1.2407735614459673e-12
1.7914555367286086e-05,0.12247698147803092,0.0,0.0,0.0,0.0,0.9073813182792683,0.0004381522765088502,0.00022858853304362156,0.003982107252935194,0.00010801353449777302,0.08958954535201265,0.08883736800038988,7.772172540571976e-08,1.1089505530861638e-06,0.0005861553210153592,3.887162788265856e-10,2.2663549669195415e-09,9.115609970402355e-12,2.394209848406462e-11,3.5767722924830016e-08,1.4779624246879952e-06,2.3832044240161774e-09,1.2757671531860262e-12
1.8067428828241564e-05,0.12256418082329215,0.0,0.0,0.0,0.0,0.9065970014092208,0.0004380912729578683,0.0002289268845138252,0.004017258906212348,0.00010793834748111201,0.09034555756111312,0.0895968038716618,7.831098475919304e-08,1.1200783603039816e-06,0.0005964800677732217,3.9556326722992217e-10,2.30897065898548e-09,9.28701649647572e-12,2.439133512516204e-11,3.651965087284418e-08,1.5192103685179438e-06,2.4497169872431312e-09,1.3113722936304974e-12
1.8220302289197043e-05,0.12265119206826615,0.0,0.0,0.0,0.0,0.905814447771991,0.0004380298096295712,0.00022926348195281617,0.004052381833076048,0.00010786359097124634,0.0910997494434365,0.09035457884644928,7.889768534412681e-08,1.1312080960101517e-06,0.0006068768121113437,4.024580017745939e-10,2.3519439912535916e-09,9.459861503594952e-12,2.4844314030933993e-11,3.727978888578333e-08,1.5611712729956914e-06,2.5173792135560563e-09,1.3475928637651083e-12
1.837317575015252e-05,0.12273801618639854,0.0,0.0,0.0,0.0,0.9050336483009174,0.00043796789139032884,0.00022959833901182278,0.004087476105999598,0.000107789259746859,0.09185213038331087,0.09111070153784243,7.948184225878694e-08,1.142339702175017e-06,0.0006173451751551513,4.0940023120492023e-10,2.3952736706420565e-09,9.63413979080115e-12,2.530102123976294e-11,3.8048139026803536e-08,1.6038495916133385e-06,2.586198284382186e-09,1.3844327078873611e-12
1.8526049211108e-05,0.12282465414455561,0.0,0.0,0.0,0.0,0.9042545939931423,0.0004379055230826524,0.00022993146833534366,0.0041225417970794705,0.00010771534960443604,0.09260270970018292,0.09186518049784174,8.006347052935933e-08,1.153473079524768e-06,0.0006278847804105452,4.1638970584386787e-10,2.438958723971475e-09,9.809847443819404e-12,2.576144591425225e-11,3.882470346905553e-08,1.6472497498146371e-06,2.656181335913461e-09,1.4218956460805147e-12
1.8678922672063478e-05,0.12291110688760622,0.0,0.0,0.0,0.0,0.9034772759336898,0.00043784270955386626,0.0002302628833335514,0.00415757897787547,0.00010764185548869774,0.0933514966219801,0.09261802419430203,8.064258505198788e-08,1.1646081712051403e-06,0.0006384952545585534,4.234261781200283e-10,2.482997864819632e-09,9.986979288479261e-12,2.6225574162230804e-11,3.9609483863902964e-08,1.6913761346637857e-06,2.727335442459904e-09,1.4599854653010221e-12
1.8831796133018956e-05,0.12299737536039472,0.0,0.0,0.0,0.0,0.9027016852901824,0.0004377794555894182,0.0002305925958698934,0.004192587719474871,0.00010756877390733097,0.0940985002928593,0.09336924101602811,8.121920061401325e-08,1.1757448547476085e-06,0.0006491762274032414,4.305094025330829e-10,2.5273903037807258e-09,1.0165532149663853e-11,2.6693396952956575e-11,4.040248231643463e-08,1.7362330963843465e-06,2.799667618914188e-09,1.4987059206996601e-12
1.8984669593974434e-05,0.12308346049411194,0.0,0.0,0.0,0.0,0.9019278133191455,0.0004377157659756884,0.00023092061956933208,0.004227568092424212,0.00010749609946160546,0.0948437297633864,0.09411883926672747,8.179333184119596e-08,1.18688309816389e-06,0.0006599273319364221,4.3763913569670194e-10,2.5721345827588848e-09,1.0345500162713797e-11,2.7164898725246415e-11,4.12036999677311e-08,1.78182494606511e-06,2.873184817076658e-09,1.5380607336517109e-12
1.9122255708834364e-05,0.12316078114079979,0.0,0.0,0.0,0.0,0.9012327908390507,0.0004376580767757264,0.00023121440699055916,0.00425902623086414,0.00010743103733785866,0.09551292676990204,0.09479210062414267,8.230793784719269e-08,1.196908773222274e-06,0.0006696629873597742,4.4409546074766207e-10,2.612704477210426e-09,1.0508678192649331e-11,2.7592387152206677e-11,4.193182405605485e-08,1.8234894782074696e-06,2.9403691944998193e-09,1.574025495243335e-12
