Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30),C4H7(28),C4H7(40),C4H7(32),C4H7(44),C4H6(41),C4H6(88),C4H6(42)
1.7053245735144805e-07,0.11224890852026245,0.0,0.0,0.0,0.0,0.999967298211754,5.2337182262883026e-05,1.6327726504998197e-06,1.7246630160884233e-06,9.679506196206266e-07,4.038089810909855e-06,3.508174419649726e-06,4.441789410543848e-13,6.016864684032698e-13,1.8773164061470565e-12,1.2447657462864399e-18,4.1566226913839774e-20,1.6718437035620605e-22,4.540020030343246e-22,8.934729893168193e-20,7.078751215053404e-20,1.1354010810566118e-22,6.091927300249823e-26
1.8719189660414047e-07,0.11224933049676918,0.0,0.0,0.0,0.0,0.9999633130916565,5.725734421839647e-05,1.9000462232087783e-06,2.074278007454134e-06,1.1334192303240334e-06,5.121046230774371e-06,4.467228605404089e-06,6.176960735851479e-13,8.726804868392595e-13,2.9775962869599682e-12,1.9743401088280562e-18,7.749331506148644e-20,3.116876124685997e-22,8.454366942997057e-22,1.7932895602614367e-19,1.4634732128157714e-19,2.348410683385787e-22,1.2597556123964075e-25
2.038513358568329e-07,0.11224977128937917,0.0,0.0,0.0,0.0,0.9999591415821774,6.214283171070197e-05,2.185637752025921e-06,2.4554471527160132e-06,1.3112475663758664e-06,6.373633608762008e-06,5.583116899303596e-06,8.360194800982423e-13,1.2284510940706449e-12,4.547685179403639e-12,3.015446100378092e-18,1.3735576782215347e-19,5.5246198340497895e-22,1.4970057689740312e-21,3.3962498748384244e-19,2.852222974556695e-19,4.578651759345011e-22,2.45568269951161e-25
2.2051077510952532e-07,0.1122502321320426,0.0,0.0,0.0,0.0,0.9999547727951067,6.699355839522069e-05,2.489371677475684e-06,2.8680151779239382e-06,1.5013148247865712e-06,7.807036356678356e-06,6.867074284777919e-06,1.1058250222355375e-12,1.6861032149571094e-12,6.727862247429546e-12,4.4611059579302485e-18,2.332852936111886e-19,9.383028263163461e-22,2.540213873788049e-21,6.124089735933025e-19,5.287749016873759e-19,8.491122443265114e-22,4.553382933702807e-25
2.3717021436221774e-07,0.11225071424619674,0.0,0.0,0.0,0.0,0.9999501959526149,7.180943999493423e-05,2.8110688919834798e-06,3.311830351904778e-06,1.7034977793358087e-06,9.4323292183195e-06,8.330223800979317e-06,1.434160660904606e-12,2.2646387871178426e-12,9.685575123667493e-12,6.422358408255268e-18,3.819816849633574e-19,1.536378941492082e-21,4.155935223940563e-21,1.0589143876712983e-18,9.391932504848226e-19,1.5085852040536374e-21,8.088776214319087e-25
2.538296536149102e-07,0.11225121884050117,0.0,0.0,0.0,0.0,0.9999454003895163,7.659039440377594e-05,3.150546790727396e-06,3.7867443601813596e-06,1.9176708154061713e-06,1.1260474965000985e-05,9.983574315256967e-06,1.8284316731703232e-12,2.985020292380032e-12,1.3618347551264266e-11,9.030186887271184e-18,6.05931268364461e-19,2.43713336108786e-21,6.587530360271782e-21,1.7657364803327763e-18,1.607447907271338e-18,2.582598035814083e-21,1.3845901199204006e-24
2.7048909286760264e-07,0.11225174711060806,0.0,0.0,0.0,0.0,0.9999403755555047,8.133634178894908e-05,3.5076193190603947e-06,4.292612179036274e-06,2.143705972667971e-06,1.3302322120677661e-05,1.1838018319680402e-05,2.296385831205068e-12,3.870230172775002e-12,1.8756775598186993e-11,1.2437506498789326e-17,9.348365459158604e-19,3.7600335675008056e-21,1.0156238048454199e-20,2.8525126574551765e-18,2.663417185381074e-18,4.280076197354046e-21,2.2944227054219186e-24
2.871485321202951e-07,0.11225230023891027,0.0,0.0,0.0,0.0,0.9999351110173527,8.604720469209059e-05,3.882097032299278e-06,4.829291949780293e-06,2.3814729797930934e-06,1.55686027121317e-05,1.390432976285627e-05,2.8460985472370052e-12,4.9453258408318075e-12,2.536760650993192e-11,1.682120577748443e-17,1.4072783880027015e-18,5.6602570654359355e-21,1.5279045161493577e-20,4.4811575424909485e-18,4.2885693359058144e-18,6.892975323853845e-21,3.694801989939117e-24
3.0380797137298753e-07,0.11225287939430888,0.0,0.0,0.0,0.0,0.9999295964610736,9.07229081291804e-05,4.273787163598212e-06,5.396644853281395e-06,2.630839285577425e-06,1.8069930048377426e-05,1.619316191682179e-05,3.4859579978246865e-12,6.237490162880336e-12,3.375689700453719e-11,2.2384241136595902e-17,2.072627121988518e-18,8.336378049367793e-21,2.248922628263575e-20,6.866862797599967e-18,6.731662745412402e-18,1.0821561314278969e-20,5.8001742679630405e-24
3.2046741062568e-07,0.1122534857319822,0.0,0.0,0.0,0.0,0.9999238216940519,9.536337968907134e-05,4.682493689043719e-06,5.99453498485068e-06,2.891670097310427e-06,2.0816796535842525e-05,1.871504527466431e-05,4.2246502393802485e-12,7.776077543824603e-12,4.427324543184324e-11,2.935778030115767e-17,2.993220099997921e-18,1.2039125887801085e-20,3.24597334314017e-20,1.0291064229491163e-17,1.032796192588839e-17,1.660535402148359e-20,8.89957836162814e-24
3.3712684987837243e-07,0.1122541203931547,0.0,0.0,0.0,0.0,0.999917776647138,9.996854963053739e-05,5.108017390806712e-06,6.622829229577317e-06,3.163828425433138e-06,2.381957153074809e-05,2.148038548112473e-05,5.071144320441212e-12,9.592655645581347e-12,5.731108975563995e-11,3.80033893940142e-17,4.246825418576577e-18,1.70812945514637e-20,4.602964340943318e-20,1.511656223573179e-17,1.552248981597547e-17,2.496057342315946e-20,1.33767004681825e-23
3.537862891310649e-07,0.11225478450487142,0.0,0.0,0.0,0.0,0.9999114513767022,0.00010453835097777475,5.550155925170908e-06,7.28139713817199e-06,3.4471751275666353e-06,2.7088499227610137e-05,2.449946130192996e-05,6.0346774009199925e-12,1.1721042602252019e-11,7.331406340096434e-11,4.86152583973938e-17,5.929409552177969e-18,2.3848874426666712e-20,6.423385231997122e-20,2.1804982784965085e-17,2.2897872095059413e-17,3.68249839056553e-20,1.9733890529763853e-23
3.7044572838375733e-07,0.11225547917977827,0.0,0.0,0.0,0.0,0.9999048360666469,0.00010907271961427404,6.008703896004076e-06,7.970110803386306e-06,3.7415689512792774e-06,3.06336965854451e-05,2.7782422633988993e-05,7.124739891720854e-12,1.4197339670845815e-11,9.277840219340886e-11,6.15224604983651e-17,8.158225223431004e-18,3.281347216696233e-20,8.833619029483688e-20,3.093677702676927e-17,3.320737613110536e-17,5.341110795511428e-20,2.8620660145303284e-23
3.871051676364498e-07,0.11225620551590788,0.0,0.0,0.0,0.0,0.9998979210303761,0.00011357159437494889,6.483452929516714e-06,8.688844737105524e-06,4.046866579667941e-06,3.446515129523978e-05,3.133928855583606e-05,8.351060624471459e-12,1.705995938903814e-11,1.1625639606352086e-10,7.709124112237526e-17,1.1075236377749225e-17,4.4546086426933743e-20,1.1986613403728515e-19,4.3233962206592e-17,4.7413792844283697e-17,7.626885416776733e-20,4.086722145484277e-23
4.0376460688914223e-07,0.11225696459646867,0.0,0.0,0.0,0.0,0.9998906967127223,0.00011803491713641701,6.974191749208898e-06,9.437475748207047e-06,4.362922680757269e-06,3.859271979094639e-05,3.517994541947084e-05,9.723592059777734e-12,2.0349649265271288e-11,1.4435987880407774e-10,9.572733220356941e-17,1.4850896460505196e-17,5.9732304629885e-20,1.6065928781611288e-19,5.958580247816855e-17,6.673484860986028e-17,1.0735866713754722e-19,5.752365995926521e-23
4.204240461418347e-07,0.11225775748963873,0.0,0.0,0.0,0.0,0.9998831536918261,0.00012246263290535803,7.48070625329496e-06,1.0215882821251538e-05,4.689589958336094e-06,4.302612530479801e-05,3.931414498667806e-05,1.1252495544966526e-11,2.410951093779779e-11,1.7776374875662185e-10,1.178782869677957e-16,1.9688294435262565e-17,7.918897884314633e-20,2.1290178574316328e-19,8.107762206499609e-17,9.269586948307394e-17,1.4913636350412524e-19,7.990536459773375e-23
4.370834853945271e-07,0.11225858524836614,0.0,0.0,0.0,0.0,0.9998752826809685,0.00012685468990487428,8.002779595565865e-06,1.1023946996074505e-05,5.026719203173019e-06,4.777495596822712e-05,4.3751502612070014e-05,1.294812663328412e-11,2.8385014787628334e-11,2.1720951328882918e-10,1.4403583049436114e-16,2.582768230500337e-17,1.038824361134815e-19,2.791787603531744e-19,1.0902293926652646e-16,1.271904554913828e-16,2.0465087564273727e-19,1.096453690214316e-22
4.5374292464721957e-07,0.11225944891017442,0.0,0.0,0.0,0.0,0.9998670745303524,0.0001312110396587606,8.54019226834691e-06,1.1861551248366904e-05,5.3741593458361e-06,5.2848662960583986e-05,4.850149547370738e-05,1.4821020475081434e-11,3.3224010073760436e-11,2.6350885014491997e-10,1.7473822146889377e-16,3.3551397459435237e-17,1.349482768500788e-19,3.625270169939785e-19,1.449991069328032e-16,1.7254995885224507e-16,2.7765618271925705e-19,1.4875428917811274e-22
4.70402363899912e-07,0.11226034949697362,0.0,0.0,0.0,0.0,0.9998585202288356,0.00013553163707358585,9.09272218664484e-06,1.2728580371335552e-05,5.7317575119002466e-06,5.825655870764971e-05,5.3573460852389186e-05,1.688187729076692e-11,3.867673063489361e-11,3.175471789005711e-10,2.1057262063865083e-16,4.3189191541246093e-17,1.7371280828563647e-19,4.664920366840683e-19,1.9088664008175197e-16,2.316225944421413e-16,3.7273876444021327e-19,1.99688572082943e-22
5.037212424052969e-07,0.11226226545404606,0.0,0.0,0.0,0.0,0.9998403378316832,0.00014406541189678474,1.0242233056256334e-05,1.455046079089938e-05,6.476807737684899e-06,7.011146208967956e-05,6.471994896692143e-05,2.1611019640284863e-11,5.1636204031945264e-11,4.527726399773405e-10,3.0024481534910403e-16,6.979830016376848e-17,2.807383092649523e-19,7.533737702928726e-19,3.21706256030384e-16,4.054630308998094e-16,6.525764049902621e-19,3.495873462141511e-22
5.370401209106818e-07,0.11226434097575654,0.0,0.0,0.0,0.0,0.9998206662358242,0.00015245572425274904,1.144948730006464e-05,1.6488698531099217e-05,7.260612977037463e-06,8.34113253523396e-05,7.726280520558631e-05,2.722391100714117e-11,6.771293826556694e-11,6.315797390833719e-10,4.1881769949212296e-16,1.094701837682901e-16,4.40304110968744e-19,1.1808082935226885e-18,5.243361470471995e-16,6.85555650731587e-16,1.1035007492456573e-18,5.911200591394602e-22
5.703589994160667e-07,0.1122665836571547,0.0,0.0,0.0,0.0,0.9997994385079126,0.00016070234300781096,1.2712624476912162e-05,1.8542425580482198e-05,8.081891213783943e-06,9.822548113139738e-05,9.127152802169179e-05,3.381063766477059e-11,8.739421759034237e-11,8.640699928206957e-10,5.729900627509359e-16,1.6719129237147735e-16,6.724664173085292e-19,1.8023286182181853e-18,8.296668384912284e-16,1.12399143616e-15,1.8094108268662048e-18,9.692180518493207e-22
6.036778779214516e-07,0.11226900082823306,0.0,0.0,0.0,0.0,0.9997765900805068,0.0001688050982112397,1.4029751617905682e-05,2.071079208848925e-05,8.939337329090032e-06,0.00011462088745510442,0.00010681323056478949,4.1462570960230903e-11,1.112045190897688e-10,1.1618647074243046e-09,7.704685507574334e-16,2.4936625866403815e-16,1.0029855646605435e-18,2.6866526981749447e-18,1.2786310059164381e-15,1.792871978915758e-15,2.8864435252638165e-18,1.5460755815556313e-21
6.336648685762979e-07,0.11227133131078988,0.0,0.0,0.0,0.0,0.9997545893724094,0.00017597448500117368,1.5259739157457867e-05,2.275964818826201e-05,9.74086671791477e-06,0.00013078211456480504,0.00012216497424617735,4.9336273374362805e-11,1.3662689997021208e-10,1.496631790462473e-09,9.924652086115683e-16,3.508847707833769e-16,1.4113071792965472e-18,3.77858659319964e-18,1.8492358485847906e-15,2.6721436150488563e-15,4.302350861143966e-18,2.3044114009709613e-21
6.636518592311443e-07,0.11227381380641369,0.0,0.0,0.0,0.0,0.9997311818944841,0.00018302722218068487,1.653048204861266e-05,2.4900084821106026e-05,1.056963827841919e-05,0.00014832181048279536,0.00013885630934577884,5.821502741081283e-11,1.6628091471187201e-10,1.9058649788090685e-09,1.263843621340588e-15,4.860210146443386e-16,1.9548440399337733e-18,5.2314470350186995e-18,2.6282590499767144e-15,3.9108075202513585e-15,6.297119801025039e-18,3.372748127693395e-21
6.906401508205061e-07,0.11227618197425038,0.0,0.0,0.0,0.0,0.9997088776310731,0.00018927495826488277,1.7707810712596036e-05,2.6904287073228757e-05,1.1338005923092058e-05,0.00016532229009509253,0.00015506010711806485,6.712108281352806e-11,1.9696372981161445e-10,2.3477840981064446e-09,1.5568977923238242e-15,6.436110808033723e-16,2.5886933529162375e-18,6.925014192788989e-18,3.557414203225572e-15,5.431518713611136e-15,8.746237326009447e-18,4.684390785505974e-21
7.176284424098678e-07,0.11227868049455018,0.0,0.0,0.0,0.0,0.9996853703650826,0.00019542825509388743,1.8915933553608933e-05,2.8981756033397134e-05,1.2126907982745206e-05,0.00018350547913219801,0.00017241527743594936,7.694510683493779e-11,2.317900423622913e-10,2.8694323119498726e-09,1.902823968075731e-15,8.431050580674745e-16,3.3910861097236944e-18,9.068107940512626e-18,4.7577308514271716e-15,7.44963455913279e-15,1.1996585938746766e-17,6.4251046219363695e-21
7.446167339992295e-07,0.11228131259840517,0.0,0.0,0.0,0.0,0.9996606317032682,0.00020148718107316937,2.015378750975839e-05,3.113206179435979e-05,1.293560967706475e-05,0.00020290100369873128,0.0001909515188442361,8.773597004771826e-11,2.711203905999101e-10,3.481328156409511e-09,2.308597532833778e-15,1.0933417124884032e-15,4.397573084275905e-18,1.1755353416656394e-17,6.292634346590084e-15,1.0099282852288933e-14,1.6264263673411742e-17,8.71060452694566e-21
7.716050255885912e-07,0.11228408139379054,0.0,0.0,0.0,0.0,0.9996346343467756,0.0002074518346942864,2.142030308778151e-05,3.335477484803992e-05,1.3763371452335687e-05,0.00022353738579513046,0.00021069742655321124,9.954214872671902e-11,3.153281270403559e-10,4.194879811777714e-09,2.781783845803424e-15,1.404555889577438e-15,5.6493202822470054e-18,1.509628424167069e-17,8.236861219161761e-15,1.3543507818438396e-14,2.181196598520757e-17,1.1681555229630109e-20
7.985933171779529e-07,0.11228698986567957,0.0,0.0,0.0,0.0,0.9996073520982075,0.00021332234489799976,2.2714405538442555e-05,3.5649465111675686e-05,1.4609449797553945e-05,0.000245442035353905,0.0002316804852003471,1.1241159851850071e-10,3.647987036571455e-10,5.022415132655777e-09,3.3305581562509943e-15,1.7885232691758935e-15,7.193691166432264e-18,1.9216880510102084e-17,1.0677820484548805e-14,1.7978821125464298e-14,2.8956320926190856e-17,1.5507498516028563e-20
8.255816087673146e-07,0.11229004087464864,0.0,0.0,0.0,0.0,0.9995787598671041,0.00021909887136422755,2.4035016040374788e-05,3.8015701006373996e-05,1.5473098069583716e-05,0.0002686412438611681,0.00025392706316618044,1.263916332504318e-10,4.1992890886417335e-10,5.9772094108106915e-09,3.9637240150706635e-15,2.258710468899711e-15,9.0848503937647e-18,2.4261171073993713e-17,1.371706243351877e-14,2.3640374483046293e-14,3.807622645603282e-17,2.0391316930051793e-20
8.498710711977402e-07,0.11229291091583406,0.0,0.0,0.0,0.0,0.9995518869818519,0.00022421754600447202,2.5245335886987426e-05,4.020612623616691e-05,1.6264784833654787e-05,0.0002906482042862096,0.00027505018306017855,1.3996170984891023e-10,4.747215209420622e-10,6.957086152904536e-09,4.613523752092848e-15,2.7682131651465454e-15,1.1134142172280473e-17,2.9725684619349904e-17,1.7060479832206137e-14,3.0014306736848514e-14,4.834400407012607e-17,2.5889763376733444e-20
8.741605336281657e-07,0.11229590053833136,0.0,0.0,0.0,0.0,0.9995239168627289,0.0002292604083415643,2.6475461314811668e-05,4.24538334574279e-05,1.706954958610917e-05,0.0003137417257948667,0.00029723484700918513,1.545024230813109e-10,5.347319008217074e-10,8.062646367143645e-09,5.346670382382938e-15,3.3724828486861125e-15,1.356460023836597e-17,3.6204891476572e-17,2.1080716252454802e-14,3.784623092380077e-14,6.09608363925128e-17,3.2646062036348276e-20
8.984499960585912e-07,0.11229901156859534,0.0,0.0,0.0,0.0,0.9994948335311075,0.00023422763936741293,2.7724602121721258e-05,4.4758501596180634e-05,1.7886844824608058e-05,0.00033793863515692654,0.0003204979449516352,1.7004648316242494e-10,6.002695365726743e-10,9.305631781209323e-09,6.170950483077618e-15,4.085485153472114e-15,1.6432396368983908e-17,4.384803204945979e-17,2.5887593738482514e-14,4.7412433817335484e-14,7.637193646994276e-17,4.0898597223629785e-20
9.227394584890167e-07,0.11230224575128597,0.0,0.0,0.0,0.0,0.9994646217405788,0.0002391194406056926,2.8991968377525087e-05,4.711980657144745e-05,1.8716123060065988e-05,0.0003632550172063807,0.00034485562788667785,1.866259081450048e-10,6.716491978405336e-10,1.069846226009564e-08,7.09460034524941e-15,4.9226991131556395e-15,1.9799789452682533e-17,5.282047968401972e-17,3.160432559422708e-14,5.903080332777966e-14,9.508956524112255e-17,5.092165107636939e-20
9.470289209194423e-07,0.11230560474904966,0.0,0.0,0.0,0.0,0.9994332669766718,0.0002439360341185916,3.02767711098548e-05,4.9537420878618886e-05,1.955683730221253e-05,0.00038970621463216043,0.00037032330799308084,2.0427196940284472e-10,7.491903756666051e-10,1.2254246090635788e-08,8.126312794418951e-15,5.901218272154551e-15,2.3735532173359282e-17,6.330481084988319e-17,3.836857799627337e-14,7.306547039987543e-14,1.1770051418983413e-16,6.302940954640157e-20
9.713183833498678e-07,0.11230909014262373,0.0,0.0,0.0,0.0,0.9994007554554623,0.00024867766246173276,3.1578222983600275e-05,5.201101321384924e-05,2.040844154168755e-05,0.000417306828892457,0.00039691565984563523,2.2301513559346506e-10,8.33216708745931e-10,1.3986788236658688e-08,9.275242665269543e-15,7.039851715040933e-15,2.83152773644787e-17,7.550188269160433e-17,4.633358401217797e-14,8.993197145676299e-14,1.448744273277819e-16,7.758041769994646e-20
9.956078457802933e-07,0.11231270343135548,0.0,0.0,0.0,0.0,0.9993670741216765,0.0002533445886157051,3.2895538972165214e-05,5.454024811854554e-05,2.1270391227352213e-05,0.00044607072164456254,0.0004246466221332177,2.4288502328864545e-10,9.240553990416382e-10,1.5910597538868726e-08,1.0551011576543988e-14,8.35922524938156e-15,3.362198498152826e-17,8.96319039341469e-17,5.5669266972227367e-14,1.1010267698977816e-13,1.773725523389071e-16,9.498226475395671e-20
9.999999999999997e-07,0.11231644603352066,0.0,0.0,0.0,0.0,0.9993608578181079,0.000254180534212258,3.3135376226996484e-05,5.5003512472960344e-05,2.1427316060684362e-05,0.00045139719075436475,0.0004297836837054598,2.4660054011125826e-10,9.41234232728103e-10,1.6280061148231177e-08,1.0796020454740955e-14,8.618815856312764e-15,3.4666095262961265e-17,9.241167669089622e-17,5.751800780136169e-14,1.1414326785331006e-13,1.8388265274959942e-16,9.846822622718504e-20
1.0198973082107189e-06,0.11231644603352066,0.0,0.0,0.0,0.0,0.9993322106467424,0.00025793709591509376,3.4227937023318904e-05,5.712478562748393e-05,2.2142143740656475e-05,0.0004760110162334088,0.0004535293994320585,2.6391035426500577e-10,1.0220366181501373e-09,1.8040893694418953e-08,1.1963712559844881e-14,9.88188276706754e-15,3.9746329792885395e-17,1.0593550191420949e-16,6.656336019728534e-14,1.3411226583393474e-13,2.1605656540755402e-16,1.15696308555014e-19
1.0441867706411444e-06,0.11232031928607643,0.0,0.0,0.0,0.0,0.9992961534258556,0.00026245548793140327,3.557463871174455e-05,5.9764280955634435e-05,2.30231588618113e-05,0.0005071401001843288,0.00048357646495727954,2.86118905973489e-10,1.1274929043038878e-09,2.0393612223878242e-08,1.3523913353754083e-14,1.1632387497774736e-14,4.6787108634448173e-17,1.2467481038535563e-16,7.922255344020684e-14,1.625637036234121e-13,2.6189820900766456e-16,1.4024283525040916e-19
1.06847623307157e-06,0.11232432444548966,0.0,0.0,0.0,0.0,0.9992588915739764,0.0002669000883057075,3.693486987297141e-05,6.245838422867377e-05,2.3912899223855046e-05,0.0005394696287879827,0.0005147995643768813,3.0953746796945037e-10,1.2407585551743108e-09,2.2985407129199194e-08,1.524265816670897e-14,1.363742204522928e-14,5.485164277055967e-17,1.4613452726665962e-16,9.387366366174603e-14,1.96134785063178e-13,3.159898388530437e-16,1.6920670564211372e-19
1.0927656955019955e-06,0.11232846268873606,0.0,0.0,0.0,0.0,0.9992204149219662,0.0002712712405887888,3.830786123844831e-05,6.52067402078536e-05,2.481083076773221e-05,0.0005730105285435107,0.0005472097194874802,3.341918143422306e-10,1.3621690192237082e-09,2.583365386287933e-08,1.713146964624913e-14,1.592588594176293e-14,6.405617027484593e-17,1.7062292387073251e-16,1.1076479826445334e-13,2.3558459511330065e-13,3.795548401681707e-16,2.0324293157318856e-19
1.117055157932421e-06,0.11233273511246976,0.0,0.0,0.0,0.0,0.9991807140115384,0.0002755693080249775,3.969284904685945e-05,6.800898806434823e-05,2.571642318189331e-05,0.0006077730018187005,0.0005808172330728776,3.601066676701136e-10,1.4920602818292635e-09,2.8956449653645296e-08,1.920234909521334e-14,1.8528992923858536e-14,7.452623728366034e-17,1.9847290460404361e-16,1.3016653059092154e-13,2.8176061508901267e-13,4.539590838654973e-16,2.4308280899331687e-19
1.1413446203628465e-06,0.11233714273490843,0.0,0.0,0.0,0.0,0.9991397800895043,0.00027979467330376917,4.108907563600818e-05,7.086476118421461e-05,2.6629150328834296e-05,0.0006437665322347303,0.0006156316944653832,3.8730565384947465e-10,1.6307682544141406e-09,3.237261216775258e-08,2.1467775584174575e-14,2.1480366362807124e-14,8.639708183198334e-17,2.300430230882812e-16,1.5237306361982396e-13,3.3560621864902647e-13,5.407230114492883e-16,2.8954038758370536e-19
1.165634082793272e-06,0.11234168649634282,0.0,0.0,0.0,0.0,0.9990976051021139,0.0002839477383168211,4.249579003491296e-05,7.37736869696254e-05,2.7548490671651745e-05,0.0006809998899575402,0.0006516619850161396,4.158112825353886e-10,1.7786281693006515e-09,3.610167836036055e-08,2.3940705189919013e-14,2.4816128970308372e-14,9.981399466708139e-17,2.657183808603607e-16,1.777033868617405e-13,3.9816811462887394e-13,6.415336343548752e-16,3.435188945500266e-19
1.1899235452236976e-06,0.1123463672589079,0.0,0.0,0.0,0.0,0.9990541816881926,0.00028802892385808467,4.391224852246752e-05,7.67353866931633e-05,2.847392767822365e-05,0.0007194811382274459,0.000688916284765902,4.4564494355355303e-10,1.935973975149861e-09,4.016390045267006e-08,2.6634568327843322e-14,2.8574990044708606e-14,1.1493267016332097e-16,3.0591157005652966e-16,2.0650241734985382e-13,4.706044620070027e-13,7.582576171893711e-16,4.0601773863064654e-19
1.2142130076541231e-06,0.11235118580898916,0.0,0.0,0.0,0.0,0.9990095031722903,0.0002920386693267452,4.5337715184374e-05,7.974947535146287e-05,2.9404950223950982e-05,0.0007592176398819236,0.0007274020791091995,4.76826858293955e-10,2.1031377404039575e-09,4.4580241941340974e-08,2.956326710576107e-14,3.2798332305767044e-14,1.3191955557624698e-16,3.510636767101179e-16,2.3914212401565976e-13,5.541929614715731e-13,8.929543231426817e-16,4.781394938671598e-19
1.2385024700845487e-06,0.1123561428561556,0.0,0.0,0.0,0.0,0.9989635635565092,0.00029597743236617704,4.6771462429881113e-05,8.281556157888639e-05,3.034105296721856e-05,0.0008002160652415374,0.0007671261667786545,5.093760353775677e-10,2.2804490648482485e-09,4.937237034297477e-08,3.2741170512504716e-14,3.753029266061646e-14,1.509521759057108e-16,4.0164503746863024e-16,2.7602262788435504e-13,6.503396997877791e-13,1.0478900734649271e-15,5.610975332480133e-19
1.2627919325149742e-06,0.11236123903625332,0.0,0.0,0.0,0.0,0.9989163575126598,0.0002998456885232499,4.821277151366636e-05,8.593324754601708e-05,3.1281736727805234e-05,0.0008424823996595367,0.0008080946675033939,5.433103212061537e-10,2.4682345041633113e-09,5.456265074800887e-08,3.6183110143293894e-14,4.2817833577165285e-14,1.7221942098144453e-16,4.581558582021176e-16,3.1757327676547757e-13,7.605877752414628e-13,1.2255520543480792e-15,6.562234735360522e-19
1.2870813949453997e-06,0.11236647490997596,0.0,0.0,0.0,0.0,0.9988678803730442,0.0003036439308385188,4.966093301058716e-05,8.910212892341928e-05,3.222650883324432e-05,0.0008860219524987004,0.0008503130310473872,5.786463976912765e-10,2.6668170026653513e-09,6.01741358210994e-08,3.9904373568582094e-14,4.8710815104493916e-14,1.9592183510943498e-16,5.211272749916264e-16,3.642536809847919e-13,8.866267272983084e-13,1.4286635203955711e-15,7.649753142156465e-19
1.3113708573758252e-06,0.11237185096659319,0.0,0.0,0.0,0.0,0.9988181281218058,0.00030737266947227057,5.1115247302427385e-05,9.232179481794436e-05,3.317488347257264e-05,0.0009308393655217283,0.0008937860456801948,6.153996422032783e-10,2.8765153416923154e-09,6.623055727598676e-08,4.392069868069611e-14,5.5262065171226687e-14,2.2227189981677297e-16,5.911221858408251e-16,4.165547094126649e-13,1.0303015731035189e-12,1.6601983638105428e-15,8.889452369335919e-19
1.3356603198062508e-06,0.11237736762200841,0.0,0.0,0.0,0.0,0.9987670973846697,0.00031103243124577833,5.257502500585036e-05,9.559182778818223e-05,3.412638200989551e-05,0.0009769386229584733,0.0009385178482672985,6.535841736143341e-10,3.097643601508835e-09,7.275631305347649e-08,4.8248265190867256e-14,6.25274357782809e-14,2.514942599370401e-16,6.687351377651319e-16,4.749994459669696e-13,1.193622811288811e-12,1.9233972444412732e-15,1.029868240316854e-18
1.3599497822366763e-06,0.11238302522324657,0.0,0.0,0.0,0.0,0.9987147854195036,0.00031462375923579244,5.403958742165582e-05,9.89118038182135e-05,3.5080533311518905e-05,0.001024323060722745,0.0009845119335393983,6.932130669678933e-10,3.3305106416442724e-09,7.977645674373547e-08,5.290368761469657e-14,7.056584990237818e-14,2.8382591223147383e-16,7.545930497212542e-16,5.40144099855069e-13,1.3787758350341456e-12,2.221782767746986e-15,1.1896302650721061e-18
1.3842392446671018e-06,0.11238882404587185,0.0,0.0,0.0,0.0,0.9986611901050299,0.000318147212267063,5.5508266911383537e-05,0.00010228129238605034,3.603687402339655e-05,0.001072995377558163,0.0010317711652212916,7.342981269546418e-10,3.575419596303362e-09,8.731668189320832e-08,5.790400486537515e-14,7.94393572660226e-14,3.1951642957185513e-16,8.493571940532148e-16,6.12578856272144e-13,1.5881314836533897e-12,2.5591764966341953e-15,1.3702773010795741e-18
1.4085287070975274e-06,0.11239476429938981,0.0,0.0,0.0,0.0,0.9986063099307331,0.0003216033644846704,5.6980407309895427e-05,0.00010569985646892504,3.699494887196708e-05,0.001122957644944299,0.001080297785965649,7.768496030907749e-10,3.832667389807687e-09,9.540330970020888e-08,6.32666720938757e-14,8.921318069570585e-14,3.588281475530644e-16,9.537222775955313e-16,6.929286725116234e-13,1.824255712887673e-12,2.93971454296921e-15,1.5740237339981619e-18
1.432818169527953e-06,0.11240084612407747,0.0,0.0,0.0,0.0,0.9985501439849596,0.0003249928048196315,5.8455364262293365e-05,0.00010916705264502149,3.7954310912915655e-05,0.001174211318892905,0.0011300934291075385,8.208768948386805e-10,4.1025442721477666e-09,1.0406327153135294e-07,6.900954909448032e-14,9.995573461346217e-14,4.020362390668444e-16,1.0684143949419352e-15,7.818540327528751e-13,2.089920424434594e-12,3.3678650332825687e-15,1.803261694451682e-18
1.4571076319583784e-06,0.11240706959609305,0.0,0.0,0.0,0.0,0.9984926919432283,0.00032831613648022284,5.993250555167374e-05,0.00011268243118480366,3.8914521772973976e-05,0.0012267572515341372,0.0011811591302132475,8.66388313223757e-10,4.385333374808457e-09,1.1332409200364812e-07,7.515088908603581e-14,1.117386555379475e-13,4.494288365015307e-16,1.1941961863764986e-15,8.800515898519543e-13,2.388113986968348e-12,3.848445070268956e-15,2.0605701383716933e-18
