Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),CH4(3),H(6),C2H4(9),H2(11),C3H7(16),C2H3(14),C#C(26),C2H2(30)
4.3395256718285614e-07,0.11225842697365603,0.0,0.0,0.0,0.0,0.9998767873838178,0.00012603198502332083,7.90348572831855e-06,1.0869824509568624e-05,4.9625688878379325e-06,4.6857969923463006e-05,4.289398861345332e-05,1.2616249593634731e-11,2.7540008673647232e-11,2.0929899706187562e-10,1.3879015104745726e-16
4.5020171543875637e-07,0.11225926227020093,0.0,0.0,0.0,0.0,0.9998688479604554,0.00013028802400462457,8.424684570762569e-06,1.1681039674787514e-05,5.299450499285821e-06,5.1742516325313566e-05,4.74651822522616e-05,1.440754292680307e-11,3.214583196115828e-11,2.5305098847058734e-10,1.678033146347173e-16
4.664508636946566e-07,0.11226013249000436,0.0,0.0,0.0,0.0,0.9998605810369464,0.00013451005882115737,8.96031033029542e-06,1.2520271350291993e-05,5.6460270117172875e-06,5.694312176837372e-05,5.234080807635597e-05,1.6375477999056578e-11,3.732516803473747e-11,3.0398010298021067e-10,2.0157588924030428e-16
4.98949160206457e-07,0.11226198143260366,0.0,0.0,0.0,0.0,0.9998430317741945,0.0001428519617048831,1.0074008904063717e-05,1.4282363014695523e-05,6.367690730159052e-06,6.832654266884878e-05,6.303947742988011e-05,2.0881554013785836e-11,4.95998505868684e-11,4.309497626488827e-10,2.857733705448498e-16
5.314474567182575e-07,0.11226398112271814,0.0,0.0,0.0,0.0,0.9998240750548556,0.00015105741744563325,1.1242892586060424e-05,1.6155271044145502e-05,7.1263969092279245e-06,8.107500610026803e-05,7.505693802119007e-05,2.621622777213757e-11,6.477655015100512e-11,5.98111366148484e-10,3.9662369331693415e-16
5.639457532300579e-07,0.11226613864597654,0.0,0.0,0.0,0.0,0.9998036484321158,0.00015912620290636767,1.2465239965915062e-05,1.8138187098142082e-05,7.92095943259755e-06,9.525318629085425e-05,8.845801968084591e-05,3.246287242018887e-11,8.330201388410498e-11,8.146277151494836e-10,5.402031397258133e-16
5.964440497418584e-07,0.1122684608487602,0.0,0.0,0.0,0.0,0.9997816915938014,0.00016705815000277413,1.3739299729566259e-05,2.023031980574476e-05,8.750170964292539e-06,0.00011092361532745843,0.00010330540004042769,3.970609095702594e-11,1.0565676018400151e-10,1.0910202632698608e-09,7.234889884666382e-16
6.256925166024787e-07,0.11227069709386045,0.0,0.0,0.0,0.0,0.9997605740068674,0.00017407981246821385,1.4928698194141476e-05,2.2205976666631187e-05,9.525072725401128e-06,0.00012635279933886575,0.00011795466677130476,4.71476694827028e-11,1.2947388431731888e-10,1.4008355152909534e-09,9.289390507037657e-16
6.54940983463099e-07,0.11227307672072406,0.0,0.0,0.0,0.0,0.9997381289660079,0.00018099050441536447,1.615722991536026e-05,2.4268910042895956e-05,1.032614029619729e-05,0.00014308207771386827,0.00013386701610934264,5.5528308147681e-11,1.572050306621251e-10,1.7786345638777368e-09,1.1794721463056153e-15
6.812646036376574e-07,0.11227534468101627,0.0,0.0,0.0,0.0,0.9997167608682561,0.00018711524546917666,1.7295270216709146e-05,2.6199713856302776e-05,1.1068715336405866e-05,0.00015928391437587658,0.00014930204908571902,6.392562079494921e-11,1.8585390965755431e-10,2.1857442289849977e-09,1.449442653399016e-15
7.075882238122157e-07,0.11227773555775247,0.0,0.0,0.0,0.0,0.9996942579155766,0.0001931501256208755,1.8462956295147565e-05,2.820036230893526e-05,1.1831067455537366e-05,0.0001766008906446663,0.0001658223854222424,7.318002715917056e-11,2.1832852570847446e-10,2.6654179439167134e-09,1.7675336784693113e-15
7.339118439867741e-07,0.11228025238987308,0.0,0.0,0.0,0.0,0.9996705933976592,0.0001990951983874222,1.9659304121247658e-05,3.0270456129336497e-05,1.2612516609804164e-05,0.00019506086386792215,0.0001834559495909167,8.333697847802547e-11,2.5495901568100273e-10,3.227126079490117e-09,2.1400255114056573e-15
7.602354641613324e-07,0.11228289810518152,0.0,0.0,0.0,0.0,0.9996457415921679,0.0002049505443865832,2.088332344907443e-05,3.2409596740379307e-05,1.3412378160895118e-05,0.00021469069493272377,0.0002022296700521815,9.444161245427162e-11,2.9608734425113676e-10,3.881133890710151e-09,2.573725576030889e-15
7.865590843358907e-07,0.11228567552037726,0.0,0.0,0.0,0.0,0.9996196777713922,0.00021071627167674613,2.2134018851356774e-05,3.4617385385769166e-05,1.4229963594061153e-05,0.0002355162408181919,0.00022216947245602253,1.0653864019574874e-10,3.4206669123756056e-10,4.638528619213492e-09,3.0759864036544084e-15
8.128827045104491e-07,0.1122885873397951,0.0,0.0,0.0,0.0,0.9995923782075439,0.0002163925160340542,2.3410390763485156e-05,3.689342230107979e-05,1.5064581244558091e-05,0.00025756234850693796,0.0002433002741760012,1.1967223743490358e-10,3.9326079578296623e-10,5.5112446995338224e-09,3.654722349164848e-15
8.365739626675516e-07,0.11229132503731766,0.0,0.0,0.0,0.0,0.9995667332376016,0.00022142476277126955,2.4580250254680797e-05,3.8999875960114804e-05,1.5829726055016843e-05,0.00027846714419464317,0.0002633560785991164,1.324147385753412e-10,4.4410269933410294e-10,6.405853707525129e-09,4.2479769948886355e-15
8.602652208246541e-07,0.11229417551461277,0.0,0.0,0.0,0.0,0.9995400530277,0.0002263847993650247,2.5769363212664562e-05,4.116099102999207e-05,1.660759759955163e-05,0.0003003965808548788,0.00028441269221385796,1.4606336343390299e-10,4.997497620827704e-10,7.41418478941866e-09,4.916646314023957e-15
8.839564789817566e-07,0.11229714050904087,0.0,0.0,0.0,0.0,0.9995123223708208,0.00023127278311433554,2.697699652824746e-05,4.3376470963295434e-05,1.739768802800966e-05,0.0003233666573602754,0.0003064861710904684,1.6064880005052963e-10,5.60486222299788e-10,8.546786126447265e-09,5.667725376152141e-15
9.076477371388591e-07,0.11230022168392942,0.0,0.0,0.0,0.0,0.9994835267225644,0.00023608888988619316,2.8202416980409876e-05,4.564601671601464e-05,1.8199489249464817e-05,0.00034739270142998655,0.0003295919026815052,1.7620114045392284e-10,6.266013836927478e-10,9.814813910121935e-09,6.5086124591917996e-15
9.313389952959617e-07,0.11230342062834467,0.0,0.0,0.0,0.0,0.9994536522012442,0.0002408333141376639,2.944489184470766e-05,4.7969326366737984e-05,1.9012493362197047e-05,0.00037248936909500016,0.0003537446055854572,1.9274983092437818e-10,6.983891289590958e-10,1.1230042076088174e-08,7.447115504701598e-15
9.55030253453064e-07,0.11230673885714747,0.0,0.0,0.0,0.0,0.9994226855870262,0.00024550626889328713,3.070368949713919e-05,5.0346094770891955e-05,1.983619308156265e-05,0.00039867064513221013,0.00037895833025692916,2.1032362097597673e-10,7.761474206797584e-10,1.2804870320911549e-08,8.49145743448999e-15
9.787215116101666e-07,0.11231017781140219,0.0,0.0,0.0,0.0,0.9993906143206306,0.00025010798570214156,3.197808001152306e-05,5.2776013232242075e-05,2.067008216417663e-05,0.0004259498439457472,0.0004052464601522444,2.2895051799388473e-10,8.601777919791045e-10,1.4552331219217507e-08,9.650280870616014e-15
9.999999999999997e-07,0.11231373885861726,0.0,0.0,0.0,0.0,0.9993608578186078,0.00025418053423434996,3.3135376250344764e-05,5.500351245863515e-05,2.1427316078057282e-05,0.0004513971904070809,0.000429783683213995,2.46600539998077e-10,9.412475539882648e-10,1.6280228312297558e-08,1.0796131306866581e-14
1.002412769767269e-06,0.11231373885861726,0.0,0.0,0.0,0.0,0.9993574265019817,0.00025463871459261426,3.326733575234497e-05,5.525876917757717e-05,2.1513655829635982e-05,0.00045433961050069796,0.0004326217129244164,2.4865774754648124e-10,9.507848279518434e-10,1.6486097148862253e-08,1.0932652728086086e-14
1.0261040279243716e-06,0.1123174232924934,0.0,0.0,0.0,0.0,0.9993231108880082,0.00025909872398717965,3.457073195723426e-05,5.7794045864598255e-05,2.2366411175981754e-05,0.000483851922127086,0.0004610961424662781,2.6947170799529373e-10,1.0482756377279005e-09,1.8620485502153907e-08,1.2348067670927636e-14
1.0497952860814741e-06,0.11232123233370554,0.0,0.0,0.0,0.0,0.9992876568896526,0.00026348830058025956,3.588754730697583e-05,6.038152212153487e-05,2.3227847587234722e-05,0.0005144980911264896,0.0004906811417347877,2.914179308189462e-10,1.1529593219339501e-09,2.097046223417153e-08,1.3906450465487144e-14
1.0734865442385766e-06,0.11232516713012958,0.0,0.0,0.0,0.0,0.9992510545683738,0.0002678077491922568,3.721706448579265e-05,6.302087210779083e-05,2.409746713479788e-05,0.0005462887679017612,0.0005213874460839106,3.1452105073332135e-10,1.2651464361257585e-09,2.355164430317717e-08,1.561815759900665e-14
1.0971778023956792e-06,0.11232922875752854,0.0,0.0,0.0,0.0,0.9992132946325388,0.00027205739261908836,3.855857073769037e-05,6.571176507932198e-05,2.4974774976444276e-05,0.0005792339441987963,0.0005532251367059023,3.3880477612651384e-10,1.3851484519758616e-09,2.6380301851054824e-08,1.749397872579751e-14
1.1208690605527817e-06,0.11233341821939262,0.0,0.0,0.0,0.0,0.9991743684328623,0.00027623757143676507,3.99113584027277e-05,6.845386519403862e-05,2.5859279742062062e-05,0.0006133429573262418,0.0005862036450228072,3.6429184766404667e-10,1.5132772161833595e-09,2.9473358244776673e-08,1.9545136694927272e-14
1.1445603187098842e-06,0.1123377364484829,0.0,0.0,0.0,0.0,0.9991342679576615,0.0002803486437984239,4.1274725446293706e-05,7.124683132550799e-05,2.6750493914660117e-05,0.0006486244945678734,0.0006203317572644513,3.910040122874031e-10,1.6498444129685758e-09,3.284838965844798e-08,2.178328727323107e-14
1.1682515768669867e-06,0.11234218430624195,0.0,0.0,0.0,0.0,0.9990929858271167,0.000284390985183854,4.26479759649853e-05,7.409031691934177e-05,2.7647934195810412e-05,0.0006850865986154456,0.0006556176200370789,4.189620196653304e-10,1.7951610275180508e-09,3.652362235736423e-08,2.4220517344384086e-14
1.1919428350240892e-06,0.11234676258482437,0.0,0.0,0.0,0.0,0.9990505152875969,0.0002883649881543293,4.403042068867051e-05,7.698396984774769e-05,2.8551121868306026e-05,0.0007227366729406253,0.0006920687458316089,4.481855875099042e-10,1.9495368154771135e-09,4.0517930062969194e-08,2.686934316162642e-14
1.2156340931811917e-06,0.11235147200629983,0.0,0.0,0.0,0.0,0.9990068502049602,0.0002922710620575414,4.5421377455821994e-05,7.992743230921945e-05,2.9459583140775126e-05,0.0007615814882217128,0.0007296920195548731,4.786933505313135e-10,2.1132797760498236e-09,4.4850828873222876e-08,2.974270697931797e-14
1.2393253513382943e-06,0.11235631322512847,0.0,0.0,0.0,0.0,0.9989619850580658,0.0002961096327464434,4.682017168693165e-05,8.292034072000005e-05,3.0372849490551978e-05,0.0008016271885580588,0.000768493704853518,5.105028879163357e-10,2.286695635676268e-09,4.95424726100673e-08,3.285397396771958e-14
1.2630166094953968e-06,0.11236128682705201,0.0,0.0,0.0,0.0,0.9989159149310921,0.000299881142238368,4.8226136824763774e-05,8.596232565933987e-05,3.129045798411174e-05,0.0008428792989188764,0.0008084794516342117,5.436307453258417e-10,2.470087337469326e-09,5.461364524695769e-08,3.62169271913981e-14
1.2867078676524993e-06,0.11236639333210924,0.0,0.0,0.0,0.0,0.9988686355062355,0.00030358604839894707,4.9638614775761306e-05,8.905301179862383e-05,3.2211951597663454e-05,0.0008853427322023262,0.0008496543032042897,5.780923220306981e-10,2.663754543976855e-09,6.008575419847082e-08,3.9845763159322956e-14
1.3103991258096018e-06,0.11237163319312607,0.0,0.0,0.0,0.0,0.9988201430550645,0.00030722482455628906,5.105695631168284e-05,9.219201789268834e-05,3.313687951068125e-05,0.0009290217976889315,0.0008920227047626273,6.139018515251542e-10,2.8679931480163046e-09,6.598082022771979e-08,4.3755085131975466e-14
1.3340903839667043e-06,0.11237700679938302,0.0,0.0,0.0,0.0,0.9987704344305232,0.00031079795915609556,5.248052147837634e-05,9.53789567423588e-05,3.4064797403433287e-05,0.0009739202088281112,0.000935588511242936,6.510725951590692e-10,3.083094800558262e-09,7.232146890836056e-08,4.795989745942548e-14
1.3577816421238068e-06,0.11238251447456807,0.0,0.0,0.0,0.0,0.9987195070574005,0.00031430595533431883,5.390867995652685e-05,9.861343522987896e-05,3.499526772180671e-05,0.0010200410926181857,0.0009803549966982176,6.896167455451873e-10,3.3093464483124366e-09,7.913091812132102e-08,5.2475597289848e-14
1.3814729002809094e-06,0.11238815648121972,0.0,0.0,0.0,0.0,0.9986673589237496,0.00031774933055104816,5.5340811437675545e-05,0.00010189505431044507,3.592785995147334e-05,0.001067386998008593,0.001026324862736919,7.295451014553659e-10,3.5470298906675927e-09,8.643296793729405e-08,5.731796786008205e-14
1.4051641584380119e-06,0.11239393301817371,0.0,0.0,0.0,0.0,0.9986139885707775,0.0003211286161378836,5.677630595071068e-05,0.00010522340907804695,3.686215085814317e-05,0.0011159599058916242,0.001073500248496354,7.708675140509788e-10,3.796421348553676e-09,9.425198646301589e-08,6.250316910941914e-14
1.4288554165951144e-06,0.11239984422477593,0.0,0.0,0.0,0.0,0.9985593950828424,0.00032444435686096505,5.821456417242555e-05,0.00010859808882919748,3.779772471619036e-05,0.0011657612389952706,0.0011218827405160572,8.135929477940699e-10,4.057791053027783e-09,1.0261289582236775e-07,6.804772838313498e-14
1.452546674752217e-06,0.11240589018027623,0.0,0.0,0.0,0.0,0.9985035780774408,0.000327697110484515,5.9654997740560996e-05,0.0001120186771258211,3.873417353826481e-05,0.0012167918717844843,0.001171473382620162,8.577289199414706e-10,4.331402851006344e-09,1.1154115815326385e-07,7.396853114638813e-14
1.4762379329093194e-06,0.11241207090545746,0.0,0.0,0.0,0.0,0.9984465376947654,0.0003308874473180721,6.109702952751458e-05,0.00011548475188480407,3.9671097277094596e-05,0.0012690521408280596,0.0012222726862443514,9.032817018258997e-10,4.61751383152463e-09,1.2106276023464796e-07,8.028281078901858e-14
1.499929191066422e-06,0.11241838636394955,0.0,0.0,0.0,0.0,0.9983882745869395,0.0003340159497454713,6.254009390944354e-05,0.0001189958854802596,4.060810402376344e-05,0.0013225418554933502,0.0012742806410829847,9.502572138369932e-10,4.9163739650312855e-09,1.3120419737360168e-07,8.700813794029316e-14
1.5236204492235244e-06,0.1124248364632123,0.0,0.0,0.0,0.0,0.998328789906916,0.00033708321174388063,6.398363699733074e-05,0.00012255164486944296,4.1544810178974006e-05,0.00137726030901362,0.0013274967260871982,9.986599079591318e-10,5.228225769649752e-09,1.4199245611715226e-07,9.416240900535353e-14
1.5449425815649168e-06,0.11243075654971803,0.0,0.0,0.0,0.0,0.9982742105981801,0.00033979188685006315,6.52827869042319e-05,0.0001257896212099845,4.238727848868074e-05,0.0014275564978148319,0.001376423320571011,1.043444934812212e-09,5.520194458160723e-09,1.5227760740385656e-07,1.009830444300034e-13
1.566264713906309e-06,0.11243678543211556,0.0,0.0,0.0,0.0,0.9982186446689145,0.00034245189564589433,6.658149876298347e-05,0.00012906306637999648,4.322893184215466e-05,0.0014788457648190066,0.001426326597768069,1.0893901857994618e-09,5.8230422072639565e-09,1.6312925439530893e-07,1.0817935530000452e-13
1.5875868462477014e-06,0.11244292293157332,0.0,0.0,0.0,0.0,0.9981620939546965,0.00034506369325970333,6.787939398518082e-05,0.00013237165401035525,4.406950846630521e-05,0.0015311265678742345,0.0014772051617870843,1.1364968549628113e-09,6.136929118651223e-09,1.7456801826331239e-07,1.1576501676546517e-13
1.6089089785890938e-06,0.11244916883564607,0.0,0.0,0.0,0.0,0.9981045605910039,0.0003476277411904121,6.917610215841042e-05,0.00013571505455398235,4.4908752394451644e-05,0.0015843970548876155,0.0015290573101120117,1.1847650028466444e-09,6.4620096878581715e-09,1.8661479618276783e-07,1.2375388701331473e-13
1.630231110930486e-06,0.11245552289915575,0.0,0.0,0.0,0.0,0.9980460470062197,0.0003501445070075609,7.047126113947064e-05,0.0001390929353870981,4.574641353557751e-05,0.0016386550708366524,0.0015818810405522725,1.234194418226402e-09,6.798432664115229e-09,1.9929074974413287e-07,1.3215999958103748e-13
1.6515532432718784e-06,0.11246198484479962,0.0,0.0,0.0,0.0,0.9979865559144396,0.00035261446404534366,7.17645171235364e-05,0.00014250496092456402,4.658224772669673e-05,0.001693898165000244,0.0016356740583995184,1.2847843492830608e-09,7.146340922500783e-09,2.1261729270432646e-07,1.4099755523887124e-13
1.6728753756132707e-06,0.11246855436412952,0.0,0.0,0.0,0.0,0.9979260903082621,0.00035503809109763384,7.30555247002467e-05,0.000145950792739949,4.7416016775865935e-05,0.0017501235982186538,0.0016904337836085809,1.3365330155297695e-09,7.505871347262486e-09,2.266160785567302e-07,1.5028091374457112e-13
1.694197507954663e-06,0.1124752311182906,0.0,0.0,0.0,0.0,0.9978646534516304,0.0003574158721151148,7.434394692018676e-05,0.00014943008967969697,4.82474885118649e-05,0.001807328350090871,0.0017461573579221309,1.3894381221183333e-09,7.877154723916784e-09,2.4130898834524535e-07,1.6002458575220902e-13
1.7155196402960554e-06,0.1124820147387824,0.0,0.0,0.0,0.0,0.9978022488726059,0.0003597482959023739,7.562945533913726e-05,0.00015294250798629402,4.9076436817913725e-05,0.0018655091262603416,0.001802841652075179,1.4434971572375594e-09,8.260315646321625e-09,2.56718118129811e-07,1.702432245140357e-13
1.7368417726374477e-06,0.11248890482833773,0.0,0.0,0.0,0.0,0.9977388803560809,0.0003620358558133528,7.691173006117426e-05,0.00015648770142374395,4.990264166420881e-05,0.0019246623657592364,0.0018604832730555639,1.4987065453861983e-09,8.655472433650505e-09,2.728657663090495e-07,1.8095161748740192e-13
1.75816390497884e-06,0.11249590096165447,0.0,0.0,0.0,0.0,0.9976745519364113,0.00036427904944427497,7.819045975783161e-05,0.00016006532141313732,5.0725889123672304e-05,0.001984784248458588,0.0019190785714623317,1.5550621993123866e-09,9.062737060127706e-09,2.897744205567397e-07,1.9216467761773922e-13
1.777353824086093e-06,0.11250228777566193,0.0,0.0,0.0,0.0,0.9976158391711317,0.0003662604049839363,7.933803508800766e-05,0.00016331261422544076,5.1464111386448134e-05,0.0020397187725214525,0.0019726265171916084,1.6067588433659023e-09,9.43971481180699e-09,3.0566159781717437e-07,2.027003420088511e-13
1.796543743193346e-06,0.11250875977086604,0.0,0.0,0.0,0.0,0.9975563556256284,0.0003682065981802678,8.048227885638456e-05,0.0001665856312746652,5.2199622502333534e-05,0.002095431464669328,0.002026940777362231,1.659376733029762e-09,9.826657994940971e-09,3.2220018107448557e-07,2.1366799154998459e-13
1.8157336623005988e-06,0.11251531658232543,0.0,0.0,0.0,0.0,0.9974961047300192,0.00037011799938954225,8.162298195122328e-05,0.0001698841141214239,5.293227923761051e-05,0.002151919031140937,0.0020820181880615617,1.7129117747671073e-09,1.0223634838289084e-08,3.3940690517080556e-07,2.2507872414798507e-13
1.8349235814078518e-06,0.11252195782878727,0.0,0.0,0.0,0.0,0.9974350900597934,0.00037199498099938356,8.27599408977008e-05,0.00017320780313239103,5.3661942377172906e-05,0.0022091780266603124,0.002137855435444939,1.767359660894244e-09,1.063070929439471e-08,3.57298596534098e-07,2.369436984505844e-13
1.8541135005151047e-06,0.11252868311314178,0.0,0.0,0.0,0.0,0.9973733153314713,0.000373837917253076,8.389295784675958e-05,0.00017655643756609135,5.438847671722201e-05,0.0022672048588423762,0.002194449060080559,1.8227156880188564e-09,1.1047941027709618e-08,3.7589216534111767e-07,2.492741286461412e-13
1.8733034196223576e-06,0.11253549202290428,0.0,0.0,0.0,0.0,0.9973107843982834,0.00037564718407540553,8.502184056143359e-05,0.00017992975565860254,5.511175105604606e-05,0.002325995792580411,0.002251795461276318,1.8789748137669196e-09,1.147538540735868e-08,3.9520459771394474e-07,2.6208127928862856e-13
1.8924933387296105e-06,0.11254238413070096,0.0,0.0,0.0,0.0,0.9972475012458626,0.00037742315890014857,8.614640240060292e-05,0.00018332749470928927,5.583163818270592e-05,0.0023855469544169674,0.002309890901389895,1.9361317184736436e-09,1.1913093505778749e-08,4.1525294794645377e-07,2.7537646014254006e-13
1.9206714160439383e-06,0.11255265420542068,0.0,0.0,0.0,0.0,0.9971532230177306,0.0003799714235198903,8.778947701908228e-05,0.00018836036862755257,5.688230970322175e-05,0.002474359940782861,0.002396546346307532,2.021674873769742e-09,1.2574512428985947e-08,4.460610726929477e-07,2.9580705228210896e-13
1.948849493358266e-06,0.11256310125833417,0.0,0.0,0.0,0.0,0.9970573453014313,0.00038244992656557685,8.942229438193923e-05,0.00019344449176624743,5.792503832056152e-05,0.0025647902254919406,0.002484795699304483,2.109122599789649e-09,1.3258292696734479e-08,4.78547234315717e-07,3.1735044925874147e-13
1.9770275706725934e-06,0.1125737237750704,0.0,0.0,0.0,0.0,0.9969598821480173,0.0003848598759528583,9.1044328482183e-05,0.00019857902386619805,5.8959467571072764e-05,0.0026568240450130414,0.0025746256415077593,2.198454716105842e-09,1.3964545885311036e-08,5.127660093163006e-07,3.40042844167753e-13
2.005205647986921e-06,0.11258452018286098,0.0,0.0,0.0,0.0,0.9968608481266068,0.00038720248277858405,9.26550786697354e-05,0.0002037631223172505,5.998525907409326e-05,0.002750447091858211,0.002666022315149477,2.2896498509576206e-09,1.4693363921379816e-08,5.487721142484786e-07,3.639205229887377e-13
2.0333837253012486e-06,0.1125954888536689,0.0,0.0,0.0,0.0,0.996760258296006,0.00038947896023049995,9.42540693739748e-05,0.00020899594275565727,6.1002092332475626e-05,0.002845644543535777,0.0027589713520794444,2.3826853316825373e-09,1.544481927084097e-08,5.866203542341496e-07,3.890198304430494e-13
2.061561802615576e-06,0.11260662810731266,0.0,0.0,0.0,0.0,0.9966581281766888,0.00039169052252033715,9.58408497989864e-05,0.00021427663965783203,6.200966451234926e-05,0.0029424010911637995,0.002853457901938567,2.4775375096584124e-09,1.6218965173481404e-08,6.263655721703263e-07,4.1537713630972654e-13
2.0897398799299037e-06,0.1126179362145278,0.0,0.0,0.0,0.0,0.9965544737231592,0.000393838383845065,9.741499358635703e-05,0.00021960436692981466,6.300769019845999e-05,0.0030407009677157824,0.002949466659964354,2.5741820247079764e-09,1.701583592668549e-08,6.68062598779061e-07,4.430288023004393e-13
2.1179179572442313e-06,0.11262941139999098,0.0,0.0,0.0,0.0,0.9964493112967318,0.00039592375737504003,9.897609845478863e-05,0.00022497827849012026,6.399590113219213e-05,0.0031405279758679565,0.003046981894399375,2.6725932680430107e-09,1.7835447202816792e-08,7.117662035433919e-07,4.720111495216823e-13
2.146096034558559e-06,0.11264105184529424,0.0,0.0,0.0,0.0,0.9963426576387631,0.0003979478542730101,0.00010052378580852602,0.00023039752884562647,6.497404592720956e-05,0.0032418655154063847,0.003145987473461377,2.7727444307534583e-09,1.867779639530371e-08,7.575310467017622e-07,5.023604266390215e-13
2.1742741118728864e-06,0.11265285569180274,0.0,0.0,0.0,0.0,0.9962345298442838,0.000399911882735986,0.00010205770032994989,0.00023586127365936247,6.59418897724017e-05,0.0033446966102454448,0.003246466891930431,2.874608896418896e-09,1.9542863003264354e-08,8.054116321334824e-07,5.341127786329324e-13
2.202452189187214e-06,0.11266482104375534,0.0,0.0,0.0,0.0,0.996124945336345,0.0004018170470852985,0.00010357750953709416,0.00024136867030471413,6.689921410965969e-05,0.003449003934746211,0.0033484032970382805,2.9781586997043904e-09,2.043060904677626e-08,8.554622619157644e-07,5.673042166618511e-13
2.227637277661012e-06,0.11267565058214908,0.0,0.0,0.0,0.0,0.9960257821833278,0.00040347101248839034,0.00010492369809909318,0.0002463273453219206,6.774578580830117e-05,0.0035434670103451746,0.0034407313866438843,3.072112457710154e-09,2.1243210840118728e-08,9.02077344560892e-07,5.982173515420561e-13
2.25282236613481e-06,0.11268660619736116,0.0,0.0,0.0,0.0,0.9959254823391185,0.00040507976545999826,0.00010625816405142061,0.0002513196219998128,6.858365778997767e-05,0.003639082470029058,0.003534197206645548,3.1673688676677793e-09,2.2073835826525102e-08,9.505075511996219e-07,6.303342038919179e-13
2.2780074546086078e-06,0.11269768647065963,0.0,0.0,0.0,0.0,0.9958240588123718,0.000406644154651822,0.00010758071451660861,0.00025634490425878497,6.941270565421314e-05,0.0037358373336337796,0.0036287881169539244,3.263907106100167e-09,2.2922423206102483e-08,1.0007910745319405e-06,6.636801017298126e-13
2.3031925430824057e-06,0.1127088899664604,0.0,0.0,0.0,0.0,0.9957215247620205,0.0004081650242139275,0.0001088911700318524,0.00026140259838156613,7.023281452706227e-05,0.003833718458615273,0.003724491315383503,3.361705369927076e-09,2.3788902168942926e-08,1.0529658757175507e-06,6.982802195281825e-13
2.3283776315562036e-06,0.11272021523287507,0.0,0.0,0.0,0.0,0.9956178934838444,0.00040964321334517823,0.00011018936426276063,0.0002664921133005334,7.104387885146315e-05,0.003932712553869037,0.003821293851245565,3.46074180854071e-09,2.467319219494774e-08,1.1070696613627005e-06,7.341595629525356e-13
2.351044211182622e-06,0.11273051087543683,0.0,0.0,0.0,0.0,0.995523698292907,0.0004109377810808578,0.00011134712853679123,0.00027109939733911464,7.176602374439365e-05,0.0040227477347046315,0.003909345253778772,3.5509155166096595e-09,2.5484207545932125e-08,1.157443292766542e-06,7.675652299740988e-13
2.3737107908090403e-06,0.1127409028874628,0.0,0.0,0.0,0.0,0.9954286350771697,0.0004121990570572556,0.00011249473343673615,0.0002757315532138559,7.248070013440966e-05,0.00411366367405544,0.003998266895634368,3.6420584798793243e-09,2.6309505278154343e-08,1.2094368071032247e-06,8.020451390373423e-13
2.3963773704354587e-06,0.11275139018347141,0.0,0.0,0.0,0.0,0.9953327137637394,0.0004134276411805412,0.00011363208376401925,0.0002803881565962484,7.31878495386775e-05,0.004205450425450092,0.004088049077767525,3.734154375732975e-09,2.7149007754363082e-08,1.263077080822663e-06,8.376171136443773e-13
2.419043950061877e-06,0.11276197167129481,0.0,0.0,0.0,0.0,0.9952359443386513,0.00041462412913538727,0.00011475909217126928,0.000285068785546362,7.388741902982674e-05,0.004298097976777178,0.0041786820350026965,3.8271869579385485e-09,2.800263175216246e-08,1.3183907723973657e-06,8.742988327445492e-13
2.4417105296882954e-06,0.11277264625245317,0.0,0.0,0.0,0.0,0.9951383368400087,0.00041578911217929576,0.00011587567897664395,0.00028977302065469075,7.457936110003946e-05,0.004391596257375291,0.004270155943005987,3.921139802569339e-09,2.8870288659668398e-08,1.375404311365362e-06,9.121078234680758e-13
2.4643771093147138e-06,0.11278341282310286,0.0,0.0,0.0,0.0,0.995039901351357,0.00041692317694920673,0.00011698177197527237,0.00029450044517778824,7.526363352328678e-05,0.004485935144885523,0.004362460925024066,4.015996407555062e-09,2.9751884670515033e-08,1.4341438879546333e-06,9.51061454245286e-13
2.487043688941132e-06,0.11279427027476084,0.0,0.0,0.0,0.0,0.9949406479952007,0.00041802690527526203,0.00011807730625083333,0.0002992506451698449,7.59401992176572e-05,0.004581104471959972,0.004455587058481844,4.111740267364721e-09,3.064732097942715e-08,1.4946354430582286e-06,9.911769281584137e-13
2.5201700752153776e-06,0.11281029920302568,0.0,0.0,0.0,0.0,0.9947941428131875,0.0004195865949675392,0.00011965927998171232,0.00030623300391615445,7.691504824764387e-05,0.004721663499718687,0.004593143832188114,4.253227990322299e-09,3.1980646763515975e-08,1.5862461292379073e-06,1.0519293183915902e-12
2.553296461489623e-06,0.1128265163806091,0.0,0.0,0.0,0.0,0.9946459442583154,0.0004210845014664882,0.00012121842541096396,0.00031326185978327437,7.787328759217215e-05,0.004863942464024519,0.004732401981757249,4.3965236977408084e-09,3.334297058457336e-08,1.681732752447737e-06,1.115252077934354e-12
2.5864228477638686e-06,0.11284291831216253,0.0,0.0,0.0,0.0,0.994496084207366,0.00042252238087412634,0.00012275461873183024,0.0003203359562524516,7.881485700397474e-05,0.005007909284702526,0.004873330178594773,4.541575793094064e-09,3.4733931865721134e-08,1.781173159280004e-06,1.1811968319133248e-12
