Time (s),Volume (m^3),Ar,He,Ne,N2,pentane(1),oxygen(2),HO2(13),C5H11(11),C5H11(7),C5H11(12),S(33),S(41),S(34),S(42),S(52),S(53)
1.5533380016326046,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958047519233,0.0008041950091635371,7.892619073484166e-17,2.587357996769643e-18,1.1351156966138639e-18,4.750325981040481e-19,5.083931950958089e-17,2.2304067039136808e-17,8.127217436997003e-11,3.565547381531174e-11,1.5852978967428911e-18,2.52873667034906e-12
1.6937023254115606,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958047289425,0.000804194986182578,8.655957085720116e-17,2.8375954275582206e-18,1.2448988947346478e-18,5.209755902914035e-19,5.575626589286375e-17,2.446121435776082e-17,9.690726400698764e-11,4.251485137565202e-11,1.738620696798394e-18,3.0152135969349288e-12
1.8340666491905167,0.00016236525916012024,0.0,0.0,0.0,0.0,0.999195804703823,0.0008041949610631619,9.432518539233588e-17,3.092167785745167e-18,1.3565838954431539e-18,5.67714464077007e-19,6.075838940016105e-17,2.6655730317479302e-17,1.1399725324899109e-10,5.001251793430903e-11,1.8945995323359556e-18,3.546958908802026e-12
1.9744309729694727,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958046765266,0.0008041949337669252,1.0223489633955067e-16,3.3514639336897988e-18,1.4703412989301714e-18,6.153206135838042e-19,6.585333078886135e-17,2.889096704744483e-17,1.3256824253160473e-10,5.815992419265995e-11,2.0534726612126024e-18,4.124784705676627e-12
2.1147952967484285,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958046470119,0.000804194904252169,1.1030078673886388e-16,3.615879979983678e-18,1.586344884425486e-18,6.638667633199359e-19,7.104887319486796e-17,3.117033914066616e-17,1.5264860171485e-10,6.696951648684619e-11,2.215482780987944e-18,4.7495736990780014e-12
2.2551596205273845,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958046152336,0.0008041948724738094,1.1853517618170376e-16,3.88581978801649e-18,1.7047718333139276e-18,7.134270615495655e-19,7.635295212505569e-17,3.3497328037867425e-17,1.7426900361901568e-10,7.645475150052534e-11,2.3808773405120357e-18,5.4222802557633086e-12
2.5358882680852965,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958045446885,0.0008041948019285282,1.3556005242378153e-16,4.443929477443449e-18,1.9496235583914577e-18,8.158946526373552e-19,8.73193130500508e-17,3.8308455558978876e-17,2.222644763936925e-10,9.751117500636338e-11,2.722836124905901e-18,6.915632216814584e-12
2.7885440508874173,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958044729317,0.0008041947301719491,1.5158788909977713e-16,4.969354316433016e-18,2.1801359122574765e-18,9.12361380375323e-19,9.764344330700147e-17,4.2837825652714064e-17,2.710840570982575e-10,1.1892914856230644e-10,3.044768525236376e-18,8.434625841487744e-12
3.041199833689538,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958043929773,0.0008041946502173708,1.683662274219833e-16,5.5193822368012815e-18,2.4214420348610353e-18,1.0133451701993367e-18,1.0845099967999941e-16,4.7579282938113854e-17,3.2548114706761614e-10,1.4279406951553623e-10,3.3817753566464684e-18,1.0127160513994543e-11
3.293855616491659,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958043044289,0.0008041945616689816,1.8597813180151912e-16,6.096736280925224e-18,2.67473656882552e-18,1.119345965340023e-18,1.197954870416111e-16,5.255630090530842e-17,3.857250368064184e-10,1.6922408015290357e-10,3.735525033390007e-18,1.2001615048541311e-11
3.5465113992937796,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958042068482,0.0008041944640882902,2.045108155854592e-16,6.7042755056652025e-18,2.941273828522306e-18,1.2308886808282745e-18,1.317330827449122e-16,5.77935255067027e-17,4.5211405381221085e-10,1.9835006177984657e-10,4.107769303966079e-18,1.4067271727524188e-11
3.7991671820959003,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958040997518,0.0008041943569920674,2.240560496684298e-16,7.345008378355841e-18,3.2223736771091437e-18,1.3485256629554631e-18,1.4432289983553341e-16,6.331689063255854e-17,5.249769631796631e-10,2.303162491890907e-10,4.500351458697476e-18,1.6334359880307043e-11
4.095694282092207,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958039612037,0.0008041942184437889,2.4841756110564994e-16,8.143628969944309e-18,3.572741415275767e-18,1.4951504339167176e-18,1.600150612373659e-16,7.020130653886171e-17,6.192382779282036e-10,2.716702779926756e-10,4.989672481156743e-18,1.9267247253566865e-11
4.392221382088514,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958038078708,0.0008041940651110605,2.7447345684490813e-16,8.997795305717443e-18,3.9474779675703796e-18,1.6519732557401858e-18,1.7679863866479097e-16,7.756454506588223e-17,7.235581939544879e-10,3.174371848478237e-10,5.513026561749779e-18,2.2513102239831437e-11
4.68874848208482,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958036387081,0.0008041938959481283,3.0240144648429586e-16,9.913333150586273e-18,4.349139191049947e-18,1.820063722000695e-18,1.947881014420709e-16,8.545682583706914e-17,8.386481894671532e-10,3.6792910724606154e-10,6.073983133310655e-18,2.609406205176412e-11
4.985275582081127,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958034525611,0.0008041937098011868,3.3239202090099353e-16,1.0896487282099697e-17,4.7804647703760946e-18,2.000568355443758e-18,2.1410615177499304e-16,9.39319803798747e-17,9.652932562394603e-10,4.234904343197629e-10,6.676368348883836e-18,3.003455122885922e-11
5.2818026820774335,0.00016236525916012024,0.0,0.0,0.0,0.0,0.9991958032481606,0.0008041935054005504,3.646497388478324e-16,1.1953963670942374e-17,5.244396723079837e-18,2.1947183521209503e-18,2.3488455349446315e-16,1.03047815709545e-16,1.1043572249289456e-09,4.84500143149708e-10,7.324290923697857e-18,3.436144733054853e-11
