Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234)
1.852749861753736e-08,0.11224537201643317,0.0,0.0,0.0,0.0,0.3299999888276173,0.6699999889718217,1.1085638152531522e-08,1.0940888351531927e-08,8.458059756504528e-11,2.307875505930248e-10,2.6774459169054107e-19,1.949179675443307e-12,2.1223897004964506e-12,9.270172273347963e-14,1.257735986602655e-16,5.172425940415726e-13,3.4729406453330047e-13,1.1309220717426382e-17,2.1598718687414804e-18,1.2249865575367203e-26,1.1572342477674522e-20,1.1031343678893297e-16,4.125160885272094e-14,1.4141647265064813e-24,2.0078057102124248e-25,3.5865686884984584e-33,1.1302218826279546e-27,3.307573464942076e-36,1.6049231288499195e-38,5.711421017536763e-35,1.4489247996674657e-35
1.9595426117683066e-08,0.11224537201595305,0.0,0.0,0.0,0.0,0.32999998818360143,0.669999988323266,1.1724418556253447e-08,1.1584142785599079e-08,8.955413437811253e-11,2.3145867009873542e-10,2.8348860061047644e-19,2.1830102603480167e-12,2.3816705871576646e-12,1.0994075731943553e-13,1.487944154597195e-16,5.78278473791686e-13,3.8793145608908977e-13,1.3312337708642946e-17,2.693820699828385e-18,1.527819476015432e-26,1.5304805775612142e-20,1.1702881520994825e-16,4.3832627080840075e-14,1.756716840915873e-24,2.640907518655806e-25,4.4732226495574925e-33,1.4096282274902849e-27,4.6851751606086414e-36,2.410497268528276e-38,7.866111663834708e-35,2.114515777689668e-35
2.0556560867814205e-08,0.11224537201552107,0.0,0.0,0.0,0.0,0.32999998760398286,0.6699999877395505,1.2299312510400916e-08,1.2163071298717975e-08,9.403025171967627e-11,2.3206210801554748e-10,2.976580003758676e-19,2.404577553556249e-12,2.627813119454015e-12,1.27168237929298e-13,1.7177498359624585e-16,6.359784821187875e-13,4.263113501598904e-13,1.529421604403643e-17,3.2515306655840446e-18,1.8441287032403028e-26,1.9422928800230762e-20,1.2308269508083382e-16,4.6155541188633616e-14,2.1138066843891137e-24,3.336968561218679e-25,5.399335519940887e-33,1.7014684509129818e-27,6.303345924819087e-36,3.4088363476555095e-38,1.0334137536229206e-34,2.9190557114656494e-35
2.1517695617945343e-08,0.11224537201508916,0.0,0.0,0.0,0.0,0.32999998702436006,0.6699999871558204,1.2874198598464828e-08,1.2741999162242562e-08,9.850630751706873e-11,2.3266520343695644e-10,3.1182720531973953e-19,2.6366488234593626e-12,2.886072083099496e-12,1.4609990858877806e-13,1.9700746766431468e-16,6.962810741592545e-13,4.66386363993869e-13,1.74516423057705e-17,3.889092121124792e-18,2.20572628867083e-26,2.4369996689567907e-20,1.2914608675156075e-16,4.847845359319027e-14,2.521398080488885e-24,4.170710272707766e-25,6.458049367830262e-33,2.035093692066819e-27,8.360163366762776e-36,4.740743770290834e-38,1.34008140188141e-34,3.968780892241172e-35
2.247883036807648e-08,0.11224537201465738,0.0,0.0,0.0,0.0,0.32999998644473294,0.6699999865720762,1.3449076917018458e-08,1.3320926262049458e-08,1.0298230252264348e-10,2.332680704637357e-10,3.259962178237093e-19,2.8791944251795096e-12,3.1564473268695736e-12,1.6681457813555492e-13,2.245970929646285e-16,7.591676195256733e-13,5.081411580494779e-13,1.979010191735495e-17,4.6132141679934575e-18,2.6164173493351e-26,3.0261485451903946e-20,1.3521899095936596e-16,5.080136471302468e-14,2.983749959072098e-24,5.161095190987214e-25,7.660505994069887e-33,2.4140147241633974e-27,1.094494685229364e-35,6.493574832765013e-38,1.7172267527793047e-34,5.321463555357713e-35
2.343996511820762e-08,0.11224537201422581,0.0,0.0,0.0,0.0,0.32999998586510154,0.6699999859883177,1.4023947562229769e-08,1.3899852507633393e-08,1.0745823748640728e-10,2.3387079957919734e-10,3.4016504026196557e-19,3.132184502981715e-12,3.438938701907133e-12,1.893908014677684e-13,2.546490803755235e-16,8.246196394353743e-13,5.515605503267577e-13,2.2314865717263552e-17,5.430809600896475e-18,3.0801225283955004e-26,3.72236064950753e-20,1.413014084141784e-16,5.3124274909552003e-14,3.5052648835774794e-24,6.328857652706879e-25,9.018185635151724e-33,2.841848910309737e-27,1.4161098656169333e-35,8.773543544043161e-38,2.1768707611831358e-34,7.046224583819029e-35
2.5362234618469892e-08,0.1122453720133631,0.0,0.0,0.0,0.0,0.3299999847058251,0.6699999848207581,1.5173666215215786e-08,1.5057702202562496e-08,1.164099302720929e-10,2.3507607756136773e-10,3.6850212438606084e-19,3.669377636187544e-12,4.040269262103513e-12,2.404408096193137e-13,3.225610030283068e-16,9.631469552793299e-13,6.433331961163498e-13,2.794337820203433e-17,7.375024226620037e-18,4.1827979883311655e-26,5.49224240215041e-20,1.5349478621829155e-16,5.777009401223937e-14,4.744082498350686e-24,9.289053206749558e-25,1.2246717571220974e-32,3.8592245873474535e-27,2.2979485995297688e-35,1.5450209976801593e-37,3.399774983287143e-34,1.1960178593985603e-34
2.7284504118732165e-08,0.11224537201250105,0.0,0.0,0.0,0.0,0.32999998354652993,0.669999983653142,1.632335532020381e-08,1.6215547973806425e-08,1.2536139182186727e-10,2.362813104414879e-10,3.9683847651993458e-19,4.24798617341141e-12,4.690062609761292e-12,2.998742038138073e-13,4.0158493401544613e-16,1.1117176032469808e-12,7.415853400783841e-13,3.4376213292712803e-17,9.77998523768365e-18,5.546789160275801e-26,7.865999923380565e-20,1.6572622637088236e-16,6.241591393852559e-14,6.2752119471511865e-24,1.3247736299996945e-24,1.6240385203370101e-32,5.1177016917181186e-27,3.5916535554570366e-35,2.6027351203077064e-37,5.130868441827634e-34,1.950012217882505e-34
2.9206773618994438e-08,0.11224537201163964,0.0,0.0,0.0,0.0,0.3299999823872153,0.6699999824854695,1.7473015634380563e-08,1.7373389765162542e-08,1.3431262803964844e-10,2.374865542640131e-10,4.251741153527692e-19,4.867765447383789e-12,5.38831762229451e-12,3.683116763553611e-13,4.925625151120514e-16,1.270188196547623e-12,8.462001169349563e-13,4.1649903749260136e-17,1.2706279183910718e-17,7.206458159505384e-26,1.097913235432268e-19,1.7799573511817145e-16,6.706173776919337e-14,8.137745154295956e-24,1.8428311858203365e-24,2.10998144880421e-32,6.64898427519179e-27,5.434627599240175e-35,4.22024951951572e-37,7.515974677688124e-34,3.0688688565411943e-34
3.112904311925671e-08,0.11224537201077894,0.0,0.0,0.0,0.0,0.3299999812278804,0.6699999813177407,1.862264790906229e-08,1.8531227590871968e-08,1.4326364478374131e-10,2.386917946358086e-10,4.53509059429357e-19,5.52846818180024e-12,6.135033209805119e-12,4.463701335606553e-13,5.963353307563601e-16,1.4384174507865508e-12,9.570628235034653e-13,4.979855877297758e-17,1.6216739137872073e-17,9.197441233844718e-26,1.498463703052468e-19,1.9030331869612842e-16,7.170756856619439e-14,1.0372478544267763e-23,2.5083573576456846e-24,2.692936775311515e-32,8.48595196483567e-27,7.996510756806082e-35,6.622994518374732e-37,1.0727862099147168e-33,4.683435124570965e-34
3.305131261951899e-08,0.11224537200991892,0.0,0.0,0.0,0.0,0.3299999800685245,0.6699999801499554,1.97722528897178e-08,1.968906146291926e-08,1.522144478669812e-10,2.398970194257624e-10,4.818433271505531e-19,6.229844654975653e-12,6.930208314674759e-12,5.34662676295574e-13,7.137449105727907e-16,1.6162661424008677e-12,1.0740608678361862e-12,5.8854087325942e-17,2.037621622492325e-17,1.15565191851838e-25,2.0053532860774448e-19,2.026489833243871e-16,7.635340935652701e-14,1.3021785689328568e-23,3.349677488186913e-24,3.3836765242463593e-32,1.0662540407790323e-26,1.148251998440518e-34,1.0102376880731281e-36,1.4968400464529815e-33,6.958072606246378e-34
3.689585162004353e-08,0.11224537200820105,0.0,0.0,0.0,0.0,0.3299999777497469,0.6699999778142153,2.2071383911967412e-08,2.2004717329460403e-08,1.7011543599968648e-10,2.4230743827634517e-10,5.38509906172431e-19,7.753605228860883e-12,8.66593305745537e-12,7.443767903467607e-13,9.928401367470371e-16,2.000278298353504e-12,1.3260261981730076e-12,7.980075196470096e-17,3.0913010989222744e-17,1.753253984013436e-25,3.4190762691697516e-19,2.2745458045371645e-16,8.564513284695286e-14,1.9742949294906318e-23,5.6943798734464646e-24,5.133492380037673e-32,1.6176279598659144e-26,2.229475990448485e-34,2.1936246683435322e-36,2.755835222781928e-33,1.4427867901362208e-33
4.074039062056808e-08,0.11224537200648609,0.0,0.0,0.0,0.0,0.3299999754308765,0.6699999754782493,2.4370414552236873e-08,2.4320357348373564e-08,1.8801563806336389e-10,2.4471782615826445e-10,5.951739968487914e-19,9.437008476086044e-12,1.0595483999260336e-11,1.0022841480088525e-12,1.3365794655847187e-15,2.4211492155353304e-12,1.6012343084478919e-12,1.0471046565257841e-16,4.48664583544379e-17,2.5446340415339843e-25,5.512727373720171e-19,2.524125760601563e-16,9.493693197708138e-14,2.866613202896493e-23,9.16670410435818e-24,7.450769148376246e-32,2.3477901521559347e-26,4.034710581680068e-34,4.381508231563781e-36,4.755252403628951e-33,2.7691047962507754e-33
4.842946862161717e-08,0.11224537200306535,0.0,0.0,0.0,0.0,0.32999997079283416,0.6699999708056396,2.896819748306566e-08,2.8951589794331353e-08,2.2381386175044444e-10,2.495385542675291e-10,7.084952758957389e-19,1.3274404486481062e-11,1.503603629297371e-11,1.6815876655426336e-12,2.24491084124029e-15,3.3693643645036958e-12,2.2181314656652595e-12,1.6715270429478896e-16,8.534997394404046e-17,4.840686575904748e-25,1.2643955068582085e-18,3.0278595856069037e-16,1.1352084968107013e-13,5.469435428035755e-23,2.1019167729667393e-23,1.4174350772861732e-31,4.466230271726153e-26,1.1335590614865642e-33,1.4637799504121267e-35,1.2288377178751885e-32,8.730643039759043e-33
5.515785285240223e-08,0.11224537200008243,0.0,0.0,0.0,0.0,0.329999966733922,0.6699999667160966,3.2991245993100056e-08,3.300413172294389e-08,2.551372034151706e-10,2.5375692213995796e-10,8.076510656492601e-19,1.71361832801556e-11,1.9557762097876962e-11,2.4791485852959187e-12,3.3163006653310527e-15,4.3103624623067374e-12,2.8265717739463463e-12,2.364856216191948e-16,1.3760889891135322e-16,7.804590270035156e-25,2.3417393745961123e-18,3.4736613273278183e-16,1.2978331157823673e-13,8.852485403562868e-23,3.898712602475482e-23,2.285442167348985e-31,7.200860302034097e-26,2.4359621078608405e-33,3.565340122283722e-35,2.475684297568518e-32,2.021721034572553e-32
6.188623708318729e-08,0.11224537199710971,0.0,0.0,0.0,0.0,0.32999996267464377,0.6699999626258611,3.7014068210075915e-08,3.7056625054098216e-08,2.8645877039341947e-10,2.5797524084088386e-10,9.06801237533348e-19,2.145621469706529e-11,2.4673064911931097e-11,3.4918837332570114e-12,4.683595636755134e-15,5.349872554114165e-12,3.49492588705445e-12,3.203217439521477e-16,2.0903505052769023e-16,1.1855577544210257e-24,4.019941464387772e-18,3.9241379979558426e-16,1.460463346848908e-13,1.3508873415897379e-22,6.709634200078505e-23,3.471943833530545e-31,1.0938482967176088e-25,4.757250167765973e-33,7.756693621098296e-35,4.5674791342342664e-32,4.2146574516544676e-32
6.861462131397236e-08,0.11224537199414748,0.0,0.0,0.0,0.0,0.3299999586149706,0.6699999585349332,4.103669251892721e-08,4.11090697874238e-08,3.1777878405479077e-10,2.621935076058485e-10,1.0059464923058556e-18,2.6222903862684623e-11,3.038191796040524e-11,4.743617319995021e-12,6.382860041779187e-15,6.483052459580103e-12,4.2194875315996775e-12,4.193093535034233e-16,3.030007803513853e-16,1.7184913854593583e-24,6.5002364759593824e-18,4.3792921885375014e-16,1.6231003430686318e-13,1.9678860523681292e-22,1.0883688628492281e-22,5.0330923866567435e-31,1.5855568593641748e-25,8.65160800728428e-33,1.5563141360617654e-34,7.864878744755281e-32,8.08312992776481e-32
7.534300554475743e-08,0.11224537199119619,0.0,0.0,0.0,0.0,0.32999995455487496,0.6699999544433125,4.505914643773472e-08,4.516146591835171e-08,3.4909745901625924e-10,2.6641172458897705e-10,1.1050875093488221e-18,3.142457120374673e-11,3.668429871031434e-11,6.257547879743999e-12,8.450154908860003e-15,7.705304413919427e-12,4.996785550310189e-12,5.340168021935836e-16,4.2292454203380963e-16,2.3986479373080186e-24,1.0017554364568113e-17,4.839126457075321e-16,1.7857452225948813e-13,2.761067892839495e-22,1.6832708826731895e-22,7.025864413929254e-31,2.2130999976331944e-25,1.4838914379631094e-32,2.9168947487174443e-34,1.281643547029698e-31,1.4511626483453585e-31
8.20713897755425e-08,0.11224537198825615,0.0,0.0,0.0,0.0,0.32999995049432973,0.669999950350999,4.908145663643414e-08,4.9213813443866926e-08,3.8041500328710173e-10,2.706298930803271e-10,1.2042249471272496e-18,3.704949936719039e-11,4.358018869087614e-11,8.056251778511123e-12,1.0921539029546338e-14,9.012259870073425e-12,5.823566197644955e-12,6.649557419177286e-16,5.722476901976924e-16,3.2455453117962344e-24,1.48405252004816e-17,5.303643330491424e-16,1.94839906942547e-13,3.75588027878997e-22,2.5032564579551427e-22,9.50769520630787e-31,2.9944858295822655e-25,2.4238695228196645e-32,5.162325048632626e-34,1.9965374551836088e-31,2.4693226012884646e-31
8.879977400632756e-08,0.11224537198532764,0.0,0.0,0.0,0.0,0.3299999464333088,0.6699999462579923,5.3103649092924055e-08,5.3266112363076733e-08,4.1173161948457545e-10,2.7484801280087756e-10,1.3033594470374027e-18,4.3085969373465025e-11,5.10695726888332e-11,1.0161791255385828e-11,1.3833070076793425e-14,1.0399730881778039e-11,6.6967449459854655e-12,8.126028336760551e-16,7.544185788933617e-16,4.2787411085677225e-24,2.1265711329513676e-17,5.772845326274635e-16,2.111062939707618e-13,4.978196649295474e-22,3.601304289759619e-22,1.2536253414068862e-30,3.947759101220608e-25,3.801975767527963e-32,8.714041536887335e-34,2.9940297042013947e-31,4.011950565168622e-31
9.552815823711263e-08,0.11224537198241105,0.0,0.0,0.0,0.0,0.32999994237178704,0.6699999421642923,5.7125748776111227e-08,5.731836267592417e-08,4.4304750236361593e-10,2.790660834286573e-10,1.4024916255869238e-18,4.952230161171982e-11,5.915244015889753e-11,1.2595469692789293e-11,1.722080499339817e-14,1.1863783627672645e-11,7.61347230230521e-12,9.773955530589528e-16,9.728833747682935e-16,5.517780521282793e-24,2.9630994982356965e-17,6.24673491250496e-16,2.2737378488935643e-13,6.454409758314374e-22,5.038503250017816e-22,1.6169249971863432e-30,5.090953113138991e-25,5.756763167372889e-32,1.4105878999757041e-33,4.349698058090253e-31,6.27999552480223e-31
9.999999999999998e-08,0.11224537197950658,0.0,0.0,0.0,0.0,0.32999993967211516,0.6699999394431398,5.979889103584709e-08,6.001155626433053e-08,4.638604589647636e-10,2.8186948500729016e-10,1.4683762036425936e-18,5.401552205343471e-11,6.485279916183231e-11,1.4404667717114863e-11,1.975351260796236e-14,1.2877342482577357e-11,8.245518076755113e-12,1.096610047195639e-15,1.1398457609629628e-15,6.4647201757498265e-24,3.6444535042798327e-17,6.56428728115176e-16,2.381861995206527e-13,7.589104021880153e-22,6.214230761323077e-22,1.8946538150509627e-30,5.964642678143596e-25,7.458341087952695e-32,1.904923405150865e-33,5.49098346265202e-31,8.308806191498209e-31
1.022565424678977e-07,0.11224537197950658,0.0,0.0,0.0,0.0,0.3299999383097396,0.6699999380698989,6.114777987707267e-08,6.137056438217066e-08,4.743628406175234e-10,2.832841054235988e-10,1.5016220800950106e-18,5.634687983412446e-11,6.782878408982438e-11,1.5377998147988335e-11,2.1120801001007944e-14,1.3400672919025754e-11,8.571070720319643e-12,1.1597490123868676e-15,1.2310782660605223e-15,6.982152150321015e-24,4.030658750216103e-17,6.725314522339946e-16,2.4364247810548484e-13,8.211249532775895e-22,6.882399964168959e-22,2.0464393075631184e-30,6.442048951328185e-25,8.460773811918592e-32,2.2048542298291208e-33,6.150247822284267e-31,9.52194790629595e-31
1.0898492669868277e-07,0.1122453719766145,0.0,0.0,0.0,0.0,0.32999993424714325,0.6699999339748117,6.516976574630992e-08,6.542271748230766e-08,5.056778163882958e-10,2.875020791514663e-10,1.6007513871423493e-18,6.354819484012748e-11,7.709860121410563e-11,1.852943901102002e-11,2.5569116502409304e-14,1.5006848917274674e-11,9.567037676988333e-12,1.3600613992149219e-15,1.5324208611167616e-15,8.691239218822847e-24,5.3698226383632576e-17,7.20858655976267e-16,2.5991246863255294e-13,1.0275739395257372e-21,9.207777182039517e-22,2.547927391023669e-30,8.018930476910662e-25,1.2118743715012472e-31,3.343558110381082e-33,8.494617437995411e-31,1.4047620673673378e-30
1.1571331092946783e-07,0.11224537197373508,0.0,0.0,0.0,0.0,0.32999993018397494,0.6699999298790307,6.919172902808467e-08,6.947482197785526e-08,5.369926063130906e-10,2.91720004474071e-10,1.699880105883743e-18,7.111485678358276e-11,8.696189135216791e-11,2.2069303139933404e-11,3.060181187084264e-14,1.6678919429832076e-11,1.0599009473163658e-11,1.5787204357485624e-15,1.880308931385286e-15,1.066431244347288e-23,7.024199991568833e-17,7.696553405641209e-16,2.761838486343759e-13,1.2675120998302346e-21,1.2095720421124519e-21,3.1271308541119474e-30,9.839377748109909e-25,1.6970580106141762e-31,4.9372881843877955e-33,1.1493627069016063e-30,2.0228560480559844e-30
1.224416951602529e-07,0.1122453719708685,0.0,0.0,0.0,0.0,0.3299999261202125,0.6699999257825555,7.321369159997595e-08,7.352687787073217e-08,5.683073810527899e-10,2.959378814181548e-10,1.7990087765557607e-18,7.903562284181035e-11,9.741865764248336e-11,2.601649877983706e-11,3.625495015012153e-14,1.8413659550996325e-11,1.1664768235556987e-11,1.816103437987751e-15,2.2781174043263618e-15,1.2920512979564463e-23,9.040732022771775e-17,8.189217400128101e-16,2.924567071795575e-13,1.5436858735211629e-21,1.5634318059083266e-21,3.7897707162629736e-30,1.1921051284624163e-24,2.3292523890826543e-31,7.120127539887945e-33,1.5271089164250602e-30,2.851076254972953e-30
1.2917007939103795e-07,0.11224537196801498,0.0,0.0,0.0,0.0,0.3299999220558346,0.6699999216853864,7.723567462760373e-08,7.757888516303631e-08,5.996223057182498e-10,3.0015571034872476e-10,1.8981379218260562e-18,8.729940476778626e-11,1.0846890626941398e-10,3.038937056442459e-11,4.256459764671208e-14,2.020799573835411e-11,1.2762226464735181e-11,2.0725789522916544e-15,2.729198682952531e-15,1.5478854233295003e-23,1.146949858322727e-16,8.686580852204196e-16,3.08731130459528e-13,1.8588621470995832e-21,1.9918350424169926e-21,4.5415603140055564e-30,1.4281493740098903e-24,3.140507905629672e-31,1.0054949754326436e-32,1.9964190969159365e-30,3.941941262967309e-30
1.35898463621823e-07,0.11224537196517474,0.0,0.0,0.0,0.0,0.3299999179908206,0.6699999175875226,8.125769853276087e-08,8.163084385758175e-08,6.309375396216117e-10,3.043734914503957e-10,1.997268046006126e-18,9.589529044075036e-11,1.2011264657087335e-10,3.520567103470311e-11,4.9566824581365264e-14,2.205900935755962e-11,1.388942878276945e-11,2.3485072717316843e-15,3.2368803382487984e-15,1.8358208774152535e-23,1.4363899719627976e-16,9.188646046563766e-16,3.250072016586581e-13,2.2158280899546555e-21,2.504975712694817e-21,5.388198041886572e-30,1.693811782673699e-24,4.167260522710716e-31,1.3934938625808902e-32,2.5724330987606967e-30,5.3570645171368085e-30
1.4935523208339314e-07,0.11224537195953478,0.0,0.0,0.0,0.0,0.3299999098588049,0.6699999093897113,8.930194718885795e-08,8.973461546777556e-08,6.935695453058507e-10,3.128089102405608e-10,2.19553316260326e-18,1.1404068083662582e-10,1.451806540153794e-10,4.623677314788869e-11,6.579332160314025e-14,2.5920088312868383e-11,1.622582388053532e-11,2.9601336920999323e-15,4.435226547177814e-15,2.5154719109231316e-23,2.177911206261466e-16,1.020689061594796e-15,3.575646065119585e-13,3.0663673564499163e-21,3.829754174030212e-21,7.388715035417678e-30,2.3208889242414677e-24,7.037030856071641e-31,2.5477467152416377e-32,4.1125869499697846e-30,9.457929655571097e-30
1.6281200054496328e-07,0.11224537195394999,0.0,0.0,0.0,0.0,0.3299999017240141,0.6699999011891202,9.734658706502736e-08,9.783819273404671e-08,7.562045644048916e-10,3.2124413883273117e-10,2.3938078183331157e-18,1.3338840786691626e-10,1.7262281229037916e-10,5.92406398142083e-11,8.522310266424927e-14,2.997629947598286e-11,1.8660600959650877e-11,3.6537496508837695e-15,5.8992562323842944e-15,3.3458073242340567e-23,3.1777456347602176e-16,1.1243968656565865e-15,3.901295311040406e-13,4.1179561491643605e-21,5.6334760555408715e-21,9.836655685049964e-30,3.0869944245050527e-24,1.1331085119807996e-30,4.404159684910204e-32,6.29895534665781e-30,1.5859554965725037e-29
1.7626876900653341e-07,0.11224537194842145,0.0,0.0,0.0,0.0,0.3299998935863073,0.6699998929857481,1.0539175700896411e-07,1.059415756971544e-07,8.188436801839305e-10,3.2967917760949007e-10,2.5920954423322804e-18,1.5385852539008648e-10,2.0243929705681278e-10,7.433942464746514e-11,1.0814492535389518e-13,3.420906075630122e-11,2.118204246871668e-11,4.432052381903395e-15,7.654635894867186e-15,4.3413840667280456e-23,4.490067420413472e-16,1.2299897173156824e-15,4.227025417129322e-13,5.39350848842869e-21,8.023375858969926e-21,1.2777091317050542e-29,4.00555920699354e-24,1.7533300287462913e-30,7.263311697646746e-32,9.309081280145389e-30,2.546829793310563e-29
1.8972553746810355e-07,0.1122453719429502,0.0,0.0,0.0,0.0,0.32999988544555386,0.6699998847795936,1.1343758597452242e-07,1.1404476440305184e-07,8.814878987534177e-10,3.381140284259363e-10,2.790399219499664e-18,1.7537480990706066e-10,2.3463032321340785e-10,9.164709858315862e-11,1.3484766346521806e-13,3.8601545582198164e-11,2.3779802968801523e-11,5.297689096904065e-15,9.726592506958565e-15,5.516509805791395e-23,6.173985197875884e-16,1.3374692658025768e-15,4.552841645488209e-13,6.916180291784419e-21,1.1118318267388992e-20,1.6255375430450454e-29,5.0897841990170524e-24,2.623026844010796e-30,1.151096069260832e-31,1.3348784716975235e-29,3.9430974073493386e-29
2.0318230592967368e-07,0.11224537193753717,0.0,0.0,0.0,0.0,0.3299998773016323,0.6699998765706553,1.214841936779539e-07,1.2214775890591115e-07,9.441381541800896e-10,3.4654869102500997e-10,2.988722106675807e-18,1.9786486447093625e-10,2.6919614160241985e-10,1.112699143754572e-10,1.65620322947022e-13,4.31384887499283e-11,2.6444720354788013e-11,6.253259727041095e-15,1.21399223005362e-14,6.885247911116833e-23,8.293432898777113e-16,1.4468371098783815e-15,4.878748884198989e-13,8.709368074378235e-21,1.5048898750927954e-20,2.03160450197418e-29,6.3526449267948275e-24,3.812023494429257e-30,1.7628281971545196e-31,1.8653844954100366e-29,5.917414289418199e-29
2.1663907439124382e-07,0.11224537193218309,0.0,0.0,0.0,0.0,0.32999986915442986,0.6699998683589322,1.2953169105457837e-07,1.3025055926336436e-07,1.0067953120463876e-09,3.5498316744418495e-10,3.187066843910289e-18,2.2126007785132098e-10,3.0613703693722713e-10,1.3330675492578352e-10,2.0075205215193606e-13,4.7806076221298263e-11,2.916871617210514e-11,7.301312174259992e-15,1.491900203210798e-14,8.461423843783101e-23,1.091710870348279e-15,1.5580947975712597e-15,5.204751665276239e-13,1.0796716854707946e-20,1.9957570717174134e-20,2.500581036445076e-29,7.80689741929752e-24,5.4025813089156324e-30,2.62084117930497e-31,2.549162991878445e-29,8.643949845459635e-29
2.3009584285281395e-07,0.11224537192688866,0.0,0.0,0.0,0.0,0.3299998610038422,0.6699998601444228,1.3758018069797263e-07,1.3835316554090106e-07,1.069460172872715e-09,3.634174572868462e-10,3.385435965295326e-18,2.454955601259586e-10,3.454533258577417e-10,1.5784947387374683e-10,2.405321510177596e-13,5.2591844698251784e-11,3.194470676451629e-11,8.444343907102988e-15,1.8087792956594457e-14,1.0258627410012642e-22,1.4118423377324878e-15,1.6712438272095574e-15,5.530854182926364e-13,1.320212227335985e-20,2.5998809791809052e-20,3.0368171388176657e-29,9.465080270922862e-24,7.490127249528771e-30,3.7963709330195247e-31,3.416317880032615e-29,1.2332457401726915e-28
2.435526113143841e-07,0.1122453719216544,0.0,0.0,0.0,0.0,0.32999985284977285,0.6699998519271262,1.4562975727183816e-07,1.4645557780750314e-07,1.1321334753273983e-09,3.7185156175222097e-10,3.583831809126701e-18,2.7051016029748426e-10,3.871453549552495e-10,1.849831977265171e-10,2.8525007909638683e-13,5.7484570297740785e-11,3.476649807394076e-11,9.684810366889456e-15,2.1669839216484215e-14,1.2290211847572594e-22,1.7975436052994486e-15,1.7862856442005728e-15,5.857060309404836e-13,1.5949723486531703e-20,3.333921800148939e-20,3.6451983710318353e-29,1.133951382466027e-23,1.0184951809590689e-29,5.374906994779566e-31,4.500514475925651e-29,1.7231698884234609e-28
2.570093797759542e-07,0.11224537191648083,0.0,0.0,0.0,0.0,0.32999984469213295,0.6699998437070408,1.5368050806924007e-07,1.5455779613858396e-07,1.194815900581395e-09,3.802854802375604e-10,3.782256531689601e-18,2.962464981232795e-10,4.3121349807551817e-10,2.1478673435055553e-10,3.3519546593550417e-13,6.247411566674628e-11,3.7628640570007246e-11,1.1025131424118378e-14,2.5688272188006516e-14,1.4569296290729504e-22,2.2570750878919914e-15,1.9032216529577767e-15,6.183373618435064e-13,1.9063896828966812e-20,4.2157601009321666e-20,4.3293861932533907e-29,1.344230239230721e-23,1.361234436114137e-29,7.45607882411464e-31,5.83917350093278e-29,2.363366098601293e-28
2.704661482375243e-07,0.11224537191136842,0.0,0.0,0.0,0.0,0.32999983653084036,0.6699998354841659,1.6173251368952462e-07,1.6265982061003346e-07,1.257508077589686e-09,3.8871921578954937e-10,3.980712123975072e-18,3.226508474118199e-10,4.776581533569807e-10,2.4733310185282943e-10,3.906581233406695e-13,6.75512790975517e-11,4.052629711878869e-11,1.2467686804197085e-14,3.016582698668233e-14,1.7108775131523224e-22,2.7991402914134316e-15,2.0220532024115553e-15,6.509797411052699e-13,2.2569262889606055e-20,5.2645099492790416e-20,5.096724649314155e-29,1.5785343041672463e-23,1.7915086470705784e-29,1.0157280721480508e-30,7.473675709862227e-29,3.1879446991670835e-28
2.839229166990944e-07,0.11224537190631755,0.0,0.0,0.0,0.0,0.329999828365819,0.6699998272584999,1.697858485555355e-07,1.707616513067851e-07,1.3202105871137628e-09,3.971527662061992e-10,4.179200424419001e-18,3.4967288316791806e-10,5.264797412856968e-10,2.82689969011668e-10,4.51928053935786e-13,7.270771531595741e-11,4.345518782610354e-11,1.4014809443980944e-14,3.5124856522961494e-14,1.9921325991459297e-22,3.4328787684891883e-15,2.142781631375683e-15,6.836334739278073e-13,2.6490697814945282e-20,6.50053744529792e-20,5.945133394634759e-29,1.838033254986137e-23,2.3252410669605485e-29,1.3611304833946983e-30,9.449569399987204e-29,4.236537251579918e-28
2.973796851606645e-07,0.11224537190132851,0.0,0.0,0.0,0.0,0.3299998201969987,0.6699998190300422,1.7784058116576252e-07,1.7886328831109775e-07,1.382923963716384e-09,4.055861356103105e-10,4.377723125202127e-18,3.77265507173378e-10,5.776787038468058e-10,3.209198814400926e-10,5.192954537251676e-13,7.793590820063248e-11,4.641157738051875e-11,1.5668790465062e-14,4.058733000146612e-14,2.301940887052247e-22,4.167862815343721e-15,2.2654081655714112e-15,7.162988411949157e-13,3.085333036747218e-20,7.945475349262254e-20,6.897281549258702e-29,2.1238767664822543e-23,2.980467829512565e-29,1.7973959774145815e-30,1.1816769533661415e-28,5.55475483998062e-28
