Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234)
1.9183617801762807e-05,0.1122454088333531,0.0,0.0,0.0,0.0,0.3299835405641884,0.6699851522389267,1.3289520413005185e-05,1.1409900469700529e-05,1.0346693430617355e-07,1.2118368846681107e-08,3.2753036691953495e-16,5.3908994398178364e-08,2.6972937161386047e-06,3.861886945784406e-06,1.7554808795868023e-07,9.214779102378923e-09,4.439607263254543e-09,2.540940263931391e-10,1.8400885297400784e-09,1.043620064812674e-17,1.5882012738452664e-08,2.3209057572791203e-12,6.065968355508016e-11,6.725824730551317e-14,9.630600581448707e-12,8.238726816150208e-22,9.63853304950446e-19,2.764075983246278e-19,3.191544304890648e-20,4.540509092795878e-19,1.1441011191380643e-16
1.9748672892171522e-05,0.11224541057068302,0.0,0.0,0.0,0.0,0.32998289534333086,0.6699846070823601,1.372611173193749e-05,1.174304049083606e-05,1.0686603657354202e-07,1.2466432286553543e-08,3.382904152522096e-16,5.56740299767326e-08,2.8667001500046705e-06,4.103908928086652e-06,1.926129918864348e-07,9.509771623117053e-09,4.570470019846689e-09,2.7067702563037033e-10,1.9612924937600873e-09,1.1123618056421009e-17,1.7433029593476755e-08,2.4630639813962364e-12,6.286324701352237e-11,7.575564044955978e-14,1.1144587917162164e-11,9.337327830002938e-22,1.02740179985606e-18,3.303724953909635e-19,3.814237130483966e-20,5.420908936278018e-19,1.4036560725090066e-16
2.0878783072988952e-05,0.11224541400498045,0.0,0.0,0.0,0.0,0.32998157583839005,0.669983496612627,1.4604513131383222e-05,1.2409029450339834e-05,1.137048539602681e-07,1.316235313642925e-08,3.5993907417486235e-16,5.9226079557966926e-08,3.2221794165061324e-06,4.6114254549598525e-06,2.3015099849383956e-07,1.0102313210171965e-08,4.832180528099887e-09,3.055643385673523e-10,2.216392646995448e-09,1.2570437783915986e-17,2.084045555795547e-08,2.7608848339918893e-12,6.733444963913186e-11,9.522881827869913e-14,1.475592176880106e-11,1.1869939078140245e-21,1.1611766878648533e-18,4.654307583320672e-19,5.372533081696426e-20,7.62111592514873e-19,2.0793054804129472e-16
2.1895882235724637e-05,0.11224541702522597,0.0,0.0,0.0,0.0,0.3299803549755705,0.6699824740184934,1.5400605598033463e-05,1.3008111050537386e-05,1.199028316720036e-07,1.3788468944819708e-08,3.7955911926865697e-16,6.24468895288713e-08,3.5612454917601463e-06,5.095122312901029e-06,2.6804221769267443e-07,1.0638314640279004e-08,5.067713823991913e-09,3.3894431824249714e-10,2.460594064199952e-09,1.3955444509384535e-17,2.4274282344883113e-08,3.0443681761303266e-12,7.143006267723419e-11,1.158770447334403e-13,1.877236205161408e-11,1.4573241754023113e-21,1.2892654781429895e-18,6.244044211358836e-19,7.206703156348459e-20,1.0206706910786082e-18,2.9123184203790275e-16
2.2901635596914547e-05,0.11224541991916029,0.0,0.0,0.0,0.0,0.32997911652154543,0.6699814410471814,1.619251290325061e-05,1.3600246205680796e-05,1.2606820521012486e-07,1.4407423988387907e-08,3.990759540308728e-16,6.565289411023747e-08,3.914491614508198e-06,5.598691675912113e-06,3.0957858042640976e-07,1.1170645434248114e-08,5.300625236330943e-09,3.7381757961777704e-10,2.715830453735741e-09,1.5403036911356904e-17,2.8032600337399e-08,3.339116017544235e-12,7.55449185872028e-11,1.3954379288564664e-13,2.357897054411068e-11,1.768908984934316e-21,1.4231725532276959e-18,8.246226160761586e-19,9.516825241588543e-20,1.3458561308672269e-18,4.0064242059230807e-16
2.3907388958104457e-05,0.11224542269522084,0.0,0.0,0.0,0.0,0.32997784687097836,0.6699803862355901,1.6988648193530118e-05,1.4192140107876167e-05,1.3226647439371508e-07,1.5026222737027382e-08,4.1869692180237647e-16,6.88787331223647e-08,4.285719998215635e-06,6.1275490701345085e-06,3.5539239255323634e-07,1.170505932919404e-08,5.533552210140179e-09,4.105639924564146e-10,2.984882668405117e-09,1.692898680589408e-17,3.2171728412690345e-08,3.648231195922429e-12,7.972264343108824e-11,1.667857117809275e-13,2.934464407951588e-11,2.1293704185358907e-21,1.5643610510858693e-18,1.0767383304688348e-18,1.2426056868456232e-19,1.754813920738219e-18,5.440541778552868e-16
2.4913142319294367e-05,0.11224542532764564,0.0,0.0,0.0,0.0,0.32997654587372466,0.6699793094172688,1.7788569140343344e-05,1.4783811943223892e-05,1.384941946445821e-07,1.564488243824196e-08,4.384111185784818e-16,7.212322276815274e-08,4.675040970290496e-06,6.6818462428425716e-06,4.0571615455246245e-07,1.224134271740221e-08,5.766504163084135e-09,4.4920052880410636e-10,3.2678772370337628e-09,1.8534011810759455e-17,3.6711830030194835e-08,3.971719848460291e-12,8.396148621776216e-11,1.9796483243343366e-13,3.621101767419743e-11,2.5438304108149044e-21,1.7129022831045036e-18,1.391265868538598e-18,1.605612378560997e-19,2.2644251181843827e-18,7.300207594680333e-16
2.5918895680484277e-05,0.11224542779063304,0.0,0.0,0.0,0.0,0.3299752133905874,0.6699782104369141,1.859183131345383e-05,1.537527924950011e-05,1.447479050373627e-07,1.626341855296264e-08,4.58207588606619e-16,7.53851636316328e-08,5.082554915041406e-06,7.26172560357441e-06,4.607828243387758e-07,1.2779280477309807e-08,5.999489881127015e-09,4.897432055739088e-10,3.5649336520820876e-09,2.021878963644099e-17,4.167324736414602e-08,4.309572902010495e-12,8.825963895694091e-11,2.3346161777396376e-13,4.433373242656024e-11,3.0176965993549756e-21,1.8688641419010873e-18,1.7802881790089793e-18,2.0547081550102143e-19,2.8940816748289478e-18,9.687800844741324e-16
2.6924649041674187e-05,0.11224543005839607,0.0,0.0,0.0,0.0,0.3299738492934312,0.6699770891504545,1.9397989081967673e-05,1.59665579244231e-05,1.5102413531649114e-07,1.688184476982052e-08,4.780753465989406e-16,7.866334320528593e-08,5.508352202483052e-06,7.86732011131048e-06,5.208253464653628e-07,1.3318656419970226e-08,6.232517518854734e-09,5.322070673725873e-10,3.876164240363197e-09,2.1983957352918438e-17,4.7076490994640146e-08,4.6617661300529475e-12,9.26152404502449e-11,2.736745739787971e-13,5.3883123602907694e-11,3.556662889946888e-21,2.0323110355479024e-18,2.257607277499292e-18,2.605912856436094e-19,3.6659285359142415e-18,1.2724984688503328e-15
2.7930402402864098e-05,0.11224543210521293,0.0,0.0,0.0,0.0,0.32997245346527154,0.6699759454251125,2.0206596521922417e-05,1.655766223722131e-05,1.5731941296400962e-07,1.750017302308003e-08,4.980034001058706e-16,8.195653846207724e-08,5.952513138018134e-06,8.498753182167633e-06,5.860761797308538e-07,1.385925373987743e-08,6.465594601089188e-09,5.766061712850652e-10,4.201674048083111e-09,2.3830110737660334e-17,5.2942229411014336e-08,5.0282602555904436e-12,9.702638025521914e-11,3.1901977076617227e-13,6.504489255530502e-11,4.166709377411737e-21,2.203303829059039e-18,2.8388996129776473e-18,3.2774492266682987e-19,4.605114416439445e-18,1.655538201838214e-15
2.8936155764054008e-05,0.11224543390547807,0.0,0.0,0.0,0.0,0.3299710258003409,0.669974779139444,2.101720832550995e-05,1.7148604843404148e-05,1.6363027028002704e-07,1.811841351409778e-08,5.179807719296923e-16,8.526351845837009e-08,6.415107932829471e-06,9.156138617556425e-06,6.567668256688982e-07,1.4400855467697874e-08,6.698728025761996e-09,6.229535736901734e-10,4.541560740855189e-09,2.5757803708548203e-17,5.9291278355698424e-08,5.409001099505206e-12,1.0149110280104595e-10,3.699302733941896e-13,7.802075891592098e-11,4.8541016244515175e-21,2.381899793475366e-18,3.541875615138134e-18,4.0899381453331016e-19,5.740050122247038e-18,2.1347489681236415e-15
2.9941909125243918e-05,0.11224543543375247,0.0,0.0,0.0,0.0,0.3299695662041308,0.6699735901833508,2.182938070704902e-05,1.773939680261877e-05,1.6995325143779067e-07,1.8736574736154327e-08,5.379965224577704e-16,8.858304695379527e-08,6.896196694699554e-06,9.839580552633055e-06,7.331273603789181e-07,1.4943244922479987e-08,6.9319240680091e-09,6.712613191277439e-10,4.895914518854491e-09,2.7767547842668177e-17,6.614459003746465e-08,5.8039197738834666e-12,1.0600741163487247e-10,4.2685548875157867e-13,9.302908962348763e-11,5.6253893053667356e-21,2.568152562629165e-18,4.386442689212073e-18,5.066599803651684e-19,7.102673383490483e-18,2.729783397281955e-15
3.094766248643383e-05,0.11224543666481432,0.0,0.0,0.0,0.0,0.32996807459340993,0.6699723784580743,2.264267230163109e-05,1.8330047599532943e-05,1.7628491948162525e-07,1.9354663502570266e-08,5.580397718149202e-16,9.191388503633531e-08,7.395829439274071e-06,1.0549173425153216e-05,8.153859717697347e-07,1.5486206161310596e-08,7.1651883854732076e-09,7.215404312400339e-10,5.264818047230738e-09,2.9859811981642885e-17,7.3523242235727e-08,6.212932919856841e-12,1.1057327378095967e-10,4.90260428468261e-13,1.1030550161588125e-10,6.487404224166633e-21,2.762112097644714e-18,5.394870804385632e-18,6.233460012721224e-19,8.728718975519533e-18,3.463437312084499e-15
3.1953415847623735e-05,0.11224543757370806,0.0,0.0,0.0,0.0,0.3299665508962191,0.6699711438761626,2.3456645052738028e-05,1.8920565167701953e-05,1.8262186323891524e-07,1.9972684978035068e-08,5.780997217436727e-16,9.525479374179692e-08,7.914046121869682e-06,1.1285001964909358e-05,9.037685041040483e-07,1.6029524424567568e-08,7.39852602480572e-09,7.738009058372457e-10,5.648346402148688e-09,3.203502192559531e-17,8.144842731456579e-08,6.6359429887516755e-12,1.1518662419397068e-10,5.606248931755223e-13,1.301034352158366e-10,7.44725772131941e-21,2.9638246593644494e-18,6.5919597864312445e-18,7.619560787361044e-19,1.0657992831924043e-17,4.362015304143848e-15
3.295916920881364e-05,0.11224543813579271,0.0,0.0,0.0,0.0,0.32996499505184146,0.6699698863614153,2.427086508496287e-05,1.9510955916342072e-05,1.8896070411600313e-07,2.0590642713039393e-08,5.981656771170699e-16,9.860453665624042e-08,8.450876689713618e-06,1.2047141203728316e-05,9.984980117997284e-07,1.6572986574832187e-08,7.631941429344857e-09,8.280517061356876e-10,6.046567032860497e-09,3.4293560218039384e-17,8.994144116807923e-08,7.072838565232524e-12,1.1984537028669662e-10,6.384425825401457e-13,1.5269469533859733e-10,8.512337486609262e-21,3.173332788909445e-18,8.005207386546388e-18,9.257174296248456e-19,1.2934648803070965e-17,5.45572201535196e-15
3.396492257000355e-05,0.11224543832678911,0.0,0.0,0.0,0.0,0.32996340701074983,0.6699686058488061,2.508490355781771e-05,2.0101224759894733e-05,1.952981027467311e-07,2.120853868126004e-08,6.182270669849948e-16,1.0196188248938334e-07,9.006341154273066e-06,1.2835656505784131e-05,1.0997943245003356e-06,1.7116381527441588e-08,7.865438447933233e-09,8.843007601858384e-10,6.459539739963333e-09,3.6635766022566385e-17,9.902367212180976e-08,7.523494730976284e-12,1.2454739651146172e-10,7.242201361831643e-13,1.7836995778112694e-10,9.690303798895282e-21,3.390675296452082e-18,9.664977171549784e-18,1.1182019228008006e-18,1.5607466661435116e-17,6.77907923544975e-15
3.4970675931193455e-05,0.11224543812282525,0.0,0.0,0.0,0.0,0.32996178673453086,0.6699673022843823,2.589833749677531e-05,2.0691375150254265e-05,2.01630765463621e-07,2.1826373319734767e-08,6.382734650590546e-16,1.053256076072818e-07,9.58044968324463e-06,1.3650603617891549e-05,1.2078736253375192e-06,1.765950067073308e-08,8.099020344833447e-09,9.425549604835979e-10,6.887316669788577e-09,3.9061935091022867e-17,1.0871658981504156e-07,7.987773467146427e-12,1.292905689742419e-10,8.184761112204596e-13,2.0743923806555876e-10,1.0989085216792161e-20,3.615887258171401e-18,1.1604665258984201e-17,1.3433478585446721e-18,1.8730129915988097e-17,8.371368799264218e-15
3.597642929238336e-05,0.11224543750048059,0.0,0.0,0.0,0.0,0.32996013419578696,0.6699659756251428,2.6710750598005452e-05,2.1281409111532793e-05,2.0795545056413448e-07,2.244414557166611e-08,6.582946095487752e-16,1.0869449851332628e-07,1.0173202711757688e-05,1.4492028739422722e-05,1.3229480441468184e-06,1.820213827418601e-08,8.332689810699659e-09,1.0028201657564764e-09,7.329942324863453e-09,4.157231982284459e-17,1.1904173408724798e-07,8.465524093630585e-12,1.3407274006081423e-10,9.217399027138635e-13,2.402323205660705e-10,1.2416873747386304e-20,3.8490000213599275e-18,1.3860864907058553e-17,1.6054817889663765e-18,2.2361501969219656e-17,1.0277101204707019e-14
3.698218265357327e-05,0.11224543643682809,0.0,0.0,0.0,0.0,0.3299584493780148,0.6699646258388955,2.7521734003519528e-05,2.1871327277231125e-05,2.1426897434642344e-07,2.3061852931688008e-08,6.782804222681077e-16,1.1206735426720466e-07,1.0784591072291952e-05,1.5359968611432625e-05,1.4452252672659006e-06,1.8744091882789866e-08,8.566448974560655e-09,1.06510120491767e-09,7.787453590413932e-09,4.416712941536974e-17,1.300207038912837e-07,8.95658374278275e-12,1.3889175305455664e-10,1.034550613758785e-12,2.7709914590291393e-10,1.3982119522891605e-20,4.090041217666377e-18,1.647352796930176e-17,1.909340275877634e-18,2.6565899140684856e-17,1.254650976361576e-14
3.7987936014763176e-05,0.11224543490947429,0.0,0.0,0.0,0.0,0.32995673227546507,0.6699632529040925,2.8330887043613463e-05,2.246112892967076e-05,2.2056821689035634e-07,2.3679491493416317e-08,6.982210269355901e-16,1.1544298883188951e-07,1.1414596142709254e-05,1.625445062447743e-05,1.5749081654469196e-06,1.9285162696049138e-08,8.80029941676496e-09,1.1294018831691082e-09,8.259879776790222e-09,4.684653010445825e-17,1.4167514625629004e-07,9.460777865267892e-12,1.4374544672576792e-10,1.1574558822681164e-12,3.184101548368951e-10,1.5693525017550217e-20,4.339034784413645e-18,1.9486122236839973e-17,2.2600914822028553e-18,3.141335909080386e-17,1.5236069935706606e-14
3.899368937595308e-05,0.1122454328965977,0.0,0.0,0.0,0.0,0.32995498289297887,0.6699618568096487,2.913781794369696e-05,2.3050812041529587e-05,2.2685012756114602e-07,2.4297055999091164e-08,7.181067665963881e-16,1.1882023333915128e-07,1.206319001170257e-05,1.7175492944511877e-05,1.7121944413066526e-06,1.9825155930128203e-08,9.034242182832892e-09,1.1957249902172263e-09,8.74724267755595e-09,4.9610645493949035e-17,1.5402674532354695e-07,9.97792076546405e-12,1.4863165987271397e-10,1.2910106717840522e-12,3.6455658716047077e-10,1.756003883921354e-20,4.596000993858966e-18,2.2945783713903826e-17,2.663356493542518e-18,3.697990320214608e-17,1.8409043336019997e-14
3.999944273714299e-05,0.11224543037698441,0.0,0.0,0.0,0.0,0.32995320124580596,0.6699604375547381,2.994214449286241e-05,2.3640373319316755e-05,2.3311173021497403e-07,2.4914539891112956e-08,7.3792822010099e-16,1.221979382647449e-07,1.2730335660898358e-05,1.812310465618112e-05,1.8572762975981623e-06,2.0363881161767783e-08,9.268277798157372e-09,1.2640723105545031e-09,9.249556642900092e-09,5.245955697202121e-17,1.6709721147804245e-07,1.0507816163713584e-11,1.5354823579514773e-10,1.4357760338798256e-12,4.159507343644219e-10,1.9590849131960384e-20,4.860956490221083e-18,2.690346290331393e-17,3.125230267872309e-18,4.3347791510991415e-17,2.213604577584157e-14
4.1005196098332896e-05,0.11224542733006143,0.0,0.0,0.0,0.0,0.3299513873594041,0.6699589951485758,3.07434946718479e-05,2.4229808248618358e-05,2.3935012808834884e-07,2.553193536527097e-08,7.576762175827437e-16,1.2557497550519054e-07,1.3415987162798043e-05,1.9097285922767803e-05,2.010340127430939e-06,2.090115265275162e-08,9.502406283493285e-09,1.334444635754601e-09,9.76682866799866e-09,5.539330421234408e-17,1.8090827059771787e-07,1.1050257782569645e-11,1.5849302668179262e-10,1.5923178498692469e-12,4.730261451527206e-10,2.1795376627716336e-20,5.133914334283503e-18,3.141406421950754e-17,3.652302113723927e-18,5.0605768831713536e-17,2.6495638581664402e-14
4.20109494595228e-05,0.1122454237359278,0.0,0.0,0.0,0.0,0.3299495412692198,0.6699575296101801,3.154150723834625e-05,2.481911114094115e-05,2.455625083552542e-07,2.614923342546044e-08,7.773418548837636e-16,1.2895024034884678e-07,1.4120089893692598e-05,2.009802816199907e-05,2.171566227411619e-06,2.1436789653846554e-08,9.736627171172921e-09,1.4068417787218336e-09,1.0299058495902633e-08,5.841188575761382e-17,1.954816534416523e-07,1.1605029954086021e-11,1.6346389789415675e-10,1.7612055596002487e-12,5.362377831723945e-10,2.4183267386061138e-20,5.414884055357338e-18,3.653657769775008e-17,4.251675600642237e-18,5.884930078152654e-17,3.1574942317840167e-14
4.301670282071271e-05,0.11224541957538264,0.0,0.0,0.0,0.0,0.3299476630204525,0.6699560409681209,3.233583226790133e-05,2.5408275181977433e-05,2.5174614633839703e-07,2.6766423939680963e-08,7.969165068858719e-16,1.3232265333473524e-07,1.4842580760630002e-05,2.1125314236860167e-05,2.3411285345265532e-06,2.197061668728071e-08,9.970939521982933e-09,1.4812625898253932e-09,1.084623873444857e-08,6.151525968262077e-17,2.108390851978906e-07,1.2171908245138318e-11,1.6845873213001356e-10,1.9430108850815504e-12,6.060621366166848e-10,2.6764385262284426e-20,5.703871710346048e-18,4.233420222833788e-17,4.9309878101478025e-18,6.818079849172718e-17,3.747027191709084e-14
4.4022456181902616e-05,0.11224541482995086,0.0,0.0,0.0,0.0,0.329945752667803,0.6699545292602533,3.312613164892789e-05,2.599729248111024e-05,2.5789840936315976e-07,2.738349569710688e-08,8.163918397104991e-16,1.356911619933672e-07,1.5583388441467593e-05,2.21791186605093e-05,2.5191943874340667e-06,2.2502463806969113e-08,1.0205341942636281e-08,1.557704974839584e-09,1.1408354986616966e-08,6.470334433358664e-17,2.2700227521093738e-07,1.2750660097720144e-11,1.734754334509246e-10,2.1383065565968345e-12,6.829972796492727e-10,2.954880414431637e-20,6.000879949617898e-18,4.887445961214604e-17,5.6984278406942185e-18,7.870983088131875e-17,4.428779210999855e-14
4.502820954309252e-05,0.1122454094819063,0.0,0.0,0.0,0.0,0.3299438102752081,0.6699529945334373,3.3912079530698545e-05,2.6586154121977065e-05,2.6401676024525887e-07,2.8000436466020934e-08,8.357598217590635e-16,1.3905474246466016e-07,1.6342433637004895e-05,2.3259407814347232e-05,2.705924312675822e-06,2.3032166835847223e-08,1.0439832603771632e-08,1.6361659146049005e-09,1.1985385993717208e-08,6.797601914024885e-17,2.4399290690805893e-07,1.3341045481128395e-11,1.7851193115931635e-10,2.347665048801852e-12,7.675628858837623e-10,3.254679999942059e-20,6.305908089368466e-18,5.622929880775042e-17,6.562754486107409e-18,9.055332346838528e-17,5.2144191945245444e-14
4.603396290428243e-05,0.11224540351429145,0.0,0.0,0.0,0.0,0.3299418359155598,0.6699514368432439,3.469336272345157e-05,2.717485021390998e-05,2.70098760405524e-07,2.861723305240372e-08,8.550127335729766e-16,1.4241240098889425e-07,1.711962933416442e-05,2.4366140178262058e-05,2.901471836157165e-06,2.3559567579826278e-08,1.0674409258411971e-08,1.716641486319287e-09,1.2577303790738346e-08,7.133312549694411e-17,2.6183262794253317e-07,1.3942817552945343e-11,1.835661835118463e-10,2.5716573340718982e-12,8.603001944323569e-10,3.5768842771467746e-20,6.618952190135516e-18,6.447518981996348e-17,7.53331301369153e-18,1.0383574280308502e-16,6.116737710446701e-14
4.7039716265472337e-05,0.11224539691093523,0.0,0.0,0.0,0.0,0.32993982967041463,0.6699498562536532,3.5469681050078036e-05,2.776336994407097e-05,2.761420726075852e-07,2.9233871358975102e-08,8.741431764999471e-16,1.4576317526751212e-07,1.7914881079165307e-05,2.549926657204185e-05,3.105983320090168e-06,2.4084514018035493e-08,1.0909069260814056e-08,1.7991268863628328e-09,1.318407387315821e-08,7.477446770867878e-17,2.8054304057098593e-07,1.4555723325748733e-11,1.8863618125708897e-10,2.8108516600710666e-12,9.617719293069746e-10,3.9225588169214e-20,6.940005141104779e-18,7.369320676413916e-17,8.620050975520913e-18,1.186892657225705e-16,7.149717863641412e-14
4.804546962666224e-05,0.11224538965646726,0.0,0.0,0.0,0.0,0.32993779162968934,0.6699482528367406,3.624074764914284e-05,2.835170163010299e-05,2.8214446331656533e-07,2.9850336444486416e-08,8.931440801605513e-16,1.4910613569141383e-07,1.8728087259617434e-05,2.6658730406925648e-05,3.3195978254417764e-06,2.4606860469163094e-08,1.1143809585640367e-08,1.8836164545534252e-09,1.3805655374459034e-08,7.829981399792224e-17,3.0014569228090984e-07,1.5179504336529974e-11,1.937199509869141e-10,3.0658123581593927e-12,1.0725621732124835e-09,4.2927869385324875e-20,7.269056749822494e-18,8.396909972876751e-17,9.833532994298668e-18,1.3525393275077524e-16,8.328607666547428e-14
4.905122298785215e-05,0.11224538173632982,0.0,0.0,0.0,0.0,0.3299357218913492,0.6699466266723539,3.7006289229281975e-05,2.8939832773119735e-05,2.881038046791093e-07,3.046661258306821e-08,9.120087087161285e-16,1.5244038643523036e-07,1.9559139394453005e-05,2.7844467946247387e-05,3.542446999782746e-06,2.5126467733851908e-08,1.137862684738573e-08,1.9701036997265696e-09,1.4442001253564871e-08,8.190889756767223e-17,3.20662066683371e-07,1.5813897315867756e-11,1.9881555829229913e-10,3.337098688848243e-12,1.1932761970138026e-09,4.6886688784928576e-20,7.606093836913988e-18,9.539335514932979e-17,1.1184954473420427e-17,1.536777850929019e-16,9.669993757177373e-14
5.005697634904206e-05,0.11224537313678697,0.0,0.0,0.0,0.0,0.3299336205610864,0.6699449778477843,3.776604627529727e-05,2.952775011086107e-05,2.9401807612726044e-07,3.10826833234432e-08,9.307306659459394e-16,1.5576506641687994e-07,2.0407922430609333e-05,2.905640857411911e-05,3.7746549902915983e-06,2.564320321324482e-08,1.1613517319991654e-08,2.0585813265293107e-09,1.509305849139196e-08,8.560141771620502e-17,3.421135746847377e-07,1.6458634853990228e-11,2.0392111071570659e-10,3.6252637300640663e-12,1.3245402463848143e-09,5.1113209601249524e-20,7.951100335395219e-18,1.0806124449793929e-16,1.2686154189421241e-17,1.7411698480391916e-16,1.1191876309508423e-13
5.1062729710231964e-05,0.11224536384493071,0.0,0.0,0.0,0.0,0.3299314877519912,0.6699433064574308,3.8519773206536424e-05,3.011543967084546e-05,2.9988536561076485e-07,3.169853154782152e-08,9.493038991480955e-16,1.5907935012250462e-07,2.127431504537996e-05,3.029447507109768e-05,4.0163383815329025e-06,2.615694100390908e-08,1.1848476956582723e-08,2.1490412633154256e-09,1.5758768295681802e-08,8.937704099880169e-17,3.6452154595006575e-07,1.7113446060962243e-11,2.090347604935576e-10,3.930853313492775e-12,1.467001287355611e-09,5.561874767444878e-20,8.304057394153673e-18,1.2207286118490163e-16,1.4349625733726462e-17,1.9673591784103972e-16,1.2913744978214164e-13
5.206848307142187e-05,0.11224535384868486,0.0,0.0,0.0,0.0,0.32992932358421684,0.6699416126024602,3.926723848839796e-05,3.070288682335635e-05,3.057038704643483e-07,3.231413953030303e-08,9.67722701884973e-16,1.6238244829764925e-07,2.2158189953360326e-05,3.1558583895783285e-05,4.267606157502428e-06,2.6667561969495538e-08,1.2083501409260936e-08,2.2414746910267736e-09,1.6439066313268254e-08,9.323540243163691e-17,3.879072206695514e-07,1.7778057218356316e-11,2.14154707083731e-10,4.254405013755162e-12,1.6213267126640487e-09,6.041476326809481e-20,8.664943485165513e-18,1.3753314565896292e-16,1.618852777944798e-17,2.2170727984044515e-16,1.4856655717617783e-13
5.307423643261178e-05,0.11224534313680609,0.0,0.0,0.0,0.0,0.3299271281846406,0.6699398963904608,4.000822469803558e-05,3.1290076334105676e-05,3.1147189791833747e-07,3.2929488994619697e-08,9.85981715599611e-16,1.6567360850626628e-07,2.3059414216928783e-05,3.28486454713075e-05,4.52855968731379e-06,2.7174953789607473e-08,1.2318586048895896e-08,2.3358720729442737e-09,1.713388284891853e-08,9.717610673295215e-17,4.1229174163822965e-07,1.8452192419903414e-11,2.1927919947439522e-10,4.596447194618371e-12,1.788204010986746e-09,6.551285299585163e-20,9.033734514010248e-18,1.5455189878157834e-16,1.8216693157785664e-17,2.492121445869698e-16,1.7043308313842855e-13
5.4079989793801684e-05,0.11224533169888269,0.0,0.0,0.0,0.0,0.3299249016865192,0.6699381579350977,4.074252854555374e-05,3.187699241642408e-05,3.171878652626909e-07,3.354456117105997e-08,1.0040759301349631e-15,1.6895211555981592e-07,2.39778495592239e-05,3.416456447568383e-05,4.799292733792726e-06,2.767901098646453e-08,1.2553725984850777e-08,2.432223185191486e-09,1.784314308988381e-08,1.0119872959661138e-16,4.3769614665784327e-07,1.9135574198769578e-11,2.244065382718341e-10,4.957498115885292e-12,1.968340401272889e-09,7.092474188892699e-20,9.410403933242187e-18,1.7324378363600897e-16,2.044863673728061e-17,2.7944001527049385e-16,1.9498124469419497e-13
5.508574315499159e-05,0.11224531952533053,0.0,0.0,0.0,0.0,0.3299226442291441,0.6699363973557626,4.1469960852184945e-05,3.246361878283548e-05,3.228502996760505e-07,3.415933685242696e-08,1.0220006831927488e-15,1.7221729181936283e-07,2.491335267860425e-05,3.550624013501386e-05,5.079891484146288e-06,2.817963493004811e-08,1.2788916084586567e-08,2.530517147874027e-09,1.8566767335295933e-08,1.0530281899314161e-16,4.6414136126854866e-07,1.9827924139265044e-11,2.2953507756623164e-10,5.338065104031691e-12,2.162462434531028e-09,7.666227563268545e-20,9.794922858178574e-18,1.9372831601352854e-16,2.2899562107650395e-17,3.125888587431559e-16,2.224732628104349e-13
5.60914965161815e-05,0.11224530660738738,0.0,0.0,0.0,0.0,0.32992035595749275,0.6699346147772262,4.21903464871189e-05,3.304993869588074e-05,3.284578377328242e-07,3.4773796448891965e-08,1.0397516587730963e-15,1.754684973741635e-07,2.5865775563606826e-05,3.687356651856747e-05,5.370434601785745e-06,2.8676733822507284e-08,1.30241509930896e-08,2.630742456738728e-09,1.9304671229550972e-08,1.0948789649338562e-16,4.916481918168738e-07,2.0528963470962427e-11,2.346632265756477e-10,5.738643789084164e-12,2.371315565524201e-09,8.273741299853419e-20,1.0187260184666573e-17,2.161298438957116e-16,2.5585367078108312e-17,3.488651231059342e-16,2.5319014953722874e-13
5.7097249877371404e-05,0.11224529293710417,0.0,0.0,0.0,0.0,0.3299180370218822,0.6699328103292881,4.290352426481244e-05,3.363593501806449e-05,3.340092246025468e-07,3.538792004161559e-08,1.0573248846400758e-15,1.787051301007705e-07,2.6834965807454168e-05,3.826643283478508e-05,5.670993298303924e-06,2.9170222662686073e-08,1.325942515207047e-08,2.732887015237896e-09,2.0056765998830327e-08,1.1375345860994883e-16,5.202373188651014e-07,2.123841364337795e-11,2.3978945106961483e-10,6.159717409660049e-12,2.5956636969121282e-09,8.916221849486175e-20,1.0587382708396534e-17,2.405775163229779e-16,2.85226480078789e-17,3.8848373906071577e-16,2.874324959811026e-13
5.810300323856131e-05,0.11224527850733504,0.0,0.0,0.0,0.0,0.3299156875776209,0.6699309841464324,4.3609346804747824e-05,3.422159026080684e-05,3.395033129568423e-07,3.6001687435018774e-08,1.074716728861626e-15,1.8192662560716018e-07,2.7820766921198515e-05,3.968472372728341e-05,5.981631424540541e-06,2.9660023191705195e-08,1.3494732818885103e-08,2.8369381668861512e-09,2.0822958689924516e-08,1.1809897815170664e-16,5.499292909460252e-07,2.1955996879552012e-11,2.449122745749279e-10,6.601756187525269e-12,2.8362886984411925e-09,9.594885525835552e-20,1.0995255245336477e-17,2.6720524210470636e-16,3.1728702993966567e-17,4.3166810556363364e-16,3.255212596234231e-13
