Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144)
2.905754859927162e-07,0.11224537190384348,0.0,0.0,0.0,0.0,0.3299998243279096,0.6699998231909797,1.7376765668213392e-07,1.7476684970441425e-07,1.351212565717288e-09,4.013219604724126e-10,4.2773389214253244e-18,3.632443927591904e-10,5.514936023340567e-10,3.012279014114692e-10,4.84452079347301e-13,7.528368444280527e-11,4.491343176873096e-11,1.4818987956562765e-14,3.776110110506576e-14,2.141649191471105e-22,3.782901221702787e-15,2.2031667498671795e-15,6.99780654060816e-13,2.859075288501606e-20,7.187244874592859e-20,6.402147336862265e-29,1.9759841975767165e-23,2.361118709353089e-29,1.5643934347275504e-30,1.0567436801550304e-28,4.8516547729793635e-28,3.217076844071356e-34,1.94223334578779e-37,2.2971824288404903e-42,4.818825679339802e-41,5.138596905849488e-40,1.5574352826655518e-36,5.643319297879288e-43,8.178083869516527e-43,3.572641385562242e-33,4.291038047180557e-36,3.5507535853012074e-16,1.9016197395265735e-39,4.6888871239445727e-38,9.107849584015514e-29,1.385122676697152e-35,2.5624756950404345e-30,4.772311545143634e-40,1.0436588329217536e-44
3.075086014280999e-07,0.1122453718976143,0.0,0.0,0.0,0.0,0.32999981404577783,0.6699998128346365,1.8390434287146855e-07,1.8496126679573737e-07,1.4301358219631304e-09,4.119338145958269e-10,4.527174902737287e-18,3.983833970657354e-10,6.177846492877229e-10,3.5162672254750693e-10,5.742007802110911e-13,8.191429934913792e-11,4.865297925698793e-11,1.6985605408058745e-14,4.504415060820566e-14,2.554712816975553e-22,4.7938478864982346e-15,2.3589621040943084e-15,7.40893912083598e-13,3.44434960283762e-20,9.184587310040046e-20,7.662887220952197e-29,2.3570958521991092e-23,3.1972952642279374e-29,2.1959101826936803e-30,1.3889258964852213e-28,6.756176125702247e-28,4.479971432762589e-34,2.8641922374003023e-37,3.385552679200643e-42,7.104463330036699e-41,7.575906609774317e-40,2.4355059890955635e-36,8.825749274974904e-43,1.2025953605267547e-42,5.444316570962917e-33,6.538976875078682e-36,4.2693495551326072e-16,2.897861482068981e-39,6.74756053517401e-38,1.3096307270521835e-28,1.991943759499585e-35,3.482205441941566e-30,7.57397520660051e-40,1.6007837733783505e-44
3.2444171686348364e-07,0.11224537189148376,0.0,0.0,0.0,0.0,0.3299998037574577,0.6699998024738691,1.9404341106890755e-07,1.9515537744793587e-07,1.5090776026041325e-09,4.2254537993289373e-10,4.777069524058168e-18,4.3430770519258216e-10,6.878413464226121e-10,4.0672971301540054e-10,6.744103843030198e-13,8.864044051415673e-11,5.24273911157051e-11,1.932765203118486e-14,5.3183839462387106e-14,3.0163613877531437e-22,5.993317945032807e-15,2.5177663701808185e-15,7.820262857869735e-13,4.1065515514801965e-20,1.1577721247271178e-19,9.080973990241735e-29,2.78303425899727e-23,4.257352324061415e-29,3.0218393633093692e-30,1.79871984914264e-28,9.239757389043204e-28,6.126850610348986e-34,4.135259917679879e-37,4.885284352310482e-42,1.0255035519869986e-40,1.0935546828276405e-39,3.716873412492345e-36,1.3470292461544894e-42,1.736119322088946e-42,8.106229170231625e-33,9.735975448995325e-36,5.084007630179706e-16,4.3147250849335226e-39,9.516156677910174e-38,1.845498418642583e-28,2.807318698387508e-35,4.6513491242888254e-30,1.1714987271469412e-39,2.40311231136693e-44
3.4137483229886737e-07,0.11224537188545226,0.0,0.0,0.0,0.0,0.32999979346283903,0.669999792108676,2.041849683311128e-07,2.05349181849857e-07,1.5880387431382972e-09,4.331566573165573e-10,5.02702543020368e-18,4.709410681707329e-10,7.61664677984573e-10,4.666356982872253e-10,7.856602625524554e-13,9.54509019848715e-11,5.623149400881667e-11,2.1849484316234383e-14,6.22218026175103e-14,3.5289562613500797e-22,7.402774619291339e-15,2.679581876604579e-15,8.231782155863852e-13,4.850829483804516e-20,1.4417125722209578e-19,1.0666455161169535e-28,3.255978122793094e-23,5.58415091904249e-29,4.08537410006999e-30,2.2988073190726637e-28,1.2433626754788777e-27,8.244735725360667e-34,5.858302089487049e-37,6.917358015321009e-42,1.4525253723638038e-40,1.5489131372005346e-39,5.549855910787342e-36,2.0114853984421212e-42,2.465233025658637e-42,1.1820355009630018e-32,1.4196649062697078e-35,6.001328469352423e-16,6.291653147892254e-39,1.3180555287308375e-37,2.5540563109235583e-28,3.885556628697813e-35,6.118238754072431e-30,1.770779624080336e-39,3.53814309600543e-44
3.583079477342511e-07,0.11224537187952019,0.0,0.0,0.0,0.0,0.3299997831618229,0.6699997817390547,2.1432911079486508e-07,2.1554268019675502e-07,1.6670199938594705e-09,4.437676475964112e-10,5.2770449962710184e-18,5.082140449397609e-10,8.392556660827592e-10,5.314338675002011e-10,9.085303193160469e-13,1.023358140502898e-10,6.006088013606541e-11,2.4555365744748513e-14,7.219878150526322e-14,4.094808118754083e-22,9.044688442691354e-15,2.844410869253436e-15,8.643500975068156e-13,5.682394381102036e-20,1.7756568670917517e-19,1.242963066536691e-28,3.778059392560866e-23,7.225862990570075e-29,5.4359528230489305e-30,2.903173462005774e-28,1.6489871807124038e-27,1.0934480858336788e-33,8.158913181347307e-37,9.629428922815394e-42,2.0226068749080607e-40,2.1568245356679666e-39,8.125365768595137e-36,2.94518804130497e-42,3.448691905867959e-42,1.6914059176308106e-32,2.0314138037073305e-35,7.027914231425009e-16,9.00289319400959e-39,1.796164801603421e-37,3.4776254452210495e-28,5.291099867608402e-35,7.937264050247374e-30,2.621787781376026e-39,5.118074056121236e-44
3.752410631696348e-07,0.11224537187368774,0.0,0.0,0.0,0.0,0.32999977285431986,0.6699997713650033,2.2447592469977176e-07,2.2573587268973246e-07,1.7460220278345171e-09,4.543783515385509e-10,5.527130352891042e-18,5.460635153889961e-10,9.206153668185644e-10,6.012046418658792e-10,1.0436010027821718e-12,1.0928648415854993e-10,6.391179410565483e-11,2.7449470090680807e-14,8.315464294766147e-14,4.7161780368064675e-22,1.0942515691947213e-14,3.0122555171929806e-15,9.055422873284207e-13,6.606519786716365e-20,2.1653146779287215e-19,1.438107645763063e-28,4.351364250905649e-23,9.236313649015229e-29,7.129716883231545e-30,3.6271742627708816e-28,2.158353212332378e-27,1.431216053414632e-33,1.1188970239368847e-36,1.31999860174519e-41,2.7733451632796824e-40,2.9573808788344916e-39,1.1686109334308657e-35,4.236175684712898e-42,4.759546778106997e-42,2.3791497778495987e-32,2.857379939569191e-35,8.170358987220828e-16,1.266356651617107e-38,2.41196557298624e-37,4.665984499498888e-28,7.099750262412134e-35,1.0169266773788255e-29,3.8098083797175686e-39,7.285117147952646e-44
3.9217417860501855e-07,0.11224537186795522,0.0,0.0,0.0,0.0,0.32999976254024976,0.66999976098652,2.3462548732877448e-07,2.3592875953513363e-07,1.8250454482397971e-09,4.649887698348651e-10,5.777283409452316e-18,5.844322059916825e-10,1.0057448667772686e-09,6.760204792420076e-10,1.1914533137072098e-12,1.1629525653978434e-10,6.778103625756477e-11,3.0535883683723516e-14,9.512839859316169e-14,5.395278590535955e-22,1.3120677262195575e-14,3.183117918194871e-15,9.4675510440058e-13,7.628541755177912e-20,2.616732526590774e-19,1.6531667474583634e-28,4.9779341311483704e-23,1.1675328614654465e-28,9.22997193270216e-30,4.48760473621701e-28,2.7914798032531828e-27,1.8510527834171076e-33,1.513054258166116e-36,1.7842925225257259e-41,3.7498050299780705e-40,3.998637402683616e-39,1.6537195003263286e-35,5.995131718061544e-42,6.48789840783945e-42,3.2946199231087196e-32,3.9568314901171726e-35,9.43524060561857e-16,1.7536364852864752e-38,3.1958731633255164e-37,6.177225434140016e-28,9.399972921092279e-35,1.2881940933584466e-29,5.442844760534933e-39,1.0217634554066613e-43
4.0910729404040227e-07,0.11224537186232274,0.0,0.0,0.0,0.0,0.3299997522195407,0.6699997506036025,2.4477786787110154e-07,2.46121340943956e-07,1.9040907950930836e-09,4.755989031514655e-10,6.027505875411367e-18,6.232682316606751e-10,1.094645279853458e-09,7.559466175042951e-10,1.3526688126945909e-12,1.233553885137123e-10,7.166588030067837e-11,3.3818606669715936e-14,1.0815822486225829e-13,6.134274984388215e-22,1.5604537974753843e-14,3.3570001040299507e-15,9.879888351429953e-13,8.753858859744225e-20,3.136297755098348e-19,1.8892599998886172e-28,5.659766761070983e-23,1.4609086871097588e-28,1.180765348613865e-29,5.50276795383147e-28,3.571131674779762e-27,2.3680543714179093e-33,2.0200175792424158e-36,2.3812558361853063e-41,5.005576707822849e-40,5.3377405211325306e-39,2.3058286366481817e-35,8.3597966366903e-42,8.744048921486348e-42,4.497486337035764e-32,5.401426144305648e-35,1.082911393634816e-15,2.3938895281255415e-38,4.183185586173174e-37,8.078660685577445e-28,1.2294278506500325e-34,1.615023922720445e-29,7.656199834878173e-39,1.4137178475226649e-43
4.26040409475786e-07,0.11224537185679048,0.0,0.0,0.0,0.0,0.32999974189212783,0.6699997402162492,2.549331282116558e-07,2.563136171313759e-07,1.9831585514119385e-09,4.862087521150019e-10,6.2777992797873575e-18,6.62524657430394e-10,1.1873177443844008e-09,8.410417588745356e-10,1.5278296262085589e-12,1.3046094163922442e-10,7.556400329162313e-11,3.730155451369256e-14,1.2228148211972635e-13,6.935286139594074e-22,1.8420386360677883e-14,3.5339040455025124e-15,1.029243736249682e-12,9.987932193076292e-20,3.7307424906194343e-19,2.147541324583819e-28,6.398817166192528e-23,1.811047831195168e-28,1.494179678444713e-29,6.692544925302722e-28,4.523060717999253e-27,2.9992978395708438e-33,2.6653568960219325e-36,3.140907935260703e-41,6.6039302980115845e-40,7.04215886050152e-39,3.171744453533759e-35,1.1499993778485002e-41,1.166208690846873e-41,6.059241265515801e-32,7.277018491028318e-35,1.2358505140915567e-15,3.22516915617997e-38,5.414602726460084e-37,1.0447782703253513e-27,1.5900685307001078e-34,2.0056785284988794e-29,1.0617716342785299e-38,1.9316520758635354e-43
4.4297352491116973e-07,0.11224537185135848,0.0,0.0,0.0,0.0,0.3299997315579531,0.6699997298244578,2.6509132365100055e-07,2.665055883163162e-07,2.062249148830926e-09,4.968183173049804e-10,6.528164988943716e-18,7.021590832372137e-10,1.2837634205654022e-09,9.313586975662936e-10,1.717518451503337e-12,1.3760668589208027e-10,7.947342603259891e-11,4.098856011401452e-14,1.3753473270448912e-13,7.800385716747035e-22,2.1595414926401076e-14,3.7138316572048555e-15,1.070520037612337e-12,1.1336285325837213e-19,4.407147613987601e-19,2.429201014006447e-28,7.19699861326575e-23,2.225946625415187e-28,1.8720011053613118e-29,8.078465295045591e-28,5.676258476622984e-27,3.764008571472203e-33,3.479066421629101e-36,4.098450962581421e-41,8.619071499655092e-40,9.191022317701308e-39,4.308681034211065e-35,1.562332330787195e-41,1.5403944495599375e-41,8.064832715657629e-32,9.685621561384913e-35,1.4029907032726325e-15,4.2926908808512106e-38,6.936775782056445e-37,1.3373276569713847e-27,2.035426221145229e-34,2.469229142718233e-29,1.4533736671574065e-38,2.608876268488855e-43
4.5990664034655345e-07,0.11224537184602693,0.0,0.0,0.0,0.0,0.3299997212169641,0.6699997194282268,2.7525250356068155e-07,2.7669725472103365e-07,2.14136297271455e-09,5.074275992696098e-10,6.778604222773387e-18,7.421332536230777e-10,1.3839834881212653e-09,1.0269448938568568e-09,1.922318560629457e-12,1.4478801522649647e-10,8.339246223061993e-11,4.4883375907890636e-14,1.5395375847821377e-13,8.731603111085092e-22,2.515770086524413e-14,3.89678480199379e-15,1.1118179449820757e-12,1.2804504256329735e-19,5.172946728274139e-19,2.735467743917913e-28,8.056183528588936e-23,2.7143454903540415e-28,2.3238958477322816e-29,9.683778837143738e-28,7.063219759288952e-27,4.6837351276454775e-33,4.496116785011494e-36,5.294914476995706e-41,1.1137503315514773e-39,1.187657412707171e-38,5.786028391527755e-35,2.098158164918609e-41,2.0163965210475268e-41,1.0614429372662156e-31,1.2747526175011056e-34,1.5849775290525929e-15,5.649771766094457e-38,8.802887495576635e-37,1.6956086405363096e-27,2.580875365764622e-34,3.0155982139257094e-29,1.965584573682499e-38,3.4857619468178032e-43
4.768397557819371e-07,0.11224537184079572,0.0,0.0,0.0,0.0,0.32999971086911417,0.669999709027554,2.8541671197879914e-07,2.86888616570759e-07,2.220500366804194e-09,5.180365985295982e-10,7.029118069409017e-18,7.824126927287442e-10,1.4879791442100058e-09,1.1278429981496698e-09,2.1428138036540235e-12,1.520008731519469e-10,8.731967512526904e-11,4.898967556156465e-14,1.7157357833291305e-13,9.730924445447546e-22,2.9136187185773494e-14,4.0827652951885306e-15,1.1531376423892904e-12,1.439823738802614e-19,6.035930123390475e-19,3.0676105329896508e-28,8.978204414172101e-23,3.2857661903685137e-28,2.860483835502549e-29,1.15335277907401e-27,8.720217507508593e-27,5.782531525324306e-33,5.757052267172117e-36,6.77785249764972e-41,1.425949849982893e-39,1.52057410180169e-38,7.687336605629671e-35,2.7877966081272463e-41,2.617402203165114e-41,1.382531979285063e-31,1.6603581522354648e-34,1.7824525420625533e-15,7.358841317160767e-38,1.1073263715439059e-36,2.1310536280041394e-27,3.243828765474884e-34,3.6556023469250927e-29,2.628846332378569e-38,4.610897835231405e-43
4.937728712173208e-07,0.112245371835665,0.0,0.0,0.0,0.0,0.32999970051436145,0.6699996986224377,2.9558398815044043e-07,2.9707967409337754e-07,2.2996616374349867e-09,5.286453155758818e-10,7.279707498571656e-18,8.229663643106407e-10,1.5957516015376288e-09,1.2340913285067673e-09,2.379588611210286e-12,1.5924168717604938e-10,9.125384054219457e-11,5.331105548782945e-14,1.904284654210836e-13,1.0800293547495297e-21,3.3560664254824045e-14,4.27177490848934e-15,1.1944792943401364e-12,1.6123195532160508e-19,7.004248737777736e-19,3.4269406496379783e-28,9.964854749383483e-23,3.9505495964092947e-28,3.4933876805408633e-29,1.365462007736492e-27,1.0687589051649813e-26,7.087147070329703e-33,7.308635163822705e-36,8.602095215473267e-41,1.8100687591256048e-39,1.9301826627842558e-38,1.0112533286275472e-34,3.6675126748666566e-41,3.3709226259503244e-41,1.7833948455743203e-31,2.1417640084157157e-34,1.9960530362321128e-15,9.492525215685587e-38,1.3816016842472356e-36,2.6565506387803522e-27,4.043916803266195e-34,4.4009958293459823e-29,3.47973552013849e-38,6.042383350095449e-43
5.107059866527045e-07,0.11224537183063474,0.0,0.0,0.0,0.0,0.32999969015266806,0.6699996882128759,3.057543670172124e-07,3.072704275191362e-07,2.378847057355648e-09,5.392537508742285e-10,7.530373373662698e-18,8.637663564192397e-10,1.7073020866646863e-09,1.3457243048792581e-09,2.6332279964778094e-12,1.6650731108275066e-10,9.519391544513899e-11,5.785103650747886e-14,2.1055196379257317e-13,1.194161289328329e-21,3.8461751758053225e-14,4.463815373626943e-15,1.2358430478067337e-12,1.798515191580546e-19,8.086418120541559e-19,3.8148134635081633e-28,1.1017889861550467e-22,4.719893948562784e-28,4.2352822202943004e-29,1.6075903400218617e-27,1.3010033893936973e-26,8.627223833208414e-33,9.204539294933893e-36,1.0830557679434315e-40,2.279376741426867e-39,2.430633337718061e-38,1.3180392210426742e-34,4.780413090500722e-41,4.309426916497333e-41,2.279809100641073e-31,2.7379169687275988e-34,2.2264118647175707e-15,1.2134803141970192e-37,1.7107721719030675e-36,3.2865665243031404e-27,5.003175207399181e-34,5.264514734008748e-29,4.5619135225753463e-38,7.849270520280318e-43
5.276391020880881e-07,0.11224537182570499,0.0,0.0,0.0,0.0,0.32999967978400024,0.6699996777988672,3.159278796599338e-07,3.1746087708038093e-07,2.4580568691829325e-09,5.498619048693375e-10,7.781116462699125e-18,9.047875902125336e-10,1.8226318384865518e-09,1.4627728431628865e-09,2.9043175566840027e-12,1.737949741005377e-10,9.913901114979871e-11,6.26130656099347e-14,2.3197690449662067e-13,1.3156744520499833e-21,4.387088106771818e-14,4.6588883857538715e-15,1.2772290340274524e-12,1.9989942192016104e-19,9.291322395482555e-19,4.232630245213049e-28,1.2139027768573315e-22,5.605893616814691e-28,5.099944651976925e-29,1.8828240214144698e-27,1.573692315792709e-26,1.0435501862117008e-32,1.15060947035916e-35,1.3535107788759197e-40,2.8490334982924072e-39,3.0380918069336845e-38,1.7031271695507663e-34,6.177440677666143e-41,5.471043912287585e-41,2.8899170867513567e-31,3.4706035313715515e-34,2.474157303191439e-15,1.5382241844498663e-37,2.1034124508568974e-36,4.037275863608068e-27,6.146241465382452e-34,6.259921597042717e-29,5.927183357823642e-38,1.0113165530600388e-42
5.445722175234718e-07,0.11224537182087564,0.0,0.0,0.0,0.0,0.3299996694083277,0.6699996673804093,3.261045536984323e-07,3.2765102301132393e-07,2.537291288521452e-09,5.604697779857396e-10,8.03193744818946e-18,9.460075520211823e-10,1.9417421068705094e-09,1.585264712206912e-09,3.193443474206508e-12,1.8110223612215227e-10,1.030883704879285e-10,6.760051761305103e-14,2.5473542136906755e-13,1.4447510923850217e-21,4.982027800071029e-14,4.85699560658596e-15,1.3186373701331995e-12,2.2143464462806065e-19,1.062821822658514e-18,4.681839920959034e-28,1.332995000506394e-22,6.621578365876134e-28,6.102305281929732e-29,2.1944583579669963e-27,1.892262084183448e-26,1.254803222355144e-32,1.42830856241701e-35,1.6797495963162645e-40,3.53628518277318e-39,3.770948656745033e-38,2.1830141986308577e-34,7.918473703349336e-41,6.900335735927513e-41,3.6344719284722654e-31,4.3647453140750035e-34,2.7399129531015698e-15,1.934530455513916e-37,2.5690885111501896e-36,4.9266956078918455e-27,7.500560000061319e-34,7.402050678551445e-29,7.636660925747109e-38,1.2930001525614706e-42
5.615053329588555e-07,0.11224537181614679,0.0,0.0,0.0,0.0,0.3299996590256233,0.6699996569575006,3.3628441365220887e-07,3.3784086554783293e-07,2.616550506778183e-09,5.710773706296926e-10,8.282836936043272e-18,9.874060474804128e-10,2.0646341514342805e-09,1.7132248568301278e-09,3.5011925173438426e-12,1.8842694825402436e-10,1.0704134834044359e-10,7.281669668787775e-14,2.7885896655287727e-13,1.5815695935314624e-21,5.634294595562193e-14,5.0581386673046296e-15,1.360068160614878e-12,2.4451679320523153e-19,1.2106738784957573e-18,5.163940785579281e-28,1.4592302434528586e-22,7.780953128294528e-28,7.258498915402774e-29,2.54600539279062e-27,2.2626817014436493e-26,1.50043979629235e-32,1.7614603838141347e-35,2.0710348903995437e-40,4.3606743852830675e-39,4.650043299558557e-38,2.7769921662688058e-34,1.0073537449458096e-40,8.649147615600662e-41,4.537098070760114e-31,5.448711909594476e-34,3.0242976783581524e-15,2.4149737762454043e-37,3.118435366999868e-36,5.974825548238058e-27,9.096596220853285e-34,8.706853810288953e-29,9.762068795844716e-38,1.6411994760470457e-42
5.784384483942392e-07,0.11224537181151827,0.0,0.0,0.0,0.0,0.3299996486358624,0.6699996465301394,3.464674812654433e-07,3.480304049272431e-07,2.695834693698779e-09,5.816846831916796e-10,8.533815463599994e-18,1.0289649764469228e-09,2.191309240452095e-09,1.8466756897092867e-09,3.828152040811115e-12,1.957672180694668e-10,1.1099739505380102e-10,7.826483785705169e-14,3.0437832565101427e-13,1.7263045583555127e-21,6.347264942352736e-14,5.262319171233361e-15,1.4015214986460981e-12,2.6920609902851415e-19,1.3736897718403572e-18,5.680482174322342e-28,1.5927696042312042e-22,9.099038285243056e-28,8.585916904509254e-29,2.941201674918717e-27,2.6914873096524545e-26,1.7847943079792297e-32,2.158995956169812e-35,2.5378229886089704e-40,5.34426418875654e-39,5.698902897052994e-38,3.5075143814383122e-34,1.272413553746605e-40,1.0777538436776386e-40,5.62456652164437e-31,6.754651398086522e-34,3.3279255699218957e-15,2.9938036253569827e-37,3.763238172059397e-36,7.203794681807879e-27,1.096805956491007e-33,1.0191446830000772e-28,1.2387160951558147e-37,2.0689796638620647e-42
5.953715638296228e-07,0.11224537180699017,0.0,0.0,0.0,0.0,0.3299996382390232,0.6699996360983239,3.5665377579953466e-07,3.582196413881885e-07,2.775143999650576e-09,5.922917160479029e-10,8.784873506855921e-18,1.0706681274389714e-09,2.321768649875727e-09,1.9856373547916163e-09,4.174909986009681e-12,2.0312137900943567e-10,1.1495604231653781e-10,8.394810852148613e-14,3.313236324656124e-13,1.8791268929858666e-21,7.124389786604388e-14,5.469538696301427e-15,1.442997467274039e-12,2.9556341955879086e-19,1.5529093124933361e-18,6.233066094195659e-28,1.73377077068925e-22,1.0591910453834604e-27,1.0103259865480634e-28,3.3840161204412535e-27,3.185817937346622e-26,2.1126009614284712e-32,2.6309652032232153e-35,3.091876804401451e-40,6.5118768147435e-39,6.943996842532806e-38,4.4005973474412285e-34,1.5964708807683715e-40,1.3354796593505163e-40,6.927084954861979e-31,8.318838702883238e-34,3.651405933620697e-15,3.68709872515174e-37,4.516516855407577e-36,8.638013551781068e-27,1.315213564295988e-33,1.1874156601024367e-28,1.5609287216368082e-37,2.591485463574644e-42
6.292377947003903e-07,0.11224537179823486,0.0,0.0,0.0,0.0,0.3299996174240332,0.6699996152213225,3.7703611174485967e-07,3.785972065148695e-07,2.9338384847983946e-09,6.135049440840731e-10,9.28722977436934e-18,1.1544506298105976e-09,2.5940455672133684e-09,2.280163753811655e-09,4.93017584039419e-12,2.1786568709873744e-10,1.228796060667645e-10,9.603237873003509e-14,3.8960945059616385e-13,2.209699295413691e-21,8.885269904323282e-14,5.893101006820076e-15,1.5260175839131502e-12,3.5352866983208857e-19,1.96431318884882e-18,7.453042489771552e-28,2.0387726641765029e-22,1.4171851869178554e-27,1.378939138730668e-28,4.429584938734806e-27,4.402851257666259e-26,2.9196567082323334e-32,3.844629187302571e-35,4.51609843919384e-40,9.513802674121206e-39,1.0145126763582378e-37,6.799103024069723e-34,2.4668308030311127e-40,2.0185971983519054e-40,1.031713211398925e-30,1.2389907701748189e-33,4.3603374906165025e-15,5.491528530998819e-37,6.407296475095688e-36,1.2232222807869897e-26,1.862573114264658e-33,1.5913575603220028e-28,2.4312868443798284e-37,3.993285823769854e-42
6.59717402484081e-07,0.1122453717906979,0.0,0.0,0.0,0.0,0.32999959866615663,0.66999959641677,3.953914012899108e-07,3.9693598156332084e-07,3.0767506083600336e-09,6.325958962517896e-10,9.739626093679e-18,1.2302179026039076e-09,2.8520500971715257e-09,2.5642480792997935e-09,5.683535951362917e-12,2.3117009253718106e-10,1.3001628607876664e-10,1.0774280770199026e-13,4.4723288697449747e-13,2.536514950124661e-21,1.0725560601409587e-13,6.284715924010214e-15,1.6008137468663663e-12,4.1202537382853423e-19,2.4012257407168036e-18,8.691492134757009e-28,2.3403084623574197e-22,1.817594747278921e-27,1.7972766603799447e-28,5.5783078795623004e-27,5.80757579867428e-26,3.851178804533349e-32,5.319001843148725e-35,6.2455017267690896e-40,1.315969682656285e-38,1.4032957912783621e-37,9.864115061362482e-34,3.579129914943593e-40,2.879422128284912e-40,1.4488142914980977e-30,1.7398799337011113e-33,5.0722865347423044e-15,7.711644021072495e-37,8.63908349571871e-36,1.6466305383874283e-26,2.5074068790676734e-33,2.0436957065226425e-28,3.5507193918631976e-37,5.783064259956564e-42
6.885874421976554e-07,0.11224537178385811,0.0,0.0,0.0,0.0,0.3299995808774659,0.669999578591915,4.12787219698994e-07,4.143054203717573e-07,3.2121923906316495e-09,6.506778619941107e-10,1.0168374629870653e-17,1.3022461776242875e-09,3.107755398193378e-09,2.8500093580891336e-09,6.464668592507948e-12,2.4379677598903776e-10,1.3677957343001245e-10,1.1957982062843082e-13,5.064774383899984e-13,2.8725248809241293e-21,1.2712472491150886e-13,6.664752255159005e-15,1.671728543821548e-12,4.733099633400764e-19,2.8799321713625498e-18,9.997396730407487e-28,2.650327399628626e-22,2.2767826914133167e-27,2.282877571304688e-28,6.875629337543606e-27,7.464352467063739e-26,4.949847469849037e-32,7.138147425554188e-35,8.378470733097827e-40,1.7657129104430743e-38,1.882883419838229e-37,1.3817795949161871e-33,5.014014899334269e-40,3.977521447685044e-40,1.968542121107341e-30,2.364008812233789e-33,5.814439294727195e-15,1.0478013757862142e-36,1.1322783214770007e-35,2.154849726347966e-26,3.2814328160615076e-33,2.5629516919009837e-28,5.002630562466063e-37,8.090688411182822e-42
7.174574819112298e-07,0.1122453717773091,0.0,0.0,0.0,0.0,0.32999956306791595,0.6699995607540787,4.3019265197615994e-07,4.31673983223282e-07,3.3477090146993993e-09,6.687590210309253e-10,1.0597360081958435e-17,1.37448822264926e-09,3.3744856305988425e-09,3.1520509877539393e-09,7.314511231063472e-12,2.564437645798128e-10,1.435453553529092e-10,1.3215567454019362e-13,5.703930919222748e-13,3.235027319006571e-21,1.4956132078406997e-13,7.053650969272012e-15,1.7427101621384074e-12,5.406388300567379e-19,3.428228762734775e-18,1.1442440842385668e-27,2.984789663788079e-22,2.8255804914098825e-27,2.8695102227331673e-28,8.404666292246703e-27,9.497578835142523e-26,6.298155732089378e-32,9.466634949411067e-35,1.1107612879699398e-39,2.3412473322560761e-38,2.4966095896112432e-37,1.90923290301259e-33,6.928369587635976e-40,5.4285070453294125e-40,2.6391265015851184e-30,3.1692944229951754e-33,6.625484637216513e-15,1.4047351843060464e-36,1.467528878362486e-35,2.788602022709745e-26,4.2466794144944e-33,3.1840909631542174e-28,6.94912889420253e-37,1.1168601408690067e-41
7.463275216248043e-07,0.11224537177105053,0.0,0.0,0.0,0.0,0.3299995452374588,0.6699995429032528,4.476077331656643e-07,4.4904167133056035e-07,3.483300754216739e-09,6.868393748746622e-10,1.1026583316208113e-17,1.4469108506705095e-09,3.6522472973489656e-09,3.4704173206281243e-09,8.23600052394538e-12,2.691080093805164e-10,1.5031297177871366e-10,1.4548367844250544e-13,6.391061826014637e-13,3.624738783011841e-21,1.7476283150168644e-13,7.45141922183851e-15,1.8137587667918028e-12,6.14338120063731e-19,4.0528352175755895e-18,1.3036878141266643e-27,3.344356361646596e-22,3.4768066340981066e-27,3.572496702242004e-28,1.0195556797317054e-26,1.1973051300624645e-25,7.939736298432328e-32,1.2418501329086933e-34,1.4566104729454043e-39,3.0706917180952917e-38,3.2744589972302785e-37,2.6049179940548627e-33,9.453429364733564e-40,7.325969757644299e-40,3.494836587732162e-30,4.196888289280099e-33,7.508261803651088e-15,1.860206365764767e-36,1.8826031099569017e-35,3.5718724407933107e-26,5.439688052825208e-33,3.921762794090879e-28,9.528151762070155e-37,1.522815990576125e-41
7.751975613383787e-07,0.11224537176508209,0.0,0.0,0.0,0.0,0.32999952738605376,0.6699995250394291,4.650324909486868e-07,4.6640848590954574e-07,3.618967825362186e-09,7.049189249944554e-10,1.1456045016945342e-17,1.5194867917189382e-09,3.941046921619149e-09,3.8051459090808915e-09,9.232078063289714e-12,2.8178705523233195e-10,1.570819202049994e-10,1.5957667526798086e-13,7.127385596229393e-13,4.042350349830024e-21,2.0293186905702312e-13,7.858064079334718e-15,1.8848744926694442e-12,6.94739347936163e-19,4.760827237518232e-18,1.4791520441164391e-27,3.729665127180227e-22,4.2445100605116934e-27,4.4087034872218515e-28,1.2281051838908807e-26,1.4964954151839367e-25,9.923784325548493e-32,1.6127520883722114e-34,1.8910097168457888e-39,3.987018762538982e-38,4.251592364314214e-37,3.512884576787735e-33,1.27491261529264e-39,9.783331988862753e-40,4.5757153461841966e-30,5.494875189999526e-33,8.465573229880678e-15,2.4355287011043054e-36,2.3922954443884286e-35,4.5320096982489924e-26,6.902125504482215e-33,4.792029368883659e-28,1.2908355164665598e-36,2.0527209807628886e-41
