Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144)
0.0022111372679310226,0.11173377929913299,0.0,0.0,0.0,0.0,0.2843572160498823,0.6282097919197123,0.0002773962511973586,0.0009723479827287255,2.0343460132153455e-06,1.1016171264295694e-06,6.453220525112005e-15,5.876570857840414e-06,0.005840991858807567,0.04948520923221706,0.008966366425001933,3.610815269872043e-07,8.100728003771658e-07,1.5224888934208766e-06,1.059448428515156e-05,6.008742857147325e-14,0.013130922156088505,3.91052750292878e-09,1.3918743987674048e-08,2.2256982181495134e-07,0.0037896721749022416,7.431612306440687e-14,7.81340155253865e-14,2.0564822552271154e-09,1.3758517771979886e-09,1.1285495831418097e-08,0.0002997004037938064,1.9875021957554127e-10,1.9667144643492862e-10,7.931315820516589e-15,1.6714131023619448e-13,1.7823260052366984e-12,2.416307498901578e-06,8.236381958566686e-13,2.304992679077394e-11,1.0672787867231444e-11,1.2034885752337319e-14,1.5101346478439483e-07,5.6811713082636996e-18,5.686070734159889e-14,8.745396179884752e-05,1.3329987738692134e-11,4.624252217095021e-10,9.471451877984105e-10,1.4128548928747144e-14
0.002220926478427445,0.11173143509626168,0.0,0.0,0.0,0.0,0.2839631399227877,0.627790903374911,0.00027788904012543235,0.0009770225170812757,2.0366437934312364e-06,1.1077375759564184e-06,6.460742158937481e-15,5.9121550721536505e-06,0.005860252335550395,0.04999079888471818,0.009011051976275889,3.6250489445696743e-07,8.156410892213706e-07,1.5334202584419335e-06,1.0663669478616142e-05,6.047981783926922e-14,0.013282542785929698,3.936370105713222e-09,1.4005847611094695e-08,2.2530008045123521e-07,0.0038461410412186474,7.563102604401699e-14,7.941791249861791e-14,2.091056124901628e-09,1.4048377548840302e-09,1.1528735762402906e-08,0.0003067861806762469,2.0344924466121267e-10,2.0170032184312166e-10,8.158037082713729e-15,1.7191599883286818e-13,1.8332413154074925e-12,2.481467340114846e-06,8.453027259662823e-13,2.3785806510001352e-11,1.097854799928536e-11,1.2377136123328859e-14,1.5307485087568812e-07,5.843929558265389e-18,5.823427610698357e-14,8.945420075417785e-05,1.3634870004684897e-11,4.7284310023322e-10,9.720585824092799e-10,1.450018161961194e-14
0.0022307156889238675,0.11172911358159869,0.0,0.0,0.0,0.0,0.28356748852837316,0.6273695614345302,0.0002783778066494279,0.000981691138236807,2.038899001733841e-06,1.113864561559986e-06,6.468133555433738e-15,5.947794847400627e-06,0.0058793604810777975,0.05049942569762231,0.009055426406515195,3.639287724299728e-07,8.212120356833563e-07,1.5443658902248944e-06,1.0732811218813616e-05,6.087196066160297e-14,0.013435179689536905,3.962198518378285e-09,1.4092890128002197e-08,2.280473483068627e-07,0.003903094742493628,7.696290222727859e-14,8.071725987627393e-14,2.1259809890844428e-09,1.4342645268868949e-09,1.1775958024408046e-08,0.000314000142610296,2.082332773311561e-10,2.0682832910864062e-10,8.389943769399985e-15,1.7679982172146998e-13,1.885320388661776e-12,2.5480059300815122e-06,8.674043404875923e-13,2.4540820178330723e-11,1.1291998871050276e-11,1.2727974651353625e-14,1.5516816247333883e-07,6.010781645882931e-18,5.963565794540733e-14,9.149070157232447e-05,1.3945279410032371e-11,4.834544761763686e-10,9.974746130466273e-10,1.48793121236809e-14
0.00224050489942029,0.11172681502977308,0.0,0.0,0.0,0.0,0.28317026827244524,0.6269457668222778,0.0002788625389007761,0.0009863534631663875,2.0411115622155073e-06,1.1199977264744336e-06,6.475394533327488e-15,5.9834885664958664e-06,0.005898315738273244,0.051011089074818224,0.00909948578481178,3.6535311752661315e-07,8.267850800604878e-07,1.5553251338235483e-06,1.0801903810693925e-05,6.126382473858861e-14,0.013588833103608478,3.988010046236285e-09,1.4179862586569318e-08,2.3081148992185514e-07,0.00396053200502807,7.831186043971146e-14,8.203213969090294e-14,2.1612562769220535e-09,1.464134988498637e-09,1.2027199574529481e-08,0.00032134371659105427,2.1310326391574017e-10,2.1205667878881634e-10,8.627116341810725e-15,1.8179447183194277e-13,1.9385812777063144e-12,2.61594240546603e-06,8.899483457651469e-13,2.5315322072637147e-11,1.1613290063945784e-11,1.3087568991703862e-14,1.5729370862338788e-07,6.181807194219562e-18,6.106530406407964e-14,9.356394749498962e-05,1.4261289611854512e-11,4.942621293442199e-10,1.0233993820264276e-09,1.526603146909945e-14
0.0022502941099167124,0.11172453972931502,0.0,0.0,0.0,0.0,0.28277148570553406,0.6265195204719213,0.00027934322485051195,0.0009910091040714651,2.043281398902257e-06,1.1261367078861523e-06,6.482524911230076e-15,6.0192345873456836e-06,0.00591711755641576,0.051525788146944425,0.009143226237006433,3.667778851426322e-07,8.323596561119667e-07,1.5662973244997412e-06,1.0870941503058678e-05,6.165537745189052e-14,0.013743503193073863,4.013801972579309e-09,1.4266755960951003e-08,2.3359236603985668e-07,0.004018451454999701,7.967800842273912e-14,8.336263297542263e-14,2.196881357105185e-09,1.4944519980756286e-09,1.2282497251313579e-08,0.0003288183271181295,2.1806014909041534e-10,2.1738657977957976e-10,8.869635505000416e-15,1.8690164725254202e-13,1.993042090253995e-12,2.6852959335294357e-06,9.129400351562671e-13,2.6109668214754702e-11,1.1942572708425119e-11,1.34560886010497e-14,1.5945178932591066e-07,6.357086650920936e-18,6.252367155578863e-14,9.56744259544176e-05,1.4582974906005956e-11,5.052688551928351e-10,1.049838976714128e-09,1.5660430460996225e-14
0.002260083320413135,0.11172228795502771,0.0,0.0,0.0,0.0,0.282371147513452,0.6260908235142412,0.0002798198522991422,0.0009956576689825589,2.0454084361605018e-06,1.132281137390836e-06,6.489524508355935e-15,6.055031236862034e-06,0.0059357653906068775,0.05204352178801107,0.00918664394224906,3.682030294497763e-07,8.379351908311238e-07,1.5772817908148717e-06,1.0939918501708395e-05,6.204658593928915e-14,0.013899190055505934,4.039571550800407e-09,1.4353561126775485e-08,2.3638983430157768e-07,0.004076851625629286,8.106145344050384e-14,8.470881956341405e-14,2.2328555205426602e-09,1.5252183729689682e-09,1.2541887699879031e-08,0.0003364253958223031,2.2310487562813248e-10,2.2281923795259048e-10,9.117582091673207e-15,1.921230488082678e-13,2.0487209632012197e-12,2.75608569731957e-06,9.363846820648769e-13,2.6924216348591617e-11,1.2279998905546869e-11,1.3833704043659388e-14,1.6164270172609722e-07,6.536700980295875e-18,6.401122125499426e-14,9.782262821076646e-05,1.491041017180331e-11,5.164774696300204e-10,1.0767994615011354e-09,1.6062599561796478e-14
0.0022698725309095572,0.11172005997988639,0.0,0.0,0.0,0.0,0.2819692604941106,0.6256596772444804,0.00028029240906529235,0.0010002987623812397,2.0474926007216604e-06,1.1384306400206983e-06,6.496393150414412e-15,6.090876798033343e-06,0.005954258700909446,0.05256428865800429,0.009229735124459062,3.696285033920066e-07,8.4351110127027e-07,1.5882778459290165e-06,1.1008828927764003e-05,6.24374168582977e-14,0.014055893732255714,4.065315996616504e-09,1.4440268834438148e-08,2.39203745141068e-07,0.004135730972952442,8.246229996114046e-14,8.607077637612805e-14,2.2691779550317752e-09,1.5564368091165855e-09,1.2805406977198667e-08,0.0003441663416386487,2.2823838451414898e-10,2.2835585515482005e-10,9.371037018936966e-15,1.9746037917420196e-13,2.1056360531728985e-12,2.828330889454825e-06,9.60287526242657e-13,2.77593264877066e-11,1.262572211570084e-11,1.4220587439797203e-14,1.6386673401886134e-07,6.720731870235996e-18,6.552841804590488e-14,0.00010000904868070066,1.5243670769687285e-11,5.278908196231538e-10,1.104286862160149e-09,1.647262865785088e-14
0.0022796617414059797,0.11171785608220804,0.0,0.0,0.0,0.0,0.28156583162179044,0.6252260832168909,0.0002807608827686272,0.001004931983422926,2.049533819063892e-06,1.1445848339926072e-06,6.503130661824439e-15,6.126769523912213e-06,0.005972596955013898,0.05308808707938812,0.009272496078182953,3.7105425842285607e-07,8.490867974701914e-07,1.599284792599413e-06,1.1077666843630986e-05,6.28278365334201e-14,0.014213614176049003,4.091032502125808e-09,1.4526869754960236e-08,2.420339451425964e-07,0.004195087832151748,8.388065121211978e-14,8.744857911345861e-14,2.305847778874174e-09,1.5881099567007569e-09,1.3073090941296117e-08,0.00035204257883511726,2.3346161363865933e-10,2.3399763030576877e-10,9.630081360308188e-15,2.029153443466956e-13,2.1638055522105886e-12,2.9020507136451934e-06,9.846537878389534e-13,2.861536013733308e-11,1.297989678305772e-11,1.461691204091402e-14,1.6612416726477703e-07,6.909261532303543e-18,6.707573154365742e-14,0.00010223418667301855,1.5582832805772092e-11,5.395117664556674e-10,1.1323071818506212e-09,1.689060729818866e-14
0.002289450951902402,0.11171567652050103,0.0,0.0,0.0,0.0,0.28116086799893886,0.6247900431747861,0.0002812252609096829,0.00100955692762808,2.05153201843213e-06,1.1507433322531154e-06,6.5097368690320745e-15,6.162707633715217e-06,0.0059907796261051425,0.053614915128020774,0.009314923149588804,3.7248024479297e-07,8.546616828227703e-07,1.6103019252636373e-06,1.1146426262816246e-05,6.321781101182813e-14,0.014372351274846831,4.116718231685864e-09,1.4613354467986657e-08,2.4488027758894244e-07,0.0042549204511609946,8.53166096421443e-14,8.884230197898788e-14,2.342864031397977e-09,1.6202404119831686e-09,1.3344975151542966e-08,0.0003600555177592618,2.3877549829199517e-10,2.397457577263714e-10,9.894796159700806e-15,2.08489649765522e-13,2.223247646420729e-12,2.9772643652387973e-06,1.0094886592485435e-12,2.949267986536878e-11,1.3342678293851955e-11,1.5022852194051184e-14,1.6841527808606733e-07,7.102372679525135e-18,6.865363512146713e-14,0.00010449854496429578,1.592797291474081e-11,5.513431911139979e-10,1.1608663917569436e-09,1.7316624554867524e-14
0.0022992401623988246,0.11171352156719076,0.0,0.0,0.0,0.0,0.280754376886219,0.6243515590957616,0.00028168553094417496,0.0010141731860676933,2.053487128521708e-06,1.1569057398302135e-06,6.516211605179855e-15,6.198689296535529e-06,0.006008806194145945,0.05414477057414441,0.009357012749039936,3.73906411162169e-07,8.60235149759325e-07,1.6213285230573135e-06,1.1215101115416325e-05,6.360730586762501e-14,0.014532104836367198,4.142370304611136e-09,1.4699713404063077e-08,2.477425778649026e-07,0.0043152269702663795,8.677027448963908e-14,9.025201583887795e-14,2.380225623043362e-09,1.652830627033009e-09,1.362109442824649e-08,0.0003682065635630953,2.441809703189988e-10,2.4560142486859615e-10,1.0165262421967082e-14,2.1418500014906723e-13,2.2839805142171874e-12,3.05399103254647e-06,1.0347972884375412e-12,3.0391650234404e-11,1.3714223498733771e-11,1.5438583937745263e-14,1.707403338727631e-07,7.30014880444512e-18,7.026260712829727e-14,0.00010680263057380271,1.6279168377960686e-11,5.633880091860635e-10,1.189970412165398e-09,1.775076874069906e-14
0.002309029372895247,0.11171139147429869,0.0,0.0,0.0,0.0,0.2803463656649031,0.623910633137876,0.00028214168034769595,0.001018780346565942,2.055399080752098e-06,1.1630716556029173e-06,6.522554707706816e-15,6.234712646488257e-06,0.006026676144449686,0.05467765095250452,0.009398761336635298,3.7533270508630893e-07,8.658065821108612e-07,1.6323638483701455e-06,1.1283685247673588e-05,6.399628619932789e-14,0.014692874606356373,4.167985816929512e-09,1.4785936914122961e-08,2.5062067411385564e-07,0.00437600544818906,8.824174168054859e-14,9.167778867412942e-14,2.417931384865162e-09,1.685882937452206e-09,1.3901483026729632e-08,0.00037649711664979773,2.4967895841526146e-10,2.5156581477602137e-10,1.044156117425034e-14,2.2000310073577258e-13,2.3460223395594772e-12,3.1322498782329135e-06,1.0605847816987722e-12,3.131263731852896e-11,1.4094689939755867e-11,1.586428409007229e-14,1.7309959872532565e-07,7.502673767657475e-18,7.190312856604301e-14,0.0001091469536266844,1.6636496950205667e-11,5.756491569804054e-10,1.219625115472185e-09,1.819312745411933e-14
0.0023188185833916694,0.11170928650513884,0.0,0.0,0.0,0.0,0.279936841868931,0.6234672676867357,0.0002825936963546076,0.0010233779929612352,2.0572678051617394e-06,1.1692406746962853e-06,6.528766009543095e-15,6.270775803017348e-06,0.006044388968835632,0.055213553500580694,0.009440165435119762,3.7675907309159e-07,8.713753612552536e-07,1.6434071606552987e-06,1.1352172484985658e-05,6.438471698723166e-14,0.014854660252433932,4.19356185846637e-09,1.4872015328410518e-08,2.53514395244334e-07,0.004437253840591242,8.973110842968653e-14,9.311968891176659e-14,2.4559801188894304e-09,1.7193997189179324e-09,1.418617538658054e-08,0.0003849285715020678,2.552703873501314e-10,2.576401069041531e-10,1.0723773456189331e-14,2.2594565705130106e-13,2.4093913094699333e-12,3.2120600456029447e-06,1.0868562284251781e-12,3.2256007139890894e-11,1.4484235936978034e-11,1.6300130405182045e-14,1.7549332085800493e-07,7.710031843877177e-18,7.357568536635416e-14,0.00011153202822805598,1.700003699288836e-11,5.881295716701155e-10,1.249836354271312e-09,1.864378799817522e-14
0.002328607793888092,0.11170720690620077,0.0,0.0,0.0,0.0,0.279525813160762,0.6230214653215096,0.0002830415661981524,0.0010279657058800797,2.0590932346142447e-06,1.1754123872232702e-06,6.534845351743745e-15,6.306876844928589e-06,0.0060619441647483015,0.05575247520296852,0.00948122162077068,3.781854604842664e-07,8.76940861847837e-07,1.6544577156900695e-06,1.1420556617523726e-05,6.477256301184186e-14,0.015017461375595368,4.219095477199931e-09,1.4957938842936664e-08,2.56423567008624e-07,0.004498970016960772,9.123847146238175e-14,9.457778336078137e-14,2.4943705100605264e-09,1.7533832714976679e-09,1.4475205483522086e-08,0.00039350231681524917,2.609561780549962e-10,2.6382547139636457e-10,1.1011980042107676e-14,2.3201436916241177e-13,2.474105552759392e-12,3.2934406411779553e-06,1.1136166723560662e-12,3.322212639969232e-11,1.4883020269942987e-11,1.6746301166361246e-14,1.7792175466614449e-07,7.92230755242329e-18,7.528076536939788e-14,0.00011395837163299035,1.7369867347547393e-11,6.008322214076895e-10,1.2806099287628824e-09,1.9102836894354655e-14
0.0023383970043845143,0.11170515293040377,0.0,0.0,0.0,0.0,0.27911328737321334,0.6225732288781142,0.0002834852771496263,0.0010325430615919634,2.0608753057284675e-06,1.1815863715686095e-06,6.540792585280037e-15,6.343013783171745e-06,0.006079341237189758,0.05629441270902941,0.009521926540990553,3.7961181057504177e-07,8.825024411439646e-07,1.6655147368691349e-06,1.1488831288352212e-05,6.51597882193353e-14,0.015181277488589707,4.244583668159128e-09,1.5043697472586467e-08,2.5934799769996414e-07,0.004561151732057084,9.276391799672032e-14,9.605213126680848e-14,2.5331010709107183e-09,1.7878355600001607e-09,1.4768605592296635e-08,0.0004022197336848637,2.6673724642132385e-10,2.7012306910409037e-10,1.1306261503004417e-14,2.3821093298147975e-13,2.540183153938043e-12,3.3764107326140247e-06,1.1408710817550582e-12,3.421136435500315e-11,1.529120406260084e-11,1.720297738629432e-14,1.803851277593122e-07,8.139586660539547e-18,7.70188635909531e-14,0.0001164265054365618,1.7746067517237376e-11,6.137601189607727e-10,1.3119515530534401e-09,1.9570359379889733e-14
0.0023472072938312944,0.11170332646163093,0.0,0.0,0.0,0.0,0.2787407407253068,0.6221677374225533,0.00028388105049614377,0.0010366534739758564,2.062442043921104e-06,1.1871445515998191e-06,6.546032012699676e-15,6.37556607978921e-06,0.0060948630017028434,0.05678473202888738,0.009558257904273107,3.808954466531596e-07,8.875039812305012e-07,1.6754709436947667e-06,1.1550179647985128e-05,6.550773030701042e-14,0.015329579356795317,4.267481735574892e-09,1.5120731075862965e-08,2.6199287875311096e-07,0.004617511395601929,9.415235728725612e-14,9.739299251600262e-14,2.568248231540651e-09,1.8192451594692402e-09,1.503642944975131e-08,0.0004101893849596021,2.7202242430911596e-10,2.758878250639354e-10,1.1576375486084542e-14,2.4389855650514e-13,2.60083362568731e-12,3.4524585627405963e-06,1.1658264943593141e-12,3.512174908184357e-11,1.5666738253513015e-11,1.762311667975507e-14,1.826322278643817e-07,8.339486156363554e-18,7.861179144243194e-14,0.00011868398991062648,1.8090159900575063e-11,6.255902856654024e-10,1.340649416342424e-09,1.999844492676708e-14
0.0023560175832780745,0.1117015211245544,0.0,0.0,0.0,0.0,0.27836699379595825,0.6217602791805398,0.0002842734352264471,0.0010407548379965249,2.063973562402482e-06,1.1927039181146822e-06,6.551164195669771e-15,6.408144368534355e-06,0.006110255937554921,0.057277488401352654,0.00959429970868272,3.821789636398176e-07,8.925013544301395e-07,1.6854311904298979e-06,1.1611429530938364e-05,6.585511387940748e-14,0.015478702460803668,4.29033838320097e-09,1.5197615761780664e-08,2.6464983010103694e-07,0.004674244491529565,9.555558374001849e-14,9.874711273403155e-14,2.603668608544762e-09,1.8510376250837985e-09,1.5307843443122107e-08,0.0004182775204617793,2.773861765535347e-10,2.8174526662299405e-10,1.1851533988462324e-14,2.496923472796994e-13,2.662616221218104e-12,3.5298231290825916e-06,1.1911896146904274e-12,3.605142687295033e-11,1.6050133196308046e-11,1.805204308277535e-14,1.8490798028726642e-07,8.543569986338963e-18,8.023222895692095e-14,0.00012097613446801584,1.843953527539524e-11,6.376075324815141e-10,1.36981613470785e-09,2.043352437698193e-14
0.0023648278727248545,0.11169973708315556,0.0,0.0,0.0,0.0,0.27799205256786075,0.6213508566343827,0.00028466242196714355,0.0010448468384674024,2.065469817982582e-06,1.1982641535844285e-06,6.556189033165411e-15,6.4407471313190925e-06,0.0061255196961177245,0.057772678841246386,0.009630049625678313,3.8346231785358655e-07,8.974940799257828e-07,1.6953948931054907e-06,1.1672576203583256e-05,6.620191208940603e-14,0.015628646302195737,4.313151373303441e-09,1.527434409630007e-08,2.673187043642265e-07,0.004731349201649947,9.697365823138192e-14,1.0011453131124736e-13,2.639360948473094e-09,1.883214242550162e-09,1.5582870204546284e-08,0.00042648513265509843,2.828291613198006e-10,2.8769622296516137e-10,1.2131795158265719e-14,2.5559352944791453e-13,2.7255439942839606e-12,3.608518223380787e-06,1.2169639713339918e-12,3.700066680186451e-11,1.6441507258984196e-11,1.8489889649065917e-14,1.8721254010962668e-07,8.751901158471172e-18,8.188054270802372e-14,0.00012330332581724694,1.879425258494716e-11,6.498140917348915e-10,1.399455766328249e-09,2.0875658266315735e-14
0.0023736381621716346,0.1116979745165623,0.0,0.0,0.0,0.0,0.2776159231373481,0.6209394724403905,0.00028504800131583913,0.001048929157628527,2.0669307673809797e-06,1.2038249371406157e-06,6.561106423091052e-15,6.4733728373183795e-06,0.006140653933946947,0.05827030013581908,0.00966550537538593,3.8474546493563033e-07,9.024816737961707e-07,1.7053614581026858e-06,1.1733614889349032e-05,6.654809784633587e-14,0.015779410322420483,4.335918469748929e-09,1.5350908648107882e-08,2.6999935210155876e-07,0.004788823632281266,9.840664084644087e-14,1.0149528688334843e-13,2.675323981769496e-09,1.9157762887255004e-09,1.5861532319984774e-08,0.0004348132076266855,2.8835203254442373e-10,2.937415203170564e-10,1.2417217150705587e-14,2.616033273011897e-13,2.789630000223532e-12,3.6885575964071256e-06,1.243153067550172e-12,3.79697378431509e-11,1.6840978672964555e-11,1.893678927181376e-14,1.8954605788387697e-07,8.964542608074901e-18,8.355710068837467e-14,0.00012566595329415074,1.9154371172943022e-11,6.622121921579681e-10,1.4295723399182338e-09,2.132490669103701e-14
0.0023824484516184147,0.1116962335877976,0.0,0.0,0.0,0.0,0.2772386116911806,0.6205261293937434,0.0002854301637085168,0.0010530014759193883,2.0683563667888264e-06,1.2093859462945706e-06,6.565916261242948e-15,6.506019945035123e-06,0.006155658311693088,0.05877034889042012,0.009700664716717421,3.860283599523835e-07,9.074636509491845e-07,1.7153302920333211e-06,1.1794540810107652e-05,6.68936440506948e-14,0.01593099391479277,4.358637428201366e-09,1.5427301960141032e-08,2.7269162477212564e-07,0.00484666583033683,9.985459282137711e-14,1.0288941838842794e-13,2.711556407192701e-09,1.9487250604128037e-09,1.6143852433340634e-08,0.00044326272597285284,2.9395544052260955e-10,2.9988198042328686e-10,1.2707857990913349e-14,2.6772296243394545e-13,2.8548872656159476e-12,3.7699549470290033e-06,1.269760378218223e-12,3.8958908718329056e-11,1.7248665935849937e-11,1.9392875172504086e-14,1.9190867541166014e-07,9.181557412151897e-18,8.526227305274093e-14,0.00012806440827031146,1.9519950693390528e-11,6.748040679076316e-10,1.4601698513841272e-09,2.178132925801352e-14
0.0023912587410651947,0.111694514462519,0.0,0.0,0.0,0.0,0.27686012449603903,0.6201108304131486,0.0002858088996602345,0.0010570634720737137,2.0697465756844436e-06,1.214946853936576e-06,6.570618452722648e-15,6.538686877109234e-06,0.006170532493738603,0.059272821548833225,0.00973552544324653,3.873109570064818e-07,9.124395197570596e-07,1.7253007948879607e-06,1.1855349145996702e-05,6.723852336628065e-14,0.016083396429833096,4.381305969480704e-09,1.5503516462170666e-08,2.753953678467577e-07,0.004904873789985405,1.0131757233481596e-13,1.0429696182312177e-13,2.74805681266964e-09,1.9820617083767553e-09,1.642985235370996e-08,0.00045183466332561576,2.9964003225742593e-10,3.0611841461338865e-10,1.3003775222855621e-14,2.73953646461235e-13,2.921328710624481e-12,3.852723932795208e-06,1.2967893314462054e-12,3.996844796205006e-11,1.7664687979508787e-11,1.9858281100626018e-14,1.9430053320841385e-07,9.403008878875576e-18,8.699643153374647e-14,0.00013049908388395231,1.9891051069573907e-11,6.875919817372528e-10,1.4912522432819469e-09,2.2244984778287557e-14
0.002400069030511975,0.11169281730835529,0.0,0.0,0.0,0.0,0.27648046795089803,0.6196935786222469,0.000286184199667214,0.0010611148221932253,2.0711013544403834e-06,1.2205073276748782e-06,6.57521290470166e-15,6.571372030689512e-06,0.006185276150648548,0.05977771428654233,0.009770085406119183,3.885932091759871e-07,9.174087824288866e-07,1.7352723539103225e-06,1.1916035021163569e-05,6.7582708139338e-14,0.016236617146962153,4.403921802707097e-09,1.5579544541908603e-08,2.7811042093118957e-07,0.004963445418521115,1.0279563422723624e-13,1.0571795041976333e-13,2.7848237270371554e-09,2.015787277567334e-09,1.6719553304414046e-08,0.0004605299867383909,3.054064490629314e-10,3.1245162813031096e-10,1.3305026201207628e-14,2.8029658704137134e-13,2.9889672132193575e-12,3.93687814102216e-06,1.3242433095289237e-12,4.0998624149110816e-11,1.8089164357106405e-11,2.0333141550598084e-14,1.9672175987399502e-07,9.628960647128294e-18,8.875995122485498e-14,0.00013297037615263524,2.0267732663654706e-11,7.005782023240009e-10,1.5228234054890772e-09,2.271593127709514e-14
0.002408879319958755,0.11169114227643279,0.0,0.0,0.0,0.0,0.27609964853643926,0.6192743772718272,0.00028655605418817645,0.0010651552009229258,2.072420662948341e-06,1.226067032855589e-06,6.5796995220326296e-15,6.604073789612603e-06,0.006199888956877081,0.060285023112403344,0.009804342492212003,3.8987506898686935e-07,9.223709387914179e-07,1.7452443457595345e-06,1.197659352660249e-05,6.792617052808047e-14,0.016390655301374974,4.426482645413793e-09,1.5655378611633278e-08,2.8083662248705987e-07,0.005022378570053955,1.0428883297411333e-13,1.071524164421343e-13,2.821855675193373e-09,2.049902810094536e-09,1.701297642042723e-08,0.00046934965762560874,3.112553285136174e-10,3.1888242312273825e-10,1.3611668103697015e-14,2.867529881255017e-13,3.0578156118391153e-12,4.022431097015486e-06,1.3521256675075036e-12,4.204970496441483e-11,1.8522213885138663e-11,2.0817590162376543e-14,1.991724860459796e-07,9.859475963677802e-18,9.055320659021819e-14,0.00013547868276753974,2.065005609289221e-11,7.137649911255205e-10,1.5548871959994162e-09,2.319422630406664e-14
0.002417689609405535,0.11168948953132736,0.0,0.0,0.0,0.0,0.2757176728492379,0.6188532297931962,0.00028692445360331906,0.0010691842808198404,2.0737044635182943e-06,1.2316256324052231e-06,6.584078216008364e-15,6.636790507784019e-06,0.006214370592330867,0.060794743798726715,0.009838294639166025,3.9115648798733287e-07,9.273254863689183e-07,1.7552161509245173e-06,1.2037019746973196e-05,6.826888265479554e-14,0.016545510065440538,4.448986178461934e-09,1.5731010970278293e-08,2.835738110272003e-07,0.005081671023227051,1.0579722395109374e-13,1.0860039212503927e-13,2.859151069063033e-09,2.084409306327062e-09,1.7310142500170067e-08,0.00047829462931066655,3.1718730281830194e-10,3.254115878350661e-10,1.3923757492294996e-14,2.9332404089399623e-13,3.127886608739995e-12,4.109396256771838e-06,1.3804397088011948e-12,4.312195682620504e-11,1.8963955959975742e-11,2.1311761315149412e-14,2.0165282463005525e-07,1.0094618383960927e-17,9.237657551432907e-14,0.0001380244038541451,2.1038082345589045e-11,7.271546399881158e-10,1.5874474137444564e-09,2.3679926527799642e-14
0.002426499898852315,0.1116878592207499,0.0,0.0,0.0,0.0,0.27533454757802495,0.6184301397629514,0.0002872893884098658,0.0010732017329786628,2.074952721363327e-06,1.2371827838709118e-06,6.5883489059944444e-15,6.669520508430686e-06,0.00622872074144512,0.06130687192738919,0.00987193982560646,3.9243741682494263e-07,9.322719153143471e-07,1.7651871393414573e-06,1.209730870936782e-05,6.861081631527084e-14,0.01670118056080243,4.471430058880609e-09,1.5806433835892378e-08,2.8632181618907476e-07,0.00514132049728502,1.0732085704925944e-13,1.1006190559422022e-13,2.896708227807653e-09,2.119307575066064e-09,1.7611071309241274e-08,0.00048736584795603164,3.2320299943693873e-10,3.320399015895149e-10,1.4241350529346172e-14,3.0001092819549986e-13,3.1991928173321543e-12,4.197787002097049e-06,1.4091886794609907e-12,4.4215646171666166e-11,1.9414510106037863e-11,2.1815789541542993e-14,2.0416289273665884e-07,1.0334451531587243e-17,9.423043647696449e-14,0.0001406079413062124,2.143187267957475e-11,7.407494593178288e-10,1.6205077921793485e-09,2.4173087640182418e-14
0.002435310188299095,0.11168625149776304,0.0,0.0,0.0,0.0,0.27495027951162043,0.6180051109148065,0.0002876508490389484,0.0010772072268862192,2.076165400428462e-06,1.2427381392085767e-06,6.592511506801744e-15,6.702262099636632e-06,0.0062429390935617324,0.06182140287425862,0.009905276074497094,3.9371780541138425e-07,9.372097088310047e-07,1.7751566594374635e-06,1.2157455380801199e-05,6.895194296455973e-14,0.016857665854299646,4.493811959089122e-09,1.5881639465312845e-08,2.890804594599083e-07,0.005201324646673713,1.0885977698062155e-13,1.1153698037928048e-13,2.934525470762577e-09,2.1545983063715736e-09,1.7915781946182613e-08,0.0004965642522044451,3.2930304084267793e-10,3.387681429256794e-10,1.4564503316551608e-14,3.068148315449847e-13,3.271746836804009e-12,4.287616640076041e-06,1.438375788496183e-12,4.533103934985378e-11,1.987399653133783e-11,2.232981019817672e-14,2.0670278723922565e-07,1.0579039394016695e-17,9.611517159121095e-14,0.00014322969905255522,2.1831488662867323e-11,7.545517414547779e-10,1.654072021793076e-09,2.467376469217743e-14
