Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189)
2.7545425768471703e-08,0.11224537201238417,0.0,0.0,0.0,0.0,0.32999998338916986,0.6699999834946511,1.6479407570120892e-08,1.637270927800526e-08,1.2657641213099686e-10,2.364449349366056e-10,4.0068469125680766e-19,4.329703387771647e-12,4.781998579869424e-12,3.086219650980692e-13,4.132140510873778e-16,1.1326501616171676e-12,7.554146032790534e-13,3.5313556807288767e-17,1.0145103141394806e-17,5.75386844512771e-26,8.241101199847595e-20,1.6738941037121423e-16,6.304652032722712e-14,6.507599537460818e-24,1.3872484105712477e-24,1.684670094407515e-32,5.308761999752834e-27,3.805715196177255e-35,2.784898311700527e-37
2.981701713531864e-08,0.11224537201136642,0.0,0.0,0.0,0.0,0.32999998201917496,0.6699999821147696,1.7837980802871754e-08,1.7740957285470643e-08,1.371542405709675e-10,2.3786917972390727e-10,4.341693987338896e-19,5.0730901124830765e-12,5.620119743881726e-12,3.920202651072759e-13,5.240799514481343e-16,1.3225438000320952e-12,8.807232297614348e-13,4.4140265768726694e-17,1.3754517357190397e-17,7.800974111653413e-26,1.2147504280215052e-19,1.8189877427780643e-16,6.853660192967258e-14,8.804985095446561e-24,2.0370550238978577e-24,2.284053799682762e-32,7.1975105461154e-27,6.163748545041495e-35,4.8898908888894566e-37
3.436019986901251e-08,0.11224537200933382,0.0,0.0,0.0,0.0,0.32999997927909813,0.6699999793547704,2.0555011999318812e-08,2.0477436728415603e-08,1.5830899514016476e-10,2.4071761268143337e-10,5.01135957372879e-19,6.7305562018627414e-12,7.499380376510154e-12,6.009360369063889e-13,8.019240021310141e-16,1.7428067146217668e-12,1.1571877328074754e-12,6.55470535241169e-17,2.3620542306758704e-17,1.3396562563543752e-25,2.427771924579367e-19,2.1107703160440016e-16,7.951680323369834e-14,1.5090678097498993e-23,4.050688519388337e-24,3.922448109216241e-32,1.2360245106013813e-26,1.4589403372278002e-34,1.3388623008132135e-36
3.8449064329336994e-08,0.11224537200750791,0.0,0.0,0.0,0.0,0.32999997681292315,0.6699999768705016,2.3000215351153552e-08,2.2940249254032664e-08,1.773472977196584e-10,2.4328121748991647e-10,5.614027688787702e-19,8.414592872652944e-12,9.422146531449235e-12,8.424792055256013e-13,1.1235503124975053e-15,2.165945189769804e-12,1.4344719827675939e-12,8.93657129341665e-17,3.611614236325467e-17,2.048353414428204e-25,4.182692920055733e-19,2.375193829803353e-16,8.939905494534151e-14,2.30690225755943e-23,6.961259620748819e-24,5.997578799700863e-32,1.8898997093953336e-26,2.8653095437846553e-34,2.940126963145702e-36
4.2537928789661484e-08,0.11224537200568538,0.0,0.0,0.0,0.0,0.3299999743466405,0.6699999743859771,2.544530779990892e-08,2.5403043832596025e-08,1.9638473175478434e-10,2.458448079529194e-10,6.216668309588371e-19,1.027826745387394e-11,1.1564154093067272e-11,1.1407221570894127e-12,1.521374105889727e-15,2.6302946276981754e-12,1.73766325411324e-12,1.1776097165178977e-16,5.2733591871734895e-17,2.9908243300661438e-25,6.796805855537927e-19,2.64134141131697e-16,9.928140294368578e-14,3.371046195547518e-23,1.1298552037050528e-23,8.757310949775214e-32,2.7594650835827826e-26,5.227737291122185e-34,5.9199771679784266e-36
4.6626793249985973e-08,0.1122453720038663,0.0,0.0,0.0,0.0,0.3299999718802433,0.6699999719011973,2.7890296227104034e-08,2.7865820483026304e-08,2.1542135090794734e-10,2.4840836400525915e-10,6.819283134844236e-19,1.2319077520523453e-11,1.3925394453890479e-11,1.5013696003228836e-12,2.0034920681242826e-15,3.1346132210751422e-12,2.0657771513842024e-12,1.5095742693946632e-16,7.416965135172447e-17,4.206586299559083e-25,1.053265779522348e-18,2.909213654598779e-16,1.0916387516257891e-13,4.748552166788543e-23,1.7504449470378054e-23,1.2317438293820857e-31,3.881181103811813e-26,9.003481978305602e-34,1.115683403534446e-35
5.071565771031046e-08,0.11224537200205076,0.0,0.0,0.0,0.0,0.3299999694137247,0.6699999694161617,3.0335187394711864e-08,3.0328579197018396e-08,2.34457207910674e-10,2.5097189291327144e-10,7.42187383380127e-19,1.4534488685941712e-11,1.6505859630987143e-11,1.9300444514245143e-12,2.5780000576066083e-15,3.6776973306339805e-12,2.4178673866176057e-12,1.8915465397573684e-16,1.0114183772908791e-16,5.736333834674569e-25,1.5695144783661374e-18,3.17881114976989e-16,1.1904649905058437e-13,6.488505631771683e-23,2.6095501023637606e-23,1.6797234824873766e-31,5.292594396314497e-26,1.4780826552186848e-33,1.988885245714882e-35
5.480452217063495e-08,0.11224537200023893,0.0,0.0,0.0,0.0,0.329999966947078,0.6699999669308707,3.277998794599647e-08,3.279131996459622e-08,2.534923545699826e-10,2.5353540371781756e-10,8.024442046439623e-19,1.6921939930386102e-11,1.9305542251629878e-11,2.4322872763204407e-12,3.252993199597805e-15,4.2583800952556445e-12,2.7930240815432487e-12,2.325318240819262e-16,1.3438371462837014e-16,7.621671547991142e-25,2.2632457692862833e-18,3.4501344836047535e-16,1.289293015811324e-13,8.641729177655566e-23,3.766558423403498e-23,2.2318683805509723e-31,7.03209129034505e-26,2.3301915543894593e-33,3.3815224060756677e-35
6.298225109128393e-08,0.11224537199662651,0.0,0.0,0.0,0.0,0.329999962013374,0.6699999619595213,3.766934322326808e-08,3.7716747655447814e-08,2.9156071980757435e-10,2.586623728062106e-10,9.229517437231648e-19,2.2202626978299317e-11,2.556253309491231e-11,3.67925098121967e-12,4.936812644611037e-15,5.528037391138845e-12,3.6090569692323275e-12,3.354713944004177e-16,2.226612687587979e-16,1.2628398646388532e-24,4.343133424301208e-18,3.9979610047505477e-16,1.4869554826216062e-13,1.439779047657423e-22,7.249498941122509e-23,3.6983154200866398e-31,1.16515224552514e-25,5.247336164901954e-33,8.713232867279902e-35
7.115998001193291e-08,0.11224537199302978,0.0,0.0,0.0,0.0,0.32999995707908,0.6699999569871489,4.2558412897150056e-08,4.264210354567523e-08,3.296268431015116e-10,2.637892756575442e-10,1.0434521858041494e-18,2.8140289370388884e-11,3.2696319559654526e-11,5.2849495227793554e-12,7.119700114843261e-15,6.9349307865417556e-12,4.507260750844128e-12,4.609220699272861e-16,3.4507047641402353e-16,1.9570928006832533e-24,7.658823206321766e-18,4.552697853600511e-16,1.684628217251701e-13,2.244980238563463e-22,1.283389426963353e-22,5.732120880472293e-31,1.805701286056032e-25,1.063552192890501e-32,1.984029410439609e-34
7.933770893258189e-08,0.1122453719894494,0.0,0.0,0.0,0.0,0.32999995214414657,0.6699999520137531,4.7447245873044876e-08,4.756738764569909e-08,3.6769110587611616e-10,2.689160979362423e-10,1.1639467383069424e-18,3.47138958958584e-11,4.070686366609114e-11,7.290675098043663e-12,9.866398109231414e-15,8.470949409755278e-12,5.481542657840568e-12,6.098569435286613e-16,5.077767926725153e-16,2.8798938055302946e-24,1.2651463043097858e-17,5.114349602383724e-16,1.8823132071032644e-13,3.324822190337385e-22,2.129480412343388e-22,8.436082589117942e-31,2.657119196799991e-25,1.9890449354016282e-32,4.109922055758409e-34
8.751543785323087e-08,0.11224537198588587,0.0,0.0,0.0,0.0,0.3299999472085262,0.6699999470393335,5.233588923133172e-08,5.2492599943752874e-08,4.0575387533609797e-10,2.7404284895628506e-10,1.2844365636386017e-18,4.1902399956678575e-11,4.959413604681798e-11,9.736366527303102e-12,1.3241645429307316e-14,1.0128461115084501e-11,6.5262592809427956e-12,7.831612517281084e-16,7.169597768677243e-16,4.066290715206533e-24,1.983578264974679e-17,5.682920756603732e-16,2.0800123660031217e-13,4.725444039526994e-22,3.3548701827730415e-22,1.1913425976187819e-30,3.7517427314521605e-25,3.4868769663454015e-32,7.889986868672344e-34
9.569316677387985e-08,0.11224537198233982,0.0,0.0,0.0,0.0,0.32999994227217305,0.6699999420638897,5.7224388332817424e-08,5.7417740440495456e-08,4.4381550528638705e-10,2.791695269464485e-10,1.4049227817884138e-18,4.968485558964266e-11,5.935811522435385e-11,1.2660661919164767e-11,1.731018014506398e-14,1.1900259470611158e-11,7.636158370020879e-12,9.816698534597557e-16,9.787784267866857e-16,5.551214749424627e-24,2.979738073408339e-17,6.258415777404912e-16,2.277727538519888e-13,6.493746841335497e-22,5.065186329229115e-22,1.6267273623762618e-30,5.121801050274757e-25,5.798549271149397e-32,1.4236752329926613e-33
9.999999999999998e-08,0.11224537197881167,0.0,0.0,0.0,0.0,0.32999993967211355,0.6699999394431407,5.979889254368064e-08,6.001155626431151e-08,4.638604707181562e-10,2.8186948391452476e-10,1.4683762408486129e-18,5.401524205175899e-11,6.4852792616175e-11,1.4405850825743768e-11,1.9753517159582486e-14,1.2877011426334252e-11,8.245228747638542e-12,1.0966124166240554e-15,1.1399082605293798e-15,6.46507464675264e-24,3.637957366481731e-17,6.564287446293955e-16,2.381862056429925e-13,7.588957653205565e-22,6.200871081924672e-22,1.8947558164561603e-30,5.964969728605032e-25,7.443142594341558e-32,1.901839451431972e-33
1.0387089569452883e-07,0.11224537197881167,0.0,0.0,0.0,0.0,0.329999937335043,0.6699999370874214,6.211278683309988e-08,6.234280913213739e-08,4.818763362427643e-10,2.8429613589761084e-10,1.5254064706781637e-18,5.804046211394258e-11,6.999878745629416e-11,1.6100899428220827e-11,2.213674126821921e-14,1.377955016702525e-11,8.806362849772075e-12,1.2061579829689954e-15,1.2993806133293126e-15,7.36953402097355e-24,4.319258971361154e-17,6.840839044014562e-16,2.4754605004309627e-13,8.67742330024246e-22,7.380232816299991e-22,2.1600867248960256e-30,6.799465089357768e-25,9.226543355421665e-32,2.439202100605484e-33
1.1204862461517781e-07,0.11224537197530193,0.0,0.0,0.0,0.0,0.32999993239709374,0.6699999321099285,6.700112664070142e-08,6.726780602371753e-08,5.19936695106182e-10,2.8942267231120986e-10,1.6458886651310275e-18,6.694858952214951e-11,8.151614688241899e-11,2.009308048001528e-11,2.778606980648505e-14,1.575995631064865e-11,1.003237393976561e-11,1.4573329215394171e-15,1.6849091994114762e-15,9.556088239547482e-24,6.075071942610944e-17,7.430194906282209e-16,2.6732129570441035e-13,1.1325023802249915e-21,1.0434585206910723e-21,2.8017702521922825e-30,8.81687958295095e-25,1.4145744733276822e-31,4.000762866753369e-33
1.2022635353582679e-07,0.11224537197181098,0.0,0.0,0.0,0.0,0.3299999274582845,0.6699999271314104,7.188944791993628e-08,7.21927311164794e-08,5.579968951819749e-10,2.94549137798392e-10,1.7663703569327623e-18,7.638884547378684e-11,9.391019538028237e-11,2.467185703422017e-11,3.432291044796158e-14,1.7835502916435573e-11,1.131005170822522e-11,1.7358600060485835e-15,2.141474698798708e-15,1.2145533644232675e-23,8.32754532680867e-17,8.026487552731194e-16,2.8709865432760973e-13,1.4485777953816433e-21,1.4378110789898224e-21,3.5621200003317856e-30,1.1206019984007626e-24,2.100926850308333e-31,6.321450154338494e-33
1.2840408245647577e-07,0.1122453719683393,0.0,0.0,0.0,0.0,0.3299999225185765,0.669999922151867,7.677778918831124e-08,7.711758441482036e-08,5.960572369398722e-10,2.9967553201566796e-10,1.88685249723684e-18,8.634118795177171e-11,1.0718094188700268e-10,2.987057900226914e-11,4.1812014511186124e-14,2.0000566721990674e-11,1.2635559788153612e-11,2.0424047016140873e-15,2.675115074904318e-15,1.5172114999322615e-23,1.1164308691950873e-16,8.629721224537879e-16,3.068782827427367e-13,1.8209255304065685e-21,1.9376044777642894e-21,4.451396321115566e-30,1.3998482110167637e-24,3.035792887367795e-31,9.670356756843433e-33
1.3658181137712474e-07,0.11224537196488714,0.0,0.0,0.0,0.0,0.3299999175779322,0.6699999171712976,8.16661874068093e-08,8.20423659236959e-08,6.341180087125667e-10,3.048018551718227e-10,2.00733599877694e-18,9.678597617380848e-11,1.2132840187510455e-10,3.572135005390746e-11,5.0318141892662543e-14,2.2249841442851138e-11,1.4005329127479128e-11,2.3776349159063423e-15,3.2917962680165894e-15,1.8669668584519258e-23,1.467997548201131e-16,9.239899946629298e-16,3.2666033150506363e-13,2.2545299848327567e-21,2.56087238808163e-21,5.47981021067685e-30,1.7225484881890264e-24,4.28280971221153e-31,1.4382740644818322e-32
1.4475954029777372e-07,0.1122453719614549,0.0,0.0,0.0,0.0,0.32999991263631573,0.6699999121897022,8.655467801107742e-08,8.69670756492426e-08,6.72179486945445e-10,3.099281073846066e-10,2.1278217366550312e-18,1.0770395635097941e-10,1.3635259723332285e-10,4.225505393330605e-11,5.990606191858849e-14,2.457833274847927e-11,1.541605440352855e-11,2.742188190103175e-15,3.997446293569368e-15,2.2671815585889188e-23,1.8976016549089246e-16,9.85702798218725e-16,3.4644494496538885e-13,2.754424768607894e-21,3.327146974435708e-21,6.657529207135967e-30,2.0918048799136676e-24,5.915765432202367e-31,2.086568277056682e-32
1.529372692184227e-07,0.11224537195804285,0.0,0.0,0.0,0.0,0.329999907693693,0.6699999072070805,9.144329490105385e-08,9.189171359792338e-08,7.102419361004323e-10,3.150542895414431e-10,2.2483105480440882e-18,1.1907626836448127e-10,1.5225355630200824e-10,4.950134522316403e-11,7.064055444983995e-14,2.698135946347166e-11,1.6864694720576602e-11,3.1366645771954207e-15,4.7979608933848225e-15,2.721199414728582e-23,2.41609112625828e-16,1.0481108737534509e-15,3.6623226136720643e-13,3.3257010002544278e-21,4.257507753725614e-21,7.9948560436277e-30,2.5107025383518815e-24,8.01973591534194e-31,2.9610536388794657e-32
1.6111499813907168e-07,0.11224537195465127,0.0,0.0,0.0,0.0,0.32999990275003077,0.669999902223432,9.633207047418291e-08,9.681627977814693e-08,7.483056089477021e-10,3.201804016276847e-10,2.368803233091726e-18,1.308845236150908e-10,1.6903131356445852e-10,5.748865677872617e-11,8.258641210710802e-14,2.9454527746772164e-11,1.834844372471411e-11,3.561667397179886e-15,5.6991616631089125e-15,3.2323221886998034e-23,3.03502683675009e-16,1.1112147251908624e-15,3.8602241263906796e-13,3.973480064747113e-21,5.374643094776819e-21,9.501716512191838e-30,2.98228784275006e-24,1.0691958608272751e-30,4.120035943141788e-32
1.6929272705972066e-07,0.11224537195128047,0.0,0.0,0.0,0.0,0.3299998978052979,0.6699998972387566,1.012210357306546e-07,1.017407741991053e-07,7.863707473110618e-10,3.253064437811758e-10,2.4893005573334658e-18,1.4311087642430333e-10,1.866859090124921e-10,6.62442620614037e-11,9.58084425297912e-14,3.1993687962206286e-11,1.9864683983384374e-11,4.017828445523338e-15,6.7067733931611085e-15,3.803796738495579e-23,3.7666579965264456e-16,1.1750144780425461e-15,4.058155255838302e-13,4.7028908188385344e-21,6.702840232613807e-21,1.1188851607183991e-29,3.509556443907159e-24,1.4042614387558959e-30,5.632281231890764e-32
1.7747045598036964e-07,0.11224537194793062,0.0,0.0,0.0,0.0,0.32999989285946424,0.6699998922530539,1.0611022036277168e-07,1.066651968710054e-07,8.24437582923595e-10,3.3043241599913044e-10,2.609803254254599e-18,1.5573799539192452e-10,2.0521738778139421e-10,7.579434801501914e-11,1.1037146915553803e-13,3.459491763389208e-11,2.1410973205592704e-11,4.5057686660316795e-15,7.82646731362755e-15,4.438839545014507e-23,4.623883191527189e-16,1.239511076133452e-15,4.2561172051216595e-13,5.519092636867466e-21,8.26792320984891e-21,1.3064554428336676e-29,4.0954761623260445e-24,1.8195257273971387e-30,7.577466314059073e-32
1.8564818490101862e-07,0.11224537194460199,0.0,0.0,0.0,0.0,0.3299998879125011,0.6699998872663235,1.109996527507518e-07,1.1158954780454385e-07,8.62506337050352e-10,3.355583186899355e-10,2.7303120244971894e-18,1.6874898990831229e-10,2.246258003134536e-10,8.616402795012385e-11,1.26340331092974e-13,3.725453876898419e-11,2.298506596600586e-11,5.026054548836161e-15,9.063904640949854e-15,5.140661409705145e-23,5.620250816311441e-16,1.3047036298279374e-15,4.4541111509889895e-13,6.4273109657075095e-21,1.0097254863506782e-20,1.514389000718559e-29,4.74300904056372e-24,2.328806111259306e-30,1.004778962009785e-31
1.938259138216676e-07,0.11224537194129469,0.0,0.0,0.0,0.0,0.32999988296438076,0.6699998822785652,1.1588935993033495e-07,1.1651382701160577e-07,9.005772209867053e-10,3.4068415199452264e-10,2.8508275363404826e-18,1.8212743314794496e-10,2.449112024634177e-10,9.737731289415624e-11,1.4377988418833504e-13,3.996912101466853e-11,2.4584915004874686e-11,5.579231990459232e-15,1.0424699047395641e-14,5.912446169366833e-23,6.769996286175653e-16,1.3705952747913921e-15,4.652138156280737e-13,7.43282175508782e-21,1.2219834395815491e-20,1.742365892344742e-29,5.455093713167684e-24,2.9474946993254938e-30,1.3148649151243399e-31
2.0200364274231658e-07,0.11224537193800904,0.0,0.0,0.0,0.0,0.3299998780150774,0.669999877289779,1.2077936766417683e-07,1.2143803450484026e-07,9.386504349817282e-10,3.458099161108612e-10,2.9713504252917744e-18,1.9585747804426798e-10,2.6607365493904593e-10,1.0945713774414854e-10,1.62755003652516e-13,4.27354379482073e-11,2.6208621749511563e-11,6.165893105061376e-15,1.191434951641522e-14,6.757312613112348e-23,8.088046561424416e-16,1.4371802236393977e-15,4.850199364133301e-13,8.540901102222954e-21,1.466635947760619e-20,1.9950578348594338e-29,6.234604779149398e-24,3.6926558007964844e-30,1.7000382809477681e-31
2.1018137166296556e-07,0.11224537193474514,0.0,0.0,0.0,0.0,0.3299998730645658,0.669999872299964,1.2566970059126233e-07,1.2636217029771412e-07,9.767261729439704e-10,3.5093561112015327e-10,3.0918813007847824e-18,2.0992389062700696e-10,2.8811322252658185e-10,1.2242546753617768e-10,1.8333058593011545e-13,4.555041987744956e-11,2.785438969960704e-11,6.786659606101617e-15,1.3538262777641148e-14,7.678327210485474e-23,9.589962696463535e-16,1.5044723942043513e-15,5.048295579949848e-13,9.756824470586996e-21,1.746915124744576e-20,2.2634660219824304e-29,7.084379553624982e-24,4.583023089210572e-30,2.173819967706257e-31
2.1835910058361454e-07,0.11224537193150314,0.0,0.0,0.0,0.0,0.3299998681128219,0.6699998673091206,1.3056038230381228e-07,1.312862344042176e-07,1.0148046153494888e-09,3.560612372373561e-10,3.2124207461395488e-18,2.2431192606381289e-10,3.1102997398399623e-10,1.3630337641430486e-10,2.055715482094616e-13,4.8411163059199206e-11,2.9520542304196615e-11,7.442095372848871e-15,1.5301845202382468e-14,8.678556219930506e-23,1.1291894833876068e-15,1.572442126223769e-15,5.246428213244095e-13,1.1085927982870718e-20,2.0662059103718803e-20,2.575962145737537e-29,8.007225120682182e-24,5.639099536254479e-30,2.75141231170938e-31
2.2653682950426352e-07,0.1122453719282832,0.0,0.0,0.0,0.0,0.32999986315982305,0.6699998623172482,1.3545143525522596e-07,1.3621022683919067e-07,1.0528859452350127e-09,3.6118679464237075e-10,3.3329693079307593e-18,2.390072303243459e-10,3.3482398263784127e-10,1.5111101325112998e-10,2.295428275498657e-13,5.131497094643494e-11,3.120556889215664e-11,8.132695625481307e-15,1.7210509671592803e-14,9.76106961343001e-23,1.3210621400686558e-15,1.6411560705364916e-15,5.444597197460297e-13,1.2533633061116776e-20,2.4280527935391734e-20,2.858812907700686e-29,9.006034096134833e-24,6.883306173799468e-30,3.4497420978932965e-31
2.347145584249125e-07,0.11224537192508538,0.0,0.0,0.0,0.0,0.3299998582055473,0.6699998573243462,1.4034288074935776e-07,1.4113414761823537e-07,1.0909703118237194e-09,3.663122834269018e-10,3.4535275482984964e-18,2.5399594442151055e-10,3.594953262869123e-10,1.668675439001094e-10,2.5530938250441364e-13,5.425934349071764e-11,3.290810695884173e-11,8.858990558091769e-15,1.9269565768962456e-14,1.0928878718266373e-22,1.536361179692795e-15,1.7104679493232048e-15,5.642805580943518e-13,1.4105380858848702e-20,2.8361766844426805e-20,3.3174273250568557e-29,1.0083420552533675e-23,8.340163574186544e-30,4.28774270614137e-31
2.4289228734556145e-07,0.11224537192190996,0.0,0.0,0.0,0.0,0.3299998532499745,0.6699998523304149,1.4523473900583886e-07,1.4605799675757548e-07,1.1290579098456316e-09,3.714377038852575e-10,3.574095838290946e-18,2.6926486427682946e-10,3.850440864641703e-10,1.83591222224425e-10,2.8293619640362305e-13,5.724190441015033e-11,3.4626862206997734e-11,9.621596264300905e-15,2.1484172235685174e-14,1.2184909471192233e-22,1.7768994132511903e-15,1.7807021570257837e-15,5.841049379434542e-13,1.5806576844121017e-20,3.294476221867283e-20,3.3941549857228406e-29,1.1242533273329809e-23,1.0036256874797062e-29,5.286266292960249e-31
2.5107001626621043e-07,0.11224537191875684,0.0,0.0,0.0,0.0,0.3299998482930842,0.6699998473354537,1.5012702953099776e-07,1.5098177427396703e-07,1.1671488112555375e-09,3.7656305576107436e-10,3.694675076448964e-18,2.8480137655745077e-10,4.114703470618238e-10,2.0129955426602961e-10,3.1248827831355026e-13,6.026036325070285e-11,3.6360577942805406e-11,1.0421106157232477e-14,2.3859456093788748e-14,1.3532069379264471e-22,2.0445449975565023e-15,1.8511426118781755e-15,6.039340026175747e-13,1.764264997484323e-20,3.807009163870262e-20,4.6171622433441945e-29,1.2484827041295074e-23,1.200024019296986e-29,6.468301692903359e-31
2.592477451868594e-07,0.11224537191562636,0.0,0.0,0.0,0.0,0.329999843334858,0.6699998423394625,1.5501977074467577e-07,1.559054801844782e-07,1.2052433340933517e-09,3.8168834010565376e-10,3.815264435968505e-18,3.005932134590332e-10,4.387741960607223e-10,2.2000934829136345e-10,3.440306609747534e-13,6.331256966876953e-11,3.8108103904012264e-11,1.125798943244996e-14,2.64006160111584e-14,1.4973307786625262e-22,2.341219483357832e-15,1.923373275910477e-15,6.237654772317169e-13,1.961914370298036e-20,4.37798394605207e-20,2.8130510391339045e-29,1.3816379327576436e-23,1.4262954888392226e-29,7.85890402791486e-31
2.674254741075084e-07,0.1122453719125184,0.0,0.0,0.0,0.0,0.3299998383752777,0.6699998373424412,1.5991298041254143e-07,1.608291145073128e-07,1.2433413975030325e-09,3.8681355587886254e-10,3.935866347706037e-18,3.1662844907291147e-10,4.669557243469526e-10,2.3973656065909733e-10,3.7762839964046064e-13,6.639657057598484e-11,3.986845036655626e-11,1.2132716450689131e-14,2.911278368500474e-14,1.6511533883804686e-22,2.6689110397254788e-15,1.9953746579569456e-15,6.436024316168974e-13,2.174165934671602e-20,5.011785729215282e-20,4.099812285835439e-29,1.5234956287136615e-23,1.6857826773233028e-29,9.485699689033357e-31
2.7560320302815737e-07,0.11224537190943311,0.0,0.0,0.0,0.0,0.32999983341432637,0.669999832344389,1.6480667508878447e-07,1.6575267726096284e-07,1.2814431794755288e-09,3.919387034794857e-10,4.0564805440926525e-18,3.328957091544674e-10,4.960150270906025e-10,2.604963214409243e-10,4.133465755153572e-13,6.951053662051366e-11,4.164070337842899e-11,1.3045840484205826e-14,3.200094293587503e-14,1.8149574681214695e-22,3.029673792677013e-15,2.067614624331406e-15,6.634442402518752e-13,2.4015774514946373e-20,5.712984430570945e-20,6.586605442086471e-29,1.6744687336220456e-23,1.9820703723369565e-29,1.137872874782931e-30
2.8378093194880634e-07,0.11224537190637061,0.0,0.0,0.0,0.0,0.3299998284519879,0.6699998273453059,1.6970087050114172e-07,1.706761684642072e-07,1.3195489542194528e-09,3.9706378383412437e-10,4.1771058636454396e-18,3.493842054473333e-10,5.259522020591442e-10,2.823030913485283e-10,4.5125029809717616e-13,7.265269748601739e-11,4.342396179385641e-11,1.3997924880817037e-14,3.5070012832895026e-14,1.9890221040525609e-22,3.4256176216209304e-15,2.1414885625008866e-15,6.832888976296098e-13,2.6447068323091977e-20,6.486319962228942e-20,5.654085679010797e-29,1.8351862253172103e-23,2.3189848628634636e-29,1.3570476563699215e-30
2.919586608694553e-07,0.11224537190333095,0.0,0.0,0.0,0.0,0.32999982348824675,0.6699998223451917,1.7459558199114832e-07,1.755995881366163e-07,1.3576586547160127e-09,4.0218879602745664e-10,4.297745622029464e-18,3.6608361308283757e-10,5.567673483236005e-10,3.051706922904269e-10,4.914047041331265e-13,7.582136907382424e-11,4.5217372093409e-11,1.4989496204009007e-14,3.832489534349055e-14,2.1736251455437943e-22,3.858907313433842e-15,2.2152268494311174e-15,7.031390916321415e-13,2.904116709400739e-20,7.336698661836199e-20,9.334637005689397e-29,2.0052587491168616e-23,2.700626354682869e-29,1.6096231324599806e-30
3.001363897901043e-07,0.11224537190031429,0.0,0.0,0.0,0.0,0.32999981852308796,0.6699998173440463,1.794908236549227e-07,1.8052293629768752e-07,1.3957726999481706e-09,4.073137419187108e-10,4.4183934192085935e-18,3.8298394225066283e-10,5.88460569617085e-10,3.291123096694346e-10,5.338749568135195e-13,7.901498818090557e-11,4.7020169862485286e-11,1.6021035485055173e-14,4.177048199420705e-14,2.369044390224797e-22,4.3317646005775684e-15,2.2918206735618018e-15,7.229904459656204e-13,3.1803768951485e-20,8.269196294498458e-20,4.019112708230736e-31,2.1863567670941813e-23,3.1313598551772156e-29,1.899398080598693e-30
3.083141187107533e-07,0.11224537189732044,0.0,0.0,0.0,0.0,0.32999981355649777,0.6699998123418693,1.8438660956564318e-07,1.8544621296826814e-07,1.4338907641395734e-09,4.1243861914738186e-10,4.539059740576858e-18,4.0007556638398635e-10,6.210319698278492e-10,3.541404838675462e-10,5.787262458661757e-13,8.223211120528947e-11,4.883167723700019e-11,1.7093027731080615e-14,4.5411601680623744e-14,2.5755531595204087e-22,4.8464708865743185e-15,2.3670390343638477e-15,7.428492910997244e-13,3.474061232046706e-20,9.289067191045392e-20,3.989594748225697e-29,2.376624578429479e-23,3.6158465969591726e-29,2.2304761219079627e-30
3.1649184763140226e-07,0.11224537189434965,0.0,0.0,0.0,0.0,0.32999980858846273,0.6699998073386607,1.8928295252252703e-07,1.90369418168926e-07,1.4720131014947833e-09,4.1756342869324704e-10,4.659741631133568e-18,4.173493146910465e-10,6.544816573337657e-10,3.802671399845664e-10,6.260237894235141e-13,8.54713717569232e-11,5.065125552365199e-11,1.820597717966853e-14,4.925300784226596e-14,2.793421228873581e-22,5.4053648981977785e-15,2.4423837706146254e-15,7.627134536888245e-13,3.785744721917073e-20,1.0401744125713777e-19,1.2624831562868815e-28,2.5769992387949195e-23,4.1590359119368096e-29,2.6072610230236994e-30
3.2466957655205124e-07,0.11224537189140188,0.0,0.0,0.0,0.0,0.32999980361897013,0.66999980233442,1.9417986472480386e-07,1.9529255192064386e-07,1.5101399177849486e-09,4.2268817129335084e-10,4.780434971969725e-18,4.34796466396234e-10,6.888097424975515e-10,4.075036246793237e-10,6.75832834399557e-13,8.873147155585846e-11,5.2478297510737676e-11,1.9360391075025952e-14,5.3299396514920883e-14,3.022915166557467e-22,6.010840876123621e-15,2.518947355711428e-15,7.825813652667746e-13,4.1160044638883625e-20,1.1612836444430694e-19,1.5088050979799981e-28,2.7885997391178914e-23,4.7661781039343065e-29,3.0344702567139283e-30
3.328473054727002e-07,0.11224537188847732,0.0,0.0,0.0,0.0,0.3299997986480082,0.6699997973291467,1.9907735778417185e-07,2.0021561424477357e-07,1.5482714014936844e-09,4.278128475968056e-10,4.901140840606857e-18,4.5240868758442235e-10,7.240163376816934e-10,4.3586075223973597e-10,7.282186568411866e-13,9.20111829930305e-11,5.431223454209601e-11,2.0556759749100766e-14,5.755542756859304e-14,3.2642992375213604e-22,6.665347259481371e-15,2.597675645011415e-15,8.024516716541766e-13,4.465421571267169e-20,1.2928129300031287e-19,1.2473712281317323e-28,3.011582021011316e-23,5.442835374630052e-29,3.517148294569969e-30
