Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189)
0.0005066873823430168,0.11219935809784025,0.0,0.0,0.0,0.0,0.3269656891389918,0.6677852955815543,0.00013479646259192222,0.0002319426668501726,1.0464770055823023e-06,2.440121480168035e-07,3.312682660138188e-15,1.0757017981610875e-06,0.0010400129394650935,0.0023602830496134222,0.0007692219057200631,1.220853973755044e-07,1.0975002447879171e-07,1.3545337022659882e-07,9.973622794437176e-07,5.6566153190645846e-15,0.0002792934139138868,4.5239788947204543e-10,1.998690063884921e-09,3.7238270054971498e-09,1.9787511137517378e-05,2.8814622559604446e-16,8.624841287582011e-16,5.765252802953243e-12,1.3095423275817367e-12
0.0005099316393540604,0.11219883150223997,0.0,0.0,0.0,0.0,0.3269326043049881,0.6677607427145785,0.00013518672762625455,0.00023317301394586295,1.0494731197927003e-06,2.453195470535957e-07,3.322167044499489e-15,1.081990496925801e-06,0.0010491940453515025,0.002388306027366549,0.0007781705997600676,1.2256725292557477e-07,1.1048377030041058e-07,1.3683402899648904e-07,1.0074994479200323e-06,5.7141090345588606e-15,0.00028399087021743573,4.561099854329948e-10,2.012303264746992e-09,3.78562485962741e-09,2.023949279498907e-05,2.9470682086870437e-16,8.753741098384316e-16,5.9140421988698356e-12,1.3472915745109437e-12
0.000513175896365104,0.11219830238040793,0.0,0.0,0.0,0.0,0.32689935329963565,0.6677360500862091,0.0001355762184687384,0.00023440312893292916,1.0524628329554798e-06,2.4662691636753883e-07,3.3316311661334585e-15,1.0882885671314527e-06,0.001058390240576738,0.002416498594091023,0.0007871639918393466,1.2304856595853236e-07,1.1121919595765621e-07,1.3822004237125284e-07,1.0176752194075774e-06,5.771821689956546e-15,0.0002887359205649588,4.598328473018966e-10,2.025949214431666e-09,3.848086836507125e-09,2.0698888022760944e-05,3.013764108721792e-16,8.884043636128721e-16,6.065734176372199e-12,1.3858994422920789e-12
0.0005164201533761477,0.11219777073476554,0.0,0.0,0.0,0.0,0.3268659360113804,0.667711217399905,0.00013596494379184565,0.00023563303193059422,1.0554462104963473e-06,2.4793427831797424e-07,3.341075232151651e-15,1.094596059715247e-06,0.0010676013895239366,0.002444861076511319,0.000796202033106622,1.2352934528910497e-07,1.1195631236750877e-07,1.396114065912761e-07,1.0278895587286914e-06,5.8297530857464004e-15,0.00029352874577366774,4.635665769594228e-10,2.039628251761553e-09,3.9112169339141494e-09,2.1165774495104275e-05,3.08156199581891e-16,9.015760607421452e-16,6.220367609244744e-12,1.425380380699793e-12
0.0005196644103871913,0.11219723656774731,0.0,0.0,0.0,0.0,0.3268323523274544,0.6676862443585523,0.00013635291203045342,0.0002368627425280417,1.05842331600335e-06,2.4924165478910727e-07,3.3504994438476123e-15,1.1009130242612586e-06,0.0010768273575518337,0.002473393802896225,0.0008052846746072892,1.240095994927416e-07,1.1269513044748319e-07,1.4100811832599979e-07,1.038142433433784e-06,5.8879030378893225e-15,0.00029836952650042024,4.673112785844693e-10,2.053340725302655e-09,3.975019257090334e-09,2.1640230307104255e-05,3.1504741526618665e-16,9.148904062889519e-16,6.377981808012324e-12,1.4657491242379605e-12
0.000522908667398235,0.11219669988180656,0.0,0.0,0.0,0.0,0.3267986021337603,0.6676611306644081,0.00013674013137787025,0.00023809227973708722,1.0613942121710694e-06,2.5054906596009985e-07,3.359903999679659e-15,1.1072395075343236e-06,0.0010860680110966626,0.0025020971032162554,0.000814411867250765,1.2448933692066377e-07,1.134356600258748e-07,1.4241017532102233e-07,1.0484338102776608e-06,5.946271357829819e-15,0.00030325844322425156,4.710667706260409e-10,2.0670861475668778e-09,4.039497456551914e-09,2.2122334026704624e-05,3.2205123382684156e-16,9.283485584322408e-16,6.53861918113435e-12,1.5070213720707305e-12
0.0005261529244092786,0.11219616067939069,0.0,0.0,0.0,0.0,0.3267646853152029,0.6676358760192459,0.00013712660981205708,0.00023932166211015104,1.0643589589276797e-06,2.518565326425318e-07,3.369289089357192e-15,1.1135755560985837e-06,0.0010953232174356628,0.002530971308770244,0.0008235835618131972,1.2496856568376673e-07,1.1417791135349462e-07,1.4381757402198867e-07,1.0587636562204187e-06,6.004857858181454e-15,0.0003081956762847713,4.748331746950118e-10,2.0808649107539796e-09,4.1046555734709525e-09,2.2612164611877182e-05,3.291688833225789e-16,9.419517066065205e-16,6.70231935190125e-12,1.549212018075942e-12
0.0005293971814203223,0.11219561896301322,0.0,0.0,0.0,0.0,0.3267306017557718,0.667610480124399,0.0001375123551654378,0.0002405509077817435,1.0673176151520028e-06,2.5316407517498005e-07,3.3786548992669846e-15,1.1199212145717228e-06,0.0011045928446134202,0.002560016752072465,0.0008327997089231127,1.2544729373158651e-07,1.1492189456294498e-07,1.452303110660643e-07,1.0691319387564333e-06,6.063662354587557e-15,0.00031318140588983975,4.786105912860757e-10,2.0946773465468696e-09,4.170497675872701e-09,2.3109801381155634e-05,3.3640160546118116e-16,9.557010619500919e-16,6.8691226486466885e-12,1.5923363233943063e-12
0.0005326414384313659,0.11219507473515944,0.0,0.0,0.0,0.0,0.32669635133836905,0.6675849426806657,0.0001378973750318881,0.00024178003438393649,1.0702702384666804e-06,2.5447171274798276e-07,3.388001611814567e-15,1.126276526181707e-06,0.001113876761608343,0.002589233767103021,0.0008420602590437713,1.2592552878740277e-07,1.1566761923414161e-07,1.4664838386158814e-07,1.0795386253693648e-06,6.122684662627997e-15,0.00031821581208711235,4.823989499241051e-10,2.1085232896199234e-09,4.237027621658964e-09,2.361532409505288e-05,3.437506211613826e-16,9.6959782034499e-16,7.0390713974716645e-12,1.636410220451644e-12
0.0005358856954424095,0.11219452799834527,0.0,0.0,0.0,0.0,0.32666193394489673,0.6675592633883476,0.00013828167681747752,0.0002430090590779167,1.0732168847865633e-06,2.557794642844226e-07,3.3973294040013846e-15,1.1326415328557975e-06,0.0011231748382700712,0.0026186226892135783,0.00085136516244642,1.2640327837093246e-07,1.1641509476584576e-07,1.4807178961817797e-07,1.0899836842553153e-06,6.1819246019244365e-15,0.00032329907477222507,4.861982460840769e-10,2.122402763535786e-09,4.304249336270186e-09,2.4128812940968066e-05,3.5121716454521714e-16,9.836431788327856e-16,7.212207498025507e-12,1.6814495611471786e-12
0.0005391299524534532,0.11219397875511017,0.0,0.0,0.0,0.0,0.3266273494562904,0.6675334419472614,0.00013866526771667102,0.0002442379985555103,1.0761576080485269e-06,2.5708734857373787e-07,3.4066384465700024e-15,1.1390162752096164e-06,0.0011324869453107431,0.002648183855109875,0.0008607143692045745,1.2688054978579515e-07,1.1716433059059336e-07,1.4950052521390862e-07,1.1004670841770222e-06,6.241381995313691e-15,0.0003284313736886336,4.900085665515112e-10,2.1363160559940186e-09,4.372166874807552e-09,2.46503485385024e-05,3.5880249375105054e-16,9.978383603796955e-16,7.388572339656571e-12,1.7274701416254011e-12
0.0005423742094644968,0.1121934270080216,0.0,0.0,0.0,0.0,0.32659259775275457,0.6675074780568528,0.0001390481547826247,0.00024546686915023156,1.0790924613558064e-06,2.5839538377459725e-07,3.4159289076218988e-15,1.145400792351752e-06,0.0011418129541059746,0.0026779176025373544,0.0008701078292148681,1.2735735018938166e-07,1.1791533587127398e-07,1.5093458780672427e-07,1.1109887935199098e-06,6.301056663491403e-15,0.0003336128884599459,4.938299232669258e-10,2.150263237750016e-09,4.440784218927241e-09,2.5180011849131007e-05,3.6650786558922393e-16,1.012184591169843e-15,7.568208490248293e-12,1.7744882362758456e-12
0.0005456184664755405,0.11219287275961189,0.0,0.0,0.0,0.0,0.32655767871339403,0.6674813714159964,0.00013943034481576786,0.0002466956866421331,1.0820214959643e-06,2.597035873254794e-07,3.425200949409717e-15,1.151795122430153e-06,0.0011511527370561376,0.002707824270841907,0.000879545492092607,1.2783368648295034e-07,1.186681194510429e-07,1.5237397482429106e-07,1.1215487812233257e-06,6.360948430294274e-15,0.000338843798523455,4.976622915272027e-10,2.164244271990916e-09,4.51010530959125e-09,2.571788437328776e-05,3.743345350624144e-16,1.0266830887474906e-15,7.751159031294247e-12,1.822520303116392e-12
0.0005488627234865841,0.11219231601252397,0.0,0.0,0.0,0.0,0.3265225922165671,0.6674551217231768,0.00013981184447851098,0.0002479244664268242,1.0849447618130913e-06,2.6101197649746245e-07,3.4344547300196438e-15,1.1581993019154149e-06,0.0011605061672721522,0.0027379042004798634,0.0008890273072181857,1.2830956541398616e-07,1.1942269002008843e-07,1.5381868349414658e-07,1.1321470168453122e-06,6.4210571230691004e-15,0.00034412428318251743,5.015057127897096e-10,2.1782593113632246e-09,4.58013416376055e-09,2.6264048000515568e-05,3.8228377338571585e-16,1.0413350785348261e-15,7.93746671856134e-12,1.8715827839705116e-12
0.0005521069804976278,0.11219175676933732,0.0,0.0,0.0,0.0,0.32648733813975866,0.6674287286764111,0.00014019266020211704,0.0002491532234324216,1.08786230696853e-06,2.6232056818271896e-07,3.4436904016100912e-15,1.1646133655559343e-06,0.0011698731187261401,0.002768157733244486,0.0008985532236979526,1.2878499351014002e-07,1.2017905618851176e-07,1.552687108926571e-07,1.142783469787171e-06,6.481382568273987e-15,0.0003494545215786247,5.053602481536434e-10,2.192308565310038e-09,4.650874833584918e-09,2.6818585098113632e-05,3.903568671974579e-16,1.0561418144181574e-15,8.127174750029649e-12,1.9216924094973694e-12
0.0005553512375086714,0.11219119503271924,0.0,0.0,0.0,0.0,0.32645191635985504,0.6674021919733893,0.0001405727983314428,0.00025038197226124687,1.0907741791937747e-06,2.6362937856613586e-07,3.452908115376717e-15,1.171037347320058e-06,0.0011792534660006455,0.002798585211873654,0.0009081231903771869,1.292599771844193e-07,1.2093722629102318e-07,1.5672405449337991e-07,1.1534581089699977e-06,6.5419245896418465e-15,0.00035483469273103264,5.092258553537345e-10,2.2063919447481456e-09,4.722331266871017e-09,2.7381578393182403e-05,3.985550951260585e-16,1.0711045431702527e-15,8.320327611640635e-12,1.9728663875801054e-12
0.0005585954945197151,0.11219063080531869,0.0,0.0,0.0,0.0,0.32641632675300203,0.6673755113113876,0.0001409522649757562,0.0002516107270947501,1.0936804243543657e-06,2.649384233973468e-07,3.462108016508679e-15,1.177471280548782e-06,0.0011886470844556264,0.002829186980303446,0.0009177371558223643,1.2973452263085373e-07,1.2169720835792136e-07,1.5818471195804564e-07,1.1641709043410707e-06,6.6026830167259224e-15,0.00036026497550708473,5.131025048842604e-10,2.220509394730767e-09,4.794507433260491e-09,2.7953111067329614e-05,4.0687973866813573e-16,1.0862244880021797e-15,8.516969601893102e-12,2.0251218482854093e-12
0.0005618397515307587,0.1121900640898285,0.0,0.0,0.0,0.0,0.32638056919468134,0.6673486863873097,0.000141331066148218,0.00025283950173154296,1.0965810869582376e-06,2.6624771867992655e-07,3.471290245902514e-15,1.1839151962680197e-06,0.001198053850162106,0.0028599633835653727,0.0009273950682619616,1.302086359154108e-07,1.2245901050900482e-07,1.5965068021220934e-07,1.1749218264433078e-06,6.663657682460488e-15,0.00036574554862680664,5.16990338297384e-10,2.234661352791715e-09,4.86740748086932e-09,2.8533266738698677e-05,4.1533211612478337e-16,1.101502922490639e-15,8.717144039985049e-12,2.0784758007726718e-12
0.0005650840085418023,0.11218949488892936,0.0,0.0,0.0,0.0,0.3263446435597981,0.6673217168977212,0.00014170920767818065,0.00025406830962126253,1.0994762107596957e-06,2.675572793972544e-07,3.4804549420634312e-15,1.1903691254778848e-06,0.0012074736398434947,0.0028909147676854795,0.0009370968756411202,1.3068232293125649e-07,1.232226406067088e-07,1.6112195684002778e-07,1.1857108448438188e-06,6.7248484142422674e-15,0.00037127659067719105,5.208893066856761e-10,2.2488477090652285e-09,4.941035375498183e-09,2.912212943022237e-05,4.239135270699876e-16,1.1169411139295473e-15,8.920896486344601e-12,2.132946033721128e-12
0.000568328265552846,0.11218892320539899,0.0,0.0,0.0,0.0,0.32630854972275675,0.6672946025388939,0.0001420866952926663,0.0002552971639104851,1.1023658386659513e-06,2.68867120236379e-07,3.4896022408156208e-15,1.1968330974630731e-06,0.0012169063307930635,0.0029220414795603092,0.0009468425256182273,1.311555894573165e-07,1.239881062210157e-07,1.6259853947672042e-07,1.1965379293935202e-06,6.786255041077886e-15,0.0003768582801239164,5.247993739959325e-10,2.263068388378179e-09,5.015395105085926e-09,2.971978352894817e-05,4.326252805991114e-16,1.1325403187955723e-15,9.128272672103145e-12,2.188550485412868e-12
0.0005715725225638896,0.11218834904196792,0.0,0.0,0.0,0.0,0.3262722875573756,0.66726734300675,0.0001424635345407681,0.0002565260773723976,1.105250011800134e-06,2.7017725588651103e-07,3.498732272338863e-15,1.2033071406288087e-06,0.001226351800997929,0.0029533438671365156,0.0009566319655170651,1.316284410949174e-07,1.2475541489679338e-07,1.640804253677145e-07,1.207403050323517e-06,6.84787739413204e-15,0.00038249079528447925,5.287206126452515e-10,2.2773236263632975e-09,5.090490760920122e-09,3.032631386674054e-05,4.41468705097711e-16,1.148301812238457e-15,9.33931749507243e-12,2.2453068853265745e-12
0.0005748167795749333,0.112187772401419,0.0,0.0,0.0,0.0,0.3262358569369479,0.6672399379968899,0.00014283973084296538,0.0002577550624374883,1.108128770443941e-06,2.714877005467135e-07,3.507845164147994e-15,1.2097912825016487e-06,0.0012358099290873147,0.002984822279332985,0.0009664651423094593,1.3210088330613287e-07,1.2552457406546402e-07,1.6556761193405895e-07,1.2183061780784691e-06,6.909715305779866e-15,0.0003881743143355006,5.326530503254331e-10,2.291613530431151e-09,5.1663264056031126e-09,3.094180570343246e-05,4.50445132197531e-16,1.1642268826822783e-15,9.554076682412574e-12,2.3032333303399206e-12
0.0005780610365859769,0.11218719328655846,0.0,0.0,0.0,0.0,0.3261992577342701,0.6672123872045982,0.00014321528946656682,0.00025898413119755263,1.1110021538909884e-06,2.727984678503027e-07,3.5169410406283113e-15,1.2162855494555992e-06,0.0012452805943288976,0.0030164770660268494,0.0009763420026120903,1.3257292140221908e-07,1.2629559088092242e-07,1.6706009684517066e-07,1.2292472829831668e-06,6.9717686077157005e-15,0.00039390901531113383,5.365966562345636e-10,2.305938039025003e-09,5.2429060560905855e-09,3.1566344732069194e-05,4.595558944400551e-16,1.1803168111561898e-15,9.772596956668331e-12,2.3623483367137024e-12
0.0005823007703225021,0.1121864327495978,0.0,0.0,0.0,0.0,0.3261511740089275,0.6671761624011115,0.00014370513289671687,0.0002605904765465812,1.1147491754821323e-06,2.74511943355268e-07,3.5288024740356065e-15,1.2247878388783645e-06,0.0012576759625667388,0.00305811133344948,0.000989315262492336,1.3318920044887505e-07,1.2730600036367464e-07,1.6901852212347374e-07,1.2436027814956111e-06,7.053186900629918e-15,0.0004014808118465324,5.417671965928942e-10,2.324710217598263e-09,5.34411183103394e-09,3.23962992554749e-05,4.716669529527623e-16,1.2015944548350376e-15,1.0063915212932494e-11,2.4414247686213157e-12
0.0005865405040590272,0.11218566799808621,0.0,0.0,0.0,0.0,0.32610280186846236,0.6671396874225212,0.0001441939071903972,0.0002621970104286389,1.1184871646363695e-06,2.7622602220877033e-07,3.54063531502994e-15,1.2333075178518413e-06,0.0012700922704270234,0.003100048204080609,0.0010023629140470953,1.338048093803231e-07,1.2831960982557833e-07,1.7098598622446314e-07,1.2580230221818892e-06,7.134972383699896e-15,0.00040914071932698963,5.469568926222578e-10,2.3435418307612986e-09,5.446604278501551e-09,3.324204523784254e-05,4.840127547208755e-16,1.2231587557537865e-15,1.0361840863896143e-11,2.522604566820311e-12
0.0005907802377955524,0.11218489903857691,0.0,0.0,0.0,0.0,0.32605414102572977,0.6671029615865559,0.00014468162312263635,0.00026380375738701466,1.122216201123319e-06,2.7794073258110343e-07,3.5524398161269764e-15,1.241844636498465e-06,0.0012825292530667465,0.0031422884656519454,0.001015484835156522,1.3441975902452373e-07,1.2933643408369948e-07,1.7296248378426343e-07,1.2725079394779517e-06,7.217124685074453e-15,0.00041688913401252215,5.521657483495454e-10,2.36243294356061e-09,5.550392472851681e-09,3.410377726174941e-05,4.965963416627808e-16,1.2450126258779955e-15,1.0666480237047821e-11,2.6059304477163674e-12
0.0005950199715320776,0.1121841258775513,0.0,0.0,0.0,0.0,0.32600519119261445,0.6670659842102286,0.00014516829108315095,0.0002654107411229746,1.1259363615961983e-06,2.7965610186254455e-07,3.564216219977866e-15,1.250399244009422e-06,0.0012949866472483432,0.003184832908220845,0.001028680902558915,1.3503405981587547e-07,1.303564876286644e-07,1.7494800918299325e-07,1.28705746638934e-06,7.299643424790112e-15,0.00042472645176112514,5.573937923262203e-10,2.381383690003192e-09,5.655485491402524e-09,3.498169113007937e-05,5.094207739658196e-16,1.2671589953284094e-15,1.0977940317937829e-11,2.691445540692747e-12
0.0005992597052686027,0.11218334852165408,0.0,0.0,0.0,0.0,0.3259559520801764,0.6670287546098916,0.00014565392116490828,0.0002670179845513606,1.1296477204116354e-06,2.8137215664398424e-07,3.5759647619638674e-15,1.258971385756614e-06,0.001307464191236332,0.0032276823240209927,0.0010419509917966787,1.356477218816284e-07,1.313797846062759e-07,1.7694255715152314e-07,1.3016715381324677e-06,7.382528235422538e-15,0.0004326530680398988,5.626410506153599e-10,2.4003941948716497e-09,5.761892496902801e-09,3.587598384652477e-05,5.224891451956983e-16,1.2896008206995158e-15,1.1296329041176576e-11,2.7791936367973877e-12
0.0006034994390051279,0.11218256697761117,0.0,0.0,0.0,0.0,0.3259064233987181,0.6669912721012703,0.00014613852312571037,0.000268625509807952,1.1333503493503763e-06,2.830889226471697e-07,3.587685669311617e-15,1.2675611052395157e-06,0.0013199616247961678,0.0032708375074154868,0.0010552949771978264,1.3626075500223767e-07,1.3240633869463577e-07,1.7894612214473404e-07,1.3163500876500869e-06,7.465778736651912e-15,0.0004406693779143385,5.679075332472103e-10,2.419464535430196e-09,5.869622574441592e-09,3.6786853628547415e-05,5.35804556192244e-16,1.3123410655356332e-15,1.162175574046419e-11,2.869219194763151e-12
0.0006077391727416531,0.1121817812521972,0.0,0.0,0.0,0.0,0.3258566048578765,0.6669535359994863,0.00014662210642252005,0.0002702333382708571,1.1370443178113386e-06,2.8480642485044905e-07,3.59937916170826e-15,1.2761684432993217e-06,0.001332478689159085,0.0033142992548397337,0.0010687127318124519,1.3687316864671446e-07,1.3343616321181664e-07,1.809586987803914e-07,1.3310930488816535e-06,7.54939455381147e-15,0.00044877577604575636,5.731932591136638e-10,2.4385948122998736e-09,5.9786848826285055e-09,3.771449992444152e-05,5.493701397294698e-16,1.335382712577855e-15,1.1954330579826564e-11,2.961567275590174e-12
0.0006119789064781782,0.11218099135230308,0.0,0.0,0.0,0.0,0.3258064961667091,0.6669155456190947,0.0001471046801970534,0.00027184149057862415,1.140729692722275e-06,2.8652468748785467e-07,3.6110454510184e-15,1.2847934386141168e-06,0.0013450151269946073,0.0033580683647288214,0.0010822041273909793,1.374849719623928e-07,1.3446927116784118e-07,1.829802816349718e-07,1.3459003553258337e-06,7.633375309734499e-15,0.0004569726566861667,5.784982482951238e-10,2.4577851280964937e-09,6.089088585523044e-09,3.865912341634278e-05,5.631890488452837e-16,1.3587287678522324e-15,1.2294164746636427e-11,3.0562835437122363e-12
0.0006162186402147034,0.11218019728488195,0.0,0.0,0.0,0.0,0.3257560970337953,0.6668773002741246,0.0001475862533019857,0.00027344998666043916,1.144406538782128e-06,2.88243734027627e-07,3.6226847420509846e-15,1.2934361274040898e-06,0.00135757068236096,0.0034021456374276537,0.0010957690343463753,1.380961738002443e-07,1.355056751577179e-07,1.8501086527795648e-07,1.3607719402511038e-06,7.717720625948648e-15,0.0004652604136792078,5.838225118128386e-10,2.477035557665359e-09,6.200842841800459e-09,3.962092601870119e-05,5.772644557966044e-16,1.3823822489307288e-15,1.264137062349575e-11,3.153414344785784e-12
0.0006246981076877536,0.11217859667577632,0.0,0.0,0.0,0.0,0.3256544262754105,0.6668000419442514,0.00014854643150083387,0.0002766680865245466,1.1517348920353535e-06,2.916842693232437e-07,3.645883113353582e-15,1.3107747197448989e-06,0.0013827381285247955,0.003491227881480299,0.0011231188571622771,1.3931680701341593e-07,1.3758841996625226e-07,1.8909901310258862e-07,1.3907076766609995e-06,7.887503414257272e-15,0.0004821101300423342,5.945289186261814e-10,2.5157170859507964e-09,6.428439764473193e-09,4.159688234540554e-05,6.061975716007913e-16,1.4306236499392903e-15,1.335835207924862e-11,3.3551080805055388e-12
0.0006331775751608038,0.11217697948235597,0.0,0.0,0.0,0.0,0.32555159024530983,0.6667217555130523,0.000149502706331018,0.0002798877840810668,1.159029852010282e-06,2.9512820501723063e-07,3.668975777487473e-15,1.3281844672439626e-06,0.0014079790063211538,0.0035815524247056673,0.001150761135841935,1.4053513348293606e-07,1.3968449175136598e-07,1.932230984533617e-07,1.4208997174387734e-06,8.05873985227677e-15,0.0004993280676499198,6.053125756654339e-10,2.5546399874762797e-09,6.6615492533705945e-09,4.364400875939865e-05,6.361953221959678e-16,1.4801314169639724e-15,1.4106194824345702e-11,3.567032092884627e-12
0.000641657042633854,0.11217534576357692,0.0,0.0,0.0,0.0,0.32544758660398404,0.6666424354776381,0.00015045513901610163,0.00028310921572606654,1.1662918612146178e-06,2.9857570528383037e-07,3.691964135242761e-15,1.345665584586668e-06,0.0014332913141939967,0.0036731257302786958,0.0011786947829336635,1.417512142593246e-07,1.4179397948365333e-07,1.9738307706982696e-07,1.4513475153866964e-06,8.231426836538674e-15,0.0005169173623590218,6.161735588680235e-10,2.593804771348898e-09,6.90024508561544e-09,4.5763964703318614e-05,6.672838956326536e-16,1.5309303250022512e-15,1.4885835947134428e-11,3.789580567844324e-12
0.0006501365101069043,0.11217369557988666,0.0,0.0,0.0,0.0,0.32534241301252703,0.6665620763302053,0.00015140378698708318,0.00028633250876764865,1.1735213325249588e-06,3.020269249686886e-07,3.714849493610525e-15,1.3632182561962278e-06,0.0014586730692124834,0.0037659542843714836,0.0012069186871147453,1.4296510657007718e-07,1.4391696728272363e-07,2.0157890409077668e-07,1.4820505156887927e-06,8.405561220367109e-15,0.0005348811432804842,6.271119272239637e-10,2.6332118761406986e-09,7.144601207210944e-09,4.795842916477618e-05,6.994898353138804e-16,1.5830454259293257e-15,1.5698229782516546e-11,4.023158429122292e-12
0.0006586159775799545,0.11217202899323526,0.0,0.0,0.0,0.0,0.32523606713509273,0.6664806725591217,0.0001523487041425755,0.00028955778209011925,1.1807186512159023e-06,3.0548201027982437e-07,3.7376330722060544e-15,1.380842638224403e-06,0.0014841223060483738,0.0038600445938788202,0.0012354317124418177,1.4417686410702885e-07,1.4605353468140642e-07,2.0581053390648096e-07,1.513008154824696e-06,8.58113980771866e-15,0.000553222532676909,6.38127723487073e-10,2.6728616733369835e-09,7.394691717859558e-09,5.022910062948109e-05,7.328400398099358e-16,1.6365020475523992e-15,1.6544348004384343e-11,4.268181506386275e-12
0.0006670954450530047,0.11217034606712452,0.0,0.0,0.0,0.0,0.32512854664110846,0.6663982186499336,0.000153289941078464,0.0002927851467498138,1.1878841767521372e-06,3.089410994094493e-07,3.760316008941816e-15,1.39853886028124e-06,0.001509637076072109,0.00395540318433663,0.0012642326976908405,1.4538653728304894e-07,1.4820375686249734e-07,2.1007792004224337e-07,1.5442198596832254e-06,8.75815934815495e-15,0.0005719446458502929,6.492209750311184e-10,2.7127544709722855e-09,7.650590860232305e-09,5.257769702735919e-05,7.673617640309022e-16,1.6913257939994498e-15,1.7425179698621052e-11,4.525076709995292e-12
0.0006840543799991051,0.11216693145841618,0.0,0.0,0.0,0.0,0.32490997251916337,0.666230138350849,0.00015516156137753383,0.00029924655826408646,1.2021211666591492e-06,3.1587180504191057e-07,3.805384130009189e-15,1.4341472191420329e-06,0.0015608555000535288,0.004149951392291465,0.0013226937733002418,1.477998171546025e-07,1.5254544574781296e-07,2.1871977035161537e-07,1.6074031209654142e-06,9.116507985038826e-15,0.0006105434691841644,6.716398807118113e-10,2.7932700005687345e-09,8.180112641836114e-09,5.751563318736461e-05,8.400305739010226e-16,1.80517845888461e-15,1.9295027339000412e-11,5.0762475494449825e-12
0.0007010133149452056,0.11216345229354135,0.0,0.0,0.0,0.0,0.3246866721832007,0.6660577912969724,0.0001570189944480304,0.00030571749537458993,1.2162347230184911e-06,3.228200081266717e-07,3.8500615199561526e-15,1.470043898081036e-06,0.0016123130561277023,0.0043496514125480066,0.0013822920966856508,1.502052926329865e-07,1.5694255634084787e-07,2.275040616147777e-07,1.6715954906164851e-06,9.480579856913226e-15,0.0006507023915642658,6.943685852110284e-10,2.8747597859774163e-09,8.733762852032e-09,6.278636751692369e-05,9.177214424773173e-16,1.924813780008089e-15,2.1316036279529558e-11,5.680314275959314e-12
0.000717972249891306,0.11215990913872273,0.0,0.0,0.0,0.0,0.3244586273752533,0.6658811333664411,0.0001588625464242417,0.00031219861699725653,1.2302269504988143e-06,3.297865801716333e-07,3.894354841279888e-15,1.5062291336950426e-06,0.0016639946793121166,0.0045545559296273535,0.0014430174117353112,1.5260327154378214e-07,1.613955542884228e-07,2.3643038002872515e-07,1.736791957041966e-06,9.850346540183735e-15,0.0006924460710477782,7.174068331015467e-10,2.957224341523543e-09,9.312139287454845e-09,6.840433655264924e-05,1.0006652746142488e-15,2.05044654780586e-15,2.3496752927628462e-11,6.341108400934682e-12
0.0007349311848374064,0.11215630258616617,0.0,0.0,0.0,0.0,0.32422582009271367,0.6657001204783174,0.00016069248799658806,0.0003186905017439206,1.2440996766095677e-06,3.3677231131976117e-07,3.938269879112631e-15,1.542702872038268e-06,0.0017158855066691126,0.004764717757328241,0.0015048590103823134,1.5499402864997686e-07,1.6590485355006626e-07,2.4549828871807637e-07,1.8029872859457928e-06,1.0225778348188115e-14,0.0007357990402464844,7.407541907947682e-10,3.040663452904402e-09,9.915840829894304e-09,7.438428078912552e-05,1.0890987070173423e-15,2.1822959823724123e-15,2.58460080362343e-11,7.062655013291953e-12
0.0007518901197835069,0.11215263325594264,0.0,0.0,0.0,0.0,0.3239882326320958,0.6655147086178486,0.00016250905866813177,0.00032519365891783635,1.2578544849151066e-06,3.4377792185591245e-07,3.981811646362753e-15,1.5794648044193077e-06,0.0017679708624333853,0.004980189792337022,0.0015678057218931638,1.5737781039114837e-07,1.7047082106818674e-07,2.547073257755692e-07,1.8701760054352483e-06,1.060684424671784e-14,0.0007807857006677691,7.644100675401764e-10,3.1250762614926665e-09,1.0545467108882761e-08,8.074124163835199e-05,1.1832641205700828e-15,2.3205857527344117e-15,2.8372918295095526e-11,7.849178243860353e-12
0.0007688490547296073,0.11214890179497372,0.0,0.0,0.0,0.0,0.32374584762798764,0.6653248538605655,0.0001643124705226654,0.00033170853803649226,1.2714927445155936e-06,3.5080407212475286e-07,4.024984477038161e-15,1.6165143963472617e-06,0.0018202362455817744,0.005201024971364243,0.0016318459040861408,1.5975483905324787e-07,1.7509378052164303e-07,2.6405700240894245e-07,1.9383523921696374e-06,1.099351177545926e-14,0.0008274303167114227,7.8837372817904e-10,3.2104613201677896e-09,1.1201618107205419e-08,8.749055806210224e-05,1.2834096409504253e-15,2.4655439744112647e-15,3.108688712604545e-11,8.70510662881219e-12
