Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26)
0.0005042674965169462,0.112199753063042,0.0,0.0,0.0,0.0,0.32699018358137255,0.6678033650492413,0.00013450501036167507,0.00023107806259242168,1.0442389293129884e-06,2.4309540933091615e-07,3.3058015876383704e-15,1.070515067846913e-06,0.0010332228447802977,0.0023396593836646647,0.0007625595478407317,1.2173816983068892e-07,1.0926646533209872e-07,1.34427509269031e-07,9.898293098821172e-07,5.61389151409266e-15,0.000275812614953465,4.497402374502761e-10,1.98889477571708e-09,3.679053703937365e-09,1.930285917768838e-05,2.831820726294109e-16,8.530328792011347e-16,5.022476800774474e-12,1.271303955615938e-12,1.2584769912333903e-11,1.1052931361327202e-07,7.329894823606067e-14,3.4651155031090766e-14,6.922536906495437e-19,1.4667149795201098e-17,1.5640443681393746e-16,2.4851650173536543e-10,8.967531271977915e-17,5.610504447066859e-16,1.0135520432410611e-14,1.2150976575435317e-17,1.3599067990844469e-08,5.39487321478958e-21,2.89911357829321e-17,4.5880722392403686e-08,6.993268002251862e-15,6.063621153294822e-13,9.981445638513709e-14,5.618808287867262e-20,6.710989773859026e-15
0.0005094208112461031,0.11219891854196604,0.0,0.0,0.0,0.0,0.32693774378585067,0.6677644544345076,0.00013512564239783828,0.00023303593705589567,1.0490039236136281e-06,2.4517581633146537e-07,3.32089119726427e-15,1.0804983168559392e-06,0.0010477983400132506,0.0023840609023971985,0.0007767417468579125,1.2250483159430187e-07,1.1043362592571455e-07,1.3661724986645564e-07,1.0059074596724478e-06,5.70507995312734e-15,0.00028324030424986286,4.5563648126011327e-10,2.0105200634528447e-09,3.776778340565254e-09,2.000734467333258e-05,2.935223251612158e-16,8.734171575670748e-16,5.229873609056802e-12,1.3300001804911501e-12,1.3139811577422978e-11,1.1651238844745517e-07,7.726670197571924e-14,3.669694107825839e-14,7.359137290473304e-19,1.5591869932943384e-17,1.6626527101661116e-16,2.6459114855078424e-10,9.547087691492552e-17,6.024048658219524e-16,1.0546605768786149e-14,1.26431682608102e-17,1.3773629933480125e-08,5.613683577892551e-21,3.04899975500878e-17,4.827380861166983e-08,7.358028970486208e-15,6.319162881831e-13,1.0626547116542012e-13,5.98195223128598e-20,6.786131618127825e-15
0.0005145741259752599,0.11219807764993521,0.0,0.0,0.0,0.0,0.3268848844146771,0.6677251907949876,0.00013574432762006157,0.00023499335421629255,1.0537528172376173e-06,2.472562878516668e-07,3.3359299210937956e-15,1.0905055747816152e-06,0.001062412095822941,0.0024288907264425653,0.0007910367711443363,1.2327015787102582e-07,1.116051298279102e-07,1.388205411901468e-07,1.0220833114143027e-06,5.796822516185875e-15,0.00029078803928281663,4.615604013578281e-10,2.032229614902751e-09,3.876179240560073e-09,2.0730154000067266e-05,3.041372863200642e-16,8.941556330143443e-16,5.44370240710169e-12,1.3908230553794827e-12,1.3713825703270128e-11,1.2275534693662458e-07,8.140680093641866e-14,3.8841891869663135e-14,7.818635126651413e-19,1.6565063648832717e-17,1.7664300746663027e-16,2.8152323749740847e-10,1.0157517280748806e-16,6.463428331511088e-16,1.0970372729508018e-14,1.3150498871836351e-17,1.394907386969376e-08,5.83924407437078e-21,3.205040165542199e-17,5.076586342332136e-08,7.737875014365772e-15,6.582938479369978e-13,1.1306014281690771e-13,6.364441489452801e-20,6.8637327980774634e-15
0.0005197274407044167,0.11219723039676224,0.0,0.0,0.0,0.0,0.32683160500418074,0.6676855729219245,0.0001363611009824614,0.00023695039798948814,1.0584858751225725e-06,2.493369158498656e-07,3.350918598332135e-15,1.1005370498719316e-06,0.0010770635742872088,0.0024741501889976873,0.0008054444269972658,1.2403418490223092e-07,1.1278102250168045e-07,1.4103737094468585e-07,1.038356738813679e-06,5.889118486986061e-15,0.0002984565470005219,4.675120727732143e-10,2.0540238236081763e-09,3.977271762498657e-09,2.1471587282195312e-05,3.1503170205940965e-16,9.152530459693963e-16,5.664101989411676e-12,1.453830288017937e-12,1.4307291769319781e-11,1.2926686768848234e-07,8.572500044963318e-14,4.108985942465244e-14,8.302015978119264e-19,1.758881567908165e-17,1.8755987693123415e-16,2.9934929505906077e-10,1.0800131934123322e-16,6.930004350291978e-16,1.1407103373667955e-14,1.3673302439624836e-17,1.4125400561971193e-08,6.071704839111316e-21,3.3674261380403925e-17,5.335997266908545e-08,8.13327648678726e-15,6.855141147094168e-13,1.2021307468248216e-13,6.767098121487128e-20,6.943903240969143e-15
0.0005248807554335736,0.11219637679235066,0.0,0.0,0.0,0.0,0.32677790508253424,0.6676455996023584,0.0001369759959612212,0.000238907148998806,1.063203350324376e-06,2.5141778940142504e-07,3.3658580306334555e-15,1.1105929660554757e-06,0.0010917522437959182,0.0025198406337254725,0.0008199645200994004,1.2479694739929265e-07,1.1396135269262686e-07,1.4326772837975886e-07,1.054727619541529e-06,5.981967171724061e-15,0.0003062465534517497,4.734916693575209e-10,2.0759033881085587e-09,4.080071866787588e-09,2.2231947059968454e-05,3.262104196407751e-16,9.367141835151486e-16,5.891212155436806e-12,1.5190797121269893e-12,1.492069090326349e-11,1.360558390554147e-07,9.022719494173006e-14,4.3444692223420526e-14,8.81024868831125e-19,1.8665176370449313e-17,1.9903774346261959e-16,3.1810703683912486e-10,1.1476287155964104e-16,7.425107716266545e-16,1.185708075419441e-14,1.421191428663905e-17,1.4302610617936995e-08,6.3112165359671905e-21,3.53635211644201e-17,5.60592894619736e-08,8.544713994337365e-15,7.135964772044507e-13,1.2773935510688097e-13,7.190771488487136e-20,7.026756406776791e-15
0.0005300340701627304,0.1121955168467078,0.0,0.0,0.0,0.0,0.32672378417028153,0.6676052696193218,0.00013758904469226584,0.00024086368473333661,1.0679054857533459e-06,2.5349899386331635e-07,3.3807489874890717e-15,1.1206735142497597e-06,0.001106477578751618,0.0025659634143480256,0.0008345968553157436,1.255584787080581e-07,1.1514616164918195e-07,1.455116043842196e-07,1.0711958414935475e-06,6.075367934595606e-15,0.00031415878380868786,4.794992625525789e-10,2.0978686673188404e-09,4.184595864866287e-09,2.301153828993732e-05,3.3767844390252185e-16,9.58543858061137e-16,6.125175494922491e-12,1.5866322188831423e-12,1.5554523382901816e-11,1.4313136285268033e-07,9.491942039977418e-14,4.5910484085598045e-14,9.344390504855075e-19,1.97963818357484e-17,2.1110045204577077e-16,3.378353968057983e-10,1.2187380777276574e-16,7.950226597004955e-16,1.2320597311794625e-14,1.4766680476755916e-17,1.4480704537874225e-08,6.557934825894067e-21,3.712017976425868e-17,5.886703519771598e-08,8.97267855145032e-15,7.425609133724046e-13,1.3565454463314822e-13,7.636337532789409e-20,7.112409202921718e-15
0.0005351873848918873,0.11219465056995714,0.0,0.0,0.0,0.0,0.3266692417808322,0.6675645817520005,0.00013820027802338123,0.0002428200796796043,1.0725925143586321e-06,2.555806113524398e-07,3.3955922068297826e-15,1.1307788713113803e-06,0.0011212390593279367,0.002612519894243028,0.0008493412365265432,1.2631881087835719e-07,1.1633548983033006e-07,1.4776898799024005e-07,1.0877612889107732e-06,6.169320119070294e-15,0.0003221939624048154,4.855348980478456e-10,2.119919944458016e-09,4.29085916380964e-09,2.3810668345105805e-05,3.494406481158043e-16,9.807469286242792e-16,6.366136402428682e-12,1.6565489746620992e-12,1.6209295124833398e-11,1.5050275776222968e-07,9.980785662880195e-14,4.8491450036150076e-14,9.905534771536589e-19,2.098474443521039e-17,2.23772660736616e-16,3.5857455572360153e-10,1.29348551821296e-16,8.506910225046766e-16,1.2797948727687227e-14,1.5337950756637656e-17,1.4659682625092837e-08,6.812017094791365e-21,3.8946278869906914e-17,6.178650046735797e-08,9.417671719509076e-15,7.72427725696572e-13,1.43974699268681e-13,8.104700087674554e-20,7.200982158011206e-15
0.0005403406996210441,0.1121937779723375,0.0,0.0,0.0,0.0,0.3266142774209047,0.6675235347758711,0.00013880972551294079,0.00024477640542790673,1.0772646585788811e-06,2.576627216765104e-07,3.4103883933919675e-15,1.1409092336595222e-06,0.0011360361712785922,0.0026595114460698428,0.0008641974664936029,1.270779746201111e-07,1.1752938257503549e-07,1.5003986977745513e-07,1.104423848083411e-06,6.263823080227734e-15,0.0003303528127386402,4.915987511604011e-10,2.1420579074602895e-09,4.3988778970661105e-09,2.4629647010863527e-05,3.615020208985136e-16,1.003328307853411e-15,6.6142400175703464e-12,1.728890992082055e-12,1.6885511838452253e-11,1.581795624904572e-07,1.048988293458928e-13,5.119177048600916e-14,1.049474438370394e-18,2.223251343066004e-17,2.3707835473555346e-16,3.803659689315299e-10,1.372019975197084e-16,9.096654753781573e-16,1.3289430493747919e-14,1.592607482137102e-17,1.4839545044900131e-08,7.073620627717827e-21,4.0843889521132154e-17,6.482104589977423e-08,9.880205735272703e-15,8.032172150286453e-13,1.5271639736580752e-13,8.596792390537676e-20,7.29259961844311e-15
0.0005454940143502009,0.11219289906421029,0.0,0.0,0.0,0.0,0.32655889059087173,0.6674821274628364,0.00013941741554713058,0.0002467327307893526,1.081922132044305e-06,2.5974540125037444e-07,3.4251382239803383e-15,1.1510647702155173e-06,0.001150868405733795,0.0027069394515029403,0.00087916534671822,1.2783599942796083e-07,1.1872787794420052e-07,1.523242419368279e-07,1.1211834129462638e-06,6.358876216514633e-15,0.000338636057485145,4.976908853307374e-10,2.1642828730303403e-09,4.508668685320559e-09,2.546878648417984e-05,3.738677413029627e-16,1.0262929279766314e-15,6.869634423926033e-12,1.8037227077457565e-12,1.7583700128301283e-11,1.6617153910578916e-07,1.1019881239358214e-13,5.401589479505141e-14,1.1113180117074669e-18,2.3542143729726067e-17,2.5104371216526665e-16,4.032523949686944e-10,1.454494903535496e-16,9.721132120161935e-16,1.3795348573894073e-14,1.653141434674169e-17,1.5020291870323602e-08,7.342908283986067e-21,4.2815140363187837e-17,6.79741030540757e-08,1.0360803646890167e-14,8.349503147470128e-13,1.61896721581558e-13,9.113576067362364e-20,7.387389624079309e-15
0.0005501319976064422,0.11219210266008169,0.0,0.0,0.0,0.0,0.3265086808142061,0.6674445517752617,0.0001399628565125082,0.0002484934780151728,1.0861014843142782e-06,2.6162036032479597e-07,3.438373974593199e-15,1.1602264014370708e-06,0.0011642470300580812,0.002749998973153701,0.0008927317346924613,1.285172714458085e-07,1.1981048912489934e-07,1.5439170254399095e-07,1.1363498710307153e-06,6.444893927580081e-15,0.0003461979316343385,5.03198004630539e-10,2.1843598909759067e-09,4.609008115623122e-09,2.6241509475618433e-05,3.852612054713124e-16,1.0472928707884594e-15,7.105846941494189e-12,1.8732531639548618e-12,1.823129461198619e-11,1.7364204123177016e-07,1.1515297286545227e-13,5.66672497890974e-14,1.169575536939767e-18,2.4775806045223658e-17,2.6419897834675133e-16,4.248228280221749e-10,1.5322220980860358e-16,1.0314300928171107e-15,1.4263273310370162e-14,1.709124090238398e-17,1.5183720084832066e-08,7.591973053587157e-21,4.4654024467532446e-17,7.091607611594593e-08,1.0809227525498271e-14,8.643344838067984e-13,1.7054858273783544e-13,9.600611221527651e-20,7.475522097283712e-15
0.0005547699808626834,0.11219130116068604,0.0,0.0,0.0,0.0,0.3264581280550778,0.6674066823172463,0.00014050691513504062,0.00025025432500998805,1.0902692624832938e-06,2.634958922770955e-07,3.4515731565315593e-15,1.1694086695077998e-06,0.0011776533317537897,0.0027934141675385643,0.0009063882506503821,1.2919766379160434e-07,1.208968879110809e-07,1.5647007627731582e-07,1.1515947362951436e-06,6.531356330914159e-15,0.00035386167570535085,5.087281673248103e-10,2.204507994951858e-09,4.710807474615157e-09,2.7031048541097204e-05,3.969090242037551e-16,1.0686109355966828e-15,7.348196334122233e-12,1.9448999094172496e-12,1.8897506372150805e-11,1.813833623420843e-07,1.2028673046445627e-13,5.942592575875959e-14,1.230383622043116e-18,2.60634520190948e-17,2.779299039987602e-16,4.4734900399484804e-10,1.6133879593342333e-16,1.0938257219346518e-15,1.4743367779414522e-14,1.7665574853416283e-17,1.5347864377880435e-08,7.847515499137542e-21,4.655592390546613e-17,7.39594849623282e-08,1.1273112536853346e-14,8.945157432953672e-13,1.7958321284999304e-13,1.0109193408642824e-19,7.566430119607611e-15
0.0005594079641189246,0.11219049457385626,0.0,0.0,0.0,0.0,0.3264072319378412,0.6673685181866575,0.00014104960983774535,0.00025201531663341476,1.0944256045783191e-06,2.6537204731727177e-07,3.464736207113871e-15,1.178611683025002e-06,0.0011910869501757474,0.002837186059183259,0.000920134746679478,1.2987719564918454e-07,1.2198710050097572e-07,1.5855935726617752e-07,1.166917935122376e-06,6.618263008993937e-15,0.0003616278148985797,5.142814107134157e-10,2.224727384370859e-09,4.8140785113433655e-09,2.78376362770769e-05,4.088149720795897e-16,1.0902508070944823e-15,7.596794313532393e-12,2.018711744506511e-12,1.9582735412500955e-11,1.8940309730189167e-07,1.256051218241241e-13,6.229541884161947e-14,1.2938342305074751e-18,2.740702651740068e-17,2.922572283709469e-16,4.708649208938834e-10,1.6981144641304952e-16,1.159435157604643e-15,1.523586351370793e-14,1.8254689600586153e-17,1.5512724519805858e-08,8.109658861634072e-21,4.8522482823467854e-17,7.710698234743357e-08,1.1752863021415282e-14,9.255100171719548e-13,1.8901419009443837e-13,1.0640086978611764e-19,7.660215281967144e-15
0.0005635821490495417,0.1121897643025135,0.0,0.0,0.0,0.0,0.32636113154813073,0.667333917776849,0.00014153688361892003,0.0002536003685810092,1.098156644538429e-06,2.670611598765958e-07,3.4765524086068657e-15,1.1869122165610997e-06,0.001203200266932133,0.0028768865886918847,0.0009325834028763032,1.3048805391964406e-07,1.2297157386258724e-07,1.604490309324167e-07,1.1807757270038778e-06,6.6968585210661526e-15,0.00036870532167821725,5.192991080888817e-10,2.2429859887232228e-09,4.908290463180484e-09,2.857833536386687e-05,4.197541757271143e-16,1.110004903280173e-15,7.825968230400094e-12,2.0870343468689363e-12,2.0216035679601976e-11,1.9686530489418658e-07,1.305537816731156e-13,6.49756523683751e-14,1.353276447165326e-18,2.866569757673702e-17,3.0567917748337266e-16,4.92904323131615e-10,1.777516174079966e-16,1.2213455299692017e-15,1.5689906050935914e-14,1.87977586562476e-17,1.566171043432977e-08,8.351334559384688e-21,5.034905130241842e-17,8.003095756232074e-08,1.219854362483418e-14,9.541132938602302e-13,1.9785246807751417e-13,1.113761600759528e-19,7.747168045870828e-15
0.0005677563339801587,0.11218902992263112,0.0,0.0,0.0,0.0,0.3263147524533826,0.6672990772894746,0.00014202307953899165,0.0002551856033231582,1.1018786223505731e-06,2.687508510802939e-07,3.488339980817621e-15,1.1952297107179161e-06,0.0012153351618754775,0.0029168776308899306,0.0009451047126540378,1.3109824323632892e-07,1.2395917617576647e-07,1.6234753044457655e-07,1.1946968525580433e-06,6.7758132348695486e-15,0.0003758665756876099,5.243355878829462e-10,2.261302728345421e-09,5.003712715900026e-09,2.9333205335826367e-05,4.309083635929186e-16,1.1300253938754064e-15,8.060377868424203e-12,2.1571872018036795e-12,2.086536658936647e-11,2.0456506218658404e-07,1.3565997569138028e-13,6.775118016790797e-14,1.4150046492646733e-18,2.997274893008455e-17,3.1961703409955496e-16,5.157998138200147e-10,1.859997174409541e-16,1.286074443984285e-15,1.6154355546481853e-14,1.9353227393521244e-17,1.581127561039882e-08,8.598549651106939e-21,5.223058786896749e-17,8.304343585236686e-08,1.2657714120569778e-14,9.834000273535181e-13,2.070335125591677e-13,1.1654440229999328e-19,7.836613727386578e-15
0.0005719305189107758,0.11218829144012847,0.0,0.0,0.0,0.0,0.32626809437361504,0.6672639960628518,0.00014250820971060488,0.0002567710504628597,1.105591628342967e-06,2.7044115434273995e-07,3.5000992099645872e-15,1.2035642359488471e-06,0.0012274913782082785,0.00295715994288192,0.0009576985656185505,1.3170777622881537e-07,1.2494992534930626e-07,1.6425485175306626e-07,1.2086812589446185e-06,6.855126850718275e-15,0.00038311195877058853,5.293908741489607e-10,2.2796777333354765e-09,5.100353901035862e-09,3.0102419028019637e-05,4.4228035379010884e-16,1.1503150197943915e-15,8.300107206783114e-12,2.2292075148870216e-12,2.1531032128805386e-11,2.1250823258887317e-07,1.4092759227531898e-13,7.062473051603018e-14,1.4790912113058146e-18,3.1329711079674766e-17,3.340871188641384e-16,5.395781448854471e-10,1.9456534108303276e-16,1.3537301978111693e-15,1.6629387141479935e-14,1.9921302415736197e-17,1.596141968816318e-08,8.851397361617443e-21,5.4168354300728137e-17,8.614645365362392e-08,1.3130684908090346e-14,1.0133822838143883e-12,2.1656800400334024e-13,1.2191160876161588e-19,7.928632132628779e-15
0.0005761047038413929,0.11218754886099612,0.0,0.0,0.0,0.0,0.3262211570271607,0.6672286734341148,0.00014299228586393302,0.00025835673869562534,1.109295749793725e-06,2.721321022305374e-07,3.51183037262179e-15,1.2119158579938644e-06,0.0012396686609403927,0.002997734284793035,0.0009703648504790742,1.323166651404101e-07,1.2594383894304347e-07,1.6617099089282577e-07,1.2227288933880206e-06,6.9347990692915745e-15,0.0003904418524536616,5.344650083528521e-10,2.29811118638069e-09,5.19822267769945e-09,3.08861503062999e-05,4.538729922328333e-16,1.1708765407855706e-15,8.545240888640526e-12,2.3031328210832143e-12,2.2213339056570028e-11,2.207007853266227e-07,1.4636058999443875e-13,7.359906961512564e-14,1.5456093749135515e-18,3.2738133019816005e-17,3.491059496136311e-16,5.642667125260622e-10,2.0345831479833904e-16,1.4244228137929476e-15,1.7115177458048318e-14,2.0502192045092158e-17,1.6112142268901423e-08,9.109971704054088e-21,5.616363089402458e-17,8.934208048464773e-08,1.361777142939665e-14,1.0440722348581635e-12,2.2646688060472618e-13,1.2748393684735428e-19,8.023304963606631e-15
0.0005802788887720099,0.1121868021912957,0.0,0.0,0.0,0.0,0.32617394013078427,0.6671931087392524,0.00014347531935491066,0.0002599426958412469,1.1129910710412788e-06,2.7382372644299587e-07,3.5235337360595408e-15,1.2202846431226968e-06,0.0012518667568356483,0.003038601419670993,0.0009831034550104411,1.3292492182449998e-07,1.2694093484373936e-07,1.6809594399395095e-07,1.2368397019834127e-06,7.0148295848635986e-15,0.00039785663794984945,5.395580357339446e-10,2.316603280968451e-09,5.297327829653801e-09,3.168457406592541e-05,4.656891592128849e-16,1.191712734957354e-15,8.79586432886413e-12,2.379001207500667e-12,2.291259802413432e-11,2.291487966984259e-07,1.5196299842511353e-13,7.667701810229955e-14,1.6146339551825565e-18,3.419959702798887e-17,3.646903991025596e-16,5.898935683707248e-10,2.1268869939143217e-16,1.498265292637317e-15,1.7611905024277164e-14,2.1096106790877684e-17,1.626344290011596e-08,9.374367706103906e-21,5.821771804687895e-17,9.263241927392851e-08,1.4119294218929276e-14,1.0754821884553898e-12,2.367413416232862e-13,1.3326769090398416e-19,8.120715843626102e-15
0.000584453073702627,0.11218605143715847,0.0,0.0,0.0,0.0,0.3261264433997857,0.667157301313143,0.0001439573211817513,0.00026152894887531244,1.1166776737280797e-06,2.755160576640163e-07,3.535209558995477e-15,1.2286706543709818e-06,0.0012640854143603755,0.00307976211340105,0.000995914266016596,1.335325577659856e-07,1.2794122981520024e-07,1.700297071832091e-07,1.2510136325068894e-06,7.095218101244643e-15,0.0004053566961587982,5.446699710547373e-10,2.33515411336213e-09,5.397678047041758e-09,3.249786623065851e-05,4.777317357020637e-16,1.2128263943416367e-15,9.05206399192224e-12,2.456851549313163e-12,2.3629125553827207e-11,2.3785845134129147e-07,1.5773891898975225e-13,7.986149077525539e-14,1.6862430198620153e-18,3.5715753835476615e-17,3.808580700486008e-16,6.164874307510752e-10,2.222667903550758e-16,1.5753765830187352e-15,1.811975144706355e-14,2.170326065781283e-17,1.6415321077362945e-08,9.644682034314351e-21,6.033193999691416e-17,9.601960668807813e-08,1.463557895359025e-14,1.1076246714129191e-12,2.4740284791403413e-13,1.392693225367627e-19,8.220950322582585e-15
0.000588627258633244,0.11218529660479135,0.0,0.0,0.0,0.0,0.3260786665481027,0.6671212504895967,0.00014443830200058913,0.00026311552395783547,1.1203556367533478e-06,2.77209125831518e-07,3.5468580914753933e-15,1.2370739491174096e-06,0.0012763243836348883,0.003121217134619092,0.0010087971692962483,1.3413958410881688e-07,1.289447400413529e-07,1.7197227665366337e-07,1.2652506333367523e-06,7.175964325658578e-15,0.00041294240766839917,5.498008488881543e-10,2.3537638397390254e-09,5.499281999503827e-09,3.332620375037002e-05,4.900036248822841e-16,1.234220330073338e-15,9.313926996407125e-12,2.5367229977220385e-12,2.436324077320685e-11,2.4683604349681733e-07,1.6369252579646752e-13,8.315544053848165e-14,1.76051549013831e-18,3.7288272396416044e-17,3.9762675949040567e-16,6.440776961024504e-10,2.3220312725179245e-16,1.6558774059658682e-15,1.863889981140904e-14,2.2323869364291664e-17,1.6567776245184878e-08,9.92101214202251e-21,6.250763987726832e-17,9.950581346245097e-08,1.516695650313955e-14,1.140512315195347e-12,2.5846313142757487e-13,1.4549543595750884e-19,8.324095947229808e-15
0.0005928014435638611,0.11218453770047788,0.0,0.0,0.0,0.0,0.3260306092884202,0.6670849556013878,0.00014491827213023996,0.0002647024464623684,1.1240250363325599e-06,2.789029601602246e-07,3.558479575057177e-15,1.2454945857284034e-06,0.0012885834163847772,0.003162967254618511,0.0010217520496082792,1.3474601164972795e-07,1.2995148237356048e-07,1.739236488043589e-07,1.2795506517877318e-06,7.257067959295831e-15,0.00042061415275840145,5.549507171886975e-10,2.3724326575830135e-09,5.602148540671794e-09,3.4169764599426095e-05,5.02507775067674e-16,1.2558973741366208e-15,9.581541162046485e-12,2.618655214429717e-12,2.5115266290780934e-11,2.560879782976189e-07,1.6982806649218913e-13,8.656186676877498e-14,1.8375315058344384e-18,3.8918847532461956e-17,4.150145403071562e-16,6.726944504934459e-10,2.4250849704077413e-16,1.7398909093365814e-15,1.9169534837652745e-14,2.2958150509319675e-17,1.67208078032951e-08,1.0203456353055627e-20,6.474618053410681e-17,1.0309324473299115e-07,1.5713762980776098e-14,1.17415786871431e-12,2.6993419967494745e-13,1.5195279049797786e-19,8.430242294699384e-15
0.0005969756284944782,0.11218377473057632,0.0,0.0,0.0,0.0,0.32598227133226726,0.6670484159802894,0.00014539724156742954,0.0002662897410061739,1.1276859462993646e-06,2.80597588890897e-07,3.570074243734277e-15,1.2539326209032625e-06,0.0013008622658927354,0.003205013247272632,0.0010347787906374547,1.3535185085067073e-07,1.309614726442136e-07,1.7588381996644481e-07,1.2939136362845926e-06,7.338528709646085e-15,0.00042837231140175274,5.601195827449046e-10,2.391160634052842e-09,5.706286439394885e-09,3.502872777622387e-05,5.152471342855583e-16,1.2778603701766017e-15,9.854995448836443e-12,2.70268879693173e-12,2.5885531457461784e-11,2.6562077306764454e-07,1.7614986312499603e-13,9.00838780717964e-14,1.917375086357921e-18,4.0609255661099305e-17,4.3304035548235676e-16,7.023684812804061e-10,2.531939323949859e-16,1.8275473590137183e-15,1.971184475010515e-14,2.3606325658466736e-17,1.68744151170523e-08,1.0492114856422145e-20,6.704895037606352e-17,1.0678414036906876e-07,1.6276339793866872e-14,1.2085743275053167e-12,2.818283343024739e-13,1.5864829980762196e-19,8.539480963606066e-15
0.0006011498134250952,0.11218300770152369,0.0,0.0,0.0,0.0,0.32593365239010486,0.6670116309571078,0.0001458752200043967,0.0002678774314759416,1.13133843803467e-06,2.822930396016371e-07,3.581642323748288e-15,1.2623881047222064e-06,0.0013131606869558688,0.0032473558889576063,0.0010478772749640717,1.3595711187176325e-07,1.3197472577168116e-07,1.7785278638953565e-07,1.3083395356291799e-06,7.4203462863357e-15,0.00043621726326453927,5.653074728654905e-10,2.409947898060012e-09,5.811704365299509e-09,3.590327330025288e-05,5.282246615008647e-16,1.300112179995063e-15,1.0134379475908167e-11,2.788864549814391e-12,2.6674368080152067e-11,2.7544105860552226e-07,1.8266231299517155e-13,9.372462337468673e-14,2.0001311764509117e-18,4.236129294688551e-17,4.517233585741272e-16,7.331312888809852e-10,2.6427072243674255e-16,1.9189789992578997e-15,2.0266019317657972e-14,2.4268618163730892e-17,1.702859750050323e-08,1.078708866330724e-20,6.941735727084441e-17,1.1058077530730893e-07,1.6855033694833108e-14,1.2437747954462887e-12,2.9415810159916014e-13,1.6558903776845612e-19,8.651905651641836e-15
0.0006053239983557123,0.11218223661983812,0.0,0.0,0.0,0.0,0.32588475217142854,0.6669745998617194,0.00014635221682996247,0.00026946554105323166,1.13498258045612e-06,2.839893393010633e-07,3.593184033558082e-15,1.2708610880094752e-06,0.0013254784358435196,0.0032899959584642598,0.0010610473840338011,1.365618045664704e-07,1.3299125763577002e-07,1.798305446397081e-07,1.3228282975673375e-06,7.502520392999366e-15,0.00044414938770747536,5.70514441381627e-10,2.428794661352775e-09,5.918411230175591e-09,3.679358220964435e-05,5.414433726248597e-16,1.322655690366194e-15,1.0419783464649051e-11,2.8772237071906365e-12,2.748211079294627e-11,2.8555558048346357e-07,1.8936988951658792e-13,9.74872861970801e-14,2.085885417990746e-18,4.417677051699439e-17,4.710828626957315e-16,7.650150986605848e-10,2.7575041749411073e-16,2.0143196648510627e-15,2.0832249527505283e-14,2.4945252785018054e-17,1.7183354214598053e-08,1.1088479433397983e-20,7.185282802661697e-17,1.1448545988510052e-07,1.745019683198504e-14,1.2797724671817543e-12,3.0693635867552713e-13,1.7278224197327708e-19,8.76761220144031e-15
0.0006094981832863293,0.11218146149211643,0.0,0.0,0.0,0.0,0.32583557038485594,0.6669373220230959,0.00014682824114073094,0.0002710540922428885,1.138618440379431e-06,2.8568651404495656e-07,3.604699584936095e-15,1.2793516218947486e-06,0.0013378152702533976,0.0033329342369273567,0.0010742889981262412,1.3716593848420888e-07,1.3401108330946733e-07,1.8181709128215205e-07,1.337379871172377e-06,7.585050740805467e-15,0.0004521690637875032,5.757404872109887e-10,2.447700962895131e-09,6.026415904528555e-09,3.769983656117683e-05,5.549062877500498e-16,1.3454937971269982e-15,1.0711298888695349e-11,2.9678086633625508e-12,2.8309102178902173e-11,2.9597120037438166e-07,1.9627714309681793e-13,1.0137517785081726e-13,2.1747281115277014e-18,4.605759742150313e-17,4.9113922516994615e-16,7.980528729439762e-10,2.8764482467501903e-16,2.1137117498693846e-15,2.1410730416258106e-14,2.5636458855269887e-17,1.7338684495627852e-08,1.1396390981909744e-20,7.435681707157871e-17,1.185005401752431e-07,1.8062186800525784e-14,1.316580817930193e-12,3.201762495114224e-13,1.8023531150089725e-19,8.886698573259624e-15
