Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26)
7.567921070954751e-07,0.11224537176885371,0.0,0.0,0.0,0.0,0.32999953876924343,0.6699995364296176,4.5392260341286995e-07,4.5533675887905354e-07,3.532467576488923e-09,6.933928011327079e-10,1.11819503921164e-17,1.4732011040778515e-09,3.755653396599235e-09,3.5898548570866878e-09,8.588278209562335e-12,2.737022048678829e-10,1.5276639191866792e-10,1.5050294661245985e-13,6.652212132494219e-13,3.772852144363297e-21,1.8461965847537859e-13,7.597790662342659e-15,1.839528474942129e-12,6.42689397957045e-19,4.2994458400872174e-18,1.365379129678233e-27,3.481012951349692e-22,3.740843135804964e-27,3.8592711333085983e-28,1.091564961151896e-26,1.2993690610528717e-25,8.616561925606667e-32,1.3667743327781533e-34,1.6029393689633577e-39,3.379346741823672e-38,3.603595984307104e-37,2.906869568602616e-33,1.0549586238499531e-39,8.145367402241061e-40,3.858315462511165e-30,4.633376982431899e-33,7.846504064174842e-15,2.0536762748067e-36,2.0555806114879244e-35,3.897910082878433e-26,5.936289313919932e-33,4.221001822079806e-28,1.148317089703356e-36,5.691018112168975e-41,2.019074175921482e-17
7.788813616983786e-07,0.11224537176434145,0.0,0.0,0.0,0.0,0.3299995251067156,0.6699995227590811,4.6725657736286737e-07,4.686244186194318e-07,3.636284294410541e-09,7.072258073806308e-10,1.1510579987918227e-17,1.5287572051103162e-09,3.978691975270001e-09,3.8490359708531034e-09,9.364693155497551e-12,2.8340584318633434e-10,1.5794570493173824e-10,1.614306034795591e-13,7.224939402872068e-13,4.0976787253331005e-21,2.0675024491164455e-13,7.910590674594494e-15,1.8939536522771888e-12,7.054977645347921e-19,4.857541105460822e-18,1.5027511329211094e-27,3.78071378646044e-22,4.351616325779794e-27,4.525912093006074e-28,1.2570133863060376e-26,1.5388006547129912e-25,1.0204327145810804e-31,1.6662943369286842e-34,1.9537058050684976e-39,4.1192795045646257e-38,4.392629764644377e-37,3.646554244898599e-33,1.3234504893717797e-39,1.0143847037266753e-39,4.73212901250503e-30,5.6827061772923905e-33,8.593230522647435e-15,2.51878343720119e-36,2.464970664887966e-35,4.668781152577161e-26,7.110452577484455e-33,4.913492480533195e-28,1.4336094448545389e-36,6.566859251153422e-41,2.078421116274394e-17
8.009706163012821e-07,0.11224537175999884,0.0,0.0,0.0,0.0,0.32999951143190165,0.6699995090809298,4.805962303645296e-07,4.819115677835081e-07,3.740145223730969e-09,7.210583440582994e-10,1.1839349533959337e-17,1.5843883718212455e-09,4.208196708980387e-09,4.117816877709079e-09,1.0186718695053867e-11,2.931168485120211e-10,1.6312554619933149e-10,1.7281427419553254e-13,7.827240054629843e-13,4.439278072183845e-21,2.3075523018668607e-13,8.228591839986041e-15,1.9484181960241924e-12,7.724520896200614e-19,5.4693695367742154e-18,1.6502549213096753e-27,4.095890044681151e-22,5.040736680124532e-27,5.2827898648913405e-28,1.4420575164916462e-26,1.8139833171527028e-25,1.2029173532902811e-31,2.020489377262585e-34,2.368386374492558e-39,4.994117250906962e-38,5.32552065558085e-37,4.5458948779549455e-33,1.6499034761007193e-39,1.2560694363574126e-39,5.7685821141039095e-30,6.927339911206139e-33,9.385416303897585e-15,3.0704592049319906e-36,2.9409048593725864e-35,5.563758995762047e-26,8.473677524257018e-33,5.695226262528818e-28,1.779705302831154e-36,7.546381721130327e-41,2.1377933300736733e-17
8.230598709041856e-07,0.11224537175582565,0.0,0.0,0.0,0.0,0.3299994977447886,0.6699994953951597,4.939415698636187e-07,4.951982069179683e-07,3.84405042261639e-09,7.348904117943936e-10,1.216825921436376e-17,1.6400864114107993e-09,4.444170532427592e-09,4.39620981486595e-09,1.1055676862776081e-11,3.028345100560812e-10,1.6830578571434072e-10,1.8465931441812095e-13,8.459621683701998e-13,4.797938071773314e-21,2.5672978530741333e-13,8.551797260673375e-15,2.0029221463508008e-12,8.437057218175634e-19,6.138428786949356e-18,1.8084274948655993e-27,4.426807351057409e-22,5.815694174521646e-27,6.13896620450482e-28,1.6484167336134352e-26,2.129091648617626e-25,1.4118784903926874e-31,2.437471914847548e-34,2.856441637385466e-39,6.023840250518996e-38,6.423574792657472e-37,5.633578379979938e-33,2.0447332013053642e-39,1.5468956465946875e-39,6.991696065607314e-30,8.396123539606831e-33,1.0224284821120138e-14,3.721489461087315e-36,3.491921401029952e-35,6.598551317730679e-26,1.0049896196832661e-32,6.574772893504992e-28,2.1974980604257692e-36,8.638428828489579e-41,2.1971908506011002e-17
8.451491255070891e-07,0.11224537175182178,0.0,0.0,0.0,0.0,0.32999948404536433,0.6699994817017669,5.0729260189008e-07,5.084843365700152e-07,3.947999938180976e-09,7.487220112091184e-10,1.2497309178270625e-17,1.6958442906491549e-09,4.686616383700061e-09,4.684225707480579e-09,1.1972891378048272e-11,3.125582255978641e-10,1.734863180258326e-10,1.9697093660358007e-13,9.12257810958511e-13,5.173938797548774e-21,2.847706787446426e-13,8.880210019811195e-15,2.0574655376325686e-12,9.194138669205878e-19,6.8683443039554014e-18,1.9778267660925952e-27,4.773724121945063e-22,6.684467720997928e-27,7.104119788345479e-28,1.8779128613646505e-26,2.4886616882893573e-25,1.6503241970245814e-31,2.9262998083919548e-34,3.428430855784917e-39,7.23075051657396e-38,7.710574122936549e-37,6.94247442976361e-33,2.519874008310592e-39,1.895196333333638e-39,8.428154533315748e-30,1.0121099403918344e-32,1.1111047827561921e-14,4.486077194757613e-36,4.1273814400832774e-35,7.790348491144584e-26,1.1865299902410493e-32,7.561263866940736e-28,2.6994772695928863e-36,9.852334644064469e-41,2.2566137048161592e-17
8.672383801099926e-07,0.1122453717479871,0.0,0.0,0.0,0.0,0.32999947033361854,0.669999468000748,5.206493312595881e-07,5.217699572872584e-07,4.0519938080601275e-09,7.625531429153671e-10,1.2826499544814214e-17,1.7516559750738286e-09,4.935537203638948e-09,4.981874354642701e-09,1.2939687643486205e-11,3.222874848846206e-10,1.7866705760644805e-10,2.0975421407087278e-13,9.816589768728511e-13,5.56755273266143e-21,3.149762331082832e-13,9.213833183777264e-15,2.112048399275792e-12,9.997335925990106e-19,7.6628708712224e-18,2.1590319979761595e-27,5.136891770869747e-22,7.655543586621545e-27,8.188570235291117e-28,2.1324736910715086e-26,2.897612188643082e-25,1.9215163420006602e-31,3.497058563063276e-34,4.096107058997689e-39,8.639672811297548e-38,9.21299074902801e-37,8.510112804555725e-33,3.0889522610719406e-39,2.310443374066014e-39,1.010750332355452e-29,1.2137746715028721e-32,1.2046905656953583e-14,5.37994883424492e-36,4.857524072351993e-35,9.157919205751211e-26,1.3948484979994407e-32,8.664413683992756e-28,3.29991270122307e-36,1.119794042435293e-40,2.316061914256e-17
9.114168893157996e-07,0.11224537174082455,0.0,0.0,0.0,0.0,0.3299994428731244,0.6699994405758165,5.473798961725227e-07,5.483396741092867e-07,4.260114721352135e-09,7.902140056229345e-10,1.3485301835882834e-17,1.863420847536356e-09,5.452815523635837e-09,5.606104360213903e-09,1.5027335442367498e-11,3.417609767414842e-10,1.8902889602321666e-10,2.367553557520424e-13,1.1299635869781724e-12,6.4086734895023735e-21,3.8228213754689907e-13,9.896722918003324e-15,2.2213326303172318e-12,1.1748453949540917e-18,9.46143224817508e-18,2.5592867149820007e-27,5.912951521465378e-22,9.941196530558367e-27,1.075999194923453e-27,2.725052012565349e-26,3.8853777970690603e-25,2.57654570433737e-31,4.93038059003341e-34,5.7721151254438684e-39,1.217676405898824e-37,1.2984798973842054e-36,1.259829442832049e-32,4.573069419657203e-39,3.3860825260772236e-39,1.4328619581541874e-29,1.7206662381242446e-32,1.407065140341914e-14,7.626734095287557e-36,6.647553483441155e-35,1.2503955932881103e-25,1.9045536848440276e-32,1.1262592636356085e-27,4.8633915093979234e-36,1.4326258967672321e-40,2.4350344621042632e-17
9.555953985216067e-07,0.11224537173433678,0.0,0.0,0.0,0.0,0.32999941536323996,0.6699994131203348,5.741332848439401e-07,5.749073617697978e-07,4.468413320847031e-09,8.178730047085939e-10,1.4144666588839725e-17,1.975347895177118e-09,5.9960290552639025e-09,6.268961252077761e-09,1.7329257088950096e-11,3.6125225951032077e-10,1.9939088877752555e-10,2.657006906691411e-13,1.2912350047565553e-12,7.32333647226707e-21,4.59463594077637e-13,1.0600490727236949e-14,2.330774999850444e-12,1.3703350857424019e-18,1.1566796682006735e-17,3.0142686083542504e-27,6.75686530096625e-22,1.2751406742113162e-26,1.3949542164901493e-27,3.4438303986886326e-26,5.1402483248863785e-25,3.4087048560778255e-31,6.842116535979969e-34,8.006339987140386e-39,1.689257133574403e-37,1.801354135871383e-36,1.831240063967893e-32,6.6475003909326e-39,4.877094992576595e-39,1.9956739393322786e-29,2.3965150342789944e-32,1.630490493103839e-14,1.062242904133924e-35,8.963714269600439e-35,1.6822244043198037e-25,2.562381589504299e-32,1.445951205796251e-27,7.04574752510572e-36,1.8112930572269122e-40,2.554108584794892e-17
9.997739077274137e-07,0.11224537172852259,0.0,0.0,0.0,0.0,0.32999938780390925,0.6699993856342731,6.009095069895141e-07,6.014730246562016e-07,4.676889682731063e-09,8.455301448982211e-10,1.4804594044852852e-17,2.0874127631231567e-09,6.565201377372045e-09,6.9704966728620066e-09,1.9856116256425938e-11,3.8075936918307976e-10,2.0975276302506523e-10,2.966261860473936e-13,1.4658131591568908e-12,8.313469613594822e-21,5.473589895430371e-13,1.1325160710393843e-14,2.4403756251085744e-12,1.587526701473684e-18,1.401381652638087e-17,3.5294220697838615e-27,7.670411985101522e-22,1.6174268956647755e-26,1.7865381280772168e-27,4.308416780903625e-26,6.7176905321641205e-25,4.454776630689449e-31,9.359509150581652e-34,1.0946820716216031e-38,2.3099854742156744e-37,2.463273237610204e-36,2.6178967631447605e-32,9.503418035263334e-39,6.913516628452505e-39,2.7353452800099984e-29,3.284741284363413e-32,1.8758880208828193e-14,1.4559498206800648e-35,1.1925651458988811e-34,2.2330341290133405e-25,3.401481114382549e-32,1.8356113189645098e-27,1.0047852704518115e-35,2.2656795449045505e-40,2.673284325972137e-17
9.999999999999997e-07,0.11224537172338063,0.0,0.0,0.0,0.0,0.3299993876627417,0.669999385493529,6.010465983430963e-07,6.016089744985941e-07,4.677957059054239e-09,8.456716810190759e-10,1.4807972801730655e-17,2.087986598859579e-09,6.568181034594657e-09,6.974186477192806e-09,1.986964485126294e-11,3.8085923877641463e-10,2.098057913277611e-10,2.9678960564024886e-13,1.4667413824486999e-12,8.318734101852791e-21,5.478378360638095e-13,1.1328923153064575e-14,2.440936935202588e-12,1.588696353791066e-18,1.4027281118062955e-17,3.532223074049709e-27,7.675269267998276e-22,1.6193525996708943e-26,1.788749143865985e-27,4.313252806775858e-26,6.726699054235723e-25,4.460750584028661e-31,9.374201696792387e-34,1.0963978199320902e-38,2.3136075823456862e-37,2.4671357043336104e-36,2.6225836617854327e-32,9.520433734908114e-39,6.925604569611332e-39,2.739656263091695e-29,3.2899180737753164e-32,1.877201965270067e-14,1.458244439604784e-35,1.1942701738835127e-34,2.236200930890927e-25,3.406305453844478e-32,1.8378042507730665e-27,1.0065735196728744e-35,2.268217964613073e-40,2.673894492820466e-17
1.0439524169332207e-06,0.11224537172338063,0.0,0.0,0.0,0.0,0.3299993601950841,0.6699993581176013,6.277085645567675e-07,6.280366671560779e-07,4.885543822549161e-09,8.731854308680059e-10,1.5465084253131473e-17,2.1995976048840414e-09,7.160356076186672e-09,7.710755049242113e-09,2.261860342521163e-11,4.0028089376711836e-10,2.2011433963728526e-10,3.295659363303607e-13,1.6540199727988256e-12,9.380898721872223e-21,6.468278209601904e-13,1.2070756831614592e-14,2.5501345914431655e-12,1.827774517818391e-18,1.6839562695047493e-17,4.1105714125695686e-27,8.655276230611974e-22,2.0307855097416443e-26,2.26283589869927e-27,5.340470013348396e-26,8.681591303000994e-25,5.757127706348704e-31,1.2635951800565436e-33,1.4771894766898922e-38,3.1175418612966953e-37,3.3244180628500986e-36,3.686020742388702e-32,1.3381252263409194e-38,9.657275194554853e-39,3.69480159538811e-29,4.436890541977051e-32,2.1441628363176672e-14,1.9666422954601416e-35,1.5673116103302226e-34,2.928149400212139e-25,4.460439571032386e-32,2.3064810013421633e-27,1.4122714168111192e-35,2.8066664225737714e-40,2.7925616945900796e-17
1.0881309261390277e-06,0.1122453717189096,0.0,0.0,0.0,0.0,0.32999933253672203,0.6699993305702894,6.545304537454255e-07,6.545982936560841e-07,5.0943757109763805e-09,9.008388672561635e-10,1.6126137120850296e-17,2.311889406170948e-09,7.781516739005771e-09,8.489775472070718e-09,2.5627435852182805e-11,4.1981582256056405e-10,2.3047550288392605e-10,3.645522679622616e-13,1.8561603712474385e-12,1.0527353205410542e-20,7.587495818943194e-13,1.2837302951003575e-14,2.6600519605998127e-12,2.0924631824451523e-18,2.008337487894812e-17,4.7639310790008805e-27,9.713053756733571e-22,2.526086769227724e-26,2.837285340468542e-27,6.563824184390543e-26,1.1105121995662171e-24,7.364281806731788e-31,1.6854926165040656e-33,1.9694728215475805e-38,4.1569692206987675e-37,4.4328205301066895e-36,5.118103301968221e-32,1.8580498868389389e-38,1.3307973861477332e-38,4.92456119148769e-29,5.913625629847864e-32,2.436204310397777e-14,2.6212098473750175e-35,2.036828907927944e-34,3.7968602872213117e-25,5.783887069077933e-32,2.8710242680161128e-27,1.9585968881188917e-35,3.4462063092888285e-40,2.911940673934731e-17
1.1323094353448347e-06,0.1122453717151083,0.0,0.0,0.0,0.0,0.32999930482878487,0.6699993029923077,6.813751665571372e-07,6.811579085411129e-07,5.303385285915567e-09,9.28490458671901e-10,1.6787752451444368e-17,2.4242786946194877e-09,8.428706949360789e-09,9.307593139692094e-09,2.8893357543570316e-11,4.393634316982175e-10,2.408361781986424e-10,4.0161583853769114e-13,2.0725232374879336e-12,1.1754471485820821e-20,8.840227090507886e-13,1.3624822839091501e-14,2.770127777042603e-12,2.383007856340479e-18,2.378691198901699e-17,5.496117268227763e-27,1.0845256339915993e-21,3.115331077339337e-26,3.524766046979795e-27,8.004616396136709e-26,1.4071653082268537e-24,9.331526251857781e-31,2.223439575098023e-33,2.596837153303822e-38,5.481742286241735e-37,5.845503890144334e-36,7.015994490864346e-32,2.547092917442313e-38,1.8109405589464303e-38,6.483610930273618e-29,7.785778361980178e-32,2.752886570186114e-14,3.4510495770927463e-35,2.619826282098504e-34,4.872843749503036e-25,7.423138817559143e-32,3.54300513177947e-27,2.6827893396691843e-35,4.197405782000945e-40,3.031421228544546e-17
1.1764879445506417e-06,0.11224537171197548,0.0,0.0,0.0,0.0,0.32999927707123733,0.6699992753836264,7.082426919645915e-07,7.077155161936564e-07,5.512572461623965e-09,9.56140209702198e-10,1.7449929973499172e-17,2.5367585607112914e-09,9.101950283367228e-09,1.0164240448186675e-08,3.242713923166516e-11,4.58923199208361e-10,2.511963167467732e-10,4.407857306037761e-13,2.3033823142845763e-12,1.3063806115810568e-20,1.0235635861504356e-12,1.4433340196257167e-14,2.8803620727448464e-12,2.7008543530900703e-18,2.7994202820968694e-17,6.314157115625249e-27,1.2053316535819258e-21,3.8117178201217074e-26,4.341688534481196e-27,9.691417741030544e-26,1.767572044026224e-24,1.1721552762370031e-30,2.9031596099592597e-33,3.3891255438808267e-38,7.1549300343523505e-37,7.629722298368478e-36,9.504415293939731e-32,3.450533598208115e-38,2.435680278177868e-38,8.440330340714511e-29,1.0135459195407938e-31,3.0950689509219224e-14,4.4925580462063177e-35,3.3377686326240346e-34,6.194610664232959e-25,9.436876404345629e-32,4.337567005360637e-27,3.6327077320962984e-35,5.074616114202339e-40,3.1510033094313656e-17
1.2206664537564487e-06,0.11224537170950974,0.0,0.0,0.0,0.0,0.32999924926404633,0.6699992477442153,7.351330167410356e-07,7.342711209933531e-07,5.721937135188922e-09,9.837881249166264e-10,1.8112669361249322e-17,2.649323955451983e-09,9.801270307137604e-09,1.1059747766793857e-08,3.623957835492557e-11,4.78494746612621e-10,2.6155588631270714e-10,4.820895401461187e-13,2.548997055311362e-12,1.4456828606435447e-20,1.1783056041875909e-12,1.526287866262923e-14,2.9907548705837933e-12,3.0474792756709462e-18,3.275169694883726e-17,7.22549845176048e-27,1.3338592133235589e-21,4.629715963758725e-26,5.306086594260777e-27,1.1655367420791115e-25,2.202404589399297e-24,1.4605134240383565e-30,3.754830432287232e-33,4.381324158637479e-38,9.250475521980108e-37,9.864325581196774e-36,1.273494035823546e-31,4.623398606950058e-38,3.240488467360446e-38,1.08734638764304e-28,1.3057224696496419e-31,3.46359640637827e-14,5.787648783509228e-35,4.215158162628878e-34,7.805979730670693e-25,1.1891870039597698e-31,5.2713141288079975e-27,4.866594813559687e-35,6.0935338016960204e-40,3.2706868577848847e-17
1.2648449629622557e-06,0.11224537170770998,0.0,0.0,0.0,0.0,0.3299992214071806,0.669999220074045,7.620461260348485e-07,7.608247273166708e-07,5.931479191013425e-09,1.0114342088706874e-09,1.8775970248777432e-17,2.7619711986287137e-09,1.05266905749864e-08,1.199414397630822e-08,4.0341499040586314e-11,4.980777997696528e-10,2.7191486621115284e-10,5.255534599702594e-13,2.8096134272792604e-12,1.5934933976424384e-20,1.3491982756765644e-12,1.61134618260801e-14,3.101306186690444e-12,3.424390153757403e-18,3.81083158505486e-17,8.238018600848503e-27,1.4702370351578112e-21,5.585136429566573e-26,6.437712010676026e-27,1.3930310120906641e-25,2.7236613864229776e-24,1.806183875892208e-30,4.813660019538269e-33,5.6142221560312e-38,1.1854591798224836e-36,1.2641247778651838e-35,1.6890497651050315e-31,6.132094746991371e-38,4.2676770235898764e-38,1.3873140831411361e-28,1.6659302231893468e-31,3.8592998860687466e-14,7.384295158364728e-35,5.279833840496616e-34,9.756579198067893e-25,1.4863743206273041e-31,6.3623950547195485e-27,6.45483315387499e-35,7.271311811885491e-40,3.390471807538671e-17
1.3090234721680627e-06,0.11224537170657481,0.0,0.0,0.0,0.0,0.32999919350060963,0.6699991923730854,7.889820037884118e-07,7.873763395366749e-07,6.141198504086149e-09,1.039078466108249e-09,1.9439832240365382e-17,2.8746976193162754e-09,1.1278234628111527e-08,1.2967456861815273e-08,4.474375208918097e-11,5.176721605811169e-10,2.822732437360935e-10,5.712023583752266e-13,3.085464666630566e-12,1.749944504382856e-20,1.5372063989646496e-12,1.69851132288449e-14,3.21201603216764e-12,3.833125577522506e-18,4.4115504260238954e-17,9.360032624855404e-27,1.614587180062079e-21,6.69520625504186e-26,7.758131100709483e-27,1.6552936611952184e-25,3.344780501519294e-24,2.2180781349891644e-30,6.12051373905346e-33,7.135129724498598e-38,1.506728083002559e-36,1.6067126864074437e-35,2.2190428413399226e-31,8.056244842762614e-38,5.56737650244605e-38,1.7541941930975548e-28,2.106487070560401e-31,4.2829966854109344e-14,9.337098098034212e-35,6.56328908620399e-34,1.210237689564352e-24,1.8437780447057283e-31,7.630588199931867e-27,8.481921937075399e-35,8.626682591221746e-40,3.51035808724083e-17
1.3532019813738697e-06,0.11224537170610298,0.0,0.0,0.0,0.0,0.32999916554430403,0.6699991646413068,8.159406330592763e-07,8.139259620228436e-07,6.3510949424887175e-09,1.0667209011634183e-09,2.0104254918430994e-17,2.987501280700121e-09,1.2055925993572125e-08,1.397971341368348e-08,4.945721496062584e-11,5.372776851723824e-10,2.926310112569281e-10,6.190598534675001e-13,3.3767719940840765e-12,1.9151616478618222e-20,1.7433092690045719e-12,1.787785637209851e-14,3.3228844144055973e-12,4.275255328685404e-18,5.0827281739182774e-17,1.0600301204672455e-26,1.7670254219673527e-21,7.978644554175263e-26,9.290823853531956e-27,1.956292760097321e-25,4.0807587756485265e-24,2.7061414159172655e-30,7.722596290344099e-33,8.998657928552773e-38,1.900398326679042e-36,2.0265063985088078e-35,2.8896152381508686e-31,1.0490743109092613e-37,7.198609451537691e-38,2.199601203660602e-28,2.6413396667969473e-31,4.7354907727012035e-14,1.170787835016785e-34,8.101008095647403e-34,1.4906239028438254e-24,2.270977899465931e-31,9.097389471813446e-27,1.1048692384095042e-34,1.0180093898392615e-39,3.6303456214883154e-17
1.3973804905796766e-06,0.11224537170629321,0.0,0.0,0.0,0.0,0.32999913753823507,0.6699991368786796,8.429219962599297e-07,8.404735991409312e-07,6.561168369267528e-09,1.0943615185619362e-09,2.076923784945325e-17,3.1003807738048963e-09,1.285978818351577e-08,1.5030940052441472e-08,5.449279176147669e-11,5.568942677824231e-10,3.0298816421109215e-10,6.691483833343044e-13,3.683745289326026e-12,2.0892638629243126e-20,1.968499932080812e-12,1.879171471933498e-14,3.4339113380632484e-12,4.752380514904033e-18,5.830029446428244e-17,1.1968038132332586e-26,1.927661600820147e-21,9.455740289690362e-26,1.1061285574621291e-26,2.300310092583501e-25,4.948276895498273e-24,3.281435586745253e-30,9.674191218409376e-33,1.1267563446311006e-37,2.379736555587927e-36,2.537652916984892e-35,3.7317488098789255e-31,1.3548048039943195e-37,9.230463216145385e-38,2.736621828952986e-28,3.286202498535489e-31,5.2175730968773525e-14,1.4566292931100624e-34,9.93282133895097e-34,1.8238518439211678e-24,2.7786945312662152e-31,1.0786101988147423e-26,1.4274781607739972e-34,1.1953858614663821e-39,3.750434331997737e-17
1.4415589997854836e-06,0.11224537170714423,0.0,0.0,0.0,0.0,0.32999910948237426,0.6699991090851738,8.699260753256074e-07,8.670192552528655e-07,6.771418643743843e-09,1.1220003228221558e-09,2.1434780588119387e-17,3.213335071467103e-09,1.3689844694627284e-08,1.6121162786531585e-08,5.986141323302586e-11,5.765218298668084e-10,3.133447000615068e-10,7.214892722593255e-13,4.006583727699173e-12,2.272364113366269e-20,2.213784482459924e-12,1.9726711698958732e-14,3.545096805756319e-12,5.2661337069000415e-18,6.659386724027182e-17,1.3472917347121755e-26,2.096599955758234e-21,1.1148431871100952e-25,1.3097130760704733e-26,2.6919562079382973e-25,5.9658305453368415e-24,3.95622614356611e-30,1.2037460843078027e-32,1.4013661403339594e-37,2.9599251195122785e-36,3.1563420735086555e-35,4.781968203115155e-31,1.7360732267483468e-37,1.1743366116827788e-37,3.3799352883500547e-28,4.05870230988745e-31,5.730021879508765e-14,1.79904753290582e-34,1.210328082656973e-33,2.2177673150746167e-24,3.378883778818812e-31,1.2721927907071987e-26,1.8301386254928996e-34,1.3972319768798752e-39,3.870624138354815e-17
1.4857375089912906e-06,0.11224537170865473,0.0,0.0,0.0,0.0,0.3299990813766936,0.6699990812607599,8.969528518302067e-07,8.93562934716677e-07,6.9818456224187664e-09,1.1496373184557212e-09,2.2100882680189537e-17,3.326363426481764e-09,1.4546119007735963e-08,1.7250407321480426e-08,6.557403674009185e-11,5.961603127844075e-10,3.237006177655573e-10,7.761027931992531e-13,4.345476380910401e-12,2.4645696326304348e-20,2.4801813987345425e-12,2.0682870706255163e-14,3.6564408185331656e-12,5.8181790719377935e-18,7.577005573807827e-17,1.5125079536359167e-26,2.273939439457419e-21,1.3080388590950759e-25,1.5428199260331448e-26,3.136185800988692e-25,7.153867784221164e-24,4.744073313454265e-30,1.4883309732253812e-32,1.731880965566056e-37,3.658270322463036e-36,3.901028596948582e-35,6.0831202101985795e-31,2.2084309537905607e-37,1.4830472574487815e-37,4.145937964007248e-28,4.978527787933702e-31,6.273602892833878e-14,2.206769902223685e-34,1.4662055705366704e-33,2.6810915938704454e-24,4.084835671975786e-31,1.493206237988111e-26,2.3294318066179597e-34,1.6262032058315127e-39,3.9909149585320915e-17
1.5299160181970976e-06,0.11224537171082344,0.0,0.0,0.0,0.0,0.32999905322116513,0.6699990534054081,9.240023070715069e-07,9.201046418864414e-07,7.1924491596385484e-09,1.1772725099680659e-09,2.276754366460275e-17,3.4394652967795965e-09,1.5428634587514527e-08,1.8418699140107277e-08,7.164164626039857e-11,6.158096723813955e-10,3.340559173256517e-10,8.330082267525748e-13,4.700602783938385e-12,2.665982245332315e-20,2.7687209174565293e-12,2.1660215104800637e-14,3.7679433762244e-12,6.4102125033333896e-18,8.58936989534498e-17,1.6935138395503588e-26,2.4597740147909628e-21,1.5277093909364432e-25,1.8086664860293372e-26,3.6383134252737724e-25,8.534932775417538e-24,5.659927369963993e-30,1.8292314909110624e-32,2.127596802498771e-37,4.4944265381950787e-36,4.792671100912456e-35,7.685235289789809e-31,2.7900359537946097e-37,1.8599162176833056e-37,5.052872361467927e-28,6.067584415181431e-31,6.849069725176034e-14,2.689506390100865e-34,1.7664348709514846e-33,3.223489560631247e-24,4.911278262350148e-31,1.7445789639045535e-26,2.9447384132690237e-34,1.8851961185636078e-39,4.1113067092695325e-17
1.6182730366087118e-06,0.11224537171713043,0.0,0.0,0.0,0.0,0.3299989967604548,0.6699989976017725,9.781691779114088e-07,9.731821567401113e-07,7.614185318951903e-09,1.2325374986217397e-09,2.4102540440429578e-17,3.6658881458741036e-09,1.7272483323702756e-08,2.0872525762469574e-08,8.488589225510074e-11,6.551408955931314e-10,3.547646650146634e-10,9.537673151156919e-13,5.460230399002824e-12,3.0968107654262236e-20,3.4164040690960216e-12,2.3678553375818752e-14,3.991424120961627e-12,7.721186572465058e-18,1.0925693898805056e-16,2.1073801878107335e-26,2.857280966772859e-21,2.0576268041823793e-25,2.4526821827310183e-26,4.839417179464758e-25,1.1977728280358649e-23,7.943020952617339e-30,2.717658746426031e-32,3.1580625904149006e-37,6.672002891246468e-36,7.114748717119255e-35,1.2034428004085693e-30,4.368840566015026e-37,2.869180604557944e-37,7.372540473388871e-28,8.853061856885522e-31,8.098615782674393e-14,3.924202571584857e-34,2.525066052235617e-33,4.589324164687005e-24,6.992408550593276e-31,2.3512197200188212e-26,4.617283211652934e-34,2.5061774360948117e-39,4.3523926647255485e-17
1.706630055020326e-06,0.1122453717260549,0.0,0.0,0.0,0.0,0.3299989401000234,0.6699989416740295,1.0324265347881715e-06,1.026251834565854e-06,8.036625929619258e-09,1.2877953247145975e-09,2.5439767142169013e-17,3.892601553994086e-09,1.9221578289455473e-08,2.348284402084549e-08,9.968255491026051e-11,6.945153025933956e-10,3.7547095196349743e-10,1.083902970849098e-12,6.286731689949218e-12,3.565567194316163e-20,4.165289361942294e-12,2.5781912817278964e-14,4.215539022793917e-12,9.21326264930978e-18,1.3725997329353823e-16,2.5983496882833834e-26,3.2897829604396988e-21,2.7289387665360267e-25,3.2725952522444147e-26,6.345599536738803e-25,1.6522377725334923e-23,1.0956812885014889e-29,3.9568225395414324e-32,4.5938689437753484e-37,9.706443541829548e-36,1.0350551082161915e-34,1.8412146023547046e-30,6.683911693915965e-37,4.32294593151638e-37,1.052696619494072e-27,1.2640915269022193e-30,9.484454571242777e-14,5.60321750187065e-34,3.543172743392605e-33,6.41426271335399e-24,9.773127634323016e-31,3.120099264042736e-26,7.074006679580383e-34,3.2890577851320465e-39,4.5938813232942887e-17
