Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075)
5.071329995387528e-07,0.11224537183168776,0.0,0.0,0.0,0.0,0.32999969233962595,0.6699996904097252,3.036080969680336e-07,3.051201438028635e-07,2.362136435895721e-09,5.370153418565319e-10,7.477288082623207e-18,8.551382419546257e-10,1.6834497165495919e-09,1.321719004159438e-09,2.5782756616185443e-12,1.649723528532755e-10,9.436213066505744e-11,5.68746339493589e-14,2.0619829470504885e-13,1.1694691111941012e-21,3.738637085033715e-14,4.424176928536905e-15,1.2271115130578415e-12,1.7580574463544645e-19,7.84816509551867e-19,-9.003027160284812e-27,1.0787023496532286e-22,4.550316833500725e-28,2.847721603807731e-29,1.553904777582839e-27,1.2488320291428902e-26,8.281208971991809e-33,8.984960957493896e-36,-9.382270546841461e-39,-1.6174464590054078e-37,-1.724761015575414e-36,1.2685592849468987e-34,-6.179448925183256e-41,-4.985477776353522e-39,-5.347337703185699e-30,-8.295383688268995e-33,2.1763814125131888e-15,-2.8462375016906503e-36,-1.0713700635950429e-36,3.144089118196165e-27,4.748570501867635e-34,5.070558388234554e-29,5.918306044441985e-38,-3.8992068246658416e-39,1.3500528353757792e-17,-1.5528976228404272e-25,1.2265439070262723e-22,3.1931376880569786e-19,-1.2090373885331411e-29
5.186772678747182e-07,0.11224537182830159,0.0,0.0,0.0,0.0,0.329999685272478,0.6699996833110251,3.105431658679622e-07,3.120676298094647e-07,2.4161321230057294e-09,5.44247573284989e-10,7.648223405426812e-18,8.830511689349913e-10,1.7611228027618945e-09,1.4001483333135333e-09,2.758634044430543e-12,1.6993545450023728e-10,9.705054019169862e-11,6.006481048713126e-14,2.2047340856939943e-13,1.2504315450448543e-21,4.0942863315389034e-14,4.5533361902299915e-15,1.2553256251713295e-12,1.8910756778384984e-19,8.637785510793842e-19,2.0593284246311303e-26,1.1543622877790305e-22,5.118944559642477e-28,3.1315988347889754e-29,1.7328972553290927e-27,1.424045444349502e-26,9.443262219830609e-33,9.884430967371528e-36,2.054833706633356e-38,3.53424154741194e-37,3.7687313852992467e-36,1.4430261530730163e-34,2.6549507512797543e-40,6.149451280011411e-39,1.1797053208963655e-29,1.8267025214387284e-32,2.3408371408146102e-15,6.279239797039723e-36,7.717736634860505e-36,3.623825941291002e-27,5.59424452536033e-34,5.717465746281164e-29,6.263382004738721e-38,8.422531438231516e-39,1.3809202774614235e-17,3.3537549958488534e-25,1.385558276087812e-22,3.5271716600699757e-19,2.6137977410395844e-29
5.302215362106837e-07,0.1122453718249619,0.0,0.0,0.0,0.0,0.32999967820208154,0.6699996762102578,3.17479697776581e-07,3.1901497458985573e-07,2.4701390997169314e-09,5.514797214786797e-10,7.819153009696428e-18,9.110617833518588e-10,1.8405527402895037e-09,1.481101130220792e-09,2.947231348367884e-12,1.7490823099304226e-10,9.974109964554083e-11,6.335894161802352e-14,2.3536050372482843e-13,1.3348647131573559e-21,4.474247655345909e-14,4.6923802427780335e-15,1.2835375625690498e-12,2.0308612945160633e-19,9.486447633832545e-19,-4.3148548757063066e-26,1.2301935169096278e-22,5.755673682326052e-28,3.7091078965762595e-29,1.9279818555153066e-27,1.6192068589388353e-26,1.0737081298002559e-32,1.2467394855493946e-35,-4.394607433873183e-38,-7.498660746388352e-37,-7.996178281100475e-36,1.8671173770238465e-34,-3.478871200494658e-40,-4.134082057693934e-39,-2.3718536655962912e-29,-3.7462325120135823e-32,2.5135107606494853e-15,-1.2624708438673088e-35,-1.0412490443241776e-35,4.163398953148015e-27,6.178082067411546e-34,6.42204215784229e-29,8.766496363782901e-38,-1.814917014017404e-38,1.4117918846651988e-17,-7.225528031417931e-25,1.5610048124358404e-22,3.887686363887619e-19,-5.629742046713233e-29
5.417658045466491e-07,0.11224537182166917,0.0,0.0,0.0,0.0,0.32999967112842704,0.6699996691074221,3.244177007821399e-07,3.2596217830958324e-07,2.524157726029812e-09,5.587116839887658e-10,7.990209006582979e-18,9.391632411226624e-10,1.921739914666131e-09,1.564585859902617e-09,3.1442533796463813e-12,1.7988994613664713e-10,1.024335852345376e-10,6.675809522668714e-14,2.5086968639830245e-13,1.4228264509157742e-21,4.879550220712517e-14,4.817287403175463e-15,1.311782783387898e-12,2.177601685933436e-19,1.0397122362950247e-18,9.465945394501669e-26,1.3158251598335984e-22,6.439099083376601e-28,3.952460775090659e-29,2.1402241099426225e-27,1.8360900036717158e-26,1.2176057486949503e-32,1.2868156921684176e-35,9.545716157823543e-38,1.6212964635124352e-36,1.7288650065097488e-35,1.8871275975089063e-34,8.674427080766128e-40,-7.61102277048996e-39,5.0459271840509065e-29,8.026966231818399e-32,2.69459944994129e-15,2.6858046503026834e-35,2.968033974999443e-35,4.76882875206741e-27,7.592092283833548e-34,7.204771939208067e-29,7.197850385478006e-38,3.9262865362153886e-38,1.4426748861702976e-17,1.5628600421710732e-24,1.7541706764990302e-22,4.2761445102329003e-19,1.2182013923159508e-28
5.533100728826145e-07,0.1122453718184227,0.0,0.0,0.0,0.0,0.3299996640515063,0.6699996620025181,3.313571831630159e-07,3.32909240944726e-07,2.5781875076882676e-09,5.659435807432392e-10,8.161106898275393e-18,9.67349106164082e-10,2.0046847468159196e-09,1.6506103915153988e-09,3.3498860687794064e-12,1.8487992927507391e-10,1.0512780148898675e-10,7.026330869668747e-14,2.6701093237187595e-13,1.5143722195255216e-21,5.311239829467287e-14,4.972884350003753e-15,1.3399954890658896e-12,2.331485770592642e-19,1.1372861561686585e-18,-2.0301131020777833e-25,1.3906224910729815e-22,7.206940211047944e-28,4.810188373642677e-29,2.3707362246677425e-27,2.0765844208710768e-26,1.3769210517498167e-32,1.74167601672719e-35,-2.0568222918885014e-37,-3.4709452277451136e-36,-3.7012315005347744e-35,2.92136684634903e-34,-1.410974721013954e-39,4.725673467318395e-38,-1.0403802965579361e-28,-1.6799792847279812e-31,2.8842994180558228e-15,-5.537650100571372e-35,-5.590083090402416e-35,5.446285792575241e-27,7.6047871795075784e-34,8.050346927176399e-29,1.5042750271020544e-37,-8.478788745187e-38,1.473554464410639e-17,-3.374402602090582e-24,1.966413002777541e-22,4.694055454408919e-19,-2.6303532218684073e-28
5.6485434121858e-07,0.11224537181522333,0.0,0.0,0.0,0.0,0.3299996569713111,0.6699996548955451,3.3829815139860896e-07,3.3985616265241307e-07,2.6322291696421744e-09,5.731753038882624e-10,8.33222586621691e-18,9.956135052458857e-10,2.0893876113180257e-09,1.7391820617180356e-09,3.5643154824815697e-12,1.898775563644578e-10,1.0782356490083414e-10,7.387560751615371e-14,2.837940615503286e-13,1.6095592014949585e-21,5.770379646029459e-14,5.103752286686597e-15,1.368256929363435e-12,2.492703962476534e-19,1.241680452416424e-18,-8.759948531571906e-26,1.482193128591425e-22,8.031867664035409e-28,5.278810592266051e-29,2.6206813994943602e-27,2.3427106951608502e-26,1.5534610692939142e-32,1.9048562966968014e-35,-8.893436462785835e-38,-1.4991289813019282e-36,-1.5985913620562206e-35,3.109964235450316e-34,-3.4933197535230924e-40,4.844882209798868e-38,-4.4640063652857667e-29,-7.22714312421803e-32,3.0828056418171187e-15,-2.3760642989765196e-35,-2.2199490746570704e-35,6.20274407371202e-27,9.146929854436242e-34,8.983640229511614e-29,2.0225201956162083e-37,-3.6708722007938956e-38,1.504449971668275e-17,-1.460907210709837e-24,2.1991670847982945e-22,5.142978508143668e-19,-1.1387214968664415e-28
5.763986095545454e-07,0.11224537181207053,0.0,0.0,0.0,0.0,0.32999964988783403,0.6699996477865021,3.4524061239843353e-07,3.468029434817739e-07,2.6862824748284993e-09,5.804068910734261e-10,8.503401643753106e-18,1.0239508895180461e-09,2.175848922440362e-09,1.8303077252746793e-09,3.787727803084642e-12,1.948822509512903e-10,1.1052070847227156e-10,7.759601140744305e-14,3.01228755562308e-13,1.7084416612480465e-21,6.258047742471713e-14,5.234165719039002e-15,1.3965315971861384e-12,2.661447770202684e-19,1.3532166108765606e-18,7.27365852834634e-26,1.578632131146273e-22,8.9305934672641e-28,5.769203757722599e-29,2.891267988471308e-27,2.6366045208297185e-26,1.748439294962814e-32,2.0767404795063548e-35,7.326011479521339e-38,1.2243876104990365e-36,1.3056211425229951e-35,3.2661689506146698e-34,5.154064752360149e-40,-3.2492246222412793e-38,3.521528596628215e-29,5.790918426294117e-32,3.290312172508951e-15,1.8744098177020352e-35,2.450931969630573e-35,7.045401910015155e-27,1.0951911949383003e-33,1.0002964692536344e-28,1.9135733456786994e-37,3.009029544259571e-38,1.5353529887856605e-17,1.197153024357788e-24,2.4539361602979144e-22,5.62451706933862e-19,9.336787818388861e-29
5.879428778905108e-07,0.11224537180896434,0.0,0.0,0.0,0.0,0.329999642801068,0.6699996406753892,3.521845724900348e-07,3.5374958349494943e-07,2.7403473322597754e-09,5.876383612533684e-10,8.67452027258044e-18,1.0523560488849722e-09,2.2640690897576058e-09,1.9239938422375362e-09,4.020309313725237e-12,1.9989347657272712e-10,1.1321908016975387e-10,8.14255291257195e-14,3.193245835688544e-13,1.811073422164178e-21,6.775334971672135e-14,5.375764448899587e-15,1.424802500469001e-12,2.837909809698834e-19,1.4722227151805147e-18,2.2076721658024197e-26,1.6716788547703967e-22,9.913169482368945e-28,6.44700309801507e-29,3.1837466852152688e-27,2.960505220266126e-26,1.9632008255660916e-32,2.3810520849500377e-35,2.2013940643316836e-38,3.93352142273092e-37,4.1945114673393786e-36,3.944614532800558e-34,6.951480750833751e-40,3.2012879756653514e-38,1.5114286469580637e-29,2.2188824134527431e-32,3.507012239518068e-15,8.044912904580358e-36,1.0378409023450502e-35,7.981883473664586e-27,1.2252072634433586e-33,1.1111066671376672e-28,1.5886497081881542e-37,8.965214124687873e-39,1.5662584068266793e-17,3.574030805655042e-25,2.7322840767804416e-22,6.140313206645257e-19,2.7831826479681336e-29
5.994871462264763e-07,0.11224537180590478,0.0,0.0,0.0,0.0,0.32999963571100666,0.6699996335622052,3.5913003712653014e-07,3.6069608277481325e-07,2.794423928680663e-09,5.948697019636134e-10,8.845741189293111e-18,1.0808242458646215e-09,2.354048513437633e-09,2.020246331699469e-09,4.262246444951183e-12,2.0491075092814959e-10,1.1591854780980268e-10,8.536515134339213e-14,3.380909542345685e-13,1.9175084734088674e-21,7.323350686169267e-14,5.516408056629676e-15,1.453087367719556e-12,3.022284331585672e-19,1.5990365630294415e-18,1.1804171225551134e-25,1.7729958148227267e-22,1.098205183787705e-27,7.20396691071742e-29,3.499430164726282e-27,3.316808890951238e-26,2.199529211954427e-32,2.725905363424285e-35,1.1908678067179954e-37,1.9564883790072343e-36,2.086291977240858e-35,4.400117229749157e-34,1.1744056725741476e-40,-1.1148967563616486e-37,5.172319267173659e-29,8.831175482298788e-32,3.733097874546387e-15,2.75307805356498e-35,3.8588432678601924e-35,9.020447714076979e-27,1.4059481808413225e-33,1.2315817450611434e-28,1.240447018321307e-37,4.894205740914634e-38,1.5971728219707473e-17,1.946189576506316e-24,3.0358654918502377e-22,6.692065824324372e-19,1.518581082925448e-28
6.110314145624417e-07,0.1122453718028918,0.0,0.0,0.0,0.0,0.32999962861764404,0.6699996264469501,3.660770114944639e-07,3.6764244139623226e-07,2.8485121715680764e-09,6.021009198188506e-10,9.01682879006672e-18,1.1093511343589825e-09,2.4457876063383018e-09,2.1190706174111076e-09,4.513725775622009e-12,2.0993364030271453e-10,1.1861899618025086e-10,8.94158504349127e-14,3.575371173957838e-13,2.027798346981888e-21,7.90322260441323e-14,5.667528158910558e-15,1.481369605822689e-12,3.2147671695776603e-19,1.7340058413880682e-18,-1.6912642144898001e-25,1.865428281645338e-22,1.2143159459311722e-27,8.077612190996638e-29,3.839690964147448e-27,3.7080774935676174e-26,2.4588368373215473e-32,3.160294114655675e-35,-1.7139421316658873e-37,-2.7691673088912696e-36,-2.952885330611616e-35,5.746744450967524e-34,7.674414319132404e-40,1.8073968327576524e-37,-6.603382993229861e-29,-1.1819819807160665e-31,3.968759917325503e-15,-3.5147910786097244e-35,-4.3651807988958347e-35,1.0169972840992491e-26,1.506762822697266e-33,1.3623419636140044e-28,2.081033958098658e-37,-7.074228843405863e-38,1.6280876023407044e-17,-2.8118112938778227e-24,3.366429885723674e-22,7.281531607025757e-19,-2.194474405537775e-28
6.225756828984072e-07,0.11224537179992551,0.0,0.0,0.0,0.0,0.3299996215209748,0.6699996193296228,3.7302549996326834e-07,3.745886594412822e-07,2.902612309962939e-09,6.093320008063547e-10,9.188126175366547e-18,1.1379327647570004e-09,2.5392867687861717e-09,2.2204716898444518e-09,4.7749340336282895e-12,2.1496175206584146e-10,1.213203234966638e-10,9.357858189985293e-14,3.7767216661414805e-13,2.1419959693497577e-21,8.51609641477097e-14,5.810667091349169e-15,1.5096761027922615e-12,3.415555613542372e-19,1.8774882634035427e-18,-6.877497435879824e-26,1.9740496922520592e-22,1.3400152580286054e-27,8.96800070619236e-29,4.205959983659162e-27,4.1370497882043436e-26,2.7433569689864726e-32,3.5851456723095327e-35,-6.987816735254651e-38,-1.1368372073155124e-36,-1.2122601929211888e-35,6.401439980662102e-34,6.484309401573445e-40,1.1836117430821057e-37,-2.782660255795155e-29,-4.912940972632283e-32,4.214188039825126e-15,-1.4811302924675746e-35,-1.405614453635887e-35,1.1440027252487155e-26,1.723773650129288e-33,1.5041920809441135e-28,3.144502301268821e-37,-2.893853032354615e-38,1.6590155408827622e-17,-1.1505026788734208e-24,3.7258263123380184e-22,7.910525713695485e-19,-8.975307423504543e-29
6.341199512343726e-07,0.1122453717970057,0.0,0.0,0.0,0.0,0.3299996144209936,0.6699996122102233,3.799755070320911e-07,3.8153473698287536e-07,2.9567241773837374e-09,6.165629566881409e-10,9.359252983229563e-18,1.1665653743300261e-09,2.634546418778928e-09,2.324454279082767e-09,5.0460580493506645e-12,2.1999471774254795e-10,1.2402243533741991e-10,9.785429079523111e-14,3.9850508972895976e-13,2.2601508159132954e-21,9.163129878811525e-14,5.963396020212948e-15,1.5379813171479899e-12,3.624848006580878e-19,2.029848513695531e-18,-4.360218822541547e-25,2.0711383964361304e-22,1.4760464851356682e-27,9.957727531904702e-29,4.599710397592573e-27,4.606593347776573e-26,3.0545295899058226e-32,4.088546154590707e-35,-4.4134505657612705e-37,-7.092528953849304e-36,-7.56307425401018e-35,8.14097755387213e-34,2.1276414671099277e-39,4.743076759750079e-37,-1.6506619877270579e-28,-2.9914232589167818e-31,4.469571082651588e-15,-8.785998654674266e-35,-1.1923321968690755e-34,1.284066052647701e-26,1.8521902971732705e-33,1.657741255267162e-28,5.241581796550674e-37,-1.8199806684483863e-37,1.6899431278210755e-17,-7.232704235983097e-24,4.115975438144248e-22,8.58090422923339e-19,-5.646001271397848e-28
6.45664219570338e-07,0.11224537179413273,0.0,0.0,0.0,0.0,0.3299996073176958,0.6699996050887503,3.8692703640295616e-07,3.8848067410217304e-07,3.0108481756906557e-09,6.237937680357091e-10,9.531067825882879e-18,1.195245429772588e-09,2.7315669514373646e-09,2.4310229058039502e-09,5.327284745642078e-12,2.2503218798347386e-10,1.267252430749893e-10,1.0224391345949624e-13,4.2004478247883125e-13,2.3823167247915376e-21,9.845491238319217e-14,6.092744147294621e-15,1.5663331995382637e-12,3.8428437601245402e-19,2.191457514429386e-18,6.592272151427847e-25,2.2194177355163434e-22,1.6229213546747575e-27,1.095559483968864e-28,5.0224604483936976e-27,5.1196957268677684e-26,3.3953750377207837e-32,4.552434148891755e-35,6.665350268440474e-37,1.0629732046928912e-35,1.133494360333525e-34,7.018677464912172e-34,-2.8209867285191127e-39,-6.306771905331537e-37,2.393320032043441e-28,4.413461050560188e-31,4.735097100274378e-15,1.273895172789139e-34,1.9738500010728365e-34,1.438240094930668e-26,2.3362259350368398e-33,1.8237817420741968e-28,3.5755674341195864e-37,2.7441111181477184e-37,1.7208993873918893e-17,1.0902565118513148e-23,4.538863821004819e-22,9.29456013949653e-19,8.513615480586481e-28
6.572084879063035e-07,0.11224537179130589,0.0,0.0,0.0,0.0,0.32999960021107666,0.6699995979652045,3.9388009261058666e-07,3.9542647086553717e-07,3.0649835372572365e-09,6.310244779995608e-10,9.701521514695945e-18,1.223969553891553e-09,2.8303488115005153e-09,2.540181784983898e-09,5.618801168452879e-12,2.3007384244473334e-10,1.2942866731552856e-10,1.0674837314587593e-13,4.4230001475813244e-13,2.508535353338079e-21,1.0564363189682802e-13,6.270224032695781e-15,1.5946278064867766e-12,4.069743755915969e-19,2.362694685920396e-18,-1.3907706954098828e-24,2.269304590607355e-22,1.7815574017680046e-27,1.2162553691871921e-28,5.475792446404822e-27,5.679506771150389e-26,3.765505709516727e-32,5.232627747657396e-35,-1.4070223131692228e-36,-2.228400544544669e-35,-2.376239004883354e-34,1.240562222908094e-33,8.380997633742018e-39,1.3499370711800202e-36,-4.81784606325114e-28,-9.06860610955164e-31,5.01095314291633e-15,-2.5643999292902383e-34,-3.927719347620153e-34,1.6076397416997775e-26,2.1537431287615654e-33,2.0029113997669426e-28,6.543202123976861e-37,-5.799180053965836e-37,1.751817246640427e-17,-2.3036150859263893e-23,4.996566898044997e-22,1.0053436712914132e-18,-1.7990907059848726e-27
6.687527562422689e-07,0.11224537178852594,0.0,0.0,0.0,0.0,0.32999959310113197,0.6699995908395838,4.0083467804371865e-07,4.023721273613254e-07,3.119131217325487e-09,6.382550369951807e-10,9.873300503582758e-18,1.252734852555531e-09,2.9308923725153495e-09,2.6519347444514435e-09,5.920794521989272e-12,2.3511939688524404e-10,1.321326403464937e-10,1.1136857594511483e-13,4.652793974314975e-13,2.6388661344142662e-21,1.1320946727837303e-13,6.411619789557397e-15,1.6229875627033276e-12,4.305750550553062e-19,2.543950259196633e-18,-5.450222825210248e-25,2.417015233297391e-22,1.952426474249095e-27,1.3392925801940832e-28,5.961362255249473e-27,6.289384684507466e-26,4.1703898837973926e-32,5.872153973994048e-35,-5.515320192237788e-37,-8.809329232802363e-36,-9.393770133747539e-35,1.2166383832772837e-33,4.821313609113615e-39,8.4319348544829e-37,-1.9858351359996087e-28,-3.6570780088887085e-31,5.29732504597028e-15,-1.0570027367868086e-34,-1.4800387215729105e-34,1.7934631635758659e-26,2.6077719236638136e-33,2.1960568326530508e-28,9.95329612673226e-37,-2.2747668996973163e-37,1.782781972380051e-17,-9.038431218294635e-24,5.4912734129400755e-22,1.0859540553732243e-18,-7.0568042559044235e-28
6.791425977446378e-07,0.11224537178606375,0.0,0.0,0.0,0.0,0.3299995866993354,0.6699995844247515,4.0709511521320005e-07,4.0862309833947834e-07,3.1678743809038584e-09,6.447624267989535e-10,1.0027949491792745e-17,1.2786565339437625e-09,3.022888186476776e-09,2.7547332805974306e-09,6.201701147721995e-12,2.39663516710465e-10,1.3456663567149153e-10,1.1562645660310298e-13,4.865870008411098e-13,2.7597152063044337e-21,1.2035120191551538e-13,6.535803197378808e-15,1.648526693613222e-12,4.526111486886961e-19,2.715976001349159e-18,2.5094846835736274e-25,2.5543614654347103e-22,2.117276298124394e-27,1.4561034086716506e-28,6.427353045719043e-27,6.884007844285094e-26,4.565133993958786e-32,6.481099742712331e-35,2.536322269753137e-37,4.042855527539165e-36,4.3110717933140117e-35,1.1986191028664253e-33,-1.8302423645946856e-39,-3.6944529533393642e-37,9.139931394293694e-29,1.6832250231761528e-31,5.564203585635918e-15,4.864921725408215e-35,8.245690682113919e-35,1.975795166297893e-26,3.0636366997411914e-33,2.3825375641491615e-28,8.821822083098925e-37,1.0421436883712161e-37,1.8106576500738992e-17,4.1403608858938474e-24,5.970036855616496e-22,1.1627115762657942e-18,3.2335767625815833e-28
6.895324392470067e-07,0.11224537178363928,0.0,0.0,0.0,0.0,0.32999958029483945,0.6699995780082384,4.1335679593527807e-07,4.148739558150729e-07,3.2166271528528022e-09,6.51269715776513e-10,1.0182592719246527e-17,1.3046074457140752e-09,3.1163116321828812e-09,2.8596383334964325e-09,6.49138247943609e-12,2.442104111384093e-10,1.3700098687662242e-10,1.1997945476967181e-13,5.084941388664279e-13,2.8839644410505735e-21,1.2781720483835048e-13,6.6672806891044705e-15,1.674065533169679e-12,4.75416358066304e-19,2.8967370293329714e-18,9.654490777752257e-25,2.6921991414495817e-22,2.293243684250325e-27,1.5840228553317452e-28,6.922128840436458e-27,7.524758233136222e-26,4.990419769683356e-32,7.182099205553265e-35,9.763622865364635e-37,1.5324920140042966e-35,1.6341610149781097e-34,1.2095926645642295e-33,-4.902001610304852e-39,-8.4077103219271e-37,3.1805446146273058e-28,6.122186158273628e-31,5.8398837725923514e-15,1.6929114412896827e-34,2.8941876823109777e-34,2.1734317987413934e-26,3.500069404989584e-33,2.5815988896687076e-28,7.269520954605046e-38,4.019632332342952e-37,1.8385360596123582e-17,1.5962757693498353e-23,6.48235780917055e-22,1.2436149960278477e-18,1.2470921975340727e-27
6.999222807493757e-07,0.11224537178125218,0.0,0.0,0.0,0.0,0.3299995738876415,0.669999571590044,4.1961972222387837e-07,4.211246998433386e-07,3.2653894378917367e-09,6.577769102202909e-10,1.0336328829229603e-17,1.330585814955972e-09,3.2111630171248833e-09,2.966652219691554e-09,6.789975242595249e-12,2.4875991570674333e-10,1.3943565678860247e-10,1.24428205774074e-13,5.310068431925665e-13,3.0116444899558246e-21,1.3561651362618875e-13,6.817174887657049e-15,1.6995879351985578e-12,4.990057176072749e-19,3.0865356407324867e-18,-4.298765054836788e-25,2.7646930130280527e-22,2.480869531803156e-27,1.7226483206206147e-28,7.447014735753222e-27,8.21445831701814e-26,5.447043466526229e-32,7.979884603154172e-35,-4.3491159035386214e-37,-6.582995735060902e-36,-7.019710698238381e-35,1.650351537092515e-33,1.3368777759919888e-39,-3.158999732158221e-38,-1.0911270121860375e-28,-2.38300881530533e-31,6.124499110074745e-15,-5.807744700392628e-35,-1.1157908214488193e-34,2.3873936918135492e-26,3.572090473604533e-33,2.7938937766118552e-28,-1.0582813142391361e-37,-1.795599159139835e-37,1.8663945038770273e-17,-7.12334552854855e-24,7.030030154277316e-22,1.3288211123567253e-18,-5.570030362947857e-28
7.103121222517446e-07,0.11224537177890294,0.0,0.0,0.0,0.0,0.32999956747773934,0.6699995651701678,4.258838955006768e-07,4.273753304845034e-07,3.314161582625078e-09,6.642839917438294e-10,1.0491338707603741e-17,1.3565900309842133e-09,3.3074426290810365e-09,3.075777117753264e-09,7.097616246313773e-12,2.533118782071361e-10,1.4187061173032257e-10,1.2897333674463722e-13,5.541310671781792e-13,3.142797724930445e-21,1.437582559824042e-13,6.9531683337224355e-15,1.7251408640587935e-12,5.23394354947317e-19,3.2856800473768993e-18,9.718866179921199e-25,2.931216573587152e-22,2.680732010220691e-27,1.8708724512324488e-28,8.00338064625798e-27,8.956061196734605e-26,5.93956674157725e-32,8.839629135324754e-35,9.828994050362721e-37,1.4938557574660584e-35,1.5929583400081665e-34,1.573437252562056e-33,-3.804437236516212e-39,-4.106176125120739e-37,2.6040353886690347e-28,5.533166171075151e-31,6.418182456281161e-15,1.3860510132039946e-34,2.9342671421653614e-34,2.618753126744531e-26,4.136531514322534e-33,3.020089115078522e-28,4.729287136995869e-38,4.046286790481336e-37,1.8942890401980375e-17,1.6053339376191472e-23,7.614915702966578e-22,1.4184902107234336e-18,1.2553655554248882e-27
7.207019637541135e-07,0.11224537177659112,0.0,0.0,0.0,0.0,0.32999956106513084,0.6699995587486098,4.3214931767500476e-07,4.33625847791579e-07,3.362943287673765e-09,6.707909784525905e-10,1.0644387991725176e-17,1.3826185437777844e-09,3.405150786040824e-09,3.187015062093461e-09,7.414442386743249e-12,2.5786615949810275e-10,1.4430582173232195e-10,1.3361546618640138e-13,5.778726823463525e-13,3.2774446795121183e-21,1.5225165422719409e-13,7.1071802071347e-15,1.7506779566418257e-12,5.485974929469953e-19,3.494484674039215e-18,-2.1078220604405654e-24,2.9554446867069508e-22,2.8934050556607498e-27,2.0279334004768876e-28,8.592641525969355e-27,9.752658739860241e-26,6.466196693640934e-32,9.771917281366585e-35,-2.1319182672733537e-36,-3.241338518858049e-35,-3.4563694114002503e-34,2.3793685534451714e-33,1.3191781262487996e-38,1.3185355475221489e-36,-5.645885760163879e-28,-1.1996897356846195e-30,6.72106601840797e-15,-3.0051379910287237e-34,-5.92440895441748e-34,2.86863838063505e-26,4.040408638243737e-33,3.2608900894844086e-28,1.3005526422020793e-36,-8.789058904778201e-37,1.9221439540373892e-17,-3.4870762506576945e-23,8.238947957579173e-22,1.5127862581646315e-18,-2.726617718958609e-27
7.310918052564824e-07,0.11224537177431734,0.0,0.0,0.0,0.0,0.3299995546498138,0.669999552325369,4.3841598971260235e-07,4.398762518269775e-07,3.4117350595124903e-09,6.772978413634643e-10,1.0801378745908182e-17,1.408669995729172e-09,3.50428776791813e-09,3.300367960226022e-09,7.740590646670799e-12,2.624226314812403e-10,1.4674125988589626e-10,1.3835520450316475e-13,6.022374821092569e-13,3.415641509618261e-21,1.6110602028279756e-13,7.228082790976751e-15,1.7762735031496056e-12,5.746304434558773e-19,3.713270014792492e-18,3.6130479226800404e-24,3.2687133069570314e-22,3.119536742494459e-27,2.195629487974333e-28,9.216254562729082e-27,1.0607482387699563e-25,7.036073445733836e-32,1.0771736445774798e-34,3.6542764625589033e-36,5.512467057342609e-35,5.8781620261845995e-34,1.531302715813917e-33,-2.3138414694798097e-38,-2.2908773597616833e-36,9.251225348478372e-28,2.0116461269089168e-30,7.0332813545329805e-15,4.924152444024764e-34,1.0568319991860572e-33,3.1382323133331417e-26,5.306843759628091e-33,3.5169910889141366e-28,4.899499041125043e-37,1.505351493800063e-36,1.9500918696577286e-17,5.971063772231371e-23,8.904131796354701e-22,1.6118767761863796e-18,4.670210475563981e-27
7.414816467588513e-07,0.11224537177208076,0.0,0.0,0.0,0.0,0.3299995482317863,0.6699995459004456,4.446839135720862e-07,4.461265426399886e-07,3.460536289396525e-09,6.838046168633225e-10,1.0954737984866792e-17,1.4347430125962438e-09,3.6048539081266686e-09,3.41583760849803e-09,8.076198095398109e-12,2.6698117582526905e-10,1.4917690169845e-10,1.4319315392010368e-13,6.272311805790263e-13,3.557390728735069e-21,1.7033075813561324e-13,7.379551127699288e-15,1.801834992019732e-12,6.015086136711138e-19,3.942362958793576e-18,1.0919885535752174e-24,3.317634543653256e-22,3.359757936293165e-27,2.374392160833271e-28,9.875722051064001e-27,1.152391686274541e-25,7.64247278049054e-32,1.1872476738689707e-34,1.104556746135353e-36,1.678396133248687e-35,1.7897411235083495e-34,2.257801954835698e-33,-8.338103752721322e-39,-1.1245411167491606e-36,2.942248804876382e-28,6.234998618214435e-31,7.354959379927478e-15,1.5660720535397284e-34,3.32263895368657e-34,3.4287807705336926e-26,5.3896729095935015e-33,3.7891338038726977e-28,-3.728058886252247e-38,4.546227425527031e-37,1.9779655688980562e-17,1.8036579029908886e-23,9.612549477687522e-22,1.7159331057252327e-18,1.4104847385470203e-27
