Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075)
0.0006275368929097837,0.11217806074662998,0.0,0.0,0.0,0.0,0.32562166647396723,0.6667752013473393,0.00014877709145065906,0.0002779084506603702,1.153485818297808e-06,2.9301204635464095e-07,3.651789243498776e-15,1.3150703605790798e-06,0.001390783221483444,0.0035199898345026795,0.001131431898431398,1.397144805281284e-07,1.3843860447254418e-07,1.90020895261837e-07,1.3974450471842042e-06,7.925714919902728e-15,0.00048681708533102107,5.98118812821995e-10,2.5283333127251223e-09,6.497942169719962e-09,4.1661459838700374e-05,6.141249496639832e-16,1.4442459216457262e-15,1.1994692206715847e-11,2.3181874097114267e-12,3.1982406888284575e-11,3.435328138080342e-07,2.2781824468179213e-13,1.1924471158546744e-13,2.5881100139078214e-18,5.480830776193286e-17,5.844531915293762e-16,9.520192163730262e-10,3.4306640923489537e-16,2.5853469954313936e-15,2.3971069655974794e-14,2.869463261015488e-17,1.7990271620230298e-08,1.2759198909542643e-20,8.570471341296153e-17,1.3675051026214743e-07,2.0843899256461988e-14,1.4793507449548106e-12,3.818672471144044e-13,2.1496273486556554e-19,9.429719821112413e-15,3.6145344374133834e-15,1.6478801485043702e-07,7.827194432557226e-07,3.648969018135712e-17
0.000641857021106543,0.1121753108167243,0.0,0.0,0.0,0.0,0.325446732516742,0.6666418489135713,0.00015038559170022268,0.00028337133702320734,1.1657520837674333e-06,2.98857571499468e-07,3.690640821561786e-15,1.3445409915464438e-06,0.0014334814800189006,0.0036739086799052567,0.0011783893586136457,1.4177377986302236e-07,1.42012287663428e-07,1.970088927536048e-07,1.4485956090540388e-06,8.215819192306469e-15,0.0005162506054898963,6.164582577976142e-10,2.594463501924767e-09,6.897398243900542e-09,4.512620531282127e-05,6.65866454947202e-16,1.5292227962946118e-15,1.3133307553975521e-11,2.5673096308359297e-12,3.5263076191632585e-11,3.8645839861575345e-07,2.562849036928215e-13,1.3561058339502867e-13,2.9688077021696762e-18,6.286676612184167e-17,6.703852682469494e-16,1.0937177970384148e-09,3.940592640364452e-16,3.0286091293288354e-15,2.6238035885665417e-14,3.140151470160436e-17,1.8534532957350435e-08,1.3965851796153337e-20,9.591499085465239e-17,1.531427018812244e-07,2.3342443841923972e-14,1.6241867801283889e-12,4.3862862986744964e-13,2.469151533093151e-19,9.921267126445663e-15,3.908516431839283e-15,1.7874722700757145e-07,8.398163385953035e-07,3.9575752822775346e-17
0.0006561771493033022,0.11217251390921534,0.0,0.0,0.0,0.0,0.3252684599465562,0.6665055281217988,0.00015198343202609297,0.00028884176712678134,1.1779265903305898e-06,3.04716130474319e-07,3.72920266794255e-15,1.3742212481634603e-06,0.001476379278047584,0.0038314119994652877,0.0012261727722928703,1.43827426638524e-07,1.456262727007307e-07,2.0409937320477915e-07,1.50047583182574e-06,8.510061792022691e-15,0.000546749775593499,6.350245802120939e-10,2.661305412834246e-09,7.312983035599352e-09,4.8796113588821866e-05,7.207896607569749e-16,1.6179634627398357e-15,1.435295914831779e-11,2.837447676499418e-12,3.8805460153204075e-11,4.3367159283803e-07,2.8759494659121335e-13,1.5381246039803416e-13,3.3959023632682817e-18,7.190676043722232e-17,7.667840396177734e-16,1.2527065163415277e-09,4.512608016178586e-16,3.5359181349869956e-15,2.8669529187674265e-14,3.430376389097081e-17,1.908541356182739e-08,1.526007914273719e-20,1.0708666823001824e-16,1.7108557739514627e-07,2.6077348124861364e-14,1.7799377013383684e-12,5.023011904819216e-13,2.827580486274857e-19,1.0463598173082412e-14,4.219440662809928e-15,1.93601474455425e-07,8.999221636733045e-07,4.2859851301612245e-17
0.0006704972775000615,0.11216967032081503,0.0,0.0,0.0,0.0,0.3250868368714454,0.6663662115811037,0.0001535708788664075,0.00029432043833732205,1.1900112442048873e-06,3.105885658166037e-07,3.7674808278638215e-15,1.4041123870499876e-06,0.0015194674102858485,0.003992532056952656,0.001274776694915564,1.4587571196612505e-07,1.4928106375565235e-07,2.1129220792198294e-07,1.5530836618946505e-06,8.808431071901157e-15,0.0005783296776686766,6.538184941155516e-10,2.7288625205147997e-09,7.745056266325627e-09,5.267884399894851e-05,7.790253155045122e-16,1.7105926122658795e-15,1.5657641981191263e-11,3.1299321400510733e-12,4.2625095943110025e-11,4.855016189100065e-07,3.2196670151375976e-13,1.7401371350964667e-13,3.8739708046720216e-18,8.202503582731598e-17,8.746811556967278e-16,1.4306649328899285e-09,5.152718626212829e-16,4.114928179901973e-15,3.127439281170611e-14,3.7411737773351307e-17,1.9642868660139674e-08,1.664658810478535e-20,1.192880118421281e-16,1.9068959552272604e-07,2.9065448543230725e-14,1.947210438682676e-12,5.735537661367173e-13,3.228679261900239e-19,1.1061689166363084e-14,4.547923881542397e-15,2.093950663713993e-07,9.631554056197768e-07,4.635170460710936e-17
0.0006848174056968208,0.11216678036063324,0.0,0.0,0.0,0.0,0.3249018513966986,0.6662238718126428,0.00015514817348093947,0.00029980799249427115,1.2020077545198113e-06,3.164756638763263e-07,3.805480722556048e-15,1.4342154870740645e-06,0.0015627368163940569,0.004157301335680713,0.001324195482445736,1.479189029841017e-07,1.5297713711194237e-07,2.1858726797504566e-07,1.6064170165693295e-06,9.110915219824328e-15,0.0006110053520542433,6.728406202391021e-10,2.797137894785973e-09,8.19397922137951e-09,5.678218474836633e-05,8.407072143606484e-16,1.80723744572965e-15,1.7051464791257403e-11,3.446152043803501e-12,4.673816135451406e-11,5.422959960721996e-07,3.5963063036163217e-13,1.9638872787641646e-13,4.407943634255215e-18,9.332580752732253e-17,9.951879247746793e-16,1.6293970234669124e-09,5.867374724423008e-16,4.7740309556903785e-15,3.406182368878451e-14,4.073619355403138e-17,2.0206849982083885e-08,1.813027410494366e-20,1.325906634411712e-16,2.1207069965999064e-07,3.2324417525500255e-14,2.126635583980095e-12,6.531043800370514e-13,3.676489794255323e-19,1.1720880330160463e-14,4.894594265877068e-15,2.2617417897865963e-07,1.0296390930318468e-06,5.00614419022811e-17
0.00069913753389358,0.11216384435051321,0.0,0.0,0.0,0.0,0.32471349164910634,0.6660784812589258,0.00015671553473332832,0.0003053050231642224,1.2139176550260193e-06,3.2237816240114904e-07,3.843207217983033e-15,1.4645314714023585e-06,0.0016061785706737097,0.004325752516688058,0.001374423283921958,1.4995724597188983e-07,1.5671494419677583e-07,2.2598442278228338e-07,1.6604737735215773e-06,9.417502198872302e-15,0.0006447917967835377,6.920914971677388e-10,2.8661342471275632e-09,8.660114552473648e-09,6.111405116147904e-05,9.059722083596154e-16,1.908027690704085e-15,1.8538650298743452e-11,3.787556206471659e-12,5.116148988038292e-11,6.044211907300224e-07,4.008297600947583e-13,2.211234210525689e-13,5.0031258445315405e-18,1.0592119471607125e-16,1.1294999395378602e-15,1.8508377059021962e-09,6.663491173953008e-16,5.522411618938244e-15,3.7041385336741473e-14,4.428830164886135e-17,2.077730626282242e-08,1.9716227703108907e-20,1.4706973541891982e-16,2.3535047620457898e-07,3.5872787622921293e-14,2.3188679780420446e-12,7.417227752756453e-13,4.1753451619584045e-19,1.2446894841780602e-14,5.260091482608814e-15,2.4398691847177887e-07,1.0995009754134678e-06,5.399961947191327e-17
0.0007134576620903393,0.11216086262527473,0.0,0.0,0.0,0.0,0.3245217457983143,0.6659300122922158,0.00015827316153802675,0.00031081208205459705,1.2257423231299949e-06,3.282967572932313e-07,3.880664685112317e-15,1.4950611286499363e-06,0.0016497838732243782,0.00449791845919661,0.001425454035076914,1.5199096909292176e-07,1.604949144539718e-07,2.3348353957182297e-07,1.7152517659467623e-06,9.728179719874268e-15,0.0006797039668099022,7.115715963384036e-10,2.9358539885609573e-09,9.143826261332003e-09,6.568248381211437e-05,9.749602483317177e-16,2.0130956362321087e-15,2.0123535636993223e-11,4.155654770854164e-12,5.59125871436354e-11,6.722632754947615e-07,4.4582011978342014e-13,2.484157708328363e-13,5.66521795354007e-18,1.1993166606502876e-16,1.2789018282187446e-15,2.0970595645348207e-09,7.548470891806018e-16,6.370106785216719e-15,4.022302227918512e-14,4.807966103246453e-17,2.1354183785148048e-08,2.1409742272135523e-20,1.6280390700013618e-16,2.606563133256881e-07,3.972997570971125e-14,2.524587335295094e-12,8.402330247117887e-13,4.72988427962964e-19,1.3245858315932598e-14,5.645066808741864e-15,2.6288338485339996e-07,1.1728737067396607e-06,5.817723874802832e-17
0.0007277777902870985,0.11215783553294692,0.0,0.0,0.0,0.0,0.3243266020755784,0.6657784372221495,0.00015982123502533121,0.0003163296846657175,1.2374829967854024e-06,3.3423210851693226e-07,3.917857053395735e-15,1.5258051299357052e-06,0.001693544042396461,0.004673832183115535,0.0014772814529178842,1.540202848250917e-07,1.643174576928942e-07,2.41084482664714e-07,1.770748777174473e-06,1.0042935210842537e-14,0.0007157567731051559,7.312813282477588e-10,3.0062992582468733e-09,9.645479561460519e-09,7.049564653676038e-05,1.0478144044104408e-15,2.122576156588561e-15,2.1810572524302338e-11,4.5520206104848485e-12,6.100964646022208e-11,7.462285964916399e-07,4.948711831422756e-13,2.784763538302453e-13,6.400337861468158e-18,1.3548650033574785e-16,1.4447721662173003e-15,2.3702797789416783e-09,8.530228964036551e-16,7.328065567581512e-15,4.3617075098892074e-14,5.2122315245360245e-17,2.193742689149479e-08,2.3216322011271037e-20,1.798755204232298e-16,2.8812156005191307e-07,4.391630723169149e-14,2.7444988539940707e-12,9.495162155071764e-13,5.345067009822484e-19,1.4124318830670339e-14,6.050183202641365e-15,2.829157366355969e-07,1.2498950332468137e-06,6.260576444033725e-17
0.0007420979184838578,0.1121547634349459,0.0,0.0,0.0,0.0,0.3241280487902005,0.665623728302673,0.00016135992045863834,0.00032185831525720945,1.2491407894799967e-06,3.4018484528883614e-07,3.954787858213787e-15,1.5567640446424509e-06,0.001737450508393426,0.004853526853360299,0.0015298990311787804,1.560453921004773e-07,1.6818296620524072e-07,2.48787112308694e-07,1.8269625323820481e-06,1.0361755769975052e-14,0.0007529650816513222,7.512210495605062e-10,3.0774719539540854e-09,1.0165440626019625e-08,7.55618243276202e-05,1.124680860441717e-15,2.2366067282817525e-15,2.3604327152630063e-11,4.97829061489885e-12,6.647156367575827e-11,8.267444484301442e-07,5.482663162120252e-13,3.1152890218163006e-13,7.215043925612745e-18,1.5272427253426835e-16,1.6285886602510362e-15,2.6728672562436065e-09,9.61721740085605e-16,8.40821517642882e-15,4.723429509309146e-14,5.642876776913358e-17,2.252697845539463e-08,2.5141689747750647e-20,1.983706758763518e-16,3.178856855163694e-07,4.845304047889864e-14,2.9793338226976952e-12,1.0705132049177306e-12,6.026189676073098e-19,1.5089267471422543e-14,6.476115363676455e-15,3.0413825632414103e-07,1.3307079852217014e-06,6.729714310189439e-17
0.0007564180466806171,0.11215164670622704,0.0,0.0,0.0,0.0,0.323926074343925,0.6654658577383383,0.00016288936890856902,0.00032739843120898086,1.260716703240151e-06,3.461555707138364e-07,3.991460282064709e-15,1.5879383562499949e-06,0.001781494807866157,0.00503703576579981,0.0015833000365457065,1.5806647817656727e-07,1.720918169127652e-07,2.565912848023334e-07,1.8838906981859824e-06,1.0684628163338014e-14,0.0007913437123559422,7.713910771204277e-10,3.1493737837643626e-09,1.0704076650243065e-08,8.088942111927417e-05,1.2057089727943796e-15,2.3553274739333197e-15,2.550948037197368e-11,5.436167279835817e-12,7.231795432631325e-11,9.142597572365313e-07,6.063032300560433e-13,3.478108693576773e-13,8.116358616197244e-18,1.7179335228745244e-16,1.8319334628347156e-15,3.0073499678404296e-09,1.0818450571317273e-15,9.62352872676934e-15,5.1085861517663836e-14,6.101200043560283e-17,2.3122780422597185e-08,2.719179611642859e-20,2.1837932814518957e-16,3.500944382255535e-07,5.3362390861814236e-14,3.2298502769884406e-12,1.2042274516998351e-12,6.778901001602439e-19,1.614815942506859e-14,6.923549875558133e-15,3.2660741680980795e-07,1.4154610729095589e-06,7.226382299519109e-17
0.0007707381748773763,0.11214848573540302,0.0,0.0,0.0,0.0,0.3237206672434925,0.6653047976900262,0.00016440971874168462,0.0003329504668345224,1.2722116402498654e-06,3.521448657800821e-07,4.02787719136643e-15,1.6193284745579381e-06,0.0018256685793862457,0.005224392334670298,0.0016374775055805289,1.6008372029486414e-07,1.760443730238598e-07,2.6449685241650964e-07,1.941530881811831e-06,1.101153882015816e-14,0.0008309074379132243,7.917916911808398e-10,3.2220062825121546e-09,1.126175575045371e-08,8.648695746749278e-05,1.2910512958630388e-15,2.47888119384845e-15,2.7530827621818947e-11,5.927420127809725e-12,7.856916964821451e-11,1.009245769783542e-06,6.692944381636077e-13,3.8757400426253093e-13,9.111792820583009e-18,1.928524158575264e-16,2.05649863219228e-15,3.3764224917209637e-09,1.2143531311081008e-15,1.09880960765229e-14,5.5183400442213214e-14,6.58854936678309e-17,2.3724774324872006e-08,2.9372829596874327e-20,2.3999538395141364e-16,3.849000052229889e-07,5.866755517155731e-14,3.496833640314903e-12,1.3517279224624738e-12,7.609218469907802e-19,1.7308935622471684e-14,7.393185292649872e-15,3.503819486144255e-07,1.5043084867486194e-06,7.751877401606797e-17
0.0007850583030741356,0.11214528092485172,0.0,0.0,0.0,0.0,0.32351181611153296,0.6651405202801807,0.00016592109693689753,0.00033851483669474874,1.283626413174172e-06,3.5815329280513244e-07,4.064041169132097e-15,1.6509347467527929e-06,0.0018699635597115999,0.005415630081293002,0.0016924242422964178,1.6209728712676294e-07,1.8004098541296476e-07,2.7250366215325873e-07,1.9998806231550958e-06,1.134247378779523e-14,0.0008716709826200148,8.12423138409625e-10,3.295370826691639e-09,1.1838846611127763e-08,9.236306811308396e-05,1.3808635512920708e-15,2.607413378429879e-15,2.967327847014885e-11,6.4538868464055915e-12,8.524631083105472e-11,1.1121967501390989e-06,7.375677181762769e-13,4.3108494528468175e-13,1.0209371552161811e-17,2.1607098760991514e-16,2.3040919062465466e-15,3.782953760128079e-09,1.360267765417575e-15,1.2517200130960401e-14,5.95390009241859e-14,7.106324331756217e-17,2.433290174236801e-08,3.1691225123543317e-20,2.633167954725262e-16,4.224611709948198e-07,6.439273580074445e-14,3.7810973513028585e-12,1.5141520675285504e-12,8.523545076639101e-19,1.8580044889582574e-14,7.885732189000589e-15,3.7552290785072837e-07,1.5974103014942682e-06,8.307550794592673e-17
0.0007993784312708949,0.11214203269077126,0.0,0.0,0.0,0.0,0.3232995096960174,0.6649729975975694,0.00016742362024229073,0.0003440919384787527,1.2949617541268333e-06,3.641813985489549e-07,4.099954543386935e-15,1.6827574691309634e-06,0.001914371580718443,0.0056107826239541895,0.0017481328162963976,1.6410734003679643e-07,1.840819942417967e-07,2.806115563347033e-07,2.058937397168285e-06,1.1677418745280396e-14,0.0009136490211659376,8.332856456125033e-10,3.3694686832179144e-09,1.243571863798396e-08,9.852649944658848e-05,1.4753047061938983e-15,2.7410722606596165e-15,3.194185651919298e-11,7.017474957340463e-12,9.23712470045699e-11,1.2236306821522416e-06,8.114665778169024e-13,4.78625822517895e-13,1.1417660286996318e-17,2.416299946732106e-16,2.5766426172843703e-15,4.229995012439021e-09,1.520675023438507e-15,1.4227395573989857e-14,6.416523549125911e-14,7.65597825938423e-17,2.4947104846600853e-08,3.415367498915138e-20,2.884456569537494e-16,4.6294347597430107e-07,7.056316490321228e-14,4.083483552475471e-12,1.6927088712726722e-12,9.528686500722033e-19,1.9970466643745843e-14,8.401913322388143e-15,4.0209374506422146e-07,1.6949326843103601e-06,8.894810013908232e-17
0.0008136985594676541,0.11213874146323771,0.0,0.0,0.0,0.0,0.32308373687840797,0.6648022017016229,0.00016891739620510994,0.0003496821554928956,1.3062183227052916e-06,3.702297168391439e-07,4.135619412642359e-15,1.714796895885984e-06,0.0019588845669198103,0.00580988366883248,0.0018045955614259647,1.6611403419997775e-07,1.8816773014347708e-07,2.8882037323246707e-07,2.1186986175660057e-06,1.2016359024330196e-14,0.0009568561774153388,8.543794208837762e-10,3.4443010174669453e-09,1.3052741929658645e-08,0.0001049861068729883,1.5745370138474218e-15,2.880008858841991e-15,3.434169912581215e-11,7.62016328969814e-12,9.99666319866684e-11,1.344089977889454e-06,8.91350724698388e-13,5.304948651464502e-13,1.274579182446864e-17,2.697223326361406e-16,2.8762077243158354e-15,4.720787953765701e-09,1.6967280356709335e-15,1.6136590420670774e-14,6.90751843436333e-14,8.239020836298573e-17,2.556732692826103e-08,3.676714172808989e-20,3.154883039278976e-16,5.065193745395245e-07,7.720512847649723e-14,4.4048637677135805e-12,1.888681977066397e-12,1.063186869546558e-18,2.148973413855865e-14,8.942463740403225e-15,4.3016037490510506e-07,1.797048107345674e-06,9.515121133144366e-17
0.0008280186876644134,0.11213540768623685,0.0,0.0,0.0,0.0,0.3228644866806268,0.6646281046264217,0.00017040252409792866,0.00035528585879624484,1.3173967132985625e-06,3.762987707533989e-07,4.1710376690148654e-15,1.7470532468025283e-06,0.0020034945335164374,0.006012967001849701,0.0018618045749119808,1.6811751957243627e-07,1.9229851497697546e-07,2.971299455076319e-07,2.1791616281750067e-06,1.2359279560287441e-14,0.0010013070231891332,8.757046520071274e-10,3.5198688917987237e-09,1.3690286768843181e-08,0.00011175085206608097,1.6787259445659937e-15,3.024376978620071e-15,3.687805655624014e-11,8.264002890463299e-12,1.0805591748065126e-10,1.4741421912123737e-06,9.775965395420307e-13,5.870070305866844e-13,1.420349475914078e-17,3.005534650150581e-16,3.2049782055483504e-15,5.258773118014652e-09,1.8896498663634426e-15,1.8264134097745388e-14,7.428245290458258e-14,8.857019924122164e-17,2.6193512864264383e-08,3.953886745938667e-20,3.4455540431081134e-16,5.533683923259416e-07,8.434599033987602e-14,4.746139547711564e-12,2.103432878529305e-12,1.1840755852921708e-18,2.3147958196720197e-14,9.508130808491262e-15,4.5979124643268183e-07,1.9039355639905773e-06,1.017001095617054e-16
0.0008423388158611727,0.11213203181767162,0.0,0.0,0.0,0.0,0.322641748271024,0.6644506783843305,0.00017187909571525346,0.00036090340903310674,1.3284974612395243e-06,3.8238907466124183e-07,4.206211017733906e-15,1.7795267157802176e-06,0.0020481935848820137,0.006220066481336604,0.0019197517169236141,1.701179417257538e-07,1.9647466306593303e-07,3.0554010099974855e-07,2.2403237062085723e-06,1.2706164910692104e-14,0.0010470160770543278,8.972615209241322e-10,3.596173315270031e-09,1.434872386731008e-08,0.0001188298001293682,1.7880402847787735e-15,3.1743332723750612e-15,3.955629160773193e-11,8.95111877329178e-12,1.166633719191619e-10,1.6143807363310503e-06,1.0705975526954655e-12,6.484946417712668e-13,1.5801122668106235e-17,3.343420377358269e-16,3.5652856109680664e-15,5.8475984347002745e-09,2.100736444901245e-15,2.0630908293567493e-14,7.980119554518526e-14,9.511604100757496e-17,2.682560967529818e-08,4.2476386516045926e-20,3.757620541770411e-16,6.036772827320076e-07,9.20142159894181e-14,5.108243193545781e-12,2.3384041827652353e-12,1.3163468773467704e-18,2.4955851470756886e-14,1.0099674391699949e-14,4.910574142442625e-07,2.0157807888029233e-06,1.0861069370302544e-16
0.0008566589440579319,0.11212861432934787,0.0,0.0,0.0,0.0,0.3224155109694413,0.664269894969328,0.00017334719610055167,0.0003665351579907532,1.3395210484671037e-06,3.885011359004213e-07,4.241140995132056e-15,1.8122174770874254e-06,0.0020929739134224524,0.006431216031430227,0.0019784286105063997,1.7211544259485575e-07,2.0069648212434517e-07,3.1405066422972953e-07,2.302182070629356e-06,1.305699930271213e-14,0.0010939978031324403,9.190502036078204e-10,3.6732152465288784e-09,1.5028424463391523e-08,0.00012623211666305126,1.902652207676649e-15,3.3300372997408423e-15,4.2381879116026355e-11,9.683711513485286e-12,1.2581409837692406e-10,1.7654256107974476e-06,1.1707649235952142e-12,7.153080242046365e-13,1.7549683621981118e-17,3.7132050046043306e-16,3.959608687910638e-15,6.4911279996312084e-09,2.331359563532798e-15,2.3259420137335187e-14,8.564614728592376e-14,1.0204466151626876e-16,2.7463567062339383e-08,4.5587542320288437e-20,4.092278803639753e-16,6.57640182508792e-07,1.0023939631341405e-13,5.4921384738302135e-12,2.595122947441597e-12,1.4608603651070146e-18,2.692475324919717e-14,1.0717866987324168e-14,5.2403261038911e-07,2.1327764820975254e-06,1.158995171333858e-16
0.0008709790722546912,0.11212515570697808,0.0,0.0,0.0,0.0,0.32218576425143713,0.6640857263600788,0.00017480690418946856,0.0003721814499090426,1.3504679086532785e-06,3.946354560483636e-07,4.275828984844138e-15,1.8451256908670303e-06,0.0021378277987854273,0.006646449636124168,0.002037826641895413,1.7411016111077972e-07,2.0496427344888682e-07,3.2266145439419186e-07,2.3647338728052395e-06,1.3411766580147173e-14,0.001142266609940747,9.410708634938885e-10,3.7509955751382994e-09,1.5729759604200233e-08,0.00013396706472661545,2.0227371510070448e-15,3.491651511908306e-15,4.5360404751844117e-11,1.0464057839860331e-11,1.3553404624605526e-10,1.927924122198551e-06,1.2785279226826648e-12,7.878161682995764e-13,1.9460871527092863e-17,4.1173576628942025e-16,4.390580415855944e-15,7.19345104711493e-09,2.5829699305767475e-15,2.617390312436872e-14,9.183264241676017e-14,1.0937364964008882e-16,2.810733790693914e-08,4.888049729595578e-20,4.450771280600337e-16,7.154587662789903e-07,1.0905227114462106e-13,5.898821291367387e-12,2.875204079796517e-12,1.6185251207156014e-18,2.906665471925878e-14,1.1363493720553494e-14,5.587933168330387e-07,2.2551225380496353e-06,1.2358381146726253e-16
0.0008852992004514505,0.11212165645011968,0.0,0.0,0.0,0.0,0.32195249775182416,0.663898144522743,0.00017625829338403654,0.000377842622585345,1.3613384316243668e-06,4.0079253222258523e-07,4.310276231835493e-15,1.8782515090191394e-06,0.0021827476073359277,0.0068658013338788685,0.0020979369611344814,1.7610223375219876e-07,2.0927833285639067e-07,3.31372286008565e-07,2.4279761987297627e-06,1.377045021602177e-14,0.0011918368492643435,9.6332366708308e-10,3.829515173979107e-09,1.6453100464461425e-08,0.00014204400171229076,2.1484739345261215e-15,3.659341313843393e-15,4.849756427500459e-11,1.1294512444131835e-11,1.458500307647716e-10,2.102551618314352e-06,1.3943344156178464e-12,8.664073988945311e-13,2.1547098339324077e-17,4.55849889718982e-16,4.8609952358829254e-15,7.958891122153783e-09,2.8571002847826753e-15,2.940042136993894e-14,9.837664161084202e-14,1.1712128430038703e-16,2.8756878834293014e-08,5.2363747301877926e-20,4.834387552499234e-16,7.773423998404767e-07,1.1848475262724397e-13,6.329320435083525e-12,3.1803538035665015e-12,1.7903016206825652e-18,3.1394224729835444e-14,1.2037352538540175e-14,5.954188386795268e-07,2.383026275889093e-06,1.3168151172495299e-16
0.0008996193286482097,0.11211811707214357,0.0,0.0,0.0,0.0,0.32171570126758486,0.6637071214135737,0.00017770143204971596,0.0003835190082799465,1.372132967199832e-06,4.069728581222472e-07,4.34448385465508e-15,1.9115950796308546e-06,0.0022277257918671134,0.00708930521273362,0.002158750482990867,1.7809179502143107e-07,2.1363895157522535e-07,3.4018297145162875e-07,2.4919060814104046e-06,1.4133033382846881e-14,0.0012427228150559352,9.858087843849556e-10,3.908774903315438e-09,1.7198818636341842e-08,0.00015047237612796544,2.280044878491231e-15,3.833275154246974e-15,5.179916292176303e-11,1.217750978194551e-11,1.5678975271033765e-10,2.2900122201672076e-06,1.5186513494106497e-12,9.51490039207374e-13,2.382152630337222e-17,5.0394074521355325e-16,5.373816286687888e-15,8.7920154520486e-09,3.155368574912385e-15,3.2966975320916586e-14,1.0529477286956815e-13,1.2530658005583161e-16,2.9412150772474543e-08,5.60461434273145e-20,5.24446539970718e-16,8.435082921989124e-07,1.2856994839019485e-13,6.784698352403632e-12,3.5123731984626995e-12,1.977203738346036e-18,3.3920836089855476e-14,1.2740254381135497e-14,6.339913780722922e-07,2.5167026760494358e-06,1.402112820325332e-16
0.000913939456844969,0.1121145381001643,0.0,0.0,0.0,0.0,0.3214753647602025,0.6635126289813197,0.0001791363839990962,0.00038921093446098485,1.38285182911935e-06,4.131769246390011e-07,4.378452857820241e-15,1.945156551055175e-06,0.002272754891518615,0.007316995405868602,0.002220257888142985,1.8007897787023178e-07,2.180464158947908e-07,3.4909331859411413e-07,2.556520492314585e-06,1.4499498904105027e-14,0.001294938742394787,1.0085263756360503e-09,3.988775569768993e-09,1.7967285161383146e-08,0.0001592617242833821,2.4176356173299172e-15,4.0136244832430315e-15,5.527111375026007e-11,1.3115564276402926e-11,1.6838180806719783e-10,2.4910395572044163e-06,1.6519652399667107e-12,1.043493101347206e-12,2.6298102236447778e-17,5.563027486110136e-16,5.932183097352062e-15,9.69764451359363e-09,3.4794811894499045e-15,3.690361654767783e-14,1.1260435203194654e-13,1.3394930784643651e-16,3.0073119478558e-08,5.993690291014671e-20,5.682391646530532e-16,9.14181646120356e-07,1.3934218449476828e-13,7.266051824863802e-12,3.8731617957339346e-12,2.1803007679056437e-18,3.66605922832677e-14,1.3473023129371235e-14,6.745961086053943e-07,2.656374619650456e-06,1.4919254102666776e-16
0.0009282595850417282,0.11211092007499286,0.0,0.0,0.0,0.0,0.3212314783575216,0.6633146391694307,0.00018056320886585675,0.0003949187244088561,1.3934952978912608e-06,4.19405220647403e-07,4.4121841408563265e-15,1.9789360759290684e-06,0.0023178275318561244,0.007548906087554989,0.002282449624628973,1.8206391402790371e-07,2.2250100780973246e-07,3.581031308252797e-07,2.6218163407315256e-06,1.486982925063066e-14,0.0013484988064934847,1.0314766095567053e-09,4.069517986227461e-09,1.8758870884681667e-08,0.000168421666891836,2.561435224382604e-15,4.200563808332506e-15,5.891943661013001e-11,1.411127212227945e-11,1.8065570798679544e-10,2.706397504390827e-06,1.7947826608999652e-12,1.1428669886075749e-12,2.8991592958896246e-17,6.13247602523702e-16,6.53941953599066e-15,1.0680861794586803e-08,3.831236242340587e-15,4.1242566793987726e-14,1.203234122019588e-13,1.4307002630268533e-16,3.073975614383433e-08,6.40456248019262e-20,6.149603076470779e-16,9.895958071688238e-07,1.508370281513884e-13,7.774512759719749e-12,4.264721235893837e-12,2.4007194834496466e-18,3.962835463947087e-14,1.4236495806241566e-14,7.173212503910247e-07,2.8022731303673777e-06,1.5864548885047287e-16
0.0009425797132384875,0.11210726355100273,0.0,0.0,0.0,0.0,0.320984032355193,0.6631131239181303,0.00018198196251236807,0.0004006426976797705,1.4040636239183556e-06,4.2565823365761373e-07,4.4456785083409304e-15,2.0129338137589927e-06,0.0023629364250743576,0.0077850714694196205,0.0023453159094881603,1.8404673432877848e-07,2.2700300612926385e-07,3.672122107956674e-07,2.6877904886248246e-06,1.5244006624848318e-14,0.001403417121731401,1.0546596648986751e-09,4.151002979576729e-09,1.957394700642187e-08,0.00017796190558106855,2.711636402165704e-15,4.394270833249956e-15,6.275025726305188e-11,1.5167313407938903e-11,1.9364190078029943e-10,2.9368809203525965e-06,1.9476307330422985e-12,1.2500841778049392e-12,3.1917620316052826e-17,6.751050332531338e-16,7.199041667907503e-15,1.1747023746957738e-08,4.21252692227993e-15,4.601833710517886e-14,1.2847075693517759e-13,1.526901415809889e-16,3.141203792161621e-08,6.838231827932226e-20,6.647587579740192e-16,1.069992411047238e-06,1.630913101777511e-13,8.31124900868893e-12,4.689158997036984e-12,2.639646237718448e-18,4.28397700295807e-14,1.5031522798840056e-14,7.622581456784301e-07,2.95463762132769e-06,1.685911343574059e-16
