Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186)
1.8648218483132408e-07,0.11224537194426362,0.0,0.0,0.0,0.0,0.3299998874079247,0.6699998867576973,1.1149831213156749e-07,1.1209175023792291e-07,8.663888611013145e-10,3.3608107825371434e-10,2.7426023714205503e-18,1.7009706531680812e-10,2.2665443685060811e-10,8.72678312063057e-11,1.2805044343541774e-13,3.7529114401850065e-11,2.3147241252785612e-11,5.08091584027368e-15,9.196936483545e-15,5.2161114175189553e-23,5.730680460215869e-16,1.3113919016386888e-15,4.474305220150671e-13,6.5253400740028854e-21,1.0300737199815872e-20,1.536505718728163e-29,4.8126228386820874e-24,2.3866154097049724e-30
2.0036447514936538e-07,0.11224537193866585,0.0,0.0,0.0,0.0,0.32999987900722694,0.6699998782898279,1.1979917413064667e-07,1.2045101788360418e-07,9.310187264531084e-10,3.447825011020861e-10,2.9471918245214747e-18,1.9307819344286976e-10,2.61761512489377e-10,1.0696453185054143e-10,1.5882539465745677e-13,4.2177156459558817e-11,2.5881509943373682e-11,6.045578820657226e-15,1.1605134056261341e-14,6.58193874421743e-23,7.810114420071064e-16,1.423779266653143e-15,4.81049655795928e-13,8.31033488138239e-21,1.4149536931821094e-20,1.9415123630406906e-29,6.072797933001589e-24,3.53230879547774e-30
2.1424676546740667e-07,0.11224537193313062,0.0,0.0,0.0,0.0,0.32999987060306196,0.6699998698189947,1.281009589024637e-07,1.2881007890489323e-07,9.956557499796771e-10,3.53483718672201e-10,3.1518039372245585e-18,2.1703751845775305e-10,2.9939618066404737e-10,1.2920888952441272e-10,1.941750031400777e-13,4.696722936744389e-11,2.8680402428713353e-11,7.108108155121071e-15,1.4397172971626852e-14,8.165464574356568e-23,1.0410474014109145e-15,1.5381774552386412e-15,5.146788593742443e-13,1.0403095106473795e-20,1.900651999138552e-20,2.4124688980848267e-29,7.533831764375858e-24,5.086673348904807e-30
2.2812905578544797e-07,0.11224537192765872,0.0,0.0,0.0,0.0,0.32999986219531346,0.6699998613451967,1.3640378073957954e-07,1.3716893335994842e-07,1.0603008234825614e-09,3.621847431727315e-10,3.3564415325777466e-18,2.419031270069641e-10,3.395587825452735e-10,1.541031300677807e-10,2.344168562766481e-13,5.1885366856065483e-11,3.153592517826632e-11,8.271258446292918e-15,1.7599443830390145e-14,9.981656535944519e-23,1.3611382347846938e-15,1.6545883124439099e-15,5.483185997887976e-13,1.2829793821575324e-20,2.5038756278404075e-20,2.95409499988216e-29,9.209534170367294e-24,7.150193036762145e-30
2.4201134610348926e-07,0.11224537192225088,0.0,0.0,0.0,0.0,0.3299998537838744,0.6699998528684326,1.447077449511431e-07,1.4552758131796047e-07,1.1249547686941534e-09,3.7088558158704977e-10,3.56110721182103e-18,2.6760721091260226e-10,3.822496934909184e-10,1.8174188743192543e-10,2.798687200250867e-13,5.691903551442039e-11,3.444112893556032e-11,9.537720196019554e-15,2.1237885701637443e-14,1.2045226167407979e-22,1.7497681269745882e-15,1.773013524660307e-15,5.819693077150682e-13,1.5616902332996983e-20,3.242684632888967e-20,3.5712950268222546e-29,1.111347871423697e-23,9.840468432433214e-30
2.5589363642153056e-07,0.11224537191690746,0.0,0.0,0.0,0.0,0.32999984536864585,0.6699998443887006,1.530129485697539e-07,1.5388602288465988e-07,1.189618342774851e-09,3.79586209520031e-10,3.765803371787239e-18,2.940863096216137e-10,4.274693192378608e-10,2.1221267494963722e-10,3.30848558834079e-13,6.205689682062768e-11,3.738986894193676e-11,1.0910152780512066e-14,2.5337954144172227e-14,1.4370610780676588e-22,2.2159432282864668e-15,1.8934541302665207e-15,6.156313807034169e-13,1.8791151953489408e-20,4.1365533708552246e-20,4.269893123751428e-29,1.3258985968278973e-23,1.3296507149082605e-29
2.6977592673957185e-07,0.11224537191162921,0.0,0.0,0.0,0.0,0.3299998369495369,0.6699998359060001,1.6131948083990785e-07,1.6224425813877943e-07,1.2542922421416244e-09,3.8828663446091503e-10,3.970532217023695e-18,3.212809537208708e-10,4.75218094299511e-10,2.455963275995562e-10,3.876745373656861e-13,6.728875845809427e-11,4.037678557893907e-11,1.2391174516660141e-14,2.9924650007390026e-14,1.6971989795808485e-22,2.76917269437459e-15,2.0159118869702157e-15,6.493051840972685e-13,2.237955084632805e-20,5.206340417020805e-20,5.054581205714518e-29,1.5659138536861846e-23,1.7671181236090487e-29
2.8365821705761315e-07,0.11224537190641637,0.0,0.0,0.0,0.0,0.3299998285264636,0.6699998274203295,1.6962742377496928e-07,1.7060228713807507e-07,1.3189771068061794e-09,3.9698688934276426e-10,4.175295773524464e-18,3.4913558551492993e-10,5.254964794954202e-10,2.8196743352044583e-10,4.5066502987480536e-13,7.260544655035193e-11,4.339719096699936e-11,1.3983354712492585e-14,3.502253643787568e-14,1.9863294386412588e-22,3.419460115464538e-15,2.1403890035650725e-15,6.829910534696967e-13,2.6409388177078603e-20,6.474307853332669e-20,5.929365340406491e-29,1.832678996560274e-23,2.3134448888195227e-29
2.9754050737565444e-07,0.1122453719012693,0.0,0.0,0.0,0.0,0.3299998200993489,0.6699998189316873,1.7793685268732815e-07,1.789601100063905e-07,1.3836735244806033e-09,4.0568694510721616e-10,4.380095901723222e-18,3.775983985838442e-10,5.783049597661628e-10,3.2139476357080545e-10,5.201386288973671e-13,7.799870275302841e-11,4.644698476554956e-11,1.5689215254478983e-14,4.0655746153056335e-14,2.305821160497132e-22,4.177295048861982e-15,2.2668858106810055e-15,7.166892987627415e-13,3.090823596628301e-20,7.964136324273562e-20,6.901311828208094e-29,2.127456863469418e-23,2.9887509002316205e-29
3.1142279769369574e-07,0.11224537189618836,0.0,0.0,0.0,0.0,0.329999811668122,0.6699998104400728,1.8624783672857447e-07,1.8731772689435657e-07,1.448382034803252e-09,4.143867495844121e-10,4.5849343098729396e-18,4.0662130015385134e-10,6.336440416975083e-10,3.6394168104407024e-10,5.964141560769954e-13,8.346105160201663e-11,4.9522533218254754e-11,1.7511232984197376e-14,4.6847982314577024e-14,2.65701848781726e-22,5.053650446753629e-15,2.395402199663047e-15,7.504002052687659e-13,3.5903946416811685e-20,9.700968749029641e-20,7.978168472859948e-29,2.451487816134473e-23,3.81561252191793e-29
3.2530508801173703e-07,0.11224537189117374,0.0,0.0,0.0,0.0,0.3299998032327177,0.6699998019454844,1.945604392865288e-07,1.9567513782113283e-07,1.513103132499966e-09,4.230863855361255e-10,4.789812564061816e-18,4.3615959136230624e-10,6.915142522749718e-10,4.096665078858582e-10,6.798106642193515e-13,8.898576756828287e-11,5.2620661754842856e-11,1.9451843802908683e-14,5.3622528098121387e-14,3.0412419434468066e-22,6.0599689517724315e-15,2.5259428006344545e-15,7.841240304207163e-13,4.1424653930160244e-20,1.1711396562677527e-19,9.15958720926985e-29,2.805990220261507e-23,4.8168306816335526e-29
3.3918737832977833e-07,0.11224537188622584,0.0,0.0,0.0,0.0,0.32999979479307645,0.6699997934479214,2.028747184982717e-07,2.0403234280442106e-07,1.5778372713207786e-09,4.3178594025672137e-10,4.9947321006657396e-18,4.661718927762675e-10,7.519161366079131e-10,4.586229223990115e-10,7.706474463354577e-13,9.456675766584902e-11,5.573855093963149e-11,2.1513441488411195e-14,6.100225013284946e-14,3.459788425481403e-22,7.208161323673086e-15,2.658511634210827e-15,8.17861010769686e-13,4.749877463057975e-20,1.4023510700915711e-19,1.0446443511459647e-28,3.1921606469867e-23,6.018046709111279e-29
3.530696686478196e-07,0.1122453718813446,0.0,0.0,0.0,0.0,0.3299997863491432,0.6699997849473822,2.1119072748880958e-07,2.123893421453564e-07,1.6425848657703541e-09,4.4048522062387585e-10,5.199694231805357e-18,4.966197577321256e-10,8.148502575667612e-10,5.108602226810803e-10,8.69244031195722e-13,1.0019858480176364e-10,5.887378621854896e-11,2.3698378842848048e-14,6.90096183596998e-14,3.9139323335544215e-22,8.510584912259247e-15,2.7931007607531143e-15,8.516113742963395e-13,5.415500895714103e-20,1.6666846518764803e-19,1.1861252711822117e-28,3.611174959716919e-23,7.452269351399036e-29
3.669519589658609e-07,0.1122453718765302,0.0,0.0,0.0,0.0,0.3299997779008676,0.6699997764438658,2.1950851499648198e-07,2.2074613607707174e-07,1.707346296177361e-09,4.4918410401241426e-10,5.404700161424948e-18,5.274677244063206e-10,8.80317192722035e-10,5.664237797606707e-10,9.759201989400388e-13,1.058762929482988e-10,6.202419120130755e-11,2.600896567386114e-14,7.766669958528685e-14,4.404925203228687e-22,9.980053424075767e-15,2.9297072798326595e-15,8.85375326219191e-13,6.142233975126836e-20,1.967249484648618e-19,1.341702746535311e-28,4.064187904842746e-23,9.153315851165849e-29
3.808342492839022e-07,0.11224537187178316,0.0,0.0,0.0,0.0,0.32999976944820375,0.6699997679373714,2.2782812535035577e-07,2.291027242827812e-07,1.7721219088055703e-09,4.578830203591037e-10,5.609750985689321e-18,5.586828962304299e-10,9.483175352838247e-10,6.253551147311437e-10,1.0909959674894864e-12,1.1159550601876587e-10,6.518794989293949e-11,2.8447473047667944e-14,8.699518610307728e-14,4.93399732924891e-22,1.1629802722146065e-14,3.068356633363523e-15,9.191530241903187e-13,6.93300332135985e-20,2.307297291593918e-19,1.507284765156338e-28,4.552334505360746e-23,1.1148605014659905e-28
3.947165396019435e-07,0.11224537186710315,0.0,0.0,0.0,0.0,0.3299997609911095,0.6699997594278975,2.3614959917620033e-07,2.374591069686019e-07,1.8369120205904063e-09,4.665818787610001e-10,5.814847707847189e-18,5.902350130122354e-10,1.018851890621505e-09,6.876924067255939e-10,1.2147916121891231e-12,1.1735222797018565e-10,6.836341539096843e-11,3.101613207483314e-14,9.701638072890695e-14,5.502356916873016e-22,1.347350871111991e-14,3.2090370556015316e-15,9.529446504431786e-13,7.790763706715696e-20,2.6902378159274867e-19,1.6862729618571702e-28,5.0767295764656346e-23,1.3479797475028375e-28
4.0721060088818065e-07,0.11224537186294861,0.0,0.0,0.0,0.0,0.3299997533759045,0.6699997517668227,2.436405497593681e-07,2.449796760750545e-07,1.8952357587551286e-09,4.744104897774863e-10,5.9994747626645624e-18,6.188969717702818e-10,1.0844999004619424e-09,7.467371649716258e-10,1.333928105241962e-12,1.2256231151322164e-10,7.123009239805973e-11,3.3441017242517666e-14,1.0664501717419736e-13,6.048452272559297e-22,1.531033160377258e-14,3.3373732274366425e-15,9.833691645608191e-13,8.62249023405678e-20,3.074505802783908e-19,1.861732900349932e-28,5.580582711283143e-23,1.5904389013803845e-28
4.197046621744178e-07,0.1122453718588486,0.0,0.0,0.0,0.0,0.3299997457570534,0.6699997441033331,2.511330648135044e-07,2.525000790084528e-07,1.953571670988786e-09,4.822389373070907e-10,6.184140355187755e-18,6.477904941505889e-10,1.1522014170013577e-09,8.085927938660251e-10,1.4606211753017232e-12,1.2779741586142013e-10,7.410408768966438e-11,3.597467333627829e-14,1.1686669332692877e-13,6.62818232153216e-22,1.7326254720011864e-14,3.467358639057292e-15,1.0138051851311485e-12,9.513089539563138e-20,3.499115837059239e-19,2.0482292763008996e-28,6.115468794490622e-23,1.866817276236091e-28
4.3219872346065494e-07,0.11224537185480339,0.0,0.0,0.0,0.0,0.329999738134532,0.6699997364374278,2.5862716709112044e-07,2.6002031575529684e-07,2.0119199348527267e-09,4.900673227587819e-10,6.368845047487306e-18,6.768980825632196e-10,1.221956904697863e-09,8.732810046419668e-10,1.5951048323657856e-12,1.33055403419509e-10,7.698460456431367e-11,3.861864846363148e-14,1.2769617657367395e-13,7.24238460724903e-22,1.95321099053683e-14,3.598991304873447e-15,1.044252811283593e-12,1.0464774354433579e-19,3.966875687809567e-19,2.2472075917834483e-28,6.68216060955461e-23,2.1805311477848925e-28
4.446927847468921e-07,0.11224537185081251,0.0,0.0,0.0,0.0,0.32999973050831866,0.6699997287691061,2.661228775257582e-07,2.6754038651911277e-07,2.07028071370577e-09,4.978955315285746e-10,6.553589356684698e-18,7.062035305546911e-10,1.2937668339693547e-09,9.408218677926337e-10,1.7376132566396768e-12,1.3833432373080507e-10,7.987093066804762e-11,4.1374466452343504e-14,1.3914800087609145e-13,7.8918834342934245e-22,2.1938993742652858e-14,3.732269214211684e-15,1.0747121317098545e-12,1.1479775887125467e-19,4.480697427425943e-19,2.4591535855162214e-28,7.281418702810175e-23,2.5355405579684335e-28
4.5718684603312923e-07,0.11224537184687639,0.0,0.0,0.0,0.0,0.3299997228783927,0.669999721098367,2.736202154216909e-07,2.7506029140240304e-07,2.1286541582459966e-09,5.057235509107335e-10,6.738373759823136e-18,7.356918588054011e-10,1.3676316804173581e-09,1.01123396833152e-09,1.888380801676411e-12,1.436323781337802e-10,8.276240965233167e-11,4.4243627104308275e-14,1.5123646730893296e-13,8.577489898892512e-22,2.4558267045479356e-14,3.867194755589403e-15,1.1051832251769472e-12,1.256034382004669e-19,5.043600323193289e-19,2.6845644373935444e-28,7.913991434211616e-23,2.9358161052085955e-28
4.696809073193664e-07,0.11224537184299506,0.0,0.0,0.0,0.0,0.32999971524473537,0.66999971342521,2.8111919854547876e-07,2.825800304381989e-07,2.1870404071482997e-09,5.135514385094956e-10,6.92319869588576e-18,7.653492029530803e-10,1.4435519246160853e-09,1.0845344988217163e-09,2.0476419935246935e-12,1.4894792077339234e-10,8.56584501363013e-11,4.7227606833760015e-14,1.6397564984977106e-13,9.300002217285879e-22,2.7401548353346578e-14,4.003768433465194e-15,1.1356661669446625e-12,1.3708746341161378e-19,5.658710409818845e-19,2.923949347108298e-28,8.580615280283395e-23,3.385539682734097e-28
4.821749686056035e-07,0.11224537183916829,0.0,0.0,0.0,0.0,0.3299997076073292,0.6699997057496344,2.8861984320097907e-07,2.9009960373017535e-07,2.2454395876703997e-09,5.213791821000843e-10,7.108064567713997e-18,7.951627143377719e-10,1.5215280519559192e-09,1.1607393373166427e-09,2.2156315294111317e-12,1.5427946105876627e-10,8.855853505002671e-11,5.032785921509559e-14,1.7737940171329664e-13,1.0060206084979973e-21,3.0480706940115176e-14,4.141990655367215e-15,1.1661610251839386e-12,1.4927270154864816e-19,6.329259741867784e-19,3.17782996546612e-28,9.282015165577442e-23,3.8892839810074227e-28
4.946690298918407e-07,0.11224537183539617,0.0,0.0,0.0,0.0,0.32999969996615813,0.6699996980716391,2.961221643380895e-07,2.97619011393706e-07,2.3038518165105588e-09,5.29206758506261e-10,7.29297174472273e-18,8.251204975626496e-10,1.601560552250947e-09,1.2398631421343797e-09,2.392584278154021e-12,1.5962564916127386e-10,9.146221252083154e-11,5.354581530635052e-14,1.9146135913101017e-13,1.085887489111615e-21,3.380785876794353e-14,4.281862329816512e-15,1.1966678622985722e-12,1.621822046629624e-19,7.058587206104103e-19,3.446740827015265e-28,1.0018904660492514e-22,4.451877360445445e-28
5.071630911780778e-07,0.11224537183167886,0.0,0.0,0.0,0.0,0.32999969232120746,0.6699996903912239,3.0362617567590526e-07,3.051382535081869e-07,2.3622772007583813e-09,5.370341811923781e-10,7.477920565910094e-18,8.552115606750462e-10,1.6836499192544765e-09,1.3219194545023351e-09,2.5787352814539274e-12,1.6498525495031095e-10,9.436907975050341e-11,5.688288392033533e-14,2.062349436853183e-13,1.1696769850850722e-21,3.739536402141558e-14,4.423384128651724e-15,1.2271867363169923e-12,1.7583920969080086e-19,7.850140165100352e-19,3.7312296962849965e-28,1.07919861034055e-22,5.0783905591122215e-28
5.321512137505521e-07,0.11224537182440823,0.0,0.0,0.0,0.0,0.3299996770199132,0.6699996750231296,3.186393182269103e-07,3.2017624146641114e-07,2.4791678201044457e-09,5.526885634443029e-10,7.847944358380358e-18,9.157536899315839e-10,1.8540012462543965e-09,1.494878676999708e-09,2.979573084661423e-12,1.7574033953576574e-10,1.0019099093346834e-10,6.39198850281489e-14,2.3790962776770905e-13,1.3493223383344192e-21,4.540207418074208e-14,4.711380765146498e-15,1.2882608030219736e-12,2.0548959836225062e-19,9.634259815907161e-19,4.3492009495849885e-28,1.244947909827111e-22,6.545078200756362e-28
5.529336353074572e-07,0.11224537181852796,0.0,0.0,0.0,0.0,0.3299996642823219,0.6699996622342285,3.3113088018251034e-07,3.32682712108221e-07,2.5764256888447496e-09,5.657077406582554e-10,8.155819580876292e-18,9.664295896959718e-10,2.0019523621586546e-09,1.6477641389251193e-09,3.343043083904982e-12,1.8471711327206453e-10,1.0503990399485688e-10,7.01474280213813e-14,2.6647485470482036e-13,1.5113321716117553e-21,5.2967402999278364e-14,4.955938667296469e-15,1.3390927201791567e-12,2.326348108032695e-19,1.133996801531887e-18,4.915691353793599e-28,1.3944258628433249e-22,8.009904650298697e-28
5.737160568643622e-07,0.11224537181279895,0.0,0.0,0.0,0.0,0.32999965153411964,0.6699996494386214,3.43627257713338e-07,3.451887259056503e-07,2.6737210420216102e-09,5.787265065128375e-10,8.463813462452364e-18,1.0173607459166288e-09,2.15560100297417e-09,1.8089035569568869e-09,3.735002363836277e-12,1.9371872685729426e-10,1.0989383787964205e-10,7.67219228976911e-14,2.971192370092228e-13,1.685134091050752e-21,6.142128583401238e-14,5.205070722191773e-15,1.3899585320328033e-12,2.621549074965668e-19,1.3266409516524259e-18,5.532872599713542e-28,1.554783772112863e-22,9.72878017906914e-28
5.944984784212673e-07,0.11224537180722109,0.0,0.0,0.0,0.0,0.3299996387752642,0.6699996366363056,3.561284882338028e-07,3.576942833453053e-07,2.7710541717145345e-09,5.917448153744154e-10,8.771926927702615e-18,1.0685158222104674e-09,2.3149495220507074e-09,1.9783358181273016e-09,4.156537455401765e-12,2.0274193387251292e-10,1.1475186612032461e-10,8.364927424072736e-14,3.2989895555094225e-13,1.8710467306877002e-21,7.082698359999586e-14,5.4587799420739515e-15,1.4408583988999308e-12,2.9416194351516237e-19,1.5432528710441734e-18,6.203667836548466e-28,1.7263156276650502e-22,1.1734104409393294e-27
6.152808999781723e-07,0.11224537180179439,0.0,0.0,0.0,0.0,0.32999962600571825,0.6699996238272775,3.686346039067577e-07,3.701993848340315e-07,2.868425329012202e-09,6.047627040842773e-10,9.080160771462304e-18,1.1198674514109108e-09,2.4800002889752435e-09,2.1560950163419986e-09,4.608736219374115e-12,2.1178397112592707e-10,1.196132416119415e-10,9.093523584050716e-14,3.6486873754854563e-13,2.0693804800651512e-21,8.124941969761564e-14,5.7170690899563024e-15,1.4917924602524302e-12,3.287693954948289e-19,1.7858147619722464e-18,6.9311225688255095e-28,1.9093078129992444e-22,1.4060962550923436e-27
6.360633215350774e-07,0.11224537179651879,0.0,0.0,0.0,0.0,0.3299996132254496,0.669999611011534,3.8114563237239934e-07,3.8270403077554656e-07,2.9658347297047644e-09,6.177802148890545e-10,9.388515676827226e-18,1.1713917764007553e-09,2.650755687026813e-09,2.3422110969160046e-09,5.092687848201916e-12,2.2084247070020774e-10,1.2447734661321817e-10,9.858541452625309e-14,4.020818935886364e-13,2.2804376941907658e-21,9.275513966454592e-14,5.979940985116207e-15,1.5427608380339464e-12,3.6609216387555673e-19,2.056397855990818e-18,7.718408962672756e-28,2.1040392988087692e-22,1.6747251225310857e-27
6.568457430919824e-07,0.11224537179139409,0.0,0.0,0.0,0.0,0.3299996004344293,0.6699995981890718,3.9366159732596646e-07,3.9520822168862827e-07,3.063282558791767e-09,6.307972769345023e-10,9.696992229423796e-18,1.2230680257093932e-09,2.8272181112813273e-09,2.5367103810064315e-09,5.60948286521546e-12,2.2991540375424467e-10,1.2934366986094916e-10,1.066052740967036e-13,4.4159035612040093e-13,2.5045129118620087e-21,1.0541226900780426e-13,6.247398609266916e-15,1.593763636548602e-12,4.0624657532332883e-19,2.357163505070597e-18,8.568829374901423e-28,2.3107818443988295e-22,1.9834028342310042e-27
6.776281646488875e-07,0.11224537178642019,0.0,0.0,0.0,0.0,0.3299995876326324,0.6699995853598877,4.0618251905202014e-07,4.077119580275207e-07,3.160768974645225e-09,6.43813885559296e-10,1.0005590930587499e-17,1.2748781184046452e-09,3.0093899668603323e-09,2.7396160512085217e-09,6.160213124293453e-12,2.3900102913078123e-10,1.3421178613022408e-10,1.1500013907429322e-13,4.834447163545687e-13,2.7418930649414205e-21,1.1929047282455877e-13,6.519444570138427e-15,1.6448009459695554e-12,4.493503859339245e-19,2.690364326437262e-18,9.485821084375017e-28,2.5298001907934606e-22,2.3365502793401376e-27
6.984105862057925e-07,0.11224537178159709,0.0,0.0,0.0,0.0,0.32999957482003667,0.6699995725239786,4.1870841484995223e-07,4.2021524014445044e-07,3.258294112338184e-09,6.568301395440041e-10,1.0314312207899616e-17,1.3268063205084599e-09,3.1972736675909763e-09,2.9509485448557253e-09,6.7459718080896224e-12,2.480978589300218e-10,1.3908134790219714e-10,1.237751985319578e-13,5.276942614215461e-13,2.9928576891017726e-21,1.3446091494773354e-13,6.796081404203609e-15,1.6958728465907068e-12,4.955227839173023e-19,3.0583452504446502e-18,1.0472960994145782e-27,2.7613522552103817e-22,2.7388968631738096e-27
7.191930077626976e-07,0.11224537177692459,0.0,0.0,0.0,0.0,0.3299995619966226,0.6699995596813408,4.3123929943004e-07,4.3271806855208015e-07,3.3558580867407045e-09,6.69845978446413e-10,1.0623156424987737e-17,1.378838947141608e-09,3.390871634720982e-09,3.1707259151987984e-09,7.367853426975094e-12,2.572046216083019e-10,1.4395207148756777e-10,1.329355097271619e-13,5.743870094163906e-13,3.25767912258622e-21,1.5099621945523105e-13,7.077312181128369e-15,1.7469794066289971e-12,5.448843928758567e-19,3.463544649268356e-18,1.1533967944573202e-27,3.0056893143938396e-22,3.1955282267295424e-27
7.399754293196026e-07,0.11224537177240253,0.0,0.0,0.0,0.0,0.32999954916237295,0.669999546831972,4.437751852472715e-07,4.4522044379289635e-07,3.4534609951102563e-09,6.82861313034318e-10,1.093212388972585e-17,1.430964110360283e-09,3.590186295836718e-09,3.3989641361178684e-09,8.02695381763549e-12,2.6632023118052395e-10,1.48823725592374e-10,1.4248600165789115e-13,6.235697437358719e-13,3.536622700953576e-21,1.6897043291528757e-13,7.363139533072234e-15,1.798120682991889e-12,5.975572746248294e-19,3.908495442502438e-18,1.2672706784698959e-27,3.263056184296892e-22,3.711903730441128e-27
7.607578508765077e-07,0.11224537176803091,0.0,0.0,0.0,0.0,0.32999953631727214,0.6699995339758684,4.563160828087447e-07,4.5772236617763065e-07,3.551102919495943e-09,6.958762866755604e-10,1.1241214861844993e-17,1.4831714922433748e-09,3.795220083848637e-09,3.635677381547558e-09,8.72437014203087e-12,2.7544375767728106e-10,1.5369611931500642e-10,1.524314784496339e-13,6.752880459549898e-13,3.82994694354002e-21,1.884589882837577e-13,7.653565524738221e-15,1.8492967284113065e-12,6.536649327382713e-19,4.3958262474045745e-18,1.3893194417423295e-27,3.533691392230806e-22,4.293821003606571e-27
7.815402724334127e-07,0.11224537176380962,0.0,0.0,0.0,0.0,0.32999952346130684,0.6699995211130269,4.688620009314213e-07,4.702238361380678e-07,3.648783928769816e-09,7.088909223932732e-10,1.1550429559363447e-17,1.5354521439322108e-09,4.005975436168425e-09,3.88087826220908e-09,9.461200886052639e-12,2.8457440477410934e-10,1.5856909501204745e-10,1.627766226971705e-13,7.295863282554698e-13,4.137903737379618e-21,2.0953866923889365e-13,7.94859329941626e-15,1.9005075887239956e-12,7.133323157288598e-19,4.928262497245163e-18,1.5199600848200286e-27,3.817827346468776e-22,4.947461194895012e-27
8.023226939903178e-07,0.11224537175973824,0.0,0.0,0.0,0.0,0.3299995105944646,0.6699995082434446,4.814129469707576e-07,4.827248543350095e-07,3.746504080387302e-09,7.219050147999406e-10,1.1859768164159623e-17,1.5877983050245816e-09,4.222454793988581e-09,4.134578036092303e-09,1.0238545858246867e-11,2.9371149049742344e-10,1.6344252262515266e-10,1.7352599871325152e-13,7.865078648380427e-13,4.460738515361459e-21,2.3228757562044506e-13,8.248225918823102e-15,1.9517532984051497e-12,7.766858207401825e-19,5.5086275751293374e-18,1.659625110985365e-27,4.1156905005055424e-22,5.679450191161815e-27
8.231051155472228e-07,0.11224537175581698,0.0,0.0,0.0,0.0,0.32999949771673465,0.6699994953671181,4.939689270128258e-07,4.95225421113222e-07,3.84426342187662e-09,7.34918675024431e-10,1.2169230826686797e-17,1.6402032486238628e-09,4.444660601669401e-09,4.3967867860862905e-09,1.105750618845814e-11,3.0285443174720065e-10,1.6831629576763713e-10,1.8468405571908356e-13,8.460948226863346e-13,4.798690430709568e-21,2.5678508954317666e-13,8.552464751144513e-15,2.0030338909596353e-12,8.438532968052642e-19,6.1398439324749575e-18,1.808763426212528e-27,4.4275015143236545e-22,6.4967971480576e-27
8.438875371041279e-07,0.11224537175204577,0.0,0.0,0.0,0.0,0.3299994848281072,0.6699994824840444,5.065299460449991e-07,5.077255367291357e-07,3.942061992217521e-09,7.479321029037597e-10,1.2478817670337458e-17,1.6926611465008936e-09,4.672595306191998e-09,4.667513577216754e-09,1.191918432659278e-11,3.1200272990967226e-10,1.7319032742864234e-10,1.9625513092667947e-13,9.083882913038092e-13,5.15199252563801e-21,2.83111842648852e-13,8.861312648562254e-15,2.0543493997018633e-12,9.149640484192558e-19,6.824934225498252e-18,1.967840439030489e-27,4.753475409979506e-22,7.406899460131358e-27
8.646699586610329e-07,0.1122453717484241,0.0,0.0,0.0,0.0,0.3299994719285732,0.6699994695942203,5.190960081026379e-07,5.202252019226093e-07,4.039899822963577e-09,7.609450151828598e-10,1.2788528794996215e-17,1.745166953067779e-09,4.906261356705869e-09,4.946766591757652e-09,1.28246840414416e-11,3.2115595856503385e-10,1.7806454631993129e-10,2.082434525402546e-13,9.734283117026147e-13,5.520871895763171e-21,3.1134968417131546e-13,9.17477383608266e-15,2.1056998446579777e-12,9.901488388165908e-19,7.56702244801854e-18,2.1373376663650032e-27,5.093821722806554e-22,8.417670871476578e-27
8.85452380217938e-07,0.11224537174495187,0.0,0.0,0.0,0.0,0.32999945901812494,0.6699994566976425,5.316671163989654e-07,5.327244172222904e-07,4.137776939202117e-09,7.739573400759184e-10,1.3098364280078586e-17,1.7977163024734174e-09,5.145661204110376e-09,5.234553248886938e-09,1.3775110419573091e-11,3.3031375265898927e-10,1.8293889370131285e-10,2.2065314266767814e-13,1.0412539045186866e-12,5.905549849561147e-21,3.415816499633299e-13,9.492849013519944e-15,2.157085243851898e-12,1.0695398935261468e-18,8.369335074795126e-18,2.3177540608532195e-27,5.448744649021025e-22,9.53748966199811e-27
9.06234801774843e-07,0.11224537174162952,0.0,0.0,0.0,0.0,0.32999944609675497,0.6699994437943082,5.442432734472972e-07,5.452231826826559e-07,4.235693360601591e-09,7.869694801046139e-10,1.3408324187845912e-17,1.8503054095918927e-09,5.39079730065316e-09,5.530880317919218e-09,1.4771569864190527e-11,3.3947579875693557e-10,1.878133209378653e-10,2.334882204343576e-13,1.1119031000420621e-12,6.3062420786867136e-21,3.738919293954032e-13,9.815540498362965e-15,2.2085056246280407e-12,1.1532709039247563e-18,9.235202307803796e-18,2.5096065223626183e-27,5.8184432033414575e-22,1.07751018743132e-26
9.270172233317481e-07,0.11224537173845649,0.0,0.0,0.0,0.0,0.3299994331644565,0.6699994308842142,5.568244811343009e-07,5.577214989661985e-07,4.333649101933985e-09,7.999812299210679e-10,1.3718408565059842e-17,1.902931009467292e-09,5.641672099727982e-09,5.835753986366453e-09,1.5815170094246442e-11,3.4864182951150087e-10,1.9268778837623248e-10,2.4675260428253397e-13,1.1854129603540196e-12,6.7231587835254274e-21,4.0836584094334824e-13,1.0142852061453897e-14,2.2599609982996513e-12,1.2414770307250552e-18,1.0168059043934616e-17,2.713428538546611e-27,6.203111333464411e-22,1.2139842849542051e-26
