Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186)
0.0002444076023401471,0.11223333692663989,0.0,0.0,0.0,0.0,0.329096108609482,0.6693330130814916,9.907088968818366e-05,0.0001282751179106574,7.706747560717464e-07,1.3454607228501369e-07,2.4396142656289752e-15,5.889088422421277e-07,0.00036322916891338736,0.0006308552353152875,0.00019875956399129828,7.975089014404e-08,5.436512647271482e-08,4.214332881071752e-08,3.107357802249873e-07,1.762361379518012e-15,4.002237510554693e-05,1.842504336620384e-10,9.880760195993224e-10,5.873303979248837e-10,1.4619635163465002e-06,2.2598895202535608e-17,1.8950576628505362e-16,3.129641500367294e-13
0.00024670150566521326,0.11223311599873802,0.0,0.0,0.0,0.0,0.32908215827534104,0.6693230370333727,9.944497621597143e-05,0.0001292655386094382,7.735747792101941e-07,1.3558624483173174e-07,2.448794455890336e-15,5.931193790373208e-07,0.00036841596796845135,0.0006415382508390276,0.00020238030283135396,8.017393498968232e-08,5.483659594549592e-08,4.27932106261727e-08,3.155273308653556e-07,1.7895370199054645e-15,4.1059888410441324e-05,1.8636710528363925e-10,9.96393841079848e-10,6.014657345249186e-10,1.5130022042852196e-06,2.335053410799245e-17,1.9292393788135488e-16,3.25113776246304e-13
0.0002489954089902794,0.11223289365191912,0.0,0.0,0.0,0.0,0.32906812316127526,0.6693130006050388,9.981714332800604e-05,0.00013025322364456702,7.764597360649575e-07,1.366236350326256e-07,2.4579269530491172e-15,5.973268215642289e-07,0.0003736197551510787,0.0006522986407188821,0.0002060267141685214,8.059534416967489e-08,5.530777999065813e-08,4.34463107500696e-08,3.203424969636592e-07,1.8168465971439616e-15,4.2113317031666715e-05,1.8848688380000132e-10,1.004714570788032e-09,6.157943922636144e-10,1.565260262874885e-06,2.4119544665276577e-17,1.9637553967779374e-16,3.3760248135993017e-13
0.0002512893123153456,0.11223266988956224,0.0,0.0,0.0,0.0,0.3290540033957277,0.6693029037623653,0.00010018743253512732,0.0001312382208106216,7.793299495590333e-07,1.3765829237802723e-07,2.4670127793540216e-15,6.015313396308426e-07,0.0003788403775480984,0.0006631363737658448,0.00020969873384119966,8.101514937788927e-08,5.577869685048223e-08,4.4102616620687934e-08,3.2518118337703936e-07,1.8442895716242132e-15,4.318273905802233e-05,1.9060967668118799e-10,1.0130380774015506e-09,6.303173768928932e-10,1.6187541803979607e-06,2.4906162069491205e-17,1.9986076998535644e-16,3.5043625174965797e-13
0.00025358321564041176,0.11223244471498439,0.0,0.0,0.0,0.0,0.3290397991028138,0.6692927464691011,0.00010055588374800955,0.00013222057723757336,7.821857292428139e-07,1.3869026741757872e-07,2.47605291465436e-15,6.057330978616593e-07,0.0003840776850780925,0.0006740514222689257,0.0002133962993261436,8.143338135936087e-08,5.62493649645381e-08,4.4762115890923436e-08,3.3004329719703e-07,1.871865416407687e-15,4.426823222567472e-05,1.9273581233679973e-10,1.0213655022348592e-09,6.450356633447207e-10,1.6735005358920694e-06,2.5710619777527434e-17,2.0337986452346963e-16,3.636211976407696e-13
0.0002556477286329713,0.11223224085308295,0.0,0.0,0.0,0.0,0.32902694306859337,0.6692835531888413,0.00010088595053462178,0.00013310247878142527,7.847438406847465e-07,1.3961679142920177e-07,2.4841507640406893e-15,6.095124551861064e-07,0.0003888054050839473,0.0006839410495692651,0.00021674589910471205,8.180846996115182e-08,5.6672768740549934e-08,4.5358385637826194e-08,3.3443915448756775e-07,1.896796852164448e-15,4.525898096431201e-05,1.9465204380441786e-10,1.0288632425852563e-09,6.584499273726602e-10,1.723856843234718e-06,2.6450084565821466e-17,2.0657618742468875e-16,3.7579293584945543e-13
0.00025771224162553084,0.11223203585224983,0.0,0.0,0.0,0.0,0.3290140187507328,0.6692743108841979,0.00010121458732545906,0.00013398231266360087,7.872907181436971e-07,1.4054121688008357e-07,2.492213051678017e-15,6.132898239472338e-07,0.00039354641393176624,0.0006938932657691506,0.00022011609755201534,8.218232997752334e-08,5.7095998943931223e-08,4.595722372000122e-08,3.388538490262263e-07,1.921835124795142e-15,4.6262866349624776e-05,1.965708454580183e-10,1.0363640036486252e-09,6.720239257860803e-10,1.775253306667734e-06,2.720436988946694e-17,2.098002815951436e-16,3.8825855200438315e-13
0.0002597767546180904,0.11223182971448377,0.0,0.0,0.0,0.0,0.3290010262328587,0.6692650195254488,0.00010154182085888741,0.00013486011213964056,7.898265692417596e-07,1.4146357888146447e-07,2.5002404347919664e-15,6.170653168388313e-07,0.00039830060665025876,0.0007039080561827868,0.00022350685161003124,8.255498239793928e-08,5.751906854208464e-08,4.655862165211754e-08,3.4328731666653563e-07,1.9469798704879676e-15,4.727994448895446e-05,1.9849231597897348e-10,1.0438681801102173e-09,6.857583857248364e-10,1.8277021652551613e-06,2.7973649680947534e-17,2.130523114727273e-16,4.0102259437544424e-13
0.0002618412676106499,0.11223162244215146,0.0,0.0,0.0,0.0,0.3289879655959329,0.6692556790816095,0.00010186767694719384,0.0001357359100196012,7.923515946592361e-07,1.423839117777157e-07,2.5082335486497268e-15,6.208390445277042e-07,0.0004030678799867614,0.0007139854082752927,0.00022691811920717112,8.292644764780781e-08,5.7941990443326986e-08,4.716257115749305e-08,3.477394946594527e-07,1.9722307333570705e-15,4.831027127036772e-05,2.004164593639688e-10,1.051375896467311e-09,6.996540397602867e-10,1.881215720278531e-06,2.8758100612762993e-17,2.1633244540650393e-16,4.1408963408031625e-13
0.00026390578060320945,0.11223141403724678,0.0,0.0,0.0,0.0,0.328974836918787,0.6692462895206948,0.00010219218073684568,0.00013660973875343437,7.948659900198513e-07,1.433022493448603e-07,2.5161930125200574e-15,6.246111157282706e-07,0.0004078481320519214,0.0007241253112281809,0.0002303498590271282,8.329674573851046e-08,5.8364777430749326e-08,4.77690641357291e-08,3.522103214437105e-07,1.997587364253361e-15,4.9353902406031424e-05,2.023432283879464e-10,1.0588871239652653e-09,7.13711627995979e-10,1.935806323828824e-06,2.9557900978523696e-17,2.1964085053372566e-16,4.27464263051619e-13
0.000265970293595769,0.11223120450184765,0.0,0.0,0.0,0.0,0.3289616402784357,0.6692368508098755,0.0001025153567862287,0.00013748163047619703,7.973699460965763e-07,1.4421862534256222e-07,2.524119430300121e-15,6.283816368968057e-07,0.00041264126211770997,0.0007343277556910067,0.00023380203040800516,8.366589631716477e-08,5.878744212693963e-08,4.8378092593342974e-08,3.5669973639570733e-07,2.0230494193454392e-15,5.041089345803285e-05,2.0427267207490723e-10,1.0664021035571444e-09,7.279318900470346e-10,1.991486372241638e-06,3.037322825371488e-17,2.229776937318281e-16,4.4115112982386004e-13
0.0002680348065883285,0.11223099383805314,0.0,0.0,0.0,0.0,0.32894837574899655,0.6692273629149855,0.00010283722873644778,0.00013835161681119296,7.998636464783428e-07,1.4513307308135646e-07,2.532013383142809e-15,6.321507117892631e-07,0.0004174471713013608,0.0007445927346568052,0.00023727459372254717,8.403391845593824e-08,5.920999700501772e-08,4.898964873077681e-08,3.6120768038439143e-07,2.048616563266941e-15,5.148129974864692e-05,2.0620485793952536e-10,1.0739211302608855e-09,7.423155671707954e-10,2.0482683344878216e-06,3.120426055445008e-17,2.2634314624472905e-16,4.551549209820392e-13
0.00027009931958088806,0.11223078204766881,0.0,0.0,0.0,0.0,0.32893504340278235,0.669217825801033,0.0001031578197067993,0.00013921972906116994,8.023472709966074e-07,1.4604562519390643e-07,2.53987544032449e-15,6.359184425244877e-07,0.0004222657618631652,0.000754920242576319,0.00024076750996558638,8.44008308935851e-08,5.963245448828677e-08,4.960372489438179e-08,3.6573409518516914e-07,2.0742884657929286e-15,5.256517645030728e-05,2.0813974655309697e-10,1.081444195587837e-09,7.56863403583375e-10,2.1061647255949023e-06,3.2051178714437376e-17,2.2973738215524894e-16,4.69480337800974e-13
0.0002721638325734476,0.1122305691327685,0.0,0.0,0.0,0.0,0.32892164330954987,0.6692082394318689,0.00010347715204016168,0.0001400859980598294,8.048209934138879e-07,1.469563137856722e-07,2.5477061519095325e-15,6.396849285484611e-07,0.00042709693767841806,0.0007653102759728579,0.0002442807410313355,8.476665187448298e-08,6.005482679193954e-08,5.022031362067344e-08,3.702789239141647e-07,2.1000648043024608e-15,5.366257852305146e-05,2.1007729879671337e-10,1.0889712803686704e-09,7.715761507324867e-10,2.1651881283825927e-06,3.2914164595625885e-17,2.3316057196413056e-16,4.841321320892801e-13
0.00027422834556600713,0.11223035509502315,0.0,0.0,0.0,0.0,0.3289081755376254,0.6691986037707066,0.00010379524772727908,0.00014095045437527366,8.072849842674981e-07,1.4786517124126192e-07,2.5555060577239457e-15,6.434502678538233e-07,0.00043194060351691457,0.0007757628325262206,0.0002478142492800082,8.513139940711546e-08,6.047712597790193e-08,5.083940750375386e-08,3.748421103861201e-07,2.125945260136247e-15,5.477356080755032e-05,2.1201764669589258e-10,1.0965028472342432e-09,7.864545572536544e-10,2.225351164415785e-06,3.379339778090556e-17,2.3661288562879017e-16,4.991151223702199e-13
0.00027629285855856667,0.11223013993644722,0.0,0.0,0.0,0.0,0.32889464015289477,0.6691889187796712,0.00010411212801563238,0.00014181312811160064,8.097394084533606e-07,1.4877222939732668e-07,2.5632756797433576e-15,6.472145567274232e-07,0.0004367966656838685,0.0007862779119020055,0.0002513679979315964,8.549509102177313e-08,6.089936405316783e-08,5.146099931212053e-08,3.7942359972951784e-07,2.1519295220861e-15,5.58981779412901e-05,2.139608814368974e-10,1.1040392551679784e-09,8.01499373146323e-10,2.286666523288108e-06,3.468905958086864e-17,2.4009450391616827e-16,5.14434140451118e-13
0.0002783573715511262,0.11222992365862157,0.0,0.0,0.0,0.0,0.3288810372195303,0.6691791844201251,0.00010442781374228926,0.0001426740490523143,8.121844286062072e-07,1.4967751863315662e-07,2.5710155328414708e-15,6.509778899335588e-07,0.00044166503155359475,0.0007968555151539748,0.0002549419507580826,8.585774397068838e-08,6.132155297438303e-08,5.2085082013031105e-08,3.8402333793450414e-07,2.1780172838320358e-15,5.70364844187466e-05,2.1590675809718303e-10,1.1115799061618381e-09,8.167113597421475e-10,2.3491469428254106e-06,3.560133828955869e-17,2.436056062200874e-16,5.30093999840084e-13
0.00028042188454368574,0.11222970626341038,0.0,0.0,0.0,0.0,0.3288673667999643,0.6691694006526693,0.000104742325253955,0.00014353324663899072,8.146202022642253e-07,1.5058107034831782e-07,2.5787261156838417e-15,6.547403602942419e-07,0.0004465456095860266,0.0008074956447547311,0.00025853607212668057,8.621937518372564e-08,6.174370441121865e-08,5.271164861155645e-08,3.886412719139414e-07,2.2042082442857652e-15,5.818853458965213e-05,2.1785547372697823e-10,1.1191254343940752e-09,8.320912751067082e-10,2.412805211574572e-06,3.6530415166808045e-17,2.4714636348452183e-16,5.460996503982998e-13
0.00028227994623698934,0.11222950965373646,0.0,0.0,0.0,0.0,0.3288550057718107,0.6691605529849982,0.00010502439807944318,0.0001443050750518128,8.168046203445281e-07,1.5139280655496569e-07,2.585641017911836e-15,6.58125921587468e-07,0.00045094849645717437,0.0008171252246430739,0.0002617879964998791,8.6543983420474e-08,6.212361828879402e-08,5.327767662361544e-08,3.92812926738409e-07,2.2278680988938265e-15,5.923717540129726e-05,2.1961176297203385e-10,1.1259207052563699e-09,8.460774073166705e-10,2.4711153266070883e-06,3.738109997005671e-17,2.5035854989722824e-16,5.608044669341652e-13
0.00028413800793029295,0.11222931214158467,0.0,0.0,0.0,0.0,0.32884259017136663,0.6691516652342897,0.00010530554986474856,0.0001450755519660292,8.189817824819722e-07,1.5220318185268353e-07,2.592532951086443e-15,6.615109232662814e-07,0.00045536113713728123,0.0008268054583914409,0.0002650562040877672,8.686778928168416e-08,6.250351962193417e-08,5.3845706197871744e-08,3.96999240778696e-07,2.25161109435073e-15,6.029703186971945e-05,2.213703441415459e-10,1.132720041962082e-09,8.602007376956652e-10,2.530399316168979e-06,3.8245677926931424e-17,2.535950363623916e-16,5.757969904365819e-13
0.00028599606962359655,0.11222911372802921,0.0,0.0,0.0,0.0,0.32883012004051465,0.6691427373702372,0.0001055857944926055,0.0001458446981296346,8.211517965357879e-07,1.5301221795730066e-07,2.599402256643761e-15,6.648954297216307e-07,0.00045978346715185183,0.0008365363507633393,0.000268340670120619,8.719080447118317e-08,6.288341673531951e-08,5.441573251013546e-08,4.0120017716249324e-07,2.2754370215324628e-15,6.136814331311519e-05,2.231312201080266e-10,1.1395235116660753e-09,8.744618241145629e-10,2.5906666117997708e-06,3.912428561813445e-17,2.568559538979531e-16,5.910808788918071e-13
0.00028785413131690016,0.11222891441435852,0.0,0.0,0.0,0.0,0.3288175954195554,0.6691337693618504,0.0001058651454160427,0.00014661253396901802,8.233147668900724e-07,1.5381993639651046e-07,2.606249265011919e-15,6.682795042575467e-07,0.0004642154230080513,0.0008463179078184933,0.00027164137036125337,8.751304040377814e-08,6.326331784391704e-08,5.498775084078412e-08,4.0541569985964866e-07,2.299345676091211e-15,6.245054891788237e-05,2.2489443807837069e-10,1.1463313052837259e-09,8.888612279700522e-10,2.651926694620098e-06,4.0017059577602524e-17,2.6014143496300663e-16,6.066598233014586e-13
0.00028971219301020376,0.11222871420162778,0.0,0.0,0.0,0.0,0.32880501634789566,0.6691247611777559,0.00010614361588764217,0.00014737907972938,8.254707964446413e-07,1.5462635844259777e-07,2.6130743019249035e-15,6.716632095465001e-07,0.000468656941763585,0.0008561501363468562,0.0002749582808536403,8.783450835247257e-08,6.364323111500468e-08,5.556175654060725e-08,4.096457733234495e-07,2.323336856421109e-15,6.354428779576351e-05,2.2666001993731104e-10,1.1531435448537522e-09,9.033995133630936e-10,2.714189074214738e-06,4.092413732472067e-17,2.6345161453915424e-16,6.225375213305734e-13
0.00029157025470350736,0.11222851309102277,0.0,0.0,0.0,0.0,0.3287923828635909,0.6691157127860029,0.00010642121880153423,0.0001481443553758958,8.276199854252489e-07,1.5543150493980655e-07,2.6198776846586665e-15,6.750466069179523e-07,0.000473107961311559,0.0008660330442488364,0.0002782913780922338,8.815521934693392e-08,6.402316461936745e-08,5.613774506429769e-08,4.13890362705043e-07,2.3474103648744058e-15,6.464939894593863e-05,2.2842794614463211e-10,1.1599602339052022e-09,9.180772466556355e-10,2.7774633042266956e-06,4.1845657742113526e-17,2.6678662789024516e-16,6.387176919994392e-13
0.00029342831639681097,0.11222831108358303,0.0,0.0,0.0,0.0,0.3287796950039662,0.6691066241543303,0.00010669796688872337,0.00014890838072256082,8.297624326923352e-07,1.5623539665892652e-07,2.6266597261615476e-15,6.784297568934357e-07,0.0004775684199935489,0.0008759666400233112,0.0002816406388008029,8.847518430126971e-08,6.440312636146639e-08,5.671571190369755e-08,4.1814943347793985e-07,2.3715660056315517e-15,6.576592130667902e-05,2.301982289547997e-10,1.1667814605333558e-09,9.3289499223479e-10,2.8417589623351274e-06,4.278175981692453e-17,2.701466086714738e-16,6.552041045849607e-13
0.0002952863780901146,0.11222810818046686,0.0,0.0,0.0,0.0,0.32876695280492346,0.6690974952498736,0.00010697387252836107,0.00014967117528391424,8.318982342925352e-07,1.5703805416406927e-07,2.6334207304707405e-15,6.818127192451481e-07,0.0004820382570274277,0.0008859509333401145,0.0002850060401649632,8.87944138839239e-08,6.478312425960476e-08,5.72956526530339e-08,4.2242295189127825e-07,2.3958035872719282e-15,6.68938936976248e-05,2.3197090674812243e-10,1.1736073892207779e-09,9.478533213982887e-10,2.9070856740939313e-06,4.373258260521606e-17,2.7353169413697214e-16,6.720005289863918e-13
0.0002971444397834182,0.11222790438265563,0.0,0.0,0.0,0.0,0.3287541563011129,0.6690883260392407,0.00010724894779806685,0.00015043275830872434,8.340274840250498e-07,1.5783949762218293e-07,2.640160994514596e-15,6.85195552330109e-07,0.00048651741239917915,0.000895985934900241,0.0002883875597725945,8.911291855210091e-08,6.516316613057949e-08,5.7877562996895294e-08,4.267108848297546e-07,2.4201229219796605e-15,6.803335483417249e-05,2.3374598288077743e-10,1.180438083174308e-09,9.629528043088427e-10,2.97345310817366e-06,4.469826650054157e-17,2.769420211781591e-16,6.89110777101092e-13
0.0002990025014767218,0.11222769969123422,0.0,0.0,0.0,0.0,0.32874130552618264,0.6690791164886211,0.00010752320454471112,0.00015119314882965256,8.36150273861228e-07,1.5863974700932057e-07,2.6468808094336436e-15,6.885783136174944e-07,0.0004910058267078178,0.0009060716562318148,0.0002917851755283772,8.943070859807649e-08,6.554325971530546e-08,5.846143868491124e-08,4.3101319965749805e-07,2.444523824657973e-15,6.918434334815119e-05,2.355234710698848e-10,1.1872736337439353e-09,9.781940132916629e-10,3.0408709688549003e-06,4.5678952290809533e-17,2.8037772763100213e-16,7.065386823954361e-13
0.0003008605631700254,0.11222749410721214,0.0,0.0,0.0,0.0,0.32872840051284113,0.6690698665638134,0.00010779665440286589,0.00015195236567489286,8.382666941181786e-07,1.5943882209102011e-07,2.6535804611318303e-15,6.919610599460076e-07,0.0004955034411261368,0.0009162081096394351,0.0002951988656315812,8.974779416072907e-08,6.592341268856235e-08,5.904727553259735e-08,4.353298642174174e-07,2.4690061129255263e-15,7.03468977930526e-05,2.3730338517712106e-10,1.194114132186447e-09,9.935775230551487e-10,3.1093489945256793e-06,4.667478143418313e-17,2.8383895213421026e-16,7.242881035229585e-13
0.0003045766865566326,0.11222708026533287,0.0,0.0,0.0,0.0,0.32870242789672444,0.6690512454527371,0.00010834117884681443,0.00015346735254569336,8.424807782415523e-07,1.6103352725095433e-07,2.6669203902405796e-15,6.987267309420603e-07,0.000504526038056228,0.0009366332660715843,0.0003020743832566409,9.037989156482803e-08,6.668392711827357e-08,6.02248163273835e-08,4.4400611655007623e-07,2.518214131702377e-15,7.270685827053666e-05,2.4087054668851977e-10,1.2078103329370324e-09,1.0247737525423306e-09,3.2495246807630917e-06,4.8712438769052364e-17,2.9083851371864587e-16,7.607670577864471e-13
0.0003082928099432398,0.11222666286481968,0.0,0.0,0.0,0.0,0.32867623869451157,0.6690324624241413,0.00010888260969430372,0.0001549778651603424,8.466704237800022e-07,1.626237666710967e-07,2.680182957796645e-15,7.054930036705387e-07,0.0005135847447259364,0.0009572615191429968,0.0003090139444792565,9.100928861028351e-08,6.744476930619708e-08,6.141015330863783e-08,4.5273939488820816e-07,2.567745577774315e-15,7.511354303677737e-05,2.4444757879966657e-10,1.2215273981856652e-09,1.0565461270374617e-09,3.3940588162541035e-06,5.08123829369431e-17,2.979418307199124e-16,7.985790289393003e-13
0.00031572505671645417,0.11222581741781792,0.0,0.0,0.0,0.0,0.32862321142069795,0.6689944094548569,0.00010995652758140601,0.00015798603496354222,8.549790140523035e-07,1.6579144428468378e-07,2.7064842860244765e-15,7.190290431869309e-07,0.0005318087009295857,0.0009991278400332897,0.000323084549189477,9.226028031237908e-08,6.896767037367543e-08,6.38040929618087e-08,4.703760815517112e-07,2.6677733749853987e-15,8.006830603013001e-05,2.5163170036206875e-10,1.2490269044134172e-09,1.1218379969639238e-09,3.6965201090848385e-06,5.520376109181265e-17,3.1246429280754045e-16,8.783296947921784e-13
0.0003222295769315028,0.11222506589278486,0.0,0.0,0.0,0.0,0.32857609438325425,0.6689605721595021,0.00011088702244659944,0.0001606053582729999,8.621763442195273e-07,1.6855046046943443e-07,2.729267856127362e-15,7.308813779327183e-07,0.0005478721734993177,0.0010364361747117487,0.00033560748473746103,9.334695119487155e-08,7.030210157825268e-08,6.592451274807984e-08,4.85996237077866e-07,2.7563642639498377e-15,8.456086435211758e-05,2.5795252933049017e-10,1.2731688354793966e-09,1.1809158158255347e-09,3.976297030812055e-06,5.926258375592091e-17,3.2552555462676136e-16,9.528095081712156e-13
0.0003287340971465514,0.11222430356768906,0.0,0.0,0.0,0.0,0.32852831666266163,0.6689262344288689,0.00011180918903087366,0.00016321295591620143,8.693077201099982e-07,1.712978782073323e-07,2.7518426447624476e-15,7.427414091345004e-07,0.0005640399930923922,0.0010743689500363827,0.00034832438137774103,9.442637853429169e-08,7.163835756141855e-08,6.80683955555552e-08,5.017878360309321e-07,2.8459275072564015e-15,8.920098472146161e-05,2.6430521348339477e-10,1.2973844865608536e-09,1.2418274853502278e-09,4.270597670223575e-06,6.352933210489383e-17,3.3892159318066434e-16,1.031848164878181e-12
0.0003352386173616,0.1122235304770914,0.0,0.0,0.0,0.0,0.3284798790787181,0.6688913945580656,0.00011272340105448335,0.00016580950144011312,8.763760393464709e-07,1.740344061537915e-07,2.7742178245203737e-15,7.54611097162606e-07,0.00058030998994281,0.001112927182010516,0.0003612344815706178,9.549890363584783e-08,7.297672067274497e-08,7.023560237040444e-08,5.177497955216284e-07,2.9364569632181468e-15,9.399027272536558e-05,2.7069033928678573e-10,1.3216772418877112e-09,1.304598822713784e-09,4.579864031321672e-06,6.80104872611028e-17,3.526588473077277e-16,1.1156280952558581e-12
0.0003417431375766486,0.11222274665294393,0.0,0.0,0.0,0.0,0.3284307823314276,0.668856050794612,0.00011363000851867404,0.00016839563897199744,8.833840147446507e-07,1.7676072243754514e-07,2.7964019829747565e-15,7.664923054111381e-07,0.0005966800664505628,0.0011521119885563168,0.00037433706254591764,9.656484913845305e-08,7.431746281268004e-08,7.24260024234227e-08,5.338810928731475e-07,3.0279468316477163e-15,9.89303240749659e-05,2.7710848697694425e-10,1.3460503712716813e-09,1.3692559139923044e-09,4.904544018245315e-06,7.271263086416961e-17,3.667438699050933e-16,1.20433586867372e-12
0.00034824765779169724,0.11222195212600203,0.0,0.0,0.0,0.0,0.32838102700738003,0.6688202013412463,0.00011452933946187755,0.00017097198420564625,8.903341879903808e-07,1.7947747568514112e-07,2.8184031659780925e-15,7.783868052185054e-07,0.0006131481932640325,0.0011919245847302113,0.00038763143387059417,9.762452011651413e-08,7.566084572126997e-08,7.463947273617675e-08,5.501807622501692e-07,3.1203916347385552e-15,0.00010402272515227246,2.835602292305465e-10,1.370507032852064e-09,1.4358251115280015e-09,5.245091479627664e-06,7.764244616482132e-17,3.8118332709694114e-16,1.2981622453479616e-12
0.00035475217800674585,0.11222114692535108,0.0,0.0,0.0,0.0,0.32833061358588067,0.668783844358571,0.00011542170157006427,0.00017353912537703713,8.972289421847829e-07,1.821852860257987e-07,2.840228917374104e-15,7.902962798128251e-07,0.0006297124055565398,0.0012323662781381717,0.00040111693512360916,9.86782051066661e-08,7.700712124202152e-08,7.687589766812276e-08,5.666478913118255e-07,3.2137861980819395e-15,0.0001092690535326516,2.900461281809936e-10,1.3950502699778452e-09,1.5043330286212045e-09,5.6019662604561144e-06,8.280671894288567e-17,3.959839974548578e-16,1.3973022375651473e-12
0.00036125669822179447,0.11222033107895435,0.0,0.0,0.0,0.0,0.3282795424438341,0.6687469779671216,0.00011630738344436606,0.0001760976240805917,9.040705117170143e-07,1.8488474593738e-07,2.8618863102504905e-15,8.022223279407938e-07,0.0006463708000831709,0.001273438465268256,0.00041479293403963376,9.972617692757451e-08,7.835653155711208e-08,7.913516854987752e-08,5.83281618486196e-07,3.3081256352090674e-15,0.00011467087839717941,2.965667341666606e-10,1.4196830122572232e-09,1.5748065354689018e-09,5.9756342439747865e-06,8.821233830900691e-17,4.1115277144207267e-16,1.5019551612750508e-12
0.0003677612184368431,0.11221950461308808,0.0,0.0,0.0,0.0,0.3282278138628672,0.6687096002503276,0.0001171866563595131,0.00017864801649729306,9.108609959626466e-07,1.875764215311873e-07,2.8833819903019148e-15,8.141664700317367e-07,0.0006631215309315646,0.0013151426261412994,0.00042865882382714675,1.0076869384341247e-07,7.970930960681005e-08,8.14171831937613e-08,6.000811293126923e-07,3.403405326846627e-15,0.00012022976112978091,3.031225867542477e-10,1.4444080858302985e-09,1.6472727521366504e-09,6.366567414626518e-06,9.386629731663659e-17,4.2669664966761767e-16,1.612324654688815e-12
0.0003742657386518917,0.11221866755360174,0.0,0.0,0.0,0.0,0.3281754280337637,0.6686717092563123,0.00011805977527912344,0.0001811908141971989,9.176023671829681e-07,1.9026085338216349e-07,2.904722200835702e-15,8.261301510494899e-07,0.0006799628069093669,0.0013574803209737496,0.00044271402152274813,1.0180600025349485e-07,8.106567931327596e-08,8.372184559036596e-08,6.170456542021435e-07,3.4996209082129458e-15,0.00012594725568505208,3.097142132628505e-10,1.4692282126855756e-09,1.721759052350995e-09,6.775243898534749e-06,9.97756947793513e-17,4.426227433793173e-16,1.7286187733933794e-12
0.0003807702588669403,0.11221781992464792,0.0,0.0,0.0,0.0,0.32812238506169916,0.6686333029999725,0.00011892697999530094,0.0001837265051207961,9.242964794085582e-07,1.9293855753364858e-07,2.9259128108932553e-15,8.381147432282083e-07,0.00069689288849496,0.0014004531862303554,0.00045695796606319864,1.0283832748839936e-07,8.242585584345539e-08,8.604906547924224e-08,6.341744653099996e-07,3.5967682512841375e-15,0.00013182490901779138,3.1634212529546676e-10,1.4941460041138854e-09,1.7982930495666683e-09,7.202148010895571e-06,1.0594773530236342e-16,4.589382735453242e-16,1.8510500531439276e-12
0.0003872747790819889,0.1122169617501511,0.0,0.0,0.0,0.0,0.32806868497003894,0.6685943794644602,0.00011978849595208765,0.0001862555543264271,9.30945074861577e-07,1.956100262831467e-07,2.946959335580177e-15,8.501215494884897e-07,0.0007139100856453488,0.0014440629317428407,0.0004713901168819258,1.038658943986096e-07,8.379004588663473e-08,8.839875807337794e-08,6.514668744206425e-07,3.694843452794792e-15,0.0001378642613872011,3.2300682072011444e-10,1.5191639702993454e-09,1.876902588261644e-09,7.647770291290119e-06,1.1238972913861538e-16,4.75650568969629e-16,1.9798354829442293e-12
0.00039377929929703754,0.11221609305267918,0.0,0.0,0.0,0.0,0.3280143277053874,0.6685549366031499,0.00012064453534812091,0.00018877840498001292,9.37549792532935e-07,1.9827572922099835e-07,2.967866963217823e-15,8.621518077297928e-07,0.0007310127548832145,0.0014883113368801865,0.00048600995203790297,1.0488890813478902e-07,8.515844799305756e-08,9.077084377899322e-08,6.689222307707412e-07,3.793842821892991e-15,0.0001440668467607828,3.2970878523995047e-10,1.5442845297046385e-09,1.9576157564091335e-09,8.112607549921621e-06,1.1910909508921057e-16,4.927670662510397e-16,2.1151965759231204e-12
0.00040028381951208615,0.1122152138545297,0.0,0.0,0.0,0.0,0.3279593131416409,0.6685149723411957,0.00012149529799441579,0.0001912954791800335,9.441121748556816e-07,2.0093611405771652e-07,2.988640576468252e-15,8.742066919397864e-07,0.0007481992969766198,0.0015332002474624541,0.0005008169667208425,1.0590756476115568e-07,8.653125272441075e-08,9.31652478317008e-08,6.8653991857536e-07,3.893762866109458e-15,0.00015043419313314307,3.3644848554375796e-10,1.569509990621348e-09,2.0404608750821792e-09,8.59716290610128e-06,1.2611336115672006e-16,5.102953114452538e-16,2.257359550715371e-12
0.00040678833972713477,0.11221432417697146,0.0,0.0,0.0,0.0,0.3279036410846128,0.668474484577288,0.00012234097223812619,0.00019380717890793154,9.506336749331049e-07,2.0359160761391248e-07,3.009284775215101e-15,8.862873159052568e-07,0.0007654681543152436,0.0015787315722391865,0.0005158106715634488,1.0692204994620087e-07,8.790864300252728e-08,9.558189985117132e-08,7.04319353768522e-07,3.994600272871371e-15,0.00015696782288718514,3.432263707256575e-10,1.5948425593640897e-09,2.125466456557541e-09,9.101945831025258e-06,1.3341016032897408e-16,5.282429554209021e-16,2.4065552178797515e-12
