Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250)
4.5788963583237354e-07,0.11224537184665673,0.0,0.0,0.0,0.0,0.32999972244909964,0.6699997206668169,2.7404198893598485e-07,2.754832804266269e-07,2.131938040077518e-09,5.061638789934216e-10,6.7487690714069276e-18,7.373555665298634e-10,1.3718476256248717e-09,1.0152805008224673e-09,1.897111619632968e-12,1.4393090141609037e-10,8.292518210416123e-11,4.440841755506422e-14,1.5193567370369543e-13,8.617145915404927e-22,2.4712110866663983e-14,3.8748333334472315e-15,1.1068975737002645e-12,1.262311962960566e-19,5.07677684022766e-19,2.6976542882622295e-28,7.950579939075814e-23,2.9597402200728976e-28,2.265839453185185e-29,9.480242974304725e-28,6.884616718349461e-27,4.565299153410432e-33,4.292168666354685e-36,1.8990584860379335e-39
4.779495235728375e-07,0.11224537184045641,0.0,0.0,0.0,0.0,0.3299997101906924,0.6699997083457563,2.860829663841134e-07,2.87556530568093e-07,2.2256877489927026e-09,5.187318843844484e-10,7.04553901778815e-18,7.850630484626961e-10,1.4949267115438585e-09,1.13464135999925e-09,2.157826780323884e-12,1.5247462926881226e-10,8.757730299774682e-11,4.926626728710391e-14,1.727711104558247e-13,9.79884338044756e-22,2.94121707797836e-14,4.095059854151401e-15,1.1558464408043785e-12,1.450718025128956e-19,6.096065913180295e-19,3.09031357843044e-28,9.040869622249762e-23,3.71258067716453e-28,2.898879114301416e-29,1.166392823612899e-27,8.839219121927922e-27,5.861444537596757e-33,5.7553325181454257e-36,2.5450787254343782e-39
4.980094113133014e-07,0.11224537183439706,0.0,0.0,0.0,0.0,0.32999969792259415,0.6699996960184595,2.9812825236628563e-07,2.9962935363676107e-07,2.319470991603568e-09,5.312994937585693e-10,7.342415116958298e-18,8.331528422076585e-10,1.6233062951736523e-09,1.261513898506166e-09,2.44144258693169e-12,1.610573036287034e-10,9.223908601225721e-11,5.442628524140894e-14,1.953429299168015e-13,1.107902109766459e-21,3.4740956674039926e-14,4.3195376190095335e-15,1.2048261326282172e-12,1.6575933375518888e-19,7.263967377477167e-19,3.521252564445944e-28,1.0222021937876541e-22,4.6128952715415905e-28,3.6682585001587376e-29,1.4231078951775266e-27,1.1233527937817208e-26,7.44917384441135e-33,7.625236569242404e-36,3.370274563380382e-39
5.180692990537653e-07,0.11224537182847873,0.0,0.0,0.0,0.0,0.32999968564474313,0.6699996836849234,3.101779039522069e-07,3.117017500160195e-07,2.4132882133885563e-09,5.438667078844325e-10,7.639398779104305e-18,8.815792929943418e-10,1.7569884190270922e-09,1.3959544117316136e-09,2.748931806888266e-12,1.696737937220717e-10,9.690883842473091e-11,5.989430574765294e-14,2.1970671299874361e-13,1.2460831380354388e-21,4.074958883246902e-14,4.548269497474695e-15,1.2538368893536153e-12,1.8838993587032372e-19,8.594735339792276e-19,3.992736617004568e-28,1.1496945381051453e-22,5.681742419659958e-28,4.595338125875025e-29,1.7230182684199398e-27,1.4143075880454974e-26,9.378575919012222e-33,9.99182735622371e-36,4.4141640064819833e-39
5.381291867942292e-07,0.11224537182270135,0.0,0.0,0.0,0.0,0.32999967335708513,0.6699996713451448,3.222319708065078e-07,3.237737200932741e-07,2.5071398020321164e-09,5.564335274899001e-10,7.936491231462984e-18,9.303021939492455e-10,1.895975149231176e-09,1.5380124710313286e-09,3.081268358523572e-12,1.7831968566246916e-10,1.015851597923912e-10,6.567601841071259e-14,2.4591664426115194e-13,1.3947347346624785e-21,4.7490777671014994e-14,4.781258288517242e-15,1.3028789209831903e-12,2.130609843070686e-19,1.0103351781064077e-18,4.507122378133083e-28,1.2868475379465988e-22,6.94217421973963e-28,5.703674587720336e-29,2.071373243033302e-27,1.765275433128138e-26,1.170594579144956e-32,1.2960318423022575e-35,5.722950143164957e-39
5.581890745346931e-07,0.11224537181706497,0.0,0.0,0.0,0.0,0.3299996610595729,0.669999658999121,3.3429049609048806e-07,3.358452642594231e-07,2.6010260944615246e-09,5.689999532647837e-10,8.233693540596484e-18,9.792861775751014e-10,2.0402685724611217e-09,1.6877317299155248e-09,3.4394273133652124e-12,1.8699118239571572e-10,1.0626689159633735e-10,7.177697182339787e-14,2.7402554858610463e-13,1.5541564999454361e-21,5.501878381050829e-14,5.01850672776231e-15,1.351952411008743e-12,2.398710849251709e-19,1.1805535808028818e-18,5.066861825642503e-28,1.4339376212606572e-22,8.419339302364873e-28,7.019139528856477e-29,2.4738404391564406e-27,2.1857572425233188e-26,1.4494288068674965e-32,1.6653073303488613e-35,7.350341716740317e-39
5.78248962275157e-07,0.11224537181156952,0.0,0.0,0.0,0.0,0.3299996487521642,0.669999646646849,3.4635351725940244e-07,3.4791638290839446e-07,2.6949473830687615e-09,5.815659858654739e-10,8.531006632087977e-18,1.028500167119109e-09,2.1898707932500216e-09,1.845150639278531e-09,3.8243848975814805e-12,1.9568501765075546e-10,1.109530756046605e-10,7.820257732052293e-14,3.0408492669864393e-13,1.7246405241257932e-21,6.338937920212849e-14,5.260017493985178e-15,1.401057519655691e-12,2.6892007500496635e-19,1.3717752913152919e-18,5.674506216510344e-28,1.5912342870522703e-22,1.0140587237704341e-27,8.570040376325306e-29,2.9365238240470542e-27,2.6863449326766636e-26,1.7813842336533265e-32,2.1211642481682714e-35,9.35844025564226e-39
5.98308850015621e-07,0.11224537180621491,0.0,0.0,0.0,0.0,0.329999636434822,0.6699996342883257,3.5842106676645254e-07,3.599870764367392e-07,2.7889039212044666e-09,5.941316259198775e-10,8.828431307933096e-18,1.0779168842074003e-09,2.344783931628535e-09,2.0103030807654076e-09,4.2371184927578936e-12,2.0439838177723837e-10,1.1564291925587204e-10,8.495811256798702e-14,3.3614498978576344e-13,1.906471583732852e-21,7.265980926722415e-14,5.505793215004047e-15,1.4501943867486504e-12,3.0030902458613354e-19,1.585722424395457e-18,6.332709918062864e-28,1.7590002865424962e-22,1.2135574509331436e-27,1.0387242870397354e-28,3.465981989041626e-27,3.2788040165452377e-26,2.174263088345191e-32,2.679896129789761e-35,1.1818696718020866e-38
6.183687377560849e-07,0.11224537180100107,0.0,0.0,0.0,0.0,0.32999962410751393,0.6699996219235481,3.7049317268380027e-07,3.72057345243275e-07,2.882895928024459e-09,6.066968740305577e-10,9.125968261881849e-18,1.1275124077840778e-09,2.505010121055709e-09,2.1832189270386572e-09,4.678606636151389e-12,2.1312885786829084e-10,1.2033576694323872e-10,9.204872495913523e-14,3.702546932768191e-13,2.0999273331718745e-21,8.288875602285225e-14,5.7558364730106844e-15,1.4993631342399307e-12,3.3414023816298127e-19,1.8241935883060022e-18,7.044234135647182e-28,1.9374917999400409e-22,1.4436372064624742e-27,1.2504295461870067e-28,4.069246683500222e-27,3.976159609884216e-26,2.636702905598683e-32,3.360171592530519e-35,1.481294067281288e-38
6.384286254965488e-07,0.11224537179592799,0.0,0.0,0.0,0.0,0.3299996117702116,0.6699996095525138,3.8256985924970657e-07,3.8412718972877567e-07,2.976923592759817e-09,6.192617307776583e-10,9.4236180929558e-18,1.1772657795846797e-09,2.6705515066073096e-09,2.3639245367668084e-09,5.149829020533223e-12,2.2187436684286316e-10,1.2503107632022427e-10,9.947943493742561e-14,4.064617696931246e-13,2.3052784910330446e-21,9.41363021717401e-14,6.0101498093818345e-15,1.5485638684378217e-12,3.7051725663773775e-19,2.089064814149989e-18,7.8119505419075475e-28,2.1269586083418637e-22,1.707757444519458e-27,1.4957555646219364e-28,4.753841610617389e-27,4.792785897884649e-26,3.1782358562047337e-32,4.183288467677337e-35,1.843448509140892e-38
6.584885132370127e-07,0.11224537179099547,0.0,0.0,0.0,0.0,0.3299995994228894,0.6699995971752192,3.9465114734985916e-07,3.9619661029569714e-07,3.0709870784734388e-09,6.318261967219025e-10,9.721381317339681e-18,1.2271586522063754e-09,2.841410243391362e-09,2.5524431911989415e-09,5.651766493715639e-12,2.3063312025205643e-10,1.2972839876650145e-10,1.0725513929821017e-13,4.44812760542728e-13,2.5227890209850917e-21,1.0646389613289634e-13,6.2687357290147855e-15,1.5977966819673744e-12,4.0954485945201683e-19,2.382290486763065e-18,8.638844810250352e-28,2.327644260637251e-22,2.009641049960897e-27,1.778631825079547e-28,5.527801485421466e-27,5.744499110821112e-26,3.809350404448705e-32,5.173446199360324e-35,2.278930985989914e-38
6.785484009774766e-07,0.1122453717862035,0.0,0.0,0.0,0.0,0.3299995870655252,0.6699995847916618,4.067370549402396e-07,4.0826560734793963e-07,3.1650865253604055e-09,6.443902724069971e-10,1.0019258378828862e-17,1.2771749761988926e-09,3.017588495163222e-09,2.748795478583111e-09,6.1854010578460824e-12,2.3940357967984025e-10,1.3442736322452415e-10,1.1538061441584103e-13,4.853530473464813e-13,2.752716307741983e-21,1.1993431798511786e-13,6.5315967042265216e-15,1.6470616554934492e-12,4.5132906688736695e-19,2.70590427731029e-18,9.528020055171963e-28,2.5397862358659614e-22,2.353285568473064e-27,2.1032945664565847e-28,6.399691354670181e-27,6.848654057635186e-26,4.541555324951962e-32,6.358037257474491e-35,2.7997327164200526e-38
6.986082887179405e-07,0.11224537178155199,0.0,0.0,0.0,0.0,0.3299995746980991,0.6699995724018386,4.1882759741828633e-07,4.203341812906396e-07,3.2592220536448527e-09,6.569539583616704e-10,1.031724965799958e-17,1.3273007224930867e-09,3.1990884331155123e-09,2.9529996322663163e-09,6.751715868537821e-12,2.4818442178869816e-10,1.3912766279177937e-10,1.2386051935219744e-13,5.281268818698798e-13,2.9953113285250775e-21,1.3461164629678239e-13,6.798735178252968e-15,1.6963588592334434e-12,4.959771425331699e-19,3.0620200776768016e-18,1.0482700183047399e-27,2.7636161014201805e-22,2.742974596396787e-27,2.4743000017941005e-28,7.378626180446817e-27,8.124244266223703e-26,5.387446111337635e-32,7.767958324340844e-35,3.4193731955195127e-38
7.186681764584045e-07,0.11224537177704078,0.0,0.0,0.0,0.0,0.32999956232059363,0.669999560005747,4.3092278794842946e-07,4.3240233252998695e-07,3.3533937661207783e-09,6.695172551015827e-10,1.0615355480251982e-17,1.3775236364888018e-09,3.3859122348214742e-09,3.165071827809239e-09,7.35169523388933e-12,2.5697450823715096e-10,1.4382904361708545e-10,1.326993988693678e-13,5.731774155642984e-13,3.2508188200413156e-21,1.5056122581891885e-13,7.07015356838323e-15,1.7456883542843534e-12,5.435975958867264e-19,3.4528329367475587e-18,1.1506233156906457e-27,2.9993596671092687e-22,3.1832893308999e-27,2.8965377340322495e-28,8.474290689953098e-27,9.59200577935033e-26,6.360773809161454e-32,9.437942028231297e-35,4.1530440754104197e-38
7.387280641988684e-07,0.11224537177266977,0.0,0.0,0.0,0.0,0.3299995499329932,0.6699995476033838,4.430226377473588e-07,4.4447006147306707e-07,3.4476017503785837e-09,6.820801631309828e-10,1.091357612285839e-17,1.4278330204556612e-09,3.5780620833129718e-09,3.3850264438443857e-09,7.98632461343222e-12,2.657728598101232e-10,1.4853129572995017e-10,1.419016863818527e-13,6.205467282067948e-13,3.519477440916021e-21,1.6784963601994374e-13,7.345854268763014e-15,1.795050193785941e-12,5.943001850434302e-19,3.880619998674432e-18,1.2602094177709781e-27,3.2472371350306335e-22,3.679120280994298e-27,3.3752443713792706e-28,9.696959492845272e-27,1.1274524655575743e-25,7.47651630586473e-32,1.1406910008262876e-34,5.017762210282808e-38
7.587879519393323e-07,0.11224537176843892,0.0,0.0,0.0,0.0,0.32999953753528405,0.6699995351947464,4.551271563337622e-07,4.565373685277216e-07,3.541846080754351e-09,6.94642682944119e-10,1.1211911821133832e-17,1.4782195413173295e-09,3.7755401662765496e-09,3.6128762908500264e-09,8.656590617039995e-12,2.7457863417457623e-10,1.5323424546699462e-10,1.5147170684715287e-13,6.702758557645568e-13,3.8015199297282094e-21,1.8654466043970943e-13,7.625839652899174e-15,1.8444444239392603e-12,6.481959194556065e-19,4.34774144320355e-18,1.3773888783787743e-27,3.507463245383178e-22,4.235679139959474e-27,3.9160173419062097e-28,1.1057517466528248e-26,1.3196348224957184e-25,8.750952110742348e-32,1.3718348106437527e-34,6.032532200793617e-38
7.788478396797962e-07,0.11224537176434805,0.0,0.0,0.0,0.0,0.3299995251274537,0.6699995227798318,4.67236351746767e-07,4.6860425410242844e-07,3.6361268200348564e-09,7.072048150264962e-10,1.1510362773833362e-17,1.5286750611660255e-09,3.97834867535274e-09,3.848632811577754e-09,9.363481003824193e-12,2.83391106743239e-10,1.579377492043399e-10,1.6141367957576846e-13,7.224048175277795e-13,4.097173258896751e-21,2.0671525684035176e-13,7.910112075894247e-15,1.8938710848977323e-12,7.053970627495385e-19,4.856641428106469e-18,1.5025355870023034e-27,3.7802474184524657e-22,4.858510819847422e-27,4.524828906320751e-28,1.256748040991686e-26,1.5384100149338533e-25,1.0201736657965287e-31,1.642070449523875e-34,7.218518777661427e-38
7.989077274202601e-07,0.11224537176039705,0.0,0.0,0.0,0.0,0.329999512709491,0.669999510358637,4.793502307368798e-07,4.806707186061955e-07,3.730444020947938e-09,7.197665598559846e-10,1.1808929147869901e-17,1.5791924880221894e-09,4.186489805525602e-09,4.0923062565061655e-09,1.010798468103858e-11,2.9220965420744773e-10,1.6264168816523032e-10,1.7173172095848949e-13,7.769726425363961e-13,4.406658784561561e-21,2.284315281326167e-13,8.198673876437316e-15,1.943330211546187e-12,7.660171355839464e-19,5.40984903374465e-18,1.6360370628686835e-27,4.0657938929006415e-22,5.5535056487332214e-27,5.208040368887485e-28,1.4239015966541074e-26,1.7866599337057275e-25,1.184798116570064e-31,1.956781156229598e-34,8.599229369436087e-38
8.390275029011878e-07,0.11224537175291428,0.0,0.0,0.0,0.0,0.32999948784312993,0.6699994854973964,5.035920609328947e-07,5.048023860390882e-07,3.919187975512923e-09,7.448888896348999e-10,1.2406408691264393e-17,1.6803891933139264e-09,4.618778722870068e-09,4.603439811852951e-09,1.171379326994368e-11,3.098629090047113e-10,1.7205049773410898e-10,1.9351197636191926e-13,8.935761991231514e-13,5.067984630198485e-21,2.7678706551906827e-13,8.788674892233335e-15,2.0423459788852384e-12,8.97974455769243e-19,6.65973373032173e-18,1.929724269388359e-27,4.675965587481665e-22,7.185347510899121e-27,6.82514033993418e-28,1.8118862486146517e-26,2.384284257364844e-25,1.5811072022574942e-31,2.7441249988366754e-34,1.205174205712712e-37
8.751353008340228e-07,0.11224537174665705,0.0,0.0,0.0,0.0,0.3299994654286624,0.6699994631007739,5.254257727322462e-07,5.265194507771182e-07,4.089182598975031e-09,7.674976667000036e-10,1.2944536178524973e-17,1.7716239123719145e-09,5.02609838381685e-09,5.0906193345404875e-09,1.329760264070876e-11,3.2576697544742114e-10,1.8051909527086938e-10,2.1443964198096497e-13,1.0072324714665602e-12,5.712594731749345e-21,3.263189910318981e-13,9.334368661539158e-15,2.131571466493511e-12,1.0295934624978576e-18,7.963306020732377e-18,2.226792703346543e-27,5.270714696179849e-22,8.967407431786732e-27,8.60727364000791e-28,2.229946947885058e-26,3.0567987960634007e-25,2.0270796805171773e-31,3.67149856377856e-34,1.6115803259030895e-37
9.100340953961099e-07,0.1122453717410384,0.0,0.0,0.0,0.0,0.3299994437333817,0.6699994414346829,5.465429023899773e-07,5.475080689643323e-07,4.2535979900234884e-09,7.893482447456669e-10,1.3465002293570173e-17,1.8599235049483113e-09,5.436231705678791e-09,5.585976454528967e-09,1.4958799556115646e-11,3.411511873597238e-10,1.8870443770223418e-10,2.358809393942098e-13,1.12512689485434e-12,6.381241826132114e-21,3.800300515504768e-13,9.875032118575097e-15,2.2179097133400653e-12,1.1690578446499962e-18,9.400632811979297e-18,2.5459577216551248e-27,5.88764170302077e-22,1.1014811706924593e-26,1.0670654035497265e-27,2.7046885992789224e-26,3.850681711338133e-25,2.5535372396168724e-31,4.811876840256069e-34,2.111052827597266e-37
9.449328899581969e-07,0.1122453717358408,0.0,0.0,0.0,0.0,0.32999942200728116,0.6699994197495286,5.676742747795949e-07,5.684954208312969e-07,4.418124262756409e-09,8.111976597673752e-10,1.398581941078856e-17,1.948324629776382e-09,5.8625486680144024e-09,6.105436691348166e-09,1.6753499195557608e-11,3.5654652329894996e-10,1.9688987689068868e-10,2.585347701038609e-13,1.2511064193946359e-12,7.095744180387874e-21,4.398870624140271e-13,1.0428723456642023e-14,2.30434664129696e-12,1.3212122098497056e-18,1.1028708910595253e-17,2.899163856715491e-27,6.54687724754618e-22,1.342589468296002e-26,1.3117536286708218e-27,3.257780869796471e-26,4.81008897342887e-25,3.1897617451226197e-31,6.244331576836217e-34,2.7381122216781536e-37
9.79831684520284e-07,0.11224537173106369,0.0,0.0,0.0,0.0,0.32999940025033275,0.6699993980452962,5.888198951890091e-07,5.894815085409594e-07,4.582761458621777e-09,8.330459140981293e-10,1.4506987661386046e-17,2.036814864427726e-09,6.3050608936832795e-09,6.649025958410663e-09,1.8686956360437596e-11,3.7195198184867637e-10,2.0507527406207378e-10,2.824189912978022e-13,1.3853398353446904e-12,7.85705910117495e-21,5.063018677597685e-13,1.0995454563243615e-14,2.3908823101981992e-12,1.4867072010989403e-18,1.2864566146329914e-17,3.2890696737954706e-27,7.249304622200768e-22,1.6248440386068152e-26,1.6000399458526788e-27,3.898753523445931e-26,5.961810156640427e-25,3.9535187260900975e-31,8.029149004339383e-34,3.5190034949853234e-37
9.999999999999997e-07,0.11224537172670644,0.0,0.0,0.0,0.0,0.32999938766272924,0.6699993854935281,6.010466294733509e-07,6.016089747581228e-07,4.6779573011504835e-09,8.45671681102978e-10,1.480833542459396e-17,2.0879908720212277e-09,6.568181220233297e-09,6.974181449826845e-09,1.9869646047070817e-11,3.8085923560654985e-10,2.0980562668790712e-10,2.967896142440938e-13,1.466741426464513e-12,8.318734351491784e-21,5.478378300496383e-13,1.1328923412034526e-14,2.4409370613254554e-12,1.5886897990554254e-18,1.4027234014046957e-17,3.532225502801953e-27,7.675269498326503e-22,1.808743049977623e-26,1.788746997558787e-27,4.3132540435043306e-26,6.726694175323518e-25,4.460747348465739e-31,9.248258160898076e-34,4.052169033190877e-37
1.014730479082371e-06,0.11224537172670644,0.0,0.0,0.0,0.0,0.32999937846251165,0.6699993763219708,6.099797656704314e-07,6.104663342564487e-07,4.747509593808404e-09,8.548930100503652e-10,1.5028507096609248e-17,2.1253844971254292e-09,6.763780009078365e-09,7.216767162857796e-09,2.0764436294051586e-11,3.873667919133988e-10,2.132605296817328e-10,3.0755072074011416e-13,1.5279888236607416e-12,8.666103574215507e-21,5.796946397858888e-13,1.157523727196812e-14,2.4775167666047007e-12,1.6662052212740517e-18,1.492609554384893e-17,3.718480398387652e-27,7.995769919628625e-22,1.9534506541173654e-26,1.9376581478360893e-27,4.6379232596662495e-26,7.335834764390655e-25,4.864695759305062e-31,1.0236323122710035e-33,4.484177796021506e-37
1.0496292736444579e-06,0.11224537172276838,0.0,0.0,0.0,0.0,0.32999935664379554,0.6699993545795379,6.311538857697969e-07,6.314499001406795e-07,4.912368664939943e-09,8.767389499201761e-10,1.5550377705770143e-17,2.214025925314187e-09,7.238717641844274e-09,7.808680883431125e-09,2.299121467155193e-11,4.027903573835795e-10,2.214455715864313e-10,3.339463698187487e-13,1.679208274158102e-12,9.523756068764371e-21,6.604935277271685e-13,1.2168083371438046e-14,2.5642500467862875e-12,1.8603804751706065e-18,1.723206274005325e-17,4.1903514760649425e-27,8.787083697589142e-22,2.3340647150100392e-26,2.3308539430324984e-27,5.486431716131361e-26,8.965611807538497e-25,5.9454746107301515e-31,1.2946718024864821e-33,5.668792771204283e-37
1.0845280682065449e-06,0.11224537171924895,0.0,0.0,0.0,0.0,0.32999933479416405,0.6699993328179825,6.52342253062973e-07,6.524322083560626e-07,5.077338653260759e-09,8.985837359904178e-10,1.6072599429496735e-17,2.3027332073400357e-09,7.729885419208502e-09,8.424785870299004e-09,2.5372577591183247e-11,4.182222179662105e-10,2.2963034781543598e-10,3.6162167502176003e-13,1.8391465884649853e-12,1.0430858255834502e-20,7.49134323517148e-13,1.2774004611953258e-14,2.651082178913592e-12,2.069919012872931e-18,1.980212345967247e-17,4.707791946078565e-27,9.624022564299198e-22,2.7728139785470564e-26,2.786411574676894e-27,6.456284241491675e-26,1.0888322270606574e-24,7.220511923700296e-31,1.6253326880842164e-33,7.113253588629681e-37
1.1194268627686319e-06,0.11224537171614747,0.0,0.0,0.0,0.0,0.3299993129135983,0.66999931103729,6.735448635697724e-07,6.7341326106428e-07,5.242419527867906e-09,9.204273705331089e-10,1.6595172169964018e-17,2.3915017141288996e-09,8.237294966694096e-09,9.06509943151904e-09,2.791382156642125e-11,4.336620194851352e-10,2.3781482158735194e-10,3.905917279841141e-13,2.0079459692308493e-12,1.1388216648463885e-20,8.460601425691407e-13,1.3393012710993875e-14,2.738013184752009e-12,2.2955187739402513e-18,2.2656839047677264e-17,5.274067624732136e-27,1.0507330691845682e-21,3.2763217629804783e-26,3.3116808911014914e-27,7.560389403009e-26,1.314516430893108e-24,8.717128349773115e-31,2.026263143482531e-33,8.863796821000146e-37
1.1543256573307188e-06,0.11224537171346337,0.0,0.0,0.0,0.0,0.32999929100208086,0.6699992892374457,6.947617120938278e-07,6.943930604261e-07,5.407611248364346e-09,9.422698558114017e-10,1.7118095799292918e-17,2.480327843774021e-09,8.76095790705946e-09,9.729637750182224e-09,3.06202535188901e-11,4.491094893855215e-10,2.4599896699983995e-10,4.208710042365389e-13,2.18574269678424e-12,1.2396604170801335e-20,9.51721118371803e-13,1.4025119357805412e-14,2.825043081052576e-12,2.5378896296953857e-18,2.5817692057443207e-17,5.89260415005733e-27,1.143772126392162e-21,3.8517306265439934e-26,3.914604984881354e-27,8.8125992634347e-26,1.5781651102371947e-24,1.0465506072915636e-30,2.5096066816034184e-33,1.0973118923689673e-36
1.1892244518928058e-06,0.11224537171119602,0.0,0.0,0.0,0.0,0.32999926905959504,0.669999267418435,7.159927924973585e-07,7.15371608601229e-07,5.572913767003917e-09,9.641111940811787e-10,1.7641370166340287e-17,2.5692087905029567e-09,9.30088585943927e-09,1.0418416140875227e-08,3.349719077203381e-11,4.645644170090912e-10,2.5418276560217896e-10,4.524733907036529e-13,2.3726673936575324e-12,1.3456761658378503e-20,1.0665741104379186e-12,1.4670336217043594e-14,2.9121718806760637e-12,2.7977534246387756e-18,2.930710189381208e-17,6.566989920912841e-27,1.241587786007019e-21,4.50672652464063e-26,4.603748461853536e-27,1.0227750468795443e-25,1.8847921687631898e-24,1.2498894940596649e-30,3.0891597302493976e-33,1.35010517208066e-36
1.2241232464548928e-06,0.11224537170934473,0.0,0.0,0.0,0.0,0.32999924708612477,0.6699992455802428,7.372380979105384e-07,7.363489077481931e-07,5.73832703032578e-09,9.859513875922649e-10,1.8164995101872877e-17,2.6581423669930414e-09,9.857090438689864e-09,1.113144924549757e-08,3.654996104545742e-11,4.800266389610965e-10,2.623662041789189e-10,4.854122119659107e-13,2.568845277176744e-12,1.4569399290691995e-20,1.191082425393257e-12,1.532867493165328e-14,2.999399593449941e-12,3.07584401900323e-18,3.314844051114109e-17,7.30097889309577e-27,1.3442455777473644e-21,5.249563448322534e-26,5.388326252484903e-27,1.182170612897676e-25,2.2399065217650782e-24,1.4853827499191634e-30,3.780540782437016e-33,1.6515286838315846e-36
1.2590220410169798e-06,0.11224537170790891,0.0,0.0,0.0,0.0,0.32999922508165463,0.6699992237228548,7.584976208876499e-07,7.573249600242547e-07,5.903850980373491e-09,1.0077904385893386e-09,1.8688970422426302e-17,2.747126870418378e-09,1.0429583254900344e-08,1.1868751179655126e-08,3.9783902449824456e-11,4.954960285425714e-10,2.7054927343598436e-10,5.197002553292648e-13,2.774396400586008e-12,1.5735197958759035e-20,1.3257155506976792e-12,1.6000147125164508e-14,3.0867262268080952e-12,3.3729073312911906e-18,3.736604816692803e-17,8.09849322266359e-27,1.4518083292744627e-21,6.089088546980341e-26,6.27823293228805e-27,1.3611398459487842e-25,2.649545894668672e-24,1.7570343131729484e-30,4.601371625278078e-33,2.009215118894013e-36
1.2939208355790668e-06,0.11224537170688795,0.0,0.0,0.0,0.0,0.3299992030461698,0.6699992018462562,7.797713535285309e-07,7.78299767585343e-07,6.069485555643094e-09,1.0296283493126385e-09,1.9213295933306372e-17,2.836160977985383e-09,1.1018375913009897e-08,1.2630335646581049e-08,4.32043634822174e-11,5.109724876019866e-10,2.7873196702805505e-10,5.553497947733134e-13,2.9894358833717204e-12,1.695481057141818e-20,1.470948900271095e-12,1.6684764403511032e-14,3.1741517862884607e-12,3.689701379041037e-18,4.198524923030733e-17,8.963625788364776e-27,1.5643362867199708e-21,7.034767737621642e-26,7.284072604092864e-27,1.5614872200342172e-25,3.1203120112292034e-24,2.0692221411519243e-30,5.571471203168102e-33,2.4317435778764655e-36
1.3288196301411537e-06,0.11224537170628118,0.0,0.0,0.0,0.0,0.32999918097965564,0.6699991799504322,8.010592875767913e-07,7.992733325859983e-07,6.235230691849891e-09,1.0514651219985342e-09,1.973797143101628e-17,2.9252436626815875e-09,1.1623480012495258e-08,1.3416216029206209e-08,4.681670302187083e-11,5.26455939887629e-10,2.869142806948424e-10,5.923726138407835e-13,3.214074131369644e-12,1.8228863303683344e-20,1.627263571383471e-12,1.7382538356451787e-14,3.2616762759353003e-12,4.02699631892896e-18,4.703236804372579e-17,9.900642619607727e-27,1.681887229866761e-21,8.096711802787594e-26,8.417189382410096e-27,1.7851328846541792e-25,3.659407191194843e-24,2.4267224802805775e-30,6.713062670740319e-33,2.92872801187374e-36
1.398617219265328e-06,0.11224537170630772,0.0,0.0,0.0,0.0,0.3299991367534822,0.6699991361010494,8.436777254956611e-07,8.412167435169937e-07,6.567052379209244e-09,1.0951352621866207e-09,2.078837153898139e-17,3.103551783749815e-09,1.2882668904870245e-08,1.5060916853507682e-08,5.463850502723435e-11,5.574436014080266e-10,3.0327775832229973e-10,6.705829005707213e-13,3.692566206260585e-12,2.094266712361482e-20,1.975088327380709e-12,1.8817602569771745e-14,3.437022056102551e-12,4.766230451696478e-18,5.852075184434866e-17,1.200827295341102e-26,1.9322775033457734e-21,1.0613222129075599e-25,1.1114518016934689e-26,2.3106052318757642e-25,4.974630490202928e-24,3.298911964092e-30,9.612983003485167e-33,4.190269879154447e-36
1.468414808389502e-06,0.1122453717079836,0.0,0.0,0.0,0.0,0.3299990924030219,0.6699990921745897,8.863528640055977e-07,8.831552100243136e-07,6.899315492365201e-09,1.1388008769819737e-09,2.184016900499257e-17,3.282046744067426e-09,1.4207242610372482e-08,1.680295669083666e-08,6.329238699623337e-11,5.884586721652793e-10,3.1963969410240453e-10,7.544163812042952e-13,4.2106693494358865e-12,2.388112809973717e-20,2.3731437023658293e-12,2.030543219749069e-14,3.612763580185424e-12,5.597015342759934e-18,7.206239997936072e-17,1.445906118381881e-26,2.203396116793247e-21,1.3733425825251154e-25,1.4476966478999654e-26,2.955404700205606e-25,6.666330794258218e-24,4.420762993842475e-30,1.3535756837405474e-32,5.895183689161004e-36
