Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58)
1e-12,0.11224537200001725,0.0,0.0,0.0,0.0,0.32999999999939705,0.6699999999995292,6.029810135784727e-13,4.710086349036146e-13,8.977402920279581e-18,1.3198135302308998e-13,2.8364559645682976e-26,6.104318320057773e-22,1.331263019712574e-23,3.027627604765588e-27,4.0866084535272354e-29,5.998008469921121e-22,1.2368001955503453e-21,8.525254400120256e-33,2.1127676992292116e-37,1.1903045493130952e-45,1.760543535674867e-43,2.18873415638845e-26,2.696233265482476e-24,6.853418612020887e-41
1.1627529110733658e-12,0.11224537200001725,0.0,0.0,0.0,0.0,0.3299999999992989,0.6699999999994525,7.011170055212792e-13,5.476724355005176e-13,1.1361965095739976e-17,1.5345592812040003e-13,3.590424914654548e-26,7.734211994532292e-22,1.7631569725257645e-23,4.0116249662643846e-27,5.412117982511736e-29,7.59340968098599e-22,1.5654489097570493e-21,1.1558449730335003e-32,2.8987835116030607e-37,1.633262944489374e-45,2.4301717159006993e-43,2.8984097969193797e-26,3.5705651360908156e-24,9.291509599006466e-41
2.325758210449548e-12,0.11224537200003445,0.0,0.0,0.0,0.0,0.32999999999859764,0.6699999999989045,1.4023635519523116e-12,1.095605653003919e-12,4.537364337525642e-17,3.0680325721037313e-13,1.4350760816233742e-25,3.1650423270521116e-21,1.4100246218262997e-22,3.278629238579385e-26,4.330660321895537e-28,3.0524242650381816e-21,6.263471178505929e-21,1.8489005844481894e-31,9.27443625953987e-36,5.242729247877318e-44,1.560290242446317e-41,2.3110794881252954e-25,2.850623756172232e-23,1.487001666450254e-39
3.4887635098257297e-12,0.11224537200005165,0.0,0.0,0.0,0.0,0.32999999999789636,0.6699999999983564,2.1035931819055325e-12,1.6436452144666688e-12,9.630398097622692e-17,4.600442388544066e-13,3.0466812584698698e-25,6.82989148485976e-21,4.02942468529619e-22,9.487957130104978e-26,1.2857353149153506e-27,6.5080626263644066e-21,1.331147679070775e-20,6.80212088660424e-31,4.2328646955011576e-35,2.394318230689212e-43,8.575043731220991e-41,6.595411646050758e-25,8.140956140247029e-23,5.625923470335787e-39
4.6517688092019115e-12,0.11224537200006884,0.0,0.0,0.0,0.0,0.3299999999971951,0.6699999999978081,2.8048059484919445e-12,2.1917910457850936e-12,1.6409981220664696e-16,6.131789471555374e-13,5.1921750261195995e-25,1.1814125677424332e-20,8.493774668978326e-22,2.0228651948927046e-25,2.801609060547404e-27,1.113574556639272e-20,2.2709895682444632e-20,1.7243057668346412e-30,1.2611939857001972e-34,7.136769724423397e-43,2.9483993795294056e-40,1.388689713032161e-24,1.715214677520886e-22,1.4644608498152999e-38
6.977779407954275e-12,0.11224537200010316,0.0,0.0,0.0,0.0,0.32999999999579255,0.6699999999967114,4.207192068474292e-12,3.2883318875965704e-12,3.391094876941977e-16,9.191991763969238e-13,1.0730966384388648e-24,2.5021725345926593e-20,2.3171837448763767e-21,5.622960405100836e-25,8.132233755288594e-27,2.3171150065676575e-20,4.7024342018529834e-20,6.024299487289761e-30,5.5162085683516125e-34,3.12290139199584e-42,1.585376680693015e-39,3.78167283250816e-24,4.675855744260275e-22,5.374435296553889e-38
9.303790006706638e-12,0.11224537200013747,0.0,0.0,0.0,0.0,0.32999999999439,0.6699999999956143,5.60951661462545e-12,4.3852629067312496e-12,5.75700363652678e-16,1.224829215486184e-12,1.821915223188827e-24,4.346251503692713e-20,4.843010192867265e-21,1.1946376224016089e-24,1.778411746301337e-26,3.9594985398935625e-20,7.99856632672355e-20,1.5040704953656177e-29,1.6061327285933817e-33,9.09517332225537e-42,5.282340634641315e-39,7.891577302760966e-24,9.766835741725778e-22,1.3936309564151517e-37
1e-11,0.11224537200017168,0.0,0.0,0.0,0.0,0.32999999999397023,0.6699999999952858,6.029240704999646e-12,4.7136720705946025e-12,6.592771318810002e-16,1.3162276910396933e-12,2.0864454701566367e-24,5.013177851176334e-20,5.878566687347304e-21,1.4580516706300844e-24,2.182594731258697e-26,4.5437386243524324e-20,9.165354526330653e-20,1.9261201037422295e-29,2.1621713833494924e-33,1.2244822409683778e-41,7.454015966961122e-39,9.574030596444654e-24,1.1852908696971204e-21,1.8049375394061176e-37
1.1629800605459002e-11,0.11224537200017168,0.0,0.0,0.0,0.0,0.32999999999298746,0.6699999999945166,7.011775540091166e-12,5.482611478833421e-12,8.779194590354073e-16,1.530041687858646e-12,2.7784843686704798e-24,6.78155906255544e-20,8.806405845974365e-21,2.2082793988792063e-24,3.3364837472623543e-26,6.07834840687375e-20,1.2221435990918292e-19,3.1882938829815115e-29,3.896975565421506e-33,2.2072033633892637e-41,1.4456835428092866e-38,1.4327486933501456e-23,1.7749352891045886e-21,3.0471183452627994e-37
1.628182180296373e-11,0.11224537200023997,0.0,0.0,0.0,0.0,0.3299999999901823,0.6699999999923199,9.81609476354423e-12,7.678584168782737e-12,1.6810057773539647e-15,2.139191044721221e-12,5.320456722930364e-24,1.3667810290337124e-19,2.3176832038227053e-20,6.070528183700421e-24,9.128662547211767e-26,1.1817492612123169e-19,2.350753815099872e-19,1.1646688588466798e-28,2.0104106787534925e-32,1.1391249161112859e-40,1.0774334988011775e-37,3.7549952894367004e-23,4.664211595460304e-21,1.1719994005581894e-36
2.5585864197973184e-11,0.11224537200037588,0.0,0.0,0.0,0.0,0.3299999999845721,0.6699999999879205,1.542395672932001e-11,1.2075581553711184e-11,4.063728080727519e-15,3.3524375857672913e-12,1.286262184510679e-23,3.659826294964501e-19,8.895518011851981e-20,2.5575392152068108e-23,3.6248865770804473e-25,2.9500269323294687e-19,5.738270554151498e-19,7.332791252641891e-28,2.157784395286479e-31,1.2231142871529575e-39,2.0477855423613607e-36,1.4276713701065968e-22,1.7841673266362666e-20,7.735133888496178e-36
3.488990659298264e-11,0.1122453720005109,0.0,0.0,0.0,0.0,0.32999999997896184,0.6699999999835133,2.103080010326906e-11,1.6479295053938956e-11,7.465115552074061e-15,4.558967787629358e-12,2.3629440351164273e-23,7.328031403358101e-19,2.194451096337438e-19,6.760878332394545e-23,9.074218067306268e-25,5.577765120066395e-19,1.0635633415877053e-18,2.3770598493691063e-27,8.970345707583278e-31,5.085364158239001e-39,1.0640516888841872e-35,3.4954677441973156e-22,4.389654753698469e-20,2.5502029890365136e-35
5.349799138300155e-11,0.11224537200077844,0.0,0.0,0.0,0.0,0.3299999999677414,0.6699999999746762,3.224155970391425e-11,2.5306673179753003e-11,1.719512632441141e-14,6.9520763936020536e-12,5.442944007034481e-23,1.989897494115189e-18,7.85640094073742e-19,2.8109172285361983e-22,3.3160293032303364e-24,1.3639326712685223e-18,2.496960542552036e-18,1.342573665660341e-26,8.147872517911085e-30,4.6198648698042196e-38,1.5852529133927626e-34,1.2291283696632585e-21,1.561558658401311e-19,1.4747554877027058e-34
7.210607617302046e-11,0.11224537200104252,0.0,0.0,0.0,0.0,0.3299999999565209,0.6699999999658088,4.3448543279353344e-11,3.416045640370437e-11,3.070114998056441e-14,9.318779004274463e-12,9.718266358300238e-23,4.055224788999008e-18,1.8695263341993405e-18,7.455078787909957e-22,7.998912434314872e-24,2.5669412297332883e-18,4.5367274477816185e-18,4.1602179585562115e-26,3.2126649273981757e-29,1.8216959342287948e-37,7.771123120332366e-34,2.882058617313155e-21,3.6964965125565716e-19,4.627948822213262e-34
9.071416096303937e-11,0.11224537200130333,0.0,0.0,0.0,0.0,0.32999999994530044,0.669999999956912,5.465192827229408e-11,4.304036303774569e-11,4.7805561510422564e-14,1.165935730711043e-11,1.5132682692389776e-22,7.083002826258237e-18,3.626273125697465e-18,1.587187030582076e-21,1.56988125752146e-23,4.198557527681807e-18,7.184474668345379e-18,9.8494625614754e-26,9.116691193461112e-29,5.1696739709367876e-37,2.5988654859565175e-33,5.512985827862942e-21,7.134488873307415e-19,1.1069578395675455e-33
9.999999999999999e-11,0.11224537200156086,0.0,0.0,0.0,0.0,0.3299999999397012,0.6699999999524612,6.02413802488806e-11,4.748129332400976e-11,5.762170423271214e-14,1.2817692714605438e-11,1.8239998737636713e-22,9.010559343146606e-18,4.811779875019328e-18,2.2044606417340457e-21,2.0954895285344707e-23,5.184751140971017e-18,8.733772428910811e-18,1.4311193740618426e-25,1.4443808679098804e-28,8.190569279947896e-37,4.471230773259586e-33,7.262386643427996e-21,9.442305132321228e-19,1.616839043657673e-33
1.0932224575305828e-10,0.11224537200156086,0.0,0.0,0.0,0.0,0.32999999993407997,0.6699999999479856,6.585188884562325e-11,5.1946107006423413e-11,6.833401912474035e-14,1.3974097377419641e-11,2.1631003938516884e-22,1.1224697070075516e-17,6.208778033890665e-18,2.9562610610649746e-21,2.717834119477517e-23,6.289990327856786e-18,1.0441849583412025e-17,1.987715086411574e-25,2.1386328336032617e-28,1.2127548283862778e-36,6.996056045165205e-33,9.310985157139947e-21,1.2155764925029158e-18,2.2549140568416663e-33
1.4653841533309608e-10,0.11224537200206627,0.0,0.0,0.0,0.0,0.329999999911639,0.669999999930047,8.824213710372359e-11,6.983406589945938e-11,1.1906208605308568e-13,1.8527103870625477e-11,3.7689114814614866e-22,2.3372233226425815e-17,1.4381180732153965e-17,7.941647004609832e-21,6.429367603133768e-23,1.1960040697903312e-17,1.879148932391365e-17,5.986910944109325e-25,8.2514166162932e-28,4.6792902188489275e-36,3.412211906379315e-32,2.0996990539752044e-20,2.7885346047659763e-18,6.91319368950347e-33
1.837545849131339e-10,0.11224537200255903,0.0,0.0,0.0,0.0,0.329999999889198,0.6699999999119962,1.1062054565050387e-10,8.782209747679023e-11,1.8162646352720543e-13,2.29800340963867e-11,5.749408972950608e-22,4.159226517021272e-17,2.750008112686762e-17,1.7243448382603678e-20,1.254362309883999e-22,1.9802889977938673e-17,2.959853775705766e-17,1.4052006565382363e-24,2.3316551498506588e-27,1.322283679906359e-35,1.1387465283241815e-31,3.911487681977238e-20,5.281981116166751e-18,1.6484966697950418e-32
2.2097075449317172e-10,0.11224537200303966,0.0,0.0,0.0,0.0,0.329999999866757,0.6699999998938372,1.3298832231175147e-10,1.0590789576223482e-10,2.5481808793607476e-13,2.7335194044055165e-11,8.066319143182566e-22,6.693641219202466e-17,4.6643194168306865e-17,3.2775082223098966e-20,2.1700935303327316e-22,3.003576875886959e-17,4.287627461104957e-17,2.8305792035518617e-24,5.487816019307937e-27,3.112190115158928e-35,3.0834965491997636e-31,6.462635841530248e-20,8.873476521865534e-18,3.3719059984920313e-32
2.5818692407320954e-10,0.11224537200350856,0.0,0.0,0.0,0.0,0.329999999844316,0.6699999998755731,1.5534652426479974e-10,1.2408923501092482e-10,3.3757870048390643e-13,3.1594809479018575e-11,1.0686142095291773e-21,1.0032575941718877e-16,7.27647251063789e-17,5.678527189892135e-20,3.453516214830548e-22,4.2849290855239724e-17,5.863749344156788e-17,5.133703288224634e-24,1.1442305646399956e-26,6.489107308212682e-35,7.309075827463526e-31,9.81688217368265e-20,1.370775166533742e-17,6.21133286781238e-32
2.9540309365324736e-10,0.11224537200396593,0.0,0.0,0.0,0.0,0.329999999821875,0.6699999998572068,1.7769605450939625e-10,1.423640069929567e-10,4.290043796808879e-13,3.57609886575479e-11,1.3580263584063525e-21,1.425476524105307e-16,1.0669045717082808e-16,9.178240934048177e-20,5.166282561608158e-22,5.840674019537768e-17,7.689428438075686e-17,8.610838230441322e-24,2.1805709048976533e-26,1.2366462867219546e-34,1.5702586217981319e-30,1.4010225886623405e-19,1.989788195710632e-17,1.0585920903064908e-31
3.326192632332852e-10,0.11224537200441209,0.0,0.0,0.0,0.0,0.329999999799434,0.669999999838741,2.0003769548487152e-10,1.6073019880112625e-10,5.283118893561332e-13,3.983574451743934e-11,1.6723889739557354e-21,1.942848011132344e-16,1.49145356539688e-16,1.40490206931018e-19,7.3688393667245765e-22,7.685001264940783e-17,9.76581608400129e-17,1.35895280923905e-23,3.8758535588559947e-26,2.198091836121914e-34,3.1336123454963915e-30,1.905993746857878e-19,2.753254105412949e-17,1.698448319185098e-31
3.69835432813323e-10,0.11224537200484747,0.0,0.0,0.0,0.0,0.329999999776993,0.6699999998201789,2.2237218024315922e-10,1.791858246990943e-10,6.347674320448217e-13,4.3821062827697816e-11,2.0093791707461314e-21,2.56177054217577e-16,2.0081353469188445e-16,2.0577281454405602e-19,1.0121807328612922e-21,9.831226295764479e-17,1.2094046143634173e-16,2.0417194911855938e-23,6.493960896209025e-26,3.6829069932066532e-34,5.844417945046713e-30,2.497651409712096e-19,3.6689946232173785e-17,2.5946184971524097e-31
4.070516023933608e-10,0.11224537200527235,0.0,0.0,0.0,0.0,0.329999999754552,0.6699999998015229,2.4470021950907517e-10,1.9772889312336988e-10,7.476595607925227e-13,4.7718935186044045e-11,2.3667448153963948e-21,3.2884491591901757e-16,2.623614267156613e-16,2.906268562745185e-19,1.3486773612632882e-21,1.2292273089778717e-16,1.4675254371922407e-16,2.9459417182393723e-23,1.0343528052013917e-25,5.866133070820425e-34,1.0261734049766187e-29,3.1767276205574335e-19,4.7442797023970295e-17,3.8057982594943305e-31
4.4426777197339863e-10,0.11224537200568695,0.0,0.0,0.0,0.0,0.329999999732111,0.6699999997827755,2.6702246406391707e-10,2.1635744042189508e-10,8.663368344735299e-13,5.1531325281527494e-11,2.7424237270286638e-21,4.1285690692151517e-16,3.3440618974554837e-16,3.9823288476616104e-19,1.752571975936331e-21,1.5080006258543518e-16,1.7510558450313054e-16,4.11075621652097e-23,1.5790923196167988e-25,8.95555486670482e-34,1.7123670533784976e-29,3.942994815499852e-19,5.985082286235075e-17,5.397101803260306e-31
4.814839415534365e-10,0.1122453720060916,0.0,0.0,0.0,0.0,0.32999999970967003,0.6699999997639394,2.893394696564738e-10,2.3506957448641076e-10,9.902429429783832e-13,5.526012526271416e-11,3.134654868421545e-21,5.08699069395994e-16,4.1748554159237936e-16,5.31973610861618e-19,2.2300099387350778e-21,1.820460500952815e-16,2.060103231941738e-16,5.578220444983501e-23,2.3273306515354524e-25,1.3199107131749033e-33,2.7393922369648896e-29,4.794844056541264e-19,7.395448986061399e-17,7.441256301148652e-31
5.187001111334743e-10,0.11224537200648653,0.0,0.0,0.0,0.0,0.32999999968722904,0.6699999997450167,3.116517137768004e-10,2.538634729938309e-10,1.1188999159719908e-12,5.890715749512587e-11,3.541925192200091e-21,6.167894705196281e-16,5.120710768595874e-16,6.953839947914169e-19,2.787074347480686e-21,2.167485763476377e-16,2.3947707361704606e-16,7.392647729834946e-23,3.3300627784784996e-25,1.8886007570462256e-33,4.2295754699642527e-29,5.729771001911148e-19,8.977907753308281e-17,1.001801484595138e-30
5.931324502935499e-10,0.11224537200724823,0.0,0.0,0.0,0.0,0.329999999642347,0.6699999997069207,3.562637363279396e-10,2.916893612129898e-10,1.3886459018389774e-12,6.596312100825477e-11,4.39582030158661e-21,8.713077563906577e-16,7.375679307994769e-16,1.1257360353369338e-18,4.164606208931624e-21,2.968584875293876e-16,3.141372848077295e-16,1.2245312241440597e-22,6.335725247791545e-25,3.5932393173854445e-33,9.24156269556023e-29,7.839437750787627e-19,1.266763081956459e-16,1.711512129247489e-30
6.555269939114299e-10,0.11224537200785903,0.0,0.0,0.0,0.0,0.32999999960472365,0.6699999996747387,3.936497549757512e-10,3.236340200780291e-10,1.6257194242354613e-12,7.164165063491283e-11,5.14628917246087e-21,1.125641536705485e-15,9.6577236997756e-16,1.6111304787559876e-18,5.619275240435003e-21,3.753469012656895e-16,3.8470740718655255e-16,1.7802550584013562e-22,1.0217424341810781e-24,5.794722049191819e-33,1.6523323919404307e-28,9.839489220890927e-19,1.6302990538685418e-16,2.552155314902879e-30
7.179215375293098e-10,0.11224537200844557,0.0,0.0,0.0,0.0,0.3299999995671003,0.669999999642341,4.3102739129957365e-10,3.557857577746239e-10,1.8711404628062962e-12,7.711309271730215e-11,5.9231826695305006e-21,1.4187889123051124e-15,1.2314260998411322e-15,2.2299892131210846e-18,7.378151298012365e-21,4.644789827738124e-16,4.626067671082776e-16,2.4971029641843125e-22,1.575152362968192e-24,8.933360895378921e-33,2.797700390399599e-28,1.203436732126677e-18,2.0431833801603044e-16,3.669929588491117e-30
7.803160811471898e-10,0.11224537200900908,0.0,0.0,0.0,0.0,0.32999999952947695,0.6699999996097369,4.683979375422853e-10,3.881369713254363e-10,2.123615503420811e-12,8.2385050445437e-11,6.7224060864585e-21,1.7518867081451894e-15,1.5359275714614285e-15,3.001544247047649e-18,9.47005521087491e-21,5.64498051757969e-16,5.478777894511563e-16,3.399815346834348e-22,2.3389262301979472e-24,1.326507724944031e-32,4.526845042919345e-28,1.4408179896023167e-18,2.5048871025806785e-16,5.119876330397464e-30
9.051051683829497e-10,0.1122453720100701,0.0,0.0,0.0,0.0,0.3299999994542302,0.6699999995439422,5.431220582588121e-10,4.53408747962315e-10,2.6454249300574807e-12,9.235959170332453e-11,8.374222316793838e-21,2.5417218249673663e-15,2.266289543615122e-15,5.081925511383665e-18,1.4768262373046728e-20,7.980139063159855e-16,7.406961899666945e-16,5.865356487254063e-22,4.711331803702915e-24,2.672012301303923e-32,1.0637952613202545e-27,1.963117210543728e-18,3.571360541839816e-16,9.261243855585466e-30
9.999999999999999e-10,0.11224537201093258,0.0,0.0,0.0,0.0,0.3299999993970094,0.669999999493417,5.99933605587036e-10,5.03524441050218e-10,3.0539206990915804e-12,9.946431893687201e-11,9.667338128387598e-21,3.255655196018051e-15,2.933977306463236e-15,7.22578760685652e-18,1.9908084240521363e-20,1.006114336423924e-15,9.073578146566205e-16,8.436730094919299e-22,7.522418631547307e-24,4.266317274371258e-32,1.8837548827386103e-27,2.3966819621589614e-18,4.505167128598347e-16,1.3793342766600107e-29
1.0145007468433712e-09,0.11224537201093258,0.0,0.0,0.0,0.0,0.3299999993882656,0.6699999994856607,6.086141598544055e-10,5.112174232676967e-10,3.1170733702808168e-12,1.0051510776736564e-10,9.867251389679336e-21,3.3735132150078713e-15,3.0447540194186206e-15,7.601479185082538e-18,2.0785364164495616e-20,1.0402679289352857e-15,9.343588199622269e-16,8.889649476854645e-22,8.046619507052793e-24,4.5636175061965854e-32,2.045067845198021e-27,2.465330304276303e-18,4.656820213627572e-16,1.4609984113919064e-29
1.123896325303793e-09,0.11224537201173627,0.0,0.0,0.0,0.0,0.32999999932230095,0.6699999994268558,6.740964031122437e-10,5.695394647798492e-10,3.5984578316306717e-12,1.0815723446157903e-10,1.1391100494965546e-20,4.3386659759944734e-15,3.956826135647582e-15,1.0889179686104978e-17,2.824724828358728e-20,1.3182934422689e-15,1.151231668396065e-15,1.287503626519243e-21,1.2975715140305166e-23,7.35915389563375e-32,3.667273922787369e-27,3.001351564668266e-18,5.87481167596019e-16,2.1995730768227188e-29
1.2332919037642146e-09,0.11224537201248533,0.0,0.0,0.0,0.0,0.3299999992563362,0.669999999367563,7.395712588635545e-10,6.283422923352049e-10,4.087105261370875e-12,1.1531855294389123e-10,1.2937941017200933e-20,5.439383374727962e-15,5.005931839824311e-15,1.5060127330813026e-17,3.730914311739989e-20,1.6325893437746025e-15,1.3914910135315615e-15,1.7973429029949287e-21,1.9971247532980963e-23,1.1326675056969325e-31,6.2151245619836586e-27,3.564907179340136e-18,7.216831393772493e-16,3.1879557387722685e-29
1.3426874822246363e-09,0.11224537201318313,0.0,0.0,0.0,0.0,0.32999999919037154,0.6699999993078141,8.050405843062261e-10,6.875953884643805e-10,4.581156866747618e-12,1.2202958160864756e-10,1.4501888822391458e-20,6.677329648970159e-15,6.194878684886788e-15,2.0231006427713634e-17,4.812627799066144e-20,1.98354084453003e-15,1.6553002710466368e-15,2.4339550509121545e-21,2.9575776106022103e-23,1.6773896215113865e-31,1.0052922465354179e-26,4.150714432496432e-18,8.674167433578067e-16,4.476955703331751e-29
1.452083060685058e-09,0.11224537201383321,0.0,0.0,0.0,0.0,0.32999999912440675,0.6699999992476393,8.705057687898925e-10,7.472701695486896e-10,5.079222178826223e-12,1.2831890492903055e-10,1.6078542287220303e-20,8.053756921423675e-15,7.525981894696867e-15,2.6519719330741217e-17,6.085389241018953e-20,2.371445398136179e-15,1.9428107983273407e-15,3.2130336491561246e-21,4.2402791301948143e-23,2.4048761639687754e-31,1.5635283985854833e-26,4.7543811242149764e-18,1.0238156161491113e-15,6.122084022040157e-29
1.5614786391454796e-09,0.1122453720144386,0.0,0.0,0.0,0.0,0.329999999058442,0.6699999991870664,9.359678490765816e-10,8.073398627062771e-10,5.580263672521143e-12,1.3421329657181182e-10,1.7664617055960966e-20,9.569605638751197e-15,9.001165956459508e-15,3.40450911051286e-17,7.564723451962515e-20,2.7965332656992095e-15,2.2541626642105698e-15,4.1504433192566405e-21,5.913754221232713e-23,3.3539914044931157e-31,2.351846207317471e-26,5.3722876919102494e-18,1.1900366346393623e-15,8.183554152494632e-29
1.6708742176059013e-09,0.11224537201500225,0.0,0.0,0.0,0.0,0.3299999989924772,0.6699999991261212,1.001427583718908e-09,8.677794095081935e-10,6.0835223115060105e-12,1.3973781568310882e-10,1.9257710347861505e-20,1.1225569449338057e-14,1.0622031593267856e-14,4.292667725326584e-17,9.266155931750885e-20,3.2589808373758998e-15,2.5894852511663315e-15,5.262185496008312e-21,8.053757822326761e-23,4.567700179126283e-31,3.4369895679771866e-26,6.001494055947184e-18,1.3652703987360718e-15,1.072628271728908e-28
1.780269796066323e-09,0.11224537201552683,0.0,0.0,0.0,0.0,0.3299999989265124,0.6699999990648281,1.0668855447083052e-09,9.285653264250078e-10,6.58842580535431e-12,1.4491594644548417e-10,2.0856010538927584e-20,1.3022175216805807e-14,1.2389939933032529e-14,5.3284526591054317e-17,1.1205212484024865e-19,3.7589271097584566e-15,2.9488981278549675e-15,6.564354453817627e-21,1.074334006363105e-22,6.093104846113554e-31,4.898287837923715e-26,6.639610899041755e-18,1.5487525160222903e-15,1.3819890294203697e-28
1.8896653745267447e-09,0.11224537201601488,0.0,0.0,0.0,0.0,0.3299999988605476,0.669999999003209,1.1323421604623885e-09,9.896756186070255e-10,7.0945455779222055e-12,1.4976968430088453e-10,2.2458160942432508e-20,1.4959820622503464e-14,1.4306053592645107e-14,6.523907057754228e-17,1.3397419379153594e-19,4.296481476596908e-15,3.3325115878569417e-15,8.07311504902388e-21,1.4072874620197485e-22,7.981461366932547e-31,6.828635181581075e-26,7.284724063744345e-18,1.7397673049885995e-15,1.7538701600170218e-28
1.999060952987166e-09,0.1122453720164687,0.0,0.0,0.0,0.0,0.3299999987945827,0.669999998941285,1.1977977521350274e-09,1.0510896802699609e-09,7.601560420053664e-12,1.543196355694641e-10,2.40631447491003e-20,1.7038806024461087e-14,1.6371373456020206e-14,7.891102896497454e-17,1.585830316255209e-19,4.87173038982568e-15,3.740427272081222e-15,9.804681570967777e-21,1.8140080183931196e-22,1.0288191484474164e-30,9.335714499024759e-26,7.935307504514626e-18,1.9376488705166464e-15,2.1961745621956036e-28
2.2178521099080095e-09,0.11224537201728237,0.0,0.0,0.0,0.0,0.3299999986626529,0.6699999988165993,1.328706714079232e-09,1.174753207021078e-09,8.617424660602101e-12,1.6258408524717808e-10,2.727891977428722e-20,2.1621602098849032e-14,2.0952941110450958e-14,1.1189123973659363e-16,2.164821024743423e-19,6.135562203878222e-15,4.62953128241515e-15,1.400126538664287e-20,2.8915138251103204e-22,1.6399307709995054e-30,1.6590640165579363e-25,9.248388580941912e-18,2.3515902290159134e-15,3.3260170383777454e-28
2.4147641511367684e-09,0.11224537201791822,0.0,0.0,0.0,0.0,0.32999999854391593,0.6699999987035224,1.4465230243495668e-09,1.2869082547327219e-09,9.533017560498972e-12,1.6916416217753855e-10,3.017728028232123e-20,2.6231157231722623e-14,2.559415166144612e-14,1.4866205091336173e-16,2.793377212084415e-19,7.402458348519579e-15,5.513698128433509e-15,1.8703380154500775e-20,4.226649652765617e-22,2.3971587335091088e-30,2.651310072966333e-25,1.0439376100255733e-17,2.741928229915607e-15,4.672637283512636e-28
2.6116761923655273e-09,0.11224537201847339,0.0,0.0,0.0,0.0,0.32999999842517896,0.6699999985897251,1.564338247094266e-09,1.3997822084233615e-09,1.0449281669529441e-11,1.7502528387943706e-10,3.307776554823351e-20,3.130076122851642e-14,3.072930448576784e-14,1.9288224286252848e-16,3.5331331310152867e-19,8.792180467450884e-15,6.4778415006753865e-15,2.4380368140716228e-20,5.986407087790086e-22,3.39521313610726e-30,4.0770653416900984e-25,1.1635788574774985e-17,3.1463241042095896e-15,6.391838579969007e-28
2.808588233594286e-09,0.11224537201895673,0.0,0.0,0.0,0.0,0.32999999830644183,0.6699999984752882,1.6821526753979105e-09,1.5132949826932216e-09,1.136592498090849e-11,1.8024753735587447e-10,3.597945120483056e-20,3.683067574220118e-14,3.636098400968895e-14,2.452601441421577e-16,4.393144816353816e-19,1.0304836404652739e-14,7.522304659112627e-15,3.112693823406473e-20,8.254378392882242e-22,4.681503873920721e-30,6.067369053350231e-25,1.2835665233563783e-17,3.562497138158671e-15,8.546723919529563e-28
3.005500274823045e-09,0.11224537201937626,0.0,0.0,0.0,0.0,0.3299999981877046,0.6699999983602825,1.7999664074357985e-09,1.6273755100792882e-09,1.2282850544786106e-11,1.8490199137167804e-10,3.888203035080065e-20,4.282096701213781e-14,4.249122257982966e-14,3.065045673152351e-16,5.382468270258262e-19,1.1940473024869865e-14,8.647374800957858e-15,3.9037549458269584e-20,1.1121832673585704e-21,6.3077948218113916e-30,8.777807006070465e-25,1.403793393105574e-17,3.9885151422073595e-15,1.1205336650163448e-27
3.202412316051804e-09,0.11224537201973915,0.0,0.0,0.0,0.0,0.32999999806896724,0.6699999982447713,1.917779515338625e-09,1.7419606374162083e-09,1.319998743435799e-11,1.890518001440971e-10,4.178527846259111e-20,4.92716558371919e-14,4.912170792892494e-14,3.7732434598070216e-16,6.510159241961597e-19,1.3699109115769892e-14,9.85328995693149e-15,4.820627412220908e-20,1.4687689648905498e-21,8.33018895831159e-30,1.2390739629441067e-24,1.524196981777914e-17,4.4227630601472815e-15,1.4440660673019722e-27
3.399324357280563e-09,0.11224537202005175,0.0,0.0,0.0,0.0,0.3299999979502299,0.6699999981288108,2.035592142454822e-09,1.856994120207771e-09,1.4117193388311583e-11,1.9275320902062341e-10,4.468874520231031e-20,5.618280512479111e-14,5.625392569281791e-14,4.584280527637779e-16,7.785273503150697e-19,1.5580755450798043e-14,1.1140245275555268e-14,5.872669404644259e-20,1.905848602801415e-21,1.0809109296016295e-29,1.7117506899685005e-24,1.644719785149348e-17,4.863902008217836e-15,1.8330620622656593e-27
3.5962363985093218e-09,0.11224537202031966,0.0,0.0,0.0,0.0,0.32999999783149236,0.6699999980124518,2.153404391973549e-09,1.9724259172930337e-09,1.5034366308134777e-11,1.960562598522856e-10,4.7592107370493424e-20,6.355442520540153e-14,6.388910903996441e-14,5.505242498916073e-16,9.216867191051154e-19,1.7585397394887455e-14,1.2508397431306586e-14,7.069189806695671e-20,2.4348320124343414e-21,1.3809267469048185e-29,2.3200502306281837e-24,1.7653120030435388e-17,5.310803767341503e-15,2.2958082376240263e-27
3.793148439738081e-09,0.1122453720205478,0.0,0.0,0.0,0.0,0.32999999771275473,0.6699999978957382,2.2712162111583397e-09,2.0882116799250895e-09,1.595156014816532e-11,1.9900530193781459e-10,5.0495535762505324e-20,7.138637453664792e-14,7.202816624803512e-14,6.543217599546499e-16,1.0813996399964662e-18,1.9712976156529346e-14,1.3957867817324979e-14,8.419450346481179e-20,3.067878814907624e-21,1.739962760141059e-29,3.0915190626568122e-24,1.8859606954444933e-17,5.76250249979961e-15,2.841085373524765e-27
