Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416)
4.355457049200994e-07,0.11224537185372895,0.0,0.0,0.0,0.0,0.32999973609194067,0.6699997343834307,2.6063500308959085e-07,2.6203485212220954e-07,2.0275527261599154e-09,4.921643980280175e-10,6.4183315226103706e-18,6.847296789897816e-10,1.2409922822616473e-09,8.910939128079266e-10,1.632484206109872e-12,1.3446755180512525e-10,7.775725743377513e-11,3.9345865381264986e-14,1.3070235787638914e-13,7.412882440434889e-22,2.01566726851157e-14,3.6345328271622005e-15,1.052411281311222e-12,1.0730377084340607e-19,4.099875566525759e-19,2.3026930911603395e-28,6.839469907028604e-23,2.2714423995901435e-28,1.6977393378040017e-29,7.444929214912426e-28,5.1436624593444884e-27,3.410832245099276e-33,3.048309487148244e-36,3.651589997594177e-41,7.67859985704341e-40,8.188142150365631e-39,3.6043153749202353e-35,1.465012577636138e-41,7.009541951076352e-42
4.5531922656756764e-07,0.11224537184746138,0.0,0.0,0.0,0.0,0.3299997240191551,0.6699997222451474,2.724994050581375e-07,2.7393622223673267e-07,2.1199276529272543e-09,5.045534266855314e-10,6.710749519220084e-18,7.312727355321376e-10,1.3564596741900175e-09,1.0005256830448926e-09,1.86530979459648e-12,1.4283925081357637e-10,8.232987479931166e-11,4.380748261187048e-14,1.4938847534773015e-13,8.47267964504868e-22,2.4152756268001182e-14,3.846921338033787e-15,1.10062763795206e-12,1.239456330159678e-19,4.956210667048699e-19,2.6499942816582336e-28,7.817288567984238e-23,2.872931304769319e-28,2.1935684731834846e-29,9.22582318278827e-28,6.66243603994493e-27,4.41796584094785e-33,4.1300345133663334e-36,4.944624196698002e-41,1.0400120866287326e-39,1.1090259898332908e-38,5.104068639030773e-35,2.0746056357473043e-41,1.0666322547227748e-41
4.7509274821503585e-07,0.11224537184133082,0.0,0.0,0.0,0.0,0.32999971193703076,0.6699997101008083,2.843679210096008e-07,2.8583717696998666e-07,2.2123345975461073e-09,5.169420696514414e-10,7.003268870129227e-18,7.782444669755245e-10,1.4770751017253487e-09,1.1171855585774216e-09,2.119321886627082e-12,1.512553932226116e-10,8.691415117996078e-11,4.855613418446296e-14,1.696991568570606e-13,9.624615221721135e-22,2.870560806304081e-14,4.063437344734078e-15,1.148873642070612e-12,1.4227810464359434e-19,5.942156765751443e-19,3.032108007856534e-28,8.880118518418413e-23,3.5968287039920494e-28,2.8008725540624983e-29,1.1330612930187918e-27,8.535671473748466e-27,5.660154356865969e-33,5.5240488823269604e-36,6.610090440870631e-41,1.3906272108815825e-39,1.4829074964203337e-38,7.121508360678274e-35,2.894619428999611e-41,1.5935122664134866e-41
4.948662698625041e-07,0.11224537183533717,0.0,0.0,0.0,0.0,0.32999969984549915,0.6699996979504098,2.9624061484000153e-07,2.977377166841037e-07,2.304774058767349e-09,5.293303277161561e-10,7.295891154161597e-18,8.255944435197463e-10,1.6028404914086147e-09,1.2411358232375344e-09,2.395450933678434e-12,1.5971014945833523e-10,9.150807588784002e-11,5.3597569794448655e-14,1.9168919893590695e-13,1.0871796997014543e-21,3.3862413595627225e-14,4.284083681295984e-15,1.1971495613381737e-12,1.6239193595874636e-19,7.070585439573987e-19,3.4511096106475043e-28,1.0030827205000216e-22,4.4612533119661975e-28,3.5378579457280825e-29,1.3801586390321398e-27,1.0826375716960576e-26,7.179180230355433e-33,7.301903641636606e-36,8.733093715671433e-41,1.837652575282249e-39,1.9595969065899006e-38,9.802232426941048e-35,3.984234404069102e-41,2.340890221601732e-41
5.146397915099722e-07,0.11224537182948054,0.0,0.0,0.0,0.0,0.32999968774450017,0.6699996857939494,3.0811754234769576e-07,3.0963784174566366e-07,2.3972464721439417e-09,5.417182016231103e-10,7.588617750084468e-18,8.732781069421241e-10,1.7337577958728565e-09,1.3724314276419518e-09,2.6946284700783522e-12,1.6819849372905998e-10,9.610998102953986e-11,5.893739840209481e-14,2.154120390191687e-13,1.2217255715302204e-21,3.967190396096283e-14,4.508863106726276e-15,1.2454556304338913e-12,1.8437903764094315e-19,8.355045483921867e-19,3.9091560747274725e-28,1.1272210956408084e-22,5.486096961087191e-28,4.4246780676212647e-29,1.6684624207335335e-27,1.360561023374063e-26,9.022167227874609e-33,9.547701610259447e-36,1.141361902017727e-40,2.402176375672627e-39,2.5615818026202003e-38,1.3324377547233633e-34,5.415856941079614e-41,3.385950589789308e-41
5.344133131574404e-07,0.1122453718237609,0.0,0.0,0.0,0.0,0.3299996756339808,0.6699996736314244,3.1999875219759683e-07,3.2153755252512487e-07,2.4897522175550294e-09,5.541056920751562e-10,7.881449860426525e-18,9.212561367334746e-10,1.869828990532351e-09,1.5111208473972974e-09,3.0177871163055823e-12,1.7671609322389003e-10,1.007184830642029e-10,6.45810917747597e-14,2.409197907207735e-13,1.366394703945378e-21,4.618431750833839e-14,4.73777831237748e-15,1.293792054965882e-12,2.0833248121696012e-19,9.80977151821886e-19,4.408489945494215e-28,1.260699682929133e-22,6.693118650734309e-28,5.483542250277336e-29,2.0029362513805924e-27,1.6953162460826804e-26,1.1242025729777523e-32,1.2359692849907624e-35,1.4768413925026401e-40,3.108825534169642e-39,3.315123318541711e-38,1.790419180460321e-34,7.277384414058703e-41,4.828086863969681e-41
5.541868348049085e-07,0.11224537181817826,0.0,0.0,0.0,0.0,0.32999966351389454,0.6699996614628316,3.3188428677702166e-07,3.3343684939632254e-07,2.582291625884556e-09,5.664927997389912e-10,8.17438853261941e-18,9.694938745930614e-10,2.0110560706687883e-09,1.6572468477866132e-09,3.3658605812712677e-12,1.8525921268751634e-10,1.0533243445207484e-10,7.05339880457587e-14,2.682632780311057e-13,1.5214753490368233e-21,5.3451362522585983e-14,4.9708319286923905e-15,1.342159014952743e-12,2.3434649965263735e-19,1.1449692595738375e-18,4.951443128000172e-28,1.403784439780854e-22,8.106040021925536e-28,6.738826173282054e-29,2.38893580023145e-27,2.0958247217712217e-26,1.389791787395644e-32,1.5852004152093955e-35,1.8933028008460127e-40,3.986196619206375e-39,4.250715655497175e-38,2.3802298853745665e-34,9.674751383930133e-41,6.794028713700833e-41
5.739603564523767e-07,0.11224537181273253,0.0,0.0,0.0,0.0,0.32999965138419995,0.669999649288168,3.437741829539588e-07,3.4533573273602846e-07,2.6748649849386135e-09,5.788795252492868e-10,8.46743467772941e-18,1.0179608048386626e-09,2.1574410488683494e-09,1.8108471634977212e-09,3.739783663792459e-12,1.9382463208624572e-10,1.099508834546224e-10,7.68012951567317e-14,2.974920686094758e-13,1.687248633518128e-21,6.152618087093274e-14,5.2080265313534236e-15,1.3905566679090412e-12,2.625164882507826e-19,1.3290440819623508e-18,5.540440575331277e-28,1.556734749580956e-22,9.750642262404286e-28,8.217183902236249e-29,2.832225524075391e-27,2.5720238489142817e-26,1.7055742841208165e-32,2.0156508675578265e-35,2.4064016224413913e-40,5.067321431713096e-39,5.40358256364355e-38,3.1330710399639807e-34,1.2734779943976908e-40,9.443885985433662e-41
5.937338780998449e-07,0.11224537180742367,0.0,0.0,0.0,0.0,0.32999963924486087,0.669999637107431,3.556684727481353e-07,3.572342029235635e-07,2.7674725446824286e-09,5.912658692127708e-10,8.760589087035441e-18,1.066630086724095e-09,2.308985952768605e-09,1.9719551019879205e-09,4.1404922534276534e-12,2.0240957553641344e-10,1.145730406867169e-10,8.338809414234842e-14,3.286545062486351e-13,1.863988742851483e-21,7.046331258647231e-14,5.449364646870525e-15,1.4389851515767233e-12,2.929390059063593e-19,1.5348359966729765e-18,6.178003874375805e-28,1.7198035915690738e-22,1.1654864450479319e-27,9.947661581889632e-29,3.3389956290449574e-27,3.1349432003221153e-26,2.0788642563028276e-32,2.5424842006560204e-35,3.0341313410693752e-40,6.390168783281434e-39,6.814212417692202e-38,4.086064612575261e-34,1.6608358268130144e-40,1.297822985937575e-40
6.13507399747313e-07,0.11224537180225168,0.0,0.0,0.0,0.0,0.32999962709584535,0.6699996249206182,3.67567183924259e-07,3.6913226034045676e-07,2.8601145218701204e-09,6.03651832211588e-10,9.05385244668479e-18,1.115478134233914e-09,2.465692823079694e-09,2.1406000784330637e-09,4.568923330804786e-12,2.1101165002177017e-10,1.191982513809421e-10,9.029934232831974e-14,3.6179774246975306e-13,2.0519631004409884e-21,8.031866136477155e-14,5.694848757645331e-15,1.4874445863404002e-12,3.2571177664335397e-19,1.764051412146243e-18,6.866754735353447e-28,1.8932377061747547e-22,1.3848903342551026e-27,1.1961812856554417e-28,3.91587927075873e-27,3.796783902829862e-26,2.517752813246976e-32,3.183057109274211e-35,3.7970787338446295e-40,7.99818403279819e-39,8.528933556523933e-38,5.283122280916953e-34,2.147397245641423e-40,1.7646342022950193e-40
6.332809213947812e-07,0.11224537179721637,0.0,0.0,0.0,0.0,0.32999961493712504,0.6699996127277259,3.7947034051570935e-07,3.810299053701466e-07,2.952791104131772e-09,6.160374148062018e-10,9.347225350630993e-18,1.164484239467191e-09,2.6275637118483973e-09,2.3168080892683095e-09,5.026014967548005e-12,2.1962879259736347e-10,1.238259724399843e-10,9.753987649014044e-14,3.9696776722830135e-13,2.251432541783393e-21,9.11494609509774e-14,5.944481306552093e-15,1.535935077360031e-12,3.6093369135366527e-19,2.0184696321803553e-18,7.609418389278805e-28,2.0772777557001163e-22,1.636531460690805e-27,1.4293816055721705e-28,4.569969994169156e-27,4.5710011820909543e-26,3.031162720471987e-32,3.9571522597994587e-35,4.718697780557876e-40,9.940867969552036e-39,1.0600531580260077e-37,6.775907698433248e-34,2.754161783858763e-40,2.3755773788031874e-40
6.530544430422493e-07,0.11224537179231775,0.0,0.0,0.0,0.0,0.3299996027686751,0.669999600528752,3.913779632861393e-07,3.929271383977198e-07,3.045502453576025e-09,6.284226175380825e-10,9.64070831203802e-18,1.2136302361734806e-09,2.7946006809366096e-09,2.5006021306301532e-09,5.512706325896481e-12,2.2825922488928307e-10,1.2845575342182565e-10,1.0511441594608342e-13,4.342094387864129e-13,2.462651483891425e-21,1.0301424239309812e-13,6.198264701073889e-15,1.5844567164512354e-12,3.9870480972330996e-19,2.299943721916057e-18,8.408826896427745e-28,2.272158480640692e-22,1.923911550830937e-27,1.6980593149465048e-28,5.308839411512379e-27,5.472390116370253e-26,3.6289052678494826e-32,4.887227728574037e-35,5.8256029340784315e-40,1.2274396644632504e-38,1.308891031290369e-37,8.624898818737145e-34,3.5057116982415416e-40,3.1683368686454464e-40
6.728279646897175e-07,0.11224537178755568,0.0,0.0,0.0,0.0,0.32999959059047346,0.6699995883236934,4.032900701358828e-07,4.048239598096807e-07,3.1382487099619503e-09,6.408074409320518e-10,9.934301773321032e-18,1.2629001999921007e-09,2.966805800688471e-09,2.6920025675863307e-09,6.029937658095371e-12,2.3690141385258026e-10,1.33087220744861e-10,1.1302756555115022e-13,4.735665128134902e-13,2.685868090340086e-21,1.1597280213721903e-13,6.456201317029563e-15,1.6330095837411759e-12,4.391263623470789e-19,2.6104013753251015e-18,9.267922368955665e-28,2.478108851967717e-22,2.250788905002483e-27,2.0061930478841511e-28,6.140555119718958e-27,6.517174643257356e-26,4.321739294951613e-32,5.998683714745226e-35,7.147882520043657e-40,1.5062283777050434e-38,1.6061798164908013e-37,1.0900557251408499e-33,4.430687275091035e-40,4.188791422143346e-40
6.926014863371856e-07,0.1122453717829301,0.0,0.0,0.0,0.0,0.3299995784025004,0.6699995761125476,4.1520667645946506e-07,4.1672036999375187e-07,3.2310299934893645e-09,6.531918854983072e-10,1.0228006114979278e-17,1.3122801818616844e-09,3.1441811487633614e-09,2.8910274596193848e-09,6.57865030562289e-12,2.4555403792329e-10,1.3772006456720672e-10,1.2128381860097703e-13,5.150816707320064e-13,2.921324432031995e-21,1.3008617094234663e-13,6.718293501924482e-15,1.6815937491255488e-12,4.823007530008082e-19,2.951845784316722e-18,1.0189760111038372e-27,2.69535221946053e-22,2.62118895794734e-27,2.358060128297071e-28,7.07369886057993e-27,7.723099863261711e-26,5.121432402760437e-32,7.320147212827804e-35,8.719433048660246e-40,1.8376087391817306e-38,1.959550166288164e-37,1.3684611896164082e-33,5.562308586539197e-40,5.492460113139833e-40
7.123750079846538e-07,0.11224537177844092,0.0,0.0,0.0,0.0,0.3299995662047384,0.6699995638953118,4.271277954598399e-07,4.286163693386968e-07,3.323846407251435e-09,6.655759517342258e-10,1.0521821663359946e-17,1.3617579712487608e-09,3.3267288091147683e-09,3.0976928472867326e-09,7.159786698302446e-12,2.542159578377421e-10,1.4235402790782843e-10,1.298875596706665e-13,5.58796547307631e-13,3.169256643676868e-21,1.4541658359392302e-13,6.984543577957822e-15,1.7302092735495095e-12,5.283315610270489e-19,3.326356509569378e-18,1.1177511679492464e-27,2.924106456084539e-22,3.0394149862333145e-27,2.7582490045275714e-28,8.117384925374474e-27,9.109527684640541e-26,6.040824381150982e-32,8.883775341311185e-35,1.0578315233313636e-39,2.2296162372249458e-38,2.377570794032969e-37,1.7071464380763176e-33,6.938946756264521e-40,7.146148175340731e-40
7.32148529632122e-07,0.11224537177408796,0.0,0.0,0.0,0.0,0.3299995539971724,0.669999551671983,4.390534384243253e-07,4.4051195823416684e-07,3.4166980393883826e-09,6.77959640125958e-10,1.0815748697475845e-17,1.4113228862006537e-09,3.514450871097471e-09,3.3120130044188056e-09,7.77429035333865e-12,2.6288619148377517e-10,1.4698889763495754e-10,1.3884306739263263e-13,6.047517575032117e-13,3.429895076095898e-21,1.6202744939516054e-13,7.254953844718278e-15,1.7788562101327206e-12,5.773235438084905e-19,3.736090353171135e-18,1.2234467867006138e-27,3.1645840985169705e-22,3.5100589630179834e-27,3.2116718665256037e-28,9.28127880408229e-27,1.06975358541953e-25,7.093892881815017e-32,1.0725578032882538e-34,1.2767132520423937e-39,2.6912460629453953e-38,2.869833800539366e-37,2.116972411083597e-33,8.604747908405138e-40,9.229813286995866e-40
7.519220512795901e-07,0.11224537176987122,0.0,0.0,0.0,0.0,0.32999954177978824,0.6699995394425589,4.5098361496667467e-07,4.5240713707056674e-07,3.5095849649768988e-09,6.903429511498145e-10,1.1109787454986432e-17,1.4609655875260734e-09,3.7073494286873435e-09,3.5340006597528687e-09,8.423105874309334e-12,2.715638922228491e-10,1.5162449699397812e-10,1.4815451716202697e-13,6.529869226312559e-13,3.703464444547518e-21,1.7998332341543417e-13,7.529526581597359e-15,1.8275346051565404e-12,6.293826393181126e-19,4.183282233127372e-18,1.3364041609589348e-27,3.416992484001683e-22,4.038012560756996e-27,3.7235774450498106e-28,1.0575616079668485e-26,1.2510020418896555e-25,8.295821366374963e-32,1.2885760802424837e-34,1.533343294621828e-39,3.232538061587296e-38,3.447045262706038e-37,2.610388102643843e-33,1.0610313089957097e-39,1.1838674279016511e-39
7.716955729270583e-07,0.11224537176579055,0.0,0.0,0.0,0.0,0.3299995295525739,0.6699995272070363,4.629183332392734e-07,4.6430190623893717e-07,3.602507247686411e-09,7.027258852734824e-10,1.140393813744085e-17,1.5106779145909146e-09,3.9054265797998975e-09,3.7636671915266195e-09,9.107178950139738e-12,2.802483301984594e-10,1.562606794043263e-10,1.578259837663951e-13,7.035406958304077e-13,3.9901839732191694e-21,1.993498784757432e-13,7.808264049946838e-15,1.8762444989295635e-12,6.846159687301259e-19,4.670246059781426e-18,1.4569770819895425e-27,3.68153388366646e-22,4.6284783024555554e-27,4.299563992653131e-28,1.201122156861428e-26,1.457180166322942e-25,9.663069359458691e-32,1.5409088320920535e-34,1.833013514884166e-39,3.864666793681195e-38,4.1211212710153575e-37,3.2016124450602344e-33,1.3013437575010763e-39,1.5085585736007698e-39
8.112426162219947e-07,0.11224537175803695,0.0,0.0,0.0,0.0,0.32999950506861103,0.6699995027176856,4.86801421310965e-07,4.880902171383622e-07,3.788458090173211e-09,7.274906246538429e-10,1.1992575928351206e-17,1.6102838875813354e-09,4.3171250706525484e-09,4.2460765943909e-09,1.0584885942496162e-11,2.976349935277044e-10,1.6553433013763233e-10,1.7826477873594843e-13,8.117539846761144e-13,4.603923783780021e-21,2.425831504996726e-13,8.378242146475219e-15,1.973758918307054e-12,8.050397466927328e-19,5.773145434105353e-18,1.722448882504696e-27,4.247800246350762e-22,6.019378548557291e-27,5.668000017562108e-28,1.5352599506136392e-26,1.9552826151869763e-25,1.296618635828e-31,2.1749380286546686e-34,2.5856020346596288e-39,5.452387227870169e-38,5.814200858195155e-37,4.744455001149433e-33,1.9284567049158008e-39,2.4050200790273314e-39
8.468349551874374e-07,0.11224537175152298,0.0,0.0,0.0,0.0,0.32999948299932513,0.6699994806563865,5.083117912416462e-07,5.094982998157705e-07,3.9559352224331465e-09,7.497776056478719e-10,1.2522734156424347e-17,1.7001048847952975e-09,4.705385609773747e-09,4.706598902667745e-09,1.2044912410121174e-11,3.133005775453024e-10,1.7388159308242977e-10,1.9792985937804285e-13,9.174443926678685e-13,5.203354886014623e-21,2.869983899383787e-13,8.905488194882825e-15,2.0616299283816435e-12,9.2537598713197e-19,6.92663650397154e-18,1.991233421515552e-27,4.800864855149295e-22,7.543939036055982e-27,7.182536501379049e-28,1.8964326248235257e-26,2.5180689411112334e-25,1.6698253663969992e-31,2.925409793943754e-34,3.475860939414458e-39,7.330816918130485e-38,7.81728080645557e-37,6.653760420561424e-33,2.7045247176903005e-39,3.5895216913329224e-39
8.810575933822758e-07,0.11224537174567384,0.0,0.0,0.0,0.0,0.32999946174916356,0.6699994594254008,5.290083266141978e-07,5.300812888096874e-07,4.117075926471697e-09,7.712057712386538e-10,1.3032834066607686e-17,1.786600526842483e-09,5.0945579737211924e-09,5.172984063448361e-09,1.3570326374739173e-11,3.283768315582755e-10,1.8190812768529624e-10,2.1799357636411088e-13,1.0266769159841884e-12,5.822875362105223e-21,3.3501816851974286e-13,9.425201429924695e-15,2.1462160362969476e-12,1.0523940299092184e-18,8.19448718486392e-18,2.278666394476707e-27,5.372465068469051e-22,9.291157901449162e-27,8.932523708317948e-28,2.3053769334029884e-26,3.1809200711116244e-25,2.1093897410197952e-31,3.846765682169583e-34,4.568222890647975e-39,9.635963710565733e-38,1.0275394273492846e-36,9.092598321190564e-33,3.695830182921922e-39,5.1928747046333744e-39
9.152802315771143e-07,0.11224537174023017,0.0,0.0,0.0,0.0,0.32999944046939006,0.6699994381760953,5.497185509601665e-07,5.506630583508385e-07,4.2783232008191445e-09,7.926328165542068e-10,1.3543271331063736e-17,1.8732062099372268e-09,5.4992836687367604e-09,5.662523942758849e-09,1.5219931975161682e-11,3.434647986820016e-10,1.8993490604858992e-10,2.3920847722666436e-13,1.1435441127168998e-12,6.485696463247112e-21,3.8862552948312457e-13,9.957433073182954e-15,2.2308969785136193e-12,1.191104114291098e-18,9.632783111826935e-18,2.59681572491396e-27,5.984016753617101e-22,1.1352907427574962e-26,1.1012756571042826e-27,2.782603436900939e-26,3.9837124775008145e-25,2.641755660147182e-31,5.007183898127222e-34,5.943276721155031e-39,1.2537983647462204e-37,1.3369988645100857e-36,1.2281109017560986e-32,4.9918528919415545e-39,7.406131902785983e-39
9.495028697719527e-07,0.11224537173519128,0.0,0.0,0.0,0.0,0.32999941915997516,0.6699994169084558,5.70442472470094e-07,5.712436104783803e-07,4.439677109572817e-09,8.140587438145312e-10,1.4054046152696186e-17,1.9599075462660734e-09,5.919573650307374e-09,6.175245953303613e-09,1.6998676181060958e-11,3.5856330298127956e-10,1.9796175527361337e-10,2.6159201180250514e-13,1.268211022450388e-12,7.192754223874997e-21,4.482019782046081e-13,1.050219438511203e-14,2.315672824588684e-12,1.3421105115951017e-18,1.1256915761950528e-17,2.9480748962436563e-27,6.636383572500506e-22,1.377102050198486e-26,1.3469058210423508e-27,3.3365022825646757e-26,4.949353957819855e-25,3.2821144410174707e-31,6.4566039281452364e-34,7.659878464169045e-39,1.6161211020513709e-37,1.723364888214916e-36,1.6409309964445794e-32,6.669828784007392e-39,1.042448209348631e-38
9.83725507966791e-07,0.1122453717305567,0.0,0.0,0.0,0.0,0.32999939782089305,0.6699993956224684,5.91180095650311e-07,5.918229472320121e-07,4.601137688069777e-09,8.354835552166118e-10,1.4565158643366483e-17,2.0466932234251944e-09,6.355438879353622e-09,6.711174085108797e-09,1.8911515626771408e-11,3.7367143446885e-10,2.0598855044109906e-10,2.851609191598022e-13,1.400835850449264e-12,7.944945917064177e-21,5.141370082031376e-13,1.1059496567972268e-14,2.4005436289768245e-12,1.5060283327044768e-18,1.3083059058350897e-17,3.334970117494172e-27,7.3303934259764145e-22,1.659111048243777e-26,1.635154438880767e-27,3.9761620226817514e-26,6.103515850790084e-25,4.047490055289356e-31,8.25309474029304e-34,9.786420597923064e-39,2.0650136596479176e-37,2.2020453979239272e-36,2.1706009847616978e-32,8.822761198252562e-39,1.4494753831810135e-38
9.999999999999997e-07,0.11224537172632572,0.0,0.0,0.0,0.0,0.329999387662729,0.6699993854935278,6.010466294637422e-07,6.016089747581276e-07,4.677957301075483e-09,8.456716811029219e-10,1.4808335424356546e-17,2.0879908793124286e-09,6.568181220266799e-09,6.974181441038264e-09,1.986964603889207e-11,3.808592364929021e-10,2.0980562701477147e-10,2.9678961380837306e-13,1.466741422274468e-12,8.318734327727629e-21,5.478378349469109e-13,1.1328923411947398e-14,2.440937061286216e-12,1.5886897980300934e-18,1.4027234292608084e-17,3.5322254940109705e-27,7.675269476400798e-22,1.8087430835013104e-26,1.788747017597676e-27,4.3132541221343296e-26,6.726694671374984e-25,4.460747677433259e-31,9.248258079969646e-34,1.0963975988463871e-38,2.3136009118653482e-37,2.4671285912086696e-36,2.471219354072988e-32,1.0044675201042903e-38,1.6886355540135654e-38
1.0179481461616293e-06,0.11224537172632572,0.0,0.0,0.0,0.0,0.32999937645212024,0.6699993743181192,6.119314221369681e-07,6.124010706515344e-07,4.762704949241241e-09,8.569072529391217e-10,1.5076608844009137e-17,2.133554337276301e-09,6.806890319678352e-09,7.270329661023413e-09,2.0963416601244505e-11,3.887884863573493e-10,2.1401520036731764e-10,3.099312587577958e-13,1.5415702677954237e-12,8.743131756780454e-21,5.868277700811353e-13,1.1629350775572818e-14,2.485509434357339e-12,1.6834835665314669e-18,1.51281833054603e-17,3.760163690444378e-27,8.066840024454611e-22,1.9862769385665972e-26,1.9714855321387416e-27,4.7114034807966555e-26,7.474858956716644e-25,4.956888949939511e-31,1.046383741727344e-33,1.2401977474586332e-38,2.6171829899004323e-37,2.790855998614126e-36,2.8444964811238986e-32,1.1561923186796657e-38,1.99264330421473e-38
1.0521707843564676e-06,0.1122453717224979,0.0,0.0,0.0,0.0,0.3299993550536362,0.6699993529953944,6.326964512982841e-07,6.329779827765228e-07,4.924378888313914e-09,8.783298391459084e-10,1.5588396739514024e-17,2.220483891019986e-09,7.273938936090148e-09,7.852731897454884e-09,2.3159355039212555e-11,4.039139104149026e-10,2.2204163892709485e-10,3.359184401518733e-13,1.690559697380233e-12,9.5881365199064e-21,6.666787559645125e-13,1.2211768120579046e-14,2.5705702740954e-12,1.8751131198614776e-18,1.7410069176753818e-17,4.226457197369077e-27,8.84648438448051e-22,2.3639770246998872e-26,2.3618392695206497e-27,5.552814300902826e-26,9.095270751105829e-25,6.031457357378521e-31,1.3166190070894121e-33,1.5597544483497183e-38,3.2918559879410223e-37,3.510299458304593e-36,3.6951783291278924e-32,1.5019664112991935e-38,2.7104572572633985e-38
1.086393422551306e-06,0.11224537171907255,0.0,0.0,0.0,0.0,0.3299993336254216,0.6699993316542799,6.534751807029888e-07,6.535536856460753e-07,5.0861594864668665e-09,8.99751315988709e-10,1.6100522270302428e-17,2.3074764030497856e-09,7.756595692945926e-09,8.458398341148263e-09,2.550431651323571e-11,4.190472828683619e-10,2.3006781890698892e-10,3.631372513803196e-13,1.8479435871623984e-12,1.0480751096043905e-20,7.541014979339903e-13,1.2806759680608399e-14,2.655726174158229e-12,2.081564857902691e-18,1.9947321753566525e-17,4.736794511450029e-27,9.670056258679871e-22,2.7980273680791243e-26,2.8126560594793022e-27,6.511784143317914e-26,1.1000113717755603e-24,7.294645979568015e-31,1.6448838314627434e-33,1.9477376069794553e-38,4.111062471836086e-37,4.3838674664360003e-36,4.7611622069419473e-32,1.9352537856217527e-38,3.6504781110084753e-38
1.1206160607461443e-06,0.11224537171604912,0.0,0.0,0.0,0.0,0.32999931216745915,0.669999310294762,6.742676065068934e-07,6.741281812986029e-07,5.248046713849241e-09,9.211716856093908e-10,1.66129853418798e-17,2.3945275839879498e-09,8.254871552944905e-09,9.087345229490046e-09,2.8003296226545993e-11,4.3418827613146706e-10,2.3809370672472546e-10,3.916018861496024e-13,2.0138556718185818e-12,1.1421733971485385e-20,8.495142792279617e-13,1.34143365033278e-14,2.7409771546966345e-12,2.3034976429292163e-18,2.2759384613962925e-17,5.2942646804432414e-27,1.053825550496307e-21,3.294703864346743e-26,3.330901152544872e-27,7.600540561026141e-26,1.32284847199508e-24,8.7723819921773e-31,2.0413035479463874e-33,2.4160426668776166e-38,5.09993994376728e-37,5.438365618625529e-36,6.087772264086955e-32,2.4744772578147364e-38,4.871051442542172e-38
1.1548386989409826e-06,0.11224537171342698,0.0,0.0,0.0,0.0,0.329999290679732,0.6699992889168267,6.950737237666194e-07,6.947014717716566e-07,5.410040532029356e-09,9.425909501417687e-10,1.712578583258853e-17,2.4816340741823132e-09,8.768777476148332e-09,9.739587783022824e-09,3.0661299006671516e-11,4.4933663596426065e-10,2.461192782158997e-10,4.213259698577597e-13,2.1884242231412526e-12,1.2411812649364045e-20,9.533418578259908e-13,1.4034509610533663e-14,2.8263232313281807e-12,2.5415813721225814e-18,2.5866553970814616e-17,5.90210471274998e-27,1.145175339684404e-21,3.860763742612981e-26,3.924089806572432e-27,8.83218559738778e-26,1.582348570189466e-24,1.0493248562508972e-30,2.517393735634576e-33,2.978190011602585e-38,6.287061307625687e-37,6.704262881194064e-36,7.72808555863038e-32,3.1412109564454947e-38,6.443295485795428e-38
1.189061337135821e-06,0.11224537171120562,0.0,0.0,0.0,0.0,0.32999926916222466,0.6699992675204601,7.158935266799734e-07,7.152735591017985e-07,5.572140895871192e-09,9.640091117130013e-10,1.7638923599548e-17,2.5687932406060154e-09,9.298324419229425e-09,1.0415140430043133e-08,3.34833392997515e-11,4.644921644515445e-10,2.541445158891635e-10,4.523225844697643e-13,2.37177228933434e-12,1.3451685006837208e-20,1.0660152022478974e-12,1.466729000139486e-14,2.91176441612084e-12,2.7964970165470266e-18,2.9289992859187523e-17,6.56370222897641e-27,1.241119387566176e-21,4.50346749051784e-26,4.600312929316221e-27,1.022073308648829e-25,1.883250612397155e-24,1.2488672148843323e-30,3.086203554606342e-33,3.6494912018296937e-38,7.70478649237913e-37,8.216066547824026e-36,9.74397482511662e-32,3.9606041750402605e-38,8.45337926023558e-38
