Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166)
3.504719811579117e-08,0.11224537200902675,0.0,0.0,0.0,0.0,0.32999997886474663,0.6699999789373884,2.0965855517727833e-08,2.0891232040729403e-08,1.6150781465705178e-10,2.4114835956907785e-10,5.1126199944310695e-19,7.000854324250927e-12,7.807113400161896e-12,6.378241276762692e-13,8.509828469931102e-16,1.8109551104420532e-12,1.2019105669894212e-12,6.925078183629352e-17,2.545364071204025e-17,1.443621838918523e-25,2.6332981449391206e-19,2.155077458843531e-16,8.117718326254286e-14,1.6256303898334598e-23,4.438662357207328e-24
3.8025330599533405e-08,0.1122453720076969,0.0,0.0,0.0,0.0,0.32999997706850076,0.6699999771279603,2.274682143853077e-08,2.268502597843571e-08,1.7537437821841073e-10,2.430155615035697e-10,5.551573818648035e-19,8.231708292927103e-12,9.21270474712299e-12,8.14949167391423e-13,1.0868196091042944e-15,2.1201404378850632e-12,1.4044971921002904e-12,8.670592689260206e-17,3.463048420574608e-17,1.9640932963590888e-25,3.9044887442148163e-19,2.3477112575805476e-16,8.837494228451606e-14,2.2113789543878535e-23,6.569257265370472e-24
4.100346308327564e-08,0.1122453720063689,0.0,0.0,0.0,0.0,0.3299999752721982,0.6699999753183968,2.4527728150244443e-08,2.4478810388863723e-08,1.8924047810975e-10,2.4488276231558183e-10,5.990512965130931e-19,9.557996817824722e-12,1.0734603373188085e-11,1.0218418909977452e-12,1.362633770793366e-15,2.4512556104057682e-12,1.6208808909059688e-12,1.0657601851655685e-16,4.595683515500068e-17,2.606475672670078e-25,5.610954586405345e-19,2.5412596360092697e-16,9.55727507172316e-14,2.935842079769868e-23,9.429839144881419e-24
4.3981595567017874e-08,0.11224537200504264,0.0,0.0,0.0,0.0,0.3299999734758364,0.6699999735086977,2.6308578320983826e-08,2.6272585294335088e-08,2.031061351486438e-10,2.4674993923284224e-10,6.429438092871712e-19,1.0978755215525861e-11,1.2372805904624626e-11,1.2607128690274474e-12,1.6815538559984667e-15,2.8038179255966186e-12,1.850678440616058e-12,1.289496655856128e-16,5.970052156030155e-17,3.385959034696023e-25,7.849812309524787e-19,2.735722825429986e-16,1.0277061973573693e-13,3.81705234030995e-23,1.318529471761648e-23
4.695972805076011e-08,0.11224537200371831,0.0,0.0,0.0,0.0,0.32999997167941236,0.6699999716988629,2.8089374585815276e-08,2.806635068947788e-08,2.169713698496154e-10,2.486170972062723e-10,6.868349851269084e-19,1.2493009652084409e-11,1.4127309141658147e-11,1.5337500964192596e-12,2.046708153663592e-15,3.1773553137560982e-12,2.093517252687486e-12,1.5390834105288188e-16,7.613534458107745e-17,4.318072221576467e-25,1.0729719159563742e-18,2.9311010528207637e-16,1.099685599527035e-13,4.873619065834101e-23,1.8021004091075405e-23
5.291599301824458e-08,0.11224537200107525,0.0,0.0,0.0,0.0,0.32999996808636767,0.6699999680787865,3.165081577276131e-08,3.165385292574872e-08,2.4470065315932204e-10,2.5235137781076534e-10,7.746135821649918e-19,1.5798073629047875e-11,1.7985205783195146e-11,2.190960880249702e-12,2.9282315095307697e-15,3.985518323308465e-12,2.6168791286582018e-12,2.118777425099431e-16,1.1819654986107182e-16,6.703604755830654e-25,1.8906737674925653e-18,3.324603531257767e-16,1.2436469579289024e-13,7.58970856352129e-23,3.1781843795389085e-23
5.8872257985729046e-08,0.11224537199844008,0.0,0.0,0.0,0.0,0.3299999644930437,0.6699999644581677,3.5212072131408176e-08,3.5241317055772503e-08,2.7242848728183343e-10,2.5608564323931084e-10,8.623875917198524e-19,1.9465252409028477e-11,2.2308271086760547e-11,3.0105198610969004e-12,4.032226113699328e-15,4.872172015619615e-12,3.1881875524191803e-12,2.8102361628586094e-16,1.744192507808233e-16,9.892317124277495e-25,3.1249741370043772e-18,3.7217688821470244e-16,1.3876124070290817e-13,1.1242556219851254e-22,5.262646811395185e-23
7.078478792069798e-08,0.11224537199319443,0.0,0.0,0.0,0.0,0.3299999573054777,0.6699999572153018,4.23341094281476e-08,4.241613106116093e-08,3.278804246303847e-10,2.635540555178886e-10,1.0379238004678221e-18,2.785385347945925e-11,3.234983183286127e-11,5.202998207464078e-12,7.0077063536034585e-15,6.867420771276413e-12,4.4642659227988736e-12,4.547059863211441e-16,3.386613131821163e-16,1.9207428319660886e-24,7.3853890411231e-18,4.527095382079429e-16,1.6755587987794792e-13,2.2020218771439606e-22,1.2506261370299852e-22
8.149428248772684e-08,0.11224537198850792,0.0,0.0,0.0,0.0,0.3299999508426278,0.6699999507020326,4.873646149009022e-08,4.886623720363839e-08,3.7772888551013324e-10,2.702680964495671e-10,1.1957218910869489e-18,3.6550901435828193e-11,4.296543631984906e-11,7.89144429020561e-12,1.06928300343248e-14,8.896477658264866e-12,5.750340422138031e-12,6.532415013612402e-16,5.58252416634523e-16,3.166170201972835e-24,1.415209234143555e-17,5.263617291321577e-16,1.9344476046056619e-13,3.6605446963379007e-22,2.4109196874743864e-22
9.220377705475571e-08,0.11224537198385068,0.0,0.0,0.0,0.0,0.3299999443785788,0.6699999441870075,5.513850908349995e-08,5.531622020381384e-08,4.275749469994111e-10,2.769820139740987e-10,1.3535123863010398e-18,4.629309698107826e-11,5.508464806504519e-11,1.1352070967832852e-11,1.54852182101023e-14,1.1130572230195728e-11,7.154770227180235e-12,8.939625000293324e-16,8.603750759827899e-16,4.8796814956250065e-24,2.48920556343368e-17,6.012008244555357e-16,2.193361553031154e-13,5.690258078018559e-22,4.268133586695481e-22
9.999999999999998e-08,0.11224537197922382,0.0,0.0,0.0,0.0,0.32999993967211333,0.6699999394431402,5.97988929274866e-08,6.001155625984656e-08,4.638604736947705e-10,2.818694875571289e-10,1.4683762502712538e-18,5.40156090628636e-11,6.485279008881236e-11,1.4406054774790537e-11,1.9753529855740003e-14,1.2876830268530433e-11,8.245032384344394e-12,1.0967525279197332e-15,1.140163975679096e-15,6.466525217394446e-24,3.598408623873245e-17,6.564287488144491e-16,2.381862071271872e-13,7.587899442764112e-22,6.20014801364761e-22
1.0291327162178458e-07,0.11224537197922382,0.0,0.0,0.0,0.0,0.3299999379132295,0.6699999376702256,6.154035241559525e-08,6.176608006043381e-08,4.774193907323147e-10,2.8369580815815985e-10,1.5112977604165546e-18,5.703342381578715e-11,6.870742664155627e-11,1.5670409246727507e-11,2.153027122976583e-14,1.355394832553162e-11,8.666158897693969e-12,1.1786365811799982e-15,1.2589161478098029e-15,7.140037069003623e-24,4.0974153882819347e-17,6.77227818119404e-16,2.4523047203108836e-13,8.39766848068418e-22,7.072862804279948e-22
1.1362276618881345e-07,0.11224537197462843,0.0,0.0,0.0,0.0,0.3299999314464837,0.6699999311516862,6.794208658445453e-08,6.821581677734133e-08,5.272629584811385e-10,2.904094778700358e-10,1.6690803615551896e-18,6.872541010289313e-11,8.383375458528571e-11,2.0928070973308003e-11,2.897339456099324e-14,1.615206055447443e-11,1.0274203536058451e-11,1.5089088803748171e-15,1.7676727274614605e-15,1.0025488190658301e-23,6.397952283568007e-17,7.544436840766119e-16,2.7112809763064286e-13,1.189127479070633e-21,1.1118991920994894e-21
1.243322607558423e-07,0.11224537197006544,0.0,0.0,0.0,0.0,0.3299999249782502,0.6699999246313886,7.434380172761074e-08,7.466543035760296e-08,5.771063533621449e-10,2.971230264549473e-10,1.8268624154708104e-18,8.132336706004621e-11,1.0046363622947156e-10,2.7202806364163972e-11,3.796000623555511e-14,1.8911482981322015e-11,1.1969591801570779e-11,1.8863340374964885e-15,2.4003223562266317e-15,1.361360806934427e-23,9.569964563262522e-17,8.32849375802555e-16,2.9702939890348213e-13,1.6281232491478574e-21,1.674435739019334e-21
1.3504175532287116e-07,0.1122453719655357,0.0,0.0,0.0,0.0,0.32999991850844296,0.6699999181093321,8.07455831842905e-08,8.111492081036068e-08,6.269502411169428e-10,3.0383645468747016e-10,1.9846460296057238e-18,9.478258797895862e-11,1.185970965518787e-10,3.4568580416347756e-11,4.8635543942422313e-14,2.1819822956570685e-11,1.3743906702591955e-11,2.312399392965685e-15,3.1704022853313582e-15,1.7981174248174864e-23,1.3813414500794344e-16,9.124458258338244e-16,3.2293472337759026e-13,2.1679117250065285e-21,2.4331327556290206e-21
1.457512498899e-07,0.11224537196104002,0.0,0.0,0.0,0.0,0.32999991203698,0.6699999115855161,8.714751164054355e-08,8.75642881503469e-08,6.767952511878145e-10,3.1054976109443997e-10,2.1424331964946908e-18,1.0905948750868484e-10,1.3823418021980113e-10,4.3095649795128877e-11,6.114547065408343e-14,2.4865652581099567e-11,1.5589552300831285e-11,2.7885409968363806e-15,4.0912956482602225e-15,2.3204090179880934e-23,1.9348880665649799e-16,9.932339450210544e-16,3.4884439983606347e-13,2.8197775376803506e-21,3.430725507066035e-21
1.5646074445692886e-07,0.11224537195657901,0.0,0.0,0.0,0.0,0.32999990556378406,0.6699999050599396,9.354966334920583e-08,9.401353239340352e-08,7.26641978444603e-10,3.17262946204567e-10,2.3002257992314806e-18,1.2411176949659802e-10,1.593749502265096e-10,5.2850689029768964e-11,7.563528243825378e-14,2.803841432821704e-11,1.749965319921888e-11,3.3161614851615378e-15,5.176216924288345e-15,2.9357302782115976e-23,2.641725266455038e-16,1.0752146228796272e-15,3.747587390412812e-13,3.595115928972334e-21,4.714509680696926e-21
1.6717023902395772e-07,0.11224537195215331,0.0,0.0,0.0,0.0,0.3299998990887824,0.669999898532602,9.995211028764082e-08,1.0046265355674101e-07,7.764909844536248e-10,3.239760121354738e-10,2.458025615485683e-18,1.3989851008501122e-10,1.8201948698572088e-10,6.389688929748226e-11,9.225051340775892e-14,3.132836155880851e-11,1.9467992890605645e-11,3.896636664570261e-15,6.438207810043661e-15,3.651477902270305e-23,3.5279504117720425e-16,1.1583887277695819e-15,4.006780344277148e-13,4.5054265340823244e-21,6.336380286941903e-21
1.7787973359098657e-07,0.1122453719477635,0.0,0.0,0.0,0.0,0.3299998926119061,0.6699998920035027,1.0635492034390029e-07,1.0691165166306151e-07,8.26342798872658e-10,3.306889582999718e-10,2.6158343219186312e-18,1.5638022322053094e-10,2.061678873269035e-10,7.629408215027529e-11,1.1113674101833428e-13,3.472649551529403e-11,2.1488950139514398e-11,4.5313183827544506e-15,7.89013729599412e-15,4.4749506353435025e-23,4.621641815451593e-16,1.2427571064482047e-15,4.266025629998808e-13,5.562310308047955e-21,8.352873369987679e-21
1.8858922815801543e-07,0.11224537194341004,0.0,0.0,0.0,0.0,0.32999988613309045,0.6699998854726411,1.1275815747293997e-07,1.1336052673796623e-07,8.761979206522036e-10,3.374017838624379e-10,2.7736534979860536e-18,1.735188943787803e-10,2.3182026369371883e-10,9.009884807701826e-11,1.3243959004227797e-13,3.822451712431165e-11,2.3557451535825628e-11,5.2215352936467045e-15,9.544703380469366e-15,5.413350243127744e-23,5.952835525625323e-16,1.3283205842315991e-15,4.5253258579424293e-13,6.777468843960244e-21,1.0825199987491991e-20
1.9929872272504428e-07,0.11224537193909342,0.0,0.0,0.0,0.0,0.32999987965227406,0.6699998789400164,1.1916188188583969e-07,1.1980927880634785e-07,9.2605681960808e-10,3.441144911822269e-10,2.931484630916198e-18,1.912780192712611e-10,2.589767431765034e-10,1.0536464856746496e-10,1.563047373471019e-13,4.1814769061235815e-11,2.566891459243272e-11,5.968595441109077e-15,1.141443345893525e-14,6.473781732616605e-23,7.553497496312214e-16,1.4150799660264576e-15,4.78468348547152e-13,8.162702391330021e-21,1.381928896429973e-20
2.1000821729207314e-07,0.11224537193481399,0.0,0.0,0.0,0.0,0.32999987316939966,0.6699998724056281,1.255661502216575e-07,1.2625790789694373e-07,9.759199377063194e-10,3.508270811157559e-10,3.089329119777274e-18,2.096226243357418e-10,2.8763746666257526e-10,1.2214194920699498e-10,1.8287791590736963e-13,4.549018640269344e-11,2.781920020087109e-11,6.773788500296257e-15,1.3511684775590479e-14,7.663253608226913e-23,9.457498300061216e-16,1.5030360360844494e-15,5.04410082665006e-13,9.7299085268601e-21,1.7405826309290345e-20
2.20717711859102e-07,0.11224537193057212,0.0,0.0,0.0,0.0,0.329999866684413,0.6699998658694754,1.3197101573211462e-07,1.3270641404368378e-07,1.0257876903879796e-09,3.575395515184601e-10,3.2471882796712056e-18,2.2851927460643892e-10,3.178025879513575e-10,1.4047835506203392e-10,2.1230491890128828e-13,4.9244246728472877e-11,3.0004565509208874e-11,7.63838711381529e-15,1.5848646000027702e-14,8.988678766013889e-23,1.170058569014251e-15,1.5921895578853018e-15,5.303580059159922e-13,1.1491081593549127e-20,2.16602972382919e-20
2.421367009931597e-07,0.11224537192220234,0.0,0.0,0.0,0.0,0.3299998537079023,0.6699998527918748,1.4478273531187332e-07,1.4560305763728666e-07,1.1255386369901257e-09,3.709641394051471e-10,3.562955479563647e-18,2.6784255027590973e-10,3.8264669936739403e-10,1.8200534271403816e-10,2.803038902961385e-13,5.696469227180926e-11,3.4467341872142805e-11,9.550804750791024e-15,2.1289627149467575e-14,1.207457220969207e-22,1.7356250023468131e-15,1.7740919158828884e-15,5.822732252564988e-13,1.5643795140452055e-20,3.249920055923718e-20
2.6141379121381165e-07,0.11224537191480083,0.0,0.0,0.0,0.0,0.3299998420213396,0.6699998410159943,1.5631579591405798e-07,1.572096167533897e-07,1.215334011962358e-09,3.8304586918203495e-10,3.847207760710586e-18,3.0481694684675204e-10,4.461532214060335e-10,2.2513521112814213e-10,3.5272698459227454e-13,6.412635751319177e-11,3.8573147258673546e-11,1.1487565992019763e-14,2.712523631469666e-14,1.5384281915861128e-22,2.400219846288146e-15,1.941906597334586e-15,6.290200145013127e-13,2.0166935912561237e-20,4.5395427721083813e-20
2.806908814344636e-07,0.11224537190752508,0.0,0.0,0.0,0.0,0.3299998303272295,0.6699998292343883,1.6785148193737278e-07,1.6881577810042474e-07,1.3051497915800761e-09,3.951272240357999e-10,4.131524633903503e-18,3.431282276873295e-10,5.145368972397463e-10,2.739394578599853e-10,4.3666692287062525e-13,7.146214849764341e-11,4.274890213150436e-11,1.3635822758697521e-14,3.39196292193894e-14,1.9237773053814402e-22,3.2385895177121236e-15,2.113612044207355e-15,6.757896827241832e-13,2.5509550189110166e-20,6.185313952562064e-20
2.9996797165511556e-07,0.11224537190037606,0.0,0.0,0.0,0.0,0.3299998186253582,0.6699998174470534,1.7939000247289063e-07,1.8042154193791395e-07,1.3949876083440403e-09,4.0720819332301363e-10,4.4159112669151484e-18,3.826337197586585e-10,5.877989981483955e-10,3.286086326303307e-10,5.329765287067804e-13,7.894889085247277e-11,4.6982917997166706e-11,1.6002396346582062e-14,4.1738122560428337e-14,2.3672090481711713e-22,4.278043739017065e-15,2.289212060876463e-15,7.22583088211732e-13,3.174515833206401e-20,8.249122282288502e-20
3.192450618757675e-07,0.11224537189335461,0.0,0.0,0.0,0.0,0.32999980691553576,0.6699998056539864,1.9093154303765296e-07,1.9202690850838466e-07,1.4848489076624513e-09,4.192887977062403e-10,4.700372235265373e-18,4.232041728223426e-10,6.659408798144534e-10,3.893127666704548e-10,6.425094550332305e-13,8.656658109150563e-11,5.126551185310732e-11,1.8593945930073005e-14,5.0644448361093765e-14,2.872338029810594e-22,5.547670370655385e-15,2.468710275721536e-15,7.694009915707633e-13,3.894832703108682e-20,1.0798208006951897e-19
3.3852215209641947e-07,0.11224537188646136,0.0,0.0,0.0,0.0,0.3299997951975929,0.6699997938551839,2.024762680292235e-07,2.0363187811376226e-07,1.5747349786233577e-09,4.31369011018415e-10,4.984911619636252e-18,4.6472303472908915e-10,7.489639720967166e-10,4.5620336650246334e-10,7.66120218851594e-13,9.429790347980883e-11,5.558860809383274e-11,2.1416978053240973e-14,6.070079067940853e-14,3.442691066135592e-22,7.078291006670151e-15,2.6521101913664873e-15,8.162440703826773e-13,4.71946657365206e-20,1.3905240660774685e-19
3.577992423170714e-07,0.11224537187969683,0.0,0.0,0.0,0.0,0.32999978347137976,0.6699997820506431,2.1402432307720228e-07,2.1523645098577824e-07,1.6646469425542945e-09,4.4344888827858873e-10,5.2695329696478814e-18,5.070856334214725e-10,8.368697697198785e-10,5.294153214010939e-10,9.046642328016546e-13,1.0212780509290485e-10,5.9945401575592e-11,2.4477845441945634e-14,7.196783177690764e-14,4.0817097974598415e-22,8.902417614010708e-15,2.8394151054217306e-15,8.631129212734251e-13,5.656083288484335e-20,1.7648395061298054e-19
3.770763325377234e-07,0.11224537187306159,0.0,0.0,0.0,0.0,0.3299997717367632,0.6699997702403612,2.25575836938583e-07,2.2684062751892379e-07,1.7545858432082195e-09,4.5552833150543975e-10,5.554239589372626e-18,5.501980483577872e-10,9.296598250987694e-10,6.090686184707605e-10,1.0589978241360955e-12,1.1004323125100566e-10,6.433019305063978e-11,2.7782743055161844e-14,8.450479703964518e-14,4.792753236302331e-22,1.1054212697243642e-14,3.0306283417190297e-15,9.100080802201605e-13,6.712454553034988e-20,2.2111424929400353e-19
3.9635342275837533e-07,0.1122453718665556,0.0,0.0,0.0,0.0,0.32999975999362524,0.669999758424335,2.371309233162933e-07,2.384444078439664e-07,1.8445524688131512e-09,4.67607515327071e-10,5.839033973951278e-18,5.939759635801129e-10,1.0273357431159837e-09,6.952698079564166e-10,1.2299782426222727e-12,1.1803295457930833e-10,6.873831281668654e-11,3.133771645553977e-14,9.836948487733306e-14,5.579099463143559e-22,1.356945184061432e-14,3.225752719696531e-15,9.569300118264157e-13,7.896457510747188e-20,2.738373775560834e-19
4.156305129790273e-07,0.11224537186017956,0.0,0.0,0.0,0.0,0.32999974824186173,0.6699997466025615,2.486896820543685e-07,2.500477924592765e-07,1.9345477359410603e-09,4.796862545314941e-10,6.123919024900917e-18,6.383440139264375e-10,1.129899174608128e-09,7.88113313252555e-10,1.418463672650434e-12,1.2608731132990254e-10,7.316592117599287e-11,3.514867641695164e-14,1.1361829236884657e-13,6.443947080921323e-22,1.6485484474030765e-14,3.424791583630686e-15,1.0038791315022912e-12,9.216073336843868e-20,3.356047354613869e-19
4.3490760319967924e-07,0.11224537185393339,0.0,0.0,0.0,0.0,0.3299997364813803,0.6699997347750377,2.602522012737402e-07,2.6165078166853313e-07,2.024572298575423e-09,4.917645652585418e-10,6.408896812427929e-18,6.832351561045982e-10,1.2373518098565213e-09,8.876828581315971e-10,1.6253132543643533e-12,1.3419788912623513e-10,7.760976214377283e-11,3.9221395036251065e-14,1.3030626082856087e-13,7.390417799369391e-22,1.98411933897226e-14,3.6277477295440875e-15,1.0508558073380935e-12,1.0679387910939053e-19,4.0742581390362806e-19
4.541846934203312e-07,0.11224537184781738,0.0,0.0,0.0,0.0,0.32999972471209926,0.6699997229417614,2.7181855866548167e-07,2.732533757266718e-07,2.114626746158455e-09,5.038425181239177e-10,6.693969202438406e-18,7.285898089733048e-10,1.349695373102898e-09,9.940527577525554e-10,1.851387097579927e-12,1.4235733120512679e-10,8.206704292002946e-11,4.356150177036979e-14,1.4848711821419028e-13,8.421558840205736e-22,2.3676957145214098e-14,3.834623896876742e-15,1.0978603577472031e-12,1.2294592677032407e-19,4.90368941218962e-19
4.7346178364098315e-07,0.11224537184183117,0.0,0.0,0.0,0.0,0.32999971293394603,0.6699997111027294,2.833888227117867e-07,2.8485557484164863e-07,2.2047113940458447e-09,5.159202359915991e-10,6.979137193102707e-18,7.743548666434336e-10,1.4669316199355324e-09,1.107288884699201e-09,2.097546280601012e-12,1.5055929317237895e-10,8.653546463590642e-11,4.8174489657662164e-14,1.682133066312037e-13,9.540344497072236e-22,2.8034616684194093e-14,4.045422259226934e-15,1.144893087158906e-12,1.4069984418446975e-19,5.855620255430987e-19
4.927388738616351e-07,0.1122453718359755,0.0,0.0,0.0,0.0,0.32999970114685706,0.6699996992579388,2.949630525123111e-07,2.964573795752729e-07,2.2948272652852943e-09,5.279974926606781e-10,7.264404023233039e-18,8.204830157636583e-10,1.5890623339358535e-09,1.2274494165669426e-09,2.364652846740657e-12,1.5879838534225632e-10,9.101321699819418e-11,5.306572750403246e-14,1.8953600337540723e-13,1.0749677328952412e-21,3.295744242867096e-14,4.260146756649402e-15,1.1919541787814434e-12,1.6013964111762384e-19,6.941933173190558e-19
5.12015964082287e-07,0.11224537183024975,0.0,0.0,0.0,0.0,0.329999689350776,0.6699996874073871,3.065413008559808e-07,3.0805879016867314e-07,2.3849741462924826e-09,5.400743866629312e-10,7.549769016350783e-18,8.669325048496691e-10,1.7160893236277266e-09,1.3545857212023899e-09,2.6535698139218337e-12,1.670699328011012e-10,9.549876956556931e-11,5.824046074879913e-14,2.1250515780511162e-13,1.2052390251464112e-21,3.8490097396788096e-14,4.4787985721733966e-15,1.2390439523965319e-12,1.8135037046422637e-19,8.175121891681673e-19
5.293653452808738e-07,0.11224537182520787,0.0,0.0,0.0,0.0,0.3299996787265735,0.669999676736963,3.169651981272859e-07,3.1849972293919616e-07,2.4661332504223115e-09,5.509433382136933e-10,7.806682699077302e-18,9.089812786588447e-10,1.8346014401164754e-09,1.4750104446842357e-09,2.9329570574724927e-12,1.7453865282373302e-10,9.954130657913145e-11,6.314434139273338e-14,2.3462544415767224e-13,1.3306958981306079e-21,4.4028898972559163e-14,4.678945299188754e-15,1.2814494014217324e-12,2.0202531914545734e-19,9.421395103816017e-19
5.449797883596019e-07,0.11224537182076055,0.0,0.0,0.0,0.0,0.3299996691585024,0.6699996671295877,3.263495445939105e-07,3.2789628995839433e-07,2.5391987646572423e-09,5.607251016615894e-10,8.03797567050788e-18,9.470023250094795e-10,1.9446556369730142e-09,1.5882799669298682e-09,3.2006298579567143e-12,1.8127792988328456e-10,1.0318334907436704e-10,6.776072755546423e-14,2.5573647053086403e-13,1.4504286770541913e-21,4.9496484593499236e-14,4.861801322860439e-15,1.3196343384166942e-12,2.219713237737805e-19,1.066208414506059e-18
5.6059423143833e-07,0.1122453718163984,0.0,0.0,0.0,0.0,0.32999965958445127,0.6699996575184279,3.357366007814842e-07,3.3729259899670015e-07,2.612285260775578e-09,5.705066268387176e-10,8.269335061188855e-18,9.851747658993056e-10,2.0579255562636775e-09,1.706199790188763e-09,3.4841501716395856e-12,1.880319844259348e-10,1.0682844183409405e-10,7.257203097104657e-14,2.7801270320788294e-13,1.5767700115026762e-21,5.544798612938837e-14,5.0472385673169135e-15,1.357838393229502e-12,2.4323391662054774e-19,1.2023395383813414e-18
5.762086745170581e-07,0.11224537181212209,0.0,0.0,0.0,0.0,0.32999965000440107,0.6699996479034819,3.4512638339831987e-07,3.466886502593849e-07,2.685393187880928e-09,5.802878946483783e-10,8.500762293009688e-18,1.0234843470862755e-09,2.174412192423816e-09,1.8287874825410686e-09,3.783978533478175e-12,1.9479935293951544e-10,1.1047617735530532e-10,7.758080862165023e-14,3.014784675361142e-13,1.709857864520447e-21,6.190967087969057e-14,5.235258948929213e-15,1.396061576086854e-12,2.6586031529389894e-19,1.3513175906350405e-18
5.918231175957862e-07,0.11224537180793061,0.0,0.0,0.0,0.0,0.3299996404183345,0.6699996382847487,3.5451890813180043e-07,3.560844438907864e-07,2.758522204750974e-09,5.900689478044825e-10,8.732256285461861e-18,1.0619182745588334e-09,2.294116545916387e-09,1.956058949859307e-09,4.100575901294903e-12,2.0157871496090238e-10,1.1412618098115569e-10,8.278956782442859e-14,3.2615761998723075e-13,1.8498275398911197e-21,6.890834320583583e-14,5.425862769515579e-15,1.4343040443255482e-12,2.8989819123581323e-19,1.5139550652331495e-18
6.058761163666416e-07,0.11224537180423136,0.0,0.0,0.0,0.0,0.32999963178571745,0.6699996296246495,3.629745359808205e-07,3.645404380503569e-07,2.8243566829978043e-09,5.988717013091054e-10,8.940659008029176e-18,1.096605557091682e-09,2.4046024425382375e-09,2.074619879125233e-09,4.400232356876161e-12,2.0768940856086847e-10,1.174128428440255e-10,8.76504677648308e-14,3.494256517810158e-13,1.981793938019858e-21,7.56888509758019e-14,5.599616491556671e-15,1.4687387493634388e-12,3.127788595815814e-19,1.6727017212432575e-18
6.199291151374969e-07,0.11224537180060125,0.0,0.0,0.0,0.0,0.32999962314820386,0.6699996209614802,3.7143240469856133e-07,3.7299622385035017e-07,2.890208682138974e-09,6.076742487879936e-10,9.14911719399072e-18,1.1313765039422425e-09,2.5176962394124866e-09,2.196996027390662e-09,4.714182065499909e-12,2.1380808249916904e-10,1.2070086368892582e-10,9.267710396753259e-14,3.7371223014412455e-13,2.1195370999203667e-21,8.294673235469301e-14,5.7754652855289865e-15,1.503189110156184e-12,3.3687719858366513e-19,1.8438253467891102e-18
6.339821139083522e-07,0.11224537179704017,0.0,0.0,0.0,0.0,0.32999961450578413,0.6699996122952402,3.798925224296767e-07,3.8145180141403207e-07,2.9560781659076984e-09,6.164766048936722e-10,9.357630728524139e-18,1.1662241125307862e-09,2.6333986750351966e-09,2.3231961977429823e-09,5.042761948600939e-12,2.1993405145221316e-10,1.2399007090259444e-10,9.787120637171777e-14,3.9903380687895074e-13,2.2631503332330793e-21,9.070260387284619e-14,5.953409747450247e-15,1.5376551774227583e-12,3.6222890335379713e-19,2.0279770131035863e-18
6.480351126792075e-07,0.11224537179354817,0.0,0.0,0.0,0.0,0.3299996058584495,0.6699996036259284,3.883548963708476e-07,3.8990717088191147e-07,3.0219652293505864e-09,6.252787674255273e-10,9.566199912466593e-18,1.2011420230676774e-09,2.75171049018299e-09,2.453228446739191e-09,5.386309205382771e-12,2.2606669777665686e-10,1.2728031121066274e-10,1.0323447538911689e-13,4.254065481355453e-13,2.41272532549971e-21,9.897740954172717e-14,6.1334508890615105e-15,1.5721369773107643e-12,3.888699674258937e-19,2.2258266815818096e-18
6.620881114500629e-07,0.11224537179012506,0.0,0.0,0.0,0.0,0.3299995972061921,0.6699995949535434,3.9681953310462824e-07,3.9836233238592205e-07,3.0878698593964834e-09,6.340807431044275e-10,9.774824704504826e-18,1.2361244506663217e-09,2.8726324278162946e-09,2.5871001694438075e-09,5.745161312416183e-12,2.322054621860663e-10,1.3057144673098516e-10,1.0876858216326903e-13,4.5284634048139934e-13,2.568352178587765e-21,1.0779241457002184e-13,6.315589319172965e-15,1.606634548599946e-12,4.168366833058031e-19,2.43806337463258e-18
6.761411102209182e-07,0.112245371786771,0.0,0.0,0.0,0.0,0.32999958854900435,0.6699995862780844,4.0528643838814686e-07,4.068172860724076e-07,3.1537922129409636e-09,6.428825245493359e-10,9.983505601229724e-18,1.2711661227118427e-09,2.99616523264618e-09,2.7248181624172755e-09,6.119656024905295e-12,2.383498403467899e-10,1.338633562551853e-10,1.1447516914182385e-13,4.813687955831673e-13,2.7301194352446748e-21,1.1716920013323062e-13,6.499826249928574e-15,1.6411478972456052e-12,4.461656426206773e-19,2.665395324157506e-18
6.901941089917735e-07,0.11224537178348573,0.0,0.0,0.0,0.0,0.32999957988687956,0.6699995775995509,4.137556176226682e-07,4.152720320761328e-07,3.2197321964165004e-09,6.516841162388564e-10,1.0192242306557064e-17,1.3062622361153291e-09,3.1223096513461335e-09,2.8663886699391726e-09,6.510131375571074e-12,2.4449937973064126e-10,1.3715593522665114e-10,1.2035585074827552e-13,5.109892545909362e-13,2.898114103961657e-21,1.271296583363377e-13,6.686162085263857e-15,1.6756770752916326e-12,4.7689373646473e-19,2.908550118905933e-18
