Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166)
4.25051032267143e-05,0.11224542176185161,0.0,0.0,0.0,0.0,0.3299486257229587,0.6699568039647028,3.192997383192125e-05,2.5106444035038156e-05,2.4858663609512445e-07,2.644995879934231e-08,7.869149004394373e-16,1.3059683755722418e-07,1.4472214408196917e-05,2.059854540278133e-05,2.2536250303778685e-06,2.1675628123734185e-08,9.85089118794112e-09,1.4543141332855464e-09,1.0677077168598851e-08,6.055584959082654e-17,2.027999916161701e-07,1.1880209610818301e-11,1.6590006768374112e-10,1.848446565918002e-12,5.696218552538955e-10
4.356845984949127e-05,0.11224541704476516,0.0,0.0,0.0,0.0,0.3299466225364502,0.6699552176297633,3.2767445645443304e-05,2.5729096569627878e-05,2.5510614211768596e-07,2.7102235345507875e-08,8.075527615164341e-16,1.3415954748661448e-07,1.5246103552935394e-05,2.1699156947621136e-05,2.4375257664423588e-06,2.223760555636047e-08,1.009860351762954e-08,1.5347373757500917e-09,1.1270067161958709e-08,6.391903712670031e-17,2.1946954156103714e-07,1.2485915905726952e-11,1.7119192592329104e-10,2.0479398798650702e-12,6.472779547224176e-10
4.463181647226824e-05,0.11224541166309021,0.0,0.0,0.0,0.0,0.32994458351993955,0.6699536055542945,3.360020800267266e-05,2.635157033064942e-05,2.615889453225182e-07,2.7754361483527528e-08,8.280744377802473e-16,1.3771721921236973e-07,1.604041536402213e-05,2.2829384690902998e-05,2.6310285256143584e-06,2.2797227101146913e-08,1.0346411668537311e-08,1.6174365528817776e-09,1.187991992812471e-08,6.737786315222713e-17,2.3705280899004548e-07,1.3104733588349435e-11,1.765068745062296e-10,2.2628557055581406e-12,7.331968362995268e-10
4.569517309504521e-05,0.11224540559641503,0.0,0.0,0.0,0.0,0.32994250875583814,0.6699519678002005,3.4427884317128254e-05,2.6973853867796484e-05,2.6803211349616484e-07,2.8406321840968297e-08,8.484706471453805e-16,1.412686622134402e-07,1.685505059603812e-05,2.398918312513112e-05,2.8343180749760837e-06,2.3354302751136366e-08,1.0594313089059745e-08,1.7024074203754542e-09,1.2506605258310189e-08,7.093215633599415e-17,2.555753909280976e-07,1.3736373598219094e-11,1.8184248311707558e-10,2.493868962114489e-12,8.280071846732224e-10
4.675852971782218e-05,0.11224539882530278,0.0,0.0,0.0,0.0,0.32994039833753525,0.6699503044400456,3.525011410441073e-05,2.759593455496526e-05,2.7443283982912157e-07,2.9058099890195807e-08,8.687325044995534e-16,1.448127246545206e-07,1.7689900567230932e-05,2.5178497044202416e-05,3.0475703009370942e-06,2.3908650145001264e-08,1.0842304720599917e-08,1.7896446119122183e-09,1.315008459155884e-08,7.458169797662758e-17,2.750628321321543e-07,1.4380538866497315e-11,1.8719636035470025e-10,2.7416517177826144e-12,9.323645582727062e-10
4.782188634059915e-05,0.11224539133131191,0.0,0.0,0.0,0.0,0.3299382523690033,0.6699486155566444,3.606655340581198e-05,2.821779865974147e-05,2.8078844621326573e-07,2.970967802676795e-08,8.888515321418993e-16,1.483482950729786e-07,1.8544847528236008e-05,2.6397261871189218e-05,3.2709520154191625e-06,2.4460094797802184e-08,1.10903830228123e-08,1.8791416707890873e-09,1.3810311246746758e-08,7.83262233186098e-17,2.9554061257647904e-07,1.5036925200416785e-11,1.9256615825336525e-10,3.00687159973751e-12,1.046951243571132e-09
4.888524296337612e-05,0.11224538309701294,0.0,0.0,0.0,0.0,0.32993607096438743,0.66994690124264,3.6876875143919765e-05,2.88394314134366e-05,2.870963860096885e-07,3.036103764798952e-08,9.08819668544692e-16,1.5187430387908487e-07,1.9419765042251234e-05,2.764540399931411e-05,3.504620797602591e-06,2.5008470298254494e-08,1.1338543999231528e-08,1.970891083467067e-09,1.4487230668994523e-08,8.21654229498241e-17,3.170341353014645e-07,1.5705222168728942e-11,1.9794957653454095e-10,3.290190252877781e-12,1.1724760468538343e-09
4.994859958615309e-05,0.11224537410600151,0.0,0.0,0.0,0.0,0.3299338542475837,0.6699451616000707,3.768076941057205e-05,2.946081708141568e-05,2.9335424628970116e-07,3.10121592313444e-08,9.286292754473762e-16,1.5538972466815658e-07,2.0314518375062248e-05,2.8922841144564742e-05,3.7487248709314775e-06,2.5553618472586428e-08,1.1586783223187026e-08,2.0648843148743677e-09,1.5180780689284524e-08,8.609894427399405e-17,3.395687146469923e-07,1.6385113983872044e-11,2.0334436657724767e-10,3.5922618563414062e-12,1.3096740255809905e-09
5.101195620893006e-05,0.11224536434290706,0.0,0.0,0.0,0.0,0.32993160235180574,0.669943396739927,3.847794368793598e-05,3.0081939033465754e-05,2.995597495550582e-07,3.1663022412532095e-08,9.482731433020323e-16,1.5889357534447534e-07,2.1228964893317275e-05,3.0229482708389243e-05,4.003403014862776e-06,2.609538951528235e-08,1.183509586390596e-08,2.1611118452966212e-09,1.5890891796040672e-08,9.012639305096816e-17,3.6316956488945204e-07,1.7076280376736724e-11,2.0874833509685882e-10,3.913731705706171e-12,1.4593061618067799e-09
5.207531283170703e-05,0.1122453537933986,0.0,0.0,0.0,0.0,0.32992931541914344,0.6699416067817027,3.926812300388256e-05,3.070277981396245e-05,3.0571075494652283e-07,3.231360606284783e-08,9.677444950991547e-16,1.623849190580432e-07,2.2162954469461298e-05,3.15652301489162e-05,4.268784510644145e-06,2.6633642087204802e-08,1.2083476712709236e-08,2.2595632086835177e-09,1.6617487417410612e-08,9.424733499770484e-17,3.8786178929965565e-07,1.7778397460091997e-11,2.1415934752448243e-10,4.255234868035747e-12,1.6221589804191476e-09
5.3138669454484e-05,0.11224534244418592,0.0,0.0,0.0,0.0,0.32992699360011435,0.6699397918529393,4.0051050023199504e-05,3.1323321211601166e-05,3.118052589527969e-07,3.296388836565667e-08,9.870369886118108e-16,1.6586286495637862e-07,2.311632989176109e-05,3.292997735915673e-05,4.544989120219074e-06,2.7168243381776672e-08,1.233192020920834e-08,2.3602270321992446e-09,1.73604842129748e-08,9.846129744272261e-17,4.1367036963693954e-07,1.8491138576944008e-11,2.1957533108120177e-10,4.6173949160864346e-12,1.7990441152334548e-09
5.420202607726097e-05,0.11224533028301845,0.0,0.0,0.0,0.0,0.32992463705320935,0.6699379520887686,4.082648507652804e-05,3.194354432847033e-05,3.178413956345029e-07,3.361384689172849e-08,1.0061447171046694e-15,1.693265687546289e-07,2.4088927277883934e-05,3.4323611050669424e-05,4.832127097186206e-06,2.7699069160079388e-08,1.2580420467413945e-08,2.4630910768424244e-09,1.8119792373591097e-08,1.0276777102669111e-16,4.406201560927925e-07,1.9214175130329922e-11,2.249942775435555e-10,5.000822747114149e-12,1.990797826208227e-09
5.526538270003794e-05,0.1122453172986796,0.0,0.0,0.0,0.0,0.3299222459444352,0.6699360876314507,4.1594206129221875e-05,3.2563429648255755e-05,3.2381743638034867e-07,3.426345867321334e-08,1.0250622085621254e-15,1.727752331282755e-07,2.5080576490531833e-05,3.574601114120056e-05,5.1302992285847e-06,2.8226003755881937e-08,1.2828971301671271e-08,2.5681422789610777e-09,1.8895315928080378e-08,1.0716621144182189e-16,4.6873585769538166e-07,1.994717739130124e-11,2.3041424569870486e-10,5.406115490827602e-12,2.1982804712507544e-09
5.632873932281491e-05,0.11224530348097875,0.0,0.0,0.0,0.0,0.3299198204468554,0.6699341986299131,4.2354008692605454e-05,3.318295710337731e-05,3.297317892147676e-07,3.491270027605426e-08,1.0437844234965956e-15,1.7620810793362272e-07,2.609110155367978e-05,3.7197051144851175e-05,5.4395969061394995e-06,2.874894005175949e-08,1.3077566252341288e-08,2.675366792489799e-09,1.9686953055470296e-08,1.116560412027824e-16,4.980420331843977e-07,2.0689815282116463e-11,2.3583336348969305e-10,5.833855510132386e-12,2.4223759362439682e-09
5.739209594559188e-05,0.11224528882073974,0.0,0.0,0.0,0.0,0.3299173607401303,0.6699322852392915,4.310570568035509e-05,3.380210614087237e-05,3.355829976782492e-07,3.556154787064964e-08,1.062306751404144e-15,1.7962449026209317e-07,2.7120321068020194e-05,3.867659856336919e-05,5.760102225479941e-06,2.9267779427587033e-08,1.3326198611151113e-08,2.7847500317389188e-09,2.0494596401532874e-08,1.162366514419629e-16,5.285630823636988e-07,2.1441759131942045e-11,2.4124982985308284e-10,6.284609497417347e-12,2.663991027053862e-09
5.845545256836885e-05,0.11224527330978666,0.0,0.0,0.0,0.0,0.3299148670100588,0.6699303476204717,4.384912721293799e-05,3.44208557868542e-05,3.413697393032253e-07,3.6209977300594524e-08,1.0806250059398143e-15,1.8302372433509067e-07,2.8168048624275395e-05,4.018451527721726e-05,6.091888111742214e-06,2.978243168280427e-08,1.3574861446142076e-08,2.896276714568658e-09,2.1318133398373927e-08,1.2090740372205194e-16,5.603232379373305e-07,2.2202680402646284e-11,2.4666191625302074e-10,6.758927668256207e-12,2.9240548273691556e-09
5.951880919114582e-05,0.11224525694092691,0.0,0.0,0.0,0.0,0.3299123394481229,0.6699283859396356,4.458412037322329e-05,3.5039184709387116e-05,3.4709082370976214e-07,3.6857964149346785e-08,1.0987354188894355e-15,1.8640520124684183e-07,2.923409321310543e-05,4.172065793512673e-05,6.435018469880844e-06,3.029281493394166e-08,1.3823547626148559e-08,3.009930905785408e-09,2.2157446585861307e-08,1.256676318590409e-16,5.933465578326329e-07,2.297225238256164e-11,2.5206796791741677e-10,7.257343053545715e-12,3.2035180262828532e-09
6.058216581392279e-05,0.11224523970793177,0.0,0.0,0.0,0.0,0.329909778251036,0.6699264003678149,4.531054891652281e-05,3.565707127963533e-05,3.527451903464359e-07,3.750548380468143e-08,1.1166346330182397e-15,1.897683585631843e-07,3.0318259630408427e-05,4.328487834091127e-05,6.789548357946508e-06,3.0798855488975054e-08,1.4072249844746036e-08,3.1256960606025757e-09,2.301241393371767e-08,1.3051664374899776e-16,6.276569180123296e-07,2.375015084638487e-11,2.574664047834483e-10,7.780370890285018e-12,3.503352219549957e-09
6.164552243669976e-05,0.11224522160551478,0.0,0.0,0.0,0.0,0.3299071836202975,0.6699243910804488,4.60282929384309e-05,3.627449363115622e-05,3.5833190590263175e-07,3.815251152081327e-08,1.1343196938793477e-15,1.9311267978473128e-07,3.142034887688431e-05,4.487702383638211e-05,7.1555241815368206e-06,3.13004877001367e-08,1.4320960643611983e-08,3.2435550680145044e-09,2.388290916314762e-08,1.354537231921992e-16,6.632780057757475e-07,2.453605467967658e-11,2.6285572216097287e-10,8.328508110424668e-12,3.8245491884483745e-09
6.270887905947672e-05,0.11224520262930762,0.0,0.0,0.0,0.0,0.32990455576175276,0.6699223582569492,4.6737248503911666e-05,3.689142971722361e-05,3.638501614191224e-07,3.879902247808449e-08,1.1517880406671459e-15,1.964376936832185e-07,3.2540158550809373e-05,4.649693767927783e-05,7.532983907592392e-06,3.1797653796855413e-08,1.4569672435248592e-08,3.3634902939386505e-09,2.4768802066917778e-08,1.4047813170848934e-16,7.002333135476268e-07,2.5329646466710812e-11,2.6823449112367534e-10,8.902232926488163e-12,4.168120160132913e-09
6.377223568225369e-05,0.11224518277583483,0.0,0.0,0.0,0.0,0.3299018948851624,0.6699203020802778,4.7437327241129546e-05,3.750785736608113e-05,3.6929926912415364e-07,3.944499184013084e-08,1.1690374962017363e-15,1.9974297352012077e-07,3.367748323304837e-05,4.814445941519627e-05,7.9219572956921e-06,3.2290303700528184e-08,1.481837752502153e-08,3.4854836239883914e-09,2.5669958826860736e-08,1.4558911033802717e-16,7.385461331513857e-07,2.6130613040707286e-11,2.7360135863886657e-10,9.502004511997408e-12,4.535095053307084e-09
6.483559230503065e-05,0.11224516204248597,0.0,0.0,0.0,0.0,0.32989920120377986,0.6699182227365293,4.8128455903538856e-05,3.812375433403979e-05,3.746786590224172e-07,4.009039480845565e-08,1.1860662561311426e-15,2.0302813615682423e-07,3.4832114863411135e-05,4.9819425242592406e-05,8.322466144997918e-06,3.277839482283972e-08,1.5067068132474415e-08,3.609516505746591e-09,2.658624232783082e-08,1.5078588142191043e-16,7.782395505621799e-07,2.6938645995753167e-11,2.7895504744780625e-10,1.0128262774119047e-11,4.926521712946749e-09
6.589894892780761e-05,0.11224514042748705,0.0,0.0,0.0,0.0,0.32989647493393764,0.669916120414529,4.8810575903738505e-05,3.873909835634829e-05,3.7998787526421395e-07,4.073520667435697e-08,1.2028728774376905e-15,2.0629284106576024e-07,3.60038431075424e-05,5.1521668369982566e-05,8.734524555010032e-06,3.326189184934819e-08,1.5315736411883894e-08,3.735569990418324e-09,2.7517512467200473e-08,1.5606765035750779e-16,8.193364411336656e-07,2.775344215998417e-11,2.8429435570921935e-10,1.0781428215397534e-11,5.343465137695521e-09
6.802566217336155e-05,0.11224509454943794,0.0,0.0,0.0,0.0,0.3298909255072366,0.6699118476024021,5.014762583732034e-05,3.9968038682687215e-05,3.9039451053661336e-07,4.202295899879286e-08,1.2358156641675784e-15,2.12759721893565e-07,3.839773882949654e-05,5.500730646698847e-05,9.593309632064894e-06,3.4214997307507345e-08,1.5812974392599287e-08,3.993661233284452e-09,2.9424439112338152e-08,1.6688292885851455e-16,9.058310658683471e-07,2.940214011716485e-11,2.9492539622930914e-10,1.2170065420591226e-11,6.258243380669715e-09
6.99397040943601e-05,0.112245050242187,0.0,0.0,0.0,0.0,0.3298858217900422,0.6699079254224235,5.13198557266756e-05,4.1071971775422305e-05,3.9951811360324713e-07,4.317967016068184e-08,1.2646969406565734e-15,2.1850736562996854e-07,4.060857112074834e-05,5.82359467594041e-05,1.0405709360314926e-05,3.5056866709982465e-08,1.626033284842917e-08,4.23265702977925e-09,3.119047132242149e-08,1.7689911392939593e-16,9.887011374779042e-07,3.090617875473849e-11,3.0443361359688633e-10,1.3515682378375726e-11,7.179818972069244e-09
7.185374601535864e-05,0.11224500308576477,0.0,0.0,0.0,0.0,0.3298806159502133,0.6699039318140666,5.2462602438142104e-05,4.217377098240932e-05,4.0841206141906717e-07,4.4334090897455145e-08,1.2928512306421758e-15,2.2418525605414226e-07,4.287145787516389e-05,6.155027071421432e-05,1.1255426836856121e-05,3.588360912514051e-08,1.6707495961475153e-08,4.477890999094964e-09,3.300277626255945e-08,1.8717773828409658e-16,1.0764641862011397e-06,3.24276963653369e-11,3.1387991149030636e-10,1.495413400132862e-11,8.201333838483014e-09
7.376778793635718e-05,0.11224495309577398,0.0,0.0,0.0,0.0,0.3298753093106396,0.6698998679284415,5.357598552237191e-05,4.327331154623262e-05,4.1707728679440555e-07,4.548608620889331e-08,1.320281486987723e-15,2.2979278946979126e-07,4.51851345320512e-05,6.494924111979758e-05,1.2142303765289203e-05,3.66952491489858e-08,1.7154418026116822e-08,4.7292434736145e-09,3.486046732749185e-08,1.977137734739341e-16,1.1692455418324003e-06,3.396516220884313e-11,3.232598856583222e-10,1.6487182137444926e-11,9.329517658281718e-09
7.568182985735572e-05,0.1122449002942006,0.0,0.0,0.0,0.0,0.3298699031978455,0.6698957349174757,5.466023515817589e-05,4.437047173014818e-05,4.2551558389110707e-07,4.6635525240504946e-08,1.3469933892128945e-15,2.3532970663274954e-07,4.75483379643914e-05,6.84318144315473e-05,1.3066124674307363e-05,3.749186719736477e-08,1.7601054002711042e-08,4.9865936212709095e-09,3.676264885808469e-08,2.0850213970049712e-16,1.2671680967066023e-06,3.5517125158209845e-11,3.325698290311039e-10,1.8116399963372453e-11,1.0571219597749297e-08
7.759587177835426e-05,0.11224484470838568,0.0,0.0,0.0,0.0,0.3298643989363947,0.669891533928554,5.5715681334381544e-05,4.546513338040608e-05,4.3372952397433535e-07,4.778228181149407e-08,1.372995076801346e-15,2.407960650378062e-07,4.995981136393896e-05,7.199694570815245e-05,1.4026622744317548e-05,3.8273594291809156e-08,1.8047359762299948e-08,5.2498200503312515e-09,3.870842065614577e-08,2.195377314217629e-16,1.3703522869025104e-06,3.7082216257450475e-11,3.418066965528662e-10,1.984318062064999e-11,1.1933395054104896e-08
7.95099136993528e-05,0.11224478637067567,0.0,0.0,0.0,0.0,0.3298587978437978,0.6698872660996664,5.67427431104435e-05,4.655718240992437e-05,4.4172237177937115e-07,4.8926234856823403e-08,1.3982968844551464e-15,2.4619221079182194e-07,5.2418308666592643e-05,7.564359312430139e-05,1.5023485566050779e-05,3.9040606859373204e-08,1.8493292302750694e-08,5.5188013687034396e-09,4.069688216075972e-08,2.3081544103849683e-16,1.4789160854957842e-06,3.865915014247241e-11,3.509680667006539e-10,2.1668747624162533e-11,1.3423093074920839e-08
8.142395562035135e-05,0.11224472531763295,0.0,0.0,0.0,0.0,0.32985310122590855,0.6698829325550454,5.774191809926278e-05,4.7646509208936536e-05,4.494980036096556e-07,5.006726879318529e-08,1.422911082829546e-15,2.515187506978927e-07,5.4922598532571006e-05,7.937072206944621e-05,1.605636075938319e-05,3.979312162250768e-08,1.8938809936847626e-08,5.793416696277001e-09,4.272713627422134e-08,2.4233018059332196e-16,1.5929750066530827e-06,4.024672604215547e-11,3.600521025472412e-10,2.3594165641423477e-11,1.5047444534918394e-08
8.333799754134989e-05,0.11224466158953403,0.0,0.0,0.0,0.0,0.32984731037281334,0.6698785344012971,5.871377225322891e-05,4.873300898403131e-05,4.570608277989055e-07,5.1205273806905475e-08,1.4468516267513648e-15,2.5677652460508004e-07,5.747146787897184e-05,8.317730882781955e-05,1.7124861411011536e-05,4.053139061728185e-08,1.9383872452390383e-08,6.07354612781991e-09,4.479829282789606e-08,2.5407690142760946e-16,1.7126421199609023e-06,4.184382748161984e-11,3.690575099030959e-10,2.5620352131261046e-11,1.681365112661396e-08
8.525203946234843e-05,0.11224459522975681,0.0,0.0,0.0,0.0,0.32984142655519705,0.6698740727240049,5.965893006270249e-05,4.9816582030920386e-05,4.6441570838660963e-07,5.2340146071105614e-08,1.4701339136095177e-15,2.619665783381428e-07,6.006372498104833e-05,8.706234385148402e-05,1.822857127657606e-05,4.125569639481818e-08,1.982844124735458e-08,6.359071148129344e-09,4.690947169129056e-08,2.6605061181480636e-16,1.83802807376409e-06,4.344942092954744e-11,3.779834937395114e-10,2.7748090053408694e-11,1.8728975211914617e-08
8.716608138334697e-05,0.11224452628426294,0.0,0.0,0.0,0.0,0.329835451021171,0.6698695485847906,6.057806524137573e-05,5.089713394523171e-05,4.7156789258471606e-07,5.3471787902237736e-08,1.4927745537467487e-15,2.6709013772831314e-07,6.26982021567454e-05,9.102483463697862e-05,1.9367049710090105e-05,4.196634744824094e-08,2.0272479440783325e-08,6.6498750011511855e-09,4.9059805533698875e-08,2.782463926233201e-16,1.9692411265101023e-06,4.50625545740486e-11,3.8682971695880936e-10,2.9978040086710354e-11,2.0800730564967127e-08
8.908012330434552e-05,0.11224445480107992,0.0,0.0,0.0,0.0,0.3298293849935406,0.669864963018808,6.147189195767819e-05,5.197457577639756e-05,4.785229424990071e-07,5.460010785641882e-08,1.5147911543198306e-15,2.7214858379849145e-07,6.537375805502484e-05,9.506380822275331e-05,2.053983629201874e-05,4.266367389444026e-08,2.0715951960282886e-08,6.9458430127197955e-09,5.1248442249514524e-08,2.906594110718608e-16,2.106387185116598e-06,4.6682356066862706e-11,3.955962580758956e-10,3.231075281028214e-11,2.3036274014725886e-08
9.099416522534406e-05,0.11224438082983659,0.0,0.0,0.0,0.0,0.32982322966749145,0.6698603170326459,6.234115664670244e-05,5.304882412924525e-05,4.852866713725701e-07,5.572502077069572e-08,1.5362021174747273e-15,2.771434291018043e-07,6.808927956886508e-05,9.917831332547927e-05,2.1746455139865302e-05,4.334802342680414e-08,2.1158825609158688e-08,7.246862868610961e-09,5.347454705108759e-08,3.0328493259923645e-16,2.2495698495096024e-06,4.830802925729636e-11,4.042835680016631e-10,3.474668151811388e-11,2.5442997975668377e-08
9.29082071463426e-05,0.11224430442132673,0.0,0.0,0.0,0.0,0.32981698620866723,0.6698556116026162,6.318663042608796e-05,5.4119801218109804e-05,4.918650845310219e-07,5.684644776184505e-08,1.5570264534053765e-15,2.820762955997382e-07,7.084368339625023e-05,0.00010336742213543486,2.2986418890669486e-05,4.401975755593218e-08,2.1601069114672248e-08,7.552824851764043e-09,5.5737304246955555e-08,3.1611833094972385e-16,2.3988904624768947e-06,4.993885161275607e-11,4.128924314089403e-10,3.72861939485978e-11,2.8028323847407758e-08
9.482224906734114e-05,0.11224422562711396,0.0,0.0,0.0,0.0,0.3298106557516157,0.6698508476733971,6.400910212895083e-05,5.518743487825115e-05,4.982643251349665e-07,5.796431618152512e-08,1.5772836086300717e-15,2.869488941052812e-07,7.36359172734162e-05,0.00010763023179258923,2.4259232350255707e-05,4.467924814619573e-08,2.204265315777383e-08,7.863622039852007e-09,5.803591873286042e-08,3.291550966294869e-16,2.5544481640052472e-06,5.157417092211538e-11,4.2142392831188154e-10,3.992958331157404e-11,3.079969625505917e-08
9.673629098833968e-05,0.1122441444991707,0.0,0.0,0.0,0.0,0.32980423939857206,0.6698460261570031,6.480937195837261e-05,5.6251658539354125e-05,5.044906247743251e-07,5.907855953088441e-08,1.5969933095950707e-15,2.917630051032145e-07,7.646496090575379e-05,0.00011196586556646994,2.5564395808606754e-05,4.532687424814672e-08,2.24835503872706e-08,8.179150464613966e-09,6.036961720402022e-08,3.4239084378206254e-16,2.716339949302765e-06,5.3213400853258924e-11,4.2987939448602906e-10,4.267707976949574e-11,3.3764578089916256e-08
9.865033290933822e-05,0.11224406108955523,0.0,0.0,0.0,0.0,0.32979773821855357,0.6698411479320601,6.558824575715792e-05,5.731241116566932e-05,5.105502588512129e-07,6.018911734981655e-08,1.6161754214365739e-15,2.965204612078618e-07,7.932982662199191e-05,0.0001163734737629261,2.6901408025976344e-05,4.596301922811311e-08,2.2923735420660238e-08,8.499309237764016e-09,6.273764910295028e-08,3.558213155640029e-16,2.884660729767751e-06,5.485601775550275e-11,4.3826038827249944e-10,4.552886051651269e-11,3.693044630706406e-08
9.999999999999998e-05,0.11224397545012238,0.0,0.0,0.0,0.0,0.32979310354410657,0.6698376744688337,6.612503501663451e-05,5.8058272964661825e-05,5.147263566828854e-07,6.096997036214659e-08,1.6293950935989985e-15,2.9984208503304165e-07,8.137097410644987e-05,0.00011952427654168875,2.7863064160838335e-05,4.640489689407755e-08,2.323368646053588e-08,8.727796500960999e-09,6.442768807746877e-08,3.654064992638217e-16,3.0072658308099087e-06,5.6016074380506015e-11,4.4412633043220935e-10,4.76025319514842e-11,3.928771370874358e-08
0.00010056437483033677,0.11224397545012238,0.0,0.0,0.0,0.0,0.3297911532467375,0.6698362138433458,6.634652987808595e-05,5.836963716716348e-05,5.164495066407501e-07,6.129593507830356e-08,1.6348498215509938e-15,3.012231313205663e-07,8.222955977716222e-05,0.00012085223438123182,2.82697688987266e-05,4.6588068190566076e-08,2.336318483156548e-08,8.824000645820028e-09,6.513928733902058e-08,3.6944238822590015e-16,3.0595033962300835e-06,5.6501557107558624e-11,4.4656865870396335e-10,4.8485058695554136e-11,4.03047884329908e-08
0.00010247841675133531,0.11224388763226979,0.0,0.0,0.0,0.0,0.3297844854840954,0.6698312247015801,6.708502663351397e-05,5.942328628577947e-05,5.221946158657049e-07,6.239896388889431e-08,1.653036287454031e-15,3.058729061622147e-07,8.516323892930055e-05,0.00012540135354501534,2.9668981817270342e-05,4.720240567967071e-08,2.3801877125949605e-08,9.15313021440984e-09,6.75738287948057e-08,3.832500739841853e-16,3.240958883855771e-06,5.814960846605995e-11,4.548061111916776e-10,5.1545772835943235e-11,4.3895099727116705e-08
0.00010439245867233385,0.11224379768671539,0.0,0.0,0.0,0.0,0.32977773589725473,0.6698261812834299,6.78045302982117e-05,6.04733134606088e-05,5.277917715752319e-07,6.349816050838124e-08,1.6707543982645579e-15,3.104716852896186e-07,8.812997581406763e-05,0.000130020065729477,3.1098555730739516e-05,4.7806413649814296e-08,2.4239792709961788e-08,9.486606747140468e-09,7.004059462573357e-08,3.9724052272061075e-16,3.429116238155996e-06,5.979981218015193e-11,4.629747809706027e-10,5.471107478657125e-11,4.770888094224451e-08
0.00010630650059333239,0.11224370566330587,0.0,0.0,0.0,0.0,0.3297709054185652,0.6698210843317082,6.850582363590238e-05,6.151967867555519e-05,5.332470691030502e-07,6.45934870251137e-08,1.6880234491022086e-15,3.150213657273163e-07,9.11289151405124e-05,0.00013470763380656148,3.255800693461727e-05,4.8400469694714166e-08,2.467691384911654e-08,9.82434234247668e-09,7.253893039005871e-08,4.1141002271940466e-16,3.6240626815889867e-06,6.145185621847641e-11,4.7107680906633e-10,5.798101617129067e-11,5.1753636632675634e-08
0.00010822054251433093,0.11224361161085357,0.0,0.0,0.0,0.0,0.32976399494634373,0.6698159345557416,6.918967491790304e-05,6.256234679280171e-05,5.385664908612208e-07,6.568491067529741e-08,1.7048623776268272e-15,3.195238318472138e-07,9.415923423012013e-05,0.00013946334892933203,3.404686059882766e-05,4.898494551622208e-08,2.5113224619733677e-08,1.0166252387667158e-08,7.506820603069928e-08,4.2575500056425545e-16,3.82588368029945e-06,6.310547087506533e-11,4.791144135268011e-10,6.13556356462239e-11,5.603687395309498e-08
0.00011013458443532948,0.11224351557699967,0.0,0.0,0.0,0.0,0.3297570053452762,0.6698107326318831,6.985683539999903e-05,6.360128737504061e-05,5.437558866968792e-07,6.677240362995704e-08,1.7212897018565793e-15,3.2398094645247495e-07,9.722014252003482e-05,0.00014428653027539123,3.556465205468675e-05,4.9560205616628184e-08,2.5548710855984927e-08,1.0512255534247055e-08,7.7627815705936e-08,4.402720201781087e-16,4.034663010595216e-06,6.476042569063926e-11,4.870898694044331e-10,6.483496468423206e-11,6.056610189285498e-08
0.00011204862635632802,0.11224341760810183,0.0,0.0,0.0,0.0,0.32974993744695125,0.669805479204149,7.050803722235716e-05,6.463647449918315e-05,5.488209575436355e-07,6.785594277924232e-08,1.7373234684155186e-15,3.283945432670966e-07,0.00010031088094998247,0.00014917652466776718,3.7110927859544896e-05,5.0126606202142874e-08,2.598336009250137e-08,1.0862273660171758e-08,8.021717750127811e-08,4.549577811889963e-16,4.25048282480677e-06,6.641652715135074e-11,4.950054929918067e-10,6.841903159546407e-11,6.534883089799722e-08
0.00011396266827732656,0.11224331774914419,0.0,0.0,0.0,0.0,0.3297427920505117,0.6698001748849632,7.114399169760254e-05,6.566788656402112e-05,5.537672421011262e-07,6.89355094996113e-08,1.7529812103670206e-15,3.3276642049884064e-07,0.00010343072125103077,0.00015413270609096073,3.868524665798558e-05,5.068449427777721e-08,2.6417161501802047e-08,1.1216231816005245e-08,8.283573305220629e-08,4.698091167903903e-16,4.473423716224713e-06,6.807361334987675e-11,5.028636180492271e-10,7.210786683226216e-11,7.039257283096641e-08
0.0001158767101983251,0.1122432160436674,0.0,0.0,0.0,0.0,0.3297355699233984,0.6697948202559862,7.176538795245796e-05,6.669550609395816e-05,5.586001062610786e-07,7.001108942979686e-08,1.7682799137413803e-15,3.370983352848925e-07,0.00010657896515289454,0.00015915447511841014,4.0287179858173814e-05,5.12342069148097e-08,2.6850105830071595e-08,1.1574058157984723e-08,8.548294706564642e-08,4.848229910272055e-16,4.703564782856787e-06,6.973155118273333e-11,5.106665813012804e-10,7.59015069460365e-11,7.57048412186764e-08
0.00011779075211932364,0.11224311253371716,0.0,0.0,0.0,0.0,0.32972827180217557,0.6697894158690143,7.237289188873763e-05,6.771931954071559e-05,5.633247350192037e-07,7.108267225463427e-08,1.7832359919323938e-15,3.4139199926572224e-07,0.00010975494352507606,0.00016424125826590763,4.191631214139789e-05,5.177607067920719e-08,2.728218533218865e-08,1.193568387510122e-08,8.815830676107258e-08,4.999964956259781e-16,4.940983689779826e-06,7.139023531376725e-11,5.184167149234862e-10,7.9799996380549e-11,8.129315174896291e-08
