Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813)
7.990885410382298e-05,0.1122447736980925,0.0,0.0,0.0,0.0,0.32985759022594696,0.6698863446597387,5.6965668881469764e-05,4.67993340521199e-05,4.434572242705425e-07,4.918093600705273e-08,1.4037948582511135e-15,2.473092875627684e-07,5.294287723993465e-05,7.642476157833723e-05,1.5239655024531886e-05,3.92934320195547e-08,1.8593631368257086e-08,5.532212382490593e-09,4.068417703917603e-08,2.307433735838091e-16,1.5028267089323327e-06,3.9009904511913775e-11,3.529836673480096e-10,2.2078604671561003e-11,1.3753972978261664e-08,3.563803619072725e-19,2.1658656716462296e-17,1.573263883581277e-15,2.0916769896101903e-16,2.774036392545003e-15,3.0089517966088893e-12,1.9954245862333474e-18,3.964439749043383e-19,3.8151310982989125e-24,8.122402735351528e-23,8.661395313868945e-22,6.073841662122469e-16,2.466852939962488e-22,2.7772218785546433e-22,5.865702816031815e-18,7.043318410227168e-21,1.4642493002523335e-09,3.1221539211817605e-24,9.730499508640306e-22,1.0607509866484897e-12,1.6168139706455755e-19
8.123248710492517e-05,0.11224473135629852,0.0,0.0,0.0,0.0,0.32985364551303636,0.669883344023157,5.76561666774424e-05,4.7553304842195585e-05,4.488307066785727e-07,4.997072958854122e-08,1.420805192971372e-15,2.509917223765659e-07,5.467684493725086e-05,7.900596647182296e-05,1.5955592593659624e-05,3.9816661480445975e-08,1.8902061597697324e-08,5.720859073435158e-09,4.207500021207959e-08,2.3863153194012226e-16,1.5819366598957883e-06,4.010948162302943e-11,3.592692176865203e-10,2.3415380701700503e-11,1.4882746354148907e-08,3.8072417678181156e-19,2.2412131486923654e-17,1.7230190114730756e-15,2.297044865003558e-16,3.0415701946354325e-15,3.364326821793981e-12,2.2310960666547414e-18,4.48646014904157e-19,4.33444611521296e-24,9.2279513977155e-23,9.84030681525277e-22,7.027012568102378e-16,2.8539652138710165e-22,3.2647159561511465e-22,6.3460470741822926e-18,7.620096901839502e-21,1.5049338132537384e-09,3.37782809374147e-24,1.0850519935157583e-21,1.1853779077861965e-12,1.806772666167931e-19
8.255612010602736e-05,0.11224468773180865,0.0,0.0,0.0,0.0,0.3298496556020592,0.6698803123831654,5.8333581556143024e-05,4.8305952590496365e-05,4.541022834016001e-07,5.0759105462844215e-08,1.4374929447302538e-15,2.5464131721336434e-07,5.643221026743563e-05,8.162525425575655e-05,1.6688605341811515e-05,4.033311731371186e-08,1.9210286459259838e-08,5.912129652057877e-09,4.3485232649531006e-08,2.466297714020223e-16,1.6637243068057262e-06,4.1213717106973465e-11,3.655174253694621e-10,2.4800410828831712e-11,1.6079043960320985e-08,4.0622801342294777e-19,2.3177054298979165e-17,1.8833935920929846e-15,2.5177757429192054e-16,3.328550969166159e-15,3.753588049888358e-12,2.4892396167954324e-18,5.0644424721081445e-19,4.9124953487863285e-24,1.0458515486847874e-22,1.1152529612183952e-21,8.108046558796578e-16,3.293004462880154e-22,3.82647140630193e-22,6.854380707481137e-18,8.230483756856376e-21,1.545572403957142e-09,3.648400248901138e-24,1.2072455589512293e-21,1.3217688972281387e-12,2.0146624066336714e-19
8.387975310712956e-05,0.11224464283869309,0.0,0.0,0.0,0.0,0.3298456209135115,0.6698772500996907,5.899811546277743e-05,4.9057244109398326e-05,4.5927352737015837e-07,5.154602901023387e-08,1.4538630926223014e-15,2.5825840296670326e-07,5.820857769125135e-05,8.428229068924666e-05,1.7438558384828374e-05,4.084289000451194e-08,1.9518293148853613e-08,6.1059851930022345e-09,4.49145861015322e-08,2.547364571379454e-16,1.7482264820279415e-06,4.232226304110998e-11,3.717279896029691e-10,2.623396877060687e-11,1.7345264858222827e-08,4.3292192927446607e-19,2.3953313398329217e-17,2.05486019286458e-15,2.754636377216408e-16,3.635895693437052e-15,4.179167724326431e-12,2.7714682102225767e-18,5.702967403296656e-19,5.554538931127414e-24,1.1825287894649897e-22,1.2609999342998384e-21,9.331156992312652e-16,3.789742578598743e-22,4.472072612727621e-22,7.391619835251999e-18,8.875578982894656e-21,1.5861478922683874e-09,3.934358012064017e-24,1.3403006349018842e-21,1.4707512905804508e-12,2.241744237120712e-19
8.520338610823175e-05,0.11224459669166063,0.0,0.0,0.0,0.0,0.3298415418630068,0.6698741575274408,5.964998244581096e-05,4.980714739799801e-05,4.643461057332062e-07,5.233146699543798e-08,1.4699209139973113e-15,2.6184335400180514e-07,6.000555693346816e-05,8.697674518218094e-05,1.8205310808282885e-05,4.1346076390445445e-08,1.9826069244362954e-08,6.302387138467169e-09,4.636277497889181e-08,2.6294996940729377e-16,1.8354794693027404e-06,4.343479031554332e-11,3.7790071810626487e-10,2.77162991470523e-11,1.8683820746842124e-08,4.608360317756118e-19,2.4740798696440335e-17,2.2378974284558233e-15,3.0084101166256606e-16,3.964537370391738e-15,4.6436109955036e-12,3.079469696218134e-18,6.406866697763259e-19,6.266178246760058e-24,1.334018741151707e-22,1.4225425714250652e-21,1.0711801838281096e-15,4.350456826877182e-22,5.212114210124841e-22,7.95868326830869e-18,9.55648581572971e-21,1.6266445427291584e-09,4.23619044124319e-24,1.4849128120616209e-21,1.6331889577450939e-12,2.489334889302053e-19
8.652701910933394e-05,0.11224454930597523,0.0,0.0,0.0,0.0,0.32983741886080575,0.6698710350154697,6.028940722057715e-05,5.055563167148904e-05,4.693217686731646e-07,5.3115387588025675e-08,1.4856719490540808e-15,2.653965841170719e-07,6.182276337926375e-05,8.97082912232138e-05,1.8988716426727972e-05,4.184277895614982e-08,2.0133602721551887e-08,6.501297352761277e-09,4.782951676118359e-08,2.712687058742016e-16,1.9255190092279466e-06,4.4550988326304604e-11,3.8403552037846563e-10,2.9247619457452474e-11,2.0097134560282365e-08,4.900004789706684e-19,2.5539401970618848e-17,2.432989658675769e-15,3.279896620547369e-16,4.3154245685901574e-15,5.149577835457645e-12,3.415008069524901e-18,7.181229319084379e-19,7.053368847578086e-24,1.5015886210586482e-22,1.6012321808781999e-21,1.2266761654797605e-15,4.9819615044208485e-22,6.0582827778965735e-22,8.556492453072585e-18,1.0274310651901327e-20,1.6670480258209575e-09,4.554387997317002e-24,1.641803430682077e-21,1.8099827726807262e-12,2.758807497471854e-19
8.785065211043613e-05,0.11224450069737714,0.0,0.0,0.0,0.0,0.32983325231139327,0.669867882906791,6.0916623793543306e-05,5.1302667384443856e-05,4.7420233869342284e-07,5.389776037658464e-08,1.501121966929722e-15,2.689185426368908e-07,6.365981842784189e-05,9.247660676675387e-05,1.9788624509554643e-05,4.233310515617576e-08,2.0440881967541485e-08,6.702678171940331e-09,4.9314532368248935e-08,2.7969108371454047e-16,2.0183803054869017e-06,4.567056460856914e-11,3.901324010169369e-10,3.0828122050621095e-11,2.158763916347247e-08,5.204454807646975e-19,2.6349017045560113e-17,2.640626707538856e-15,3.5699115894317014e-16,4.6895209897459185e-15,5.699844897261542e-12,3.7799247034272014e-18,8.031407497334231e-19,7.922433436046963e-24,1.6865837482847856e-22,1.798503355466304e-21,1.4014220287196202e-15,5.691640699796069e-22,7.023442989241694e-22,9.185971471192417e-18,1.1030163047949224e-20,1.7073453744685492e-09,4.889442543826917e-24,1.8117197203262563e-21,2.0020710610174504e-12,3.0515922808155414e-19
8.917428511153833e-05,0.11224445088200714,0.0,0.0,0.0,0.0,0.32982904261310125,0.6698647015380343,6.15318741500694e-05,5.2048226248366566e-05,4.789897004003849e-07,5.4678556377117485e-08,1.5162769333544466e-15,2.7240971064729453e-07,6.551634980492015e-05,9.52813745803645e-05,2.0604880472119314e-05,4.2817166767672325e-08,2.0747895791987523e-08,6.906492448662579e-09,5.081754649621832e-08,2.8821554152168936e-16,2.1140980317526396e-06,4.6793244417054267e-11,3.961914531213884e-10,3.24579760746209e-11,2.3157776145334855e-08,5.522013007416568e-19,2.7169539956885823e-17,2.8613036038791224e-15,3.879286510939999e-16,5.087805064956408e-15,6.297307322569697e-12,4.176139548448827e-18,8.963022715239025e-19,8.880074911933679e-24,1.8904303213545755e-22,2.0158769344803667e-21,1.5973848286773115e-15,6.48748215801383e-22,8.121728323963833e-22,9.848047089852237e-18,1.1825155780497066e-20,1.7475249364877453e-09,5.2418473737553076e-24,1.995434934589224e-21,2.21043002713927e-12,3.369177194383812e-19
9.049791811264052e-05,0.11224439987633543,0.0,0.0,0.0,0.0,0.3298247901577756,0.6698614912391473,6.213540700776413e-05,5.27922812438853e-05,4.83685790796427e-07,5.545774803608126e-08,1.5311429799236256e-15,2.7587059738388946e-07,6.739199183583322e-05,9.812228255409943e-05,2.143732653117833e-05,4.329507927405196e-08,2.1054633436087827e-08,7.1127035924142454e-09,5.2338287919162293e-08,2.9684054101737213e-16,2.212706339201462e-06,4.791877026049464e-11,4.022128518141596e-10,3.413732939352612e-11,2.4809994708078754e-08,5.852982584644056e-19,2.800086909724981e-17,3.0955203436471065e-15,4.20886842281567e-16,5.5112695803632485e-15,6.9449805008736425e-12,4.605652299026476e-18,9.981971631141646e-19,9.933389478756404e-24,2.114638209220895e-22,2.2549629799057285e-21,1.816688904623404e-15,7.378112247328417e-22,9.368636451299606e-22,1.0543648857866132e-17,1.2660404961299145e-20,1.7875763236859142e-09,5.612097260674298e-24,2.193748482454727e-21,2.436074162371369e-12,3.713108551265846e-19
9.182155111374271e-05,0.11224434769709385,0.0,0.0,0.0,0.0,0.32982049533048474,0.6698582523331353,6.272747663686557e-05,5.353480662795087e-05,4.882925900948717e-07,5.623530922848843e-08,1.5457263750222808e-15,2.793017367794608e-07,6.928638568107411e-05,0.00010099902397338218,2.228580232401501e-05,4.3766961280467526e-08,2.136108457955021e-08,7.321275605272821e-09,5.387648975759717e-08,3.0556456857450645e-16,2.314238864571339e-06,4.904690139680399e-11,4.081968479035106e-10,3.586631046034895e-11,2.654675065070712e-08,6.197667321805413e-19,2.884290534565059e-17,3.3437816737960564e-15,4.559519693141462e-16,5.96092133262296e-15,7.64600178409154e-12,5.070543530562204e-18,1.1094431947768848e-18,1.1089879807003148e-23,2.3608037550437676e-22,2.517463766256096e-21,2.0616247647505453e-15,8.372832026427926e-22,1.0781129387066286e-21,1.127370924262751e-17,1.3537030201327094e-20,1.8274903582830727e-09,6.000688531640406e-24,2.4074860578092455e-21,2.680056635914173e-12,4.084991618464474e-19
9.31451841148449e-05,0.11224429436121279,0.0,0.0,0.0,0.0,0.3298161585092687,0.6698549851358427,6.330834174845671e-05,5.427577793640534e-05,4.928121130632728e-07,5.701121525147751e-08,1.5600334964219458e-15,2.827036841768072e-07,7.119917953614915e-05,0.0001039112977571049,2.315014549096141e-05,4.4232933961623685e-08,2.1667239345651866e-08,7.532173113388176e-09,5.543188971516498e-08,3.143861365595529e-16,2.4187287387030328e-06,5.0177413295209284e-11,4.141437617132344e-10,3.764503013672169e-11,2.837050544432085e-08,6.55637161862251e-19,2.9695552180635813e-17,3.606596897462209e-15,4.93211781842457e-16,6.43778081424197e-15,8.403632160142164e-12,5.572975809275908e-18,1.230686823590564e-18,1.235746825196933e-23,2.6306125923250095e-22,2.80517678358339e-21,2.3346582416620304e-15,9.481654409814809e-22,1.2377738527498991e-21,1.2039163803028204e-17,1.4456154818030692e-20,1.867259017277887e-09,6.4081191592349296e-24,2.6374997684859173e-21,2.943469670154459e-12,4.486491188958174e-19
9.44688171159471e-05,0.11224423988576177,0.0,0.0,0.0,0.0,0.3298117800649247,0.6698516899557688,6.387826445076341e-05,5.501517198227808e-05,4.972464008969316e-07,5.7785442813751825e-08,1.5740708055559679e-15,2.8607701321064015e-07,7.313002879765995e-05,0.0001068588086626708,2.4030192221303645e-05,4.469312054216372e-08,2.197308830452036e-08,7.745361394371334e-09,5.7004230284882643e-08,3.2330378450227226e-16,2.5262085955043996e-06,5.131009707129485e-11,4.2005397709853745e-10,3.9473583451348595e-11,3.028372539637231e-08,6.929400525130813e-19,3.0558715778121126e-17,3.884479699966085e-15,5.327555239736506e-16,6.942881928538052e-15,9.221257889142685e-12,6.115194777271258e-18,1.362603772206155e-18,1.374451012480449e-23,2.925842473133118e-22,3.119997753380129e-21,2.6384399179644982e-15,1.0715342428872263e-21,1.4178674660297123e-21,1.2840951393552258e-17,1.5418906080014756e-20,1.9068753753373e-09,6.834888870197803e-24,2.884668266059922e-21,3.2274449019571843e-12,4.919332132394301e-19
9.579245011704929e-05,0.11224418428789393,0.0,0.0,0.0,0.0,0.32980736036083025,0.66984836709392,6.443750927328167e-05,5.575296685015848e-05,5.015975136206588e-07,5.8557970021270656e-08,1.5878448234669702e-15,2.894223128608202e-07,7.50785961975442e-05,0.00010984126745973575,2.492577776281584e-05,4.514764580961821e-08,2.2278622474764795e-08,7.960806400788476e-09,5.859325892641384e-08,3.3231608010113656e-16,2.636710581281085e-06,5.244475890053132e-11,4.2592793566497277e-10,4.1352051290597984e-11,3.22888809006565e-08,7.317059776796578e-19,3.1432305094575256e-17,4.177947995008345e-15,5.746739176942912e-16,7.477271733733488e-15,1.010239210582438e-11,6.699530215198629e-18,1.505899604907685e-18,1.5259807016035323e-23,3.248366108293239e-22,3.463923657240889e-21,2.9758148213042762e-15,1.2085448585879247e-21,1.6205943051634619e-21,1.3680014394893377e-17,1.6426415483546915e-20,1.9463335467417816e-09,7.281499268179259e-24,3.14989687746865e-21,3.5331537315022898e-12,5.385299926797806e-19
9.711608311815148e-05,0.11224412758479507,0.0,0.0,0.0,0.0,0.32980289975279853,0.669845016843693,6.49863422580318e-05,5.648914188698579e-05,5.058675230133043e-07,5.932877635956422e-08,1.6013621084091354e-15,2.927401846777849e-07,7.704455190741153e-05,0.00011285839107442093,2.5836736895394566e-05,4.559663565967686e-08,2.2583833323583022e-08,8.178474779962891e-09,6.019872821585785e-08,3.414216200728674e-16,2.750266364379635e-06,5.358121941548419e-11,4.317661312041936e-10,4.328050201586808e-11,3.438844576953073e-08,7.719655831109188e-19,3.2316231936341807e-17,4.487523790303544e-15,6.190591480882326e-16,8.042010215459578e-15,1.105067639168591e-11,7.328397084849076e-18,1.6613103018376856e-18,1.691262017144621e-23,3.600154019544268e-22,3.839055778285008e-21,3.349832388145335e-15,1.3604355298067478e-21,1.8483463706214272e-21,1.4557298966633604e-17,1.7479819055537653e-20,1.985628626870982e-09,7.748453968234123e-24,3.4341177393860234e-21,3.8618076601801335e-12,5.886241173602616e-19
9.976334912035586e-05,0.11224401093154127,0.0,0.0,0.0,0.0,0.3297938572097828,0.6698382353132268,6.605383961450039e-05,5.7956556081515686e-05,5.14172540081745e-07,6.086515113524727e-08,1.6276527794078004e-15,2.9929609890813046e-07,8.102734650729285e-05,0.0001189955318496825,2.770411522383982e-05,4.6478515803560685e-08,2.3193253156153428e-08,8.620351807079935e-09,6.345802528864979e-08,3.599069688566677e-16,2.9866636663172717e-06,5.585888779278311e-11,4.433374386953742e-10,4.7287572032505425e-11,3.888071268063033e-08,8.570888034346943e-19,3.411475996706074e-17,5.157105756710681e-15,7.156061046219488e-16,9.26683669954783e-15,1.316391292117166e-11,8.729816966914965e-18,2.0115757227695292e-18,2.067021903741807e-23,4.39991098670954e-22,4.691883626593512e-21,4.221077657568992e-15,1.7142502733677737e-21,2.3895279131829582e-21,1.6430338031347592e-17,1.9728877477039884e-20,2.0637144536695236e-09,8.745421684571433e-24,4.063399647401477e-21,4.59299926882363e-12,7.000739007676877e-19
9.999999999999998e-05,0.11224390233519585,0.0,0.0,0.0,0.0,0.3297930410494121,0.6698376238781731,6.614736427338233e-05,5.8087410629348776e-05,5.149001334580775e-07,6.100215084539437e-08,1.6299560780506114e-15,2.998771065255367e-07,8.138662526163909e-05,0.00011955078297621302,2.7873965930393334e-05,4.6556331933281435e-08,2.3247665309761236e-08,8.660271236134637e-09,6.375247941444568e-08,3.615769876044948e-16,3.0084054555665044e-06,5.606277625716619e-11,4.443651494223436e-10,4.765554072531223e-11,3.930183973033545e-08,8.650036186354371e-19,3.427751306981347e-17,5.220346388846821e-15,7.247614551752695e-16,9.382744581760207e-15,1.3367705044095386e-11,8.864964325237761e-18,2.0456151145232252e-18,2.1037610982215772e-23,4.478104539246975e-22,4.775266006366408e-21,4.3076958045081706e-15,1.749425901701656e-21,2.4440635608979633e-21,1.660566612761855e-17,1.993940317831626e-20,2.070661556158061e-09,8.838744058489692e-24,4.123809117446736e-21,4.663429833749001e-12,7.108090786933586e-19
0.00010214588852233982,0.11224390233519585,0.0,0.0,0.0,0.0,0.3297855824409005,0.6698320410526789,6.698165028236695e-05,5.927150718484355e-05,5.213904859157827e-07,6.224182471633262e-08,1.650502211644721e-15,3.0510882245244776e-07,8.466817528629174e-05,0.00012463480202922034,2.943568107479499e-05,4.7254548220577355e-08,2.3740548756353622e-08,9.02532520429699e-09,6.644524612893654e-08,3.7684921680034156e-16,3.2101734903221723e-06,5.791341568222061e-11,4.5363514504676743e-10,5.106535868412019e-11,4.327150102444124e-08,9.391171394383441e-19,3.576796484888017e-17,5.820134063492882e-15,8.11889281416407e-16,1.0483864966527166e-14,1.5334695403759962e-11,1.0169399199214241e-17,2.3762738083345987e-18,2.4625159500057445e-23,5.241648496473337e-22,5.5894777942800085e-21,5.165661254985235e-15,2.097843884529625e-21,2.9905493704056345e-21,1.8256370100843026e-17,2.1921489364598887e-20,2.1334027576239166e-09,9.717368858860684e-24,4.704611942234805e-21,5.3425302323801446e-12,8.1431902835032765e-19
0.00010452842792432377,0.11224379042189737,0.0,0.0,0.0,0.0,0.329777180322225,0.6698257622626734,6.787985091843435e-05,6.058094492466969e-05,5.283777737712224e-07,6.361266424059832e-08,1.6726214955895941e-15,3.1084235257595964e-07,8.836055814829599e-05,0.0001303822748916027,3.1214509206970456e-05,4.801461305649224e-08,2.4286684330603556e-08,9.437016773257996e-09,6.948213118079611e-08,3.9407313906055885e-16,3.444049344994089e-06,5.997157716391442e-11,4.638265054517809e-10,5.5005734774466414e-11,4.8006750123305935e-08,1.0264653004905824e-18,3.745342667268642e-17,6.543645579262285e-15,9.176643431527148e-16,1.1816280227259211e-14,1.778570983369122e-11,1.1794820854183903e-17,2.7931208156042945e-18,2.919211801881639e-23,6.213622493964991e-22,6.625950781610856e-21,6.286845259343305e-15,2.5531500187350734e-21,3.7199885356114644e-21,2.0221157329846986e-17,2.428070875541702e-20,2.2025250919082115e-09,1.076317163065683e-23,5.423096132314564e-21,6.187111391920317e-12,9.430519328436808e-19
0.00010691096732630772,0.11224367528799505,0.0,0.0,0.0,0.0,0.3297686526468262,0.6698194003738704,6.874995129696297e-05,6.18847922458834e-05,5.351461601658017e-07,6.497759667732969e-08,1.6940478468323383e-15,3.1650034795188535e-07,9.210284500233554e-05,0.00013623653189186985,3.303966916735569e-05,4.875943595713945e-08,2.4831625895316264e-08,9.85525856023733e-09,7.256743347627061e-08,4.1157166336468325e-16,3.6884599816334285e-06,6.203276733914013e-11,4.73915639855891e-10,5.910882981810833e-11,5.310094952746023e-08,1.1193151244023071e-18,3.91707388847883e-17,7.330821405466045e-15,1.0335205022285403e-15,1.327071143964541e-14,2.05430373387845e-11,1.362337796882745e-17,3.2675845080518032e-18,3.44435096169206e-23,7.3312422596247355e-22,7.817734409778944e-21,7.611215992507281e-15,3.090963610841767e-21,4.600503363918107e-21,2.233039235962429e-17,2.6813370345014553e-20,2.2710807774639678e-09,1.1885860038554461e-23,6.225277165260783e-21,7.1352999494396724e-12,1.0875769253335954e-18
0.00010929350672829168,0.11224355702665822,0.0,0.0,0.0,0.0,0.329760001126251,0.6698129567367427,6.959342615823855e-05,6.31829837081585e-05,5.417071286389154e-07,6.633656125773642e-08,1.7148176168702407e-15,3.220864354125392e-07,9.589346387611692e-05,0.0001421962222957501,3.491025190925817e-05,4.948972839828826e-08,2.5375343785797654e-08,1.0279890431376891e-08,7.56999638577055e-08,4.2933804531556635e-16,3.943569960257279e-06,6.409648368748252e-11,4.839068544730078e-10,6.33747424899335e-11,5.8568595556451254e-08,1.2178494894245385e-18,4.0919526435187236e-17,8.184880334426253e-15,1.1600616961775637e-15,1.4853913384348665e-14,2.363422590269705e-11,1.5673339344640876e-17,3.805497915534944e-18,4.045766145805678e-23,8.611175903723077e-22,9.182602864194782e-21,9.168393241212136e-15,3.723311084994134e-21,5.657909806010627e-21,2.458983084233193e-17,2.9526384376910407e-20,2.3390750156493926e-09,1.3088497660213179e-23,7.117873684744933e-21,8.19609871645984e-12,1.2492662379882558e-18
0.00011167604613027563,0.11224343572871714,0.0,0.0,0.0,0.0,0.3297512273917719,0.6698064326231521,7.041170785838668e-05,6.447546495574222e-05,5.480718325330216e-07,6.768950883645496e-08,1.7349661119778374e-15,3.2760418434291963e-07,9.973091938859032e-05,0.0001482600623642881,3.682537353964407e-05,5.0206183877117204e-08,2.591781249478556e-08,1.0710759997413104e-08,7.887859045051357e-08,4.473658654012907e-16,4.209539847598597e-06,6.616231583468024e-11,4.938045796733458e-10,6.780355767149564e-11,6.442418917325592e-08,1.3222523908721058e-18,4.269944540505004e-17,9.109079035627601e-15,1.297906597452632e-15,1.6572766590125045e-14,2.708831755571901e-11,1.796396457954195e-17,4.413070553349917e-18,4.7319075087476134e-23,1.0071406438134788e-21,1.0739732487113961e-20,1.099126341855181e-14,4.463544978378634e-21,6.921505895049737e-21,2.70052972600064e-17,3.24267436184129e-20,2.4065179849739654e-09,1.437418470965386e-23,8.107901542956615e-21,9.378961723826354e-12,1.4295608791199244e-18
0.00011405858553225958,0.11224331148146127,0.0,0.0,0.0,0.0,0.329742332996117,0.6697998292283731,7.12061805814341e-05,6.576219215812258e-05,5.542510499422145e-07,6.903640123103503e-08,1.754527450592066e-15,3.3305708539844293e-07,0.00010361379080526301,0.00015442683409780408,3.878417824667664e-05,5.090947487266061e-08,2.6459010495503324e-08,1.1147722478400867e-08,8.210223769250472e-08,4.656490234899393e-16,4.486526412430969e-06,6.822993503668361e-11,5.036133132419382e-10,7.239536039831701e-11,7.068223525677549e-08,1.4327089998610662e-18,4.451018241843734e-17,1.01067123395295e-14,1.4476886406585232e-15,1.8434277472695915e-14,3.0935875456953966e-11,2.051552202777059e-17,5.096899743120084e-18,5.511869225548514e-23,1.1731288636326553e-21,1.2509762410783126e-20,1.3116221761169998e-14,5.326442226874539e-21,8.424418506912345e-21,2.9582690063520856e-17,3.5521529519063296e-20,2.473424002301331e-09,1.5746060772593817e-23,9.202677436803463e-21,1.0693799831074541e-11,1.6299714881807529e-18
0.00011644112493424354,0.11224318436893377,0.0,0.0,0.0,0.0,0.32973331941558776,0.6697931476734698,7.197817590998547e-05,6.704313143214433e-05,5.602551492406554e-07,7.037721055072318e-08,1.7735344541885166e-15,3.384485331003893e-07,0.00010754072976269499,0.00016069538362351114,4.078584051572295e-05,5.1600250475950783e-08,2.6998920055210733e-08,1.1590640522195127e-08,8.536988501754913e-08,4.841817313638913e-16,4.774682817032527e-06,7.029908372641061e-11,5.133375692906691e-10,7.715024748386937e-11,7.735724302203295e-08,1.549405687984657e-18,4.6351453879444014e-17,1.1181113251119404e-14,1.6100560177669195e-15,2.0445578102148104e-14,3.520901101074318e-11,2.3349306782498643e-17,5.863981989792805e-18,6.39541633780763e-23,1.361160648158419e-21,1.4514855817860267e-20,1.5583423325374447e-14,6.328306019116908e-21,1.0203964529107138e-20,3.232798612423308e-17,3.881791754327367e-20,2.5398107558876416e-09,1.720730717594629e-23,1.0409822556258443e-20,1.2150986389545766e-11,1.8520791989516253e-18
0.00011882366433622749,0.11224305447151448,0.0,0.0,0.0,0.0,0.3297241880525024,0.6697863890079673,7.272896964899593e-05,6.831825825290126e-05,5.660940643636277e-07,7.171191853078127e-08,1.7920185690301812e-15,3.4378181237484245e-07,0.00011151045771693115,0.0001670646192789298,4.2829566690252964e-05,5.2279134642737346e-08,2.753752703809318e-08,1.2039383985733958e-08,8.868056525060143e-08,5.029585036170833e-16,5.074158803805167e-06,7.236956722609211e-11,5.229818390640608e-10,8.206833742445358e-11,8.446372743781253e-08,1.672530085838299e-18,4.822300506855268e-17,1.2335653814616432e-14,1.7856717834245447e-15,2.2613927336366148e-14,3.994141105484619e-11,2.6487658706025167e-17,6.721724667280683e-18,7.393011760391719e-23,1.5734630997955455e-21,1.6778761609947217e-20,1.8437042967404202e-14,7.487071290740432e-21,1.2302038167765671e-20,3.524724558208573e-17,4.232318297813524e-20,2.605698615074575e-09,1.876114956834128e-23,1.1737266657661973e-20,1.3761362970423659e-11,2.0975365126255298e-18
0.00012120620373821145,0.1122429218659302,0.0,0.0,0.0,0.0,0.32971494023787534,0.6697795542127308,7.345977971167769e-05,6.958755686309755e-05,5.717772783606815e-07,7.304051587153431e-08,1.8100098141015525e-15,3.490600882518088e-07,0.000115521763197328,0.00017353350947107152,4.491459597922666e-05,5.2946724975349746e-08,2.8074820702941933e-08,1.2493829685796e-08,9.203336278154563e-08,5.219741472978312e-16,5.385100876014388e-06,7.444124543394202e-11,5.325505559486329e-10,8.714977793792555e-11,9.201621142122056e-08,1.8022711340543113e-18,5.01246091385622e-17,1.3573746100497383e-14,1.975213986393184e-15,2.494671224650747e-14,4.516836522226576e-11,2.995398057512616e-17,7.677957907614753e-18,8.515843698886488e-23,1.812417898165797e-21,1.9326877036341104e-20,2.1725544138249568e-14,8.82241378872567e-21,1.4765524789480265e-20,3.8346615756899653e-17,4.604470561539761e-20,2.6711100170764885e-09,2.041086000201008e-23,1.3193252249052199e-20,1.5536245192650584e-11,2.368068186114853e-18
0.0001235887431401954,0.11224278662515758,0.0,0.0,0.0,0.0,0.32970557723426275,0.6697726442029841,7.417176492081798e-05,7.085101968831687e-05,5.773138140786941e-07,7.436300158718631e-08,1.8275367516130335e-15,3.54286398189415e-07,0.00011957349892827681,0.00018010108037275137,4.704020098909609e-05,5.360359196009667e-08,2.8610793502330703e-08,1.2953861125459417e-08,9.542741156060758e-08,5.412237505396618e-16,5.7076524718644594e-06,7.651402408721813e-11,5.42048062817912e-10,9.239475142380467e-11,1.0002922862463196e-07,1.93881907363579e-18,5.205606601842274e-17,1.4898842443221574e-14,2.179375704779125e-15,2.7451448416387866e-14,5.092679352047586e-11,3.3772756370578506e-17,8.740946479057207e-18,9.77585342598872e-23,2.080567251693471e-21,2.2186311159288056e-20,2.550195646766377e-14,1.0355862699743858e-20,1.764672797592774e-20,4.16323340206683e-17,4.998997318538579e-20,2.7360689244208012e-09,2.215975846163915e-23,1.4786338634061288e-20,1.7487428663466274e-11,2.6654721375255563e-18
