Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813)
2.8439993729842375e-06,0.11224537207001677,0.0,0.0,0.0,0.0,0.3299981928141642,0.6699982105626582,1.7388597496477566e-06,1.7087029468729025e-06,1.3536815955867034e-08,1.9984739347777683e-09,4.2851547979209896e-17,6.8366658190826725e-09,5.3790628087992074e-08,7.11447040727993e-08,4.686362144562358e-10,1.20517451648901e-09,6.417973280559967e-10,3.639244587258987e-12,2.3289431528725345e-11,1.3208776412122818e-19,2.6802879279036185e-11,6.053010063564933e-14,7.157044673986944e-12,5.1802622966144763e-17,1.2586051147034799e-15,2.143466295181622e-25,1.2187292004316087e-20,4.384379753845277e-24,5.278741718101486e-25,8.97561113414025e-24,3.7951816133428504e-22,2.5167933896977944e-28,1.5251652130054317e-30,1.7567162327172377e-35,3.715009266930813e-34,3.96153267258821e-33,1.146757153483072e-28,4.669797766289033e-35,2.148359940921092e-35,2.983676920096085e-26,3.5827754886188724e-29,4.1769834944006853e-13,1.5881299921245835e-32,6.716203212350215e-32,1.0978291668430624e-22,1.6729607046681493e-29
3.027837289803987e-06,0.11224537216464867,0.0,0.0,0.0,0.0,0.32999806888561295,0.6699980904217354,1.8544256879474535e-06,1.8188940457789878e-06,1.4436595152503933e-08,2.113238233664434e-09,4.569984936254981e-17,7.316986396179933e-09,6.104504691989461e-08,8.131464664478854e-08,5.669688273837876e-10,1.2883732315014303e-09,6.848087216241285e-10,4.211303488905568e-12,2.7197133655819266e-11,1.5425059093939326e-19,3.3498599946238753e-11,6.749850041517772e-14,7.642349426534154e-12,6.429830128824414e-17,1.6576820074553745e-15,2.801465927754821e-25,1.4232222379670093e-20,6.159199394866675e-24,7.44203765269665e-25,1.2499084132603204e-23,5.6070299924736045e-22,3.718332173989101e-28,2.4030593969952063e-30,2.7627012230835685e-35,5.8429588950078655e-34,6.23069039833703e-33,1.9114205892891082e-28,7.782816441449486e-35,3.4553620694660856e-35,4.4532107641952744e-26,5.347371834206308e-29,4.988083321106598e-13,2.37032284839508e-32,1.0113915199277837e-31,1.63833421799111e-22,2.4966594330092253e-29
3.211675206623736e-06,0.11224537226987899,0.0,0.0,0.0,0.0,0.3299979440775231,0.6699979697273379,1.97037219267879e-06,1.929053578642887e-06,1.5339337095289513e-08,2.227973960455319e-09,4.8557529487715215e-17,7.798541431247317e-09,6.876785432189964e-08,9.217574827785104e-08,6.783754861246639e-10,1.3717534736197828e-09,7.278104157485656e-10,4.828820517454659e-12,3.1437939495673096e-11,1.7830264054640873e-19,4.1276143552002466e-11,7.484755083987829e-14,8.130395070490282e-12,7.887450084822053e-17,2.1499551904220765e-15,3.6080188462488636e-25,1.6451480851600998e-20,8.488759409474592e-24,1.028859594223735e-24,1.7091721989058918e-23,8.105338015502822e-22,5.3751019485524e-28,3.691026846046919e-30,4.235500376039812e-35,8.95862287914653e-34,9.553105979831605e-33,3.0944041365695746e-28,1.2598330763538082e-34,5.401394192092342e-35,6.478789761209915e-26,7.77965673025577e-29,5.889483748934454e-13,3.448483400905958e-32,1.4882253716788679e-31,2.3898056967896705e-22,3.641870954977985e-29
3.3955131234434855e-06,0.11224537238560887,0.0,0.0,0.0,0.0,0.32999781838796477,0.6699978484773756,2.0866977450185005e-06,2.0391818477121694e-06,1.6245029954883307e-08,2.342681426231369e-09,5.1424550908595396e-17,8.281328272906e-09,7.696069318811217e-08,1.0372978176825208e-07,8.037189685153578e-10,1.4553145757091475e-09,7.708025353385515e-10,5.49212036687167e-12,3.6014559593584435e-11,2.0425928600407062e-19,5.022432604961421e-11,8.257885562503979e-14,8.62118065124373e-12,9.574611703921392e-17,2.7505025243758512e-15,4.585479002062541e-25,1.8846488705732476e-20,1.1502333587078674e-23,1.3978961798599127e-24,2.2995651936075205e-23,1.1491836975133643e-21,7.6208826173524385e-28,5.542309868154111e-30,6.348047782416313e-35,1.3428014821462371e-33,1.4319081227955733e-32,4.881760385758614e-28,1.987327656858087e-34,8.23375736426595e-35,9.215043856771152e-26,1.1065306118029697e-28,6.884328833695432e-13,4.904916959827415e-32,2.1452966738254754e-31,3.4160538941155676e-22,5.205845503269084e-29
3.579351040263235e-06,0.11224537251173877,0.0,0.0,0.0,0.0,0.3299976918150127,0.6699977266697654,2.2034008109859304e-06,2.149279153906087e-06,1.7153661783915844e-08,2.4573609405576053e-09,5.43008758054615e-17,8.765344171195055e-09,8.562520077334068e-08,1.1597851605818036e-07,9.438698887189682e-10,1.5390558630803201e-09,8.137852049183673e-10,6.2014970309449706e-12,4.0929410278835796e-11,2.3213423170588265e-19,6.043264987356448e-11,9.069400917720409e-14,9.114705123745738e-12,1.1513917152438831e-16,3.4759152939129267e-15,5.757976326514643e-25,2.1418513479619193e-20,1.5350512638964684e-23,1.8700296263488226e-24,3.049180431819727e-23,1.6012107268036422e-21,1.061853305555497e-27,8.155473085742343e-30,9.32380924313157e-35,1.972413586280444e-33,2.1033005052742233e-32,7.524535635621724e-28,3.0628916184635607e-34,1.2275402691792625e-34,1.2845778512554481e-25,1.5425029100111625e-28,7.975596858565181e-13,6.837458168200091e-32,3.0359763008355595e-31,4.795149167406114e-22,7.30756706147889e-29
3.763188957082984e-06,0.11224537264816815,0.0,0.0,0.0,0.0,0.32999756435674704,0.6699976043024289,2.3204798413829196e-06,2.2593457968048632e-06,1.806522051652063e-08,2.572012811473081e-09,5.718646598348413e-17,9.250586284527653e-09,9.476300861722714e-08,1.289237160689613e-07,1.0997066747195249e-09,1.6229766530596109e-09,8.567585486007906e-10,6.957221316153865e-12,4.6184685899946895e-11,2.6193992306473115e-19,7.199122326869812e-11,9.919459648587999e-14,9.610967351922719e-12,1.3729099338061894e-16,4.344387781772301e-15,7.151443869488489e-25,2.4168706764117524e-20,2.0207137531512793e-23,2.4668779979939338e-24,3.9903538686189164e-23,2.196348420892626e-21,1.4565233940602366e-27,1.1781033873971876e-29,1.3443940262287386e-34,2.8442140650121692e-33,3.032952582564567e-32,1.1359195198791948e-27,4.623384735232832e-34,1.7935947075940952e-34,1.758708129980535e-25,2.1118298072063876e-28,9.166115467292715e-13,9.361124557090449e-32,4.225721706092501e-31,6.622060304526702e-22,1.0091774666908069e-28
4.130864790722483e-06,0.11224537295151994,0.0,0.0,0.0,0.0,0.32999730677662054,0.6699973578802989,2.5557595224973257e-06,2.4793882842933955e-06,1.989706983581135e-08,2.8012348475491943e-09,6.298528752601068e-17,1.0224737327674952e-08,1.1446502230185132e-07,1.5691055221545938e-07,1.4619905087825244e-09,1.7913539669552802e-09,9.426777522804793e-10,8.608702854891142e-12,5.772439883657451e-11,3.273882738261199e-19,9.952233407322796e-11,1.173583645549478e-13,1.0611700073333447e-11,1.9087773259074097e-16,6.591740991617501e-15,1.0714107764271889e-24,3.020774030140826e-20,3.3774272862235773e-23,4.137821492622393e-24,6.600792764993634e-23,3.9652905589624235e-21,2.6296114668937683e-27,2.3427189224934647e-29,2.6636168707582507e-34,5.6359244798377226e-33,6.00991743843382e-32,2.451983543987619e-27,9.978283908860854e-34,3.6354084399011634e-34,3.1446783278934036e-25,3.776075342057021e-28,1.1855522831487132e-12,1.6738266582073326e-31,7.836710019731799e-31,1.209889523522212e-21,1.843854283297859e-28
4.461773040998031e-06,0.11224537325873699,0.0,0.0,0.0,0.0,0.32999707190758043,0.6699971341654041,2.7687811799691875e-06,2.677324632230267e-06,2.155562075658864e-08,3.0074431982544966e-09,6.823552330674987e-17,1.11056366517078e-08,1.3383176985093995e-07,1.8449823684830948e-07,1.850663273958536e-09,1.943500425445679e-09,1.0199743762663582e-09,1.0255932879051502e-11,6.929326446664369e-11,3.9300196629124733e-19,1.2983298113758602e-10,1.350396430667627e-13,1.1521709370447828e-11,2.5115889087074144e-16,9.32167552370828e-15,1.4973837169588421e-24,3.6262119230451675e-20,5.174870829549864e-23,6.356374156185148e-24,1.0032953442932943e-22,6.478934631741805e-21,4.296555508661054e-27,4.146920371051824e-29,4.699573079242744e-34,9.944880082063403e-33,1.0604809991067117e-31,4.64445526581971e-27,1.8897832364768187e-33,6.527681555311022e-34,5.066381123214648e-25,6.0836152194521905e-28,1.4641090478415077e-12,2.696696736679207e-31,1.3087034368090263e-30,1.9952007243381368e-21,3.040691750293887e-28
4.792681291273579e-06,0.11224537359772578,0.0,0.0,0.0,0.0,0.32999683414050884,0.6699969086049737,2.982996171528237e-06,2.875166228042833e-06,2.3223461764971463e-08,3.2135667042731487e-09,7.351516739872367e-17,1.1990461005455135e-08,1.5475711596993582e-07,2.143697227551796e-07,2.30417449040704e-09,2.096217471463241e-09,1.0972426926822769e-09,1.2056886973727877e-11,8.199299172016728e-11,4.650294256056188e-19,1.6594309426286524e-10,1.5399393441410375e-13,1.2440567121407543e-11,3.246034954149831e-16,1.2879543354612914e-14,2.0436982040883228e-24,4.290841726836314e-20,7.703932559641384e-23,9.483136769117086e-24,1.4831665414813795e-22,1.0242318169052287e-20,6.792275866253924e-27,7.062449808437974e-29,7.977763393704503e-34,1.688367107095852e-32,1.8004050545939708e-31,8.422032500813422e-27,3.42640146069757e-33,1.1258481170826414e-33,7.86666776394196e-25,9.44613667407763e-28,1.7786435154085292e-12,4.187213076112174e-31,2.1106067948679393e-30,3.1798090053962653e-21,4.846085675024767e-28
5.123589541549127e-06,0.11224537396787154,0.0,0.0,0.0,0.0,0.3299965934644077,0.6699966811871224,3.1983949103145297e-06,3.0729147693212863e-06,2.490051819497329e-08,3.419607105761868e-09,7.882398344484962e-17,1.2879191193556313e-08,1.7725036064889538e-07,2.465351432093535e-07,2.8279268325971522e-09,2.249500827166417e-09,1.1744834081800709e-09,1.4012743518783458e-11,9.583255854386648e-11,5.435215708701303e-19,2.0839533755872025e-10,1.7423012705762152e-13,1.3368263355585946e-11,4.130263024836891e-16,1.7439824170284433e-14,2.7322327972391992e-24,5.0151359586879596e-20,1.1185924377068908e-22,1.379385993020365e-23,2.140161536938236e-22,1.5733197322047533e-20,1.0433601364320752e-26,1.163221693884761e-28,1.3097608449444967e-33,2.772169534277282e-32,2.9561272669921426e-31,1.4702867836390952e-26,5.980982154803935e-33,1.8765667749469942e-33,1.183296389361065e-24,1.4208772276523371e-27,2.1303921494120493e-12,6.298364521234753e-31,3.302264148352577e-30,4.919664100354622e-21,7.497719896484207e-28
5.454497791824675e-06,0.1122453743685508,0.0,0.0,0.0,0.0,0.32999634986834075,0.6699964519000353,3.4149676497460753e-06,3.270571938911563e-06,2.6586714136879078e-08,3.625566126156502e-09,8.416173115101428e-17,1.3771807407519547e-08,2.0132073869276682e-07,2.810045813260577e-07,3.427403148160576e-09,2.4033461306430443e-09,1.2516972243379057e-09,1.6124633075936502e-11,1.1082049396374056e-10,6.285267750979881e-19,2.577365902667321e-10,1.9575700176977014e-13,1.4304787118684129e-11,5.183740863322319e-16,2.320031874238714e-14,3.586903799714183e-24,5.799543873811701e-20,1.5889606751899332e-22,1.9623471866800623e-23,3.0232506807476132e-22,2.356573941021274e-20,1.5627823378083398e-26,1.8603539113993882e-28,2.0880439060564543e-33,4.419848237947607e-32,4.713143886489357e-31,2.482732651374424e-26,1.0098435204201432e-32,3.0367971547795355e-33,1.7314615649267793e-24,2.079100675722331e-27,2.520504555278459e-12,9.21609850965195e-31,5.031169570978338e-30,7.416180596655936e-21,1.1302572974927967e-27
5.785406042100223e-06,0.11224537479913178,0.0,0.0,0.0,0.0,0.32999610334143564,0.6699962207319697,3.6327044840560665e-06,3.4681394047535375e-06,2.828197244143143e-08,3.831445472003204e-09,8.952816629931994e-17,1.4668289257979702e-08,2.2697741845735265e-07,3.1778806849047217e-07,4.108165929180764e-09,2.557748936096546e-09,1.328884837541021e-09,1.8393656279005327e-11,1.2696505035381136e-10,7.200918422498702e-19,3.145177389912658e-10,2.185832295823671e-13,1.5250126468325827e-11,6.427287567283166e-16,3.038382964754617e-14,4.633703215237526e-24,6.644500482070191e-20,2.213782441465754e-22,2.7374326942261755e-23,4.19107363769626e-22,3.451844170187557e-20,2.2891210495981144e-26,2.898736773062043e-28,3.2432363610729234e-33,6.865695054326679e-32,7.3212940651163925e-31,4.0709063205205417e-26,1.6556671156705348e-32,4.789521277655503e-33,2.473017162002219e-24,2.9695420913912172e-27,2.950055490522075e-12,1.3163197060126128e-30,7.487061677028362e-30,1.0925735704966187e-20,1.665139439115746e-27
6.116314292375771e-06,0.11224537525897436,0.0,0.0,0.0,0.0,0.32999585387288605,0.6699959876712565,3.851595348966674e-06,3.6656188197240843e-06,2.998621472508005e-08,4.037246832793449e-09,9.49230407647005e-17,1.5568615813055777e-08,2.542295006078445e-07,3.56895582885229e-07,4.875856757205885e-09,2.712704715426437e-09,1.4060469389550425e-09,2.082089371762344e-11,1.4427429873822475e-10,8.18262547746974e-19,3.7929355466164715e-10,2.427173697165741e-13,1.620426847015077e-11,7.883104867377336e-16,3.9239858762565255e-14,5.900731695274873e-24,7.550431536454647e-20,3.0314990977199787e-22,3.752550778907546e-23,5.7132332862761055e-22,4.95656632152937e-20,3.286991919960453e-26,4.413231566536894e-28,4.922251823338012e-33,1.042092845647662e-31,1.1112448347995561e-30,6.502679261392857e-26,2.644452481117903e-32,7.385873062547374e-33,3.457503206160172e-24,4.151687659191387e-27,3.4200547970280112e-12,1.840334824123167e-30,1.0910778148334871e-29,1.5770427471690604e-20,2.403510187601639e-27
6.447222542651319e-06,0.11224537574743004,0.0,0.0,0.0,0.0,0.3299956014519524,0.669995752706301,4.071630022503838e-06,3.863011821482666e-06,3.169936137633042e-08,4.242971880801172e-09,1.0034610253501441e-16,1.6472765614114483e-08,2.830860168845484e-07,3.9833704810043793e-07,5.736195718200357e-09,2.8682088589646696e-09,1.4831842144877402e-09,2.3407410807577696e-11,1.6275617590132392e-10,9.230839056593455e-19,4.526226222716169e-10,2.681678675405973e-13,1.7167199194540578e-11,9.574808625419599e-16,5.004633904206479e-14,7.418231196099606e-24,8.517755999776689e-20,4.0874712566433676e-22,5.064228601405195e-23,7.671641515370307e-22,6.991312155270426e-20,4.6363534005053164e-26,6.580679561970671e-28,7.316889367502579e-33,1.5491892102708106e-31,1.65199148548873e-30,1.0146463833905675e-25,4.1259412455672905e-32,1.1165496906357922e-32,4.742920968723622e-24,5.6951835515039095e-27,3.9314558153645825e-12,2.5245277029050293e-30,1.560421276494464e-29,2.235021409019372e-20,3.406328383867528e-27
6.778130792926867e-06,0.11224537626384218,0.0,0.0,0.0,0.0,0.32999534606796416,0.6699955158255853,4.2927981259238085e-06,4.060320032319227e-06,3.342133156296219e-08,4.448622270922654e-09,1.0579709573389144e-16,1.738071667228764e-08,3.135559288761133e-07,4.421223317958666e-07,6.69498078654452e-09,3.0242566752577274e-09,1.5602973446910366e-09,2.615426023979372e-11,1.8241850822345325e-10,1.0346003038924361e-18,5.350672958778139e-10,2.94943052556085e-13,1.813890371389641e-11,1.1527459609018934e-15,6.311140204831023e-14,9.218622539787517e-24,9.546887294064906e-20,5.434806335954143e-22,6.738638759850605e-23,1.0161970431908554e-21,9.703771642516901e-20,6.435147690198759e-26,9.629996050274514e-28,1.0674357928569707e-32,2.260237162232604e-31,2.4102236980177672e-30,1.5501023674407069e-25,6.302845175443291e-32,1.658306209577089e-32,6.396532083722963e-24,7.680795476844654e-27,4.4851625200974416e-12,3.4046998789170405e-30,2.194160024315526e-29,3.1156564402518126e-20,4.748500513888687e-27
7.109039043202415e-06,0.11224537680754577,0.0,0.0,0.0,0.0,0.32999508771032077,0.6699952770176691,4.515089124699085e-06,4.257545059003201e-06,3.5152043239709967e-08,4.654199640517857e-09,1.1127576064504747e-16,1.8292446472687255e-08,3.4564812679295043e-07,4.882612443549497e-07,7.758087176169901e-09,3.1808433914054927e-09,1.637387004680902e-09,2.9062484261500265e-11,2.0326903390425083e-10,1.1528556302281808e-18,6.271936548471777e-10,3.2305113635991123e-13,1.9119366100092648e-11,1.3767594046614696e-15,7.877518994813656e-14,1.1336538418991252e-23,1.0638234465006449e-19,7.135286173317936e-22,8.852750050779293e-23,1.3295243141287658e-21,1.3273201304146004e-19,8.802250703738031e-26,1.3854491009955356e-27,1.5310086875085173e-32,3.2420760663625043e-31,3.4572162146110915e-30,2.323206865804818e-25,9.445714642583741e-32,2.4242450660459875e-32,8.495695591851398e-24,1.0201413784385148e-26,5.082035744862977e-12,4.5220274633771676e-30,3.0382382826907817e-29,4.2787738299913523e-20,6.521209711153056e-27
7.770855543753513e-06,0.11224537797412738,0.0,0.0,0.0,0.0,0.32999456203202676,0.669994793574872,4.9629968977978905e-06,4.651751908498943e-06,3.863935686799266e-08,5.065141778955142e-09,1.2231504770004451e-16,2.0127149682684663e-08,4.147345770361305e-07,5.876389031471878e-07,1.0221146776361206e-08,3.495614030031661e-09,1.79149858704768e-09,3.536718364576919e-11,2.485652828387452e-10,1.409756716646772e-18,8.427741363410527e-10,3.8329824519738244e-13,2.1106495745534346e-11,1.9224019711681423e-15,1.194308140149473e-13,1.6674727439118283e-23,1.3009196272927373e-19,1.189190105607027e-21,1.4769019744758888e-22,2.2021532127184084e-21,2.38893111744406e-19,1.584243226716582e-25,2.7409991728551665e-27,3.010733867878518e-32,6.3764957196609955e-31,6.799632070382882e-30,4.961946836038503e-25,2.0171929854728346e-31,4.971505369007322e-32,1.4395695918127905e-23,1.7285969516083005e-26,6.40853915514969e-12,7.662437006210002e-30,5.592761239629213e-29,7.756000495543213e-20,1.1820885348344873e-26
8.432672044304609e-06,0.11224537924169481,0.0,0.0,0.0,0.0,0.32999402433373004,0.6699943022879972,5.415265991663642e-06,5.0456449080961665e-06,4.2160621963471646e-08,5.4758110383800354e-09,1.3346181020116697e-16,2.1976684922143317e-08,4.904150154671439e-07,6.965473112474651e-07,1.3173894326093388e-08,3.812480990328618e-09,1.9455242517383137e-09,4.232969568505785e-11,2.987056297945528e-10,1.6941314697458638e-18,1.1039658227109447e-09,4.489724530216191e-13,2.312844062043057e-11,2.6187041637778456e-15,1.7544592500217215e-13,2.3755364215004921e-23,1.5633855895949737e-19,1.9062658569587245e-21,2.3691283614957933e-22,3.511144571847084e-21,4.1107280386661473e-19,2.7260707836927044e-25,5.14634860324568e-27,5.619339232721274e-32,1.1902997408822947e-30,1.2692865560681083e-29,9.992779900905226e-25,4.061984035462567e-31,9.722838997530833e-32,2.3296501536912552e-23,2.797380220902012e-26,7.917175739695355e-12,1.2400093507640701e-29,9.820678898321725e-29,1.3428598958868602e-19,2.0466600308377472e-26
9.094488544855705e-06,0.11224538060464169,0.0,0.0,0.0,0.0,0.3299934745333104,0.6699938030684675,5.871806638127404e-06,5.439236338252241e-06,4.571513940014965e-08,5.886219870714896e-09,1.4471383504822956e-16,2.3840853828566823e-08,5.727578703974118e-07,8.150627543635774e-07,1.6666038727891795e-08,4.131403225800006e-09,2.0994691981471884e-09,4.995810354474324e-11,3.5375000065864623e-10,2.0063197637058557e-18,1.4154280710300837e-09,5.201350056655141e-13,2.5185037099538366e-11,3.4925148516151635e-15,2.508876885157376e-13,3.2938540876831545e-23,1.8515390842470456e-19,2.9559447601866375e-21,3.675442348612229e-22,5.418942227228077e-21,6.807286233796193e-19,4.514321915620888e-25,9.24022620535859e-27,1.0030861168329473e-31,2.1250461509965673e-30,2.2660615792238376e-29,1.913645788961708e-24,7.778157203318241e-31,1.826313673821365e-31,3.626999557598191e-23,4.355199492175623e-26,9.61373896266194e-12,1.9305531173971856e-29,1.6564726419952728e-28,2.2358129674982415e-19,3.4076336549559787e-26
9.7563050454068e-06,0.11224538205723897,0.0,0.0,0.0,0.0,0.3299929125499154,0.6699932958290857,6.332526694727794e-06,5.832538217291009e-06,4.93021915644621e-08,6.29638043290819e-09,1.560688506182386e-16,2.571945006473866e-08,6.618303125964555e-07,9.432604759035898e-07,2.074845168100704e-08,4.4523384464989815e-09,2.253338532835148e-09,5.826038525350709e-11,4.137575343643973e-10,2.346657009440548e-18,1.7818771476652597e-09,5.968450742363544e-13,2.7276105421235732e-11,4.57332905450017e-15,3.5052229294978547e-13,4.462292844584545e-23,2.1656941409656497e-19,4.454100181363033e-21,5.539981335115318e-22,8.131318241920329e-21,1.0905349216950234e-18,7.231996433024702e-25,1.596456236076897e-26,1.7231613930735498e-31,3.651011800970879e-30,3.8932884181474077e-29,3.508944441775163e-24,1.4261342922815479e-30,3.314113827982458e-31,5.463660746791745e-23,6.560607673472114e-26,1.150368885137115e-11,2.908157864274396e-29,2.698674741757701e-28,3.599029534719654e-19,5.485357535165175e-26
9.999999999999997e-06,0.11224538359363674,0.0,0.0,0.0,0.0,0.3299927025308394,0.6699931070153875,6.50320774566918e-06,5.977289766046695e-06,5.063107058744867e-08,6.447350129358835e-09,1.6027549203659218e-16,2.6414781229683616e-08,6.963370381739073e-07,9.929193999919637e-07,2.241068096912753e-08,4.5710121063728035e-09,2.3099784572253906e-09,6.148878268032251e-11,4.371154565540607e-10,2.4791332238986473e-18,1.931610202385641e-09,6.265002104451956e-13,2.8054726538996222e-11,5.0297745156332175e-15,3.9437877153210524e-13,4.964132262492346e-23,2.287984452435539e-19,5.146553528070683e-21,6.401764468465256e-22,9.382050414753997e-21,1.28752614698456e-18,8.538365099592956e-25,1.935678296954692e-26,2.0849556381655253e-31,4.4177865343302296e-30,4.710945372332344e-29,4.344174773017963e-24,1.7655535301314353e-30,4.095237113990571e-31,6.306703370000862e-23,7.572907954666393e-26,1.2249362234868248e-11,3.356886500301241e-29,3.204817334926817e-28,4.2561087707105585e-19,6.486836523560656e-26
1.0418121545957897e-05,0.11224538359363674,0.0,0.0,0.0,0.0,0.32999233830400687,0.6699927804840772,6.79733169252809e-06,6.225562297088986e-06,5.292104272775048e-08,6.706304582490664e-09,1.6752452794446773e-16,2.7612259424634133e-08,7.576982178775707e-07,1.0812146361887717e-06,2.5473139365519096e-08,4.775243141512027e-09,2.4071372676107885e-09,6.724441167073891e-11,4.787865727349279e-10,2.7154740969929454e-18,2.2080855108865027e-09,6.79159694547026e-13,2.940144968556753e-11,5.893378526454499e-15,4.798818418782702e-13,5.924680498311961e-23,2.506161020470898e-19,6.54574785030312e-21,8.143044075984408e-22,1.1905075980638182e-20,1.6972750325836756e-18,1.125565952427117e-24,2.6670276457924306e-26,2.862566223047193e-31,6.065942379478151e-30,6.468470796358586e-29,6.1955904951201186e-24,2.5179082803106476e-30,5.833507602790513e-31,7.999748892310096e-23,9.605865857272871e-26,1.3592211413365917e-11,4.258048537715244e-29,4.26555111018547e-28,5.625553908931285e-19,8.574062808898755e-26
1.1079938046508993e-05,0.1122453852078686,0.0,0.0,0.0,0.0,0.3299917517174061,0.6699922569491342,7.26612488776914e-06,6.6183200589144995e-06,5.6570939448605266e-08,7.116003873321996e-09,1.7907848199006007e-16,2.9519059964194723e-08,8.604261303056667e-07,1.2289982721394245e-06,3.089321221731023e-08,5.100072603830071e-09,2.5608703176830454e-09,7.691794736941182e-11,5.488946782767656e-10,3.1130974964533123e-18,2.698881033609254e-09,7.671337083818562e-13,3.15608578734968e-11,7.487719190364557e-15,6.453334001512463e-13,7.728906397464312e-23,2.8732463128040884e-19,9.410021490830156e-21,1.1707242694111753e-21,1.705662954624292e-20,2.5752250517518944e-18,1.707788170077746e-24,4.325719129594292e-26,4.617325517697567e-31,9.785594802187726e-30,1.0434954743123854e-28,1.058233344025608e-23,4.3004670634667124e-30,9.994630349495457e-31,1.142673914394668e-22,1.372089112891341e-25,1.588426325796324e-11,6.082142146938102e-29,6.565083606493308e-28,8.568704883600417e-19,1.3059849766432123e-25
1.1741754547060089e-05,0.11224538689385423,0.0,0.0,0.0,0.0,0.32999115271333934,0.6699917251414572,7.738807317413348e-06,7.010822709428721e-06,6.025111100550998e-08,7.525489551534019e-09,1.90728273017578e-16,3.143962212146619e-08,9.700772260863449e-07,1.3866832575881885e-06,3.7062852816926576e-08,5.426780956024282e-09,2.714542499810055e-09,8.728864907725544e-11,6.241386284567386e-10,3.539849225500157e-18,3.2591462232766783e-09,8.608197060750426e-13,3.3754101885962324e-11,9.39431548411715e-15,8.541501182728892e-13,9.92701989555542e-23,3.2672529125506927e-19,1.3265607317230325e-20,1.6504220952744469e-21,2.3971371173144284e-20,3.82007818735041e-18,2.5333263605999523e-24,6.834254192483282e-26,7.255589873182431e-31,1.5378789591041998e-29,1.6399307005185462e-28,1.7551583413287695e-23,7.132315612523994e-30,1.671232772555383e-30,1.5970947639568541e-22,1.917743644852462e-25,1.838460410338696e-11,8.500900610547945e-29,9.868577140618009e-28,1.2755793494331192e-18,1.9441596387927865e-25
1.2403571047611185e-05,0.11224538864540373,0.0,0.0,0.0,0.0,0.32999054121648175,0.6699911849797967,8.215277858635194e-06,7.403081176860633e-06,6.396076986021698e-08,7.934772551685595e-09,2.0247140805581964e-16,3.3373708840168636e-08,1.0867132782092097e-06,1.5543402642939387e-06,4.403728186948102e-08,5.755321177874039e-09,2.8681585305164126e-09,9.836406015127068e-11,7.045743717573786e-10,3.996046600165136e-18,3.893817454587428e-09,9.602679710423458e-13,3.598093760496019e-11,1.165412112003474e-14,1.1145844118704085e-12,1.2575326380023333e-22,3.688479793983246e-19,1.837671250948532e-20,2.2862034511812246e-21,3.3113934216007663e-20,5.553469560760506e-18,3.6828442785498986e-24,1.0547150999886255e-25,1.113811298108539e-30,2.361090068940307e-29,2.517769079213071e-28,2.8356641324450737e-23,1.1522631935269191e-29,2.733337079034042e-30,2.189710311058215e-22,2.6293379299852984e-25,2.1097818298724912e-11,1.165523182488697e-28,1.4524893087756774e-27,1.8603974067026743e-18,2.8355118454021054e-25
1.3065387548162281e-05,0.112245390456221,0.0,0.0,0.0,0.0,0.3299899171530005,0.6699906363844926,8.695433292180112e-06,7.79510610736538e-06,6.769911215124587e-08,8.343863493139157e-09,2.1430534246199544e-16,3.532107571399761e-08,1.2103946219113903e-06,1.7320387236656075e-06,5.187272228896455e-08,6.085645136543204e-09,3.021723024403606e-09,1.1015160480040184e-10,7.902569812060457e-10,4.482001971269987e-18,4.607884175620219e-09,1.0655264261860095e-12,3.8241104976126786e-11,1.431115591016916e-14,1.4359431303715197e-12,1.573448022311155e-22,4.137221772874821e-19,2.5059559686838788e-20,3.1173184541501876e-21,4.5039358492697317e-20,7.928160032822013e-18,5.2576470866890714e-24,1.5937323383812421e-25,1.6742952238416986e-30,3.549632464744256e-29,3.785181675189869e-28,4.474563705248289e-23,1.8181613304401878e-29,4.380681461644954e-30,2.9512057052576705e-22,3.5437176738465256e-25,2.4028328049858248e-11,1.5708464486856632e-28,2.0976906492910966e-27,2.6638440184134774e-18,4.060090380320515e-25
