Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404),S(413),CHO2(133),S(137)
3.5480064210448874e-08,0.11224537200883342,0.0,0.0,0.0,0.0,0.3299999786036688,0.6699999786744004,2.1224719393375342e-08,2.115195727804008e-08,1.6352332352675785e-10,2.4141976798156716e-10,5.176295563435064e-19,7.173779108494434e-12,8.004188730811842e-12,6.617828322514022e-13,8.828980645379544e-16,1.854525645869361e-12,1.2304963750285922e-12,7.162988625185571e-17,2.6671486206391894e-17,1.5126927836058843e-25,2.8359228999349713e-19,2.1830196300964037e-16,8.222336118031502e-14,1.7036699137501605e-23,4.727644800153342e-24,4.429108988365884e-32,1.3955643810349719e-26,1.6134021114943517e-34,1.2286346810371402e-36,2.230388913837264e-33,1.1282017928158024e-33,7.474200445148149e-40,4.999403391897539e-44,6.456449999041071e-49,1.2043692740542292e-42,1.2842895107132204e-41,2.944235990477803e-33,1.0650539886894365e-39,8.114400562820041e-34,1.8400469093417692e-34,1.940490178977343e-37,8.016200998944746e-19,9.794068629211133e-41,3.1496004028424504e-44,6.163708060651201e-35,9.209246434372772e-42,1.1524266744116056e-35,3.1850274845677595e-37,1.7929696539448174e-43,9.321227619705281e-19,1.6007181909032983e-34,4.559360267054471e-29,1.814155532344485e-24,1.2052341114405376e-38,4.039608437292999e-31,2.653371745471863e-32,8.232898826232309e-29,2.898674783323886e-35
4.019483933176856e-08,0.11224537200672932,0.0,0.0,0.0,0.0,0.3299999757599367,0.6699999758097441,2.4044181272497955e-08,2.3991762250149533e-08,1.8547559318368277e-10,2.443757832569001e-10,5.871189955021666e-19,9.188477949908242e-12,1.0309873724206483e-11,9.62556267139699e-13,1.2836120721703532e-15,2.3592301173286364e-12,1.5608062806906718e-12,1.0091918676786938e-16,4.266388528410378e-17,2.4197134842016247e-25,5.174445024913615e-19,2.4886168377917795e-16,9.361839297200484e-14,2.7257128055853404e-23,8.605930788663412e-24,7.084981049761225e-32,2.2323549950172856e-26,3.3951726846329162e-34,2.9158011269928203e-36,4.4290156771820836e-33,2.5524844244613456e-33,1.6912006342098276e-39,1.294932965932705e-43,1.6562370324215572e-48,2.8235664335988353e-42,3.0109343410234864e-41,6.900374421897438e-33,2.4962415753675288e-39,1.8248813085862876e-33,4.146237617793793e-34,4.372569969532731e-37,1.0916852322535278e-18,2.206929379447452e-40,7.629255398799162e-44,1.4932861407458494e-34,2.2364738538100786e-41,2.544975613775308e-35,8.200394780178842e-37,4.616286114235118e-43,1.0576135300049613e-18,3.3180600568293076e-34,9.441193444262635e-29,3.300546077493891e-24,2.487747534643834e-38,8.263620982803105e-31,5.920310207767185e-32,1.3169912542603965e-28,6.000892618027149e-35
4.4909614453088246e-08,0.11224537200462979,0.0,0.0,0.0,0.0,0.3299999729160575,0.669999972944748,2.686349965222171e-08,2.6831543375564385e-08,2.0742673888600426e-10,2.473317633164204e-10,6.566048768065383e-19,1.1440614304377849e-11,1.2907053946140514e-11,1.3419890522401116e-12,1.790233915009203e-15,2.9180072241178955e-12,1.9249870186805204e-12,1.3643210286892628e-16,6.452278256284595e-17,3.659456996589265e-25,8.787089514564936e-19,2.796506682498509e-16,1.0501356883218911e-13,4.127666813894588e-23,1.4601670360250855e-23,1.0715255819607602e-31,3.37610618275712e-26,6.53551964643068e-34,6.234552067909244e-36,8.08623457610408e-33,5.2142071382591135e-33,3.4551074211601314e-39,2.9750593088689528e-43,3.767302734613697e-48,5.948633776208267e-42,6.343376838953967e-41,1.4534049731542762e-32,5.25789931574226e-39,3.696471789457432e-33,8.411089253280504e-34,8.870229305246437e-37,1.4439397114866973e-18,4.476993775293324e-40,1.6534411749987942e-43,3.236649523314103e-34,4.856186472521568e-41,5.090306357795374e-35,1.8657407272487252e-36,1.050287064365439e-42,1.1830978629817907e-18,6.290570760707889e-34,1.7900429120289237e-28,5.593172778540122e-24,4.702018474624813e-38,1.5486723228298287e-30,1.1919771678923554e-31,1.9918168391664295e-28,1.1365658599546294e-34
4.962438957440793e-08,0.11224537200253495,0.0,0.0,0.0,0.0,0.3299999700720207,0.6699999700794121,2.968268498544603e-08,2.9671300642934063e-08,2.2937684214060472e-10,2.502877178428613e-10,7.260874582649235e-19,1.3926321390751192e-11,1.579571671678795e-11,1.8087615686148987e-12,2.415176025423404e-15,3.5289851235241308e-12,2.3215615973162777e-12,1.7848870741076657e-16,9.333728850919225e-17,5.293693039342416e-25,1.4109738270208017e-18,3.106690073265303e-16,1.1640893120068097e-13,5.983571839595359e-23,2.3450372512569488e-23,1.5500958961940402e-31,4.8838049810444183e-26,1.1750470076219857e-33,1.231914591969099e-35,1.3843071153262455e-32,9.876399582741972e-33,6.54493441558079e-39,6.274812933236965e-43,7.896978614437244e-48,1.1589513146072983e-41,1.2358577228573255e-40,2.8310611371092473e-32,1.0241995566948e-38,6.928962248534916e-33,1.5785346518542283e-33,1.6647029683643483e-36,1.865324237328226e-18,8.402110123460535e-40,3.307235355899022e-43,6.474257000303341e-34,9.728013301677066e-41,9.455289506964048e-35,3.887324075336339e-36,2.188298541562229e-42,1.308576227015702e-18,1.1178846489317747e-33,3.1747513781493654e-28,8.967765055030838e-24,8.336545792107187e-38,2.715360611942355e-30,2.223393211665361e-31,2.881397476898576e-28,2.0181203659484983e-34
5.433916469572762e-08,0.11224537200044495,0.0,0.0,0.0,0.0,0.3299999672278159,0.6699999672137366,3.2501747500331944e-08,3.251103404863104e-08,2.513259827177454e-10,2.5324364899356885e-10,7.955669923883571e-19,1.664167751035542e-11,1.8975850520257557e-11,2.3713992992186586e-12,3.170849354007557e-15,4.190362585950703e-12,2.749123211744582e-12,2.2736714345515496e-16,1.3023028666955675e-16,7.386106797125985e-25,2.1659288956164138e-18,3.4191679067000356e-16,1.278045216039096e-13,8.370972282960285e-23,3.6031280254222765e-23,2.1628776904771337e-31,6.81420558710249e-26,1.999810265133625e-33,2.283781574595189e-35,2.2512705247283647e-32,1.763072910585976e-32,1.168435715920586e-38,1.236393314115922e-42,1.544548218982066e-47,2.1241901945817905e-41,2.265148538614337e-40,5.188070475494272e-32,1.8769364391806583e-38,1.2221142452212783e-32,2.7869706643518695e-33,2.939104716430201e-36,2.363128736585604e-18,1.483428597641774e-39,6.213545756182336e-43,1.2164041759623307e-33,1.829993016397858e-40,1.6556432983448105e-34,7.56692916945048e-36,4.2596584570347646e-42,1.4340490783314951e-18,1.8784277694625817e-33,5.340553258852725e-28,1.3751549770236407e-23,1.398432569879767e-37,4.515637642768585e-30,3.905482890588977e-31,4.020407896174094e-28,3.3888659711589315e-34
6.376871493836699e-08,0.11224537199627989,0.0,0.0,0.0,0.0,0.3299999615388621,0.6699999614813653,3.8139543982284885e-08,3.8190429270207786e-08,2.9522168704436753e-10,2.5915544093698503e-10,9.345179037423037e-19,2.274550546618146e-11,2.6210490172686704e-11,3.817656867565726e-12,5.124028614666906e-15,5.6574049862795255e-12,3.691866026838719e-12,3.465914099521023e-16,2.3281533717486487e-16,1.320429419080925e-24,4.58911047510582e-18,4.051010483590198e-16,1.5059654859415342e-13,1.5061067460032283e-22,7.661029268562522e-23,3.867005090049547e-31,1.218189865209279e-25,5.086151520827404e-33,6.746398479588926e-35,5.277115040673051e-32,4.907123558703966e-32,3.2524200382919207e-38,4.11010750446436e-42,5.077278939402445e-47,6.220301746533673e-41,6.6330725095774905e-40,1.5188214325368613e-31,5.494962442379362e-38,3.3026377476590534e-32,7.543559320854961e-33,7.955345278537078e-36,3.618637669232773e-18,4.015231225905603e-39,1.905135167735506e-42,3.7297099894367755e-33,5.622719891552388e-40,4.416336500384332e-34,2.472501509209273e-35,1.3918441623292412e-41,1.6849800225447337e-18,4.679411757408364e-33,1.3364388905175734e-27,2.9107430548838154e-23,3.4765339271316286e-37,1.1033576178477441e-29,1.0484768979849486e-30,7.187647726316253e-28,8.433179001562346e-34
7.319826518100636e-08,0.1122453719921358,0.0,0.0,0.0,0.0,0.32999995584911757,0.6699999557476338,4.377696689188575e-08,4.386972903876217e-08,3.3911445857613694e-10,2.6506713233227485e-10,1.0734595313967238e-18,2.972013466951282e-11,3.4610900886070786e-11,5.746099194150934e-12,7.749040016048597e-15,7.305904432679259e-12,4.7431093976340385e-12,4.958572997817408e-16,3.8157956213498406e-16,2.164156801221154e-24,8.715208632932904e-18,4.692041512235989e-16,1.7338996581858317e-13,2.4862568615910377e-22,1.4618375161453471e-22,6.3387867260389855e-31,1.9965887462299982e-25,1.1292493268901039e-32,1.701182947016011e-34,1.0909594419736826e-31,1.1765460655985208e-31,7.798691081039678e-38,1.1407619363849113e-41,1.3980207136732639e-46,1.5588215635389003e-40,1.6622628572444597e-39,3.8054452712388877e-31,1.3768116729850416e-37,7.673055769347854e-32,1.7546635213687955e-32,1.8504469573148513e-35,5.2747151912094115e-18,9.339596161596928e-39,4.9597231331843855e-42,9.709064845745077e-33,1.4659057621636816e-39,1.0163164774993156e-33,6.763603604976093e-35,3.8074263239981847e-41,1.9358941654571146e-18,1.0208342303565989e-32,2.933900595327553e-27,5.528827602010575e-23,7.579551428049709e-37,2.3660155131748305e-29,2.4241158062150574e-30,1.1780794670314161e-27,1.8382862245281787e-33
8.453199284165843e-08,0.1122453719871839,0.0,0.0,0.0,0.0,0.32999994900924917,0.6699999488542474,5.055240625261756e-08,5.0695764644293444e-08,3.9186775457828294e-10,2.7217248505143606e-10,1.2404489593792537e-18,3.9210062195111404e-11,4.6250247860072754e-11,8.790867126708916e-12,1.1933359587950907e-14,9.510038183454585e-12,6.1371886553734105e-12,7.171323207452509e-16,6.348058608271567e-16,3.600348645952718e-24,1.6915252179932365e-17,5.474689497214407e-16,2.0078848992706233e-13,4.1737561616368793e-22,2.855918505540075e-22,1.0547596439739121e-30,3.3215787164805386e-25,2.5786797513643325e-32,4.427645986459871e-34,2.3081435047069296e-31,2.902429969994815e-31,1.9239955817524544e-37,3.271405561028178e-41,3.980689249008419e-46,4.0248343350277586e-40,4.291916940371936e-39,9.823816636558045e-31,3.5543453744049557e-37,1.8211038333372939e-31,4.168837642637049e-32,4.396406783102599e-35,7.89265392660748e-18,2.2189587690167964e-38,1.3324065683474095e-41,2.6078795775497934e-32,3.9427283515605086e-39,2.3984693410899727e-33,1.8990817219000964e-34,1.0690462022129962e-40,2.2374596761192264e-18,2.2885202102845568e-32,6.62884374441327e-27,1.0746727293985727e-22,1.7004634565562116e-36,5.201299945086123e-29,5.728352698192797e-30,1.959951520941879e-27,4.118140363695257e-33
9.58657205023105e-08,0.11224537198226515,0.0,0.0,0.0,0.0,0.32999994216800527,0.6699999419588943,5.732753698162533e-08,5.752166232745994e-08,4.4461861576344955e-10,2.792777051559236e-10,1.4074306800005032e-18,4.9855621654369324e-11,5.957357912327166e-11,1.2728017064602919e-11,1.740397776989832e-14,1.1938657789940749e-11,7.660063791987868e-12,9.862490615578709e-16,9.848122749166021e-16,5.585436169894938e-24,3.0031085478785814e-17,6.270633674568288e-16,2.28189961643424e-13,6.534411104098503e-22,5.106223044762846e-22,1.6367569261570698e-30,5.152964580249051e-25,5.274267623526878e-32,1.0121618606766673e-33,4.41097110028225e-31,6.358251923852406e-31,4.2150503420713934e-37,8.150819017839523e-41,9.863299359073849e-46,9.1959894973674e-40,9.806223081484649e-39,2.2442469027686413e-30,8.120047416853844e-37,3.8296549786515028e-31,8.773731364015369e-32,9.252675371933906e-35,1.1316157147690543e-17,4.670018318511284e-38,3.1519735902387233e-41,6.168161263725625e-32,9.33509246727584e-39,5.0320331792745235e-33,4.662984549442806e-34,2.624922078687097e-40,2.5390112209678245e-18,4.6071275337236544e-32,1.3473054528749953e-26,1.913384457030193e-22,3.4309135478958176e-36,1.0283484044824247e-28,1.2006595903883767e-29,3.0406839313222027e-27,8.285870339770301e-33
9.999999999999998e-08,0.11224537197738087,0.0,0.0,0.0,0.0,0.3299999396721132,0.6699999394431405,5.97988929616826e-08,6.001155626098489e-08,4.638604739633322e-10,2.81869490033615e-10,1.468340369775696e-18,5.401561754472741e-11,6.485278721270582e-11,1.440609402536242e-11,1.975353105991426e-14,1.2876814573681476e-11,8.245017075455776e-12,1.096732457186061e-15,1.1398001918162576e-15,6.464461726782034e-24,3.636759827163191e-17,6.564287530563446e-16,2.381862072353278e-13,7.587913893793418e-22,6.199877538547546e-22,1.89456794807048e-30,5.963928877222378e-25,6.699175580786842e-32,1.3346557476584823e-33,5.473645554662499e-31,8.257752012087555e-31,5.47436541871885e-37,1.106075201935182e-40,1.3363485357536196e-45,1.2109489467281732e-39,1.291305904377875e-38,2.955151326644678e-30,1.0692280238585454e-36,4.900906272148686e-31,1.1230680058826417e-31,1.1843746160107836e-34,1.279187513152541e-17,5.977785213261988e-38,4.200486482285639e-41,8.21929036810252e-32,1.244326014191817e-38,6.441873628459789e-33,6.2808785577970705e-34,3.5356781812772715e-40,2.649007746960756e-18,5.82079611381833e-32,1.707647208859763e-26,2.320098373039623e-22,4.339558481199239e-36,1.2905912505081738e-28,1.5349664090426275e-29,3.519258808186546e-27,1.0466855749558944e-32
1.0719944816296258e-07,0.11224537197738087,0.0,0.0,0.0,0.0,0.3299999353252675,0.6699999350615734,6.41024759750746e-08,6.434742209428825e-08,4.973679539327126e-10,2.8638278667419277e-10,1.574407579547262e-18,6.160123176126333e-11,7.458085529184232e-11,1.7657499171069563e-11,2.433323090759873e-14,1.4573544539656688e-11,9.29864369308938e-12,1.305245438362597e-15,1.4480207877690823e-15,8.212557888434757e-24,4.977972275412034e-17,7.079885754811962e-16,2.555948564384292e-13,9.695278733103873e-22,8.525222280619498e-22,2.40743545784182e-30,7.5766733987495055e-25,9.918279311424413e-32,2.1001593763667705e-33,7.796312742141482e-31,1.2659483742208407e-30,8.392637408493776e-37,1.8212039156820905e-40,2.195459358437896e-45,1.8972378610528484e-39,2.0231360419125948e-38,4.62964837339359e-30,1.675107660166286e-36,7.32999315626153e-31,1.6803290409219198e-31,1.7720560276281333e-34,1.5681023304372022e-17,8.943933977491195e-38,6.711207363762403e-41,1.3129853120613288e-31,1.9886792792956325e-38,9.653580969978133e-33,1.0187146378620843e-33,5.7346210582551536e-40,2.8405540148825877e-18,8.543454360428048e-32,2.518413533162575e-26,3.1835927344771956e-22,6.383284532907076e-36,1.8720873547921012e-28,2.2922072005114776e-29,4.471005094446319e-27,1.5358612097074575e-32
1.1853317582361465e-07,0.11224537197253222,0.0,0.0,0.0,0.0,0.3299999284809242,0.6699999281622838,7.087733376284363e-08,7.117304395842895e-08,5.501166312934844e-10,2.934877208277255e-10,1.7413823873185243e-18,7.43921193690421e-11,9.127206534047669e-11,2.3674351342437776e-11,3.2893467457220657e-14,1.7397959759132102e-11,1.1041163593285812e-11,1.6760060268283912e-15,2.040736832536043e-15,1.1574191293771954e-23,7.814828487877382e-17,7.902457183315674e-16,2.830036240831903e-13,1.378587100979129e-21,1.3480628915324312e-21,3.394303392954799e-30,1.0678022398738744e-24,1.7453828374442622e-31,4.0369217299882175e-33,1.2957710785881844e-30,2.3414271884387548e-30,1.5523051361683922e-36,3.7401040012564935e-40,4.496382365890265e-45,3.623248218732718e-39,3.863682166000118e-38,8.840709361993563e-30,3.198803382575395e-36,1.3038355669846378e-30,2.990379383911541e-31,3.153621367470652e-34,2.113060884220132e-17,1.5916975268033767e-37,1.3187113238280903e-40,2.5791064802115077e-31,3.908831717571863e-38,1.7261312568743692e-32,2.0425800531092798e-33,1.1498232105000918e-39,3.142092989243319e-18,1.4843648546475164e-31,4.409689798140994e-26,5.0210268389115105e-22,1.113756963263159e-35,3.194016252292166e-28,4.068979692725433e-29,6.301289135508344e-27,2.6675058833644685e-32
1.298669034842667e-07,0.11224537196772037,0.0,0.0,0.0,0.0,0.3299999216348699,0.6699999212610247,7.76522146930501e-08,7.799852791737034e-08,6.028654618229218e-10,3.0059251959862534e-10,1.908357679941564e-18,8.817453499995695e-11,1.0964722531413939e-10,3.0868788549284637e-11,4.3257050611630723e-14,2.0396549330047262e-11,1.2877079736461358e-11,2.100328348534124e-15,2.779088524464906e-15,1.576180820632114e-23,1.1738863923983898e-16,8.738359151673389e-16,3.1041668942474105e-13,1.893757772970257e-21,2.039496416969454e-21,4.624725708817417e-30,1.4541401008875652e-24,2.9086841888112644e-31,7.278387823223374e-33,2.0491515537673787e-30,4.075839889557368e-30,2.7022460380585142e-36,7.165241967136395e-40,8.59450873688005e-45,6.485444499986408e-39,6.915810018714311e-38,1.5823353827448263e-29,5.7253726142757866e-36,2.185420193215632e-30,5.014315145747805e-31,5.288043838637476e-34,2.781537644250796e-17,2.6689834277415437e-37,2.425054724793047e-40,4.741187694272658e-31,7.189287505320312e-38,2.915316697149798e-32,3.808312324086898e-33,2.1438006422609122e-39,3.4436327995061283e-18,2.444376158715116e-31,7.317159970262404e-26,7.582051379943674e-22,1.8433321164264051e-35,5.168971245463457e-28,6.808870663160783e-29,8.581368389446719e-27,4.391441328726194e-32
1.4120063114491877e-07,0.11224537196294615,0.0,0.0,0.0,0.0,0.3299999147870049,0.6699999143577952,8.442721721179331e-08,8.482387397077532e-08,6.556152134478754e-10,3.076971970396515e-10,2.0753358882726044e-18,1.0289614367935822e-10,1.2970637624691585e-10,3.9326323896253624e-11,5.5596377549820066e-14,2.3555184517056784e-11,1.4796891975054287e-11,2.579945035387582e-15,3.67900524734173e-15,2.0865753326085302e-23,1.700172468661538e-16,9.587602608137978e-16,3.378344534720761e-13,2.528338673053232e-21,2.974798248669958e-21,6.12592212427133e-30,1.925015881492958e-24,4.632244575340493e-31,1.2433939564854334e-32,3.1106415119503867e-30,6.756274741164023e-30,4.4794485439486216e-36,1.294861407763779e-39,1.549770712654306e-44,1.1027025407452851e-38,1.1758764258912642e-37,2.6902439484063993e-29,9.73421747430606e-36,3.4901442382709106e-30,8.010588222248818e-31,8.447885268384422e-34,3.5891935525875596e-17,4.263818008072241e-37,4.228401376887492e-40,8.26387567861678e-31,1.2536281261633933e-37,4.696908525059908e-32,6.710255242146531e-33,3.7773807418919217e-39,3.745177837654984e-18,3.8496968975581305e-31,1.1621967456691771e-25,1.1046165594688862e-21,2.9195745405283694e-35,8.01032674460577e-28,1.085880035972431e-28,1.1360467731178377e-26,6.914520684108672e-32
1.5253435880557083e-07,0.11224537195821052,0.0,0.0,0.0,0.0,0.3299999079372353,0.6699999074525944,9.120243399027765e-08,9.164908215765236e-08,7.08366609192514e-10,3.148017319869183e-10,2.242319301029017e-18,1.1850607104627297e-10,1.5144958347344393e-10,4.912785303711581e-11,7.008387696449753e-14,2.6860918688547738e-11,1.6792099799442427e-11,3.1165388364315756e-15,4.756208469423656e-15,2.697519214450991e-23,2.3880934452225913e-16,1.0450198186522422e-15,3.6525729381005814e-13,3.2957744997895156e-21,4.2075553486896204e-21,7.92504041420893e-30,2.4886557505783085e-24,7.104020449531429e-31,2.0326587483524487e-32,4.562838709835174e-30,1.0743714191519912e-29,7.123274632809338e-36,2.2321451092574752e-39,2.6676797717641266e-44,1.7939030109449977e-38,1.9129440512140874e-37,4.376335341539877e-29,1.5835201514379017e-35,5.35217480752997e-30,1.2287775161010382e-30,1.2958569321702867e-33,4.5522864581242125e-17,6.540448162763525e-37,7.044071242694436e-40,1.3761204215820017e-30,2.0883263025094485e-37,7.273435642490179e-32,1.1260085286461425e-32,6.3385994502332e-39,4.046732239252393e-18,5.8438262919748126e-31,1.7786728853835017e-25,1.5615052355993456e-21,4.459818635046908e-35,1.1968785084352046e-27,1.6632654087317335e-28,1.468717724172182e-26,1.0494123396111895e-31
1.6386808646622289e-07,0.11224537195351417,0.0,0.0,0.0,0.0,0.3299999010854728,0.6699999005454217,9.797795228967414e-08,9.847415249870585e-08,7.611203298224044e-10,3.219061253356372e-10,2.4093100731596218e-18,1.3495514924470805e-10,1.7487693443125764e-10,6.034987052562597e-11,8.689202270538701e-14,3.030183796041677e-11,1.885504479532494e-11,3.711755001531024e-15,6.0262047473765e-15,3.4178071265775516e-23,3.267940374708077e-16,1.132615628075355e-15,3.9268556619798265e-13,4.2096419061293855e-21,5.797077636903661e-21,1.0049079227618778e-29,3.1531734265631537e-24,1.0547928066551712e-30,3.198052234743514e-32,6.50101236436915e-30,1.6493385565336694e-29,1.0935581668666767e-35,3.688175041016259e-39,4.399940921924338e-44,2.8108848407586573e-38,2.9974114610215507e-37,6.857030485368846e-29,2.4811456766972195e-35,7.930289258981234e-30,1.8211105887813522e-30,1.9205266512982713e-33,5.687579144536089e-17,9.693275837562425e-37,1.1291640028950927e-39,2.205022051555608e-30,3.347262232207494e-37,1.0891260333915045e-31,1.8130652657831371e-32,1.0206221519011618e-38,4.348299897987743e-18,8.592403081301648e-31,2.637371245487368e-25,2.1514007683481714e-21,6.601060148536433e-35,1.733666015973018e-27,2.461996178985613e-28,1.860942954908074e-26,1.5427333758513933e-31
1.7520181412687494e-07,0.11224537194885785,0.0,0.0,0.0,0.0,0.32999989423163417,0.6699998936362759,1.0475385422291093e-07,1.0529908500654907e-07,8.138770159551456e-10,3.2901038957781706e-10,2.57631023252575e-18,1.5219603695687707e-10,1.999885371925271e-10,7.306463768890097e-11,1.0619334408834109e-13,3.3866966366987676e-11,2.0978813370318076e-11,4.367203936910162e-15,7.504285803919468e-15,4.256111884716319e-23,4.372519166123176e-16,1.2215487017581893e-15,4.201196055645806e-13,5.283647586196577e-21,7.808512048423653e-21,1.2525021706292285e-29,3.92657021822131e-24,1.5230809589846684e-30,4.868861816148993e-32,9.033907911574712e-30,2.4572086525476782e-29,1.6292211731278127e-35,5.883038089668536e-39,7.010110221455478e-44,4.2663335200303477e-38,4.549441807480409e-37,1.0407143789099555e-28,3.76574213679084e-35,1.141013843887362e-29,2.6207682087698064e-30,2.7638398260999743e-33,7.012276595893285e-17,1.3949635631167616e-36,1.7519155646825767e-39,3.4196860639672604e-30,5.192554545722186e-37,1.5843763358740597e-31,2.8195315654028564e-32,1.587188285063314e-38,4.649884477934816e-18,1.2293477199275647e-30,3.806066668566237e-25,2.899328729166424e-21,9.511192579805587e-35,2.4451385385876e-27,3.5392834182716644e-28,2.3174501758324584e-26,2.206936970859275e-31
1.86535541787527e-07,0.11224537194424213,0.0,0.0,0.0,0.0,0.32999988737564123,0.6699998867251568,1.1153021691794233e-07,1.1212387971233257e-07,8.666372693571187e-10,3.361145220418842e-10,2.743321684006005e-18,1.7018322387006357e-10,2.2678451968590563e-10,8.734030294642242e-11,1.2816042960459393e-13,3.7546222253046006e-11,2.3157195774997126e-11,5.0844635880947226e-15,9.205528518819362e-15,5.220984454797529e-23,5.737128361061881e-16,1.3118200253387308e-15,4.47559726629027e-13,6.531628246261258e-21,1.0312881994182757e-20,1.5379820785932175e-29,4.8167350199263454e-24,2.146715982992245e-30,7.204766453646994e-32,1.2284418743902834e-29,3.5669037215200173e-29,2.3650188125690387e-35,9.10426638086792e-39,1.0835656836005345e-43,6.299380294306814e-38,6.7173989044985434e-37,1.5365977384348294e-28,5.560089318949153e-35,1.600517788902147e-29,3.6768623472422884e-30,3.8775900488434404e-33,8.543996275396541e-17,1.9570937194965438e-36,2.6420825260165607e-39,5.155032647328974e-30,7.829434619142815e-37,2.2476592510964827e-31,4.2551256242000556e-32,2.395321541849381e-38,4.951489421037814e-18,1.7175594090235852e-30,5.364925872542017e-25,3.832861381958078e-21,1.3387045700149734e-34,3.369696424664462e-27,4.96088172359616e-28,2.842901508023221e-26,3.0830151138765036e-31
1.9786926944817906e-07,0.1122453719396675,0.0,0.0,0.0,0.0,0.32999988051742046,0.6699998798120631,1.1830711270924047e-07,1.1894853665218656e-07,9.194016544044695e-10,3.432185182920812e-10,2.910346214121e-18,1.8887304541116427e-10,2.552650287658469e-10,1.0324104080376993e-10,1.5296593003194e-13,4.133036508175294e-11,2.5384635368296927e-11,5.865085124114699e-15,1.1144792960294118e-14,6.320852836448665e-23,7.3995235060852e-16,1.4034305580676153e-15,4.750062247047065e-13,7.96754628618457e-21,1.3387104689121075e-20,1.8640443120561963e-29,5.831443281646426e-24,2.9621080016862585e-30,1.0397946288225213e-31,1.6390339422286165e-29,5.060762756866935e-29,3.3555505506655333e-35,1.3717003156768333e-38,1.6308901799736955e-43,9.078094532747012e-38,9.68050498594871e-37,2.2143397364175247e-28,8.012501837514991e-35,2.1957502020978156e-29,5.045099319710305e-30,5.3205254707814676e-33,1.0300734984928033e-16,2.6853690079885623e-36,3.8858095689276484e-39,7.57832804337791e-30,1.1512369493039134e-36,3.1192749257769277e-31,6.254283567595282e-32,3.5206994742465487e-38,5.253117955386959e-18,2.3500789785482235e-30,7.407321265895725e-25,4.982149850624834e-21,1.845845603698465e-34,4.550522595803713e-27,6.801344643154005e-28,3.441892922203635e-26,4.217969032524247e-31
2.0920299710883112e-07,0.11224537193513452,0.0,0.0,0.0,0.0,0.32999987365690325,0.6699998728969943,1.2508460939246167e-07,1.257730558574287e-07,9.721707000736714e-10,3.503223816984634e-10,3.0773854973344483e-18,2.082237376124018e-10,2.854302289057273e-10,1.208272288994834e-10,1.807825642746987e-13,4.521091689825682e-11,2.7656151274637585e-11,6.710597600207724e-15,1.3336722204904246e-14,7.564021960844101e-23,9.39987477053342e-16,1.4963812330753254e-15,5.024593767224354e-13,9.605485140513417e-21,1.7114037526659423e-20,2.2333905225124682e-29,6.97835691473693e-24,4.011063303214299e-30,1.4677509299349997e-31,2.1505223832319792e-29,7.036195664674839e-29,4.6654097861049465e-35,2.0183165873701185e-38,2.39755700503648e-43,1.2803110599882352e-37,1.3652708251951784e-36,3.1228676527269743e-28,1.1300029114609148e-34,2.953929485809211e-29,6.788114415067112e-30,7.158701756981712e-33,1.2300819999445234e-16,3.613128487570981e-36,5.5887288518923376e-39,1.0894484496904544e-29,1.655313492073832e-36,4.24562790246966e-31,8.979527220052804e-32,5.054809792479957e-38,5.554773106615311e-18,3.1566720411404086e-30,1.0041062648100219e-24,6.379992690545461e-21,2.4991409594195477e-34,6.035802745533537e-27,9.144469001148463e-28,4.1189542146955094e-26,5.6651923107071315e-31
