Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404),S(413),CHO2(133),S(137)
0.001815574698614726,0.11184111897090546,0.0,0.0,0.0,0.0,0.29886670162049506,0.6430290230517965,0.0002548488429640098,0.000790428041025648,1.9112430617504833e-06,8.722557689951293e-07,6.0614612170659055e-15,4.531221398966592e-06,0.004954870751973155,0.03161783026072444,0.006951924966048221,3.064619241710474e-07,6.010000591475301e-07,1.10440284613484e-06,7.858586482502923e-06,4.45705710587589e-14,0.007855539413740122,2.918335043680746e-09,1.0561179846503694e-08,1.2812539589219216e-07,0.001881252553645676,3.42482340969006e-14,3.846412791018417e-14,9.346429518858511e-10,3.6190382101590546e-10,4.280988533391609e-09,0.00010260488641205223,6.804376429942645e-11,6.172458500030374e-11,2.2052080326168245e-15,4.654412050034982e-14,4.963273067275556e-13,7.966408485676459e-07,2.776854507440367e-13,2.3071156709023742e-11,8.678864396470564e-12,9.643056739995974e-15,1.5934952065760873e-07,4.619617412654128e-18,2.337131591028781e-14,3.321465466231826e-05,5.062674142039883e-12,1.755472733990298e-10,3.091176850115766e-10,1.7401016594715424e-16,2.305763248478038e-12,1.6639090239365317e-13,1.1811744622455434e-05,3.0145152964093784e-05,2.414540942778796e-15,2.762312252584026e-09,5.20862410166479e-10,2.945198929398757e-13,9.681028459672958e-15
0.0018230236253109064,0.11183877743665689,0.0,0.0,0.0,0.0,0.2986168180976314,0.6427823076658935,0.00025535964262525193,0.0007941392056386048,1.9143791081926672e-06,8.767442927715555e-07,6.071587698943183e-15,4.556776430219531e-06,0.004974166934810994,0.03191256725810994,0.0069927827192941315,3.0756161225226733e-07,6.050738114439999e-07,1.1121919286524056e-06,7.911145859758212e-06,4.486866562550564e-14,0.007941027668952744,2.937960442510158e-09,1.0627796886097177e-08,1.2965852044090417e-07,0.0019084548356895132,3.481692561863934e-14,3.904489548993145e-14,9.501273606956652e-10,3.692173384480379e-10,4.3673320008546565e-09,0.00010491002617770923,6.95724477071385e-11,6.324402812065537e-11,2.2653844137081726e-15,4.781296684471253e-14,5.09857760886077e-13,8.16689605345621e-07,2.8457059030291085e-13,2.3608441673211157e-11,8.882335829619868e-12,9.869252340088749e-15,1.6136297732502696e-07,4.7279224356082255e-18,2.3921965309933217e-14,3.394962611120178e-05,5.174700630920945e-12,1.791876526504661e-10,3.1678223659590576e-10,1.78324735959497e-16,2.362681356197993e-12,1.6899492617549374e-13,1.2042374307313137e-05,3.068645569115142e-05,2.4628757078644252e-15,2.8206067726853402e-09,5.317380294308061e-10,2.992631131863e-13,9.806204185148961e-15
0.0018304725520070866,0.1118364401928512,0.0,0.0,0.0,0.0,0.2983658852130758,0.6425341634366204,0.0002558686285138098,0.0007978564676164052,1.9174944149682863e-06,8.81245515482159e-07,6.0816518406564784e-15,4.582406463116645e-06,0.004993397619278584,0.0322090393191467,0.007033576095433199,3.0866287044428683e-07,6.091622081669328e-07,1.1200058382800218e-06,7.963823510863629e-06,4.516743099260806e-14,0.008027097502488898,2.9576430044267177e-09,1.069459638386997e-08,1.312034291841288e-07,0.0019359150070782625,3.5392985334322546e-14,3.963267418515604e-14,9.657904780568863e-10,3.7664659874622295e-10,4.455075590332182e-09,0.0001072566166111203,7.112861966422652e-11,6.47939479344472e-11,2.3269455159392254e-15,4.9110979493251114e-14,5.236992324844969e-13,8.37157270994931e-07,2.9159590922124705e-13,2.4156846688071218e-11,9.090105250774492e-12,1.0100233679537857e-14,1.6340217521329396e-07,4.8385152280750656e-18,2.4483808713056663e-14,3.469804557952909e-05,5.288776906191054e-12,1.8289278239062143e-10,3.246028374930919e-10,1.827271500784559e-16,2.420757824560115e-12,1.716298026443533e-13,1.2276683138302683e-05,3.123598383122176e-05,2.5120299473295918e-15,2.8799726997160537e-09,5.428096812164781e-10,3.040659082924901e-13,9.932456539144551e-15
0.0018379214787032669,0.11183410738272119,0.0,0.0,0.0,0.0,0.2981139030318573,0.6422845867072341,0.0002563758006188148,0.0008015797778664609,1.9205889579008512e-06,8.857594346776283e-07,6.091653625758834e-15,4.608111601239545e-06,0.005012562487176543,0.032507250859305434,0.007074302769721758,3.097657097682856e-07,6.132652027163291e-07,1.1278445576820347e-06,8.016618642899874e-06,4.546686266297729e-14,0.008113750499941516,2.9773823732492063e-09,1.0761577166373028e-08,1.3276015311175647e-07,0.001963633743241524,3.5976486030771284e-14,4.0227527204995723e-14,9.816331724765691e-10,3.8419288583174006e-10,4.544236241922454e-09,0.00010964519698576601,7.271263779691378e-11,6.637480143130014e-11,2.389916762519758e-15,5.043869329497158e-14,5.378574249320483e-13,8.580505752922325e-07,2.9876353995436666e-13,2.4716565706358593e-11,9.302255522017187e-12,1.03360937153385e-14,1.654673985203758e-07,4.951439896665905e-18,2.5057048364305086e-14,3.546011202118297e-05,5.404933292982763e-12,1.866636667894234e-10,3.325818616176548e-10,1.8721874464058345e-16,2.4800102769159472e-12,1.7429577312207083e-13,1.251471406909482e-05,3.1793833305739406e-05,2.5620144101268224e-15,2.940426338285369e-09,5.540802207196526e-10,3.0892882369163777e-13,1.0059789461745538e-14
0.0018453704053994471,0.11183177914941554,0.0,0.0,0.0,0.0,0.2978608716374581,0.642033573834659,0.00025688115895049847,0.0008053090856073346,1.923662714467334e-06,8.902860464504043e-07,6.101593046058238e-15,4.63389193957591e-06,0.005031661223083772,0.03280720627332488,0.007114960420738405,3.108701410302463e-07,6.17382749807101e-07,1.1357080668842933e-06,8.069530411484765e-06,4.5766955847648255e-14,0.008200988243565365,2.9971781392374062e-09,1.0828737892288018e-08,1.3432871938505218e-07,0.0019916116994655843,3.656749804798968e-14,4.082951880965966e-14,9.976562838099896e-10,3.918574490445372e-10,4.634830798088189e-09,0.00011207631007885155,7.432486205496444e-11,6.798704862303556e-11,2.454323893532799e-15,5.179664975377508e-14,5.523381126030209e-13,8.79376314279055e-07,3.060756321452583e-13,2.5287794893401975e-11,9.518871497677478e-12,1.0576927721770744e-14,1.6755893215856776e-07,5.066741608431652e-18,2.564189091542488e-14,3.623602676141229e-05,5.523200477879146e-12,1.9050132509538912e-10,3.40721702020552e-10,1.918008667548172e-16,2.540456478696495e-12,1.76993078881676e-13,1.2756510274173221e-05,3.236010058182483e-05,2.612839884548098e-15,3.0019841457614232e-09,5.655525217059174e-10,3.1385241405814216e-13,1.0188206685724293e-14
0.0018528193320956274,0.11182945563591529,0.0,0.0,0.0,0.0,0.2976067911323386,0.641781121189985,0.00025738470339389786,0.000809044338412072,1.926715656866753e-06,8.948253427264672e-07,6.1114700433587645e-15,4.65974758826073e-06,0.005050693514243283,0.03310890993431563,0.007155546730664294,3.1197617481377045e-07,6.215147915715217e-07,1.1435963282005094e-06,8.122558009035562e-06,4.606770596636739e-14,0.008288812312132611,3.017030005418535e-09,1.0896077559215357e-08,1.3590914439933826e-07,0.0020198495105377447,3.716608977050264e-14,4.1438710381429933e-14,1.0138607000569306e-09,3.996415364113731e-10,4.726876156022267e-09,0.00011455050212678258,7.596565468215643e-11,6.963115714894165e-11,2.520192971601095e-15,5.3185397194638365e-14,5.671471426088488e-13,9.011413500091253e-07,3.1353435322541133e-13,2.5870733304147804e-11,9.740027181394722e-12,1.0822817846219932e-14,1.6967706185961033e-07,5.184459754924564e-18,2.623852520422458e-14,3.702599352913859e-05,5.643609513839113e-12,1.944067887567751e-10,3.490247715186914e-10,1.9647487465684822e-16,2.602114341978121e-12,1.797219607234827e-13,1.3002115145879648e-05,3.2934882660165505e-05,2.6645173927540115e-15,3.0646626850180875e-09,5.772295002477967e-10,3.188372092316675e-13,1.0317712548848115e-14
0.0018602682587918076,0.11182713698506033,0.0,0.0,0.0,0.0,0.29735166163824023,0.641527225158812,0.000257886433726712,0.0008127854822364286,1.929747759091811e-06,8.993773155641778e-07,6.121284588298036e-15,4.685678642101842e-06,0.005069659050450916,0.0334123661932567,0.00719605938540326,3.130838213887084e-07,6.256612734603427e-07,1.1515093158491252e-06,8.175700609978675e-06,4.6369108336844703e-14,0.008377224280930828,3.036937601006946e-09,1.0963594939610291e-08,1.375014526299605e-07,0.002048347790518679,3.777233323267835e-14,4.20551653595098e-14,1.030247261954792e-09,4.07546425044053e-10,4.820389465923843e-09,0.00011706832279764666,7.763538019803206e-11,7.130759636574898e-11,2.587550381467342e-15,5.460549068186496e-14,5.822904339263631e-13,9.233526103667108e-07,3.2114188736096657e-13,2.6465582282557688e-11,9.965805793534261e-12,1.1073857226557754e-14,1.7182207391903918e-07,5.30463863352614e-18,2.6847156873563395e-14,3.783021847710636e-05,5.766191823267086e-12,1.9838110471107517e-10,3.574935015871921e-10,2.012421370855468e-16,2.665001917404956e-12,1.8248266042664536e-13,1.3251572293920814e-05,3.351827706729118e-05,2.717057937761768e-15,3.128478748482138e-09,5.891140917164125e-10,3.238837567645906e-13,1.0448311013695009e-14
0.001867717185487988,0.11182482333950734,0.0,0.0,0.0,0.0,0.297095483296208,0.6412718821417327,0.00025838634974890225,0.0008165324612515975,1.932758998076446e-06,9.039419569105555e-07,6.131036680659672e-15,4.711685181675748e-06,0.005088557524090185,0.033717579378612944,0.007236496074817717,3.141930907185797e-07,6.298221455864342e-07,1.1594470124384595e-06,8.228957339015421e-06,4.66711579947701e-14,0.008466225721674778,3.056900473127254e-09,1.1031288555300449e-08,1.391056729372629e-07,0.0020771071325055334,3.838630168275342e-14,4.267894953286478e-14,1.0468167619627068e-09,4.1557339163303496e-10,4.915387978881956e-09,0.00011963032515538751,7.933440537413996e-11,7.301683732166375e-11,2.6564228290181275e-15,5.6057492002524626e-14,5.977739772211965e-13,9.460170889969139e-07,3.2890043525173384e-13,2.7072545368539115e-11,1.0196298572642738e-11,1.1330148554777529e-14,1.739942550431174e-07,5.427326809495332e-18,2.746800635446879e-14,3.864891019665224e-05,5.890979200264264e-12,2.0242533690178772e-10,3.6613034212876086e-10,2.0610403315313965e-16,2.729137392477035e-12,1.8527542037873385e-13,1.3504925535093081e-05,3.4110381851927205e-05,2.7704725044338568e-15,3.1934493402585356e-09,6.01209247526412e-10,3.2899262457501364e-13,1.0580005651104072e-14
0.0018751661121841681,0.11182251484178596,0.0,0.0,0.0,0.0,0.29683825626709837,0.6410150885546325,0.00025888445115921624,0.0008202852179824484,1.935749345694907e-06,9.085192541700209e-07,6.14072626738577e-15,4.737767300066459e-06,0.005107388629989332,0.03402455379559346,0.0072768544928951675,3.1530399254949875e-07,6.3399734596638e-07,1.1674093784384623e-06,8.28232733680023e-06,4.697385006631335e-14,0.00855581820244475,3.0769182765569516e-09,1.109915724912021e-08,1.4072182079837862e-07,0.0021061281083846585,3.900806476824819e-14,4.331012558889056e-14,1.063570040793504e-09,4.2372369263731686e-10,5.01188889513555e-09,0.00012223706562542721,8.106309921123696e-11,7.475935878726685e-11,2.7268373416780287e-15,5.75419697489716e-14,6.136038357277387e-13,9.691418449635958e-07,3.3681221484048333e-13,2.769182899381688e-11,1.0431584669428385e-11,1.1591779910014734e-14,1.7619389269292825e-07,5.5525664140934675e-18,2.8101274183101336e-14,3.9482279744920905e-05,6.0180038147786715e-12,2.065405616800462e-10,3.7493776219423714e-10,2.1106195275082085e-16,2.794539096747507e-12,1.8810048205528502e-13,1.3762218893911436e-05,3.471129557346449e-05,2.8247723152094875e-15,3.259591554533783e-09,6.135179607490449e-10,3.3416435392286154e-13,1.0712800636103947e-14
0.0018826150388803484,0.11182021163415304,0.0,0.0,0.0,0.0,0.29657998073193265,0.6407568408291059,0.0002593807375196569,0.000824043693324288,1.9387187724419493e-06,9.131091927064002e-07,6.150353289883723e-15,4.7639250847337814e-06,0.0051261520653275066,0.03433329372552029,0.007317132337924031,3.164165363643623e-07,6.381868077587054e-07,1.1753963725083745e-06,8.335809760457104e-06,4.727717977105303e-14,0.008646003287609335,3.096990672826638e-09,1.1167199880647791e-08,1.4234991230915173e-07,0.0021354112685703494,3.963769406122348e-14,4.394875566753109e-14,1.0805079311526695e-09,4.3199860933353796e-10,5.10990961669501e-09,0.00012488910395890308,8.282183291557104e-11,7.653564364913805e-11,2.7988212733020114e-15,5.905949937504218e-14,6.297861458483933e-13,9.927340025367791e-07,3.4487946068318233e-13,2.8323642193562578e-11,1.067174384511705e-11,1.1858840016960218e-14,1.7842127475813837e-07,5.6803999035662366e-18,2.874716290095677e-14,4.033054066696552e-05,6.147298215972677e-12,2.107278683140082e-10,3.839182493311881e-10,2.161172961820607e-16,2.8612254970749433e-12,1.909580872934698e-13,1.4023496600414217e-05,3.5321117292374275e-05,2.879968675813454e-15,3.3269226567280765e-09,6.260432542829528e-10,3.393994813010388e-13,1.0846700184008969e-14
0.0018900639655765287,0.11181791385874171,0.0,0.0,0.0,0.0,0.2963206568920589,0.6404971354131782,0.0002598752084093941,0.0008278078263514778,1.9416672547532503e-06,9.177117599994552e-07,6.1599177547187905e-15,4.790158599878767e-06,0.005144847529630404,0.034643803425180086,0.007357327312799223,3.175307312829983e-07,6.423904756419966e-07,1.1834079779776012e-06,8.389403700374408e-06,4.758114195007082e-14,0.008736782537726754,3.117117161499186e-09,1.1235414819976777e-08,1.439899766993118e-07,0.0021649571416423293,4.027526515227698e-14,4.459490688749057e-14,1.0976311746978365e-09,4.403994382164621e-10,5.209467754968588e-09,0.0001275870031790211,8.461097986330512e-11,7.834617373931748e-11,2.8724023005114776e-15,6.061066305649496e-14,6.463271156653613e-13,1.0168007509783319e-06,3.5310442289174145e-13,2.8968195901737836e-11,1.091687330709201e-11,1.213143848589255e-14,1.8067668934198548e-07,5.810879020286665e-18,2.940590614196904e-14,4.119390902029858e-05,6.278895335963668e-12,2.1498836648614283e-10,3.9307430846526397e-10,2.2127147353289355e-16,2.929215189449736e-12,1.9384847924061308e-13,1.428880307795502e-05,3.593994656286181e-05,2.936072757540269e-15,3.3954601861244376e-09,6.38788155130749e-10,3.446985861804596e-13,1.0981707687415661e-14
0.001897512892272709,0.1118156216574521,0.0,0.0,0.0,0.0,0.29606028496944503,0.6402359687715594,0.00026036786336410163,0.000831577554373743,1.9445947657780505e-06,9.223269399501485e-07,6.169419630471174e-15,4.81646791882653e-06,0.005163474724704945,0.03495608712631523,0.007397437125177234,3.186465861563422e-07,6.466082872505344e-07,1.1914441612486913e-06,8.443108229578195e-06,4.7885731345976776e-14,0.008828157509486897,3.1372973101004066e-09,1.1303800639100817e-08,1.4564203149880307e-07,0.002194766234173532,4.0920849462533827e-14,4.5248644761289227e-14,1.1149405438534997e-09,4.489274403809492e-10,5.310580812048162e-09,0.00013033132955126737,8.643091558076282e-11,8.019143758861452e-11,2.9476084175173515e-15,6.219604967974833e-14,6.632330248205599e-13,1.041349344286509e-06,3.6148936800630005e-13,2.962570380325366e-11,1.1167061474693112e-11,1.2409674281100763e-14,1.829604250565938e-07,5.944050829019724e-18,3.007772338032605e-14,4.2072603393242224e-05,6.412828492623333e-12,2.1932318188176201e-10,4.024084627666046e-10,2.2652590515963804e-16,2.9985269052340027e-12,1.9677189997711984e-13,1.4558182941153227e-05,3.6567883425152954e-05,2.9930959255457427e-15,3.4652217985992717e-09,6.517557261010537e-10,3.50062234342438e-13,1.1117826959734604e-14
0.0019049618189688892,0.11181333517192257,0.0,0.0,0.0,0.0,0.2957988652072364,0.6399733373862253,0.0002608587017675014,0.0008353528129856395,1.947501274534959e-06,9.269547119468904e-07,6.178858849992019e-15,4.842853112276186e-06,0.00518203335451675,0.03527014903465683,0.00743745948774122,3.1976410958932055e-07,6.508401669951916e-07,1.1995048715746414e-06,8.49692246638277e-06,4.819094295823777e-14,0.008920129755552392,3.1575307663897506e-09,1.1372356145190925e-08,1.4730608920129078e-07,0.0022248390303704966,4.157451968333435e-14,4.591003122392343e-14,1.1324368373216246e-09,4.5758390967578013e-10,5.4132664897897375e-09,0.00013312265252795024,8.82820177076498e-11,8.207192990357146e-11,3.0244679500865404e-15,6.381625512887203e-14,6.805102275759784e-13,1.0663871007263524e-06,3.700365789473456e-13,3.029638252566531e-11,1.142238979261558e-11,1.2693637892765641e-14,1.8527277088883543e-07,6.079958682144451e-18,3.0762823046937334e-14,4.296684493672477e-05,6.54913139442398e-12,2.2373344825049057e-10,4.119232536168752e-10,2.318820216703406e-16,3.0691795109219964e-12,1.997285914999039e-13,1.4831680992277215e-05,3.720502839035306e-05,3.0510497162998146e-15,3.5362252646123445e-09,6.649490710175605e-10,3.5549096069719427e-13,1.1255062224828955e-14
0.0019124107456650694,0.1118110545435661,0.0,0.0,0.0,0.0,0.29553639787002545,0.6397092377569148,0.0002613477229379719,0.0008391335360355913,1.9503867535957823e-06,9.315950565782104e-07,6.188235388976579e-15,4.869314236925203e-06,0.005200523125117618,0.035585993329336096,0.0074773921183663205,3.2088330984461264e-07,6.55086047033087e-07,1.2075900765304094e-06,8.550845481275755e-06,4.849677151506738e-14,0.009012700824530406,3.1778170616321248e-09,1.144107979340396e-08,1.4898217000832867e-07,0.0022551759918182936,4.2236350569285504e-14,4.657913213464981e-14,1.1501207867044599e-09,4.663701401423778e-10,5.517542615514285e-09,0.0001359615447074928,9.016466597005891e-11,8.398814582755811e-11,3.1030095446391715e-15,6.547188198494105e-14,6.981651496077012e-13,1.0919214025217083e-06,3.7874835369167434e-13,3.098045073752541e-11,1.1682951926557457e-11,1.2983434417388035e-14,1.8761401591478283e-07,6.218652436963105e-18,3.146143569999039e-14,4.387685738426057e-05,6.687838143482315e-12,2.2822032043212064e-10,4.21621239203422e-10,2.373412631333919e-16,3.1411919978492236e-12,2.0271879649597304e-13,1.510934221617308e-05,3.785148243141245e-05,3.1099455952911733e-15,3.6084885972017317e-09,6.783713026471941e-10,3.609853340091459e-13,1.1393417132619964e-14
0.0019198596723612497,0.11180877991352586,0.0,0.0,0.0,0.0,0.2952728832439744,0.6394436664015595,0.0002618349261808742,0.0008429196555085721,1.9532511771555765e-06,9.362479543223827e-07,6.197549239892874e-15,4.89585134443475e-06,0.005218943744648561,0.03590362416247142,0.007517232740313255,3.220041948369423e-07,6.593458636802048e-07,1.2156997514281795e-06,8.604876293038177e-06,4.880321145142078e-14,0.00910587226088265,3.198155670677338e-09,1.1509969868907616e-08,1.5067029499782347e-07,0.0022857775572837405,4.2906416332078904e-14,4.725601599266756e-14,1.1679930893581386e-09,4.75287406945474e-10,5.6234270412558206e-09,0.00013884858179865578,9.20792421567443e-11,8.59405830536664e-11,3.1832621657845446e-15,6.716353950035526e-14,7.162042877320696e-13,1.1179596957093985e-06,3.876270053526165e-13,3.167812937442174e-11,1.1948846683232853e-11,1.3279175048158571e-14,1.899844494114118e-07,6.360184687221214e-18,3.2173801810095754e-14,4.480286706619897e-05,6.82898323773193e-12,2.327849752382397e-10,4.3150499457446606e-10,2.4290507910859614e-16,3.2145834825532045e-12,2.057427575944463e-13,1.5391211772868205e-05,3.8507346979232404e-05,3.1697950464177764e-15,3.682030017840311e-09,6.920255508829903e-10,3.6654594590565254e-13,1.1532895092309398e-14
0.00192730859905743,0.11180651142268275,0.0,0.0,0.0,0.0,0.2950083216373346,0.6391766198566735,0.00026232031069376517,0.0008467111016560675,1.9560945135451903e-06,9.409133794760309e-07,6.206800335969907e-15,4.922464488416476e-06,0.005237294923212218,0.03622304565832816,0.00755697908241869,3.2312677223988317e-07,6.636195361166555e-07,1.2238338412829608e-06,8.659013960885541e-06,4.9110257431581645e-14,0.009199645604803654,3.218546202552933e-09,1.1579025052657898e-08,1.5237047428534103e-07,0.00231664414244872,4.35847904776261e-14,4.794074577852498e-14,1.1860544973661792e-09,4.843370057173517e-10,5.7309377313692566e-09,0.00014178434257332848,9.402613008781313e-11,8.792974726942212e-11,3.265255107082512e-15,6.889184389498981e-14,7.346342130637145e-13,1.1445094895927067e-06,3.9667486299278643e-13,3.238964256639809e-11,1.2220159536562366e-11,1.3580954860443517e-14,1.923843609097663e-07,6.5046009300130874e-18,3.29001398638877e-14,4.574510293688729e-05,6.972601575065105e-12,2.3742859580970396e-10,4.4157711247569485e-10,2.4857492911810825e-16,3.289373212842981e-12,2.0880071659072984e-13,1.567733499595484e-05,3.917272390776336e-05,3.2306098016341517e-15,3.75686782503785e-09,7.059149951478613e-10,3.7217334052517956e-13,1.1673500219561127e-14
0.0019347575257536102,0.11180424921156487,0.0,0.0,0.0,0.0,0.29474271338076463,0.6389080946779186,0.0002628038755792671,0.0008505078029566495,1.958916731690136e-06,9.455913046176897e-07,6.215988622317981e-15,4.949153710267758e-06,0.005255576372821934,0.036544261912613035,0.007596628879319776,3.2425104942935984e-07,6.679069812414548e-07,1.2319922922266226e-06,8.713257540438829e-06,4.941790409944719e-14,0.009294022392119475,3.2389882278448057e-09,1.1648243904198421e-08,1.5408272043412806e-07,0.002347776139622467,4.4271548544736894e-14,4.8633384643427765e-14,1.204305730646884e-09,4.935202485727606e-10,5.840092798731508e-09,0.00014476940881718065,9.600571558200018e-11,8.995614665336594e-11,3.3490179894158285e-15,7.065741825494838e-14,7.534615699358948e-13,1.1715783563480822e-06,4.058942704983066e-13,3.311521685625976e-11,1.2496980563337579e-11,1.3888874375708624e-14,1.9481403995070956e-07,6.651949112437218e-18,3.364067735853248e-14,4.6703796596154406e-05,7.118728456605869e-12,2.4215237890417185e-10,4.51840202177176e-10,2.543522819860749e-16,3.3655805592233447e-12,2.1189291566740943e-13,1.596775738577734e-05,3.9847715522528705e-05,3.2924016099125423e-15,3.833020494925928e-09,7.200428361330781e-10,3.778680634843914e-13,1.1815236438092676e-14
0.0019422064524497904,0.11180199342049876,0.0,0.0,0.0,0.0,0.29447605882761685,0.6386380874408273,0.00026328561991759565,0.0008543096859714774,1.9617178061387916e-06,9.502817059764843e-07,6.2251141060272665e-15,4.975919041469341e-06,0.005273787807366752,0.036867276991742456,0.007636179871723366,3.253770333745753e-07,6.722081313191879e-07,1.2401750835423653e-06,8.76760600050702e-06,4.972614560655214e-14,0.0093890041541869,3.2594811480283583e-09,1.1717624479324844e-08,1.558070550441667e-07,0.0023791739174176415,4.496676651754063e-14,4.933400330179953e-14,1.2227474198055305e-09,5.028384153030439e-10,5.950910381978322e-09,0.00014780436527162075,9.801838641817775e-11,9.202028844622286e-11,3.434580745744021e-15,7.24608921657414e-14,7.726930719888545e-13,1.1991739306804588e-06,4.152875854896033e-13,3.385508048865135e-11,1.277941650031149e-11,1.4203054063327502e-14,1.972737759693161e-07,6.8022860492496905e-18,3.4395671652639616e-14,4.767918231350079e-05,7.2673995903961504e-12,2.4695755323270733e-10,4.6229688830090583e-10,2.6023861517863387e-16,3.4432250062836234e-12,2.1501959744745497e-13,1.6262524599747463e-05,4.0532424552319764e-05,3.3551820921943375e-15,3.910506790557024e-09,7.344122712819814e-10,3.8363072562439233e-13,1.195810685780586e-14
0.0019496553791459707,0.11179974418943849,0.0,0.0,0.0,0.0,0.29420835835429193,0.6383665947410437,0.000263765542699261,0.0008581166754381239,1.9644977057015432e-06,9.549845543442342e-07,6.234176734591814e-15,5.002760518671998e-06,0.0052919289425246195,0.03719209493227653,0.007675629806536801,3.2650473074613187e-07,6.765229050278257e-07,1.2483821673666871e-06,8.822058325342343e-06,5.003497619202008e-14,0.009484592417798969,3.280024495018295e-09,1.1787165220856882e-08,1.5754348824441386e-07,0.002410837820590244,4.567051857514634e-14,5.0042668106755536e-14,1.2413802513172303e-09,5.122927915909618e-10,6.063408688425499e-09,0.00015088979959920157,1.0006453231241231e-10,9.412268802408249e-11,3.521973629918357e-15,7.430290201207701e-14,7.92335505366687e-13,1.227303909440544e-06,4.248571806882172e-13,3.460946489299235e-11,1.3067560506344246e-11,1.452359798044501e-14,1.997638585432166e-07,6.955661328096017e-18,3.51653577228356e-14,4.867149704571854e-05,7.418651094083995e-12,2.5184535919066966e-10,4.729498122057608e-10,2.6623541558353496e-16,3.5223261627519547e-12,2.181810032324859e-13,1.6561682451537457e-05,4.122695413928969e-05,3.418963122397992e-15,3.9893455730510755e-09,7.490265469032126e-10,3.8946190033153794e-13,1.2102115301602081e-14
0.001957104305842151,0.11179750165799558,0.0,0.0,0.0,0.0,0.2939396123607754,0.6380936131950552,0.0002642436428066288,0.0008619286942869092,1.9672563976913376e-06,9.596998155467468e-07,6.243176444907138e-15,5.029678162816068e-06,0.00530999949566291,0.03751871973986204,0.00771497643715491,3.2763414793797505e-07,6.808512093571306e-07,1.2566134772736823e-06,8.876613526873243e-06,5.034439025194302e-14,0.009580788705011035,3.300617821194687e-09,1.185686462006182e-08,1.5929202863969386e-07,0.0024427681696598375,4.6382881454424807e-14,5.075944139160936e-14,1.260204903775439e-09,5.218846988601709e-10,6.177606086591944e-09,0.00015402630231201007,1.0214454487047595e-10,9.626386460685739e-11,3.611227230801404e-15,7.618409122865109e-14,8.123957313916467e-13,1.2559760509057229e-06,4.346054432145252e-13,3.537860422909185e-11,1.3361504767337516e-11,1.4850608924396052e-14,2.0228457710691304e-07,7.112124018767793e-18,3.594996997070065e-14,4.968098046786359e-05,7.572519499643356e-12,2.5681704001982426e-10,4.83801631288024e-10,2.7234417911638974e-16,3.6029037563956192e-12,2.2137737463534637e-13,1.686527690332232e-05,4.193140782079063e-05,3.4837566506788012e-15,4.069555814399269e-09,7.638889408310224e-10,3.9536212640686126e-13,1.2247265677131738e-14
0.001964553232538331,0.11179526596545893,0.0,0.0,0.0,0.0,0.2936698212709229,0.6378191394408077,0.00026471991906838776,0.0008657456635705163,1.9699938526168567e-06,9.64427457625802e-07,6.252113210930121e-15,5.0566719890151654e-06,0.0053279991858080885,0.03784715538853667,0.007754217523677454,3.28765290965378e-07,6.851929609867971e-07,1.2648689706369006e-06,8.931270555067216e-06,5.065438183099575e-14,0.009677594533051464,3.3212605699773187e-09,1.1926720844965262e-08,1.6105268969004014e-07,0.0024749652606411237,4.71039316960846e-14,5.1484391157411006e-14,1.2792219953668614e-09,5.316154307264661e-10,6.29352097604461e-09,0.00015721446671880434,1.0425881755278992e-10,9.844433822156764e-11,3.702372447336841e-15,7.810510973077769e-14,8.328806804926239e-13,1.2851981743287734e-06,4.445347733399271e-13,3.616273461294594e-11,1.3661352050169958e-11,1.5184202332104094e-14,2.0483622078410136e-07,7.271728823040222e-18,3.6749762201981297e-14,5.0707874992654104e-05,7.729041756329923e-12,2.618738693723466e-10,4.948550176219359e-10,2.785664099554047e-16,3.684977624016641e-12,2.246089531843749e-13,1.7173354057249884e-05,4.264588951850797e-05,3.5495745729539498e-15,4.151156737946217e-09,7.790027364822142e-10,4.0133199151603917e-13,1.2393561386659662e-14
