Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6)
2.2890578147230533e-08,0.11224537201441541,0.0,0.0,0.0,0.0,0.3299999861972116,0.669999986325638,1.3697762827137354e-08,1.3569335632740335e-08,1.0502613011533616e-10,2.3345332451235586e-10
2.4718281773473162e-08,0.11224537201358659,0.0,0.0,0.0,0.0,0.3299999850951247,0.6699999852161672,1.479132637659315e-08,1.4670283119864636e-08,1.1354948204236859e-10,2.3459273877088294e-10
2.654598539971579e-08,0.11224537201275776,0.0,0.0,0.0,0.0,0.32999998399303776,0.6699999841066963,1.5884889918785245e-08,1.577123074698693e-08,1.2207283390154857e-10,2.357320056998644e-10
2.837368902595842e-08,0.11224537201192894,0.0,0.0,0.0,0.0,0.32999998289095084,0.6699999829972254,1.6978453453683192e-08,1.687217839947671e-08,1.3059618564459632e-10,2.368712398510768e-10
3.202909627844368e-08,0.11224537201027128,0.0,0.0,0.0,0.0,0.32999998068677716,0.6699999807782834,1.9165580486355634e-08,1.907407369983277e-08,1.4764288874072877e-10,2.3914967526359656e-10
3.933991078341419e-08,0.11224537200695593,0.0,0.0,0.0,0.0,0.3299999762784298,0.6699999763403994,2.3539834429467824e-08,2.347786417738881e-08,1.817362936526116e-10,2.437065457316267e-10
4.665072528838471e-08,0.11224537200364061,0.0,0.0,0.0,0.0,0.32999997187008256,0.6699999719025158,2.7914088246354033e-08,2.7881654527586068e-08,2.1582969713845547e-10,2.48263415906423e-10
6.127235429832574e-08,0.11224537199700992,0.0,0.0,0.0,0.0,0.3299999630533887,0.6699999630267489,3.666259535016976e-08,3.66892346935509e-08,2.840164986251199e-10,2.5737715524398554e-10
7.589398330826677e-08,0.11224537199037922,0.0,0.0,0.0,0.0,0.32999995423669526,0.6699999541509823,4.541110189159682e-08,4.549681429212049e-08,3.5220329394722276e-10,2.664908934235639e-10
9.05156123182078e-08,0.11224537198374858,0.0,0.0,0.0,0.0,0.3299999454200026,0.6699999452752167,5.4159607837790204e-08,5.4304393290228974e-08,4.203900828382535e-10,2.756046303994911e-10
9.999999999999998e-08,0.11224537197048721,0.0,0.0,0.0,0.0,0.32999993970101416,0.6699999395179101,5.983436664890361e-08,6.001747010881198e-08,4.6461975760694696e-10,2.815162976985795e-10
1.1975887033808985e-07,0.11224537197048721,0.0,0.0,0.0,0.0,0.3299999277866187,0.6699999275236866,7.165661820560058e-08,7.19195497479449e-08,5.567636433833648e-10,2.938321010390499e-10
1.4900212835797191e-07,0.11224537195722589,0.0,0.0,0.0,0.0,0.3299999101532373,0.6699999097721592,8.915362605867975e-08,8.953470366912733e-08,6.931371771326402e-10,3.1205956668506186e-10
1.7824538637785398e-07,0.11224537194396453,0.0,0.0,0.0,0.0,0.3299998925198589,0.6699998920206347,1.0665063099155485e-07,1.0714985464556099e-07,8.295106809712457e-10,3.302870269650951e-10
2.3673190241761807e-07,0.11224537191744184,0.0,0.0,0.0,0.0,0.32999985725311254,0.6699998565175963,1.4164463042075155e-07,1.4238014607691581e-07,1.102257585771517e-09,3.66741929607232e-10
2.9521841845738217e-07,0.11224537189091918,0.0,0.0,0.0,0.0,0.3299998219863815,0.6699998210145737,1.7663861466781645e-07,1.776104222043106e-07,1.375004343573478e-09,4.0319680707930613e-10
3.537049344971463e-07,0.11224537186439652,0.0,0.0,0.0,0.0,0.3299997867196679,0.6699997855115681,2.1163258172247844e-07,2.128406810038986e-07,1.647750938703881e-09,4.3965165728368764e-10
4.121914505369104e-07,0.1122453718378739,0.0,0.0,0.0,0.0,0.3299997514529737,0.6699997500085824,2.4662652951282523e-07,2.480709203897776e-07,1.920497355013961e-09,4.761064780615881e-10
5.291644826164387e-07,0.11224537178482866,0.0,0.0,0.0,0.0,0.3299996809196513,0.6699996790026772,3.1661435962748736e-07,3.1853133319551124e-07,2.4659895913685597e-09,5.490160233446264e-10
6.461375146959669e-07,0.11224537173178352,0.0,0.0,0.0,0.0,0.3299996103864312,0.6699996079968752,3.8660208841403747e-07,3.889916439116724e-07,3.011480923273174e-09,6.219254256382657e-10
7.631105467754952e-07,0.11224537167873852,0.0,0.0,0.0,0.0,0.32999953985333097,0.6699995369911941,4.5658969840073876e-07,4.5945183494854935e-07,3.556971214551709e-09,6.948346667410571e-10
9.970566109345517e-07,0.11224537157264879,0.0,0.0,0.0,0.0,0.32999939878755846,0.6699993949802625,5.965644939826376e-07,6.003717895333889e-07,4.647948145297658e-09,8.406525945464128e-10
9.999999999999997e-07,0.11224537146655961,0.0,0.0,0.0,0.0,0.3299993970127455,0.669999393193558,5.983255808357409e-07,6.021447678617518e-07,4.6616742215727324e-09,8.42487195561834e-10
1.2310026750936082e-06,0.11224537146655961,0.0,0.0,0.0,0.0,0.3299992577224702,0.66999925297002,7.365386110408844e-07,7.412910607039231e-07,5.738919328819445e-09,9.864696657808414e-10
1.698894803411721e-06,0.1122453712543833,0.0,0.0,0.0,0.0,0.3299989755948877,0.6699989689521477,1.0164842725245875e-06,1.0231270121138318e-06,7.920840268312238e-09,1.2781006790679861e-09
2.166786931729834e-06,0.11224537104221043,0.0,0.0,0.0,0.0,0.32999869347166844,0.669998684938669,1.2964256064731142e-06,1.3049586055315088e-06,1.0102725643714745e-08,1.5697265853203698e-09
2.634679060047947e-06,0.11224537083004177,0.0,0.0,0.0,0.0,0.32999841135389674,0.6699984009306753,1.5763615367692794e-06,1.5867847575735208e-06,1.2284567067778397e-08,1.861346263537441e-09
3.5704633166841725e-06,0.11224537040572045,0.0,0.0,0.0,0.0,0.32999784713903446,0.6699978329355119,2.136212881632626e-06,2.1504164036917054e-06,1.664808451067271e-08,2.444562451593515e-09
5.442031829956624e-06,0.11224536955716452,0.0,0.0,0.0,0.0,0.3299967188223964,0.6699966970590437,3.2558033811986217e-06,3.277566733393997e-06,2.5374222966595348e-08,3.61087077121976e-09
7.313600343229075e-06,0.1122453687087677,0.0,0.0,0.0,0.0,0.3299955907143546,0.6699955613925891,4.375186926884504e-06,4.404508692032857e-06,3.409871907379589e-08,4.776953925443927e-09
9.185168856501526e-06,0.11224536786058202,0.0,0.0,0.0,0.0,0.32999446288424145,0.6699944260059446,5.494294722437241e-06,5.531173018835011e-06,4.282103665197975e-08,5.942740254209128e-09
9.999999999999997e-06,0.11224536701265966,0.0,0.0,0.0,0.0,0.3299939719614238,0.6699939317939199,5.981420891615532e-06,6.0215883950307935e-06,4.661768511993806e-08,6.450181704676147e-09
