Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404),S(413)
8.266488427539029e-05,0.11224468401573112,0.0,0.0,0.0,0.0,0.32984932761119967,0.6698800638114615,5.838719528534437e-05,4.836764404517037e-05,4.545194938046527e-07,5.0823710014530955e-08,1.4387785143898206e-15,2.54928229431103e-07,5.6576762020851945e-05,8.184040545818232e-05,1.6749150642307214e-05,4.037443215301409e-08,1.9235566337160576e-08,5.922836019367868e-09,4.356432479859664e-08,2.4707834848131695e-16,1.669447313795923e-06,4.1303526788957316e-11,3.660196814604746e-10,2.491491548725327e-11,1.6178398499141152e-08,4.080844863265299e-19,2.322043200717333e-17,1.8258282273968764e-15,1.7436736707902176e-16,3.352617019891905e-15,3.786849836260757e-12,2.511297594975314e-18,5.129843206396344e-19,4.962356189774186e-24,2.389648223967609e-22,2.548222251269158e-21,3.2588399283400284e-13,1.1791136425976663e-19,1.2398250637559197e-16,3.545133540538745e-17,3.8394490162841847e-20,1.549470631987925e-09,1.8869785711743254e-23,1.5466477382160909e-21,1.9798117121025268e-12,3.0176624030735543e-19,2.1120441843163768e-16,1.3115296543480497e-16,7.382932249353307e-23,2.599259772444822e-15,2.156028963471155e-18,5.904710598356169e-11,1.090248240540009e-09,1.9934857695720474e-20,1.9728237380899772e-14,3.798541885836711e-15
8.42178698804606e-05,0.11224463109001255,0.0,0.0,0.0,0.0,0.32984458515153164,0.6698764650436223,5.9164263248668054e-05,4.9248834884771004e-05,4.6056643201084036e-07,5.1746686521897166e-08,1.4579203044113066e-15,2.591650141937969e-07,5.866498114559937e-05,8.496512785302569e-05,1.7632342518643558e-05,4.097117448196869e-08,1.959689483454797e-08,6.1505166636331696e-09,4.5243094931789744e-08,2.565996197061809e-16,1.769048015441457e-06,4.260487362253677e-11,3.73298242998457e-10,2.6606347885553065e-11,1.7677918584439666e-08,4.396153706645376e-19,2.4132352024823966e-17,2.0216155653593296e-15,1.9369606433605173e-16,3.717308321294067e-15,4.293643756838029e-12,2.847384452836102e-18,5.893923386296855e-19,5.728977121643094e-24,2.692957838027948e-22,2.871659108346964e-21,3.6019362624247534e-13,1.3032463988773945e-19,1.3488377288461798e-16,3.859829533874666e-17,4.180621441137943e-20,1.5971144281417737e-09,2.0544827421646055e-23,1.748656501528402e-21,2.242983864419668e-12,3.418794473715768e-19,2.338644115675131e-16,1.4496313665042236e-16,8.160341727539826e-23,2.633930583854545e-15,2.3262839566919664e-18,6.45607483941437e-11,1.1718408241841044e-09,2.1711929548775396e-20,2.1461704221906087e-14,4.1323551924158e-15
8.577085548553091e-05,0.11224457644338728,0.0,0.0,0.0,0.0,0.32983978177772316,0.6698728247129071,5.992396966160779e-05,5.0128103358297505e-05,4.664781370464063e-07,5.266760623966045e-08,1.476634023565235e-15,2.633576859301547e-07,6.078143479268997e-05,8.814123562101794e-05,1.8538605628292678e-05,4.15588842899651e-08,1.9957901456943448e-08,6.381682129718961e-09,4.694764172454811e-08,2.66267085197025e-16,1.8724435263668012e-06,4.39115854677226e-11,3.805246541841828e-10,2.836498321268233e-11,1.9277833671558275e-08,4.72834542624916e-19,2.5059658281971232e-17,2.2328933118340504e-15,2.1464416891562811e-16,4.111639942268979e-15,4.8548519177463926e-12,3.2195568120472695e-18,6.750038952990202e-19,6.593448061820701e-24,3.028015872428418e-22,3.228951171040747e-21,3.971886344898272e-13,1.43709400205742e-19,1.4645001945604034e-16,4.1939817722543176e-17,4.54291719520338e-20,1.6446479717496236e-09,2.2323429484115733e-23,1.971447179176262e-21,2.534067436160143e-12,3.862469739999421e-19,2.58319035575892e-16,1.5985436723939672e-16,8.998606772983181e-23,2.6678363694998167e-15,2.5062094146315422e-18,7.045267634702543e-11,1.257504480044459e-09,2.3598297110448555e-20,2.3300785778621898e-14,4.486509260443987e-15
8.732384109060122e-05,0.11224452010078283,0.0,0.0,0.0,0.0,0.32983491814948385,0.6698691433800147,6.066668277953584e-05,5.100540041817443e-05,4.7225747702390097e-07,5.358641853123116e-08,1.4949287506389882e-15,2.6750693317757096e-07,6.292550495206279e-05,9.136820360590878e-05,1.9467701141376188e-05,4.2137729935746155e-08,2.031856700539094e-08,6.616271151641857e-09,4.8677511268834494e-08,2.7607817058024588e-16,1.979691160639338e-06,4.5223170651132766e-11,3.8769882200489383e-10,3.01911578656939e-11,2.0982060152918734e-08,5.077906525595534e-19,2.6002177286289735e-17,2.4604169505673054e-15,2.373010419415126e-16,4.537151454634296e-15,5.474833469903569e-12,3.6307054997326585e-18,7.706579161175378e-19,7.565586834694755e-24,3.3974376683577417e-22,3.622887331312699e-21,4.3700013545493774e-13,1.5811306939710267e-19,1.5870198010346015e-16,4.548217178318078e-17,4.927019242057037e-20,1.6920489983709849e-09,2.4208928841270606e-23,2.216559639004268e-21,2.8552455609415318e-12,4.352015788135362e-19,2.846560485213055e-16,1.7587944604046514e-16,9.900699002973964e-23,2.700993916489487e-15,2.6961321768915263e-18,7.67388001703615e-11,1.3473290586716862e-09,2.559733143541325e-20,2.5248763473835385e-14,4.861636096300269e-15
8.887682669567153e-05,0.11224446208796719,0.0,0.0,0.0,0.0,0.32982999491526466,0.6698654215939097,6.13927873928775e-05,5.188067938064311e-05,4.77907448759566e-07,5.450307545685712e-08,1.5128139718332511e-15,2.716135087277766e-07,6.509658526976951e-05,9.464551540262246e-05,2.041938218103973e-05,4.270788866766834e-08,2.067887306989596e-08,6.8542233948335504e-09,5.043225645684574e-08,2.860303400502799e-16,2.090847221714792e-06,4.653917154170785e-11,3.948208283085532e-10,3.208516216032161e-11,2.2794532118426095e-08,5.44532449375476e-19,2.6959739560745027e-17,2.7049516983189843e-15,2.617581173036548e-16,4.995410718068615e-15,6.158170022024181e-12,4.083868868788998e-18,8.77243852960845e-19,8.655917296163194e-24,3.8039943377328837e-22,4.056422588605446e-21,4.797608799486472e-13,1.7358366126600384e-19,1.7166023301561716e-16,4.923159622004242e-17,5.33360740391204e-20,1.7392977865851106e-09,2.6204646186625308e-23,2.4856002169238167e-21,3.2088065591707474e-12,4.890920533003814e-19,3.1296436444538825e-16,1.930918187519572e-16,1.0869627011091122e-22,2.7334207525674105e-15,2.8963814242378942e-18,8.343518152867178e-11,1.4414027664046321e-09,2.771237163364875e-20,2.7308893195483904e-14,5.258362776957619e-15
9.042981230074185e-05,0.11224440243138588,0.0,0.0,0.0,0.0,0.3298250127114694,0.6698616598911132,6.210268198424266e-05,5.275389595861162e-05,4.834311556370815e-07,5.5417531786112134e-08,1.5302995106907642e-15,2.756782214295107e-07,6.729408169750648e-05,9.797266408595906e-05,2.1393395319402278e-05,4.326954521974383e-08,2.103880205177956e-08,7.095479550062976e-09,5.221143768497775e-08,2.9612110036219347e-16,2.2059670184969285e-06,4.7859163564375495e-11,4.018909152675954e-10,3.4047244630222795e-11,2.471919878056911e-08,5.831087851605524e-19,2.793217998530656e-17,2.967271972991064e-15,2.881088640495388e-16,5.488013014338346e-15,6.909669595704207e-12,4.58223542075191e-18,9.95703011309527e-19,9.87569838334939e-24,4.25061831214023e-22,4.5326839670041274e-21,5.256051153786203e-13,1.9016972987760848e-19,1.8534519833599645e-16,5.3194298868796854e-17,5.763358328691835e-20,1.7863770482976793e-09,2.8313885785875585e-23,2.780242230069956e-21,3.597145283463062e-12,5.482834268889066e-19,3.433339930395018e-16,2.1154553296024913e-16,1.190843327271456e-22,2.765135019162428e-15,3.1072885403333228e-18,9.055801989387064e-11,1.5398121817081975e-09,2.9946724658471103e-20,2.948440495169663e-14,5.677311382932925e-15
9.198279790581216e-05,0.11224434115800921,0.0,0.0,0.0,0.0,0.32981997216177894,0.6698578587950965,6.27967760589726e-05,5.362500828109582e-05,4.888317868219555e-07,5.632974499706633e-08,1.5473954623004088e-15,2.7970192840025685e-07,6.951741304225585e-05,0.00010134915284250303,2.2389481979394352e-05,4.382289048983157e-08,2.1398337180575906e-08,7.339981415589738e-09,5.4014623470390847e-08,3.063480043285798e-16,2.3251048828776105e-06,4.9182754104303105e-11,4.0890947118812077e-10,3.607761622299963e-11,2.676002214740095e-08,6.235686209423052e-19,2.891933809436453e-17,3.2481609160938548e-15,3.164487518425936e-16,6.016580258939129e-15,7.734370459992973e-12,5.129146348742498e-18,1.1270298622707198e-18,1.1236953314010233e-23,4.740408950606348e-22,5.0549764951318955e-21,5.746684562667534e-13,2.0792032267882782e-19,1.9977713803409654e-16,5.737645695781369e-17,6.216945521279773e-20,1.8332718113812181e-09,3.053993561337847e-23,3.1022264722382267e-21,4.022764394701406e-12,6.131571614493279e-19,3.7585598559559116e-16,2.3129518592800267e-16,1.3020191205893006e-22,2.7961553521795956e-15,3.329186980784351e-18,9.812363951131508e-11,1.6426422785276198e-09,3.230366546707313e-20,3.1778502859274904e-14,6.1190989955175146e-15
9.353578351088247e-05,0.1122442782951899,0.0,0.0,0.0,0.0,0.32981487387657876,0.6698540188157819,6.347548765217062e-05,5.449397690036789e-05,4.941125978504198e-07,5.723967526339785e-08,1.5641121318521639e-15,2.8368552766580786e-07,7.176601142172651e-05,0.0001047744955108047,2.3407379741272103e-05,4.436812030187312e-08,2.1757462525873853e-08,7.58767196808708e-09,5.584139098411918e-08,3.1670865384312904e-16,2.448314188565557e-06,5.050958132128841e-11,4.1587701673923746e-10,3.817645436279524e-11,2.8920974936478888e-08,6.659610333559968e-19,2.992105833189931e-17,3.5484099688635366e-15,3.468752195959343e-16,6.582760290625016e-15,8.637544856603754e-12,5.728098007889471e-18,1.2722733422034382e-18,1.2752498928270243e-23,5.276638206676886e-22,5.626789249289181e-21,6.27087762087597e-13,2.268849362691724e-19,2.1497615764966143e-16,6.178421789233796e-17,6.695039431833735e-20,1.8799692966006685e-09,3.2886067769544677e-23,3.453361697171361e-21,4.488275576153231e-12,6.841113363535069e-19,4.1062238715598966e-16,2.5239587533119686e-16,1.4208002398206885e-22,2.8265007706705092e-15,3.562412149448827e-18,1.0614847688987652e-10,1.7499764558427074e-09,3.4786437512868745e-20,3.419436543067005e-14,6.584337751556116e-15
9.508876911595278e-05,0.1122442138705317,0.0,0.0,0.0,0.0,0.3298097184524877,0.6698501404491372,6.413924101322436e-05,5.536076478790845e-05,4.992768926006365e-07,5.814728543066864e-08,1.5804599775676612e-15,2.8762995124015356e-07,7.403932263143225e-05,0.00010824821703508969,2.4446823553647152e-05,4.490543425303333e-08,2.2116163004501222e-08,7.83849542291007e-09,5.769132650495125e-08,3.2720070245484624e-16,2.5756473710212753e-06,5.183931289260913e-11,4.2279419166508003e-10,4.034390685441954e-11,3.120603872123055e-08,7.103352220153739e-19,3.0937190266594746e-17,3.868818500711175e-15,3.7948764733594204e-16,7.188226238224454e-15,9.624702626903781e-12,6.382744320614983e-18,1.4325381427331268e-18,1.4435975168021405e-23,5.862756355396864e-22,6.251801460469324e-21,6.830010227864731e-13,2.471134749513844e-19,2.309622096923067e-16,6.642370050161894e-17,7.198307594116562e-20,1.926458790613639e-09,3.535553914464894e-23,3.8355250947026176e-21,4.996400692933833e-12,7.615608252042812e-19,4.477261947098097e-16,2.749031530896982e-16,1.5474994007774324e-22,2.856190573428456e-15,3.807301281909605e-18,1.146490688391943e-10,1.8618965726319669e-09,3.7398253529275616e-20,3.673514612470731e-14,7.0736349490777e-15
9.664175472102309e-05,0.11224414791176805,0.0,0.0,0.0,0.0,0.3298045064719777,0.6698462241768603,6.478846446701006e-05,5.6225337320231e-05,5.043280066398849e-07,5.9052540982940355e-08,1.596449557986296e-15,2.915361586525333e-07,7.63368064293162e-05,0.00011176985383786809,2.5507546849798996e-05,4.543503464569025e-08,2.247442438344451e-08,8.09239728431162e-09,5.956402579851777e-08,3.3782185751807625e-16,2.707155948325423e-06,5.3171644701348704e-11,4.2966174203058803e-10,4.258009560881029e-11,3.3619202299896465e-08,7.567405173964322e-19,3.1967588769187897e-17,4.210193488148376e-15,4.1438733130189393e-16,7.834675963209117e-15,1.070159475166981e-11,7.09689912406978e-18,1.6089859938945613e-18,1.6301874691772437e-23,6.502397780869704e-22,6.933888685972878e-21,7.425472522324954e-13,2.686562121541162e-19,2.477550984832408e-16,7.130099668569116e-17,7.727414806959167e-20,1.972731516667261e-09,3.795159229536453e-23,4.2506627641957325e-21,5.549972903894908e-12,8.459374653132434e-19,4.872613212218102e-16,2.988729823944163e-16,1.6824316344201006e-22,2.885244243472968e-15,4.0641933359858634e-18,1.236420410717507e-10,1.978482987488974e-09,4.014229656548342e-20,3.9403974126991326e-14,7.587593197213807e-15
9.81947403260934e-05,0.11224408044665139,0.0,0.0,0.0,0.0,0.3297992385030802,0.6698422704661465,6.542358844938583e-05,5.7087662255611845e-05,5.092692919290566e-07,5.995541000085505e-08,1.612091483547785e-15,2.9540513092346844e-07,7.865793674384108e-05,0.00011533895411686796,2.658928257083872e-05,4.5957125503416525e-08,2.2832233278887868e-08,8.349324386227299e-09,6.145909442616359e-08,3.485698819442941e-16,2.842890542817915e-06,5.450629948585696e-11,4.3648050804144256e-10,4.488512017418502e-11,3.616446027615414e-08,8.052263890630401e-19,3.301211415441695e-17,4.573349241893883e-15,4.516774622461026e-16,8.523831575691531e-15,1.187421681431709e-11,7.874538466818735e-18,1.8028369430526002e-18,1.8365572624906134e-23,7.199386825128439e-22,7.677129046402681e-21,8.058663897654319e-13,2.9156375478407183e-19,2.653744862326211e-16,7.642217340074332e-17,8.283023352218931e-20,2.018780504444394e-09,4.0677456501518964e-23,4.700790189157499e-21,6.1519377327385525e-12,9.376902209634683e-19,5.293225652287668e-16,3.2436169799527675e-16,1.8259140633089687e-22,2.913681360317521e-15,4.3334288891232394e-18,1.3314409738223918e-10,2.099814602170505e-09,4.302172123613516e-20,4.2203955327026915e-14,8.126810604051054e-15
9.974772593116371e-05,0.11224401150285211,0.0,0.0,0.0,0.0,0.32979391509917194,0.6698382797695328,6.604504371322488e-05,5.7947709702717864e-05,5.141041028552442e-07,6.085586311224808e-08,1.6273963723787255e-15,2.992378649871711e-07,8.100220181141638e-05,0.00011895507807171275,2.7691764097977104e-05,4.647191166940403e-08,2.3189577151743688e-08,8.60922492425948e-09,6.337614798825936e-08,3.594425955820662e-16,2.9829009033555135e-06,5.584302546462513e-11,4.4325141246873586e-10,4.725906106139314e-11,3.884581183973948e-08,8.558424540805908e-19,3.4070632289964824e-17,4.959107179515741e-15,4.914631068626488e-16,9.257439020871647e-15,1.3148812397927382e-11,8.719802861624313e-18,2.0153706321250726e-18,2.064335644721105e-23,7.957743699083303e-22,8.485809528854638e-21,8.730992099068455e-13,3.158870105330102e-19,2.838399001550907e-16,8.17932749249029e-17,8.865793242912881e-20,2.06460046034438e-09,4.353634897210747e-23,5.187992716353032e-21,6.805354104822761e-12,1.0372853414427833e-18,5.740055856980177e-16,3.51425969778569e-16,1.9782656965716978e-22,2.9415215198536425e-15,4.6153500424783184e-18,1.43172009411906e-10,2.2259689083968187e-09,4.603965514862586e-20,4.5138173460531346e-14,8.69188099634225e-15
9.999999999999998e-05,0.1122439411078677,0.0,0.0,0.0,0.0,0.32979304514403945,0.6698376280404932,6.614473445089585e-05,5.8087202793096824e-05,5.148796665313717e-07,6.100190685932151e-08,1.6298514678216915e-15,2.998571187925619e-07,8.13851651714369e-05,0.00011954690827717729,2.7872796889102842e-05,4.6554860149044345e-08,2.324758100719436e-08,8.651721643558159e-09,6.368961304319361e-08,3.6122043624608794e-16,3.006051867468742e-06,5.6060349061001745e-11,4.4434685691784846e-10,4.765120627810728e-11,3.929450466319129e-08,8.642692689506083e-19,3.424389512531262e-17,5.023961753289438e-15,4.981689366937918e-16,9.380926634442872e-15,1.3365929905508274e-11,8.863787119573193e-18,2.051749883604419e-18,2.1034742173467117e-23,8.087013189099546e-22,8.623657179701179e-21,8.843999537686899e-13,3.199753371972332e-19,2.8692070705811193e-16,8.268978841383026e-17,8.963070328375052e-20,2.0720217629298212e-09,4.4013538924259346e-23,5.270782318719393e-21,6.9165702391068145e-12,1.0542371435145411e-18,5.815181937807448e-16,3.55975045255243e-16,2.0038735933684295e-22,2.945988971115637e-15,4.662367690167921e-18,1.4485178325061859e-10,2.246922530965536e-09,4.6543191121839096e-20,4.5627704146847505e-14,8.786154749976966e-15
0.00010130071153623402,0.1122439411078677,0.0,0.0,0.0,0.0,0.3297885367988346,0.6698342525248113,6.665325970010027e-05,5.880545208207866e-05,5.188357835543204e-07,6.175387343630144e-08,1.6423748101625137e-15,3.030353685538971e-07,8.336910424893766e-05,0.00012261779806570754,2.881472609672174e-05,4.697959798519864e-08,2.3546444300033526e-08,8.872048479494014e-09,6.531481230663296e-08,3.704378762517226e-16,3.127235928046075e-06,5.7181594949476286e-11,4.4997544969996223e-10,4.970198285577818e-11,4.1667259734822626e-08,9.086384854821504e-19,3.514301467480535e-17,5.368295640697646e-15,5.33851192242787e-16,1.0037267732428351e-14,1.4531876425934671e-11,9.63699950086589e-18,2.247927575478087e-18,2.3152456021197695e-23,8.781690456318353e-22,9.364432357128085e-21,9.443872402256221e-13,3.416771581359363e-19,3.0317074043676765e-16,8.742032534961587e-17,9.476382495571663e-20,2.1101876393203276e-09,4.653147617138479e-23,5.714426042227618e-21,7.513395355746705e-12,1.145206514775561e-18,6.214068818121719e-16,3.801227696298366e-16,2.1398072433661546e-22,2.968784261633541e-15,4.910300331491455e-18,1.5374260700113638e-10,2.357022037267975e-09,4.9199200473801004e-20,4.820969138713064e-14,9.28339416533092e-15
0.00010285369714130433,0.11224386928894062,0.0,0.0,0.0,0.0,0.32978310412578055,0.6698301891550076,6.724866307179074e-05,5.966086408130092e-05,5.234676564780922e-07,6.264941652218187e-08,1.657037313948902e-15,3.067986554025469e-07,8.575816106707605e-05,0.00012632669872800185,2.9957905276295324e-05,4.748038854712667e-08,2.390282384846253e-08,9.137746034778654e-09,6.72747235507766e-08,3.8155366046115126e-16,3.275943687328129e-06,5.85218029586112e-11,4.566536754298225e-10,5.221393711124181e-11,4.463280940354778e-08,9.636644206683407e-19,3.622913848934264e-17,5.80174974203093e-15,5.78950493230116e-16,1.086511034894736e-14,1.6030158455793674e-11,1.0630604440778983e-17,2.5019104406883015e-18,2.5911073766100308e-23,9.675657030499052e-22,1.0317721429768292e-20,1.0198726872760709e-12,3.689856205507876e-19,3.233862888789164e-16,9.330933124554616e-17,1.0115447421269635e-19,2.1555397192381077e-09,4.966603523784919e-23,6.282316708947182e-21,8.27935021739403e-12,1.2619550180185502e-18,6.716237773223682e-16,4.105093415494792e-16,2.3108609446535824e-22,2.995489003291482e-15,5.218624642724309e-18,1.6487276912954368e-10,2.493048810705428e-09,5.250343562814e-20,5.1421552475544824e-14,9.901936133312573e-15
0.00010440668274637464,0.11224379607298553,0.0,0.0,0.0,0.0,0.3297776175888407,0.6698260900684163,6.783167639502549e-05,6.051392260487076e-05,5.280030121547435e-07,6.35424702830458e-08,1.6713942997408225e-15,3.105287410910738e-07,8.816890362978267e-05,0.00013008137700126247,3.1121041067937925e-05,4.797448603740052e-08,2.4258705735513904e-08,9.406269984082926e-09,6.925552831241944e-08,3.9278794382874158e-16,3.429071447274841e-06,5.986346583972856e-11,4.6328719699708425e-10,5.479496502520069e-11,4.774646829198336e-08,1.0209703696389968e-18,3.732888661969739e-17,6.260311268115905e-15,6.268716225291055e-16,1.174278248918423e-14,1.7650665934372578e-11,1.1705264760311386e-17,2.778785334175312e-18,2.8938414983614374e-23,1.0644287337125357e-21,1.1350628826724337e-20,1.0996983704632372e-12,3.9786404100692543e-19,3.4450571805646345e-16,9.946628445589909e-17,1.0783642930220806e-19,2.2006556785735377e-09,5.294321547105099e-23,6.893962611908607e-21,9.106623786680422e-12,1.3880498649203843e-18,7.247544090989027e-16,4.42643174962615e-16,2.4917504229530554e-22,3.0216549818102405e-15,5.540669136724515e-18,1.7657941543919258e-10,2.634122794374353e-09,5.595541703797825e-20,5.477678207043514e-14,1.0548089435954183e-14
0.00010595966835144495,0.11224372148652505,0.0,0.0,0.0,0.0,0.32977207768200706,0.6698219556586896,6.840271697230138e-05,6.13646067193373e-05,5.324451000867453e-07,6.443301492622831e-08,1.6854560536818086e-15,3.142266390700214e-07,9.06008775652726e-05,0.00013388144213982573,3.230387622603894e-05,4.84620911265826e-08,2.4614080698372223e-08,9.677574135544901e-09,7.125688363295358e-08,4.0413878123893333e-16,3.5866656930115792e-06,6.120641991216582e-11,4.698771643673522e-10,5.74450998957387e-11,5.10122453057307e-08,1.0806066229701843e-18,3.844214765843924e-17,6.7448285957021e-15,6.77727023405653e-16,1.2672122581768655e-14,1.9400667423193026e-11,1.2865800699983091e-17,3.0800830935062312e-18,3.2254718342343327e-23,1.1692445440324462e-21,1.2468341385362588e-20,1.1840076636348892e-12,4.283642618497817e-19,3.6654810084297874e-16,1.0589716497421492e-16,1.1481622845282465e-19,2.245535678124901e-09,5.636619986336226e-23,7.551733520150757e-21,9.998738481806855e-12,1.5240279516766267e-18,7.808977195017901e-16,4.765819811424916e-16,2.6828005496229e-22,3.0473012013129854e-15,5.876781176669239e-18,1.8887949833335348e-10,2.7803163515886813e-09,5.955818095887487e-20,5.827838901723614e-14,1.1222433415807787e-14
0.00010751265395651527,0.11224364555563318,0.0,0.0,0.0,0.0,0.32976648488452504,0.6698177863049722,6.89621958111769e-05,6.221289759461657e-05,5.367971207270701e-07,6.532103288036952e-08,1.6992327066567273e-15,3.1789335718271157e-07,9.305364263352954e-05,0.0001377265156631101,3.3506157356247784e-05,4.89434019438538e-08,2.4968940255966207e-08,9.95161370879211e-09,7.327845698807014e-08,4.1560428675507905e-16,3.7487721521462536e-06,6.255052013579485e-11,4.764247617560025e-10,6.016436936449759e-11,5.443415040258196e-08,1.1426236594652122e-18,3.956881588399329e-17,7.256156647597133e-15,7.316309648080346e-16,1.365499174485498e-14,2.1287695801001072e-11,1.4117207785712918e-17,3.4074005879686616e-18,3.588128652864263e-23,1.2825221785325998e-21,1.3676287346521245e-20,1.2729444441524972e-12,4.605383060919545e-19,3.8953242016749464e-16,1.1260794386787361e-16,1.221004022016563e-19,2.2901809472890226e-09,5.99381666560776e-23,8.258071610714885e-21,1.0959334990370725e-11,1.670444201443728e-18,8.401534521938611e-16,5.123836726477328e-16,2.8843373291077514e-22,3.07244638704166e-15,6.227309262531923e-18,2.0178999564032466e-10,2.931700697746944e-09,6.331474532583581e-20,6.192936722349409e-14,1.1925544522877504e-14
0.00010906563956158558,0.11224356830588657,0.0,0.0,0.0,0.0,0.3297608396610305,0.6698135823720769,6.951051672415591e-05,6.305877844210088e-05,5.410622184722723e-07,6.620650872016989e-08,1.7127342121113416e-15,3.215298945342207e-07,9.55267725551316e-05,0.0001416162312688627,3.472763537484512e-05,4.94186136113697e-08,2.5323276690402662e-08,1.0228345327102368e-08,7.531992623380539e-08,4.2718263331343993e-16,3.915435818121182e-06,6.389563881326483e-11,4.829311998807281e-10,6.295279745072404e-11,5.80161943098808e-08,1.2070721534213602e-18,4.0708791220867116e-17,7.795156873121611e-15,7.886995387296085e-16,1.469327371119725e-14,2.3319551450504058e-11,1.5464658942144587e-17,3.7624020288024594e-18,3.984051707207347e-23,1.4047939497203645e-21,1.4980143071228662e-20,1.366653049154191e-12,4.944383615668178e-19,4.1347757888231653e-16,1.1960458621274027e-16,1.2969547658608164e-19,2.3345936753308365e-09,6.3662290901445e-23,9.015492017661889e-21,1.199217321324028e-11,1.827871708207175e-18,9.02622151024505e-16,5.501063456578304e-16,3.0966877995005665e-22,3.09710894516976e-15,6.592602970511652e-18,2.1532790382936577e-10,3.088345954892279e-09,6.722811161269163e-20,6.57326972374335e-14,1.2657996618523443e-14
0.00011061862516665589,0.11224348976232258,0.0,0.0,0.0,0.0,0.3297551424617258,0.6698093442106979,7.004807555110391e-05,6.390223445020617e-05,5.452434756096879e-07,6.70894290894046e-08,1.725970326892104e-15,3.251372387102813e-07,9.801985480594583e-05,0.00014555023471059025,3.5968065903726614e-05,4.988791783888536e-08,2.567708302704478e-08,1.0507727004946186e-08,7.738097951802104e-08,4.388720522211406e-16,4.086700973404462e-06,6.524166433111609e-11,4.89397708829051e-10,6.581040638346587e-11,6.176238835460224e-08,1.2740029814676638e-18,4.186197918275241e-17,8.362697251974384e-15,8.490506596320734e-16,1.5788874794174166e-14,2.5504305435461782e-11,1.6913506599576078e-17,4.146820290278284e-18,4.4155933354030055e-23,1.536616074640222e-21,1.638583982863892e-20,1.4652782386906713e-12,5.30116767569131e-19,4.384024096345445e-16,1.2689305400847044e-16,1.3760797631211597e-19,2.3787769079691914e-09,6.754174601440247e-23,9.826583396150922e-21,1.3101133207659825e-11,1.996901880532361e-18,9.684051616222035e-16,5.898082650783848e-16,3.32017994869626e-22,3.12130692808993e-15,6.97301289746239e-18,2.2951023176364174e-10,3.2503212060338536e-09,7.13012666814735e-20,6.969134782664098e-14,1.3420361279403582e-14
0.0001121716107717262,0.11224340994940449,0.0,0.0,0.0,0.0,0.329749393722591,0.669805072157657,7.057525949607658e-05,6.474325271793626e-05,5.493439071555013e-07,6.796978262276784e-08,1.7389505949059414e-15,3.287163633265484e-07,0.00010053249038197809,0.00014952818364329337,3.7227209605367034e-05,5.03515025747801e-08,2.6030353013469024e-08,1.0789718131426533e-08,7.946131516115216e-08,4.506708324798216e-16,4.262611212447657e-06,6.658849994429634e-11,4.958255315227274e-10,6.873721824013695e-11,6.567674439461325e-08,1.3434672289394684e-18,4.302829080045472e-17,8.9596523184926e-15,9.12804065747229e-16,1.6943723890386657e-14,2.7850302673683303e-11,1.846928479817374e-17,4.5624582426157005e-18,4.8852215808304546e-23,1.6785693181501502e-21,1.7899570655665905e-20,1.5689651653899416e-12,5.676260038580529e-19,4.643256846472008e-16,1.344793090479896e-16,1.4584442787078407e-19,2.4227344495053805e-09,7.157970529992311e-23,1.0694008501724849e-20,1.429021613262882e-11,2.178144585662022e-18,1.0376046353478777e-15,6.315478522774654e-16,3.5551426453565667e-22,3.145058004813724e-15,7.368890610059137e-18,2.4435399497326387e-10,3.417694548909179e-09,7.553718460509399e-20,7.380827754185991e-14,1.421320809856018e-14
