Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404),S(413)
0.0021371253768112646,0.1117457058326599,0.0,0.0,0.0,0.0,0.287128291110785,0.6310350428271043,0.00027523939968228525,0.0009553455705025123,2.0273898825592503e-06,1.0773118762060695e-06,6.441424584888646e-15,5.7033005801564284e-06,0.0057245274491599,0.04597187236311102,0.008628643212617226,3.5546161922425825e-07,7.893005938720029e-07,1.4627466126826813e-06,1.0223303670714023e-05,5.798224836587399e-14,0.012094449054865633,3.811926216684227e-09,1.3584341356809523e-08,2.052455063029954e-07,0.0032958585797564924,6.642473728576232e-14,7.072784128141878e-14,1.774887727067645e-09,7.989540974062435e-10,9.504089284475376e-09,0.00024696998429232195,1.6378135617277945e-10,1.6123482719068366e-10,6.420879397974795e-15,1.3538726361952966e-13,1.4437139470751947e-12,2.1354177964995526e-06,7.310835836961604e-13,5.91211849600391e-11,2.2512879351632875e-11,2.5038323207571792e-14,2.732891966470949e-07,1.1983285823539492e-17,6.016084770624508e-14,7.998608277766526e-05,1.2191711566762117e-11,4.0613477787825977e-10,8.138434222502306e-10,4.581330540021929e-16,6.053414052759412e-12,3.098906484990736e-13,2.567549890289974e-05,6.225478087288678e-05,5.389995285404338e-15,6.4786415025169745e-09,1.2076876050907665e-09
0.0021563265416789145,0.11174049576019741,0.0,0.0,0.0,0.0,0.28636617132891323,0.630228918615738,0.0002763481853398408,0.0009654224760593233,2.033051503351126e-06,1.0902517628232556e-06,6.460371066934456e-15,5.77773975787508e-06,0.005766141388569961,0.046938016306886494,0.008721195590708369,3.584906010492931e-07,8.012647000699603e-07,1.4855236249261974e-06,1.0369730125892183e-05,5.881271747317836e-14,0.012384421927258376,3.867789790833244e-09,1.3772752671862109e-08,2.105647716507129e-07,0.0033960626867745956,6.890828758329128e-14,7.317921158929044e-14,1.8366805219701944e-09,8.340445602615413e-10,9.929250195797836e-09,0.00025902512422790083,1.717758789861116e-10,1.698424547758401e-10,6.805646524461644e-15,1.4349304187015334e-13,1.5301506236130375e-12,2.2530825588310284e-06,7.70417933610599e-13,6.232266669358236e-11,2.375749636874998e-11,2.642481992110099e-14,2.820933629557727e-07,1.2645780374453907e-17,6.343056543578844e-14,8.397736676395052e-05,1.2800074715920175e-11,4.258503458219798e-10,8.57630814148659e-10,4.82782084825006e-16,6.378515520238308e-12,3.206825151607911e-13,2.6797220988483576e-05,6.483063115370447e-05,5.635885875115455e-15,6.795737135490521e-09,1.2657369688231422e-09
0.0021755277065465643,0.11173535465826819,0.0,0.0,0.0,0.0,0.28559725097752886,0.6294123490029115,0.0002774444412002349,0.0009755133802899674,2.0385656279473295e-06,1.1032628328736666e-06,6.478889845363141e-15,5.852667958677763e-06,0.005807237267899384,0.047916801531310046,0.008812670173275498,3.615311747046849e-07,8.132958337765235e-07,1.508446355008408e-06,1.051659870261875e-05,5.964569411892073e-14,0.012678699144022356,3.923858396227106e-09,1.3961796939851042e-08,2.1596372585238683e-07,0.0034980253619382234,7.146383256068381e-14,7.569700777462224e-14,1.899817654130988e-09,8.702836465652825e-10,1.0369240413956493e-08,0.0002715343953626556,1.8007156481083018e-10,1.788111825075594e-10,7.209217948330996e-15,1.519946148793238e-13,1.620807892235139e-12,2.3759257361154143e-06,8.114075763548579e-13,6.56716508640298e-11,2.5061935667799366e-11,2.7878174274857978e-14,2.9115246404008197e-07,1.3340117707647213e-17,6.685331207777605e-14,8.813463885860787e-05,1.3433738257802133e-11,4.4640499116817556e-10,9.032609123601197e-10,5.084684216584375e-16,6.717296031601862e-12,3.3174932299737185e-13,2.7957099206516063e-05,6.749220310868731e-05,5.890808954222546e-15,7.125886397147091e-09,1.3260931280222246e-09
0.002194728871414214,0.11173028463045552,0.0,0.0,0.0,0.0,0.2848215519504021,0.6285852914420474,0.000278528105884269,0.000985615945789969,2.0439315558950947e-06,1.116343438857935e-06,6.496979771198139e-15,5.9280810308792855e-06,0.00584781068917111,0.04890827454448187,0.008903033421140513,3.6458324425788084e-07,8.253910555371036e-07,1.5315125834623028e-06,1.0663880907319172e-05,6.048101669990124e-14,0.012977303172425786,3.980116740532615e-09,1.4151423411769713e-08,2.2144194915061464e-07,0.0036017379035719025,7.40928001244046e-14,7.828239529531148e-14,1.964299919746479e-09,9.076918534736606e-10,1.082439620783282e-08,0.00028450884395575933,1.8867573911742482e-10,1.8815123194918483e-10,7.632262067712707e-15,1.609060412284357e-13,1.7158356678559115e-12,2.504105573906631e-06,8.540975929447212e-13,6.917329707517467e-11,2.642847877279687e-11,2.9400951893827146e-14,3.0047089291468536e-07,1.406751225840851e-17,7.043495881222801e-14,9.24635223534532e-05,1.4093559311023073e-11,4.678303386470332e-10,9.507839028779118e-10,5.352203154681638e-16,7.070128153730739e-12,3.4309469003372443e-13,2.9155936333807663e-05,7.024135753702278e-05,6.154984089818201e-15,7.469493599149353e-09,1.388821460050252e-09
0.002213930036281864,0.11172528774387652,0.0,0.0,0.0,0.0,0.2840390977759518,0.627747705249252,0.00027959911403575155,0.000995727741591928,2.049148573708966e-06,1.1294918229231428e-06,6.514639652578794e-15,6.003974301303912e-06,0.005887857262623927,0.04991247924402123,0.008992252383055743,3.6764669253740435e-07,8.375472739504718e-07,1.554719923734085e-06,1.0811547046595003e-05,6.131851680802895e-14,0.013280256018755474,4.036548894345727e-09,1.4341579217225411e-08,2.2699895194610757e-07,0.0037071902068775693,7.679662222697367e-14,8.093653380098762e-14,2.0301270140339067e-09,9.462892648381913e-10,1.1295053247740878e-08,0.0002979595392827934,1.9759574264001836e-10,1.978728906295498e-10,8.07545694004388e-15,1.702415829633369e-13,1.815386035050789e-12,2.63778178035228e-06,8.985330883188775e-13,7.283284509200938e-11,2.785945658835512e-11,3.0995774998663636e-14,3.100529309877438e-07,1.4829204747029225e-17,7.418152464993646e-14,9.696978281573443e-05,1.4780416680238504e-11,4.901590230137261e-10,1.0002499983917383e-09,5.630660322479555e-16,7.437384651616492e-12,3.547221455546725e-13,3.0394529702194587e-05,7.307994984179155e-05,6.428630538328795e-15,7.826968481870296e-09,1.453987778271091e-09
0.002233131201149514,0.11172036602715103,0.0,0.0,0.0,0.0,0.28324991367290975,0.6268995516977014,0.00028065739638896524,0.0010058462429758815,2.0542159563705253e-06,1.1427061155380175e-06,6.531868256684506e-15,6.080342557729694e-06,0.005927372603571126,0.050929456794950735,0.009080294721256427,3.707213807528407e-07,8.4976124368356e-07,1.5780658190463411e-06,1.0959566206690284e-05,6.215801911386392e-14,0.013587579198804033,4.0931382827140586e-09,1.4532209337398766e-08,2.326341732947684e-07,0.003814370741271781,7.957673423671298e-14,8.366057592551351e-14,2.097297499634713e-09,9.86095516855358e-10,1.1781546210083355e-08,0.00031189756234936363,2.0683892389165403e-10,2.07986501238041e-10,8.539489630226803e-15,1.8001569196038524e-13,1.919613102669481e-12,2.7771153659956925e-06,9.447591223047008e-13,7.665560991783386e-11,2.9357246458071526e-11,3.2665319039613153e-14,3.1990276978144966e-07,1.5626460613052794e-17,7.809916939219343e-14,0.00010165932867890554,1.5495210946192234e-11,5.134247047179949e-10,1.0517093614188436e-09,5.920338097482483e-16,7.819437917707622e-12,3.6663512249635204e-13,3.167366986907687e-05,7.600982749411366e-05,6.711966905075882e-15,8.198725944148762e-09,1.521658249198293e-09
0.0022523323660171637,0.11171552146881192,0.0,0.0,0.0,0.0,0.2824540266069949,0.6260407941146701,0.00028170287959737556,0.0010159688314040202,2.05913296681269e-06,1.1559843336084166e-06,6.548664306863377e-15,6.157180027819647e-06,0.005966352329664388,0.05195924550468286,0.009167128737089626,3.738071478607362e-07,8.620295624249372e-07,1.6015475344592696e-06,1.1107906214687625e-05,6.299934114653801e-14,0.013899293706962988,4.149867678836789e-09,1.4723256582430065e-08,2.3834697792101938e-07,0.003923266528376944,8.243457279773413e-14,8.645566537820318e-14,2.1658087760854777e-09,1.0271297346535055e-09,1.2284208114918096e-08,0.00032633399414660683,2.1641263137578182e-10,2.185024496689234e-10,9.025055293300139e-15,1.9024299073321343e-13,2.0286727991672275e-12,2.9222684748354673e-06,9.928206408571224e-13,8.064697527903472e-11,3.092427367803686e-11,3.4412314733591614e-14,3.300244402977437e-07,1.6460570820849273e-17,8.219420104354158e-14,0.00010653821188570294,1.623886456373572e-11,5.376620869474208e-10,1.1052120277483427e-09,6.221518143810217e-16,8.216659403572658e-12,3.788369484494737e-13,3.299413922960015e-05,7.90328273827217e-05,7.005210759781079e-15,8.585185608435537e-09,1.591899296025927e-09
0.0022696134143980486,0.11171122894615759,0.0,0.0,0.0,0.0,0.281732020954158,0.625258817266429,0.0002826328075630691,0.001025080415645096,2.0634290917330564e-06,1.1679876541264294e-06,6.563409832169565e-15,6.226729689719395e-06,0.006000972510503743,0.05289703814218854,0.009244220572128054,3.7659365939024655e-07,8.731145769163914e-07,1.6227947912966523e-06,1.1241658906984131e-05,6.375793008107041e-14,0.014183608256201517,4.201029076793138e-09,1.4895506721147977e-08,2.4355424824458747e-07,0.004022727368288063,8.507427041464968e-14,8.903292775564481e-14,2.2286121918677497e-09,1.065125790223425e-09,1.275070169735659e-08,0.00033976207108339125,2.253176352222062e-10,2.28319411050253e-10,9.481055497470936e-15,1.9984724630217248e-13,2.1310886198746415e-12,3.0580167498526258e-06,1.037682345038967e-12,8.438785749472226e-11,3.239583265811857e-11,3.605312574005692e-14,3.393696421362229e-07,1.7243864507185562e-17,8.603671006474627e-14,0.00011109620774722527,1.693360759659098e-11,5.603360654999557e-10,1.155152639813465e-09,6.502646485417182e-16,8.587433337109858e-12,3.9006821643448156e-13,3.421853705145986e-05,8.183465429520234e-05,7.277779823405442e-15,8.94591993313895e-09,1.6573691065125451e-09
0.002285166357940845,0.11170742160832145,0.0,0.0,0.0,0.0,0.2810776120052938,0.6245476508068689,0.0002834607766984082,0.0010332801081512953,2.0671904931272676e-06,1.17883213302428e-06,6.576379517209911e-15,6.289640786946174e-06,0.006031754057041279,0.05374996792813121,0.009312726586519115,3.791089420195264e-07,8.83124028290509e-07,1.642007494179589e-06,1.1362214464177266e-05,6.44416704331494e-14,0.0144425587167146,4.247147780592578e-09,1.5050742641632034e-08,2.4829355607615985e-07,0.004113410498842182,8.750568672292325e-14,9.140312812894848e-14,2.2860582554666197e-09,1.1001963738062666e-09,1.3182170650303153e-08,0.00035220683512671044,2.3357054233672524e-10,2.3744681730044617e-10,9.907281606698121e-15,2.0882414437860454e-13,2.226814558996596e-12,3.184432160324296e-06,1.0793868667936148e-12,8.787850000928089e-11,3.3771404991773e-11,3.758712114746112e-14,3.479736130433284e-07,1.7976065705728553e-17,8.962623311294492e-14,0.00011533763156511376,1.7580097795392692e-11,5.814624877717656e-10,1.2015786517489428e-09,6.763990253629296e-16,8.932112502662177e-12,4.0038049573342006e-13,3.535011242386973e-05,8.442314321270077e-05,7.530232405494984e-15,9.281314010899949e-09,1.718158457249638e-09
0.002300719301483641,0.11170366828788407,0.0,0.0,0.0,0.0,0.2804188592080824,0.6238294690837736,0.000284280205270744,0.001041477519562115,2.0708518953591077e-06,1.1897146476463142e-06,6.5890630060275734e-15,6.352847539739949e-06,0.006062176392166702,0.05461136120153047,0.00938038568669292,3.8163113220289397e-07,8.931625625947871e-07,1.6613038227209686e-06,1.1482919032455902e-05,6.512625592232939e-14,0.014704425778876531,4.293325562418798e-09,1.520614338711599e-08,2.5308238058925244e-07,0.00420519108123774,8.99906496851995e-14,9.382193779739015e-14,2.344375435414383e-09,1.136104695795148e-09,1.3624831901455207e-08,0.00036499824441199786,2.420533317523255e-10,2.4685674383906467e-10,1.034889374803189e-14,2.1812484936227867e-13,2.3259934414434182e-12,3.3149568423839333e-06,1.1223748092026347e-12,9.148952640670936e-11,3.519685428288381e-11,3.9176947204501433e-14,3.5676271784321636e-07,1.87348159122048e-17,9.334379431045725e-14,0.00011971451020902431,1.824723441497165e-11,6.032916218656048e-10,1.2494333986832976e-09,7.033376732679672e-16,9.28739774241824e-12,4.1088781700647097e-13,3.651016076339301e-05,8.707594671290889e-05,7.789566832562715e-15,9.627113702512137e-09,1.7807528084541944e-09
0.0023162722450264374,0.11169996995587365,0.0,0.0,0.0,0.0,0.2797557805009523,0.6231042569982058,0.0002850910467507266,0.001049671079183619,2.074412889810538e-06,1.2006339194734852e-06,6.601459539167965e-15,6.4163457185486824e-06,0.006092237183487882,0.05548123226228771,0.00944718236757041,3.841600996900101e-07,9.03228060406055e-07,1.6806819467750612e-06,1.1603752954750645e-05,6.581157506219527e-14,0.014969219451250893,4.339551998824518e-09,1.5361674338542195e-08,2.5792022986567737e-07,0.004298059351510491,9.252991709248424e-14,9.628993905896092e-14,2.403559990046494e-09,1.1728596961462194e-09,1.407885659793057e-08,0.00037814213263982034,2.50769872163446e-10,2.565547371369096e-10,1.0806272911500824e-14,2.277573766430558e-13,2.428710740027144e-12,3.4496783224101517e-06,1.1666695068525732e-12,9.522389948377699e-11,3.667354510415826e-11,4.082414256946407e-14,3.6573884031953065e-07,1.9520841477427983e-17,9.71929922051337e-14,0.00012423033491204273,1.893554959931489e-11,6.258439599093506e-10,1.2987428578155276e-09,7.310952154795985e-16,9.653481903593084e-12,4.21591708121801e-13,3.769907563966264e-05,8.979400816385471e-05,8.05589500808592e-15,9.983549088230979e-09,1.8451874991234687e-09
0.0023318251885692336,0.11169632756227232,0.0,0.0,0.0,0.0,0.2790883946854556,0.6223720005345779,0.0002858932531963827,0.001057859176751692,2.0778730668622854e-06,1.2115886189427523e-06,6.6135683517005e-15,6.480130820276391e-06,0.006121934097004822,0.056359593926365005,0.009513101448819193,3.866957039829694e-07,9.133183314115951e-07,1.700139947081902e-06,1.1724695977632213e-05,6.649751298403201e-14,0.01523694945086065,4.385816386111251e-09,1.551729994363265e-08,2.628065761034184e-07,0.004392004887461096,9.512424432515321e-14,9.880770697611385e-14,2.4636076296699334e-09,1.2104699991136692e-09,1.4544414088182662e-08,0.00039164430847106235,2.5972401565913665e-10,2.6654633836140505e-10,1.1279801793537747e-14,2.3772977789713583e-13,2.5350523145023574e-12,3.588684236975908e-06,1.2122940925846871e-12,9.908459820586972e-11,3.820286173022695e-11,4.253026901483362e-14,3.7490380980340784e-07,2.033487923939822e-17,1.011774892637025e-13,0.00012888865776003458,1.9645584767769443e-11,6.491404612924497e-10,1.349532781789571e-09,7.596861488128714e-16,1.0030556166348502e-11,4.324936348023333e-13,3.891724413111457e-05,9.25782606906437e-05,8.329327641525698e-15,1.035085149125348e-08,1.9114977832006988e-09
0.00234737813211203,0.11169274203553882,0.0,0.0,0.0,0.0,0.2784167214463919,0.6216326867974794,0.00028668677495523244,0.001066040162779864,2.0812320135707533e-06,1.2225773659424026e-06,6.62538866306918e-15,6.544198067159874e-06,0.006151264796971672,0.05724645747910369,0.009578128083636157,3.8923779413993567e-07,9.234311152310001e-07,1.719675822057338e-06,1.184572726728459e-05,6.71839515274179e-14,0.015507625190262301,4.432107743959969e-09,1.5672983728626862e-08,2.6774085655237996e-07,0.004487016603424706,9.777438493274603e-14,1.0137580948997516e-13,2.5245135159757167e-09,1.2489439127954586e-09,1.502167185147679e-08,0.0004055105507664406,2.6891959456607997e-10,2.768370797074728e-10,1.1769864420509764e-14,2.480501332266894e-13,2.645104327746463e-12,3.732062258294716e-06,1.2592714682565134e-12,1.0307461496169582e-10,3.9786207022968176e-11,4.4296910181375025e-14,3.8425936363692573e-07,2.1177675929983054e-17,1.0530100999831023e-13,0.0001336930914005749,2.0377890570676653e-11,6.73202556768431e-10,1.4018286661094211e-09,7.891248253322574e-16,1.0418809801870214e-11,4.435949975649784e-13,4.0165046261079696e-05,9.542962608527703e-05,8.609974130206196e-15,1.0729253457294431e-08,1.9797187920349686e-09
0.002362931075654826,0.11168921428151256,0.0,0.0,0.0,0.0,0.2777407813711435,0.6208863040497112,0.00028747156086848715,0.0010742123489836817,2.0844893170326788e-06,1.233598727420235e-06,6.636919668181417e-15,6.608542383596597e-06,0.006180226946325793,0.05814183262756673,0.009642247767741587,3.9178620850997545e-07,9.335640781810773e-07,1.7392874701199057e-06,1.1966825369504952e-05,6.787076901335843e-14,0.01578125576370733,4.478414795376388e-09,1.5828688231167155e-08,2.727224675322909e-07,0.004583082746626139,1.0048108587205488e-13,1.0399480452701218e-13,2.5862722181309767e-09,1.2882893405089688e-09,1.5510794626114125e-08,0.00041974660350360183,2.783604180777956e-10,2.874324706827321e-10,1.227684534406816e-14,2.587265342687734e-13,2.7589530656401564e-12,3.879900013949145e-06,1.3076242804155388e-12,1.0719694867102134e-10,4.1424984184429306e-11,4.6125649899660145e-14,3.938071797080039e-07,2.2049978462445704e-17,1.0956729222679794e-13,0.00013864730806786567,2.1133026740750046e-11,6.980521427574875e-10,1.455655722073766e-09,8.194254371158811e-16,1.0818429971425982e-11,4.548971266909132e-13,4.14428543888102e-05,9.834901364623523e-05,8.897942177942905e-15,1.1118987871791637e-08,2.049885432951239e-09
0.0023784840191976224,0.11168574518351682,0.0,0.0,0.0,0.0,0.27706059596997895,0.6201328417501754,0.0002882475580267063,0.001082374008586486,2.0876445620573215e-06,1.2446512164956625e-06,6.648160545031972e-15,6.673158389391129e-06,0.006208818206824145,0.059045727453116634,0.00970544634784413,3.943407744195059e-07,9.437148118713456e-07,1.7589726751549946e-06,1.208796817032589e-05,6.855784002095187e-14,0.016057849933587033,4.524725976582792e-09,1.5984375029152713e-08,2.777507627917138e-07,0.004680190892249456,1.0324508601442283e-13,1.0666523847638245e-13,2.6488777234691974e-09,1.3285137534466835e-09,1.6011944154439067e-08,0.00043435817081053805,2.8805026896098827e-10,2.9833799758460005e-10,1.280112939665926e-14,2.697670790700263e-13,2.8766848824132676e-12,4.032285005580846e-06,1.3573748868236636e-12,1.114546035009644e-10,4.312061178273721e-11,4.801809027627031e-14,4.0354881767189934e-07,2.2952541929319582e-17,1.139801297151446e-13,0.00014375503959590427,2.1911562095080184e-11,7.237115767724162e-10,1.5110388395840375e-09,8.506019953192244e-16,1.1229601450279158e-11,4.664012795641385e-13,4.2751032593220716e-05,0.00010133731902775602,9.193337752485847e-15,1.1520287816949214e-08,2.122032385431429e-09
0.002392481668386139,0.1116826738568814,0.0,0.0,0.0,0.0,0.2764448178925331,0.619448664945709,0.0002889383962171509,0.0010897090442887635,2.090396677914581e-06,1.2546238037832178e-06,6.6580286077452715e-15,6.731540427039506e-06,0.006234231298119764,0.05986652245123287,0.009761526117968886,3.966449922777851e-07,9.528636228098681e-07,1.7767503682227985e-06,1.2197016182429329e-05,6.917631448333795e-14,0.01630932552478275,4.566399817522995e-09,1.612444560500804e-08,2.8231558676697116e-07,0.004768468322708013,1.0578228999842847e-13,1.0911305645111784e-13,2.705941303019797e-09,1.3654732227936308e-09,1.647339403420793e-08,0.00044783432460629256,2.9698715560903713e-10,3.0842266151486845e-10,1.3288097796999922e-14,2.800216166274032e-13,2.9860350420776757e-12,4.1733915399755715e-06,1.4033637581909128e-12,1.1540468207246681e-10,4.4696486352690263e-11,4.977711081141223e-14,4.124832809586187e-07,2.3791362286817842e-17,1.180802140134252e-13,0.00014848638446265494,2.2632727496252527e-11,7.475163554659859e-10,1.5622343520613957e-09,8.794212446930692e-16,1.1609682659593145e-11,4.769287282549342e-13,4.395465316168829e-05,0.00010408644693147839,9.465630679659932e-15,1.1891540309721662e-08,2.1886863184493606e-09
0.002406479317574656,0.11167965134782264,0.0,0.0,0.0,0.0,0.27582563630801277,0.6187587402449073,0.0002896220310228404,0.0010970328123939951,2.093065487569043e-06,1.264619205765999e-06,6.6676603922825776e-15,6.790133621365674e-06,0.006259340369732699,0.0606942270807115,0.009816838815493723,3.9895390369618335e-07,9.620229690698144e-07,1.794584060883725e-06,1.230606508921046e-05,6.979479402839943e-14,0.016563214336968064,4.608058615592013e-09,1.6264440744087197e-08,2.869171540801334e-07,0.004857569155287713,1.0836703868828823e-13,1.1160336267709871e-13,2.763680280461572e-09,1.403155392852073e-09,1.694482919823245e-08,0.0004616233205498927,3.0613150759679497e-10,3.1876692276772116e-10,1.3789673954075848e-14,2.9058357414647315e-13,3.0986634014373963e-12,4.318315487687386e-06,1.4505185122355859e-12,1.194690004301909e-10,4.63206299310612e-11,5.159023871713655e-14,4.215770151378036e-07,2.465587577185323e-17,1.223049745532258e-13,0.00015334794799029566,2.3373741206789502e-11,7.72012574362641e-10,1.6147277569280373e-09,9.089711105357155e-16,1.1999398688629995e-11,4.876215833441321e-13,4.5183413715298874e-05,0.00010689274298420188,9.744098958644283e-15,1.2272521421373673e-08,2.2569970780609267e-09
0.0024190772018443207,0.1116769733195978,0.0,0.0,0.0,0.0,0.2752654774781129,0.6181328893734649,0.00029023110910760734,0.001103613465951176,2.0953959400534274e-06,1.273633588631767e-06,6.676126462489269e-15,6.843044274726191e-06,0.006281677188396012,0.061445070926546365,0.0098659564944279,4.0103581430835187e-07,9.702738134018943e-07,1.8106807531271905e-06,1.2404195477199274e-05,7.035134833337365e-14,0.016793782239413208,4.645531233396172e-09,1.6390347147058394e-08,2.91089520934319e-07,0.00493845527424693,1.1073439571052738e-13,1.1388127504060838e-13,2.8162181973953587e-09,1.437691007950741e-09,1.7377750223976235e-08,0.0004743042489542607,3.1454103018606355e-10,3.283019623196226e-10,1.4253813029323197e-14,3.003570399145876e-13,3.2028836099294892e-12,4.452063165001193e-06,1.493967497739435e-12,1.232263694461014e-10,4.782449876364435e-11,5.3269298910381725e-14,4.298983495765124e-07,2.545636841906097e-17,1.2621620736616987e-13,0.00015783703832371025,2.4057981466002996e-11,7.946646093268059e-10,1.6630958549706984e-09,9.361987367863329e-16,1.2358487309318147e-11,4.973871984140438e-13,4.631099616779065e-05,0.00010946780069965435,1.0000060708982406e-14,1.2623862797997118e-08,2.3199136935701845e-09
0.0024316750861139856,0.11167433573573644,0.0,0.0,0.0,0.0,0.27470258945277665,0.6175023755367729,0.0002908342877264078,0.001110182920029631,2.0976584490208097e-06,1.2826645953619618e-06,6.684400188659348e-15,6.896118830655222e-06,0.006303765128124432,0.062201514343861494,0.009914438311245772,4.0312129330822275e-07,9.785302297072315e-07,1.8268199704293661e-06,1.2502299524994806e-05,7.090775325494108e-14,0.01702631336005108,4.682977699382868e-09,1.651614602857238e-08,2.952907830733576e-07,0.005019991941054923,1.1314107146855257e-13,1.1619417680419304e-13,2.8692943100354113e-09,1.472818877760884e-09,1.7818929736651292e-08,0.00048724479311661916,3.2312272034229265e-10,3.3805331092933767e-10,1.4730214028521134e-14,3.103885591368489e-13,3.3098555940385526e-12,4.589000002918044e-06,1.5383846277391149e-12,1.2707963710328777e-10,4.936910159958558e-11,5.499403725712045e-14,4.3835015291865723e-07,2.627854338632723e-17,1.3023285596271223e-13,0.0001624360009116003,2.4758968775816722e-11,8.179034918171165e-10,1.712541718664257e-09,9.640330645946309e-16,1.2725576660178701e-11,5.072879142994298e-13,4.745931548783178e-05,0.00011209011034856296,1.0261135966144443e-14,1.2983346580119545e-08,2.3842100587408953e-09
0.0024442729703836505,0.11167173900629995,0.0,0.0,0.0,0.0,0.27413698600414527,0.616867196256235,0.0002914315353795898,0.0011167401687192957,2.099852796078347e-06,1.291711311235045e-06,6.6924811076176985e-15,6.949353701937147e-06,0.006325602947675166,0.06296355741088464,0.00996227764267801,4.0521022271881627e-07,9.867907665415592e-07,1.8430003027032987e-06,1.2600364015234428e-05,7.146393382990067e-14,0.017260811463666217,4.7203912127525286e-09,1.6641814784792812e-08,2.9952050110419076e-07,0.005102170924371876,1.1558744176908608e-13,1.1854233061255813e-13,2.9229039999747598e-09,1.5085419178179816e-09,1.8268445783036804e-08,0.00050044785415106,3.318785019770468e-10,3.480237938219345e-10,1.5219079186429518e-14,3.2068238906358504e-13,3.419624751326451e-12,4.7291716407379165e-06,1.5837808810640072e-12,1.3103038903413174e-10,5.09552139170892e-11,5.676533148249176e-14,4.46933055216142e-07,2.7122813454806732e-17,1.3435702982300835e-13,0.00016714695463954804,2.547702610299466e-11,8.417422140054165e-10,1.763077570293178e-09,9.924809741939058e-16,1.3100757475724997e-11,5.173242031800866e-13,4.862854117730789e-05,0.00011476010717057113,1.0527375829866821e-14,1.3351096518448134e-08,2.4499037334187853e-09
0.0024568708546533155,0.11166918353004006,0.0,0.0,0.0,0.0,0.27356868134554796,0.6162273496580919,0.00029202282002318853,0.001123284191149429,2.101978763873652e-06,1.3007727996003132e-06,6.700368754681296e-15,7.002745159956376e-06,0.006347189407215452,0.06373119939440101,0.010009468036273204,4.0730247972973264e-07,9.950539420470707e-07,1.8592202932521462e-06,1.2698375433165822e-05,7.201981340838309e-14,0.017497280137789385,4.757764862503761e-09,1.6767330444519856e-08,3.037782182167418e-07,0.005184983699369031,1.180738789296749e-13,1.20925993484974e-13,2.9770423922688447e-09,1.5448628391871427e-09,1.8726374756528273e-08,0.000513916303547302,3.408102793561037e-10,3.582162143413911e-10,1.5720609799052132e-14,3.312427675425885e-13,3.5322362724544076e-12,4.872623459510677e-06,1.6301670363179926e-12,1.3508020450399717e-10,5.2583615740403984e-11,5.858406498590963e-14,4.5564764160108597e-07,2.798959382549355e-17,1.3859085773839482e-13,0.00017197204117931853,2.6212479887438254e-11,8.661939623028707e-10,1.81471540930868e-09,1.0215492203789825e-15,1.3484118836209286e-11,5.274964984180293e-13,4.9818837687916025e-05,0.00011747821764414338,1.0798830290713275e-14,1.3727236114393163e-08,2.517012060955197e-09
0.0024694687389229804,0.11166666969407461,0.0,0.0,0.0,0.0,0.27299769013784586,0.61558283448698,0.00029260810895785096,0.0011298139517673712,2.1040361356742187e-06,1.3098481018079755e-06,6.708062659809644e-15,7.056289340542626e-06,0.006368523268773286,0.06450443873313857,0.010056003213173011,4.093979367057832e-07,1.0033182445546574e-06,1.8754784434146846e-06,1.2796320004560708e-05,7.257531386888084e-14,0.017735722787244484,4.795091622994136e-09,1.6892669654418755e-08,3.0806345977145894e-07,0.005268421447663896,1.206007509316856e-13,1.2334541646477657e-13,3.0317043463173877e-09,1.5817841314323899e-09,1.9192791233964256e-08,0.0005276529812266986,3.4991993581026905e-10,3.686333501599636e-10,1.6235005956697496e-14,3.4207390742549303e-13,3.647735081534914e-12,5.019400548906404e-06,1.6775536614591876e-12,1.3923065457872027e-10,5.425508948493208e-11,6.045112431508927e-14,4.644944538120164e-07,2.8879300972217315e-17,1.4293648225772708e-13,0.00017691342453552976,2.696565997308889e-11,8.912721171423849e-10,1.867467000620716e-09,1.0512444259154771e-15,1.3875748080692048e-11,5.378051929981107e-13,5.103036418573881e-05,0.00012024485903256636,1.1075548118997134e-14,1.4111888516055624e-08,2.5855521505201083e-09
