Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276)
4.3143398120671175e-06,0.11224537311789085,0.0,0.0,0.0,0.0,0.3299971769075727,0.6699972340667509,2.673725687445745e-06,2.5891477106809857e-06,2.0815534743263063e-08,2.9155795534648402e-09,6.589273928860548e-17,1.0712803146426966e-08,1.2501118858339685e-07,1.7192513955686582e-07,1.6698054183565492e-09,1.875643281907507e-09,9.855355034567254e-10,9.503110551792392e-12,6.399973550031787e-11,3.6297931819697324e-19,1.1564420147356385e-10,1.27005308961792e-13,1.1115179178810568e-11,2.227765675954214e-16,8.01258347316097e-15,1.2939743486297575e-24,3.3491825401390796e-20,4.6207334522895537e-23,5.2701676527438345e-24,8.3562858406925e-23,5.2286566137328694e-21,3.467423104007906e-27,3.209130003900244e-29,3.667557359298401e-34,2.9135822739163156e-28,3.1069238322003544e-27
4.571081372953885e-06,0.11224537336722125,0.0,0.0,0.0,0.0,0.32999699368616914,0.6699970598610405,2.8394136959343016e-06,2.7426877548625703e-06,2.2105553461598872e-08,3.0755409896419743e-09,6.997636568413779e-17,1.139763280184608e-08,1.405712278333985e-07,1.9411234409123788e-07,1.9930384636000817e-09,1.993885555277441e-09,1.0454973321865908e-09,1.0833784629360442e-11,7.336286727591617e-11,4.1608302503448447e-19,1.410932015779102e-10,1.4115967326708985e-13,1.1824267357773416e-11,2.7387499774758793e-16,1.039715319994104e-14,1.6635247013325813e-24,3.839190103043315e-20,6.368021922721816e-23,7.276391399537867e-24,1.1448826619792597e-22,7.562759268890459e-21,5.0153030793970244e-27,4.929714460252497e-29,5.619424374933804e-34,4.717010912768597e-28,5.0300256676432755e-27
4.827822933840653e-06,0.11224537363555576,0.0,0.0,0.0,0.0,0.329996808718016,0.6699968845419947,3.005818206019644e-06,2.896171101167334e-06,2.340115012750155e-08,3.2354517008976954e-09,7.407764938466894e-17,1.2084822659938311e-08,1.5707135894707005e-07,2.1767635400445824e-07,2.356370016289023e-09,2.1124704818815517e-09,1.105442232955158e-09,1.2257233589351942e-11,8.340855805745906e-11,4.730579166696712e-19,1.7014088674491662e-10,1.5608213775953551e-13,1.2538680339554288e-11,3.3324699880302155e-16,1.3312859752844252e-14,2.1096949952839155e-24,4.3649248768162163e-20,8.632397197138489e-23,9.879453705847521e-24,1.5437692084122362e-22,1.0733485079465815e-20,7.117997522254938e-27,7.407054970659543e-29,8.421800370855326e-34,7.447061859018735e-28,7.94123927086743e-27
5.084564494727421e-06,0.1122453739226062,0.0,0.0,0.0,0.0,0.3299966219979822,0.6699967081040691,3.172934724720102e-06,3.049598541073495e-06,2.4702289748002727e-08,3.395312498400618e-09,7.819647961800281e-17,1.2774363707445318e-08,1.7451591916304915e-07,2.426218971183698e-07,2.7623316358771562e-09,2.231396055927041e-09,1.165370535362302e-09,1.3774002054514354e-11,9.414094683596943e-11,5.339274677017964e-19,2.0304115040760375e-10,1.7177684326029842e-13,1.325841337189551e-11,4.017534163243759e-16,1.6843469087488787e-14,2.6429090961680974e-24,4.926604739764145e-20,1.1529809407389052e-22,1.321364960577615e-23,2.051983172763139e-22,1.4976315354960203e-20,9.931668253722286e-27,1.091015332944762e-28,1.2373376579974567e-33,1.1494688073845729e-27,1.2257460737038519e-26
5.341306055614188e-06,0.11224537422808155,0.0,0.0,0.0,0.0,0.32999643352095914,0.6699965305417451,3.3407587011007074e-06,3.202970860710631e-06,2.6008936878861012e-08,3.5551241872543132e-09,8.233274418341391e-17,1.3466246725176955e-08,1.9290922205045527e-07,2.6895368299065834e-07,3.2134839162751636e-09,2.350660242105187e-09,1.2252825672120947e-09,1.538461909969541e-11,1.0556402705435673e-10,5.987143272430346e-19,2.400493938932732e-10,1.8824789158527336e-13,1.3983461345828663e-11,4.803030434635508e-16,2.1081265981798375e-14,3.2743323847955193e-24,5.524440037308382e-20,1.5194987459956515e-22,1.7435041953608755e-23,2.692344728203164e-22,2.0577113415779806e-20,1.3645888474184914e-26,1.5783980914719696e-28,1.7855843828011576e-33,1.738418073387016e-27,1.8537772528689708e-26
5.598047616500956e-06,0.11224537455168752,0.0,0.0,0.0,0.0,0.32999624328186156,0.6699963518495303,3.5092855264754098e-06,3.356288840814968e-06,2.7321055626138634e-08,3.7148875664499558e-09,8.648632945663688e-17,1.4160462268200556e-08,2.1225555715863492e-07,2.966764025227194e-07,3.712416338744736e-09,2.470260973331543e-09,1.285178654074455e-09,1.708960211926291e-11,1.176816838579768e-10,6.674405301878296e-19,2.81422480422141e-10,2.0549934479575376e-13,1.4713818794127846e-11,5.698535126134364e-16,2.6127520063811634e-14,4.0158791087750716e-24,6.158635531349171e-20,1.9783450957798606e-22,2.2723788538504388e-23,3.4911281402282383e-22,2.787992573580472e-20,1.848881618123025e-26,2.2465596911992485e-28,2.535107546728881e-33,2.5809120120674326e-27,2.752178001988705e-26
6.111530738274492e-06,0.11224537525209953,0.0,0.0,0.0,0.0,0.3299958574972189,0.6699959910535898,3.848429001841285e-06,3.662764878139309e-06,2.996156215454887e-08,4.034272560993084e-09,9.484500053971523e-17,1.5555852144676357e-08,2.538243600426987e-07,3.563133103543282e-07,4.864123024117773e-09,2.710463653194282e-09,1.4049242862145173e-09,2.078469232244726e-11,1.440158716241173e-10,8.1679685891123205e-19,3.782977543147958e-10,2.423595122546787e-13,1.6190438448152066e-11,7.860370029006412e-16,3.9098279522764155e-14,5.880810815346728e-24,7.536905846768015e-20,3.2469295668550382e-22,3.735949278595493e-23,5.688451432157182e-22,4.9313284576448004e-20,3.2702551868532156e-26,4.358068730661231e-28,4.893563371679395e-33,5.4175473480299894e-27,5.777048798025406e-26
6.6250138600480284e-06,0.11224537602142831,0.0,0.0,0.0,0.0,0.3299954646038509,0.6699956256728433,4.19032713391919e-06,3.969032789398575e-06,3.262351324709495e-08,4.3534737499606574e-09,1.0327155559002795e-16,1.6960453770386167e-08,2.9925615056166443e-07,4.2156975899008533e-07,6.238739259016102e-09,2.951986957580973e-09,1.5246099986296814e-09,2.486326997548229e-11,1.7317331061232675e-10,9.821654695266088e-19,4.957499465476208e-10,2.8238902685397304e-13,1.7688221396460627e-11,1.0589751646046237e-15,5.6763857292097594e-14,8.348395266005804e-24,9.062988457962022e-20,5.133232103826125e-22,5.914204236235756e-23,8.937048579669544e-22,8.354281790414494e-20,5.540220122925026e-26,8.0394923548828415e-28,8.983471443194131e-33,1.0742059813956376e-26,1.1454889039988954e-25
7.138496981821565e-06,0.11224537685721186,0.0,0.0,0.0,0.0,0.32999506456195227,0.669995255664328,4.534940996030487e-06,4.2750986218616704e-06,3.53066057334082e-08,4.672497300554576e-09,1.1176503490483832e-16,1.837418462522366e-08,3.4858434487895036e-07,4.92482562510703e-07,7.858004261431294e-09,3.194813283782151e-09,1.6442383287473943e-09,2.932926197256946e-11,2.05183193456111e-10,1.163711930253101e-18,6.358838510392917e-10,3.256188981244812e-13,1.9207110912354124e-11,1.398176730540229e-15,8.030734895603896e-14,1.1541943433838703e-23,1.0738425698872733e-19,7.860161968039397e-22,9.065299035139524e-23,1.3609884046951824e-21,1.3640842722869053e-19,9.046055818621781e-26,1.4206518092016129e-27,1.579861136808016e-32,2.0284471943275262e-26,2.163052332440578e-25
7.6519801035951e-06,0.11224537775694132,0.0,0.0,0.0,0.0,0.32999465733213035,0.6699948809855374,4.8822307610237674e-06,4.580968332359365e-06,3.8010529431400624e-08,4.991349277825429e-09,1.2032445658542034e-16,1.979695918025618e-08,4.0184194154307295e-07,5.690881987502323e-07,9.744102982344478e-09,3.4389245592109603e-09,1.7638117818555742e-09,3.41865402109787e-11,2.400742558135969e-10,1.3615992175395756e-18,8.008257404957288e-10,3.7207944585631466e-13,2.0747044459455477e-11,1.814015506440716e-15,1.1110323975269163e-13,1.5597698442743635e-23,1.2564737376068867e-19,1.170790063461134e-21,1.3513627872352333e-22,2.0174133609297536e-21,2.1573647980275287e-19,1.430677640459091e-25,2.4190160876875848e-27,2.6774071457568896e-32,3.6721205331325274e-26,3.915797713044296e-25
8.165463225368635e-06,0.1122453787180609,0.0,0.0,0.0,0.0,0.32999424287541834,0.6699945015944329,5.232155711503871e-06,4.886647785957368e-06,4.073496722695252e-08,5.3100356432839335e-09,1.2894881678931464e-16,2.1228688874005792e-08,4.5906151054601004e-07,6.514227974469451e-07,1.1919659741672118e-08,3.684302241791312e-09,1.883332830328931e-09,3.9438930064914205e-11,2.7787486050700364e-10,1.5759881932679715e-18,9.927230927096383e-10,4.2180028217758924e-13,2.230795367548351e-11,2.3177575803751618e-15,1.507343467303628e-13,2.066513065896253e-23,1.4543425186025744e-19,1.7023647137866246e-21,1.9661042687158654e-22,2.9206933922941214e-21,3.3182540787821975e-19,2.200533384252097e-25,3.987505154894668e-27,4.392895155743937e-32,6.40781085401514e-26,6.833024913653835e-25
8.67894634714217e-06,0.11224537973796912,0.0,0.0,0.0,0.0,0.32999382115328846,0.6699941174494563,5.584674250769645e-06,5.192142754657622e-06,4.3479595159116386e-08,5.62856225354602e-09,1.3763709000004567e-16,2.266928222394817e-08,5.20275182480949e-07,7.39522128336033e-07,1.4407731438297719e-08,3.930927331553753e-09,2.002803914276951e-09,4.5090217713342135e-11,3.1861307059459234e-10,1.8070380191863703e-18,1.213744322695576e-09,4.748102937910177e-13,2.3889764359293037e-11,2.9215881810742193e-15,2.010092674393359e-13,2.6907246249632383e-23,1.6675976554665269e-19,2.423240493820207e-21,2.799926891820045e-22,4.141277304427141e-21,4.980088624935337e-19,3.3025964141840457e-25,6.387982722147274e-27,7.005127703082786e-32,1.0826173020111604e-25,1.1544583892073236e-24
9.192429468915706e-06,0.11224538081401939,0.0,0.0,0.0,0.0,0.32999339212766604,0.6699937285095436,5.939743914708068e-06,5.497458916129372e-06,4.624408251276953e-08,5.9469348590151985e-09,1.4638822932041913e-16,2.411864488729894e-08,5.855146378077156e-07,8.334215894264602e-07,1.723180033508895e-08,4.178780377868353e-09,2.1222274408238204e-09,5.1144153784938874e-11,3.623166870688667e-10,2.0549063707171793e-18,1.466078547500071e-09,5.311376245456918e-13,2.549239646283879e-11,3.6386380124741635e-15,2.6398032771610306e-13,3.4500878252384087e-23,1.896386662461351e-19,3.384872238501445e-21,3.9123406123580763e-22,5.764240475066072e-21,7.313036718773102e-19,4.849715749967828e-25,9.977264590051314e-27,1.0891688935161507e-31,1.7774775966465345e-25,1.895428716438388e-24
9.705912590689242e-06,0.11224538194352082,0.0,0.0,0.0,0.0,0.32999295576094156,0.6699933347341361,6.29732138470324e-06,5.8026018524720266e-06,4.902809191917149e-08,6.265159102604104e-09,1.552011667908419e-16,2.5576679640829706e-08,6.548110962370129e-07,9.33156195509957e-07,2.041576640940634e-08,4.427841481474764e-09,2.2416057829186496e-09,5.760445257068522e-11,4.090132439411875e-10,2.3197494090791536e-18,1.7519353914969872e-09,5.908096582646392e-13,2.7115764088027737e-11,4.483009049782021e-15,3.419620335937808e-13,4.3636981818470614e-23,2.1408558013220921e-19,4.64895187968258e-21,5.374667368526015e-22,7.891345881981566e-21,1.053151604773597e-18,6.9840849230457875e-25,1.5233788246296446e-26,1.6555858288072185e-31,2.844617124169135e-25,3.033382246142482e-24
9.999999999999997e-06,0.11224538312373916,0.0,0.0,0.0,0.0,0.3299927025198278,0.6699931070137036,6.503229315401667e-06,5.9772906040374555e-06,5.063123851081203e-08,6.44735113405581e-09,1.6027601698207142e-16,2.641560766818463e-08,6.96338356413809e-07,9.929186324927291e-07,2.241078193615172e-08,4.5710225950444145e-09,2.3099579468131303e-09,6.148889939379256e-11,4.3711626647063086e-10,2.4791378174014546e-18,1.9316125056044358e-09,6.265023283467773e-13,2.8054819698842477e-11,5.029738020034551e-15,3.943753130786307e-13,4.9642912851340825e-23,2.287988691451896e-19,5.536941581987917e-21,6.401904629135344e-22,9.382422764150889e-21,1.287440201589057e-18,8.537795140254154e-25,1.9232136998818608e-26,2.084839950709919e-31,3.68493941658737e-25,3.929467241686472e-24
1.0219395712462777e-05,0.11224538312373916,0.0,0.0,0.0,0.0,0.32999251201598495,0.6699929360831934,6.657362501397059e-06,6.10757704901144e-06,5.1831279463153025e-08,6.58324051849663e-09,1.6407481372863495e-16,2.7043286395868247e-08,7.281953062456002e-07,1.038760566752745e-06,2.398393926694863e-08,4.678090300353904e-09,2.3609412790018646e-09,6.447478997847076e-11,4.587299912022269e-10,2.6017216846463287e-18,2.073544798459089e-09,6.538530018413543e-13,2.8759775487836315e-11,5.469799794168354e-15,4.3755002278262464e-13,5.452092193932088e-23,2.4011499935595364e-19,6.288799467468278e-21,7.27163993349774e-22,1.0643278101163981e-20,1.490263674043016e-18,9.882841078139189e-25,2.2789781772408826e-26,2.4658827160831876e-31,4.448922623662687e-25,4.744147388687812e-24
1.0732878834236312e-05,0.11224538435189767,0.0,0.0,0.0,0.0,0.32999206085615707,0.669992532517205,7.0198222792561006e-06,6.412389893130728e-06,5.4653294796582084e-08,6.901184530952557e-09,1.73008061087216e-16,2.8518362257602513e-08,8.056975347329122e-07,1.1502689173475448e-06,2.796102962632104e-08,4.929506058775367e-09,2.480236232775154e-09,7.175880272159553e-11,5.114938896381687e-10,2.9009761075477067e-18,2.4331568240373637e-09,7.202934686758622e-13,3.04243330717418e-11,6.615129876617524e-15,5.536404991314306e-13,6.737275678825809e-23,2.6774127947976864e-19,8.390866287047128e-21,9.703129327420393e-22,1.4162053468395603e-20,2.0755749355053665e-18,1.3764396837766134e-24,3.3469694655008327e-26,3.6057925941465956e-31,6.81482148484266e-25,7.267044245841005e-24
1.1246361956009848e-05,0.11224538562517797,0.0,0.0,0.0,0.0,0.3299916022453236,0.6699921239972026,7.384654922010638e-06,6.717045673136854e-06,5.7493781258622106e-08,7.218996453156386e-09,1.8199977983678388e-16,3.000180156348198e-08,8.873475568284226e-07,1.2677150443126313e-06,3.2372140383044775e-08,5.182067554507105e-09,2.599492912512815e-09,7.946008820652689e-11,5.673316123677098e-10,3.2176639563844884e-18,2.8330414144081566e-09,7.901560624934764e-13,3.210933341587108e-11,7.936163919241482e-15,6.934501315909421e-13,8.242751593877427e-23,2.9697864042775843e-19,1.1056354326380327e-20,1.278600574090459e-21,1.861361397980863e-20,2.8493178338973122e-18,1.8895558326749522e-24,4.8335856032316916e-26,5.185173696156121e-31,1.0243470928937684e-24,1.092321444351845e-23
1.1759845077783383e-05,0.11224538694072131,0.0,0.0,0.0,0.0,0.32999113614786635,0.669991710484772,7.751813838966942e-06,7.0215495771644694e-06,6.035237600279051e-08,7.53668148611148e-09,1.9104882136652968e-16,3.149349590313518e-08,9.731746458594253e-07,1.3911323164582055e-06,3.724275725805455e-08,5.4357531652083936e-09,2.7187135504320066e-09,8.758220372514432e-11,6.262695396666001e-10,3.551934848877046e-18,3.2754881859440665e-09,8.634649615190844e-13,3.381466727778482e-11,9.451134660917536e-15,8.605364035400964e-13,9.993547361789913e-23,3.278411639218414e-19,1.4402955155826895e-20,1.6656136957624357e-21,2.419060988235155e-20,3.860222871192605e-18,2.5599487550893545e-24,6.874228811246991e-26,7.3432925755941475e-31,1.513379985024308e-24,1.6138059282802423e-23
