Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75)
1.1066264436522417e-08,0.11224537201975766,0.0,0.0,0.0,0.0,0.32999999332700464,0.6699999935024847,6.622531826097298e-09,6.446860952322238e-09,4.9839363481898164e-11,2.257952233586354e-10,1.5776927234464962e-19,6.775489018872571e-13,6.243659713903993e-13,1.9016409466854043e-14,2.6811986091782302e-17,6.034476453884886e-14,1.2411248916108581e-13,2.118433033438257e-18,2.395883211975437e-19,7.454156191583291e-22
1.1380420156944457e-08,0.11224537201962137,0.0,0.0,0.0,0.0,0.32999999313756245,0.6699999933117965,6.8104732700871495e-09,6.636037210905752e-09,5.1302931899753936e-11,2.2604047698417783e-10,1.6240228001952224e-19,7.175645233795893e-13,6.61531816727779e-13,2.0729241408389692e-14,2.9160172194277e-17,6.38572689522899e-14,1.313104618567167e-13,2.303237512837708e-18,2.6814894989127436e-19,8.58897532552775e-22
1.1694575877366496e-08,0.11224537201948413,0.0,0.0,0.0,0.0,0.32999999294811994,0.6699999931210987,6.998413970947755e-09,6.82522163314059e-09,5.2766494509365104e-11,2.262772418294389e-10,1.6703526930807248e-19,7.587135926355026e-13,6.997732622289766e-13,2.2541736003796274e-14,3.16416019843098e-17,6.746721666801544e-14,1.3870589593820097e-13,2.498110229669827e-18,2.9914856288005636e-19,9.856848332502e-22
1.2322887318210574e-08,0.11224537201920748,0.0,0.0,0.0,0.0,0.3299999925692339,0.66999999273968,7.3742931552396874e-09,7.2036094163189086e-09,5.5693602400678775e-11,2.2673085737616643e-10,1.7630119303270658e-19,8.444065442654927e-13,7.794829352469283e-13,2.6476837084953844e-14,3.701889829473362e-17,7.497854550024859e-14,1.5408683957188258e-13,2.9189649564675816e-18,3.6898436839209434e-19,1.2837020279958788e-21
1.2951198759054652e-08,0.11224537201892869,0.0,0.0,0.0,0.0,0.32999999219034654,0.6699999923582375,7.750169402899883e-09,7.582015393685877e-09,5.862068728661653e-11,2.2716497809355734e-10,1.8556704393253551e-19,9.34616684568292e-13,8.634949537176355e-13,3.0843926587572826e-14,4.297328594559918e-17,8.287695676234176e-14,1.7025070633220192e-13,3.3827787369448814e-18,4.501620275861375e-19,1.6491080066736493e-21
1.357951019989873e-08,0.11224537201864852,0.0,0.0,0.0,0.0,0.32999999181145784,0.6699999919767775,8.126042737727188e-09,7.960433423639155e-09,6.154774934575706e-11,2.2758574553252567e-10,1.9483282257285968e-19,1.0293329245846563e-12,9.518092811460115e-13,3.56651639625813e-14,4.9534175203638e-17,9.116065638280073e-14,1.8719289287327596e-13,3.891289751947696e-18,5.4379018344535945e-19,2.0925103950216143e-21
1.4207821640742809e-08,0.11224537201836735,0.0,0.0,0.0,0.0,0.32999999143256775,0.669999991595304,8.501913183396163e-09,8.338859288992705e-09,6.447478880593873e-11,2.2799737684516432e-10,2.0409852967491462e-19,1.1285441613471561e-12,1.0444258812663672e-12,4.096265416079614e-14,5.673097568702219e-17,9.982785298382993e-14,2.0490881132930268e-13,4.446194071563782e-18,6.510185642723662e-19,2.625520139543756e-21
1.4836133081586887e-08,0.11224537201808547,0.0,0.0,0.0,0.0,0.32999999105367617,0.6699999912138199,8.877780763541597e-09,8.717290118498871e-09,6.74018058632176e-11,2.2840274325742708e-10,2.1336416585932693e-19,1.2322392799590112e-12,1.1413447181115454e-12,4.675844757049084e-14,6.459309637277454e-17,1.088767595808002e-13,2.2339389276462945e-13,5.049146850766556e-18,7.730367528921158e-19,3.2607868284669092e-21
1.5464444522430964e-08,0.11224537201780321,0.0,0.0,0.0,0.0,0.3299999906747832,0.6699999908323273,9.253645501767411e-09,9.095723958212193e-09,7.032880067556475e-11,2.2880379870139375e-10,2.226297316261626e-19,1.340407155189102e-12,1.2425657560175629e-12,5.307453996249237e-14,7.314994560411884e-17,1.183055948314151e-13,2.426435896888068e-13,5.701763491980012e-18,9.110729900457119e-19,4.0120329253541885e-21
1.6092755963275043e-08,0.11224537201752073,0.0,0.0,0.0,0.0,0.3299999902958888,0.6699999904508276,9.629507421596939e-09,9.474159464016125e-09,7.325577341450978e-11,2.292018872857658e-10,2.31895227518408e-19,1.4530366526771712e-12,1.3480889595782522e-12,5.993287244171345e-14,8.243093109769294e-17,1.2811258392079477e-13,2.6265337781583345e-13,6.4056207753832085e-18,1.0663930111235742e-18,4.8940869426333926e-21
1.672106740411912e-08,0.112245372017238,0.0,0.0,0.0,0.0,0.3299999899169929,0.6699999900693212,1.0005366546462765e-08,9.85259570415172e-09,7.618272427651817e-11,2.2959794076540298e-10,2.411606541579857e-19,1.570116629865077e-12,1.457914293634687e-12,6.735533140451008e-14,9.246545995072748e-17,1.3829595911603596e-13,2.834187571372992e-13,7.162257956768572e-18,1.2402989163955311e-18,5.9229155502019054e-21
1.73493788449632e-08,0.11224537201695522,0.0,0.0,0.0,0.0,0.32999998953809545,0.6699999896878093,1.0381222899737744e-08,1.0231032037373429e-08,7.910965345270183e-11,2.299926003843861e-10,2.504260121498715e-19,1.691635936750533e-12,1.5720417233005853e-12,7.536374850062149e-14,1.0328293864830115e-16,1.4885396009359322e-13,3.0493525252412755e-13,7.973177833467597e-18,1.4341280742067353e-18,7.115654636177922e-21
1.7977690285807278e-08,0.1122453720166724,0.0,0.0,0.0,0.0,0.32999998915919654,0.6699999893062921,1.0757076504746688e-08,1.0609468027734082e-08,8.203656111765232e-11,2.3038630209029242e-10,2.5969130204674435e-19,1.8175834165188148e-12,1.6904712139712157e-12,8.397990059839746e-14,1.149127730705865e-16,1.5978483415672182e-13,3.2719841410052335e-13,8.839847779656975e-18,1.6492520558041783e-18,8.49063936244727e-21
1.8606001726651356e-08,0.11224537201638955,0.0,0.0,0.0,0.0,0.32999998878029596,0.6699999889247701,1.1132927384749793e-08,1.0987903378240865e-08,8.496344744643167e-11,2.3077934287759776e-10,2.689565244027731e-19,1.9479479060938864e-12,1.8132027313079977e-12,9.322550975265312e-14,1.2738436849998576e-16,1.7108683639636754e-13,3.5020381750104567e-13,9.763700752302492e-18,1.8870756004982013e-18,1.0067433256390358e-20
1.9862624608339513e-08,0.11224537201582392,0.0,0.0,0.0,0.0,0.32999998802249014,0.6699999881617118,1.1884621062434451e-08,1.1744771436628952e-08,9.081715682135452e-11,2.3156416477114238e-10,2.8748676879010384e-19,2.2218832339252312e-12,2.0715717099320057e-12,1.1369171321301095e-13,1.5497046056353033e-16,1.9479728516883672e-13,3.984237803653271e-13,1.1788521282719481e-17,2.4366002482979113e-18,1.391101012208663e-20
2.0993585201858853e-08,0.11224537201531501,0.0,0.0,0.0,0.0,0.3299999873404594,0.6699999874749439,1.2561136284785779e-08,1.2425948975217598e-08,9.608542413233658e-11,2.3226976982397085e-10,3.0416376358394705e-19,2.4834191040639874e-12,2.31881638276275e-12,1.3448083179987904e-13,1.8297174788319397e-16,2.173886047105498e-13,4.443163539654734e-13,1.3820132048148211e-17,3.0235397778325573e-18,1.8282850299736352e-20
2.2124545795378193e-08,0.11224537201480629,0.0,0.0,0.0,0.0,0.32999998665842306,0.6699999867881621,1.3237643036768067e-08,1.3107122673891318e-08,1.0135362513335075e-10,2.3297500034062777e-10,3.2084054846987475e-19,2.759092235737816e-12,2.57999910034393e-12,1.5764462849347357e-13,2.1415762447077954e-16,2.411556161729288e-13,4.925461899393783e-13,1.6057788364294956e-17,3.707323308253724e-18,2.3673738279057133e-20
2.3255506388897534e-08,0.1122453720142978,0.0,0.0,0.0,0.0,0.3299999859763814,0.6699999861013659,1.3914141451790569e-08,1.3788292343535864e-08,1.0662176085476429e-10,2.336800454590391e-10,3.375171267095721e-19,3.0488373628252676e-12,2.8551196716916878e-12,1.8330785407135806e-13,2.4869956180833673e-16,2.660884224427068e-13,5.430883840247541e-13,1.8508755952516272e-17,4.497187200759412e-18,3.024442387519881e-20
2.4386466982416874e-08,0.11224537201378948,0.0,0.0,0.0,0.0,0.32999998529433394,0.6699999854145559,1.4590631662566e-08,1.4469457890375291e-08,1.1188983233341887e-10,2.3438499897968674e-10,3.5419350158521917e-19,3.352589184370309e-12,3.1441779086677878e-12,2.115946591698644e-13,2.867690254279666e-16,2.921772126278154e-13,5.959183068913272e-13,2.1179996820133883e-17,5.4026558660446395e-18,3.817110989122217e-20
2.5517427575936214e-08,0.11224537201328137,0.0,0.0,0.0,0.0,0.32999998461228075,0.6699999847277319,1.526711380111558e-08,1.5150619272928818e-08,1.171578406020622e-10,2.3508990240837025e-10,3.708696763660369e-19,3.6702823707798725e-12,3.447173626001268e-12,2.4262858862318666e-13,3.2853747498488234e-16,3.1941226228841705e-13,6.510116041600988e-13,2.4078180745241035e-17,6.4335297467373585e-18,4.76459863805556e-20
2.7779348762974895e-08,0.11224537201226581,0.0,0.0,0.0,0.0,0.32999998324815627,0.6699999833540422,1.6620054385098705e-08,1.6512929489881645e-08,1.2769367159516186e-10,2.364996143873891e-10,4.0422143857716045e-19,4.347231409144285e-12,4.0949767793727806e-12,3.1342801226111653e-13,4.2385713314196877e-16,3.7728280343013855e-13,7.67892681339168e-13,3.058029887029914e-17,8.912341905189616e-18,7.211876031409904e-20
3.004126995001358e-08,0.11224537201125123,0.0,0.0,0.0,0.0,0.32999998188400703,0.6699999819802972,1.797296424709991e-08,1.787522289164666e-08,1.382292619733397e-10,2.379092843459028e-10,4.375724391082776e-19,5.0791616079219144e-12,4.798527702475951e-12,3.9668318693659544e-13,5.360301096907131e-16,4.3962383136233055e-13,8.935417793543988e-13,3.806365044033314e-17,1.2016526512900619e-17,1.0551533109412376e-19
3.456511232409094e-08,0.11224537200922491,0.0,0.0,0.0,0.0,0.32999997915562995,0.6699999792326401,2.0678695909304015e-08,2.0599759210520187e-08,1.592997528948271e-10,2.4072853810624347e-10,5.042722564596129e-19,6.705874533316771e-12,6.372867422636983e-12,6.044078485274193e-13,8.164217822304191e-16,5.774208561474534e-13,1.1704109785389967e-12,5.614551551151636e-17,2.04535076633322e-17,2.0828651465116483e-19
3.8628212941153874e-08,0.11224537200740832,0.0,0.0,0.0,0.0,0.32999997670503617,0.6699999767646355,2.3108761191865402e-08,2.3046751039443404e-08,1.782235275184525e-10,2.4326062810601847e-10,5.641765233177426e-19,8.349153847347909e-12,7.97693228665055e-12,8.430194110276414e-13,1.1394310123636342e-15,7.15690984031315e-13,1.4471629200907765e-12,7.614708341494354e-17,3.105613667798715e-17,3.5533028530140303e-19
4.2691313558216807e-08,0.1122453720055951,0.0,0.0,0.0,0.0,0.3299999742543465,0.6699999742964519,2.5538743007421447e-08,2.5493688530815027e-08,1.9714664793049198e-10,2.457926654402094e-10,6.240787192324644e-19,1.0161760878562633e-11,9.760858986596372e-12,1.1365158146896207e-12,1.5380444268534003e-15,8.672641704818619e-13,1.7494490155892886e-12,9.992069023288372e-17,4.509200353159665e-17,5.727373361865407e-19
4.675441417527974e-08,0.11224537200378518,0.0,0.0,0.0,0.0,0.3299999718035551,0.6699999718280888,2.796864703196561e-08,2.7940571702995958e-08,2.160691584083115e-10,2.4832463292424495e-10,6.839789843662566e-19,1.2140681182706673e-11,1.1724640726146187e-11,1.4902309154262648e-12,2.0202093676166227e-15,1.0317422108473023e-12,2.0763044882707305e-12,1.2764758275645486e-16,6.313139024848168e-17,8.814851286213656e-19
5.081751479234267e-08,0.11224537200197876,0.0,0.0,0.0,0.0,0.3299999693526565,0.6699999693595463,3.0398478832503684e-08,3.038740055107554e-08,2.3499110238003175e-10,2.5085653664464436e-10,7.438774561932652e-19,1.4282911629257099e-11,1.3868271133899876e-11,1.909401289787543e-12,2.5938725832306315e-15,1.2087390345192286e-12,2.4268016899352713e-12,1.5948905872566113e-16,8.576123485696314e-17,1.3058198608912055e-18
5.4880615409405606e-08,0.112245372000176,0.0,0.0,0.0,0.0,0.3299999669016452,0.6699999668908247,3.282824386844502e-08,3.283417506854468e-08,2.5391252243538817e-10,2.533883842861816e-10,8.037742695336803e-19,1.6585463196751693e-11,1.6191744252711674e-11,2.39916718404082e-12,3.2669803050156416e-15,1.397880262245764e-12,2.8000484445486094e-12,1.9559013430101065e-16,1.1358141262018314e-16,1.8733098939468892e-18
6.300681664353148e-08,0.11224537199658147,0.0,0.0,0.0,0.0,0.3299999619992627,0.6699999619528431,3.768759499008182e-08,3.772756111489621e-08,2.917539573051887e-10,2.584519127898218e-10,9.235634478456869e-19,2.165965670014418e-11,2.1378196664531394e-11,3.610602336410767e-12,4.943312280888741e-15,1.8111503099062017e-12,3.611377439632594e-12,2.810941931954934e-16,1.8723338177560352e-16,3.563781980489033e-18
7.113301787765735e-08,0.11224537199300237,0.0,0.0,0.0,0.0,0.3299999570963656,0.6699999570141436,4.254674199866228e-08,4.2620729847872355e-08,3.295937875755779e-10,2.6351522201496404e-10,1.0433475467083538e-18,2.7339711967867518e-11,2.7283958125752493e-11,5.1637929444790576e-12,7.112767486119675e-15,2.2687737641419894e-12,4.503801230673537e-12,3.850901270361447e-16,2.890493227251779e-16,6.239819469850059e-18
7.925921911178321e-08,0.1122453719894393,0.0,0.0,0.0,0.0,0.32999995219291345,0.6699999520747257,4.7405724773574874e-08,4.7513681289303606e-08,3.6743232437941065e-10,2.685782995295021e-10,1.1631275510301419e-18,3.36024505726715e-11,3.3908995171954025e-11,7.096439046329818e-12,9.838903506210247e-15,2.7681449620827423e-12,5.471338916424067e-12,5.08369951336286e-16,4.2407272497023017e-16,1.024497200549958e-17
8.738542034590908e-08,0.1122453719858928,0.0,0.0,0.0,0.0,0.3299999472888678,0.6699999471345897,5.226458158708104e-08,5.2406415441046095e-08,4.05269866321295e-10,2.7364115287260187e-10,1.2829044060606375e-18,4.0425132183528285e-11,4.1253280119789117e-11,9.444779193617991e-12,1.3185276088942223e-14,3.3068106326264264e-12,6.508447986838014e-12,6.516551250316638e-16,5.973628950427618e-16,1.5977357769884373e-17
9.551162158003494e-08,0.1122453719823635,0.0,0.0,0.0,0.0,0.32999994238419134,0.669999942193735,5.712334921110702e-08,5.729893231409599e-08,4.4310670030836064e-10,2.7870378044079857e-10,1.4026790200204255e-18,4.7785493383979773e-11,4.931679056111124e-11,1.2243680808310276e-11,1.7215441464771954e-14,3.882453131346249e-12,7.609967864770151e-12,8.156265665267316e-16,8.139677440212692e-16,2.3886928890857336e-17
9.999999999999998e-08,0.11224537197885182,0.0,0.0,0.0,0.0,0.32999993967488755,0.6699999394644239,5.980698717387624e-08,6.000114329796618e-08,4.640050730988771e-10,2.8149994665016977e-10,1.4688339878019523e-18,5.207341851166086e-11,5.407887075726483e-11,1.3995044646225437e-11,1.975776538613405e-14,4.215449475947017e-12,8.244224553833179e-12,9.152947859784745e-16,9.540150987773517e-16,2.936973807198785e-17
1.0363782281416081e-07,0.11224537197885182,0.0,0.0,0.0,0.0,0.3299999374788485,0.6699999372521611,6.198206293524697e-08,6.219123191478627e-08,4.809431016906543e-10,2.8376618529127155e-10,1.5224522645454482e-18,5.566176878309344e-11,5.809950925130726e-11,1.5526653972313804e-11,2.1992957678911924e-14,4.492886195777071e-12,8.771104522316574e-12,1.0009175388827374e-15,1.0789315091150364e-15,3.4474898504182993e-17
1.1989022528241256e-07,0.11224537197188318,0.0,0.0,0.0,0.0,0.3299999276660283,0.6699999273668553,7.169946225944854e-08,7.197517934569143e-08,5.566156489139125e-10,2.9389031778320263e-10,1.7619979446647723e-18,7.287772425412138e-11,7.782252849568148e-11,2.367189440270173e-11,3.4044292689948896e-14,5.810033890143392e-12,1.125485627548301e-11,1.4377591626326019e-15,1.7740793672323771e-15,6.595611051604184e-17
1.345173875038391e-07,0.11224537196567595,0.0,0.0,0.0,0.0,0.3299999188318834,0.6699999184676187,8.044526101303797e-08,8.077998906321269e-08,6.247219877489942e-10,3.030012683052361e-10,1.9775923690009946e-18,8.992939319586087e-11,9.803286878357562e-11,3.296643624720196e-11,4.8084130097059776e-14,7.095103918564083e-12,1.3653107236915162e-11,1.909432391760524e-15,2.6153865386687127e-15,1.0954445144178961e-16
1.4768183350312303e-07,0.11224537196014352,0.0,0.0,0.0,0.0,0.329999910878894,0.6699999104563108,8.831673856011594e-08,8.87037160501712e-08,6.860196778759143e-10,3.112005009290033e-10,2.1716336350868474e-18,1.0644058739107765e-10,1.1821448741959355e-10,4.306151873549327e-11,6.362503957473941e-14,8.323983830685516e-12,1.5926349834641946e-11,2.4001689516613524e-15,3.571943550657589e-15,1.6473740032868433e-16
1.6084627950240694e-07,0.11224537195466354,0.0,0.0,0.0,0.0,0.32999990292364423,0.6699999024431115,9.618857972787825e-08,9.662687299247706e-08,7.47320173965083e-10,3.1939914218674366e-10,2.3656837836028525e-18,1.2397475683636192e-10,1.402836072306498e-10,5.490907735462297e-11,8.219851276496966e-14,9.614713798638894e-12,1.829513474613077e-11,2.9559306070461078e-15,4.738806163592348e-15,2.385985126323128e-16
1.7401072550169086e-07,0.11224537194923731,0.0,0.0,0.0,0.0,0.32999989496602705,0.6699998944280204,1.0406089021858502e-07,1.0454945992909427e-07,8.086243009315608e-10,3.2759719296506e-10,2.559745425863771e-18,1.4245867852122216e-10,1.6424030135851358e-10,6.861054815532043e-11,1.0407501928763473e-13,1.0961497074425774e-11,2.074826410831636e-11,3.5788629362585875e-15,6.136357160894502e-15,3.3487186936288316e-16
1.8717517150097477e-07,0.1122453719438657,0.0,0.0,0.0,0.0,0.3299998870059431,0.6699998864110362,1.1193376793912511e-07,1.124714768989895e-07,8.699328228792905e-10,3.357946541358245e-10,2.7538209806833723e-18,1.618233103801127e-10,1.9008466727214389e-10,8.426007419224357e-11,1.295251200184235e-13,1.235907558217888e-11,2.3275838917803432e-11,4.271066075535348e-15,7.784723520918636e-15,4.576047375974261e-16
2.0033961750025868e-07,0.11224537193854967,0.0,0.0,0.0,0.0,0.3299998790433004,0.6699998783921585,1.198073034311026e-07,1.2039292394291676e-07,9.312464464528791e-10,3.4399152477251906e-10,2.9479126849847245e-18,1.820037114436901e-10,2.1781682514730458e-10,1.0194489299468028e-10,1.588194755799914e-13,1.3802685553407129e-11,2.5869126591916142e-11,5.034600880179373e-15,9.703780247388582e-15,6.111378732596517e-16
