Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211)
3.442058784833646e-05,0.11224543829101596,0.0,0.0,0.0,0.0,0.3299626771893958,0.6699680182262705,2.545316316397369e-05,2.036856738480357e-05,1.981650433869692e-07,2.14884125851474e-08,6.273029954763989e-16,1.0347193731996393e-07,9.264047639458597e-06,1.3201576091703741e-05,1.1478818568687425e-06,1.7362299221185663e-08,7.9715186087707e-09,9.104340722717558e-10,6.651434884571916e-09,3.772411378462353e-17,1.0333735189183209e-07,7.732031853987465e-12,1.266894519970125e-10,7.658485848767615e-13,1.911015867940949e-10,1.0261884540949567e-20,3.491692750540519e-18,1.0506889846669406e-17,1.2157629347980813e-18,1.696243366541186e-17,7.464087868828418e-15,4.949901189576806e-21,4.365776697217032e-22,4.1189710045303304e-27,8.756789032209979e-26,9.337878698910325e-25,2.759518861374972e-19,1.1209268885332401e-25,5.556160021278918e-26,6.986798569963786e-20,8.389509929510703e-23,2.536509284511872e-10,3.718882659543105e-26,8.6149795859022e-21
3.540090963190176e-05,0.11224543791609497,0.0,0.0,0.0,0.0,0.32996108405569713,0.6699667377246445,2.624561941714977e-05,2.0943740893711734e-05,2.0433437985196367e-07,2.209059356706281e-08,6.468324210298984e-16,1.0675212919024058e-07,9.831635249699282e-06,1.4007275085801855e-05,1.2562022311282604e-06,1.789149173177232e-08,8.199246837793022e-09,9.680768103805392e-10,7.074756466730775e-09,4.012501401331993e-17,1.1305382788987803e-07,8.19036133484292e-12,1.313295692872032e-10,8.615241132718616e-13,2.2099319855368736e-10,1.1581960721150053e-20,3.714593918822898e-18,1.252872412110925e-17,1.4505084574078701e-18,2.0216867693868255e-17,9.144761803087471e-15,6.0644608643972484e-21,5.515365733488257e-22,5.188935012621525e-27,1.1032459222658605e-25,1.1764559542650242e-24,3.5725607905456117e-19,1.451181262511986e-25,7.387824794946543e-26,8.163079261428594e-20,9.801947231073298e-23,2.7088447351723696e-10,4.3449848467839656e-26,1.0639545394681118e-20
3.638123141546705e-05,0.11224543713435203,0.0,0.0,0.0,0.0,0.3299594602631305,0.6699654352676001,2.7036938447748903e-05,2.1518803964374108e-05,2.1049483385690976e-07,2.2692714172668872e-08,6.663337315813449e-16,1.1003671385694988e-07,1.041693335902881e-05,1.4838145859090023e-05,1.3712531156781096e-06,1.8420143863068232e-08,8.427059580924192e-09,1.0276321528281441e-09,7.512200714137214e-09,4.26060120014081e-17,1.233797218155541e-07,8.661424639827372e-12,1.360058591941037e-10,9.659758844037165e-13,2.5456250076671766e-10,1.3027976541270313e-20,3.945012777011946e-18,1.486708747384125e-17,1.7222631314027323e-18,2.3980050456580912e-17,1.1142890437119784e-14,7.389544579970449e-21,6.923129206141516e-22,6.496323303852451e-27,1.3813325713480373e-25,1.472996088709698e-24,4.593352197866678e-19,1.8658209989022334e-25,9.749644164370323e-26,9.494427224328621e-20,1.1400583889560713e-22,2.886956033583515e-10,5.053625120836399e-26,1.3061735314948397e-20
3.736155319903235e-05,0.1122454359247581,0.0,0.0,0.0,0.0,0.32995780580055695,0.6699641108294465,2.782674474297851e-05,2.2093756653324815e-05,2.166434813609558e-07,2.3294771531719676e-08,6.857976709914818e-16,1.1332458512098965e-07,1.1019929820964523e-05,1.569421882737071e-05,1.4932250159461667e-06,1.8948069514908937e-08,8.654958588990149e-09,1.0891041749778526e-09,7.96379885106797e-09,4.51672848397263e-17,1.3433505427055977e-07,9.14506639261421e-12,1.4071632240651894e-10,1.0797065818725539e-12,2.9214140480370253e-10,1.4607852201235344e-20,4.182973481833619e-18,1.7560310266241275e-17,2.0355756305182095e-18,2.8313705903704505e-17,1.350732172638266e-14,8.957546472435414e-21,8.637351376144275e-22,8.085195189371389e-27,1.7193181331363e-25,1.8334099534666777e-24,5.867239478131361e-19,2.3832648678692625e-25,1.2774719710255604e-25,1.0995675574456559e-19,1.3203230981600326e-22,3.0707719834057656e-10,5.852698745401727e-26,1.5944573179148845e-20
3.8341874982597645e-05,0.11224543426677969,0.0,0.0,0.0,0.0,0.3299561206664851,0.6699627643940356,2.8614670442976375e-05,2.2668597812542488e-05,2.2277745793410132e-07,2.389676152739682e-08,7.052151718192033e-16,1.1661465110591792e-07,1.1640604014215257e-05,1.657551601091292e-05,1.6223039605819983e-06,1.9475086019896425e-08,8.88294512217043e-09,1.152496030993652e-09,8.429575284460354e-09,4.7808970954058894e-17,1.4593988523752646e-07,9.641120865635968e-12,1.454589572051786e-10,1.203226160242406e-12,3.340804410185573e-10,1.6329733318365165e-20,4.428496865450989e-18,2.064995244827853e-17,2.3953918782524607e-18,3.3284817962327005e-17,1.6292731573853817e-14,1.0804725555360717e-20,1.0713549347516014e-21,1.0006226057839794e-26,2.127990882666591e-25,2.2692017201318863e-24,7.447842520584747e-19,3.025292074583969e-25,1.6624662750779281e-25,1.268250686866154e-19,1.5228719560994558e-22,3.2602127205776573e-10,6.750553118530101e-26,1.935864099935126e-20
3.932219676616294e-05,0.11224543214041195,0.0,0.0,0.0,0.0,0.32995440486892175,0.6699613959545945,2.9400355949636505e-05,2.3243325126683484e-05,2.2889396349770198e-07,2.449867884066206e-08,7.245773703277196e-16,1.1990583621905363e-07,1.227892699405611e-05,1.748205115127429e-05,1.758671198357859e-06,2.0001014455810673e-08,9.111019962503836e-09,1.2178099617883353e-09,8.909547660357792e-09,5.053117042527152e-17,1.5821430446511538e-07,1.0149412460667777e-11,1.50231763436157e-10,1.3370507706893903e-12,3.8074900608201926e-10,1.8201985327422076e-20,4.681600463913821e-18,2.4180935593818424e-17,2.8070736835431973e-18,3.896585897123664e-17,1.95601106068093e-14,1.2971528532020338e-20,1.3215278478089903e-21,1.2317465688522883e-26,2.6197096162608725e-25,2.7935502994332458e-24,9.398274370633129e-19,3.8175376298193445e-25,2.1494679773500065e-25,1.4571458515447371e-19,1.7496907155340923e-22,3.4551900291145904e-10,7.755990652534809e-26,2.3382664864409738e-20
4.030251854972824e-05,0.1122454295262094,0.0,0.0,0.0,0.0,0.3299526584252053,0.6699600055135431,3.0183450501843253e-05,2.3817935151924473e-05,2.3499026680333709e-07,2.5100516996169544e-08,7.438756206625095e-16,1.2319708303232638e-07,1.2934861657728924e-05,1.8413829842809223e-05,1.902502913299403e-06,2.0525679941983145e-08,9.339183427103574e-09,1.285047304725768e-09,9.403726933367961e-09,5.333394538324818e-17,1.711784219422981e-07,1.0669756211497875e-11,1.5503274642026204e-10,1.481701664777674e-12,4.3253557034951483e-10,2.0233187559721206e-20,4.9422985522034076e-18,2.820166950948807e-17,3.276417024932439e-18,4.5435011282341704e-17,2.337727132489533e-14,1.550292611716046e-20,1.6214992496392767e-21,1.5085154669697805e-26,3.208577551696659e-25,3.4214947811999244e-24,1.1792497590499271e-18,4.790043238097494e-25,2.761938434726978e-25,1.6679925613561628e-19,2.0028681174248352e-22,3.655607686649569e-10,8.878270284896161e-26,2.810411254487415e-20
4.128284033329353e-05,0.1122454264053143,0.0,0.0,0.0,0.0,0.32995088136182393,0.6699585930822933,3.0963612715241955e-05,2.439242335627194e-05,2.4106370963546473e-07,2.5702268409568293e-08,7.631015081549264e-16,1.2648735407637543e-07,1.360836292317031e-05,1.9370849678226665e-05,2.053969958941865e-06,2.1048911918654424e-08,9.567435382030924e-09,1.3542085050340431e-09,9.912117448830712e-09,5.621732047291274e-17,1.8485235847998508e-07,1.1201958306278606e-11,1.5985992078320742e-10,1.6377040828287626e-12,4.898478445773161e-10,2.243212703339408e-20,5.210602185717989e-18,3.276417269464474e-17,3.809669900967771e-18,5.277638091345573e-17,2.781937494851411e-14,1.8448762423288524e-20,1.9794958556206272e-21,1.8384600597061784e-26,3.910628954141149e-25,4.170133444562153e-24,1.4716827432108117e-18,5.977867810161059e-25,3.527941270107235e-25,1.9026161219079858e-19,2.2845959229752784e-22,3.861361837432172e-10,1.0127107620423374e-25,3.3619800054005397e-20
4.226316211685883e-05,0.11224542275948327,0.0,0.0,0.0,0.0,0.3299490737142173,0.6699571586810389,3.174051108490543e-05,2.4966784161192077e-05,2.4711171072509536e-07,2.630392443602231e-08,7.822468617110316e-16,1.2977563354199055e-07,1.4299377920321959e-05,2.03531004075105e-05,2.213237612486834e-06,2.1570544408450688e-08,9.795775256773909e-09,1.4252931288766153e-09,1.0434717037315934e-08,5.918128339018071e-17,1.992562364177548e-07,1.1745816627083535e-11,1.6471131419209457e-10,1.805586133373335e-12,5.531129055373705e-10,2.4807791987804038e-20,5.486519248004509e-18,3.792418597438062e-17,4.413549667698934e-18,6.108020219425796e-17,3.2969477194706033e-14,2.186411689898087e-20,2.404822716300489e-21,2.2301115566154088e-26,4.744028807912144e-25,5.058836679682715e-24,1.827159218498732e-18,7.421761807779173e-25,4.480892519315462e-25,2.1629274061425966e-19,2.597168639347415e-22,4.0723413903426703e-10,1.1512673715554658e-25,4.0036504277508486e-20
4.3243483900424125e-05,0.11224541857111152,0.0,0.0,0.0,0.0,0.3299472355265663,0.669955702338529,3.2513824449499934e-05,2.5541010984411428e-05,2.5313176936361113e-07,2.6905475419774088e-08,8.013037652512429e-16,1.3306092888363068e-07,1.5007846194238883e-05,2.1360564109473243e-05,2.3804653495076483e-06,2.2090416259233042e-08,1.0024202059276328e-08,1.4982998780189636e-09,1.0971517120994119e-08,6.222578548524793e-17,2.1441017047286658e-07,1.2301121304137742e-11,1.6958497098452074e-10,1.985877670146874e-12,6.227772803198344e-10,2.736936519579833e-20,5.7700545045024495e-18,4.3741278677932707e-17,5.0952597879066764e-18,7.044303241340727e-17,3.891909211507658e-14,2.580967824527375e-20,2.9079656596440768e-21,2.6931016293760824e-26,5.729285815785574e-25,6.1094741214345406e-24,2.2572961283944166e-18,9.168909718950611e-25,5.6604080926473225e-25,2.4509223748781876e-19,2.9429829439086415e-22,4.2884284393321375e-10,1.304559252632759e-25,4.7471578680381534e-20
4.422380568398942e-05,0.1122454138232549,0.0,0.0,0.0,0.0,0.3299453668515673,0.6699542240918297,3.328324241580665e-05,2.6115096283737453e-05,2.5912146870782836e-07,2.750691074457697e-08,8.202645681726081e-16,1.3634227232043929e-07,1.5733699919179015e-05,2.239321537517752e-05,2.555806639721162e-06,2.2608371367697858e-08,1.0252714391461252e-08,1.5732266060231228e-09,1.1522502831385063e-08,6.535074243041113e-17,2.30334258748034e-07,1.2867655282150268e-11,1.7447895567751926e-10,2.1791091730004847e-12,6.993069893497166e-10,3.012621708783095e-20,6.0612096620467985e-18,5.027894679118119e-17,5.862505921128966e-18,8.096793554984259e-17,4.5768773045483104e-14,3.035212967994432e-20,3.50069911424773e-21,3.238268801454098e-26,6.889478967189679e-25,7.346656252379432e-24,2.7754951950371206e-18,1.1273745038257013e-24,7.113257779909611e-25,2.7686813522372203e-19,3.3245368141525917e-22,4.5094987035926446e-10,1.4736937051682448e-25,5.605356902752493e-20
4.5204127467554716e-05,0.11224540849964919,0.0,0.0,0.0,0.0,0.329943467750196,0.669952723986075,3.404846574270546e-05,2.6689031601746893e-05,2.6507847876935126e-07,2.810821888482213e-08,8.391218948117107e-16,1.3961872223086812e-07,1.6476864122829667e-05,2.3451021502427873e-05,2.739408764214182e-06,2.3124258883229986e-08,1.0481310465192309e-08,1.6500703358986976e-09,1.2087653137966368e-08,6.855603494948083e-17,2.470485739136856e-07,1.3445194896162399e-11,1.7939135634449536e-10,2.385810638949131e-12,7.831875483763259e-10,3.3087898722133904e-20,6.359983433865184e-18,5.760470257366459e-17,6.723511288623568e-18,9.276465425478968e-17,5.362870963832285e-14,3.556454486718188e-20,4.196199214671923e-21,3.8777713106821856e-26,8.25049787551681e-25,8.797990688566005e-24,3.397162529316603e-18,1.3798842188792887e-24,8.894435530470573e-25,3.1183680636808036e-19,3.7444283725614553e-22,4.73542198469203e-10,1.6598224213181465e-25,6.592282601657009e-20
4.618444925112001e-05,0.11224540258472747,0.0,0.0,0.0,0.0,0.32994153829145806,0.6699512020742079,3.480920668397602e-05,2.7262807611189998e-05,2.7100055908319986e-07,2.870938745718777e-08,8.578686528923124e-16,1.428893644377102e-07,1.7237256919802494e-05,2.4533942700507968e-05,2.9314126543854482e-06,2.3637933391633606e-08,1.0709988118615595e-08,1.7288272791336516e-09,1.2666940987083081e-08,7.184150960561768e-17,2.6457315457968357e-07,1.4033510454334072e-11,1.8432028784934136e-10,2.6065104893747437e-12,8.749239299192424e-10,3.626413463496161e-20,6.666371609783753e-18,6.579015519679013e-17,7.687031253029366e-18,1.059497693415846e-16,6.261933987607444e-14,4.1526793782276565e-20,5.0091620608027686e-21,4.6252065205202685e-26,9.841297042852908e-25,1.049435331695149e-23,4.1399482910265554e-18,1.681588986869222e-24,1.1068356238372331e-24,3.5022284460416547e-19,4.2053544576878203e-22,4.966062637860606e-10,1.8641408521138652e-25,7.723211171822709e-20
4.716477103468531e-05,0.11224539606363498,0.0,0.0,0.0,0.0,0.32993957855213146,0.669949658416711,3.5565189289515366e-05,2.7836414160959176e-05,2.7688556105259363e-07,2.9310403272640108e-08,8.764980409478672e-16,1.4615331338103176e-07,1.8014789753510717e-05,2.5641932304315882e-05,3.131952752738572e-06,2.4149255078486138e-08,1.0938744832824903e-08,1.8094928560223393e-09,1.3260333450553216e-08,7.520697964416e-17,2.8292799687066923e-07,1.4632366825113493e-11,1.8926389492796622e-10,2.8417344991504993e-12,9.750404848711848e-10,3.9664815604593017e-20,6.980367131332509e-18,7.491108202955348e-17,8.762367058579059e-18,1.20646846136606e-16,7.287197590115355e-14,4.8325957738781116e-20,5.955926974803774e-21,5.495736935560253e-26,1.1694164167321556e-24,1.2470174407288589e-23,5.024007511067096e-18,2.0406750337181853e-24,1.3710189752980805e-24,3.92258924052803e-19,4.710108934630906e-22,5.201280054588936e-10,2.087887458556323e-25,9.014719675140637e-20
4.8145092818250604e-05,0.11224538892224142,0.0,0.0,0.0,0.0,0.32993758861649786,0.6699480930813294,3.6316149664813247e-05,2.840984032247216e-05,2.8273142996866035e-07,2.991125238861899e-08,8.950035547150136e-16,1.4940971317718167e-07,1.880936764552957e-05,2.6774936997033634e-05,3.3411568955381424e-06,2.465808987198116e-08,1.116757774879301e-08,1.892061717203991e-09,1.386779188333151e-08,7.865222588682558e-17,3.021330462183291e-07,1.5241524026275083e-11,1.942203551085734e-10,3.0920047531558314e-12,1.0840808251650603e-09,4.329999136212712e-20,7.301960171424246e-18,8.504749027020592e-17,9.959378684163251e-18,1.3698656714503787e-16,8.452944244313974e-14,5.605675276978779e-20,7.054604572076864e-21,6.506222856229334e-26,1.3845002564307754e-24,1.476373977447165e-23,6.072283191922364e-18,2.466460917217678e-24,1.6907343315550903e-24,4.381856381122956e-19,5.261580759825515e-22,5.440929153692014e-10,2.3323428538048e-25,1.0484744518651576e-19
4.91254146018159e-05,0.11224538114715096,0.0,0.0,0.0,0.0,0.3299355685760666,0.669946506142786,3.7061836188760455e-05,2.898307443632252e-05,2.885362067056619e-07,3.0511920161245304e-08,9.133789924999097e-16,1.5265773856274182e-07,1.9620889451534552e-05,2.7932897040456028e-05,3.5591462172216878e-06,2.5164309565243544e-08,1.1396483684512411e-08,1.9765277663221765e-09,1.4489272089574595e-08,8.217699767356282e-17,3.2220818938294573e-07,1.5860737813367006e-11,1.9918788146313638e-10,3.3578386353166917e-12,1.2026076686079692e-09,4.7179863281335504e-20,7.631138218271687e-18,9.628366869611714e-17,1.1288496768316701e-17,1.5510685058889585e-16,9.774672657991146e-14,6.482196052543896e-20,8.325209437237711e-21,7.67536168699238e-26,1.6333627728846873e-24,1.7417507020438158e-23,7.310812803117192e-18,2.9695220033240452e-24,2.0761104090032727e-24,4.882513192084067e-19,5.8627518166001005e-22,5.68486087801959e-10,2.5988288437552246e-25,1.2152638426895635e-19
5.0105736385381196e-05,0.11224537272571021,0.0,0.0,0.0,0.0,0.32993351852929126,0.6699448976824924,3.780200969009203e-05,2.9556104159053124e-05,2.9429802909408935e-07,3.111239129739236e-08,9.316184595248695e-16,1.5589659572294465e-07,2.044924812290999e-05,2.911574651209806e-05,3.7860350763455645e-06,2.5667791918212985e-08,1.1625459152289523e-08,2.062884183713175e-09,1.5124724496431276e-08,8.578101384821534e-17,3.4317324671564743e-07,1.6489760265182365e-11,2.0416472518366189e-10,3.639747854932111e-12,1.331202647167234e-09,5.131477707877113e-20,7.967886163197661e-18,1.0870822937878953e-16,1.2760733572181737e-17,1.751529544805082e-16,1.1269163753397016e-13,7.473286582540872e-20,9.78979717281349e-21,9.023833891925534e-26,1.9204078023010935e-24,2.0478436838384978e-23,8.769059285045131e-18,3.561824895014506e-24,2.5388453910509342e-24,5.4271184093651945e-19,6.516694539300275e-22,5.932922694041457e-10,2.8887073738968145e-25,1.4039225618475669e-19
5.108605816894649e-05,0.11224536364601334,0.0,0.0,0.0,0.0,0.32993143858128005,0.669943267788252,3.853644358298164e-05,3.0128916509912394e-05,3.00015132975655e-07,3.1712649906468844e-08,9.49716371268035e-16,1.5912552300472574e-07,2.1294330973123403e-05,3.0323413548198345e-05,4.021931002734177e-06,2.6168420739299774e-08,1.1854500376137623e-08,2.1511234510285587e-09,1.5774094334860807e-08,8.946396378404646e-17,3.650479646717987e-07,1.7128340363956627e-11,2.091491779779735e-10,3.938237514645945e-12,1.4704660801614252e-09,5.571521555414362e-20,8.312186391982363e-18,1.224141392856333e-16,1.4387692953645302e-17,1.9727756600122844e-16,1.2954547517940484e-13,8.590969998796417e-20,1.1472605567360599e-20,1.0574455571438697e-25,2.2504939429431316e-24,2.3998339316532277e-23,1.0480267667541306e-17,4.256872262862006e-24,3.0924068805274703e-24,6.018304041728435e-19,7.226569344911802e-22,6.184959091606279e-10,3.203379390840328e-25,1.6166854924939878e-19
5.206637995251179e-05,0.11224535389690536,0.0,0.0,0.0,0.0,0.32992932884350107,0.6699416165539603,3.9264923962507e-05,3.070149791745722e-05,3.056858529457912e-07,3.231267955176755e-08,9.676674558138537e-16,1.623437915151975e-07,2.2156019947968972e-05,3.1555820591740126e-05,4.266934665399525e-06,2.6666085947119845e-08,1.2083603309214953e-08,2.241237376695443e-09,1.6437321826766847e-08,9.322550844508359e-17,3.87852008584985e-07,1.77762245680939e-11,2.1413957428088249e-10,4.253805223996021e-12,1.6210167139619923e-09,6.039179139958699e-20,8.664018879384452e-18,1.374987417638374e-16,1.6181579333038828e-17,2.2164087606123883e-16,1.485037059188062e-13,9.848208904650984e-20,1.34001996110972e-20,1.2352337614254936e-25,2.628968427035825e-24,2.8034235134160066e-23,1.2481848398963929e-17,5.06985852216425e-24,3.752251627635497e-24,6.658773088103261e-19,7.995621892063159e-22,6.440812081261248e-10,3.5442836273305357e-25,1.8559450608697917e-19
5.3046701736077084e-05,0.11224534346798286,0.0,0.0,0.0,0.0,0.329927189433483,0.6699399440793019,3.998724966089667e-05,3.127383426587185e-05,3.1130862279074827e-07,3.291246330124056e-08,9.854667552368058e-16,1.6555070560691582e-07,2.3034191898795828e-05,3.281288464461923e-05,4.521139860702521e-06,2.7160683612711936e-08,1.2312763651256035e-08,2.3332171221169983e-09,1.7114342377728268e-08,9.706528147920549e-17,4.1160495571002916e-07,1.8433157375337544e-11,2.1913429327773655e-10,4.586940262027385e-12,1.7834914299477317e-09,6.535524010491828e-20,9.023361286469075e-18,1.5406376797363142e-16,1.8155205637957576e-17,2.4841063902070143e-16,1.6977664458297443e-13,1.1258950596023082e-19,1.5601620071126962e-20,1.4385051359672932e-25,3.0617023751219815e-24,3.26487314995208e-23,1.481578846745108e-17,6.0178367957221904e-24,4.536066371151815e-24,7.351297128357088e-19,8.827180188017616e-22,6.700321686627562e-10,3.912895319879066e-25,2.1242560657655587e-19
5.402702351964238e-05,0.11224533234959296,0.0,0.0,0.0,0.0,0.32992502047451333,0.6699382504694451,4.0703232265645e-05,3.184591094087743e-05,3.168819756277588e-07,3.351198377756933e-08,1.0031096260451866e-15,1.687456032518661e-07,2.392871885785352e-05,3.409451752310137e-05,4.784633520139334e-06,2.765211598272965e-08,1.2541976865946053e-08,2.427053228515548e-09,1.780508677460547e-08,1.0098289033888119e-16,4.363262885424523e-07,1.9098881874421806e-11,2.2413176073843035e-10,4.938122791997451e-12,1.9585449225743467e-09,7.061641298432691e-20,9.390189060375228e-18,1.722153384077017e-16,2.0322000221822652e-17,2.777622176541725e-16,1.9359014100918171e-13,1.2838172592738575e-19,1.8108535325077952e-20,1.6702800686834677e-25,3.555127414890977e-24,3.7910412637928175e-23,1.7529091378546217e-17,7.11989759425176e-24,5.4640311682087584e-24,8.098713805066981e-19,9.72465156477539e-22,6.963326429451756e-10,4.3107248683801245e-25,2.4243402357258005e-19
5.5007345303207675e-05,0.11224532053282989,0.0,0.0,0.0,0.0,0.32992282209533397,0.6699365358347357,4.141269610074364e-05,3.241771287511307e-05,3.2240454375799527e-07,3.411122320740588e-08,1.0205917387157313e-15,1.7192785630661228e-07,2.483946831490776e-05,3.5400626115727434e-05,5.057495737055765e-06,2.8140291484183772e-08,1.2771238198190255e-08,2.5227356443206343e-09,1.8509481387300476e-08,1.0497791742546788e-16,4.620353884207705e-07,1.9773140283373964e-11,2.291304506610354e-10,5.307823130734456e-12,2.1468493495243125e-09,7.618627034818264e-20,9.764475536154464e-18,1.9206395469983227e-16,2.2696012757711882e-17,3.098786135381537e-16,2.201862699656803e-13,1.4601928391771095e-19,2.0955396141606498e-20,1.9338600430348361e-25,4.116273642833139e-24,4.389424459918437e-23,2.0674247032690048e-17,8.397359637992287e-24,6.559106623273582e-24,8.903924214131186e-19,1.0691519545705488e-21,7.229663805092813e-10,4.739316447204151e-25,2.759090496534211e-19
5.598766708677297e-05,0.11224530800952988,0.0,0.0,0.0,0.0,0.3299205944298358,0.6699348002903895,4.211547817242399e-05,3.298922459287561e-05,3.278750582431802e-07,3.471016346966923e-08,1.0379090763534604e-15,1.750968706715299e-07,2.5766303494303863e-05,3.6731112642846356e-05,5.339799811520579e-06,2.8625124711384836e-08,1.3000542691232223e-08,2.6202537530049555e-09,1.9227448373951988e-08,1.0904992125298985e-16,4.887515294169984e-07,2.0455674472773525e-11,2.341288867252265e-10,5.6965010747410965e-12,2.34909395598795e-09,8.207587484179345e-20,1.0146192040314707e-17,2.1372448198834704e-16,2.529191911564714e-17,3.4495048313493474e-16,2.4982402311071887e-13,1.6567393355404002e-19,2.4179593088748196e-20,2.2328461005281095e-25,4.752808903627246e-24,5.0681994116769725e-23,2.430973252235114e-17,9.87397323342393e-24,7.847346459745685e-24,9.769890222141234e-19,1.1731340624225188e-21,7.499170746356978e-10,5.200246577308123e-25,3.1315749341270704e-19
5.696798887033827e-05,0.11224529477226382,0.0,0.0,0.0,0.0,0.3299183376167522,0.6699330439561867,4.281142808093474e-05,3.356043025411213e-05,3.3329234821772567e-07,3.530878614278982e-08,1.0550579325143387e-15,1.782520863474804e-07,2.6709083631682974e-05,3.808587491697865e-05,5.631612312524977e-06,2.9106536395803473e-08,1.3229885203577467e-08,2.7195964012722965e-09,1.9958905888854888e-08,1.1319843762736968e-16,5.164938725197226e-07,2.1146226472420902e-11,2.391256435566706e-10,6.104605284667788e-12,2.565984675195058e-09,8.829638497101419e-20,1.05353079957073e-17,2.3731612215808445e-16,2.812502523788393e-17,3.831761399336423e-16,2.8278000170312357e-13,1.8752910649233817e-19,2.7821616246528316e-20,2.5711579109328517e-25,5.473079358967741e-24,5.836266121708586e-23,2.850054484202387e-17,1.1576136608210945e-23,9.35823690779507e-24,1.0699631728353368e-18,1.2847740975946934e-21,7.771684073754405e-10,5.695122668857598e-25,3.5450404407870904e-19
5.794831065390356e-05,0.11224528081432845,0.0,0.0,0.0,0.0,0.3299160517993548,0.6699312669561659,4.350040789999245e-05,3.413131369756643e-05,3.3865533994915523e-07,3.59070725508035e-08,1.0720349082311178e-15,1.8139297739367663e-07,2.7667664249586946e-05,3.9464806603241264e-05,5.932993156620246e-06,2.9584453359624647e-08,1.3459260425681195e-08,2.820751927503315e-09,2.0703768292406193e-08,1.174229808371527e-16,5.452814601131046e-07,2.1844538960015603e-11,2.4411934780446835e-10,6.532572729321146e-12,2.798243707367869e-09,9.485904883266759e-20,1.093179102740188e-17,2.6296237833795793e-16,3.121127003276528e-17,4.247615430909832e-16,3.1934910881800643e-13,2.1178037147355997e-19,3.192521689854193e-20,2.9530534355984105e-25,6.286151314601432e-24,6.70329252457259e-23,3.3318766475178125e-17,1.353312559563558e-23,1.1125064409589108e-23,1.1696223888858112e-18,1.404441312542401e-21,8.047040930422495e-10,6.225581543727868e-25,4.002916035235343e-19
5.892863243746886e-05,0.11224526612973566,0.0,0.0,0.0,0.0,0.32991373712514854,0.6699294694183225,4.4182292025639976e-05,3.47018584829878e-05,3.439630556603257e-07,3.6505003808204996e-08,1.0888369082851536e-15,1.8451905179083915e-07,2.864189743122101e-05,4.0867797479094175e-05,6.243995702058775e-06,3.0058808453823514e-08,1.3688662896361543e-08,2.923708190367196e-09,2.1461946362394655e-08,1.2172304485185148e-16,5.751332107541979e-07,2.2550355730595657e-11,2.4910867903461384e-10,6.980828189924169e-12,3.046609079300735e-09,1.0177519806571904e-19,1.1335607069201672e-17,2.90791011079294e-16,3.456722731330044e-17,4.69920273088883e-16,3.5984523986475665e-13,2.386358922496484e-19,3.6537570878326456e-20,3.3831491679855145e-25,7.201854271688373e-24,7.679760394943277e-23,3.884416479073098e-17,1.577733704697314e-23,1.318531316784111e-23,1.2762794320161522e-18,1.5325112588163903e-21,8.325079200137503e-10,6.793287947046509e-25,4.508815850029093e-19
5.9908954221034155e-05,0.11224525071320035,0.0,0.0,0.0,0.0,0.32991139374557044,0.6699276514743078,4.4856966996329234e-05,3.5272047932317956e-05,3.492146121275924e-07,3.710256086348026e-08,1.1054611367689668e-15,1.8762985121404965e-07,2.963163209167929e-05,4.2294733692701475e-05,6.564666857465379e-06,3.052954048163347e-08,1.3918087018902313e-08,3.028452597509684e-09,2.2233347505969178e-08,1.2609810452414105e-16,6.060679142500103e-07,2.3263422145642763e-11,2.540923704432506e-10,7.449783824912485e-12,3.3118341867904577e-09,1.0905624203716054e-19,1.174672047046098e-17,3.209339866827767e-16,3.821010681180007e-17,5.1887349499365465e-16,4.046019702545131e-13,2.683168836191793e-19,4.170944325017447e-20,3.866440934396844e-25,8.230825166241384e-24,8.77701252272382e-23,4.516482614797125e-17,1.83445463365813e-23,1.5581094085619562e-23,1.3902520298865321e-18,1.6693654507946212e-21,8.60563790701707e-10,7.399933056659502e-25,5.06654178245041e-19
