Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211)
9.873918550716263e-09,0.11224537202026613,0.0,0.0,0.0,0.0,0.3299999940460067,0.6699999942259522,5.909123439233457e-09,5.729026958471533e-09,4.427630010157199e-11,2.2477641413248648e-10,1.4015908410741645e-19,5.389500641586095e-13,5.731340171474384e-13,1.3432212839732108e-14,1.9047191344245607e-17,1.4528509102155886e-13,9.860090949103624e-14,1.7287720153696542e-18,1.7188202636771134e-19,9.748402506403949e-28,4.770182295937413e-22,5.63306794663734e-17,2.0337517375283865e-14,1.211872607422672e-25,9.083214432605206e-27,2.854148348379408e-34,8.994215044757026e-29,6.167093728147088e-38,1.5278923357044032e-40,1.4994189205762986e-36,1.9955213082211165e-37,1.3182480034850415e-43,1.7227150989468882e-48,3.0972066316426386e-53,6.354777304533759e-52,6.776469017075404e-51,6.231193533668028e-49,2.528161134909427e-55,3.1789984990265944e-52,5.245272760425393e-44,6.3468739825721e-47,4.386369647681938e-20,2.791915761357283e-50,9.537835158774909e-47
9.999999999999999e-09,0.11224537202008358,0.0,0.0,0.0,0.0,0.3299999939699775,0.6699999941494428,5.984549572580853e-09,5.8049293084190496e-09,4.4863567562784736e-11,2.2489831291976006e-10,1.4201811209800869e-19,5.53249762187149e-13,5.886547699536225e-13,1.3970433150589625e-14,1.9785948785195978e-17,1.4909944802285113e-13,1.0116282435155719e-13,1.796994984908604e-18,1.8104255705813324e-19,1.0267948272151564e-27,5.091492315592488e-22,5.711166676901805e-17,2.0642192246234043e-14,1.2738112533033112e-25,9.670735225250487e-27,3.0062621250905514e-34,9.473567567152846e-29,6.691285620187819e-38,1.6808826796243985e-40,1.6146993931709763e-36,2.176907036500681e-37,1.43814336122471e-43,1.9124792362188278e-48,3.423500551184543e-53,7.025314683481064e-52,7.491502112176412e-51,6.975936686102986e-49,2.8303716153848985e-55,3.449455532657937e-52,5.757287361329651e-44,6.965735282474483e-47,4.5072514849914845e-20,3.064447183221944e-50,1.0460712847109419e-46
1.0312455843227456e-08,0.11224537202008358,0.0,0.0,0.0,0.0,0.32999999378156114,0.6699999939598227,6.171470428945998e-09,5.993043865207409e-09,4.6318932190683864e-11,2.2518745561881313e-10,1.4662515021688224e-19,5.894893578769986e-13,6.280171181307775e-13,1.536578101658193e-14,2.169852416042159e-17,1.5876094310317123e-13,1.0765053338245211e-13,1.9735333163729896e-18,2.053029281351379e-19,1.1643891855694585e-27,5.962464212750302e-22,5.904782007633784e-17,2.139726108957578e-14,1.4374060298923699e-25,1.1257653977183583e-26,3.4091141057635e-34,1.0743065288614773e-28,8.153150616049185e-38,2.1179461843268417e-40,1.9322050240393114e-36,2.687949103770314e-37,1.7759652335167346e-43,2.4633828187447044e-48,4.364173137314451e-53,8.958856712611747e-52,9.553350711145544e-51,9.171607460562854e-49,3.721379858687512e-55,4.203970739318733e-52,7.215365902232183e-44,8.727825748793261e-47,4.814836029954635e-20,3.8405426648307176e-50,1.308313841129234e-46
1.0750993135738649e-08,0.11224537201989745,0.0,0.0,0.0,0.0,0.3299999935171149,0.6699999936936587,6.43381556224643e-09,6.257092011372828e-09,4.8361549547771517e-11,2.2556705142710684e-10,1.5309116969129827e-19,6.422784148422857e-13,6.854229619155634e-13,1.7476460769284784e-14,2.458513015468106e-17,1.728216313286813e-13,1.1708875809796546e-13,2.239706638412559e-18,2.433152147945751e-19,1.3799784860808704e-27,7.380785635497769e-22,6.176694095285991e-17,2.2457053788173126e-14,1.692631058896537e-25,1.38270679783413e-26,4.040321835616736e-34,1.273217459078364e-28,1.064802689138861e-37,2.8941070575251857e-40,2.4630868169798304e-36,3.5751481860073285e-37,2.3625129833844925e-43,3.4680678416565477e-48,6.0603914330418875e-53,1.2446716861211066e-51,1.3272659402900906e-50,1.3280243824656683e-48,5.388744863676493e-55,5.492562443602593e-52,9.791906465795113e-44,1.1840848657601492e-46,5.266006360398305e-20,5.211965010185964e-50,1.769935772681594e-46
1.1189530428249841e-08,0.11224537201970872,0.0,0.0,0.0,0.0,0.329999993252668,0.6699999934274679,6.696158848547009e-09,6.521164144311197e-09,5.040415241857911e-11,2.2592245416193848e-10,1.5955714330858345e-19,6.973146635428535e-13,7.453515481574004e-13,1.9771960147536355e-14,2.7717008895418668e-17,1.8746526308130524e-13,1.269140196095737e-13,2.5280707495574522e-18,2.8630652306323153e-19,1.623806662321579e-27,9.055450544191276e-22,6.448804149431376e-17,2.3516879155884075e-14,1.9799617025058399e-25,1.6842257366635345e-26,4.754208480833565e-34,1.4981827370902626e-28,1.3751315036788368e-37,3.903034287454102e-40,3.1087047024580936e-36,4.700189910556961e-37,3.1063977902787318e-43,4.8131805318331436e-48,8.303768801209559e-53,1.7061532350727018e-51,1.8193706383273816e-50,1.8942033907753906e-48,7.686514415141169e-55,7.096955550674854e-52,1.3124279067913415e-43,1.5866073199949046e-46,5.740245566622727e-20,6.985696159945473e-50,2.36418831985845e-46
1.1628067720761034e-08,0.1122453720195179,0.0,0.0,0.0,0.0,0.3299999929882204,0.669999993161255,6.958500297260367e-09,6.785254670702045e-09,5.244674102307542e-11,2.2625925710181348e-10,1.6602307176506293e-19,7.545955172939568e-13,8.078028715773943e-13,2.2259978358897865e-14,3.1104159747810277e-17,2.0268994703078656e-13,1.3712475018538437e-13,2.8393909982388613e-18,3.346776582924816e-19,1.898146911353088e-27,1.1019260240526875e-21,6.721112194383775e-17,2.4576725929577712e-14,2.3018934565106015e-25,2.0358060109894418e-26,5.557429667572868e-34,1.7512997145448357e-28,1.7576521375187453e-37,5.2003016257339446e-40,3.887638654953218e-36,6.113278286366946e-37,4.040849679634147e-43,6.592527856611779e-48,1.1237653985566407e-52,2.3099036702226724e-51,2.463184959621993e-50,2.6644801507518972e-48,1.0812721635697052e-54,9.076845221231456e-52,1.7390313577878e-43,2.1017892801468394e-46,6.237921425656419e-20,9.256390109823296e-50,3.12121034250656e-46
1.2066605013272227e-08,0.1122453720193255,0.0,0.0,0.0,0.0,0.3299999927237722,0.6699999928950253,7.220839917984849e-09,7.049359282418758e-09,5.448931537220998e-11,2.2658176833946603e-10,1.7248895509539735e-19,8.141183755456608e-13,8.72776923544544e-13,2.4948205718686785e-14,3.475658187552017e-17,2.1849379426975509e-13,1.4771938069917733e-13,3.1744195790461672e-18,3.8884231875317333e-19,2.205345553414529e-27,1.3307595865217584e-21,6.993618247468418e-17,2.5636586506941286e-14,2.661001994249048e-25,2.4433484112776941e-26,6.456855128297592e-34,2.0347332099960525e-28,2.225228068099982e-37,6.8516095526973435e-40,4.820536436740244e-36,7.872562497172231e-37,5.204360561173216e-43,8.920289120345737e-48,1.503494092935222e-52,3.091602042770301e-51,3.2967555629186277e-50,3.700091408014556e-48,1.5015966407386265e-54,1.1500154916349788e-51,2.2800247972668175e-43,2.7549732862342972e-46,6.75940455951142e-20,1.213595080862845e-49,4.076323589081147e-46
1.250514230578342e-08,0.11224537201913186,0.0,0.0,0.0,0.0,0.32999999245932327,0.6699999926287815,7.483177720332752e-09,7.313474673435271e-09,5.6531875441557264e-11,2.2689329387351933e-10,1.7895479322226515e-19,8.75880624628136e-13,9.402736928626835e-13,2.7844323604436666e-14,3.868427424220291e-17,2.348749191139657e-13,1.586963423712519e-13,3.5338957938422886e-18,4.492268254818692e-19,2.5478204997249984e-27,1.5958499167537854e-21,7.26632227300365e-17,2.669645597942198e-14,3.059941878179524e-25,2.913183795685233e-26,7.459564217263266e-34,2.3507140952263346e-28,2.792361518750228e-37,8.934098867637927e-40,5.9302437228004027e-36,1.004500220043663e-36,6.6412576184904455e-43,1.1934339094781753e-47,1.9902626115964036e-52,4.0939765023743207e-51,4.365645973337937e-50,5.0772350766251044e-48,2.0605595010992457e-54,1.444378629764403e-51,2.9601059236564873e-43,3.575926245554889e-46,7.305068430630453e-20,1.5755837378189124e-49,5.2706615176909855e-46
1.2943679598294612e-08,0.11224537201893739,0.0,0.0,0.0,0.0,0.3299999921948737,0.6699999923625267,7.745513713779809e-09,7.577598308522873e-09,5.857442132337565e-11,2.271963689105105e-10,1.8542058643771569e-19,9.398796383705464e-13,1.0102931665684704e-12,3.095600441254891e-14,4.289723561278398e-17,2.518314397506802e-13,1.7005406818586266e-13,3.918546307735664e-18,5.162698574367137e-19,2.928059750399842e-27,1.9012751614681268e-21,7.53922423225445e-17,2.7756331175593048e-14,3.501445292198805e-25,3.452085958024111e-26,8.572841514285134e-34,2.701537909353264e-28,3.4753235614604325e-37,1.1537766620583052e-39,7.241935887064484e-36,1.2707285200044292e-36,8.402311425285701e-43,1.5799936184792476e-47,2.608684324161662e-52,5.367846824024863e-51,5.724048289882492e-50,6.889951929754466e-48,2.7963402361815554e-54,1.7994404687128467e-51,3.808118874486869e-43,4.599407938437133e-46,7.875289337203211e-20,2.0269579306426684e-49,6.751844594634099e-46
1.3382216890805805e-08,0.11224537201874214,0.0,0.0,0.0,0.0,0.3299999919304233,0.6699999920962619,8.007847907736424e-09,7.841728237639502e-09,6.061695315643248e-11,2.2749294347464332e-10,1.9188633518102542e-19,1.0061127787853136e-12,1.0828353307323754e-12,3.4290911516410814e-14,4.740546455484396e-17,2.693614787886471e-13,1.8179099402334461e-13,4.3290854001140544e-18,5.904221918819932e-19,3.348619922021866e-27,2.2513951863910722e-21,7.81232412668447e-17,2.881620993249902e-14,3.988320794489651e-25,4.0672842918170885e-26,9.804172515442464e-34,3.0895635002973063e-28,4.292288425553839e-37,1.4766988825813522e-39,8.783251325718379e-36,1.5946798347045203e-36,1.0545379355214566e-42,2.071380334927904e-47,3.387840839902053e-52,6.973272850709923e-51,7.436007837168094e-50,9.253421479075751e-48,3.755701648050636e-54,2.2249262308280677e-51,4.857567474364327e-43,5.865788469493522e-46,8.47044640835505e-20,2.585550832655892e-49,8.574703978799173e-46
1.3820754183316997e-08,0.11224537201854638,0.0,0.0,0.0,0.0,0.3299999916659722,0.6699999918299896,8.270180311656184e-09,8.105862957537986e-09,6.265947101819347e-11,2.2778452079866117e-10,1.983520396974165e-19,1.074577396654176e-12,1.1579001709249525e-12,3.7856699226499375e-14,5.2218959440147126e-17,2.874631636727758e-13,1.9390555949737998e-13,4.7662152110368395e-18,6.721464499843774e-19,3.8121248047710036e-27,2.6508591599398537e-21,8.085621973953381e-17,2.9876090741500995e-14,4.523452090937959e-25,4.76647625006592e-26,1.1161239410440285e-33,3.5172116935215694e-28,5.263472048935861e-37,1.8742154772758815e-39,1.0584426233808206e-35,1.9862652922000534e-36,1.313608511694736e-42,2.690862982944027e-47,4.361890119888063e-52,8.980814261811068e-51,9.576766530317217e-50,1.2307715000624217e-47,4.9955139709829254e-54,2.7317060022726847e-51,6.147170924058235e-43,7.421716783029704e-46,9.090921599233255e-20,3.2719716198787013e-49,1.0802055918375135e-45
1.425929147582819e-08,0.11224537201835025,0.0,0.0,0.0,0.0,0.3299999914015204,0.6699999915637104,8.532510935017774e-09,8.370001311274492e-09,6.47019749435398e-11,2.2807225781463512e-10,2.0481770009730677e-19,1.1452708318990538e-12,1.2354876723399084e-12,4.16610127525459e-14,5.73477184460904e-17,3.0613462696279395e-13,2.0639620855562173e-13,5.23062598297136e-18,7.619168475464429e-19,4.321263948690465e-27,3.1046129758754897e-21,8.359117772085827e-17,3.093597260597743e-14,5.109796828878934e-25,5.557839603160101e-26,1.2651916945395555e-33,3.9869639876542544e-28,6.411274791755729e-37,2.3601415942963117e-39,1.2678430712958582e-35,2.4566765233361914e-36,1.6248534901904202e-42,3.4658016078144836e-47,5.570730964911666e-52,1.1472907284323272e-50,1.2234230942844164e-49,1.6222049468326129e-47,6.584482445265014e-54,3.3318847027680817e-51,7.721464355434502e-43,9.320843094439263e-46,9.737099686004332e-20,4.10992513006691e-49,1.3505528775144208e-45
1.4697828768339383e-08,0.1122453720181538,0.0,0.0,0.0,0.0,0.3299999911370679,0.6699999912974252,8.794839787255384e-09,8.634142410961525e-09,6.674446499486745e-11,2.2835704240036533e-10,2.112833165782141e-19,1.2181904138429002e-12,1.3155978198522876e-12,4.571148816704106e-14,6.280173955703887e-17,3.2537400653309534e-13,2.1926138993524106e-13,5.7229962977237815e-18,8.602189507467678e-19,4.878791278348033e-27,3.617906519387314e-21,8.632811506393124e-17,3.19958549100897e-14,5.750385410689655e-25,6.450044499737449e-26,1.4284268368879666e-33,4.50136127630981e-28,7.760428170639004e-37,2.950255154235463e-39,1.5101106058740383e-35,3.0184992689780955e-36,1.996607031621144e-42,4.428188258323199e-47,7.060726862782808e-52,1.4545364663926535e-50,1.5510571813754656e-49,2.1199587084460629e-47,8.605096496978843e-54,4.03889586164424e-51,9.631446322795105e-43,1.1624597718004926e-45,1.0409368260765674e-19,5.1265565047203264e-49,1.6766444239770696e-45
1.5574903353361768e-08,0.11224537201776028,0.0,0.0,0.0,0.0,0.3299999906081606,0.6699999907648397,9.319492215968806e-09,9.162430309713801e-09,7.082940376877846e-11,2.289202927239095e-10,2.2421441871157445e-19,1.370697283764473e-12,1.4833859920291611e-12,5.45814230531404e-14,7.472555907500118e-17,3.655490934805434e-13,2.461091704693275e-13,6.794272955700255e-18,1.0844158716450444e-18,6.1503400177396224e-27,4.8456744288075096e-21,9.180792785962359e-17,3.411561942021523e-14,7.206772557641815e-25,8.574191933223173e-26,1.800716483804898e-33,5.674543961084667e-28,1.1174284188516182e-36,4.517197279996043e-39,2.1091023742053262e-35,4.4744282497508615e-36,2.9600815798999194e-42,7.070119728488566e-47,1.1106785230980779e-51,2.2891513658046206e-50,2.441055839202449e-49,3.5361278243815576e-47,1.4354204838066063e-53,5.834387905703865e-51,1.4699037946951976e-42,1.7735722876042158e-45,1.1833741291175674e-19,7.823897491739928e-49,2.53401679659871e-45
1.6451977938384154e-08,0.11224537201736626,0.0,0.0,0.0,0.0,0.32999999007925024,0.6699999902322371,9.844137672680401e-09,9.690722875457111e-09,7.491428810121683e-11,2.2947805005664514e-10,2.37145348507407e-19,1.5320764390142565e-12,1.6612645647264898e-12,6.45274083810196e-14,8.807039806237892e-17,4.0797363927604276e-13,2.7443659861525356e-13,7.985249327652732e-18,1.3488397783019363e-18,7.650039028419717e-27,6.382508202031296e-21,9.729565846988873e-17,3.623538260697731e-14,8.91826800678257e-25,1.1218573320824271e-25,2.239805596982271e-33,7.058227850759091e-28,1.575533657115328e-36,6.748373446167273e-39,2.890361275423945e-35,6.487298700807968e-36,4.29227696800128e-42,1.0988961580220256e-46,1.7031809761695206e-51,3.511866487107037e-50,3.7449084723943325e-49,5.731967950293766e-47,2.3268878734336376e-53,8.256032070992883e-51,2.1914924834711063e-42,2.6435483601595985e-45,1.336719754845913e-19,1.1664717536045228e-48,3.74047885607227e-45
1.732905252340654e-08,0.1122453720169721,0.0,0.0,0.0,0.0,0.32999998955033677,0.6699999896996196,1.0368776232229766e-08,1.0219017829377747e-08,7.899911854202994e-11,2.3003259317492864e-10,2.500761077062839e-19,1.7023061577196926e-12,1.8492334159934294e-12,7.561020024011861e-14,1.0291623358976175e-16,4.526329509866781e-13,3.0423146433845313e-13,9.300957383853197e-18,1.657760000378103e-18,9.4021021308437e-27,8.282057326542022e-21,1.0279130770513712e-16,3.835514368663432e-14,1.0911617543064828e-24,1.4471462016231968e-25,2.7527838652228484e-33,8.674753701974687e-28,2.1801210913946774e-36,9.862491925568163e-39,3.894318429405675e-35,9.220864833984575e-36,6.10165086930053e-42,1.6674314788714603e-46,2.5528234459590646e-51,5.265895802140399e-50,5.6153325263026224e-49,9.056021910760307e-47,3.6764419255332867e-53,1.1469601345839693e-50,3.199756637798828e-42,3.858896502307111e-45,1.501293860977675e-19,1.703143300543128e-48,5.406298333766561e-45
1.8206127108428924e-08,0.11224537201657774,0.0,0.0,0.0,0.0,0.32999998902141997,0.6699999891669883,1.0893407969301746e-08,1.0747313820203264e-08,8.308389554322934e-11,2.3058527332200886e-10,2.6300669773907137e-19,1.881364568357109e-12,2.0472924248834395e-12,8.789040527274178e-14,1.1934303977572916e-16,4.995124290532798e-13,3.35481652784759e-13,1.0746263704748299e-17,2.0156056434640445e-18,1.1431649326859898e-26,1.0603482083689616e-20,1.0829487578093519e-16,4.047490240895525e-14,1.321462361923636e-24,1.8430102920851099e-25,3.3470063557890855e-33,1.0547298357282801e-27,2.9662231187519525e-36,1.4131849008401062e-38,5.167346385406277e-35,1.2874026694370447e-35,8.519948076839665e-42,2.476016149713259e-46,3.748478377800695e-51,7.735107117648234e-50,8.248397013182322e-49,1.3980723539400131e-46,5.675926240752001e-53,1.5672510208352363e-50,4.5849102129191206e-42,5.528226083303507e-45,1.6774210599526608e-19,2.4404228215179242e-48,7.667748949168942e-45
1.908320169345131e-08,0.11224537201618337,0.0,0.0,0.0,0.0,0.32999998849249995,0.6699999886343441,1.1418032958186318e-08,1.1275610085024253e-08,8.716861970106679e-11,2.3113685338321148e-10,2.7593712049323802e-19,2.069229653769099e-12,2.255441471297723e-12,1.0142847966554737e-13,1.374307878310099e-16,5.485975676398287e-13,3.6817514556440914e-13,1.2325875990019488e-17,2.4269588836982316e-18,1.376466876962442e-26,1.3411651331650357e-20,1.138063628188628e-16,4.259465895710076e-14,1.585611186410284e-24,2.320105403301204e-25,4.030082389607124e-33,1.2699839656794551e-27,3.974701363681059e-36,1.989140288037859e-38,6.762215685508922e-35,1.768584410038741e-35,1.170552400251807e-41,3.605590142486722e-46,5.402647835461813e-51,1.1152328990734556e-49,1.1892380663795807e-48,2.1136469285594263e-46,8.58133649966855e-53,2.1097791038761054e-50,6.458951247082912e-42,7.786355707150596e-45,1.8654304015083617e-19,3.437923822228178e-48,1.069144457089583e-44
1.9960276278473695e-08,0.1122453720157891,0.0,0.0,0.0,0.0,0.3299999879635766,0.6699999881016877,1.194265127285903e-08,1.1803906195846246e-08,9.125329167673015e-11,2.3168776133202497e-10,2.88867378061812e-19,2.2658792551835305e-12,2.4736804363299404e-12,1.1628472816508253e-13,1.5725944610273354e-16,5.998739547853572e-13,4.0230002150745304e-13,1.404434931798291e-17,2.8965485196939905e-18,1.6427980192862237e-26,1.677733224720712e-20,1.193257695117599e-16,4.471441367997915e-14,1.8865898647244112e-24,2.890051751699377e-25,4.809864844595996e-33,1.5157122696291304e-27,5.252826550627841e-36,2.754870761957598e-38,8.738552974534757e-35,2.394091201002898e-35,1.5846907855439144e-41,5.1581696744458505e-46,7.65610426000637e-51,1.580896665576177e-49,1.6858025953703585e-48,3.135240185429944e-46,1.2729385530068454e-52,2.8018340209409957e-50,8.959503336470995e-42,1.0798931814306941e-44,2.0656553551066625e-19,4.768899595042797e-48,1.46791234172975e-44
2.083735086349608e-08,0.11224537201539492,0.0,0.0,0.0,0.0,0.3299999874346497,0.669999987569019,1.2467262987136348e-08,1.233220189037784e-08,9.53379120415106e-11,2.3223825944069288e-10,3.0179747225324735e-19,2.4712910760268303e-12,2.7020092026524742e-12,1.3251930311772804e-13,1.7890898011923442e-16,6.533272723197914e-13,4.3784445689991337e-13,1.5906092164193847e-17,3.4292437730204554e-18,1.9449199749821657e-26,2.0777372300015943e-20,1.2485309669469046e-16,4.6834166862589185e-14,2.227475967125287e-24,3.5654660580739617e-25,5.694439872657269e-33,1.794462738598591e-27,6.854878976371696e-36,3.7594757730325656e-38,1.1163299883131706e-34,3.1975098793738045e-35,2.1166606483855282e-41,7.260851084529016e-46,1.0683031948525001e-50,2.206569210589831e-49,2.3529938565316994e-48,4.570477205578976e-46,1.855714685542663e-52,3.675145060132759e-50,1.2254116043917395e-41,1.4767599373270124e-44,2.2784337922128105e-19,6.522532209465187e-48,1.9872914597001678e-44
2.1714425448518466e-08,0.11224537201500083,0.0,0.0,0.0,0.0,0.32999998690571936,0.6699999870363385,1.2991868174632734e-08,1.2860496997325155e-08,9.942248131994084e-11,2.3278851898508517e-10,3.147274047279813e-19,2.6854426852642922e-12,2.9404276544729562e-12,1.501922035355158e-13,2.0245935263449744e-16,7.089432954650836e-13,4.747967251365498e-13,1.791537218035553e-17,4.030048336496373e-18,2.2856706257718254e-26,2.5494873482519117e-20,1.3038834484694832e-16,4.895391872046384e-14,2.611439959429007e-24,4.359992613630258e-25,6.692117029072757e-33,2.108853730605411e-27,8.842769785305693e-36,5.061579781222316e-38,1.4111172117456494e-34,4.218165764732995e-35,2.7925155669065207e-41,1.007032204683733e-45,1.4696839010718807e-50,3.0364493560126064e-49,3.2379436440760546e-48,6.55739133426917e-46,2.6625196969963842e-52,4.766363465600016e-50,1.6545051492987537e-41,1.9935756397481005e-44,2.504107968438136e-19,8.80648028582575e-48,2.656112959290348e-44
2.259150003354085e-08,0.11224537201460684,0.0,0.0,0.0,0.0,0.32999998637678546,0.6699999865036458,1.3516466908660664e-08,1.3388791412373705e-08,1.0350700008969784e-10,2.3333864426245915e-10,3.2765717731468237e-19,2.9083115208019746e-12,3.188935677312201e-12,1.6936327410153392e-13,2.279905236758519e-16,7.667078922209447e-13,5.131451959884929e-13,2.0076322250017055e-17,4.704094138211025e-18,2.667960582990353e-26,3.1019374322128863e-20,1.3593151438269563e-16,5.107366951248353e-14,3.041741995098412e-24,5.288336121693531e-25,7.811418930794472e-33,2.4615707074604997e-27,1.1286729709644055e-35,6.730703700210512e-38,1.7665160691525565e-34,5.501833861049861e-35,3.6425834839855203e-41,1.3778279936976142e-45,1.9956878555937387e-50,4.124266385290138e-49,4.3979466424190705e-48,9.271728948450857e-46,3.764728678778029e-52,6.117596410777891e-50,2.2074676007098694e-41,2.6595022610980855e-44,2.743024503886669e-19,1.1749748818009187e-47,3.5085147256687947e-44
2.434564920358562e-08,0.11224537201381928,0.0,0.0,0.0,0.0,0.32999998531890645,0.6699999854382254,1.456564530831341e-08,1.4445377953659358e-08,1.1167588841595352e-10,2.3443870506527514e-10,3.5351625014516263e-19,3.3801099893527224e-12,3.716219984982137e-12,2.1243852659148955e-13,2.853150881232357e-16,8.886267386147478e-13,5.939847016996275e-13,2.4869126784321287e-17,6.293040721066117e-18,3.569143171383604e-26,4.488080438348783e-20,1.4704162017851528e-16,5.5313169104400626e-14,4.05482965012821e-24,7.61079587485643e-25,1.0449990358201513e-32,3.2930402937988564e-27,1.7869727989315424e-35,1.1511722863527632e-37,2.696803890694898e-34,9.078600199419491e-35,6.011386518568176e-41,2.487005483156086e-45,3.552977191388757e-50,7.346042488122314e-49,7.83351520186006e-48,1.783379104415135e-45,7.241641477626202e-52,9.799141409243464e-50,3.8056034580700767e-41,4.583781892203208e-44,3.261992827120017e-19,2.0256190750687399e-47,5.931986771236179e-44
2.6099798373630386e-08,0.11224537201303227,0.0,0.0,0.0,0.0,0.32999998426101224,0.6699999843727577,1.5614798767111008e-08,1.5501961374674274e-08,1.1984458161036895e-10,2.355385812830461e-10,3.793747052748795e-19,3.886503215426199e-12,4.283861240522413e-12,2.6222036609326867e-13,3.515222950700147e-16,1.018972786146331e-12,6.802720368910667e-13,3.031480002658413e-17,8.239756835745663e-18,4.6732373868483943e-26,6.322681478942647e-20,1.5818341895501823e-16,5.955266809156591e-14,5.2946899993982456e-24,1.0675131827780693e-24,1.3682685259158507e-32,4.311725098494842e-27,2.737134167856254e-35,1.894749688298282e-37,3.9937901672567435e-34,1.4467188813546136e-34,9.5804707585656e-41,4.306782826563847e-45,6.075815173131028e-50,1.2567737926261517e-48,1.3401714966418184e-47,3.286369823664619e-45,1.3345290124876612e-51,1.5190338860707142e-49,6.319462423254551e-41,7.609971320593254e-44,3.8382075912793193e-19,3.363677741605726e-47,9.675512101113167e-44
2.7853947543675153e-08,0.11224537201224583,0.0,0.0,0.0,0.0,0.32999998320310225,0.6699999833072431,1.6663927863087957e-08,1.6558541553007448e-08,1.2801308413529578e-10,2.3663839520339447e-10,4.0523255682965656e-19,4.427306471961474e-12,4.891858576377218e-12,3.1918212792441206e-13,4.272517346065152e-16,1.1576361342996155e-12,7.719174261155678e-13,3.644223395884762e-17,1.0589228519239353e-17,6.00575739685735e-26,8.70109888802269e-20,1.693569154693962e-16,6.379216879744534e-14,6.790241959688975e-24,1.4638376729794917e-24,1.7584217554890467e-32,5.5411656526954034e-27,4.0705624332632696e-35,3.0115975984879585e-37,5.75691300999156e-34,2.232957203592027e-34,1.478849208737607e-40,7.173870299737403e-45,1.0014969128247473e-49,2.0723569641422323e-48,2.2098756221429813e-47,5.800328046901381e-45,2.3554833743103008e-51,2.2879109234946663e-49,1.0155576708285006e-40,1.2227445379937586e-43,4.474590973613431e-19,5.405536906689046e-47,1.526945115824549e-43
3.136224588376469e-08,0.1122453720106746,0.0,0.0,0.0,0.0,0.32999998108723255,0.6699999811760726,1.876211525036078e-08,1.8671692047016395e-08,1.4434953498696014e-10,2.3883797030026587e-10,4.569465055938169e-19,5.61139162902091e-12,6.228918175597352e-12,4.565205910763334e-13,6.098353932706284e-16,1.459485225068621e-12,9.709336470261363e-13,5.084628815249808e-17,1.6687197501985525e-17,9.464265144970943e-26,1.5554719755622646e-19,1.9179902041622516e-16,7.227118452058133e-14,1.0672288375336717e-23,2.603063500252671e-24,2.7710627338677703e-32,8.732135354055061e-27,8.386628485324714e-35,7.011886040935947e-37,1.1207778066999066e-33,4.949383055816177e-34,3.2784209106200437e-40,1.829886783506871e-44,2.503694018614407e-49,5.1846086967266244e-48,5.528652077026742e-47,1.6693049457489493e-44,6.779404456832492e-51,4.831560886119408e-49,2.4163423890232197e-40,2.908257296574094e-43,5.940034625977813e-19,1.286153250121619e-46,3.529038095522514e-43
3.4870544223854227e-08,0.1122453720091057,0.0,0.0,0.0,0.0,0.3299999789712925,0.6699999790447144,2.0860212014257723e-08,2.07848292799925e-08,1.606852764063811e-10,2.410375851447664e-10,5.08658208610494e-19,6.930853269284099e-12,7.727392283955747e-12,6.281888961026191e-13,8.381820179616682e-16,1.7933231448957502e-12,1.190344244941583e-12,6.828092433352319e-17,2.4975891291827465e-17,1.4165258706105804e-25,2.6053627536086213e-19,2.1436797278480185e-16,8.075023466572528e-14,1.5954656998162687e-23,4.34514588285295e-24,4.1475261696124643e-32,1.3069477911052348e-26,1.5910461104790611e-34,1.479768307509018e-36,2.0226223244534733e-33,1.0014539775952078e-33,6.634365438559655e-40,4.1754207388390137e-44,5.630487949935325e-49,1.1666223570637107e-47,1.244037804570358e-46,4.222006804657101e-44,1.7147339499414403e-50,9.416576462345605e-49,5.240997259954891e-40,6.306525730196735e-43,7.683057041128288e-19,2.78964011853568e-46,7.429784179873127e-43
3.837884256394376e-08,0.11224537200753922,0.0,0.0,0.0,0.0,0.3299999768552779,0.6699999769131678,2.295822263608224e-08,2.2897953286513407e-08,1.770203433536745e-10,2.4323720431438167e-10,5.603677765478905e-19,8.38415460035631e-12,9.387274746032231e-12,8.378807799098786e-13,1.1174070009999618e-15,2.158320796511808e-12,1.4294823089669965e-12,8.892417566013128e-17,3.5863843447896265e-17,2.0340440952981967e-25,4.140166258061293e-19,2.3706381034723153e-16,8.92293374386471e-14,2.2906792202267487e-23,6.890386745305835e-24,5.955678334345498e-32,1.8766972989669036e-26,2.825699090155208e-34,2.8901115772140548e-36,3.4326618474518535e-33,1.8815337108149606e-33,1.2465912645506476e-39,8.72093345554978e-44,1.1626638434924871e-48,2.410208507526908e-47,2.570146646170429e-46,9.638510653129119e-44,3.9147696649287062e-50,1.721498775962567e-48,1.0550416387117665e-39,1.269305841503048e-42,9.729438893622252e-19,5.615699339642614e-46,1.4534021171681684e-42
