Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434)
6.178370814038653e-08,0.11224537199715487,0.0,0.0,0.0,0.0,0.32999996273650223,0.6699999626881945,3.695276931435232e-08,3.699487242829579e-08,2.859814992192045e-10,2.579109608556709e-10,9.052904089392222e-19,2.138707175445369e-11,2.4590661013762178e-11,3.475006835379361e-12,4.660363979176038e-15,5.333196083147486e-12,3.4841919552847643e-12,3.1898716162363046e-16,2.0774649766316137e-16,1.1782496309148792e-24,3.9735624175716744e-18,3.917238481970539e-16,1.4579851118197228e-13,1.3422373770720204e-22,6.629615224001854e-23,3.450538201576917e-31,1.0871054926472972e-25,4.693638984426992e-33,7.647870374254183e-35,4.494021047327655e-32,4.082998518275572e-32,2.706158340028895e-38,3.1915054755982874e-42,4.0726108520760386e-47,8.463221825080549e-46,9.024830074279129e-45,5.541891276961376e-42,2.2513328948783496e-48,3.485160197101826e-47,3.4791134541657715e-38,4.182683573610489e-41,3.323936525598993e-18,1.8518373579328775e-44
7.203822326455055e-08,0.11224537199264437,0.0,0.0,0.0,0.0,0.3299999565491266,0.6699999564530817,4.3083457069998114e-08,4.317105550401104e-08,3.337148173746846e-10,2.6433986674944135e-10,1.056392896978372e-18,2.881614263015236e-11,3.3514586125578735e-11,5.480333343980971e-12,7.386510637678159e-15,7.093888062296391e-12,4.608395387048197e-12,4.757631362824895e-16,3.605082613248545e-16,2.0446493482547198e-24,8.113143004404042e-18,4.612684655222877e-16,1.705857872175308e-13,2.3471008516369493e-22,1.3603005952306218e-22,5.988646075336465e-31,1.8864849088428572e-25,1.142935328175759e-32,2.1569069259986596e-34,1.0075998377431705e-31,1.0756289229994596e-31,7.129730734293986e-38,9.961339016779916e-42,1.2580704728744925e-46,2.6165268221491304e-45,2.7901561252297654e-44,2.0075075982535907e-41,8.155847528721208e-48,9.244007632100037e-47,1.082383029003801e-37,1.3010440691108333e-40,5.04791659294855e-18,5.761230144141636e-44
8.229273838871456e-08,0.11224537198815962,0.0,0.0,0.0,0.0,0.32999995036073754,0.6699999502163596,4.921378065677586e-08,4.9347125681260184e-08,3.8144527256118944e-10,2.7076866059256904e-10,1.2074863221288215e-18,3.7241695949719686e-11,4.3817125261117614e-11,8.121442959500833e-12,1.1010130523679768e-14,9.056294826626027e-12,5.851234522927458e-12,6.696499676400942e-16,5.776439482468212e-16,3.2761505919242886e-24,1.49749307207374e-17,5.319004630554399e-16,1.9537502285228471e-13,3.7913249541111903e-22,2.525317080907477e-22,9.597389967829864e-31,3.0227236454114874e-25,2.454860630462155e-32,5.2466926706883114e-34,2.012973316524953e-31,2.4713163875753708e-31,1.638197856728582e-37,2.6349572625779884e-41,3.3011486138519236e-46,6.870684357232615e-45,7.326614060803241e-44,6.052538445359975e-41,2.4590947957540116e-47,2.1581428150259846e-46,2.897877064552249e-37,3.482864937744201e-40,7.316521765791372e-18,1.542461057034266e-43
9.254725351287857e-08,0.11224537198370173,0.0,0.0,0.0,0.0,0.3299999441712419,0.6699999439780275,5.5343832156631e-08,5.5523082958132045e-08,4.2917358298024195e-10,2.7719734004915606e-10,1.3585729578976734e-18,4.662224735247006e-11,5.5498224004420774e-11,1.147652532380997e-11,1.5658870663461725e-14,1.1205559517059511e-11,7.201760549957333e-12,9.023412106558315e-16,8.713596378767903e-16,4.941981060574424e-24,2.5604022338336124e-17,6.036207277251645e-16,2.2016659243848412e-13,5.76641773271603e-22,4.344650884740334e-22,1.448077644121819e-30,4.559694378554621e-25,4.7973528632489076e-32,1.142394494224249e-33,3.685832397871861e-31,5.118795536172203e-31,3.3933364930622037e-37,6.172755946609625e-41,7.688395382263727e-46,1.6012240442336318e-44,1.7074792055852872e-43,1.588661704400318e-40,6.454969288377855e-47,4.571651220425011e-46,6.931590962240856e-37,8.330069105670233e-40,1.022333960249597e-17,3.689497135380586e-43
9.999999999999998e-08,0.11224537197927177,0.0,0.0,0.0,0.0,0.32999993967211344,0.66999993944314,5.979889250135626e-08,6.001155626613813e-08,4.638604703848219e-10,2.8186948527911763e-10,1.468376239791155e-18,5.401553004871204e-11,6.485279217240793e-11,1.4405771196395189e-11,1.9753523607385825e-14,1.28769537391664e-11,8.245153812396836e-12,1.0966906902692818e-15,1.1398250004730913e-15,6.464602430989776e-24,3.638479945157865e-17,6.564287472312756e-16,2.381862054736388e-13,7.588299559042743e-22,6.202816947463043e-22,1.8946173097806328e-30,5.964534040059053e-25,7.445621296883582e-32,1.9025421238619196e-33,5.476803170874821e-31,8.252025471939723e-31,5.470566710307964e-37,1.0798112936462035e-40,1.3401841147543482e-45,2.7923780663447416e-44,2.9776766825560367e-43,2.9969525387002372e-40,1.2177588317772743e-46,7.511752446076712e-46,1.2342663061309143e-36,1.4831968377528795e-39,1.2792773175790516e-17,6.569663482923689e-43
1.0280176863704259e-07,0.11224537197927177,0.0,0.0,0.0,0.0,0.3299999379805512,0.6699999377380846,6.147369927062258e-08,6.169892733331643e-08,4.76900432695358e-10,2.8362590560600755e-10,1.5096549697262563e-18,5.691653945098989e-11,6.85578480975946e-11,1.562046282033453e-11,2.1460376046768808e-14,1.3527916303548805e-11,8.650029445575837e-12,1.1753789173231973e-15,1.2538324726188972e-15,7.11120433437314e-24,4.122576896519076e-17,6.764301310169084e-16,2.4496085266376016e-13,8.366001369238277e-22,7.040488713112844e-22,2.08429681390634e-30,6.561118366011346e-25,8.704577657755928e-32,2.2797285755025255e-33,6.304226292577164e-31,9.776881597493586e-31,6.481512152905992e-37,1.3164085458067318e-40,1.631876415381671e-45,3.4006748453699597e-44,3.626339257843816e-43,3.749145034104692e-40,1.5234220765369502e-46,8.96546329015427e-46,1.514678251714164e-36,1.820126477416728e-39,1.3867556871636531e-17,8.062219919953857e-43
1.130562837612066e-07,0.11224537197487067,0.0,0.0,0.0,0.0,0.32999993178858106,0.6699999314965306,6.760346543341266e-08,6.787465880769757e-08,5.246264725197778e-10,2.9005435880722544e-10,1.6607344178002941e-18,6.808378545081873e-11,8.299598242642835e-11,2.062486162794598e-11,2.854229630243635e-14,1.6010606891241462e-11,1.0187005880360397e-11,1.4902052408833395e-15,1.7371603224226068e-15,9.852434393876551e-24,6.324473718913484e-17,7.503295277304106e-16,2.6975814300360954e-13,1.1685337247990523e-21,1.087126262078701e-21,2.8887641668458914e-30,9.090302049019495e-25,1.4878966267296627e-31,4.24131925301081e-33,1.0208845306353245e-30,1.749758864658696e-30,1.1600265227766268e-36,2.6027485921401827e-40,3.2137640281512866e-45,6.700934055162414e-44,7.145599456759351e-43,8.130612549945521e-40,3.3039697741808327e-46,1.651933702830309e-45,3.076995731390096e-36,3.6972603750429423e-39,1.8353534283883863e-17,1.6378010485301424e-42
1.233107988853706e-07,0.11224537197049918,0.0,0.0,0.0,0.0,0.32999992559525115,0.6699999252533646,7.373320991812003e-08,7.405027738633814e-08,5.723523208301152e-10,2.9648270012471565e-10,1.811813259625556e-18,8.008385565067096e-11,9.881263016262338e-11,2.6558088257485736e-11,3.7032291634643665e-14,1.86418120903015e-11,1.1804485485651669e-11,1.848185589991554e-15,2.3333398481389117e-15,1.3233711204677191e-23,9.324369800692867e-17,8.253197556078572e-16,2.9455878613448886e-13,1.5821083008734986e-21,1.613228111848767e-21,3.881779328254678e-30,1.2210022261032165e-24,2.4215014122091454e-31,7.448281259510198e-33,1.580766790730214e-30,2.9687769107533247e-30,1.9682428779997314e-36,4.8354108786347245e-40,5.950849070411295e-45,1.2414463129309171e-43,1.3238271047650955e-42,1.6452700749024793e-39,6.686132070504786e-46,2.8908613646727565e-45,5.882964267448857e-36,7.068470256474095e-39,2.3790435352099525e-17,3.1313417014038844e-42
1.3356531400953462e-07,0.11224537196615812,0.0,0.0,0.0,0.0,0.32999991940048556,0.6699999190085858,7.986300794334606e-08,8.02257830775927e-08,6.200785643977146e-10,3.0291092971215955e-10,1.9628933526595614e-18,9.287741961654539e-11,1.1600781198226149e-10,3.3485317528481735e-11,4.705803788717577e-14,2.1410592574558923e-11,1.349502900775278e-11,2.2506250493896174e-15,3.054251493738047e-15,1.732241559961933e-23,1.3298239386337118e-16,9.014016346339933e-16,3.193630883556308e-13,2.0871128740257494e-21,2.3156218725634372e-21,5.083569333808596e-30,1.5982447694309523e-24,3.782438751317192e-31,1.2463008606905035e-32,2.3580271851873076e-30,4.81689515438012e-30,3.1935809278661084e-36,8.530320754000093e-40,1.0469623777992486e-44,2.185212174513309e-43,2.330220070094815e-42,3.139343866055015e-39,1.2758584143567531e-45,4.844588032483367e-45,1.068674657869904e-35,1.28397017397881e-38,3.029189516303977e-17,5.688264232394706e-42
1.4381982913369863e-07,0.11224537196184815,0.0,0.0,0.0,0.0,0.3299999132042121,0.6699999127621938,8.599293082581131e-08,8.640117589224483e-08,6.678057595750998e-10,3.0933904809318754e-10,2.1139764580673544e-18,1.0642610492660357e-10,1.345815650371157e-10,4.146861075611453e-11,5.874723275374967e-14,2.4306814087578746e-11,1.525188072406535e-11,2.698787877742455e-15,3.911642215381294e-15,2.2185171325408715e-23,1.8439553642100322e-16,9.785759667026324e-16,3.441713401950762e-13,2.693441362191624e-21,3.2313653204216686e-21,6.514280470508042e-30,2.0469048523731607e-24,5.706249480781947e-31,2.0017099229161052e-32,3.4083142196003796e-30,7.525847910233515e-30,4.989699280009115e-36,1.4388568296362082e-39,1.761533654238473e-44,3.67836756487493e-43,3.922459359761243e-42,5.702225458474025e-39,2.3175674792495326e-45,7.823832399170957e-45,1.858272956157658e-35,2.232550306621814e-38,3.79755910468098e-17,9.891080990055529e-42
1.5407434425786265e-07,0.11224537195756995,0.0,0.0,0.0,0.0,0.32999990700636245,0.6699999065141882,9.212304611992834e-08,9.257645584368347e-08,7.155344333816293e-10,3.1576705583942904e-10,2.265064244158201e-18,1.206926002212346e-10,1.5453394209615108e-10,5.056699658503858e-11,7.222760061627107e-14,2.7321088321453014e-11,1.7068905631860158e-11,3.1939090444859412e-15,4.917116169363289e-15,2.7887792228564167e-23,2.4959075974888175e-16,1.0568435359005332e-15,3.6898381696793044e-13,3.411081939171328e-21,4.401342969780788e-21,8.193983415931815e-30,2.5730547678269057e-24,8.355418642122253e-31,3.103909336191542e-32,4.7954123725100795e-30,1.1384257431459956e-29,7.547979737966751e-36,2.336987938680728e-39,2.855096427927365e-44,5.9645038655236406e-43,6.360300772124872e-42,9.930145262922484e-39,4.036154820337846e-45,1.2239200351520971e-44,3.111480385567815e-35,3.738033870382593e-38,4.6962895508841544e-17,1.6561562927010837e-41
1.6432885938202666e-07,0.11224537195332397,0.0,0.0,0.0,0.0,0.3299999008068715,0.6699999002645681,9.825341775784619e-08,9.875162294809094e-08,7.632650845933812e-10,3.2219495324648205e-10,2.416158289835685e-18,1.3564072680957966e-10,1.7586501074610527e-10,6.083655914533074e-11,8.76268968406462e-14,3.0444720593720095e-11,1.8940535328172592e-11,3.7371993316390165e-15,6.08213192829507e-15,3.449526646678487e-23,3.308464637562213e-16,1.136205108246031e-15,3.9380077933609106e-13,4.250111920380644e-21,5.870296850188253e-21,1.014269071793216e-29,3.1826906273900097e-24,1.1921847249351736e-30,4.6682759312091255e-32,6.591667345779613e-30,1.6745249888939648e-29,1.1102577791597313e-35,3.673839110686133e-39,4.4803038786150225e-44,9.36353759862531e-43,9.984890087859508e-42,1.666971248065282e-38,6.775866619166872e-45,1.8623497095371908e-44,5.040538849305494e-35,6.055355680002415e-38,5.737855522715777e-17,2.68294159079093e-41
1.7458337450619068e-07,0.11224537194911076,0.0,0.0,0.0,0.0,0.32999989460567825,0.6699998940133329,1.0438410618866804e-07,1.0492667722395898e-07,8.109981848268996e-10,3.2862274068858707e-10,2.567260088028367e-18,1.512354935638192e-10,1.9857485262851786e-10,7.233052929989994e-11,1.0507291179416203e-13,3.3669661419099804e-11,2.0861718770924915e-11,4.329847573740104e-15,7.418002516377342e-15,4.207175670900338e-23,4.3060969273636123e-16,1.2166614315029128e-15,4.1862247386448645e-13,5.2206952225298064e-21,7.686857631250566e-21,1.2380378567282464e-29,3.88173237984096e-24,1.6629618568064222e-30,6.835921683958095e-32,8.878450790759138e-30,2.403452910830778e-29,1.593577666199432e-35,5.6117703170706223e-39,6.832246693932879e-44,1.4284547289228e-42,1.523245177126769e-41,2.709390418915858e-38,1.1013682470091375e-44,2.7656228593563933e-44,7.931093003129187e-35,9.527604583342541e-38,6.935038902730732e-17,4.221504866456888e-41
1.950924047545187e-07,0.11224537194078438,0.0,0.0,0.0,0.0,0.32999988219795634,0.6699998815060151,1.1664665868743332e-07,1.1727644737499308e-07,9.064734898582274e-10,3.4147798737878244e-10,2.8694925054207234e-18,1.842311730928965e-10,2.4813124830572543e-10,9.919094525992912e-11,1.4661645801063693e-13,4.0394212264014826e-11,2.4834845484605754e-11,5.667878262873627e-15,1.0646831637759829e-14,6.03843033500002e-23,6.962772101059502e-16,1.3808612334615081e-15,4.682809787006325e-13,7.597597642444516e-21,1.257697652043513e-20,1.7802547584814516e-29,5.5713320751630655e-24,3.054244845500701e-30,1.3693175608807285e-31,1.529721752684066e-29,4.6519198259703357e-29,3.084458398570245e-35,1.2173653976918699e-38,1.4780679811005617e-43,3.0925165907449934e-42,3.2977320873483576e-41,6.593812464502585e-38,2.6806844509821816e-44,5.731056608215619e-44,1.8219571403270114e-34,2.1886097186524867e-37,9.848740546971825e-17,9.697781798069777e-41
2.1560143500284673e-07,0.11224537193259386,0.0,0.0,0.0,0.0,0.3299998697827707,0.6699998689922302,1.28911123035558e-07,1.296257664874861e-07,1.0019636209473126e-09,3.543327990250308e-10,3.1717718555275606e-18,2.1942489981010894e-10,3.032040346949767e-10,1.3152078356567363e-10,1.978814071860796e-13,4.7441499817606455e-11,2.895648669563605e-11,7.217156447634489e-15,1.469120049665356e-14,8.332224492649831e-23,1.0694609109236122e-15,1.549448571585214e-15,5.179610440923077e-13,1.0624761378928469e-20,1.9539797319771586e-20,2.4620411563095245e-29,7.687692144339672e-24,5.26314097590865e-30,2.5440427387268424e-31,2.4901794436884412e-29,8.404478457959908e-29,5.572688245846204e-35,2.4363446315566566e-38,2.9515815520188893e-43,6.179554635245568e-42,6.589622093352153e-41,1.4639336339519994e-37,5.952209078747197e-44,1.108388743313941e-43,3.8498489131275422e-34,4.624420949664204e-37,1.3544679237175663e-16,2.0491697579941117e-40
2.3611046525117476e-07,0.11224537192454172,0.0,0.0,0.0,0.0,0.3299998573597423,0.6699998564719738,1.4117787209536056e-07,1.4197463478326515e-07,1.0974714874462498e-09,3.6718717793619037e-10,3.474107348065748e-18,2.5658257069683027e-10,3.637942958363334e-10,1.696533823296753e-10,2.59891714669128e-13,5.476585241667111e-11,3.3200431616212264e-11,8.986595087485043e-15,1.9636414904719036e-14,1.1136939977522494e-22,1.5755893958594355e-15,1.7224288037170772e-15,5.676641939626767e-13,1.4386465511538227e-20,2.9107744920328577e-20,3.2994774310720343e-29,1.027545196179699e-23,8.612100039524853e-30,4.446281071802833e-31,3.871790733235387e-29,1.4359276462994312e-28,9.521217854009536e-35,4.567343185993444e-38,5.523057333855223e-43,1.1570202329791473e-41,1.233798639780862e-40,3.015408336918103e-37,1.2261687709016742e-43,2.0264518378993964e-43,7.595231672753598e-34,9.123070741333307e-37,1.8133279493761426e-16,4.042735027472684e-40
2.566194954995028e-07,0.11224537191662991,0.0,0.0,0.0,0.0,0.3299998449285347,0.6699998439452416,1.5344723654191288e-07,1.5432305251104735e-07,1.192999669640139e-09,3.8004112644879346e-10,3.776507151072183e-18,2.954904241991657e-10,4.2990327422613107e-10,2.138861907497724e-10,3.3367221069316183e-13,6.232809247295772e-11,3.754507658896552e-11,1.0984875071259871e-14,2.556555019172883e-14,1.4499693588686191e-22,2.242585026131611e-15,1.899807028623168e-15,6.173917811492679e-13,1.89683061457961e-20,4.187857547077264e-20,4.3088108365099955e-29,1.337808373406057e-23,1.3501208367054285e-29,7.387616062592988e-31,5.796271519154451e-29,2.342681335371427e-28,1.553381522286281e-34,8.112341056692119e-38,9.794636649205374e-43,2.052986108510476e-41,2.1892196866912625e-40,5.83735110410638e-37,2.37392398406567e-43,3.5362475516273536e-43,1.4148624686212485e-33,1.6994278105806056e-36,2.3727384983146855e-16,7.530927703420496e-40
2.771285257478308e-07,0.11224537190886011,0.0,0.0,0.0,0.0,0.32999983248884907,0.6699998314120298,1.657195089695583e-07,1.6667101994349003e-07,1.2885504507565793e-09,3.9289464683255417e-10,4.078978492231623e-18,3.3595429595025234e-10,5.01532352916921e-10,2.644839856425031e-10,4.2024867265960054e-13,7.00946291986951e-11,4.19726336247993e-11,1.322044847596712e-14,3.255951634152835e-14,1.8466374032955697e-22,3.100798779745675e-15,2.081588099793088e-15,6.671450039767751e-13,2.4457210405862934e-20,5.851638112014228e-20,5.506533148803984e-29,1.7037926585144403e-23,2.041719608510893e-29,1.1763899982232794e-30,8.406094836104925e-29,3.6767769718438087e-28,2.4380152093388486e-34,1.3769235939425446e-37,1.6602338177043223e-42,3.481634001339201e-41,3.71267086301412e-40,1.0726230355155632e-36,4.362588326066668e-43,5.933402324902479e-43,2.5103715767187476e-33,3.015203662989494e-36,3.044164507186692e-16,1.3362024419149342e-39
2.9763755599615885e-07,0.11224537190123351,0.0,0.0,0.0,0.0,0.3299998200404218,0.6699998188723341,1.7799494772452363e-07,1.7901853737472927e-07,1.384125846844697e-09,4.0574774099566834e-10,4.381527753460436e-18,3.777986669227239e-10,5.786830393119949e-10,3.2168193078365487e-10,5.206478864299088e-13,7.803666878937162e-11,4.646846344097662e-11,1.5701547959612528e-14,4.069711462912657e-14,2.308167404704466e-22,4.18294711520076e-15,2.2677766410270517e-15,7.169249217411636e-13,3.094144138723428e-20,7.975261445861643e-20,6.90945422470146e-29,2.1296216194575406e-23,2.99426983685307e-29,1.8066695037618732e-30,1.1866143896881593e-28,5.583389550738181e-28,3.7022918981780087e-34,2.248469995822687e-37,2.7079423561726827e-42,5.681349432043736e-41,6.058356654836194e-40,1.885377060441871e-36,7.669031259630171e-43,9.627632328763196e-43,4.271588726876712e-33,5.13049836291819e-36,3.839198546962492e-16,2.2736503796035393e-39
3.181465862444869e-07,0.11224537189375124,0.0,0.0,0.0,0.0,0.3299998075830192,0.6699998063261504,1.9027378047128643e-07,1.9136560511768934e-07,1.4797276345820928e-09,4.186004106761658e-10,4.684160558931033e-18,4.2086557787602246e-10,6.613569504745384e-10,3.856884683214892e-10,6.358976983684431e-13,8.612952375684727e-11,5.102051049765635e-11,1.8436197591624327e-14,5.005509092877946e-14,2.8389120631646255e-22,5.524050415170263e-15,2.4583770619204957e-15,7.6673246912882e-13,3.85105995099112e-20,1.0638712411382295e-19,8.534772692088158e-29,2.619311269337505e-23,4.2765661528957645e-29,2.6894842380798557e-30,1.6365390232072264e-28,8.241205523904516e-28,5.464703375757601e-34,3.551381134946701e-37,4.2726755094364075e-42,8.967972070009482e-41,9.563075457961393e-40,3.1895039261608956e-36,1.2975062805188336e-42,1.5176469307259544e-42,7.009057783591531e-33,8.418259748318532e-36,4.769515278468538e-16,3.730730627605848e-39
3.386556164928149e-07,0.11224537188641406,0.0,0.0,0.0,0.0,0.329999795116436,0.6699997937734754,2.0255620748683127e-07,2.0371222350176626e-07,1.575357376963883e-09,4.3145265751947844e-10,4.9868818563919725e-18,4.650134166791091e-10,7.495557999663614e-10,4.5668803641045403e-10,7.670270584326358e-13,9.435202145859653e-11,5.561883965318321e-11,2.1432218454259877e-14,6.070819247898049e-14,3.4431107246125097e-22,7.161372887278471e-15,2.653393573955221e-15,8.165684695485176e-13,4.72556266827659e-20,1.392891883950296e-19,1.0400144291940867e-28,3.17677303689735e-23,5.968891531487617e-29,3.8966129776844695e-30,2.2118592037116937e-28,1.1867149463409465e-27,7.869098654644805e-34,5.4489137998467915e-37,6.549531801386284e-42,1.375220915975813e-40,1.4664788537412837e-39,5.2186498423053984e-36,2.123182131114803e-42,2.3326663545956135e-42,1.1140344216952474e-32,1.3379957697602346e-35,5.846833063211171e-16,5.929701917018884e-39
3.5916464674114294e-07,0.11224537187922264,0.0,0.0,0.0,0.0,0.3299997826404906,0.6699997812143051,2.148424046706795e-07,2.160583928709147e-07,1.6710164467785689e-09,4.44304483005602e-10,5.289695991482142e-18,5.101156265040226e-10,8.432813861797966e-10,5.348435933923024e-10,9.150660550488087e-13,1.0268600439050025e-10,6.025526397509974e-11,2.4697231155746722e-14,7.272922579168487e-14,4.1248926652170373e-22,9.134364109273e-15,2.852830206170633e-15,8.66433647323699e-13,5.726881122569883e-20,1.7939854611487669e-19,1.252374794235323e-28,3.805816796886842e-23,8.163994058810456e-29,5.5129087341102245e-30,2.9368018962571533e-28,1.6721436134635785e-27,1.1088034262079035e-33,8.149971670555661e-37,9.787970142363523e-42,2.055937072987093e-40,2.1923664840394676e-39,8.291851906318148e-36,3.3738209258655867e-42,3.5064355772924335e-42,1.7215424802485942e-32,2.0676073293254487e-35,7.082882219751849e-16,9.163301911811968e-39
3.7967367698947097e-07,0.11224537187217742,0.0,0.0,0.0,0.0,0.3299997701550237,0.6699997686486361,2.2713252627161475e-07,2.2840411358186076e-07,1.766706047876517e-09,4.571558884779761e-10,5.592606775057303e-18,5.56059414686121e-10,9.425355820029005e-10,6.202989314809116e-10,1.0810459432885726e-12,1.1111590440058398e-10,6.492304117224901e-11,2.82386602888579e-14,8.618911061203816e-14,4.888280151746248e-22,1.1484602324360905e-14,3.0566908202744027e-15,9.163286387441063e-13,6.864378932224938e-20,2.2772642989929503e-19,1.4924348730979373e-28,4.5101536937548994e-23,1.096808139390412e-28,7.6374914254708e-30,3.8385206427197807e-28,2.311295161269349e-27,1.532634273737513e-33,1.191800627262753e-36,1.4302374067087114e-41,3.0051671999296743e-40,3.204586336250765e-39,1.2836697453812295e-35,5.223525988357388e-42,5.16751631156203e-42,2.594561471237331e-32,3.116083560899122e-35,8.489378989008437e-16,1.3810144311920638e-38
4.00182707237799e-07,0.11224537186527878,0.0,0.0,0.0,0.0,0.329999757659895,0.6699997560764643,2.3942670734852763e-07,2.407493860024945e-07,1.862427234365858e-09,4.700068751871843e-10,5.8956175439558146e-18,6.027445143478479e-10,1.0473203256343778e-09,7.131807812994444e-10,1.265999167802575e-12,1.1962837476462023e-10,6.961661986296775e-11,3.2063741070391926e-14,1.0115692987061154e-13,5.73719127464594e-22,1.4255739354194966e-14,3.2649791251051136e-15,9.66254002045163e-13,8.147554338229698e-20,2.853566028543513e-19,1.7621357791269476e-28,5.293398755633537e-23,1.450183198283202e-28,1.0384950730376358e-29,4.947273513891336e-28,3.1404968700416995e-27,2.0824922824911398e-33,1.7081025857592607e-36,2.0483917293983424e-41,4.3053288136985834e-40,4.591025051011786e-39,1.9416877388160695e-35,7.901841661116743e-42,7.481548176544952e-42,3.823619711450477e-32,4.5921404466868143e-35,1.0078004226485546e-15,2.0352086700458484e-38
4.20691737486127e-07,0.11224537185852707,0.0,0.0,0.0,0.0,0.3299997451549811,0.669999743497787,2.517250659878386e-07,2.530942105104864e-07,1.958180927910638e-09,4.828574442857697e-10,6.198731215756867e-18,6.500820084682658e-10,1.157637612423626e-09,8.136007217685524e-10,1.4709593813929141e-12,1.2821197208933555e-10,7.433142754369645e-11,3.617952523382024e-14,1.1769997875922014e-13,6.675442731411667e-22,1.7493446951603214e-14,3.4776986903120784e-15,1.0162102264046459e-12,9.5860400433353e-20,3.5344639507050544e-19,2.063488975356712e-28,6.15907346245848e-23,1.8901423913355351e-28,1.3886559773455458e-29,6.296603295067551e-28,4.2021202062091386e-27,2.7864754953260125e-33,2.404278046683142e-36,2.8813807482715226e-41,6.0578322034255125e-40,6.459822377934328e-39,2.8764657235018255e-35,1.1706986177499057e-41,1.065964667818278e-41,5.522290104346421e-32,6.632167411756737e-35,1.1860386074600703e-15,2.9393646721306504e-38
4.4120076773445505e-07,0.11224537185192245,0.0,0.0,0.0,0.0,0.32999973264017424,0.6699997309126003,2.6402770529552604e-07,2.654385874920532e-07,2.053967933271721e-09,4.957075968347592e-10,6.501950337976098e-18,6.979932136246551e-10,1.273489487656443e-09,9.216569093226705e-10,1.696961459747801e-12,1.368568839182785e-10,7.906369667910436e-11,4.059288523204125e-14,1.3588381393317256e-13,7.706752617131395e-22,2.124536454777736e-14,3.694852959202153e-15,1.066197740028741e-12,1.1189603177336053e-19,4.332277378513357e-19,2.398581823034992e-28,7.110608320704164e-23,2.4319581827540123e-28,1.8291503042560605e-29,7.923520181106178e-28,5.5452207724412856e-27,3.677114508507244e-33,3.3295184674816754e-36,3.9877990312665103e-41,8.386185934210311e-40,8.94268275670642e-39,4.18188269296194e-35,1.7021318103294955e-41,1.4968196574881658e-41,7.831235909811571e-32,9.405085584319794e-35,1.3848086092346422e-15,4.1683536610049276e-38
4.617097979827831e-07,0.11224537184546501,0.0,0.0,0.0,0.0,0.3299997201153792,0.6699997183209008,2.76334715178077e-07,2.7778251734085687e-07,2.1497889522018745e-09,5.085573338225948e-10,6.805277132051256e-18,7.46408630876503e-10,1.3948780402044245e-09,1.0374356354127009e-09,1.945041512879188e-12,1.4555469663650827e-10,8.381032336040458e-11,4.5310518250474854e-14,1.5577230132108917e-13,8.834743136055367e-22,2.5561048429681984e-14,3.916445260721057e-15,1.1162169173847664e-12,1.296814528529203e-19,5.260081966839092e-19,2.769582929799072e-28,8.151345365253162e-23,3.0926641641836776e-28,2.37681204448012e-29,9.868687281317893e-28,7.226213149730359e-27,4.7918199956744057e-33,4.5432056302594915e-36,5.438339949497497e-41,1.143942917779921e-39,1.2198535412970823e-38,5.976872137097093e-35,2.4329277767633765e-41,2.074019421493635e-41,1.092266642983051e-31,1.3117698274787377e-34,1.6052588398222858e-15,5.813837959570604e-38
4.822188282311111e-07,0.11224537183915494,0.0,0.0,0.0,0.0,0.329999707580513,0.6699997057226853,2.886461739279815e-07,2.9012600045704745e-07,2.2456445958165158e-09,5.214066561723477e-10,7.10871353250249e-18,7.952669762608331e-10,1.521805396940174e-09,1.1610127211154806e-09,2.2162368938872117e-12,1.542981968324931e-10,8.856875125909707e-11,5.033895101299644e-14,1.77427661593709e-13,1.006294318039373e-21,3.0491922334941416e-14,4.142478820550821e-15,1.1662680856428314e-12,1.4931702263050608e-19,6.331720044018932e-19,3.178747289215776e-28,9.284540538762119e-23,3.8911632789012874e-28,3.050516737354683e-29,1.217660886587192e-27,9.309581138484193e-27,6.173353707029487e-33,6.116424610067574e-36,7.317583894359582e-41,1.539590911468947e-39,1.641756242414164e-38,8.41049329342901e-35,3.423805687680538e-41,2.83882880874052e-41,1.5005213543518301e-31,1.8020546802012185e-34,1.848529136414349e-15,7.986866636903788e-38
