Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434)
0.00011392176693778302,0.1122433186956801,0.0,0.0,0.0,0.0,0.3297428470028098,0.6698002105674409,7.116118358579119e-05,6.568844813867503e-05,5.539010822627809e-07,6.89592089886909e-08,1.7534195691057744e-15,3.327456440021245e-07,0.00010338960991976805,0.0001540699373166856,3.8670526767729284e-05,5.08694331561957e-08,2.6427962806250453e-08,1.1122467189782028e-08,8.191591751787489e-08,4.645922945887237e-16,4.470319461517848e-06,6.811115234733973e-11,5.030523757661273e-10,7.212727321818874e-11,7.032232198389273e-08,1.4261988624827588e-18,4.4405370582227535e-17,1.0811706555702037e-14,1.4389699440583665e-15,1.8333821195250056e-14,3.0718534965835055e-11,2.0371389887688266e-17,5.0240009334887596e-18,5.467007728925573e-23,1.163581505671871e-21,1.2407953322758766e-20,1.2991081535173912e-14,5.275625991063958e-21,8.334688397726526e-21,2.943049487304365e-17,3.533878227016338e-20,2.469621227896938e-09,1.5665051413651064e-23
0.00011628440722239041,0.11224319281754,0.0,0.0,0.0,0.0,0.32973391594303547,0.6697935895613955,7.192806658965903e-05,6.695904211035418e-05,5.598654392431932e-07,7.028919067415854e-08,1.7723007597419025e-15,3.3809571744211014e-07,0.00010728109739036543,0.0001602799469063878,4.065287698758207e-05,5.155518521082769e-08,2.6963441672994073e-08,1.1561326059714964e-08,8.515361449018392e-08,4.829551367816751e-16,4.755382404396153e-06,7.016293142077204e-11,5.127004412888873e-10,7.683248376224571e-11,7.691711670676045e-08,1.5415342057184605e-18,4.622940616891844e-17,1.1953097140930805e-14,1.5992264058152726e-15,2.032027809346421e-14,3.4931302218502245e-11,2.3165140626566067e-17,5.774576902466078e-18,6.337014216278267e-23,1.3487316517635126e-21,1.438231812594357e-20,1.5416696026842747e-14,6.260603050624563e-21,1.0082133960229418e-20,3.214248757376501e-17,3.859518198496236e-20,2.535487812839166e-09,1.7108571344257335e-23
0.0001186470475069978,0.11224306419576609,0.0,0.0,0.0,0.0,0.3297248689715513,0.6697868926618805,7.267402003413448e-05,6.82239214959115e-05,5.656667318520004e-07,7.161317326972392e-08,1.7906657718103856e-15,3.433883812688777e-07,0.00011121474264927017,0.00016658903644216442,4.267664173305683e-05,5.222920410227279e-08,2.7497640383871365e-08,1.2005921642625469e-08,8.843368945548616e-08,5.015583289540254e-16,5.051567054354909e-06,7.221603392681924e-11,5.222695624385156e-10,8.169817414061522e-11,8.393542138035498e-08,1.66317816564075e-18,4.8083233376800346e-17,1.3179067546140658e-14,1.7724715863373363e-15,2.2460823003279885e-14,3.959374675696172e-11,2.6257100655834975e-17,6.613231682442264e-18,7.318539990787051e-23,1.5576142177759517e-21,1.6609755668067682e-20,1.82195153760167e-14,7.398740783542773e-21,1.214011176523697e-20,3.502516500039265e-17,4.20565224896777e-20,2.600862706272675e-09,1.8642942116250034e-23
0.00012100968779160518,0.11224293290542255,0.0,0.0,0.0,0.0,0.3297157073910728,0.6697801208299818,7.340023557435878e-05,6.948307034301784e-05,5.713142386940317e-07,7.29311471069266e-08,1.8085439771165084e-15,3.4862673028256804e-07,0.00011518935984875288,0.00017299619593909394,4.474107685290601e-05,5.2892074412194567e-08,2.8030548236742598e-08,1.24561333495233e-08,9.175524609914114e-08,5.203967875898315e-16,5.359016489440122e-06,7.427031946487711e-11,5.317640664348059e-10,8.672448608734022e-11,9.139140842380139e-08,1.7913148857787024e-18,4.9966629126312615e-17,1.449319666447576e-14,1.9593660039118603e-15,2.4762658555000503e-14,4.474019697586069e-11,2.96700352946116e-17,7.547519321361861e-18,8.422452510537842e-23,1.7925425895302445e-21,1.9114934941501376e-20,2.1446525863016178e-14,8.709115243075209e-21,1.4554012768330625e-20,3.808451673286631e-17,4.572999422135429e-20,2.665767684246073e-09,2.0271351821176876e-23
0.00012337232807621258,0.11224279901796601,0.0,0.0,0.0,0.0,0.32970643243790354,0.669773274963085,7.41078477738508e-05,7.073648065399314e-05,5.7681679373538e-07,7.424311060568863e-08,1.825963339959464e-15,3.538137364259042e-07,0.00011920382543171461,0.00017950047144529066,4.6845470472558464e-05,5.35443545375844e-08,2.856215763186153e-08,1.29118470785536e-08,9.511743618368723e-08,5.394657018464912e-16,5.677870811477094e-06,7.63256931597542e-11,5.411881969723771e-10,9.191159480679063e-11,9.9299260874055e-08,1.9261297853642267e-18,5.187939631307293e-17,1.589910564033096e-14,2.1605847628688173e-15,2.72331123289484e-14,5.0406557480221327e-11,3.342775514638943e-17,8.585410256734782e-18,9.66034602957348e-23,2.0559850794764304e-21,2.1924177012295572e-20,2.5149112215378974e-14,1.0212587842225986e-20,1.7374440710536493e-20,4.1326619705197586e-17,4.962289232314768e-20,2.730226033649934e-09,2.1997035046910184e-23
0.00012573496836081998,0.11224266260124041,0.0,0.0,0.0,0.0,0.32969704528476396,0.6697663558978513,7.479793364889005e-05,7.198415183468533e-05,5.821827827681905e-07,7.554906967120254e-08,1.8429504059392794e-15,3.589522437560108e-07,0.00012325707529618713,0.00018610096272966614,4.898914314476001e-05,5.418657630911884e-08,2.909246387853507e-08,1.3372954940480024e-08,9.851945752675879e-08,5.587605220863472e-16,6.008267306719901e-06,7.838209891098856e-11,5.505460908550314e-10,9.725971322172336e-11,1.0767317546483442e-07,2.0678095817562653e-18,5.3821362713522275e-17,1.7400458766302023e-14,2.376817675471468e-15,2.987963814859891e-14,5.6630335819140225e-11,3.755513382783899e-17,9.735302900434879e-18,1.1044568490570093e-22,2.3505706918428364e-21,2.5065516497356466e-20,2.938333178224548e-14,1.1931916592555828e-20,2.0657647324614132e-20,4.475764106408404e-17,5.374262006156547e-20,2.794262091414965e-09,2.3823274399219263e-23
0.00012809760864542738,0.11224252371950681,0.0,0.0,0.0,0.0,0.32968754704368847,0.6697593644132349,7.547151285196594e-05,7.322609015740657e-05,5.874201448506862e-07,7.684903711212587e-08,1.859530306513186e-15,3.6404496547256114e-07,0.00012734810191586176,0.00019279682089600535,5.117144767006971e-05,5.48192449319549e-08,2.9621465004306183e-08,1.383935497392038e-08,1.0196055190059972e-07,5.782769479636205e-16,6.350340599457145e-06,8.043951329457562e-11,5.598417592726358e-10,1.0276909493708578e-10,1.1652736602449753e-07,2.21654230753109e-18,5.579237985587761e-17,1.900096440316486e-14,2.60876939412099e-15,3.2709817468057373e-14,6.345066948734788e-11,4.2078125875243e-17,1.1006035396903903e-17,1.2588248745015278e-22,2.67909496015439e-21,2.856876381333347e-20,3.421019705772231e-14,1.389187072496051e-20,2.4465990137886805e-20,4.8383840564165785e-17,5.809669168654623e-20,2.8579008447822192e-09,2.5753401776710762e-23
0.00013046024893003478,0.11224238243350343,0.0,0.0,0.0,0.0,0.32967793876894724,0.6697523012335134,7.612954838826975e-05,7.446230824123143e-05,5.925363778968431e-07,7.814303208276221e-08,1.8757267766880345e-15,3.6909448270568865e-07,0.00013147595145161244,0.00019958724595856497,5.339176864296508e-05,5.544283919708606e-08,3.014916156820577e-08,1.4310950854924153e-08,1.0544000288751329e-07,5.980109162614316e-16,6.704222798363188e-06,8.249794009406433e-11,5.690790732221958e-10,1.0844003610284856e-10,1.2587606708706462e-07,2.3725173227116465e-18,5.779232187365604e-17,2.0704375897304693e-14,2.8571595510715336e-15,3.5731360815074e-14,7.090835321065059e-11,4.7023784839191636e-17,1.2406897550127784e-17,1.4305324112576786e-22,3.0445258595384307e-21,3.2465568223010124e-20,3.969596654221853e-14,1.611934868753995e-20,2.886841333250677e-20,5.221157254645355e-17,6.269273479023053e-20,2.921167588120966e-09,2.779079942390293e-23
0.00013282288921464218,0.11224223880052937,0.0,0.0,0.0,0.0,0.32966822145996516,0.6697451670312914,7.677294776949127e-05,7.569282455217906e-05,5.975385476702311e-07,7.943107955113224e-08,1.8915621834888943e-15,3.7410324479154536e-07,0.0001356397208834066,0.00020647148440911193,5.5649521773780265e-05,5.6057811916271e-08,3.067555647931056e-08,1.4787651604789076e-08,1.0895713372040121e-07,6.179585886442567e-16,7.070043635496256e-06,8.455740543170374e-11,5.782617525959693e-10,1.1427287634659187e-10,1.3573353762627684e-07,2.5359253226559172e-18,5.982108435637763e-17,2.2514492475446656e-14,3.122722903277906e-15,3.89521092578359e-14,7.904586652340403e-11,5.2420281572942536e-17,1.3947642913605818e-17,1.6210568290232342e-22,3.450009796000126e-21,3.6789481702467237e-20,4.591244393284851e-14,1.864349951652461e-20,3.3940952120318483e-20,5.624728752269559e-17,6.75384921917469e-20,2.9840876318045236e-09,2.9938900774552334e-23
0.00013518552949924958,0.1122420928745476,0.0,0.0,0.0,0.0,0.3296583960642057,0.6697379624304588,7.740256451938235e-05,7.691766292512104e-05,6.024332995159878e-07,8.071320979417353e-08,1.9070575630954838e-15,3.7907357078841366e-07,0.00013983855518696537,0.00021344882680050394,5.79441530312458e-05,5.6664590538429886e-08,3.120065482156884e-08,1.526937129938163e-08,1.1251130513281108e-07,6.381163394643084e-16,7.4479305979374006e-06,8.661795346544668e-11,5.873933584847792e-10,1.2026799893244067e-10,1.4611406483716936e-07,2.7069583421514525e-18,6.187858320963375e-17,2.4435160101244714e-14,3.406209480401155e-15,4.238003587006284e-14,8.790740163990661e-11,5.829692271569749e-17,1.5638501036702727e-17,1.8319619620546424e-22,3.8988776745999764e-21,4.157602364962521e-20,5.2937285635352394e-14,2.1495847576769594e-20,3.976726108690031e-20,6.04975333785244e-17,7.264182336341683e-20,3.046686058566918e-09,3.220119109206803e-23
0.00013754816978385698,0.11224194470630292,0.0,0.0,0.0,0.0,0.3296484634799996,0.669730688009079,7.801919995546274e-05,7.813685210868213e-05,6.072268722420935e-07,8.198945792075824e-08,1.922232664782459e-15,3.8400765201134306e-07,0.00014407164457505865,0.0002205186053676035,6.027513764512241e-05,5.726357791017386e-08,3.172446368561908e-08,1.5756028782679104e-08,1.1610191323886114e-07,6.584807437373711e-16,7.838009052139206e-06,8.86796426142277e-11,5.964772882735767e-10,1.2642583028784813e-10,1.5703196790290704e-07,2.885809756268376e-18,6.396475353464285e-17,2.6470272282359705e-14,3.7083847343680566e-15,4.6023247174515045e-14,9.753889161673066e-11,6.468416936881831e-17,1.7490189860273078e-17,2.0649009727330785e-22,4.394651048224649e-21,4.686274645220057e-20,6.085431659054377e-14,2.47104206685454e-20,4.643916695729865e-20,6.496895622917406e-17,7.801070543893791e-20,3.108987522614241e-09,3.4581207924998857e-23
0.00013991081006846438,0.11224179434345047,0.0,0.0,0.0,0.0,0.32963842455929876,0.6697233443021882,7.862360518062665e-05,7.93504253339144e-05,6.119251136341808e-07,8.325986342276143e-08,1.937106000030887e-15,3.8890755538764715e-07,0.00014833822181935325,0.00022768019170247444,6.264197900344595e-05,5.785515314766718e-08,3.224699200812303e-08,1.6247547386754746e-08,1.197283874597355e-07,6.790485653827602e-16,8.2404023611148e-06,9.074254227208068e-11,6.055167731379914e-10,1.3274683902426206e-10,1.6850160169649012e-07,3.0726742785003598e-18,6.60795485355467e-17,2.8623770820260534e-14,4.030029689202314e-15,4.988998454997868e-14,1.0798803879925167e-10,7.161365596051244e-17,1.951392825435446e-17,2.321619252592322e-22,4.941048348432889e-21,5.268930193087707e-20,6.97538544084112e-14,2.832388149739451e-20,5.4057246233617156e-20,6.966830097853814e-17,8.365323386449325e-20,3.1710160868325007e-09,3.708254140461763e-23
0.00014227345035307178,0.11224164183069282,0.0,0.0,0.0,0.0,0.32962828011034295,0.6697159318045,7.921648322712026e-05,8.055841990711281e-05,6.165334971559713e-07,8.45244697540364e-08,1.95169489539302e-15,3.9377522745871087e-07,0.0001526375596652141,0.00023493299449738517,6.504420747429329e-05,5.84396725912446e-08,3.276825041895887e-08,1.674385465997413e-08,1.233901885100381e-07,6.998167458027796e-16,8.655231994649026e-06,9.280672997105022e-11,6.145148775835631e-10,1.3923153456299292e-10,1.8053736037742905e-07,3.2677479567055933e-18,6.822293846096419e-17,3.089964649813116e-14,4.371941090153516e-15,5.39886255912705e-14,1.193043435428371e-10,7.911820929266248e-17,2.172144869099319e-17,2.6039573614467994e-22,5.5419911996814814e-21,5.909750867160748e-20,7.973304180290401e-14,3.2375662503775844e-20,6.273142815193567e-20,7.460241162476705e-17,8.957762274464345e-20,3.232795093720535e-09,3.970883440759564e-23
0.00014463609063767918,0.11224148720992108,0.0,0.0,0.0,0.0,0.3296180309002259,0.6697084509729962,7.97984913033745e-05,8.176087682679344e-05,6.210571394498221e-07,8.578332393684242e-08,1.966015547889994e-15,3.986124988752013e-07,0.00015696896834876384,0.00024227645736612103,6.748137917775031e-05,5.901747081810131e-08,3.3288251096471485e-08,1.724488210477365e-08,1.270868064543279e-07,7.20782392860212e-16,9.082617632754714e-06,9.487228895309359e-11,6.234745007022206e-10,1.458804654634602e-10,1.9315368085272288e-07,3.471228167329808e-18,7.039490958481788e-17,3.33019397049028e-14,4.734931551415431e-15,5.832768541562026e-14,1.3153913319725986e-10,8.723186776221683e-17,2.412501004576288e-17,2.913854005184806e-22,6.201610818084862e-21,6.613142025934715e-20,9.08961873201004e-14,3.6908104049076766e-20,7.258162340338293e-20,7.977823134296438e-17,9.579220491968075e-20,3.2943470659834933e-09,4.246378260003345e-23
0.00014699873092228658,0.11224133052035937,0.0,0.0,0.0,0.0,0.3296076776573546,0.6697009022294076,8.03702431015059e-05,8.295784042457173e-05,6.255008183089463e-07,8.703647619502591e-08,1.9800830819027694e-15,4.0342108925289855e-07,0.00016133179322283298,0.0002497100567514707,6.995307472990514e-05,5.958886169194622e-08,3.380700763085031e-08,1.77505649260531e-08,1.30817758841633e-07,7.419427702980778e-16,9.522677262627818e-06,9.693930611200152e-11,6.323983788526139e-10,1.5269421753762386e-10,2.0636504607950978e-07,3.68331360835836e-18,7.259546323016638e-17,3.5834740995533446e-14,5.1198297019533106e-15,6.291581791193352e-14,1.4474559134180347e-10,9.598990074882957e-17,2.673741052215311e-17,3.2533490527275404e-22,6.92425449572936e-21,7.383739442410703e-20,1.0335511435181204e-13,4.196659595430294e-20,8.373837906175781e-20,8.52028023763794e-17,1.0230543181213165e-19,3.3556936329670177e-09,4.535113437956006e-23
0.00015172401149150135,0.11224101107929194,0.0,0.0,0.0,0.0,0.32958666180720086,0.6696856025303304,8.148522907721061e-05,8.533547971544618e-05,6.341658118948217e-07,8.952588988351218e-08,2.0075142746132367e-15,4.1295858123954627e-07,0.0001701492353887484,0.0002648457233280868,7.499847472819515e-05,6.071357971717772e-08,3.4840848954111324e-08,1.8775654634977092e-08,1.3838086421319304e-07,7.848374919844253e-16,1.0441282505563633e-05,1.01078070859447e-10,6.501490565323182e-10,1.6681870256865908e-10,2.3463109099618922e-07,4.13410153047244e-18,7.708239321638279e-17,4.1308483732664863e-14,5.958744512709286e-15,7.287461730827454e-14,1.74295706214965e-10,1.1558644051563528e-16,3.264269679735219e-17,4.029818049685947e-22,8.57712314034112e-21,9.146290401773362e-20,1.3264735438440256e-13,5.385941887279256e-20,1.105510799792756e-19,9.682686216349665e-17,1.1626221755896382e-19,3.4778523432574906e-09,5.1538305661184494e-23
0.00015644929206071613,0.1122406837734296,0.0,0.0,0.0,0.0,0.3295652376994664,0.6696700354623796,8.25655685834115e-05,8.769174692839613e-05,6.425606103348961e-07,9.199316432587265e-08,2.0340901906549276e-15,4.2239943626957114e-07,0.00017908526847547362,0.0002803363888772797,8.017749452962713e-05,6.181596387427149e-08,3.586990667332303e-08,1.981867066151281e-08,1.4607612933108557e-07,8.284817676301137e-16,1.1411961061337473e-05,1.0522373383397138e-10,6.677857134883878e-10,1.8161034239892748e-10,2.6545239374897616e-07,4.621727419909895e-18,8.168400588832156e-17,4.735461989296089e-14,6.895640236686667e-15,8.393707406140578e-14,2.0841840706755916e-10,1.382153497942543e-16,3.955097810380587e-17,4.951823718316645e-22,1.053994887421805e-20,1.1239366818689385e-19,1.6866844151974526e-13,6.848383315948628e-20,1.4445321981744867e-19,1.095328958341972e-16,1.3151794471949177e-19,3.599424871309779e-09,5.83013823675424e-23
0.0001611745726299309,0.11224034883502082,0.0,0.0,0.0,0.0,0.3295434099930751,0.6696542033550765,8.361483961888428e-05,9.002708528560312e-05,6.507130679705264e-07,9.44387848495306e-08,2.0598990046958984e-15,4.3175394569742083e-07,0.00018813570370459777,0.0002961788550620074,8.548753371972266e-05,6.289788775786933e-08,3.689432821911329e-08,2.0879204950659693e-08,1.5390051351909504e-07,8.72858351811317e-16,1.2435604415588627e-05,1.0937698048861653e-10,6.853248737329134e-10,1.9707495131298748e-10,2.9894677100316843e-07,5.147827587874672e-18,8.640076475750291e-17,5.400772346804873e-14,7.937736781247553e-15,9.61775294050391e-14,2.476090203716453e-10,1.6420511075429438e-16,4.758540029065533e-17,6.039643808740433e-22,1.2855970237204484e-20,1.3709076488915719e-19,2.1262099806343983e-13,8.632794401540667e-20,1.8694512126257937e-19,1.2338076468503588e-16,1.4814443933384498e-19,3.7205490003618676e-09,6.567222707389023e-23
0.00016589985319914567,0.1122400064669656,0.0,0.0,0.0,0.0,0.3295211829245447,0.6696381081702142,8.463613955121132e-05,9.234196440345331e-05,6.586472968256058e-07,9.686326098306569e-08,2.085017044912039e-15,4.410311261562693e-07,0.0001972967254886449,0.00031237028054204887,9.092626736374638e-05,6.396099349246337e-08,3.791427316529051e-08,2.195688858806226e-08,1.6185126668161585e-07,9.179516471540217e-16,1.3513084322724351e-05,1.1353845161533214e-10,7.027809927625404e-10,2.132187406326755e-10,3.352330306192232e-07,5.714058742503228e-18,9.123329658871047e-17,6.130320648444817e-14,9.092523613775295e-15,1.0967264735347466e-13,2.9239545301825575e-10,1.939058116933487e-16,5.687901845217835e-17,7.315478255228085e-22,1.557253588065602e-20,1.6605910061625682e-19,2.6586421852213295e-13,1.0794338009879255e-19,2.397696307105517e-19,1.384318832730061e-16,1.662153840194674e-19,3.841347108679347e-09,7.368352911931698e-23
0.00017062513376836044,0.11223965684636152,0.0,0.0,0.0,0.0,0.32949856035899777,0.6696217515522715,8.563214840983821e-05,9.46368737911543e-05,6.663841594778995e-07,9.926712005872637e-08,2.1095103531842345e-15,4.5023887671393425e-07,0.00020656484277805243,0.00032890813708922137,9.649161197673202e-05,6.500672145992169e-08,3.892991063220863e-08,2.30513865881794e-08,1.699258906331492e-07,9.637474850113586e-16,1.4645254639027176e-05,1.1770873127000095e-10,7.201666726748802e-10,2.3004825590030077e-10,3.744310331985732e-07,6.3220977017526195e-18,9.618237141950429e-17,6.927732422485249e-14,1.0367763784211641e-14,1.2450144146105607e-13,3.433391762061382e-10,2.2768979951560957e-16,6.757523470260594e-17,8.803555324512015e-22,1.874133301207556e-20,1.998498464334781e-19,3.299270332289189e-13,1.3395062965247638e-19,3.0493972202243686e-19,1.5474917571901817e-16,1.8580626454229525e-19,3.9619270222173186e-09,8.236878134886382e-23
0.00017535041433757522,0.11223930012825643,0.0,0.0,0.0,0.0,0.32947554583480576,0.6696051348723255,8.660518598609412e-05,9.691231732035906e-05,6.739417136833085e-07,1.0165090182162585e-07,2.1334360925747948e-15,4.5938412406583045e-07,0.0002159368465896875,0.0003457901711440591,0.00010218169483089913,6.603633721153871e-08,3.994141708933079e-08,2.4162393388491672e-08,1.781221055634409e-07,1.010232935268104e-15,1.5832952922918457e-05,1.218883431863952e-10,7.374928795811944e-10,2.4757032538209737e-10,4.1666174374419817e-07,6.97364129261613e-18,1.0124888536201328e-16,7.79671810196953e-14,1.1771498170169536e-14,1.4074530345413195e-13,4.010362188699423e-10,2.6595233853668795e-16,7.982824639906619e-17,1.0530240911866464e-21,2.2418622652967585e-20,2.390629466723965e-19,4.0652177973748756e-13,1.6504458169412147e-19,3.847682433232807e-19,1.7239708192510113e-16,2.0699437625020335e-19,4.082383113153305e-09,9.176228342340022e-23
0.00018007569490679,0.11223893644861271,0.0,0.0,0.0,0.0,0.3294521426024859,0.6695882592661124,8.755726275924584e-05,9.916880854309535e-05,6.813356089188322e-07,1.0401515389465724e-07,2.1568438026000846e-15,4.68472953889193e-07,0.00022540977310828156,0.0003630143703053346,0.00010799482656799356,6.705095554140934e-08,4.094897444768897e-08,2.5289628933476555e-08,1.8643782098441566e-07,1.0573961415640322e-15,1.7077001831797852e-05,1.2607775082906764e-10,7.547691478689938e-10,2.657920131208371e-10,4.6204727481899435e-07,7.670406259246227e-18,1.0643384572746772e-16,8.741073364699327e-14,1.331204958851274e-14,1.5848802916893052e-13,4.661181703705078e-10,3.091122754307166e-16,9.380349846672048e-17,1.2524150212033247e-21,2.6665480073900043e-20,2.843496828312221e-19,4.975583808215109e-13,2.020002718845641e-19,4.818994291023235e-19,1.9144153282474106e-16,2.298587932604933e-19,4.202797589913308e-09,1.0189912864671507e-22
0.00018480097547600476,0.11223856592708134,0.0,0.0,0.0,0.0,0.3294283536582685,0.6695711256666718,8.849012481978514e-05,0.00010140686678294446,6.885794361705399e-07,1.0636042802700705e-07,2.1797765065020357e-15,4.775107286005302e-07,0.00023498087196274341,0.00038057893440922384,0.00011392947701295871,6.805156178158261e-08,4.195276846180142e-08,2.6432835318893283e-08,1.9487111076760826e-07,1.1052261797168255e-15,1.8378210332196046e-05,1.3027736172383456e-10,7.720037740620402e-10,2.847205804629921e-10,5.107109222047749e-07,8.414129219204245e-18,1.1173835833094401e-16,9.764679559291702e-14,1.499802689215772e-14,1.778158455347226e-13,5.392531928147586e-10,3.5761271056345225e-16,1.0967814548767463e-16,1.4816262456227062e-21,3.154804187438266e-20,3.3641530833272684e-19,6.051590412222524e-13,2.4567883781685083e-19,5.993425625208192e-19,2.1194995007558708e-16,2.5448036692493953e-19,4.323241868744613e-09,1.1281520380265496e-22
0.00018952625604521953,0.11223818866923498,0.0,0.0,0.0,0.0,0.32940418177283604,0.6695537348320928,8.94052930176565e-05,0.00010362701390792088,6.95685032750972e-07,1.0868727701842733e-07,2.2022716761635145e-15,4.865021911242072e-07,0.0002446475791793378,0.0003984822507784913,0.00011998425405872291,6.903903040738943e-08,4.2952987399766735e-08,2.7591773954967133e-08,2.0342019204656996e-07,1.153712938065483e-15,1.9737374746314557e-05,1.344875329868639e-10,7.892039913709888e-10,3.043634545067091e-10,5.627771941517718e-07,9.206566744770512e-18,1.1716361683071528e-16,1.087150395333403e-13,1.68383292523495e-14,1.9881743679029738e-13,6.211470430280162e-10,4.1192167572650455e-16,1.2764151922567942e-16,1.7440038485526775e-21,3.713775921381941e-20,3.960217488746888e-19,7.31673466036238e-13,2.9703368487941713e-19,7.405077012941534e-19,2.339912385830385e-16,2.8094171561440885e-19,4.443777897128259e-09,1.2454718517637396e-22
0.0001942515366144343,0.11223780476863922,0.0,0.0,0.0,0.0,0.3293796295158863,0.6695360873690455,9.03040967065767e-05,0.00010582977167132938,7.026627450330018e-07,1.1099625220431766e-07,2.2243620638072484e-15,4.954515552574291e-07,0.00025440749416873426,0.0004167228730955559,0.00012615788541588629,7.001414110708082e-08,4.394982092956616e-08,2.8766223160446863e-08,2.1208340734510131e-07,1.2028470161092492e-15,2.11552796640165e-05,1.3870857818276517e-10,8.063761268152501e-10,3.2472820194443043e-10,6.18371835414079e-07,1.0049495404697394e-17,1.2271089374762818e-16,1.206560009122015e-13,1.8842150305192418e-14,2.2158397141562292e-13,7.125441039539102e-10,4.725328181235998e-16,1.4789560540357305e-16,2.0431541252773208e-21,4.3511657395971527e-20,4.639903705315538e-19,8.796945923602254e-13,3.571168592087695e-19,9.092435309741085e-19,2.576357873368993e-16,3.0932722441365125e-19,4.564459381563498e-09,1.3713253900044262e-22
0.00019897681718364908,0.11223741430860394,0.0,0.0,0.0,0.0,0.32935469927716093,0.6695181837527507,9.118770261485743e-05,0.00010801565951776546,7.095216532340843e-07,1.1328790139380113e-07,2.246076413564413e-15,5.043625836041889e-07,0.0002642583601224008,0.0004352995033557447,0.00013244920293862926,7.097759255172094e-08,4.4943459191572547e-08,2.995597612890928e-08,2.208592094413753e-07,1.2526196386633467e-15,2.263269874507222e-05,1.429407744181955e-10,8.235257395737193e-10,3.458225098272803e-10,6.776218472815159e-07,1.094471196112475e-17,1.2838153293547025e-16,1.3351108186698288e-13,2.1018982625711137e-14,2.4620913093805443e-13,8.142284257182695e-10,5.39966090765637e-16,1.7065552905236226e-16,2.3829559367035834e-21,5.075260203856985e-20,5.412048180774131e-19,1.052074825584837e-12,4.270856241509517e-19,1.1098774152944163e-18,2.8295548063881867e-16,3.3972305721737703e-19,4.685332930200644e-09,1.506095274317293e-22
0.00020370209775286385,0.11223701736366447,0.0,0.0,0.0,0.0,0.3293293932844528,0.6695000243439156,9.205713942852916e-05,0.00011018519277970868,7.16269762813556e-07,1.155627671849946e-07,2.2674400673552563e-15,5.132386543434966e-07,0.00027419804732203926,0.0004542109764565859,0.00013885712921266803,7.193001413662834e-08,4.593409202744645e-08,3.116083920863418e-08,2.2974614858045085e-07,1.3030225833337847e-15,2.4170395428271616e-05,1.4718436924023337e-10,8.40657741524452e-10,3.676541701216271e-10,7.406555045599374e-07,1.1894033542717198e-17,1.3417694327633488e-16,1.4732255564164507e-13,2.3378622170415775e-14,2.7278913933851014e-13,9.270247769299215e-10,6.147684496544841e-16,1.9615004881950957e-16,2.767573375726477e-21,5.894957198830745e-20,6.286139252389345e-19,1.2519427773276628e-12,5.08209238932283e-19,1.3472576914639782e-18,3.1002370960414765e-16,3.722171690792635e-19,4.806439097868532e-09,1.6501721467438743e-22
0.00020842737832207862,0.11223661400083129,0.0,0.0,0.0,0.0,0.3293037136190084,0.6694816094030497,9.291331863092658e-05,0.00011233888120879805,7.229141667212038e-07,1.1782138560161479e-07,2.288475478497689e-15,5.22082818110417e-07,0.0002842245389654059,0.00047345624706443627,0.00014538066611624774,7.287197594983328e-08,4.692190834246686e-08,3.238063045286112e-08,2.387428616932196e-07,1.3540481193718044e-15,2.5769123559704857e-05,1.5143958702974854e-10,8.577765011709819e-10,3.902310683726686e-10,8.076023701939856e-07,1.2899297882686373e-17,1.4009859343277606e-16,1.6213357143649323e-13,2.5931172903047158e-14,3.0142279382312596e-13,1.0517997067928505e-09,6.975145581364654e-16,2.246220604143764e-16,3.201468751037773e-21,6.819793909673574e-20,7.272346981101393e-19,1.4827205044325623e-12,6.018759392272695e-19,1.626798260230897e-18,3.3891538291810973e-16,4.0689931758719654e-19,4.927813306864526e-09,1.8039547270597579e-22
0.0002131526588912934,0.1122362042806501,0.0,0.0,0.0,0.0,0.32927766222869737,0.6694629391025415,9.375705208259383e-05,0.00011447722779044292,7.29461182265152e-07,1.2006428500003008e-07,2.309202644972268e-15,5.308978461726494e-07,0.0002943359191454639,0.0004930343784329603,0.00015201888509831557,7.3803997194319e-08,4.7907095582044256e-08,3.361517839785489e-08,2.478480633087466e-07,1.4056889561325327e-15,2.7429627952158982e-05,1.5570663474975018e-10,8.748859324451303e-10,4.135611754401974e-10,8.785933080971982e-07,1.396236357649185e-17,1.4614800748316803e-16,1.7798815986039407e-13,2.8687051529723906e-14,3.3221149686717345e-13,1.1894626184849346e-09,7.888074987274301e-16,2.5632910976268123e-16,3.689415896967476e-21,7.859975503719712e-20,8.381553736498889e-19,1.748141246667876e-12,7.096001185797419e-19,1.9545255229356695e-18,3.69706946163506e-16,4.438610844507648e-19,5.0494866433897415e-09,1.9678499156601594e-22
