Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212)
8.84589282178469e-06,0.11224538008185934,0.0,0.0,0.0,0.0,0.3299936824771654,0.6699939915242765,5.699822829425017e-06,5.291427616859293e-06,4.437611475897005e-08,5.7320892556509315e-09,1.4047507721792818e-16,2.313891975747284e-08,5.410421583397048e-07,7.694138542960906e-07,1.5287839794183024e-08,4.011369272585985e-09,2.0416525574787093e-09,4.701407909069106e-11,3.3249505931628705e-10,1.8857707634754765e-18,1.2922413912931334e-09,4.927570779487919e-13,2.44084728682245e-11,3.141658969882481e-15,2.199847205857505e-13,2.9218083040369167e-23,1.740268860582304e-19,2.4218235159427035e-21,3.127773680913134e-22,4.6200772324771215e-21,5.655334520024524e-19,3.750392878785947e-25,7.475816602494915e-27,8.107432645275095e-32,1.717479272453701e-30,1.831449067847072e-29,1.506621810672331e-24,6.123964275326555e-31,1.447308912339e-31,3.0841155061802045e-23,3.7033202643654394e-26,8.95407946377147e-12,1.6415907171505354e-29,1.82994003681648e-28,2.7639248921453643e-19,4.2125279157007597e-26,2.7926805759385484e-22
9.505475182478087e-06,0.11224538149652093,0.0,0.0,0.0,0.0,0.3299931269815953,0.6699934890231513,6.157426936220766e-06,5.683509288807022e-06,4.7938908862549235e-08,6.140957162229778e-09,1.5175330244891186e-16,2.500577373509074e-08,6.272755134506569e-07,8.935291184317327e-07,1.9128463745629087e-08,4.330469166796599e-09,2.195030304530345e-09,5.5033998934269066e-11,3.9042676298064505e-10,2.214334782824208e-18,1.6362190921629855e-09,5.671152903905249e-13,2.6479541537299246e-11,4.1373495832092425e-15,3.0957890325553596e-13,3.987319111451534e-23,2.0435490511560914e-19,3.681981194458347e-21,4.757018508414116e-22,6.993538586560933e-21,9.154149618742927e-19,6.070669523064917e-25,1.307221341674344e-26,1.4095688041254002e-31,2.9864283183274098e-30,3.1846039994071833e-29,2.8009077263129386e-24,1.1383978470873709e-30,2.6543088247944107e-31,4.694564027546123e-23,5.637099289045803e-26,1.0764305064381935e-11,2.49878861970902e-29,3.0045346701643393e-28,4.496435343530777e-19,6.853100748611128e-26,4.246440837138441e-22
9.999999999999997e-06,0.11224538299663406,0.0,0.0,0.0,0.0,0.3299927025308394,0.6699931070153873,6.503207745272969e-06,5.977289766030407e-06,5.0631070584364074e-08,6.4473501293394425e-09,1.6027549202682872e-16,2.6414781223248535e-08,6.963370381060152e-07,9.929193999485482e-07,2.241068117001082e-08,4.5710121059445e-09,2.309978457214355e-09,6.148878178444598e-11,4.3711544795877156e-10,2.479133175149816e-18,1.9316102145107325e-09,6.265002104196253e-13,2.8054726537335858e-11,5.029774567519995e-15,3.943783294422431e-13,4.964132165177329e-23,2.287984407444974e-19,4.954120662801548e-21,6.401753759032401e-22,9.38205944257562e-21,1.2874964766015099e-18,8.538168336553173e-25,1.9417379334051375e-26,2.0849343653198166e-31,4.417741225145983e-30,4.710897056486713e-29,4.34364376685909e-24,1.7653378303774264e-30,4.095310449317741e-31,6.306702143056177e-23,7.572906483354276e-26,1.2249364337809532e-11,3.356885847231984e-29,4.2677320188662595e-28,6.345646108010438e-19,9.671549997526064e-26,5.714171063918323e-22
1.0165057543171484e-05,0.11224538299663406,0.0,0.0,0.0,0.0,0.32999255933594734,0.6699929785031518,6.619124284070601e-06,6.075310641525948e-06,5.153356670356471e-08,6.549585821365739e-09,1.631323943587611e-16,2.6886826594059515e-08,7.202338849357771e-07,1.0273072738448609e-06,2.358732429089458e-08,4.651541782434671e-09,2.34833605209211e-09,6.37281185554596e-11,4.533242608872031e-10,2.57106267813403e-18,2.037750154100969e-09,6.470190625921459e-13,2.8584730765977687e-11,5.358202433899779e-15,4.265209922655882e-13,5.327826701602876e-23,2.3728473867223003e-19,5.453438230059004e-21,7.047298164381374e-22,1.031801608884813e-20,1.4376963241474727e-18,9.534234969361476e-25,2.2068081898106135e-26,2.3662533798878435e-31,5.013983919983953e-30,5.346705677466749e-29,5.005517687491698e-24,2.0343044860058696e-30,4.715137543040735e-31,6.935949084713048e-23,8.328487246354124e-26,1.2769839586417245e-11,3.691816862675901e-29,4.7806897480635775e-28,7.093560277491182e-19,1.0811475185814176e-25,6.290289040371628e-22
1.0824639903864882e-05,0.11224538457633658,0.0,0.0,0.0,0.0,0.3299919794623144,0.6699924598802639,7.0848199564094755e-06,6.466843142854275e-06,5.5159349069452314e-08,6.9579867852234996e-09,1.7461001295236232e-16,2.8781861538871195e-08,8.199816715406541e-07,1.1708210483021722e-06,2.8716583436448305e-08,4.9745433117065e-09,2.5015747023865607e-09,7.310416554425631e-11,5.21244839951818e-10,2.9562793564619683e-18,2.501592917887309e-09,7.325235165627267e-13,3.072383674561494e-11,6.837845142613721e-15,5.767907719237713e-13,6.989195699407682e-23,2.7284688069470097e-19,7.89393450133708e-21,1.0202290130389404e-21,1.4883244895497833e-20,2.1988692384303713e-18,1.458203658471148e-24,3.612615046280705e-26,3.8522924829827255e-31,8.163855761230851e-30,8.705599109637008e-29,8.640450299747861e-24,3.511389610112574e-30,8.14576678383079e-31,9.98558774010886e-23,1.199040066536983e-25,1.4975674399465383e-11,5.315056490826569e-29,7.400268205336331e-28,1.0893009941376298e-18,1.6602377756331383e-25,9.106344235555636e-22
1.1484222264558279e-05,0.11224538622965195,0.0,0.0,0.0,0.0,0.3299913872841582,0.6699919330719454,7.554416825916309e-06,6.858117991203523e-06,5.88154995338415e-08,7.36617130388229e-09,1.8618376374390638e-16,3.0690654196458065e-08,9.265819360734094e-07,1.3241420370536855e-06,3.456947323113692e-08,5.299428781586734e-09,2.654751061191801e-09,8.316975934771166e-11,5.942449923341209e-10,3.370305217345269e-18,3.0325599467850113e-09,8.236815744179889e-13,3.289663978641986e-11,8.612743491327933e-15,7.672349022886089e-13,9.021356553940759e-23,3.1107144975380964e-19,1.1196736417568089e-20,1.4471431281828851e-21,2.104334457907083e-20,3.2850120550103738e-18,2.178491293852785e-24,5.754804009051279e-26,6.103418169493153e-31,1.293606586069492e-29,1.3794487155933345e-28,1.4464964677849756e-23,5.878127715809434e-30,1.3722226302246925e-30,1.4053863924202206e-22,1.6875461657290703e-25,1.7386593826055255e-11,7.480489142530889e-29,1.1179644393847683e-27,1.633327187038239e-18,2.489413788195026e-25,1.2917748675235496e-21
1.2143804625251676e-05,0.11224538795049468,0.0,0.0,0.0,0.0,0.32999078272635335,0.6699913979971673,8.027815611452906e-06,7.249146111729468e-06,6.250124490005694e-08,7.774150321473503e-09,1.9785119916078547e-16,3.261297275640928e-08,1.0400963703429517e-06,1.4873406641739112e-06,4.1200263043236075e-08,5.626152081132289e-09,2.807869836071658e-09,9.393240997293391e-11,6.723804120081721e-10,3.813456133351619e-18,3.6355172393882784e-09,9.205439031950494e-13,3.510290436917335e-11,1.0722282105638745e-14,1.0056380961236942e-12,1.147840209276482e-22,3.5198818774665334e-19,1.5596069102651397e-20,2.015689532460171e-21,2.9226566697929966e-20,4.8060033170106586e-18,3.1871536422329922e-24,8.946808937287753e-26,9.438454339528252e-31,2.0006990103948816e-29,2.133462916734872e-28,2.3564385337294508e-23,9.575457017646062e-30,2.2593931770456967e-30,1.9387666122654797e-22,2.3280125750607404e-25,2.0007200536626527e-11,1.0319526837031546e-28,1.6526554038463668e-27,2.397558996571387e-18,3.654218829741333e-25,1.799495492833638e-21
1.2803386985945073e-05,0.11224538973267256,0.0,0.0,0.0,0.0,0.32999016571522977,0.6699908545764544,8.504914938875145e-06,7.639938152681158e-06,6.621579567477505e-08,8.181934472534163e-09,2.0960982004294808e-16,3.454857811056428e-08,1.160585260885122e-06,1.6604861446333506e-06,4.8664224963717814e-08,5.954665990377271e-09,2.9609356346841196e-09,1.0539951368700385e-10,7.557059623696684e-10,4.286043266361004e-18,4.315383445532759e-09,1.023158861665345e-12,3.7342379218786074e-11,1.3208841378969833e-14,1.3007962817106733e-12,1.4418682446216533e-22,3.9562644347169057e-19,2.137311485219352e-20,2.7621299056606725e-21,3.9946017359766854e-20,6.9003620099199266e-18,4.57605119576263e-24,1.3609100105738617e-25,1.4282242228791353e-30,3.0278052723775807e-29,3.228726677147274e-28,3.746119724624711e-23,1.522190875513063e-29,3.643575812592216e-30,2.6273994070827697e-22,3.1549012674654875e-25,2.2841932725465288e-11,1.3984931719735587e-28,2.3959736083725954e-27,3.452926276918963e-18,5.262762461079394e-25,2.4662659990112066e-21
1.346296934663847e-05,0.11224539156989162,0.0,0.0,0.0,0.0,0.32998953617861504,0.669990302731923,8.985611405536523e-06,8.030504481931392e-06,6.995834657043788e-08,8.589534078576588e-09,2.2145707723332235e-16,3.6497223989471974e-08,1.2881074555168803e-06,1.8436464471281079e-06,5.701759742070331e-08,6.284922210360674e-09,3.1139529631457674e-09,1.175783475204334e-10,8.442756322807111e-10,4.788372818270253e-18,5.077129067007939e-09,1.131572448532409e-12,3.9614797397375966e-11,1.6117870746625277e-14,1.6625916008649355e-12,1.790489096052588e-22,4.420151500682278e-19,2.88624569875315e-20,3.729598630807471e-21,5.3811109944777994e-20,9.740760764017892e-18,6.459693847598993e-24,2.0296859056110235e-25,2.1192132595297695e-30,4.4932008900802895e-29,4.791364131674826e-28,5.825544238984213e-23,2.3670639048194047e-29,5.7641519707918855e-30,3.5043711744852105e-22,4.207941284986794e-25,2.5895074804041122e-11,1.8652813677184136e-28,3.413131091547949e-27,4.8880510213580564e-18,7.450120397992105e-25,3.3307234765906324e-21
1.4122551707331868e-05,0.11224539345575961,0.0,0.0,0.0,0.0,0.3299888940458754,0.6699897423873208,9.469799648444098e-06,8.420855183698908e-06,7.372807703610114e-08,8.996959144889862e-09,2.3339037325821343e-16,3.8458657121839655e-08,1.4227203307849543e-06,2.036888257682444e-06,6.631754700311312e-08,6.616871395571472e-09,3.266926224455436e-09,1.3047606484384872e-10,9.381425022769838e-10,5.3207458393345395e-18,5.925775618779015e-09,1.2458282530559363e-12,4.1919876419492416e-11,1.9497957440360504e-14,2.102069196825454e-12,2.2004151709852373e-22,4.911828078189565e-19,3.8459017694524734e-20,4.968995263780293e-21,7.153996890970495e-20,1.3540273167517969e-17,8.97938387466204e-24,2.973402266352346e-25,3.0890378779270688e-30,6.550177282047474e-29,6.984838927399709e-28,8.88000783498475e-23,3.608066221379819e-29,8.958568822140601e-30,4.607533851655615e-22,5.532583964787286e-25,2.917076300549221e-11,2.4524648265603795e-28,4.785230626605167e-27,6.812523807174289e-18,1.0383328470751316e-24,4.438475247395256e-21
1.4782134068025265e-05,0.11224539538379064,0.0,0.0,0.0,0.0,0.32998823924795495,0.6699891734680626,9.957372415921282e-06,8.811000055467338e-06,7.75241518155886e-08,9.404219357578262e-09,2.454070640941291e-16,4.043261741330062e-08,1.5644797603565823e-06,2.2402769440777663e-06,7.662212857081187e-08,6.950463188573814e-09,3.4198597170008158e-09,1.440996921507306e-10,1.0373587222135416e-09,5.883458101383801e-18,6.866394750113702e-09,1.3659674083456589e-12,4.4257318389769696e-11,2.340089038889767e-14,2.6315156483723153e-12,2.678810683751407e-22,5.431574729707529e-19,5.062563377495653e-20,6.539959756976566e-21,9.397294597821624e-20,1.855940790754232e-17,1.2307880715125054e-23,4.285421014212483e-25,4.430281256705812e-30,9.395260840429453e-29,1.0018718704271188e-27,1.3291777407366067e-22,5.400491579358888e-29,1.3696325912478048e-29,5.979898131609237e-22,7.180475097851655e-25,3.2672987955610885e-11,3.182936969401816e-28,6.612178488070657e-27,9.360598539216514e-18,1.4267014158061567e-24,5.8429749653231944e-21
1.544171642871866e-05,0.11224539734740935,0.0,0.0,0.0,0.0,0.32998757171741505,0.6699885959012661,1.044822064271115e-05,9.200948605108288e-06,8.134572153244531e-08,9.811324080838788e-09,2.5750446101948866e-16,4.241883812628385e-08,1.7134400844085576e-06,2.453876521199349e-06,8.799024370569224e-08,7.28564625583029e-09,3.57275763314075e-09,1.584561257636302e-10,1.1419754880885324e-09,6.476799966376682e-18,7.904107339617038e-09,1.49202854621249e-12,4.66268101597797e-11,2.7881719628733154e-14,3.2645389300739407e-12,3.233299184860297e-22,5.979667460094689e-19,6.590110355286837e-20,8.511909604233714e-21,1.220868986716403e-19,2.5113988361145173e-17,1.6654626416844618e-23,6.08474216221189e-25,6.2602648094072295e-30,1.3277523793479618e-28,1.415860381489945e-27,1.956664101881108e-22,7.949810959247856e-29,2.0621284226563867e-29,7.670042149915203e-22,9.20994567004918e-25,3.6405595318141583e-11,4.082554615239881e-28,9.015947189819155e-27,1.2695336913215042e-17,1.934971359081001e-24,7.606450510559674e-21
1.6101298789412056e-05,0.11224539933995599,0.0,0.0,0.0,0.0,0.32998689138847204,0.6699880096157868,1.0942233528398235e-05,9.590710048214718e-06,8.51919233007219e-08,1.0218282354489128e-08,2.696798325480631e-16,4.441704606833546e-08,1.8696540800667472e-06,2.6777496173541365e-06,1.0048159756877383e-07,7.622368325154956e-09,3.725624057852472e-09,1.7355212788500121e-10,1.2520430123818555e-09,7.101056218174037e-18,9.044082570989101e-09,1.6240477548309622e-12,4.902802350689561e-11,3.2998810392269767e-14,4.01614976574599e-12,3.87197120410339e-22,6.5563775658414585e-19,8.490872907749403e-20,1.0965142204490142e-20,1.5701043034615178e-19,3.358393598952263e-17,2.227157045430471e-23,8.521568189219894e-25,8.726243845406323e-30,1.8509629222285228e-28,1.9737905274906215e-27,2.836614806874461e-22,1.1524768753034794e-28,3.06061621937632e-29,9.732518759460734e-22,1.1686500899951028e-24,4.037228496648306e-11,5.180354762435271e-28,1.2144227498518486e-26,1.7013234119549054e-17,2.5930922069776708e-24,9.80089237426426e-21
1.6760881150105452e-05,0.11224540135469077,0.0,0.0,0.0,0.0,0.3299861981970331,0.6699874145422507,1.1439298619027961e-05,9.980293305651218e-06,8.906188136065563e-08,1.0625102891753824e-08,2.819304064411997e-16,4.642696179814638e-08,2.0331729329491275e-06,2.9119574415999334e-06,1.1415665422109029e-07,7.960576225273597e-09,3.878462967462097e-09,1.8939432249320926e-10,1.3676104926806257e-09,7.756505884595915e-18,1.0291536984688404e-08,1.7620585397272981e-12,5.1460615336299037e-11,3.881389137672292e-14,4.902844250609201e-12,4.603392107487883e-22,7.1619714760038995e-19,1.0836555834659736e-19,1.3992028992794464e-20,2.000403649230681e-19,4.442301789072622e-17,2.945963393939539e-23,1.1783871500344958e-24,1.2011507437580213e-29,2.5480799917787747e-28,2.7171674217221777e-27,4.0546450076152754e-22,1.6473160055408522e-28,4.482137124034019e-29,1.2228274016045226e-21,1.4683322738898734e-24,4.457660886418378e-11,6.508777337200486e-28,1.617453134059137e-26,2.2549358351447705e-17,3.4368927729638876e-24,1.2509122852897486e-20
1.7420463510798847e-05,0.11224540338479924,0.0,0.0,0.0,0.0,0.3299854920807316,0.6699868106130877,1.1939301891804184e-05,1.0369707001326846e-05,9.295470773832962e-08,1.103179407730734e-08,2.9425337179602105e-16,4.8448299839867417e-08,2.204046209862093e-06,3.1565597521424355e-06,1.2907659047536612e-07,8.300215926838026e-09,4.031278228464507e-09,2.0598919163176236e-10,1.4887260839672753e-09,8.44342208025137e-18,1.165173350012545e-08,1.9060917864645377e-12,5.3924227901360054e-11,4.539209771255687e-14,5.942687605149411e-12,5.436608397228854e-22,7.796710610776153e-19,1.3709211792441948e-19,1.7698275197842308e-20,2.526590088352192e-19,5.81696195952713e-17,3.8575853735087967e-23,1.6104777914949558e-24,1.634218934686177e-29,3.467130203969286e-28,3.6972046668652035e-27,5.720475386789663e-22,2.3240700126230735e-28,6.481902833473995e-29,1.5225082517759864e-21,1.828179261772237e-24,4.902196797179468e-11,8.103896912899257e-28,2.131872572697401e-26,2.9583036754908007e-17,4.5089478098996894e-24,1.5825918418078802e-20
1.8080045871492243e-05,0.11224540542339717,0.0,0.0,0.0,0.0,0.32998477297896095,0.6699861977625597,1.2442127842731649e-05,1.0758959460195922e-05,9.686950292825348e-08,1.1438363965584786e-08,3.066458812061439e-16,5.04807689027707e-08,2.3823218326981555e-06,3.411614825854694e-06,1.4530324835160972e-07,8.641232584664363e-09,4.184073596420056e-09,2.2334307205241574e-10,1.6154368741070806e-09,9.16207186751416e-18,1.3129980409499027e-08,2.056175726379738e-12,5.641848904529885e-11,5.2802007968608736e-14,7.155398916709524e-12,6.381154022753079e-22,8.460851257138795e-19,1.7202260318568472e-19,2.2204241326529183e-20,3.165523189304837e-19,7.545860384991115e-17,5.0041246755982616e-23,2.177114252036297e-24,2.1995151484392116e-29,4.666921121474768e-28,4.976612222565536e-27,7.9734504427774435e-22,3.2393439715002554e-28,9.263752052400243e-29,1.8797975751858905e-21,2.2572005786220235e-24,5.3711608574792723e-11,1.000565070742418e-27,2.7828031559048927e-26,3.844412049288594e-17,5.859532935700885e-24,1.98591887126848e-20
1.873962823218564e-05,0.11224540746353603,0.0,0.0,0.0,0.0,0.32998404083290694,0.6699855759267924,1.2947659577048086e-05,1.1148058706491709e-05,1.008053565976578e-07,1.1844820279368248e-08,3.1910505299108413e-16,5.252407211425432e-08,2.5680460535811064e-06,3.6771794289632302e-06,1.6289908621639506e-07,8.983570581661717e-09,4.3368527149347695e-09,2.414621518838342e-10,1.7477888592855053e-09,9.912716117213859e-18,1.4731630347547546e-08,2.2123359063936294e-12,5.894301246651725e-11,6.111567448903141e-14,8.562436716462329e-12,7.447057288109806e-22,9.15464444540394e-19,2.142158197165788e-19,2.7646364389677497e-20,3.9362940855773993e-19,9.703431587079733e-17,6.434943456448902e-23,2.9133522177648393e-24,2.9307117212347306e-29,6.218983857819449e-28,6.631667918382674e-27,1.098905275733563e-21,4.464422589205932e-28,1.3093046201050148e-28,2.3029676685073542e-21,2.76532931492209e-24,5.864861834100521e-11,1.2258069903788903e-27,3.599856811856127e-26,4.9519861529662607e-17,7.547672798163819e-24,2.4731242758701984e-20
1.9399210592879034e-05,0.11224540949820803,0.0,0.0,0.0,0.0,0.3299832955855781,0.6699849450438001,1.3455778902293172e-05,1.1537012462197476e-05,1.047613483113365e-07,1.225117040864272e-08,3.316279734907996e-16,5.457790726393548e-08,2.761263431303055e-06,3.9533087889518635e-06,1.8192712868865136e-07,9.327173574283888e-09,4.489619114736659e-09,2.6035246720428403e-10,1.8858269183621173e-09,1.0695609363182015e-17,1.646207923909217e-08,2.3745951605736046e-12,6.149739800094344e-11,7.040864773340191e-14,1.0187085234011534e-11,8.644845812150596e-22,9.87833581813643e-19,2.6486662746030545e-19,3.4178647995176765e-20,4.860428581139284e-19,1.2376479664361007e-16,8.207606909879881e-23,3.861724928846205e-24,3.8684750932481153e-29,8.209717378760949e-28,8.754504048356409e-27,1.4986548111205535e-21,6.088375637705989e-28,1.831214168907488e-28,2.801105333670224e-21,3.363476591074089e-24,6.383592225210395e-11,1.4909521074735382e-27,4.6177411922544866e-26,6.326243386806547e-17,9.64228746852508e-24,3.058010877183437e-20
2.005879295357243e-05,0.11224541152035228,0.0,0.0,0.0,0.0,0.3299825371818358,0.6699843050535139,1.396636642385778e-05,1.1925828145759064e-05,1.0873654827578897e-07,1.265742140973129e-08,3.44211699421295e-16,5.6641967052294826e-08,2.9620168090956864e-06,4.240056567734126e-06,2.0245091539789113e-07,9.671984539035155e-09,4.6423762128409495e-09,2.8001989867750214e-10,2.0295947876263286e-09,1.1510999659077539e-17,1.8326765223465516e-08,2.5429735848115964e-12,6.408123192404834e-11,8.075999418987895e-14,1.2054541168905837e-11,9.985551270829866e-22,1.063216550125666e-18,3.2531776382756255e-19,4.19742058057914e-20,5.962098093104097e-19,1.566572651749098e-16,1.0388909992210256e-22,5.073503097276277e-24,5.061609651649631e-29,1.0742822097870077e-27,1.1455702456972778e-26,2.023790879765829e-21,8.221682566910422e-28,2.5359156672967707e-28,3.3841559190637087e-21,4.063584439991934e-24,6.927627846243906e-11,1.8012940602065038e-27,5.876919107647568e-26,8.019713176775165e-17,1.2223442021930464e-23,3.756090205731801e-20
2.0718375314265825e-05,0.11224541352285981,0.0,0.0,0.0,0.0,0.32998176556842135,0.6699836558978057,1.4479301642838377e-05,1.2314512871042587e-05,1.1273001810129923e-07,1.3063580004719086e-08,3.5685326028692437e-16,5.8715939347563676e-08,3.1703472937758134e-06,4.537474836132325e-06,2.2453444868411556e-07,1.0017945820181799e-08,4.7951273118017036e-09,3.0047016840050807e-10,2.179135037232144e-09,1.2359128444734645e-17,2.033116755517489e-08,2.7174885164136442e-12,6.669408727693466e-11,9.225230693234038e-14,1.4192000815241803e-11,1.1480715296089575e-21,1.1416367985803945e-18,3.97072452783948e-19,5.1226910940584655e-20,7.268344692644987e-19,1.9687492944517833e-16,1.3055992261713932e-22,6.610141831827901e-24,6.568368511000162e-29,1.3942088815862944e-27,1.486726854905289e-26,2.707817539529482e-21,1.1000441381732377e-27,3.479065469388303e-28,4.062967305854791e-21,4.878678623525779e-24,7.497227414844006e-11,2.1626068803836376e-27,7.424332103457396e-26,1.0093127703546058e-16,1.5383704195660086e-23,4.584728474548136e-20
2.137795767495922e-05,0.1122454154985798,0.0,0.0,0.0,0.0,0.329980980693983,0.6699829975205098,1.4994463056015906e-05,1.2703073446540427e-05,1.1674081158057646e-07,1.3469652581155286e-08,3.6954966084523687e-16,6.079950745386367e-08,3.386294236302764e-06,4.8456140497013385e-06,2.482421403325602e-07,1.0364999178800076e-08,4.9478755990613195e-09,3.217088369226375e-10,2.334489049060433e-09,1.3240230420606901e-17,2.2480805481919738e-08,2.8981545154427297e-12,6.933552420765991e-11,1.0497170961087615e-13,1.6628747369785502e-11,1.3142393036257756e-21,1.2231172014773586e-18,4.81807528400641e-19,6.215311781001251e-20,8.809314386881076e-19,2.457551861989522e-16,1.6297544820585187e-22,8.544870758274012e-24,8.457886304009022e-29,1.795444782974713e-27,1.914588273400392e-26,3.591743082500712e-21,1.459123242508581e-27,4.730846071554245e-28,4.8493361746030605e-21,5.822924189172514e-24,8.092632144287872e-11,2.5811696198959345e-27,9.314183851806939e-26,1.2616386709657846e-16,1.9229614958743245e-23,5.563297929086427e-20
2.2037540035652616e-05,0.11224541744032518,0.0,0.0,0.0,0.0,0.3299801825090997,0.6699823298674462,1.5511728257780196e-05,1.3091516374828202e-05,1.2076797548253257e-07,1.3875645192040053e-08,3.82297883619723e-16,6.289235038552857e-08,3.6098952137826176e-06,5.164523025941921e-06,2.736387574401289e-07,1.0713085842798393e-08,5.10062414639801e-09,3.437413003490957e-10,2.4956969951933236e-09,1.415453342568325e-17,2.478123710173013e-08,3.084983348977653e-12,7.200509032960141e-11,1.1900785378458408e-13,1.9396238250797745e-11,1.4983156094920976e-21,1.3076800472749616e-18,5.813868096504441e-19,7.499342306412467e-20,1.0618496265632589e-18,3.048292683075202e-16,2.021511325454228e-22,1.0964471772462378e-23,1.0811778056104404e-28,2.2953371770778198e-27,2.4476529071884603e-26,4.725457470493665e-21,1.919671340291998e-27,6.379153583180288e-28,5.756052329212591e-21,6.911678692121377e-24,8.714065353519438e-11,3.0637899431523886e-27,1.1608783126808739e-25,1.566959948584674e-16,2.3883276719980282e-23,6.713331596228981e-20
2.269712239634601e-05,0.1122454193408786,0.0,0.0,0.0,0.0,0.3299793709663041,0.6699816528864376,1.603097404381007e-05,1.3479847852274847e-05,1.2481055035970763e-07,1.4281563556109094e-08,3.950948914556361e-16,6.499414314605592e-08,3.841186012951708e-06,5.494248922941519e-06,3.0078936751341183e-07,1.1062146557758284e-08,5.2533759094647485e-09,3.665727875332973e-10,2.6627978168366754e-09,1.5102258317945287e-17,2.723805820028416e-08,3.2779839812380683e-12,7.470232110424889e-11,1.3445390841346727e-13,2.2528192252734844e-11,1.7016097397802666e-21,1.3953470280727793e-18,6.978752741094644e-19,9.001453612996937e-20,1.2732976008218774e-18,3.758433960820214e-16,2.4924500308809613e-22,1.397129913053509e-23,1.3725954856114994e-28,2.914273995537554e-27,3.107661605785697e-26,6.169310056837714e-21,2.5062027898698637e-27,8.533385167061384e-28,6.796941978341734e-21,8.161544164713155e-24,9.361732098388282e-11,3.6178271645960896e-27,1.4379460109809999e-25,1.93442070447514e-16,2.9484063758813296e-23,8.058687438123628e-20
2.4016287117732806e-05,0.11224542298942587,0.0,0.0,0.0,0.0,0.3299777076269975,0.6699802707419984,1.7074911194314496e-05,1.4256199709782986e-05,1.3293806912489202e-07,1.509319875180295e-08,4.2082303099293927e-16,6.922325985611191e-08,4.3269711868187765e-06,6.186331700335276e-06,3.606140030921279e-07,1.1762951024952515e-08,5.558900322954239e-09,4.146528967656142e-10,3.0148275801784034e-09,1.7098821627803424e-17,3.264343325722284e-08,3.6825224393764905e-12,8.017786010659579e-11,1.6996589818451055e-13,3.0032190970536114e-11,2.1713504649004297e-21,1.5800771213428476e-18,9.90933741271292e-19,1.2780828950901043e-19,1.80457301699253e-18,5.618934699764306e-16,3.7262634874365654e-22,2.2247549562215298e-23,2.170250140249695e-28,4.608635938295551e-27,4.914459307007217e-26,1.0292768516492753e-20,4.1812459094076724e-27,1.4933070205716827e-27,9.342002829339889e-21,1.121756780574102e-23,1.0736493111080004e-10,4.972493764918756e-27,2.1685553402862416e-25,2.898755871989865e-16,4.4182346780452536e-23,1.1443440950916227e-19
2.53354518391196e-05,0.11224542638610865,0.0,0.0,0.0,0.0,0.3299759903361586,0.6699788507104834,1.8125276930818446e-05,1.5032172471347462e-05,1.4111559937000568e-07,1.590459726196164e-08,4.467094880558486e-16,7.34841884513568e-08,4.843899715176592e-06,6.922205741936293e-06,4.282404702693362e-07,1.2466930885974366e-08,5.864470151112819e-09,4.659875526075951e-10,3.390864517776843e-09,1.923154343417988e-17,3.8742405295341374e-08,4.111785322929398e-12,8.575819731750159e-11,2.12322539376646e-13,3.9459004093158437e-11,2.734985860257722e-21,1.7774687158322076e-18,1.3820913626547618e-18,1.7826540357436587e-19,2.512630246997015e-18,8.230813346872633e-16,5.458362375912327e-22,3.459359744503593e-23,3.3520949456627755e-28,7.119523454627845e-27,7.591966206836459e-26,1.6729353474718438e-20,6.795905787118192e-27,2.5423147312331135e-27,1.2617554725246071e-20,1.5150740118448085e-23,1.2218177953880248e-10,6.715980860439231e-27,3.202272297011759e-25,4.2552713633893816e-16,6.485822460380203e-23,1.5961452545870105e-19
2.6654616560506395e-05,0.11224542947271815,0.0,0.0,0.0,0.0,0.329974218786315,0.6699773924481978,1.918106775064697e-05,1.580780471375218e-05,1.4933532649929863e-07,1.671579289767342e-08,4.72729525342781e-16,7.777421454092101e-08,5.392192107135414e-06,7.702186737379334e-06,5.041943953352769e-07,1.3173600112165406e-08,6.17010483439387e-09,5.206123106773926e-10,3.791173941537887e-09,2.1501928473529138e-17,4.558097450483887e-08,4.565743079398197e-12,9.143922142205176e-11,2.623931023210476e-13,5.116856041179331e-11,3.4048856164398315e-21,1.9876729065338047e-18,1.8966543653216476e-18,2.4466527242583378e-19,3.4428505232059897e-18,1.1836450829222458e-15,7.849484606665643e-22,5.264520214999384e-23,5.069230720592965e-28,1.0768268988314456e-26,1.148283797175254e-25,2.6556179915794856e-20,1.0787706513953802e-26,4.221002231461286e-27,1.677601158036903e-20,2.0144074422625042e-23,1.3807737976704758e-10,8.929414228199086e-27,4.639593291001553e-25,6.131337085886491e-16,9.34530724687062e-23,2.1905134563389125e-19
