Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212)
0.004136524616601116,0.11174825981403079,0.0,0.0,0.0,0.0,0.19393669981675157,0.5169622431244918,0.00028781817644165855,0.0012544177679308626,1.7367614455134403e-06,1.7459794138273505e-06,5.666397631553885e-15,1.0203100862853262e-05,0.006309946060182349,0.18514341292970307,0.01093579243657447,5.277485865676032e-07,1.1160030986163442e-06,2.5835652142904852e-06,1.4794894003038776e-05,8.391045305400039e-14,0.055983419494829156,5.231070236167071e-09,1.825608058584935e-08,6.746171718744838e-07,0.017775826528125666,5.500460865711485e-13,4.981906611997103e-13,1.0519629011954059e-08,1.1203475311157952e-08,1.1656353241600625e-07,0.00472014514459417,3.130225654591828e-09,3.3572940619298115e-09,1.6113039379840644e-13,3.414206078898836e-12,3.640768563729904e-11,8.303158256091343e-05,2.6139961814306803e-11,1.021704581933143e-09,4.5898631913492963e-10,5.165908034213544e-13,1.4779549161718088e-06,2.4432283980906024e-16,1.6582869064446367e-12,0.0021434072800919804,3.26704430211271e-10,9.941537073510934e-09
0.004151375811781329,0.11175068211475586,0.0,0.0,0.0,0.0,0.19328940727382898,0.516073916494928,0.000287361486469024,0.0012511468518342163,1.7309885215276022e-06,1.7444897667868493e-06,5.648506113845152e-15,1.0200627046191055e-05,0.006295118545590222,0.18622373547052268,0.010914811035528814,5.276975729362082e-07,1.1111174343359773e-06,2.5791733974986167e-06,1.4744054532931047e-05,8.362211377065586e-14,0.056341905797419364,5.209031770296998e-09,1.8180653782715152e-08,6.74929787570867e-07,0.017851972161459517,5.534220590718225e-13,5.008728012769647e-13,1.0553844317410016e-08,1.1248495503229007e-08,1.1730422940882569e-07,0.004770953012742829,3.16391955341651e-09,3.3891292592148926e-09,1.6243661520142163e-13,3.442081582957325e-12,3.670493851687016e-11,8.393983377787241e-05,2.6379916018433643e-11,1.0301650438596746e-09,4.634661863121517e-10,5.216838806564866e-13,1.4852203881604764e-06,2.467075341794771e-16,1.6788366369710744e-12,0.0021735341861514475,3.312964619756427e-10,1.00603847777037e-08
0.004166227006961543,0.111753107475497,0.0,0.0,0.0,0.0,0.1926447385973912,0.5151880358206568,0.00028690128519310687,0.0012478300420829163,1.7252123474017128e-06,1.7429212130146505e-06,5.630580897559245e-15,1.0197680366294545e-05,0.006280186305274704,0.18730087453385785,0.010893688376873724,5.276281771605734e-07,1.1061809188325007e-06,2.5746426465135423e-06,1.4692579947417022e-05,8.333017237622793e-14,0.05669963715414497,5.186783352802774e-09,1.8104517041130412e-08,6.751891308894836e-07,0.017927144014109397,5.567629320281413e-13,5.035200694410312e-13,1.0587254199094344e-08,1.1292353130967951e-08,1.1803539553552611e-07,0.004821789672942835,3.1976325460659284e-09,3.4208406846621377e-09,1.6372868681717455e-13,3.469662738457662e-12,3.6999052584801084e-11,8.484870300468323e-05,2.6619196719510682e-11,1.0385361982652418e-09,4.679190703942389e-10,5.267475677636764e-13,1.4923726756245396e-06,2.4907786566254967e-16,1.6994045782753556e-12,0.0022037982907445216,3.359094059492221e-10,1.0179076929112743e-08
0.004181078202141757,0.11175553538682022,0.0,0.0,0.0,0.0,0.19200270999503016,0.5143046377028129,0.0002864376923755071,0.0012444687340761038,1.719433842581969e-06,1.7412752103373807e-06,5.612625111080999e-15,1.0194268998188139e-05,0.00626515335237471,0.18837478398802535,0.010872431566522924,5.275406626247317e-07,1.1011957487863436e-06,2.5699762425414675e-06,1.4640493825340787e-05,8.303476259987157e-14,0.05705659662916302,5.164334394758997e-09,1.8027702076663224e-08,6.753959450882195e-07,0.018001344009239535,5.600685091781359e-13,5.061323443599618e-13,1.0619863348988461e-08,1.1335052539071777e-08,1.187569781728103e-07,0.004872650086480727,3.231361291051671e-09,3.4524243609565967e-09,1.6500642628848638e-13,3.496945660675282e-12,3.7289986415991075e-11,8.57580986653287e-05,2.6857780356213688e-11,1.046816822893894e-09,4.723442424226108e-10,5.317810307182546e-13,1.4994118520045113e-06,2.5143344622421184e-16,1.7199878771455149e-12,0.0022341958500630885,3.405426914897355e-10,1.0297588288896217e-08
0.004194444277803949,0.11175772227635934,0.0,0.0,0.0,0.0,0.19142715439588712,0.5135117315052109,0.00028601765711005865,0.0012414066571365887,1.7142319418345421e-06,1.73972879778297e-06,5.596441303411156e-15,1.0190808265499304e-05,0.006251540868255627,0.18933850399896934,0.010853191515395596,5.274466275557619e-07,1.0966692941908044e-06,2.5656632103429704e-06,1.459311278841926e-05,8.276603800417069e-14,0.05737718647939305,5.143966562163797e-09,1.7958014652722992e-08,6.755377879460337e-07,0.01806729483726064,5.630132074227578e-13,5.084533865842239e-13,1.0648531005665695e-08,1.137249578609738e-08,1.1939816981191488e-07,0.0049184406542069365,3.26172790182436e-09,3.4807372551207187e-09,1.6614399559034287e-13,3.5212422679966004e-12,3.754907541666469e-11,8.657693007563656e-05,2.7071890641887285e-11,1.0541910264966681e-09,4.763026340302237e-10,5.362846542771174e-13,1.50565042530479e-06,2.5354055358579606e-16,1.7385236728237434e-12,0.0022616646618332293,3.447295687048803e-10,1.0404073390944264e-08
0.004207810353466142,0.11175991046354157,0.0,0.0,0.0,0.0,0.19085376057190262,0.5127208902078495,0.00028559505621190317,0.0012383106616205188,1.7090295282767649e-06,1.738121901201534e-06,5.580237424275742e-15,1.018698381139616e-05,0.006237852875087478,0.19029954001720387,0.010833853436699332,5.273383258092651e-07,1.092106756956586e-06,2.5612453432098554e-06,1.4545272213216985e-05,8.249470709738557e-14,0.05769712592298811,5.12345051864515e-09,1.7887825820652078e-08,6.756382465641555e-07,0.018132461990523933,5.659290610833914e-13,5.107459357067922e-13,1.0676557795941964e-08,1.1409008769986877e-08,1.200315303460313e-07,0.004964242868811905,3.292102236377216e-09,3.5089408288151455e-09,1.672696990202094e-13,3.5452918262675117e-12,3.780552998814336e-11,8.73960498207647e-05,2.7285401489543973e-11,1.0614901732613727e-09,4.802375336434551e-10,5.407625995606782e-13,1.5117974845143172e-06,2.556351563096453e-16,1.7570676422550445e-12,0.0022892358071604823,3.4893204390590916e-10,1.0510374041521915e-08
0.0042211764291283345,0.11176209962954159,0.0,0.0,0.0,0.0,0.19028253871278009,0.5119321381922073,0.0002851699741394818,0.001235181741793136,1.7038272344439634e-06,1.7364555866347956e-06,5.5640156426633215e-15,1.0182801661154075e-05,0.006224092189296625,0.19125786140129783,0.010814422209353145,5.272159532214267e-07,1.087509687069754e-06,2.556725019305581e-06,1.4496988807532663e-05,8.222086463903662e-14,0.058016403497081474,5.102792878210346e-09,1.78171578756213e-08,6.756978807191627e-07,0.018196847436125152,5.688159688192424e-13,5.130099386953421e-13,1.0703947581050099e-08,1.1444595763370258e-08,1.2065703299542383e-07,0.005010053219770224,3.3224819666596228e-09,3.537032425717376e-09,1.6838342473059872e-13,3.569091945502202e-12,3.8059324644604e-11,8.821539402576726e-05,2.74982970030992e-11,1.0687135080259573e-09,4.841484701833457e-10,5.452143264283257e-13,1.5178531072827031e-06,2.577170036334527e-16,1.7756178110192435e-12,0.002316906555447444,3.5314970088710786e-10,1.0616472613081629e-08
0.004234542504790527,0.11176428942280138,0.0,0.0,0.0,0.0,0.18971349846103538,0.5111454990591688,0.0002847424945710271,0.0012320208832849475,1.698625680513515e-06,1.7347309193130398e-06,5.547778105401247e-15,1.0178267850493578e-05,0.0062102615891106785,0.19221343852356357,0.010794902609485053,5.270797063451011e-07,1.082879614620727e-06,2.5521046083381384e-06,1.4448279092073931e-05,8.194460432754547e-14,0.05833500804007009,5.082000166563305e-09,1.7746032817338433e-08,6.757172549028661e-07,0.01826045332620043,5.716738422875672e-13,5.152453532880309e-13,1.0730704397664117e-08,1.1479261358571452e-08,1.2127465462050788e-07,0.005055868253416559,3.3528648023284615e-09,3.5650094799862788e-09,1.694850689267795e-13,3.5926404041997783e-12,3.8310435696877216e-11,8.903489982642962e-05,2.7710561846462918e-11,1.0758603275396986e-09,4.880349861275879e-10,5.496393092670804e-13,1.523817468897836e-06,2.5978585201123434e-16,1.7941722255448468e-12,0.0023446741776813936,3.573821236843028e-10,1.0722351747467891e-08
0.00424790858045272,0.111766479520297,0.0,0.0,0.0,0.0,0.18914664892664787,0.5103609956460275,0.0002843127001754381,0.001228829062842344,1.6934254734399474e-06,1.7329489623888386e-06,5.531526909624238e-15,1.0173388411552918e-05,0.006196363814540472,0.19316624274787567,0.010775299312364435,5.269297819126183e-07,1.0782180508641895e-06,2.5473864685623257e-06,1.4399159403046713e-05,8.166601881492034e-14,0.058652928685965625,5.061078819901918e-09,1.7674472345423118e-08,6.756969367371043e-07,0.018323281989403358,5.745026038476744e-13,5.174521468115084e-13,1.0756832422323301e-08,1.151301043269458e-08,1.2188437532563556e-07,0.005101684572753804,3.3832484906208875e-09,3.592869514376624e-09,1.705745343021563e-13,3.6159351167432258e-12,3.855884090480327e-11,8.985450536566842e-05,2.792218111530349e-11,1.0829299704094895e-09,4.918966513568961e-10,5.540370539569913e-13,1.5296906987595582e-06,2.618414724833046e-16,1.8127289787154147e-12,0.002372535948089588,3.616288968271656e-10,1.0827994324408124e-08
0.004261274656114912,0.11176866960373663,0.0,0.0,0.0,0.0,0.18858199869713546,0.5095786500378687,0.00028388067279989503,0.0012256072479850599,1.688227209811643e-06,1.731110777304131e-06,5.515264141426291e-15,1.0168169378130389e-05,0.006182401567515036,0.1941162464146901,0.010755616893734088,5.267663774479702e-07,1.0735264879817464e-06,2.542572947027241e-06,1.4349645892448664e-05,8.138519970842048e-14,0.05897015486077013,5.040035191274131e-09,1.7602497880915655e-08,6.756374980018505e-07,0.018385335925044512,5.773021875835903e-13,5.19630297042787e-13,1.078233594385694e-08,1.1545848165671474e-08,1.2248617863126426e-07,0.00514749883742868,3.4136308163381474e-09,3.6206101140508555e-09,1.7165172984088926e-13,3.638974129512885e-12,3.8804519435787765e-11,9.067414979511615e-05,2.8133140301040962e-11,1.0899218159020998e-09,4.957330359853601e-10,5.584070652872511e-13,1.5354730444071696e-06,2.638836362147006e-16,1.831286171496548e-12,0.0024004891448590852,3.658896054489321e-10,1.0933383491123726e-08
0.004274640731777105,0.11177085936442602,0.0,0.0,0.0,0.0,0.18801955584837216,0.5087984835790561,0.00028344649309726156,0.0012223563967904733,1.6830314719318738e-06,1.7292174235466038e-06,5.4989918260211516e-15,1.0162616785693957e-05,0.006168377511520822,0.1950634228259957,0.010735859830973702,5.265896912186838e-07,1.0688063979726433e-06,2.537666379200534e-06,1.4299754516916495e-05,8.110223750730304e-14,0.05928667627893182,5.018875536384703e-09,1.7530130518607936e-08,6.755395134846477e-07,0.018446617795888447,5.800725404782493e-13,5.217797923714397e-13,1.0807219381253516e-08,1.1577780043174188e-08,1.2308005156982507e-07,0.005193307763914025,3.4440096019664625e-09,3.6482289570143535e-09,1.7271657131275332e-13,3.661755631261566e-12,3.904745197543766e-11,9.149377327736208e-05,2.8343425347756567e-11,1.0968352871025813e-09,4.995437459348499e-10,5.627488895661259e-13,1.5411646674838074e-06,2.659121334305195e-16,1.849841963429264e-12,0.0024285310519339505,3.7016383556033506e-10,1.1038502691790822e-08
0.004288006807439297,0.11177304850184819,0.0,0.0,0.0,0.0,0.18745932795238893,0.5080205168818651,0.0002830102409587348,0.0012190774576129086,1.6778388318540212e-06,1.727269957580494e-06,5.482711986694249e-15,1.015673666489733e-05,0.006154294271754264,0.19600774623381995,0.010716032504091429,5.263999217411019e-07,1.0640592325363578e-06,2.5326690873734108e-06,1.4249501037313603e-05,8.081722160048414e-14,0.05960248294066169,4.997606024731422e-09,1.7457391064435108e-08,6.754035611364674e-07,0.018507130423641858,5.82813620655229e-13,5.239006306906551e-13,1.083148727015105e-08,1.1608811821280753e-08,1.2366598436816185e-07,0.0052391081255626195,3.474382707712733e-09,3.675723786055447e-09,1.7376898101176216e-13,3.684277947460052e-12,3.9287620667263947e-11,9.23133169890769e-05,2.855302263831504e-11,1.1036698492823784e-09,5.033283813363959e-10,5.670620647257246e-13,1.546765899031056e-06,2.6792675127400414e-16,1.8683945125156034e-12,0.0024566589593375695,3.7445117409873626e-10,1.1143335641219214e-08
0.00430137288310149,0.11177523672438851,0.0,0.0,0.0,0.0,0.18690132208621246,0.5072447698352878,0.00028257199502007194,0.0012157713688188655,1.672649846988042e-06,1.7252694321603898e-06,5.4664265722166374e-15,1.015053503061156e-05,0.0061401544345308055,0.19694919182878273,0.010696139196530528,5.261972673834558e-07,1.0592864226774295e-06,2.527583378285384e-06,1.419890100929802e-05,8.053024021304405e-14,0.05991756512943584,4.976232724873275e-09,1.7384299985839672e-08,6.752302201781442e-07,0.018566876782228927,5.855253965968684e-13,5.259928191145065e-13,1.0855144261798017e-08,1.1638949507684678e-08,1.2424397033180386e-07,0.00528489675291705,3.5047480317100227e-09,3.7030924405125753e-09,1.7480888748110581e-13,3.706539534591103e-12,3.9525009051835305e-11,9.31327231252656e-05,2.8761918970722465e-11,1.1104250081174262e-09,5.070865867512611e-10,5.713461806859128e-13,1.5522769171363924e-06,2.6992730053785056e-16,1.8869420493542438e-12,0.002484870165270691,3.787512092479116e-10,1.1247866331198672e-08
0.004314738958763682,0.11177742374828988,0.0,0.0,0.0,0.0,0.18634554483840818,0.5064712616125557,0.0002821318332899291,0.0012124390584867895,1.667465066226243e-06,1.7232168964840062e-06,5.450137550919791e-15,1.0144017889409568e-05,0.006125960547670149,0.19788773572999158,0.010676184096137416,5.259819269761471e-07,1.0544893784141881e-06,2.5224115438261255e-06,1.414796978605213e-05,8.024138042170906e-14,0.060231913409617144,4.954761621435823e-09,1.7310877469016922e-08,6.750200729062033e-07,0.018625859994411367,5.882078477751577e-13,5.28056374358232e-13,1.0878195107571297e-08,1.1668199366903989e-08,1.248140059213697e-07,0.0053306705336615134,3.5351035099855926e-09,3.730332811456507e-09,1.7583622554761664e-13,3.728538980996257e-12,3.9759602075808075e-11,9.395193490200231e-05,2.8970101566813383e-11,1.1171003099839229e-09,5.108179857536732e-10,5.756008007934266e-13,1.557698156060963e-06,2.7191358084443346e-16,1.9054827828037387e-12,0.0025131619758827725,3.8306353040320394e-10,1.1352079047643944e-08
0.004326768426859656,0.11177939082579139,0.0,0.0,0.0,0.0,0.1858472558865686,0.5057770337474292,0.0002817341130885886,0.0012094183194732535,1.6628027997559499e-06,1.7213260105779317e-06,5.4354758964237934e-15,1.0137887665350173e-05,0.006113141914798218,0.19872992521125277,0.01065817506636215,5.257774388559108e-07,1.050152468270643e-06,2.517685139255599e-06,1.4101861051732273e-05,7.997987168735552e-14,0.06051419177043099,4.935358873851392e-09,1.7244530243984713e-08,6.747999529869967e-07,0.018678295077726437,5.905969739019593e-13,5.298891140947272e-13,1.0898426613333622e-08,1.169377053864834e-08,1.253202399418594e-07,0.005371851711299052,3.5624133437559384e-09,3.754737798517056e-09,1.7675003426958077e-13,3.748113276425694e-12,3.9968334289896264e-11,9.468901312386105e-05,2.915684537106516e-11,1.123039456937077e-09,5.141530639159376e-10,5.794044377297983e-13,1.5625006510873283e-06,2.7368889398217495e-16,1.9221622247761835e-12,0.002538691303357744,3.8695478574001186e-10,1.1445585881324483e-08
0.00433879789495563,0.11178135649753816,0.0,0.0,0.0,0.0,0.18535078117573545,0.5050846472437923,0.00028133495851198907,0.0012063777454495515,1.6581447522214258e-06,1.7193946009403172e-06,5.4208142216280936e-15,1.013151108644959e-05,0.006100283334402934,0.19956972963453778,0.010640122215715524,5.255629808712109e-07,1.0457980487675668e-06,2.5128924625451594e-06,1.405550719133235e-05,7.971697269776177e-14,0.06079586177171091,4.91588588488212e-09,1.717794484662362e-08,6.74550918215258e-07,0.018730117136807677,5.929623397341948e-13,5.316987071148386e-13,1.0918174704639095e-08,1.1718632752335485e-08,1.2582003558098942e-07,0.0054130162032574175,3.589712112201707e-09,3.779035835769052e-09,1.7765357690143034e-13,3.767473371886591e-12,4.017478236385242e-11,9.542584884304394e-05,2.9342992393477585e-11,1.1289133162260208e-09,5.174659222157169e-10,5.831835950621351e-13,1.5672309420699344e-06,2.754523795545566e-16,1.9388335208098287e-12,0.002564281798034782,3.908553643647455e-10,1.1538811650045462e-08
0.004349624416242006,0.1117831242729554,0.0,0.0,0.0,0.0,0.1849055083256468,0.5044630841883218,0.0002809745380671618,0.0012036248121133637,1.6539564264315538e-06,1.7176223097223702e-06,5.4076197934121675e-15,1.0125565125506728e-05,0.00608867792951442,0.20032350145266628,0.010623839556358473,5.253615642806666e-07,1.0418649162193535e-06,2.5085237443745448e-06,1.4013588046196026e-05,7.947922548410206e-14,0.06104883938159204,4.898303585117418e-09,1.711782598020311e-08,6.743024171428101e-07,0.01877623495658529,5.950708591368981e-13,5.333075753508578e-13,1.0935537664009257e-08,1.1740406758872708e-08,1.262643496104809e-07,0.005450048196394839,3.6142703602857443e-09,3.800811484793717e-09,1.7845795748175366e-13,3.7847136550983794e-12,4.0358625634185124e-11,9.608876107575784e-05,2.951000734952846e-11,1.1341437535725915e-09,5.204283175378613e-10,5.865636987459997e-13,1.5714266082523538e-06,2.770293086274348e-16,1.9538297295225355e-12,0.0025873639352954965,3.9437361176118344e-10,1.1622465556062015e-08
0.004360450937528382,0.11178489062149351,0.0,0.0,0.0,0.0,0.1844617106807712,0.503843031596331,0.0002806130392801341,0.001200856814355658,1.6497720880913235e-06,1.7158183536604199e-06,5.394427396586914e-15,1.0119426287070797e-05,0.006077042882586287,0.20107531788820532,0.010607525757915086,5.251522948377106e-07,1.0379191040063666e-06,2.5041038526755404e-06,1.3971486791653007e-05,7.924044541981458e-14,0.0613013146412477,4.880670745255448e-09,1.7057535637691716e-08,6.740311513675322e-07,0.0188218602301084,5.97160147749007e-13,5.348977456903199e-13,1.0952514730160289e-08,1.1761614384928684e-08,1.2670345534364222e-07,0.005487063392568044,3.6388174692449365e-09,3.822498426951356e-09,1.7925397092516398e-13,3.801779304260258e-12,4.054060667902578e-11,9.675141692817078e-05,2.967652605940741e-11,1.1393209384090662e-09,5.233723748634057e-10,5.899235783153813e-13,1.5755642058273943e-06,2.785964764319454e-16,1.9688174841476743e-12,0.002610492635801405,3.9789895646685793e-10,1.1705875259293594e-08
0.0043712774588147586,0.11178665543494805,0.0,0.0,0.0,0.0,0.18401939065181291,0.5032244980375788,0.0002802505009663208,0.001198074220063643,1.6455919987699476e-06,1.7139832789070778e-06,5.381237969609973e-15,1.0113097718352862e-05,0.006065379455978587,0.20182516834981784,0.01059118282806586,5.249352780827708e-07,1.0339613099282423e-06,2.4996339637593322e-06,1.3929211078299137e-05,7.900067589583229e-14,0.06155328317674805,4.862990310293604e-09,1.6997083757101533e-08,6.737374320192422e-07,0.018866994929929434,5.992302194991778e-13,5.364692478332653e-13,1.0969108649314953e-08,1.178225950073379e-08,1.2713735784550252e-07,0.005524060272304866,3.6633524314215343e-09,3.844095732882096e-09,1.800415967990174e-13,3.818669867311266e-12,4.0720720677782706e-11,9.741378862541067e-05,2.984254270154795e-11,1.1444447216952932e-09,5.262979485579888e-10,5.932630639491258e-13,1.579643908470351e-06,2.8015380544332467e-16,1.9837959318604294e-12,0.0026336664949471395,4.0143118438766604e-10,1.1789033129422414e-08
0.004382103980101135,0.11178841857096564,0.0,0.0,0.0,0.0,0.1835785504187829,0.5026074917360891,0.00027988696161964266,0.001195277491160428,1.641416416302841e-06,1.7121176284431053e-06,5.3680524537309394e-15,1.010658255272616e-05,0.006053688892188808,0.20257304269411458,0.010574812727921445,5.247106192425358e-07,1.029992220456943e-06,2.4951152435741308e-06,1.3886768445544075e-05,7.875995967248798e-14,0.06180474075174981,4.8452651814143856e-09,1.6936480129407448e-08,6.7342157057991e-07,0.018911641091982553,6.012810927881368e-13,5.380221157010941e-13,1.0985322198010605e-08,1.1802346074987767e-08,1.2756606354953902e-07,0.005561037345597141,3.6878742586972343e-09,3.865602497498462e-09,1.8082081725088158e-13,3.835384946371509e-12,4.0898963387628814e-11,9.807584892212946e-05,3.0008051632449276e-11,1.1495149712088516e-09,5.292048902505388e-10,5.965819819727643e-13,1.5836659736723137e-06,2.817012166803381e-16,1.9987642244921853e-12,0.0026568841146997666,4.0497008243129423e-10,1.1871931692046726e-08
0.004392930501387511,0.11179017991331108,0.0,0.0,0.0,0.0,0.1831391919958587,0.5019920206649285,0.0002795224591674042,0.0011924670852643282,1.6372455924111879e-06,1.710221942544984e-06,5.354871762257573e-15,1.0099883908113464e-05,0.006041972418450406,0.20331893110280858,0.01055841738441464,5.244784231438895e-07,1.0260125135547123e-06,2.49054884932103e-06,1.3844166344122179e-05,7.851833900718634e-14,0.06205568323021624,4.827498217642578e-09,1.6875734403979208e-08,6.73083877827329e-07,0.01895580079562322,6.033127891182351e-13,5.395563858511422e-13,1.1001158187886527e-08,1.182187813587186e-08,1.279895797999176e-07,0.005597993144421043,3.712381977532921e-09,3.887017851930375e-09,1.815916165314502e-13,3.851924187696091e-12,4.107533103637444e-11,9.87375709648392e-05,3.0173047374929925e-11,1.1545315683402903e-09,5.32093064137083e-10,5.998801733427318e-13,1.5876306141504097e-06,2.832386378510374e-16,2.013721533364677e-12,0.0026801441031148497,4.085154384334555e-10,1.1954563583605492e-08
0.004403757022673887,0.11179193933593885,0.0,0.0,0.0,0.0,0.18270131719689722,0.5013780924946656,0.00027915703114447316,0.0011896434545558506,1.6330797739540387e-06,1.7082967579993039e-06,5.3416968014342625e-15,1.0093004886906146e-05,0.006030231244210783,0.20406282414934787,0.010541998683629993,5.242387944034531e-07,1.0220228563027285e-06,2.4859359284749764e-06,1.3801412119629495e-05,7.827585556103302e-14,0.06230610659702233,4.809692232597983e-09,1.681485607800694e-08,6.72724664169297e-07,0.018999476173205125,6.053253338714517e-13,5.410720979792749e-13,1.1016619472805674e-08,1.1840859785286692e-08,1.2840791505448296e-07,0.005634926227053354,3.73687463183108e-09,3.908340960064236e-09,1.823539818373329e-13,3.868287299324001e-12,4.1249820510667776e-11,9.93989283724823e-05,3.0337524672859524e-11,1.159494413610696e-09,5.349623370415187e-10,6.031574815256469e-13,1.591538091790789e-06,2.8476599806244306e-16,2.0286670370337678e-12,0.0027034450748512403,4.1206704123635533e-10,1.2036921571784636e-08
0.004414583543960264,0.1117936967236601,0.0,0.0,0.0,0.0,0.18226492766069352,0.5007657146293542,0.0002787907145775038,0.001186807046396912,1.6289192026947211e-06,1.7063426092074692e-06,5.32852845729833e-15,1.0085948581544752e-05,0.00601846656250188,0.2048047127522987,0.010525558475292466,5.239918376793166e-07,1.0180239062323802e-06,2.48127761995794e-06,1.3758513021772671e-05,7.803255045129058e-14,0.06255600694398056,4.791849996675274e-09,1.6753854503589673e-08,6.723442398447773e-07,0.019042669401475903,6.073187570368204e-13,5.425692955212123e-13,1.103170892633062e-08,1.1859295216059331e-08,1.2882107897588392e-07,0.005671835175476089,3.761351281214623e-09,3.929571016245449e-09,1.8310790249631016e-13,3.884474034201079e-12,4.142242917602513e-11,0.00010005989518800532,3.050147840279378e-11,1.164403421410502e-09,5.378125856499489e-10,6.064137613626426e-13,1.5953886489604171e-06,2.8628323167119754e-16,2.04359993426832e-12,0.0027267856515168117,4.1562468074138815e-10,1.2118998574522e-08
0.00442541006524664,0.11179545196002566,0.0,0.0,0.0,0.0,0.18183002484112631,0.5001548941914342,0.0002784235460759327,0.001183958302913613,1.6247641160524626e-06,1.7043600277323647e-06,5.31536760670848e-15,1.0078718071432651e-05,0.006006679549330493,0.20554458819470087,0.010509098570923331,5.237376573734623e-07,1.0140163109837975e-06,2.4765750529507177e-06,1.3715476200943317e-05,7.778846423194944e-14,0.0628053804759788,4.7739742384899624e-09,1.669273889250365e-08,6.71942914951415e-07,0.019085382704066747,6.09293092772318e-13,5.44048025622759e-13,1.1046429444272554e-08,1.1877188701819203e-08,1.29229082403046e-07,0.005708718596707097,3.785811001909307e-09,3.950707240843508e-09,1.8385336988007825e-13,3.900484188294051e-12,4.159315485671982e-11,0.00010072044590367866,3.0664903586538115e-11,1.1692585194608143e-09,5.406436895167643e-10,6.096488706893822e-13,1.5991825561751606e-06,2.877902745608555e-16,2.0585194346511476e-12,0.0027501644617313747,4.191881479187292e-10,1.2200787661478644e-08
0.004436236586533016,0.11179720493441919,0.0,0.0,0.0,0.0,0.18139661001792134,0.4995456380364821,0.0002780555617637537,0.001181097661186958,1.6206147460680668e-06,1.7023495415377385e-06,5.3022151076218294e-15,1.0071316415905964e-05,0.0059948713640407495,0.20628244210499244,0.010492620745590786,5.234763572613365e-07,1.0100007084073435e-06,2.471829346143073e-06,1.3672308708475397e-05,7.754363689518766e-14,0.06305422350540975,4.756067642728867e-09,1.6631518309029477e-08,6.715209985643441e-07,0.019127618347216845,6.112483780410898e-13,5.455083379445285e-13,1.106078395493481e-08,1.1894544564639265e-08,1.2963193705496218e-07,0.005745575121883887,3.8102528861361504e-09,3.971748887852786e-09,1.84590377659355e-13,3.916317605757832e-12,4.176199589088417e-11,0.00010138055544391704,3.0827795430760545e-11,1.1740596504137432e-09,5.434555364016007e-10,6.128626766904073e-13,1.6029200774796047e-06,2.892870669825522e-16,2.0734247622172175e-12,0.0027735801416161224,4.2275723488193603e-10,1.2282282023095028e-08
0.0044470631078193925,0.11179895553776194,0.0,0.0,0.0,0.0,0.18096468429494095,0.49893795275016534,0.00027768679733866024,0.0011782255530618604,1.6164713200153402e-06,1.7003116747614918e-06,5.289071805516604e-15,1.006374665456572e-05,0.005983043149242155,0.207018266460807,0.010476126737609743,5.232080406929245e-07,1.0059777260768632e-06,2.4670416080057713e-06,1.3629017494226561e-05,7.729810785765334e-14,0.06330253245354316,4.738132850090981e-09,1.6570201669911572e-08,6.710787987507704e-07,0.019169378639818276,6.131846527987395e-13,5.469502846187303e-13,1.1074775414622008e-08,1.1911367179662472e-08,1.300296555452066e-07,0.005782403406605529,3.834676042338176e-09,3.9926952419464465e-09,1.8531892196322168e-13,3.931974182324296e-12,4.1928951166645874e-11,0.00010204019917242824,3.099014932375606e-11,1.1788067729145614e-09,5.462480195021322e-10,6.160550525406373e-13,1.6066014948059535e-06,2.9077355208213085e-16,2.0883151530391296e-12,0.0027970313348403414,4.2633173489506836e-10,1.2363474970331287e-08
0.004457889629105769,0.11180070366718571,0.0,0.0,0.0,0.0,0.1805342486436364,0.49833184471393877,0.0002773172881081618,0.0011753424063929933,1.6123340613504753e-06,1.6982469502294768e-06,5.275938532627536e-15,1.005601182414199e-05,0.005971196034623235,0.2077520535039173,0.010459618257361174,5.229328114920295e-07,1.0019479832588124e-06,2.4622129404677704e-06,1.358560942660074e-05,7.705191607402459e-14,0.06355030382421317,4.720172464784249e-09,1.6508797769526e-08,6.706166237776925e-07,0.019210665922054088,6.15101962050015e-13,5.483739217551984e-13,1.1088406789013483e-08,1.1927661013346078e-08,1.3042225168319611e-07,0.0058192021252060746,3.8590795913827514e-09,4.013545611891731e-09,1.8603900074734805e-13,3.947453852358096e-12,4.209401998409667e-11,0.0001026993527888274,3.1151960743885927e-11,1.1834998575332946e-09,5.490210385253557e-10,6.192258788291747e-13,1.6102270860880189e-06,2.9224967647044075e-16,2.103189858865388e-12,0.0028205166912048563,4.299114421567722e-10,1.2444359978277641e-08
