Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223)
2.398621940714976e-09,0.11224537201786927,0.0,0.0,0.0,0.0,0.3299999985536493,0.6699999987128207,1.4368650168810979e-09,1.2776855359849165e-09,9.457784227886455e-12,1.6865336244953355e-10,2.993839336610405e-20,2.583613997346508e-14,2.519528038197732e-14,1.453764198737998e-16,2.737777988016402e-19,7.294019436066079e-15,5.438222220968513e-15,1.8282328753593928e-20,4.102304387632751e-22,2.326635677091403e-30,2.5844938813154983e-25,1.0341070703535285e-17,2.709360920622394e-15,4.468333016961625e-28,8.070559717801069e-30,6.811664294727913e-37,2.1465439792968337e-31,5.080339602256941e-42,2.246940947022494e-45,3.5091870930639692e-40,1.1212561155986658e-41,7.317457045918013e-48,1.159847408297033e-53,3.8800455876332696e-58,7.687169210985802e-57,8.197262740581882e-56,1.8956680841575802e-54,2.681704955107265e-60,2.3983237025586206e-56,1.2553905272256897e-48,1.5579552824721207e-51,2.324291440432794e-21,6.68210070279197e-55,4.901862425397921e-53,9.180874129617955e-44,1.0424538206818286e-50,4.832736756773722e-44,1.0388648605088216e-53,2.003830227037157e-55,5.140769086236341e-20,8.80654309023788e-42,2.1430170330590597e-46
2.530541485997895e-09,0.11224537201825377,0.0,0.0,0.0,0.0,0.32999999847410244,0.6699999986366958,1.5157944364236134e-09,1.35319200998008e-09,1.007158213591068e-11,1.7269244918211502e-10,3.188135748159476e-20,2.915629089578302e-14,2.8553542735336114e-14,1.7371375878232205e-16,3.2142663708808334e-19,8.204710027936659e-15,6.070879013291415e-15,2.1916905468207616e-20,5.204687681359009e-22,2.9518572578711784e-30,3.46810231452208e-25,1.1141935820377125e-17,2.9781365791703646e-15,5.529024100621266e-28,1.0536499575961142e-29,8.64214358665471e-37,2.723378910971833e-31,7.296365433389991e-42,3.449041820967094e-45,4.82527427819562e-40,1.6261098984519057e-41,1.062097722656323e-47,1.8418679964636205e-53,5.963803030697304e-58,1.183898377135648e-56,1.2624578318548427e-55,3.070280635356366e-54,4.135331214242488e-60,3.493491019112153e-56,1.9008614712930092e-48,2.354999478294196e-51,2.5917912469453462e-21,1.0117766245193938e-54,7.424831753061053e-53,1.394038104537139e-43,1.6046164784473397e-50,7.294324848265525e-44,1.5739705292884558e-53,2.8733490181618885e-55,5.491492754396128e-20,1.2520438611673487e-41,3.472337984161352e-46
2.662461031280814e-09,0.11224537201860449,0.0,0.0,0.0,0.0,0.3299999983945555,0.6699999985602694,1.5947234394124003e-09,1.4289993827968807e-09,1.068561004012445e-11,1.7643061543184298e-10,3.382504964778172e-20,3.2682987479403764e-14,3.213419969326449e-14,2.0558147874512088e-16,3.743053399606812e-19,9.170556880361848e-15,6.739525482843172e-15,2.6014049589118312e-20,6.5191283342703025e-22,3.697348334232904e-30,4.581492770040743e-25,1.1944720664767176e-17,3.2525931833308623e-15,6.767541209158675e-28,1.3570269926969796e-29,1.0824744047330899e-36,3.4111770579117524e-31,1.0283393543624728e-41,5.174982829104791e-45,6.527738545828263e-40,2.313946894666103e-41,1.5124882357158346e-47,2.856090022661286e-53,8.955687999508528e-58,1.7825369890261483e-56,1.9008202982952368e-55,4.852922707073989e-54,6.236720377894205e-60,4.985799538375098e-56,2.8153156353439486e-48,3.482098101300126e-51,2.874409974723381e-21,1.4985156055402946e-54,1.1009206992215178e-52,2.0716129940885588e-43,2.4143919837319173e-50,1.077540716630273e-43,2.331481724793526e-53,4.037464607786625e-55,5.842394737417777e-20,1.7463709292472992e-41,5.484564588853267e-46
2.794380576563733e-09,0.11224537201892394,0.0,0.0,0.0,0.0,0.32999999831500865,0.6699999984835646,1.6736521051397566e-09,1.5050847216543849e-09,1.1299788974460366e-11,1.798907944228314e-10,3.576921989835319e-20,3.641629741114351e-14,3.5937971365853104e-14,2.411925847283817e-16,4.32686202824222e-19,1.019158745817308e-14,7.444257707785792e-15,3.0602200757771346e-20,8.0717394216264305e-22,4.577919107017074e-30,5.967618020090068e-25,1.2748921755947415e-17,3.5320926791214776e-15,8.202559917525514e-28,1.726454784257128e-29,1.3402827074861153e-36,4.223602812255668e-31,1.4249574859190158e-41,7.60763424348621e-45,8.70232160173354e-40,3.237302366177465e-41,2.1174654588591546e-47,4.334542708431993e-53,1.3188395411392652e-57,2.630977709756337e-56,2.805561065964781e-55,7.505087492422081e-54,9.221632510994746e-60,6.9860823080498475e-56,4.0871762345459304e-48,5.047504710078239e-51,3.172232526250298e-21,2.1754922781131674e-54,1.6017612713368344e-52,3.0201694575066567e-43,3.5604572486283535e-50,1.5615760908682932e-43,3.384749752094724e-53,5.572691587419567e-55,6.193414827047005e-20,2.3950900519991936e-41,8.471661155714725e-46
2.926300121846652e-09,0.11224537201921464,0.0,0.0,0.0,0.0,0.32999999823546167,0.6699999984066027,1.7525804806367337e-09,1.581426905115196e-09,1.1914072256578505e-11,1.8309410797510494e-10,3.7713720460821313e-20,4.03562551242997e-14,3.9965472914523046e-14,2.807601615636976e-16,4.968415269337701e-19,1.1267818184897967e-14,8.185160505657084e-15,3.570974511366051e-20,9.890181343345866e-22,5.609257353965547e-30,7.674423121995282e-25,1.3554191561987305e-17,3.816068261996522e-15,9.853658338944486e-28,2.1721273245757363e-29,1.6422323478029646e-36,5.175130259449687e-31,1.9442971676540106e-41,1.0977294526515158e-44,1.1447535152362009e-39,4.4593174101311247e-41,2.918567535581489e-47,6.450907376726315e-53,1.9110724680622375e-57,3.8162235787790177e-56,4.069456291562563e-55,1.1376176684676376e-53,1.3391209293696857e-59,9.627089876092115e-56,5.827460345069522e-48,7.187933751096345e-51,3.48534408594063e-21,3.101798000701624e-54,2.290168220826163e-52,4.326156338752542e-43,5.154108710461647e-50,2.2235667841852442e-43,4.8245862431356855e-53,7.575944560836427e-55,6.54451831701529e-20,3.2377769165997885e-41,1.2816140924330689e-45
3.058219667129571e-09,0.1122453720194786,0.0,0.0,0.0,0.0,0.32999999815591463,0.6699999983294034,1.8315086005515278e-09,1.6580063466858713e-09,1.2528425590444752e-11,1.8606014291832585e-10,3.965844277142853e-20,4.4502879886553615e-14,4.421724839062643e-14,3.244973138888972e-16,5.670436043007399e-19,1.2399258756076617e-14,8.962309160559334e-15,4.136498883197714e-20,1.2003653461142437e-21,6.807923686685436e-30,9.755426738679107e-25,1.436025847524449e-17,4.104011292598002e-15,1.1741308457063842e-27,2.7052528843354873e-29,1.9931719589228698e-36,6.281038802265083e-31,2.615865750816143e-41,1.5573159587279968e-44,1.487708850711586e-39,6.056881776742012e-41,3.966398454577113e-47,9.429343256117622e-53,2.721886894822738e-57,5.442994479443474e-56,5.804175029824294e-55,1.6931376304850913e-53,1.9130801094782602e-59,1.3067031894813521e-55,8.173159594816861e-48,1.0069703986799915e-50,3.813830098730723e-21,4.3503496825209425e-54,3.2233188147840337e-52,6.099237961331587e-43,7.337866064171197e-50,3.1162484247134724e-43,6.7637573332022185e-53,1.0150661323306047e-54,6.89567783992774e-20,4.3165632963467425e-41,1.9031426519844533e-45
3.19013921241249e-09,0.11224537201971807,0.0,0.0,0.0,0.0,0.32999999807636754,0.6699999982519844,1.910436481377869e-09,1.7348050640012898e-09,1.3142832843535417e-11,1.8880688190327127e-10,4.1603335762826766e-20,4.8856170561085815e-14,4.8693760965463603e-14,3.7261718281938275e-16,6.435647407191809e-19,1.3585910920308586e-14,9.775768990963895e-15,4.759616593007841e-20,1.4442894065938468e-21,8.19135153215982e-30,1.2269616519025355e-24,1.5166968164256488e-17,4.395475022837955e-15,1.3886877621255751e-27,3.3380379919023753e-29,2.3982057210650383e-36,7.5574131436879384e-31,3.4742672741432617e-41,2.175207287154884e-44,1.9119571389133355e-39,8.120388821205367e-41,5.320466624385232e-47,1.3559500128747172e-52,3.813511140814238e-57,7.645130816987984e-56,8.152439404692942e-55,2.4779849715850067e-53,2.692392204133313e-59,1.749224151608877e-55,1.1292920589570131e-47,1.3896220008304456e-50,4.157776283794115e-21,6.010913318041773e-54,4.470634643387828e-52,8.472694964013728e-43,1.0285803050244576e-49,4.303277663631275e-43,9.338952713847475e-53,1.340814636642248e-54,7.246879461594166e-20,5.677181381307653e-41,2.7770413414574267e-45
3.322058757695409e-09,0.11224537201993462,0.0,0.0,0.0,0.0,0.3299999979968205,0.6699999981743623,1.9893641419330608e-09,1.8118063143174796e-09,1.3757275549677243e-11,1.9135106792731252e-10,4.354834098052318e-20,5.3416124481176436e-14,5.3395432255183497e-14,4.253328813448688e-16,7.266772230978879e-19,1.48277731622517e-14,1.0625597627351911e-14,5.443140637695633e-20,1.7240166848569195e-21,9.777839459535762e-30,1.528227686649646e-24,1.597418065236509e-17,4.69005667115344e-15,1.6312616184798263e-27,4.083812542034029e-29,2.862691115115148e-36,9.021136207484513e-31,4.560019604870691e-41,2.99525649489571e-44,2.4322071296790387e-39,1.0758711642003212e-40,7.0524725236242e-47,1.9204043800054807e-52,5.276916570174264e-57,1.0592026887124867e-55,1.1294883564863975e-54,3.5706998565886804e-53,3.7375163716889305e-59,2.3121213347130576e-55,1.539022628828598e-47,1.891862053366765e-50,4.517268604206023e-21,8.191797329056238e-54,6.118733255431898e-52,1.1612924906922393e-42,1.421711913270503e-49,5.863204685651443e-43,1.271667877031697e-52,1.7504742439524677e-54,7.598108579601354e-20,7.383551171878775e-41,3.9889699646811104e-45
3.453978302978328e-09,0.11224537202013034,0.0,0.0,0.0,0.0,0.32999999791727336,0.6699999980965528,2.0682915908029285e-09,1.888994787233346e-09,1.4371745476008806e-11,1.937080116025817e-10,4.549343236348371e-20,5.818272597012374e-14,5.832261960878865e-14,4.828575324867311e-16,8.166533628433145e-19,1.6124837924002366e-14,1.1511843808114737e-14,6.189875432433009e-20,2.0429265758279813e-21,1.1586553935640463e-29,1.88645984121203e-24,1.6781826962810405e-17,4.987407020523666e-15,1.9041663463588925e-27,4.956970646314776e-29,3.392239729253815e-36,1.0689891680446154e-30,5.92002646132493e-41,4.0706604405396763e-44,3.0648623517772155e-39,1.4097313732759584e-40,9.245061042385607e-47,2.6825553641778e-52,7.222051585593122e-57,1.4494832553868253e-55,1.5456668192749748e-54,5.072647255272278e-53,5.12330199165137e-59,3.0207503944533163e-55,2.0711502447157808e-47,2.5440881355275017e-50,4.892393294246692e-21,1.1024167415943029e-53,8.270620476073988e-52,1.5717884258195487e-42,1.9393481528853818e-49,7.88895505894661e-43,1.7095331669747615e-52,2.2631158702112575e-54,7.949359459086104e-20,9.512438870898684e-41,5.645231414764284e-45
3.585897848261247e-09,0.11224537202030645,0.0,0.0,0.0,0.0,0.32999999783772616,0.66999999801857,2.1472188413695375e-09,1.9663561284759372e-09,1.4986229582496848e-11,1.9589206739391074e-10,4.743856863361362e-20,6.31559607898082e-14,6.34756566433264e-14,5.454042145879291e-16,9.137654344064131e-19,1.7477095668635424e-14,1.2434550355029858e-14,7.00261325740781e-20,2.4045492212869434e-21,1.363751639957585e-29,2.3094876648859927e-24,1.7589813358016328e-17,5.2872056062554944e-15,2.2098029605086833e-27,5.973151392892141e-29,3.992713474260354e-36,1.2582152086995316e-30,7.608404555522898e-41,5.465508612650345e-44,3.8285731419825784e-39,1.828633922167286e-40,1.1997167785707901e-46,3.698576661093488e-52,9.743238692105128e-57,1.9590312550119773e-55,2.089027145170106e-54,7.110952724712285e-53,6.94148779726847e-59,3.904414877580174e-55,2.754868328032735e-47,3.38087941904902e-50,5.2832368185377916e-21,1.4663412224923875e-53,1.105298684733621e-51,2.103170571646677e-42,2.6140274106473945e-49,1.049365451193075e-42,2.2712463663914413e-52,2.8930309145813135e-54,8.300622170562242e-20,1.2122132762037073e-40,7.882699713160886e-45
3.717817393544166e-09,0.11224537202046489,0.0,0.0,0.0,0.0,0.3299999977581789,0.6699999979404272,2.2261458957284047e-09,2.0438773293071974e-09,1.5600726119117054e-11,1.9791624419261183e-10,4.9383744251207784e-20,6.833580102278091e-14,6.885481633161753e-14,6.131860152178956e-16,1.0182857582299145e-18,1.8884530892703938e-14,1.3393751740358212e-14,7.884137401712291e-20,2.8125670361514817e-21,1.5951611919114464e-29,2.8057602802090406e-24,1.8398111775718104e-17,5.5891808127519725e-15,2.5506609685927135e-27,7.149101638848746e-29,4.6702271185262e-36,1.4717186775810958e-30,9.687138369257213e-41,7.256462315076878e-44,4.743840976291067e-39,2.3495186493676764e-40,1.5420434006832557e-46,5.039694717189937e-52,1.2988757569649088e-56,2.61880301911364e-55,2.792579899636694e-54,9.848120067166876e-53,9.304578285860228e-59,4.996684684449795e-55,3.625120559582991e-47,4.444274157881826e-50,5.689885919904235e-21,1.9295527453292994e-53,1.4613520075846054e-51,2.783894990992721e-42,3.483751162397853e-49,1.3808653300305871e-42,2.9847060330476767e-52,3.6577904702472285e-54,8.651895007442494e-20,1.5286252454844922e-40,1.0867532211981154e-44
3.849736938827085e-09,0.11224537202060651,0.0,0.0,0.0,0.0,0.3299999976786316,0.6699999978621364,2.3050727576874678e-09,2.1215462368357812e-09,1.6215231616314677e-11,1.9979269502757696e-10,5.1328948233440736e-20,7.372221777794249e-14,7.446034960849165e-14,6.864159811284196e-16,1.1304866271724664e-18,2.0347125874769233e-14,1.4389477146378068e-14,8.837218756887035e-20,3.2708119922979193e-21,1.8550573785717124e-29,3.3844789090508365e-24,1.9206684445122217e-17,5.893084859557311e-15,2.9293163452605348e-27,8.502875646688879e-29,5.4311437785659953e-36,1.7115047706803185e-30,1.222681817006408e-40,9.534363007078142e-44,5.833651971008483e-39,2.992221963810811e-40,1.964562526935519e-46,6.791252410033786e-52,1.7198512821033096e-56,3.466134553782964e-55,3.6961380519382836e-54,1.3484116370171911e-52,1.2348018921031989e-58,6.335874504217469e-55,4.722737279587204e-47,5.786568206523227e-50,6.112427575482368e-21,2.513784180253463e-53,1.913007574077616e-51,3.648188134545726e-42,4.594514388642008e-49,1.799019686701146e-42,3.882715830355722e-52,4.595668787655338e-54,9.003174954289262e-20,1.9157330852450943e-40,1.4807259415436173e-44
3.981656484110004e-09,0.11224537202073293,0.0,0.0,0.0,0.0,0.3299999975990843,0.669999997783709,2.3839994331414522e-09,2.1993514884707975e-09,1.682974051064549e-11,2.0153278261342478e-10,5.3274162969289217e-20,7.931518169286578e-14,8.029248819012212e-14,7.653071148137139e-16,1.2506403063408236e-18,2.186486093792802e-14,1.5421750874962614e-14,9.864615599521308e-20,3.783264736404694e-21,2.1456978511317472e-29,4.0556276111416395e-24,2.001548787260665e-17,6.198691367008618e-15,3.348431059572861e-27,1.0053881220113495e-28,6.282073451803481e-36,1.9796564834697028e-30,1.5307519002283735e-40,1.2406389723589325e-43,7.123661618728512e-39,3.7798325623653675e-40,2.4824984104511185e-46,9.055929525072891e-52,2.2524207165316333e-56,4.5433204228193756e-55,4.8448033112998195e-54,1.8265159396385947e-52,1.6234781679149265e-58,7.965516502740583e-55,6.095524306187241e-47,7.463627184034834e-50,6.550948995207769e-21,3.2444812666386284e-53,2.4814072424593166e-51,4.7368915507839306e-42,6.001511400240588e-49,2.322265696428924e-42,5.0036437027918625e-52,5.723254664387204e-54,9.354457805992173e-20,2.3804057088790823e-40,1.9958781973190679e-44
4.113576029392923e-09,0.11224537202084521,0.0,0.0,0.0,0.0,0.32999999751953696,0.6699999977051552,2.4629259241109713e-09,2.2772827049859844e-09,1.744425111071461e-11,2.0314688627660497e-10,5.521938310464777e-20,8.511465719554775e-14,8.635142793933079e-14,8.500723960478719e-16,1.3790190846098175e-18,2.3437712825542156e-14,1.6490591141457397e-14,1.096907508189224e-19,4.354055271165654e-21,2.4694249691860386e-29,4.8299305958053536e-24,2.082450671316082e-17,6.505805758576339e-15,3.810753761434091e-27,1.1822815403131254e-28,7.229874149653447e-36,2.278334967377067e-30,1.9019700361949074e-40,1.5998316758792814e-43,8.642023914779847e-39,4.7384970867635156e-40,3.1130947042991184e-46,1.1959114326996215e-51,2.9203137921048736e-56,5.902049927066097e-55,6.293695137870732e-54,2.4496546358716335e-52,2.116095392615585e-58,9.934747783454211e-55,7.7993271281689045e-47,9.542364838835995e-50,7.005537648161875e-21,4.1513690381070516e-53,3.1911948576027114e-51,6.097601824728616e-42,7.76927675878617e-49,2.971929555266903e-42,6.391965501756112e-52,7.065591346572387e-54,9.705742374805943e-20,2.932937189124525e-40,2.6632985053332824e-44
4.245495574675842e-09,0.11224537202094438,0.0,0.0,0.0,0.0,0.32999999743998953,0.669999997626485,2.541852231856631e-09,2.3553302996040266e-09,1.8058762480987593e-11,2.0464459287947817e-10,5.716460567809012e-20,9.112060575636473e-14,9.263734169268107e-14,9.409247672699086e-16,1.5158952446471716e-18,2.506565582034091e-14,1.7596011267429322e-14,1.215333207403747e-19,4.987461601577225e-21,2.828665032962861e-29,5.718911422460698e-24,2.1633731273609072e-17,6.814255693880657e-15,4.319118868846126e-27,1.3831753566402398e-28,8.28164965053946e-36,2.6097788214243144e-30,2.346476715779832e-40,2.0456117218048787e-43,1.0419696627495018e-38,5.897934786291706e-40,3.875954725636997e-46,1.5649838641763347e-51,3.761923419619951e-56,7.604194394964977e-55,8.108789695602442e-54,3.2547071426397485e-52,2.735829973954936e-58,1.2298739444671392e-54,9.898673430417339e-47,1.2104415714367987e-49,7.476281246608462e-21,5.268793813948388e-53,4.071060887190015e-51,7.785665397717585e-42,9.973134931086062e-49,3.772599486759414e-42,8.098790351648037e-52,8.672346993248109e-54,1.0057027913938499e-19,3.5932030600977238e-40,3.520290339589296e-44
4.377415119958761e-09,0.11224537202103149,0.0,0.0,0.0,0.0,0.32999999736044205,0.6699999975477066,2.62077835651377e-09,2.433485470433044e-09,1.8673274807472445e-11,2.0603470438348526e-10,5.910983127843732e-20,9.733298559019585e-14,9.915037867724005e-14,1.0380771339761692e-15,1.6615410815463542e-18,2.6748661703211526e-14,1.8738019728050487e-14,1.3420109252338058e-19,5.687909261324807e-21,3.225928014710672e-29,6.734906090157819e-24,2.244315980425568e-17,7.123891269797891e-15,4.876446403048881e-27,1.6104169190710315e-28,9.44474871107045e-36,2.976303844371756e-30,2.8756306688677816e-40,2.594913047843303e-43,1.249054485921757e-38,7.2916886511493505e-40,4.793207642876112e-46,2.030630434013283e-51,4.810243366190256e-56,9.721368501043028e-55,1.0366454076283289e-53,4.286584963822451e-52,3.510227136511397e-58,1.5119273166665562e-54,1.2467996939982686e-46,1.5239624680252976e-49,7.963267752836545e-21,6.636374639382035e-53,5.154176103839982e-51,9.865194006260349e-42,1.2700628128979787e-48,4.752530226621591e-42,1.0182801951194307e-51,1.0579824383472618e-53,1.0408314503991527e-19,4.375916284576276e-40,4.611553535251999e-44
4.56284632335256e-09,0.11224537202113526,0.0,0.0,0.0,0.0,0.329999997248627,0.669999997436806,2.7317196549587683e-09,2.5435096977342414e-09,1.9537057711231616e-11,2.0782236362276126e-10,6.184411754925154e-20,1.0641428287971396e-13,1.0868961511204897e-13,1.1856983737704043e-15,1.881616241701542e-18,2.920739837792651e-14,2.0405140027562638e-14,1.5345457630928356e-19,6.794636943086526e-21,3.853615155824617e-29,8.403296671195148e-24,2.3581257686987088e-17,7.560875212404279e-15,5.748413179458885e-27,1.9792036266019945e-28,1.1282480808948076e-35,3.555424600442076e-30,3.7871273151861994e-40,3.5801197662417186e-43,1.5968964438346557e-38,9.720809147412494e-40,6.3922942495465855e-46,2.889506070142628e-51,6.698009307910584e-56,1.356037109923431e-54,1.4460204426534496e-53,6.226245803774337e-52,4.92362564751085e-58,1.9989710483630979e-54,1.7040282919645422e-46,2.0810998687706855e-49,8.675426469115534e-21,9.070077776757009e-53,7.095034056335438e-51,1.359480813627408e-41,1.7618183287609363e-48,6.496163722314614e-42,1.388042242908359e-51,1.381843244776131e-53,1.0902097495010795e-19,5.703687957751209e-40,6.646010045454674e-44
4.7482775267463595e-09,0.11224537202121934,0.0,0.0,0.0,0.0,0.32999999713681183,0.6699999973257292,2.8426605952877754e-09,2.653709761201866e-09,2.0400840362485526e-11,2.0943414963075774e-10,6.457840302079615e-20,1.1590324018238264e-13,1.1867819490333592e-13,1.3467788474479123e-15,2.1203128921285833e-18,3.1774780848727046e-14,2.2144561044541248e-14,1.7446685136284812e-19,8.056064622173083e-21,4.569041401809683e-29,1.0388530887537723e-23,2.4719734985206346e-17,7.999612950416739e-15,6.731698302256068e-27,2.41244226053234e-28,1.3377095899108702e-35,4.215496374341387e-30,4.931028833259232e-40,4.8729541903920444e-43,2.021481863007739e-38,1.281018350353646e-39,8.426626246155378e-46,4.052177249295997e-51,9.209794817463617e-56,1.8661202861602954e-54,1.9899515780429753e-53,8.908616676896009e-52,6.816826811522294e-58,2.6117185245000127e-54,2.298933501750115e-46,2.8057754995498456e-49,9.420098316523897e-21,1.2236595979076405e-52,9.640347993151415e-51,1.8490340479281294e-41,2.410954027625344e-48,8.764221455330012e-42,1.8674727127567294e-51,1.7859174300572282e-53,1.1395880860086993e-19,7.357678845331924e-40,9.432545617900925e-44
4.96502036760547e-09,0.11224537202129536,0.0,0.0,0.0,0.0,0.32999999700611565,0.6699999971956972,2.9723344066493513e-09,2.7827162360881598e-09,2.141047826260177e-11,2.1111986013663614e-10,6.777439015692834e-20,1.275110387356973e-13,1.3092336006254704e-13,1.5529103462261044e-15,2.4239315312529953e-18,3.4913273081811544e-14,2.42693245294554e-14,2.0135604246189442e-19,9.745019639479806e-21,5.526942449484599e-29,1.3168752378764393e-23,2.6050921517305068e-17,8.514292086820802e-15,8.034127807588395e-27,3.0113484840954264e-28,1.6181627888791466e-35,5.099282815825497e-30,6.624638331512448e-40,6.8781468118639e-43,2.6323341243437736e-38,1.7450237024794388e-39,1.1482977092085162e-45,5.915694815885004e-51,1.3154783420514505e-55,2.668478380363314e-54,2.845552390659992e-53,1.330735016670674e-51,9.82159272823376e-58,3.52104770888363e-54,3.2136414669763296e-46,3.919206709292121e-49,1.0332056543865672e-20,1.710533705965411e-52,1.3587325200515805e-50,2.608868851128965e-41,3.424231780361031e-48,1.224992868915878e-41,2.6017827620874988e-51,2.3782143764165494e-53,1.197304309450168e-19,9.779243450952397e-40,1.3953409935008913e-43
5.18176320846458e-09,0.11224537202135014,0.0,0.0,0.0,0.0,0.32999999687541925,0.6699999970654754,3.102007733850657e-09,2.9119115135539174e-09,2.2420113217275363e-11,2.1261671769473821e-10,7.09703679693366e-20,1.396753925663961e-13,1.4378317010521172e-13,1.7791806209296037e-15,2.7552321281640707e-18,3.8199907798715843e-14,2.6492808048918753e-14,2.308674397538154e-19,1.1687052206592889e-20,6.628378091720522e-29,1.651674727273035e-23,2.7382603254434517e-17,9.03062767307768e-15,9.515754150973273e-27,3.723293770339441e-28,1.940640172492277e-35,6.1154992145725074e-30,8.783884771523242e-40,9.558706602397852e-43,3.388819730340147e-38,2.3456066625744707e-39,1.544010421604652e-45,8.492367983289278e-51,1.8503148545781293e-55,3.756983336895583e-54,4.0062881769394514e-53,1.953621473226291e-51,1.3940408430150486e-57,4.68288987191248e-54,4.4259494372147646e-46,5.394068354413376e-49,1.1289167878564009e-20,2.3558121839711123e-52,1.8864927016583252e-50,3.625767030306766e-41,4.787950800325308e-48,1.6866308599442973e-41,3.5708693394091147e-51,3.1266432328613382e-53,1.2550203844255096e-19,1.2835239139926635e-39,2.02818490146239e-43
5.39850604932369e-09,0.11224537202138633,0.0,0.0,0.0,0.0,0.3299999967447228,0.6699999969350874,3.2316805786348214e-09,3.041272592904946e-09,2.34297448061935e-11,2.1394772308830415e-10,7.416633512752257e-20,1.5239606999108592e-13,1.5725792222488605e-13,2.026532456307944e-15,3.1154222478410794e-18,4.163451346501346e-14,2.8814950719500226e-14,2.6311786283034056e-19,1.3906114945815475e-20,7.88693322793239e-29,2.0515459095176086e-23,2.871477578017005e-17,9.548320833838468e-15,1.1192042896639636e-26,4.56346570706227e-28,2.30911916786729e-35,7.276679550810979e-30,1.1507515425596515e-39,1.3096020599081775e-42,4.3171621278219236e-38,3.1145018261960583e-39,2.0507566243977742e-45,1.200465004183286e-50,2.5659835879413155e-55,5.2146215562078307e-54,5.5606521629266385e-53,2.822640201257986e-51,1.95158273492656e-57,6.151154008768033e-54,6.013126239781194e-46,7.323923177292367e-49,1.2291829656912393e-20,3.200623123029843e-52,2.583368194008143e-50,4.969615798151694e-41,6.599468336434123e-48,2.290388373337971e-41,4.834055712013412e-51,4.0622144021778567e-53,1.3127362761391121e-19,1.665125978558981e-39,2.9009296468294713e-43
5.6152488901828005e-09,0.1122453720214062,0.0,0.0,0.0,0.0,0.32999999661402624,0.6699999968045527,3.3613529424198776e-09,3.1707792709746296e-09,2.4439372916562355e-11,2.151330795446318e-10,7.736229127443845e-20,1.6567283058677837e-13,1.7134785947960603e-13,2.2959082371541154e-15,3.505709442843771e-18,4.521691047227094e-14,3.123567459664637e-14,2.9822316178879304e-19,1.6427183926721067e-20,9.316773213465191e-29,2.5255494624903953e-23,3.004743714548068e-17,1.0067126513393772e-14,1.3079057188893742e-26,5.548333792753547e-28,2.7277471514899433e-35,8.595893360834446e-30,1.490953534725304e-39,1.7709027488504473e-42,5.446903297024586e-38,4.089031170107897e-39,2.6931862044460312e-45,1.6730363136963287e-50,3.5123368450078814e-55,7.143531582481312e-54,7.617560618237053e-53,4.018696830263145e-51,2.6976678197433627e-57,7.988123639329896e-54,8.067923265274026e-46,9.821091350704106e-49,1.3340440954931125e-20,4.294335560736759e-52,3.4930215646158137e-50,6.725100300395344e-41,8.977202336362988e-48,3.0709903123350773e-41,6.462057330613733e-51,5.220656341829027e-53,1.370451974623463e-19,2.1371785827174217e-39,4.08822469441116e-43
5.831991731041911e-09,0.11224537202141174,0.0,0.0,0.0,0.0,0.32999999648332945,0.6699999966738895,3.4910248265626684e-09,3.3004137984462526e-09,2.544899748101506e-11,2.1619053641949067e-10,8.05582361968349e-20,1.7950542637539976e-13,1.8605318089339665e-13,2.5882499340119022e-15,3.92730125301774e-18,4.8946912216481295e-14,3.375488682146514e-14,3.3629821552011817e-19,1.927624859803864e-20,1.093263814938681e-28,3.083544396213086e-23,3.138058612083826e-17,1.0586843648150912e-14,1.5193452947233984e-26,6.695697998295959e-28,3.200839777440953e-35,1.0086740468500883e-29,1.9120731332886285e-39,2.3659796169319386e-42,6.81115761994136e-38,5.312796137365981e-39,3.500101171048126e-45,2.301314312758693e-50,4.750091492906257e-55,9.668120464615768e-54,1.0309676014405073e-52,5.644450738229944e-51,3.685538670063101e-57,1.0265296108514872e-53,1.0700779673855934e-45,1.3019266428381063e-48,1.4435402584191757e-20,5.695733252524288e-52,4.667907365104865e-50,8.994011102218698e-41,1.206398696795939e-47,4.069612195409411e-41,8.538524071525958e-51,6.642569674470216e-53,1.428167474694022e-19,2.7160980736347386e-39,5.6833590561400045e-43
