Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223)
0.00018114027266284203,0.11223885354045299,0.0,0.0,0.0,0.0,0.3294468167049122,0.6695844213924956,8.776897190776708e-05,9.967489116601587e-05,6.829796380899621e-07,1.0454546528507441e-07,2.161995672944687e-15,4.705132219803809e-07,0.0002275575599907817,0.00036694184684000006,0.00010932123805901676,6.727760204408644e-08,4.1175559323270805e-08,2.55457982272961e-08,1.8832757142384125e-07,1.0681140035059077e-15,1.7365138942624588e-05,1.2702322288386115e-10,7.5865578655699e-10,2.699938771215149e-10,4.723807725384939e-07,7.833799228365832e-18,1.0761845916115255e-16,8.014969917299019e-14,9.390689765911887e-15,1.6251527932684163e-13,4.814418190571928e-10,3.1927435106050764e-16,9.818425374427647e-17,1.3001906686280146e-21,2.7599911463005056e-20,2.9431407385271046e-19,3.168860805633225e-13,1.1461100786058764e-19,3.084832392050942e-19,1.9586795682851796e-16,2.3518021412840637e-19,4.229622546337208e-09,1.0425518900301759e-22,1.6233890161907532e-19,2.345906214424562e-10,3.575688383958662e-17,9.319435239230601e-15,1.2752467586277793e-16,7.178686769996357e-23,3.905300097113636e-15,4.6218254250217645e-17,1.051879695271104e-10
0.0001842115445978034,0.11223861248824889,0.0,0.0,0.0,0.0,0.3294313421025357,0.6695732766798075,8.837467169742356e-05,0.00010112897704517918,6.876829683299185e-07,1.0606922240578002e-07,2.1768852414067254e-15,4.7638581168092464e-07,0.00023378164808532736,0.0003783693310397136,0.00011318251939872878,6.792751003168926e-08,4.182787962220127e-08,2.6289364858492775e-08,1.938127610640152e-07,1.0992236696636503e-15,1.8212749421800575e-05,1.2975318793959213e-10,7.698564308769959e-10,2.823198413135329e-10,5.04084379374943e-07,8.318730782971431e-18,1.1107012358855266e-16,8.611952824522512e-14,1.0146060173383398e-14,1.7511138421081994e-13,5.291909885037674e-10,3.509398297670668e-16,1.0867119810590897e-16,1.4499948125535639e-21,3.077863215946009e-20,3.282106404808045e-19,3.571574880492945e-13,1.2917445205108317e-19,3.527592544155673e-19,2.0923554323640532e-16,2.5122996072845635e-19,4.3078816227231055e-09,1.1137039243883387e-22,1.7762311276438983e-19,2.572935303096868e-10,3.921731991232376e-17,1.0015775215904319e-14,1.4373055817426769e-16,8.090956894098821e-23,3.932309786392481e-15,4.918147665902126e-17,1.1591665023451328e-10
0.00018728281653276476,0.11223836858523857,0.0,0.0,0.0,0.0,0.32941570558699046,0.6695620232611731,8.897282470567319e-05,0.00010257547058994088,6.923273425681332e-07,1.0758516861265912e-07,2.1915882039058473e-15,4.822386109066827e-07,0.00024004625429693244,0.0003899400007565727,0.00011709461645808548,6.857182638524359e-08,4.247868043031746e-08,2.7039589527377212e-08,1.993469561335573e-07,1.1306112738077423e-15,1.9084802268060652e-05,1.3248759949072344e-10,7.810422037029128e-10,2.949471652657949e-10,5.372162989014489e-07,8.82414866959903e-18,1.145727320369688e-16,9.24015118231722e-14,1.0945824443272396e-14,1.884083898033059e-13,5.805967121353538e-10,3.850301997198387e-16,1.20039215874905e-16,1.6136057292186658e-21,3.4250202380931985e-20,3.652300336749579e-19,4.015591013835541e-13,1.452312187965373e-19,4.0228746355257362e-19,2.23245644880531e-16,2.680510313538525e-19,4.386174800992893e-09,1.1882758937021358e-22,1.9400319606944606e-19,2.8167488535209627e-10,4.293358926808589e-17,1.0748765796411916e-14,1.6159833307885438e-16,9.096779157203004e-23,3.95899482247519e-15,5.227361851545042e-17,1.2749943320541712e-10
0.00019035408846772612,0.1122381218578077,0.0,0.0,0.0,0.0,0.3293999078792482,0.6695506613144406,8.956381018901413e-05,0.00010401451528054943,6.969157126007174e-07,1.0909345561876997e-07,2.2061139043436937e-15,4.880728162361568e-07,0.0002463507070686969,0.000401653446150735,0.00012105717082943484,6.921077229065692e-08,4.312801380363086e-08,2.7796410085069485e-08,2.0492969203615787e-07,1.1622741809453152e-15,1.998151384034951e-05,1.352265468991012e-10,7.92214909783556e-10,3.0787791567243207e-10,5.718108186062249e-07,9.350539040850246e-18,1.1812662789405784e-16,9.900551509228632e-14,1.1791695716247982e-14,2.0243104020692212e-13,6.358597892816663e-10,4.2167862359863774e-16,1.3234329351900552e-16,1.7919900831424104e-21,3.803511725432976e-20,4.05590805016513e-19,4.5041534384483774e-13,1.6289856780368235e-19,4.575632644483622e-19,2.379173165644047e-16,2.8566628899035664e-19,4.464517361540155e-09,1.2663692216174038e-22,2.1153435387458488e-19,3.0782201627772703e-10,4.691900294474191e-17,1.151958575508762e-14,1.81258509053116e-16,1.0203500211652526e-22,3.985373048388486e-15,5.5497660242047545e-17,1.3998602030341264e-10
0.00019342536040268748,0.11223787233061072,0.0,0.0,0.0,0.0,0.3293839496665754,0.6695391909924977,9.01479761987037e-05,0.00010544625434812853,7.014507872674157e-07,1.1059423466156856e-07,2.2204709175476336e-15,4.938895378751412e-07,0.00025269436197702526,0.0004135092852126873,0.00012506984387883232,6.984455343357445e-08,4.377593195076929e-08,2.855976719050405e-08,2.1056052498914323e-07,1.194209874129606e-15,2.0903098485725e-05,1.3797011267105513e-10,8.033762069748863e-10,3.2111418259640905e-10,6.079024441003883e-07,9.898391660680819e-18,1.2173216784285489e-16,1.0594154062064348e-13,1.268542335579966e-14,2.1720452283731822e-13,6.951879911480696e-10,4.610228875731831e-16,1.4564074806136434e-16,1.9861620270073197e-21,4.215487828301313e-20,4.495222376702616e-19,5.040685476253505e-13,1.8230022744280888e-19,5.191171162403295e-19,2.5326986717884738e-16,3.040989005059461e-19,4.542923233162239e-09,1.34808668422515e-22,2.302734840442574e-19,3.35825017532106e-10,5.1187293389406115e-17,1.2329431527356386e-14,2.0284879476714833e-16,1.141887202690089e-22,4.011460971738578e-15,5.885659396371213e-17,1.534280149697112e-10
0.00019649663233764885,0.11223762002661004,0.0,0.0,0.0,0.0,0.3293678316045886,0.6695276124252149,9.07256424001452e-05,0.00010687083056407438,7.059350544035011e-07,1.1208765630432667e-07,2.2346671187590557e-15,4.996898072291809e-07,0.0002590765998209148,0.00042550716200176133,0.0001291323152122447,7.047336134470502e-08,4.442248714463297e-08,2.932960411396669e-08,2.1623903056506117e-07,1.2264159461884486e-15,2.1849768618710776e-05,1.4071837292106995e-10,8.145276190211117e-10,3.3465807752491647e-10,6.455259010206445e-07,1.0468199916785754e-17,1.2538972114171206e-16,1.1321972878665576e-13,1.3628793293322812e-14,2.3275447173719915e-13,7.587961693996443e-10,5.03205473312034e-16,1.5999128283394957e-16,2.1971846234197523e-21,4.663202342626679e-20,4.972646671395538e-19,5.628794861287494e-13,2.0356658659431587e-19,5.875161986927411e-19,2.693228593419314e-16,3.2337233616142663e-19,4.621405105804202e-09,1.4335324081453777e-22,2.50279201579764e-19,3.6577678379001933e-10,5.575261986819845e-17,1.317951730873306e-14,2.26514312634954e-16,1.275106391080317e-22,4.0372738917855286e-15,6.235342371895653e-17,1.6787895819299982e-10
0.0001995679042726102,0.11223736496663034,0.0,0.0,0.0,0.0,0.3293515543197004,0.6695159257217482,9.129710344186043e-05,0.00010828838599596008,7.103708070747476e-07,1.135738702050311e-07,2.248709766679539e-15,5.054745858014068e-07,0.00026549682435245023,0.00043764674455038123,0.00013324428084011936,7.109737501025019e-08,4.506773162244678e-08,3.010586649491388e-08,2.2196480189886407e-07,1.2588900895561764e-15,2.282173481722781e-05,1.434713976037636e-10,8.25670549799465e-10,3.4851172802713585e-10,6.847161371188553e-07,1.106046070680368e-17,1.2909966874076072e-16,1.208503545278551e-13,1.4623628139624277e-14,2.4910696556287957e-13,8.269063961865805e-10,5.483736508422523e-16,1.7545703851132876e-16,2.426171265558068e-21,5.14901572043836e-20,5.490698022944908e-19,6.272280647134112e-13,2.2683494384451317e-19,6.63366065938806e-19,2.8609610372474666e-16,3.435103627399395e-19,4.699974555950056e-09,1.5228118403250174e-22,2.7161186353567864e-19,3.977730554017712e-10,6.062957539330179e-17,1.4071074727895463e-14,2.524078762305727e-16,1.4208678126071852e-22,4.06282605147586e-15,6.599116574706224e-17,1.8339437511404853e-10
0.00020263917620757157,0.11223710717081756,0.0,0.0,0.0,0.0,0.32933511841093693,0.6695041309722309,9.186263140518398e-05,0.00010969906183093774,7.14760162638113e-07,1.1505302496170543e-07,2.2626055638078623e-15,5.112447725327509e-07,0.0002719544606028564,0.0004499277233141093,0.00013740545183333374,7.171676204229538e-08,4.571171749951806e-08,3.0888502181816806e-08,2.2773744847506e-07,1.2916300893948607e-15,2.3819205895990734e-05,1.4622925336463326e-10,8.368063022208015e-10,3.626772826790082e-10,7.255083239831342e-07,1.1675674730451843e-17,1.3286240268273072e-16,1.288438348313431e-13,1.567178797691089e-14,2.662885410253589e-13,8.997480833058117e-10,5.966795575729861e-16,1.9210267012648018e-16,2.674287310201242e-21,5.675398528363431e-20,6.052010941717789e-19,6.975139105875495e-13,2.5224971999410364e-19,7.473127036967908e-19,3.036096702921023e-16,3.64537056974138e-19,4.778642173368298e-09,1.6160318078695258e-22,2.9433359559883315e-19,4.3191245720121854e-10,6.58331926381866e-17,1.5005353762638987e-14,2.806902268405632e-16,1.5800763206414512e-22,4.088130748161939e-15,6.977284864124144e-17,2.000318147095923e-10
0.00020571044814253294,0.11223684665740583,0.0,0.0,0.0,0.0,0.32931852445149534,0.6694922282492141,9.242247789626303e-05,0.00011110299823149256,7.191050790369692e-07,1.1652526797198088e-07,2.2763607080223585e-15,5.170012091384392e-07,0.000278448953455196,0.000462349809846971,0.00014161555317043122,7.233167968042905e-08,4.6354496711627046e-08,3.16774610861862e-08,2.3355659505759172e-07,1.3246338175250383e-15,2.4842388971514432e-05,1.4899200266540895e-10,8.479360838430348e-10,3.771569066810758e-10,7.679378584548783e-07,1.231434639229598e-17,1.3667832559522609e-16,1.3721072484990082e-13,1.6775170532981398e-14,2.843261907270391e-13,9.77558098853038e-10,6.482802756547777e-16,2.0999539395532593e-16,2.9427514874030005e-21,6.244934429280114e-20,6.659340539259484e-19,7.741569542515119e-13,2.7996266765111516e-19,8.400441692155777e-19,3.218838877534649e-16,3.864768048302399e-19,4.8574176590162315e-09,1.7133005151207027e-22,3.185083147691383e-19,4.682965362096127e-10,7.137894968454694e-17,1.5983622344968444e-14,3.1153026677613843e-16,1.7536827090264258e-22,4.113200428486406e-15,7.370151360444448e-17,2.1785088886965334e-10
0.0002087817200774943,0.11223658344381203,0.0,0.0,0.0,0.0,0.32930177299018554,0.6694802176089846,9.297687596392844e-05,0.00011250033420612584,7.234073697376268e-07,1.1799074530926188e-07,2.2899809398616614e-15,5.227446849753816e-07,0.00028497976632913213,0.0004749127355781528,0.00014587432267599144,7.294227571045038e-08,4.699612096317156e-08,3.2472695036647305e-08,2.394218806255122e-07,1.3578992263893126e-15,2.5891489523765758e-05,1.5175970343632476e-10,8.590610134456093e-10,3.919527769684651e-10,8.120403639833905e-07,1.2976983614674137e-17,1.4054785017460783e-16,1.4596171567010257e-13,1.793571119259447e-14,3.032473616868503e-13,1.0605808859644967e-09,7.033379107247139e-16,2.2920503927804366e-16,3.232837355992321e-21,6.860323262040677e-20,7.315565812383012e-19,8.575980285805309e-13,3.101330871487081e-19,9.422923291983253e-19,3.409393321477358e-16,4.093542877412498e-19,4.9363099034067374e-09,1.8147274828969014e-22,3.4420174897171916e-19,5.07029800052598e-10,7.728277587793569e-17,1.700716615120603e-14,3.451052997251843e-16,1.9426850650802863e-22,4.138046775550709e-15,7.778021470329501e-17,2.3691331220415966e-10
0.00021185299201245566,0.11223631754620472,0.0,0.0,0.0,0.0,0.3292848645528682,0.6694680990928756,9.35260420071109e-05,0.00011389120748434918,7.276687185668562e-07,1.1944960161876666e-07,2.3034715894933916e-15,5.284759428691013e-07,0.0002915463798740227,0.00048761625059355547,0.0001501815099618338,7.354868937884254e-08,4.763664166240986e-08,3.327415765543781e-08,2.4533295740654576e-07,1.391424343571127e-15,2.6966711458526636e-05,1.5453241206427215e-10,8.701821381826029e-10,4.0706708862302054e-10,8.578516919489621e-07,1.3664098229207165e-17,1.4447139872379207e-16,1.551076420625542e-13,1.9155383962176223e-14,3.2307996992852114e-13,1.149068588766717e-09,7.620196754316409e-16,2.498041287171154e-16,3.545875026869344e-21,7.524384691515464e-20,8.023693535425565e-19,9.482995093481654e-13,3.429280572501096e-19,1.0548351018394193e-18,3.607968414938976e-16,4.3319450012273053e-19,5.015327064716256e-09,1.9204236264748786e-22,3.7148146569169003e-19,5.482197575287896e-10,8.356105801133618e-17,1.8077289546126722e-14,3.816012875673872e-16,2.1481302152734126e-22,4.162680795643131e-15,8.201201902267451e-17,2.572829444278866e-10
0.00021799553588237842,0.11223577775889125,0.0,0.0,0.0,0.0,0.32925057874645025,0.6694435385303432,9.460947015817134e-05,0.00011665410986120818,7.360747539981521e-07,1.2234802199808897e-07,2.3300836524061614e-15,5.39904569117739e-07,0.00030478501092448936,0.0005134441357460405,0.0001589401897734155,7.474948862386904e-08,4.891457630143182e-08,3.4895591682011536e-08,2.572911548958076e-07,1.4592461613251878e-15,2.919632757040862e-05,1.6009306593072423e-10,8.924168276831119e-10,4.382598843255807e-10,9.547453677643855e-07,1.5113825852560982e-17,1.524823027461267e-16,1.746283366153519e-13,2.1780215901490147e-14,3.655934959444177e-13,1.3434865949641588e-09,8.909504914143664e-16,2.954745026488212e-16,4.246418046930112e-21,9.010422319269087e-20,9.608342778691093e-19,1.1534448641664757e-12,4.1710028249263753e-19,1.3141574755204213e-18,4.030027145301183e-16,4.838646525012099e-19,5.1737655985295684e-09,2.145074061193796e-22,4.3107936147941204e-19,6.384150421199305e-10,9.730886225937675e-17,2.036258377160602e-14,4.641448538481125e-16,2.612788835816308e-22,4.211352943829628e-15,9.09472723814637e-17,3.0221026088148926e-10
0.0002235238253653089,0.11223528291460465,0.0,0.0,0.0,0.0,0.3292191895119429,0.6694210652361275,9.556854843934071e-05,0.00011911997155747658,7.435148422022118e-07,1.2493537490312821e-07,2.3536377997515417e-15,5.501551970256993e-07,0.0003168173205040722,0.0005371678858099193,0.00016698628820178372,7.581715346588212e-08,5.006145147335723e-08,3.637575186727386e-08,2.6820689225377297e-07,1.5211555879388114e-15,3.129433254164572e-05,1.6511530502651154e-10,9.124242680541325e-10,4.674447632088158e-10,1.048158219713466e-06,1.6507505530665537e-17,1.5988129827255896e-16,1.9365920179884568e-13,2.436539794068553e-14,4.072624420487797e-13,1.5398445148148994e-09,1.0211677866688449e-15,3.4211437535261486e-16,4.969958143807567e-21,1.0545172417864907e-19,1.1244936992004768e-18,1.3680090760800279e-12,4.946749912360688e-19,1.5915697253986815e-18,4.439454473703985e-16,5.330174430817511e-19,5.316857143724012e-09,2.3630011484907103e-22,4.90858911905136e-19,7.291341160912281e-10,1.1113650469954128e-16,2.2592112057865623e-14,5.504758653336773e-16,3.0987679435624885e-22,4.254530859026799e-15,9.954365799004683e-17,3.4780158819031476e-10
0.00022905211484823936,0.11223477958643858,0.0,0.0,0.0,0.0,0.3291872989295053,0.6693982424948842,9.651343976413666e-05,0.00012156696769023698,7.508437891547972e-07,1.2750345059540854e-07,2.376840192296112e-15,5.603760949842712e-07,0.00032895822253928313,0.000561344006041145,0.00017518581474786245,7.687311976767324e-08,5.120553274464431e-08,3.787544237010751e-08,2.792661075424704e-07,1.5838787604558198e-15,3.348007576072848e-05,1.7015457007042687e-10,9.324330173890582e-10,4.976961383467923e-10,1.1476757613930003e-06,1.798862618001965e-17,1.6746230002710486e-16,2.1414459493281472e-13,2.7174661014995895e-14,4.5234016246252874e-13,1.7581955859082692e-09,1.165970125175242e-15,3.94513108784163e-16,5.791299080384594e-21,1.2287301991661712e-19,1.3102672125518598e-18,1.6143418713439918e-12,5.837321655293623e-19,1.916747253157191e-18,4.87822912987762e-16,5.856924827996736e-19,5.460454829439795e-09,2.596549030441719e-22,5.569154871985099e-19,8.296263537317632e-10,1.2645379954587276e-16,2.499368846091731e-14,6.495864015543942e-16,3.6566862294268055e-22,4.29716841582661e-15,1.0868441832267987e-16,3.9872402980044186e-10
0.00023458040433116983,0.11223426783970761,0.0,0.0,0.0,0.0,0.3291549093804599,0.6693750701344714,9.74449862047936e-05,0.00012399584423076796,7.580681450695725e-07,1.300530307943357e-07,2.3997115649231044e-15,5.705704054954598e-07,0.00034120518234329543,0.0005859715925782211,0.00018353763232351535,7.791797837645926e-08,5.23471042564581e-08,3.939444465662403e-08,2.904671565128312e-07,1.6474063533943684e-15,3.575469631459641e-05,1.7521115101596232e-10,9.524473773792683e-10,5.290272896136739e-10,1.2535154724379035e-06,1.956031280772328e-17,1.752280746634429e-16,2.3615283676768887e-13,3.022095637760441e-14,5.010067351180617e-13,2.000305612898609e-09,1.326528523205145e-15,4.531989694388907e-16,6.7204551838699154e-21,1.4258037331885155e-19,1.5204183020841786e-18,1.896005739253262e-12,6.855587916562498e-19,2.2961606338631006e-18,5.347662309606194e-16,6.420469902570435e-19,5.604588855091508e-09,2.846415622289876e-22,6.297129142550277e-19,9.40632657449187e-10,1.4337367723262913e-16,2.757559586578697e-14,7.629089315660427e-16,4.2946074241476305e-22,4.339313693660731e-15,1.1838794256852299e-16,4.554332899070806e-10
0.0002401086938141003,0.11223374773587162,0.0,0.0,0.0,0.0,0.32912202308064975,0.6693515478911305,9.83639469673958e-05,0.0001264073284860724,7.651938149226426e-07,1.3258487745172195e-07,2.422270610042386e-15,5.807410327874308e-07,0.0003535557795597731,0.0006110498746149528,0.00019204067485709326,7.895227475741041e-08,5.348644458265583e-08,4.093255237002065e-08,3.018084848877247e-07,1.7117295515552324e-15,3.811932051758485e-05,1.8028533939940626e-10,9.724713231722998e-10,5.614516284499237e-10,1.3658973133942873e-06,2.1225732229527085e-17,1.831814675704404e-16,2.5975377711194355e-13,3.351766969128246e-14,5.534474330273216e-13,2.2680315201931403e-09,1.5040744242781745e-15,5.187335367218519e-16,7.768167061955442e-21,1.6480143290961079e-19,1.7573745177798595e-18,2.2168429001488737e-12,8.015428098147958e-19,2.7369347920008305e-18,5.849093553035068e-16,7.022415649469019e-19,5.7492862323459194e-09,3.1133139263454483e-22,7.097363192414386e-19,1.062928715561025e-09,1.6201437036285496e-16,3.0346320209079175e-14,8.919882979728579e-16,5.02122783759851e-22,4.3810119176920796e-15,1.286727746277215e-16,5.184110899813426e-10
0.0002456369832970308,0.11223321933004787,0.0,0.0,0.0,0.0,0.3290886420923032,0.6693276754190225,9.927101099189251e-05,0.00012880212858717738,7.722261565400622e-07,1.3509973232066345e-07,2.4445342880885576e-15,5.908906771117614e-07,0.0003660076981532847,0.0006365782047596427,0.00020069393965033193,7.997651510876835e-08,5.462382644176209e-08,4.2489570351256464e-08,3.132886209648688e-07,1.776840008068673e-15,4.0575062604052866e-05,1.8537743282140327e-10,9.92508568121732e-10,5.949827046319259e-10,1.4850437450061488e-06,2.2988094354532347e-17,1.9132539989383812e-16,2.850188111691898e-13,3.7078630159096034e-14,6.098528142249483e-13,2.5633238670215086e-09,1.699901367063043e-15,5.917129968609924e-16,8.945935906804667e-21,1.8977995864048723e-19,2.023735215238208e-18,2.580988798663844e-12,9.331779710057197e-19,3.2468952891735434e-18,6.383891631169968e-16,7.664402921183412e-19,5.894571397680385e-09,3.3979725038540876e-22,7.97492632747311e-19,1.1973257976836889e-09,1.824995349438962e-16,3.331455347631782e-14,1.0384871235147388e-15,5.845906793835464e-22,4.422306059681886e-15,1.3955761723645464e-16,5.881660349526965e-10
0.0002511652727799613,0.1122326826737923,0.0,0.0,0.0,0.0,0.32905476833434766,0.669303452298238,0.00010016680713382488,0.00013118093316097352,7.791700598748266e-07,1.3759831668250492e-07,2.4665180784747844e-15,6.010218629926734e-07,0.00037855871788468126,0.0006625560507452894,0.00020949648101293992,8.099117132289268e-08,5.575951647659182e-08,4.406531382434149e-08,3.249061695233765e-07,1.842729809834954e-15,4.3123025367209154e-05,1.9048773553813822e-10,1.012562606636942e-09,6.296342092078216e-10,1.6111797480492934e-06,2.485065303354088e-17,1.9966286620814975e-16,3.120208873277717e-13,4.091811918360532e-14,6.704188032256068e-13,2.8882294029664313e-09,1.915366680110923e-15,6.727694441920918e-16,1.026605862950468e-20,2.177765651962116e-19,2.3222794819819762e-18,2.992885937251745e-12,1.0820688152518653e-18,3.834616365181292e-18,6.953455480192344e-16,8.348108533181257e-19,6.040466757082737e-09,3.7011359723165844e-22,8.935111044325603e-19,1.3446715611916327e-09,2.049583733102707e-16,3.648919581079378e-14,1.2041913526860654e-15,6.778697826271365e-22,4.463237332327019e-15,1.5106133608412177e-16,6.652344966347383e-10
0.0002566935622628918,0.11223213781444984,0.0,0.0,0.0,0.0,0.3290204035913991,0.6692788780415188,0.00010105191234440901,0.00013354441115804796,7.860300106844533e-07,1.4008133122553566e-07,2.4882361811589975e-15,6.111369609685875e-07,0.0003912067070430145,0.0006889829882827349,0.00021844740496244027,8.199668499037326e-08,5.6893775108490896e-08,4.565960765516122e-08,3.366598065103458e-07,1.9093914473889203e-15,4.5764300749608585e-05,1.9561656007262113e-10,1.0326367519994294e-09,6.654199669139798e-10,1.7445328431998708e-06,2.6816705875409336e-17,2.081969324196723e-16,3.4083453130433463e-13,4.505087753539782e-14,7.353467795546624e-13,3.2448936578805934e-09,2.151893199392529e-15,7.6257224425192515e-16,1.1741663624068386e-20,2.490694787867185e-19,2.6559742075758604e-18,3.457298046711944e-12,1.249935770416843e-18,4.509470399617916e-18,7.559213779281816e-16,9.075244740010785e-19,6.186993060056173e-09,4.0235647807846262e-22,9.983437794733069e-19,1.5058508655861693e-09,2.295257582521293e-16,3.987935943768253e-14,1.3910159276263172e-15,7.830380628700238e-22,4.503845595405506e-15,1.63202963552853e-16,7.501815129422208e-10
0.0002622218517458223,0.11223158479620611,0.0,0.0,0.0,0.0,0.3289855495216483,0.669253952099905,0.00010192685820551041,0.00013589321181082652,7.928101413959961e-07,1.425494560532419e-07,2.509701677657769e-15,6.212382047619877e-07,0.0004039496162254795,0.0007158586948643692,0.00022754586480242136,8.299347062196625e-08,5.8026856448099674e-08,4.727228573137845e-08,3.485482743099246e-07,1.976817788068162e-15,4.8499970390879614e-05,2.0076422963585319e-10,1.0527341701672699e-09,7.023539453420597e-10,1.885333111142296e-06,2.888959553377352e-17,2.1693073414030458e-16,3.715358697296588e-13,4.9492115059807354e-14,8.04843679901346e-13,3.63556357063805e-09,2.4109710115887718e-15,8.618294353631158e-16,1.3386748152300317e-20,2.8395532803370227e-19,3.0279825173145736e-18,3.979324612989749e-12,1.4386203776132855e-18,5.281680600625141e-18,8.202625699599365e-16,9.847560116675003e-19,6.3341696548419225e-09,4.366035608534118e-22,1.1125660183615927e-18,1.6817865969605821e-09,2.5634235868262537e-16,4.34943725701658e-14,1.6010106049460011e-15,9.012493799682078e-22,4.5441696897350665e-15,1.7600170252061736e-16,8.436017040222247e-10
0.0002677501412287528,0.11223102366019741,0.0,0.0,0.0,0.0,0.3289502076639474,0.6692286738676189,0.00010279213634472086,0.00013822796468731692,7.995142732814756e-07,1.4500335076322138e-07,2.5309266645564765e-15,6.313277061860188e-07,0.00041678547286607917,0.0007431829442441262,0.00023679105730621536,8.398191834041694e-08,5.915900823658602e-08,4.890319045032258e-08,3.6057037781164867e-07,2.045002053714305e-15,5.133110614106069e-05,2.0593107553428613e-10,1.072857893426905e-09,7.40450261593762e-10,2.033813212899021e-06,3.107271087437521e-17,2.2586747547540833e-16,4.0420263435930123e-13,5.425752051232641e-14,8.791220849447945e-13,4.062590157077578e-09,2.694159223372072e-15,9.712891136289901e-16,1.521621671039366e-20,3.2274995543313125e-19,3.441672425324461e-18,4.564415773129143e-12,1.6500906480105656e-18,6.162375749873667e-18,8.885182356791732e-16,1.0666841283994088e-18,6.482014716082431e-09,4.729342138203971e-22,1.23677704922794e-18,1.8734405020649938e-09,2.8555476676853484e-16,4.734378122290622e-14,1.8363659187745143e-15,1.0337368410047983e-21,4.584247722546704e-15,1.8947693027445463e-16,9.461202058530534e-10
0.0002732784307116833,0.11223045444491571,0.0,0.0,0.0,0.0,0.3289143794442704,0.6692030426863579,0.00010364820300169752,0.00014054927981801027,8.061459520051881e-07,1.474436546030899e-07,2.55192236602777e-15,6.414074669389772e-07,0.0004297123763454964,0.0007709556014438192,0.0002461822193649443,8.49623961663469e-08,6.029047182576851e-08,5.0552172210663874e-08,3.727249809100185e-07,2.1139378008200594e-15,5.4258770544964865e-05,2.1111743664492422e-10,1.0930108369050055e-09,7.797231714588302e-10,2.1902084105118523e-06,3.3369486452161847e-17,2.3501042776433557e-16,4.3891418751437407e-13,5.936326878156475e-14,9.58400311613952e-13,4.528431219167357e-09,3.003087758024164e-15,1.091740890372106e-15,1.7245919855124508e-20,3.6578923881028353e-19,3.90062559422124e-18,5.218387589043261e-12,1.886446554958804e-18,7.163646157574564e-18,9.608406221032613e-16,1.1534912181003009e-18,6.630545445798865e-09,5.114294741787606e-22,1.3716004600668934e-18,2.081814032887891e-09,3.1731562666382415e-16,5.1437353371044447e-14,2.0994192944619742e-15,1.181816241847453e-21,4.624117316068561e-15,2.0364820192041514e-16,1.0583936219031804e-09
0.0002788067201946138,0.11222987718640715,0.0,0.0,0.0,0.0,0.32887806618163135,0.6691770578490859,0.00010449548288617806,0.00014285774788398565,8.127084776438673e-07,1.498709866989192e-07,2.5726992288595394e-15,6.514793881995556e-07,0.0004427284935993823,0.0007991766182100338,0.0002557186250278354,8.593525196934924e-08,6.142148219041043e-08,5.221908894290737e-08,3.850110029357921e-07,2.18361890028906e-15,5.728401729974516e-05,2.1632366169853415e-10,1.1131958211163109e-09,8.201870749153894e-10,2.3547565876528007e-06,3.578340347897515e-17,2.4436292852410707e-16,4.757515498407864e-13,6.482603043731243e-14,1.0429025194830747e-12,5.035654094047796e-09,3.3394591784995725e-15,1.2240173975228405e-15,1.9492694880950303e-20,4.134299517111926e-19,4.408646509969565e-18,5.9474377042418955e-12,2.1499256620334257e-18,8.298603332955516e-18,1.0373851516798905e-15,1.2453634524665385e-18,6.779778208713783e-09,5.521720693434086e-22,1.5176847253210098e-18,2.307949201160608e-09,3.517837647557044e-16,5.578508340723218e-14,2.392661313630603e-15,1.3468895939043059e-21,4.663815825648057e-15,2.1853525384111707e-16,1.1811109923869365e-09
