Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255)
4.055591427480629e-09,0.1122453720207975,0.0,0.0,0.0,0.0,0.3299999975545017,0.669999997739698,2.4282341861206613e-09,2.243013547358719e-09,1.7174146785369724e-11,2.024522831727147e-10,5.436570213486592e-20,8.254006719933089e-14,8.366036761259318e-14,8.120780739093209e-16,1.3215623673075527e-18,2.2739579266054242e-14,1.601627794347692e-14,1.0473979629273132e-19,4.095739254155892e-21,2.3229195575075957e-29,4.476153333734878e-24,2.046888899795139e-17,6.3706453955554965e-15,3.6020583555759425e-27,1.1017078137172716e-28,6.800938931223121e-36,2.143165493893915e-30,1.7903883127378946e-40,1.6088303148833526e-43,7.944388005858546e-39,4.2937702299878266e-40,2.820536795390877e-46,9.789909627506355e-52,2.611378809823194e-56,2.0570176813304455e-52
4.260949099701561e-09,0.11224537202095522,0.0,0.0,0.0,0.0,0.32999999743067115,0.6699999976172619,2.55109792977715e-09,2.3644803264243866e-09,1.8130747296033703e-11,2.048127844921309e-10,5.73938745477588e-20,9.183764984405843e-14,9.338862570245447e-14,9.519766512704632e-16,1.5325000959898897e-18,2.5259955875661088e-14,1.7727893228614873e-14,1.2297440655143395e-19,5.0659926942510024e-21,2.8732043989365093e-29,5.8310996235942596e-24,2.1728549066544388e-17,6.85047499341102e-15,4.381836362885902e-27,1.4083869924745603e-28,8.412051123879287e-36,2.6508719702127805e-30,2.4903070758276613e-40,2.3738481976164018e-43,1.064617384473478e-38,6.047775226729385e-40,3.974554268674326e-46,1.4926823479588652e-51,3.8773562569628604e-56,3.20984517872313e-52
4.4663067719224934e-09,0.11224537202108388,0.0,0.0,0.0,0.0,0.3299999973068405,0.6699999974945665,2.673961226494427e-09,2.4862055987908295e-09,1.908735348115178e-11,2.0691474675512664e-10,6.042206492355894e-20,1.016354576281319e-13,1.0366729896078227e-13,1.107202306785569e-15,1.7647665002709593e-18,2.7913755792782242e-14,1.952817281608002e-14,1.4321638584388635e-19,6.200027910507498e-21,3.516379121219845e-29,7.497714448390417e-24,2.2988698013277416e-17,7.333142095550908e-15,5.281130891398513e-27,1.7796449255759673e-28,1.0295126474138612e-35,3.2442816482590804e-30,3.4085774924422497e-40,3.4359495929254063e-43,1.4069385669388172e-38,8.380928441138922e-40,5.5101882166838225e-46,2.2296102449334583e-51,5.649861235768954e-56,4.904212219016854e-52
4.671664444143426e-09,0.11224537202118685,0.0,0.0,0.0,0.0,0.3299999971830097,0.6699999973716417,2.7968240825560103e-09,2.6081594138312825e-09,2.004396024298682e-11,2.0878812080333634e-10,6.345025712503505e-20,1.1193332841890876e-13,1.1449687811218817e-13,1.2785579264207696e-15,2.0193887104318424e-18,3.07008640866064e-14,2.1417128656468277e-14,1.6556775509000277e-19,7.515307224134654e-21,4.262347601945521e-29,9.52714793973079e-24,2.424931957131228e-17,7.81815946704101e-15,6.311402558248037e-27,2.2251233909872095e-28,1.2479161804543585e-35,3.9325322371022605e-30,4.597707232453773e-40,4.887190899599722e-43,1.83590218196493e-38,1.1443613782677297e-39,7.526673916704618e-46,3.268691658895731e-51,8.092998907790739e-56,7.35046596356248e-52
4.877022116364358e-09,0.1122453720212672,0.0,0.0,0.0,0.0,0.3299999970591788,0.6699999972485147,2.919686502833596e-09,2.7303152897696116e-09,2.100056387528192e-11,2.1045938857555597e-10,6.64784394197805e-20,1.2273108867471074e-13,1.258777688380819e-13,1.4668461247662947e-15,2.297393845998279e-18,3.3621155470171904e-14,2.3394751364393095e-14,1.9012977526964464e-19,9.030144330014584e-21,5.121496581773073e-29,1.1975856399664574e-23,2.5510400567830193e-17,8.30512347257926e-15,7.48460656301939e-27,2.755365788241241e-28,1.499456769048975e-35,4.725206958062517e-30,6.119397982394667e-40,6.8415979102860336e-43,2.3680497979281193e-38,1.5415647424922974e-39,1.0142695410522912e-45,4.7109465379294844e-51,1.1412735603570957e-55,1.0825219155012586e-51
5.0823797885852904e-09,0.11224537202132749,0.0,0.0,0.0,0.0,0.3299999969353478,0.669999997125208,3.0425484885566555e-09,2.8526498131171204e-09,2.1957164298416232e-11,2.1195196368179455e-10,6.950661155575e-20,1.340285526228927e-13,1.3781030435936655e-13,1.6728692339868198e-15,2.599809013782437e-18,3.667449511316745e-14,2.5461012721300318e-14,2.1700293877174585e-19,1.0763696736025509e-20,6.104691376339628e-29,1.4905853734147367e-23,2.6771928681220105e-17,8.793699173385808e-15,8.813188933532629e-27,3.3818550807940983e-28,1.7873155905937047e-35,5.632330588323166e-30,8.045598103895496e-40,9.43897554334675e-43,3.0221387997217097e-38,2.0510317672968846e-39,1.3499058650509248e-45,6.684206197013902e-51,1.5864947961803845e-55,1.5687809952163172e-51
5.287737460806223e-09,0.11224537202137003,0.0,0.0,0.0,0.0,0.3299999968115167,0.6699999970017426,3.165410039749088e-09,2.9751422833723144e-09,2.291376262237651e-11,2.1328654671202446e-10,7.253477704668153e-20,1.4582552535378335e-13,1.502947592954789e-13,1.8974292836795075e-15,2.9276613096393446e-18,3.9860740136190265e-14,2.7615867895205192e-14,2.462869621982204e-19,1.2735958165201415e-20,7.223271567088122e-29,1.8384960624777702e-23,2.8033897283411524e-17,9.283608995381072e-15,1.031008279689955e-26,4.117051450681911e-28,2.114812680746037e-35,6.664365485094782e-30,1.0459614904344097e-39,1.284914728151537e-42,3.8193220840762567e-38,2.697876051313353e-39,1.776158706579864e-45,9.34853282805142e-51,2.1764556080410885e-55,2.2399847065168502e-51
5.493095133027155e-09,0.1122453720213969,0.0,0.0,0.0,0.0,0.3299999966876855,0.6699999968781368,3.2882711576617697e-09,3.0977743981195938e-09,2.3870358713581677e-11,2.1448144014438373e-10,7.5562935469715e-20,1.5812180580395055e-13,1.633313615356218e-13,2.1413279829710872e-15,3.281977820158093e-18,4.317974098269662e-14,2.9859257407786915e-14,2.7808078160328e-19,1.496775092149434e-20,8.489046671452251e-29,2.248705143120087e-23,2.929630556209808e-17,9.774623385977789e-15,1.1988704679019542e-26,4.9744296663922895e-28,2.485405665791166e-35,7.832207590731309e-30,1.3457286306447982e-39,1.7276647144013363e-42,4.78333321001369e-38,3.5114681299866745e-39,2.3124246487262137e-45,1.290241641110446e-50,2.9495828148362487e-55,3.154824547062873e-51
5.6984528052480875e-09,0.11224537202140993,0.0,0.0,0.0,0.0,0.32999999656385415,0.669999996754407,3.41113184440638e-09,3.2205299748887995e-09,2.4826951563134225e-11,2.155528264913605e-10,7.859108363111724e-20,1.7091718721516016e-13,1.769203001898369e-13,2.405366710798447e-15,3.663785621929218e-18,4.663134219015422e-14,3.219110887177231e-14,3.1248255060540992e-19,1.7480718225712328e-20,9.914291796126049e-29,2.7292298827571136e-23,3.055915365215874e-17,1.026655248521109e-14,1.386295083450469e-26,5.96851616637548e-28,2.9026884900610295e-35,9.147182422237473e-30,1.714821174330146e-39,2.2965887345269406e-42,5.940676861640351e-38,4.5259432921637476e-39,2.9812506294445e-45,1.7589817889515188e-50,3.952394617955473e-55,4.3872190286780385e-51
5.90381047746902e-09,0.11224537202141069,0.0,0.0,0.0,0.0,0.3299999964400226,0.6699999966305675,3.533992101536714e-09,3.3433947057480134e-09,2.578354070847135e-11,2.165150137116484e-10,8.161922006661419e-20,1.8421145658788572e-13,1.9106173125512448e-13,2.690346509565102e-15,4.0741117802043745e-18,5.021538287852592e-14,3.4611338523845655e-14,3.495896404504091e-19,2.0297316545845514e-20,1.1511743287150473e-28,3.288741617060178e-23,3.182243982159689e-17,1.0759238985201502e-14,1.5947193605584444e-26,7.11492586117963e-28,3.370390142427177e-35,1.0621041057838113e-29,2.1657042030819528e-39,3.020682528484615e-42,7.320824477144454e-38,5.780746046751721e-39,3.8086943435498184e-45,2.370812951341511e-50,5.240792534104987e-55,6.029449902601968e-51
6.109168149689952e-09,0.11224537202140066,0.0,0.0,0.0,0.0,0.329999996316191,0.6699999965066307,3.65685192982146e-09,3.466355940390701e-09,2.674012646214883e-11,2.173806521266446e-10,8.46473457656223e-20,1.9800439508520802e-13,2.0575578303730874e-13,2.9970680767407044e-15,4.513983349022968e-18,5.393169736190249e-14,3.711985257950764e-14,3.8949864102435794e-19,2.3440807944755992e-20,1.3294594389847906e-28,3.936589759509227e-23,3.3086161982725976e-17,1.1252552468986524e-14,1.8256277808205884e-26,8.430398656608799e-28,3.8923733856831356e-35,1.2265956132633063e-29,2.7124827872874497e-39,3.9341153178239724e-42,8.956414892376081e-38,7.321212203026122e-39,4.8247095715396456e-45,3.1617125309780244e-50,6.881498218026768e-55,8.195788594152784e-51
6.3145258219108845e-09,0.11224537202138099,0.0,0.0,0.0,0.0,0.32999999619235926,0.6699999963826078,3.7797113300131504e-09,3.589402494112324e-09,2.769670914325017e-11,2.1816092644667647e-10,8.767546173822178e-20,2.122957792315383e-13,2.210025614081597e-13,3.326331755047229e-15,4.984427372205755e-18,5.778011585983546e-14,3.971654843235222e-14,4.323053626435794e-19,2.6935252454217097e-20,1.5276490923700833e-28,4.6828255840160357e-23,3.4350319635350345e-17,1.1746384950005869e-14,2.0805517145416444e-26,9.932835699728716e-28,4.472633490308592e-35,1.409451784803975e-29,3.371042661145634e-39,5.076903273879576e-42,1.0883459850269908e-37,9.199189497348637e-39,6.063557054324816e-45,4.174897690089757e-50,8.953644933497433e-55,1.1026666686424702e-50
6.519883494131817e-09,0.1122453720213529,0.0,0.0,0.0,0.0,0.3299999960685274,0.6699999962585089,3.902570303269532e-09,3.712524477900426e-09,2.8653288656611072e-11,2.1886572568320398e-10,9.070356768316358e-20,2.2708538175110775e-13,2.3680215400391473e-13,3.678937524445667e-15,5.486470883634308e-18,6.176046508128295e-14,4.240131571512046e-14,4.781048388504705e-19,3.080550047734124e-20,1.7471526973331219e-28,5.538225781638526e-23,3.561491336775404e-17,1.224064711125225e-14,2.3610690648803094e-26,1.1641335349599128e-27,5.115296972954202e-35,1.6119729996090375e-29,4.159196684179005e-39,6.495639692196907e-42,1.314155423474866e-37,1.1473697675496351e-38,7.56424151730208e-45,5.461941215070717e-50,1.1550533629340884e-54,1.4693447856163423e-50
6.9305988385736815e-09,0.11224537202127509,0.0,0.0,0.0,0.0,0.3299999958208633,0.6699999960101164,4.148286973103262e-09,3.958960819325906e-09,3.056643826612664e-11,2.2008281522777233e-10,9.675974976236022e-20,2.5815831395440366e-13,2.700600564802815e-13,4.45737341328515e-15,6.589464452689278e-18,7.011624705205888e-14,4.803458953427665e-14,5.790583301729187e-19,3.9776715304480514e-20,2.2559609632000978e-28,7.623392329407832e-23,3.8145409020407364e-17,1.3230178681967266e-14,3.0054261837449793e-26,1.5759115172388704e-27,6.604988859866599e-35,2.08141650434922e-29,6.206106390803349e-39,1.0385149686601102e-41,1.8828491461374016e-37,1.7488597947873021e-38,1.1533741991142029e-44,9.113518932866182e-50,1.8774497451393094e-54,2.54100156531058e-50
7.3002426485713594e-09,0.11224537202118487,0.0,0.0,0.0,0.0,0.3299999955979653,0.6699999957863807,4.369430527516728e-09,4.18093387936292e-09,3.2288260912655876e-11,2.2099768901399948e-10,1.0221027564051658e-19,2.878255085823951e-13,3.018833944508244e-13,5.245813447276423e-15,7.700531902080142e-18,7.808585695420481e-14,5.340450500385416e-14,6.810893095069025e-19,4.940127187490455e-20,2.8018239886910777e-28,9.997168583107193e-23,4.0424345185312116e-17,1.4121608971984368e-14,3.6896469089431816e-26,2.0387214213138457e-27,8.20317127713835e-35,2.5850483716565926e-29,8.715199053810683e-39,1.5460793963722323e-41,2.555719787369368e-37,2.5022786756136616e-38,1.6507226991080301e-44,1.407167506116011e-49,2.836889665854197e-54,4.047546298978569e-50
7.651324638277427e-09,0.11224537202108496,0.0,0.0,0.0,0.0,0.32999999538625974,0.6699999955737517,4.579467999997214e-09,4.391886493364508e-09,3.3923610902082735e-11,2.217404617432724e-10,1.0738706748674205e-19,3.174942362968353e-13,3.3376791305477854e-13,6.076120667142388e-15,8.865302499374059e-18,8.604847592249855e-14,5.876716245702531e-14,7.883029825989326e-19,6.00578731042127e-20,3.4062201566865416e-28,1.276600105104101e-22,4.2590148119837944e-17,1.496880133232209e-14,4.440781403629742e-26,2.5727854409638802e-27,9.972728829465133e-35,3.142685285212254e-29,1.1837710599828655e-38,2.2132855073005094e-41,3.3678629185137883e-37,3.4583935385734995e-38,2.282016955115958e-44,2.0821544243293286e-49,4.118701260548999e-54,6.163346837536029e-50
8.002406627983494e-09,0.11224537202097402,0.0,0.0,0.0,0.0,0.3299999951745538,0.6699999953610218,4.789504244466158e-09,4.6029381496870065e-09,3.555895156976847e-11,2.2238406035484557e-10,1.125638298244774e-19,3.486145928586503e-13,3.672690375218579e-13,6.9898449169085865e-15,1.0141970981717171e-17,9.439322296288516e-14,6.438473996912117e-14,9.060169718038891e-19,7.234095809075093e-20,4.102863478987283e-28,1.6115843829801622e-22,4.475722137300742e-17,1.5816361286824815e-14,5.300015117630215e-26,3.2127507181300792e-27,1.2012369946849406e-34,3.785433006847826e-29,1.584949828921901e-38,3.1151838973756365e-41,4.382417395317612e-37,4.709924787316901e-38,3.10853054455933e-44,3.0249167813977898e-49,5.878743850881199e-54,9.207011892400922e-50
8.35348861768956e-09,0.11224537202085402,0.0,0.0,0.0,0.0,0.3299999949628475,0.6699999951482095,4.9995392656757555e-09,4.814070042330878e-09,3.719428325921342e-11,2.2294729077678904e-10,1.1774056374109583e-19,3.811853352388484e-13,4.0238685980473655e-13,7.990968440979746e-15,1.1535668833607262e-17,1.0311915219687697e-13,7.025650786698661e-14,1.034676447392143e-18,8.640445224479867e-20,4.90048394714934e-28,2.0133053976573698e-22,4.69255661644603e-17,1.6664187814638026e-14,6.277000313748515e-26,3.973480123383818e-27,1.4347654691436171e-34,4.52134620119434e-29,2.0944304750162752e-38,4.317377937437782e-41,5.637190189170046e-37,6.328564558826869e-38,4.1776780780239473e-44,4.321632259863165e-49,8.261405015978346e-54,1.3515222080235324e-49
8.704570607395628e-09,0.11224537202072678,0.0,0.0,0.0,0.0,0.3299999947511408,0.6699999949353305,5.209573069178257e-09,5.025266933802701e-09,3.882960548506124e-11,2.2344539043574644e-10,1.2291726770016843e-19,4.152052065939289e-13,4.391214448004303e-13,9.083470050552194e-15,1.3051527452918156e-17,1.1222530979217481e-13,7.638171699221782e-14,1.174720355744115e-18,1.0240845386915756e-19,5.808161653042667e-28,2.4911951216405515e-22,4.909518285925243e-17,1.7512207851003776e-14,7.381759831027005e-26,4.871131724440554e-27,1.7005168184945048e-34,5.358802552000537e-29,2.7346150771990825e-38,5.899471297968208e-41,7.174876126616901e-37,8.399056668822298e-38,5.545512870541335e-44,6.08030855560476e-49,1.1445289190101994e-53,1.952362038378907e-49
9.055652597101695e-09,0.11224537202059359,0.0,0.0,0.0,0.0,0.3299999945394337,0.6699999947223964,5.419605660335825e-09,5.236516459370498e-09,4.046491792851007e-11,2.2389072400361245e-10,1.2809394069250609e-19,4.5067293736978445e-13,4.774728378196126e-13,1.0271325088268068e-14,1.4694678151240987e-17,1.217107358731915e-13,8.275960303880087e-14,1.326581509914461e-18,1.20519131331122e-19,6.835320956881035e-28,3.0555128578838765e-22,5.126607020734423e-17,1.8360367784273743e-14,8.624682293893509e-26,5.923207283886029e-27,2.001250353623339e-34,6.306497381282642e-29,3.531232544056755e-38,7.957198884105849e-41,9.043425856665693e-37,1.1020838410440901e-37,7.277814464551044e-44,8.434936125543531e-49,1.564930467793831e-53,2.7789618603282224e-49
9.406734586807762e-09,0.11224537202045563,0.0,0.0,0.0,0.0,0.3299999943277262,0.6699999945094179,5.6296370439361415e-09,5.447808594016841e-09,4.2100220825336794e-11,2.2429331644448585e-10,1.3327058346447592e-19,4.875872464785256e-13,5.174410691832747e-13,1.1558505397265533e-14,1.6470252153860293e-17,1.3157446604880109e-13,8.938938987416425e-14,1.4906866823110459e-18,1.409086218235389e-19,7.991724745378289e-28,3.7173757529261207e-22,5.343822706218228e-17,1.9208628454228042e-14,1.0016517388369181e-25,7.148600090251157e-27,2.3398245032961916e-34,7.37343835162876e-29,4.513651813822718e-38,1.0604772442711845e-40,1.1296422659394176e-36,1.4309808940676243e-37,9.451260070933971e-44,1.1550213588488498e-48,2.1139487255381467e-53,3.90192613818348e-49
9.75781657651383e-09,0.1122453720203138,0.0,0.0,0.0,0.0,0.3299999941160183,0.6699999942964029,5.839667224687322e-09,5.659135222998031e-09,4.37355144730857e-11,2.2466128245506525e-10,1.3844719695797403e-19,5.259468429519634e-13,5.59026158122722e-13,1.294897929191215e-14,1.838338060016873e-17,1.418155327827928e-13,9.627029221287191e-14,1.6674566971748296e-18,1.6375493170013715e-19,9.287468779190534e-28,4.488788796233624e-22,5.561165348570145e-17,2.00569617629238e-14,1.1568371200889528e-25,8.567642166105142e-27,2.7191951594910083e-34,8.568940250882598e-29,5.715208012514494e-38,1.3977438538345325e-40,1.399346701035107e-36,1.8400221996840566e-37,1.2154678434587697e-43,1.5626864510710566e-48,2.8236622211565735e-53,5.40985448725636e-49
9.999999999999999e-09,0.11224537202016883,0.0,0.0,0.0,0.0,0.32999999396997765,0.6699999941494431,5.9845495726287845e-09,5.8049292060893954e-09,4.4863567574667754e-11,2.248984152126324e-10,1.4201811213585148e-19,5.53249751437102e-13,5.886547585446765e-13,1.3970431418152264e-14,1.9785948151967955e-17,1.490994454731259e-13,1.0116282254035391e-13,1.7969948235267344e-18,1.8104250531396797e-19,1.0267945337443717e-27,5.091489641636059e-22,5.711166696190157e-17,2.0642190775390554e-14,1.2738109344903021e-25,9.670731335037074e-27,3.0062612658551353e-34,9.473564859466316e-29,6.691271547580877e-38,1.6808651514144054e-40,1.6146972680006485e-36,2.1768897810441007e-37,1.4381319253030367e-43,1.912428814063772e-48,3.42668141638617e-53,6.731037015617083e-49
1.0108898566219896e-08,0.11224537202016883,0.0,0.0,0.0,0.0,0.32999999390430995,0.669999994083358,6.0496962075919434e-09,5.870489778602624e-09,4.5370798858848895e-11,2.2500118970588717e-10,1.4362378113213915e-19,5.657504273089675e-13,6.022281161880133e-13,1.4446711531384288e-14,2.0439194544413225e-17,1.5243296654420348e-13,1.0340151787671612e-13,1.857306522076984e-18,1.892418383445185e-19,1.0732976127341077e-27,5.382674333031777e-22,5.778634989636081e-17,2.0905347653777305e-14,1.3291701616613154e-25,1.0202150884793937e-26,3.142414048220486e-34,9.902619857081537e-29,7.173540838662207e-38,1.823425134437362e-40,1.720056806334197e-36,2.344670197819674e-37,1.5490385487550803e-43,2.090757751342558e-48,3.732471372515879e-53,7.412963920868687e-49
1.0459980555925964e-08,0.11224537202002137,0.0,0.0,0.0,0.0,0.32999999369260125,0.6699999938702883,6.259723997758126e-09,6.0818669384300784e-09,4.7006073850220464e-11,2.2531836056245789e-10,1.4880033556783099e-19,6.069966922643718e-13,6.470469495965681e-13,1.6055663296982536e-14,2.2642824956228656e-17,1.6342579667414767e-13,1.1078226967046817e-13,2.0606453588366796e-18,2.1755879355564507e-19,1.2338991687654593e-27,6.412901091899651e-22,5.996231604994131e-17,2.1753771565486832e-14,1.5198313777296346e-25,1.2075474995640257e-26,3.612627125561965e-34,1.1384390882750847e-28,8.930945332544452e-38,2.3561071728038605e-40,2.099054179287433e-36,2.9626386675277115e-37,1.9575603967405324e-43,2.7683623778819333e-48,4.886036344011337e-53,1.0047257094287452e-48
1.081106254563203e-08,0.11224537201987182,0.0,0.0,0.0,0.0,0.32999999348089204,0.6699999936571985,6.469750600127001e-09,6.293262386116308e-09,4.8641339469560704e-11,2.256171113591267e-10,1.5397686033583212e-19,6.4968432319121e-13,6.934826606076721e-13,1.7779792171990633e-14,2.499940272094623e-17,1.7479305205035534e-13,1.1841174686749653e-13,2.2778767340359076e-18,2.4890082845291334e-19,1.4116576793375858e-27,7.594312722303805e-22,6.213955131534512e-17,2.260222277221128e-14,1.7300355599471124e-25,1.4212540050195064e-26,4.133072998946362e-34,1.302445899871572e-28,1.103473527300746e-37,3.0173804890832403e-40,2.5443415667595233e-36,3.7141200913276445e-37,2.4543969830707176e-43,3.630220705071795e-48,6.3383107934130135e-53,1.3479297554778761e-48
1.1162144535338098e-08,0.11224537201972061,0.0,0.0,0.0,0.0,0.32999999326918245,0.6699999934440919,6.679776019514164e-09,6.504672623518547e-09,5.0276595853638274e-11,2.2590094021343753e-10,1.5915335586909256e-19,6.938119987123406e-13,7.415352484876729e-13,1.9623052122697114e-14,2.7514058640033208e-17,1.865337616520943e-13,1.2628914637390512e-13,2.509398588719685e-18,2.8346845989772923e-19,1.6077103905797923e-27,8.942755847752732e-22,6.43180554408206e-17,2.345069345947826e-14,1.961031335233874e-25,1.66398932350698e-26,4.707081373655547e-34,1.4833316937269703e-28,1.3537619002016182e-37,3.8321884050958736e-40,3.0646839501442306e-36,4.62202635350831e-37,3.054712707119732e-43,4.717458942782887e-48,8.152676927684395e-53,1.7911653453392392e-48
1.1513226525044165e-08,0.1122453720195681,0.0,0.0,0.0,0.0,0.3299999930574724,0.6699999932309715,6.889800260786586e-09,6.7160948182278e-09,5.191184307746714e-11,2.2617267951299514e-10,1.6432982240507357e-19,7.393783913124326e-13,7.912047103602941e-13,2.158939348046102e-14,3.019192343169525e-17,1.9864695504267116e-13,1.3441366367199017e-13,2.7556033668599376e-18,3.2146759841124024e-19,1.8232251391746036e-27,1.047510764767499e-21,6.64978285840517e-17,2.429917805682557e-14,2.2141007293921853e-25,1.9385747625842414e-26,5.338071524190977e-34,1.6821739673634986e-28,1.6498087256122449e-37,4.829200513483621e-40,3.669650198560997e-36,5.712242874477835e-37,3.775641162146953e-43,6.078503257834601e-48,1.0403187851900863e-52,2.3589072392319177e-48
1.1864308514750232e-08,0.11224537201941444,0.0,0.0,0.0,0.0,0.3299999928457619,0.669999993017839,7.099823328887434e-09,6.92752667667949e-09,5.354708113021211e-11,2.2643462280430825e-10,1.695062599094752e-19,7.863821677476212e-13,8.424910418749252e-13,2.3682762925191993e-14,3.3038127731382044e-17,2.11131662748375e-13,1.427844936038098e-13,3.016878102518452e-18,3.6310945756039837e-19,2.0593998384338996e-27,1.2209302978860507e-21,6.867887080143794e-17,2.5147672595001656e-14,2.4905587364328246e-25,2.2480025873652962e-26,6.029550790052166e-34,1.900077968425844e-28,1.9980812736054105e-37,6.041211883975557e-40,4.3696552475125115e-36,7.013896302176248e-37,4.636462514208524e-43,7.770060064543534e-48,1.3175923093240594e-52,3.080545421526773e-48
1.2215390504456299e-08,0.11224537201925999,0.0,0.0,0.0,0.0,0.3299999926340511,0.6699999928046969,7.309845228737537e-09,7.138966340172479e-09,5.518231001447448e-11,2.2668862877332767e-10,1.7468266839053162e-19,8.348219892842648e-13,8.953942376314371e-13,2.5907103470067946e-14,3.605780209215121e-17,2.2398691654697264e-13,1.5140083101166787e-13,3.2936045058179837e-18,4.0861046478898546e-19,2.317461972570272e-27,1.4164361042502814e-21,7.086118187711008e-17,2.599617417810933e-14,2.791752893555133e-25,2.5954403330267433e-26,6.7851130955375446e-34,2.138176228072049e-28,2.4057061328225647e-37,7.505568817718112e-40,5.176002772201285e-36,8.559635946919905e-37,5.6587899935119515e-43,9.858187631028681e-48,1.6570462940030442e-52,3.9911693504280525e-48
1.2917554483868433e-08,0.112245372018949,0.0,0.0,0.0,0.0,0.329999992210628,0.6699999923783887,7.729885543199245e-09,7.561863384104341e-09,5.845274041565737e-11,2.2717852687356588e-10,1.8503539871979087e-19,9.360043866542722e-13,1.006051196321798e-12,3.0764451493926885e-14,4.2638082800196883e-17,2.5080519705637184e-13,1.6936681030587204e-13,3.8949130404908434e-18,5.1208118127588e-19,2.9043033798506466e-27,1.881871960336173e-21,7.522961028369495e-17,2.769319089741221e-14,3.4739000262920457e-25,3.417917420401124e-26,8.503286792172936e-34,2.6796193370680385e-28,3.431072939343066e-37,1.1366265309624598e-39,7.157644032907323e-36,1.2533407740268873e-36,8.287289830457187e-43,1.554245694272518e-47,2.5700592983674313e-52,6.553865015033754e-48
1.3549502065339353e-08,0.11224537201866756,0.0,0.0,0.0,0.0,0.32999999182954565,0.6699999919946902,8.107917879441697e-09,7.942485073967809e-09,6.139609700135192e-11,2.2760463232980958e-10,1.9435275859496861e-19,1.0319662841944386e-12,1.1111720676725187e-12,3.5623466608019066e-14,4.9205071084503456e-17,2.7619923710102484e-13,1.863677658240339e-13,4.492658706272939e-18,6.206779928041549e-19,3.5202178251508746e-27,2.3976911897315965e-21,7.916553434312112e-17,2.9220514179518227e-14,4.186600168601035e-25,4.323655274421629e-26,1.0306583161050692e-33,3.247886596286e-28,4.64340011599121e-37,1.61883803014519e-39,9.437942165329747e-36,1.735500550668882e-36,1.1477017027853688e-42,2.2912228031740296e-47,3.7378938834899285e-52,1.0008805918586043e-47
1.4181449646810274e-08,0.11224537201838515,0.0,0.0,0.0,0.0,0.32999999144846176,0.6699999916109761,8.48594650595187e-09,8.323115764602149e-09,6.433942468669527e-11,2.2802130827812675e-10,2.0367002698446802e-19,1.1325599207486284e-12,1.2215314707319813e-12,4.0967980751404084e-14,5.641388901224839e-17,3.027788669762999e-13,2.0415168814119781e-13,5.146169626146003e-18,7.453735000931883e-19,4.227437185259731e-27,3.019877164613944e-21,8.310556882708983e-17,3.074784061459292e-14,5.001845986200255e-25,5.410261825226454e-26,1.2377207199525938e-33,3.900395626931381e-28,6.19358515899433e-37,2.2667837219157468e-39,1.2283810810000218e-35,2.3668975853276185e-36,1.5654500434910527e-42,3.31561609812155e-47,5.342074178294302e-52,1.4986902896377238e-47
1.4813397228281195e-08,0.112245372018102,0.0,0.0,0.0,0.0,0.3299999910673763,0.6699999912272495,8.863971451108598e-09,8.703752451778712e-09,6.728272353101289e-11,2.2843155891540862e-10,2.1298720407608613e-19,1.2377773172975571e-12,1.3371293606699562e-12,4.682085519154316e-14,6.429445505236956e-17,3.3053850817340154e-13,2.2271392967750347e-13,5.857490307936746e-18,8.876071924305379e-19,5.034125630323257e-27,3.76377811281025e-21,8.704971408478074e-17,3.227516795337232e-14,5.928619019096883e-25,6.703096037539124e-26,1.4739062855592574e-33,4.6446790562393845e-28,8.152863808264762e-37,3.125345154098426e-39,1.5799087824918652e-35,3.1835361961216336e-36,2.1058152846042454e-42,4.717662131157654e-47,7.513831431592848e-52,2.2040960587253446e-47
1.5445344809752116e-08,0.11224537201781849,0.0,0.0,0.0,0.0,0.3299999906862894,0.6699999908435127,9.241992743105406e-09,9.084393109406812e-09,7.02259937068503e-11,2.288374103082566e-10,2.2230429041602436e-19,1.3476104500054682e-12,1.4579656916613817e-12,5.320491166906848e-14,7.287668684679399e-17,3.594726055786981e-13,2.4204986454870296e-13,6.628615796160236e-18,1.048866659025006e-18,5.948720132865366e-27,4.646078238299191e-21,9.09979698267874e-17,3.3802495214526896e-14,6.97621041739693e-25,8.229682044692886e-26,1.7416852910979683e-33,5.488521211844669e-28,1.0603062086424943e-36,4.248581039219035e-39,2.0100483957257567e-35,4.2278591691554147e-36,2.7969040622381984e-42,6.609694817987771e-47,1.0415077986990866e-51,3.18856420427711e-47
