Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64)
1.2337602547527283e-06,0.11224537170890692,0.0,0.0,0.0,0.0,0.3299992410128996,0.6699992395464287,7.431072553859464e-07,7.42141391855729e-07,5.784023547866346e-09,9.91982181632239e-10,1.8309202570151262e-17,2.6827023010230303e-09,1.0013550690007453e-08,1.1332631679790407e-08,3.742464911883929e-11,4.842976514575895e-10,2.646261821638141e-10,4.947428573798197e-13,2.624654020632502e-12,1.4885922779856242e-20,1.2272246502872833e-12,1.551278242633702e-14,3.0235039771845602e-12,3.1559629632397424e-18,3.427457219224053e-17,7.514650252169212e-27,1.3734497047546067e-21,4.8978096822924797e-26,3.8703068654351154e-27,1.2296303141274824e-25,2.3474298303357856e-24,1.5566866089368382e-30,4.0455306870361707e-33,4.719883285148206e-38,9.96555642410512e-37,1.062685836367073e-35,1.386145342001596e-31,5.032385389591984e-38,3.5196436536322003e-38,1.1699038686289846e-28,1.404859365926341e-31,3.578005669502827e-14,6.227079777950089e-35,4.509830672191743e-34,8.34632764419264e-25,1.2715122850570536e-31,5.577428506537619e-27,5.297022069619058e-35,6.425222980724187e-40,3.306178624789761e-17,2.431836182973717e-26,1.5274985672642016e-20,1.6448242578437195e-17
1.2695399403269343e-06,0.1122453717075577,0.0,0.0,0.0,0.0,0.32999921844383,0.6699992171316459,7.64907598417202e-07,7.636465382136801e-07,5.953758251053553e-09,1.0143721291634076e-09,1.884649413593002e-17,2.7739471564393544e-09,1.0605318307807971e-08,1.209573221579851e-08,4.079488628800991e-11,5.001596076347584e-10,2.730157082266153e-10,5.302979319236553e-13,2.8381895180386707e-12,1.6097005426084446e-20,1.3683444397432568e-12,1.6205093818169345e-14,3.113064112398576e-12,3.4662890882339722e-18,3.871489672487237e-17,8.351877993737057e-27,1.4851906089077144e-21,5.69544724366799e-26,4.520919236702893e-27,1.4192666583501134e-25,2.7848241221959985e-24,1.8467438432419237e-30,4.940250236500884e-33,5.761587059834631e-38,1.216586718837015e-36,1.2973179017032333e-35,1.739578950204746e-31,6.315541974651252e-38,4.3918951924475174e-38,1.4229296154528233e-28,1.708698086520407e-31,3.9029836278214905e-14,7.573866940285852e-35,5.405246741456315e-34,9.986051298330774e-25,1.5213362618814686e-31,6.488396586315442e-27,6.648012761840862e-35,7.406564563822803e-40,3.4032076570469144e-17,2.790046289246495e-26,1.784324103469906e-20,1.8674710316791628e-17
1.3053196259011403e-06,0.11224537170664438,0.0,0.0,0.0,0.0,0.3299991958421558,0.6699991946966659,7.867228745932854e-07,7.851503769015729e-07,6.123609212297169e-09,1.036760881251352e-09,1.9384153714116913e-17,2.8652437807080333e-09,1.1214222681649907e-08,1.2884360894935993e-08,4.436287438287389e-11,5.160289685427403e-10,2.814048384907946e-10,5.672878629084528e-13,3.0617337522272026e-12,1.736485337654347e-20,1.520758073080399e-12,1.69112258841928e-14,3.202728230846247e-12,3.7975974341832156e-18,4.358557904134473e-17,9.261512571419765e-27,1.6021690311608577e-21,6.595751672270044e-26,5.2577715719909514e-27,1.631971351237471e-25,3.2886901950206816e-24,2.180881915540042e-30,6.000628209663056e-33,6.995645312772175e-38,1.4772631250897634e-36,1.575292470485093e-35,2.1696823285727474e-31,7.877040306070298e-38,5.446544735393468e-38,1.720584771249632e-28,2.0661282452736575e-31,4.2463796693940435e-14,9.158204295932803e-35,6.446434222808618e-34,1.1889023289158416e-24,1.8112714698874875e-31,7.516947532626693e-27,8.293050561605641e-35,8.505731338477593e-40,3.5003031488583873e-17,3.188134193163645e-26,2.0753471106702184e-20,2.1127619564539793e-17
1.3410993114753463e-06,0.11224537170616626,0.0,0.0,0.0,0.0,0.3299991732078612,0.6699991722414727,8.085530749086103e-07,8.066529102135214e-07,6.293576361790825e-09,1.0591484673268168e-09,1.9922181083742776e-17,2.9565911496355856e-09,1.1840276309548737e-08,1.3698532050443365e-08,4.813439191299512e-11,5.319056579354952e-10,2.897935688076776e-10,6.057251868044131e-13,3.295404148023763e-12,1.8690132614977134e-20,1.6849858678404231e-12,1.7631191074011533e-14,3.2924963364050377e-12,4.150722088285253e-18,4.8915329855843686e-17,1.0248210224669903e-26,1.7244464247903834e-21,7.608674302832212e-26,6.089447964369442e-27,1.8698539728501109e-25,3.867002061332108e-24,2.5643888238850793e-30,7.251766077528516e-33,8.451098039467326e-38,1.7847235346510065e-36,1.903155570948052e-35,2.6903559351547902e-31,9.767338597974735e-38,6.715002317829565e-38,2.0690451300622316e-28,2.4845657233226437e-31,4.608620794877332e-14,1.1012963915181957e-34,7.652259891814255e-34,1.4088668942562602e-24,2.146411351313877e-31,8.674508955269337e-27,1.028575028535598e-34,9.733592655302847e-40,3.597465060390202e-17,3.6291642055408656e-26,2.4039880395557516e-20,2.382274053452266e-17
1.3768789970495523e-06,0.11224537170612259,0.0,0.0,0.0,0.0,0.32999915054093076,0.6699991497660506,8.30398190074556e-07,8.281541405253168e-07,6.463659625391781e-09,1.081534833551689e-09,2.046057601012435e-17,3.0479884723530165e-09,1.2483491683131729e-08,1.453825976332969e-08,5.211522885257487e-11,5.477896165555034e-10,2.9818189649598655e-10,6.456219300119339e-13,3.53931322806917e-12,2.0073481322018483e-20,1.8615540825285127e-12,1.8365002070836297e-14,3.382368431925877e-12,4.52651061103825e-18,5.473398805816174e-17,1.1316822734334277e-26,1.8520816780445865e-21,8.744839123704739e-26,7.025126239460093e-27,2.135158540013405e-25,4.528453469566635e-24,3.0030298639721383e-30,8.721780162445092e-33,1.0160453914679624e-37,2.145840156663857e-36,2.288235443505193e-35,3.317556940881782e-31,1.2044358534164102e-37,8.23288910631067e-38,2.4751146593726606e-28,2.9721806857028545e-31,4.9901283934022403e-14,1.3174361464517748e-34,9.043446503583066e-34,1.6621612098756924e-24,2.532336784430455e-31,9.97328252917679e-27,1.2687717447093709e-34,1.1101813514985783e-39,3.69469334887158e-17,4.116332839799371e-26,2.7739013109336946e-20,2.6776452820939507e-17
1.4324952165742088e-06,0.1122453717069157,0.0,0.0,0.0,0.0,0.3299991152424523,0.6699991147898832,8.643839937455762e-07,8.615732374931182e-07,6.72826871297061e-09,1.1163300168999726e-09,2.1298190406858914e-17,3.1901549266017535e-09,1.3517411128310868e-08,1.589430897199551e-08,5.873228318911076e-11,5.724940880681994e-10,3.11219974680299e-10,7.105621236700948e-13,3.9390265816649965e-12,2.2340485694641364e-20,2.1617653021060403e-12,1.9533160493517263e-14,3.5222727656981182e-12,5.157663526139628e-18,6.482245755273864e-17,1.3152444960009566e-26,2.06124792073709e-21,1.0782450232672849e-25,8.70927948603545e-27,2.6076462934825724e-25,5.744224874406651e-24,3.809268341074245e-30,1.1516434365858104e-32,1.3408358902753368e-37,2.832035320618652e-36,3.0199656663763174e-35,4.547937375381239e-31,1.6511114746240208e-37,1.118423924631999e-37,3.2384983615367147e-28,3.888862940559237e-31,5.622372931160405e-14,1.723764507478285e-34,1.1628106055402881e-33,2.131605850059403e-24,3.2476033030456535e-31,1.2303329536816116e-26,1.7403806266989988e-34,1.3537031583533012e-39,3.8459574317264204e-17,4.973068273874555e-26,3.440091125914751e-20,3.1921282675588395e-17
1.4881114360988652e-06,0.11224537170875448,0.0,0.0,0.0,0.0,0.329999079865027,0.6699990797647416,8.984057748686467e-07,8.949892003733004e-07,6.9931578937420255e-09,1.1511223654621598e-09,2.213669143266051e-17,3.3324389618296628e-09,1.4592873519996151e-08,1.73121925088333e-08,6.589095578978184e-11,5.972158841844121e-10,3.2425707344683706e-10,7.790974506680022e-13,4.364121852582681e-12,2.4751445522430783e-20,2.4951036290165372e-12,2.073484922066443e-14,3.6624283650872085e-12,5.848960015717156e-18,7.628941556077964e-17,1.521815908621587e-26,2.2836964506823263e-21,1.3191460635672663e-25,1.070847921988785e-26,3.1618459960712057e-25,7.223498859928713e-24,4.790249190279792e-30,1.5052444517669522e-32,1.7515195282544735e-37,3.6997658441531797e-36,3.945277709934253e-35,6.162055482275859e-31,2.237085341513805e-37,1.5014484662106603e-37,4.190882645926028e-28,5.032497860542771e-31,6.303708291462257e-14,2.2306927327602112e-34,1.4811868204435971e-33,2.7081928577424507e-24,4.126129231904196e-31,1.505915352463115e-26,2.3597414008600947e-34,1.6393451654595545e-39,3.99738163151845e-17,5.962523043217758e-26,4.231356084590109e-20,3.7798948662083415e-17
1.5437276556235217e-06,0.11224537171163623,0.0,0.0,0.0,0.0,0.32999904440859973,0.6699990446905665,9.324634961524637e-07,9.284020379359362e-07,7.258326873243964e-09,1.1859118057115873e-09,2.2976078155454145e-17,3.4748394860659033e-09,1.5709925675774316e-08,1.879196122682336e-08,7.361315709935658e-11,6.2195491612941e-10,3.372931927581103e-10,8.512665220229805e-13,4.81495863124034e-12,2.730840024952873e-20,2.8636227244603424e-12,2.1970115354826333e-14,3.80283523017855e-12,6.603778811750827e-18,8.926380618551315e-17,1.753507316826879e-26,2.5196154657278854e-21,1.6022454719907242e-25,1.3066639434308993e-26,3.8083082201813463e-25,9.010951083791542e-24,5.975599294648538e-30,1.9489254181355797e-32,2.266492318940576e-37,4.787926060653801e-36,5.105646887262748e-35,8.258752329490435e-31,2.998230711024373e-37,1.993590961950992e-37,5.368413253905031e-28,6.446488999733019e-31,7.035639819552958e-14,2.8574602163356724e-34,1.8704074098673225e-33,3.41106741068991e-24,5.197089379580878e-31,1.829887660786427e-26,3.1651415959078886e-34,1.9728524302154978e-39,4.1489657790531213e-17,7.098646662645914e-26,5.165102401785365e-20,4.447988643446604e-17
1.5993438751481781e-06,0.11224537171555847,0.0,0.0,0.0,0.0,0.3299990088731152,0.6699990095672984,9.665571197807958e-07,9.61811758815477e-07,7.523775359878534e-09,1.2206983896765347e-09,2.38163496521724e-17,3.617355769372829e-09,1.6868614372003867e-08,2.0333665584452695e-08,8.192086437919454e-11,6.467111200862013e-10,3.503283340168775e-10,9.27105594516374e-13,5.291873884061629e-12,3.001326100638937e-20,3.2694043094412382e-12,2.323900508257764e-14,3.943493358140026e-12,7.425578709931292e-18,1.0388169605267072e-16,2.012549461267683e-26,2.7691813266426905e-21,1.9330799652448003e-25,1.583190659693751e-26,4.558532351755534e-25,1.1156901555543237e-23,7.398688630206395e-30,2.5013293030561156e-32,2.907243604447867e-37,6.141953058666011e-36,6.54952543572318e-35,1.095734679134682e-30,3.977851049827891e-37,2.6201054493514616e-37,6.812222888274918e-28,8.180228204307912e-31,7.819642898416007e-14,3.625960776042501e-34,2.3429079683217905e-33,4.261925174526088e-24,6.493545436037481e-31,2.2086138687515902e-26,4.202854265128408e-34,2.3606320176405437e-39,4.300709708275505e-17,8.396193291165925e-26,6.260365208680519e-20,5.2038207448154015e-17
1.6549600946728346e-06,0.11224537172051872,0.0,0.0,0.0,0.0,0.3299989732585186,0.6699989743948785,1.0006866075817592e-06,9.952183716180711e-07,7.789503058788604e-09,1.2554821874878824e-09,2.465750498943971e-17,3.759987300363458e-09,1.806898634318221e-08,2.1937355798188935e-08,9.083612167291457e-11,6.714844470683976e-10,3.633624993594923e-10,1.0066487505607407e-12,5.795183682633094e-12,3.286782041682402e-20,3.714556253963304e-12,2.4541564577795618e-14,4.084402744496378e-12,8.317898968149148e-18,1.2028645392836402e-16,2.3012950386688602e-26,3.0325594618359237e-21,2.317689826793033e-25,1.9056887023596744e-26,5.4250141409664e-25,1.3717845049637526e-23,9.096982014613266e-30,3.1841201874783196e-32,3.698723377014435e-37,7.814603835361214e-36,8.333171241360004e-35,1.4401147647520944e-30,5.227953225201583e-37,3.4107616835867475e-37,8.568832772625774e-28,1.0289577746966778e-30,8.657163789858331e-14,4.56095639262883e-34,2.912777576610253e-33,5.285264466663875e-24,8.052830294424114e-31,2.649038250821718e-26,5.5285211117772075e-34,2.8098324240233465e-39,4.452613251159982e-17,9.87072581989793e-26,7.537897188137285e-20,6.055173377264498e-17
1.710576314197491e-06,0.11224537172651428,0.0,0.0,0.0,0.0,0.3299989375647553,0.6699989391732477,1.0348519211056096e-06,1.0286218850749358e-06,8.055509666126681e-09,1.2902631339483865e-09,2.549954320547722e-17,3.9027337216675575e-09,1.9311088281595814e-08,2.36030819098538e-08,1.0038103977621896e-10,6.962748585613459e-10,3.7639569144266016e-10,1.0899280472555768e-12,6.32518463660107e-12,3.587376072478319e-20,4.201210993396491e-12,2.5877840763012748e-14,4.225563383964934e-12,9.284359711544267e-18,1.386289163179077e-16,2.6222210589205863e-26,3.3099051170342707e-21,2.762650820376424e-25,2.279893480145153e-26,6.421300316448252e-25,1.675697182051502e-23,1.1112384424277759e-29,4.0223878799938467e-32,4.669803842651372e-37,9.866931933329382e-36,1.0521689284095206e-34,1.8761197953661572e-30,6.8106055862850625e-37,4.40050680032081e-37,1.06906689091686e-27,1.2837490243770707e-30,9.549620359637595e-14,5.690351999741647e-34,3.595916329329184e-33,6.508635003344229e-24,9.916927156190199e-31,3.158720574171243e-26,7.208624404053444e-34,3.328429174840007e-39,4.6046762330680955e-17,1.1538624129539595e-25,9.020250574434543e-20,7.010202723404915e-17
1.7661925337221475e-06,0.11224537173354258,0.0,0.0,0.0,0.0,0.32999890179177077,0.6699989039023465,1.069053021657735e-06,1.062022307841334e-06,8.321794881382303e-09,1.325041229505005e-09,2.6342463349020418e-17,4.045594789086529e-09,2.0594966837052142e-08,2.5330893828931336e-08,1.1057779621037513e-10,7.210823237653787e-10,3.894279133074932e-10,1.1769736381560918e-12,6.882155064222987e-12,3.903266043322819e-20,4.731524234688619e-12,2.7247879851355568e-14,4.3669752696347415e-12,1.0328662351196997e-17,1.59067531680037e-16,2.9779298105143607e-26,3.601363968077695e-21,3.275105429891634e-25,2.712043141640958e-26,7.562046024025867e-25,2.0344639031856248e-23,1.349155362683703e-29,5.045082048788089e-32,5.853770922554813e-37,1.2369327647673174e-35,1.3190140871675027e-34,2.4239859424262335e-30,8.799239002428752e-37,5.630277149940535e-37,1.3236563737557214e-27,1.5894611118411784e-30,1.0498402691439972e-13,7.045462503259513e-34,4.410182518971248e-33,7.962863955370799e-24,1.2132814049243674e-30,3.745872811105559e-26,9.321891508764977e-34,3.92530734075647e-39,4.756898482404051e-17,1.3417095504306877e-25,1.07318486654111e-19,8.077441340397385e-17
1.821808753246804e-06,0.11224537174160107,0.0,0.0,0.0,0.0,0.3299988659395106,0.6699988685821163,1.1032898703551967e-06,1.0954196485018093e-06,8.588358403734531e-09,1.359816534931757e-09,2.718626446781972e-17,4.188570323580104e-09,2.1920668616524136e-08,2.7120841381864847e-08,1.2144863517925637e-10,7.459068163418597e-10,4.024591682063651e-10,1.2678139570823441e-12,7.466356759312231e-12,4.234600432549118e-20,5.307673003220537e-12,2.865172784755968e-14,4.508638393497091e-12,1.145459009076686e-17,1.8176859439332174e-16,3.371149865831245e-26,3.907073045483838e-21,3.862780810594117e-25,3.208894010935336e-26,8.863069479410774e-25,2.4559166762546895e-23,1.6286428061001223e-29,6.285301188270763e-32,7.288636268642777e-37,1.5402178687564536e-35,1.6424248141941253e-34,3.107711028970631e-30,1.1280926710253822e-36,7.147237005144224e-37,1.627202275359561e-27,1.9539598394316204e-30,1.150487404996354e-13,8.661154695172568e-34,5.3756051520001866e-33,9.682436999394717e-24,1.4753044610777379e-30,4.419385394635683e-26,1.1961788523279572e-33,4.610402113486319e-39,4.9092798276411807e-17,1.5524174084235163e-25,1.2699101968729779e-19,9.265801853047062e-17
1.9330411922961167e-06,0.11224537176079831,0.0,0.0,0.0,0.0,0.32999879399694665,0.6699987977934325,1.171870655843895e-06,1.1622051180788007e-06,9.1223191478296e-09,1.4293587306292636e-09,2.887650576335074e-17,4.474864297388445e-09,2.469772805992738e-08,3.0887342385224126e-08,1.4530187074211802e-10,7.956067931486671e-10,4.285187906538557e-10,1.4609846460005025e-12,8.717425526193162e-12,4.944153501829808e-20,6.60628405244859e-12,3.1561035705319996e-14,4.7927183203860496e-12,1.3966864922846155e-17,2.346635937700265e-16,4.281681760769889e-26,4.561750448498925e-21,5.297891650881015e-25,4.426558008004863e-26,1.2015411898366537e-24,3.522609271923198e-23,2.3360231057534954e-29,9.57575431068826e-32,1.1091733154006805e-36,2.3441353337142836e-35,2.49968924431327e-34,5.001302146677821e-30,1.8153628802237433e-36,1.1270199674811522e-36,2.411134971302542e-27,2.8953067927492358e-30,1.3696207064200436e-13,1.2833815004996798e-33,7.852211927075819e-33,1.4075868676684366e-23,2.144770500706533e-30,6.064709768992458e-26,1.928387690506787e-33,6.29108641616655e-39,5.2145191064198245e-17,2.0500472685114366e-25,1.7516712432833743e-19,1.204345523062567e-16
2.033150387440498e-06,0.11224537178157303,0.0,0.0,0.0,0.0,0.32999872897697213,0.6699987339143197,1.2337152281129858e-06,1.2223015864034909e-06,9.60383256020181e-09,1.4919371726366857e-09,3.040072615443329e-17,4.732919370042617e-09,2.7340583662924204e-08,3.449019583061179e-08,1.692996631531926e-10,8.403947970356886e-10,4.5196917847365093e-10,1.6480697717036676e-12,9.938839967822979e-12,5.636887897445997e-20,7.954030717456578e-12,3.4295502223705975e-14,5.049249393126045e-12,1.654671092819369e-17,2.918409772594486e-16,5.259469245580039e-26,5.2009111642949766e-21,6.937581612622692e-25,5.823344224206178e-26,1.558522634363852e-24,4.793929177261908e-23,3.179103241409754e-29,1.3719503245605583e-31,1.5875299053277e-36,3.355399373442133e-35,3.5780595106518992e-34,7.506476489316654e-30,2.7245418707967793e-36,1.660208384646548e-36,3.3657111754779586e-27,4.041560599229483e-30,1.5878850827531623e-13,1.79147642504088e-33,1.0850036067697537e-32,1.9368114462537108e-23,2.9512087789593784e-30,7.945338744341594e-26,2.898723553384371e-33,8.230777840521629e-39,5.489776810852958e-17,2.5959092521786413e-25,2.3035231085760596e-19,1.505484792573132e-16
2.1332595825848797e-06,0.11224537180564519,0.0,0.0,0.0,0.0,0.3299986636993018,0.6699986698744645,1.2956750127147922e-06,1.2823882026085601e-06,1.0086242920353426e-08,1.554506644265613e-09,3.192778581496479e-17,4.991344032245435e-09,3.011966936668044e-08,3.829514129617553e-08,1.9583046955159882e-10,8.85237662244675e-10,4.75416487434564e-10,1.847823819881418e-12,1.1251899872360062e-11,6.381599707403702e-20,9.485005391865658e-12,3.714022595213503e-14,5.306594317549963e-12,1.9453637880856913e-17,3.5930986753617473e-16,6.407167424569786e-26,5.888030898474681e-21,8.971673998530377e-25,7.561949094734686e-26,1.997969355147519e-24,6.432797584941868e-23,4.265925130118105e-29,1.9333693870065578e-31,2.234890269144226e-36,4.724051376497468e-35,5.0375335621442605e-34,1.1054926015390629e-29,4.012260235058913e-36,2.3990299332753024e-36,4.617552136646052e-27,5.5447672166206374e-30,1.8268444027965315e-13,2.4577972865139823e-33,1.4768113660097554e-32,2.625375146368278e-23,4.000463144806305e-30,1.0279140689937474e-25,4.275235152047981e-33,1.0671910546568946e-38,5.765547260159696e-17,3.2477380218313867e-25,2.9891774289244578e-19,1.8614877209462053e-16
2.2333687777292613e-06,0.11224537183299943,0.0,0.0,0.0,0.0,0.32999859816362,0.6699986056735241,1.3577497778416047e-06,1.3424650167060204e-06,1.0569548421381944e-08,1.6170671725709976e-09,3.345767902528846e-17,5.250137967820277e-09,3.303525541077785e-08,4.2302467957339603e-08,2.2502642531823915e-10,9.30135285438468e-10,4.988607380146735e-10,2.0603632912707628e-12,1.265765812327385e-11,7.178886082493127e-20,1.12125386548195e-11,4.00954741794579e-14,5.564753019512217e-12,2.2712720595300866e-17,4.38344818143311e-16,7.745441926987574e-26,6.623660889088172e-21,1.1470987956168254e-24,9.704668864669329e-26,2.5341094506358427e-24,8.52193061320551e-23,5.651342555632638e-29,2.683954946242186e-31,3.099382375545407e-36,6.551898427436224e-35,6.986674275188363e-34,1.6001989135947557e-29,5.8074098052380574e-36,3.406909079045094e-36,6.236585074771211e-27,7.488894125701411e-30,2.0872044864776e-13,3.319564440295828e-33,1.9827655198806204e-32,3.5106034056067957e-23,5.349416553913729e-30,1.3147617701196412e-25,6.197000333185293e-33,1.3728295966285006e-38,6.041829421124371e-17,4.0191188786581957e-25,3.832267276460768e-19,2.278953876947588e-16
2.333477972873643e-06,0.11224537186362049,0.0,0.0,0.0,0.0,0.3299985323696116,0.6699985413111562,1.4199392904213878e-06,1.402532078556263e-06,1.1053747248833716e-08,1.6796188244030983e-09,3.499040004182649e-17,5.50930085469068e-09,3.6087611571202866e-08,4.6512464764487246e-08,2.570203632627716e-10,9.750875635691204e-10,5.223019506696126e-10,2.285794130316455e-12,1.4157066203284197e-11,8.029286663305539e-20,1.3150105175701003e-11,4.31615131525636e-14,5.823725417178822e-12,2.6349925489776185e-17,5.303162573098396e-16,9.296381155672987e-26,7.408299330518067e-21,1.4515186927360388e-24,1.2321668854963637e-25,3.1828833530790218e-24,1.1158009824295453e-22,7.399470609078074e-29,3.675165481976221e-31,4.2397086352804695e-36,8.963123899236402e-35,9.557905677363228e-34,2.2800632898268966e-29,8.274280507726694e-36,4.7622250084711814e-36,8.304196313618719e-27,9.971668609630515e-30,2.369647766048348e-13,4.4200976107358194e-33,2.629001942860039e-32,4.6363772103585347e-23,7.064942925636123e-30,1.6642470987254059e-25,8.841525265991516e-33,1.7537844103365592e-38,6.318622256710442e-17,4.924543705700843e-25,4.859182493398698e-19,2.764898301951779e-16
2.4335871680180244e-06,0.112245371897493,0.0,0.0,0.0,0.0,0.3299984663169618,0.6699984767870193,1.4822433161030996e-06,1.4625894379106312e-06,1.1538837578186153e-08,1.742161663296857e-09,3.65259430891307e-17,5.768832368467616e-09,3.927700715745877e-08,5.092542042254138e-08,2.919458129532809e-10,1.0200943940910555e-09,5.457401458795155e-10,2.5242129935808385e-12,1.5750986387550552e-11,8.933290495692337e-20,1.531131021821423e-11,4.6338608362739593e-14,6.083511421145496e-12,3.0392118574798535e-17,6.366938150024742e-16,1.1083512226971713e-25,8.242397754034757e-21,1.8193492786437728e-24,1.5491622670177195e-25,3.962076776801347e-24,1.4453319436279504e-22,9.584771422729588e-29,4.969442619845387e-31,5.726991005806213e-36,1.2108193341636205e-34,1.291167802567091e-33,3.2022272179535946e-29,1.1620104226939692e-35,6.560760927566735e-36,1.091437011052761e-26,1.3105945176578085e-29,2.674834298948353e-13,5.809422059238857e-33,3.44618698075441e-32,6.053931880772685e-23,9.225124577791212e-30,2.0866427447745103e-25,1.2432976056548754e-32,2.2267222918375003e-38,6.595924724101829e-17,5.979416048337504e-25,6.099234150967501e-19,3.326754792741518e-16
2.6338055583067874e-06,0.11224537197493027,0.0,0.0,0.0,0.0,0.32999833343448015,0.6699983472520732,1.6071939629128122e-06,1.5826752476710496e-06,1.2511685388266872e-08,1.8672210566541502e-09,3.9605471996285823e-17,6.2889999515038426e-09,4.60679914889836e-08,6.036136178606044e-08,3.7112884395080945e-10,1.110271302547404e-09,5.926075658247459e-10,3.0403635254564125e-12,1.922544828412605e-11,1.090385771826993e-19,2.035961891285635e-11,5.302702632576801e-14,6.60552385267095e-12,3.980348543951973e-17,8.990692357104597e-16,1.5467747177856332e-25,1.0060590346181996e-20,2.786211346900012e-24,2.3852107260396935e-25,5.9930292282966916e-24,2.3563403307300983e-22,1.5626172660453967e-28,8.785022396885538e-31,1.0103736324022405e-35,2.1364312013293886e-34,2.278202124865067e-33,6.081862156696307e-29,2.2066947403636774e-35,1.1979091363166438e-35,1.8209086064358454e-26,2.1865369774115395e-29,3.3559732032268483e-13,9.692200758357644e-33,5.74315001026976e-32,1.0013243429344387e-22,1.525871746201576e-29,3.19734377752074e-25,2.3668433683219502e-32,3.5342143638012096e-38,7.15205434960153e-17,8.603703303164435e-25,9.35194957810409e-19,4.710058293066609e-16
2.8340239485955505e-06,0.11224537206518688,0.0,0.0,0.0,0.0,0.32999819951366366,0.6699982170659629,1.7325998176582086e-06,1.702722841828607e-06,1.3488077048883758e-08,1.9922457639390653e-09,4.2696218889374015e-17,6.8106379413506e-09,5.3410353436768407e-08,7.061259639397051e-08,4.636576625542038e-10,1.2006651869582067e-09,6.394631612522046e-10,3.6094411718573594e-12,2.3086530758441766e-11,1.3093699712659987e-19,2.6468505698556192e-11,6.016283715070152e-14,7.1307894463707845e-12,5.1180048449133484e-17,1.2393429688999769e-15,2.1115751242943197e-25,1.2081112787418796e-20,4.1410932685155985e-24,3.561177394695927e-25,8.811506211037883e-24,3.713445368955632e-22,2.462589496628834e-28,1.4924454583261394e-30,1.7130186485800594e-35,3.622576784405085e-34,3.862966485186216e-33,1.1038514049098108e-28,4.004649594443439e-35,2.0901904827751034e-35,2.917180998759312e-26,3.502928014867684e-29,4.1354902131005057e-13,1.5527360235886876e-32,9.232524159626689e-32,1.5980751412162353e-22,2.4352737917685408e-29,4.754434294519762e-25,4.304746421338074e-32,5.509765482003091e-38,7.71020983580541e-17,1.203365167618174e-24,1.388976268460159e-18,6.496825758644373e-16
3.0342423388843136e-06,0.11224537216813736,0.0,0.0,0.0,0.0,0.32999806455200675,0.669998086225972,1.858458958932932e-06,1.8227326144023403e-06,1.4467997594996621e-08,2.1172361898735595e-09,4.5798136397278503e-17,7.3337433193619925e-09,6.130623037998763e-08,8.168142407921989e-08,5.706255150947674e-10,1.2912752112753492e-09,6.863070948476517e-10,4.2319814872875325e-12,2.733884980616399e-11,1.5505434475570934e-19,3.375048457931691e-11,6.774813735617064e-14,7.659307211008365e-12,6.476995309261361e-17,1.6731890997780814e-15,2.826910347659331e-25,1.430638373625286e-20,5.997690061114139e-24,5.1777077921373495e-25,1.2640845900728073e-23,5.682295739566033e-22,3.7682451489520253e-28,2.449346908504547e-30,2.805707234045847e-35,5.933924968516187e-34,6.327692867653489e-33,1.9255946694659033e-28,6.985035373755202e-35,3.5078030104603414e-35,4.513565364897248e-26,5.419844762210095e-29,5.01795318611915e-13,2.4024479591585562e-32,1.438590547603808e-31,2.4727513725807123e-22,3.7682301306317916e-29,6.888885361089687e-25,7.523279996930822e-32,8.457474009520015e-38,8.270382628036946e-17,1.6425833238627792e-24,2.006929691690442e-18,8.761898846407007e-16
3.2344607291730766e-06,0.11224537228365493,0.0,0.0,0.0,0.0,0.3299979285470097,0.6699979547293937,1.9847694443183448e-06,1.942704957567776e-06,1.5451431898060477e-08,2.2421927380129677e-09,4.891117663132539e-17,7.858312831480286e-09,6.975775194349314e-08,9.357013980808566e-08,6.931367234358636e-10,1.3821005254058377e-09,7.331395285978968e-10,4.908451848487435e-12,3.198636728400603e-11,1.8141309003876513e-19,4.23193020266634e-11,7.578501067429443e-14,8.191076030393468e-12,8.083651961460506e-17,2.2182014249640538e-15,3.7193670103094786e-25,1.6738479842606834e-20,8.492824273922438e-24,7.356068221961214e-25,1.774842346650768e-23,8.473822164346792e-22,5.6194647617779755e-28,3.900751440947987e-30,4.4593478400761046e-35,9.432171824266658e-34,1.0058079045584998e-32,3.2448538723162885e-28,1.1769300309332025e-34,5.69203351170441e-35,6.775817091196506e-26,8.136322466082609e-29,6.007656000531267e-13,3.606582961911647e-32,2.1813216654134485e-31,3.724223615237274e-22,5.675423700644116e-29,9.758338146664895e-25,1.2698587730631878e-31,1.2803785966743103e-37,8.832564078179571e-17,2.195178127022757e-24,2.831014821642818e-18,1.158708911385312e-15
