Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64)
0.00294744183563372,0.1115981656826156,0.0,0.0,0.0,0.0,0.24992381101070965,0.5884289303739424,0.00030752401946823404,0.001352102395100085,2.1150456881600323e-06,1.645664810704515e-06,6.749390257636842e-15,8.981962051546584e-06,0.006955898001205355,0.09709461717803657,0.011270603049092139,4.872597615150464e-07,1.2788093715859055e-06,2.481032787195334e-06,1.6191804765526498e-05,9.183308278751718e-14,0.02785239225693296,6.033508749156737e-09,2.103747162560857e-08,4.7651554755013316e-07,0.008777184188580306,2.412264568146069e-13,2.387669533017441e-13,5.343172257440763e-09,3.3613113541107608e-09,4.2940538920404356e-08,0.0012525345749988346,8.306345929761277e-10,9.212921230712276e-10,4.6149068106936566e-14,9.715736470411046e-13,1.0360460706925401e-11,1.2464152684187148e-05,3.984379628774291e-12,1.655372014469191e-10,7.131977766170197e-11,8.004296326606173e-14,4.4037526257467876e-07,3.796392390194645e-17,2.7135502936610653e-13,0.0003689507163579409,5.623654699446019e-11,2.035381915373849e-09,4.4354788474350355e-09,2.49684327623261e-15,3.294013601204708e-11,1.0113646245769768e-12,0.0001496932334662933,0.00045311353013178634
0.0029624056465271443,0.1115970880633227,0.0,0.0,0.0,0.0,0.24914975382885823,0.5874744599193046,0.00030787921276264615,0.0013581548861733544,2.1140742773455115e-06,1.6559013325991175e-06,6.7476105701211634e-15,9.043927252244733e-06,0.006968475816096537,0.0982370629154886,0.011292490245876308,4.897028832635399e-07,1.2865829278932175e-06,2.499935460511542e-06,1.6288879612013012e-05,9.238365094720163e-14,0.028215464838612394,6.0675414528052014e-09,2.1151114517283724e-08,4.820792552678553e-07,0.008894677265261032,2.4605924206387434e-13,2.43273208436928e-13,5.4226753042222565e-09,3.42995218991333e-09,4.390022700151047e-08,0.0012825926872063592,8.505680210658632e-10,9.447473729480268e-10,4.746854108184059e-14,9.99349743667089e-13,1.0656653546822957e-11,1.2800798155725904e-05,4.085396080771737e-12,1.7077087915731778e-10,7.36066415752491e-11,8.261218553583809e-14,4.488825647343605e-07,3.918123483273262e-17,2.7894320902847747e-13,0.0003784441471688181,5.7683563537348995e-11,2.090107424552716e-09,4.547933090963664e-09,2.560146615583827e-15,3.377496653655254e-11,1.029144547448931e-12,0.0001532660428476527,0.00046448253732730727
0.0029773694574205685,0.1115960702253393,0.0,0.0,0.0,0.0,0.2483734094607926,0.5865145818927486,0.0003082243729270887,0.0013641267532367954,2.1130055275154697e-06,1.6660887738201814e-06,6.745540999557606e-15,9.105723604191982e-06,0.00698066033718176,0.09938575110315373,0.011313359556138375,4.921396632626832e-07,1.2942509296427655e-06,2.518770632608685e-06,1.6384957417196157e-05,9.292856432272477e-14,0.028580971446135733,6.101074653635794e-09,2.1263068348103183e-08,4.876367185933393e-07,0.009012324098393922,2.5095209301024997e-13,2.4782957540328894e-13,5.502331385722239e-09,3.499213374506383e-09,4.4872142286771996e-08,0.0013131032184642967,8.708014767354439e-10,9.685707926711088e-10,4.88118623109376e-14,1.027628414459894e-12,1.0958205630379788e-11,1.3143304857523182e-05,4.187892106691302e-12,1.7611272512308103e-10,7.594569036833638e-11,8.5240419652482e-14,4.574883990243661e-07,4.0426324073205256e-17,2.8668957825318994e-13,0.0003881226820703156,5.915879418988341e-11,2.1459799188853577e-09,4.6620344667447256e-09,2.624377167368723e-15,3.4622024458416856e-11,1.0470695766458017e-12,0.0001568942881049844,0.0004760530674531606
0.002992333268313993,0.11159511180441088,0.0,0.0,0.0,0.0,0.24759483386919928,0.5855493507174762,0.000308559479899687,0.0013700163412464993,2.111839775822871e-06,1.6762249288550443e-06,6.7431823227970196e-15,9.16733875712694e-06,0.006992451475978826,0.10054060654863631,0.01133321515929235,4.945697060674634e-07,1.3018103743697825e-06,2.537534105130475e-06,1.648001108050221e-05,9.34676692111012e-14,0.028948896545747543,6.134096687246949e-09,2.1373294316308142e-08,4.931862855606992e-07,0.009130096961128405,2.5590477876151354e-13,2.5243568669816125e-13,5.582117852049287e-09,3.569077947368581e-09,4.5856165423846625e-08,0.0013440658149968532,8.913347253738967e-10,9.927614297991396e-10,5.0178976407629694e-14,1.0564085452702997e-12,1.1265105076768041e-11,1.3491677211875589e-05,4.291857213681089e-12,1.8156279225043725e-10,7.833725612669102e-11,8.792806264791289e-14,4.6619124730904716e-07,4.1699368396317025e-17,2.945953560790693e-13,0.00039798821661872106,6.066252787838654e-11,2.2030119836412784e-09,4.777771294651249e-09,2.689528356548566e-15,3.548122306855061e-11,1.0651366293933728e-12,0.00016057794632417589,0.0004878260547666375
0.003007297079207417,0.11159421241060617,0.0,0.0,0.0,0.0,0.24681408374925165,0.584578822362928,0.00030888451574636894,0.0013758220242066927,2.1105773859527797e-06,1.6863076013086768e-06,6.7405353801878385e-15,9.22876033399427e-06,0.007003849230195175,0.10170155212495213,0.011352061628899781,4.969926149489664e-07,1.309258298156569e-06,2.5562216756369973e-06,1.65740137765289e-05,9.400081346999564e-14,0.029319224007300134,6.166596096682723e-09,2.1481754309515442e-08,4.987262957425207e-07,0.009247967984547337,2.60917038618668e-13,2.5709114801533767e-13,5.662011878390759e-09,3.6395283331477464e-09,4.6852168141895153e-08,0.0013754799298606839,9.121674042686738e-10,1.0173181246987751e-09,5.156980991341212e-14,1.0856886434184605e-12,1.1577335968665384e-11,1.3845916743335795e-05,4.397279927371492e-12,1.871210480358323e-10,8.078164142736347e-11,9.067547900189753e-14,4.7498951666742267e-07,4.300052886750026e-17,3.02661691296791e-13,0.00040804260577358066,6.219504734130879e-11,2.2612158747776163e-09,4.8951308018861295e-09,2.755592992992954e-15,3.635246754625445e-11,1.0833425165006547e-12,0.00016431696690585838,0.0004998023537924356
0.0030222608901008413,0.11159337162924034,0.0,0.0,0.0,0.0,0.24603121650858156,0.5836030543294509,0.0003091994647174919,0.0013815422069136895,2.109218748150457e-06,1.6963346059756316e-06,6.737601074922049e-15,9.289975943094761e-06,0.0070148536856256966,0.10286850879506076,0.01136990392763076,4.994079922634123e-07,1.3165917791490284e-06,2.574829141974779e-06,1.666693898562756e-05,9.452784669117217e-14,0.02969193710574684,6.198561647088536e-09,2.1588410953333275e-08,5.042550817594636e-07,0.009365909178196142,2.659885819254475e-13,2.617955383258811e-13,5.741990487586935e-09,3.7105463536147282e-09,4.7860013283623676e-08,0.001407344821838989,9.332990218722584e-10,1.0422395101070415e-09,5.298427113328843e-14,1.1154668342089053e-12,1.1894878315092384e-11,1.4206022051229716e-05,4.504147792994849e-12,1.9278737331182816e-10,8.327911728732851e-11,9.348299822099744e-14,4.838815438751455e-07,4.4329949752739e-17,3.1088965632535523e-13,0.00041828766138601213,6.37566287463895e-11,2.3206034975674e-09,5.014099124234171e-09,2.82256327218463e-15,3.723565496851327e-11,1.1016839441628201e-12,0.00016811127124890875,0.0005119827373186688
0.0030372247009942655,0.11159258902096725,0.0,0.0,0.0,0.0,0.24524629024640354,0.582622105631335,0.00030950431325125723,0.001387175326678112,2.1077642790668716e-06,1.7063037708734322e-06,6.734380372589398e-15,9.350973189194694e-06,0.007025465017925085,0.10404139563851639,0.011386747401812596,5.018154398015409e-07,1.3238079410371562e-06,2.593352306343849e-06,1.6758760524141247e-05,9.504862037199192e-14,0.030067018523239245,6.229982337159599e-09,2.1693227649653747e-08,5.097709708153205e-07,0.00948389245075787,2.711190879618632e-13,2.665484099596251e-13,5.822030567700397e-09,3.782113240137435e-09,4.8879554826671806e-08,0.0014396595545482463,9.54728957209783e-10,1.0675240099429375e-09,5.442224995387545e-14,1.1457408570841884e-12,1.2217708010396639e-11,1.4571988785440705e-05,4.6124473790626555e-12,1.9856156091294992e-10,8.582992451076918e-11,9.635091650125503e-14,4.928655667425119e-07,4.5687759235665994e-17,3.1928025128520347e-13,0.00042872514981087277,6.534754132669597e-11,2.381186386146687e-09,5.134661310147496e-09,2.8904307775192484e-15,3.813067434032404e-11,1.120157515792762e-12,0.0001719607524658093,0.000524367894454166
0.0030521885118876897,0.11159186412237741,0.0,0.0,0.0,0.0,0.24445936373150182,0.5816360367780506,0.0003097990501510389,0.0013927198550033972,2.106214422809151e-06,1.716212939245968e-06,6.730874305127734e-15,9.411739685647431e-06,0.007035683494292296,0.10522012988046067,0.011402597775600076,5.042145591699816e-07,1.330903956627372e-06,2.6117869794880634e-06,1.6849452574806584e-05,9.556298808783929e-14,0.03044445035188379,6.260847413656746e-09,2.1796168625327386e-08,5.152722863134116e-07,0.009601889631170884,2.7630820586428785e-13,2.7134928867520347e-13,5.902108892379053e-09,3.8542096472504284e-09,4.9910637918376444e-08,0.0014724229957747191,9.76456459439025e-10,1.0931698380879015e-09,5.588361770002796e-14,1.1765080625695422e-12,1.2545796801671811e-11,1.4943809626244154e-05,4.722164283161377e-12,2.0444331442574646e-10,8.843426877229125e-11,9.92794908663233e-14,5.019397865372936e-07,4.7074066800462765e-17,3.278343889572946e-13,0.0004393567893489197,6.696804699075089e-11,2.442975681465317e-09,5.256801327198146e-09,2.9591864839377204e-15,3.90374066426057e-11,1.1387597341851877e-12,0.00017586527513101138,0.0005369584287591764
0.003067152322781114,0.11159119644663727,0.0,0.0,0.0,0.0,0.24367049637927568,0.580644909753774,0.0003100836666368751,0.001398174299238024,2.1045696508606367e-06,1.7260599716835933e-06,6.727083971869885e-15,9.472263068558787e-06,0.007045509475105199,0.1064046269227866,0.011417461144843296,5.066049522015281e-07,1.3378770512476447e-06,2.630128985546307e-06,1.6938989719080745e-05,9.607080567546701e-14,0.03082421409712052,6.291146385605686e-09,2.189719897930398e-08,5.20757349584513e-07,0.009719872489872054,2.815555547593526e-13,2.7619767390246456e-13,5.982202144883504e-09,3.9268156703550746e-09,5.0953098967222937e-08,0.0015056338170346523,9.984806475587454e-10,1.1191749995430064e-09,5.736822704830075e-14,1.2077654104276916e-12,1.2879112269081313e-11,1.532147426785227e-05,4.833283137146315e-12,2.1043224736690204e-10,9.109232555117717e-11,1.0226894512001584e-13,5.111023144511066e-07,4.8488965858210076e-17,3.365529090087487e-13,0.00045018424778641716,6.861839994751093e-11,2.5059821103553532e-09,5.380502067864275e-09,3.0288207611833995e-15,3.9955724875156646e-11,1.1574870037494252e-12,0.00017982467506534762,0.0005497548564480283
0.0030806197525851957,0.11159064404313356,0.0,0.0,0.0,0.0,0.24295890595550806,0.5797486230966733,0.00031033116321016745,0.0014030050736444663,2.103008614835119e-06,1.7348674219747155e-06,6.723430585188808e-15,9.526516058368981e-06,0.007054017648284244,0.10747553009174735,0.011429999620932153,5.087485162713207e-07,1.3440454907457484e-06,2.646554123242744e-06,1.7018565039481826e-05,9.652212394448283e-14,0.031167979501125653,6.31792298921349e-09,2.198646459928086e-08,5.25678622961033e-07,0.009826021455690764,2.8632761722450244e-13,2.806014038559528e-13,6.054279504032395e-09,3.992579922482096e-09,5.1900899853915137e-08,0.001535904809755433,1.0185552501435036e-09,1.1428850563138508e-09,5.872411016967919e-14,1.2363132660418986e-12,1.3183534828562666e-11,1.5666357960626356e-05,4.934475299434097e-12,2.1591353266523308e-10,9.353061661221906e-11,1.0501165854647272e-13,5.194224777217512e-07,4.978688235734635e-17,3.445407449132944e-13,0.0004600977212975343,7.012944064413166e-11,2.563737060722723e-09,5.493152154710626e-09,3.092234345758137e-15,4.079200591167088e-11,1.174445415983874e-12,0.00018343489606178058,0.0005614480351104513
0.0030940871823892774,0.11159013719027686,0.0,0.0,0.0,0.0,0.24224583625976795,0.5788483379224328,0.0003105704541524345,0.0014077606668998913,2.101371483312924e-06,1.74362129381125e-06,6.719548780696286e-15,9.580553179131038e-06,0.007062208665693307,0.10855096698368148,0.011441748810772374,5.108844007186982e-07,1.3501102203612926e-06,2.6628978154139126e-06,1.7097166734067687e-05,9.696792022963503e-14,0.03151360400461189,6.344225514970292e-09,2.207413094044446e-08,5.305841484064704e-07,0.009932115307326033,2.911461939479666e-13,2.850427857850961e-13,6.12633292072365e-09,4.058725133570025e-09,5.285764590490794e-08,0.0015665356998008125,1.0388685233221134e-09,1.1668826364060137e-09,6.009855065477447e-14,1.2652525861438151e-12,1.3492131803905389e-11,1.60159526117342e-05,5.036777271184738e-12,2.2148083612746712e-10,9.601260653503221e-11,1.0780394187381519e-13,5.278111193089488e-07,5.1108060025042184e-17,3.5266282729867116e-13,0.0004701722556839638,7.166503071327872e-11,2.62249341814558e-09,5.607037740927222e-09,3.1563434242012205e-15,4.1637458591327015e-11,1.1914993748130743e-12,0.00018708925068147163,0.0005733085831859051
0.003107554612193359,0.11158967548664189,0.0,0.0,0.0,0.0,0.24153133185239914,0.5779441023895139,0.00031080153825938344,0.0014124400716955554,2.0996586571102988e-06,1.7523200716271646e-06,6.715439499660731e-15,9.634365511160334e-06,0.00707008298938231,0.10963087227590937,0.011452713903814592,5.130123171992789e-07,1.3560693400021214e-06,2.6791570626637054e-06,1.7174777218379657e-05,9.74080947992819e-14,0.0318610729235895,6.3700469062015395e-09,2.2160174527011476e-08,5.354727043009104e-07,0.010038133429603467,2.9601094505203505e-13,2.8952140089210506e-13,6.19834528739155e-09,4.125235697246017e-09,5.3823200010080945e-08,0.0015975251105948408,1.0594195542003606e-09,1.1911658501553607e-09,6.149140211190627e-14,1.294580337140246e-12,1.3804870846122626e-11,1.637024446246813e-05,5.140175877746435e-12,2.2713368573454305e-10,9.853835198026972e-11,1.1064587910063817e-13,5.362667247874431e-07,5.2452529024155094e-17,3.6091959048261104e-13,0.0004804089520188147,7.322533798380829e-11,2.682258057936466e-09,5.722144160607981e-09,3.221139740703221e-15,4.249197403961411e-11,1.20864606471817e-12,0.00019078755886297547,0.0005853366888571613
0.003121022041997441,0.11158925851671969,0.0,0.0,0.0,0.0,0.2408154376556156,0.5770359655632081,0.00031102441604456514,0.0014170423081388062,2.0978705552686664e-06,1.7609622562466643e-06,6.711103726830406e-15,9.687944179213408e-06,0.0070776411459199965,0.11071517953959238,0.011462900316026743,5.151319784507056e-07,1.3619209923763185e-06,2.6953288852245424e-06,1.725137924327272e-05,9.784254982353472e-14,0.032210371201290375,6.3953803072769e-09,2.2244572552413316e-08,5.40343071727005e-07,0.010144055222875955,3.0092151115455984e-13,2.940368137051637e-13,6.270299487010842e-09,4.1920956838554746e-09,5.479741954940289e-08,0.0016288715370233434,1.080207344642229e-09,1.2157326706280712e-09,6.290250582166303e-14,1.3242932269985298e-12,1.412171685033566e-11,1.6729217776349226e-05,5.244657335368163e-12,2.328715487359997e-10,1.0110788392596052e-10,1.135375254346545e-13,5.447877387401505e-07,5.3820305846702423e-17,3.6931140348251517e-13,0.0004908088721452676,7.481052430503734e-11,2.7430375314633644e-09,5.838456069757514e-09,3.2866146577410703e-15,4.335543834812467e-11,1.2258826122364262e-12,0.00019452962135143193,0.0005975324789905609
0.0031344894718015226,0.11158888585150015,0.0,0.0,0.0,0.0,0.24009819893753848,0.5761239773989641,0.0003112390897481662,0.0014215664246093904,2.096007614862081e-06,1.7695463660565704e-06,6.706542492536264e-15,9.741280360178445e-06,0.00708488372703977,0.11180382126397602,0.011472313685331668,5.172430985023992e-07,1.3676633648731732e-06,2.711410325477308e-06,1.7326955911084022e-05,9.827118946595901e-14,0.03256148341193397,6.420219070431379e-09,2.232730290198123e-08,5.451940355079569e-07,0.010249860115914628,3.0587751348798897e-13,2.985885722820252e-13,6.342178406489237e-09,4.25928885255643e-09,5.578015647128226e-08,0.0016605733458142625,1.1012308115221397e-09,1.2405809347780933e-09,6.433169076362053e-14,1.354387705776853e-12,1.4442631961428918e-11,1.7092854840312054e-05,5.3502072587728745e-12,2.3869383151989943e-10,1.0372121110419729e-10,1.1647891142376946e-13,5.533725673449933e-07,5.521139514310666e-17,3.778385787073538e-13,0.0005013730372770836,7.642074533342806e-11,2.804838053923917e-09,5.95595745473335e-09,3.352759160830418e-15,4.4227732637232526e-11,1.243206087747002e-12,0.0001983152196725695,0.0006098960183108387
0.0031479569016056043,0.11158855704875047,0.0,0.0,0.0,0.0,0.23937966129580968,0.5752081887248595,0.000311445563388388,0.0014260114985917506,2.094070291051874e-06,1.7780709382115626e-06,6.701756873920416e-15,9.794365291778727e-06,0.007091811390209056,0.11289672888170312,0.011480959866860693,5.193453929262267e-07,1.3732946914056961e-06,2.727398450857993e-06,1.7401490693412994e-05,9.869391998441573e-14,0.032914393764834786,6.444556763471737e-09,2.2408344178598596e-08,5.500243853068581e-07,0.010355527578816146,3.1087855418609376e-13,3.0317620847395405e-13,6.413964951643912e-09,4.326798666073925e-09,5.677125739813709e-08,0.001692628776046167,1.1224887870621706e-09,1.2657083448698598e-09,6.577877366865362e-14,1.3848599666935292e-12,1.4767575585452327e-11,1.7461135968018685e-05,5.456810669303255e-12,2.445998796195108e-10,1.063783205111785e-10,1.194700435682229e-13,5.620195751610265e-07,5.662578999366902e-17,3.865013735118858e-13,0.0005121024266143243,7.805615032159187e-11,2.8676654927887198e-09,6.074631641313028e-09,3.4195638636297182e-15,4.5108733123406835e-11,1.2606135073704087e-12,0.00020214411612831253,0.0006224273086281834
0.003161424331409686,0.11158827165347435,0.0,0.0,0.0,0.0,0.2386598706408297,0.5742886512232912,0.0003116438427976556,0.0014303766374792323,2.0920590572520464e-06,1.7865345297379577e-06,6.696747991947476e-15,9.847190278467532e-06,0.007098424859137109,0.11399383279510765,0.011488844928061912,5.214385790638135e-07,1.378813254197764e-06,2.7432903563753205e-06,1.7474967447618357e-05,9.91106498246253e-14,0.03326908610882708,6.468387174895838e-09,2.2487675720094904e-08,5.548329165060273e-07,0.010461037135902214,3.1592421634240267e-13,3.077992381356339e-13,6.485642057192371e-09,4.394608301966953e-09,5.77705637001857e-08,0.0017250359397744841,1.1439800192473454e-09,1.2911124682172142e-09,6.724355906733478e-14,1.415705947107758e-12,1.509650440007976e-11,1.7834039505201803e-05,5.5644520043369775e-12,2.505889776753528e-10,1.090791718139851e-10,1.2251089760558495e-13,5.707270890396962e-07,5.806346893143859e-17,3.952999746245126e-13,0.0005229979759782706,7.971688191022073e-11,2.931525356163981e-09,6.194461305158875e-09,3.4870190138311166e-15,4.59983111968938e-11,1.2781018348843146e-12,0.00020601605381157225,0.000635126288116042
0.003174891761213768,0.11158802919828825,0.0,0.0,0.0,0.0,0.23793887317862294,0.5733654174118842,0.000311833935627739,0.0014346609793430723,2.0899744049321752e-06,1.794935718639753e-06,6.691517013725966e-15,9.899746698592013e-06,0.0071047249242232454,0.11509506240349059,0.01149597514367222,5.235223762261601e-07,1.38421738551811e-06,2.759083166920074e-06,1.754737043138455e-05,9.95212897027823e-14,0.03362554393701071,6.491704319778764e-09,2.2565277618873763e-08,5.596184312089744e-07,0.010566368378584937,3.210140641153133e-13,3.124571613670413e-13,6.5571926993546666e-09,4.462700665017422e-09,5.8777911585963774e-08,0.0017577928227764709,1.1657031723196792e-09,1.3167907386065631e-09,6.87258393655791e-14,1.4469213300707773e-12,1.5429372371149855e-11,1.8211541837086187e-05,5.673115127000857e-12,2.566603495563626e-10,1.1182370169158267e-10,1.2560142371928357e-13,5.794933997521681e-07,5.95243982528011e-17,4.042345089660791e-13,0.0005340605764801387,8.140307592516797e-11,2.99642278090307e-09,6.315428482647896e-09,3.555114499256875e-15,4.689633350212029e-11,1.2956679837276633e-12,0.00020993075663963348,0.0006479928306422147
0.0031883591910178495,0.11158782920386384,0.0,0.0,0.0,0.0,0.2372167153933473,0.572438540623612,0.0003120158513726882,0.0014388636936753445,2.0878168433916443e-06,1.8032731050885756e-06,6.686065154386903e-15,9.952026013711558e-06,0.00711071244293019,0.11620034613136225,0.011502356990534387,5.25596505935651e-07,1.3895054693859737e-06,2.7747740402322293e-06,1.7618684319361007e-05,9.992575269992621e-14,0.03398375039182073,6.514502446889698e-09,2.2641130745495246e-08,5.643797394153818e-07,0.010671500978197928,3.261476432354231e-13,3.17149462868953e-13,6.628599911785879e-09,4.531058405580966e-09,5.97931322478135e-08,0.0017908972854213704,1.1876568273552361e-09,1.3427404585824646e-09,7.022539495350903e-14,1.4785015465801943e-12,1.576613077670524e-11,1.8593617397957967e-05,5.782783336233487e-12,2.6281315866704524e-10,1.1461182570477208e-10,1.2874154877355119e-13,5.883167623190097e-07,6.100853301279825e-17,4.1330504908818075e-13,0.0005452910732081532,8.31148611773273e-11,3.0623625219714065e-09,6.437514582077443e-09,3.623839854167323e-15,4.780266202088593e-11,1.3133088191357339e-12,0.00021388792940987573,0.000661026745155704
0.003215294050626013,0.11158755462292469,0.0,0.0,0.0,0.0,0.2357691060727036,0.5705740753985545,0.00031235519896760075,0.0014470210789476613,2.083285119471554e-06,1.8197509882797907e-06,6.674503872530905e-15,1.0055719624670879e-05,0.007121753607917109,0.11842278494814791,0.011512902463450034,5.297146614745657e-07,1.399727299138514e-06,2.805838785036594e-06,1.7757985682067173e-05,1.0071581271396956e-13,0.03470534003123611,6.5585198370594105e-09,2.2787518142928863e-08,5.738250209075928e-07,0.010881089409523004,3.365440867980071e-13,3.2663506407712423e-13,6.770916529828392e-09,4.668499420560794e-09,6.184649214653644e-08,0.0018581397704699675,1.232249556030161e-09,1.3954428034406346e-09,7.327539410778767e-14,1.5427369569118943e-12,1.6451110702571075e-11,1.9371376265972784e-05,6.005065460148292e-12,2.7535944141820654e-10,1.2031838036293053e-10,1.3517014757414405e-13,6.061274946149234e-07,6.404616560188977e-17,4.3185407400656724e-13,0.0005682588980112765,8.661568440833577e-11,3.1973859987016604e-09,6.684966118402562e-09,3.763136586062451e-15,4.963966289844083e-11,1.3488017823842424e-12,0.0002219284088926327,0.0006875955982238987
0.0032422289102341764,0.11158744385375556,0.0,0.0,0.0,0.0,0.23431741942870446,0.5686956977147223,0.000312661999286766,0.0014548428036305848,2.0784683159608916e-06,1.8359574637589695e-06,6.662074774155436e-15,1.0158204709571163e-05,0.00713155656457474,0.12066055827927724,0.011520536997754747,5.337908704315335e-07,1.4094669107335626e-06,2.8364626026868403e-06,1.789275783378901e-05,1.0148018499688676e-13,0.03543371336663362,6.6003981902878804e-09,2.292670105067314e-08,5.831594338270556e-07,0.011089641881963333,3.4710955045204836e-13,3.3625162242234434e-13,6.912457757636294e-09,4.80678796652579e-09,6.392919664608391e-08,0.0019267438106755918,1.2777452177257141e-09,1.4491953348901462e-09,7.639156378338191e-14,1.6083706769161164e-12,1.7151001626136196e-11,2.0167073064210818e-05,6.231153930413586e-12,2.882199363964459e-10,1.2619765244917448e-10,1.417955394921081e-13,6.241446724540495e-07,6.717573682261333e-17,4.509462904977577e-13,0.0005919072428502739,9.022023450795057e-11,3.3366257799668843e-09,6.936655115792642e-09,3.904818692062665e-15,5.150812011995942e-11,1.3845547654690333e-12,0.00023013475166844881,0.0007148300010203819
0.00326916376984234,0.11158749267653888,0.0,0.0,0.0,0.0,0.2328620354888086,0.5668038613890678,0.0003129363967236214,0.0014623234224943277,2.0733711426082565e-06,1.8518822374336756e-06,6.6487892212436485e-15,1.0259416633861139e-05,0.0071401306082578084,0.12291306152091523,0.01152531912416251,5.378230069027227e-07,1.4187133971847312e-06,2.866624188398025e-06,1.8022894659855627e-05,1.0221826771057238e-13,0.0361687235040129,6.640100400114889e-09,2.3058556098110723e-08,5.923738387750771e-07,0.01129699993414072,3.578397587885766e-13,3.459944929849921e-13,7.053091130308194e-09,4.945777531912414e-09,6.603972653280581e-08,0.0019966878911142024,1.3241295445403444e-09,1.5039718772647288e-09,7.957172776619164e-14,1.6753573544774096e-12,1.7865319931143865e-11,2.098043449709511e-05,6.4608960568865094e-12,3.013858149188274e-10,1.3224806752647777e-10,1.4861613205897331e-13,6.423532111671023e-07,7.039640861635112e-17,4.705798966693412e-13,0.0006162410853525525,9.392927018130845e-11,3.480105086244885e-09,7.192411597593329e-09,4.048790488009567e-15,5.3406771839547056e-11,1.4205411824084675e-12,0.0002385039181909019,0.0007427260391115355
0.0032960986294505033,0.11158769672524954,0.0,0.0,0.0,0.0,0.23140333694630355,0.5648990311267439,0.0003131785666976782,0.0014694580520984073,2.0679985822973557e-06,1.8675154677653654e-06,6.634659304428854e-15,1.0359292746817788e-05,0.007147486118201844,0.1251796774893995,0.011527310065121707,5.418090010480156e-07,1.42745681970353e-06,2.896302996550197e-06,1.8148298041418683e-05,1.0292950436578292e-13,0.03691021853282175,6.677593541560935e-09,2.318297385162191e-08,6.01459314536842e-07,0.011503007584018942,3.687301683487204e-13,3.5585881746819457e-13,7.192686261946971e-09,5.0853189873607055e-09,6.817649475357043e-08,0.002067948615238659,1.3713870207496547e-09,1.5597443132867482e-09,8.281353237473346e-14,1.7436479111952251e-12,1.8593542265769725e-11,2.1811157695295385e-05,6.6941313510634944e-12,3.148473320638625e-10,1.384676617842554e-10,1.556298961496064e-13,6.607376034567354e-07,7.370713565964108e-17,4.907520385841045e-13,0.0006412645526143851,9.774342049310085e-11,3.62784006769411e-09,7.452056905440585e-09,4.194951402590629e-15,5.533429176166626e-11,1.4567338977702678e-12,0.0002470325753635748,0.0007712787210014223
0.003323033489058667,0.11158805149991424,0.0,0.0,0.0,0.0,0.22994170853481843,0.5629816817190275,0.0003133887158611244,0.001476242385605149,2.062355883736303e-06,1.8828477950984403e-06,6.619697835313427e-15,1.0457772592455562e-05,0.007153634551606464,0.1274597775264887,0.011526573540344203,5.457468455557468e-07,1.4356882454881886e-06,2.925479313236295e-06,1.8268878226140636e-05,1.0361338592452571e-13,0.03765804176143369,6.712848983706256e-09,2.3299859193244765e-08,6.104071878332652e-07,0.011707511711040326,3.797759807192605e-13,3.658395376709304e-13,7.331115225643021e-09,5.225261129671641e-09,7.033785152004923e-08,0.0021405007613424496,1.4195009202510535e-09,1.616482659184421e-09,8.61144535420591e-14,1.8131896896739202e-12,1.933510711326166e-11,2.265891101938107e-05,6.930692009516116e-12,3.2859385538440226e-10,1.4485408532401104e-10,1.6283436895829446e-13,6.792819738595932e-07,7.710666711303465e-17,5.114588056128529e-13,0.0006669808883215488,1.0166317985600322e-10,3.779839536741023e-09,7.715404237429502e-09,4.343196280288041e-15,5.728929313636089e-11,1.4931053076250858e-12,0.00025571710324443506,0.0008004819733914827
0.0033499683486668303,0.11158855238517291,0.0,0.0,0.0,0.0,0.22847753639317658,0.5610522972073483,0.00031356708214732275,0.0014826727050399257,2.056448552732734e-06,1.8978703688299967e-06,6.603918334780704e-15,1.0554798108772665e-05,0.00715858843300702,0.12975272264400997,0.011523175567294128,5.496346018901019e-07,1.4433997803274082e-06,2.9541343251066327e-06,1.8384554155464638e-05,1.0426945265619695e-13,0.038412031969095796,6.7458424811857e-09,2.3409131628909595e-08,6.192090617115326e-07,0.011910362425619988,3.90972156296044e-13,3.7593140982750046e-13,7.46825292214308e-09,5.365451230874305e-09,7.252208971403902e-08,0.002214317345787629,1.4684533484941862e-09,1.674155148937494e-09,8.947180484449528e-14,1.8839266206822425e-12,2.00894165744596e-11,2.352333498226282e-05,7.170403426113288e-12,3.4261389892719423e-10,1.514046081145368e-10,1.7022666000142562e-13,6.979701300441187e-07,8.059354979095326e-17,5.326952322991526e-13,0.0006933924228937706,1.0568890348000148e-10,3.9361047307631265e-09,7.982259218326545e-09,4.493415702365589e-15,5.927033299235548e-11,1.5296274224420422e-12,0.0002645536029556583,0.0008303286405555582
