Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14)
8.332958046650866e-11,0.11224537200120017,0.0,0.0,0.0,0.0,0.3299999999497531,0.6699999999604456,5.020617499236967e-11,3.951382111395125e-11,4.072509700227266e-14,1.0733081753140315e-11,1.2891353769394834e-22,2.7775668309359493e-18,2.778059995662987e-18,4.931647270383435e-22,1.1937538138743569e-23
9.999999999999999e-11,0.1122453720015569,0.0,0.0,0.0,0.0,0.32999999993970097,0.6699999999524605,6.024120453876597e-11,4.7481906361033437e-11,5.778972695178884e-14,1.2817092607560446e-11,1.8293187452839089e-22,4.7026522899975885e-18,4.703639764693842e-18,9.874746962540356e-22,2.0458787309780122e-23
1.0903818386271703e-10,0.1122453720015569,0.0,0.0,0.0,0.0,0.32999999993425105,0.6699999999481213,6.568075120361608e-11,5.1810601187035726e-11,6.817612481998531e-14,1.393833217496474e-11,2.1581022953207004e-22,6.033295786517964e-18,6.0346654689380285e-18,1.36968242006481e-21,2.640740880509571e-23
1.347467872589254e-10,0.11224537200190739,0.0,0.0,0.0,0.0,0.329999999918749,0.669999999935742,8.114908719010944e-11,6.415620290663155e-11,1.0186555812612743e-13,1.7094760949254293e-11,3.2245501523706854e-22,1.1107228972876868e-17,1.1110290967161381e-17,3.0619942845142143e-21,4.942461384370699e-23
1.604553906551338e-10,0.11224537200225185,0.0,0.0,0.0,0.0,0.32999999990324697,0.6699999999233088,9.661162597740358e-11,7.654984799140389e-11,1.4134998896659894e-13,2.020314635733548e-11,4.47444256985971e-22,1.8381755561021468e-17,1.8387725232167032e-17,5.969671145563496e-21,8.310318916028942e-23
2.1187259744755055e-10,0.11224537200292316,0.0,0.0,0.0,0.0,0.3299999998722429,0.6699999998982855,1.2752078904630924e-10,1.014783396758063e-10,2.3622547738356567e-13,2.6278715655513875e-11,7.477762416264634e-22,4.0806498312125726e-17,4.082409853360063e-17,1.76002214748959e-20,1.9065200941820072e-22
2.549803092652941e-10,0.11224537200346844,0.0,0.0,0.0,0.0,0.32999999984624934,0.6699999998771499,1.5342012580292865e-10,1.2251976286376724e-10,3.303790251388497e-13,3.1230811159566224e-11,1.0458233237990781e-21,6.919355630681555e-17,6.922956297955452e-17,3.6006672738970255e-20,3.319336841164612e-22
2.980880210830377e-10,0.11224537200399831,0.0,0.0,0.0,0.0,0.3299999998202558,0.6699999998558767,1.793076850750645e-10,1.4368684677119648e-10,4.3629996816977284e-13,3.605724594115105e-11,1.381120890395429e-21,1.0766667214323198e-16,1.0773234320208666e-16,6.567105885468359e-20,5.299856063918173e-22
3.4119573290078124e-10,0.11224537200451325,0.0,0.0,0.0,0.0,0.32999999979426226,0.6699999998344707,2.051847720048717e-10,1.6497638425920523e-10,5.526820402381847e-13,4.076122713912447e-11,1.749533867423751e-21,1.5734988163033428e-16,1.5746003534203645e-16,1.1015371170217055e-19,7.943435166534517e-22
3.843034447185248e-10,0.11224537200501374,0.0,0.0,0.0,0.0,0.3299999997682687,0.6699999998129361,2.3105253992119894e-10,1.863852533618759e-10,6.783709199545516e-13,4.534587671937282e-11,2.1474081725717308e-21,2.1923567883136016e-16,2.1940907145446066e-16,1.7339262310050223e-19,1.1345348234734282e-21
4.2741115653626837e-10,0.11224537200550021,0.0,0.0,0.0,0.0,0.3299999997422752,0.6699999997912768,2.569120139479185e-10,2.0791041001305935e-10,8.123406019960223e-13,4.9814238748015115e-11,2.5714959167015915e-21,2.9420546829483404e-16,2.94465117358837e-16,2.5964906400293326e-19,1.5600868271500734e-21
4.705188683540119e-10,0.11224537200597319,0.0,0.0,0.0,0.0,0.32999999971628163,0.669999999769497,2.8276412467422917e-10,2.2954887347982073e-10,9.536596976256399e-13,5.4169293957957e-11,3.0188487258678615e-21,3.8305874299164054e-16,3.8343216315642837e-16,3.734201647879455e-19,2.080523812889176e-21
5.136265801717555e-10,0.112245372006433,0.0,0.0,0.0,0.0,0.3299999996902881,0.6699999997475999,3.0860967362811535e-10,2.51297758149257e-10,1.101525991148889e-12,5.841392796207373e-11,3.486927132114242e-21,4.864831688815625e-16,4.870026929164618e-16,5.195240348994497e-19,2.705365470456702e-21
5.56734291989499e-10,0.11224537200688013,0.0,0.0,0.0,0.0,0.32999999966429455,0.6699999997255898,3.344493770493083e-10,2.73154247834533e-10,1.2552226290233977e-12,6.255095694717377e-11,3.973461887141728e-21,6.050925132713628e-16,6.057955033164565e-16,7.029900450937559e-19,3.444127677762794e-21
5.998420038072426e-10,0.11224537200731487,0.0,0.0,0.0,0.0,0.329999999638301,0.6699999997034695,3.602838652062823e-10,2.9511560547152425e-10,1.4141188034550964e-12,6.658311797735591e-11,4.476456126278425e-21,7.39426053610978e-16,7.403551134682249e-16,9.290598572468187e-19,4.306322563855114e-21
6.860574274427297e-10,0.11224537200814878,0.0,0.0,0.0,0.0,0.329999999586314,0.6699999996589112,4.1193943874335617e-10,3.3934228232944396e-10,1.7452648298509388e-12,7.4343478444077e-11,5.524716572588065e-21,1.0571819110465092e-15,1.058712571778251e-15,1.5306607317413055e-18,6.439045875807465e-21
7.636513087146681e-10,0.1122453720088605,0.0,0.0,0.0,0.0,0.32999999953952563,0.6699999996184637,4.584167363361359e-10,3.7947880348274476e-10,2.0559566894171475e-12,8.099529087176183e-11,6.508228438815118e-21,1.401304693369804e-15,1.403578048102942e-15,2.273354733137321e-18,8.876011014517345e-21
8.412451899866065e-10,0.11224537200953748,0.0,0.0,0.0,0.0,0.3299999994927373,0.6699999995777063,5.048843096315407e-10,4.1991550490153844e-10,2.3763157789416845e-12,8.734692302322116e-11,7.522342574329446e-21,1.8024830334778238e-15,1.8057250995277334e-15,3.2420660499095334e-18,1.1860724433770397e-20
9.18839071258545e-10,0.11224537201018142,0.0,0.0,0.0,0.0,0.32999999944594893,0.6699999995366543,5.513439908417068e-10,4.6063873897991176e-10,2.7045083382868644e-12,9.341202250425087e-11,8.561254087577519e-21,2.262264710479409e-15,2.2667365984090352e-15,4.471887929625683e-18,1.544859530957301e-20
9.964329525304834e-10,0.11224537201079396,0.0,0.0,0.0,0.0,0.3299999993991606,0.6699999994953224,5.977972871682846e-10,5.01635470642539e-10,3.0390258993998113e-12,9.920362439006755e-11,9.620187821067985e-21,2.7819159118965707e-15,2.7879146139799736e-15,5.99870208340208e-18,1.9695028521867564e-20
9.999999999999999e-10,0.11224537201137662,0.0,0.0,0.0,0.0,0.3299999993970097,0.6699999994934159,5.999326467129876e-10,5.035264895539117e-10,3.0545349196089557e-12,9.946349938979331e-11,9.669282478962958e-21,2.8072616251564977e-15,2.8133382534927018e-15,6.0766283362039096e-18,1.990698172535883e-20
1.0740268338024217e-09,0.11224537201137662,0.0,0.0,0.0,0.0,0.32999999935237223,0.6699999994537245,6.442454120570708e-10,5.428932629848161e-10,3.378654004597658e-12,1.0473416558517422e-10,1.0695299326990763e-20,3.362448315683131e-15,3.3703074158111007e-15,7.859100127969047e-18,2.46554251545126e-20
1.15162071507436e-09,0.11224537201193083,0.0,0.0,0.0,0.0,0.3299999993055839,0.669999999411873,6.906893281169354e-10,5.84400252965929e-10,3.7224292504520416e-12,1.1001550913029099e-10,1.1783538886732882e-20,4.004656278682037e-15,4.014746554960428e-15,1.0090276278390852e-17,3.0385182038851016e-20
1.2292145963462983e-09,0.11224537201245798,0.0,0.0,0.0,0.0,0.32999999925879553,0.6699999993697805,7.371298124940403e-10,6.261451157589349e-10,4.069573856924447e-12,1.150589798522735e-10,1.2882444385057077e-20,4.709173481837631e-15,4.7219033460902246e-15,1.2729864252591873e-17,3.6939694249222664e-20
1.3068084776182366e-09,0.11224537201295937,0.0,0.0,0.0,0.0,0.3299999992120072,0.6699999993274579,7.8356750434597e-10,6.681170371339999e-10,4.4194481521005854e-12,1.1987539198087497e-10,1.3989990897320562e-20,5.476514065487373e-15,5.492329884267063e-15,1.5815818779690153e-17,4.437435765676262e-20
1.384402358890175e-09,0.11224537201343608,0.0,0.0,0.0,0.0,0.3299999991652188,0.6699999992849163,8.300029254922247e-10,7.103056944316135e-10,4.7715299038031886e-12,1.244750681755308e-10,1.51045252622981e-20,6.307090522764119e-15,6.326476886645341e-15,1.938636388122078e-17,5.274456981321259e-20
1.4619962401621133e-09,0.11224537201388947,0.0,0.0,0.0,0.0,0.3299999991184305,0.669999999242166,8.764364927909815e-10,7.527012372870024e-10,5.125401932105944e-12,1.288678588009453e-10,1.6224726868761345e-20,7.201224423986435e-15,7.224704385772251e-15,2.347996178581734e-17,6.210572910350088e-20
1.61718400270599e-09,0.11224537201473019,0.0,0.0,0.0,0.0,0.3299999990248538,0.6699999991560777,9.692993595186404e-10,8.380757884769502e-10,5.837222182636824e-12,1.3706997453795368e-10,1.8478033548848446e-20,9.181127103471219e-15,9.21451808277494e-15,3.339097930371959e-17,8.402248964045895e-20
