Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404)
2.2982301695559632e-07,0.11224537192699555,0.0,0.0,0.0,0.0,0.32999986116912183,0.6699998603109947,1.3741699444940823e-07,1.3818889320550806e-07,1.0681896193833478e-09,3.632464637179263e-10,3.3813313287021003e-18,2.449955843061828e-10,3.446326113104957e-10,1.5732780544587362e-10,2.396776023883635e-13,5.249344533753084e-11,3.188774632282335e-11,8.420209384160645e-15,1.8019581511064848e-14,1.021994077645886e-22,1.404659233333224e-15,1.6689310585071165e-15,5.524241732635971e-13,1.3150052705704215e-20,2.5862754059179837e-20,3.0252282388971614e-29,9.429386197671729e-24,6.678327402070046e-30,2.616162442773234e-31,3.396573444081144e-29,1.224837295703267e-28,8.121507135381154e-35,3.865629791776604e-38,4.585438625124599e-43,2.9652759083194396e-37,3.162047737031685e-36,7.232653067682727e-28,2.617120318190574e-34,9.648801129865127e-37,6.309810662839058e-34,7.564115386778616e-37,1.662493697599964e-16,3.3585405672304654e-40,1.0298180365513305e-38,2.005767030972511e-29,3.0484723183496335e-36,7.125872848436273e-31,2.1120190171168183e-31,1.1889099786864705e-37,6.103666840388157e-18,5.1823995195584235e-30,1.676017780176219e-24,9.678152278305534e-21,4.164551417311323e-34,1.583125435349762e-26
2.446524230279095e-07,0.11224537192122942,0.0,0.0,0.0,0.0,0.3299998521831887,0.6699998512554103,1.462876951171008e-07,1.471177733981884e-07,1.1372561208135128e-09,3.725408651159088e-10,3.599959858868339e-18,2.725865237058287e-10,3.906578308598976e-10,1.873190996434574e-10,2.8913202432661163e-13,5.78886267332291e-11,3.4998809339316505e-11,9.790573070109476e-15,2.1981631553054803e-14,1.2467047213034302e-22,1.832148374796131e-15,1.795771671413662e-15,5.883725632364735e-13,1.6190172718774254e-20,3.400071678609887e-20,3.6980351172032547e-29,1.1502670291157925e-23,9.363014616117163e-30,3.8324591468380608e-31,4.59972474047423e-29,1.7695802541849785e-28,1.1733629761355271e-34,5.950827887328053e-38,7.053165395581358e-43,4.435080626435368e-37,4.729386777976075e-36,1.0817408079047651e-27,3.914275922406509e-34,1.5374543828075664e-36,1.0058425985447215e-33,1.20591077934687e-36,2.03344700975606e-16,5.353826536889232e-40,1.5447821937216717e-38,3.006841408036795e-29,4.5707887642761783e-36,1.0039816237541469e-30,3.215387874915608e-31,1.8100246192906647e-37,6.498486586198315e-18,7.197280601137736e-30,2.355940397498484e-24,1.2765030458657244e-20,5.848140604656446e-34,2.221085881940121e-26
2.5948182910022264e-07,0.11224537191553703,0.0,0.0,0.0,0.0,0.32999984319291115,0.6699998421964394,1.5515982995386856e-07,1.5604641807647702e-07,1.2063337660895247e-09,3.8183504514190625e-10,3.818623664639723e-18,3.010485759961015e-10,4.3956866985252495e-10,2.2056004383980863e-10,3.449634944003503e-13,6.340043363139877e-11,3.815836038831215e-11,1.1282440616973443e-14,2.6475899031258977e-14,1.5016004771433744e-22,2.3501499633126633e-15,1.9249127527544134e-15,6.243340026433945e-13,1.9677898377009005e-20,4.395220961100987e-20,4.464278396330554e-29,1.385445629558796e-23,1.2857502185141517e-29,5.4786937365656225e-31,6.115920976694691e-29,2.5000803529598213e-28,1.6577518045479957e-34,8.924417035140472e-38,1.056950504430336e-42,6.474556893114854e-37,6.90420002984826e-36,1.5791455024809063e-27,5.71415896477403e-34,2.3821435690040008e-36,1.559379915057764e-33,1.8697143600074138e-36,2.459454400370957e-16,8.300155108805286e-40,2.2604216678059234e-38,4.3969274699433774e-29,6.684970666360118e-36,1.3847171105611037e-30,4.76913004385146e-31,2.6846659015171165e-37,6.8933700053355176e-18,9.792100637483625e-30,3.2448189322389536e-24,1.6560542254304468e-20,8.04686336625022e-34,3.0532289379995393e-26
2.743112351725358e-07,0.11224537190991907,0.0,0.0,0.0,0.0,0.32999983419818,0.6699998331340806,1.6403350574496866e-07,1.649748273417986e-07,1.275423388294316e-09,3.9112900868397183e-10,4.03732538312244e-18,3.3031036421693856e-10,4.913656651495932e-10,2.571474381196477e-10,4.0755989820339993e-13,6.901671656860729e-11,4.1360043032710145e-11,1.2898982213924994e-14,3.153274752385636e-14,1.7884034383743611e-22,2.9703900019573258e-15,2.0563561110675415e-15,6.603089289774083e-13,2.364623154141463e-20,5.597529799603352e-20,5.330223940317089e-29,1.6500633071317746e-23,1.733512487282269e-29,7.664586559624975e-31,8.001280129113571e-29,3.4630224661452925e-28,2.2962749625287545e-34,1.3077949060849003e-37,1.547802428352334e-42,9.250961680376687e-37,9.864843420114012e-36,2.2562665786012917e-27,8.164363642392645e-34,3.600371481661013e-36,2.3583865954507607e-33,2.8279543993255637e-36,2.944866532394734e-16,1.2553050342251269e-39,3.235671564490065e-38,6.289767833208744e-29,9.564155906508923e-36,1.8742155846773123e-30,6.912409781664474e-31,3.8911729282032405e-37,7.288321862547146e-18,1.3083766085285344e-29,4.389006499832022e-24,2.1172365435311364e-20,1.0875559960912393e-33,4.1219867945415554e-26
2.8914064124484896e-07,0.11224537190437586,0.0,0.0,0.0,0.0,0.3299998251988958,0.6699998240683319,1.7290882006207329e-07,1.739030013200559e-07,1.3445257456213054e-09,4.004227418180553e-10,4.256067414361477e-18,3.6030557833751444e-10,5.460493869795236e-10,2.971701023135556e-10,4.773093995418555e-13,7.472660603799186e-11,4.4598334523190814e-11,1.4643309606636436e-14,3.718196500933687e-14,2.1088030526350724e-22,3.7052388546470996e-15,2.1901034780979822e-15,6.962977434962202e-13,2.812853963723455e-20,7.034650310857312e-20,6.302231983738991e-29,1.9456788279423393e-23,2.2993068250013792e-29,1.0518207516580177e-30,1.0318108753938166e-28,4.713203644556419e-28,3.1252696978505145e-34,1.8773829620147237e-37,2.220615123235303e-42,1.2966893180215382e-36,1.3827359293777534e-35,3.1625089447841823e-27,1.1443669050560351e-33,5.322261897608494e-36,3.488463363536231e-33,4.183330324783304e-36,3.494066862577339e-16,1.8568141610873268e-39,4.5418178048999765e-38,8.822761798196243e-29,1.3417508643340006e-35,2.4945995211106783e-30,9.81531863088941e-31,5.525294556027658e-37,7.683346487768642e-18,1.7204996448616392e-29,5.8416804713912255e-24,2.671729305461595e-20,1.4467260913511331e-33,5.475872617602289e-26
3.039700473171621e-07,0.11224537189890789,0.0,0.0,0.0,0.0,0.3299998161949674,0.6699998149991921,1.817858619597004e-07,1.8283094012241534e-07,1.4136415361629614e-09,4.0971625053115227e-10,4.474851968153719e-18,3.909727534531501e-10,6.036204360382819e-10,3.40709449697856e-10,5.546004505654285e-13,8.0520377360311e-11,4.7868435958955034e-11,1.6518478712103993e-14,4.345277393349774e-14,2.4644566929514757e-22,4.56769907034178e-15,2.326156557411263e-15,7.323008106664735e-13,3.3158554941308124e-20,8.736100646848311e-20,7.386750029900569e-29,2.2738213648468277e-23,3.0053866271312285e-29,1.4187436460262979e-30,1.3135233656907607e-28,6.314403893423838e-28,4.187030198522658e-34,2.6457544535799637e-37,3.127750593726862e-42,1.786519715396548e-36,1.9050708341745447e-35,4.3570915397175876e-27,1.5766368325875196e-33,7.712602278049844e-36,5.057702359761754e-33,6.065528292253528e-36,4.111462715032338e-16,2.692077398335324e-39,6.264172237476013e-38,1.2160126879293068e-28,1.8495035630680654e-35,3.2708928085955594e-30,1.3683387911017075e-30,7.702729589949007e-37,8.078447880883308e-18,2.229843450852986e-29,7.663403359408645e-24,3.33214776760644e-20,1.8969555145671704e-33,7.169950133625071e-26
3.187994533894753e-07,0.11224537189351554,0.0,0.0,0.0,0.0,0.3299998071863111,0.66999980592666,1.9066471265212805e-07,1.9175864385967626e-07,1.4827713946308015e-09,4.1900954589331383e-10,4.6936810536649116e-18,4.22255031627411e-10,6.640794408095536e-10,3.878400366604205e-10,6.398218006337339e-13,8.638932891994452e-11,5.1166176072913223e-11,1.852748926726182e-14,5.03738441593808e-14,2.856990392202311e-22,5.571393246079488e-15,2.4645169856322572e-15,7.68318463693288e-13,3.877037576724782e-20,1.0733285099945932e-19,8.590352922780318e-29,2.6359911752663593e-23,3.876718359636069e-29,1.8841642728492628e-30,1.6528336814405814e-28,8.340302837510996e-28,5.530415479767822e-34,3.6670902618474102e-37,4.3329546329276216e-42,2.4234241243110623e-36,2.5842393908081865e-35,5.9103333361642776e-27,2.1386922374320615e-33,1.0977422410534662e-35,7.201010988191374e-33,8.636415695227121e-36,4.801477342305887e-16,3.8329022885178084e-39,8.503869906523963e-38,1.6496275602708664e-28,2.5092731382822207e-35,4.231208496265876e-30,1.8762456497828825e-30,1.0561866981379197e-36,8.473629674439818e-18,2.8525149836276646e-29,9.922698385457592e-24,4.1120669374139986e-20,2.4552011491495957e-33,9.266312055072911e-26
3.3362885946178843e-07,0.11224537188819902,0.0,0.0,0.0,0.0,0.3299997981728513,0.6699997968507336,1.9954544614317335e-07,2.0068611266888274e-07,1.551915894165414e-09,4.283026170266188e-10,4.912556485159239e-18,4.5409991148032214e-10,7.274270551011689e-10,4.386300841062441e-10,7.333625040295003e-13,9.232567401032896e-11,5.4487928576387177e-11,2.0673284434117225e-14,5.7973305613719e-14,3.2879995603718496e-22,6.7305521939488966e-15,2.605186321506069e-15,8.043510084204357e-13,4.49984682661647e-20,1.3059514266395833e-19,9.919756404329307e-29,3.033660262974146e-23,4.941162706192686e-29,2.4673323158602784e-30,2.0580293810274744e-28,1.0875442619051837e-27,7.21148793075173e-34,5.00665932278909e-37,5.913096951291922e-42,3.241356358192704e-36,3.456448543728476e-35,7.905030610775149e-27,2.86049438724919e-33,1.5371484179393795e-35,1.0084710881683049e-32,1.2095558323122682e-35,5.568542962896575e-16,5.36781731400898e-39,1.1379784545970993e-37,2.205941183940197e-28,3.3558057486453354e-35,5.406940974703335e-30,2.534390059736484e-30,1.4266729800431819e-36,8.86889513737747e-18,3.60657079488328e-29,1.2696639246185224e-23,5.0260449996276913e-20,3.140797532145113e-33,1.183456681857271e-25
3.484582655341016e-07,0.11224537188295865,0.0,0.0,0.0,0.0,0.3299997891545184,0.6699997877714118,2.0842812979729005e-07,2.096133466821542e-07,1.6210755633906725e-09,4.3759546189304327e-10,5.1314799359843895e-18,4.864589928966952e-10,7.93663955783521e-10,4.93141967928578e-10,8.356119265867141e-13,9.832244502167694e-11,5.783054133868163e-11,2.2958752032231703e-14,6.627875887123404e-14,3.759049584846276e-22,8.060003503405252e-15,2.7481661085669306e-15,8.403987213768737e-13,5.187766718801864e-20,1.5750025502180176e-19,1.138179797366211e-28,3.4682729317774147e-23,6.229630895485238e-29,3.1899572045670915e-30,2.5381515931402826e-28,1.4016237336799078e-27,9.294182725498925e-34,6.742449584290662e-37,7.959790185521986e-42,4.2799901406313843e-36,4.564004713380594e-35,1.043792687293161e-26,3.777051658355999e-33,2.120682809919881e-35,1.3911591291902958e-32,1.668628154015617e-35,6.417094715034639e-16,7.4047616791512e-39,1.5030567962475786e-37,2.9115350425079783e-28,4.4295761695266026e-35,6.832975888633323e-30,3.377023141624002e-30,1.9010126303745954e-36,9.264247299786615e-18,4.511088021800972e-29,1.607145381304777e-23,6.08964638795984e-20,3.974848802736767e-33,1.4952333318337787e-25
3.6328767160641475e-07,0.11224537187779458,0.0,0.0,0.0,0.0,0.32999978013124903,0.6699997786886933,2.1731282489023349e-07,2.1854034602021937e-07,1.6902508830089731e-09,4.468880934071172e-10,5.350452927793565e-18,5.192877235687219e-10,8.627908407299594e-10,5.514326789660537e-10,9.46959751392568e-13,1.0437340783373954e-10,6.119127490817392e-11,2.5386726528034648e-14,7.531728466649188e-14,4.271676369885757e-22,9.575160384269346e-15,2.8934578412958597e-15,8.76461854194635e-13,5.944317553691274e-20,1.8842003531907269e-19,1.2983480604846964e-28,3.941246283453278e-23,7.776261723522415e-29,4.076375594789588e-30,3.103029601567098e-28,1.7872029548235726e-27,1.1851008444289005e-33,8.966926061004249e-37,1.0581689478627526e-41,5.585360555691681e-36,5.955997812331146e-35,1.362127685304381e-26,4.9289855055591014e-33,2.886208468634483e-35,1.892674351758782e-32,2.2702680334623024e-35,7.351565412544066e-16,1.0074190817787738e-38,1.9616819466997768e-37,3.7971560606164306e-28,5.777403924221743e-35,8.547889947958661e-30,4.4441066577275824e-30,2.5017011397812636e-36,9.659688916673848e-18,5.587159772713687e-29,2.0143141533370263e-23,7.319464310118888e-20,4.981096320874733e-33,1.8705743354612282e-25
3.781170776787279e-07,0.11224537187270706,0.0,0.0,0.0,0.0,0.3299997711029857,0.6699997696025768,2.2619958712222647e-07,2.2746711082475988e-07,1.7594422822156545e-09,4.5618050676855743e-10,5.569476819195313e-18,5.525451509655525e-10,9.348084269219888e-10,6.13554253991986e-10,1.0677959837422106e-12,1.104729847857697e-10,6.456774859742512e-11,2.7959990418295303e-14,8.511545381189035e-14,4.827386899130585e-22,1.1292010678254091e-14,3.0410629335984506e-15,9.125406385445623e-13,6.773056407338639e-20,2.2374601002448745e-19,1.473199293961078e-28,4.4539707368060455e-23,9.618614828954314e-29,5.1537236343499884e-30,3.763315796262031e-28,2.2566194415956324e-27,1.4963779290759321e-33,1.1788928516839911e-36,1.390682813182193e-41,7.21054465611162e-36,7.689027017747437e-35,1.758450596603611e-26,6.363130982569959e-33,3.879282567796613e-35,2.542370267400872e-32,3.049698812897607e-35,8.376380994141042e-16,1.353234549020362e-38,2.5323378585060043e-37,4.89814362335385e-28,7.453103934290886e-35,1.0594146309043561e-29,5.7819481163733124e-30,3.254806180326045e-36,1.0055222431170867e-17,6.858259843547975e-29,2.5018104240302348e-23,8.733142641383696e-20,6.18630966659352e-33,2.3189951454861756e-25
3.9294648375104107e-07,0.11224537186769616,0.0,0.0,0.0,0.0,0.3299997620696759,0.6699997605130606,2.3508846707274586e-07,2.363936412434315e-07,1.8286501578726364e-09,4.654726941462317e-10,5.788552866447679e-18,5.861936809672985e-10,1.0097174486918903e-09,6.795541789546304e-10,1.1985109553506514e-12,1.166161854112099e-10,6.795789329343016e-11,3.0681274867329385e-14,9.569933767538013e-14,5.42765982985298e-22,1.3227106028360389e-14,3.1909827935636e-15,9.48635283064491e-13,7.677577123486216e-20,2.6388958918304384e-19,1.6634674529812163e-28,5.007810575686373e-23,1.1797837905285209e-28,6.452087110441613e-30,4.530520984682659e-28,2.823729205204112e-27,1.8724379271956685e-33,1.5335771564106807e-36,1.8084668401588028e-41,9.216381782986594e-36,9.827968890564844e-35,2.2475966615187098e-26,8.133172307056789e-33,5.154322768327671e-35,3.3751013115460974e-32,4.0487450192898596e-35,9.495956588598525e-16,1.7964746379079228e-38,3.2361746845839963e-37,6.254879807037848e-28,9.518172448387924e-35,1.3018310678387958e-29,7.44387441395309e-30,4.190346815269321e-36,1.045085011805001e-17,8.348867686666119e-29,3.0813789990725237e-23,1.0349397281463108e-19,7.619351580410099e-33,2.850965164754207e-25
4.077758898233542e-07,0.112245371862762,0.0,0.0,0.0,0.0,0.3299997530312716,0.6699997514201437,2.4397951064163155e-07,2.45319937408137e-07,1.897874872698304e-09,4.747646661318192e-10,6.007682217728055e-18,6.201988441087968e-10,1.0875186561279903e-09,7.494757650034843e-10,1.3394953279040597e-12,1.2279854448083613e-10,7.135991050035523e-11,3.355326031434006e-14,1.0709451845178668e-13,6.073946075502881e-22,1.539755125787343e-14,3.343218801227854e-15,9.847459762497965e-13,8.661510327086849e-20,3.0928227035586657e-19,1.8699063072212068e-28,5.604104486695092e-23,1.43588424474578e-28,8.004667255325118e-30,5.417050061110736e-28,3.50402685372881e-27,2.323555865770886e-33,1.975550316906895e-36,2.328899924533882e-41,1.1672234134607194e-35,1.2446788414689954e-34,2.846479259437833e-26,1.0300313925564089e-32,6.775867440635812e-35,4.431972619420164e-32,5.316733344833712e-35,1.0714693143431364e-15,2.3590184942735973e-38,4.097264865573026e-37,7.913262977321279e-28,1.204250872864128e-34,1.587126493154207e-29,9.490944550415154e-30,5.342694704916717e-36,1.084657406176996e-17,1.0085573213632777e-28,3.765934959037219e-23,1.2188037101472016e-19,9.312142854924565e-33,3.4779600812476474e-25
4.3743470196798054e-07,0.1122453718531243,0.0,0.0,0.0,0.0,0.32999973493900964,0.6699997332241022,2.6176825118772627e-07,2.631718275673277e-07,2.03637607207141e-09,4.933479541570106e-10,6.4461047962345856e-18,6.891555029639719e-10,1.2518006988501505e-09,9.012382973613266e-10,1.6538365889531251e-12,1.3526519233631063e-10,7.819352576501493e-11,3.975980898746689e-14,1.3241870982997528e-13,7.510226632164749e-22,2.051561504436936e-14,3.654644448766586e-15,1.0570161882900537e-12,1.0882320529957705e-19,4.176425932761256e-19,2.3344206983105024e-28,6.929284224999521e-23,2.082585234514527e-28,1.2021918042557803e-29,7.602386906758797e-28,5.275124757407016e-27,3.4980077971525604e-33,3.192428173555365e-36,3.7611789698210014e-41,1.8259000393604816e-35,1.9470643931293977e-34,4.452705849085389e-26,1.611268693629344e-32,1.137573411201714e-34,7.418555377787329e-32,8.900047040823059e-35,1.3467166606836227e-15,3.948695280956527e-38,6.403764541865625e-37,1.2349212153276803e-27,1.8795270053734267e-34,2.308987953541111e-29,1.5028067702110856e-29,8.459682204932794e-36,1.1638317846990241e-17,1.4416044536498585e-28,5.507926377839018e-23,1.6617294421057045e-19,1.3622120228686877e-32,5.068278647260899e-25
4.6412763289814424e-07,0.11224537184471352,0.0,0.0,0.0,0.0,0.3299997186381536,0.669999716836021,2.7778589556811097e-07,2.7923772903723533e-07,2.1610876808847404e-09,5.100721773747657e-10,6.840876721339424e-18,7.521466571574575e-10,1.4095536109499323e-09,1.0515974679340298e-09,1.975791046138329e-12,1.4658322653568849e-10,8.437072805830575e-11,4.588698856196423e-14,1.5823207590518036e-13,8.974251101479634e-22,2.610932833641663e-14,3.942861642837359e-15,1.1221158419515984e-12,1.3189815480391016e-19,5.378661039047718e-19,2.815788415541139e-28,8.280061975123925e-23,2.84862894572508e-28,1.6909801080605688e-29,1.0121311100887447e-27,7.449739795913682e-27,4.940045965560461e-33,4.7860641839245774e-36,5.635949553623998e-41,2.662575322638595e-35,2.8392603624323356e-34,6.492968744060578e-26,2.3495705638064595e-32,1.7606929963000484e-34,1.1442144107756056e-31,1.3727765915678107e-34,1.632729210274297e-15,6.090342150079743e-38,9.328565184560605e-37,1.796471846180527e-27,2.7344343667652963e-34,3.165931804163991e-29,2.2127035737217265e-29,1.2455871826300894e-35,1.2351233237635248e-17,1.9466715475702928e-28,7.59069288019286e-23,2.1585999841083412e-19,1.8778039109985462e-32,6.962163631542725e-25
4.90820563828308e-07,0.11224537183655235,0.0,0.0,0.0,0.0,0.32999970232022285,0.6699997004369014,2.9381108955037304e-07,2.953028738376101e-07,2.2858580563463476e-09,5.267957034042314e-10,7.235834671011952e-18,8.1587746365005e-10,1.5766894487591506e-09,1.2151798626288389e-09,2.3371092877851454e-12,1.5797743576016966e-10,9.056750804218319e-11,5.254191568025362e-14,1.8705052956065488e-13,1.060871137456334e-21,3.2755797535864974e-14,4.238602800466166e-15,1.1872697402580355e-12,1.581274995921798e-19,6.827470795615344e-19,3.362269799583776e-28,9.788092000673124e-23,3.827443591337372e-28,2.3298133788602793e-29,1.3264479193091983e-27,1.0320707960090494e-26,6.843858434710638e-33,7.015164266982891e-36,8.257068889791021e-41,3.800803019698907e-35,4.0530193728790015e-34,9.26854883443963e-26,3.353961059682924e-32,2.658737807859808e-34,1.720569533720861e-31,2.0643423441349107e-34,1.9576237672393337e-15,9.158123748281444e-38,1.3300738083969687e-36,2.5578681198496786e-27,3.89366683168702e-34,4.262905217205793e-29,3.1860769025019217e-29,1.793523769295423e-35,1.306448456362775e-17,2.5826534994390184e-28,1.027516461741331e-22,2.7635377602337184e-19,2.542679013268618e-32,9.394054564889393e-25
5.175134947584717e-07,0.11224537182864082,0.0,0.0,0.0,0.0,0.3299996859850618,0.669999684026736,3.0984397800937624e-07,3.1136726288972307e-07,2.4106883045892604e-09,5.435185103799288e-10,7.630982146692154e-18,8.802328258736867e-10,1.753212991251212e-09,1.3921275298519775e-09,2.7400818863435228e-12,1.6943469833991404e-10,9.677943559322172e-11,5.973852007641949e-14,2.1900679386038154e-13,1.2421134939966418e-21,4.0573459187010635e-14,4.5418746713497794e-15,1.252478499201509e-12,1.8773625883439903e-19,8.555552831654012e-19,3.9791021372587756e-28,1.146031956808938e-22,5.0613532133880555e-28,3.151571702826197e-29,1.7141403603741428e-27,1.4055295749494146e-26,9.320366417250361e-33,1.0077685602259892e-35,1.1856675691218345e-40,5.323388406866789e-35,5.6766415517475034e-34,1.2981353730443979e-25,4.697504932740431e-32,3.927436708281952e-34,2.529230007586447e-31,3.034679443543717e-34,2.3238872681791434e-15,1.3462403567907674e-37,1.8605061163626694e-36,3.572945753055771e-27,5.439225438515324e-34,5.648029382921857e-29,4.497358313604552e-29,2.53167739084057e-35,1.3778078098935182e-17,3.3731740247427926e-28,1.368807229023414e-22,3.4923073227659757e-19,3.3886273873800015e-32,1.2474376666113367e-24
5.442064256886354e-07,0.11224537182097892,0.0,0.0,0.0,0.0,0.32999966963253935,0.6699996676055177,3.2588468136794136e-07,3.274308970819552e-07,2.535579381308174e-09,5.602406225072811e-10,8.026322173611915e-18,9.45115488577705e-10,1.9391290955566825e-09,1.5825603782110943e-09,3.1870030181307616e-12,1.809442831304379e-10,1.0300307631983232e-10,6.749027325032098e-14,2.542291713285874e-13,1.4418798571997147e-21,4.9685781641141504e-14,4.852683949361155e-15,1.317742622618397e-12,2.209533059731484e-19,1.059787646613704e-18,4.671790409638024e-28,1.3303458627875812e-22,6.598170928965031e-28,4.1937764212596414e-29,2.1873958724826453e-27,1.8849303349004985e-26,1.2499413187985277e-32,1.4218063804261928e-35,1.6721136962118164e-40,7.329601857984309e-35,7.815984726416237e-34,1.7873436925204127e-25,6.467794731473951e-32,5.687912525609721e-34,3.6429221870037095e-31,4.371068992154697e-34,2.7339786444503806e-15,1.9390284223743016e-37,2.5582228598766335e-36,4.905955661620364e-27,7.468978942829654e-34,7.375717850066585e-29,6.236193590899032e-29,3.5105119310314653e-35,1.449201934476022e-17,4.3439021908382555e-28,1.797408154241309e-22,4.361972474873965e-19,4.451624078049197e-32,1.6328490452918386e-24
5.708993566187991e-07,0.11224537181356661,0.0,0.0,0.0,0.0,0.329999653262545,0.6699996511732396,3.419332995146174e-07,3.43493777323721e-07,2.660532085167281e-09,5.769620538737994e-10,8.421857279926345e-18,1.0104434517653171e-09,2.134442683731204e-09,1.7865796387736759e-09,3.680170473862849e-12,1.924974115377242e-10,1.0923576576820673e-10,7.581020391105411e-14,2.928416981457437e-13,1.6608737076063916e-21,6.022109741222252e-14,5.171037145548732e-15,1.3830625295771169e-12,2.5801137275972196e-19,1.299172129887129e-18,5.446140226702404e-28,1.5323999884537332e-22,8.491584377179693e-28,5.498934058321561e-29,2.759712032057822e-27,2.4930202392078654e-26,1.6531844907149123e-32,1.9735081739370665e-35,2.3200349852417993e-40,9.93733366436878e-35,1.0596762235392057e-33,2.423225149730937e-25,8.768852000578305e-32,8.091618171202536e-34,5.15120910457912e-31,6.180999950196999e-34,3.190327867401707e-15,2.7418485391241248e-37,3.463610775444869e-36,6.632879687356297e-27,1.009866879491947e-33,9.507116104095843e-29,8.509488530797787e-29,4.7902073717154234e-35,1.520631291071331e-17,5.523127551939323e-28,2.3297225858380686e-22,5.390928667318317e-19,5.772562147177813e-32,2.1097767515943467e-24
5.975922875489628e-07,0.11224537180640375,0.0,0.0,0.0,0.0,0.3299996368749856,0.6699996347298943,3.5798991515357173e-07,3.595559045770437e-07,2.785547026802052e-09,5.936827749721913e-10,8.817589398588216e-18,1.0761477161691622e-09,2.3391587316615068e-09,2.0042708167961877e-09,4.2218856649084585e-12,2.0408689953372711e-10,1.1547543420143819e-10,8.471091375650839e-14,3.3496429169815413e-13,1.899775165706142e-21,7.231244150185366e-14,5.496940365068673e-15,1.4484385856810125e-12,2.991470531247043e-19,1.5776715846553663e-18,6.308287731383956e-28,1.7528218518574017e-22,1.0801551371133587e-27,7.11488841208422e-29,3.44597193119892e-27,3.256046031645645e-26,2.1591715184397278e-32,2.699066572516505e-35,3.1718127380124273e-40,1.3285401296037304e-34,1.416700329641019e-33,3.2396275449569323e-25,1.1723162968082136e-31,1.1325934446839583e-33,7.163173924458472e-31,8.595390245359823e-34,3.6953354855743734e-15,3.8127627100747645e-37,4.6241539835542576e-36,8.842837366780914e-27,1.3464052875689593e-33,1.2110550236976297e-28,1.1443603594754772e-28,6.441895218346132e-35,1.5920962214003348e-17,6.942284194138717e-28,2.9842374037255703e-22,6.598934102201683e-19,7.397962349170239e-32,2.69406791833317e-24
6.242852184791265e-07,0.1122453717994902,0.0,0.0,0.0,0.0,0.32999962046978254,0.6699996182754754,3.7405459650181497e-07,3.756172797700248e-07,2.910624748114066e-09,6.104027976493607e-10,9.213520244976114e-18,1.1421703192870352e-09,2.5532822596424374e-09,2.2357062081337993e-09,4.8144536257930194e-12,2.1570686538435256e-10,1.2172047171621368e-10,9.420459242767547e-14,3.8071289309986093e-13,2.1592418002607655e-21,8.609739529499684e-14,5.830399749664838e-15,1.5138710840719688e-12,3.4460080934452173e-19,1.8994876242612305e-18,7.2646822693879815e-28,1.9922181642682287e-22,1.3594691110758466e-27,9.095166095109471e-29,4.262520977290288e-27,4.2041051139634425e-26,2.787861326895762e-32,3.641938048205304e-35,4.278291961186156e-40,1.75360071413868e-34,1.869967383854588e-33,4.2761003934690805e-25,1.5473847001906704e-31,1.56202606255628e-33,9.81025639667035e-31,1.1771990900971486e-33,4.2513725225266685e-15,5.221732741335662e-37,6.095265970410261e-36,1.163958379322462e-26,1.7723187985212592e-33,1.5261989672515846e-28,1.5186695620858626e-28,8.548976708428157e-35,1.6635970375312402e-17,8.635003491551652e-28,3.7816730124322472e-22,8.007139624238327e-19,9.379565646356815e-32,3.403389651370765e-24
6.509781494092902e-07,0.11224537179282573,0.0,0.0,0.0,0.0,0.3299996040468692,0.6699996018099759,3.9012739965514176e-07,3.9167790382376166e-07,3.0357657186552803e-09,6.271221468617108e-10,9.609651305447813e-18,1.208462645102898e-09,2.7768183246321927e-09,2.4809470198425207e-09,5.4601830136124375e-12,2.2735249434432254e-10,1.2796962679540623e-10,1.0430303134526463e-13,4.301996050823233e-13,2.4399094103560972e-21,1.0171793595512116e-13,6.171421412738291e-15,1.5793602613325537e-12,3.9461697978630076e-19,2.269064499997745e-18,8.322117053721351e-28,2.251175551837699e-22,1.6944690557965332e-27,1.1499338863809836e-28,5.2272450678371365e-27,5.371515974083601e-26,3.562012056571304e-32,4.853900484334138e-35,5.700024909258869e-40,2.2877351289682758e-34,2.439546266557555e-33,5.578531942978495e-25,2.0186961838729104e-31,2.1252916697944874e-33,1.3249347011488178e-30,1.58991002606333e-33,4.860780667972344e-15,7.052267176402249e-37,7.941177932092618e-36,1.5143101996741178e-26,2.3058856469464366e-33,1.9045514433988199e-28,1.9911211112738256e-28,1.1208526347038209e-34,1.735134014916876e-17,1.0637660282967363e-27,4.745136536314727e-22,9.638117410010587e-19,1.1775077173159022e-31,4.257340073235411e-24
