Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404)
0.002858950307744412,0.11161390845649306,0.0,0.0,0.0,0.0,0.25412992726485956,0.593286867980665,0.00030704542509406855,0.001316759049537712,2.1288880133033184e-06,1.5895379516245406e-06,6.8139732769760145e-15,8.759249892630127e-06,0.006926933405195503,0.09117984264971966,0.011130816410220129,4.7423497763807334e-07,1.2643406749682165e-06,2.3963571392647292e-06,1.576596701590948e-05,8.941790828058144e-14,0.02613412442473488,5.866028496944953e-09,2.0483811151569577e-08,4.499234346663392e-07,0.00811682295665324,2.2070127563407823e-13,2.1693756913452892e-13,4.934983339842878e-09,3.0280107741790874e-09,3.812541570780636e-08,0.0010980657639430241,7.281965916289201e-10,8.095260766941287e-10,3.939463069847272e-14,8.327082771107484e-13,8.879657666674092e-12,1.878483665822269e-05,6.053615475046559e-12,2.4292696862913265e-10,1.0023759122387798e-10,1.1214945164138765e-13,6.2557099355226e-07,5.335718435952197e-17,2.9382762669791525e-13,0.0003615647893764624,5.5110761320666126e-11,1.912359345061938e-09,6.738988332994439e-09,3.7935470511237316e-15,5.0040962852735565e-11,9.240355518110213e-13,9.993077762921916e-05,0.0002329259717347982,2.2523618003119557e-14,3.087753284535857e-07
0.0028673502143313633,0.11161324582431309,0.0,0.0,0.0,0.0,0.25369976397477334,0.592759734413395,0.0003072907651593157,0.0013203282893394183,2.1287086762562056e-06,1.5953797730478008e-06,6.814473016331094e-15,8.796061985807936e-06,0.006935735074354164,0.09181004210272224,0.011146452870244109,4.756133105156337e-07,1.2694229208274315e-06,2.4073876002357334e-06,1.582457001539381e-05,8.975028007353596e-14,0.026335784772785573,5.886644723900279e-09,2.0552789488497332e-08,4.531078302727329e-07,0.00818197762154821,2.2334029842049386e-13,2.193526757548354e-13,4.979586607773075e-09,3.0651957165121347e-09,3.863099648818965e-08,0.0011136946562115282,7.385610948223133e-10,8.218799332804489e-10,4.0063880616986116e-14,8.468407821690714e-13,9.030360872521601e-12,1.906616989340132e-05,6.138855403957144e-12,2.47235007096812e-10,1.0208295897999301e-10,1.1421979199469944e-13,6.327573128041406e-07,5.4339485127255854e-17,2.989315160392607e-13,0.00036736082912150545,5.599421066253391e-11,1.944044170408397e-09,6.8338796668489816e-09,3.8469637841675015e-15,5.074541459855863e-11,9.33695326720363e-13,0.0001012225129566355,0.00023592009891303277,2.283150974833919e-14,3.131306904441577e-07
0.0028757501209183147,0.11161260464874265,0.0,0.0,0.0,0.0,0.25326875320753917,0.5922306930398633,0.00030753285360940344,0.001323872619358153,2.1284965425685493e-06,1.6012074921215546e-06,6.814878022617702e-15,8.832845609904933e-06,0.00694441082903876,0.09244245597480398,0.011161756459365721,4.769896444063705e-07,1.2744790574658704e-06,2.418401947571379e-06,1.5882884921962894e-05,9.00810179295544e-14,0.026538315460929454,5.907111839600329e-09,2.0621263096299855e-08,4.562927272793668e-07,0.008247222775685254,2.2600030101878992e-13,2.217845745391376e-13,5.024282020274816e-09,3.102609586139797e-09,3.914065148453082e-08,0.0011294704116666919,7.490229922487178e-10,8.343581809707797e-10,4.0740701451002096e-14,8.61133181009312e-13,9.182769119720983e-12,1.9350355362965792e-05,6.22483152511876e-12,2.515951243565345e-10,1.0395313920124017e-10,1.163181688591416e-13,6.39992257484386e-07,5.533499370543477e-17,3.041034699802994e-13,0.00037323122479619524,5.688899355348019e-11,1.9761634540934155e-09,6.929590563165349e-09,3.900841869663686e-15,5.145595041139199e-11,9.434068793689894e-13,0.00010252414486717797,0.0002389387105768475,2.314199022302742e-14,3.1752661848324053e-07
0.002883310036846571,0.1116120459190652,0.0,0.0,0.0,0.0,0.2528801268852096,0.5917529312129205,0.00030774794450739036,0.0013270409217134831,2.1282775802887264e-06,1.6064400152911925e-06,6.815161460536004e-15,8.865924484834076e-06,0.006952111182398261,0.09301351245488694,0.011175245272348675,4.782265677594951e-07,1.2790067393165868e-06,2.428300403408189e-06,1.5935117088874826e-05,9.037725702553407e-14,0.02672133572898536,5.925402648528166e-09,2.0682450791456674e-08,4.59159314290294e-07,0.008306016634012882,2.2841225408084816e-13,2.239876082808388e-13,5.064583396954039e-09,3.1364759197273136e-09,3.9602814290837664e-08,0.0011437943116585703,7.585220728407065e-10,8.456950624662625e-10,4.135631794153831e-14,8.741331529254861e-13,9.321395459185187e-12,1.9608564648478862e-05,6.3028379592815685e-12,2.555638198059357e-10,1.0565759944129543e-10,1.1823077727916702e-13,6.465449630573915e-07,5.624228848975169e-17,3.088167266224945e-13,0.0003785786455350292,5.770406307456654e-11,2.005445429736421e-09,7.016429404509316e-09,3.949725650912195e-15,5.210062196469138e-11,9.521911483105133e-13,0.00010370403897531636,0.00024167635904749832,2.3423628887387578e-14,3.215176302254873e-07
0.0028908699527748273,0.11161150453536967,0.0,0.0,0.0,0.0,0.252490829002598,0.591273636457416,0.00030796038572964085,0.0013301884960174833,2.1280320577012204e-06,1.611660423190882e-06,6.815368059961925e-15,8.898976431111718e-06,0.00695970923592243,0.09358634506547442,0.011188464840208466,4.79461744854986e-07,1.2835122946229593e-06,2.4381844731080053e-06,1.598710677760736e-05,9.067212089127753e-14,0.026905058142297295,5.94356869494109e-09,2.074321639590851e-08,4.6202581860681693e-07,0.008364876042422526,2.308411907505334e-13,2.2620417136555208e-13,5.104953165752478e-09,3.1705236213364645e-09,4.00682540292383e-08,0.0011582374402791635,7.681002214490778e-10,8.571328593998105e-10,4.1978074252051334e-14,8.872628066752501e-13,9.461404672243381e-12,1.986909082541728e-05,6.38143774300939e-12,2.595748085043824e-10,1.0738232451389127e-10,1.2016629181538178e-13,6.531364516889085e-07,5.716037035562735e-17,3.1358571157826885e-13,0.00038398720496800423,5.85284515349199e-11,2.035085171180112e-09,7.1039287901047145e-09,3.998981269237963e-15,5.2750197103713226e-11,9.610166012941555e-13,0.00010489188017014844,0.00024443376895157435,2.3707350145372485e-14,3.2554147729533037e-07
0.0028984298687030835,0.1116109804786402,0.0,0.0,0.0,0.0,0.25210086671872767,0.5907928148384383,0.00030817016992152826,0.0013333150833741236,2.1277599780054626e-06,1.6168683887779358e-06,6.8154977754979274e-15,8.931999593850873e-06,0.00696720485115732,0.09416094525045136,0.011201415387989454,4.806951149566456e-07,1.287995261499777e-06,2.448053516750841e-06,1.6038849599910963e-05,9.096558463849582e-14,0.0270894812859059,5.961608132271179e-09,2.0803553758122776e-08,4.648920090852246e-07,0.008423797301812381,2.332871067498335e-13,2.284342275549934e-13,5.145388377487618e-09,3.2047507555451255e-09,4.05369591747785e-08,0.0011727999055108796,7.777575096837738e-10,8.68671633183309e-10,4.2605972038086874e-14,9.005221832297919e-13,9.602797195795407e-12,2.0131936556082173e-05,6.4606293138694e-12,2.636281282962758e-10,1.0912739335811008e-10,1.221248059889047e-13,6.597664240422245e-07,5.808928132299062e-17,3.1841071086775405e-13,0.0003894573304970706,5.936222408041175e-11,2.0650854176399567e-09,7.192086980514263e-09,4.0486077454677974e-15,5.340466291519064e-11,9.698828681622808e-13,0.00010608763318163813,0.0002472109016728137,2.3993146762499328e-14,3.2959814058732954e-07
0.00290598978463134,0.111610473727861,0.0,0.0,0.0,0.0,0.25171024725822466,0.5903104725454028,0.00030837728981854723,0.0013364204263628088,2.127461347108471e-06,1.6220635836800584e-06,6.815550567268622e-15,8.964992110262408e-06,0.006974597894826566,0.09473730429773566,0.011214097169470194,4.819266171103312e-07,1.2924551778655563e-06,2.4579068881303137e-06,1.6090341197496004e-05,9.125762354881918e-14,0.027274603696966604,5.979519107218588e-09,2.0863456705000632e-08,4.677576506214176e-07,0.008482776694636549,2.357499912871454e-13,2.3067773741726027e-13,5.185886035492445e-09,3.239155267555292e-09,4.100891709434434e-08,0.0011874818026555048,7.874940007454211e-10,8.803114265525977e-10,4.3240011759921794e-14,9.139112984605796e-13,9.745573199088052e-12,2.0397104207212193e-05,6.540411000575644e-12,2.677238085819324e-10,1.1089288195873798e-10,1.241064100587268e-13,6.664345721917818e-07,5.902906183918466e-17,3.2329200367131435e-13,0.0003949894468699875,6.020544545235441e-11,2.0954488924854234e-09,7.2809021155170855e-09,4.0986040324363615e-15,5.406400558922081e-11,9.78789569205905e-13,0.0001072912611290069,0.0002500077153819691,2.428101094205489e-14,3.3368759598986947e-07
0.002913549700559596,0.11160998426000822,0.0,0.0,0.0,0.0,0.2513189779108117,0.589826615892095,0.0003085817382669464,0.0013395042691273086,2.1271361726982748e-06,1.627245679175891e-06,6.815526398690072e-15,8.997952105768768e-06,0.00698188823894703,0.09531541333944701,0.011226510467092863,4.831561901576859e-07,1.2968915813625456e-06,2.4677439373748097e-06,1.614157722916679e-05,9.154821300082708e-14,0.02746042386451351,5.997299776353282e-09,2.0922919095693652e-08,4.7062250618502974e-07,0.008541810485664414,2.382298309771907e-13,2.329346591432216e-13,5.2264431216133135e-09,3.2737350478838395e-09,4.148411442110188e-08,0.0012022832142238892,7.973097493521693e-10,8.920522679544719e-10,4.388019266579536e-14,9.274301428159248e-13,9.889732580266047e-12,2.0664595847621335e-05,6.62078102692269e-12,2.7186186984931224e-10,1.126788632466734e-10,1.2611119091739054e-13,6.731405797916998e-07,5.997975072596317e-17,3.282298625009995e-13,0.0004005839760217174,6.105817996332567e-11,2.126178293999114e-09,7.370372217908645e-09,4.14896901712525e-15,5.472821044743742e-11,9.877363161344726e-13,0.00010850272551410355,0.00025282416501223013,2.457093444473065e-14,3.378098133910809e-07
0.0029211096164878524,0.111609512050263,0.0,0.0,0.0,0.0,0.2509270660307222,0.5893412513165799,0.00030878350822317456,0.0013425663574545806,2.1267844642338655e-06,1.6324143468139982e-06,6.815425236420262e-15,9.03087769690354e-06,0.006989075760949903,0.0958952633522612,0.011238655591856694,4.843837727099354e-07,1.3013040107856665e-06,2.4775640126316826e-06,1.6192553351759467e-05,9.183732836193586e-14,0.02764694022927193,6.014948306656076e-09,2.0981934824100362e-08,4.7348633778042703e-07,0.008600894922762689,2.4072661023870266e-13,2.3520494914991746e-13,5.267056597501598e-09,3.3084879387718373e-09,4.196253717191939e-08,0.0012172042098400088,8.072048016760701e-10,9.038941715213379e-10,4.452651277882922e-14,9.410786810447452e-13,1.0035274963426386e-11,2.0934413244913657e-05,6.7017375113212404e-12,2.7604232354687427e-10,1.1448540702166431e-10,1.281392320025821e-13,6.798841220386851e-07,6.094138513836315e-17,3.332245530004354e-13,0.00040624133693071776,6.192049147526439e-11,2.1572763022300982e-09,7.460495193243151e-09,4.199701520517993e-15,5.5397261941113025e-11,9.9672271209444e-13,0.00010972198621572314,0.0002556602022376918,2.48629085861774e-14,3.419647571760088e-07
0.0029362294483443645,0.11160861929593897,0.0,0.0,0.0,0.0,0.2501413444075568,0.5883660247716385,0.00030917898502100184,0.0013486242627567865,2.1260014917454924e-06,1.6427100851563852e-06,6.814991813364606e-15,9.096618088516035e-06,0.007003141876276813,0.09706014942351707,0.011262142708772741,4.868327198058332e-07,1.3100551072702895e-06,2.49715062001699e-06,1.629370853176014e-05,9.241103847795195e-14,0.02802205507032146,6.049841673892753e-09,2.1098602052074747e-08,4.792099707134878e-07,0.008719200648006272,2.457709132107968e-13,2.39785448891664e-13,5.348440465744578e-09,3.3785041691351595e-09,4.292899963209552e-08,0.001247405166597759,8.272329589826082e-10,9.278811487496428e-10,4.583755652709209e-14,9.687645682240638e-13,1.0330505846941549e-11,2.148103085415926e-05,6.865401797781537e-12,2.8453040820057613e-10,1.181604452486529e-10,1.3226541095697893e-13,6.934824689034538e-07,6.289763065231709e-17,3.4338545620698006e-13,0.00041774621403076217,6.3674098525728e-11,2.220588735007755e-09,7.642690794727921e-09,4.302264035093799e-15,5.674983825822959e-11,1.0148128212115296e-12,0.00011218372793585174,0.00026139082972602315,2.545297179880135e-14,3.5037265390270183e-07
0.0029513492802008766,0.11160779522743398,0.0,0.0,0.0,0.0,0.2493531424920751,0.5873848468961785,0.00030956366607676525,0.001354592144226181,2.1251125407780954e-06,1.6529481741410682e-06,6.814250096364601e-15,9.162198047348869e-06,0.007016795372577072,0.09823188722926941,0.011284561575571122,4.892729634818164e-07,1.3187047980116598e-06,2.516661447000603e-06,1.6393772151326524e-05,9.297855773876084e-14,0.028399934773015122,6.084184771529458e-09,2.1213410290562782e-08,4.849266213782069e-07,0.008837663542720886,2.5088272773085904e-13,2.444188458147974e-13,5.430012943319004e-09,3.4491856919459682e-09,4.39081791750271e-08,0.001278084969031526,8.475786690294918e-10,9.52272178930688e-10,4.717310227520092e-14,9.969681553098043e-13,1.0631257268764731e-11,2.2036965054349114e-05,7.031386689687459e-12,2.9318796954354215e-10,1.21918490420018e-10,1.3648554305876686e-13,7.072268460307895e-07,6.489806122524507e-17,3.537766953798122e-13,0.0004295073655404654,6.546676767448799e-11,2.28540713639038e-09,7.827469806935106e-09,4.406280816952513e-15,5.812159264956291e-11,1.0330565518916496e-12,0.00011467613271253344,0.00026719914537478076,2.6051122104755342e-14,3.5891088975214e-07
0.0029664691120573888,0.11160703957691931,0.0,0.0,0.0,0.0,0.24856252138538387,0.5863977736558373,0.00030993749917353924,0.0013604680346961512,2.124117751715409e-06,1.6631259948033896e-06,6.8131999385692504e-15,9.22760221587178e-06,0.007030035474690902,0.09941039902306319,0.011305915698199978,4.917040062520712e-07,1.3272494348443325e-06,2.536091200451012e-06,1.6492709799214326e-05,9.353969097836196e-14,0.0287805651069112,6.117963362994675e-09,2.132631210705059e-08,4.90634344988391e-07,0.00895625305380526,2.560618428106717e-13,2.4910471593952317e-13,5.5117490437967685e-09,3.520513449473388e-09,4.489993980928532e-08,0.0013092437020460674,8.68241988122467e-10,9.770668455876315e-10,4.853308901523661e-14,1.0256882121444723e-12,1.0937516111003679e-11,2.2602218886958517e-05,7.19967331657061e-12,3.020147636284445e-10,1.257599828424184e-10,1.4080016532670383e-13,7.211143536176365e-07,6.694291123721905e-17,3.644001331913221e-13,0.00044152802271408913,6.729899143891298e-11,2.351752026168853e-09,8.01481122410838e-09,4.5117400414228655e-15,5.951236917310004e-11,1.0514504248774783e-12,0.00011719882079145466,0.00027308464349722137,2.6657273778853973e-14,3.6757897716680414e-07
0.002981588943913901,0.11160635204686743,0.0,0.0,0.0,0.0,0.24776954316623928,0.5854048629892014,0.00031030043414468934,0.0013662500003478507,2.1230172949591006e-06,1.67324093653643e-06,6.811841250619783e-15,9.292815131091447e-06,0.007042861503862696,0.10059560460980677,0.011326209029332015,4.941253485666995e-07,1.33568539540878e-06,2.555434562012731e-06,1.6590487275317578e-05,9.409424422823468e-14,0.029163931053631242,6.151163431888449e-09,2.1437260799448256e-08,4.963311819351248e-07,0.00907493842748708,2.6130800845713586e-13,2.538426020253533e-13,5.593623513545478e-09,3.592467603622398e-09,4.590413483251694e-08,0.001340881236921775,8.892228308995042e-10,1.0022644917702672e-09,4.991743516704563e-14,1.0549230768852035e-12,1.124926465245139e-11,2.3176790336637935e-05,7.370241102029516e-12,3.1101039266325183e-10,1.2968530768648198e-10,1.452097537628946e-13,7.351419602663394e-07,6.903238571929263e-17,3.752575080416016e-13,0.0004538113558523115,6.917125304565124e-11,2.41964345798441e-09,8.204692141378776e-09,4.61862881477503e-15,6.092199778836992e-11,1.0699908280430452e-12,0.00011975138618427485,0.00027904676469493847,2.727133379940966e-14,3.7637633614821566e-07
0.002996708775770413,0.11160573230960745,0.0,0.0,0.0,0.0,0.24697427086971763,0.5844061747983422,0.00031065242298290404,0.0013719361431033864,2.121811371511987e-06,1.683290399816474e-06,6.810174002726187e-15,9.35782123943945e-06,0.0070552728809330795,0.10178742136432924,0.011345445964063111,4.96536489309263e-07,1.3440090876392678e-06,2.574686193842288e-06,1.6687070634524896e-05,9.464202496607239e-14,0.029550016803221807,6.183771200479876e-09,2.1546210457854492e-08,5.020151597334294e-07,0.009193688734213303,2.6662093522491476e-13,2.586320135373617e-13,5.675610854115637e-09,3.665027547305447e-09,4.692060682561629e-08,0.0013729972291907338,9.10520968922276e-10,1.027864217104914e-09,5.132603830374396e-14,1.0846706501931958e-12,1.156648050662459e-11,2.3760672261620354e-05,7.543067761204857e-12,3.2017430231564174e-10,1.3369479339855697e-10,1.4971472153644422e-13,7.493065046319966e-07,7.116665950806669e-17,3.8635042934612367e-13,0.0004663604695251007,7.108402570248716e-11,2.489100979999759e-09,8.397087751952224e-09,4.726933172637408e-15,6.235029433556792e-11,1.088674018110108e-12,0.00012233339666002066,0.0002850848954432429,2.7893201813844376e-14,3.853022930945725e-07
0.003011828607626925,0.11160518000833439,0.0,0.0,0.0,0.0,0.2461767684649079,0.5834017709370536,0.0003109934199492748,0.001377524602916693,2.120500213544197e-06,1.6932717988721633e-06,6.8081982268113374e-15,9.422604912160106e-06,0.007067269129337155,0.10298576425273402,0.011363631335212404,4.989369262935762e-07,1.3522169542885045e-06,2.5938407444109775e-06,1.6782426230248578e-05,9.518284236266091e-14,0.029938805751543413,6.215773147838813e-09,2.1653116025142432e-08,5.076842950551266e-07,0.009312472893349674,2.720002938751767e-13,2.6347242666469157e-13,5.757685344872237e-09,3.738171918546139e-09,4.794918767344141e-08,0.0014055911168452924,9.321360294881495e-10,1.053864875148496e-09,5.2758774926079265e-14,1.1149283904452738e-12,1.188913657070184e-11,2.435385233293182e-05,7.718129302004654e-12,3.2950577936923953e-10,1.3778871020245826e-10,1.54315417263309e-13,7.636046974924288e-07,7.334587644815933e-17,3.9768037308590587e-13,0.00047917839791573565,7.30377718886631e-11,2.5601435949328083e-09,8.591971348470225e-09,4.836638080762595e-15,6.379706054566113e-11,1.1074961227646184e-12,0.0001249443937848301,0.000291198367766713,2.8522770116102283e-14,3.9435607971788145e-07
0.0030420682713399494,0.11160427614246848,0.0,0.0,0.0,0.0,0.2445753337350631,0.5813760732877205,0.00031164226728045536,0.001388401236704495,2.117563281539578e-06,1.7130201453892822e-06,6.803321539207808e-15,9.551442148158884e-06,0.007090014863241189,0.10540167640273977,0.011396868875168591,5.037036777308102e-07,1.3682711822531078e-06,2.6318371601764383e-06,1.6969321282629258e-05,9.624283367089303e-14,0.030724422849546764,6.2779068841758415e-09,2.1860619272610937e-08,5.189700628101486e-07,0.009550017837809673,2.829567888950956e-13,2.733039964676102e-13,5.92199192140129e-09,3.8861248085187635e-09,5.004195019088971e-08,0.0014722092344955971,9.763147007545872e-10,1.1070631607386869e-09,5.569604813399379e-14,1.1769619697266135e-12,1.2550637078167528e-11,2.556803135790524e-05,8.074852552892435e-12,3.486677760625462e-10,1.462306184925092e-10,1.6380505463269339e-13,7.925882461954902e-07,7.783955574234919e-17,4.210565394883486e-13,0.0005056324566344482,7.70699770054718e-11,2.70705715087856e-09,8.989086199299748e-09,5.060184079567918e-15,6.674513857144616e-11,1.1455409547737558e-12,0.00013025138384135395,0.0003036483917818538,2.9804539973775385e-14,4.12843590315038e-07
0.0030723079350529737,0.11160363702265784,0.0,0.0,0.0,0.0,0.24296576847695145,0.5793283033142904,0.00031224665970859246,0.0013988658668707455,2.1142089991918243e-06,1.7324656663330556e-06,6.797212757260833e-15,9.679200891242452e-06,0.0071110970517829185,0.10784261361073665,0.011425968858901906,5.084215829675823e-07,1.3838204881812777e-06,2.6693809405147437e-06,1.7150910827743357e-05,9.727273444147332e-14,0.031520633585604224,6.337462287142086e-09,2.2059429404713507e-08,5.301724803236912e-07,0.00978732255662369,2.941740524559474e-13,2.8333245875017644e-13,6.086333931591384e-09,4.036140877336936e-09,5.218086524361133e-08,0.001540726690909347,1.0217529432359243e-09,1.161845177718447e-09,5.872783871651585e-14,1.240994494692897e-12,1.3233453518072047e-11,2.6819123084677557e-05,8.440184959598218e-12,3.6848742507487054e-10,1.5501197768089425e-10,1.7368010353609898e-13,8.220638244864464e-07,8.25139267244103e-17,4.4539498688509015e-13,0.0005331962209693156,8.127132671512982e-11,2.8605237233212766e-09,9.395785231041919e-09,5.2891252564074644e-15,6.976436506821921e-11,1.1840918554937068e-12,0.00013566816901007213,0.00031639039628736544,3.1115634617887586e-14,4.318307959551935e-07
0.003102547598765998,0.11160325878527001,0.0,0.0,0.0,0.0,0.2413486154795152,0.5772590243848619,0.00031280632386536394,0.0014089052084550844,2.110440395736478e-06,1.7515884444102751e-06,6.789874569489664e-15,9.805755008030908e-06,0.00713051585673832,0.11030781174251765,0.011450985123368177,5.130866376817367e-07,1.3988381265445616e-06,2.7064293746368753e-06,1.7326940756250237e-05,9.827110347341545e-14,0.03232727646346074,6.394342241990299e-09,2.2249222706375464e-08,5.41275505371208e-07,0.010024135577445052,3.056479923854401e-13,2.935524378811666e-13,6.250500055240051e-09,4.188023778623404e-09,5.4364208816285304e-08,0.0016111310328268905,1.068442498391427e-09,1.2181927059383794e-09,6.185238471166071e-14,1.3069893817137013e-12,1.3937195777666958e-11,2.8106837272564873e-05,8.813873773947971e-12,3.8895311995299327e-10,1.6413271884183956e-10,1.8394087332554688e-13,8.520007671795899e-07,8.736895273535311e-17,4.707023025582072e-13,0.0005618909549767307,8.564506214862197e-11,3.020671622589779e-09,9.81178708671743e-09,5.523303228321974e-15,7.285265131338398e-11,1.2231134617123233e-12,0.00014119015236145805,0.00032941706095627457,3.2454928288836485e-14,4.5130806339170715e-07
0.003132787262479022,0.1116031371435041,0.0,0.0,0.0,0.0,0.23972442987076137,0.5751688291810159,0.00031332103254640587,0.0014185067925313324,2.1062610406061725e-06,1.770369039877105e-06,6.781310844329749e-15,9.930978707364523e-06,0.007148273330140345,0.11279647117969084,0.011471977903591508,5.176948697797317e-07,1.4132983385666902e-06,2.7429401043667003e-06,1.749716579985594e-05,9.923654970827915e-14,0.033144177322072026,6.448455405028574e-09,2.2429694664110354e-08,5.522631290109129e-07,0.010260205510793343,3.1737386333776715e-13,3.0395804435262605e-13,6.414277770340026e-09,4.3415669128968775e-09,5.659009384428892e-08,0.0016834062405473003,1.1163727425484266e-09,1.2760834507314726e-09,6.506757731215145e-14,1.374902761354246e-12,1.4661396051390708e-11,2.9430796952412545e-05,9.195639863748199e-12,4.100505791050985e-10,1.7359172629911186e-10,1.9458650665928286e-13,8.823666268692521e-07,9.240403992787565e-17,4.969825709385312e-13,0.0005917363507957468,9.019418484072939e-11,3.1876166046150093e-09,1.0236781037321659e-08,5.762543078095831e-15,7.600769053552419e-11,1.262568619524862e-12,0.00014681233644084623,0.0003427201885359713,3.3821179689795775e-14,4.7126418756780276e-07
0.0031630269261920464,0.11160326740928493,0.0,0.0,0.0,0.0,0.2380937780873494,0.5730583387670724,0.0003137906075694476,0.0014276590284629756,2.1016750510900955e-06,1.788788575223923e-06,6.7715266857954175e-15,1.0054747087366436e-05,0.0071643734791817975,0.1153077582088509,0.01148901357583744,5.2224235637438e-07,1.4271764914685952e-06,2.778871324625465e-06,1.7661350862842275e-05,1.0016773978203816e-13,0.033971149464556254,6.499716711538834e-09,2.260056166600602e-08,5.631194490462564e-07,0.010495281912991632,3.2934626985894984e-13,3.145428882890171e-13,6.577454188882097e-09,4.496554247070666e-09,5.885647556677267e-08,0.001757532733542319,1.1655306906252776e-09,1.3354910426640282e-09,6.837096283263872e-14,1.4446835173636613e-12,1.5405509256623473e-11,3.079053807804383e-05,9.585178360587319e-12,4.317628418954485e-10,1.8338681201685258e-10,2.0561494887925261e-13,9.131272893602797e-07,9.76180236342657e-17,5.242372793521605e-13,0.0006227503848347004,9.492143480956817e-11,3.3614606278650036e-09,1.067042770287256e-08,6.0066537601531345e-15,7.922696326739044e-11,1.3024185071514802e-12,0.00015252933529942203,0.00035629071310404006,3.521303433924523e-14,4.916863907064262e-07
0.0031932665899050707,0.11160364451401233,0.0,0.0,0.0,0.0,0.2364572367709057,0.5709282015182652,0.00031421492241539363,0.0014363512618551582,2.0966870975614624e-06,1.8068288172183713e-06,6.760528485606684e-15,1.0176936681556553e-05,0.007178822320858531,0.11784080658745147,0.011502164375415319,5.26725240617404e-07,1.440449211591767e-06,2.81418198258864e-06,1.7819272303343434e-05,1.0106340529193815e-13,0.03480799384512257,6.54804784643926e-09,2.2761562578023894e-08,5.738287430317729e-07,0.010729116154860685,3.415591730285796e-13,3.253000954532975e-13,6.739816895213517e-09,4.652761203026641e-09,6.11611579109954e-08,0.001833487393438076,1.2159010113719819e-09,1.3963850586338944e-09,7.175974692846523e-14,1.5162733728596087e-12,1.616891395272438e-11,3.218550964122783e-05,9.982159454597843e-12,4.54070283689796e-10,1.9351469679776567e-10,2.1702292492380703e-13,9.442470986890554e-07,1.0300915835785982e-16,5.524652387194129e-13,0.0006549491783615773,9.982926930735871e-11,3.542290656298701e-09,1.1112359937133333e-08,6.255428598590454e-15,8.250774391396737e-11,1.3426227658265304e-12,0.00015833538936249717,0.00037011871356173954,3.662902769460349e-14,5.125603310063125e-07
0.003223506253618095,0.11160426303228121,0.0,0.0,0.0,0.0,0.2348153915982473,0.5687790919129049,0.00031459390460114307,0.001444573827327121,2.091302405044404e-06,1.8244722564452179e-06,6.748323969383571e-15,1.0297426009205309e-05,0.007191627925468267,0.12039471927820641,0.011511508091125203,5.311397484279692e-07,1.45309451229341e-06,2.8488319761475587e-06,1.7970719166656307e-05,1.0192234979131109e-13,0.03565449931428028,6.593377680749378e-09,2.2912460206654656e-08,5.843755421355302e-07,0.010961462288030162,3.5400590124162867e-13,3.362223269776292e-13,6.9011548006229305e-09,4.809955640008604e-09,6.350180119194016e-08,0.0019112436046030976,1.267466054286651e-09,1.4587310690685425e-09,7.523080178712195e-14,1.5896070387204525e-12,1.6950913923424473e-11,3.3615074271042545e-05,1.0386229361877931e-11,4.769506544439902e-10,2.0397099919122196e-10,2.288059247046655e-13,9.756889969746284e-07,1.0857511186848877e-16,5.816625225844068e-13,0.0006883468642047844,1.0491984250256053e-10,3.730177509168531e-09,1.1562183904461733e-08,6.508645893362544e-15,8.584710874682762e-11,1.383139647737347e-12,0.00016422438309506268,0.0003841934324301093,3.806758916970321e-14,5.33870121153767e-07
0.003253745917331119,0.11160511720668967,0.0,0.0,0.0,0.0,0.23316883605145183,0.5666117091912499,0.0003149275376846649,0.0014523180955099265,2.0855267513180163e-06,1.8417021833192017e-06,6.734922235637543e-15,1.0416096122363483e-05,0.007202800447890304,0.12296857034665354,0.011517127737679773,5.354822049312996e-07,1.4650919135965142e-06,2.882782350987806e-06,1.8115494352232393e-05,1.0274345540826044e-13,0.03651044292337268,6.63564265934078e-09,2.3053042600067675e-08,5.947447043295208e-07,0.011192077901543697,3.666791663176502e-13,3.4730180258344583e-13,7.061258988393422e-09,4.9678989191179044e-09,6.587593104224585e-08,0.0019907713128356867,1.3202058885348063e-09,1.5224907081785845e-09,7.878067577264872e-14,1.6646124134676895e-12,1.7750740308290464e-11,3.507850933503279e-05,1.0797011444616126e-11,5.003791381503134e-10,2.1475023264924642e-10,2.409581976846081e-13,1.007414668946569e-06,1.1431296368828873e-16,6.118224253917526e-13,0.0007229554611908473,1.101949863412916e-10,3.925174796401098e-09,1.2019480326750052e-08,6.76606962221638e-15,8.924194516119062e-11,1.4239261725312796e-12,0.00017018986549230993,0.0003985033000759432,3.95270469287719e-14,5.555983572494209e-07
