Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34)
2.951481009700273e-09,0.11224537201926653,0.0,0.0,0.0,0.0,0.3299999982202779,0.6699999983918915,1.767651948182677e-09,1.5960257043606563e-09,1.2033182157190369e-11,1.8367532609521468e-10,3.809169110617776e-20,4.10404193351444e-14,3.7088630310093135e-14,2.8825321017864817e-16,5.097691695763274e-19,4.0295289761013106e-15,8.330690604905206e-15,3.490638244336335e-20
3.13631468052401e-09,0.11224537201962269,0.0,0.0,0.0,0.0,0.3299999981088239,0.6699999982836056,1.878239595954584e-09,1.7034437312526024e-09,1.2894190936853204e-11,1.8770848433828592e-10,4.0817262546981264e-20,4.694582336048132e-14,4.2477802289952014e-14,3.5176926603299297e-16,6.115661136555223e-19,4.566379992354732e-15,9.439467602739299e-15,4.2673060735273386e-20
3.3211483513477466e-09,0.11224537201993273,0.0,0.0,0.0,0.0,0.32999999799736973,0.6699999981749083,1.988826956642563e-09,1.8112725868479851e-09,1.3755197271728058e-11,1.9133070504607726e-10,4.3542826248537235e-20,5.3254950924524665e-14,4.8239344428408506e-14,4.241093522139076e-16,7.260846410968779e-19,5.137877728194396e-15,1.0619594877949612e-14,5.1529006203841815e-20
3.5059820221714833e-09,0.1122453720202014,0.0,0.0,0.0,0.0,0.32999999788591555,0.6699999980658425,2.099413999138075e-09,1.9194691562354524e-09,1.4616233193585092e-11,1.9458510273684432e-10,4.626848361007734e-20,5.996761561378434e-14,5.4373228035854895e-14,5.05856763509031e-16,8.54073766337982e-19,5.744102304728073e-15,1.1871212675332275e-14,6.154698199582584e-20
3.69081569299522e-09,0.11224537202043304,0.0,0.0,0.0,0.0,0.32999999777446115,0.669999997956447,2.2100006179983506e-09,2.0279949528634748e-09,1.5477405104239814e-11,1.975101636112615e-10,4.899457145233927e-20,6.708355369260896e-14,6.087936022676479e-14,5.975947456605129e-16,9.962824365887401e-19,6.385119996650192e-15,1.3194432541609949e-14,7.279977610813665e-20
3.875649363818956e-09,0.11224537202063171,0.0,0.0,0.0,0.0,0.3299999976630068,0.6699999978467563,2.3205868718281685e-09,2.136815484671947e-09,1.6338655191077708e-11,2.0014037941502858e-10,5.17209067694781e-20,7.460263240920415e-14,6.775778987395888e-14,6.999058791397546e-16,1.1534595581455915e-18,7.060985137575569e-15,1.458934128590625e-14,8.536012138065834e-20
4.060483034642693e-09,0.11224537202080079,0.0,0.0,0.0,0.0,0.3299999975515523,0.6699999977368013,2.431172944800955e-09,2.2458997264347412e-09,1.719979994248811e-11,2.0250677509150074e-10,5.444690863224516e-20,8.252481811523048e-14,7.500867436080291e-14,8.133721548039033e-16,1.3263541197932395e-18,7.77174170641109e-15,1.6056004277516448e-14,9.930070830678278e-20
4.245316705466429e-09,0.11224537202094341,0.0,0.0,0.0,0.0,0.3299999974400978,0.6699999976266102,2.541758843949213e-09,2.3552198892712876e-09,1.806083312112492e-11,2.046371392680004e-10,5.717255732616942e-20,9.08499146137032e-14,8.263201804422725e-14,9.3857571810255e-16,1.5157151950424171e-18,8.517424020539035e-15,1.7594466887013142e-14,1.1469428656726551e-19
4.430150376290165e-09,0.11224537202106213,0.0,0.0,0.0,0.0,0.3299999973286431,0.6699999975162072,2.6523443528615094e-09,2.4647512786405854e-09,1.8921972107906734e-11,2.0655616626051607e-10,5.989854090079927e-20,9.957752343192644e-14,9.06276322487904e-14,1.0760989791391451e-15,1.72229175237788e-18,9.298057162669171e-15,1.920475537323282e-14,1.3161368058632682e-19
4.614984047113902e-09,0.11224537202115967,0.0,0.0,0.0,0.0,0.3299999972171884,0.6699999974056144,2.7629293988451544e-09,2.574471897423267e-09,1.9783290423617546e-11,2.082858529880113e-10,6.262509232663875e-20,1.0870736305749346e-13,9.899545248650654e-14,1.2265236850849428e-15,1.9468325802434303e-18,1.011365817362775e-14,2.0886879362116624e-14,1.5013166636349829e-19
4.799817717937638e-09,0.11224537202123831,0.0,0.0,0.0,0.0,0.3299999971057336,0.6699999972948518,2.8735142340212657e-09,2.6843618839143404e-09,2.0644536480333937e-11,2.098460609745562e-10,6.53514145282591e-20,1.1823942740780665e-13,1.0773569491691323e-13,1.3904304498866806e-15,2.190086543360123e-18,1.0964237741644381e-14,2.2640835358097687e-14,1.7032091079137853e-19
4.984651388761374e-09,0.11224537202129987,0.0,0.0,0.0,0.0,0.3299999969942786,0.6699999971839375,2.984098955060387e-09,2.794403298708657e-09,2.150561426323423e-11,2.1125472946190236e-10,6.807720452742258e-20,1.281735702829858e-13,1.1684844140616078e-13,1.5683999412392242e-15,2.452802749565483e-18,1.1849800843460847e-14,2.4466608077310512e-14,1.9225413282462346e-19
5.169485059585111e-09,0.11224537202134621,0.0,0.0,0.0,0.0,0.32999999688282367,0.669999997072887,3.094683357581787e-09,2.9045801386857594e-09,2.2366729057373077e-11,2.1252786142476457e-10,7.080311065077134e-20,1.3850937916902644e-13,1.2633351373053384e-13,1.761013242066277e-15,2.735730310330992e-18,1.2770346702427945e-14,2.6364170360326135e-14,2.1600415220388715e-19
5.354318730408847e-09,0.1122453720213789,0.0,0.0,0.0,0.0,0.32999999677136854,0.669999996961715,3.205267308467189e-09,3.01487830379859e-09,2.3228014811564716e-11,2.1367955678182664e-10,7.352956202528005e-20,1.4924649793169384e-13,1.3619079524844573e-13,1.9688509218999402e-15,3.0396180154840635e-18,1.3725868887950433e-14,2.833348337790645e-14,2.416437643889765e-19
5.539152401232583e-09,0.11224537202139943,0.0,0.0,0.0,0.0,0.3299999966599134,0.6699999968504334,3.315851024609972e-09,3.125285230141746e-09,2.408925514988507e-11,2.1472237932413022e-10,7.625585867931001e-20,1.6038486936110306e-13,1.4642047173286074e-13,2.1924923313602978e-15,3.3652145280713282e-18,1.4716356418133295e-14,3.03744989224435e-14,2.6924564718617105e-19
5.7239860720563196e-09,0.11224537202140909,0.0,0.0,0.0,0.0,0.32999999654845813,0.6699999967390542,3.426434722964355e-09,3.2357894349250534e-09,2.4950233628462342e-11,2.156678117373382e-10,7.898135623508123e-20,1.7192443320617784e-13,1.5702272901779305e-13,2.4325164586442185e-15,3.713268876520291e-18,1.5741795127839513e-14,3.248716225227253e-14,2.988824784900656e-19
5.908819742880056e-09,0.11224537202140893,0.0,0.0,0.0,0.0,0.32999999643700273,0.669999996627588,3.5370181807454407e-09,3.346380463368684e-09,2.5811173916823618e-11,2.1652630870612892e-10,8.170664898930556e-20,1.8386474524727274e-13,1.6799737301901544e-13,2.6895030204865894e-15,4.084530358014385e-18,1.6802167828805085e-14,3.467141242518042e-14,3.306270837345307e-19
6.093653413703792e-09,0.11224537202139998,0.0,0.0,0.0,0.0,0.3299999963255472,0.6699999965160434,3.647601144014267e-09,3.4570492266005522e-09,2.6672330856775672e-11,2.173069590198984e-10,8.443271100401178e-20,1.9620533039320983e-13,1.7934418274526175e-13,2.9640314529439124e-15,4.47974779560414e-18,1.7897453293667974e-14,3.6927180185402403e-14,3.645522981885362e-19
6.2784870845275285e-09,0.11224537202138321,0.0,0.0,0.0,0.0,0.3299999962140917,0.6699999964044283,3.758183706923581e-09,3.567787839018392e-09,2.7533610889024914e-11,2.180176482092032e-10,8.715898252479419e-20,2.0894601173956563e-13,1.910632379595083e-13,3.25667996258962e-15,4.899669614947754e-18,1.9027626744370002e-14,3.9254388977727555e-14,4.007308397770179e-19
6.463320755351265e-09,0.11224537202135945,0.0,0.0,0.0,0.0,0.32999999610263603,0.6699999962927501,3.868766078599985e-09,3.678588945182916e-09,2.8394805377089556e-11,2.1866573164644923e-10,8.98852554058892e-20,2.2208671043615593e-13,2.0315471776487514e-13,3.568026088744572e-15,5.345044770437943e-18,2.0192661875361934e-14,4.1652959153393594e-14,4.392353881423671e-19
6.648154426175001e-09,0.11224537202132943,0.0,0.0,0.0,0.0,0.32999999599118024,0.669999996181016,3.979348257656036e-09,3.789445785969985e-09,2.925591637683998e-11,2.1925796839432115e-10,9.26113000177881e-20,2.3562716347988763e-13,2.1561861939067456e-13,3.898647513874992e-15,5.816622479034681e-18,2.1392530655103897e-14,4.4122807557939954e-14,4.801386936748533e-19
6.8329880969987375e-09,0.11224537202129381,0.0,0.0,0.0,0.0,0.32999999587972445,0.6699999960692316,4.089930138324591e-09,3.900352399548689e-09,3.0117050408952704e-11,2.1980032022953994e-10,9.533734074645304e-20,2.4956701512316336e-13,2.284548498907405e-13,4.249121803383568e-15,6.315151794963051e-18,2.2627202721948053e-14,4.66638462750692e-14,5.23513541487134e-19
7.017821767822474e-09,0.11224537202125313,0.0,0.0,0.0,0.0,0.3299999957682685,0.6699999959574019,4.200511685864939e-09,4.011303656645727e-09,3.097824290060072e-11,2.2029791637881082e-10,9.806330311687024e-20,2.63905968763662e-13,2.416633776914504e-13,4.6200259684759485e-15,6.8413814141600045e-18,2.3896645277980985e-14,4.927598240525392e-14,5.694326923232983e-19
7.20265543864621e-09,0.11224537202120795,0.0,0.0,0.0,0.0,0.32999999565681243,0.6699999958455317,4.311092973982408e-09,4.122295020279983e-09,3.1839420734872166e-11,2.2075529378205795e-10,1.0078962206925117e-19,2.7864382003138435e-13,2.5524426491941375e-13,5.011936366123298e-15,7.396059946005272e-18,2.5200823811040215e-14,5.1959119566085785e-14,6.179688702371267e-19
7.3874891094699464e-09,0.11224537202115877,0.0,0.0,0.0,0.0,0.32999999554535625,0.6699999957336253,4.421674063867892e-09,4.233322279562547e-09,3.2700523317675004e-11,2.211766632899692e-10,1.0351477724853163e-19,2.937803527179141e-13,2.6919756289530217e-13,5.425428993263696e-15,7.979936262766706e-18,2.6539702894802388e-14,5.471315955545434e-14,6.69194803555744e-19
7.572322780293683e-09,0.11224537202110603,0.0,0.0,0.0,0.0,0.3299999954339001,0.6699999956216862,4.532254913562034e-09,4.344381519981632e-09,3.3561593292259525e-11,2.21565939378795e-10,1.0624236180865025e-19,3.0931526031875505e-13,2.8352323381923453e-13,5.861079711270605e-15,8.593759468600144e-18,2.7913246278136275e-14,5.753800253749309e-14,7.231832553145226e-19
7.757156451117419e-09,0.11224537202105,0.0,0.0,0.0,0.0,0.32999999532244373,0.6699999955097181,4.642835441994817e-09,4.455469277868204e-09,3.442271244320553e-11,2.2192658568614845e-10,1.0896376837380119e-19,3.2524820111412406e-13,2.982212061177133e-13,6.319464089341484e-15,9.238278564379914e-18,2.932141642080652e-14,6.04335460772351e-14,7.800070014283123e-19
7.941990121941155e-09,0.11224537202099111,0.0,0.0,0.0,0.0,0.3299999952109873,0.669999995397724,4.7534156443665664e-09,4.566582609667514e-09,3.528388621502397e-11,2.2226154574009364e-10,1.1170131164880573e-19,3.415788979106935e-13,3.132914740875436e-13,6.801157117883373e-15,9.914242273129774e-18,3.076417428514959e-14,6.339968470689748e-14,8.397387917370227e-19
8.126823792764892e-09,0.11224537202092964,0.0,0.0,0.0,0.0,0.3299999950995307,0.6699999952857065,4.863995595286873e-09,4.6777189294450915e-09,3.614504057150888e-11,2.2257340545168154e-10,1.1442387245543272e-19,3.5830714129576237e-13,3.2873410069125097e-13,7.306733196165062e-15,1.0622399263741297e-17,3.224147982432515e-14,6.643631094015005e-14,9.024513491400487e-19
8.311657463588628e-09,0.11224537202086585,0.0,0.0,0.0,0.0,0.32999999498807403,0.6699999951736678,4.974575340751919e-09,4.788875826321461e-09,3.700613011311411e-11,2.2286457567856087e-10,1.1717939561281414e-19,3.7543269641054156e-13,3.4454912409435984e-13,7.836766396888185e-15,1.136349839884786e-17,3.375329253100978e-14,6.954331641277598e-14,9.682174061568961e-19
8.496491134412364e-09,0.11224537202080002,0.0,0.0,0.0,0.0,0.32999999487661724,0.6699999950616106,5.085154818912615e-09,4.900051037096261e-09,3.7867217377635935e-11,2.2313731960060643e-10,1.198033305003008e-19,3.929552346654657e-13,3.607364895022262e-13,8.391830662659625e-15,1.2138288685234905e-17,3.5299571519717335e-14,7.272059205427913e-14,1.0371097315650605e-18
8.6813248052361e-09,0.11224537202073231,0.0,0.0,0.0,0.0,0.32999999476516045,0.6699999949495364,5.1957339589606534e-09,5.011242586828444e-09,3.872837386761075e-11,2.2339361214099576e-10,1.2278036740609478e-19,4.108744181741108e-13,3.7729613373449665e-13,8.97249956208493e-15,1.2947518969131702e-17,3.688027510420292e-14,7.596802720915511e-14,1.1092010968680377e-18
8.866158476059837e-09,0.11224537202066297,0.0,0.0,0.0,0.0,0.3299999946537035,0.6699999948374469,5.306312815225432e-09,5.122448846829312e-09,3.9589545836868576e-11,2.236350819737214e-10,1.2479640652057366e-19,4.2919001823463e-13,3.9422810353022484e-13,9.579345956169626e-15,1.3791937877594151e-17,3.849536062296123e-14,7.928550927297314e-14,1.184564231067993e-18
9.050992146883573e-09,0.11224537202059214,0.0,0.0,0.0,0.0,0.32999999454224643,0.6699999947253438,5.416891492155322e-09,5.233668354772092e-09,4.045062937535642e-11,2.2386319141237653e-10,1.2951621144622937e-19,4.479018440478512e-13,4.115324839546186e-13,1.0212942180977699e-14,1.4672294163591323e-17,4.014478497977044e-14,8.2672924815377e-14,1.2632718461710735e-18
9.23582581770731e-09,0.11224537202051996,0.0,0.0,0.0,0.0,0.32999999443078926,0.6699999946132285,5.527469926411916e-09,5.3448996170765195e-09,4.1311688504893846e-11,2.2407943402374434e-10,1.315781953805151e-19,4.670095684579644e-13,4.292092241373983e-13,1.087386058627952e-14,1.5589336841109845e-17,4.182850523773536e-14,8.613016081613312e-14,1.3453967107613179e-18
9.420659488531046e-09,0.11224537202044663,0.0,0.0,0.0,0.0,0.32999999431933197,0.6699999945011023,5.638048028218513e-09,5.456141272919531e-09,4.217281370720905e-11,2.2428517061861384e-10,1.3743882089369806e-19,4.86512829131493e-13,4.472582385513797e-13,1.1562673186391392e-14,1.6543814868109128e-17,4.3546478126276775e-14,8.965710364010733e-14,1.4310116021579324e-18
9.605493159354782e-09,0.11224537202037221,0.0,0.0,0.0,0.0,0.32999999420787457,0.669999994388966,5.748625818237093e-09,5.567392235669896e-09,4.303398492751877e-11,2.2448148781843733e-10,1.2943692375003457e-19,5.064113827048565e-13,4.65679561207642e-13,1.2279951321560428e-14,1.7536476956317144e-17,4.529865961589178e-14,9.32536381525216e-14,1.5201892601143653e-18
9.790326830178519e-09,0.11224537202029683,0.0,0.0,0.0,0.0,0.32999999409641706,0.6699999942768211,5.859203388646267e-09,5.6786516321676335e-09,4.389511053067029e-11,2.246692587753741e-10,1.5599482930175685e-19,5.267049810272422e-13,4.844732218262126e-13,1.302626575335845e-14,1.8568071733548015e-17,4.708500510052071e-14,9.691964809732204e-14,1.6130023999956113e-18
9.975160501002255e-09,0.11224537202022065,0.0,0.0,0.0,0.0,0.32999999398495944,0.6699999941646682,5.969780766194017e-09,5.789918625591426e-09,4.4756164368137415e-11,2.2484932030324596e-10,9.743104600262793e-20,5.473934871759785e-13,5.036393617028723e-13,1.3802187002028584e-14,1.963934798629556e-17,4.890546992987578e-14,1.0065501720369756e-13,1.7095237591200862e-18
9.999999999999999e-09,0.11224537202014367,0.0,0.0,0.0,0.0,0.3299999939699808,0.6699999941495957,5.984641064224331e-09,5.804872149526989e-09,4.4871877314405606e-11,2.2487297781045626e-10,9.450616358865244e-20,5.502038547544245e-13,5.062434464280592e-13,1.3908749499766772e-14,1.978638038117298e-17,4.9152717572739707e-14,1.011622880030162e-13,1.7227817114203226e-18
1.0159994171825991e-08,0.11224537202014367,0.0,0.0,0.0,0.0,0.3299999938735017,0.669999994052508,6.080357878931511e-09,5.90119234161661e-09,4.561721907347936e-11,2.2502254671887734e-10,2.558582229041595e-19,5.6847625693857e-13,5.231776150696442e-13,1.4608285427539576e-14,2.075105464478734e-17,5.076000963135643e-14,1.0445962964777286e-13,1.8098261080469854e-18
1.0344827842649728e-08,0.11224537202006604,0.0,0.0,0.0,0.0,0.32999999376204386,0.6699999939403413,6.190934664282075e-09,6.012471965969575e-09,4.647833789912913e-11,2.2518975228857797e-10,-1.3428865722269701e-19,5.899537216551937e-13,5.430886919363084e-13,1.544513096193907e-14,2.1903940570206678e-17,5.264857961677584e-14,1.0833336944302433e-13,1.913982214037324e-18
1.0529661513473464e-08,0.11224537201998779,0.0,0.0,0.0,0.0,0.3299999936505859,0.6699999938281688,6.301511185898825e-09,6.123756921635504e-09,4.73394577563751e-11,2.2535151402202956e-10,1.4984816836647992e-19,6.11824432874977e-13,5.633714229540327e-13,1.6313292766246023e-14,2.3098754433208346e-17,5.4571134658416607e-14,1.1227611936075591e-13,2.0220648014434378e-18
1.07144951842972e-08,0.11224537201990901,0.0,0.0,0.0,0.0,0.32999999353912784,0.6699999937159911,6.412087459667845e-09,6.2350466532427375e-09,4.820056336440771e-11,2.2550838728595242e-10,1.5258492109455452e-19,6.34089079176588e-13,5.840267760476789e-13,1.7213339790390798e-14,2.4336244990215465e-17,5.6527629516161394e-14,1.1628776220867846e-13,2.1341466106065793e-18
1.0899328855120936e-08,0.1122453720198297,0.0,0.0,0.0,0.0,0.32999999342766967,0.6699999936038086,6.52266348221452e-09,6.346340647807421e-09,4.90616587190755e-11,2.2566088505965196e-10,1.553067178372265e-19,6.567470951878714e-13,6.050544654351823e-13,1.8145840629560645e-14,2.5617161021091082e-17,5.851801888667182e-14,1.203681807390476e-13,2.2503003882085598e-18
1.1084162525944673e-08,0.11224537201974999,0.0,0.0,0.0,0.0,0.3299999933162114,0.6699999934916219,6.633239248214029e-09,6.457638443311879e-09,4.992274976732671e-11,2.2580946935671584e-10,1.5803323622415185e-19,6.797981949936449e-13,6.264544850177655e-13,1.9111363466243052e-14,2.694225130116834e-17,6.054225737986921e-14,1.2451725760241124e-13,2.3705988814168634e-18
1.1268996196768409e-08,0.11224537201966989,0.0,0.0,0.0,0.0,0.329999993204753,0.6699999933794313,6.743814755390818e-09,6.568939627390546e-09,5.078383940340824e-11,2.259545525390693e-10,1.6075906370853242e-19,7.032420951326679e-13,6.482268313590314e-13,2.011047606139723e-14,2.831226459540876e-17,6.260029952218165e-14,1.2873487535342224e-13,2.4951148361970104e-18
1.1638663538415882e-08,0.11224537201950868,0.0,0.0,0.0,0.0,0.3299999929818359,0.6699999931550398,6.964964993056282e-09,6.791550710561077e-09,5.2506017122626084e-11,2.2623566625634198e-10,1.6621071379885608e-19,7.513071693405372e-13,6.928884982351982e-13,2.2211739611338506e-14,3.1190055250736546e-17,6.68176125692102e-14,1.3737526349432714e-13,2.7570901105238436e-18
1.2008330880063354e-08,0.11224537201934638,0.0,0.0,0.0,0.0,0.3299999927589184,0.6699999929306371,7.186114203786797e-09,7.014171404819997e-09,5.4228188212739335e-11,2.2650671868872268e-10,1.716623424456845e-19,8.009400695908312e-13,7.390394617199815e-13,2.4454165130855888e-14,3.425652296586314e-17,7.116959310791691e-14,1.4628840477034025e-13,3.0368081664541903e-18
1.2377998221710827e-08,0.11224537201918316,0.0,0.0,0.0,0.0,0.32999999253600043,0.6699999927062245,7.4072623962168885e-09,7.236799725984711e-09,5.5950348940331694e-11,2.2676969400166147e-10,1.771139385628533e-19,8.52138545168919e-13,7.866797175633244e-13,2.6842279919867596e-14,3.751765763823191e-17,7.565587572305118e-14,1.5547335897347888e-13,3.334850956502649e-18
1.27476655633583e-08,0.11224537201901927,0.0,0.0,0.0,0.0,0.3299999923130819,0.6699999924818041,7.628409574179233e-09,7.45943407842267e-09,5.767250036805232e-11,2.2702618781410673e-10,1.8256550521572154e-19,9.049003390286903e-13,8.358092574076404e-13,2.938060480094476e-14,4.097944909268766e-17,8.027609485000564e-14,1.6492918677910707e-13,3.651800432118449e-18
1.3117332905005772e-08,0.1122453720188548,0.0,0.0,0.0,0.0,0.329999992090163,0.6699999922573767,7.849555740423476e-09,7.682073174336539e-09,5.939464463309344e-11,2.2727748791257803e-10,1.8801704919535803e-19,9.592231912685366e-13,8.864280720002673e-13,3.207365410941835e-14,4.464788707809521e-17,8.502988501374758e-14,1.7465495023550923e-13,3.988238542449714e-18
1.3487000246653245e-08,0.1122453720186899,0.0,0.0,0.0,0.0,0.32999999186724355,0.6699999920329441,8.070700899392599e-09,7.904715978249121e-09,6.111678216871784e-11,2.2752462976576032e-10,1.9346857187266445e-19,1.0151048417150052e-12,9.38536153591992e-13,3.4925935659347743e-14,4.8528961264236886e-17,8.991688099644356e-14,1.8464971311063613e-13,4.344747233411875e-18
1.3856667588300718e-08,0.11224537201852461,0.0,0.0,0.0,0.0,0.32999999164432364,0.6699999918085064,8.291845056728408e-09,8.127361665136708e-09,6.283891219945234e-11,2.2776843839075523e-10,1.9892007079203366e-19,1.0725430296334741e-12,9.921334955095979e-13,3.79419507270402e-14,5.262866124203801e-17,9.493671796294595e-14,1.9491254115020352e-13,4.72190844786063e-18
1.4596002271595665e-08,0.11224537201819332,0.0,0.0,0.0,0.0,0.3299999911984824,0.6699999913596193,8.73413038712007e-09,8.572659169576417e-09,6.628314855049271e-11,2.282485741973402e-10,2.0982299357645334e-19,1.1920799662108692e-12,1.1037959321465805e-12,4.448315382636951e-14,6.150789655220727e-17,1.0537345821286318e-13,2.1623866720023313e-13,5.5405162061162796e-18
1.533533695489061e-08,0.11224537201786132,0.0,0.0,0.0,0.0,0.32999999075263914,0.6699999909107194,9.176411771509664e-09,9.017961829732469e-09,6.972735254143118e-11,2.287217532276212e-10,2.2072581392235095e-19,1.3178158837963386e-12,1.221415324807672e-12,5.173314273951114e-14,7.133350820313149e-17,1.163371990381202e-13,2.386259026215348e-13,6.448717309244131e-18
1.607467163818556e-08,0.11224537201752886,0.0,0.0,0.0,0.0,0.32999999030679383,0.6699999904618089,9.618689245581356e-09,9.46326713747945e-09,7.317152712844228e-11,2.2919048359134401e-10,2.316285411884839e-19,1.4497326433734002e-12,1.3449916133665097e-12,5.972769203599132e-14,8.215341018859154e-17,1.2782504571247286e-13,2.62066865123489e-13,7.451167209118877e-18
1.6814006321480505e-08,0.11224537201719625,0.0,0.0,0.0,0.0,0.3299999898609466,0.6699999900128896,1.0060962847395665e-08,9.908573472277514e-09,7.661567276240839e-11,2.2965638582075023e-10,2.4253117680214777e-19,1.5878120920031122e-12,1.4745247403747836e-12,6.85024714441682e-14,9.401551530939786e-17,1.398341168052608e-13,2.8655421839890483e-13,8.55252131568364e-18
1.755334100477545e-08,0.11224537201686345,0.0,0.0,0.0,0.0,0.3299999894150972,0.6699999895639629,1.0503232617098408e-08,1.0353879815401009e-08,8.005978768196535e-11,2.3012047863934398e-10,2.534337151876218e-19,1.7320360642326186e-12,1.6100146508077114e-12,7.809304574481575e-14,1.0696773519408687e-16,1.523615449566498e-13,3.120806735627529e-13,9.757434997468259e-18
1.8292675688070396e-08,0.11224537201653066,0.0,0.0,0.0,0.0,0.3299999889692456,0.6699999891150288,1.094549859299001e-08,1.0799185532183406e-08,8.350387184892573e-11,2.3058339671500488e-10,2.643361562240177e-19,1.8823863801583217e-12,1.7514612886653162e-12,8.853487467534359e-14,1.21057980313248e-16,1.6540447744892355e-13,3.3863899016821695e-13,1.1070563583333474e-17
1.903201037136534e-08,0.11224537201619786,0.0,0.0,0.0,0.0,0.32999998852339196,0.6699999886660882,1.1387760811628645e-08,1.1244490212617272e-08,8.6947926846035e-11,2.3104555005854316e-10,2.752385049216196e-19,2.0388448468198534e-12,1.8988645970590252e-12,9.986331285731117e-14,1.363341599929165e-16,1.7896007659837423e-13,3.662219768462223e-13,1.2496562362867164e-17
1.9771345054660286e-08,0.11224537201586511,0.0,0.0,0.0,0.0,0.32999998807753606,0.669999988217141,1.1830019310367558e-08,1.1689793582220785e-08,9.039195333802791e-11,2.31507213156388e-10,2.8614076338468705e-19,2.2013932614980513e-12,2.0522245204016627e-12,1.121136097392134e-13,1.52844182434524e-16,1.9302551993456813e-13,3.948224915028158e-13,1.404008658596344e-17
2.0510679737955232e-08,0.11224537201553238,0.0,0.0,0.0,0.0,0.32999998763167787,0.6699999877681877,1.227227412753087e-08,1.2135095461787683e-08,9.383595089598487e-11,2.3196856522027085e-10,2.9704293025544255e-19,2.370013412817227e-12,2.211541004557419e-12,1.2532090954425856e-13,1.7063595473368819e-16,2.0759800023461572e-13,4.2443344121875524e-13,1.570579146319147e-17
2.1250014421250177e-08,0.11224537201519974,0.0,0.0,0.0,0.0,0.32999998718581736,0.6699999873192283,1.2714525300872021e-08,1.2580395741026105e-08,9.72799195403949e-11,2.3242971654815135e-10,3.079450055987422e-19,2.544687080309344e-12,2.3768139955082216e-12,1.395202512174929e-13,1.8975738289177431e-16,2.2267472551774216e-13,4.550477820699534e-13,1.7498332166737057e-17
2.272868378784007e-08,0.11224537201453472,0.0,0.0,0.0,0.0,0.32999998629408944,0.6699999864212911,1.3599016865131111e-08,1.3470991254347134e-08,1.0416777153503228e-10,2.333516611924407e-10,3.297488862818212e-19,2.912122042530459e-12,2.7252292830635364e-12,1.7103468926663078e-13,2.3218082541679536e-16,2.5432981925857147e-13,5.192587053295605e-13,2.1482541551836848e-17
2.4207353154429965e-08,0.11224537201387001,0.0,0.0,0.0,0.0,0.329999985402352,0.6699999855233302,1.448349429761107e-08,1.436157981951897e-08,1.1105551462487077e-10,2.3427334980816916e-10,3.515524222206821e-19,3.3035522389705507e-12,3.097469956539141e-12,2.069351281132692e-13,2.8049773672716134e-16,2.87968769346793e-13,5.873998817895621e-13,2.60299553657962e-17
2.568602252101986e-08,0.11224537201320574,0.0,0.0,0.0,0.0,0.3299999845106046,0.6699999846253453,1.536795789495644e-08,1.525216127359881e-08,1.1794314999327404e-10,2.351949453933964e-10,3.733556171613162e-19,3.7188316788357015e-12,3.4935356009500302e-12,2.4749808489590867e-13,3.3509132704862005e-16,3.2356978535364295e-13,6.59416700113519e-13,3.117781364212311e-17
2.7164691887609752e-08,0.11224537201254177,0.0,0.0,0.0,0.0,0.329999983618847,0.6699999837273366,1.6252407952546256e-08,1.6142735536254705e-08,1.2483067815325593e-10,2.361165283360844e-10,3.9515847272767673e-19,4.157814313991302e-12,3.913425809820433e-12,2.929983887970932e-13,3.9634479069161947e-16,3.611113154989061e-13,7.352553057927652e-13,3.6963355839052316e-17
2.8643361254199646e-08,0.11224537201187824,0.0,0.0,0.0,0.0,0.32999998272707887,0.6699999828293044,1.7136844761223543e-08,1.7033302608307942e-08,1.3171810222256795e-10,2.37038097871681e-10,4.1696099878919047e-19,4.620354054575004e-12,4.357140182316895e-12,3.437091806998993e-13,4.646413064150212e-16,4.005720446442605e-13,8.148625930948457e-13,4.342382085081253e-17
3.160069998737944e-08,0.1122453720105524,0.0,0.0,0.0,0.0,0.32999998094351,0.6699999810331686,1.890567978801732e-08,1.8814415160335663e-08,1.45492648110253e-10,2.3888121721909045e-10,4.605650941199479e-19,5.615520512046105e-12,5.316039855953258e-12,4.618463484795171e-13,6.238961357379799e-16,4.851670003185665e-13,9.851744419895907e-13,5.851847219003969e-17
3.411382680517498e-08,0.112245372009427,0.0,0.0,0.0,0.0,0.3299999794278095,0.6699999795067496,2.0408785016900986e-08,2.0327970224797146e-08,1.5719786118503742e-10,2.404473948499157e-10,4.97618600706757e-19,6.533935403763719e-12,6.2058033375579115e-12,5.810787862734526e-13,7.848654793028032e-16,5.628989151024416e-13,1.1412818939406246e-12,7.380717662996754e-17
3.662695362297053e-08,0.11224537200830277,0.0,0.0,0.0,0.0,0.32999997791207475,0.669999977980262,2.191185585904956e-08,2.184150453811971e-08,1.68902804728744e-10,2.420135149231161e-10,5.346712540778465e-19,7.518414720151814e-12,7.164380051652875e-12,7.190040698284963e-13,9.713805149034601e-16,6.458942866711937e-13,1.3075829637887765e-12,9.15509644295635e-17
