Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34)
3.914008044076607e-08,0.11224537200717984,0.0,0.0,0.0,0.0,0.3299999763963044,0.6699999764537058,2.341489369048946e-08,2.335501804808503e-08,1.8060748877622242e-10,2.435796299349279e-10,5.717230859990866e-19,8.56824256175321e-12,8.19176826365055e-12,8.769130355859122e-13,1.1853220178923257e-15,7.340552268882133e-13,1.4838380768930204e-12,1.1193264151902937e-16
4.165320725856162e-08,0.11224537200605814,0.0,0.0,0.0,0.0,0.3299999748804971,0.6699999749270812,2.491789986973964e-08,2.486851074643512e-08,1.9231192493695896e-10,2.451457484216066e-10,6.087741332209667e-19,9.682704088778905e-12,9.287966300177181e-12,1.0560824655081244e-12,1.428570664186456e-15,8.272856645233708e-13,1.6698132777843485e-12,1.3513500993410216e-16
4.416633407635716e-08,0.11224537200493773,0.0,0.0,0.0,0.0,0.3299999733646514,0.6699999734003882,2.6420875740361077e-08,2.6381982652610105e-08,2.040161238990737e-10,2.4671185122152133e-10,6.458244295773316e-19,1.0861085779884212e-11,1.0452972550545103e-11,1.2577751100816532e-12,1.7030070363956493e-15,9.25491313498167e-13,1.865280106037865e-12,1.613408679816487e-16
4.919258771194825e-08,0.11224537200270086,0.0,0.0,0.0,0.0,0.3299999703328398,0.6699999703467959,2.942674185427613e-08,2.9408864104031414e-08,2.274238497958269e-10,2.4984399527761815e-10,7.199228949494453e-19,1.3406764246270786e-11,1.298940355640938e-11,1.733711139473972e-12,2.3529648746310882e-15,1.1364597600903872e-12,2.2838012414444208e-12,2.234942289695084e-16
5.371621598398023e-08,0.11224537200069233,0.0,0.0,0.0,0.0,0.3299999676040649,0.6699999675983281,3.213193086352236e-08,3.213298634934162e-08,2.48490092812072e-10,2.526628258012803e-10,7.866092653189318e-19,1.5909360163401564e-11,1.550750064056705e-11,2.2514647869194187e-12,3.063453282315791e-15,1.3424360450569811e-12,2.6907475212200752e-12,2.915379510923813e-16
5.823984425601221e-08,0.11224537199868835,0.0,0.0,0.0,0.0,0.3299999648751456,0.6699999648496382,3.483704185914324e-08,3.485704125471606e-08,2.695557237533891e-10,2.554815831153725e-10,8.532936981309533e-19,1.8608047735680812e-11,1.8248514048265394e-11,2.861194297770316e-12,3.904233157798885e-15,1.563143781153784e-12,3.125131308624901e-12,3.721557069822453e-16
6.276347252804419e-08,0.11224537199668903,0.0,0.0,0.0,0.0,0.32999996214607424,0.6699999621007257,3.754208211784219e-08,3.7581028805063616e-08,2.906207989568429e-10,2.5830028393282467e-10,9.199763717236364e-19,2.1498745065581176e-11,2.121243653517045e-11,3.5697615747944776e-12,4.886269505211785e-15,1.7980934313487619e-12,3.5858026785689126e-12,4.664134639575719e-16
6.728710080007617e-08,0.11224537199469443,0.0,0.0,0.0,0.0,0.32999995941684385,0.6699999593515908,4.024705875658624e-08,4.030494901087733e-08,3.1168537388133605e-10,2.611189193823944e-10,9.866574616552377e-19,2.4577402199314326e-11,2.4399261450493914e-11,4.383884735675306e-12,6.020526838566366e-15,2.0468116952045513e-12,4.071659805005892e-12,5.753771636373794e-16
7.633435734414013e-08,0.11224537199072002,0.0,0.0,0.0,0.0,0.32999995395787773,0.6699999538526535,4.565684885835123e-08,4.575258740775854e-08,3.5381323967307175e-10,2.6675598180792524e-10,1.1200155767632565e-18,3.128258136192101e-11,3.1441594827956494e-11,6.354962217831547e-12,8.789560913082796e-15,2.583737821823516e-12,5.114748808086657e-12,8.416860525662444e-16
8.538161388820408e-08,0.11224537198676593,0.0,0.0,0.0,0.0,0.32999994849819286,0.6699999483528261,5.1066465981257535e-08,5.119995648101827e-08,3.9593974093120417e-10,2.7239274770134167e-10,1.2533693723636514e-18,3.8691942332665935e-11,3.9375472358521346e-11,8.825345102737438e-12,1.2299045661123791e-14,3.1704405887886104e-12,6.246471910618852e-12,1.179609503736842e-15
9.442887043226804e-08,0.11224537198283294,0.0,0.0,0.0,0.0,0.3299999430377373,0.6699999428521076,5.647596150877849e-08,5.66470562236315e-08,4.380652784439942e-10,2.7802923705080845e-10,1.386720117174083e-18,4.677453300175127e-11,4.820086092399687e-11,1.1843736149950577e-11,1.6636689845340852e-14,3.803666484849229e-12,7.459555438087865e-12,1.5976744141086741e-15
9.999999999999998e-08,0.11224537197892177,0.0,0.0,0.0,0.0,0.329999939674887,0.6699999394644259,5.980698747328677e-08,6.00011432987915e-08,4.640050754215257e-10,2.8149994582609786e-10,1.4688339951544234e-18,5.2073434628085677e-11,5.4078869503304075e-11,1.3995307195384643e-11,1.9757771011251075e-14,4.215411535569984e-12,8.24410356257614e-12,1.8986786074446955e-15
1.03476126976332e-07,0.11224537197892177,0.0,0.0,0.0,0.0,0.3299999375764615,0.6699999373504982,6.188538445920014e-08,6.209388664366412e-08,4.801902347289483e-10,2.836654547495212e-10,1.520069022075119e-18,5.550016720639356e-11,5.791773569581349e-11,1.545667536576448e-11,2.1890203850346005e-14,4.480374410444448e-12,8.747322059772996e-12,2.104407537596824e-15
1.1252338352039595e-07,0.112245371975033,0.0,0.0,0.0,0.0,0.3299999321143182,0.6699999318479973,6.729478155711862e-08,6.754044776172417e-08,5.223149743836723e-10,2.893013931447157e-10,1.6534172412208782e-18,6.483948203740612e-11,6.852607974090197e-11,1.9708597208410766e-11,2.8147302565448374e-14,5.197721422947638e-12,1.0103640463119883e-11,2.7083355687461547e-15
1.215706400644599e-07,0.11224537197116723,0.0,0.0,0.0,0.0,0.3299999266512624,0.6699999263446046,7.270419730579098e-08,7.298673959248088e-08,5.644398446610596e-10,2.9493705051877393e-10,1.786765873859823e-18,7.476397904497784e-11,8.00258836516878e-11,2.4641890341087173e-11,3.549570799098131e-14,5.953049928517515e-12,1.1522881093524342e-11,3.417985219481836e-15
1.3061789660852388e-07,0.11224537196732501,0.0,0.0,0.0,0.0,0.32999992118725113,0.6699999208403197,7.811367405421673e-08,7.843276214646951e-08,6.065651760233907e-10,3.0057242928428e-10,1.9201159660887908e-18,8.524605209284151e-11,9.241714522137067e-11,3.0296954082569506e-11,4.402315144884953e-14,6.743876817190031e-12,1.2999879271977184e-11,4.2418832852587744e-15
1.3966515315258785e-07,0.11224537196350684,0.0,0.0,0.0,0.0,0.32999991572224374,0.6699999153351422,8.352325208443677e-08,8.387851543609608e-08,6.486912828159057e-10,3.062075299799434e-10,2.0534685129852266e-18,9.625901472830857e-11,1.0569986903739114e-10,3.6712272713777487e-11,5.381737627648742e-14,7.567880197872471e-12,1.4529890785889958e-11,5.188556726800999e-15
1.4871240969665182e-07,0.11224537195971308,0.0,0.0,0.0,0.0,0.3299999102562013,0.669999909829072,8.893296968542041e-08,8.932399947572259e-08,6.908184638298611e-10,3.1184235118524255e-10,2.1868244603895677e-18,1.0777711359315722e-10,1.198740661547678e-10,4.3924479333419576e-11,6.49661399254829e-14,8.42288912635831e-12,1.610855822844633e-11,6.266532734540626e-15
1.577596662407158e-07,0.11224537195594425,0.0,0.0,0.0,0.0,0.32999990478908725,0.6699999043221088,9.434286322518248e-08,9.47692142778832e-08,7.329470028800909e-10,3.1747689330450417e-10,2.3201847067335527e-18,1.1977553305087962e-10,1.3493975379219856e-10,5.1968419050957875e-11,7.75572158383063e-14,9.306874403710348e-12,1.7731881537357658e-11,7.484338787417773e-15
1.758541793288437e-07,0.11224537194848262,0.0,0.0,0.0,0.0,0.32999989385150524,0.6699998933055017,1.0516331442809282e-07,1.0565883622123988e-07,8.17209218858801e-10,3.287451405916463e-10,2.5869214636620873e-18,1.451187466573975e-10,1.6774569854160452e-10,7.068232761868385e-11,1.0741748866016196e-13,1.1154313883497768e-11,2.109811926548053e-11,1.0373552724774685e-14
1.9394869241697162e-07,0.11224537194112458,0.0,0.0,0.0,0.0,0.3299998829092389,0.6699998822853187,1.1598486101974859e-07,1.1654738136632564e-07,9.01479923416662e-10,3.400122751349677e-10,2.8536850916621918e-18,1.7210879340434326e-10,2.0411795299018495e-10,9.309948069611788e-11,1.441007687542844e-13,1.3096469093443994e-11,2.4602715279256525e-11,1.3924426289645702e-14
2.1204320550509953e-07,0.1122453719338722,0.0,0.0,0.0,0.0,0.329999871962055,0.6699998712615576,1.2680773230545103e-07,1.274348498201097e-07,9.857609062107938e-10,3.512782933789682e-10,3.120481255993611e-18,2.0058042927122624e-10,2.4405684682806185e-10,1.194409508167251e-10,1.8830999312136664e-13,1.512134430153682e-11,2.8223849808709116e-11,1.820519535122909e-14
2.3013771859322744e-07,0.11224537192672733,0.0,0.0,0.0,0.0,0.3299998610097446,0.6699998602342162,1.376321338294987e-07,1.383212416857581e-07,1.0700537715205086e-09,3.625431955354753e-10,3.3873150350922656e-18,2.3038248445778729e-10,2.875627814360345e-10,1.4990544943911416e-10,2.4074850531337826e-13,1.7218456557425447e-11,3.194312598793769e-11,2.328410539929197e-14
2.4823223168135535e-07,0.11224537191969143,0.0,0.0,0.0,0.0,0.3299998500521207,0.6699998492032926,1.4845824949681145e-07,1.4920655706482656e-07,1.1543599547791637e-09,3.738069833939535e-10,3.654190972902762e-18,2.61377163056333e-10,3.346362224378095e-10,1.846712687794175e-10,3.0212009196569663e-13,1.937864674190366e-11,3.574503985364896e-11,2.922941285961668e-14
2.663267447694833e-07,0.11224537191276576,0.0,0.0,0.0,0.0,0.3299998390890155,0.6699998381687852,1.5928624355757092e-07,1.600907960611174e-07,1.2386807380522917e-09,3.8506965646710264e-10,3.921113127875276e-18,2.9343927052840786e-10,3.852776929422624e-10,2.2389810992166026e-10,3.7312901392886235e-13,2.1593914252309614e-11,3.9616531829648346e-11,3.610938626490415e-14
2.8442125785761123e-07,0.11224537190595132,0.0,0.0,0.0,0.0,0.3299998281202794,0.6699998271306918,1.7011626246702912e-07,1.7097395877825505e-07,1.3230172645431465e-09,3.9633121441821487e-10,4.188085118883673e-18,3.264554067445181e-10,4.394877673587169e-10,2.677288041622386e-10,4.5448003310638284e-13,2.3857270163038368e-11,4.354659986183867e-11,4.3992307309333753e-14
3.0251577094573917e-07,0.11224537189924895,0.0,0.0,0.0,0.0,0.32999981714577886,0.6699998160890108,1.8094843661920153e-07,1.8185604531897648e-07,1.4073705521141465e-09,4.0759165777235333e-10,4.455110168028386e-18,3.6032313392153134e-10,4.972670657738659e-10,3.1629092553134715e-10,5.468784353010189e-13,2.616260810824339e-11,4.7525970935693206e-11,5.294647179073815e-14
3.206102840338671e-07,0.11224537189265935,0.0,0.0,0.0,0.0,0.3299998061653951,0.6699998050437408,1.917828819459486e-07,1.9273705578639537e-07,1.4917415057610627e-09,4.18850986654668e-10,4.722191140124171e-18,3.949501345131297e-10,5.586162488983165e-10,3.6969828550028327e-10,6.510300492572355e-13,2.8504592448134632e-11,5.154682816731514e-11,6.304019044132078e-14
3.3870479712199505e-07,0.11224537188618303,0.0,0.0,0.0,0.0,0.3299997951790219,0.6699997939948799,2.0261970137989652e-07,2.0361699028380475e-07,1.5761309290261158e-09,4.3010920098889585e-10,4.989330578828881e-18,4.3025338442321613e-10,6.235360135439099e-10,4.2805230598534433e-10,7.676412623985009e-13,3.087856142954365e-11,5.560258385303491e-11,7.434178965819002e-14
3.56799310210123e-07,0.1122453718798205,0.0,0.0,0.0,0.0,0.3299997841865653,0.6699997829424268,2.1345898618908608e-07,2.1449584891423222e-07,1.660539534410922e-09,4.413663009440916e-10,5.256530739606253e-18,4.6615836141109e-10,6.920270885640776e-10,4.914432756367834e-10,8.974190338862589e-13,3.328044244578177e-11,5.968768746250988e-11,8.691961214973237e-14
3.7489382329825093e-07,0.11224537187357207,0.0,0.0,0.0,0.0,0.3299997731879415,0.66999977188638,2.243008171936771e-07,2.253736317806975e-07,1.7449679528699246e-09,4.526222866781622e-10,5.523793619777877e-18,5.025982953055601e-10,7.640902312031114e-10,5.599514978728683e-10,1.0410709054615408e-12,3.570667750147192e-11,6.379746195678968e-11,1.0084201750936702e-13
3.9298833638637887e-07,0.11224537186743808,0.0,0.0,0.0,0.0,0.3299997621830762,0.6699997608267382,2.351452658722739e-07,2.3625033898630014e-07,1.8294167424431073e-09,4.638771582514343e-10,5.791120985850552e-18,5.395134601222056e-10,8.397262238231661e-10,6.336483373310475e-10,1.1993050103390632e-12,3.8154157960163804e-11,6.792796549374831e-11,1.1617738272287941e-13
4.110828494745068e-07,0.11224537186141875,0.0,0.0,0.0,0.0,0.3299997511719036,0.6699997497634997,2.4599239536349445e-07,2.4712597063408056e-07,1.9138863960717494e-09,4.751309157666746e-10,6.058514398257476e-18,5.768505096702213e-10,9.189358709831222e-10,7.125971695431205e-10,1.3728300803796509e-12,4.0620167741393023e-11,7.207587572795248e-11,1.3299410261467686e-13
4.2917736256263475e-07,0.1122453718555142,0.0,0.0,0.0,0.0,0.3299997401543651,0.6699997386966635,2.5684226136928997e-07,2.580005268270392e-07,1.9983773486478913e-09,4.863835593507155e-10,6.3259752336737365e-18,6.145618600650834e-10,1.0017199968365445e-09,7.968542392407304e-10,1.5623554518035787e-12,4.310233384689376e-11,7.623839283744017e-11,1.5136059023983854e-13
4.472718756507627e-07,0.11224537184972462,0.0,0.0,0.0,0.0,0.32999972913040904,0.6699997276262282,2.676949129680684e-07,2.688740076681887e-07,2.082889983360158e-09,4.976350891034218e-10,6.59350470510437e-18,6.526051206927579e-10,1.0880794428129822e-09,8.864694342452167e-10,1.768591069706173e-12,4.559858309131509e-11,8.041315757197596e-11,1.713452772291048e-13
4.6536638873889063e-07,0.11224537184405008,0.0,0.0,0.0,0.0,0.3299997180999893,0.6699997165521924,2.7855039334582054e-07,2.797464132605268e-07,2.1674246373998938e-09,5.088855051251162e-10,6.8611038799474404e-18,6.909425720472058e-10,1.1780150655518034e-09,9.814869823390588e-10,1.992247491581328e-12,4.810710419980113e-11,8.459818181670595e-11,1.9301661409253286e-13
4.834609018270186e-07,0.11224537183849065,0.0,0.0,0.0,0.0,0.32999970706306564,0.6699997054745552,2.8940874045245634e-07,2.906177437070269e-07,2.2519816070837717e-09,5.201348075271438e-10,7.128773696209959e-18,7.295406876239496e-10,1.2715277350640556e-09,1.081946077760216e-09,2.2340358900037906e-12,5.062631467616213e-11,8.879179004505327e-11,2.16443070486159e-13
5.015554149151465e-07,0.11224537183304635,0.0,0.0,0.0,0.0,0.3299996960196017,0.6699996943933152,3.002699875896795e-07,3.0148799911065387e-07,2.3365611524422342e-09,5.313829964163811e-10,7.396514977032843e-18,7.683696975688279e-10,1.3686183331005012e-09,1.187881443134785e-09,2.494668054599178e-12,5.315483190064988e-11,9.299257016315304e-11,2.4169313544555417e-13
5.196499280032744e-07,0.11224537182771721,0.0,0.0,0.0,0.0,0.3299996849695661,0.6699996833084709,3.111341639364666e-07,3.123571795743629e-07,2.421163501321075e-09,5.426300718968529e-10,7.664328443674704e-18,8.074031922105876e-10,1.4692877517043053e-09,1.2993238323889945e-09,2.774856393425866e-12,5.569144790575106e-11,9.719933217601826e-11,2.688353175901441e-13
5.377444410914024e-07,0.11224537182250324,0.0,0.0,0.0,0.0,0.32999967391293056,0.6699996722200215,3.220012950181415e-07,3.232252852010945e-07,2.5057888530428454e-09,5.538760340755383e-10,7.932214727102223e-18,8.466177632091143e-10,1.5735368919278657e-09,1.4163004801540355e-09,3.0753139338808938e-12,5.823510732616252e-11,1.0141107329444732e-10,2.9793814530189214e-13
5.558389541795303e-07,0.11224537181740442,0.0,0.0,0.0,0.0,0.32999966284967014,0.6699996611279659,3.328714031246945e-07,3.3409231609377743e-07,2.590437381672178e-09,5.651208830594482e-10,8.200174378326746e-18,8.859926794934414e-10,1.6813666626956527e-09,1.5388355029302371e-09,3.3967543232202996e-12,6.078488811494004e-11,1.0562694845729275e-10,3.2907016688139135e-13
5.739334672676583e-07,0.11224537181242071,0.0,0.0,0.0,0.0,0.3299996517797629,0.669999650032303,3.437445076834196e-07,3.449582723553306e-07,2.6751092389245922e-09,5.763646189543447e-10,8.46820787761223e-18,9.255095950933576e-10,1.7927779797974406e-09,1.666950256777516e-09,3.739891828764918e-12,6.333998469398256e-11,1.0984624549181887e-10,3.622999506839319e-13
5.920279803557862e-07,0.11224537180755208,0.0,0.0,0.0,0.0,0.3299996407031895,0.6699996389330314,3.546206255904158e-07,3.558231540886618e-07,2.759804556754254e-09,5.876072418664522e-10,8.736315642666977e-18,9.651522862627769e-10,1.907771764997926e-09,1.8006636558018024e-09,4.1054413378515985e-12,6.589969324224011e-11,1.1406836421952202e-10,3.9769608523783387e-13
6.101224934439141e-07,0.11224537180279849,0.0,0.0,0.0,0.0,0.3299996296199325,0.6699996278301501,3.654997715051258e-07,3.6668696139666796e-07,2.8445234496532536e-09,5.988487519023246e-10,9.004498035922107e-18,1.0049064155263496e-09,2.026348945249844e-09,1.9399924553572687e-09,4.49411835758323e-12,6.846339884690988e-11,1.182927988626848e-10,4.353271793471495e-13
6.282170065320421e-07,0.11224537179815981,0.0,0.0,0.0,0.0,0.3299996185299768,0.6699996167236578,3.7638195811178706e-07,3.775496943822361e-07,2.9292660166926228e-09,6.100891491681855e-10,9.272755370992512e-18,1.0447593203283106e-09,2.148510451998857e-09,2.084951503613239e-09,4.9066390144233714e-12,7.103056427468469e-11,1.2251912320332536e-10,4.752618621806272e-13
6.4631151962017e-07,0.1122453717936361,0.0,0.0,0.0,0.0,0.329999607433309,0.6699996056135538,3.872671963513311e-07,3.88411353148243e-07,3.014032343332685e-09,6.213284337702388e-10,9.541087918407627e-18,1.0846998239928633e-09,2.274257220569772e-09,2.235553964835359e-09,5.343720053672423e-12,7.36007201577475e-11,1.2674697806254646e-10,5.175687833485681e-13
6.64406032708298e-07,0.11224537178922721,0.0,0.0,0.0,0.0,0.3299995963299171,0.6699995944998367,3.981554956269058e-07,3.992719377975562e-07,3.0988225030275313e-09,6.325666058148226e-10,9.809495910690495e-18,1.1247180668463298e-09,2.4035901896249458e-09,2.3918115173949928e-09,5.8060788388546245e-12,7.617345641950171e-11,1.3097606075110732e-10,5.623166129689998e-13
6.825005457964259e-07,0.1122453717849331,0.0,0.0,0.0,0.0,0.32999958521979056,0.6699995833825055,4.090468639858599e-07,4.10131448433033e-07,3.183636558645749e-09,6.438036654082192e-10,1.007797954685514e-17,1.1648053555563285e-09,2.5365103006866712e-09,2.553734529206267e-09,6.294433351039983e-12,7.874841478529977e-11,1.3520611618714806e-10,6.095740417244262e-13
7.005950588845538e-07,0.11224537178075372,0.0,0.0,0.0,0.0,0.3299995741029202,0.6699995722615595,4.1994130828075306e-07,4.2098988515752184e-07,3.2684745637274355e-09,6.550396126566648e-10,1.0346538996385743e-17,1.2049540289176129e-09,2.6730184977162167e-09,2.721332213028178e-09,6.80950218812148e-12,8.132528223995186e-11,1.3943692941299372e-10,6.594097809102847e-13
7.186895719726818e-07,0.11224537177668893,0.0,0.0,0.0,0.0,0.32999956297929733,0.6699995611369971,4.3083883431171074e-07,4.3184724807386203e-07,3.353336563595576e-09,6.662744476664249e-10,1.061517440275475e-17,1.2451573384401328e-09,2.813115726742933e-09,2.894612763841742e-09,7.352004564064351e-12,8.39037853109712e-11,1.4366831928548244e-10,7.118925624761066e-13
7.548785981489377e-07,0.11224537176890291,0.0,0.0,0.0,0.0,0.32999954071176646,0.6699995388770197,4.52643150222542e-07,4.5355875289340664e-07,3.523132693381402e-09,6.887407813948936e-10,1.1152673547198396e-17,1.3257048410992719e-09,3.1040810734247865e-09,3.258250835790782e-09,8.522189864013116e-12,8.906477439462889e-11,1.5213224451171068e-10,8.250742840049749e-13
7.874487217075679e-07,0.1122453717622867,0.0,0.0,0.0,0.0,0.32999952064783006,0.6699995188306621,4.7227761485456976e-07,4.730954358386257e-07,3.676031591089389e-09,7.08956678960091e-10,1.163668355854606e-17,1.3983319357088128e-09,3.3782338970541764e-09,3.6050258734973816e-09,9.676407077686205e-12,9.371316115243742e-11,1.5975045362708755e-10,9.366806612281805e-13
8.184507311395256e-07,0.11224537175633283,0.0,0.0,0.0,0.0,0.32999950152947916,0.6699994997385533,4.909760880898594e-07,4.91688279435311e-07,3.821641661040375e-09,7.281959202387528e-10,1.2097620378011677e-17,1.4675589729222978e-09,3.6500032105963133e-09,3.952294717643286e-09,1.0867975792281652e-11,9.81399751388987e-11,1.6700198875468963e-10,1.0518684977582595e-12
8.494527405714832e-07,0.11224537175071386,0.0,0.0,0.0,0.0,0.32999948239120214,0.6699994806358092,5.096836648916281e-07,5.102779728062344e-07,3.967322614446027e-09,7.474318985433377e-10,1.2558781583017155e-17,1.536864469392762e-09,3.932326399886646e-09,4.316350353129641e-09,1.2153872170814705e-11,1.0256834762251189e-10,1.7425330484005362e-10,1.1761424539372665e-12
8.804547500034409e-07,0.11224537174542931,0.0,0.0,0.0,0.0,0.32999946323298196,0.6699994615224245,5.284003498617106e-07,5.28864516468285e-07,4.113074487418173e-09,7.666646144080065e-10,1.3020167287876497e-17,1.6062360507382837e-09,4.225208260747372e-09,4.697210221590473e-09,1.353773778588856e-11,1.069978023452709e-10,1.8150416486478687e-10,1.3098490420212624e-12
9.114567594353986e-07,0.11224537174047872,0.0,0.0,0.0,0.0,0.32999944405480447,0.6699994423983942,5.471261448248504e-07,5.474479109382803e-07,4.258897294384604e-09,7.85894068366839e-10,1.3481777538261696e-17,1.6756638138698882e-09,4.528653590623172e-09,5.0948890766261826e-09,1.502321946093625e-11,1.114279614092875e-10,1.8875439198823035e-10,1.4533349536035112e-12
9.424587688673562e-07,0.1122453717358617,0.0,0.0,0.0,0.0,0.3299994248566574,0.6699994232637131,5.658610493993986e-07,5.660281567329676e-07,4.404791032545045e-09,8.05120260953856e-10,1.3943612325308334e-17,1.7451398262340887e-09,4.842667187129843e-09,5.509399536496954e-09,1.6613969261003554e-11,1.1585852428569041e-10,1.9600385334932333e-10,1.606947059642386e-12
9.734607782993138e-07,0.11224537173157778,0.0,0.0,0.0,0.0,0.3299994056385307,0.6699994041183762,5.846050614295862e-07,5.846052543690226e-07,4.550755685246413e-09,8.243431927030171e-10,1.4405671596300138e-17,1.8146577422959083e-09,5.167253846961184e-09,5.940752503122179e-09,1.8313644484110148e-11,1.2028925227780087e-10,2.0325244954719373e-10,1.7710324104375879e-12
9.999999999999997e-07,0.11224537172762643,0.0,0.0,0.0,0.0,0.3299993891710039,0.669999387720571,6.006580762094887e-07,6.005056491414055e-07,4.67576481407131e-09,8.40796363255025e-10,1.4801394984553163e-17,1.8741978763458962e-09,5.45351897373373e-09,6.32339902020152e-09,1.9857952700186336e-11,1.2408215710939466e-10,2.094568553996148e-10,1.9200803264223623e-12
1.0044627877312714e-06,0.11224537172762643,0.0,0.0,0.0,0.0,0.32999938640041526,0.669999384962378,6.033581773291237e-07,6.031792043630526e-07,4.696791224665699e-09,8.435628641482134e-10,1.486795526316183e-17,1.8842124972548907e-09,5.502418365021605e-09,6.388957495243386e-09,2.0125907653062456e-11,1.2471995628589664e-10,2.1050010688556394e-10,1.94593823557422e-12
1.035464797163229e-06,0.11224537172400727,0.0,0.0,0.0,0.0,0.3299993671423036,0.6699993657957137,6.221203923685306e-07,6.21750007231595e-07,4.842897614053504e-09,8.627792758232737e-10,1.5330463209561132e-17,1.9538000512138417e-09,5.848165533699353e-09,6.854022926986004e-09,2.2054426507703834e-11,1.2915048653906727e-10,2.1774677077812263e-10,2.1320119438467063e-12
1.0664668065951865e-06,0.11224537172071981,0.0,0.0,0.0,0.0,0.3299993478641887,0.6699993466183782,6.408917009112871e-07,6.403176634911191e-07,4.98907480957797e-09,8.819924282619617e-10,1.5793195296745848e-17,2.0234171786060934e-09,6.204500142268776e-09,7.335956336822543e-09,2.410287399760142e-11,1.3358072417558242e-10,2.249924004641854e-10,2.3296011231639203e-12
1.097468816027144e-06,0.11224537171776357,0.0,0.0,0.0,0.0,0.3299993285660647,0.6699993274303662,6.596720965985477e-07,6.588821736580257e-07,5.135322761767072e-09,9.012023219979764e-10,1.625615136810953e-17,2.0930613023221133e-09,6.571426976423683e-09,7.834764566758185e-09,2.6274928275123233e-11,1.3801057475355402e-10,2.3223696536387946e-10,2.539053540435201e-12
1.1284708254591016e-06,0.11224537171513811,0.0,0.0,0.0,0.0,0.3299993092479259,0.6699993082316728,6.784615724916156e-07,6.774435382486475e-07,5.28164141662115e-09,9.204089575649525e-10,1.671933125271322e-17,2.1627303647972083e-09,6.948950817917907e-09,8.350453900618059e-09,2.8574272688851323e-11,1.4243996332430563e-10,2.39480442674171e-10,2.7607171414406238e-12
1.1594728348910592e-06,0.11224537171284299,0.0,0.0,0.0,0.0,0.3299992899097674,0.6699992890222928,6.972601211857114e-07,6.960017577792497e-07,5.4280307165012645e-09,9.396123354964601e-10,1.7182734768097645e-17,2.2324227248757174e-09,7.3370764442775465e-09,8.883030174479958e-09,3.100459577729086e-11,1.468688305099289e-10,2.467228155376732e-10,2.994940050690472e-12
1.1904748443230167e-06,0.1122453717108777,0.0,0.0,0.0,0.0,0.3299992705515845,0.6699992698022214,7.16067734903398e-07,7.145568327660309e-07,5.574490600858705e-09,9.588124563260053e-10,1.7646361722592473e-17,2.3021370732455937e-09,7.73580862856343e-09,9.432498867342931e-09,3.356959126283025e-11,1.5129712926660595e-10,2.5396407149055264e-10,3.2420705712769793e-12
1.252478863186932e-06,0.11224537170793486,0.0,0.0,0.0,0.0,0.3299992317751282,0.6699992313299836,7.537101248353646e-07,7.516575511725863e-07,5.8676218693764025e-09,9.972029288129082e-10,1.8574285146036067e-17,2.441627794668729e-09,8.565111739809563e-09,1.0582134027807623e-08,3.911840019949137e-11,1.6015188124442857e-10,2.684431986513994e-10,3.776448550789611e-12
1.308282480164456e-06,0.11224537170640973,0.0,0.0,0.0,0.0,0.3299991968077924,0.6699991966683536,7.876191948445549e-07,7.850374485757478e-07,6.1316807612493584e-09,1.0317432201132246e-09,1.9410178335379616e-17,2.567236174460224e-09,9.347806753963467e-09,1.1674627673735767e-08,4.461006919688932e-11,1.6811891397441377e-10,2.814705227569887e-10,4.305030590498359e-12
1.3698940346543835e-06,0.11224537170595869,0.0,0.0,0.0,0.0,0.3299991581256882,0.6699991583588767,8.25091418606263e-07,8.218796394901902e-07,6.423486846025584e-09,1.069866153300161e-09,2.033390681558134e-17,2.705987324880513e-09,1.0251966682785724e-08,1.2944486911310965e-08,5.124799638955298e-11,1.769125414265629e-10,2.9584939888503015e-10,4.943585929881283e-12
1.4315055891443111e-06,0.11224537170679792,0.0,0.0,0.0,0.0,0.3299991193643931,0.6699991200070378,8.625992147673183e-07,8.587094247871493e-07,6.715569913806629e-09,1.107976236782873e-09,2.125851210097512e-17,2.844809130141811e-09,1.1198144890349213e-08,1.42811895138668e-08,5.851737633778214e-11,1.8570335802090123e-10,3.102237406961124e-10,5.642475814115895e-12
1.4931171436342388e-06,0.11224537170892376,0.0,0.0,0.0,0.0,0.32999908052388033,0.6699990816127979,9.00142512202695e-07,8.955268085139873e-07,7.007929410647149e-09,1.1460734747447284e-09,2.2183992438016058e-17,2.98369998793033e-09,1.218637851380668e-08,1.5684769006231354e-08,6.644753653297502e-11,1.9449131271541155e-10,3.2459354201299387e-10,6.404445648465527e-12
1.5547286981241664e-06,0.11224537171233241,0.0,0.0,0.0,0.0,0.3299990416041235,0.6699990431761174,9.377212390367647e-07,9.323317947170518e-07,7.300564776743715e-09,1.184157871368116e-09,2.3110346054615132e-17,3.122658846802834e-09,1.3216704607289078e-08,1.7155258257527123e-08,7.506788448131568e-11,2.0327637437811972e-10,3.38958800335522e-10,7.232243596178367e-12
